Orthogroup	Pral	Prah
OG0000086	Pral.g_00959	Prah.g_01866
OG0000087	Pral.g_00906	Prah.g_02268
OG0000088	Pral.g_00878	Prah.g_02304
OG0000089	Pral.g_00676	Prah.g_00205
OG0000090	Pral.g_00557	Prah.g_01501
OG0000091	Pral.g_01443	Prah.g_00493
OG0000093	Pral.g_01472	Prah.g_00692
OG0000094	Pral.g_01604	Prah.g_02518
OG0000097	Pral.g_01416	Prah.g_01272
OG0000098	Pral.g_01239	Prah.g_00327
OG0000099	Pral.g_01201	Prah.g_02191
OG0000100	Pral.g_01078	Prah.g_01791, Prah.g_00636
OG0000101	Pral.g_00243	Prah.g_01995
OG0000102	Pral.g_00310	Prah.g_00144
OG0000103	Pral.g_00397	Prah.g_02586
OG0000104	Pral.g_00406	Prah.g_02600
OG0000105	Pral.g_00765	Prah.g_02126
OG0000106	Pral.g_01859	Prah.g_01660
OG0000108	Pral.g_00611	Prah.g_01566
OG0000109	Pral.g_00596	Prah.g_01550
OG0000110	Pral.g_00513	Prah.g_01439
OG0000111	Pral.g_01739	Prah.g_01028
OG0000112	Pral.g_01635	Prah.g_00788
OG0000113	Pral.g_01511	Prah.g_00641
OG0000114	Pral.g_01799	Prah.g_00733
OG0000115	Pral.g_01141	Prah.g_00383
OG0000116	Pral.g_01356	Prah.g_01337
OG0000117	Pral.g_01398, Pral.g_01397, Pral.g_01396, Pral.g_01881	Prah.g_01257
OG0000118	Pral.g_01269	Prah.g_01378
OG0000119	Pral.g_01861	Prah.g_01007
OG0000119	Pral.g_01063	Prah.g_01048
OG0000120	Pral.g_00702	Prah.g_02192
OG0000121	Pral.g_01159	Prah.g_00406
OG0000122	Pral.g_01116	Prah.g_01203
OG0000123	Pral.g_00250	Prah.g_01987
OG0000124	Pral.g_00322	Prah.g_00125
OG0000125	Pral.g_00358	Prah.g_02498
OG0000126	Pral.g_00405	Prah.g_02598
OG0000128	Pral.g_00421	Prah.g_00013
OG0000129	Pral.g_01000	Prah.g_02486
OG0000130	Pral.g_00978	Prah.g_01838
OG0000131	Pral.g_00900	Prah.g_02282
OG0000132	Pral.g_00880	Prah.g_02302
OG0000133	Pral.g_00717	Prah.g_02187
OG0000134	Pral.g_00674	Prah.g_00208
OG0000135	Pral.g_01034	Prah.g_02538
OG0000136	Pral.g_00653	Prah.g_00235
OG0000137	Pral.g_00617	Prah.g_00105, Prah.g_00312
OG0000138	Pral.g_00595	Prah.g_01549
OG0000139	Pral.g_00553	Prah.g_01495
OG0000140	Pral.g_00552	Prah.g_01489
OG0000141	Pral.g_00481	Prah.g_01393
OG0000142	Pral.g_01436	Prah.g_00501
OG0000143	Pral.g_01440	Prah.g_00497
OG0000144	Pral.g_01453	Prah.g_00473
OG0000145	Pral.g_01037	Prah.g_01543
OG0000146	Pral.g_01636	Prah.g_00787
OG0000147	Pral.g_01637	Prah.g_00786
OG0000148	Pral.g_01505	Prah.g_00649
OG0000149	Pral.g_01535	Prah.g_00591
OG0000150	Pral.g_01545	Prah.g_00568
OG0000151	Pral.g_01789	Prah.g_00718
OG0000152	Pral.g_01627	Prah.g_00796
OG0000153	Pral.g_01578	Prah.g_00826
OG0000154	Pral.g_01595	Prah.g_00852
OG0000155	Pral.g_01390	Prah.g_01291
OG0000156	Pral.g_01292	Prah.g_01349
OG0000157	Pral.g_01291	Prah.g_01350
OG0000158	Pral.g_00287	Prah.g_02242
OG0000160	Pral.g_01160	Prah.g_00407
OG0000161	Pral.g_01154	Prah.g_00399
OG0000162	Pral.g_01148	Prah.g_00391
OG0000163	Pral.g_01106	Prah.g_01619
OG0000164	Pral.g_00131	Prah.g_01705
OG0000165	Pral.g_00138	Prah.g_01716
OG0000166	Pral.g_00206	Prah.g_02033
OG0000167	Pral.g_00277	Prah.g_02230
OG0000168	Pral.g_00288	Prah.g_02243
OG0000169	Pral.g_00298	Prah.g_00163
OG0000170	Pral.g_00301	Prah.g_00155
OG0000171	Pral.g_00321	Prah.g_00126
OG0000172	Pral.g_00328	Prah.g_00084
OG0000173	Pral.g_00343	Prah.g_00061
OG0000174	Pral.g_00375	Prah.g_02541
OG0000175	Pral.g_00387	Prah.g_02575
OG0000176	Pral.g_00414	Prah.g_00005
OG0000177	Pral.g_00415	Prah.g_00006
OG0000178	Pral.g_00416	Prah.g_00007
OG0000179	Pral.g_01028	Prah.g_00022
OG0000180	Pral.g_01027	Prah.g_00023
OG0000181	Pral.g_01026	Prah.g_00024
OG0000182	Pral.g_01025	Prah.g_00025
OG0000183	Pral.g_01021	Prah.g_00029
OG0000184	Pral.g_00996	Prah.g_02478
OG0000185	Pral.g_00993	Prah.g_02458
OG0000186	Pral.g_00984	Prah.g_01830
OG0000187	Pral.g_00983	Prah.g_01833
OG0000188	Pral.g_00965	Prah.g_01860
OG0000189	Pral.g_00951	Prah.g_01884
OG0000190	Pral.g_00950	Prah.g_01886
OG0000191	Pral.g_00928	Prah.g_00188
OG0000192	Pral.g_00923	Prah.g_00176, Prah.g_00180
OG0000193	Pral.g_00899	Prah.g_02283
OG0000194	Pral.g_00896	Prah.g_02286
OG0000195	Pral.g_00894	Prah.g_02288
OG0000196	Pral.g_00883	Prah.g_02299
OG0000197	Pral.g_00882	Prah.g_02300
OG0000198	Pral.g_00881	Prah.g_02301
OG0000199	Pral.g_00873	Prah.g_02308
OG0000200	Pral.g_00860	Prah.g_02324
OG0000201	Pral.g_00851	Prah.g_02352
OG0000202	Pral.g_00850	Prah.g_02353
OG0000203	Pral.g_00849	Prah.g_02354
OG0000204	Pral.g_00848	Prah.g_02355
OG0000205	Pral.g_00842	Prah.g_02362
OG0000206	Pral.g_00837	Prah.g_02371
OG0000207	Pral.g_00835	Prah.g_02420
OG0000208	Pral.g_00834	Prah.g_02419
OG0000209	Pral.g_00825	Prah.g_02400
OG0000210	Pral.g_00824	Prah.g_02399
OG0000211	Pral.g_00807	Prah.g_01782
OG0000212	Pral.g_00799	Prah.g_01772
OG0000213	Pral.g_00781	Prah.g_02101
OG0000214	Pral.g_00772	Prah.g_02118
OG0000215	Pral.g_00746	Prah.g_02148
OG0000216	Pral.g_00744	Prah.g_02151
OG0000217	Pral.g_00741	Prah.g_02155
OG0000218	Pral.g_00739	Prah.g_02157
OG0000219	Pral.g_00738	Prah.g_02158
OG0000220	Pral.g_00737	Prah.g_02159
OG0000221	Pral.g_00736	Prah.g_02166
OG0000222	Pral.g_00729	Prah.g_02174
OG0000223	Pral.g_00716	Prah.g_02197
OG0000224	Pral.g_00714	Prah.g_02207
OG0000225	Pral.g_00686	Prah.g_01921
OG0000226	Pral.g_00682	Prah.g_01917
OG0000227	Pral.g_00680	Prah.g_01915
OG0000228	Pral.g_00677	Prah.g_00204
OG0000229	Pral.g_00658	Prah.g_00230
OG0000230	Pral.g_00656	Prah.g_00232
OG0000231	Pral.g_00644	Prah.g_00251
OG0000232	Pral.g_00631	Prah.g_00261
OG0000233	Pral.g_00625	Prah.g_00294
OG0000234	Pral.g_00616	Prah.g_00313, Prah.g_00314
OG0000235	Pral.g_00612	Prah.g_01567
OG0000236	Pral.g_00597	Prah.g_01551
OG0000237	Pral.g_00584	Prah.g_01534
OG0000238	Pral.g_00578	Prah.g_01529
OG0000239	Pral.g_00565	Prah.g_01513
OG0000240	Pral.g_00564	Prah.g_01512
OG0000241	Pral.g_00560	Prah.g_01094
OG0000242	Pral.g_00558	Prah.g_00108, Prah.g_01503
OG0000243	Pral.g_00547	Prah.g_01476
OG0000244	Pral.g_00544	Prah.g_01472
OG0000245	Pral.g_00542	Prah.g_01469
OG0000246	Pral.g_00538	Prah.g_01465
OG0000247	Pral.g_00527	Prah.g_01454
OG0000248	Pral.g_00524	Prah.g_01451
OG0000249	Pral.g_00522	Prah.g_01449
OG0000250	Pral.g_00516	Prah.g_01443
OG0000251	Pral.g_00498	Prah.g_01417
OG0000252	Pral.g_00495	Prah.g_01414
OG0000253	Pral.g_00494	Prah.g_01408
OG0000254	Pral.g_00477	Prah.g_01389
OG0000255	Pral.g_00470	Prah.g_00530
OG0000256	Pral.g_00460	Prah.g_00516
OG0000257	Pral.g_01430	Prah.g_00509
OG0000258	Pral.g_01444	Prah.g_00486
OG0000259	Pral.g_01461	Prah.g_00457
OG0000260	Pral.g_01464	Prah.g_00454
OG0000261	Pral.g_01467	Prah.g_00451
OG0000262	Pral.g_01471	Prah.g_00445
OG0000263	Pral.g_01761	Prah.g_02413
OG0000264	Pral.g_01750	Prah.g_00974
OG0000265	Pral.g_01729	Prah.g_00887, Prah.g_00958
OG0000266	Pral.g_01719	Prah.g_00876
OG0000267	Pral.g_01706	Prah.g_00751
OG0000268	Pral.g_01705	Prah.g_00752
OG0000269	Pral.g_01483	Prah.g_00672
OG0000270	Pral.g_01486	Prah.g_00669
OG0000271	Pral.g_01494	Prah.g_00661
OG0000272	Pral.g_01495	Prah.g_00660
OG0000273	Pral.g_01518	Prah.g_00609
OG0000274	Pral.g_01519	Prah.g_00608
OG0000275	Pral.g_01522	Prah.g_00605
OG0000276	Pral.g_01527	Prah.g_00599
OG0000277	Pral.g_01528	Prah.g_00598
OG0000278	Pral.g_01531	Prah.g_00595
OG0000279	Pral.g_01538	Prah.g_00587
OG0000280	Pral.g_01539	Prah.g_00581
OG0000281	Pral.g_01546	Prah.g_00566
OG0000282	Pral.g_01797	Prah.g_00731
OG0000283	Pral.g_01655	Prah.g_00761
OG0000284	Pral.g_01650	Prah.g_00767
OG0000285	Pral.g_01644	Prah.g_01178
OG0000286	Pral.g_01628	Prah.g_00795
OG0000287	Pral.g_00050	Prah.g_01131
OG0000288	Pral.g_01594	Prah.g_00851
OG0000289	Pral.g_01609	Prah.g_00864
OG0000290	Pral.g_01564	Prah.g_00912
OG0000291	Pral.g_01562	Prah.g_00914
OG0000292	Pral.g_01316	Prah.g_02597
OG0000293	Pral.g_01357	Prah.g_01336
OG0000294	Pral.g_01358	Prah.g_01335
OG0000295	Pral.g_01382	Prah.g_01298
OG0000296	Pral.g_01384	Prah.g_01296
OG0000297	Pral.g_01394	Prah.g_01259
OG0000298	Pral.g_01395	Prah.g_01258
OG0000299	Pral.g_01415	Prah.g_01268
OG0000300	Pral.g_01419	Prah.g_01275
OG0000301	Pral.g_01420	Prah.g_01276
OG0000302	Pral.g_01422	Prah.g_01279
OG0000303	Pral.g_01428	Prah.g_01289
OG0000304	Pral.g_00455	Prah.g_01237, Prah.g_01238
OG0000305	Pral.g_01323	Prah.g_00918
OG0000306	Pral.g_01550	Prah.g_00560
OG0000307	Pral.g_01213	Prah.g_01584
OG0000308	Pral.g_01212	Prah.g_01586
OG0000309	Pral.g_01208	Prah.g_01590
OG0000310	Pral.g_01181	Prah.g_00428
OG0000311	Pral.g_01179	Prah.g_00424
OG0000312	Pral.g_01176	Prah.g_00420
OG0000313	Pral.g_01157	Prah.g_00402
OG0000314	Pral.g_01133	Prah.g_00371
OG0000315	Pral.g_01123	Prah.g_00361
OG0000316	Pral.g_01095	Prah.g_01631
OG0000317	Pral.g_00104	Prah.g_01672
OG0000318	Pral.g_00108	Prah.g_01677
OG0000319	Pral.g_00121	Prah.g_01694
OG0000320	Pral.g_00123	Prah.g_01696
OG0000321	Pral.g_00124	Prah.g_01697
OG0000322	Pral.g_00125	Prah.g_01698
OG0000323	Pral.g_00134	Prah.g_01710
OG0000324	Pral.g_00162	Prah.g_01744
OG0000325	Pral.g_00172	Prah.g_02071
OG0000326	Pral.g_00179	Prah.g_02064
OG0000327	Pral.g_00201	Prah.g_02038
OG0000328	Pral.g_00202	Prah.g_02037
OG0000329	Pral.g_00219	Prah.g_02020
OG0000330	Pral.g_00220	Prah.g_02019
OG0000331	Pral.g_00221	Prah.g_02018
OG0000332	Pral.g_00235	Prah.g_02003
OG0000333	Pral.g_00237	Prah.g_02001
OG0000334	Pral.g_00246	Prah.g_01991
OG0000335	Pral.g_00251	Prah.g_01986
OG0000336	Pral.g_00255	Prah.g_01982
OG0000337	Pral.g_00274	Prah.g_02224
OG0000338	Pral.g_00275	Prah.g_02227
OG0000339	Pral.g_00280	Prah.g_02234
OG0000340	Pral.g_00289	Prah.g_02244
OG0000341	Pral.g_00291	Prah.g_02246
OG0000342	Pral.g_00292	Prah.g_02247
OG0000343	Pral.g_00293	Prah.g_00168
OG0000344	Pral.g_00296	Prah.g_00165
OG0000345	Pral.g_00302	Prah.g_00154
OG0000346	Pral.g_00306	Prah.g_00149
OG0000347	Pral.g_00323	Prah.g_00089
OG0000348	Pral.g_00331	Prah.g_00078
OG0000349	Pral.g_00349	Prah.g_00053
OG0000350	Pral.g_00370	Prah.g_02533
OG0000351	Pral.g_00390	Prah.g_02578
OG0000352	Pral.g_00391	Prah.g_02579
OG0000353	Pral.g_00409	Prah.g_02603
OG0000354	Pral.g_01677	Prah.g_00020
OG0000355	Pral.g_00411	Prah.g_00002
OG0000356	Pral.g_00412	Prah.g_00003
OG0000357	Pral.g_00413	Prah.g_00004
OG0000358	Pral.g_00417	Prah.g_00008
OG0000359	Pral.g_00418	Prah.g_00010
OG0000360	Pral.g_00419	Prah.g_00011
OG0000361	Pral.g_00420	Prah.g_00012
OG0000362	Pral.g_00422	Prah.g_00014
OG0000363	Pral.g_01030	Prah.g_00016
OG0000364	Pral.g_01029	Prah.g_00017
OG0000365	Pral.g_01024	Prah.g_00026
OG0000366	Pral.g_01023	Prah.g_00027
OG0000367	Pral.g_01022	Prah.g_00028
OG0000368	Pral.g_01020	Prah.g_00030
OG0000369	Pral.g_01019	Prah.g_00031
OG0000370	Pral.g_01018	Prah.g_00032
OG0000371	Pral.g_01011	Prah.g_00041
OG0000372	Pral.g_01009	Prah.g_00046
OG0000373	Pral.g_01008	Prah.g_00047
OG0000374	Pral.g_01007	Prah.g_00048
OG0000375	Pral.g_01005	Prah.g_00049
OG0000376	Pral.g_01003	Prah.g_00051
OG0000377	Pral.g_00999	Prah.g_02485
OG0000378	Pral.g_00995	Prah.g_02471
OG0000379	Pral.g_00992	Prah.g_02457
OG0000380	Pral.g_00982	Prah.g_01834
OG0000381	Pral.g_00977	Prah.g_01839
OG0000382	Pral.g_00966	Prah.g_01859
OG0000383	Pral.g_00964	Prah.g_01861
OG0000384	Pral.g_00963	Prah.g_01862
OG0000385	Pral.g_00962	Prah.g_01863
OG0000386	Pral.g_00961	Prah.g_01864
OG0000387	Pral.g_00948	Prah.g_01888
OG0000388	Pral.g_00944	Prah.g_01892
OG0000389	Pral.g_00941	Prah.g_01896
OG0000390	Pral.g_00932	Prah.g_00194
OG0000391	Pral.g_00929	Prah.g_00189
OG0000392	Pral.g_00925	Prah.g_00183
OG0000393	Pral.g_00922	Prah.g_00175
OG0000394	Pral.g_00921	Prah.g_00174
OG0000395	Pral.g_00920	Prah.g_00173
OG0000396	Pral.g_00918	Prah.g_02252
OG0000397	Pral.g_00916	Prah.g_02254
OG0000398	Pral.g_00913	Prah.g_02259
OG0000399	Pral.g_00912	Prah.g_02260
OG0000400	Pral.g_00911	Prah.g_02261
OG0000401	Pral.g_00910	Prah.g_02262
OG0000402	Pral.g_00450	Prah.g_02264
OG0000403	Pral.g_00908	Prah.g_02265
OG0000405	Pral.g_00903	Prah.g_02280
OG0000406	Pral.g_00898	Prah.g_02284
OG0000407	Pral.g_00897	Prah.g_02285
OG0000408	Pral.g_00895	Prah.g_02287
OG0000409	Pral.g_00893	Prah.g_02289
OG0000410	Pral.g_00892	Prah.g_02290
OG0000411	Pral.g_00891	Prah.g_02291
OG0000412	Pral.g_00890	Prah.g_02292
OG0000413	Pral.g_00888	Prah.g_02294
OG0000414	Pral.g_00887	Prah.g_02295
OG0000415	Pral.g_00886	Prah.g_02296
OG0000416	Pral.g_00885	Prah.g_02297
OG0000417	Pral.g_00884	Prah.g_02298
OG0000418	Pral.g_00879	Prah.g_02303
OG0000419	Pral.g_00877	Prah.g_02305
OG0000420	Pral.g_00875	Prah.g_02306
OG0000421	Pral.g_00871	Prah.g_02310
OG0000422	Pral.g_00870	Prah.g_02311
OG0000423	Pral.g_00869	Prah.g_02312
OG0000424	Pral.g_00868	Prah.g_02313
OG0000425	Pral.g_00867	Prah.g_02314
OG0000426	Pral.g_00866	Prah.g_02315
OG0000427	Pral.g_00865	Prah.g_02316
OG0000428	Pral.g_00863	Prah.g_00709
OG0000429	Pral.g_00862	Prah.g_02321
OG0000430	Pral.g_00861	Prah.g_02323
OG0000431	Pral.g_00859	Prah.g_02334
OG0000432	Pral.g_00855	Prah.g_02341
OG0000433	Pral.g_00854	Prah.g_02344
OG0000434	Pral.g_00853	Prah.g_02345
OG0000435	Pral.g_00852	Prah.g_02350
OG0000436	Pral.g_00847	Prah.g_02356
OG0000437	Pral.g_00846	Prah.g_02357
OG0000438	Pral.g_00845	Prah.g_02358
OG0000439	Pral.g_00844	Prah.g_02360
OG0000440	Pral.g_00843	Prah.g_02361
OG0000441	Pral.g_00840	Prah.g_02364
OG0000442	Pral.g_00839	Prah.g_02365
OG0000443	Pral.g_00838	Prah.g_02370
OG0000444	Pral.g_00833	Prah.g_02418
OG0000445	Pral.g_00832	Prah.g_02417
OG0000446	Pral.g_00831	Prah.g_02415
OG0000447	Pral.g_00830	Prah.g_02411
OG0000448	Pral.g_00829	Prah.g_02410
OG0000449	Pral.g_00828	Prah.g_02409
OG0000450	Pral.g_00827	Prah.g_02403
OG0000451	Pral.g_00826	Prah.g_02402
OG0000452	Pral.g_00823	Prah.g_02398
OG0000453	Pral.g_00822	Prah.g_02397
OG0000454	Pral.g_00821	Prah.g_02396
OG0000455	Pral.g_00820	Prah.g_02395
OG0000456	Pral.g_00819	Prah.g_02394
OG0000457	Pral.g_00817	Prah.g_02392
OG0000458	Pral.g_00816	Prah.g_02391
OG0000459	Pral.g_00815	Prah.g_02390
OG0000460	Pral.g_00805	Prah.g_01781
OG0000461	Pral.g_00796	Prah.g_02074
OG0000462	Pral.g_00795	Prah.g_02078
OG0000463	Pral.g_00794	Prah.g_02079
OG0000464	Pral.g_00793	Prah.g_02080
OG0000465	Pral.g_00792	Prah.g_02082
OG0000466	Pral.g_00789	Prah.g_02087
OG0000467	Pral.g_00788	Prah.g_02089
OG0000468	Pral.g_00785	Prah.g_02098
OG0000469	Pral.g_00777	Prah.g_02111
OG0000470	Pral.g_00775	Prah.g_02114
OG0000471	Pral.g_00774	Prah.g_02115
OG0000472	Pral.g_00773	Prah.g_02117
OG0000473	Pral.g_00771	Prah.g_02119
OG0000474	Pral.g_00770	Prah.g_02120
OG0000475	Pral.g_00769	Prah.g_02121
OG0000476	Pral.g_00767	Prah.g_02123
OG0000477	Pral.g_00764	Prah.g_02128
OG0000478	Pral.g_00763	Prah.g_02129
OG0000479	Pral.g_00762	Prah.g_02130
OG0000480	Pral.g_00756	Prah.g_02137
OG0000481	Pral.g_00754	Prah.g_02139
OG0000482	Pral.g_00753	Prah.g_02140
OG0000483	Pral.g_00750	Prah.g_02144
OG0000484	Pral.g_00749	Prah.g_02145
OG0000485	Pral.g_00748	Prah.g_02146
OG0000486	Pral.g_00747	Prah.g_02147
OG0000487	Pral.g_00743	Prah.g_02152
OG0000488	Pral.g_00740	Prah.g_02156
OG0000489	Pral.g_00735	Prah.g_02167
OG0000490	Pral.g_00731	Prah.g_02172
OG0000491	Pral.g_00730	Prah.g_02173
OG0000492	Pral.g_00728	Prah.g_02175
OG0000493	Pral.g_00727	Prah.g_02176
OG0000494	Pral.g_00726	Prah.g_02177
OG0000495	Pral.g_00725	Prah.g_02178
OG0000496	Pral.g_00724	Prah.g_02179
OG0000497	Pral.g_00723	Prah.g_02180
OG0000498	Pral.g_00722	Prah.g_02181
OG0000499	Pral.g_00721	Prah.g_02182
OG0000500	Pral.g_00720	Prah.g_02183
OG0000501	Pral.g_00718	Prah.g_02186
OG0000502	Pral.g_00715	Prah.g_02199
OG0000503	Pral.g_00698	Prah.g_01940
OG0000504	Pral.g_00696	Prah.g_01938
OG0000505	Pral.g_00695	Prah.g_01937
OG0000506	Pral.g_00694	Prah.g_01935
OG0000507	Pral.g_00691	Prah.g_01930
OG0000508	Pral.g_00687	Prah.g_01922
OG0000509	Pral.g_00685	Prah.g_01920
OG0000510	Pral.g_00684	Prah.g_01919
OG0000511	Pral.g_00683	Prah.g_01918
OG0000512	Pral.g_00681	Prah.g_01916
OG0000513	Pral.g_00673	Prah.g_00209
OG0000514	Pral.g_00663	Prah.g_00218
OG0000515	Pral.g_00662	Prah.g_00219
OG0000516	Pral.g_00661	Prah.g_00221
OG0000517	Pral.g_00659	Prah.g_00229
OG0000518	Pral.g_00647	Prah.g_00241
OG0000519	Pral.g_00646	Prah.g_00242
OG0000520	Pral.g_00645	Prah.g_00247
OG0000521	Pral.g_00635	Prah.g_00255
OG0000522	Pral.g_00633	Prah.g_00257
OG0000523	Pral.g_00632	Prah.g_00258
OG0000524	Pral.g_00627	Prah.g_00290
OG0000525	Pral.g_00623	Prah.g_00304
OG0000526	Pral.g_00622	Prah.g_00306
OG0000527	Pral.g_00619	Prah.g_00310
OG0000528	Pral.g_00613	Prah.g_01572
OG0000529	Pral.g_00610	Prah.g_01565
OG0000530	Pral.g_00607	Prah.g_01562
OG0000531	Pral.g_00606	Prah.g_01561
OG0000532	Pral.g_00603	Prah.g_01558
OG0000533	Pral.g_00602	Prah.g_01556
OG0000534	Pral.g_00601	Prah.g_01555
OG0000535	Pral.g_00600	Prah.g_01554
OG0000536	Pral.g_00599	Prah.g_01553
OG0000537	Pral.g_00598	Prah.g_01552
OG0000538	Pral.g_00590	Prah.g_01541
OG0000539	Pral.g_00589	Prah.g_01540
OG0000540	Pral.g_00588	Prah.g_01539
OG0000541	Pral.g_00587	Prah.g_01538
OG0000542	Pral.g_00585	Prah.g_01535
OG0000543	Pral.g_00583	Prah.g_01533
OG0000544	Pral.g_00582	Prah.g_01532
OG0000545	Pral.g_00580	Prah.g_01530
OG0000546	Pral.g_00577	Prah.g_01528
OG0000547	Pral.g_00575	Prah.g_01526
OG0000548	Pral.g_00574	Prah.g_01525
OG0000549	Pral.g_00571	Prah.g_01519
OG0000550	Pral.g_00566	Prah.g_01514
OG0000551	Pral.g_00563	Prah.g_01510
OG0000552	Pral.g_00562	Prah.g_01509
OG0000553	Pral.g_00561	Prah.g_01505
OG0000554	Pral.g_00556	Prah.g_01500
OG0000555	Pral.g_00548	Prah.g_01480
OG0000556	Pral.g_00546	Prah.g_01474
OG0000557	Pral.g_00545	Prah.g_01473
OG0000558	Pral.g_00543	Prah.g_01470
OG0000559	Pral.g_00539	Prah.g_01466
OG0000560	Pral.g_00536	Prah.g_01463
OG0000561	Pral.g_00535	Prah.g_01462
OG0000562	Pral.g_00534	Prah.g_01461
OG0000563	Pral.g_00533	Prah.g_01460
OG0000564	Pral.g_00532	Prah.g_01459
OG0000565	Pral.g_00529	Prah.g_01457
OG0000566	Pral.g_00525	Prah.g_01452
OG0000567	Pral.g_00521	Prah.g_01448
OG0000568	Pral.g_00520	Prah.g_01446
OG0000569	Pral.g_00519	Prah.g_01445
OG0000570	Pral.g_00518	Prah.g_01444
OG0000571	Pral.g_00515	Prah.g_01441
OG0000572	Pral.g_00503	Prah.g_01425
OG0000573	Pral.g_00497	Prah.g_01416
OG0000574	Pral.g_00496	Prah.g_01415
OG0000575	Pral.g_00492	Prah.g_01406
OG0000576	Pral.g_00490	Prah.g_01404
OG0000577	Pral.g_00489	Prah.g_01403
OG0000578	Pral.g_00488	Prah.g_01402
OG0000579	Pral.g_00487	Prah.g_01401
OG0000580	Pral.g_00486	Prah.g_01400
OG0000581	Pral.g_00483	Prah.g_01396
OG0000582	Pral.g_00480	Prah.g_01392
OG0000583	Pral.g_00479	Prah.g_01391
OG0000584	Pral.g_00478	Prah.g_01390
OG0000585	Pral.g_00476	Prah.g_01388
OG0000586	Pral.g_00475	Prah.g_01387
OG0000587	Pral.g_00474	Prah.g_01385
OG0000588	Pral.g_00469	Prah.g_00529
OG0000589	Pral.g_00466	Prah.g_00526
