Orthogroup	Pral	Syas
OG0000082	Pral.g_00057	Syas.g_00837
OG0000085	Pral.g_00099	Syas.g_02695
OG0000086	Pral.g_00959	Syas.g_02470
OG0000087	Pral.g_00906	Syas.g_02374
OG0000089	Pral.g_00676	Syas.g_01512
OG0000090	Pral.g_00557	Syas.g_00062
OG0000091	Pral.g_01443	Syas.g_00907, Syas.g_00146
OG0000092	Pral.g_01794, Pral.g_01244	Syas.g_00900, Syas.g_00877
OG0000094	Pral.g_01604	Syas.g_01716
OG0000095	Pral.g_01561	Syas.g_01021
OG0000097	Pral.g_01416	Syas.g_00114, Syas.g_01443
OG0000098	Pral.g_01239	Syas.g_00091
OG0000099	Pral.g_01201	Syas.g_01826
OG0000100	Pral.g_01078	Syas.g_00567
OG0000101	Pral.g_00243	Syas.g_01589
OG0000102	Pral.g_00310	Syas.g_02152, Syas.g_01395
OG0000103	Pral.g_00397	Syas.g_02009
OG0000104	Pral.g_00406	Syas.g_02027, Syas.g_02026
OG0000105	Pral.g_00765	Syas.g_01739
OG0000106	Pral.g_01859	Syas.g_01451
OG0000107	Pral.g_00171	Syas.g_01669
OG0000108	Pral.g_00611	Syas.g_01253
OG0000109	Pral.g_00596	Syas.g_01236
OG0000110	Pral.g_00513	Syas.g_00818
OG0000111	Pral.g_01739	Syas.g_01037
OG0000112	Pral.g_01635	Syas.g_00452
OG0000113	Pral.g_01511	Syas.g_00571
OG0000114	Pral.g_01799	Syas.g_00674
OG0000115	Pral.g_01141	Syas.g_02548, Syas.g_01285
OG0000116	Pral.g_01356	Syas.g_01198, Syas.g_00317
OG0000117	Pral.g_01398, Pral.g_01397, Pral.g_01396, Pral.g_01881	Syas.g_01122
OG0000118	Pral.g_01269	Syas.g_02835
OG0000120	Pral.g_00702	Syas.g_01828
OG0000121	Pral.g_01159	Syas.g_02821
OG0000122	Pral.g_01116	Syas.g_00393
OG0000123	Pral.g_00250	Syas.g_01582
OG0000124	Pral.g_00322	Syas.g_02137
OG0000125	Pral.g_00358	Syas.g_01889
OG0000126	Pral.g_00405	Syas.g_01992
OG0000128	Pral.g_00421	Syas.g_02046
OG0000129	Pral.g_01000	Syas.g_01880
OG0000130	Pral.g_00978	Syas.g_02522
OG0000131	Pral.g_00900	Syas.g_02367
OG0000132	Pral.g_00880	Syas.g_02334
OG0000133	Pral.g_00717	Syas.g_00457
OG0000134	Pral.g_00674	Syas.g_01509
OG0000135	Pral.g_01034	Syas.g_01938
OG0000136	Pral.g_00653	Syas.g_02740
OG0000137	Pral.g_00617	Syas.g_01333
OG0000138	Pral.g_00595	Syas.g_01235
OG0000140	Pral.g_00552	Syas.g_00090
OG0000141	Pral.g_00481	Syas.g_00875
OG0000142	Pral.g_01436	Syas.g_00746
OG0000143	Pral.g_01440	Syas.g_00742
OG0000144	Pral.g_01453	Syas.g_00718
OG0000145	Pral.g_01037	Syas.g_00948
OG0000146	Pral.g_01636	Syas.g_00451
OG0000147	Pral.g_01637	Syas.g_00450
OG0000148	Pral.g_01505	Syas.g_00577
OG0000149	Pral.g_01535	Syas.g_00282
OG0000150	Pral.g_01545	Syas.g_00874
OG0000151	Pral.g_01789	Syas.g_00148, Syas.g_00659
OG0000152	Pral.g_01627	Syas.g_00461
OG0000153	Pral.g_01578	Syas.g_00543
OG0000154	Pral.g_01595	Syas.g_00219
OG0000155	Pral.g_01390	Syas.g_01131
OG0000156	Pral.g_01292	Syas.g_01206
OG0000157	Pral.g_01291	Syas.g_01207
OG0000158	Pral.g_00287	Syas.g_02185
OG0000159	Pral.g_01263	Syas.g_01155
OG0000160	Pral.g_01160	Syas.g_02820
OG0000161	Pral.g_01154	Syas.g_02826
OG0000162	Pral.g_01148	Syas.g_02751
OG0000163	Pral.g_01106	Syas.g_01488
OG0000164	Pral.g_00131	Syas.g_02648
OG0000165	Pral.g_00138	Syas.g_02609
OG0000166	Pral.g_00206	Syas.g_01629
OG0000167	Pral.g_00277	Syas.g_01449
OG0000168	Pral.g_00288	Syas.g_02184
OG0000169	Pral.g_00298	Syas.g_02170
OG0000170	Pral.g_00301	Syas.g_02161
OG0000171	Pral.g_00321	Syas.g_02139
OG0000172	Pral.g_00328	Syas.g_02110
OG0000173	Pral.g_00343	Syas.g_02092
OG0000174	Pral.g_00375	Syas.g_01940
OG0000175	Pral.g_00387	Syas.g_01994
OG0000176	Pral.g_00414	Syas.g_02038
OG0000177	Pral.g_00415	Syas.g_02039
OG0000178	Pral.g_00416	Syas.g_02040
OG0000179	Pral.g_01028	Syas.g_02054
OG0000180	Pral.g_01027	Syas.g_02055
OG0000181	Pral.g_01026	Syas.g_02056
OG0000182	Pral.g_01025	Syas.g_02057
OG0000183	Pral.g_01021	Syas.g_02061
OG0000184	Pral.g_00996	Syas.g_01872
OG0000185	Pral.g_00993	Syas.g_01861
OG0000186	Pral.g_00984	Syas.g_02525
OG0000187	Pral.g_00983	Syas.g_02524
OG0000188	Pral.g_00965	Syas.g_02502
OG0000189	Pral.g_00951	Syas.g_02432
OG0000190	Pral.g_00950	Syas.g_00133
OG0000191	Pral.g_00928	Syas.g_02400
OG0000192	Pral.g_00923	Syas.g_02395
OG0000193	Pral.g_00899	Syas.g_02366
OG0000194	Pral.g_00896	Syas.g_02363
OG0000195	Pral.g_00894	Syas.g_02360
OG0000196	Pral.g_00883	Syas.g_02337
OG0000197	Pral.g_00882	Syas.g_02336
OG0000198	Pral.g_00881	Syas.g_02335
OG0000199	Pral.g_00873	Syas.g_02327
OG0000200	Pral.g_00860	Syas.g_02298
OG0000201	Pral.g_00851	Syas.g_02279
OG0000202	Pral.g_00850	Syas.g_02278
OG0000203	Pral.g_00849	Syas.g_02277
OG0000204	Pral.g_00848	Syas.g_02276
OG0000205	Pral.g_00842	Syas.g_02267
OG0000206	Pral.g_00837	Syas.g_02240
OG0000207	Pral.g_00835	Syas.g_02237
OG0000208	Pral.g_00834	Syas.g_02236
OG0000209	Pral.g_00825	Syas.g_01837
OG0000210	Pral.g_00824	Syas.g_01838
OG0000211	Pral.g_00807	Syas.g_02552
OG0000212	Pral.g_00799	Syas.g_02562
OG0000213	Pral.g_00781	Syas.g_01707
OG0000214	Pral.g_00772	Syas.g_01730
OG0000215	Pral.g_00746	Syas.g_01766
OG0000216	Pral.g_00744	Syas.g_01770
OG0000217	Pral.g_00741	Syas.g_01778
OG0000218	Pral.g_00739	Syas.g_01780
OG0000219	Pral.g_00738	Syas.g_01783
OG0000220	Pral.g_00737	Syas.g_01784
OG0000221	Pral.g_00736	Syas.g_01785
OG0000222	Pral.g_00729	Syas.g_01804
OG0000223	Pral.g_00716	Syas.g_02221
OG0000224	Pral.g_00714	Syas.g_02215
OG0000225	Pral.g_00686	Syas.g_01522
OG0000226	Pral.g_00682	Syas.g_01518
OG0000227	Pral.g_00680	Syas.g_01516
OG0000228	Pral.g_00677	Syas.g_01513
OG0000229	Pral.g_00658	Syas.g_01497
OG0000230	Pral.g_00656	Syas.g_01495
OG0000231	Pral.g_00644	Syas.g_02749
OG0000232	Pral.g_00631	Syas.g_01276
OG0000233	Pral.g_00625	Syas.g_01352
OG0000234	Pral.g_00616	Syas.g_01331
OG0000235	Pral.g_00612	Syas.g_01254
OG0000236	Pral.g_00597	Syas.g_01237
OG0000237	Pral.g_00584	Syas.g_01220
OG0000238	Pral.g_00578	Syas.g_01215
OG0000239	Pral.g_00565	Syas.g_00012
OG0000240	Pral.g_00564	Syas.g_00013
OG0000241	Pral.g_00560	Syas.g_00754
OG0000242	Pral.g_00558	Syas.g_00059
OG0000243	Pral.g_00547	Syas.g_00777
OG0000244	Pral.g_00544	Syas.g_00784
OG0000245	Pral.g_00542	Syas.g_00786
OG0000246	Pral.g_00538	Syas.g_00790
OG0000247	Pral.g_00527	Syas.g_00802
OG0000248	Pral.g_00524	Syas.g_00805
OG0000249	Pral.g_00522	Syas.g_00807
OG0000250	Pral.g_00516	Syas.g_00814
OG0000251	Pral.g_00498	Syas.g_00845
OG0000252	Pral.g_00495	Syas.g_00950
OG0000253	Pral.g_00494	Syas.g_00846
OG0000254	Pral.g_00477	Syas.g_00869
OG0000255	Pral.g_00470	Syas.g_00132, Syas.g_01062
OG0000256	Pral.g_00460	Syas.g_00104
OG0000257	Pral.g_01430	Syas.g_00757
OG0000258	Pral.g_01444	Syas.g_00733
OG0000259	Pral.g_01461	Syas.g_00708
OG0000260	Pral.g_01464	Syas.g_00705
OG0000261	Pral.g_01467	Syas.g_00701
OG0000262	Pral.g_01471	Syas.g_00695
OG0000263	Pral.g_01761	Syas.g_01103
OG0000264	Pral.g_01750	Syas.g_02588
OG0000266	Pral.g_01719	Syas.g_00186
OG0000267	Pral.g_01706	Syas.g_00377
OG0000268	Pral.g_01705	Syas.g_00390
OG0000269	Pral.g_01483	Syas.g_00601
OG0000270	Pral.g_01486	Syas.g_00598
OG0000271	Pral.g_01494	Syas.g_00590
OG0000272	Pral.g_01495	Syas.g_00589
OG0000273	Pral.g_01518	Syas.g_00563
OG0000274	Pral.g_01519	Syas.g_00562
OG0000275	Pral.g_01522	Syas.g_00230
OG0000276	Pral.g_01527	Syas.g_00237
OG0000277	Pral.g_01528	Syas.g_00238
OG0000278	Pral.g_01531	Syas.g_00241
OG0000279	Pral.g_01538	Syas.g_00288
OG0000280	Pral.g_01539	Syas.g_00889, Syas.g_00481
OG0000281	Pral.g_01546	Syas.g_00970
OG0000282	Pral.g_01797	Syas.g_00672
OG0000283	Pral.g_01655	Syas.g_00409
OG0000284	Pral.g_01650	Syas.g_00416
OG0000285	Pral.g_01644	Syas.g_00436
OG0000286	Pral.g_01628	Syas.g_00460
OG0000287	Pral.g_00050	Syas.g_00534
OG0000288	Pral.g_01594	Syas.g_00220
OG0000289	Pral.g_01609	Syas.g_00205
OG0000290	Pral.g_01564	Syas.g_01016
OG0000292	Pral.g_01316	Syas.g_02020
OG0000293	Pral.g_01357	Syas.g_01197
OG0000294	Pral.g_01358	Syas.g_01196
OG0000295	Pral.g_01382	Syas.g_01139
OG0000296	Pral.g_01384	Syas.g_01137
OG0000299	Pral.g_01415	Syas.g_01087
OG0000300	Pral.g_01419	Syas.g_01082
OG0000301	Pral.g_01420	Syas.g_01081
OG0000302	Pral.g_01422	Syas.g_01080
OG0000303	Pral.g_01428	Syas.g_01071
OG0000304	Pral.g_00455	Syas.g_01066
OG0000305	Pral.g_01323	Syas.g_01023
OG0000306	Pral.g_01550	Syas.g_01929
OG0000307	Pral.g_01213	Syas.g_01270
OG0000308	Pral.g_01212	Syas.g_01272
OG0000309	Pral.g_01208	Syas.g_01364
OG0000310	Pral.g_01181	Syas.g_02796
OG0000311	Pral.g_01179	Syas.g_02799
OG0000312	Pral.g_01176	Syas.g_02804
OG0000313	Pral.g_01157	Syas.g_02823
OG0000315	Pral.g_01123	Syas.g_01306
OG0000316	Pral.g_01095	Syas.g_02728
OG0000317	Pral.g_00104	Syas.g_02687
OG0000318	Pral.g_00108	Syas.g_02680
OG0000319	Pral.g_00121	Syas.g_02663
OG0000320	Pral.g_00123	Syas.g_02661
OG0000321	Pral.g_00124	Syas.g_02660
OG0000322	Pral.g_00125	Syas.g_02659
OG0000323	Pral.g_00134	Syas.g_02646
OG0000324	Pral.g_00162	Syas.g_02578
OG0000325	Pral.g_00172	Syas.g_01668
OG0000326	Pral.g_00179	Syas.g_01661
OG0000327	Pral.g_00201	Syas.g_01634
OG0000328	Pral.g_00202	Syas.g_01633
OG0000329	Pral.g_00219	Syas.g_01615
OG0000330	Pral.g_00220	Syas.g_01614
OG0000331	Pral.g_00221	Syas.g_01613
OG0000332	Pral.g_00235	Syas.g_01598
OG0000333	Pral.g_00237	Syas.g_01595
OG0000334	Pral.g_00246	Syas.g_01586
OG0000335	Pral.g_00251	Syas.g_01581
OG0000336	Pral.g_00255	Syas.g_01577
OG0000337	Pral.g_00274	Syas.g_02211
OG0000338	Pral.g_00275	Syas.g_02199
OG0000339	Pral.g_00280	Syas.g_02192
OG0000340	Pral.g_00289	Syas.g_02183
OG0000341	Pral.g_00291	Syas.g_02181
OG0000342	Pral.g_00292	Syas.g_02180
OG0000343	Pral.g_00293	Syas.g_02176
OG0000344	Pral.g_00296	Syas.g_02172
OG0000345	Pral.g_00302	Syas.g_02160
OG0000346	Pral.g_00306	Syas.g_02155
OG0000347	Pral.g_00323	Syas.g_02136
OG0000348	Pral.g_00331	Syas.g_02107
OG0000349	Pral.g_00349	Syas.g_02085
OG0000350	Pral.g_00370	Syas.g_01654
OG0000351	Pral.g_00390	Syas.g_01998
OG0000352	Pral.g_00391	Syas.g_01999
OG0000353	Pral.g_00409	Syas.g_02033
OG0000354	Pral.g_01677	Syas.g_02052
OG0000355	Pral.g_00411	Syas.g_02035
OG0000356	Pral.g_00412	Syas.g_02036
OG0000357	Pral.g_00413	Syas.g_02037
OG0000358	Pral.g_00417	Syas.g_02041
OG0000359	Pral.g_00418	Syas.g_02043
OG0000360	Pral.g_00419	Syas.g_02044
OG0000361	Pral.g_00420	Syas.g_02045
OG0000362	Pral.g_00422	Syas.g_02047
OG0000363	Pral.g_01030	Syas.g_02049
OG0000364	Pral.g_01029	Syas.g_02685
OG0000365	Pral.g_01024	Syas.g_02058
OG0000366	Pral.g_01023	Syas.g_02059
OG0000368	Pral.g_01020	Syas.g_02062
OG0000369	Pral.g_01019	Syas.g_02063
OG0000370	Pral.g_01018	Syas.g_02064
OG0000371	Pral.g_01011	Syas.g_02073
OG0000372	Pral.g_01009	Syas.g_02078
OG0000373	Pral.g_01008	Syas.g_02079
OG0000374	Pral.g_01007	Syas.g_02080
OG0000375	Pral.g_01005	Syas.g_02081
OG0000376	Pral.g_01003	Syas.g_02083
OG0000377	Pral.g_00999	Syas.g_01879
OG0000378	Pral.g_00995	Syas.g_01867
OG0000379	Pral.g_00992	Syas.g_01859
OG0000380	Pral.g_00982	Syas.g_02523
OG0000381	Pral.g_00977	Syas.g_02521
OG0000382	Pral.g_00966	Syas.g_02503
OG0000383	Pral.g_00964	Syas.g_02480
OG0000384	Pral.g_00963	Syas.g_02479
OG0000385	Pral.g_00962	Syas.g_02478
OG0000386	Pral.g_00961	Syas.g_02477
OG0000387	Pral.g_00948	Syas.g_00134
OG0000388	Pral.g_00944	Syas.g_02426
OG0000389	Pral.g_00941	Syas.g_02422
OG0000390	Pral.g_00932	Syas.g_02406
OG0000391	Pral.g_00929	Syas.g_02401
OG0000392	Pral.g_00925	Syas.g_02396
OG0000393	Pral.g_00922	Syas.g_02394
OG0000394	Pral.g_00921	Syas.g_02393
OG0000395	Pral.g_00920	Syas.g_02392
OG0000396	Pral.g_00918	Syas.g_02389
OG0000397	Pral.g_00916	Syas.g_02387
OG0000398	Pral.g_00913	Syas.g_02382
OG0000399	Pral.g_00912	Syas.g_02381
OG0000400	Pral.g_00911	Syas.g_02380
OG0000401	Pral.g_00910	Syas.g_02379
OG0000402	Pral.g_00450	Syas.g_02377
OG0000403	Pral.g_00908	Syas.g_02376
OG0000404	Pral.g_00907	Syas.g_02375
OG0000405	Pral.g_00903	Syas.g_02369
OG0000406	Pral.g_00898	Syas.g_02365
OG0000407	Pral.g_00897	Syas.g_02364
OG0000408	Pral.g_00895	Syas.g_02361
OG0000409	Pral.g_00893	Syas.g_02359
OG0000410	Pral.g_00892	Syas.g_02358
OG0000411	Pral.g_00891	Syas.g_02357
OG0000412	Pral.g_00890	Syas.g_02356
OG0000413	Pral.g_00888	Syas.g_02354
OG0000414	Pral.g_00887	Syas.g_02353
OG0000415	Pral.g_00886	Syas.g_02352
OG0000416	Pral.g_00885	Syas.g_02351
OG0000417	Pral.g_00884	Syas.g_02338
OG0000418	Pral.g_00879	Syas.g_02333
OG0000419	Pral.g_00877	Syas.g_02331
OG0000420	Pral.g_00875	Syas.g_02329
OG0000421	Pral.g_00871	Syas.g_02324
OG0000422	Pral.g_00870	Syas.g_02323
OG0000423	Pral.g_00869	Syas.g_02322
OG0000424	Pral.g_00868	Syas.g_02321
OG0000425	Pral.g_00867	Syas.g_02320
OG0000426	Pral.g_00866	Syas.g_02319
OG0000427	Pral.g_00865	Syas.g_02318
OG0000428	Pral.g_00863	Syas.g_02315
OG0000429	Pral.g_00862	Syas.g_02312
OG0000430	Pral.g_00861	Syas.g_02311
OG0000431	Pral.g_00859	Syas.g_02296
OG0000432	Pral.g_00855	Syas.g_02288
OG0000433	Pral.g_00854	Syas.g_02286
OG0000434	Pral.g_00853	Syas.g_02285
OG0000435	Pral.g_00852	Syas.g_02282
OG0000436	Pral.g_00847	Syas.g_02273
OG0000437	Pral.g_00846	Syas.g_02272
OG0000438	Pral.g_00845	Syas.g_02271
OG0000439	Pral.g_00844	Syas.g_02269
OG0000440	Pral.g_00843	Syas.g_02268
OG0000441	Pral.g_00840	Syas.g_02265
OG0000442	Pral.g_00839	Syas.g_02259
OG0000443	Pral.g_00838	Syas.g_02241
OG0000444	Pral.g_00833	Syas.g_02234
OG0000445	Pral.g_00832	Syas.g_02233
OG0000446	Pral.g_00831	Syas.g_02231
OG0000447	Pral.g_00830	Syas.g_02229
OG0000448	Pral.g_00829	Syas.g_02228
OG0000449	Pral.g_00828	Syas.g_02226
OG0000450	Pral.g_00827	Syas.g_01834
OG0000451	Pral.g_00826	Syas.g_01835
OG0000452	Pral.g_00823	Syas.g_01844
OG0000453	Pral.g_00822	Syas.g_01845
OG0000454	Pral.g_00821	Syas.g_01846
OG0000455	Pral.g_00820	Syas.g_01847
OG0000456	Pral.g_00819	Syas.g_01848
OG0000457	Pral.g_00817	Syas.g_01850
OG0000458	Pral.g_00816	Syas.g_01851
OG0000459	Pral.g_00815	Syas.g_01852
OG0000460	Pral.g_00805	Syas.g_02554
OG0000461	Pral.g_00796	Syas.g_01686
OG0000462	Pral.g_00795	Syas.g_01688
OG0000463	Pral.g_00794	Syas.g_01689
OG0000464	Pral.g_00793	Syas.g_01690
OG0000465	Pral.g_00792	Syas.g_01692
OG0000466	Pral.g_00789	Syas.g_01697
OG0000467	Pral.g_00788	Syas.g_01698
OG0000468	Pral.g_00785	Syas.g_01703
OG0000469	Pral.g_00777	Syas.g_01725
OG0000470	Pral.g_00775	Syas.g_01727
OG0000471	Pral.g_00774	Syas.g_01728
OG0000472	Pral.g_00773	Syas.g_01729
OG0000473	Pral.g_00771	Syas.g_01731
OG0000474	Pral.g_00770	Syas.g_01732
OG0000475	Pral.g_00769	Syas.g_01733
OG0000476	Pral.g_00767	Syas.g_01735
OG0000477	Pral.g_00764	Syas.g_01740
OG0000478	Pral.g_00763	Syas.g_01741
OG0000479	Pral.g_00762	Syas.g_01749
OG0000480	Pral.g_00756	Syas.g_01756
OG0000481	Pral.g_00754	Syas.g_00161, Syas.g_00162
OG0000482	Pral.g_00753	Syas.g_01758
OG0000483	Pral.g_00750	Syas.g_01762
OG0000484	Pral.g_00749	Syas.g_01763
OG0000485	Pral.g_00748	Syas.g_01764
OG0000486	Pral.g_00747	Syas.g_01765
OG0000487	Pral.g_00743	Syas.g_01771
OG0000488	Pral.g_00740	Syas.g_01779
OG0000489	Pral.g_00735	Syas.g_01823
OG0000490	Pral.g_00731	Syas.g_01808
OG0000491	Pral.g_00730	Syas.g_01806
OG0000492	Pral.g_00728	Syas.g_01803
OG0000493	Pral.g_00727	Syas.g_01802
OG0000494	Pral.g_00726	Syas.g_01801
OG0000495	Pral.g_00725	Syas.g_01799
OG0000496	Pral.g_00724	Syas.g_01798
OG0000497	Pral.g_00723	Syas.g_01797
OG0000498	Pral.g_00722	Syas.g_01796
OG0000499	Pral.g_00721	Syas.g_01795
OG0000500	Pral.g_00720	Syas.g_01794
OG0000501	Pral.g_00718	Syas.g_01791
OG0000502	Pral.g_00715	Syas.g_02216
OG0000503	Pral.g_00698	Syas.g_01541
OG0000504	Pral.g_00696	Syas.g_01539
OG0000505	Pral.g_00695	Syas.g_01538
OG0000506	Pral.g_00694	Syas.g_01536
OG0000507	Pral.g_00691	Syas.g_01530
OG0000508	Pral.g_00687	Syas.g_01523
OG0000509	Pral.g_00685	Syas.g_01521
OG0000510	Pral.g_00684	Syas.g_01520
OG0000511	Pral.g_00683	Syas.g_01519
OG0000512	Pral.g_00681	Syas.g_01517
OG0000513	Pral.g_00673	Syas.g_01508
OG0000514	Pral.g_00663	Syas.g_01504
OG0000515	Pral.g_00662	Syas.g_01503
OG0000516	Pral.g_00661	Syas.g_01501
OG0000517	Pral.g_00659	Syas.g_01498
OG0000518	Pral.g_00647	Syas.g_00360, Syas.g_02746
OG0000519	Pral.g_00646	Syas.g_02747
OG0000520	Pral.g_00645	Syas.g_02748
OG0000521	Pral.g_00635	Syas.g_01281
OG0000522	Pral.g_00633	Syas.g_01279
OG0000523	Pral.g_00632	Syas.g_01278
OG0000524	Pral.g_00627	Syas.g_01354
OG0000525	Pral.g_00623	Syas.g_01342
OG0000526	Pral.g_00622	Syas.g_01340
OG0000527	Pral.g_00619	Syas.g_01335
OG0000528	Pral.g_00613	Syas.g_01256
OG0000529	Pral.g_00610	Syas.g_01252
OG0000530	Pral.g_00607	Syas.g_01249
OG0000531	Pral.g_00606	Syas.g_01248
OG0000532	Pral.g_00603	Syas.g_01245
OG0000533	Pral.g_00602	Syas.g_01243
OG0000534	Pral.g_00601	Syas.g_01242
OG0000535	Pral.g_00600	Syas.g_01241
OG0000536	Pral.g_00599	Syas.g_01240
OG0000537	Pral.g_00598	Syas.g_01238
OG0000538	Pral.g_00590	Syas.g_01228
OG0000539	Pral.g_00589	Syas.g_01227
OG0000540	Pral.g_00588	Syas.g_01226
OG0000541	Pral.g_00587	Syas.g_01225
OG0000542	Pral.g_00585	Syas.g_01221
OG0000543	Pral.g_00583	Syas.g_01219
OG0000544	Pral.g_00582	Syas.g_01218
OG0000545	Pral.g_00580	Syas.g_01216
OG0000546	Pral.g_00577	Syas.g_01214
OG0000547	Pral.g_00575	Syas.g_01212
OG0000548	Pral.g_00574	Syas.g_01211
OG0000549	Pral.g_00571	Syas.g_00005
OG0000550	Pral.g_00566	Syas.g_00010
OG0000551	Pral.g_00563	Syas.g_00015
OG0000552	Pral.g_00562	Syas.g_00016
OG0000553	Pral.g_00561	Syas.g_00019
OG0000554	Pral.g_00556	Syas.g_00063
OG0000555	Pral.g_00548	Syas.g_00775
OG0000556	Pral.g_00546	Syas.g_00781
OG0000557	Pral.g_00545	Syas.g_00783
OG0000558	Pral.g_00543	Syas.g_00785
OG0000559	Pral.g_00539	Syas.g_00789
OG0000560	Pral.g_00536	Syas.g_00792
OG0000561	Pral.g_00535	Syas.g_00793
OG0000562	Pral.g_00534	Syas.g_00794
OG0000563	Pral.g_00533	Syas.g_00795
OG0000564	Pral.g_00532	Syas.g_00796
OG0000565	Pral.g_00529	Syas.g_00800
OG0000566	Pral.g_00525	Syas.g_00804
OG0000567	Pral.g_00521	Syas.g_00808
OG0000568	Pral.g_00520	Syas.g_00810
OG0000569	Pral.g_00519	Syas.g_00811
OG0000570	Pral.g_00518	Syas.g_00812
OG0000571	Pral.g_00515	Syas.g_00815
OG0000572	Pral.g_00503	Syas.g_00839
OG0000573	Pral.g_00497	Syas.g_00952
OG0000574	Pral.g_00496	Syas.g_00951
OG0000575	Pral.g_00492	Syas.g_00848
OG0000576	Pral.g_00490	Syas.g_00850
OG0000577	Pral.g_00489	Syas.g_00851
OG0000578	Pral.g_00488	Syas.g_00852
OG0000579	Pral.g_00487	Syas.g_00853
OG0000580	Pral.g_00486	Syas.g_00854
OG0000581	Pral.g_00483	Syas.g_00861
OG0000582	Pral.g_00480	Syas.g_00873
OG0000583	Pral.g_00479	Syas.g_00872
OG0000584	Pral.g_00478	Syas.g_00871
OG0000585	Pral.g_00476	Syas.g_00868
OG0000586	Pral.g_00475	Syas.g_00867
OG0000587	Pral.g_00474	Syas.g_00865
OG0000588	Pral.g_00469	Syas.g_00960
OG0000589	Pral.g_00466	Syas.g_00121
OG0000590	Pral.g_00465	Syas.g_00120
OG0000591	Pral.g_00462	Syas.g_00106
OG0000592	Pral.g_00461	Syas.g_00105
OG0000593	Pral.g_01433	Syas.g_00750
OG0000594	Pral.g_01434	Syas.g_00749
OG0000595	Pral.g_01435	Syas.g_00748
OG0000596	Pral.g_01439	Syas.g_00743
OG0000597	Pral.g_01441	Syas.g_00740
OG0000598	Pral.g_01442	Syas.g_00739
OG0000599	Pral.g_01445	Syas.g_00732
OG0000600	Pral.g_01446	Syas.g_00731
OG0000601	Pral.g_01447	Syas.g_00730
OG0000602	Pral.g_01449	Syas.g_00725
OG0000603	Pral.g_01450	Syas.g_00724
OG0000604	Pral.g_01451	Syas.g_00721
OG0000605	Pral.g_01452	Syas.g_00719
OG0000606	Pral.g_01455	Syas.g_00716
