Orthogroup	Pral	Pran
OG0000035	Pral.g_01161	Pran.g_00733
OG0000037	Pral.g_00938	Pran.g_00324
OG0000038	Pral.g_00356	Pran.g_01210
OG0000039	Pral.g_01755	Pran.g_01492
OG0000041	Pral.g_00155	Pran.g_01016
OG0000042	Pral.g_00313	Pran.g_01167
OG0000043	Pral.g_01347	Pran.g_00179
OG0000044	Pral.g_01888	Pran.g_00949
OG0000045	Pral.g_01322	Pran.g_01823
OG0000048	Pral.g_00768	Pran.g_01772, Pran.g_01820
OG0000050	Pral.g_01829	Pran.g_01789, Pran.g_00936, Pran.g_00946
OG0000051	Pral.g_00095	Pran.g_00944
OG0000053	Pral.g_00066, Pral.g_01139	Pran.g_00713
OG0000054	Pral.g_00482	Pran.g_01572
OG0000055	Pral.g_01670	Pran.g_01362
OG0000057	Pral.g_01740	Pran.g_01480
OG0000058	Pral.g_01202	Pran.g_00807
OG0000059	Pral.g_00195	Pran.g_01056
OG0000061	Pral.g_01367, Pral.g_00639	Pran.g_00060
OG0000062	Pral.g_01073	Pran.g_00655
OG0000065	Pral.g_00940	Pran.g_00326
OG0000066	Pral.g_00551	Pran.g_01639
OG0000067	Pral.g_01488	Pran.g_01343
OG0000068	Pral.g_01222	Pran.g_00841
OG0000069	Pral.g_01114, Pral.g_01164	Pran.g_00614
OG0000070	Pral.g_00643	Pran.g_01727
OG0000071	Pral.g_01281	Pran.g_00938, Pran.g_00876
OG0000072	Pral.g_00872	Pran.g_00261
OG0000073	Pral.g_00591	Pran.g_01679
OG0000074	Pral.g_01760	Pran.g_01496
OG0000075	Pral.g_00279	Pran.g_01137
OG0000076	Pral.g_00305	Pran.g_01160
OG0000077	Pral.g_00969	Pran.g_00354
OG0000078	Pral.g_00800	Pran.g_00194
OG0000079	Pral.g_00787	Pran.g_01940
OG0000081	Pral.g_00559	Pran.g_01647
OG0000082	Pral.g_00057	Pran.g_01593
OG0000083	Pral.g_01898	Pran.g_01436, Pran.g_00895, Pran.g_00576
OG0000084	Pral.g_01169	Pran.g_00737
OG0000085	Pral.g_00099	Pran.g_00963
OG0000086	Pral.g_00959	Pran.g_00344
OG0000087	Pral.g_00906	Pran.g_00295
OG0000088	Pral.g_00878	Pran.g_00266
OG0000089	Pral.g_00676	Pran.g_01839
OG0000090	Pral.g_00557	Pran.g_01645
OG0000091	Pral.g_01443	Pran.g_01536
OG0000092	Pral.g_01794	Pran.g_00434
OG0000093	Pral.g_01472	Pran.g_00455
OG0000094	Pral.g_01604	Pran.g_00549
OG0000095	Pral.g_01561	Pran.g_00903, Pran.g_00568
OG0000096	Pral.g_00444	Pran.g_00603, Pran.g_00114
OG0000097	Pral.g_01416	Pran.g_00019
OG0000098	Pral.g_01239	Pran.g_00855
OG0000099	Pral.g_01201	Pran.g_00806
OG0000100	Pral.g_01078	Pran.g_00659
OG0000101	Pral.g_00243	Pran.g_01105
OG0000102	Pral.g_00310	Pran.g_01165
OG0000103	Pral.g_00397	Pran.g_01244
OG0000104	Pral.g_00406	Pran.g_01253
OG0000105	Pral.g_00765	Pran.g_01920
OG0000106	Pral.g_01859	Pran.g_01824
OG0000107	Pral.g_00171	Pran.g_01808
OG0000108	Pral.g_00611	Pran.g_01698
OG0000109	Pral.g_00596	Pran.g_01684
OG0000110	Pral.g_00513	Pran.g_01603
OG0000111	Pral.g_01739	Pran.g_01479
OG0000112	Pral.g_01635	Pran.g_01378
OG0000113	Pral.g_01511	Pran.g_01321
OG0000114	Pral.g_01799	Pran.g_00429
OG0000115	Pral.g_01141	Pran.g_00123
OG0000116	Pral.g_01356	Pran.g_00070
OG0000117	Pral.g_01398, Pral.g_01397	Pran.g_01466
OG0000118	Pral.g_01269	Pran.g_00864
OG0000119	Pral.g_01861, Pral.g_01063	Pran.g_00845
OG0000120	Pral.g_00702	Pran.g_00752
OG0000121	Pral.g_01159	Pran.g_00731
OG0000122	Pral.g_01116	Pran.g_00693
OG0000123	Pral.g_00250	Pran.g_01112
OG0000124	Pral.g_00322	Pran.g_01176
OG0000125	Pral.g_00358	Pran.g_01212
OG0000126	Pral.g_00405	Pran.g_01252
OG0000128	Pral.g_00421	Pran.g_01268
OG0000129	Pral.g_01000	Pran.g_00381
OG0000130	Pral.g_00978	Pran.g_00363
OG0000131	Pral.g_00900	Pran.g_00288
OG0000132	Pral.g_00880	Pran.g_00268
OG0000133	Pral.g_00717	Pran.g_01872
OG0000134	Pral.g_00674	Pran.g_01838
OG0000135	Pral.g_01034	Pran.g_01812
OG0000136	Pral.g_00653	Pran.g_01739
OG0000137	Pral.g_00617	Pran.g_01703
OG0000138	Pral.g_00595	Pran.g_01683
OG0000139	Pral.g_00553	Pran.g_01641
OG0000140	Pral.g_00552	Pran.g_01640
OG0000141	Pral.g_00481	Pran.g_01571
OG0000142	Pral.g_01436	Pran.g_01543
OG0000143	Pral.g_01440	Pran.g_01539
OG0000144	Pral.g_01453	Pran.g_01526
OG0000145	Pral.g_01037	Pran.g_01400
OG0000146	Pral.g_01636	Pran.g_01377
OG0000147	Pral.g_01637	Pran.g_01376
OG0000148	Pral.g_01505	Pran.g_01327
OG0000149	Pral.g_01535	Pran.g_01297
OG0000150	Pral.g_01545	Pran.g_01289
OG0000151	Pral.g_01789	Pran.g_00439
OG0000152	Pral.g_01627	Pran.g_00487
OG0000153	Pral.g_01578	Pran.g_00506
OG0000154	Pral.g_01595	Pran.g_00542
OG0000155	Pral.g_01390	Pran.g_00040
OG0000156	Pral.g_01292	Pran.g_00887
OG0000157	Pral.g_01291	Pran.g_00886
OG0000158	Pral.g_00287	Pran.g_00822
OG0000159	Pral.g_01263	Pran.g_00808
OG0000160	Pral.g_01160	Pran.g_00732
OG0000161	Pral.g_01154	Pran.g_00726
OG0000162	Pral.g_01148	Pran.g_00720
OG0000163	Pral.g_01106	Pran.g_00686
OG0000164	Pral.g_00131	Pran.g_00994
OG0000165	Pral.g_00138	Pran.g_01001
OG0000166	Pral.g_00206	Pran.g_01069, Pran.g_01068
OG0000167	Pral.g_00277	Pran.g_01135
OG0000168	Pral.g_00288	Pran.g_01144
OG0000169	Pral.g_00298	Pran.g_01154
OG0000170	Pral.g_00301	Pran.g_01156
OG0000171	Pral.g_00321	Pran.g_01175
OG0000172	Pral.g_00328	Pran.g_01184
OG0000173	Pral.g_00343	Pran.g_01199
OG0000174	Pral.g_00375	Pran.g_01226
OG0000175	Pral.g_00387	Pran.g_01236
OG0000176	Pral.g_00414	Pran.g_01261
OG0000177	Pral.g_00415	Pran.g_01262
OG0000178	Pral.g_00416	Pran.g_01263
OG0000179	Pral.g_01028	Pran.g_00408
OG0000180	Pral.g_01027	Pran.g_00407
OG0000181	Pral.g_01026	Pran.g_00406
OG0000182	Pral.g_01025	Pran.g_00405
OG0000183	Pral.g_01021	Pran.g_00401
OG0000184	Pral.g_00996	Pran.g_00379
OG0000185	Pral.g_00993	Pran.g_00376
OG0000186	Pral.g_00984	Pran.g_00368
OG0000187	Pral.g_00983	Pran.g_00367
OG0000188	Pral.g_00965	Pran.g_00350
OG0000189	Pral.g_00951	Pran.g_00337
OG0000190	Pral.g_00950	Pran.g_00336
OG0000191	Pral.g_00928	Pran.g_00316
OG0000192	Pral.g_00923	Pran.g_00312
OG0000193	Pral.g_00899	Pran.g_00287
OG0000194	Pral.g_00896	Pran.g_00283
OG0000195	Pral.g_00894	Pran.g_00281
OG0000196	Pral.g_00883	Pran.g_00271
OG0000197	Pral.g_00882	Pran.g_00270
OG0000198	Pral.g_00881	Pran.g_00269
OG0000199	Pral.g_00873	Pran.g_00262
OG0000200	Pral.g_00860	Pran.g_00248
OG0000201	Pral.g_00851	Pran.g_00240
OG0000202	Pral.g_00850	Pran.g_00239
OG0000203	Pral.g_00849	Pran.g_00238
OG0000204	Pral.g_00848	Pran.g_00237
OG0000205	Pral.g_00842	Pran.g_00230
OG0000206	Pral.g_00837	Pran.g_00225
OG0000207	Pral.g_00835	Pran.g_00223
OG0000208	Pral.g_00834	Pran.g_00222
OG0000209	Pral.g_00825	Pran.g_00213
OG0000210	Pral.g_00824	Pran.g_00212
OG0000211	Pral.g_00807	Pran.g_00199
OG0000212	Pral.g_00799	Pran.g_00193
OG0000213	Pral.g_00781	Pran.g_01935
OG0000214	Pral.g_00772	Pran.g_01926
OG0000215	Pral.g_00746	Pran.g_01902
OG0000216	Pral.g_00744	Pran.g_01900
OG0000217	Pral.g_00741	Pran.g_01897
OG0000218	Pral.g_00739	Pran.g_01895
OG0000219	Pral.g_00738	Pran.g_01894
OG0000220	Pral.g_00737	Pran.g_01893
OG0000221	Pral.g_00736	Pran.g_01892
OG0000222	Pral.g_00729	Pran.g_01884
OG0000223	Pral.g_00716	Pran.g_01871
OG0000224	Pral.g_00714	Pran.g_01869
OG0000225	Pral.g_00686	Pran.g_01849
OG0000226	Pral.g_00682	Pran.g_01845
OG0000227	Pral.g_00680	Pran.g_01843
OG0000228	Pral.g_00677	Pran.g_01840
OG0000229	Pral.g_00658	Pran.g_01744
OG0000230	Pral.g_00656	Pran.g_01742
OG0000231	Pral.g_00644	Pran.g_01728
OG0000232	Pral.g_00631	Pran.g_01720
OG0000233	Pral.g_00625	Pran.g_01715
OG0000234	Pral.g_00616	Pran.g_01702
OG0000235	Pral.g_00612	Pran.g_01699
OG0000236	Pral.g_00597	Pran.g_01685
OG0000237	Pral.g_00584	Pran.g_01672
OG0000238	Pral.g_00578	Pran.g_01666
OG0000239	Pral.g_00565	Pran.g_01653
OG0000240	Pral.g_00564	Pran.g_01652
OG0000241	Pral.g_00560	Pran.g_01648
OG0000242	Pral.g_00558	Pran.g_01646
OG0000243	Pral.g_00547	Pran.g_01635
OG0000244	Pral.g_00544	Pran.g_01632
OG0000245	Pral.g_00542	Pran.g_01630
OG0000246	Pral.g_00538	Pran.g_01626
OG0000247	Pral.g_00527	Pran.g_01616
OG0000248	Pral.g_00524	Pran.g_01613
OG0000249	Pral.g_00522	Pran.g_01611
OG0000250	Pral.g_00516	Pran.g_01606
OG0000251	Pral.g_00498	Pran.g_01587
OG0000252	Pral.g_00495	Pran.g_01584
OG0000253	Pral.g_00494	Pran.g_01583
OG0000254	Pral.g_00477	Pran.g_01567
OG0000255	Pral.g_00470	Pran.g_01561
OG0000256	Pral.g_00460	Pran.g_01551
OG0000257	Pral.g_01430	Pran.g_01548
OG0000258	Pral.g_01444	Pran.g_01535
OG0000259	Pral.g_01461	Pran.g_01518
OG0000260	Pral.g_01464	Pran.g_01515
OG0000261	Pral.g_01467	Pran.g_01513
OG0000262	Pral.g_01471	Pran.g_01509
OG0000263	Pral.g_01761	Pran.g_01497
OG0000264	Pral.g_01750	Pran.g_01487
OG0000265	Pral.g_01729	Pran.g_01460
OG0000266	Pral.g_01719	Pran.g_01450
OG0000267	Pral.g_01706	Pran.g_01439
OG0000268	Pral.g_01705	Pran.g_01438
OG0000269	Pral.g_01483	Pran.g_01348
OG0000270	Pral.g_01486	Pran.g_01345
OG0000271	Pral.g_01494	Pran.g_01337
OG0000272	Pral.g_01495	Pran.g_01336
OG0000273	Pral.g_01518	Pran.g_01313
OG0000274	Pral.g_01519	Pran.g_01312
OG0000275	Pral.g_01522	Pran.g_01310
OG0000276	Pral.g_01527	Pran.g_01305
OG0000277	Pral.g_01528	Pran.g_01304
OG0000278	Pral.g_01531	Pran.g_01301
OG0000279	Pral.g_01538	Pran.g_01294
OG0000280	Pral.g_01539	Pran.g_01293
OG0000281	Pral.g_01546	Pran.g_01287
OG0000282	Pral.g_01797	Pran.g_00431
OG0000283	Pral.g_01655	Pran.g_00464
OG0000284	Pral.g_01650	Pran.g_00469
OG0000285	Pral.g_01644	Pran.g_00474
OG0000286	Pral.g_01628	Pran.g_00486
OG0000287	Pral.g_00050	Pran.g_00503
OG0000288	Pral.g_01594	Pran.g_00541
OG0000289	Pral.g_01609	Pran.g_00552
OG0000290	Pral.g_01564	Pran.g_00565
OG0000291	Pral.g_01562	Pran.g_00567
OG0000292	Pral.g_01316	Pran.g_00135
OG0000293	Pral.g_01357	Pran.g_00069
OG0000294	Pral.g_01358	Pran.g_00068
OG0000295	Pral.g_01382	Pran.g_00048
OG0000296	Pral.g_01384	Pran.g_00046
OG0000297	Pral.g_01394	Pran.g_00038
OG0000298	Pral.g_01395	Pran.g_00037
OG0000299	Pral.g_01415	Pran.g_00020
OG0000300	Pral.g_01419	Pran.g_00017
OG0000301	Pral.g_01420	Pran.g_00016
OG0000302	Pral.g_01422	Pran.g_00014
OG0000303	Pral.g_01428	Pran.g_00007
OG0000304	Pral.g_00455	Pran.g_00003
OG0000305	Pral.g_01323	Pran.g_00848
OG0000306	Pral.g_01550	Pran.g_00846
OG0000307	Pral.g_01213	Pran.g_00832
OG0000308	Pral.g_01212	Pran.g_00831
OG0000309	Pral.g_01208	Pran.g_00827
OG0000310	Pral.g_01181	Pran.g_00748
OG0000311	Pral.g_01179	Pran.g_00746
OG0000312	Pral.g_01176	Pran.g_00743
OG0000313	Pral.g_01157	Pran.g_00729
OG0000314	Pral.g_01133	Pran.g_00706
OG0000315	Pral.g_01123	Pran.g_00696
OG0000316	Pral.g_01095	Pran.g_00676
OG0000317	Pral.g_00104	Pran.g_00968
OG0000318	Pral.g_00108	Pran.g_00971
OG0000319	Pral.g_00121	Pran.g_00984
OG0000320	Pral.g_00123	Pran.g_00986
OG0000321	Pral.g_00124	Pran.g_00987
OG0000322	Pral.g_00125	Pran.g_00988
OG0000323	Pral.g_00134	Pran.g_00997
OG0000324	Pral.g_00162	Pran.g_01023
OG0000325	Pral.g_00172	Pran.g_01033
OG0000326	Pral.g_00179	Pran.g_01039
OG0000327	Pral.g_00201	Pran.g_01063
OG0000328	Pral.g_00202	Pran.g_01064
OG0000329	Pral.g_00219	Pran.g_01082
OG0000330	Pral.g_00220	Pran.g_01083
OG0000331	Pral.g_00221	Pran.g_01084
OG0000332	Pral.g_00235	Pran.g_01098
OG0000333	Pral.g_00237	Pran.g_01100
OG0000334	Pral.g_00246	Pran.g_01108
OG0000335	Pral.g_00251	Pran.g_01113
OG0000336	Pral.g_00255	Pran.g_01117
OG0000337	Pral.g_00274	Pran.g_01133
OG0000338	Pral.g_00275	Pran.g_01134
OG0000339	Pral.g_00280	Pran.g_01138
OG0000340	Pral.g_00289	Pran.g_01145
OG0000341	Pral.g_00291	Pran.g_01147
OG0000342	Pral.g_00292	Pran.g_01148
OG0000343	Pral.g_00293	Pran.g_01149
OG0000344	Pral.g_00296	Pran.g_01152
OG0000345	Pral.g_00302	Pran.g_01157
OG0000346	Pral.g_00306	Pran.g_01161
OG0000347	Pral.g_00323	Pran.g_01177
OG0000348	Pral.g_00331	Pran.g_01187
OG0000349	Pral.g_00349	Pran.g_01203
OG0000350	Pral.g_00370	Pran.g_01222
OG0000351	Pral.g_00390	Pran.g_01239
OG0000352	Pral.g_00391	Pran.g_01240
OG0000353	Pral.g_00409	Pran.g_01256
OG0000355	Pral.g_00411	Pran.g_01258
OG0000356	Pral.g_00412	Pran.g_01259
OG0000357	Pral.g_00413	Pran.g_01260
OG0000358	Pral.g_00417	Pran.g_01264
OG0000359	Pral.g_00418	Pran.g_01265
OG0000360	Pral.g_00419	Pran.g_01266
OG0000361	Pral.g_00420	Pran.g_01267
OG0000362	Pral.g_00422	Pran.g_01269
OG0000363	Pral.g_01030	Pran.g_00410
OG0000364	Pral.g_01029	Pran.g_00409
OG0000365	Pral.g_01024	Pran.g_00404
OG0000366	Pral.g_01023	Pran.g_00403
OG0000367	Pral.g_01022	Pran.g_00402
OG0000368	Pral.g_01020	Pran.g_00400
OG0000369	Pral.g_01019	Pran.g_00399
OG0000370	Pral.g_01018	Pran.g_00398
OG0000371	Pral.g_01011	Pran.g_00392
OG0000372	Pral.g_01009	Pran.g_00389
OG0000373	Pral.g_01008	Pran.g_00388
OG0000374	Pral.g_01007	Pran.g_00387
OG0000375	Pral.g_01005	Pran.g_00385
OG0000376	Pral.g_01003	Pran.g_00383
OG0000377	Pral.g_00999	Pran.g_00380
OG0000378	Pral.g_00995	Pran.g_00378
OG0000379	Pral.g_00992	Pran.g_00375
OG0000380	Pral.g_00982	Pran.g_00366
OG0000381	Pral.g_00977	Pran.g_00362
OG0000382	Pral.g_00966	Pran.g_00351
OG0000383	Pral.g_00964	Pran.g_00349
OG0000384	Pral.g_00963	Pran.g_00348
OG0000385	Pral.g_00962	Pran.g_00347
OG0000386	Pral.g_00961	Pran.g_00346
OG0000387	Pral.g_00948	Pran.g_00334
OG0000388	Pral.g_00944	Pran.g_00331
OG0000389	Pral.g_00941	Pran.g_00327
OG0000390	Pral.g_00932	Pran.g_00320
OG0000391	Pral.g_00929	Pran.g_00317
OG0000392	Pral.g_00925	Pran.g_00313
OG0000393	Pral.g_00922	Pran.g_00311
OG0000394	Pral.g_00921	Pran.g_00310
OG0000395	Pral.g_00920	Pran.g_00309
OG0000396	Pral.g_00918	Pran.g_00307
OG0000397	Pral.g_00916	Pran.g_00305
OG0000398	Pral.g_00913	Pran.g_00303
OG0000399	Pral.g_00912	Pran.g_00302
OG0000400	Pral.g_00911	Pran.g_00301
OG0000401	Pral.g_00910	Pran.g_00300
OG0000402	Pral.g_00450	Pran.g_00298
OG0000403	Pral.g_00908	Pran.g_00297
OG0000404	Pral.g_00907	Pran.g_00296
OG0000405	Pral.g_00903	Pran.g_00292
OG0000406	Pral.g_00898	Pran.g_00286
OG0000407	Pral.g_00897	Pran.g_00285
OG0000408	Pral.g_00895	Pran.g_00282
OG0000409	Pral.g_00893	Pran.g_00280
OG0000410	Pral.g_00892	Pran.g_00279
OG0000411	Pral.g_00891	Pran.g_00278
OG0000412	Pral.g_00890	Pran.g_00277
OG0000413	Pral.g_00888	Pran.g_00276
OG0000414	Pral.g_00887	Pran.g_00275
OG0000415	Pral.g_00886	Pran.g_00274
OG0000416	Pral.g_00885	Pran.g_00273
OG0000417	Pral.g_00884	Pran.g_00272
OG0000418	Pral.g_00879	Pran.g_00267
OG0000419	Pral.g_00877	Pran.g_00265
OG0000420	Pral.g_00875	Pran.g_00264
OG0000421	Pral.g_00871	Pran.g_00259
OG0000422	Pral.g_00870	Pran.g_00258
OG0000423	Pral.g_00869	Pran.g_00257
OG0000424	Pral.g_00868	Pran.g_00256
OG0000425	Pral.g_00867	Pran.g_00255
OG0000426	Pral.g_00866	Pran.g_00254
OG0000427	Pral.g_00865	Pran.g_00253
OG0000428	Pral.g_00863	Pran.g_00251
OG0000429	Pral.g_00862	Pran.g_00250
OG0000430	Pral.g_00861	Pran.g_00249
OG0000431	Pral.g_00859	Pran.g_00247
OG0000432	Pral.g_00855	Pran.g_00244
OG0000433	Pral.g_00854	Pran.g_00243
OG0000434	Pral.g_00853	Pran.g_00242
OG0000435	Pral.g_00852	Pran.g_00241
OG0000436	Pral.g_00847	Pran.g_00236
OG0000437	Pral.g_00846	Pran.g_00235
OG0000438	Pral.g_00845	Pran.g_00234
OG0000439	Pral.g_00844	Pran.g_00232
OG0000440	Pral.g_00843	Pran.g_00231
OG0000441	Pral.g_00840	Pran.g_00228
OG0000442	Pral.g_00839	Pran.g_00227
OG0000443	Pral.g_00838	Pran.g_00226
OG0000444	Pral.g_00833	Pran.g_00221
OG0000445	Pral.g_00832	Pran.g_00220
OG0000446	Pral.g_00831	Pran.g_00219
OG0000447	Pral.g_00830	Pran.g_00218
OG0000448	Pral.g_00829	Pran.g_00217
OG0000449	Pral.g_00828	Pran.g_00216
OG0000450	Pral.g_00827	Pran.g_00215
OG0000451	Pral.g_00826	Pran.g_00214
OG0000452	Pral.g_00823	Pran.g_00211
OG0000453	Pral.g_00822	Pran.g_00210
OG0000454	Pral.g_00821	Pran.g_00209
OG0000455	Pral.g_00820	Pran.g_00208
OG0000456	Pral.g_00819	Pran.g_00207
OG0000457	Pral.g_00817	Pran.g_00206
OG0000458	Pral.g_00816	Pran.g_00205
OG0000459	Pral.g_00815	Pran.g_00204
OG0000460	Pral.g_00805	Pran.g_00197
OG0000461	Pral.g_00796	Pran.g_01950
OG0000462	Pral.g_00795	Pran.g_01948
OG0000463	Pral.g_00794	Pran.g_01947
OG0000464	Pral.g_00793	Pran.g_01946
OG0000465	Pral.g_00792	Pran.g_01945
OG0000466	Pral.g_00789	Pran.g_01942
OG0000467	Pral.g_00788	Pran.g_01941
OG0000468	Pral.g_00785	Pran.g_01939
OG0000469	Pral.g_00777	Pran.g_01931
OG0000470	Pral.g_00775	Pran.g_01929
OG0000471	Pral.g_00774	Pran.g_01928
OG0000472	Pral.g_00773	Pran.g_01927
OG0000473	Pral.g_00771	Pran.g_01925
OG0000474	Pral.g_00770	Pran.g_01924
OG0000475	Pral.g_00769	Pran.g_01923
OG0000476	Pral.g_00767	Pran.g_01922
OG0000477	Pral.g_00764	Pran.g_01919
OG0000478	Pral.g_00763	Pran.g_01918
OG0000479	Pral.g_00762	Pran.g_01917
OG0000480	Pral.g_00756	Pran.g_01912
OG0000481	Pral.g_00754	Pran.g_01910
OG0000482	Pral.g_00753	Pran.g_01909
OG0000483	Pral.g_00750	Pran.g_01906
OG0000484	Pral.g_00749	Pran.g_01905
OG0000485	Pral.g_00748	Pran.g_01904
OG0000486	Pral.g_00747	Pran.g_01903
OG0000487	Pral.g_00743	Pran.g_01899
OG0000488	Pral.g_00740	Pran.g_01896
OG0000489	Pral.g_00735	Pran.g_01891
OG0000490	Pral.g_00731	Pran.g_01886
OG0000491	Pral.g_00730	Pran.g_01885
OG0000492	Pral.g_00728	Pran.g_01883
OG0000493	Pral.g_00727	Pran.g_01882
OG0000494	Pral.g_00726	Pran.g_01881
OG0000495	Pral.g_00725	Pran.g_01880
OG0000496	Pral.g_00724	Pran.g_01879
OG0000497	Pral.g_00723	Pran.g_01878
OG0000498	Pral.g_00722	Pran.g_01877
OG0000499	Pral.g_00721	Pran.g_01876
OG0000500	Pral.g_00720	Pran.g_01875
OG0000501	Pral.g_00718	Pran.g_01873
OG0000502	Pral.g_00715	Pran.g_01870
OG0000503	Pral.g_00698	Pran.g_01860
OG0000504	Pral.g_00696	Pran.g_01859
OG0000505	Pral.g_00695	Pran.g_01858
OG0000506	Pral.g_00694	Pran.g_01857
OG0000507	Pral.g_00691	Pran.g_01854
OG0000508	Pral.g_00687	Pran.g_01850
OG0000509	Pral.g_00685	Pran.g_01848
OG0000510	Pral.g_00684	Pran.g_01847
OG0000511	Pral.g_00683	Pran.g_01846
OG0000512	Pral.g_00681	Pran.g_01844
OG0000513	Pral.g_00673	Pran.g_01837
OG0000514	Pral.g_00663	Pran.g_01749
OG0000515	Pral.g_00662	Pran.g_01748
OG0000516	Pral.g_00661	Pran.g_01747
OG0000517	Pral.g_00659	Pran.g_01745
OG0000518	Pral.g_00647	Pran.g_01734
OG0000519	Pral.g_00646	Pran.g_01733
OG0000520	Pral.g_00645	Pran.g_01729
OG0000521	Pral.g_00635	Pran.g_01724
OG0000522	Pral.g_00633	Pran.g_01723
OG0000523	Pral.g_00632	Pran.g_01722
OG0000524	Pral.g_00627	Pran.g_01717
OG0000525	Pral.g_00623	Pran.g_01714
OG0000526	Pral.g_00622	Pran.g_01713
OG0000527	Pral.g_00619	Pran.g_01705
OG0000528	Pral.g_00613	Pran.g_01700
OG0000529	Pral.g_00610	Pran.g_01697
OG0000530	Pral.g_00607	Pran.g_01694
OG0000531	Pral.g_00606	Pran.g_01693
OG0000532	Pral.g_00603	Pran.g_01691
OG0000533	Pral.g_00602	Pran.g_01690
OG0000534	Pral.g_00601	Pran.g_01689
OG0000535	Pral.g_00600	Pran.g_01688
OG0000536	Pral.g_00599	Pran.g_01687
OG0000537	Pral.g_00598	Pran.g_01686
OG0000538	Pral.g_00590	Pran.g_01678
OG0000539	Pral.g_00589	Pran.g_01677
OG0000540	Pral.g_00588	Pran.g_01676
OG0000541	Pral.g_00587	Pran.g_01675
OG0000542	Pral.g_00585	Pran.g_01673
OG0000543	Pral.g_00583	Pran.g_01671
OG0000544	Pral.g_00582	Pran.g_01670
OG0000545	Pral.g_00580	Pran.g_01668
OG0000546	Pral.g_00577	Pran.g_01665
OG0000547	Pral.g_00575	Pran.g_01663
OG0000548	Pral.g_00574	Pran.g_01662
OG0000549	Pral.g_00571	Pran.g_01660
OG0000550	Pral.g_00566	Pran.g_01655
OG0000551	Pral.g_00563	Pran.g_01651
OG0000552	Pral.g_00562	Pran.g_01650
OG0000553	Pral.g_00561	Pran.g_01649
OG0000554	Pral.g_00556	Pran.g_01644
OG0000555	Pral.g_00548	Pran.g_01636
OG0000556	Pral.g_00546	Pran.g_01634
OG0000557	Pral.g_00545	Pran.g_01633
OG0000558	Pral.g_00543	Pran.g_01631
OG0000559	Pral.g_00539	Pran.g_01627
OG0000560	Pral.g_00536	Pran.g_01624
OG0000561	Pral.g_00535	Pran.g_01623
OG0000562	Pral.g_00534	Pran.g_01622
OG0000563	Pral.g_00533	Pran.g_01621
OG0000564	Pral.g_00532	Pran.g_01620
OG0000565	Pral.g_00529	Pran.g_01617
OG0000566	Pral.g_00525	Pran.g_01614
OG0000567	Pral.g_00521	Pran.g_01610
OG0000568	Pral.g_00520	Pran.g_01609
OG0000569	Pral.g_00519	Pran.g_01608
OG0000570	Pral.g_00518	Pran.g_01607
OG0000571	Pral.g_00515	Pran.g_01605
OG0000572	Pral.g_00503	Pran.g_01592
OG0000573	Pral.g_00497	Pran.g_01586
OG0000574	Pral.g_00496	Pran.g_01585
OG0000575	Pral.g_00492	Pran.g_01581
OG0000576	Pral.g_00490	Pran.g_01579
OG0000577	Pral.g_00489	Pran.g_01578
OG0000578	Pral.g_00488	Pran.g_01577
OG0000579	Pral.g_00487	Pran.g_01576
OG0000580	Pral.g_00486	Pran.g_01575
