Orthogroup	Pral	Praq
OG0000059	Pral.g_00195	Praq.g_00927
OG0000061	Pral.g_01367	Praq.g_01333
OG0000062	Pral.g_01073	Praq.g_00372
OG0000063	Pral.g_00435	Praq.g_00075
OG0000065	Pral.g_00940	Praq.g_01896
OG0000066	Pral.g_00551	Praq.g_01063
OG0000067	Pral.g_01488	Praq.g_00670
OG0000068	Pral.g_01222	Praq.g_00175
OG0000069	Pral.g_01114, Pral.g_01164	Praq.g_00056, Praq.g_00018
OG0000070	Pral.g_00643	Praq.g_01107
OG0000071	Pral.g_01281	Praq.g_00133
OG0000072	Pral.g_00872	Praq.g_01831
OG0000073	Pral.g_00591	Praq.g_01103
OG0000074	Pral.g_01760	Praq.g_00811
OG0000075	Pral.g_00279	Praq.g_00739
OG0000076	Pral.g_00305	Praq.g_01243, Praq.g_00763
OG0000077	Pral.g_00969	Praq.g_01925
OG0000078	Pral.g_00800	Praq.g_01763
OG0000081	Pral.g_00559	Praq.g_01071
OG0000082	Pral.g_00057	Praq.g_01018
OG0000083	Pral.g_01898	Praq.g_00614, Praq.g_00607
OG0000084	Pral.g_01169	Praq.g_00290
OG0000086	Pral.g_00959	Praq.g_01915
OG0000087	Pral.g_00906	Praq.g_01864
OG0000088	Pral.g_00878	Praq.g_01836
OG0000089	Pral.g_00676	Praq.g_01188
OG0000090	Pral.g_00557	Praq.g_01069
OG0000091	Pral.g_01443	Praq.g_00960
OG0000092	Pral.g_01794	Praq.g_01495
OG0000092	Pral.g_01244	Praq.g_00725
OG0000093	Pral.g_01472	Praq.g_01516
OG0000094	Pral.g_01604	Praq.g_01600
OG0000095	Pral.g_01561	Praq.g_01619
OG0000096	Pral.g_00444	Praq.g_00081, Praq.g_01283, Praq.g_00097
OG0000097	Pral.g_01416	Praq.g_01374
OG0000098	Pral.g_01239	Praq.g_00157
OG0000099	Pral.g_01201	Praq.g_00216
OG0000100	Pral.g_01078	Praq.g_00368
OG0000101	Pral.g_00243	Praq.g_00879
OG0000102	Pral.g_00310	Praq.g_00768
OG0000103	Pral.g_00397	Praq.g_00414
OG0000104	Pral.g_00406	Praq.g_00422
OG0000105	Pral.g_00765	Praq.g_01729
OG0000106	Pral.g_01859	Praq.g_01173
OG0000107	Pral.g_00171	Praq.g_01158
OG0000108	Pral.g_00611	Praq.g_00531
OG0000109	Pral.g_00596	Praq.g_00545
OG0000110	Pral.g_00513	Praq.g_01028
OG0000111	Pral.g_01739	Praq.g_00828
OG0000112	Pral.g_01635	Praq.g_00638
OG0000113	Pral.g_01511	Praq.g_01420
OG0000114	Pral.g_01799	Praq.g_01490
OG0000115	Pral.g_01141	Praq.g_01278
OG0000116	Pral.g_01356	Praq.g_01323
OG0000117	Pral.g_01398, Pral.g_01397	Praq.g_00084
OG0000118	Pral.g_01269	Praq.g_00145
OG0000119	Pral.g_01861, Pral.g_01063	Praq.g_00171
OG0000120	Pral.g_00702	Praq.g_00208
OG0000121	Pral.g_01159	Praq.g_00296
OG0000122	Pral.g_01116	Praq.g_00334
OG0000123	Pral.g_00250	Praq.g_00873
OG0000124	Pral.g_00322	Praq.g_00682
OG0000125	Pral.g_00358	Praq.g_00718
OG0000126	Pral.g_00405	Praq.g_00421
OG0000128	Pral.g_00421	Praq.g_00437
OG0000129	Pral.g_01000	Praq.g_01259
OG0000130	Pral.g_00978	Praq.g_01934
OG0000131	Pral.g_00900	Praq.g_01857
OG0000132	Pral.g_00880	Praq.g_01838
OG0000133	Pral.g_00717	Praq.g_01680
OG0000134	Pral.g_00674	Praq.g_01187
OG0000135	Pral.g_01034	Praq.g_01160
OG0000136	Pral.g_00653	Praq.g_01116
OG0000137	Pral.g_00617	Praq.g_00526
OG0000138	Pral.g_00595	Praq.g_00546
OG0000139	Pral.g_00553	Praq.g_01065
OG0000140	Pral.g_00552	Praq.g_01064
OG0000141	Pral.g_00481	Praq.g_00995
OG0000142	Pral.g_01436	Praq.g_00967
OG0000143	Pral.g_01440	Praq.g_00963
OG0000144	Pral.g_01453	Praq.g_00781
OG0000145	Pral.g_01037	Praq.g_00637
OG0000146	Pral.g_01636	Praq.g_00639
OG0000147	Pral.g_01637	Praq.g_00640
OG0000148	Pral.g_01505	Praq.g_01414
OG0000149	Pral.g_01535	Praq.g_01444
OG0000150	Pral.g_01545	Praq.g_01452
OG0000151	Pral.g_01789	Praq.g_01500
OG0000152	Pral.g_01627	Praq.g_01548
OG0000153	Pral.g_01578	Praq.g_01567
OG0000154	Pral.g_01595	Praq.g_01593
OG0000155	Pral.g_01390	Praq.g_01353
OG0000156	Pral.g_01292	Praq.g_00122
OG0000157	Pral.g_01291	Praq.g_00123
OG0000158	Pral.g_00287	Praq.g_00258
OG0000159	Pral.g_01263	Praq.g_00253, Praq.g_00217
OG0000160	Pral.g_01160	Praq.g_00295
OG0000161	Pral.g_01154	Praq.g_00301
OG0000162	Pral.g_01148	Praq.g_00307
OG0000163	Pral.g_01106	Praq.g_00341
OG0000164	Pral.g_00131	Praq.g_00473
OG0000165	Pral.g_00138	Praq.g_00466
OG0000166	Pral.g_00206	Praq.g_00915
OG0000167	Pral.g_00277	Praq.g_00737
OG0000168	Pral.g_00288	Praq.g_00747
OG0000169	Pral.g_00298	Praq.g_00757
OG0000170	Pral.g_00301	Praq.g_00759
OG0000171	Pral.g_00321	Praq.g_00681
OG0000172	Pral.g_00328	Praq.g_00689
OG0000173	Pral.g_00343	Praq.g_00704
OG0000174	Pral.g_00375	Praq.g_00396
OG0000175	Pral.g_00387	Praq.g_00406
OG0000176	Pral.g_00414	Praq.g_00430
OG0000177	Pral.g_00415	Praq.g_00431
OG0000178	Pral.g_00416	Praq.g_00432
OG0000179	Pral.g_01028	Praq.g_01219
OG0000180	Pral.g_01027	Praq.g_01220
OG0000181	Pral.g_01026	Praq.g_01221
OG0000182	Pral.g_01025	Praq.g_01222
OG0000183	Pral.g_01021	Praq.g_01226
OG0000184	Pral.g_00996	Praq.g_01262
OG0000185	Pral.g_00993	Praq.g_01265
OG0000186	Pral.g_00984	Praq.g_01939
OG0000187	Pral.g_00983	Praq.g_01938
OG0000188	Pral.g_00965	Praq.g_01921
OG0000189	Pral.g_00951	Praq.g_01907
OG0000190	Pral.g_00950	Praq.g_01906
OG0000191	Pral.g_00928	Praq.g_01886
OG0000192	Pral.g_00923	Praq.g_01882
OG0000193	Pral.g_00899	Praq.g_01856
OG0000194	Pral.g_00896	Praq.g_01853
OG0000195	Pral.g_00894	Praq.g_01851
OG0000196	Pral.g_00883	Praq.g_01841
OG0000197	Pral.g_00882	Praq.g_01840
OG0000198	Pral.g_00881	Praq.g_01839
OG0000199	Pral.g_00873	Praq.g_01832
OG0000200	Pral.g_00860	Praq.g_01818
OG0000201	Pral.g_00851	Praq.g_01810
OG0000202	Pral.g_00850	Praq.g_01809
OG0000203	Pral.g_00849	Praq.g_01808
OG0000204	Pral.g_00848	Praq.g_01807
OG0000205	Pral.g_00842	Praq.g_01800
OG0000206	Pral.g_00837	Praq.g_01795
OG0000207	Pral.g_00835	Praq.g_01793
OG0000208	Pral.g_00834	Praq.g_01792
OG0000209	Pral.g_00825	Praq.g_01783
OG0000210	Pral.g_00824	Praq.g_01782
OG0000211	Pral.g_00807	Praq.g_01769
OG0000212	Pral.g_00799	Praq.g_01762
OG0000213	Pral.g_00781	Praq.g_01746
OG0000214	Pral.g_00772	Praq.g_01736
OG0000215	Pral.g_00746	Praq.g_01710
OG0000216	Pral.g_00744	Praq.g_01708
OG0000217	Pral.g_00741	Praq.g_01705
OG0000218	Pral.g_00739	Praq.g_01703
OG0000219	Pral.g_00738	Praq.g_01702
OG0000220	Pral.g_00737	Praq.g_01701
OG0000221	Pral.g_00736	Praq.g_01700
OG0000222	Pral.g_00729	Praq.g_01692
OG0000223	Pral.g_00716	Praq.g_01679
OG0000224	Pral.g_00714	Praq.g_01677
OG0000225	Pral.g_00686	Praq.g_01199
OG0000226	Pral.g_00682	Praq.g_01195
OG0000227	Pral.g_00680	Praq.g_01193
OG0000228	Pral.g_00677	Praq.g_01189
OG0000229	Pral.g_00658	Praq.g_01121
OG0000230	Pral.g_00656	Praq.g_01119
OG0000231	Pral.g_00644	Praq.g_01108
OG0000232	Pral.g_00631	Praq.g_00507
OG0000233	Pral.g_00625	Praq.g_00513
OG0000234	Pral.g_00616	Praq.g_00527
OG0000235	Pral.g_00612	Praq.g_00530
OG0000236	Pral.g_00597	Praq.g_00544
OG0000237	Pral.g_00584	Praq.g_01096
OG0000238	Pral.g_00578	Praq.g_01090
OG0000239	Pral.g_00565	Praq.g_01077
OG0000240	Pral.g_00564	Praq.g_01076
OG0000241	Pral.g_00560	Praq.g_01072
OG0000242	Pral.g_00558	Praq.g_01070
OG0000243	Pral.g_00547	Praq.g_01059
OG0000244	Pral.g_00544	Praq.g_01056
OG0000245	Pral.g_00542	Praq.g_01054
OG0000246	Pral.g_00538	Praq.g_01050
OG0000247	Pral.g_00527	Praq.g_01040
OG0000248	Pral.g_00524	Praq.g_01038
OG0000249	Pral.g_00522	Praq.g_01036
OG0000250	Pral.g_00516	Praq.g_01031
OG0000251	Pral.g_00498	Praq.g_01012
OG0000252	Pral.g_00495	Praq.g_01008
OG0000253	Pral.g_00494	Praq.g_01007
OG0000254	Pral.g_00477	Praq.g_00991
OG0000255	Pral.g_00470	Praq.g_00985
OG0000256	Pral.g_00460	Praq.g_00975
OG0000257	Pral.g_01430	Praq.g_00972
OG0000258	Pral.g_01444	Praq.g_00959
OG0000259	Pral.g_01461	Praq.g_00789
OG0000260	Pral.g_01464	Praq.g_00792
OG0000261	Pral.g_01467	Praq.g_00794
OG0000262	Pral.g_01471	Praq.g_00798
OG0000263	Pral.g_01761	Praq.g_00810
OG0000264	Pral.g_01750	Praq.g_00820
OG0000265	Pral.g_01729	Praq.g_00583
OG0000266	Pral.g_01719	Praq.g_00593
OG0000267	Pral.g_01706	Praq.g_00604
OG0000268	Pral.g_01705	Praq.g_00605
OG0000269	Pral.g_01483	Praq.g_00665
OG0000270	Pral.g_01486	Praq.g_00668
OG0000271	Pral.g_01494	Praq.g_00676
OG0000272	Pral.g_01495	Praq.g_00677
OG0000273	Pral.g_01518	Praq.g_01428
OG0000274	Pral.g_01519	Praq.g_01429
OG0000275	Pral.g_01522	Praq.g_01431
OG0000276	Pral.g_01527	Praq.g_01436
OG0000277	Pral.g_01528	Praq.g_01437
OG0000278	Pral.g_01531	Praq.g_01440
OG0000279	Pral.g_01538	Praq.g_01447
OG0000280	Pral.g_01539	Praq.g_01448
OG0000281	Pral.g_01546	Praq.g_01454
OG0000282	Pral.g_01797	Praq.g_01492
OG0000283	Pral.g_01655	Praq.g_01525
OG0000284	Pral.g_01650	Praq.g_01530
OG0000285	Pral.g_01644	Praq.g_01535
OG0000286	Pral.g_01628	Praq.g_01547
OG0000287	Pral.g_00050	Praq.g_01564
OG0000288	Pral.g_01594	Praq.g_01592
OG0000289	Pral.g_01609	Praq.g_01603
OG0000290	Pral.g_01564	Praq.g_01616
OG0000291	Pral.g_01562	Praq.g_01618
OG0000292	Pral.g_01316	Praq.g_01667
OG0000293	Pral.g_01357	Praq.g_01324
OG0000294	Pral.g_01358	Praq.g_01325
OG0000295	Pral.g_01382	Praq.g_01345
OG0000296	Pral.g_01384	Praq.g_01347
OG0000297	Pral.g_01394	Praq.g_01355
OG0000298	Pral.g_01395	Praq.g_01356
OG0000299	Pral.g_01415	Praq.g_01373
OG0000300	Pral.g_01419	Praq.g_01376
OG0000301	Pral.g_01420	Praq.g_01377
OG0000302	Pral.g_01422	Praq.g_01379
OG0000303	Pral.g_01428	Praq.g_01386
OG0000304	Pral.g_00455	Praq.g_01390
OG0000305	Pral.g_01323	Praq.g_00167
OG0000306	Pral.g_01550	Praq.g_00170
OG0000307	Pral.g_01213	Praq.g_00186
OG0000308	Pral.g_01212	Praq.g_00187
OG0000309	Pral.g_01208	Praq.g_00191
OG0000310	Pral.g_01181	Praq.g_00279
OG0000311	Pral.g_01179	Praq.g_00281
OG0000312	Pral.g_01176	Praq.g_00284
OG0000313	Pral.g_01157	Praq.g_00298
OG0000314	Pral.g_01133	Praq.g_00321
OG0000315	Pral.g_01123	Praq.g_00331
OG0000316	Pral.g_01095	Praq.g_00351
OG0000317	Pral.g_00104	Praq.g_01954, Praq.g_00499
OG0000318	Pral.g_00108	Praq.g_00496
OG0000319	Pral.g_00121	Praq.g_00483
OG0000320	Pral.g_00123	Praq.g_00481
OG0000321	Pral.g_00124	Praq.g_00480
OG0000322	Pral.g_00125	Praq.g_00479
OG0000323	Pral.g_00134	Praq.g_00470
OG0000324	Pral.g_00162	Praq.g_00444
OG0000325	Pral.g_00172	Praq.g_00950
OG0000326	Pral.g_00179	Praq.g_00944
OG0000327	Pral.g_00201	Praq.g_00920
OG0000328	Pral.g_00202	Praq.g_00919
OG0000329	Pral.g_00219	Praq.g_00902
OG0000330	Pral.g_00220	Praq.g_00901
OG0000331	Pral.g_00221	Praq.g_00900
OG0000332	Pral.g_00235	Praq.g_00886
OG0000333	Pral.g_00237	Praq.g_00884
OG0000334	Pral.g_00246	Praq.g_00876
OG0000335	Pral.g_00251	Praq.g_00872
OG0000336	Pral.g_00255	Praq.g_00868
OG0000337	Pral.g_00274	Praq.g_00735
OG0000338	Pral.g_00275	Praq.g_00736
OG0000339	Pral.g_00280	Praq.g_00740
OG0000340	Pral.g_00289	Praq.g_00748
OG0000341	Pral.g_00291	Praq.g_00750
OG0000342	Pral.g_00292	Praq.g_00751
OG0000343	Pral.g_00293	Praq.g_00752
OG0000344	Pral.g_00296	Praq.g_00755
OG0000345	Pral.g_00302	Praq.g_00760
OG0000346	Pral.g_00306	Praq.g_00764
OG0000347	Pral.g_00323	Praq.g_00683
OG0000348	Pral.g_00331	Praq.g_00692
OG0000349	Pral.g_00349	Praq.g_00709
OG0000350	Pral.g_00370	Praq.g_00392
OG0000351	Pral.g_00390	Praq.g_00409
OG0000352	Pral.g_00391	Praq.g_00410
OG0000353	Pral.g_00409	Praq.g_00425
OG0000355	Pral.g_00411	Praq.g_00427
OG0000356	Pral.g_00412	Praq.g_00428
OG0000357	Pral.g_00413	Praq.g_00429
OG0000358	Pral.g_00417	Praq.g_00433
OG0000359	Pral.g_00418	Praq.g_00434
OG0000360	Pral.g_00419	Praq.g_00435
OG0000361	Pral.g_00420	Praq.g_00436
OG0000362	Pral.g_00422	Praq.g_00438
OG0000363	Pral.g_01030	Praq.g_01217
OG0000364	Pral.g_01029	Praq.g_01218
OG0000365	Pral.g_01024	Praq.g_01223
OG0000366	Pral.g_01023	Praq.g_01224
OG0000367	Pral.g_01022	Praq.g_01225
OG0000368	Pral.g_01020	Praq.g_01227
OG0000369	Pral.g_01019	Praq.g_01228
OG0000370	Pral.g_01018	Praq.g_01229
OG0000371	Pral.g_01011	Praq.g_01235
OG0000372	Pral.g_01009	Praq.g_01239
OG0000373	Pral.g_01008	Praq.g_01240
OG0000374	Pral.g_01007	Praq.g_01241
OG0000375	Pral.g_01005	Praq.g_01255
OG0000376	Pral.g_01003	Praq.g_01257
OG0000377	Pral.g_00999	Praq.g_01261
OG0000378	Pral.g_00995	Praq.g_01263
OG0000379	Pral.g_00992	Praq.g_01266
OG0000380	Pral.g_00982	Praq.g_01937
OG0000381	Pral.g_00977	Praq.g_01933
OG0000382	Pral.g_00966	Praq.g_01922
OG0000383	Pral.g_00964	Praq.g_01920
OG0000384	Pral.g_00963	Praq.g_01919
OG0000385	Pral.g_00962	Praq.g_01918
OG0000386	Pral.g_00961	Praq.g_01917
OG0000387	Pral.g_00948	Praq.g_01904
OG0000388	Pral.g_00944	Praq.g_01901
OG0000389	Pral.g_00941	Praq.g_01897
OG0000390	Pral.g_00932	Praq.g_01890
OG0000391	Pral.g_00929	Praq.g_01887
OG0000392	Pral.g_00925	Praq.g_01883
OG0000393	Pral.g_00922	Praq.g_01881
OG0000394	Pral.g_00921	Praq.g_01880
OG0000395	Pral.g_00920	Praq.g_01879
OG0000396	Pral.g_00918	Praq.g_01876
OG0000397	Pral.g_00916	Praq.g_01874
OG0000398	Pral.g_00913	Praq.g_01872
OG0000399	Pral.g_00912	Praq.g_01871
OG0000400	Pral.g_00911	Praq.g_01870
OG0000401	Pral.g_00910	Praq.g_01869
OG0000402	Pral.g_00450	Praq.g_01867
OG0000403	Pral.g_00908	Praq.g_01866
OG0000404	Pral.g_00907	Praq.g_01865
OG0000405	Pral.g_00903	Praq.g_01861
OG0000406	Pral.g_00898	Praq.g_01855
OG0000407	Pral.g_00897	Praq.g_01854
OG0000408	Pral.g_00895	Praq.g_01852
OG0000409	Pral.g_00893	Praq.g_01850
OG0000410	Pral.g_00892	Praq.g_01849
OG0000411	Pral.g_00891	Praq.g_01848
OG0000412	Pral.g_00890	Praq.g_01847
OG0000413	Pral.g_00888	Praq.g_01846
OG0000414	Pral.g_00887	Praq.g_00554, Praq.g_01845
OG0000415	Pral.g_00886	Praq.g_01844
OG0000416	Pral.g_00885	Praq.g_01843
OG0000417	Pral.g_00884	Praq.g_01842
OG0000418	Pral.g_00879	Praq.g_01837
OG0000419	Pral.g_00877	Praq.g_01835
OG0000420	Pral.g_00875	Praq.g_01834
OG0000421	Pral.g_00871	Praq.g_01829
OG0000422	Pral.g_00870	Praq.g_01828
OG0000423	Pral.g_00869	Praq.g_01827
OG0000424	Pral.g_00868	Praq.g_01826
OG0000425	Pral.g_00867	Praq.g_01825
OG0000426	Pral.g_00866	Praq.g_01824
OG0000427	Pral.g_00865	Praq.g_01823
OG0000428	Pral.g_00863	Praq.g_01821
OG0000429	Pral.g_00862	Praq.g_01820
OG0000430	Pral.g_00861	Praq.g_01819
OG0000431	Pral.g_00859	Praq.g_01817
OG0000432	Pral.g_00855	Praq.g_01814
OG0000433	Pral.g_00854	Praq.g_01813
OG0000434	Pral.g_00853	Praq.g_01812
OG0000435	Pral.g_00852	Praq.g_01811
OG0000436	Pral.g_00847	Praq.g_01806
OG0000437	Pral.g_00846	Praq.g_01805
OG0000438	Pral.g_00845	Praq.g_01804
OG0000439	Pral.g_00844	Praq.g_01802
OG0000440	Pral.g_00843	Praq.g_01801
OG0000441	Pral.g_00840	Praq.g_01798
OG0000442	Pral.g_00839	Praq.g_01797
OG0000443	Pral.g_00838	Praq.g_01796
OG0000444	Pral.g_00833	Praq.g_01791
OG0000445	Pral.g_00832	Praq.g_01790
OG0000446	Pral.g_00831	Praq.g_01789
OG0000447	Pral.g_00830	Praq.g_01788
OG0000448	Pral.g_00829	Praq.g_01787
OG0000449	Pral.g_00828	Praq.g_01786
OG0000450	Pral.g_00827	Praq.g_01785
OG0000451	Pral.g_00826	Praq.g_01784
OG0000452	Pral.g_00823	Praq.g_01781
OG0000453	Pral.g_00822	Praq.g_01780
OG0000454	Pral.g_00821	Praq.g_01779
OG0000455	Pral.g_00820	Praq.g_01778
OG0000456	Pral.g_00819	Praq.g_01777
OG0000457	Pral.g_00817	Praq.g_01776
OG0000458	Pral.g_00816	Praq.g_01775
OG0000459	Pral.g_00815	Praq.g_01774
OG0000460	Pral.g_00805	Praq.g_01767
OG0000461	Pral.g_00796	Praq.g_01760
OG0000462	Pral.g_00795	Praq.g_01758
OG0000463	Pral.g_00794	Praq.g_01757
OG0000464	Pral.g_00793	Praq.g_01756
OG0000465	Pral.g_00792	Praq.g_01755
OG0000466	Pral.g_00789	Praq.g_01752
OG0000467	Pral.g_00788	Praq.g_01751
OG0000468	Pral.g_00785	Praq.g_01750
OG0000469	Pral.g_00777	Praq.g_01741
OG0000470	Pral.g_00775	Praq.g_01739
OG0000471	Pral.g_00774	Praq.g_01738
OG0000472	Pral.g_00773	Praq.g_01737
OG0000473	Pral.g_00771	Praq.g_01735
OG0000474	Pral.g_00770	Praq.g_01734
OG0000475	Pral.g_00769	Praq.g_01733
OG0000476	Pral.g_00767	Praq.g_01732
OG0000477	Pral.g_00764	Praq.g_01728
OG0000478	Pral.g_00763	Praq.g_01727
OG0000479	Pral.g_00762	Praq.g_01726
OG0000480	Pral.g_00756	Praq.g_01721
OG0000481	Pral.g_00754	Praq.g_01718
OG0000482	Pral.g_00753	Praq.g_01717
OG0000483	Pral.g_00750	Praq.g_01714
OG0000484	Pral.g_00749	Praq.g_01713
OG0000485	Pral.g_00748	Praq.g_01712
OG0000486	Pral.g_00747	Praq.g_01711
OG0000487	Pral.g_00743	Praq.g_01707
OG0000488	Pral.g_00740	Praq.g_01704
OG0000489	Pral.g_00735	Praq.g_01699
OG0000490	Pral.g_00731	Praq.g_01694
OG0000491	Pral.g_00730	Praq.g_01693
OG0000492	Pral.g_00728	Praq.g_01691
OG0000493	Pral.g_00727	Praq.g_01690
OG0000494	Pral.g_00726	Praq.g_01689
OG0000495	Pral.g_00725	Praq.g_01688
OG0000496	Pral.g_00724	Praq.g_01687
OG0000497	Pral.g_00723	Praq.g_01686
OG0000498	Pral.g_00722	Praq.g_01685
OG0000499	Pral.g_00721	Praq.g_01684
OG0000500	Pral.g_00720	Praq.g_01683
OG0000501	Pral.g_00718	Praq.g_01681
OG0000502	Pral.g_00715	Praq.g_01678
OG0000503	Pral.g_00698	Praq.g_01211
OG0000504	Pral.g_00696	Praq.g_01210
OG0000505	Pral.g_00695	Praq.g_01209
OG0000506	Pral.g_00694	Praq.g_01207
OG0000507	Pral.g_00691	Praq.g_01204
OG0000508	Pral.g_00687	Praq.g_01200
OG0000509	Pral.g_00685	Praq.g_01198
OG0000510	Pral.g_00684	Praq.g_01197
OG0000511	Pral.g_00683	Praq.g_01196
OG0000512	Pral.g_00681	Praq.g_01194
OG0000513	Pral.g_00673	Praq.g_01186
OG0000514	Pral.g_00663	Praq.g_01126
OG0000515	Pral.g_00662	Praq.g_01125
OG0000516	Pral.g_00661	Praq.g_01124
OG0000517	Pral.g_00659	Praq.g_01122
OG0000518	Pral.g_00647	Praq.g_01111
OG0000519	Pral.g_00646	Praq.g_01110
OG0000520	Pral.g_00645	Praq.g_01109
OG0000521	Pral.g_00635	Praq.g_00502
OG0000522	Pral.g_00633	Praq.g_00504
OG0000523	Pral.g_00632	Praq.g_00505
OG0000524	Pral.g_00627	Praq.g_00511
OG0000525	Pral.g_00623	Praq.g_00514
OG0000526	Pral.g_00622	Praq.g_00515
OG0000527	Pral.g_00619	Praq.g_00524
OG0000528	Pral.g_00613	Praq.g_00529
OG0000529	Pral.g_00610	Praq.g_00532
OG0000530	Pral.g_00607	Praq.g_00535
OG0000531	Pral.g_00606	Praq.g_00536
OG0000532	Pral.g_00603	Praq.g_00538
OG0000533	Pral.g_00602	Praq.g_00539
OG0000534	Pral.g_00601	Praq.g_00540
OG0000535	Pral.g_00600	Praq.g_00541
OG0000536	Pral.g_00599	Praq.g_00542
OG0000537	Pral.g_00598	Praq.g_00543
OG0000538	Pral.g_00590	Praq.g_01102
OG0000539	Pral.g_00589	Praq.g_01101
OG0000540	Pral.g_00588	Praq.g_01100
OG0000541	Pral.g_00587	Praq.g_01099
OG0000542	Pral.g_00585	Praq.g_01097
OG0000543	Pral.g_00583	Praq.g_01095
OG0000544	Pral.g_00582	Praq.g_01094
OG0000545	Pral.g_00580	Praq.g_01092
OG0000546	Pral.g_00577	Praq.g_01089
OG0000547	Pral.g_00575	Praq.g_01087
OG0000548	Pral.g_00574	Praq.g_01086
OG0000549	Pral.g_00571	Praq.g_01084
OG0000550	Pral.g_00566	Praq.g_01079
OG0000551	Pral.g_00563	Praq.g_01075
OG0000552	Pral.g_00562	Praq.g_01074
OG0000553	Pral.g_00561	Praq.g_01073
OG0000554	Pral.g_00556	Praq.g_01068
OG0000555	Pral.g_00548	Praq.g_01060
OG0000556	Pral.g_00546	Praq.g_01058
OG0000557	Pral.g_00545	Praq.g_01057
OG0000558	Pral.g_00543	Praq.g_01055
OG0000559	Pral.g_00539	Praq.g_01051
OG0000560	Pral.g_00536	Praq.g_01048
OG0000561	Pral.g_00535	Praq.g_01047
OG0000562	Pral.g_00534	Praq.g_01046
OG0000563	Pral.g_00533	Praq.g_01045
OG0000564	Pral.g_00532	Praq.g_01044
OG0000565	Pral.g_00529	Praq.g_01041
OG0000566	Pral.g_00525	Praq.g_01039
OG0000567	Pral.g_00521	Praq.g_01035
OG0000568	Pral.g_00520	Praq.g_01034
OG0000569	Pral.g_00519	Praq.g_01033
OG0000570	Pral.g_00518	Praq.g_01032
OG0000571	Pral.g_00515	Praq.g_01030
OG0000572	Pral.g_00503	Praq.g_01017
OG0000573	Pral.g_00497	Praq.g_01010
OG0000574	Pral.g_00496	Praq.g_01009
OG0000575	Pral.g_00492	Praq.g_01005
OG0000576	Pral.g_00490	Praq.g_01003
OG0000577	Pral.g_00489	Praq.g_01002
OG0000578	Pral.g_00488	Praq.g_01001
OG0000579	Pral.g_00487	Praq.g_01000
