Orthogroup	Pral	Pray
OG0000075	Pral.g_00279	Pray.g_01339
OG0000076	Pral.g_00305	Pray.g_01364
OG0000077	Pral.g_00969	Pray.g_00211
OG0000078	Pral.g_00800	Pray.g_00720
OG0000079	Pral.g_00787	Pray.g_00733
OG0000081	Pral.g_00559	Pray.g_01022
OG0000082	Pral.g_00057	Pray.g_01177
OG0000083	Pral.g_01898	Pray.g_00284, Pray.g_01891, Pray.g_00277
OG0000084	Pral.g_01169	Pray.g_01726
OG0000085	Pral.g_00099	Pray.g_01566
OG0000086	Pral.g_00959	Pray.g_00201
OG0000087	Pral.g_00906	Pray.g_00150
OG0000088	Pral.g_00878	Pray.g_00647
OG0000089	Pral.g_00676	Pray.g_00834
OG0000090	Pral.g_00557	Pray.g_01024, Pray.g_01228
OG0000091	Pral.g_01443	Pray.g_01121
OG0000092	Pral.g_01794	Pray.g_00457
OG0000092	Pral.g_01244	Pray.g_01325
OG0000093	Pral.g_01472	Pray.g_00479
OG0000094	Pral.g_01604	Pray.g_00565
OG0000095	Pral.g_01561	Pray.g_00584
OG0000096	Pral.g_00444	Pray.g_00117, Pray.g_01905
OG0000097	Pral.g_01416	Pray.g_00022
OG0000098	Pral.g_01239	Pray.g_01847
OG0000099	Pral.g_01201	Pray.g_01788
OG0000100	Pral.g_01078	Pray.g_01648
OG0000101	Pral.g_00243	Pray.g_01306
OG0000102	Pral.g_00310	Pray.g_01369
OG0000103	Pral.g_00397	Pray.g_01449
OG0000104	Pral.g_00406	Pray.g_01457
OG0000105	Pral.g_00765	Pray.g_00753
OG0000106	Pral.g_01859	Pray.g_00848
OG0000107	Pral.g_00171	Pray.g_00864
OG0000108	Pral.g_00611	Pray.g_00970
OG0000109	Pral.g_00596	Pray.g_00984
OG0000110	Pral.g_00513	Pray.g_01187
OG0000111	Pral.g_01739	Pray.g_01064
OG0000112	Pral.g_01635	Pray.g_00313
OG0000113	Pral.g_01511	Pray.g_00370
OG0000114	Pral.g_01799	Pray.g_00452
OG0000115	Pral.g_01141	Pray.g_00126
OG0000116	Pral.g_01356	Pray.g_00074
OG0000117	Pral.g_01398, Pral.g_01397	Pray.g_01927
OG0000118	Pral.g_01269	Pray.g_01858
OG0000119	Pral.g_01861, Pral.g_01063	Pray.g_01833
OG0000120	Pral.g_00702	Pray.g_01808
OG0000121	Pral.g_01159	Pray.g_01720
OG0000122	Pral.g_01116	Pray.g_01682
OG0000123	Pral.g_00250	Pray.g_01313
OG0000124	Pral.g_00322	Pray.g_01380
OG0000125	Pral.g_00358	Pray.g_01417
OG0000126	Pral.g_00405	Pray.g_01456
OG0000128	Pral.g_00421	Pray.g_01473
OG0000129	Pral.g_01000	Pray.g_00239
OG0000130	Pral.g_00978	Pray.g_00220
OG0000131	Pral.g_00900	Pray.g_00144
OG0000132	Pral.g_00880	Pray.g_00645
OG0000133	Pral.g_00717	Pray.g_00800
OG0000134	Pral.g_00674	Pray.g_00835
OG0000135	Pral.g_01034	Pray.g_00861
OG0000136	Pral.g_00653	Pray.g_00931
OG0000137	Pral.g_00617	Pray.g_00965
OG0000138	Pral.g_00595	Pray.g_00985
OG0000139	Pral.g_00553	Pray.g_01224
OG0000140	Pral.g_00552	Pray.g_01223
OG0000141	Pral.g_00481	Pray.g_01156
OG0000142	Pral.g_01436	Pray.g_01128
OG0000143	Pral.g_01440	Pray.g_01124
OG0000144	Pral.g_01453	Pray.g_01111
OG0000145	Pral.g_01037	Pray.g_00306
OG0000146	Pral.g_01636	Pray.g_00314
OG0000147	Pral.g_01637	Pray.g_00315
OG0000148	Pral.g_01505	Pray.g_00364
OG0000149	Pral.g_01535	Pray.g_00395
OG0000150	Pral.g_01545	Pray.g_00403
OG0000151	Pral.g_01789	Pray.g_00462
OG0000152	Pral.g_01627	Pray.g_00511
OG0000153	Pral.g_01578	Pray.g_00530
OG0000154	Pral.g_01595	Pray.g_00558
OG0000155	Pral.g_01390	Pray.g_00043
OG0000156	Pral.g_01292	Pray.g_01881
OG0000157	Pral.g_01291	Pray.g_01880
OG0000158	Pral.g_00287	Pray.g_01787
OG0000159	Pral.g_01263	Pray.g_01785
OG0000160	Pral.g_01160	Pray.g_01721
OG0000161	Pral.g_01154	Pray.g_01715
OG0000162	Pral.g_01148	Pray.g_01709
OG0000163	Pral.g_01106	Pray.g_01675
OG0000164	Pral.g_00131	Pray.g_01535
OG0000165	Pral.g_00138	Pray.g_01528
OG0000166	Pral.g_00206	Pray.g_01270
OG0000167	Pral.g_00277	Pray.g_01337
OG0000168	Pral.g_00288	Pray.g_01347
OG0000169	Pral.g_00298	Pray.g_01357
OG0000170	Pral.g_00301	Pray.g_01359
OG0000171	Pral.g_00321	Pray.g_01379
OG0000172	Pral.g_00328	Pray.g_01388
OG0000173	Pral.g_00343	Pray.g_01403
OG0000174	Pral.g_00375	Pray.g_01431
OG0000175	Pral.g_00387	Pray.g_01441
OG0000176	Pral.g_00414	Pray.g_01465, Pray.g_01466
OG0000177	Pral.g_00415	Pray.g_01467
OG0000178	Pral.g_00416	Pray.g_01468
OG0000179	Pral.g_01028	Pray.g_01478
OG0000180	Pral.g_01027	Pray.g_01479
OG0000181	Pral.g_01026	Pray.g_01480
OG0000182	Pral.g_01025	Pray.g_01481
OG0000183	Pral.g_01021	Pray.g_01485
OG0000184	Pral.g_00996	Pray.g_00237
OG0000185	Pral.g_00993	Pray.g_00234
OG0000186	Pral.g_00984	Pray.g_00225
OG0000187	Pral.g_00983	Pray.g_00224
OG0000188	Pral.g_00965	Pray.g_00207
OG0000189	Pral.g_00951	Pray.g_00193
OG0000190	Pral.g_00950	Pray.g_00192
OG0000191	Pral.g_00928	Pray.g_00172
OG0000192	Pral.g_00923	Pray.g_00168
OG0000193	Pral.g_00899	Pray.g_00143
OG0000194	Pral.g_00896	Pray.g_00140
OG0000195	Pral.g_00894	Pray.g_00138
OG0000196	Pral.g_00883	Pray.g_00642
OG0000197	Pral.g_00882	Pray.g_00643
OG0000198	Pral.g_00881	Pray.g_00644
OG0000199	Pral.g_00873	Pray.g_00651
OG0000200	Pral.g_00860	Pray.g_00665
OG0000201	Pral.g_00851	Pray.g_00673
OG0000202	Pral.g_00850	Pray.g_00674
OG0000203	Pral.g_00849	Pray.g_00675
OG0000204	Pral.g_00848	Pray.g_00676
OG0000205	Pral.g_00842	Pray.g_00683
OG0000206	Pral.g_00837	Pray.g_00688
OG0000207	Pral.g_00835	Pray.g_00690
OG0000208	Pral.g_00834	Pray.g_00691
OG0000209	Pral.g_00825	Pray.g_00700
OG0000210	Pral.g_00824	Pray.g_00701
OG0000211	Pral.g_00807	Pray.g_00714
OG0000212	Pral.g_00799	Pray.g_00721
OG0000213	Pral.g_00781	Pray.g_00738
OG0000214	Pral.g_00772	Pray.g_00747
OG0000215	Pral.g_00746	Pray.g_00771
OG0000216	Pral.g_00744	Pray.g_00772
OG0000217	Pral.g_00741	Pray.g_00775
OG0000218	Pral.g_00739	Pray.g_00777
OG0000219	Pral.g_00738	Pray.g_00778
OG0000220	Pral.g_00737	Pray.g_00779
OG0000221	Pral.g_00736	Pray.g_00780
OG0000222	Pral.g_00729	Pray.g_00788
OG0000223	Pral.g_00716	Pray.g_00801
OG0000224	Pral.g_00714	Pray.g_00803
OG0000225	Pral.g_00686	Pray.g_00824
OG0000226	Pral.g_00682	Pray.g_00828
OG0000227	Pral.g_00680	Pray.g_00830
OG0000228	Pral.g_00677	Pray.g_00833
OG0000229	Pral.g_00658	Pray.g_00926
OG0000230	Pral.g_00656	Pray.g_00928
OG0000231	Pral.g_00644	Pray.g_00939
OG0000232	Pral.g_00631	Pray.g_00948
OG0000233	Pral.g_00625	Pray.g_00953
OG0000234	Pral.g_00616	Pray.g_00966
OG0000235	Pral.g_00612	Pray.g_00969
OG0000236	Pral.g_00597	Pray.g_00983
OG0000237	Pral.g_00584	Pray.g_00997
OG0000238	Pral.g_00578	Pray.g_01003
OG0000239	Pral.g_00565	Pray.g_01016
OG0000240	Pral.g_00564	Pray.g_01017
OG0000241	Pral.g_00560	Pray.g_01021
OG0000242	Pral.g_00558	Pray.g_01023
OG0000243	Pral.g_00547	Pray.g_01218
OG0000244	Pral.g_00544	Pray.g_01215
OG0000245	Pral.g_00542	Pray.g_01213
OG0000246	Pral.g_00538	Pray.g_01209
OG0000247	Pral.g_00527	Pray.g_01199
OG0000248	Pral.g_00524	Pray.g_01197
OG0000249	Pral.g_00522	Pray.g_01195
OG0000250	Pral.g_00516	Pray.g_01190
OG0000251	Pral.g_00498	Pray.g_01172
OG0000252	Pral.g_00495	Pray.g_01169
OG0000253	Pral.g_00494	Pray.g_01168
OG0000254	Pral.g_00477	Pray.g_01152
OG0000255	Pral.g_00470	Pray.g_01146
OG0000256	Pral.g_00460	Pray.g_01136
OG0000257	Pral.g_01430	Pray.g_01133
OG0000258	Pral.g_01444	Pray.g_01120
OG0000259	Pral.g_01461	Pray.g_01103
OG0000260	Pral.g_01464	Pray.g_01100
OG0000261	Pral.g_01467	Pray.g_01098
OG0000262	Pral.g_01471	Pray.g_01094
OG0000263	Pral.g_01761	Pray.g_01082
OG0000264	Pral.g_01750	Pray.g_01072
OG0000265	Pral.g_01729	Pray.g_01040
OG0000266	Pral.g_01719	Pray.g_01030
OG0000267	Pral.g_01706	Pray.g_00274
OG0000268	Pral.g_01705	Pray.g_00275
OG0000269	Pral.g_01483	Pray.g_00343
OG0000270	Pral.g_01486	Pray.g_00346
OG0000271	Pral.g_01494	Pray.g_00354
OG0000272	Pral.g_01495	Pray.g_00355
OG0000273	Pral.g_01518	Pray.g_00378
OG0000274	Pral.g_01519	Pray.g_00379
OG0000275	Pral.g_01522	Pray.g_00382
OG0000276	Pral.g_01527	Pray.g_00387
OG0000277	Pral.g_01528	Pray.g_00388
OG0000278	Pral.g_01531	Pray.g_00391
OG0000279	Pral.g_01538	Pray.g_00398
OG0000280	Pral.g_01539	Pray.g_00399
OG0000281	Pral.g_01546	Pray.g_00404
OG0000282	Pral.g_01797	Pray.g_00454
OG0000283	Pral.g_01655	Pray.g_00488
OG0000284	Pral.g_01650	Pray.g_00493
OG0000285	Pral.g_01644	Pray.g_00498
OG0000286	Pral.g_01628	Pray.g_00510
OG0000287	Pral.g_00050	Pray.g_00527
OG0000288	Pral.g_01594	Pray.g_00557
OG0000289	Pral.g_01609	Pray.g_00568
OG0000290	Pral.g_01564	Pray.g_00581
OG0000291	Pral.g_01562	Pray.g_00583
OG0000292	Pral.g_01316	Pray.g_00632
OG0000293	Pral.g_01357	Pray.g_00073
OG0000294	Pral.g_01358	Pray.g_00072
OG0000295	Pral.g_01382	Pray.g_00051
OG0000296	Pral.g_01384	Pray.g_00049
OG0000297	Pral.g_01394	Pray.g_00041
OG0000298	Pral.g_01395	Pray.g_00040
OG0000299	Pral.g_01415	Pray.g_00023
OG0000300	Pral.g_01419	Pray.g_00020
OG0000301	Pral.g_01420	Pray.g_00019
OG0000302	Pral.g_01422	Pray.g_00017
OG0000303	Pral.g_01428	Pray.g_00010
OG0000304	Pral.g_00455	Pray.g_00006
OG0000305	Pral.g_01323	Pray.g_01837
OG0000306	Pral.g_01550	Pray.g_01834
OG0000307	Pral.g_01213	Pray.g_01820
OG0000308	Pral.g_01212	Pray.g_01819
OG0000309	Pral.g_01208	Pray.g_01815
OG0000310	Pral.g_01181	Pray.g_01737
OG0000311	Pral.g_01179	Pray.g_01735
OG0000312	Pral.g_01176	Pray.g_01732
OG0000313	Pral.g_01157	Pray.g_01718
OG0000314	Pral.g_01133	Pray.g_01695
OG0000315	Pral.g_01123	Pray.g_01685
OG0000316	Pral.g_01095	Pray.g_01665
OG0000317	Pral.g_00104	Pray.g_01561
OG0000318	Pral.g_00108	Pray.g_01558
OG0000319	Pral.g_00121	Pray.g_01545
OG0000320	Pral.g_00123	Pray.g_01543
OG0000321	Pral.g_00124	Pray.g_01542
OG0000322	Pral.g_00125	Pray.g_01541
OG0000323	Pral.g_00134	Pray.g_01532
OG0000324	Pral.g_00162	Pray.g_01506
OG0000325	Pral.g_00172	Pray.g_01235
OG0000326	Pral.g_00179	Pray.g_01241
OG0000327	Pral.g_00201	Pray.g_01265
OG0000328	Pral.g_00202	Pray.g_01266
OG0000329	Pral.g_00219	Pray.g_01283
OG0000330	Pral.g_00220	Pray.g_01284
OG0000331	Pral.g_00221	Pray.g_01285
OG0000332	Pral.g_00235	Pray.g_01299
OG0000333	Pral.g_00237	Pray.g_01301
OG0000334	Pral.g_00246	Pray.g_01309
OG0000335	Pral.g_00251	Pray.g_01314
OG0000336	Pral.g_00255	Pray.g_01318
OG0000337	Pral.g_00274	Pray.g_01335
OG0000338	Pral.g_00275	Pray.g_01336
OG0000339	Pral.g_00280	Pray.g_01340
OG0000340	Pral.g_00289	Pray.g_01348
OG0000341	Pral.g_00291	Pray.g_01350
OG0000342	Pral.g_00292	Pray.g_01351
OG0000343	Pral.g_00293	Pray.g_01352
OG0000344	Pral.g_00296	Pray.g_01355
OG0000345	Pral.g_00302	Pray.g_01360
OG0000346	Pral.g_00306	Pray.g_01365
OG0000347	Pral.g_00323	Pray.g_01381
OG0000348	Pral.g_00331	Pray.g_01391
OG0000349	Pral.g_00349	Pray.g_01408
OG0000350	Pral.g_00370	Pray.g_01427
OG0000351	Pral.g_00390	Pray.g_01444
OG0000352	Pral.g_00391	Pray.g_01445
OG0000353	Pral.g_00409	Pray.g_01460
OG0000355	Pral.g_00411	Pray.g_01462
OG0000356	Pral.g_00412	Pray.g_01463
OG0000357	Pral.g_00413	Pray.g_01464
OG0000358	Pral.g_00417	Pray.g_01469
OG0000359	Pral.g_00418	Pray.g_01470
OG0000360	Pral.g_00419	Pray.g_01471
OG0000361	Pral.g_00420	Pray.g_01472
OG0000362	Pral.g_00422	Pray.g_01474
OG0000363	Pral.g_01030	Pray.g_01476
OG0000364	Pral.g_01029	Pray.g_01477
OG0000365	Pral.g_01024	Pray.g_01482
OG0000366	Pral.g_01023	Pray.g_01483
OG0000367	Pral.g_01022	Pray.g_01484
OG0000368	Pral.g_01020	Pray.g_01486
OG0000369	Pral.g_01019	Pray.g_01487
OG0000370	Pral.g_01018	Pray.g_01488
OG0000371	Pral.g_01011	Pray.g_01494
OG0000372	Pral.g_01009	Pray.g_01497
OG0000373	Pral.g_01008	Pray.g_01498
OG0000374	Pral.g_01007	Pray.g_01499
OG0000375	Pral.g_01005	Pray.g_00243
OG0000376	Pral.g_01003	Pray.g_00241
OG0000377	Pral.g_00999	Pray.g_00238
OG0000378	Pral.g_00995	Pray.g_00236
OG0000379	Pral.g_00992	Pray.g_00233
OG0000380	Pral.g_00982	Pray.g_00223
OG0000381	Pral.g_00977	Pray.g_00219
OG0000382	Pral.g_00966	Pray.g_00208
OG0000383	Pral.g_00964	Pray.g_00206
OG0000384	Pral.g_00963	Pray.g_00205
OG0000385	Pral.g_00962	Pray.g_00204
OG0000386	Pral.g_00961	Pray.g_00203
OG0000387	Pral.g_00948	Pray.g_00190
OG0000388	Pral.g_00944	Pray.g_00187
OG0000389	Pral.g_00941	Pray.g_00183
OG0000390	Pral.g_00932	Pray.g_00176
OG0000391	Pral.g_00929	Pray.g_00173
OG0000392	Pral.g_00925	Pray.g_00169
OG0000393	Pral.g_00922	Pray.g_00167
OG0000394	Pral.g_00921	Pray.g_00166
OG0000395	Pral.g_00920	Pray.g_00165
OG0000396	Pral.g_00918	Pray.g_00162
OG0000397	Pral.g_00916	Pray.g_00160
OG0000398	Pral.g_00913	Pray.g_00158
OG0000399	Pral.g_00912	Pray.g_00157
OG0000400	Pral.g_00911	Pray.g_00156
OG0000401	Pral.g_00910	Pray.g_00155
OG0000402	Pral.g_00450	Pray.g_00153
OG0000403	Pral.g_00908	Pray.g_00152
OG0000404	Pral.g_00907	Pray.g_00151
OG0000405	Pral.g_00903	Pray.g_00147
OG0000406	Pral.g_00898	Pray.g_00142
OG0000407	Pral.g_00897	Pray.g_00141
OG0000408	Pral.g_00895	Pray.g_00139
OG0000409	Pral.g_00893	Pray.g_00137
OG0000410	Pral.g_00892	Pray.g_00136
OG0000411	Pral.g_00891	Pray.g_00635
OG0000412	Pral.g_00890	Pray.g_00636
OG0000413	Pral.g_00888	Pray.g_00637
OG0000414	Pral.g_00887	Pray.g_00638
OG0000415	Pral.g_00886	Pray.g_00639
OG0000416	Pral.g_00885	Pray.g_00640
OG0000417	Pral.g_00884	Pray.g_00641
OG0000418	Pral.g_00879	Pray.g_00646
OG0000419	Pral.g_00877	Pray.g_00648
OG0000420	Pral.g_00875	Pray.g_00649
OG0000421	Pral.g_00871	Pray.g_00654
OG0000422	Pral.g_00870	Pray.g_00655
OG0000423	Pral.g_00869	Pray.g_00656
OG0000424	Pral.g_00868	Pray.g_00657
OG0000425	Pral.g_00867	Pray.g_00658
OG0000426	Pral.g_00866	Pray.g_00659
OG0000427	Pral.g_00865	Pray.g_00660
OG0000428	Pral.g_00863	Pray.g_00662
OG0000429	Pral.g_00862	Pray.g_00663
OG0000430	Pral.g_00861	Pray.g_00664
OG0000431	Pral.g_00859	Pray.g_00666
OG0000432	Pral.g_00855	Pray.g_00669
OG0000433	Pral.g_00854	Pray.g_00670
OG0000434	Pral.g_00853	Pray.g_00671
OG0000435	Pral.g_00852	Pray.g_00672
OG0000436	Pral.g_00847	Pray.g_00677
OG0000437	Pral.g_00846	Pray.g_00678
OG0000438	Pral.g_00845	Pray.g_00679
OG0000439	Pral.g_00844	Pray.g_00681
OG0000440	Pral.g_00843	Pray.g_00682
OG0000441	Pral.g_00840	Pray.g_00685
OG0000442	Pral.g_00839	Pray.g_00686
OG0000443	Pral.g_00838	Pray.g_00687
OG0000444	Pral.g_00833	Pray.g_00692
OG0000445	Pral.g_00832	Pray.g_00693
OG0000446	Pral.g_00831	Pray.g_00694
OG0000447	Pral.g_00830	Pray.g_00695
OG0000448	Pral.g_00829	Pray.g_00696
OG0000449	Pral.g_00828	Pray.g_00697
OG0000450	Pral.g_00827	Pray.g_00698
OG0000451	Pral.g_00826	Pray.g_00699
OG0000452	Pral.g_00823	Pray.g_00702
OG0000453	Pral.g_00822	Pray.g_00703
OG0000454	Pral.g_00821	Pray.g_00704
OG0000455	Pral.g_00820	Pray.g_00705
OG0000456	Pral.g_00819	Pray.g_00706
OG0000457	Pral.g_00817	Pray.g_00707
OG0000458	Pral.g_00816	Pray.g_00708
OG0000459	Pral.g_00815	Pray.g_00709
OG0000460	Pral.g_00805	Pray.g_00716
OG0000461	Pral.g_00796	Pray.g_00723
OG0000462	Pral.g_00795	Pray.g_00725
OG0000463	Pral.g_00794	Pray.g_00726
OG0000464	Pral.g_00793	Pray.g_00727
OG0000465	Pral.g_00792	Pray.g_00728
OG0000466	Pral.g_00789	Pray.g_00731
OG0000467	Pral.g_00788	Pray.g_00732
OG0000468	Pral.g_00785	Pray.g_00734
OG0000469	Pral.g_00777	Pray.g_00742
OG0000470	Pral.g_00775	Pray.g_00744
OG0000471	Pral.g_00774	Pray.g_00745
OG0000472	Pral.g_00773	Pray.g_00746
OG0000473	Pral.g_00771	Pray.g_00748
OG0000474	Pral.g_00770	Pray.g_00749
OG0000475	Pral.g_00769	Pray.g_00750
OG0000476	Pral.g_00767	Pray.g_00751
OG0000477	Pral.g_00764	Pray.g_00754
OG0000478	Pral.g_00763	Pray.g_00755
OG0000479	Pral.g_00762	Pray.g_00756
OG0000480	Pral.g_00756	Pray.g_00761
OG0000481	Pral.g_00754	Pray.g_00763
OG0000482	Pral.g_00753	Pray.g_00764
OG0000483	Pral.g_00750	Pray.g_00767
OG0000484	Pral.g_00749	Pray.g_00768
OG0000485	Pral.g_00748	Pray.g_00769
OG0000486	Pral.g_00747	Pray.g_00770
OG0000487	Pral.g_00743	Pray.g_00773
OG0000488	Pral.g_00740	Pray.g_00776
OG0000489	Pral.g_00735	Pray.g_00781
OG0000490	Pral.g_00731	Pray.g_00786
OG0000491	Pral.g_00730	Pray.g_00787
OG0000492	Pral.g_00728	Pray.g_00789
OG0000493	Pral.g_00727	Pray.g_00790
OG0000494	Pral.g_00726	Pray.g_00791
OG0000495	Pral.g_00725	Pray.g_00792
OG0000496	Pral.g_00724	Pray.g_00793
OG0000497	Pral.g_00723	Pray.g_00794
OG0000498	Pral.g_00722	Pray.g_00795
OG0000499	Pral.g_00721	Pray.g_00796
OG0000500	Pral.g_00720	Pray.g_00797
OG0000501	Pral.g_00718	Pray.g_00799
OG0000502	Pral.g_00715	Pray.g_00802
OG0000503	Pral.g_00698	Pray.g_00812
OG0000504	Pral.g_00696	Pray.g_00813
OG0000505	Pral.g_00695	Pray.g_00814
OG0000506	Pral.g_00694	Pray.g_00816
OG0000507	Pral.g_00691	Pray.g_00819
OG0000508	Pral.g_00687	Pray.g_00823
OG0000509	Pral.g_00685	Pray.g_00825
OG0000510	Pral.g_00684	Pray.g_00826
OG0000511	Pral.g_00683	Pray.g_00827
OG0000512	Pral.g_00681	Pray.g_00829
OG0000513	Pral.g_00673	Pray.g_00836
OG0000514	Pral.g_00663	Pray.g_00921
OG0000515	Pral.g_00662	Pray.g_00922
OG0000516	Pral.g_00661	Pray.g_00923
OG0000517	Pral.g_00659	Pray.g_00925
OG0000518	Pral.g_00647	Pray.g_00936
OG0000519	Pral.g_00646	Pray.g_00937
OG0000520	Pral.g_00645	Pray.g_00938
OG0000521	Pral.g_00635	Pray.g_00943
OG0000522	Pral.g_00633	Pray.g_00945
OG0000523	Pral.g_00632	Pray.g_00946
OG0000524	Pral.g_00627	Pray.g_00951
OG0000525	Pral.g_00623	Pray.g_00954
OG0000526	Pral.g_00622	Pray.g_00955
OG0000527	Pral.g_00619	Pray.g_00963
OG0000528	Pral.g_00613	Pray.g_00968
OG0000529	Pral.g_00610	Pray.g_00971
OG0000530	Pral.g_00607	Pray.g_00974
OG0000531	Pral.g_00606	Pray.g_00975
OG0000532	Pral.g_00603	Pray.g_00977
OG0000533	Pral.g_00602	Pray.g_00978
OG0000534	Pral.g_00601	Pray.g_00979
OG0000535	Pral.g_00600	Pray.g_00980
OG0000536	Pral.g_00599	Pray.g_00981
OG0000537	Pral.g_00598	Pray.g_00982
OG0000538	Pral.g_00590	Pray.g_00991
OG0000539	Pral.g_00589	Pray.g_00992
OG0000540	Pral.g_00588	Pray.g_00993
OG0000541	Pral.g_00587	Pray.g_00994
OG0000542	Pral.g_00585	Pray.g_00996
OG0000543	Pral.g_00583	Pray.g_00998
OG0000544	Pral.g_00582	Pray.g_00999
OG0000545	Pral.g_00580	Pray.g_01001
OG0000546	Pral.g_00577	Pray.g_01004
OG0000547	Pral.g_00575	Pray.g_01006
OG0000548	Pral.g_00574	Pray.g_01007
OG0000549	Pral.g_00571	Pray.g_01009
OG0000550	Pral.g_00566	Pray.g_01014
OG0000551	Pral.g_00563	Pray.g_01018
OG0000552	Pral.g_00562	Pray.g_01019
OG0000553	Pral.g_00561	Pray.g_01020
OG0000554	Pral.g_00556	Pray.g_01227
OG0000555	Pral.g_00548	Pray.g_01219
OG0000556	Pral.g_00546	Pray.g_01217
OG0000557	Pral.g_00545	Pray.g_01216
OG0000558	Pral.g_00543	Pray.g_01214
OG0000559	Pral.g_00539	Pray.g_01210
OG0000560	Pral.g_00536	Pray.g_01207
OG0000561	Pral.g_00535	Pray.g_01206
OG0000562	Pral.g_00534	Pray.g_01205
OG0000563	Pral.g_00533	Pray.g_01204
OG0000564	Pral.g_00532	Pray.g_01203
OG0000565	Pral.g_00529	Pray.g_01200
OG0000566	Pral.g_00525	Pray.g_01198
OG0000567	Pral.g_00521	Pray.g_01194
OG0000568	Pral.g_00520	Pray.g_01193
OG0000569	Pral.g_00519	Pray.g_01192
OG0000570	Pral.g_00518	Pray.g_01191
OG0000571	Pral.g_00515	Pray.g_01189
OG0000572	Pral.g_00503	Pray.g_01176
OG0000573	Pral.g_00497	Pray.g_01171
OG0000574	Pral.g_00496	Pray.g_01170
OG0000575	Pral.g_00492	Pray.g_01166
OG0000576	Pral.g_00490	Pray.g_01164
OG0000577	Pral.g_00489	Pray.g_01163
OG0000578	Pral.g_00488	Pray.g_01162
