Orthogroup	Pral	Syae
OG0000111	Pral.g_01739	Syae.g_00783
OG0000112	Pral.g_01635	Syae.g_00351
OG0000113	Pral.g_01511	Syae.g_00494
OG0000114	Pral.g_01799	Syae.g_00575
OG0000115	Pral.g_01141	Syae.g_02631
OG0000116	Pral.g_01356	Syae.g_00939
OG0000117	Pral.g_01398, Pral.g_01397, Pral.g_01396, Pral.g_01881	Syae.g_00647
OG0000118	Pral.g_01269	Syae.g_02479
OG0000119	Pral.g_01861, Pral.g_01063	Syae.g_00904
OG0000120	Pral.g_00702	Syae.g_01912
OG0000121	Pral.g_01159	Syae.g_02649
OG0000122	Pral.g_01116	Syae.g_00112
OG0000123	Pral.g_00250	Syae.g_02131
OG0000124	Pral.g_00322	Syae.g_01809
OG0000125	Pral.g_00358	Syae.g_01573
OG0000126	Pral.g_00405	Syae.g_01706
OG0000128	Pral.g_00421	Syae.g_01724
OG0000129	Pral.g_01000	Syae.g_01562
OG0000130	Pral.g_00978	Syae.g_01284
OG0000131	Pral.g_00900	Syae.g_01428
OG0000132	Pral.g_00880	Syae.g_01447
OG0000133	Pral.g_00717	Syae.g_00356
OG0000134	Pral.g_00674	Syae.g_02222
OG0000135	Pral.g_01034	Syae.g_01608
OG0000136	Pral.g_00653	Syae.g_00989
OG0000137	Pral.g_00617	Syae.g_02530
OG0000138	Pral.g_00595	Syae.g_02325
OG0000139	Pral.g_00553	Syae.g_02380
OG0000140	Pral.g_00552	Syae.g_02383
OG0000141	Pral.g_00481	Syae.g_00016
OG0000142	Pral.g_01436	Syae.g_00074
OG0000143	Pral.g_01440	Syae.g_00078
OG0000144	Pral.g_01453	Syae.g_00261
OG0000145	Pral.g_01037	Syae.g_02331
OG0000146	Pral.g_01636	Syae.g_00350
OG0000147	Pral.g_01637	Syae.g_00349
OG0000148	Pral.g_01505	Syae.g_00500
OG0000149	Pral.g_01535	Syae.g_00847
OG0000150	Pral.g_01545	Syae.g_00017
OG0000151	Pral.g_01789	Syae.g_00563
OG0000152	Pral.g_01627	Syae.g_00360
OG0000153	Pral.g_01578	Syae.g_00394
OG0000154	Pral.g_01595	Syae.g_00420
OG0000155	Pral.g_01390	Syae.g_00885
OG0000156	Pral.g_01292	Syae.g_00945
OG0000157	Pral.g_01291	Syae.g_00946
OG0000158	Pral.g_00287	Syae.g_01858
OG0000160	Pral.g_01160	Syae.g_02650
OG0000161	Pral.g_01154	Syae.g_02644
OG0000162	Pral.g_01148	Syae.g_02638
OG0000163	Pral.g_01106	Syae.g_01092
OG0000164	Pral.g_00131	Syae.g_01198
OG0000165	Pral.g_00138	Syae.g_01021
OG0000166	Pral.g_00206	Syae.g_02085
OG0000167	Pral.g_00277	Syae.g_01874
OG0000168	Pral.g_00288	Syae.g_01856
OG0000169	Pral.g_00298	Syae.g_01841
OG0000170	Pral.g_00301	Syae.g_01834
OG0000171	Pral.g_00321	Syae.g_01810
OG0000172	Pral.g_00328	Syae.g_01788
OG0000173	Pral.g_00343	Syae.g_01770
OG0000174	Pral.g_00375	Syae.g_01610
OG0000175	Pral.g_00387	Syae.g_01679
OG0000176	Pral.g_00414	Syae.g_01716
OG0000177	Pral.g_00415	Syae.g_01717
OG0000178	Pral.g_00416	Syae.g_01718
OG0000179	Pral.g_01028	Syae.g_01733
OG0000180	Pral.g_01027	Syae.g_01734
OG0000181	Pral.g_01026	Syae.g_01735
OG0000182	Pral.g_01025	Syae.g_01736
OG0000183	Pral.g_01021	Syae.g_01740
OG0000184	Pral.g_00996	Syae.g_01554
OG0000185	Pral.g_00993	Syae.g_01551
OG0000186	Pral.g_00984	Syae.g_01279
OG0000187	Pral.g_00983	Syae.g_01280
OG0000188	Pral.g_00965	Syae.g_01323
OG0000189	Pral.g_00951	Syae.g_01350
OG0000190	Pral.g_00950	Syae.g_01352
OG0000191	Pral.g_00928	Syae.g_01384
OG0000192	Pral.g_00923	Syae.g_01390
OG0000193	Pral.g_00899	Syae.g_01429
OG0000194	Pral.g_00896	Syae.g_01432
OG0000195	Pral.g_00894	Syae.g_01434
OG0000196	Pral.g_00883	Syae.g_01444
OG0000197	Pral.g_00882	Syae.g_01445
OG0000198	Pral.g_00881	Syae.g_01446
OG0000199	Pral.g_00873	Syae.g_01454
OG0000200	Pral.g_00860	Syae.g_01471
OG0000201	Pral.g_00851	Syae.g_01487
OG0000202	Pral.g_00850	Syae.g_01488
OG0000203	Pral.g_00849	Syae.g_01489
OG0000204	Pral.g_00848	Syae.g_01490
OG0000205	Pral.g_00842	Syae.g_01497
OG0000206	Pral.g_00837	Syae.g_01504
OG0000207	Pral.g_00835	Syae.g_01506
OG0000208	Pral.g_00834	Syae.g_01507
OG0000209	Pral.g_00825	Syae.g_01528
OG0000210	Pral.g_00824	Syae.g_01529
OG0000211	Pral.g_00807	Syae.g_02234
OG0000212	Pral.g_00799	Syae.g_02244
OG0000213	Pral.g_00781	Syae.g_02003
OG0000214	Pral.g_00772	Syae.g_01986
OG0000215	Pral.g_00746	Syae.g_01955
OG0000216	Pral.g_00744	Syae.g_01951
OG0000217	Pral.g_00741	Syae.g_01947
OG0000218	Pral.g_00739	Syae.g_01945
OG0000219	Pral.g_00738	Syae.g_01944
OG0000220	Pral.g_00737	Syae.g_01943
OG0000221	Pral.g_00736	Syae.g_01937
OG0000222	Pral.g_00729	Syae.g_01926
OG0000223	Pral.g_00716	Syae.g_01904
OG0000224	Pral.g_00714	Syae.g_01897
OG0000225	Pral.g_00686	Syae.g_02208
OG0000226	Pral.g_00682	Syae.g_02212
OG0000227	Pral.g_00680	Syae.g_02214
OG0000228	Pral.g_00677	Syae.g_02218
OG0000229	Pral.g_00658	Syae.g_00994
OG0000230	Pral.g_00656	Syae.g_00992
OG0000231	Pral.g_00644	Syae.g_00980
OG0000232	Pral.g_00631	Syae.g_02496
OG0000233	Pral.g_00625	Syae.g_02504
OG0000234	Pral.g_00616	Syae.g_02532
OG0000235	Pral.g_00612	Syae.g_02308
OG0000236	Pral.g_00597	Syae.g_02323
OG0000237	Pral.g_00584	Syae.g_02340
OG0000238	Pral.g_00578	Syae.g_02345
OG0000239	Pral.g_00565	Syae.g_02360
OG0000240	Pral.g_00564	Syae.g_02361
OG0000241	Pral.g_00560	Syae.g_00065
OG0000242	Pral.g_00558	Syae.g_02372
OG0000243	Pral.g_00547	Syae.g_02391
OG0000244	Pral.g_00544	Syae.g_02399
OG0000245	Pral.g_00542	Syae.g_02401
OG0000246	Pral.g_00538	Syae.g_02405
OG0000247	Pral.g_00527	Syae.g_02416
OG0000248	Pral.g_00524	Syae.g_02419
OG0000249	Pral.g_00522	Syae.g_02421
OG0000250	Pral.g_00516	Syae.g_02431
OG0000251	Pral.g_00498	Syae.g_02455
OG0000252	Pral.g_00495	Syae.g_02458
OG0000253	Pral.g_00494	Syae.g_02459
OG0000254	Pral.g_00477	Syae.g_00021
OG0000255	Pral.g_00470	Syae.g_00041
OG0000256	Pral.g_00460	Syae.g_00058
OG0000257	Pral.g_01430	Syae.g_00064
OG0000258	Pral.g_01444	Syae.g_00083
OG0000259	Pral.g_01461	Syae.g_00608
OG0000260	Pral.g_01464	Syae.g_00603
OG0000261	Pral.g_01467	Syae.g_00600
OG0000262	Pral.g_01471	Syae.g_00595
OG0000263	Pral.g_01761	Syae.g_00671
OG0000264	Pral.g_01750	Syae.g_00761
OG0000265	Pral.g_01729	Syae.g_00932, Syae.g_00226
OG0000266	Pral.g_01719	Syae.g_00457
OG0000267	Pral.g_01706	Syae.g_00304
OG0000268	Pral.g_01705	Syae.g_00308
OG0000269	Pral.g_01483	Syae.g_00526
OG0000270	Pral.g_01486	Syae.g_00523
OG0000271	Pral.g_01494	Syae.g_00515
OG0000272	Pral.g_01495	Syae.g_00514
OG0000273	Pral.g_01518	Syae.g_00825
OG0000274	Pral.g_01519	Syae.g_00826
OG0000275	Pral.g_01522	Syae.g_00832
OG0000276	Pral.g_01527	Syae.g_00839
OG0000277	Pral.g_01528	Syae.g_00840
OG0000278	Pral.g_01531	Syae.g_00843
OG0000279	Pral.g_01538	Syae.g_00851
OG0000280	Pral.g_01539	Syae.g_00877
OG0000281	Pral.g_01546	Syae.g_02057
OG0000282	Pral.g_01797	Syae.g_00573
OG0000283	Pral.g_01655	Syae.g_00321
OG0000284	Pral.g_01650	Syae.g_00327
OG0000285	Pral.g_01644	Syae.g_00340
OG0000286	Pral.g_01628	Syae.g_00359
OG0000287	Pral.g_00050	Syae.g_00387
OG0000288	Pral.g_01594	Syae.g_00419
OG0000289	Pral.g_01609	Syae.g_00433
OG0000290	Pral.g_01564	Syae.g_00796
OG0000291	Pral.g_01562	Syae.g_00794
OG0000292	Pral.g_01316	Syae.g_01705
OG0000293	Pral.g_01357	Syae.g_00938
OG0000294	Pral.g_01358	Syae.g_00937
OG0000295	Pral.g_01382	Syae.g_00893
OG0000296	Pral.g_01384	Syae.g_00891
OG0000297	Pral.g_01394	Syae.g_00645
OG0000298	Pral.g_01395	Syae.g_00646
OG0000299	Pral.g_01415	Syae.g_00680
OG0000300	Pral.g_01419	Syae.g_00686
OG0000301	Pral.g_01420	Syae.g_00687
OG0000302	Pral.g_01422	Syae.g_00691
OG0000303	Pral.g_01428	Syae.g_00700
OG0000304	Pral.g_00455	Syae.g_00706
OG0000305	Pral.g_01323	Syae.g_00791
OG0000306	Pral.g_01550	Syae.g_00277
OG0000307	Pral.g_01213	Syae.g_02290
OG0000308	Pral.g_01212	Syae.g_02288
OG0000309	Pral.g_01208	Syae.g_02283
OG0000310	Pral.g_01181	Syae.g_02687
OG0000311	Pral.g_01179	Syae.g_02682
OG0000312	Pral.g_01176	Syae.g_02664
OG0000313	Pral.g_01157	Syae.g_02647
OG0000314	Pral.g_01133	Syae.g_02618
OG0000315	Pral.g_01123	Syae.g_02609
OG0000316	Pral.g_01095	Syae.g_01118
OG0000317	Pral.g_00104	Syae.g_01160
OG0000318	Pral.g_00108	Syae.g_01164
OG0000319	Pral.g_00121	Syae.g_01181
OG0000320	Pral.g_00123	Syae.g_01183
OG0000321	Pral.g_00124	Syae.g_01184
OG0000322	Pral.g_00125	Syae.g_01185
OG0000323	Pral.g_00134	Syae.g_01200
OG0000324	Pral.g_00162	Syae.g_01049
OG0000325	Pral.g_00172	Syae.g_02033
OG0000326	Pral.g_00179	Syae.g_02040
OG0000327	Pral.g_00201	Syae.g_02080
OG0000328	Pral.g_00202	Syae.g_02081
OG0000329	Pral.g_00219	Syae.g_02099
OG0000330	Pral.g_00220	Syae.g_02100
OG0000331	Pral.g_00221	Syae.g_02101
OG0000332	Pral.g_00235	Syae.g_02116
OG0000333	Pral.g_00237	Syae.g_02119
OG0000334	Pral.g_00246	Syae.g_02128
OG0000335	Pral.g_00251	Syae.g_02132
OG0000336	Pral.g_00255	Syae.g_02136
OG0000337	Pral.g_00274	Syae.g_01879
OG0000338	Pral.g_00275	Syae.g_01876
OG0000339	Pral.g_00280	Syae.g_01869
OG0000340	Pral.g_00289	Syae.g_01855
OG0000341	Pral.g_00291	Syae.g_01853
OG0000342	Pral.g_00292	Syae.g_01852
OG0000343	Pral.g_00293	Syae.g_01848
OG0000344	Pral.g_00296	Syae.g_01843
OG0000345	Pral.g_00302	Syae.g_01833
OG0000346	Pral.g_00306	Syae.g_01828
OG0000347	Pral.g_00323	Syae.g_01805
OG0000348	Pral.g_00331	Syae.g_01781
OG0000349	Pral.g_00349	Syae.g_01763
OG0000350	Pral.g_00370	Syae.g_02047
OG0000351	Pral.g_00390	Syae.g_01684
OG0000352	Pral.g_00391	Syae.g_01685
OG0000353	Pral.g_00409	Syae.g_01711
OG0000354	Pral.g_01677	Syae.g_01731
OG0000355	Pral.g_00411	Syae.g_01713
OG0000356	Pral.g_00412	Syae.g_01714
OG0000357	Pral.g_00413	Syae.g_01715
OG0000358	Pral.g_00417	Syae.g_01719
OG0000359	Pral.g_00418	Syae.g_01721
OG0000360	Pral.g_00419	Syae.g_01722
OG0000361	Pral.g_00420	Syae.g_01723
OG0000362	Pral.g_00422	Syae.g_01725
OG0000363	Pral.g_01030	Syae.g_01727
OG0000364	Pral.g_01029	Syae.g_01728
OG0000365	Pral.g_01024	Syae.g_01737
OG0000366	Pral.g_01023	Syae.g_01738
OG0000367	Pral.g_01022	Syae.g_01739
OG0000368	Pral.g_01020	Syae.g_01741
OG0000369	Pral.g_01019	Syae.g_01742
OG0000370	Pral.g_01018	Syae.g_01743
OG0000371	Pral.g_01011	Syae.g_01751
OG0000372	Pral.g_01009	Syae.g_01756
OG0000373	Pral.g_01008	Syae.g_01757
OG0000374	Pral.g_01007	Syae.g_01758
OG0000375	Pral.g_01005	Syae.g_01759
OG0000376	Pral.g_01003	Syae.g_01761
OG0000377	Pral.g_00999	Syae.g_01561
OG0000378	Pral.g_00995	Syae.g_01553
OG0000379	Pral.g_00992	Syae.g_01550
OG0000380	Pral.g_00982	Syae.g_01281
OG0000381	Pral.g_00977	Syae.g_01285
OG0000382	Pral.g_00966	Syae.g_01322
OG0000383	Pral.g_00964	Syae.g_01324
OG0000384	Pral.g_00963	Syae.g_01325
OG0000385	Pral.g_00962	Syae.g_01326
OG0000386	Pral.g_00961	Syae.g_01327
OG0000387	Pral.g_00948	Syae.g_01354
OG0000388	Pral.g_00944	Syae.g_01358
OG0000389	Pral.g_00941	Syae.g_01362
OG0000390	Pral.g_00932	Syae.g_01378
OG0000391	Pral.g_00929	Syae.g_01383
OG0000392	Pral.g_00925	Syae.g_01389
OG0000393	Pral.g_00922	Syae.g_01392
OG0000394	Pral.g_00921	Syae.g_01393
OG0000395	Pral.g_00920	Syae.g_01394
OG0000396	Pral.g_00918	Syae.g_01397
OG0000397	Pral.g_00916	Syae.g_01400
OG0000398	Pral.g_00913	Syae.g_01405
OG0000399	Pral.g_00912	Syae.g_01406
OG0000400	Pral.g_00911	Syae.g_01407
OG0000401	Pral.g_00910	Syae.g_01408
OG0000402	Pral.g_00450	Syae.g_01410
OG0000403	Pral.g_00908	Syae.g_01411
OG0000404	Pral.g_00907	Syae.g_01412
OG0000405	Pral.g_00903	Syae.g_01426
OG0000406	Pral.g_00898	Syae.g_01430
OG0000407	Pral.g_00897	Syae.g_01431
OG0000408	Pral.g_00895	Syae.g_01433
OG0000409	Pral.g_00893	Syae.g_01435
OG0000410	Pral.g_00892	Syae.g_01436
OG0000411	Pral.g_00891	Syae.g_01437
OG0000412	Pral.g_00890	Syae.g_01438
OG0000413	Pral.g_00888	Syae.g_01440
OG0000415	Pral.g_00886	Syae.g_01441
OG0000416	Pral.g_00885	Syae.g_01442
OG0000417	Pral.g_00884	Syae.g_01443
OG0000418	Pral.g_00879	Syae.g_01448
OG0000419	Pral.g_00877	Syae.g_01450
OG0000420	Pral.g_00875	Syae.g_01452
OG0000421	Pral.g_00871	Syae.g_01457
OG0000422	Pral.g_00870	Syae.g_01458
OG0000423	Pral.g_00869	Syae.g_01459
OG0000424	Pral.g_00868	Syae.g_01460
OG0000425	Pral.g_00867	Syae.g_01461
OG0000426	Pral.g_00866	Syae.g_01462
OG0000427	Pral.g_00865	Syae.g_01463
OG0000428	Pral.g_00863	Syae.g_01466
OG0000429	Pral.g_00862	Syae.g_01468
OG0000430	Pral.g_00861	Syae.g_01470
OG0000431	Pral.g_00859	Syae.g_01473
OG0000432	Pral.g_00855	Syae.g_01481
OG0000433	Pral.g_00854	Syae.g_01484
OG0000434	Pral.g_00853	Syae.g_01485
OG0000435	Pral.g_00852	Syae.g_01486
OG0000436	Pral.g_00847	Syae.g_01491
OG0000437	Pral.g_00846	Syae.g_01492
OG0000438	Pral.g_00845	Syae.g_01493
OG0000439	Pral.g_00844	Syae.g_01495
OG0000440	Pral.g_00843	Syae.g_01496
OG0000441	Pral.g_00840	Syae.g_01501
OG0000442	Pral.g_00839	Syae.g_01502
OG0000443	Pral.g_00838	Syae.g_01503
OG0000444	Pral.g_00833	Syae.g_01509
OG0000445	Pral.g_00832	Syae.g_01510
OG0000446	Pral.g_00831	Syae.g_01512
OG0000447	Pral.g_00830	Syae.g_01517
OG0000448	Pral.g_00829	Syae.g_01518
OG0000449	Pral.g_00828	Syae.g_01519
OG0000450	Pral.g_00827	Syae.g_01525
OG0000451	Pral.g_00826	Syae.g_01526
OG0000452	Pral.g_00823	Syae.g_01530
OG0000453	Pral.g_00822	Syae.g_01531
OG0000454	Pral.g_00821	Syae.g_01532
OG0000455	Pral.g_00820	Syae.g_01533
OG0000456	Pral.g_00819	Syae.g_01534
OG0000457	Pral.g_00817	Syae.g_01536
OG0000458	Pral.g_00816	Syae.g_01538
OG0000459	Pral.g_00815	Syae.g_01539
OG0000460	Pral.g_00805	Syae.g_02236
OG0000461	Pral.g_00796	Syae.g_02024
OG0000462	Pral.g_00795	Syae.g_02021
OG0000463	Pral.g_00794	Syae.g_02020
OG0000464	Pral.g_00793	Syae.g_02019
OG0000465	Pral.g_00792	Syae.g_02018
OG0000466	Pral.g_00789	Syae.g_02014
OG0000467	Pral.g_00788	Syae.g_02012
OG0000468	Pral.g_00785	Syae.g_02007
OG0000469	Pral.g_00777	Syae.g_01992
OG0000470	Pral.g_00775	Syae.g_01990
OG0000471	Pral.g_00774	Syae.g_01989
OG0000472	Pral.g_00773	Syae.g_01987
OG0000473	Pral.g_00771	Syae.g_01985
OG0000474	Pral.g_00770	Syae.g_01984
OG0000475	Pral.g_00769	Syae.g_01983
OG0000476	Pral.g_00767	Syae.g_01981
OG0000477	Pral.g_00764	Syae.g_01975
OG0000478	Pral.g_00763	Syae.g_01974
OG0000479	Pral.g_00762	Syae.g_01973
OG0000480	Pral.g_00756	Syae.g_01966
OG0000481	Pral.g_00754	Syae.g_01964
OG0000482	Pral.g_00753	Syae.g_01963
OG0000483	Pral.g_00750	Syae.g_01959
OG0000484	Pral.g_00749	Syae.g_01958
OG0000485	Pral.g_00748	Syae.g_01957
OG0000486	Pral.g_00747	Syae.g_01956
OG0000487	Pral.g_00743	Syae.g_01950
OG0000488	Pral.g_00740	Syae.g_01946
OG0000489	Pral.g_00735	Syae.g_01936
OG0000490	Pral.g_00731	Syae.g_01928
OG0000491	Pral.g_00730	Syae.g_01927
OG0000492	Pral.g_00728	Syae.g_01925
OG0000493	Pral.g_00727	Syae.g_01924
OG0000494	Pral.g_00726	Syae.g_01923
OG0000495	Pral.g_00725	Syae.g_01922
OG0000496	Pral.g_00724	Syae.g_01921
OG0000497	Pral.g_00723	Syae.g_01920
OG0000498	Pral.g_00722	Syae.g_01919
OG0000499	Pral.g_00721	Syae.g_01918
OG0000500	Pral.g_00720	Syae.g_01917
OG0000501	Pral.g_00718	Syae.g_01914
OG0000502	Pral.g_00715	Syae.g_01902
OG0000503	Pral.g_00698	Syae.g_02192
OG0000504	Pral.g_00696	Syae.g_02194
OG0000505	Pral.g_00695	Syae.g_02195
OG0000506	Pral.g_00694	Syae.g_02197
OG0000507	Pral.g_00691	Syae.g_02203
OG0000508	Pral.g_00687	Syae.g_02207
OG0000509	Pral.g_00685	Syae.g_02209
OG0000510	Pral.g_00684	Syae.g_02210
OG0000511	Pral.g_00683	Syae.g_02211
OG0000512	Pral.g_00681	Syae.g_02213
OG0000513	Pral.g_00673	Syae.g_02223
OG0000514	Pral.g_00663	Syae.g_02229
OG0000515	Pral.g_00662	Syae.g_02230
OG0000516	Pral.g_00661	Syae.g_01000
OG0000517	Pral.g_00659	Syae.g_00995
OG0000518	Pral.g_00647	Syae.g_00983
OG0000519	Pral.g_00646	Syae.g_00982
OG0000520	Pral.g_00645	Syae.g_00981
OG0000521	Pral.g_00635	Syae.g_02491
OG0000522	Pral.g_00633	Syae.g_02493
OG0000523	Pral.g_00632	Syae.g_02494
OG0000524	Pral.g_00627	Syae.g_02501
OG0000525	Pral.g_00623	Syae.g_02520
OG0000526	Pral.g_00622	Syae.g_02523
OG0000527	Pral.g_00619	Syae.g_02528
OG0000528	Pral.g_00613	Syae.g_02304
OG0000529	Pral.g_00610	Syae.g_02310
OG0000530	Pral.g_00607	Syae.g_02313
OG0000531	Pral.g_00606	Syae.g_02314
OG0000532	Pral.g_00603	Syae.g_02317
OG0000533	Pral.g_00602	Syae.g_02318
OG0000534	Pral.g_00601	Syae.g_02319
OG0000535	Pral.g_00600	Syae.g_02320
OG0000536	Pral.g_00599	Syae.g_02321
OG0000537	Pral.g_00598	Syae.g_02322
OG0000538	Pral.g_00590	Syae.g_02333
OG0000539	Pral.g_00589	Syae.g_02334
OG0000540	Pral.g_00588	Syae.g_02335
OG0000541	Pral.g_00587	Syae.g_02336
OG0000542	Pral.g_00585	Syae.g_02339
OG0000543	Pral.g_00583	Syae.g_02341
OG0000544	Pral.g_00582	Syae.g_02342
OG0000545	Pral.g_00580	Syae.g_02344
OG0000546	Pral.g_00577	Syae.g_02346
OG0000547	Pral.g_00575	Syae.g_02348
OG0000548	Pral.g_00574	Syae.g_02349
OG0000549	Pral.g_00571	Syae.g_02354
OG0000550	Pral.g_00566	Syae.g_02358
OG0000551	Pral.g_00563	Syae.g_02363
OG0000552	Pral.g_00562	Syae.g_02364
OG0000553	Pral.g_00561	Syae.g_02366
OG0000554	Pral.g_00556	Syae.g_02375
OG0000555	Pral.g_00548	Syae.g_02390
OG0000556	Pral.g_00546	Syae.g_02394
OG0000557	Pral.g_00545	Syae.g_02398
OG0000558	Pral.g_00543	Syae.g_02400
OG0000559	Pral.g_00539	Syae.g_02404
OG0000560	Pral.g_00536	Syae.g_02407
OG0000561	Pral.g_00535	Syae.g_02408
OG0000562	Pral.g_00534	Syae.g_02409
OG0000563	Pral.g_00533	Syae.g_02410
OG0000564	Pral.g_00532	Syae.g_02411
OG0000565	Pral.g_00529	Syae.g_02414
OG0000566	Pral.g_00525	Syae.g_02418
OG0000567	Pral.g_00521	Syae.g_02422
OG0000568	Pral.g_00520	Syae.g_02427
OG0000569	Pral.g_00519	Syae.g_02428
OG0000570	Pral.g_00518	Syae.g_02429
OG0000571	Pral.g_00515	Syae.g_02433
OG0000572	Pral.g_00503	Syae.g_02448
OG0000573	Pral.g_00497	Syae.g_02456
OG0000574	Pral.g_00496	Syae.g_02457
OG0000575	Pral.g_00492	Syae.g_02461
OG0000576	Pral.g_00490	Syae.g_02463
OG0000577	Pral.g_00489	Syae.g_02464
OG0000578	Pral.g_00488	Syae.g_02465
OG0000579	Pral.g_00487	Syae.g_02466
OG0000580	Pral.g_00486	Syae.g_02467
OG0000581	Pral.g_00483	Syae.g_02473
OG0000582	Pral.g_00480	Syae.g_00018
OG0000583	Pral.g_00479	Syae.g_00019
OG0000584	Pral.g_00478	Syae.g_00020
OG0000585	Pral.g_00476	Syae.g_00022
OG0000586	Pral.g_00475	Syae.g_00023
OG0000587	Pral.g_00474	Syae.g_00025
