Orthogroup	Pral	Syad
OG0000132	Pral.g_00880	Syad.g_02897
OG0000133	Pral.g_00717	Syad.g_01761
OG0000134	Pral.g_00674	Syad.g_00788
OG0000135	Pral.g_01034	Syad.g_00063
OG0000136	Pral.g_00653	Syad.g_02445
OG0000137	Pral.g_00617	Syad.g_02353
OG0000138	Pral.g_00595	Syad.g_00920
OG0000139	Pral.g_00553	Syad.g_00983
OG0000140	Pral.g_00552	Syad.g_00987
OG0000141	Pral.g_00481	Syad.g_02208
OG0000142	Pral.g_01436	Syad.g_02152
OG0000143	Pral.g_01440	Syad.g_02148
OG0000144	Pral.g_01453	Syad.g_02024
OG0000145	Pral.g_01037	Syad.g_00927
OG0000146	Pral.g_01636	Syad.g_01767
OG0000147	Pral.g_01637	Syad.g_01768
OG0000148	Pral.g_01505	Syad.g_01861
OG0000149	Pral.g_01535	Syad.g_01221
OG0000150	Pral.g_01545	Syad.g_02207, Syad.g_00989
OG0000151	Pral.g_01789	Syad.g_01956
OG0000152	Pral.g_01627	Syad.g_01757
OG0000153	Pral.g_01578	Syad.g_01713
OG0000154	Pral.g_01595	Syad.g_01686
OG0000155	Pral.g_01390	Syad.g_01189
OG0000156	Pral.g_01292	Syad.g_01116
OG0000157	Pral.g_01291	Syad.g_01115
OG0000158	Pral.g_00287	Syad.g_00374
OG0000160	Pral.g_01160	Syad.g_02279
OG0000161	Pral.g_01154	Syad.g_02287
OG0000162	Pral.g_01148	Syad.g_02293
OG0000163	Pral.g_01106	Syad.g_02542
OG0000164	Pral.g_00131	Syad.g_02659
OG0000165	Pral.g_00138	Syad.g_02476
OG0000166	Pral.g_00206	Syad.g_00654
OG0000167	Pral.g_00277	Syad.g_00419
OG0000168	Pral.g_00288	Syad.g_00371
OG0000169	Pral.g_00298	Syad.g_00360
OG0000170	Pral.g_00301	Syad.g_00353
OG0000171	Pral.g_00321	Syad.g_00321
OG0000172	Pral.g_00328	Syad.g_00244
OG0000173	Pral.g_00343	Syad.g_00220
OG0000174	Pral.g_00375	Syad.g_00065
OG0000175	Pral.g_00387	Syad.g_00129
OG0000176	Pral.g_00414	Syad.g_00166
OG0000177	Pral.g_00415	Syad.g_00167
OG0000178	Pral.g_00416	Syad.g_00168
OG0000179	Pral.g_01028	Syad.g_00183
OG0000180	Pral.g_01027	Syad.g_00184
OG0000181	Pral.g_01026	Syad.g_00185
OG0000182	Pral.g_01025	Syad.g_00186
OG0000183	Pral.g_01021	Syad.g_00190
OG0000184	Pral.g_00996	Syad.g_03018
OG0000185	Pral.g_00993	Syad.g_03006
OG0000186	Pral.g_00984	Syad.g_02722
OG0000187	Pral.g_00983	Syad.g_02724
OG0000188	Pral.g_00965	Syad.g_02759
OG0000189	Pral.g_00951	Syad.g_02788
OG0000190	Pral.g_00950	Syad.g_02790
OG0000191	Pral.g_00928	Syad.g_02824
OG0000192	Pral.g_00923	Syad.g_02834
OG0000193	Pral.g_00899	Syad.g_02877
OG0000194	Pral.g_00896	Syad.g_02880
OG0000195	Pral.g_00894	Syad.g_02884
OG0000196	Pral.g_00883	Syad.g_02894
OG0000197	Pral.g_00882	Syad.g_02895
OG0000198	Pral.g_00881	Syad.g_02896
OG0000199	Pral.g_00873	Syad.g_02904
OG0000200	Pral.g_00860	Syad.g_02921
OG0000201	Pral.g_00851	Syad.g_02937
OG0000202	Pral.g_00850	Syad.g_02938
OG0000203	Pral.g_00849	Syad.g_02939
OG0000204	Pral.g_00848	Syad.g_02940
OG0000205	Pral.g_00842	Syad.g_02948
OG0000206	Pral.g_00837	Syad.g_02955
OG0000207	Pral.g_00835	Syad.g_02957
OG0000208	Pral.g_00834	Syad.g_02958
OG0000209	Pral.g_00825	Syad.g_02981
OG0000210	Pral.g_00824	Syad.g_02982
OG0000211	Pral.g_00807	Syad.g_00813
OG0000212	Pral.g_00799	Syad.g_00825
OG0000213	Pral.g_00781	Syad.g_00556
OG0000214	Pral.g_00772	Syad.g_00538
OG0000215	Pral.g_00746	Syad.g_00508
OG0000216	Pral.g_00744	Syad.g_00504, Syad.g_00285
OG0000217	Pral.g_00741	Syad.g_00500
OG0000218	Pral.g_00739	Syad.g_00498
OG0000219	Pral.g_00738	Syad.g_00497
OG0000220	Pral.g_00737	Syad.g_00496
OG0000221	Pral.g_00736	Syad.g_00488
OG0000222	Pral.g_00729	Syad.g_00473
OG0000223	Pral.g_00716	Syad.g_00451
OG0000224	Pral.g_00714	Syad.g_00444
OG0000225	Pral.g_00686	Syad.g_00777
OG0000226	Pral.g_00682	Syad.g_00781
OG0000227	Pral.g_00680	Syad.g_00783
OG0000228	Pral.g_00677	Syad.g_00784
OG0000229	Pral.g_00658	Syad.g_02450
OG0000230	Pral.g_00656	Syad.g_02448
OG0000231	Pral.g_00644	Syad.g_02436
OG0000232	Pral.g_00631	Syad.g_02392
OG0000233	Pral.g_00625	Syad.g_02382
OG0000234	Pral.g_00616	Syad.g_02351
OG0000235	Pral.g_00612	Syad.g_00903
OG0000236	Pral.g_00597	Syad.g_00918
OG0000237	Pral.g_00584	Syad.g_00936
OG0000238	Pral.g_00578	Syad.g_00941
OG0000239	Pral.g_00565	Syad.g_00957
OG0000240	Pral.g_00564	Syad.g_00958
OG0000241	Pral.g_00560	Syad.g_02160
OG0000242	Pral.g_00558	Syad.g_00975
OG0000243	Pral.g_00547	Syad.g_01000
OG0000244	Pral.g_00544	Syad.g_01012
OG0000245	Pral.g_00542	Syad.g_01014
OG0000246	Pral.g_00538	Syad.g_01017
OG0000247	Pral.g_00527	Syad.g_01029
OG0000248	Pral.g_00524	Syad.g_01032
OG0000249	Pral.g_00522	Syad.g_01034
OG0000250	Pral.g_00516	Syad.g_01044
OG0000251	Pral.g_00498	Syad.g_01071
OG0000252	Pral.g_00495	Syad.g_01078
OG0000253	Pral.g_00494	Syad.g_01081
OG0000254	Pral.g_00477	Syad.g_02203
OG0000255	Pral.g_00470	Syad.g_02185
OG0000256	Pral.g_00460	Syad.g_02167
OG0000257	Pral.g_01430	Syad.g_02161
OG0000258	Pral.g_01444	Syad.g_02143
OG0000259	Pral.g_01461	Syad.g_01576
OG0000260	Pral.g_01464	Syad.g_01587
OG0000261	Pral.g_01467	Syad.g_01590
OG0000262	Pral.g_01471	Syad.g_01595
OG0000263	Pral.g_01761	Syad.g_01475
OG0000264	Pral.g_01750	Syad.g_01360
OG0000265	Pral.g_01729	Syad.g_01383
OG0000266	Pral.g_01719	Syad.g_01804
OG0000267	Pral.g_01706	Syad.g_01645
OG0000268	Pral.g_01705	Syad.g_01646
OG0000269	Pral.g_01483	Syad.g_01894
OG0000270	Pral.g_01486	Syad.g_01891
OG0000271	Pral.g_01494	Syad.g_01883
OG0000272	Pral.g_01495	Syad.g_01882
OG0000273	Pral.g_01518	Syad.g_01247
OG0000274	Pral.g_01519	Syad.g_01246
OG0000275	Pral.g_01522	Syad.g_01242
OG0000276	Pral.g_01527	Syad.g_01229
OG0000277	Pral.g_01528	Syad.g_01228
OG0000278	Pral.g_01531	Syad.g_01225
OG0000279	Pral.g_01538	Syad.g_01208
OG0000280	Pral.g_01539	Syad.g_01198
OG0000281	Pral.g_01546	Syad.g_00624
OG0000282	Pral.g_01797	Syad.g_01619
OG0000283	Pral.g_01655	Syad.g_01661
OG0000284	Pral.g_01650	Syad.g_01787
OG0000285	Pral.g_01644	Syad.g_01776
OG0000286	Pral.g_01628	Syad.g_01758
OG0000287	Pral.g_00050	Syad.g_01720
OG0000288	Pral.g_01594	Syad.g_01687
OG0000289	Pral.g_01609	Syad.g_01672
OG0000290	Pral.g_01564	Syad.g_01287
OG0000291	Pral.g_01562	Syad.g_01289
OG0000292	Pral.g_01316	Syad.g_00155
OG0000293	Pral.g_01357	Syad.g_01124
OG0000294	Pral.g_01358	Syad.g_01125
OG0000295	Pral.g_01382	Syad.g_01181
OG0000296	Pral.g_01384	Syad.g_01183
OG0000297	Pral.g_01394	Syad.g_01512
OG0000298	Pral.g_01395	Syad.g_01511
OG0000299	Pral.g_01415	Syad.g_01462
OG0000300	Pral.g_01419	Syad.g_01455
OG0000301	Pral.g_01420	Syad.g_01454
OG0000302	Pral.g_01422	Syad.g_01453
OG0000303	Pral.g_01428	Syad.g_01442
OG0000304	Pral.g_00455	Syad.g_01436
OG0000305	Pral.g_01323	Syad.g_01292
OG0000306	Pral.g_01550	Syad.g_01989
OG0000307	Pral.g_01213	Syad.g_00883
OG0000308	Pral.g_01212	Syad.g_00881
OG0000309	Pral.g_01208	Syad.g_00876
OG0000310	Pral.g_01181	Syad.g_02250
OG0000311	Pral.g_01179	Syad.g_02254
OG0000312	Pral.g_01176	Syad.g_02265
OG0000313	Pral.g_01157	Syad.g_02284
OG0000314	Pral.g_01133	Syad.g_02313
OG0000315	Pral.g_01123	Syad.g_02323
OG0000316	Pral.g_01095	Syad.g_02564
OG0000317	Pral.g_00104	Syad.g_02620
OG0000318	Pral.g_00108	Syad.g_02624
OG0000319	Pral.g_00121	Syad.g_02642
OG0000320	Pral.g_00123	Syad.g_02644
OG0000321	Pral.g_00124	Syad.g_02645
OG0000322	Pral.g_00125	Syad.g_02646
OG0000323	Pral.g_00134	Syad.g_02661
OG0000324	Pral.g_00162	Syad.g_02505
OG0000325	Pral.g_00172	Syad.g_00591
OG0000326	Pral.g_00179	Syad.g_00598
OG0000327	Pral.g_00201	Syad.g_00649
OG0000328	Pral.g_00202	Syad.g_00650
OG0000329	Pral.g_00219	Syad.g_00668
OG0000330	Pral.g_00220	Syad.g_00669
OG0000331	Pral.g_00221	Syad.g_00670
OG0000332	Pral.g_00235	Syad.g_00685
OG0000333	Pral.g_00237	Syad.g_00688
OG0000334	Pral.g_00246	Syad.g_00697
OG0000335	Pral.g_00251	Syad.g_00702
OG0000336	Pral.g_00255	Syad.g_00706
OG0000337	Pral.g_00274	Syad.g_00425, Syad.g_00427
OG0000338	Pral.g_00275	Syad.g_00421
OG0000339	Pral.g_00280	Syad.g_00414
OG0000340	Pral.g_00289	Syad.g_00370
OG0000341	Pral.g_00291	Syad.g_00368
OG0000342	Pral.g_00292	Syad.g_00367
OG0000343	Pral.g_00293	Syad.g_00366
OG0000344	Pral.g_00296	Syad.g_00362
OG0000345	Pral.g_00302	Syad.g_00352
OG0000346	Pral.g_00306	Syad.g_00347
OG0000347	Pral.g_00323	Syad.g_00318
OG0000348	Pral.g_00331	Syad.g_00233
OG0000349	Pral.g_00349	Syad.g_00213
OG0000350	Pral.g_00370	Syad.g_00605
OG0000351	Pral.g_00390	Syad.g_00134
OG0000352	Pral.g_00391	Syad.g_00135
OG0000353	Pral.g_00409	Syad.g_00161
OG0000354	Pral.g_01677	Syad.g_00181
OG0000355	Pral.g_00411	Syad.g_00163
OG0000356	Pral.g_00412	Syad.g_00164
OG0000357	Pral.g_00413	Syad.g_00165
OG0000358	Pral.g_00417	Syad.g_00169
OG0000359	Pral.g_00418	Syad.g_00171
OG0000360	Pral.g_00419	Syad.g_00172
OG0000361	Pral.g_00420	Syad.g_00173
OG0000362	Pral.g_00422	Syad.g_00175
OG0000363	Pral.g_01030	Syad.g_00177
OG0000364	Pral.g_01029	Syad.g_00178
OG0000365	Pral.g_01024	Syad.g_00187
OG0000366	Pral.g_01023	Syad.g_00188
OG0000367	Pral.g_01022	Syad.g_00189
OG0000368	Pral.g_01020	Syad.g_00191
OG0000369	Pral.g_01019	Syad.g_00192
OG0000370	Pral.g_01018	Syad.g_00193
OG0000371	Pral.g_01011	Syad.g_00201
OG0000372	Pral.g_01009	Syad.g_00206
OG0000373	Pral.g_01008	Syad.g_00207
OG0000374	Pral.g_01007	Syad.g_00208
OG0000375	Pral.g_01005	Syad.g_00209
OG0000376	Pral.g_01003	Syad.g_00211
OG0000377	Pral.g_00999	Syad.g_03027
OG0000378	Pral.g_00995	Syad.g_03012
OG0000379	Pral.g_00992	Syad.g_03005
OG0000380	Pral.g_00982	Syad.g_02725
OG0000381	Pral.g_00977	Syad.g_02729
OG0000382	Pral.g_00966	Syad.g_02758
OG0000383	Pral.g_00964	Syad.g_02761
OG0000384	Pral.g_00963	Syad.g_02762
OG0000385	Pral.g_00962	Syad.g_02763
OG0000386	Pral.g_00961	Syad.g_02764
OG0000387	Pral.g_00948	Syad.g_02792
OG0000388	Pral.g_00944	Syad.g_02796
OG0000389	Pral.g_00941	Syad.g_02800
OG0000390	Pral.g_00932	Syad.g_02818
OG0000391	Pral.g_00929	Syad.g_02823
OG0000392	Pral.g_00925	Syad.g_02833
OG0000393	Pral.g_00922	Syad.g_02837
OG0000394	Pral.g_00921	Syad.g_02838
OG0000395	Pral.g_00920	Syad.g_02839
OG0000396	Pral.g_00918	Syad.g_02843
OG0000397	Pral.g_00916	Syad.g_02845
OG0000398	Pral.g_00913	Syad.g_02850
OG0000399	Pral.g_00912	Syad.g_02851
OG0000400	Pral.g_00911	Syad.g_02852
OG0000401	Pral.g_00910	Syad.g_02853
OG0000402	Pral.g_00450	Syad.g_02855
OG0000403	Pral.g_00908	Syad.g_02856
OG0000404	Pral.g_00907	Syad.g_02858
OG0000405	Pral.g_00903	Syad.g_02874
OG0000406	Pral.g_00898	Syad.g_02878
OG0000407	Pral.g_00897	Syad.g_02879
OG0000408	Pral.g_00895	Syad.g_02883
OG0000409	Pral.g_00893	Syad.g_02885
OG0000410	Pral.g_00892	Syad.g_02886
OG0000411	Pral.g_00891	Syad.g_02887
OG0000412	Pral.g_00890	Syad.g_02888
OG0000413	Pral.g_00888	Syad.g_02890
OG0000415	Pral.g_00886	Syad.g_02891
OG0000416	Pral.g_00885	Syad.g_02892
OG0000417	Pral.g_00884	Syad.g_02893
OG0000418	Pral.g_00879	Syad.g_02898
OG0000419	Pral.g_00877	Syad.g_02900
OG0000420	Pral.g_00875	Syad.g_02902
OG0000421	Pral.g_00871	Syad.g_02907
OG0000422	Pral.g_00870	Syad.g_02908
OG0000423	Pral.g_00869	Syad.g_02909
OG0000424	Pral.g_00868	Syad.g_02910
OG0000425	Pral.g_00867	Syad.g_02911
OG0000426	Pral.g_00866	Syad.g_02912
OG0000427	Pral.g_00865	Syad.g_02913
OG0000428	Pral.g_00863	Syad.g_02916
OG0000429	Pral.g_00862	Syad.g_02918
OG0000430	Pral.g_00861	Syad.g_02920
OG0000431	Pral.g_00859	Syad.g_02923
OG0000432	Pral.g_00855	Syad.g_02930
OG0000433	Pral.g_00854	Syad.g_02933
OG0000434	Pral.g_00853	Syad.g_02934
OG0000435	Pral.g_00852	Syad.g_02936
OG0000436	Pral.g_00847	Syad.g_02942
OG0000437	Pral.g_00846	Syad.g_02943
OG0000438	Pral.g_00845	Syad.g_02944
OG0000439	Pral.g_00844	Syad.g_02946
OG0000440	Pral.g_00843	Syad.g_02947
OG0000441	Pral.g_00840	Syad.g_02951
OG0000442	Pral.g_00839	Syad.g_02952
OG0000443	Pral.g_00838	Syad.g_02953
OG0000444	Pral.g_00833	Syad.g_02964
OG0000445	Pral.g_00832	Syad.g_02965
OG0000446	Pral.g_00831	Syad.g_02967
OG0000447	Pral.g_00830	Syad.g_02970
OG0000448	Pral.g_00829	Syad.g_02971
OG0000449	Pral.g_00828	Syad.g_02972
OG0000450	Pral.g_00827	Syad.g_02978
OG0000451	Pral.g_00826	Syad.g_02979
OG0000452	Pral.g_00823	Syad.g_02983
OG0000453	Pral.g_00822	Syad.g_02984
OG0000454	Pral.g_00821	Syad.g_02985
OG0000455	Pral.g_00820	Syad.g_02986
OG0000456	Pral.g_00819	Syad.g_02987
OG0000457	Pral.g_00817	Syad.g_02989
OG0000458	Pral.g_00816	Syad.g_02998
OG0000459	Pral.g_00815	Syad.g_02999
OG0000460	Pral.g_00805	Syad.g_00815
OG0000461	Pral.g_00796	Syad.g_00579
OG0000462	Pral.g_00795	Syad.g_00576
OG0000463	Pral.g_00794	Syad.g_00575
OG0000464	Pral.g_00793	Syad.g_00574
OG0000465	Pral.g_00792	Syad.g_00573
OG0000466	Pral.g_00789	Syad.g_00568
OG0000467	Pral.g_00788	Syad.g_00566
OG0000468	Pral.g_00785	Syad.g_00561
OG0000469	Pral.g_00777	Syad.g_00545
OG0000470	Pral.g_00775	Syad.g_00542
OG0000471	Pral.g_00774	Syad.g_00541
OG0000472	Pral.g_00773	Syad.g_00539
OG0000473	Pral.g_00771	Syad.g_00537
OG0000474	Pral.g_00770	Syad.g_00536
OG0000475	Pral.g_00769	Syad.g_00535
OG0000476	Pral.g_00767	Syad.g_00533
OG0000477	Pral.g_00764	Syad.g_00528
OG0000478	Pral.g_00763	Syad.g_00527
OG0000479	Pral.g_00762	Syad.g_00526
OG0000480	Pral.g_00756	Syad.g_00520
OG0000481	Pral.g_00754	Syad.g_00518
OG0000482	Pral.g_00753	Syad.g_00517
OG0000483	Pral.g_00750	Syad.g_00513
OG0000484	Pral.g_00749	Syad.g_00512
OG0000485	Pral.g_00748	Syad.g_00511
OG0000486	Pral.g_00747	Syad.g_00510
OG0000487	Pral.g_00743	Syad.g_00503
OG0000488	Pral.g_00740	Syad.g_00499
OG0000489	Pral.g_00735	Syad.g_00487
OG0000490	Pral.g_00731	Syad.g_00475
OG0000491	Pral.g_00730	Syad.g_00474
OG0000492	Pral.g_00728	Syad.g_00472
OG0000493	Pral.g_00727	Syad.g_00471
OG0000494	Pral.g_00726	Syad.g_00470
OG0000495	Pral.g_00725	Syad.g_00469
OG0000496	Pral.g_00724	Syad.g_00468
OG0000497	Pral.g_00723	Syad.g_00467
OG0000498	Pral.g_00722	Syad.g_00466
OG0000499	Pral.g_00721	Syad.g_00465
OG0000500	Pral.g_00720	Syad.g_00464
OG0000501	Pral.g_00718	Syad.g_00461
OG0000502	Pral.g_00715	Syad.g_00449
OG0000503	Pral.g_00698	Syad.g_00761
OG0000504	Pral.g_00696	Syad.g_00763
OG0000505	Pral.g_00695	Syad.g_00764
OG0000506	Pral.g_00694	Syad.g_00766
OG0000507	Pral.g_00691	Syad.g_00772
OG0000508	Pral.g_00687	Syad.g_00776
OG0000509	Pral.g_00685	Syad.g_00778
OG0000510	Pral.g_00684	Syad.g_00779
OG0000511	Pral.g_00683	Syad.g_00780
OG0000512	Pral.g_00681	Syad.g_00782
OG0000513	Pral.g_00673	Syad.g_00789
OG0000514	Pral.g_00663	Syad.g_00795
OG0000515	Pral.g_00662	Syad.g_00796
OG0000516	Pral.g_00661	Syad.g_02456
OG0000517	Pral.g_00659	Syad.g_02451
OG0000518	Pral.g_00647	Syad.g_02439
OG0000519	Pral.g_00646	Syad.g_02438
OG0000520	Pral.g_00645	Syad.g_02437
OG0000521	Pral.g_00635	Syad.g_01108
OG0000522	Pral.g_00633	Syad.g_01109
OG0000523	Pral.g_00632	Syad.g_01110
OG0000524	Pral.g_00627	Syad.g_02386
OG0000525	Pral.g_00623	Syad.g_02363
OG0000526	Pral.g_00622	Syad.g_02360
OG0000527	Pral.g_00619	Syad.g_02355
OG0000528	Pral.g_00613	Syad.g_00897
OG0000529	Pral.g_00610	Syad.g_00905
OG0000530	Pral.g_00607	Syad.g_00908
OG0000531	Pral.g_00606	Syad.g_00909
OG0000532	Pral.g_00603	Syad.g_00912
OG0000533	Pral.g_00602	Syad.g_00913
OG0000534	Pral.g_00601	Syad.g_00914
OG0000535	Pral.g_00600	Syad.g_00915
OG0000536	Pral.g_00599	Syad.g_00916
OG0000537	Pral.g_00598	Syad.g_00917
OG0000538	Pral.g_00590	Syad.g_00929
OG0000539	Pral.g_00589	Syad.g_00930
OG0000540	Pral.g_00588	Syad.g_00931
OG0000541	Pral.g_00587	Syad.g_00932
OG0000542	Pral.g_00585	Syad.g_00935
OG0000543	Pral.g_00583	Syad.g_00937
OG0000544	Pral.g_00582	Syad.g_00938
OG0000545	Pral.g_00580	Syad.g_00940
OG0000546	Pral.g_00577	Syad.g_00942
OG0000547	Pral.g_00575	Syad.g_00944
OG0000548	Pral.g_00574	Syad.g_00945
OG0000549	Pral.g_00571	Syad.g_00952
OG0000550	Pral.g_00566	Syad.g_00956
OG0000551	Pral.g_00563	Syad.g_00960
OG0000552	Pral.g_00562	Syad.g_00961
OG0000553	Pral.g_00561	Syad.g_00965
OG0000554	Pral.g_00556	Syad.g_00978
OG0000555	Pral.g_00548	Syad.g_00999
OG0000556	Pral.g_00546	Syad.g_01003
OG0000557	Pral.g_00545	Syad.g_01011
OG0000558	Pral.g_00543	Syad.g_01013
OG0000559	Pral.g_00539	Syad.g_01016
OG0000560	Pral.g_00536	Syad.g_01019
OG0000561	Pral.g_00535	Syad.g_01020
OG0000562	Pral.g_00534	Syad.g_01021
OG0000563	Pral.g_00533	Syad.g_01022
OG0000564	Pral.g_00532	Syad.g_01023
OG0000565	Pral.g_00529	Syad.g_01027
OG0000566	Pral.g_00525	Syad.g_01031
OG0000567	Pral.g_00521	Syad.g_01035
OG0000568	Pral.g_00520	Syad.g_01040
OG0000569	Pral.g_00519	Syad.g_01041
OG0000570	Pral.g_00518	Syad.g_01042
OG0000571	Pral.g_00515	Syad.g_01046
OG0000572	Pral.g_00503	Syad.g_01064
OG0000573	Pral.g_00497	Syad.g_01072
OG0000574	Pral.g_00496	Syad.g_01077
OG0000575	Pral.g_00492	Syad.g_01083
OG0000576	Pral.g_00490	Syad.g_01085
OG0000577	Pral.g_00489	Syad.g_01086
OG0000578	Pral.g_00488	Syad.g_01087
OG0000579	Pral.g_00487	Syad.g_01088
OG0000580	Pral.g_00486	Syad.g_01089
OG0000581	Pral.g_00483	Syad.g_01097
OG0000582	Pral.g_00480	Syad.g_02206
