Orthogroup	Pral	Prai
OG0000189	Pral.g_00951	Prai.g_00096
OG0000190	Pral.g_00950	Prai.g_00097
OG0000191	Pral.g_00928	Prai.g_00117
OG0000192	Pral.g_00923	Prai.g_00121
OG0000193	Pral.g_00899	Prai.g_00157
OG0000194	Pral.g_00896	Prai.g_00160
OG0000195	Pral.g_00894	Prai.g_00162
OG0000196	Pral.g_00883	Prai.g_00172
OG0000197	Pral.g_00882	Prai.g_00173
OG0000198	Pral.g_00881	Prai.g_00174
OG0000199	Pral.g_00873	Prai.g_00181
OG0000200	Pral.g_00860	Prai.g_00195
OG0000201	Pral.g_00851	Prai.g_00203
OG0000202	Pral.g_00850	Prai.g_00204
OG0000203	Pral.g_00849	Prai.g_00205
OG0000204	Pral.g_00848	Prai.g_00206
OG0000205	Pral.g_00842	Prai.g_00213
OG0000206	Pral.g_00837	Prai.g_00218
OG0000207	Pral.g_00835	Prai.g_00220
OG0000208	Pral.g_00834	Prai.g_00221
OG0000209	Pral.g_00825	Prai.g_00230
OG0000210	Pral.g_00824	Prai.g_00231
OG0000211	Pral.g_00807	Prai.g_00244
OG0000212	Pral.g_00799	Prai.g_00251
OG0000213	Pral.g_00781	Prai.g_00270
OG0000214	Pral.g_00772	Prai.g_00280
OG0000215	Pral.g_00746	Prai.g_00305
OG0000216	Pral.g_00744	Prai.g_00307
OG0000217	Pral.g_00741	Prai.g_00310
OG0000218	Pral.g_00739	Prai.g_00312
OG0000219	Pral.g_00738	Prai.g_00313
OG0000220	Pral.g_00737	Prai.g_00314
OG0000221	Pral.g_00736	Prai.g_00315
OG0000222	Pral.g_00729	Prai.g_00323
OG0000223	Pral.g_00716	Prai.g_00336
OG0000224	Pral.g_00714	Prai.g_00338
OG0000225	Pral.g_00686	Prai.g_00358
OG0000226	Pral.g_00682	Prai.g_00362
OG0000227	Pral.g_00680	Prai.g_00364
OG0000228	Pral.g_00677	Prai.g_00367
OG0000229	Pral.g_00658	Prai.g_00467
OG0000230	Pral.g_00656	Prai.g_00469
OG0000231	Pral.g_00644	Prai.g_00480
OG0000232	Pral.g_00631	Prai.g_00489
OG0000233	Pral.g_00625	Prai.g_00494
OG0000234	Pral.g_00616	Prai.g_00506
OG0000235	Pral.g_00612	Prai.g_00509
OG0000236	Pral.g_00597	Prai.g_00523
OG0000237	Pral.g_00584	Prai.g_00536
OG0000238	Pral.g_00578	Prai.g_00542
OG0000239	Pral.g_00565	Prai.g_00553
OG0000240	Pral.g_00564	Prai.g_00554
OG0000241	Pral.g_00560	Prai.g_00558
OG0000242	Pral.g_00558	Prai.g_00560
OG0000243	Pral.g_00547	Prai.g_00571
OG0000244	Pral.g_00544	Prai.g_00574
OG0000245	Pral.g_00542	Prai.g_00576
OG0000246	Pral.g_00538	Prai.g_00580
OG0000247	Pral.g_00527	Prai.g_00590
OG0000248	Pral.g_00524	Prai.g_00593
OG0000249	Pral.g_00522	Prai.g_00595
OG0000250	Pral.g_00516	Prai.g_00600
OG0000251	Pral.g_00498	Prai.g_00619
OG0000252	Pral.g_00495	Prai.g_00622
OG0000253	Pral.g_00494	Prai.g_00623
OG0000254	Pral.g_00477	Prai.g_00639
OG0000255	Pral.g_00470	Prai.g_00645
OG0000256	Pral.g_00460	Prai.g_00656
OG0000257	Pral.g_01430	Prai.g_00659
OG0000258	Pral.g_01444	Prai.g_00672
OG0000259	Pral.g_01461	Prai.g_00689
OG0000260	Pral.g_01464	Prai.g_00692
OG0000261	Pral.g_01467	Prai.g_00694
OG0000262	Pral.g_01471	Prai.g_00698
OG0000263	Pral.g_01761	Prai.g_00710
OG0000264	Pral.g_01750	Prai.g_00720
OG0000265	Pral.g_01729	Prai.g_00748
OG0000266	Pral.g_01719	Prai.g_00758
OG0000267	Pral.g_01706	Prai.g_00769
OG0000268	Pral.g_01705	Prai.g_00770
OG0000269	Pral.g_01483	Prai.g_00853
OG0000270	Pral.g_01486	Prai.g_00850
OG0000271	Pral.g_01494	Prai.g_00842
OG0000272	Pral.g_01495	Prai.g_00840, Prai.g_00841
OG0000273	Pral.g_01518	Prai.g_00817
OG0000274	Pral.g_01519	Prai.g_00816
OG0000275	Pral.g_01522	Prai.g_00741, Prai.g_00813
OG0000276	Pral.g_01527	Prai.g_00808
OG0000277	Pral.g_01528	Prai.g_00807
OG0000278	Pral.g_01531	Prai.g_00804
OG0000279	Pral.g_01538	Prai.g_00797
OG0000280	Pral.g_01539	Prai.g_00796
OG0000281	Pral.g_01546	Prai.g_00791
OG0000282	Pral.g_01797	Prai.g_01044
OG0000283	Pral.g_01655	Prai.g_01012
OG0000284	Pral.g_01650	Prai.g_01007
OG0000285	Pral.g_01644	Prai.g_01002
OG0000286	Pral.g_01628	Prai.g_00990
OG0000287	Pral.g_00050	Prai.g_00973
OG0000288	Pral.g_01594	Prai.g_00944
OG0000289	Pral.g_01609	Prai.g_00934
OG0000290	Pral.g_01564	Prai.g_00921
OG0000291	Pral.g_01562	Prai.g_00919
OG0000292	Pral.g_01316	Prai.g_01107
OG0000293	Pral.g_01357	Prai.g_01163
OG0000294	Pral.g_01358	Prai.g_01164
OG0000295	Pral.g_01382	Prai.g_01183
OG0000296	Pral.g_01384	Prai.g_01185
OG0000297	Pral.g_01394	Prai.g_01193
OG0000298	Pral.g_01395	Prai.g_01194
OG0000299	Pral.g_01415	Prai.g_01213
OG0000300	Pral.g_01419	Prai.g_01216
OG0000301	Pral.g_01420	Prai.g_01217
OG0000302	Pral.g_01422	Prai.g_01219
OG0000303	Pral.g_01428	Prai.g_01226
OG0000304	Pral.g_00455	Prai.g_01230
OG0000305	Pral.g_01323	Prai.g_01362
OG0000306	Pral.g_01550	Prai.g_01365
OG0000307	Pral.g_01213	Prai.g_01379
OG0000308	Pral.g_01212	Prai.g_01380
OG0000309	Pral.g_01208	Prai.g_01384
OG0000310	Pral.g_01181	Prai.g_01448
OG0000311	Pral.g_01179	Prai.g_01450
OG0000312	Pral.g_01176	Prai.g_01453
OG0000313	Pral.g_01157	Prai.g_01467
OG0000314	Pral.g_01133	Prai.g_01489
OG0000315	Pral.g_01123	Prai.g_01499
OG0000316	Pral.g_01095	Prai.g_01519
OG0000317	Pral.g_00104	Prai.g_01636
OG0000318	Pral.g_00108	Prai.g_01639
OG0000319	Pral.g_00121	Prai.g_01652
OG0000320	Pral.g_00123	Prai.g_01654
OG0000321	Pral.g_00124	Prai.g_01655
OG0000322	Pral.g_00125	Prai.g_01656
OG0000323	Pral.g_00134	Prai.g_01665
OG0000324	Pral.g_00162	Prai.g_01691
OG0000325	Pral.g_00172	Prai.g_01702
OG0000326	Pral.g_00179	Prai.g_01708
OG0000327	Pral.g_00201	Prai.g_01735
OG0000328	Pral.g_00202	Prai.g_01736
OG0000329	Pral.g_00219	Prai.g_01754
OG0000330	Pral.g_00220	Prai.g_01755
OG0000331	Pral.g_00221	Prai.g_01756
OG0000332	Pral.g_00235	Prai.g_01770
OG0000333	Pral.g_00237	Prai.g_01777
OG0000334	Pral.g_00246	Prai.g_01785
OG0000335	Pral.g_00251	Prai.g_01790
OG0000336	Pral.g_00255	Prai.g_01794
OG0000337	Pral.g_00274	Prai.g_01810
OG0000338	Pral.g_00275	Prai.g_01811
OG0000339	Pral.g_00280	Prai.g_01815
OG0000340	Pral.g_00289	Prai.g_01823
OG0000341	Pral.g_00291	Prai.g_01825
OG0000342	Pral.g_00292	Prai.g_01826
OG0000343	Pral.g_00293	Prai.g_01827
OG0000344	Pral.g_00296	Prai.g_01830
OG0000345	Pral.g_00302	Prai.g_01835
OG0000346	Pral.g_00306	Prai.g_01839
OG0000347	Pral.g_00323	Prai.g_01855
OG0000348	Pral.g_00331	Prai.g_01866
OG0000349	Pral.g_00349	Prai.g_01883
OG0000350	Pral.g_00370	Prai.g_01901
OG0000351	Pral.g_00390	Prai.g_01918
OG0000352	Pral.g_00391	Prai.g_01919
OG0000353	Pral.g_00409	Prai.g_01935
OG0000355	Pral.g_00411	Prai.g_00001
OG0000356	Pral.g_00412	Prai.g_00002
OG0000357	Pral.g_00413	Prai.g_00003
OG0000358	Pral.g_00417	Prai.g_00007
OG0000359	Pral.g_00418	Prai.g_00008
OG0000360	Pral.g_00419	Prai.g_00009
OG0000361	Pral.g_00420	Prai.g_00010
OG0000362	Pral.g_00422	Prai.g_00012
OG0000363	Pral.g_01030	Prai.g_00014
OG0000364	Pral.g_01029	Prai.g_00015
OG0000365	Pral.g_01024	Prai.g_00020
OG0000366	Pral.g_01023	Prai.g_00021
OG0000367	Pral.g_01022	Prai.g_00022
OG0000368	Pral.g_01020	Prai.g_00024
OG0000369	Pral.g_01019	Prai.g_00025
OG0000370	Pral.g_01018	Prai.g_00026
OG0000371	Pral.g_01011	Prai.g_00032
OG0000372	Pral.g_01009	Prai.g_00035
OG0000373	Pral.g_01008	Prai.g_00036
OG0000374	Pral.g_01007	Prai.g_00037
OG0000375	Pral.g_01005	Prai.g_00047
OG0000376	Pral.g_01003	Prai.g_00049
OG0000377	Pral.g_00999	Prai.g_00052
OG0000378	Pral.g_00995	Prai.g_00054
OG0000379	Pral.g_00992	Prai.g_00057
OG0000380	Pral.g_00982	Prai.g_00066
OG0000381	Pral.g_00977	Prai.g_00070
OG0000382	Pral.g_00966	Prai.g_00081
OG0000383	Pral.g_00964	Prai.g_00083
OG0000384	Pral.g_00963	Prai.g_00084
OG0000385	Pral.g_00962	Prai.g_00085
OG0000386	Pral.g_00961	Prai.g_00086
OG0000387	Pral.g_00948	Prai.g_00099
OG0000388	Pral.g_00944	Prai.g_00102
OG0000389	Pral.g_00941	Prai.g_00106
OG0000390	Pral.g_00932	Prai.g_00113
OG0000391	Pral.g_00929	Prai.g_00116
OG0000392	Pral.g_00925	Prai.g_00120
OG0000393	Pral.g_00922	Prai.g_00122
OG0000394	Pral.g_00921	Prai.g_00123
OG0000395	Pral.g_00920	Prai.g_00124
OG0000396	Pral.g_00918	Prai.g_00127
OG0000397	Pral.g_00916	Prai.g_00129
OG0000398	Pral.g_00913	Prai.g_00131
OG0000399	Pral.g_00912	Prai.g_00132
OG0000400	Pral.g_00911	Prai.g_00133
OG0000401	Pral.g_00910	Prai.g_00134
OG0000402	Pral.g_00450	Prai.g_00136
OG0000403	Pral.g_00908	Prai.g_00137
OG0000404	Pral.g_00907	Prai.g_00138
OG0000405	Pral.g_00903	Prai.g_00142
OG0000406	Pral.g_00898	Prai.g_00158
OG0000407	Pral.g_00897	Prai.g_00159
OG0000408	Pral.g_00895	Prai.g_00161
OG0000409	Pral.g_00893	Prai.g_00163
OG0000410	Pral.g_00892	Prai.g_00164
OG0000411	Pral.g_00891	Prai.g_00165
OG0000412	Pral.g_00890	Prai.g_00166
OG0000413	Pral.g_00888	Prai.g_00167
OG0000414	Pral.g_00887	Prai.g_01288, Prai.g_00168
OG0000415	Pral.g_00886	Prai.g_00169
OG0000416	Pral.g_00885	Prai.g_00170
OG0000417	Pral.g_00884	Prai.g_00171
OG0000418	Pral.g_00879	Prai.g_00176
OG0000419	Pral.g_00877	Prai.g_00178
OG0000420	Pral.g_00875	Prai.g_00179
OG0000421	Pral.g_00871	Prai.g_00184
OG0000422	Pral.g_00870	Prai.g_00185
OG0000423	Pral.g_00869	Prai.g_00186
OG0000424	Pral.g_00868	Prai.g_00187
OG0000425	Pral.g_00867	Prai.g_00188
OG0000426	Pral.g_00866	Prai.g_00189
OG0000427	Pral.g_00865	Prai.g_00190
OG0000428	Pral.g_00863	Prai.g_00192
OG0000429	Pral.g_00862	Prai.g_00193
OG0000430	Pral.g_00861	Prai.g_00194
OG0000431	Pral.g_00859	Prai.g_00196
OG0000432	Pral.g_00855	Prai.g_00199
OG0000433	Pral.g_00854	Prai.g_00200
OG0000434	Pral.g_00853	Prai.g_00201
OG0000435	Pral.g_00852	Prai.g_00202
OG0000436	Pral.g_00847	Prai.g_00207
OG0000437	Pral.g_00846	Prai.g_00208
OG0000438	Pral.g_00845	Prai.g_00209
OG0000439	Pral.g_00844	Prai.g_00211
OG0000440	Pral.g_00843	Prai.g_00212
OG0000441	Pral.g_00840	Prai.g_00215
OG0000442	Pral.g_00839	Prai.g_00216
OG0000443	Pral.g_00838	Prai.g_00217
OG0000444	Pral.g_00833	Prai.g_00222
OG0000445	Pral.g_00832	Prai.g_00223
OG0000446	Pral.g_00831	Prai.g_00224
OG0000447	Pral.g_00830	Prai.g_00225
OG0000448	Pral.g_00829	Prai.g_00226
OG0000449	Pral.g_00828	Prai.g_00227
OG0000450	Pral.g_00827	Prai.g_00228
OG0000451	Pral.g_00826	Prai.g_00229
OG0000452	Pral.g_00823	Prai.g_00232
OG0000453	Pral.g_00822	Prai.g_00233
OG0000454	Pral.g_00821	Prai.g_00234
OG0000455	Pral.g_00820	Prai.g_00235
OG0000456	Pral.g_00819	Prai.g_00236
OG0000457	Pral.g_00817	Prai.g_00237
OG0000458	Pral.g_00816	Prai.g_00238
OG0000459	Pral.g_00815	Prai.g_00239
OG0000460	Pral.g_00805	Prai.g_00246
OG0000461	Pral.g_00796	Prai.g_00255
OG0000462	Pral.g_00795	Prai.g_00257
OG0000463	Pral.g_00794	Prai.g_00258
OG0000464	Pral.g_00793	Prai.g_00259
OG0000465	Pral.g_00792	Prai.g_00260
OG0000466	Pral.g_00789	Prai.g_00263
OG0000467	Pral.g_00788	Prai.g_00264
OG0000468	Pral.g_00785	Prai.g_00266
OG0000469	Pral.g_00777	Prai.g_00275
OG0000470	Pral.g_00775	Prai.g_00277
OG0000471	Pral.g_00774	Prai.g_00278
OG0000472	Pral.g_00773	Prai.g_00279
OG0000473	Pral.g_00771	Prai.g_00281
OG0000474	Pral.g_00770	Prai.g_00282
OG0000475	Pral.g_00769	Prai.g_00283
OG0000476	Pral.g_00767	Prai.g_00284
OG0000477	Pral.g_00764	Prai.g_00288
OG0000478	Pral.g_00763	Prai.g_00289
OG0000479	Pral.g_00762	Prai.g_00290
OG0000480	Pral.g_00756	Prai.g_00295
OG0000481	Pral.g_00754	Prai.g_00297
OG0000482	Pral.g_00753	Prai.g_00298
OG0000483	Pral.g_00750	Prai.g_00301
OG0000484	Pral.g_00749	Prai.g_00302
OG0000485	Pral.g_00748	Prai.g_00303
OG0000486	Pral.g_00747	Prai.g_00304
OG0000487	Pral.g_00743	Prai.g_00308
OG0000488	Pral.g_00740	Prai.g_00311
OG0000489	Pral.g_00735	Prai.g_00316
OG0000490	Pral.g_00731	Prai.g_00321
OG0000491	Pral.g_00730	Prai.g_00322
OG0000492	Pral.g_00728	Prai.g_00324
OG0000493	Pral.g_00727	Prai.g_00325
OG0000494	Pral.g_00726	Prai.g_00326
OG0000495	Pral.g_00725	Prai.g_00327
OG0000496	Pral.g_00724	Prai.g_00328
OG0000497	Pral.g_00723	Prai.g_00329
OG0000498	Pral.g_00722	Prai.g_00330
OG0000499	Pral.g_00721	Prai.g_00331
OG0000500	Pral.g_00720	Prai.g_00332
OG0000501	Pral.g_00718	Prai.g_00334
OG0000502	Pral.g_00715	Prai.g_00337
OG0000503	Pral.g_00698	Prai.g_00347
OG0000504	Pral.g_00696	Prai.g_00348
OG0000505	Pral.g_00695	Prai.g_00349
OG0000506	Pral.g_00694	Prai.g_00351
OG0000507	Pral.g_00691	Prai.g_00354
OG0000508	Pral.g_00687	Prai.g_00357
OG0000509	Pral.g_00685	Prai.g_00359
OG0000510	Pral.g_00684	Prai.g_00360
OG0000511	Pral.g_00683	Prai.g_00361
OG0000512	Pral.g_00681	Prai.g_00363
OG0000513	Pral.g_00673	Prai.g_00370
OG0000514	Pral.g_00663	Prai.g_00462
OG0000515	Pral.g_00662	Prai.g_00463
OG0000516	Pral.g_00661	Prai.g_00464
OG0000517	Pral.g_00659	Prai.g_00466
OG0000518	Pral.g_00647	Prai.g_00477
OG0000519	Pral.g_00646	Prai.g_00478
OG0000520	Pral.g_00645	Prai.g_00479
OG0000521	Pral.g_00635	Prai.g_00484
OG0000522	Pral.g_00633	Prai.g_00486
OG0000523	Pral.g_00632	Prai.g_00487
OG0000524	Pral.g_00627	Prai.g_00492
OG0000525	Pral.g_00623	Prai.g_00495
OG0000526	Pral.g_00622	Prai.g_00496
OG0000527	Pral.g_00619	Prai.g_00503
OG0000528	Pral.g_00613	Prai.g_00508
OG0000529	Pral.g_00610	Prai.g_00511
OG0000530	Pral.g_00607	Prai.g_00514
OG0000531	Pral.g_00606	Prai.g_00515
OG0000532	Pral.g_00603	Prai.g_00517
OG0000533	Pral.g_00602	Prai.g_00518
OG0000534	Pral.g_00601	Prai.g_00519
OG0000535	Pral.g_00600	Prai.g_00520
OG0000536	Pral.g_00599	Prai.g_00521
OG0000537	Pral.g_00598	Prai.g_00522
OG0000538	Pral.g_00590	Prai.g_00530
OG0000539	Pral.g_00589	Prai.g_00531
OG0000540	Pral.g_00588	Prai.g_00532
OG0000541	Pral.g_00587	Prai.g_00533
OG0000542	Pral.g_00585	Prai.g_00535
OG0000543	Pral.g_00583	Prai.g_00537
OG0000544	Pral.g_00582	Prai.g_00538
OG0000545	Pral.g_00580	Prai.g_00540
OG0000546	Pral.g_00577	Prai.g_00543
OG0000547	Pral.g_00575	Prai.g_00544
OG0000548	Pral.g_00574	Prai.g_00545
OG0000549	Pral.g_00571	Prai.g_00547
OG0000550	Pral.g_00566	Prai.g_00552
OG0000551	Pral.g_00563	Prai.g_00555
OG0000552	Pral.g_00562	Prai.g_00556
OG0000553	Pral.g_00561	Prai.g_00557
OG0000554	Pral.g_00556	Prai.g_00562
OG0000555	Pral.g_00548	Prai.g_00570
OG0000556	Pral.g_00546	Prai.g_00572
OG0000557	Pral.g_00545	Prai.g_00573
OG0000558	Pral.g_00543	Prai.g_00575
OG0000559	Pral.g_00539	Prai.g_00579
OG0000560	Pral.g_00536	Prai.g_00582
OG0000561	Pral.g_00535	Prai.g_00583
OG0000562	Pral.g_00534	Prai.g_00584
OG0000563	Pral.g_00533	Prai.g_00585
OG0000564	Pral.g_00532	Prai.g_00586
OG0000565	Pral.g_00529	Prai.g_00589
OG0000566	Pral.g_00525	Prai.g_00592
OG0000567	Pral.g_00521	Prai.g_00596
OG0000568	Pral.g_00520	Prai.g_00597
OG0000569	Pral.g_00519	Prai.g_00598
OG0000570	Pral.g_00518	Prai.g_00599
OG0000571	Pral.g_00515	Prai.g_00601
OG0000572	Pral.g_00503	Prai.g_00614
OG0000573	Pral.g_00497	Prai.g_00620
OG0000574	Pral.g_00496	Prai.g_00621
OG0000575	Pral.g_00492	Prai.g_00625
OG0000576	Pral.g_00490	Prai.g_00627
OG0000577	Pral.g_00489	Prai.g_00628
OG0000578	Pral.g_00488	Prai.g_00629
OG0000579	Pral.g_00487	Prai.g_00630
