Orthogroup	Syah	Prat
OG0000147	Syah.g_01611	Prat.g_00886
OG0000148	Syah.g_01758	Prat.g_01020
OG0000149	Syah.g_02096	Prat.g_00991
OG0000150	Syah.g_01980	Prat.g_00981
OG0000151	Syah.g_01820	Prat.g_00726
OG0000152	Syah.g_01622	Prat.g_00896, Prat.g_01277
OG0000153	Syah.g_01656	Prat.g_00915
OG0000154	Syah.g_01682	Prat.g_00934
OG0000155	Syah.g_02123	Prat.g_01135
OG0000156	Syah.g_02185	Prat.g_01238
OG0000157	Syah.g_02186	Prat.g_01239
OG0000158	Syah.g_00204	Prat.g_01769
OG0000160	Syah.g_01289	Prat.g_01354
OG0000161	Syah.g_01282	Prat.g_01360
OG0000162	Syah.g_01276	Prat.g_01366
OG0000163	Syah.g_02315	Prat.g_01409
OG0000164	Syah.g_02423	Prat.g_01615
OG0000165	Syah.g_02251	Prat.g_01623
OG0000166	Syah.g_00747	Prat.g_01690
OG0000167	Syah.g_00183	Prat.g_01759
OG0000168	Syah.g_00205	Prat.g_01770
OG0000169	Syah.g_00237	Prat.g_01781
OG0000170	Syah.g_00245	Prat.g_01784
OG0000171	Syah.g_00271	Prat.g_01804
OG0000172	Syah.g_00293	Prat.g_01811
OG0000173	Syah.g_00313	Prat.g_01826
OG0000174	Syah.g_00461	Prat.g_01858
OG0000175	Syah.g_00402	Prat.g_01870
OG0000176	Syah.g_00369	Prat.g_00004
OG0000177	Syah.g_00368	Prat.g_00005
OG0000178	Syah.g_00367	Prat.g_00006
OG0000179	Syah.g_00355	Prat.g_00017
OG0000180	Syah.g_00354	Prat.g_00018
OG0000181	Syah.g_00353	Prat.g_00019
OG0000182	Syah.g_00352	Prat.g_00020
OG0000183	Syah.g_00348	Prat.g_01314, Prat.g_00024
OG0000184	Syah.g_00525	Prat.g_00051
OG0000185	Syah.g_00528	Prat.g_00054
OG0000186	Syah.g_02479	Prat.g_00060
OG0000187	Syah.g_02480	Prat.g_00061
OG0000188	Syah.g_02501	Prat.g_00080
OG0000189	Syah.g_02526	Prat.g_00093
OG0000190	Syah.g_02528	Prat.g_00094
OG0000191	Syah.g_00008	Prat.g_00116
OG0000192	Syah.g_00013	Prat.g_00121
OG0000193	Syah.g_00053	Prat.g_00145
OG0000194	Syah.g_00056	Prat.g_00148
OG0000195	Syah.g_00058	Prat.g_00150
OG0000196	Syah.g_00069	Prat.g_00161
OG0000197	Syah.g_00070	Prat.g_00162
OG0000198	Syah.g_00071	Prat.g_00163
OG0000199	Syah.g_00079	Prat.g_00171
OG0000200	Syah.g_00616	Prat.g_00185
OG0000202	Syah.g_00600	Prat.g_00195
OG0000203	Syah.g_00599	Prat.g_00196
OG0000204	Syah.g_00598	Prat.g_00197
OG0000205	Syah.g_00591	Prat.g_00204
OG0000206	Syah.g_00578	Prat.g_00209
OG0000207	Syah.g_00575	Prat.g_00211
OG0000208	Syah.g_00574	Prat.g_00212
OG0000209	Syah.g_00544	Prat.g_00221
OG0000210	Syah.g_00543	Prat.g_00222
OG0000211	Syah.g_00904	Prat.g_00238
OG0000212	Syah.g_00913	Prat.g_00246
OG0000213	Syah.g_00657	Prat.g_00264
OG0000214	Syah.g_00641	Prat.g_00274
OG0000215	Syah.g_00101	Prat.g_00300
OG0000216	Syah.g_00105	Prat.g_00302
OG0000217	Syah.g_00109	Prat.g_00305
OG0000218	Syah.g_00111	Prat.g_00307
OG0000219	Syah.g_00112	Prat.g_00308
OG0000220	Syah.g_00113	Prat.g_00309
OG0000221	Syah.g_00120	Prat.g_00310
OG0000222	Syah.g_00131	Prat.g_00317
OG0000223	Syah.g_00153	Prat.g_00330
OG0000224	Syah.g_00162	Prat.g_00332
OG0000225	Syah.g_00874	Prat.g_00360
OG0000226	Syah.g_00878	Prat.g_00364
OG0000227	Syah.g_00880	Prat.g_00366
OG0000228	Syah.g_00887	Prat.g_00369
OG0000229	Syah.g_02236	Prat.g_00396
OG0000230	Syah.g_02234	Prat.g_00398
OG0000231	Syah.g_02218	Prat.g_00411
OG0000232	Syah.g_01206	Prat.g_00419
OG0000233	Syah.g_01210	Prat.g_00426
OG0000234	Syah.g_01222	Prat.g_00435
OG0000235	Syah.g_00996	Prat.g_00439
OG0000236	Syah.g_01011	Prat.g_00454
OG0000237	Syah.g_01028	Prat.g_00469
OG0000238	Syah.g_01032	Prat.g_00475
OG0000239	Syah.g_01048	Prat.g_00487
OG0000240	Syah.g_01049	Prat.g_00488
OG0000241	Syah.g_01944	Prat.g_00492
OG0000242	Syah.g_01062	Prat.g_00494
OG0000243	Syah.g_01079	Prat.g_00504
OG0000244	Syah.g_01087	Prat.g_00507
OG0000245	Syah.g_01090	Prat.g_00509
OG0000246	Syah.g_01094	Prat.g_00514, Prat.g_00513
OG0000247	Syah.g_01106	Prat.g_00525
OG0000248	Syah.g_01109	Prat.g_00528
OG0000249	Syah.g_01111	Prat.g_00530
OG0000250	Syah.g_01120	Prat.g_00536
OG0000251	Syah.g_01145	Prat.g_00553
OG0000252	Syah.g_01148	Prat.g_00556
OG0000253	Syah.g_01149	Prat.g_00557
OG0000254	Syah.g_01976	Prat.g_00574
OG0000255	Syah.g_01968	Prat.g_00581
OG0000256	Syah.g_01952	Prat.g_00591
OG0000257	Syah.g_01945	Prat.g_01097
OG0000258	Syah.g_01926	Prat.g_01081
OG0000259	Syah.g_01494	Prat.g_01064
OG0000260	Syah.g_01497	Prat.g_01061
OG0000261	Syah.g_01500	Prat.g_01058
OG0000262	Syah.g_01505	Prat.g_01054
OG0000263	Syah.g_01410	Prat.g_00754
OG0000264	Syah.g_02000	Prat.g_00765
OG0000265	Syah.g_02252	Prat.g_00788
OG0000266	Syah.g_01714	Prat.g_00801
OG0000267	Syah.g_01574	Prat.g_00814
OG0000268	Syah.g_01575	Prat.g_00815
OG0000269	Syah.g_01784	Prat.g_01042
OG0000270	Syah.g_01781	Prat.g_01039
OG0000271	Syah.g_01773	Prat.g_01031
OG0000272	Syah.g_01772	Prat.g_01030
OG0000273	Syah.g_02075	Prat.g_01007
OG0000274	Syah.g_02076	Prat.g_01006
OG0000275	Syah.g_02081	Prat.g_01004
OG0000276	Syah.g_02088	Prat.g_00999
OG0000277	Syah.g_02089	Prat.g_00998
OG0000278	Syah.g_02092	Prat.g_00995
OG0000279	Syah.g_02100	Prat.g_00988
OG0000280	Syah.g_02112	Prat.g_00987
OG0000281	Syah.g_00722	Prat.g_00980
OG0000282	Syah.g_01531	Prat.g_00718
OG0000283	Syah.g_01585	Prat.g_00868
OG0000284	Syah.g_01591	Prat.g_00873
OG0000285	Syah.g_01603	Prat.g_00879
OG0000286	Syah.g_01621	Prat.g_00895
OG0000287	Syah.g_01231	Prat.g_00912
OG0000288	Syah.g_01681	Prat.g_00933
OG0000289	Syah.g_01695	Prat.g_00948
OG0000290	Syah.g_02033	Prat.g_00962
OG0000291	Syah.g_02031	Prat.g_00964
OG0000292	Syah.g_00380	Prat.g_01208
OG0000293	Syah.g_02173	Prat.g_01165
OG0000294	Syah.g_02172	Prat.g_01164
OG0000295	Syah.g_02131	Prat.g_01142
OG0000296	Syah.g_02129	Prat.g_01140
OG0000297	Syah.g_01427	Prat.g_01131
OG0000298	Syah.g_01426	Prat.g_01130
OG0000299	Syah.g_01404	Prat.g_01112
OG0000300	Syah.g_01397	Prat.g_01108
OG0000301	Syah.g_01396	Prat.g_01107
OG0000302	Syah.g_01395	Prat.g_01105
OG0000303	Syah.g_01387	Prat.g_01099
OG0000304	Syah.g_01382	Prat.g_00595
OG0000305	Syah.g_02028	Prat.g_01200
OG0000306	Syah.g_02116	Prat.g_00976
OG0000307	Syah.g_00978	Prat.g_01300
OG0000308	Syah.g_00976	Prat.g_01301
OG0000309	Syah.g_00971	Prat.g_01305
OG0000310	Syah.g_01321	Prat.g_01336
OG0000311	Syah.g_01317	Prat.g_01338
OG0000312	Syah.g_01304	Prat.g_01341
OG0000313	Syah.g_01285	Prat.g_01357
OG0000314	Syah.g_01259	Prat.g_01382
OG0000315	Syah.g_01248	Prat.g_01392
OG0000316	Syah.g_02333	Prat.g_01420
OG0000317	Syah.g_02380	Prat.g_01589
OG0000318	Syah.g_02385	Prat.g_01593
OG0000319	Syah.g_02405	Prat.g_01605
OG0000320	Syah.g_02407	Prat.g_01607
OG0000321	Syah.g_02408	Prat.g_01608
OG0000322	Syah.g_02409	Prat.g_01609
OG0000323	Syah.g_02425	Prat.g_01618
OG0000324	Syah.g_02278	Prat.g_01647
OG0000325	Syah.g_00689	Prat.g_01657
OG0000326	Syah.g_00696	Prat.g_01664
OG0000327	Syah.g_00742	Prat.g_01685
OG0000328	Syah.g_00743	Prat.g_01686
OG0000329	Syah.g_00760	Prat.g_01703
OG0000330	Syah.g_00761	Prat.g_01704
OG0000331	Syah.g_00762	Prat.g_01705
OG0000332	Syah.g_00776	Prat.g_01718
OG0000333	Syah.g_00779	Prat.g_01720
OG0000334	Syah.g_00789	Prat.g_01729
OG0000335	Syah.g_00794	Prat.g_01734
OG0000336	Syah.g_00798	Prat.g_01738
OG0000337	Syah.g_00178	Prat.g_01756
OG0000338	Syah.g_00181	Prat.g_01757
OG0000339	Syah.g_00188	Prat.g_01762
OG0000340	Syah.g_00206	Prat.g_01771
OG0000341	Syah.g_00208	Prat.g_01773
OG0000342	Syah.g_00209	Prat.g_01775
OG0000343	Syah.g_00231	Prat.g_01776
OG0000344	Syah.g_00235	Prat.g_01779
OG0000345	Syah.g_00246	Prat.g_01785
OG0000346	Syah.g_00251	Prat.g_01789
OG0000347	Syah.g_00275	Prat.g_01806
OG0000348	Syah.g_00301	Prat.g_01814
OG0000349	Syah.g_00320	Prat.g_01832
OG0000350	Syah.g_00703	Prat.g_01853
OG0000351	Syah.g_00399	Prat.g_01873
OG0000352	Syah.g_00398	Prat.g_01874
OG0000353	Syah.g_00374	Prat.g_01892
OG0000354	Syah.g_00561	Prat.g_00845
OG0000355	Syah.g_00372	Prat.g_00001
OG0000356	Syah.g_00371	Prat.g_00002
OG0000357	Syah.g_00370	Prat.g_00003
OG0000358	Syah.g_00366	Prat.g_00007
OG0000359	Syah.g_00364	Prat.g_00008
OG0000360	Syah.g_00363	Prat.g_00009
OG0000361	Syah.g_00362	Prat.g_00010
OG0000362	Syah.g_00360	Prat.g_00013
OG0000363	Syah.g_00358	Prat.g_00015
OG0000364	Syah.g_00357	Prat.g_00016
OG0000365	Syah.g_00351	Prat.g_00021
OG0000366	Syah.g_00350	Prat.g_00022
OG0000367	Syah.g_00349	Prat.g_00023
OG0000368	Syah.g_00347	Prat.g_00025
OG0000369	Syah.g_00346	Prat.g_00026
OG0000370	Syah.g_00345	Prat.g_00027
OG0000371	Syah.g_00338	Prat.g_00034
OG0000372	Syah.g_00333	Prat.g_00036
OG0000373	Syah.g_00332	Prat.g_00037
OG0000374	Syah.g_00331	Prat.g_00038
OG0000375	Syah.g_00329	Prat.g_00042
OG0000376	Syah.g_00327	Prat.g_00044
OG0000377	Syah.g_00517	Prat.g_00048
OG0000378	Syah.g_00526	Prat.g_00052
OG0000379	Syah.g_00529	Prat.g_00055
OG0000380	Syah.g_02481	Prat.g_00062
OG0000381	Syah.g_02484	Prat.g_00067
OG0000382	Syah.g_02500	Prat.g_00079
OG0000383	Syah.g_02502	Prat.g_00081
OG0000384	Syah.g_02503	Prat.g_00082
OG0000385	Syah.g_02504	Prat.g_00083
OG0000386	Syah.g_02505	Prat.g_00084
OG0000387	Syah.g_02530	Prat.g_00096
OG0000388	Syah.g_02533	Prat.g_00100
OG0000389	Syah.g_02536	Prat.g_00103
OG0000390	Syah.g_00002	Prat.g_00112
OG0000391	Syah.g_00007	Prat.g_00115
OG0000392	Syah.g_00012	Prat.g_00118
OG0000393	Syah.g_00014	Prat.g_00122
OG0000394	Syah.g_00015	Prat.g_00123
OG0000395	Syah.g_00016	Prat.g_00124
OG0000396	Syah.g_00019	Prat.g_00126
OG0000397	Syah.g_00021	Prat.g_00128
OG0000398	Syah.g_00027	Prat.g_00131
OG0000399	Syah.g_00028	Prat.g_00132
OG0000400	Syah.g_00029	Prat.g_00133
OG0000401	Syah.g_00030	Prat.g_00134
OG0000402	Syah.g_00033	Prat.g_00601
OG0000403	Syah.g_00034	Prat.g_00136
OG0000404	Syah.g_00036	Prat.g_00137
OG0000405	Syah.g_00050	Prat.g_00141
OG0000406	Syah.g_00054	Prat.g_00146
OG0000407	Syah.g_00055	Prat.g_00147
OG0000408	Syah.g_00057	Prat.g_00149
OG0000409	Syah.g_00059	Prat.g_00151
OG0000410	Syah.g_00060	Prat.g_00152
OG0000411	Syah.g_00061	Prat.g_00153
OG0000412	Syah.g_00062	Prat.g_00154
OG0000413	Syah.g_00064	Prat.g_00156
OG0000414	Syah.g_00065	Prat.g_00157
OG0000415	Syah.g_00066	Prat.g_00158
OG0000416	Syah.g_00067	Prat.g_00159
OG0000417	Syah.g_00068	Prat.g_00160
OG0000418	Syah.g_00073	Prat.g_00165
OG0000419	Syah.g_00075	Prat.g_00167
OG0000420	Syah.g_00077	Prat.g_00169
OG0000421	Syah.g_00082	Prat.g_00174
OG0000422	Syah.g_00083	Prat.g_00175
OG0000423	Syah.g_00084	Prat.g_00176
OG0000424	Syah.g_00085	Prat.g_00177
OG0000425	Syah.g_00086	Prat.g_00178
OG0000426	Syah.g_00087	Prat.g_00179
OG0000427	Syah.g_00088	Prat.g_00180
OG0000428	Syah.g_00620	Prat.g_00182
OG0000429	Syah.g_00618	Prat.g_00183
OG0000430	Syah.g_00617	Prat.g_00184
OG0000431	Syah.g_00613	Prat.g_00186
OG0000432	Syah.g_00607	Prat.g_00190
OG0000433	Syah.g_00605	Prat.g_00191
OG0000434	Syah.g_00604	Prat.g_00192
OG0000435	Syah.g_00602	Prat.g_00193
OG0000436	Syah.g_00597	Prat.g_00198
OG0000437	Syah.g_00596	Prat.g_00199
OG0000438	Syah.g_00595	Prat.g_00200
OG0000439	Syah.g_00593	Prat.g_00202
OG0000440	Syah.g_00592	Prat.g_00203
OG0000441	Syah.g_00585	Prat.g_00206
OG0000442	Syah.g_00580	Prat.g_00207
OG0000443	Syah.g_00579	Prat.g_00208
OG0000444	Syah.g_00573	Prat.g_00213
OG0000445	Syah.g_00572	Prat.g_00214
OG0000446	Syah.g_00570	Prat.g_00215
OG0000447	Syah.g_00567	Prat.g_00216
OG0000448	Syah.g_00566	Prat.g_00217
OG0000449	Syah.g_00565	Prat.g_00218
OG0000450	Syah.g_00547	Prat.g_00219
OG0000451	Syah.g_00546	Prat.g_00220
OG0000452	Syah.g_00542	Prat.g_00223
OG0000453	Syah.g_00541	Prat.g_00224
OG0000454	Syah.g_00540	Prat.g_00225
OG0000455	Syah.g_00539	Prat.g_00226
OG0000456	Syah.g_00538	Prat.g_00227
OG0000457	Syah.g_00536	Prat.g_00229
OG0000458	Syah.g_00535	Prat.g_00230
OG0000459	Syah.g_00534	Prat.g_00231
OG0000460	Syah.g_00906	Prat.g_00240
OG0000461	Syah.g_00678	Prat.g_00249
OG0000462	Syah.g_00675	Prat.g_00250
OG0000463	Syah.g_00674	Prat.g_00251
OG0000464	Syah.g_00673	Prat.g_00252
OG0000465	Syah.g_00672	Prat.g_00253
OG0000466	Syah.g_00668	Prat.g_00256
OG0000467	Syah.g_00666	Prat.g_00257
OG0000468	Syah.g_00661	Prat.g_00260
OG0000469	Syah.g_00647	Prat.g_00269
OG0000470	Syah.g_00645	Prat.g_00271
OG0000471	Syah.g_00644	Prat.g_00272
OG0000472	Syah.g_00642	Prat.g_00273
OG0000473	Syah.g_00640	Prat.g_00275
OG0000474	Syah.g_00639	Prat.g_00276
OG0000475	Syah.g_00638	Prat.g_00277
OG0000476	Syah.g_00636	Prat.g_00279
OG0000477	Syah.g_00630	Prat.g_00282
OG0000478	Syah.g_00629	Prat.g_00283
OG0000479	Syah.g_00628	Prat.g_00284
OG0000480	Syah.g_00089	Prat.g_00290
OG0000481	Syah.g_00091	Prat.g_00292
OG0000482	Syah.g_00092	Prat.g_00293
OG0000483	Syah.g_00096	Prat.g_00296
OG0000484	Syah.g_00097	Prat.g_00297
OG0000485	Syah.g_00098	Prat.g_00298
OG0000486	Syah.g_00099	Prat.g_00299
OG0000487	Syah.g_00106	Prat.g_00303
OG0000488	Syah.g_00110	Prat.g_00306
OG0000489	Syah.g_00121	Prat.g_00311
OG0000490	Syah.g_00129	Prat.g_00315
OG0000491	Syah.g_00130	Prat.g_00316
OG0000492	Syah.g_00132	Prat.g_00318
OG0000493	Syah.g_00133	Prat.g_00319
OG0000494	Syah.g_00134	Prat.g_00320
OG0000495	Syah.g_00135	Prat.g_00321
OG0000496	Syah.g_00136	Prat.g_00322
OG0000497	Syah.g_00137	Prat.g_00323
OG0000498	Syah.g_00138	Prat.g_00324
OG0000499	Syah.g_00139	Prat.g_00325
OG0000500	Syah.g_00140	Prat.g_00326
OG0000501	Syah.g_00143	Prat.g_00328
OG0000502	Syah.g_00155	Prat.g_00331
OG0000503	Syah.g_00858	Prat.g_00348
OG0000504	Syah.g_00860	Prat.g_00350
OG0000505	Syah.g_00861	Prat.g_00351
OG0000506	Syah.g_00863	Prat.g_00352
OG0000507	Syah.g_00869	Prat.g_00355
OG0000508	Syah.g_00873	Prat.g_00359
OG0000509	Syah.g_00875	Prat.g_00361
OG0000510	Syah.g_00876	Prat.g_00362
OG0000511	Syah.g_00877	Prat.g_00363
OG0000512	Syah.g_00879	Prat.g_00365
OG0000513	Syah.g_00892	Prat.g_00373
OG0000514	Syah.g_00899	Prat.g_00390
OG0000515	Syah.g_00900	Prat.g_00391
OG0000516	Syah.g_02231	Prat.g_00392
OG0000517	Syah.g_02237	Prat.g_00395
OG0000518	Syah.g_02221	Prat.g_00407
OG0000519	Syah.g_02220	Prat.g_00408
OG0000520	Syah.g_02219	Prat.g_00410
OG0000521	Syah.g_01202	Prat.g_00415
OG0000522	Syah.g_01204	Prat.g_00417
OG0000523	Syah.g_01205	Prat.g_00418
OG0000524	Syah.g_01207	Prat.g_00424
OG0000525	Syah.g_01212	Prat.g_00428
OG0000526	Syah.g_01215	Prat.g_00429
OG0000527	Syah.g_01219	Prat.g_00432
OG0000528	Syah.g_00991	Prat.g_00438
OG0000529	Syah.g_00998	Prat.g_00441
OG0000530	Syah.g_01001	Prat.g_00444
OG0000531	Syah.g_01002	Prat.g_00445
OG0000532	Syah.g_01005	Prat.g_00447
OG0000533	Syah.g_01006	Prat.g_00448
OG0000534	Syah.g_01007	Prat.g_00449
OG0000535	Syah.g_01008	Prat.g_00450
OG0000536	Syah.g_01009	Prat.g_00451
OG0000537	Syah.g_01010	Prat.g_00453
OG0000538	Syah.g_01021	Prat.g_00463
OG0000539	Syah.g_01022	Prat.g_00464
OG0000540	Syah.g_01023	Prat.g_00465
OG0000541	Syah.g_01024	Prat.g_00466
OG0000542	Syah.g_01027	Prat.g_00468
OG0000543	Syah.g_01029	Prat.g_00470
OG0000545	Syah.g_01031	Prat.g_00473
OG0000546	Syah.g_01033	Prat.g_00476
OG0000547	Syah.g_01035	Prat.g_00478
OG0000548	Syah.g_01036	Prat.g_00479
OG0000549	Syah.g_01042	Prat.g_00482
OG0000550	Syah.g_01046	Prat.g_00486
OG0000551	Syah.g_01051	Prat.g_00489
OG0000552	Syah.g_01052	Prat.g_00490
OG0000553	Syah.g_01054	Prat.g_00491
OG0000554	Syah.g_01065	Prat.g_00496
OG0000555	Syah.g_01078	Prat.g_00503
OG0000556	Syah.g_01084	Prat.g_00505
OG0000557	Syah.g_01086	Prat.g_00506
OG0000558	Syah.g_01088	Prat.g_00508
OG0000559	Syah.g_01093	Prat.g_00512
OG0000560	Syah.g_01096	Prat.g_00516
OG0000561	Syah.g_01097	Prat.g_00517
OG0000562	Syah.g_01098	Prat.g_00518
OG0000563	Syah.g_01099	Prat.g_00519
OG0000564	Syah.g_01100	Prat.g_00520
OG0000565	Syah.g_01104	Prat.g_00523
OG0000566	Syah.g_01108	Prat.g_00527
OG0000567	Syah.g_01112	Prat.g_00531
OG0000568	Syah.g_01116	Prat.g_00532
OG0000569	Syah.g_01117	Prat.g_00533
OG0000570	Syah.g_01118	Prat.g_00534
OG0000571	Syah.g_01122	Prat.g_00537
OG0000572	Syah.g_01137	Prat.g_00549
OG0000573	Syah.g_01146	Prat.g_00554
OG0000574	Syah.g_01147	Prat.g_00555
OG0000575	Syah.g_01151	Prat.g_00559
OG0000576	Syah.g_01153	Prat.g_00561
OG0000577	Syah.g_01154	Prat.g_00562
OG0000578	Syah.g_01155	Prat.g_00563
OG0000579	Syah.g_01156	Prat.g_00564
OG0000580	Syah.g_01157	Prat.g_00565
OG0000581	Syah.g_01163	Prat.g_00568
OG0000582	Syah.g_01979	Prat.g_00571
OG0000583	Syah.g_01978	Prat.g_00572
