Orthogroup	Syah	Prbg
OG0000076	Syah.g_00250	Prbg.g_01847
OG0000077	Syah.g_02494	Prbg.g_00791
OG0000079	Syah.g_00665	Prbg.g_01035
OG0000081	Syah.g_00922	Prbg.g_00248
OG0000082	Syah.g_01136	Prbg.g_00304, Prbg.g_01639
OG0000084	Syah.g_01296	Prbg.g_00588
OG0000085	Syah.g_02372	Prbg.g_01642, Prbg.g_00716
OG0000086	Syah.g_02511	Prbg.g_00782
OG0000087	Syah.g_00038	Prbg.g_00913
OG0000088	Syah.g_00074	Prbg.g_00944
OG0000089	Syah.g_00888	Prbg.g_00137
OG0000090	Syah.g_01064	Prbg.g_00250
OG0000091	Syah.g_01927	Prbg.g_01414
OG0000097	Syah.g_01400	Prbg.g_01440
OG0000098	Syah.g_00723	Prbg.g_00505
OG0000099	Syah.g_00144	Prbg.g_00552
OG0000100	Syah.g_01747	Prbg.g_00670
OG0000101	Syah.g_00785	Prbg.g_01785
OG0000102	Syah.g_00255	Prbg.g_01852
OG0000103	Syah.g_00391	Prbg.g_01937
OG0000104	Syah.g_00377	Prbg.g_00763
OG0000105	Syah.g_00632	Prbg.g_00053
OG0000106	Syah.g_01544	Prbg.g_00388
OG0000107	Syah.g_00688	Prbg.g_01714
OG0000108	Syah.g_00997	Prbg.g_00199
OG0000109	Syah.g_01012	Prbg.g_00213
OG0000110	Syah.g_01124	Prbg.g_00293
OG0000112	Syah.g_01613	Prbg.g_00366
OG0000113	Syah.g_01752	Prbg.g_01182
OG0000114	Syah.g_01529	Prbg.g_01084
OG0000115	Syah.g_01269	Prbg.g_01555
OG0000116	Syah.g_02175	Prbg.g_01497
OG0000117	Syah.g_01425	Prbg.g_01459
OG0000118	Syah.g_01173	Prbg.g_00490
OG0000120	Syah.g_00145	Prbg.g_00549
OG0000121	Syah.g_01287	Prbg.g_00593
OG0000122	Syah.g_01900	Prbg.g_00448, Prbg.g_00634
OG0000123	Syah.g_00793	Prbg.g_01792
OG0000124	Syah.g_00272	Prbg.g_01864
OG0000125	Syah.g_00504	Prbg.g_01900
OG0000126	Syah.g_00379	Prbg.g_00762
OG0000128	Syah.g_00361	Prbg.g_00778
OG0000129	Syah.g_00516	Prbg.g_00829
OG0000130	Syah.g_02483	Prbg.g_00800
OG0000131	Syah.g_00052	Prbg.g_00922
OG0000132	Syah.g_00072	Prbg.g_00942
OG0000133	Syah.g_01618	Prbg.g_00100
OG0000134	Syah.g_00891	Prbg.g_00139
OG0000135	Syah.g_00465	Prbg.g_00459
OG0000136	Syah.g_02227	Prbg.g_00161
OG0000137	Syah.g_01221	Prbg.g_00194
OG0000138	Syah.g_01013	Prbg.g_00214
OG0000139	Syah.g_01070	Prbg.g_00254
OG0000140	Syah.g_01071	Prbg.g_00255
OG0000141	Syah.g_01981	Prbg.g_00327
OG0000142	Syah.g_01935	Prbg.g_01422
OG0000143	Syah.g_01931	Prbg.g_01418
OG0000144	Syah.g_01824	Prbg.g_01404
OG0000145	Syah.g_01019	Prbg.g_00461
OG0000146	Syah.g_01612	Prbg.g_00365
OG0000147	Syah.g_01611	Prbg.g_00364
OG0000148	Syah.g_01758	Prbg.g_01176
OG0000149	Syah.g_02096	Prbg.g_01208
OG0000150	Syah.g_01980	Prbg.g_01218
OG0000151	Syah.g_01820	Prbg.g_01094
OG0000152	Syah.g_01622	Prbg.g_01287
OG0000153	Syah.g_01656	Prbg.g_01306
OG0000154	Syah.g_01682	Prbg.g_01326
OG0000155	Syah.g_02123	Prbg.g_01465
OG0000156	Syah.g_02185	Prbg.g_00466
OG0000157	Syah.g_02186	Prbg.g_00467
OG0000158	Syah.g_00204	Prbg.g_01829
OG0000160	Syah.g_01289	Prbg.g_00592
OG0000161	Syah.g_01282	Prbg.g_00598
OG0000162	Syah.g_01276	Prbg.g_00604
OG0000163	Syah.g_02315	Prbg.g_00643
OG0000164	Syah.g_02423	Prbg.g_01674
OG0000165	Syah.g_02251	Prbg.g_01681
OG0000166	Syah.g_00747	Prbg.g_01748
OG0000167	Syah.g_00183	Prbg.g_01819
OG0000168	Syah.g_00205	Prbg.g_01830
OG0000169	Syah.g_00237	Prbg.g_01840
OG0000170	Syah.g_00245	Prbg.g_01843
OG0000171	Syah.g_00271	Prbg.g_01863
OG0000172	Syah.g_00293	Prbg.g_01870
OG0000173	Syah.g_00313	Prbg.g_01885
OG0000174	Syah.g_00461	Prbg.g_01915
OG0000175	Syah.g_00402	Prbg.g_01928
OG0000176	Syah.g_00369	Prbg.g_00771
OG0000177	Syah.g_00368	Prbg.g_00772
OG0000178	Syah.g_00367	Prbg.g_00773
OG0000179	Syah.g_00355	Prbg.g_00858
OG0000180	Syah.g_00354	Prbg.g_00857
OG0000181	Syah.g_00353	Prbg.g_00856
OG0000182	Syah.g_00352	Prbg.g_00855
OG0000183	Syah.g_00348	Prbg.g_00851
OG0000184	Syah.g_00525	Prbg.g_00825
OG0000185	Syah.g_00528	Prbg.g_00822
OG0000186	Syah.g_02479	Prbg.g_00806
OG0000187	Syah.g_02480	Prbg.g_00805
OG0000188	Syah.g_02501	Prbg.g_00788
OG0000189	Syah.g_02526	Prbg.g_00866
OG0000190	Syah.g_02528	Prbg.g_00868
OG0000191	Syah.g_00008	Prbg.g_00891
OG0000192	Syah.g_00013	Prbg.g_00896
OG0000193	Syah.g_00053	Prbg.g_00923
OG0000194	Syah.g_00056	Prbg.g_00926
OG0000195	Syah.g_00058	Prbg.g_00928
OG0000196	Syah.g_00069	Prbg.g_00939
OG0000197	Syah.g_00070	Prbg.g_00940
OG0000198	Syah.g_00071	Prbg.g_00941
OG0000199	Syah.g_00079	Prbg.g_00948
OG0000200	Syah.g_00616	Prbg.g_00962
OG0000202	Syah.g_00600	Prbg.g_00972
OG0000203	Syah.g_00599	Prbg.g_00973
OG0000204	Syah.g_00598	Prbg.g_00974
OG0000205	Syah.g_00591	Prbg.g_00981
OG0000206	Syah.g_00578	Prbg.g_00986
OG0000207	Syah.g_00575	Prbg.g_00989
OG0000208	Syah.g_00574	Prbg.g_00990
OG0000209	Syah.g_00544	Prbg.g_00999
OG0000210	Syah.g_00543	Prbg.g_01000
OG0000211	Syah.g_00904	Prbg.g_01015
OG0000212	Syah.g_00913	Prbg.g_01023
OG0000213	Syah.g_00657	Prbg.g_01041
OG0000214	Syah.g_00641	Prbg.g_00046
OG0000215	Syah.g_00101	Prbg.g_00073
OG0000216	Syah.g_00105	Prbg.g_00074
OG0000217	Syah.g_00109	Prbg.g_00077
OG0000218	Syah.g_00111	Prbg.g_00079
OG0000219	Syah.g_00112	Prbg.g_00080
OG0000220	Syah.g_00113	Prbg.g_00081
OG0000221	Syah.g_00120	Prbg.g_00082
OG0000222	Syah.g_00131	Prbg.g_00089
OG0000223	Syah.g_00153	Prbg.g_00101
OG0000224	Syah.g_00162	Prbg.g_00103
OG0000225	Syah.g_00874	Prbg.g_00129
OG0000226	Syah.g_00878	Prbg.g_01941
OG0000227	Syah.g_00880	Prbg.g_01943
OG0000228	Syah.g_00887	Prbg.g_00136
OG0000229	Syah.g_02236	Prbg.g_00156
OG0000230	Syah.g_02234	Prbg.g_00158
OG0000231	Syah.g_02218	Prbg.g_00169
OG0000232	Syah.g_01206	Prbg.g_00180
OG0000233	Syah.g_01210	Prbg.g_00186
OG0000234	Syah.g_01222	Prbg.g_00195
OG0000235	Syah.g_00996	Prbg.g_00198
OG0000236	Syah.g_01011	Prbg.g_00212
OG0000237	Syah.g_01028	Prbg.g_00225
OG0000238	Syah.g_01032	Prbg.g_00231
OG0000239	Syah.g_01048	Prbg.g_00242
OG0000240	Syah.g_01049	Prbg.g_00243
OG0000241	Syah.g_01944	Prbg.g_00247
OG0000242	Syah.g_01062	Prbg.g_00249
OG0000243	Syah.g_01079	Prbg.g_00260
OG0000244	Syah.g_01087	Prbg.g_00264
OG0000245	Syah.g_01090	Prbg.g_00266
OG0000246	Syah.g_01094	Prbg.g_00270
OG0000247	Syah.g_01106	Prbg.g_00280
OG0000248	Syah.g_01109	Prbg.g_00283
OG0000249	Syah.g_01111	Prbg.g_00285
OG0000250	Syah.g_01120	Prbg.g_00290
OG0000251	Syah.g_01145	Prbg.g_00310
OG0000252	Syah.g_01148	Prbg.g_00313
OG0000253	Syah.g_01149	Prbg.g_00314
OG0000254	Syah.g_01976	Prbg.g_00331
OG0000255	Syah.g_01968	Prbg.g_00337
OG0000256	Syah.g_01952	Prbg.g_00347
OG0000257	Syah.g_01945	Prbg.g_01427
OG0000258	Syah.g_01926	Prbg.g_01413
OG0000259	Syah.g_01494	Prbg.g_01396
OG0000260	Syah.g_01497	Prbg.g_01393
OG0000261	Syah.g_01500	Prbg.g_01390
OG0000262	Syah.g_01505	Prbg.g_01386
OG0000263	Syah.g_01410	Prbg.g_01122
OG0000264	Syah.g_02000	Prbg.g_01133
OG0000265	Syah.g_02252	Prbg.g_01151
OG0000266	Syah.g_01714	Prbg.g_01367
OG0000267	Syah.g_01574	Prbg.g_01355
OG0000268	Syah.g_01575	Prbg.g_01354
OG0000269	Syah.g_01784	Prbg.g_01154
OG0000270	Syah.g_01781	Prbg.g_01157
OG0000271	Syah.g_01773	Prbg.g_01165
OG0000272	Syah.g_01772	Prbg.g_01166
OG0000273	Syah.g_02075	Prbg.g_01190
OG0000274	Syah.g_02076	Prbg.g_01191
OG0000275	Syah.g_02081	Prbg.g_01194
OG0000276	Syah.g_02088	Prbg.g_01200
OG0000277	Syah.g_02089	Prbg.g_01201
OG0000278	Syah.g_02092	Prbg.g_01204
OG0000279	Syah.g_02100	Prbg.g_01211
OG0000280	Syah.g_02112	Prbg.g_01212
OG0000281	Syah.g_00722	Prbg.g_01219
OG0000282	Syah.g_01531	Prbg.g_01086
OG0000283	Syah.g_01585	Prbg.g_01263
OG0000284	Syah.g_01591	Prbg.g_01268
OG0000285	Syah.g_01603	Prbg.g_01273
OG0000286	Syah.g_01621	Prbg.g_01286
OG0000287	Syah.g_01231, Syah.g_01649	Prbg.g_01552
OG0000288	Syah.g_01681	Prbg.g_01325
OG0000289	Syah.g_01695	Prbg.g_01341
OG0000290	Syah.g_02033	Prbg.g_01237
OG0000291	Syah.g_02031	Prbg.g_01235
OG0000292	Syah.g_00380	Prbg.g_01531
OG0000293	Syah.g_02173	Prbg.g_01496
OG0000294	Syah.g_02172	Prbg.g_01495
OG0000295	Syah.g_02131	Prbg.g_01472
OG0000296	Syah.g_02129	Prbg.g_01470
OG0000297	Syah.g_01427	Prbg.g_01461
OG0000298	Syah.g_01426	Prbg.g_01460
OG0000299	Syah.g_01404	Prbg.g_01441
OG0000300	Syah.g_01397	Prbg.g_01438
OG0000301	Syah.g_01396	Prbg.g_01437
OG0000302	Syah.g_01395	Prbg.g_01435
OG0000303	Syah.g_01387	Prbg.g_01429
OG0000304	Syah.g_01382	Prbg.g_00352
OG0000305	Syah.g_02028	Prbg.g_01529
OG0000306	Syah.g_02116	Prbg.g_01223
OG0000307	Syah.g_00978	Prbg.g_00538
OG0000308	Syah.g_00976	Prbg.g_00539
OG0000309	Syah.g_00971	Prbg.g_00543
OG0000310	Syah.g_01321	Prbg.g_00577
OG0000311	Syah.g_01317	Prbg.g_00579
OG0000312	Syah.g_01304	Prbg.g_00582
OG0000313	Syah.g_01285	Prbg.g_00595
OG0000314	Syah.g_01259	Prbg.g_00618
OG0000315	Syah.g_01248	Prbg.g_00628
OG0000316	Syah.g_02333	Prbg.g_00653
OG0000317	Syah.g_02380	Prbg.g_01647
OG0000318	Syah.g_02385	Prbg.g_01651
OG0000319	Syah.g_02405	Prbg.g_01664
OG0000320	Syah.g_02407	Prbg.g_01666
OG0000321	Syah.g_02408	Prbg.g_01667
OG0000322	Syah.g_02409	Prbg.g_01668
OG0000323	Syah.g_02425	Prbg.g_01677
OG0000324	Syah.g_02278	Prbg.g_01704
OG0000325	Syah.g_00689	Prbg.g_01715
OG0000326	Syah.g_00696	Prbg.g_01722
OG0000327	Syah.g_00742	Prbg.g_01743
OG0000328	Syah.g_00743	Prbg.g_01744
OG0000329	Syah.g_00760	Prbg.g_01761
OG0000330	Syah.g_00761	Prbg.g_01762
OG0000331	Syah.g_00762	Prbg.g_01763
OG0000332	Syah.g_00776	Prbg.g_01777
OG0000333	Syah.g_00779	Prbg.g_01779
OG0000334	Syah.g_00789	Prbg.g_01788
OG0000335	Syah.g_00794	Prbg.g_01793
OG0000336	Syah.g_00798	Prbg.g_01797
OG0000337	Syah.g_00178	Prbg.g_01815
OG0000338	Syah.g_00181	Prbg.g_01816
OG0000339	Syah.g_00188	Prbg.g_01822
OG0000340	Syah.g_00206	Prbg.g_01831
OG0000341	Syah.g_00208	Prbg.g_01833
OG0000342	Syah.g_00209	Prbg.g_01834
OG0000343	Syah.g_00231	Prbg.g_01835
OG0000344	Syah.g_00235	Prbg.g_01838
OG0000345	Syah.g_00246	Prbg.g_01844
OG0000346	Syah.g_00251	Prbg.g_01848
OG0000347	Syah.g_00275	Prbg.g_01865
OG0000348	Syah.g_00301	Prbg.g_01873
OG0000349	Syah.g_00320	Prbg.g_01891
OG0000350	Syah.g_00703	Prbg.g_00419
OG0000351	Syah.g_00399	Prbg.g_01931
OG0000352	Syah.g_00398	Prbg.g_01932
OG0000353	Syah.g_00374	Prbg.g_00766
OG0000355	Syah.g_00372	Prbg.g_00768
OG0000356	Syah.g_00371	Prbg.g_00769
OG0000357	Syah.g_00370	Prbg.g_00770
OG0000358	Syah.g_00366	Prbg.g_00774
OG0000359	Syah.g_00364	Prbg.g_00775
OG0000360	Syah.g_00363	Prbg.g_00776
OG0000361	Syah.g_00362	Prbg.g_00777
OG0000362	Syah.g_00360	Prbg.g_00779
OG0000363	Syah.g_00358	Prbg.g_00860
OG0000364	Syah.g_00357	Prbg.g_00859
OG0000365	Syah.g_00351	Prbg.g_00854
OG0000366	Syah.g_00350	Prbg.g_00853
OG0000367	Syah.g_00349	Prbg.g_00852
OG0000368	Syah.g_00347	Prbg.g_00850
OG0000369	Syah.g_00346	Prbg.g_00849
OG0000370	Syah.g_00345	Prbg.g_00848
OG0000371	Syah.g_00338	Prbg.g_00841
OG0000372	Syah.g_00333	Prbg.g_00838
OG0000373	Syah.g_00332	Prbg.g_00837
OG0000374	Syah.g_00331	Prbg.g_00836
OG0000375	Syah.g_00329	Prbg.g_00834
OG0000376	Syah.g_00327	Prbg.g_00832
OG0000377	Syah.g_00517	Prbg.g_00828
OG0000378	Syah.g_00526	Prbg.g_00824
OG0000379	Syah.g_00529	Prbg.g_00821
OG0000380	Syah.g_02481	Prbg.g_00804
OG0000381	Syah.g_02484	Prbg.g_00799
OG0000382	Syah.g_02500	Prbg.g_00789
OG0000383	Syah.g_02502	Prbg.g_00787
OG0000384	Syah.g_02503	Prbg.g_00786
OG0000385	Syah.g_02504	Prbg.g_00785
OG0000386	Syah.g_02505	Prbg.g_00784
OG0000387	Syah.g_02530	Prbg.g_00870
OG0000388	Syah.g_02533	Prbg.g_00874
OG0000389	Syah.g_02536	Prbg.g_00877
OG0000390	Syah.g_00002	Prbg.g_00887
OG0000391	Syah.g_00007	Prbg.g_00890
OG0000392	Syah.g_00012	Prbg.g_00894
OG0000393	Syah.g_00014	Prbg.g_00897
OG0000394	Syah.g_00015	Prbg.g_00898
OG0000395	Syah.g_00016	Prbg.g_00899
OG0000396	Syah.g_00019	Prbg.g_00901
OG0000397	Syah.g_00021	Prbg.g_00903
OG0000398	Syah.g_00027	Prbg.g_00906
OG0000399	Syah.g_00028	Prbg.g_00907
OG0000400	Syah.g_00029	Prbg.g_00908
OG0000401	Syah.g_00030	Prbg.g_00909
OG0000402	Syah.g_00033	Prbg.g_01349
OG0000403	Syah.g_00034	Prbg.g_00911
OG0000404	Syah.g_00036	Prbg.g_00912
OG0000405	Syah.g_00050	Prbg.g_00916
OG0000406	Syah.g_00054	Prbg.g_00924
OG0000407	Syah.g_00055	Prbg.g_00925
OG0000408	Syah.g_00057	Prbg.g_00927
OG0000409	Syah.g_00059	Prbg.g_00929
OG0000410	Syah.g_00060	Prbg.g_00930
OG0000411	Syah.g_00061	Prbg.g_00931
OG0000412	Syah.g_00062	Prbg.g_00932
OG0000413	Syah.g_00064	Prbg.g_00934
OG0000414	Syah.g_00065	Prbg.g_00935
OG0000415	Syah.g_00066	Prbg.g_00936
OG0000416	Syah.g_00067	Prbg.g_00937
OG0000417	Syah.g_00068	Prbg.g_00938
OG0000418	Syah.g_00073	Prbg.g_00943
OG0000419	Syah.g_00075	Prbg.g_00945
OG0000420	Syah.g_00077	Prbg.g_00946
OG0000421	Syah.g_00082	Prbg.g_00951
OG0000422	Syah.g_00083	Prbg.g_00952
OG0000423	Syah.g_00084	Prbg.g_00953
OG0000424	Syah.g_00085	Prbg.g_00954
OG0000425	Syah.g_00086	Prbg.g_00955
OG0000426	Syah.g_00087	Prbg.g_00956
OG0000427	Syah.g_00088	Prbg.g_00957
OG0000428	Syah.g_00620	Prbg.g_00959
OG0000429	Syah.g_00618	Prbg.g_00960
OG0000430	Syah.g_00617	Prbg.g_00961
OG0000431	Syah.g_00613	Prbg.g_00963
OG0000432	Syah.g_00607	Prbg.g_00967
OG0000433	Syah.g_00605	Prbg.g_00968
OG0000434	Syah.g_00604	Prbg.g_00969
OG0000435	Syah.g_00602	Prbg.g_00970
OG0000436	Syah.g_00597	Prbg.g_00975
OG0000437	Syah.g_00596	Prbg.g_00976
OG0000438	Syah.g_00595	Prbg.g_00977
OG0000439	Syah.g_00593	Prbg.g_00979
OG0000440	Syah.g_00592	Prbg.g_00980
OG0000441	Syah.g_00585	Prbg.g_00983
OG0000442	Syah.g_00580	Prbg.g_00984
OG0000443	Syah.g_00579	Prbg.g_00985
OG0000444	Syah.g_00573	Prbg.g_00991
OG0000445	Syah.g_00572	Prbg.g_00992
OG0000446	Syah.g_00570	Prbg.g_00993
OG0000447	Syah.g_00567	Prbg.g_00994
OG0000448	Syah.g_00566	Prbg.g_00995
OG0000449	Syah.g_00565	Prbg.g_00996
OG0000450	Syah.g_00547	Prbg.g_00997
OG0000451	Syah.g_00546	Prbg.g_00998
OG0000452	Syah.g_00542	Prbg.g_01001
OG0000453	Syah.g_00541	Prbg.g_01002
OG0000454	Syah.g_00540	Prbg.g_01003
OG0000455	Syah.g_00539	Prbg.g_01004
OG0000456	Syah.g_00538	Prbg.g_01005
OG0000457	Syah.g_00536	Prbg.g_01007
OG0000458	Syah.g_00535	Prbg.g_01008
OG0000459	Syah.g_00534	Prbg.g_01009
OG0000460	Syah.g_00906	Prbg.g_01017
OG0000461	Syah.g_00678	Prbg.g_01025
OG0000462	Syah.g_00675	Prbg.g_01027
OG0000463	Syah.g_00674	Prbg.g_01028
OG0000464	Syah.g_00673	Prbg.g_01029
OG0000465	Syah.g_00672	Prbg.g_01030
OG0000466	Syah.g_00668	Prbg.g_01033
OG0000467	Syah.g_00666	Prbg.g_01034
OG0000468	Syah.g_00661	Prbg.g_01037
OG0000469	Syah.g_00647	Prbg.g_01045
OG0000470	Syah.g_00645	Prbg.g_00042
OG0000471	Syah.g_00644	Prbg.g_00043
OG0000472	Syah.g_00642	Prbg.g_00045
OG0000473	Syah.g_00640	Prbg.g_00047
OG0000474	Syah.g_00639	Prbg.g_00048
OG0000475	Syah.g_00638	Prbg.g_00049
OG0000476	Syah.g_00636	Prbg.g_00051
OG0000477	Syah.g_00630	Prbg.g_00054
OG0000478	Syah.g_00629	Prbg.g_00055
OG0000479	Syah.g_00628	Prbg.g_00056
OG0000480	Syah.g_00089	Prbg.g_00061
OG0000481	Syah.g_00091	Prbg.g_00064
OG0000482	Syah.g_00092	Prbg.g_00065
OG0000483	Syah.g_00096	Prbg.g_00068
OG0000484	Syah.g_00097	Prbg.g_00069
OG0000485	Syah.g_00098	Prbg.g_00071
OG0000486	Syah.g_00099	Prbg.g_00072
OG0000487	Syah.g_00106	Prbg.g_00075
OG0000488	Syah.g_00110	Prbg.g_00078
OG0000489	Syah.g_00121	Prbg.g_00083
OG0000490	Syah.g_00129	Prbg.g_00087
OG0000491	Syah.g_00130	Prbg.g_00088
OG0000492	Syah.g_00132	Prbg.g_00090
OG0000493	Syah.g_00133	Prbg.g_00091
OG0000494	Syah.g_00134	Prbg.g_00092
OG0000495	Syah.g_00135	Prbg.g_00093
OG0000496	Syah.g_00136	Prbg.g_00094
OG0000497	Syah.g_00137	Prbg.g_00095
OG0000498	Syah.g_00138	Prbg.g_00096
OG0000499	Syah.g_00139	Prbg.g_00097
OG0000500	Syah.g_00140	Prbg.g_00098
OG0000501	Syah.g_00143	Prbg.g_00099
OG0000502	Syah.g_00155	Prbg.g_00102
OG0000503	Syah.g_00858	Prbg.g_00117
OG0000504	Syah.g_00860	Prbg.g_00119
OG0000505	Syah.g_00861	Prbg.g_00120
OG0000506	Syah.g_00863	Prbg.g_00121
OG0000507	Syah.g_00869	Prbg.g_00124
OG0000508	Syah.g_00873	Prbg.g_00128
OG0000509	Syah.g_00875	Prbg.g_00130
OG0000510	Syah.g_00876	Prbg.g_00131
OG0000511	Syah.g_00877	Prbg.g_00132
OG0000512	Syah.g_00879	Prbg.g_01942
OG0000513	Syah.g_00892	Prbg.g_00140
OG0000514	Syah.g_00899	Prbg.g_00151
OG0000515	Syah.g_00900	Prbg.g_00152
OG0000516	Syah.g_02231	Prbg.g_00153
OG0000517	Syah.g_02237	Prbg.g_00155
OG0000518	Syah.g_02221	Prbg.g_00166
OG0000519	Syah.g_02220	Prbg.g_00167
OG0000520	Syah.g_02219	Prbg.g_00168
OG0000521	Syah.g_01202	Prbg.g_00176
OG0000522	Syah.g_01204	Prbg.g_00178
OG0000523	Syah.g_01205	Prbg.g_00179
OG0000524	Syah.g_01207	Prbg.g_00184
OG0000525	Syah.g_01212	Prbg.g_00188
OG0000526	Syah.g_01215	Prbg.g_00189
OG0000527	Syah.g_01219	Prbg.g_00192
OG0000528	Syah.g_00991	Prbg.g_00197
OG0000529	Syah.g_00998	Prbg.g_00200
OG0000530	Syah.g_01001	Prbg.g_00203
OG0000531	Syah.g_01002	Prbg.g_00204
OG0000532	Syah.g_01005	Prbg.g_00206
OG0000533	Syah.g_01006	Prbg.g_00207
OG0000534	Syah.g_01007	Prbg.g_00208
OG0000535	Syah.g_01008	Prbg.g_00209
OG0000536	Syah.g_01009	Prbg.g_00210
OG0000537	Syah.g_01010	Prbg.g_00211
OG0000538	Syah.g_01021	Prbg.g_00220
OG0000539	Syah.g_01022	Prbg.g_00221
OG0000540	Syah.g_01023	Prbg.g_00222
OG0000541	Syah.g_01024	Prbg.g_00223
OG0000542	Syah.g_01027	Prbg.g_00224
OG0000543	Syah.g_01029	Prbg.g_00226
OG0000545	Syah.g_01031	Prbg.g_00229
OG0000546	Syah.g_01033	Prbg.g_00232
OG0000547	Syah.g_01035	Prbg.g_00234
OG0000548	Syah.g_01036	Prbg.g_00235
OG0000549	Syah.g_01042	Prbg.g_00237
OG0000550	Syah.g_01046	Prbg.g_00241
OG0000551	Syah.g_01051	Prbg.g_00244
OG0000552	Syah.g_01052	Prbg.g_00245
OG0000553	Syah.g_01054	Prbg.g_00246
OG0000554	Syah.g_01065	Prbg.g_00251
OG0000555	Syah.g_01078	Prbg.g_00259
OG0000556	Syah.g_01084	Prbg.g_00261
OG0000557	Syah.g_01086	Prbg.g_00262
OG0000558	Syah.g_01088	Prbg.g_00265
OG0000559	Syah.g_01093	Prbg.g_00269
OG0000560	Syah.g_01096	Prbg.g_00272
OG0000561	Syah.g_01097	Prbg.g_00273
OG0000562	Syah.g_01098	Prbg.g_00274
OG0000563	Syah.g_01099	Prbg.g_00275
