Orthogroup	Syah	Syas
OG0000124	Syah.g_00272	Syas.g_02137
OG0000125	Syah.g_00504	Syas.g_01889
OG0000126	Syah.g_00379	Syas.g_01992
OG0000128	Syah.g_00361	Syas.g_02046
OG0000129	Syah.g_00516	Syas.g_01880
OG0000130	Syah.g_02483	Syas.g_02522
OG0000131	Syah.g_00052	Syas.g_02367
OG0000132	Syah.g_00072	Syas.g_02334
OG0000133	Syah.g_01618	Syas.g_00457
OG0000134	Syah.g_00891	Syas.g_01509
OG0000135	Syah.g_00465	Syas.g_01938
OG0000136	Syah.g_02227	Syas.g_02740
OG0000137	Syah.g_01221	Syas.g_01333
OG0000138	Syah.g_01013	Syas.g_01235
OG0000140	Syah.g_01071	Syas.g_00090
OG0000141	Syah.g_01981	Syas.g_00875
OG0000142	Syah.g_01935	Syas.g_00746
OG0000143	Syah.g_01931	Syas.g_00742
OG0000144	Syah.g_01824	Syas.g_00718
OG0000145	Syah.g_01019	Syas.g_00948
OG0000146	Syah.g_01612	Syas.g_00451
OG0000147	Syah.g_01611	Syas.g_00450
OG0000148	Syah.g_01758	Syas.g_00577
OG0000149	Syah.g_02096	Syas.g_00282
OG0000150	Syah.g_01980	Syas.g_00874
OG0000151	Syah.g_01820	Syas.g_00148, Syas.g_00659
OG0000152	Syah.g_01622	Syas.g_00461
OG0000153	Syah.g_01656	Syas.g_00543
OG0000154	Syah.g_01682	Syas.g_00219
OG0000155	Syah.g_02123	Syas.g_01131
OG0000156	Syah.g_02185	Syas.g_01206
OG0000157	Syah.g_02186	Syas.g_01207
OG0000158	Syah.g_00204	Syas.g_02185
OG0000160	Syah.g_01289	Syas.g_02820
OG0000161	Syah.g_01282	Syas.g_02826
OG0000162	Syah.g_01276	Syas.g_02751
OG0000163	Syah.g_02315	Syas.g_01488
OG0000165	Syah.g_02251	Syas.g_02609
OG0000166	Syah.g_00747	Syas.g_01629
OG0000167	Syah.g_00183	Syas.g_01449
OG0000168	Syah.g_00205	Syas.g_02184
OG0000169	Syah.g_00237	Syas.g_02170
OG0000170	Syah.g_00245	Syas.g_02161
OG0000171	Syah.g_00271	Syas.g_02139
OG0000172	Syah.g_00293	Syas.g_02110
OG0000173	Syah.g_00313	Syas.g_02092
OG0000174	Syah.g_00461	Syas.g_01940
OG0000175	Syah.g_00402	Syas.g_01994
OG0000176	Syah.g_00369	Syas.g_02038
OG0000177	Syah.g_00368	Syas.g_02039
OG0000178	Syah.g_00367	Syas.g_02040
OG0000179	Syah.g_00355	Syas.g_02054
OG0000180	Syah.g_00354	Syas.g_02055
OG0000181	Syah.g_00353	Syas.g_02056
OG0000182	Syah.g_00352	Syas.g_02057
OG0000183	Syah.g_00348	Syas.g_02061
OG0000184	Syah.g_00525	Syas.g_01872
OG0000185	Syah.g_00528	Syas.g_01861
OG0000186	Syah.g_02479	Syas.g_02525
OG0000187	Syah.g_02480	Syas.g_02524
OG0000188	Syah.g_02501	Syas.g_02502
OG0000189	Syah.g_02526	Syas.g_02432
OG0000190	Syah.g_02528	Syas.g_00133
OG0000191	Syah.g_00008	Syas.g_02400
OG0000192	Syah.g_00013	Syas.g_02395
OG0000193	Syah.g_00053	Syas.g_02366
OG0000194	Syah.g_00056	Syas.g_02363
OG0000196	Syah.g_00069	Syas.g_02337
OG0000197	Syah.g_00070	Syas.g_02336
OG0000198	Syah.g_00071	Syas.g_02335
OG0000199	Syah.g_00079	Syas.g_02327
OG0000200	Syah.g_00616	Syas.g_02298
OG0000201	Syah.g_00601	Syas.g_02279
OG0000202	Syah.g_00600	Syas.g_02278
OG0000203	Syah.g_00599	Syas.g_02277
OG0000204	Syah.g_00598	Syas.g_02276
OG0000205	Syah.g_00591	Syas.g_02267
OG0000206	Syah.g_00578	Syas.g_02240
OG0000207	Syah.g_00575	Syas.g_02237
OG0000208	Syah.g_00574	Syas.g_02236
OG0000209	Syah.g_00544	Syas.g_01837
OG0000210	Syah.g_00543	Syas.g_01838
OG0000211	Syah.g_00904	Syas.g_02552
OG0000212	Syah.g_00913	Syas.g_02562
OG0000213	Syah.g_00657	Syas.g_01707
OG0000214	Syah.g_00641	Syas.g_01730
OG0000215	Syah.g_00101	Syas.g_01766
OG0000216	Syah.g_00105	Syas.g_01770
OG0000217	Syah.g_00109	Syas.g_01778
OG0000218	Syah.g_00111	Syas.g_01780
OG0000219	Syah.g_00112	Syas.g_01783
OG0000220	Syah.g_00113	Syas.g_01784
OG0000221	Syah.g_00120	Syas.g_01785
OG0000222	Syah.g_00131	Syas.g_01804
OG0000223	Syah.g_00153	Syas.g_02221
OG0000224	Syah.g_00162	Syas.g_02215
OG0000225	Syah.g_00874	Syas.g_01522
OG0000226	Syah.g_00878	Syas.g_01518
OG0000227	Syah.g_00880	Syas.g_01516
OG0000228	Syah.g_00887	Syas.g_01513
OG0000229	Syah.g_02236	Syas.g_01497
OG0000230	Syah.g_02234	Syas.g_01495
OG0000232	Syah.g_01206	Syas.g_01276
OG0000233	Syah.g_01210	Syas.g_01352
OG0000234	Syah.g_01222	Syas.g_01331
OG0000235	Syah.g_00996	Syas.g_01254
OG0000236	Syah.g_01011	Syas.g_01237
OG0000237	Syah.g_01028	Syas.g_01220
OG0000238	Syah.g_01032	Syas.g_01215
OG0000239	Syah.g_01048	Syas.g_00012
OG0000240	Syah.g_01049	Syas.g_00013
OG0000241	Syah.g_01944	Syas.g_00754
OG0000242	Syah.g_01062	Syas.g_00059
OG0000243	Syah.g_01079	Syas.g_00777
OG0000244	Syah.g_01087	Syas.g_00784
OG0000245	Syah.g_01090	Syas.g_00786
OG0000246	Syah.g_01094	Syas.g_00790
OG0000247	Syah.g_01106	Syas.g_00802
OG0000249	Syah.g_01111	Syas.g_00807
OG0000250	Syah.g_01120	Syas.g_00814
OG0000251	Syah.g_01145	Syas.g_00845
OG0000252	Syah.g_01148	Syas.g_00950
OG0000253	Syah.g_01149	Syas.g_00846
OG0000254	Syah.g_01976	Syas.g_00869
OG0000255	Syah.g_01968	Syas.g_00132, Syas.g_01062
OG0000256	Syah.g_01952	Syas.g_00104
OG0000257	Syah.g_01945	Syas.g_00757
OG0000258	Syah.g_01926	Syas.g_00733
OG0000259	Syah.g_01494	Syas.g_00708, Syas.g_01006
OG0000260	Syah.g_01497	Syas.g_00705
OG0000261	Syah.g_01500	Syas.g_00701
OG0000262	Syah.g_01505	Syas.g_00695
OG0000263	Syah.g_01410	Syas.g_01103
OG0000264	Syah.g_02000	Syas.g_02588
OG0000266	Syah.g_01714	Syas.g_00186
OG0000267	Syah.g_01574	Syas.g_00377
OG0000268	Syah.g_01575	Syas.g_00390
OG0000269	Syah.g_01784	Syas.g_00601
OG0000270	Syah.g_01781	Syas.g_00598
OG0000271	Syah.g_01773	Syas.g_00590
OG0000272	Syah.g_01772	Syas.g_00589
OG0000273	Syah.g_02075	Syas.g_00563
OG0000274	Syah.g_02076	Syas.g_00562
OG0000275	Syah.g_02081	Syas.g_00230
OG0000276	Syah.g_02088	Syas.g_00237
OG0000278	Syah.g_02092	Syas.g_00241
OG0000279	Syah.g_02100	Syas.g_00288
OG0000280	Syah.g_02112	Syas.g_00889, Syas.g_00481
OG0000281	Syah.g_00722	Syas.g_00970
OG0000282	Syah.g_01531	Syas.g_00672
OG0000283	Syah.g_01585	Syas.g_00409
OG0000284	Syah.g_01591	Syas.g_00416
OG0000285	Syah.g_01603	Syas.g_00436
OG0000286	Syah.g_01621	Syas.g_00460
OG0000287	Syah.g_01231, Syah.g_01649	Syas.g_00534
OG0000288	Syah.g_01681	Syas.g_00220
OG0000289	Syah.g_01695	Syas.g_00205
OG0000290	Syah.g_02033	Syas.g_01016
OG0000292	Syah.g_00380	Syas.g_02020
OG0000293	Syah.g_02173	Syas.g_01197
OG0000295	Syah.g_02131	Syas.g_01139
OG0000296	Syah.g_02129	Syas.g_01137
OG0000299	Syah.g_01404	Syas.g_01087
OG0000300	Syah.g_01397	Syas.g_01082
OG0000301	Syah.g_01396	Syas.g_01081
OG0000302	Syah.g_01395	Syas.g_01080
OG0000303	Syah.g_01387	Syas.g_01071
OG0000304	Syah.g_01382	Syas.g_01066
OG0000305	Syah.g_02028	Syas.g_01023
OG0000306	Syah.g_02116	Syas.g_01929
OG0000307	Syah.g_00978	Syas.g_01270
OG0000308	Syah.g_00976	Syas.g_01272
OG0000309	Syah.g_00971	Syas.g_01364
OG0000310	Syah.g_01321	Syas.g_02796
OG0000311	Syah.g_01317	Syas.g_02799
OG0000312	Syah.g_01304	Syas.g_02804
OG0000313	Syah.g_01285	Syas.g_02823
OG0000315	Syah.g_01248	Syas.g_01306
OG0000316	Syah.g_02333	Syas.g_02728
OG0000317	Syah.g_02380	Syas.g_02687
OG0000318	Syah.g_02385	Syas.g_02680
OG0000319	Syah.g_02405	Syas.g_02663
OG0000320	Syah.g_02407	Syas.g_02661
OG0000321	Syah.g_02408	Syas.g_02660
OG0000322	Syah.g_02409	Syas.g_02659
OG0000323	Syah.g_02425	Syas.g_02646
OG0000324	Syah.g_02278	Syas.g_02578
OG0000325	Syah.g_00689	Syas.g_01668
OG0000327	Syah.g_00742	Syas.g_01634
OG0000328	Syah.g_00743	Syas.g_01633
OG0000329	Syah.g_00760	Syas.g_01615
OG0000330	Syah.g_00761	Syas.g_01614
OG0000331	Syah.g_00762	Syas.g_01613
OG0000333	Syah.g_00779	Syas.g_01595
OG0000334	Syah.g_00789	Syas.g_01586
OG0000335	Syah.g_00794	Syas.g_01581
OG0000336	Syah.g_00798	Syas.g_01577
OG0000337	Syah.g_00178	Syas.g_02211
OG0000338	Syah.g_00181	Syas.g_02199
OG0000339	Syah.g_00188	Syas.g_02192
OG0000340	Syah.g_00206	Syas.g_02183
OG0000341	Syah.g_00208	Syas.g_02181
OG0000342	Syah.g_00209	Syas.g_02180
OG0000343	Syah.g_00231	Syas.g_02176
OG0000344	Syah.g_00235	Syas.g_02172
OG0000345	Syah.g_00246	Syas.g_02160
OG0000346	Syah.g_00251	Syas.g_02155
OG0000347	Syah.g_00275	Syas.g_02136
OG0000348	Syah.g_00301	Syas.g_02107
OG0000349	Syah.g_00320	Syas.g_02085
OG0000350	Syah.g_00703	Syas.g_01654
OG0000351	Syah.g_00399	Syas.g_01998
OG0000352	Syah.g_00398	Syas.g_01999
OG0000353	Syah.g_00374	Syas.g_02033
OG0000354	Syah.g_01038	Syas.g_01209
OG0000354	Syah.g_00561	Syas.g_02052
OG0000355	Syah.g_00372	Syas.g_02035
OG0000356	Syah.g_00371	Syas.g_02036
OG0000357	Syah.g_00370	Syas.g_02037
OG0000358	Syah.g_00366	Syas.g_02041
OG0000359	Syah.g_00364	Syas.g_02043
OG0000360	Syah.g_00363	Syas.g_02044
OG0000361	Syah.g_00362	Syas.g_02045
OG0000362	Syah.g_00360	Syas.g_02047
OG0000363	Syah.g_00358	Syas.g_02049
OG0000364	Syah.g_00357	Syas.g_02685
OG0000365	Syah.g_00351	Syas.g_02058
OG0000366	Syah.g_00350	Syas.g_02059
OG0000368	Syah.g_00347	Syas.g_02062
OG0000369	Syah.g_00346	Syas.g_02063
OG0000370	Syah.g_00345	Syas.g_02064
OG0000371	Syah.g_00338	Syas.g_02073
OG0000372	Syah.g_00333	Syas.g_02078
OG0000373	Syah.g_00332	Syas.g_02079
OG0000374	Syah.g_00331	Syas.g_02080
OG0000375	Syah.g_00329	Syas.g_02081
OG0000376	Syah.g_00327	Syas.g_02083
OG0000377	Syah.g_00517	Syas.g_01879
OG0000378	Syah.g_00526	Syas.g_01867
OG0000379	Syah.g_00529	Syas.g_01859
OG0000380	Syah.g_02481	Syas.g_02523
OG0000381	Syah.g_02484	Syas.g_02521
OG0000382	Syah.g_02500	Syas.g_02503
OG0000383	Syah.g_02502	Syas.g_02480
OG0000384	Syah.g_02503	Syas.g_02479
OG0000385	Syah.g_02504	Syas.g_02478
OG0000386	Syah.g_02505	Syas.g_02477
OG0000387	Syah.g_02530	Syas.g_00134
OG0000388	Syah.g_02533	Syas.g_02426
OG0000389	Syah.g_02536	Syas.g_02422
OG0000390	Syah.g_00002	Syas.g_02406
OG0000391	Syah.g_00007	Syas.g_02401
OG0000392	Syah.g_00012	Syas.g_02396
OG0000393	Syah.g_00014	Syas.g_02394
OG0000394	Syah.g_00015	Syas.g_02393
OG0000395	Syah.g_00016	Syas.g_02392
OG0000396	Syah.g_00019	Syas.g_02389
OG0000397	Syah.g_00021	Syas.g_02387
OG0000398	Syah.g_00027	Syas.g_02382
OG0000399	Syah.g_00028	Syas.g_02381
OG0000400	Syah.g_00029	Syas.g_02380
OG0000401	Syah.g_00030	Syas.g_02379
OG0000402	Syah.g_00033	Syas.g_02377
OG0000403	Syah.g_00034	Syas.g_02376
OG0000404	Syah.g_00036	Syas.g_02375
OG0000405	Syah.g_00050	Syas.g_02369
OG0000406	Syah.g_00054	Syas.g_02365
OG0000407	Syah.g_00055	Syas.g_02364
OG0000408	Syah.g_00057	Syas.g_02361
OG0000409	Syah.g_00059	Syas.g_02359
OG0000410	Syah.g_00060	Syas.g_02358
OG0000411	Syah.g_00061	Syas.g_02357
OG0000412	Syah.g_00062	Syas.g_02356
OG0000413	Syah.g_00064	Syas.g_02354
OG0000415	Syah.g_00066	Syas.g_02352
OG0000416	Syah.g_00067	Syas.g_02351
OG0000417	Syah.g_00068	Syas.g_02338
OG0000418	Syah.g_00073	Syas.g_02333
OG0000419	Syah.g_00075	Syas.g_02331
OG0000420	Syah.g_00077	Syas.g_02329
OG0000421	Syah.g_00082	Syas.g_02324
OG0000422	Syah.g_00083	Syas.g_02323
OG0000423	Syah.g_00084	Syas.g_02322
OG0000424	Syah.g_00085	Syas.g_02321
OG0000425	Syah.g_00086	Syas.g_02320
OG0000426	Syah.g_00087	Syas.g_02319
OG0000427	Syah.g_00088	Syas.g_02318
OG0000428	Syah.g_00620	Syas.g_02315
OG0000429	Syah.g_00618	Syas.g_02312
OG0000430	Syah.g_00617	Syas.g_02311
OG0000431	Syah.g_00613	Syas.g_02296
OG0000432	Syah.g_00607	Syas.g_02288
OG0000433	Syah.g_00605	Syas.g_02286
OG0000434	Syah.g_00604	Syas.g_02285
OG0000435	Syah.g_00602	Syas.g_02282
OG0000436	Syah.g_00597	Syas.g_02273
OG0000437	Syah.g_00596	Syas.g_02272
OG0000438	Syah.g_00595	Syas.g_02271
OG0000439	Syah.g_00593	Syas.g_02269
OG0000440	Syah.g_00592	Syas.g_02268
OG0000441	Syah.g_00585	Syas.g_02265
OG0000442	Syah.g_00580	Syas.g_02259
OG0000443	Syah.g_00579	Syas.g_02241
OG0000444	Syah.g_00573	Syas.g_02234
OG0000445	Syah.g_00572	Syas.g_02233
OG0000446	Syah.g_00570	Syas.g_02231
OG0000447	Syah.g_00567	Syas.g_02229
OG0000448	Syah.g_00566	Syas.g_02228
OG0000449	Syah.g_00565	Syas.g_02226
OG0000450	Syah.g_00547	Syas.g_01834
OG0000451	Syah.g_00546	Syas.g_01835
OG0000452	Syah.g_00542	Syas.g_01844
OG0000453	Syah.g_00541	Syas.g_01845
OG0000454	Syah.g_00540	Syas.g_01846
OG0000455	Syah.g_00539	Syas.g_01847
OG0000456	Syah.g_00538	Syas.g_01848
OG0000457	Syah.g_00536	Syas.g_01850
OG0000458	Syah.g_00535	Syas.g_01851
OG0000459	Syah.g_00534	Syas.g_01852
OG0000460	Syah.g_00906	Syas.g_02554
OG0000461	Syah.g_00678	Syas.g_01686
OG0000462	Syah.g_00675	Syas.g_01688
OG0000463	Syah.g_00674	Syas.g_01689
OG0000464	Syah.g_00673	Syas.g_01690
OG0000465	Syah.g_00672	Syas.g_01692
OG0000466	Syah.g_00668	Syas.g_01697
OG0000467	Syah.g_00666	Syas.g_01698
OG0000468	Syah.g_00661	Syas.g_01703
OG0000469	Syah.g_00647	Syas.g_01725
OG0000470	Syah.g_00645	Syas.g_01727
OG0000471	Syah.g_00644	Syas.g_01728
OG0000472	Syah.g_00642	Syas.g_01729
OG0000473	Syah.g_00640	Syas.g_01731
OG0000474	Syah.g_00639	Syas.g_01732
OG0000475	Syah.g_00638	Syas.g_01733
OG0000476	Syah.g_00636	Syas.g_01735
OG0000477	Syah.g_00630	Syas.g_01740
OG0000478	Syah.g_00629	Syas.g_01741
OG0000479	Syah.g_00628	Syas.g_01749
OG0000480	Syah.g_00089	Syas.g_01756
OG0000481	Syah.g_00091	Syas.g_00161, Syas.g_00162
OG0000482	Syah.g_00092	Syas.g_01758
OG0000483	Syah.g_00096	Syas.g_01762
OG0000484	Syah.g_00097	Syas.g_01763
OG0000485	Syah.g_00098	Syas.g_01764
OG0000486	Syah.g_00099	Syas.g_01765
OG0000487	Syah.g_00106	Syas.g_01771
OG0000488	Syah.g_00110	Syas.g_01779
OG0000489	Syah.g_00121	Syas.g_01823
OG0000490	Syah.g_00129	Syas.g_01808
OG0000491	Syah.g_00130	Syas.g_01806
OG0000492	Syah.g_00132	Syas.g_01803
OG0000493	Syah.g_00133	Syas.g_01802
OG0000494	Syah.g_00134	Syas.g_01801
OG0000495	Syah.g_00135	Syas.g_01799
OG0000496	Syah.g_00136	Syas.g_01798
OG0000497	Syah.g_00137	Syas.g_01797
OG0000498	Syah.g_00138	Syas.g_01796
OG0000499	Syah.g_00139	Syas.g_01795
OG0000500	Syah.g_00140	Syas.g_01794
OG0000501	Syah.g_00143	Syas.g_01791
OG0000502	Syah.g_00155	Syas.g_02216
OG0000503	Syah.g_00858	Syas.g_01541
OG0000504	Syah.g_00860	Syas.g_01539
OG0000505	Syah.g_00861	Syas.g_01538
OG0000506	Syah.g_00863	Syas.g_01536
OG0000507	Syah.g_00869	Syas.g_01530
OG0000508	Syah.g_00873	Syas.g_01523
OG0000509	Syah.g_00875	Syas.g_01521
OG0000510	Syah.g_00876	Syas.g_01520
OG0000511	Syah.g_00877	Syas.g_01519
OG0000512	Syah.g_00879	Syas.g_01517
OG0000513	Syah.g_00892	Syas.g_01508
OG0000514	Syah.g_00899	Syas.g_01504
OG0000515	Syah.g_00900	Syas.g_01503
OG0000516	Syah.g_02231	Syas.g_01501
OG0000517	Syah.g_02237	Syas.g_01498
OG0000518	Syah.g_02221	Syas.g_00360, Syas.g_02746
OG0000519	Syah.g_02220	Syas.g_02747
OG0000520	Syah.g_02219	Syas.g_02748
OG0000521	Syah.g_01202	Syas.g_01281
OG0000522	Syah.g_01204	Syas.g_01279
OG0000523	Syah.g_01205	Syas.g_01278
OG0000524	Syah.g_01207	Syas.g_01354
OG0000525	Syah.g_01212	Syas.g_01342
OG0000526	Syah.g_01215	Syas.g_01340
OG0000527	Syah.g_01219	Syas.g_01335
OG0000528	Syah.g_00991	Syas.g_01256
OG0000529	Syah.g_00998	Syas.g_01252
OG0000530	Syah.g_01001	Syas.g_01249
OG0000531	Syah.g_01002	Syas.g_01248
OG0000532	Syah.g_01005	Syas.g_01245
OG0000533	Syah.g_01006	Syas.g_01243
OG0000534	Syah.g_01007	Syas.g_01242
OG0000535	Syah.g_01008	Syas.g_01241
OG0000536	Syah.g_01009	Syas.g_01240
OG0000537	Syah.g_01010	Syas.g_01238
OG0000538	Syah.g_01021	Syas.g_01228
OG0000539	Syah.g_01022	Syas.g_01227
OG0000540	Syah.g_01023	Syas.g_01226
OG0000541	Syah.g_01024	Syas.g_01225
OG0000542	Syah.g_01027	Syas.g_01221
OG0000543	Syah.g_01029	Syas.g_01219
OG0000545	Syah.g_01031	Syas.g_01216
OG0000546	Syah.g_01033	Syas.g_01214
OG0000547	Syah.g_01035	Syas.g_01212
OG0000548	Syah.g_01036	Syas.g_01211
OG0000549	Syah.g_01042	Syas.g_00005
OG0000550	Syah.g_01046	Syas.g_00010
OG0000551	Syah.g_01051	Syas.g_00015
OG0000552	Syah.g_01052	Syas.g_00016
OG0000553	Syah.g_01054	Syas.g_00019
OG0000554	Syah.g_01065	Syas.g_00063
OG0000555	Syah.g_01078	Syas.g_00775
OG0000556	Syah.g_01084	Syas.g_00781
OG0000557	Syah.g_01086	Syas.g_00783
OG0000558	Syah.g_01088	Syas.g_00785
OG0000559	Syah.g_01093	Syas.g_00789
OG0000560	Syah.g_01096	Syas.g_00792
OG0000561	Syah.g_01097	Syas.g_00793
OG0000562	Syah.g_01098	Syas.g_00794
OG0000563	Syah.g_01099	Syas.g_00795
OG0000564	Syah.g_01100	Syas.g_00796
OG0000565	Syah.g_01104	Syas.g_00800
OG0000566	Syah.g_01108	Syas.g_00804
OG0000567	Syah.g_01112	Syas.g_00808
OG0000568	Syah.g_01116	Syas.g_00810
OG0000569	Syah.g_01117	Syas.g_00811
OG0000570	Syah.g_01118	Syas.g_00812
OG0000571	Syah.g_01122	Syas.g_00815
OG0000572	Syah.g_01137	Syas.g_00839
OG0000573	Syah.g_01146	Syas.g_00952
OG0000574	Syah.g_01147	Syas.g_00951
OG0000575	Syah.g_01151	Syas.g_00848
OG0000576	Syah.g_01153	Syas.g_00850
OG0000577	Syah.g_01154	Syas.g_00851
OG0000578	Syah.g_01155	Syas.g_00852
OG0000579	Syah.g_01156	Syas.g_00853
OG0000580	Syah.g_01157	Syas.g_00854
OG0000581	Syah.g_01163	Syas.g_00861
OG0000582	Syah.g_01979	Syas.g_00873
OG0000583	Syah.g_01978	Syas.g_00872
OG0000584	Syah.g_01977	Syas.g_00871
OG0000585	Syah.g_01975	Syas.g_00868
OG0000586	Syah.g_01974	Syas.g_00867
OG0000587	Syah.g_01972	Syas.g_00865
OG0000588	Syah.g_01966	Syas.g_00960
OG0000589	Syah.g_01962	Syas.g_00121
OG0000590	Syah.g_01961	Syas.g_00120
OG0000591	Syah.g_01954	Syas.g_00106
OG0000592	Syah.g_01953	Syas.g_00105
OG0000593	Syah.g_01939	Syas.g_00750
OG0000594	Syah.g_01938	Syas.g_00749
OG0000595	Syah.g_01937	Syas.g_00748
OG0000596	Syah.g_01932	Syas.g_00743
OG0000597	Syah.g_01929	Syas.g_00740
OG0000598	Syah.g_01928	Syas.g_00739
OG0000599	Syah.g_01925	Syas.g_00732
OG0000600	Syah.g_01924	Syas.g_00731
OG0000601	Syah.g_01923	Syas.g_00730
OG0000602	Syah.g_01917	Syas.g_00725
OG0000603	Syah.g_01916	Syas.g_00724
OG0000604	Syah.g_01913	Syas.g_00721
OG0000605	Syah.g_01825	Syas.g_00719
OG0000606	Syah.g_01485	Syas.g_00716
OG0000607	Syah.g_01489	Syas.g_00713
OG0000608	Syah.g_01490	Syas.g_00712
OG0000609	Syah.g_01492	Syas.g_00710
OG0000610	Syah.g_01499	Syas.g_00702
OG0000611	Syah.g_01502	Syas.g_00699
OG0000612	Syah.g_01503	Syas.g_00698
OG0000613	Syah.g_00147	Syas.g_01825
OG0000614	Syah.g_02004	Syas.g_01044
OG0000615	Syah.g_01814	Syas.g_00650
