Orthogroup	Syah	Syai
OG0000035	Syah.g_01293	Syai.g_00955
OG0000036	Syah.g_00949	Syai.g_01848
OG0000037	Syah.g_02541	Syai.g_02544
OG0000038	Syah.g_00508	Syai.g_02780
OG0000039	Syah.g_02074	Syai.g_02034
OG0000040	Syah.g_00431	Syai.g_02876
OG0000041	Syah.g_02271	Syai.g_02265
OG0000041	Syah.g_02039	Syai.g_02016
OG0000042	Syah.g_00261	Syai.g_00099
OG0000043	Syah.g_01546	Syai.g_01599
OG0000044	Syah.g_01194	Syai.g_00833
OG0000045	Syah.g_01872	Syai.g_02432
OG0000046	Syah.g_00816	Syai.g_00435
OG0000046	Syah.g_00823	Syai.g_00443
OG0000046	Syah.g_00830	Syai.g_00449
OG0000047	Syah.g_00847	Syai.g_00462
OG0000048	Syah.g_00637	Syai.g_00272
OG0000050	Syah.g_00941	Syai.g_01332
OG0000051	Syah.g_02473	Syai.g_01773
OG0000052	Syah.g_00171	Syai.g_00176
OG0000053	Syah.g_01267	Syai.g_00930
OG0000054	Syah.g_01982	Syai.g_01040
OG0000055	Syah.g_02071	Syai.g_02029
OG0000057	Syah.g_02020	Syai.g_01997
OG0000058	Syah.g_00152	Syai.g_00195
OG0000059	Syah.g_00737	Syai.g_00351
OG0000060	Syah.g_01515	Syai.g_01758
OG0000061	Syah.g_02158	Syai.g_02144
OG0000062	Syah.g_02365	Syai.g_02358
OG0000063	Syah.g_00337	Syai.g_00042
OG0000064	Syah.g_01353	Syai.g_01668
OG0000064	Syah.g_02357	Syai.g_02350
OG0000066	Syah.g_01073	Syai.g_01709, Syai.g_00719
OG0000067	Syah.g_01779	Syai.g_01321
OG0000068	Syah.g_00986	Syai.g_00628
OG0000070	Syah.g_02217	Syai.g_02196
OG0000071	Syah.g_02199	Syai.g_02179
OG0000072	Syah.g_00080	Syai.g_02636
OG0000073	Syah.g_01018	Syai.g_00659
OG0000075	Syah.g_00186	Syai.g_00161
OG0000076	Syah.g_00250	Syai.g_00111
OG0000077	Syah.g_02494	Syai.g_02486
OG0000078	Syah.g_00912	Syai.g_00543
OG0000079	Syah.g_00665	Syai.g_00300
OG0000081	Syah.g_02471	Syai.g_02292
OG0000081	Syah.g_00922	Syai.g_00553
OG0000082	Syah.g_01136	Syai.g_00781
OG0000084	Syah.g_02105	Syai.g_01196
OG0000084	Syah.g_01296	Syai.g_00958
OG0000085	Syah.g_02372	Syai.g_02365
OG0000086	Syah.g_02511	Syai.g_02507
OG0000087	Syah.g_00038	Syai.g_02592
OG0000088	Syah.g_00074	Syai.g_02630
OG0000089	Syah.g_00888	Syai.g_00517
OG0000090	Syah.g_01064	Syai.g_00707
OG0000091	Syah.g_01927	Syai.g_01112
OG0000093	Syah.g_01794	Syai.g_01306
OG0000094	Syah.g_01692	Syai.g_01424
OG0000095	Syah.g_02030	Syai.g_02007
OG0000097	Syah.g_01400	Syai.g_01787
OG0000098	Syah.g_00723	Syai.g_01718
OG0000099	Syah.g_00144	Syai.g_00199
OG0000100	Syah.g_01747	Syai.g_01372
OG0000101	Syah.g_00785	Syai.g_00404
OG0000102	Syah.g_00255	Syai.g_00106
OG0000103	Syah.g_00391	Syai.g_02912
OG0000104	Syah.g_00377	Syai.g_02929
OG0000105	Syah.g_00632	Syai.g_00267
OG0000106	Syah.g_01544	Syai.g_01601
OG0000107	Syah.g_00688	Syai.g_00319
OG0000108	Syah.g_00997	Syai.g_00638
OG0000109	Syah.g_01012	Syai.g_00653
OG0000110	Syah.g_01124	Syai.g_00766
OG0000111	Syah.g_02021	Syai.g_01998
OG0000112	Syah.g_01613	Syai.g_01512
OG0000113	Syah.g_01752	Syai.g_01367
OG0000114	Syah.g_01529	Syai.g_01261
OG0000115	Syah.g_01269	Syai.g_00932
OG0000116	Syah.g_02175	Syai.g_02156
OG0000117	Syah.g_01425	Syai.g_01756
OG0000118	Syah.g_01173	Syai.g_00818
OG0000120	Syah.g_00145	Syai.g_00198
OG0000121	Syah.g_01287	Syai.g_00951
OG0000122	Syah.g_01900	Syai.g_01143
OG0000123	Syah.g_00793	Syai.g_00411
OG0000124	Syah.g_00272	Syai.g_00089
OG0000125	Syah.g_00504	Syai.g_02782
OG0000126	Syah.g_00379	Syai.g_02927
OG0000128	Syah.g_00361	Syai.g_00012
OG0000129	Syah.g_00516	Syai.g_02771
OG0000130	Syah.g_02483	Syai.g_02474
OG0000131	Syah.g_00052	Syai.g_02608
OG0000132	Syah.g_00072	Syai.g_02628
OG0000133	Syah.g_01618	Syai.g_01507
OG0000134	Syah.g_00891	Syai.g_00520
OG0000135	Syah.g_00465	Syai.g_02826
OG0000136	Syah.g_02227	Syai.g_02217
OG0000137	Syah.g_01221	Syai.g_00865
OG0000138	Syah.g_01013	Syai.g_00654
OG0000139	Syah.g_01070	Syai.g_00714
OG0000140	Syah.g_01071	Syai.g_00716
OG0000141	Syah.g_01981	Syai.g_01041
OG0000142	Syah.g_01935	Syai.g_01104
OG0000143	Syah.g_01931	Syai.g_01108
OG0000144	Syah.g_01824	Syai.g_01608
OG0000145	Syah.g_01019	Syai.g_00660
OG0000146	Syah.g_01612	Syai.g_01513
OG0000147	Syah.g_01611	Syai.g_01514
OG0000148	Syah.g_01758	Syai.g_01361
OG0000149	Syah.g_02096	Syai.g_02059
OG0000150	Syah.g_01980	Syai.g_00717
OG0000151	Syah.g_01820	Syai.g_01280
OG0000152	Syah.g_01622	Syai.g_01503
OG0000153	Syah.g_01656	Syai.g_01461
OG0000154	Syah.g_01682	Syai.g_01434
OG0000155	Syah.g_02123	Syai.g_02109
OG0000156	Syah.g_02185	Syai.g_02162
OG0000157	Syah.g_02186	Syai.g_02163
OG0000158	Syah.g_00204	Syai.g_00135
OG0000160	Syah.g_01289	Syai.g_00952
OG0000161	Syah.g_01282	Syai.g_00946
OG0000162	Syah.g_01276	Syai.g_00939
OG0000163	Syah.g_02315	Syai.g_02300
OG0000164	Syah.g_02423	Syai.g_02411
OG0000165	Syah.g_02251	Syai.g_02244
OG0000166	Syah.g_00747	Syai.g_00364
OG0000167	Syah.g_00183	Syai.g_00164
OG0000168	Syah.g_00205	Syai.g_00134
OG0000169	Syah.g_00237	Syai.g_00123
OG0000170	Syah.g_00245	Syai.g_00116
OG0000171	Syah.g_00271	Syai.g_00090
OG0000172	Syah.g_00293	Syai.g_00083
OG0000173	Syah.g_00313	Syai.g_00064
OG0000174	Syah.g_00461	Syai.g_02828
OG0000175	Syah.g_00402	Syai.g_02901
OG0000176	Syah.g_00369	Syai.g_00004
OG0000177	Syah.g_00368	Syai.g_00005
OG0000178	Syah.g_00367	Syai.g_00006
OG0000179	Syah.g_00355	Syai.g_00023
OG0000180	Syah.g_00354	Syai.g_00024
OG0000181	Syah.g_00353	Syai.g_00025
OG0000182	Syah.g_00352	Syai.g_00026
OG0000183	Syah.g_00348	Syai.g_00030
OG0000184	Syah.g_00525	Syai.g_02756
OG0000185	Syah.g_00528	Syai.g_02734
OG0000186	Syah.g_02479	Syai.g_02469
OG0000187	Syah.g_02480	Syai.g_02471
OG0000188	Syah.g_02501	Syai.g_02494
OG0000189	Syah.g_02526	Syai.g_02530
OG0000190	Syah.g_02528	Syai.g_02532
OG0000191	Syah.g_00008	Syai.g_02562
OG0000192	Syah.g_00013	Syai.g_02569
OG0000193	Syah.g_00053	Syai.g_02609
OG0000194	Syah.g_00056	Syai.g_02612
OG0000195	Syah.g_00058	Syai.g_02614
OG0000196	Syah.g_00069	Syai.g_02625
OG0000197	Syah.g_00070	Syai.g_02626
OG0000198	Syah.g_00071	Syai.g_02627
OG0000199	Syah.g_00079	Syai.g_02635
OG0000200	Syah.g_00616	Syai.g_02651
OG0000201	Syah.g_00601	Syai.g_02667
OG0000202	Syah.g_00600	Syai.g_02668
OG0000203	Syah.g_00599	Syai.g_02669
OG0000204	Syah.g_00598	Syai.g_02670
OG0000205	Syah.g_00591	Syai.g_02677
OG0000206	Syah.g_00578	Syai.g_02684
OG0000207	Syah.g_00575	Syai.g_02686
OG0000208	Syah.g_00574	Syai.g_02687
OG0000209	Syah.g_00544	Syai.g_02699
OG0000210	Syah.g_00543	Syai.g_02700
OG0000211	Syah.g_00904	Syai.g_00533
OG0000212	Syah.g_00913	Syai.g_00544
OG0000213	Syah.g_00657	Syai.g_00292
OG0000214	Syah.g_00641	Syai.g_00276
OG0000215	Syah.g_00101	Syai.g_00245
OG0000216	Syah.g_00105	Syai.g_00241
OG0000217	Syah.g_00109	Syai.g_00237
OG0000218	Syah.g_00111	Syai.g_00235
OG0000219	Syah.g_00112	Syai.g_00234
OG0000220	Syah.g_00113	Syai.g_00233
OG0000221	Syah.g_00120	Syai.g_00227
OG0000222	Syah.g_00131	Syai.g_00215
OG0000223	Syah.g_00153	Syai.g_00194
OG0000224	Syah.g_00162	Syai.g_00186
OG0000225	Syah.g_00874	Syai.g_00502
OG0000226	Syah.g_00878	Syai.g_00506
OG0000227	Syah.g_00880	Syai.g_00508
OG0000228	Syah.g_00887	Syai.g_00516
OG0000229	Syah.g_02236	Syai.g_02228
OG0000230	Syah.g_02234	Syai.g_02226
OG0000231	Syah.g_02218	Syai.g_02208
OG0000232	Syah.g_01206	Syai.g_00846
OG0000233	Syah.g_01210	Syai.g_00855
OG0000234	Syah.g_01222	Syai.g_00866
OG0000235	Syah.g_00996	Syai.g_00637
OG0000236	Syah.g_01011	Syai.g_00652
OG0000237	Syah.g_01028	Syai.g_00669
OG0000238	Syah.g_01032	Syai.g_00674
OG0000239	Syah.g_01048	Syai.g_00691
OG0000240	Syah.g_01049	Syai.g_00692
OG0000241	Syah.g_01944	Syai.g_01085
OG0000242	Syah.g_01062	Syai.g_00705
OG0000243	Syah.g_01079	Syai.g_00726
OG0000244	Syah.g_01087	Syai.g_00731
OG0000245	Syah.g_01090	Syai.g_00733
OG0000246	Syah.g_01094	Syai.g_00737
OG0000247	Syah.g_01106	Syai.g_00748
OG0000248	Syah.g_01109	Syai.g_00751
OG0000249	Syah.g_01111	Syai.g_00753
OG0000250	Syah.g_01120	Syai.g_00762
OG0000251	Syah.g_01145	Syai.g_00789
OG0000252	Syah.g_01148	Syai.g_00797
OG0000253	Syah.g_01149	Syai.g_00798
OG0000254	Syah.g_01976	Syai.g_01045
OG0000255	Syah.g_01968	Syai.g_01061
OG0000256	Syah.g_01952	Syai.g_01077
OG0000257	Syah.g_01945	Syai.g_01084
OG0000258	Syah.g_01926	Syai.g_01113
OG0000259	Syah.g_01494	Syai.g_01229
OG0000260	Syah.g_01497	Syai.g_01232
OG0000261	Syah.g_01500	Syai.g_01235
OG0000262	Syah.g_01505	Syai.g_01240
OG0000263	Syah.g_01410	Syai.g_01776
OG0000264	Syah.g_02000	Syai.g_01962
OG0000265	Syah.g_02252	Syai.g_02245
OG0000266	Syah.g_01714	Syai.g_01401
OG0000267	Syah.g_01574	Syai.g_01569
OG0000268	Syah.g_01575	Syai.g_01568
OG0000269	Syah.g_01784	Syai.g_01316
OG0000270	Syah.g_01781	Syai.g_01319
OG0000271	Syah.g_01773	Syai.g_01327
OG0000272	Syah.g_01772	Syai.g_01328
OG0000273	Syah.g_02075	Syai.g_02037
OG0000274	Syah.g_02076	Syai.g_02038
OG0000275	Syah.g_02081	Syai.g_02043
OG0000276	Syah.g_02088	Syai.g_02051
OG0000277	Syah.g_02089	Syai.g_02052
OG0000278	Syah.g_02092	Syai.g_02055
OG0000279	Syah.g_02100	Syai.g_02063
OG0000280	Syah.g_02112	Syai.g_02084
OG0000281	Syah.g_00722	Syai.g_01719
OG0000282	Syah.g_01531	Syai.g_01263
OG0000283	Syah.g_01585	Syai.g_01554
OG0000284	Syah.g_01591	Syai.g_01548
OG0000285	Syah.g_01603	Syai.g_01522
OG0000286	Syah.g_01621	Syai.g_01504
OG0000287	Syah.g_01649	Syai.g_01469
OG0000288	Syah.g_01681	Syai.g_01435
OG0000289	Syah.g_01695	Syai.g_01421
OG0000290	Syah.g_02033	Syai.g_02010
OG0000291	Syah.g_02031	Syai.g_02008
OG0000292	Syah.g_00380	Syai.g_02926
OG0000293	Syah.g_02173	Syai.g_02155
OG0000294	Syah.g_02172	Syai.g_02154
OG0000295	Syah.g_02131	Syai.g_02117
OG0000296	Syah.g_02129	Syai.g_02115
OG0000297	Syah.g_01427	Syai.g_01754
OG0000298	Syah.g_01426	Syai.g_01755
OG0000299	Syah.g_01404	Syai.g_01783
OG0000300	Syah.g_01397	Syai.g_01790
OG0000301	Syah.g_01396	Syai.g_01791
OG0000302	Syah.g_01395	Syai.g_01793
OG0000303	Syah.g_01387	Syai.g_01802
OG0000304	Syah.g_01382	Syai.g_01826
OG0000305	Syah.g_02028	Syai.g_02005
OG0000306	Syah.g_02116	Syai.g_02090
OG0000307	Syah.g_00978	Syai.g_00619
OG0000308	Syah.g_00976	Syai.g_00617
OG0000309	Syah.g_00971	Syai.g_00612
OG0000310	Syah.g_01321	Syai.g_00989
OG0000311	Syah.g_01317	Syai.g_00985
OG0000312	Syah.g_01304	Syai.g_00966
OG0000313	Syah.g_01285	Syai.g_00949
OG0000314	Syah.g_01259	Syai.g_00908
OG0000315	Syah.g_01248	Syai.g_00897
OG0000316	Syah.g_02333	Syai.g_02320, Syai.g_02322
OG0000317	Syah.g_02380	Syai.g_02373
OG0000318	Syah.g_02385	Syai.g_02379
OG0000319	Syah.g_02405	Syai.g_02395
OG0000320	Syah.g_02407	Syai.g_02397
OG0000321	Syah.g_02408	Syai.g_02398
OG0000322	Syah.g_02409	Syai.g_02399
OG0000323	Syah.g_02425	Syai.g_02413
OG0000324	Syah.g_02278	Syai.g_02272
OG0000325	Syah.g_00689	Syai.g_00320
OG0000326	Syah.g_00696	Syai.g_00327
OG0000327	Syah.g_00742	Syai.g_00359
OG0000328	Syah.g_00743	Syai.g_00360
OG0000329	Syah.g_00760	Syai.g_00378
OG0000330	Syah.g_00761	Syai.g_00379
OG0000331	Syah.g_00762	Syai.g_00380
OG0000332	Syah.g_00776	Syai.g_00395
OG0000333	Syah.g_00779	Syai.g_00398
OG0000334	Syah.g_00789	Syai.g_00407
OG0000335	Syah.g_00794	Syai.g_00412
OG0000336	Syah.g_00798	Syai.g_00416
OG0000337	Syah.g_00178	Syai.g_00169
OG0000338	Syah.g_00181	Syai.g_00166
OG0000339	Syah.g_00188	Syai.g_00160
OG0000340	Syah.g_00206	Syai.g_00133
OG0000341	Syah.g_00208	Syai.g_00131
OG0000342	Syah.g_00209	Syai.g_00130
OG0000343	Syah.g_00231	Syai.g_00129
OG0000344	Syah.g_00235	Syai.g_00125
OG0000345	Syah.g_00246	Syai.g_00115
OG0000346	Syah.g_00251	Syai.g_00110
OG0000347	Syah.g_00275	Syai.g_00087
OG0000348	Syah.g_00301	Syai.g_00076
OG0000349	Syah.g_00320	Syai.g_00057
OG0000350	Syah.g_00703	Syai.g_00334
OG0000351	Syah.g_00399	Syai.g_02904
OG0000352	Syah.g_00398	Syai.g_02905
OG0000353	Syah.g_00374	Syai.g_02932
OG0000354	Syah.g_01038	Syai.g_00680
OG0000354	Syah.g_00561	Syai.g_00019
OG0000355	Syah.g_00372	Syai.g_00001
OG0000356	Syah.g_00371	Syai.g_00002
OG0000357	Syah.g_00370	Syai.g_00003
OG0000358	Syah.g_00366	Syai.g_00007
OG0000359	Syah.g_00364	Syai.g_00009
OG0000360	Syah.g_00363	Syai.g_00010
OG0000361	Syah.g_00362	Syai.g_00011
OG0000362	Syah.g_00360	Syai.g_00013
OG0000363	Syah.g_00358	Syai.g_00015
OG0000364	Syah.g_00357	Syai.g_00016
OG0000365	Syah.g_00351	Syai.g_00027
OG0000366	Syah.g_00350	Syai.g_00028
OG0000367	Syah.g_00349	Syai.g_00029
OG0000368	Syah.g_00347	Syai.g_00031
OG0000369	Syah.g_00346	Syai.g_00032
OG0000370	Syah.g_00345	Syai.g_00033
OG0000371	Syah.g_00338	Syai.g_00041
OG0000372	Syah.g_00333	Syai.g_00047
OG0000373	Syah.g_00332	Syai.g_00048
OG0000374	Syah.g_00331	Syai.g_00049
OG0000375	Syah.g_00329	Syai.g_00053
OG0000376	Syah.g_00327	Syai.g_00055
OG0000377	Syah.g_00517	Syai.g_02769
OG0000378	Syah.g_00526	Syai.g_02751
OG0000379	Syah.g_00529	Syai.g_02733
OG0000380	Syah.g_02481	Syai.g_02472
OG0000381	Syah.g_02484	Syai.g_02475
OG0000382	Syah.g_02500	Syai.g_02493
OG0000383	Syah.g_02502	Syai.g_02498
OG0000384	Syah.g_02503	Syai.g_02499
OG0000385	Syah.g_02504	Syai.g_02500
OG0000386	Syah.g_02505	Syai.g_02501
OG0000387	Syah.g_02530	Syai.g_02534
OG0000388	Syah.g_02533	Syai.g_02538
OG0000389	Syah.g_02536	Syai.g_02542
OG0000390	Syah.g_00002	Syai.g_02556
OG0000391	Syah.g_00007	Syai.g_02561
OG0000392	Syah.g_00012	Syai.g_02568
OG0000393	Syah.g_00014	Syai.g_02570
OG0000394	Syah.g_00015	Syai.g_02571
OG0000395	Syah.g_00016	Syai.g_02572
OG0000396	Syah.g_00019	Syai.g_02575
OG0000397	Syah.g_00021	Syai.g_02577
OG0000398	Syah.g_00027	Syai.g_02582
OG0000399	Syah.g_00028	Syai.g_02583
OG0000400	Syah.g_00029	Syai.g_02584
OG0000401	Syah.g_00030	Syai.g_02585
OG0000402	Syah.g_00033	Syai.g_02588
OG0000403	Syah.g_00034	Syai.g_02589
OG0000404	Syah.g_00036	Syai.g_02590
OG0000405	Syah.g_00050	Syai.g_02606
OG0000406	Syah.g_00054	Syai.g_02610
OG0000407	Syah.g_00055	Syai.g_02611
OG0000408	Syah.g_00057	Syai.g_02613
OG0000409	Syah.g_00059	Syai.g_02615
OG0000410	Syah.g_00060	Syai.g_02616
OG0000411	Syah.g_00061	Syai.g_02617
OG0000412	Syah.g_00062	Syai.g_02618
OG0000413	Syah.g_00064	Syai.g_02620
OG0000414	Syah.g_00065	Syai.g_02621
OG0000415	Syah.g_00066	Syai.g_02622
OG0000416	Syah.g_00067	Syai.g_02623
OG0000417	Syah.g_00068	Syai.g_02624
OG0000418	Syah.g_00073	Syai.g_02629
OG0000419	Syah.g_00075	Syai.g_02631
OG0000420	Syah.g_00077	Syai.g_02633
OG0000421	Syah.g_00082	Syai.g_02638
OG0000422	Syah.g_00083	Syai.g_02639
OG0000423	Syah.g_00084	Syai.g_02640
OG0000424	Syah.g_00085	Syai.g_02641
OG0000425	Syah.g_00086	Syai.g_02642
OG0000426	Syah.g_00087	Syai.g_02643
OG0000427	Syah.g_00088	Syai.g_02644
OG0000428	Syah.g_00620	Syai.g_02647
OG0000429	Syah.g_00618	Syai.g_02649
OG0000430	Syah.g_00617	Syai.g_02650
OG0000431	Syah.g_00613	Syai.g_02654
OG0000432	Syah.g_00607	Syai.g_02660
OG0000433	Syah.g_00605	Syai.g_02662
OG0000434	Syah.g_00604	Syai.g_02663
OG0000435	Syah.g_00602	Syai.g_02666
OG0000436	Syah.g_00597	Syai.g_02671
OG0000437	Syah.g_00596	Syai.g_02672
OG0000438	Syah.g_00595	Syai.g_02673
OG0000439	Syah.g_00593	Syai.g_02675
OG0000440	Syah.g_00592	Syai.g_02676
OG0000441	Syah.g_00585	Syai.g_02681
OG0000442	Syah.g_00580	Syai.g_02682
OG0000443	Syah.g_00579	Syai.g_02683
OG0000444	Syah.g_00573	Syai.g_02688
OG0000445	Syah.g_00572	Syai.g_02689
OG0000446	Syah.g_00570	Syai.g_02690
OG0000447	Syah.g_00567	Syai.g_02693
OG0000448	Syah.g_00566	Syai.g_02694
OG0000449	Syah.g_00565	Syai.g_02695
OG0000450	Syah.g_00547	Syai.g_02696
OG0000451	Syah.g_00546	Syai.g_02697
OG0000452	Syah.g_00542	Syai.g_02701
OG0000453	Syah.g_00541	Syai.g_02702
OG0000454	Syah.g_00540	Syai.g_02703
OG0000455	Syah.g_00539	Syai.g_02704
OG0000456	Syah.g_00538	Syai.g_02705
OG0000457	Syah.g_00536	Syai.g_02707
OG0000458	Syah.g_00535	Syai.g_02708
OG0000459	Syah.g_00534	Syai.g_02709
OG0000460	Syah.g_00906	Syai.g_00535
OG0000461	Syah.g_00678	Syai.g_00314
OG0000462	Syah.g_00675	Syai.g_00311
OG0000463	Syah.g_00674	Syai.g_00310
OG0000464	Syah.g_00673	Syai.g_00309
OG0000465	Syah.g_00672	Syai.g_00307
OG0000466	Syah.g_00668	Syai.g_00303
OG0000467	Syah.g_00666	Syai.g_00301
OG0000468	Syah.g_00661	Syai.g_00296
OG0000469	Syah.g_00647	Syai.g_00282
OG0000470	Syah.g_00645	Syai.g_00280
OG0000471	Syah.g_00644	Syai.g_00279
OG0000472	Syah.g_00642	Syai.g_00277
OG0000473	Syah.g_00640	Syai.g_00275
OG0000474	Syah.g_00639	Syai.g_00274
OG0000475	Syah.g_00638	Syai.g_00273
OG0000476	Syah.g_00636	Syai.g_00271
OG0000477	Syah.g_00630	Syai.g_00265
OG0000478	Syah.g_00629	Syai.g_00264
OG0000479	Syah.g_00628	Syai.g_00263
OG0000480	Syah.g_00089	Syai.g_00256
OG0000481	Syah.g_00091	Syai.g_00254
OG0000482	Syah.g_00092	Syai.g_00253
OG0000483	Syah.g_00096	Syai.g_00249
OG0000484	Syah.g_00097	Syai.g_00248
OG0000485	Syah.g_00098	Syai.g_00247
OG0000486	Syah.g_00099	Syai.g_00246
OG0000487	Syah.g_00106	Syai.g_00240
OG0000488	Syah.g_00110	Syai.g_00236
OG0000489	Syah.g_00121	Syai.g_00226
OG0000490	Syah.g_00129	Syai.g_00218
OG0000491	Syah.g_00130	Syai.g_00217
OG0000492	Syah.g_00132	Syai.g_00214
OG0000493	Syah.g_00133	Syai.g_00213
OG0000494	Syah.g_00134	Syai.g_00212
OG0000495	Syah.g_00135	Syai.g_00211
OG0000496	Syah.g_00136	Syai.g_00210
OG0000497	Syah.g_00137	Syai.g_00209
OG0000498	Syah.g_00138	Syai.g_00208
OG0000499	Syah.g_00139	Syai.g_00207
OG0000500	Syah.g_00140	Syai.g_00206
OG0000501	Syah.g_00143	Syai.g_00203
OG0000502	Syah.g_00155	Syai.g_00192
OG0000503	Syah.g_00858	Syai.g_00486
OG0000504	Syah.g_00860	Syai.g_00488
OG0000505	Syah.g_00861	Syai.g_00489
OG0000506	Syah.g_00863	Syai.g_00491
OG0000507	Syah.g_00869	Syai.g_00497
OG0000508	Syah.g_00873	Syai.g_00501
OG0000509	Syah.g_00875	Syai.g_00503
OG0000510	Syah.g_00876	Syai.g_00504
OG0000511	Syah.g_00877	Syai.g_00505
OG0000512	Syah.g_00879	Syai.g_00507
OG0000513	Syah.g_00892	Syai.g_00521
OG0000514	Syah.g_00899	Syai.g_00528
OG0000515	Syah.g_00900	Syai.g_00529
OG0000516	Syah.g_02231	Syai.g_02223
OG0000517	Syah.g_02237	Syai.g_02229
OG0000518	Syah.g_02221	Syai.g_02211
OG0000519	Syah.g_02220	Syai.g_02210
OG0000520	Syah.g_02219	Syai.g_02209
OG0000521	Syah.g_01202	Syai.g_00842
OG0000522	Syah.g_01204	Syai.g_00844
OG0000523	Syah.g_01205	Syai.g_00845
OG0000524	Syah.g_01207	Syai.g_00852
OG0000525	Syah.g_01212	Syai.g_00856
OG0000526	Syah.g_01215	Syai.g_00859
OG0000527	Syah.g_01219	Syai.g_00863
OG0000528	Syah.g_00991	Syai.g_00633
OG0000529	Syah.g_00998	Syai.g_00639
OG0000530	Syah.g_01001	Syai.g_00642
OG0000531	Syah.g_01002	Syai.g_00643
OG0000532	Syah.g_01005	Syai.g_00646
OG0000533	Syah.g_01006	Syai.g_00647
OG0000534	Syah.g_01007	Syai.g_00648
OG0000535	Syah.g_01008	Syai.g_00649
OG0000536	Syah.g_01009	Syai.g_00650
OG0000537	Syah.g_01010	Syai.g_00651
OG0000538	Syah.g_01021	Syai.g_00662
OG0000539	Syah.g_01022	Syai.g_00663
OG0000540	Syah.g_01023	Syai.g_00664
OG0000541	Syah.g_01024	Syai.g_00665
OG0000542	Syah.g_01027	Syai.g_00668
OG0000543	Syah.g_01029	Syai.g_00670
OG0000545	Syah.g_01031	Syai.g_00673
OG0000546	Syah.g_01033	Syai.g_00675
OG0000547	Syah.g_01035	Syai.g_00677
OG0000548	Syah.g_01036	Syai.g_00678
OG0000549	Syah.g_01042	Syai.g_00684
OG0000550	Syah.g_01046	Syai.g_00689
OG0000551	Syah.g_01051	Syai.g_00694
OG0000552	Syah.g_01052	Syai.g_00695
OG0000553	Syah.g_01054	Syai.g_00698
OG0000554	Syah.g_01065	Syai.g_00708
OG0000555	Syah.g_01078	Syai.g_00725
OG0000556	Syah.g_01084	Syai.g_00728
OG0000557	Syah.g_01086	Syai.g_00730
OG0000558	Syah.g_01088	Syai.g_00732
OG0000559	Syah.g_01093	Syai.g_00736
OG0000560	Syah.g_01096	Syai.g_00739
OG0000561	Syah.g_01097	Syai.g_00740
OG0000562	Syah.g_01098	Syai.g_00741
OG0000563	Syah.g_01099	Syai.g_00742
OG0000564	Syah.g_01100	Syai.g_00743
