Orthogroup	Syah	Prbi
OG0000132	Syah.g_00072	Prbi.g_00188
OG0000133	Syah.g_01618	Prbi.g_00346
OG0000134	Syah.g_00891	Prbi.g_00381
OG0000135	Syah.g_00465	Prbi.g_00407
OG0000136	Syah.g_02227	Prbi.g_00442
OG0000137	Syah.g_01221	Prbi.g_00478
OG0000138	Syah.g_01013	Prbi.g_00498
OG0000139	Syah.g_01070	Prbi.g_00540
OG0000140	Syah.g_01071	Prbi.g_00541
OG0000141	Syah.g_01981	Prbi.g_00609
OG0000142	Syah.g_01935	Prbi.g_00638
OG0000143	Syah.g_01931	Prbi.g_00642
OG0000144	Syah.g_01824	Prbi.g_00655
OG0000145	Syah.g_01019	Prbi.g_00807
OG0000146	Syah.g_01612	Prbi.g_00812
OG0000147	Syah.g_01611	Prbi.g_00813
OG0000148	Syah.g_01758	Prbi.g_00863
OG0000149	Syah.g_02096	Prbi.g_00894
OG0000150	Syah.g_01980	Prbi.g_00902
OG0000151	Syah.g_01820	Prbi.g_00961
OG0000152	Syah.g_01622	Prbi.g_01009
OG0000153	Syah.g_01656	Prbi.g_01028
OG0000154	Syah.g_01682	Prbi.g_01060
OG0000155	Syah.g_02123	Prbi.g_01227
OG0000156	Syah.g_02185	Prbi.g_01380
OG0000157	Syah.g_02186	Prbi.g_01381
OG0000158	Syah.g_00204	Prbi.g_01489
OG0000160	Syah.g_01289	Prbi.g_01592
OG0000161	Syah.g_01282	Prbi.g_01598
OG0000162	Syah.g_01276	Prbi.g_01604
OG0000163	Syah.g_02315	Prbi.g_01637
OG0000164	Syah.g_02423	Prbi.g_01811
OG0000165	Syah.g_02251	Prbi.g_01818
OG0000166	Syah.g_00747	Prbi.g_01902
OG0000167	Syah.g_00183	Prbi.g_01968
OG0000168	Syah.g_00205	Prbi.g_01978
OG0000169	Syah.g_00237	Prbi.g_01988
OG0000170	Syah.g_00245	Prbi.g_01990
OG0000171	Syah.g_00271	Prbi.g_02009
OG0000172	Syah.g_00293	Prbi.g_02030
OG0000173	Syah.g_00313	Prbi.g_02045
OG0000174	Syah.g_00461	Prbi.g_02073
OG0000175	Syah.g_00402	Prbi.g_02083
OG0000176	Syah.g_00369	Prbi.g_00004
OG0000177	Syah.g_00368	Prbi.g_00005
OG0000178	Syah.g_00367	Prbi.g_00006
OG0000179	Syah.g_00355	Prbi.g_00016
OG0000180	Syah.g_00354	Prbi.g_00017
OG0000181	Syah.g_00353	Prbi.g_00018
OG0000182	Syah.g_00352	Prbi.g_00019
OG0000183	Syah.g_00348	Prbi.g_00023
OG0000184	Syah.g_00525	Prbi.g_00057
OG0000185	Syah.g_00528	Prbi.g_00060
OG0000186	Syah.g_02479	Prbi.g_00071
OG0000187	Syah.g_02480	Prbi.g_00072
OG0000188	Syah.g_02501	Prbi.g_00089
OG0000189	Syah.g_02526	Prbi.g_00103
OG0000190	Syah.g_02528	Prbi.g_00104
OG0000191	Syah.g_00008	Prbi.g_00125
OG0000192	Syah.g_00013	Prbi.g_00129
OG0000193	Syah.g_00053	Prbi.g_00170
OG0000194	Syah.g_00056	Prbi.g_00173
OG0000195	Syah.g_00058	Prbi.g_00175
OG0000196	Syah.g_00069	Prbi.g_00185
OG0000197	Syah.g_00070	Prbi.g_00186
OG0000198	Syah.g_00071	Prbi.g_00187
OG0000199	Syah.g_00079	Prbi.g_00194
OG0000200	Syah.g_00616	Prbi.g_00208
OG0000202	Syah.g_00600	Prbi.g_00217
OG0000203	Syah.g_00599	Prbi.g_00218
OG0000204	Syah.g_00598	Prbi.g_00219
OG0000205	Syah.g_00591	Prbi.g_00226
OG0000206	Syah.g_00578	Prbi.g_00231
OG0000207	Syah.g_00575	Prbi.g_00233
OG0000208	Syah.g_00574	Prbi.g_00234
OG0000209	Syah.g_00544	Prbi.g_00243
OG0000210	Syah.g_00543	Prbi.g_00244
OG0000212	Syah.g_00913	Prbi.g_00264
OG0000213	Syah.g_00657	Prbi.g_00281
OG0000214	Syah.g_00641	Prbi.g_00291
OG0000215	Syah.g_00101	Prbi.g_00316
OG0000216	Syah.g_00105	Prbi.g_00318
OG0000217	Syah.g_00109	Prbi.g_00321
OG0000218	Syah.g_00111	Prbi.g_00323
OG0000219	Syah.g_00112	Prbi.g_00324
OG0000220	Syah.g_00113	Prbi.g_00325
OG0000221	Syah.g_00120	Prbi.g_00326
OG0000222	Syah.g_00131	Prbi.g_00334
OG0000223	Syah.g_00153	Prbi.g_00347
OG0000224	Syah.g_00162	Prbi.g_00349
OG0000225	Syah.g_00874	Prbi.g_00370
OG0000226	Syah.g_00878	Prbi.g_00374
OG0000227	Syah.g_00880	Prbi.g_00376
OG0000228	Syah.g_00887	Prbi.g_00379
OG0000229	Syah.g_02236	Prbi.g_00437
OG0000230	Syah.g_02234	Prbi.g_00439
OG0000231	Syah.g_02218	Prbi.g_00450
OG0000232	Syah.g_01206	Prbi.g_00459
OG0000233	Syah.g_01210	Prbi.g_00465
OG0000234	Syah.g_01222	Prbi.g_00479
OG0000235	Syah.g_00996	Prbi.g_00482
OG0000236	Syah.g_01011	Prbi.g_00496
OG0000237	Syah.g_01028	Prbi.g_00509
OG0000238	Syah.g_01032	Prbi.g_00515
OG0000239	Syah.g_01048	Prbi.g_00528
OG0000240	Syah.g_01049	Prbi.g_00529
OG0000241	Syah.g_01944	Prbi.g_00533
OG0000242	Syah.g_01062	Prbi.g_00535
OG0000243	Syah.g_01079	Prbi.g_00546
OG0000244	Syah.g_01087	Prbi.g_00549
OG0000245	Syah.g_01090	Prbi.g_00551
OG0000246	Syah.g_01094	Prbi.g_00555
OG0000247	Syah.g_01106	Prbi.g_00565
OG0000248	Syah.g_01109	Prbi.g_00567
OG0000249	Syah.g_01111	Prbi.g_00569
OG0000250	Syah.g_01120	Prbi.g_00574
OG0000251	Syah.g_01145	Prbi.g_00593
OG0000252	Syah.g_01148	Prbi.g_00596
OG0000253	Syah.g_01149	Prbi.g_00597
OG0000254	Syah.g_01976	Prbi.g_00613
OG0000255	Syah.g_01968	Prbi.g_00619
OG0000256	Syah.g_01952	Prbi.g_00629
OG0000257	Syah.g_01945	Prbi.g_00632
OG0000258	Syah.g_01926	Prbi.g_00646
OG0000259	Syah.g_01494	Prbi.g_00663
OG0000260	Syah.g_01497	Prbi.g_00666
OG0000261	Syah.g_01500	Prbi.g_00668
OG0000262	Syah.g_01505	Prbi.g_00672
OG0000263	Syah.g_01410	Prbi.g_00684
OG0000264	Syah.g_02000	Prbi.g_00694
OG0000265	Syah.g_02252	Prbi.g_00745
OG0000266	Syah.g_01714	Prbi.g_00755
OG0000267	Syah.g_01574	Prbi.g_00766
OG0000268	Syah.g_01575	Prbi.g_00767
OG0000269	Syah.g_01784	Prbi.g_00842
OG0000270	Syah.g_01781	Prbi.g_00845
OG0000271	Syah.g_01773	Prbi.g_00853
OG0000272	Syah.g_01772	Prbi.g_00854
OG0000273	Syah.g_02075	Prbi.g_00877
OG0000274	Syah.g_02076	Prbi.g_00878
OG0000275	Syah.g_02081	Prbi.g_00881
OG0000276	Syah.g_02088	Prbi.g_00886
OG0000277	Syah.g_02089	Prbi.g_00887
OG0000278	Syah.g_02092	Prbi.g_00890
OG0000279	Syah.g_02100	Prbi.g_00897
OG0000280	Syah.g_02112	Prbi.g_00898
OG0000281	Syah.g_00722	Prbi.g_00903
OG0000282	Syah.g_01531	Prbi.g_00953
OG0000283	Syah.g_01585	Prbi.g_00986
OG0000284	Syah.g_01591	Prbi.g_00991
OG0000285	Syah.g_01603	Prbi.g_00996
OG0000286	Syah.g_01621	Prbi.g_01008
OG0000287	Syah.g_01231	Prbi.g_01025
OG0000288	Syah.g_01681	Prbi.g_01059
OG0000289	Syah.g_01695	Prbi.g_01070
OG0000290	Syah.g_02033	Prbi.g_01083
OG0000291	Syah.g_02031	Prbi.g_01085
OG0000292	Syah.g_00380	Prbi.g_01136
OG0000293	Syah.g_02173	Prbi.g_01198
OG0000294	Syah.g_02172	Prbi.g_01199
OG0000295	Syah.g_02131	Prbi.g_01219
OG0000296	Syah.g_02129	Prbi.g_01221
OG0000297	Syah.g_01427	Prbi.g_01229
OG0000298	Syah.g_01426	Prbi.g_01230
OG0000299	Syah.g_01404	Prbi.g_01247
OG0000300	Syah.g_01397	Prbi.g_01250
OG0000301	Syah.g_01396	Prbi.g_01251
OG0000302	Syah.g_01395	Prbi.g_01253
OG0000303	Syah.g_01387	Prbi.g_01260
OG0000304	Syah.g_01382	Prbi.g_01264
OG0000305	Syah.g_02028	Prbi.g_01431
OG0000306	Syah.g_02116	Prbi.g_01434
OG0000307	Syah.g_00978	Prbi.g_01448
OG0000308	Syah.g_00976	Prbi.g_01449
OG0000309	Syah.g_00971	Prbi.g_01453
OG0000310	Syah.g_01321	Prbi.g_01574
OG0000311	Syah.g_01317	Prbi.g_01576
OG0000312	Syah.g_01304	Prbi.g_01579
OG0000313	Syah.g_01285	Prbi.g_01595
OG0000314	Syah.g_01259	Prbi.g_01617
OG0000315	Syah.g_01248	Prbi.g_01627
OG0000316	Syah.g_02333	Prbi.g_01647
OG0000317	Syah.g_02380	Prbi.g_01785
OG0000318	Syah.g_02385	Prbi.g_01788
OG0000319	Syah.g_02405	Prbi.g_01801
OG0000320	Syah.g_02407	Prbi.g_01803
OG0000321	Syah.g_02408	Prbi.g_01804
OG0000322	Syah.g_02409	Prbi.g_01805
OG0000323	Syah.g_02425	Prbi.g_01814
OG0000324	Syah.g_02278	Prbi.g_01840
OG0000325	Syah.g_00689	Prbi.g_01849
OG0000326	Syah.g_00696	Prbi.g_01855
OG0000327	Syah.g_00742	Prbi.g_01897
OG0000328	Syah.g_00743	Prbi.g_01898
OG0000329	Syah.g_00760	Prbi.g_01915
OG0000330	Syah.g_00761	Prbi.g_01916
OG0000331	Syah.g_00762	Prbi.g_01917
OG0000332	Syah.g_00776	Prbi.g_01931
OG0000333	Syah.g_00779	Prbi.g_01933
OG0000334	Syah.g_00789	Prbi.g_01941
OG0000335	Syah.g_00794	Prbi.g_01946
OG0000336	Syah.g_00798	Prbi.g_01950
OG0000337	Syah.g_00178	Prbi.g_01966
OG0000338	Syah.g_00181	Prbi.g_01967
OG0000339	Syah.g_00188	Prbi.g_01971
OG0000340	Syah.g_00206	Prbi.g_01979
OG0000341	Syah.g_00208	Prbi.g_01981
OG0000342	Syah.g_00209	Prbi.g_01982
OG0000343	Syah.g_00231	Prbi.g_01983
OG0000344	Syah.g_00235	Prbi.g_01986
OG0000345	Syah.g_00246	Prbi.g_01991
OG0000346	Syah.g_00251	Prbi.g_01995
OG0000347	Syah.g_00275	Prbi.g_02011
OG0000348	Syah.g_00301	Prbi.g_02033
OG0000349	Syah.g_00320	Prbi.g_02050
OG0000350	Syah.g_00703	Prbi.g_02069
OG0000351	Syah.g_00399	Prbi.g_02086
OG0000352	Syah.g_00398	Prbi.g_02087
OG0000353	Syah.g_00374	Prbi.g_02102
OG0000355	Syah.g_00372	Prbi.g_00001
OG0000356	Syah.g_00371	Prbi.g_00002
OG0000357	Syah.g_00370	Prbi.g_00003
OG0000358	Syah.g_00366	Prbi.g_00007
OG0000359	Syah.g_00364	Prbi.g_00008
OG0000360	Syah.g_00363	Prbi.g_00009
OG0000361	Syah.g_00362	Prbi.g_00010
OG0000362	Syah.g_00360	Prbi.g_00012
OG0000363	Syah.g_00358	Prbi.g_00014
OG0000364	Syah.g_00357	Prbi.g_00015
OG0000365	Syah.g_00351	Prbi.g_00020
OG0000366	Syah.g_00350	Prbi.g_00021
OG0000367	Syah.g_00349	Prbi.g_00022
OG0000368	Syah.g_00347	Prbi.g_00024
OG0000369	Syah.g_00346	Prbi.g_00025
OG0000370	Syah.g_00345	Prbi.g_00026
OG0000371	Syah.g_00338	Prbi.g_00032
OG0000372	Syah.g_00333	Prbi.g_00035
OG0000373	Syah.g_00332	Prbi.g_00036
OG0000374	Syah.g_00331	Prbi.g_00037
OG0000375	Syah.g_00329	Prbi.g_00049
OG0000376	Syah.g_00327	Prbi.g_00051
OG0000377	Syah.g_00517	Prbi.g_00056
OG0000378	Syah.g_00526	Prbi.g_00058
OG0000379	Syah.g_00529	Prbi.g_00061
OG0000380	Syah.g_02481	Prbi.g_00073
OG0000381	Syah.g_02484	Prbi.g_00077
OG0000382	Syah.g_02500	Prbi.g_00088
OG0000383	Syah.g_02502	Prbi.g_00090
OG0000384	Syah.g_02503	Prbi.g_00091
OG0000385	Syah.g_02504	Prbi.g_00092
OG0000386	Syah.g_02505	Prbi.g_00093
OG0000387	Syah.g_02530	Prbi.g_00106
OG0000388	Syah.g_02533	Prbi.g_00109
OG0000389	Syah.g_02536	Prbi.g_00113
OG0000390	Syah.g_00002	Prbi.g_00120
OG0000391	Syah.g_00007	Prbi.g_00124
OG0000392	Syah.g_00012	Prbi.g_00128
OG0000393	Syah.g_00014	Prbi.g_00130
OG0000394	Syah.g_00015	Prbi.g_00131
OG0000395	Syah.g_00016	Prbi.g_00132
OG0000396	Syah.g_00019	Prbi.g_00135
OG0000397	Syah.g_00021	Prbi.g_00137
OG0000398	Syah.g_00027	Prbi.g_00139
OG0000399	Syah.g_00028	Prbi.g_00140
OG0000400	Syah.g_00029	Prbi.g_00141
OG0000401	Syah.g_00030	Prbi.g_00142
OG0000402	Syah.g_00033	Prbi.g_00144
OG0000403	Syah.g_00034	Prbi.g_00145
OG0000404	Syah.g_00036	Prbi.g_00146
OG0000405	Syah.g_00050	Prbi.g_00150
OG0000406	Syah.g_00054	Prbi.g_00171
OG0000407	Syah.g_00055	Prbi.g_00172
OG0000408	Syah.g_00057	Prbi.g_00174
OG0000409	Syah.g_00059	Prbi.g_00176
OG0000410	Syah.g_00060	Prbi.g_00177
OG0000411	Syah.g_00061	Prbi.g_00178
OG0000412	Syah.g_00062	Prbi.g_00179
OG0000413	Syah.g_00064	Prbi.g_00180
OG0000414	Syah.g_00065	Prbi.g_00181
OG0000415	Syah.g_00066	Prbi.g_00182
OG0000416	Syah.g_00067	Prbi.g_00183
OG0000417	Syah.g_00068	Prbi.g_00184
OG0000418	Syah.g_00073	Prbi.g_00189
OG0000419	Syah.g_00075	Prbi.g_00191
OG0000420	Syah.g_00077	Prbi.g_00192
OG0000421	Syah.g_00082	Prbi.g_00197
OG0000422	Syah.g_00083	Prbi.g_00198
OG0000423	Syah.g_00084	Prbi.g_00199
OG0000424	Syah.g_00085	Prbi.g_00200
OG0000425	Syah.g_00086	Prbi.g_00201
OG0000426	Syah.g_00087	Prbi.g_00202
OG0000427	Syah.g_00088	Prbi.g_00203
OG0000428	Syah.g_00620	Prbi.g_00205
OG0000429	Syah.g_00618	Prbi.g_00206
OG0000430	Syah.g_00617	Prbi.g_00207
OG0000431	Syah.g_00613	Prbi.g_00209
OG0000432	Syah.g_00607	Prbi.g_00212
OG0000433	Syah.g_00605	Prbi.g_00213
OG0000434	Syah.g_00604	Prbi.g_00214
OG0000435	Syah.g_00602	Prbi.g_00215
OG0000436	Syah.g_00597	Prbi.g_00220
OG0000437	Syah.g_00596	Prbi.g_00221
OG0000438	Syah.g_00595	Prbi.g_00222
OG0000439	Syah.g_00593	Prbi.g_00224
OG0000440	Syah.g_00592	Prbi.g_00225
OG0000441	Syah.g_00585	Prbi.g_00228
OG0000442	Syah.g_00580	Prbi.g_00229
OG0000443	Syah.g_00579	Prbi.g_00230
OG0000444	Syah.g_00573	Prbi.g_00235
OG0000445	Syah.g_00572	Prbi.g_00236
OG0000446	Syah.g_00570	Prbi.g_00237
OG0000447	Syah.g_00567	Prbi.g_00238
OG0000448	Syah.g_00566	Prbi.g_00239
OG0000449	Syah.g_00565	Prbi.g_00240
OG0000450	Syah.g_00547	Prbi.g_00241
OG0000451	Syah.g_00546	Prbi.g_00242
OG0000452	Syah.g_00542	Prbi.g_00245
OG0000453	Syah.g_00541	Prbi.g_00246
OG0000454	Syah.g_00540	Prbi.g_00247
OG0000455	Syah.g_00539	Prbi.g_00248
OG0000456	Syah.g_00538	Prbi.g_00249
OG0000457	Syah.g_00536	Prbi.g_00250
OG0000458	Syah.g_00535	Prbi.g_00251
OG0000459	Syah.g_00534	Prbi.g_00252
OG0000460	Syah.g_00906	Prbi.g_00259
OG0000461	Syah.g_00678	Prbi.g_00266
OG0000462	Syah.g_00675	Prbi.g_00268
OG0000463	Syah.g_00674	Prbi.g_00269
OG0000464	Syah.g_00673	Prbi.g_00270
OG0000465	Syah.g_00672	Prbi.g_00271
OG0000466	Syah.g_00668	Prbi.g_00274
OG0000467	Syah.g_00666	Prbi.g_00275
OG0000468	Syah.g_00661	Prbi.g_00277
OG0000469	Syah.g_00647	Prbi.g_00286
OG0000470	Syah.g_00645	Prbi.g_00288
OG0000471	Syah.g_00644	Prbi.g_00289
OG0000472	Syah.g_00642	Prbi.g_00290
OG0000473	Syah.g_00640	Prbi.g_00292
OG0000474	Syah.g_00639	Prbi.g_00293
OG0000475	Syah.g_00638	Prbi.g_00294
OG0000476	Syah.g_00636	Prbi.g_00295
OG0000477	Syah.g_00630	Prbi.g_00299
OG0000478	Syah.g_00629	Prbi.g_00300
OG0000479	Syah.g_00628	Prbi.g_00301
OG0000480	Syah.g_00089	Prbi.g_00306
OG0000481	Syah.g_00091	Prbi.g_00308
OG0000482	Syah.g_00092	Prbi.g_00309
OG0000483	Syah.g_00096	Prbi.g_00312
OG0000484	Syah.g_00097	Prbi.g_00313
OG0000485	Syah.g_00098	Prbi.g_00314
OG0000486	Syah.g_00099	Prbi.g_00315
OG0000487	Syah.g_00106	Prbi.g_00319
OG0000488	Syah.g_00110	Prbi.g_00322
OG0000489	Syah.g_00121	Prbi.g_00327
OG0000490	Syah.g_00129	Prbi.g_00332
OG0000491	Syah.g_00130	Prbi.g_00333
OG0000492	Syah.g_00132	Prbi.g_00335
OG0000493	Syah.g_00133	Prbi.g_00336
OG0000494	Syah.g_00134	Prbi.g_00337
OG0000495	Syah.g_00135	Prbi.g_00338
OG0000496	Syah.g_00136	Prbi.g_00339
OG0000497	Syah.g_00137	Prbi.g_00340
OG0000498	Syah.g_00138	Prbi.g_00341
OG0000499	Syah.g_00139	Prbi.g_00342
OG0000500	Syah.g_00140	Prbi.g_00343
OG0000501	Syah.g_00143	Prbi.g_00345
OG0000502	Syah.g_00155	Prbi.g_00348
OG0000503	Syah.g_00858	Prbi.g_00358
OG0000504	Syah.g_00860	Prbi.g_00359
OG0000505	Syah.g_00861	Prbi.g_00360
OG0000506	Syah.g_00863	Prbi.g_00362
OG0000507	Syah.g_00869	Prbi.g_00365
OG0000508	Syah.g_00873	Prbi.g_00369
OG0000509	Syah.g_00875	Prbi.g_00371
OG0000510	Syah.g_00876	Prbi.g_00372
OG0000511	Syah.g_00877	Prbi.g_00373
OG0000512	Syah.g_00879	Prbi.g_00375
OG0000513	Syah.g_00892	Prbi.g_00382
OG0000514	Syah.g_00899	Prbi.g_00432
OG0000515	Syah.g_00900	Prbi.g_00433
OG0000516	Syah.g_02231	Prbi.g_00434
OG0000517	Syah.g_02237	Prbi.g_00436
OG0000518	Syah.g_02221	Prbi.g_00447
OG0000519	Syah.g_02220	Prbi.g_00448
OG0000520	Syah.g_02219	Prbi.g_00449
OG0000521	Syah.g_01202	Prbi.g_00454
OG0000522	Syah.g_01204	Prbi.g_00456
OG0000523	Syah.g_01205	Prbi.g_00457
OG0000524	Syah.g_01207	Prbi.g_00463
OG0000525	Syah.g_01212	Prbi.g_00466
OG0000526	Syah.g_01215	Prbi.g_00467
OG0000527	Syah.g_01219	Prbi.g_00476
OG0000528	Syah.g_00991	Prbi.g_00481
OG0000529	Syah.g_00998	Prbi.g_00484
OG0000530	Syah.g_01001	Prbi.g_00487
OG0000531	Syah.g_01002	Prbi.g_00488
OG0000532	Syah.g_01005	Prbi.g_00490
OG0000533	Syah.g_01006	Prbi.g_00491
OG0000534	Syah.g_01007	Prbi.g_00492
OG0000535	Syah.g_01008	Prbi.g_00493
OG0000536	Syah.g_01009	Prbi.g_00494
OG0000537	Syah.g_01010	Prbi.g_00495
OG0000538	Syah.g_01021	Prbi.g_00503
OG0000539	Syah.g_01022	Prbi.g_00504
OG0000540	Syah.g_01023	Prbi.g_00505
OG0000541	Syah.g_01024	Prbi.g_00506
OG0000542	Syah.g_01027	Prbi.g_00508
OG0000543	Syah.g_01029	Prbi.g_00510
OG0000545	Syah.g_01031	Prbi.g_00513
OG0000546	Syah.g_01033	Prbi.g_00516
OG0000547	Syah.g_01035	Prbi.g_00518
OG0000548	Syah.g_01036	Prbi.g_00519
OG0000549	Syah.g_01042	Prbi.g_00521
OG0000550	Syah.g_01046	Prbi.g_00526
OG0000551	Syah.g_01051	Prbi.g_00530
OG0000552	Syah.g_01052	Prbi.g_00531
OG0000553	Syah.g_01054	Prbi.g_00532
OG0000554	Syah.g_01065	Prbi.g_00537
OG0000555	Syah.g_01078	Prbi.g_00545
OG0000556	Syah.g_01084	Prbi.g_00547
OG0000557	Syah.g_01086	Prbi.g_00548
OG0000558	Syah.g_01088	Prbi.g_00550
OG0000559	Syah.g_01093	Prbi.g_00554
OG0000560	Syah.g_01096	Prbi.g_00557
OG0000561	Syah.g_01097	Prbi.g_00558
OG0000562	Syah.g_01098	Prbi.g_00559
OG0000563	Syah.g_01099	Prbi.g_00560
OG0000564	Syah.g_01100	Prbi.g_00561
