Orthogroup	Syah	Syae
OG0000041	Syah.g_02271	Syae.g_01042
OG0000041	Syah.g_02039	Syae.g_00802
OG0000042	Syah.g_00261	Syae.g_01821
OG0000043	Syah.g_01546	Syae.g_00117
OG0000044	Syah.g_01194	Syae.g_01067
OG0000044	Syah.g_02454	Syae.g_00098
OG0000045	Syah.g_02356	Syae.g_00732
OG0000046	Syah.g_00816	Syae.g_02154
OG0000046	Syah.g_00823	Syae.g_02161
OG0000046	Syah.g_00830	Syae.g_02168
OG0000047	Syah.g_00847	Syae.g_02184
OG0000048	Syah.g_00637	Syae.g_01982
OG0000050	Syah.g_00941	Syae.g_01023
OG0000051	Syah.g_02473	Syae.g_00438
OG0000052	Syah.g_00171	Syae.g_01886
OG0000053	Syah.g_01267	Syae.g_02629
OG0000054	Syah.g_01982	Syae.g_00014
OG0000054	Syah.g_01862	Syae.g_00221
OG0000055	Syah.g_02071	Syae.g_00817
OG0000057	Syah.g_02020	Syae.g_00782
OG0000058	Syah.g_00152	Syae.g_01905
OG0000059	Syah.g_00737	Syae.g_02074
OG0000060	Syah.g_01515	Syae.g_00649
OG0000061	Syah.g_02158	Syae.g_00921
OG0000062	Syah.g_02365	Syae.g_01145
OG0000063	Syah.g_00337	Syae.g_01752
OG0000064	Syah.g_01353	Syae.g_00194
OG0000064	Syah.g_02357	Syae.g_01137
OG0000065	Syah.g_02443	Syae.g_00722
OG0000065	Syah.g_02537	Syae.g_01363
OG0000066	Syah.g_01073	Syae.g_02386
OG0000067	Syah.g_01779	Syae.g_00521
OG0000068	Syah.g_00986	Syae.g_02299
OG0000069	Syah.g_01715	Syae.g_00458
OG0000070	Syah.g_02217	Syae.g_00979
OG0000071	Syah.g_02199	Syae.g_00961
OG0000072	Syah.g_00080	Syae.g_01455
OG0000073	Syah.g_01018	Syae.g_02330
OG0000074	Syah.g_00951	Syae.g_00719
OG0000075	Syah.g_00186	Syae.g_01871
OG0000076	Syah.g_00250	Syae.g_01829
OG0000077	Syah.g_02494	Syae.g_01297
OG0000078	Syah.g_00912	Syae.g_02243
OG0000079	Syah.g_00665	Syae.g_02011
OG0000081	Syah.g_00922	Syae.g_02261
OG0000082	Syah.g_01136	Syae.g_02447
OG0000084	Syah.g_02105	Syae.g_00857
OG0000084	Syah.g_01296	Syae.g_02656
OG0000085	Syah.g_02372	Syae.g_01152
OG0000086	Syah.g_02511	Syae.g_01333
OG0000087	Syah.g_00038	Syae.g_01414
OG0000088	Syah.g_00074	Syae.g_01449
OG0000089	Syah.g_00888	Syae.g_02219
OG0000090	Syah.g_01064	Syae.g_02374
OG0000091	Syah.g_01927	Syae.g_00082
OG0000093	Syah.g_01794	Syae.g_00537
OG0000094	Syah.g_01692	Syae.g_00430
OG0000095	Syah.g_02030	Syae.g_00793
OG0000097	Syah.g_01400	Syae.g_00683
OG0000098	Syah.g_00723	Syae.g_02058
OG0000099	Syah.g_00144	Syae.g_01913
OG0000100	Syah.g_01747	Syae.g_00489
OG0000101	Syah.g_00785	Syae.g_02125
OG0000102	Syah.g_00255	Syae.g_01824
OG0000103	Syah.g_00391	Syae.g_01694
OG0000104	Syah.g_00377	Syae.g_01708
OG0000105	Syah.g_00632	Syae.g_01977
OG0000106	Syah.g_01544	Syae.g_00272
OG0000107	Syah.g_00688	Syae.g_02032
OG0000108	Syah.g_00997	Syae.g_02309
OG0000109	Syah.g_01012	Syae.g_02324
OG0000110	Syah.g_01124	Syae.g_02435
OG0000111	Syah.g_02021	Syae.g_00783
OG0000112	Syah.g_01613	Syae.g_00351
OG0000113	Syah.g_01752	Syae.g_00494
OG0000114	Syah.g_01529	Syae.g_00575
OG0000115	Syah.g_01269	Syae.g_02631
OG0000116	Syah.g_02175	Syae.g_00939
OG0000117	Syah.g_01425	Syae.g_00647
OG0000118	Syah.g_01173	Syae.g_02479
OG0000120	Syah.g_00145	Syae.g_01912
OG0000121	Syah.g_01287	Syae.g_02649
OG0000122	Syah.g_01900	Syae.g_00112
OG0000123	Syah.g_00793	Syae.g_02131
OG0000124	Syah.g_00272	Syae.g_01809
OG0000125	Syah.g_00504	Syae.g_01573
OG0000126	Syah.g_00379	Syae.g_01706
OG0000128	Syah.g_00361	Syae.g_01724
OG0000129	Syah.g_00516	Syae.g_01562
OG0000130	Syah.g_02483	Syae.g_01284
OG0000131	Syah.g_00052	Syae.g_01428
OG0000132	Syah.g_00072	Syae.g_01447
OG0000133	Syah.g_01618	Syae.g_00356
OG0000134	Syah.g_00891	Syae.g_02222
OG0000135	Syah.g_00465	Syae.g_01608
OG0000136	Syah.g_02227	Syae.g_00989
OG0000137	Syah.g_01221	Syae.g_02530
OG0000138	Syah.g_01013	Syae.g_02325
OG0000139	Syah.g_01070	Syae.g_02380
OG0000140	Syah.g_01071	Syae.g_02383
OG0000141	Syah.g_01981	Syae.g_00016
OG0000142	Syah.g_01935	Syae.g_00074
OG0000143	Syah.g_01931	Syae.g_00078
OG0000144	Syah.g_01824	Syae.g_00261
OG0000145	Syah.g_01019	Syae.g_02331
OG0000146	Syah.g_01612	Syae.g_00350
OG0000147	Syah.g_01611	Syae.g_00349
OG0000148	Syah.g_01758	Syae.g_00500
OG0000149	Syah.g_02096	Syae.g_00847
OG0000150	Syah.g_01980	Syae.g_00017
OG0000151	Syah.g_01820	Syae.g_00563
OG0000152	Syah.g_01622	Syae.g_00360
OG0000153	Syah.g_01656	Syae.g_00394
OG0000154	Syah.g_01682	Syae.g_00420
OG0000155	Syah.g_02123	Syae.g_00885
OG0000156	Syah.g_02185	Syae.g_00945
OG0000157	Syah.g_02186	Syae.g_00946
OG0000158	Syah.g_00204	Syae.g_01858
OG0000160	Syah.g_01289	Syae.g_02650
OG0000161	Syah.g_01282	Syae.g_02644
OG0000162	Syah.g_01276	Syae.g_02638
OG0000163	Syah.g_02315	Syae.g_01092
OG0000164	Syah.g_02423	Syae.g_01198
OG0000165	Syah.g_02251	Syae.g_01021
OG0000166	Syah.g_00747	Syae.g_02085
OG0000167	Syah.g_00183	Syae.g_01874
OG0000168	Syah.g_00205	Syae.g_01856
OG0000169	Syah.g_00237	Syae.g_01841
OG0000170	Syah.g_00245	Syae.g_01834
OG0000171	Syah.g_00271	Syae.g_01810
OG0000172	Syah.g_00293	Syae.g_01788
OG0000173	Syah.g_00313	Syae.g_01770
OG0000174	Syah.g_00461	Syae.g_01610
OG0000175	Syah.g_00402	Syae.g_01679
OG0000176	Syah.g_00369	Syae.g_01716
OG0000177	Syah.g_00368	Syae.g_01717
OG0000178	Syah.g_00367	Syae.g_01718
OG0000179	Syah.g_00355	Syae.g_01733
OG0000180	Syah.g_00354	Syae.g_01734
OG0000181	Syah.g_00353	Syae.g_01735
OG0000182	Syah.g_00352	Syae.g_01736
OG0000183	Syah.g_00348	Syae.g_01740
OG0000184	Syah.g_00525	Syae.g_01554
OG0000185	Syah.g_00528	Syae.g_01551
OG0000186	Syah.g_02479	Syae.g_01279
OG0000187	Syah.g_02480	Syae.g_01280
OG0000188	Syah.g_02501	Syae.g_01323
OG0000189	Syah.g_02526	Syae.g_01350
OG0000190	Syah.g_02528	Syae.g_01352
OG0000191	Syah.g_00008	Syae.g_01384
OG0000192	Syah.g_00013	Syae.g_01390
OG0000193	Syah.g_00053	Syae.g_01429
OG0000194	Syah.g_00056	Syae.g_01432
OG0000195	Syah.g_00058	Syae.g_01434
OG0000196	Syah.g_00069	Syae.g_01444
OG0000197	Syah.g_00070	Syae.g_01445
OG0000198	Syah.g_00071	Syae.g_01446
OG0000199	Syah.g_00079	Syae.g_01454
OG0000200	Syah.g_00616	Syae.g_01471
OG0000201	Syah.g_00601	Syae.g_01487
OG0000202	Syah.g_00600	Syae.g_01488
OG0000203	Syah.g_00599	Syae.g_01489
OG0000204	Syah.g_00598	Syae.g_01490
OG0000205	Syah.g_00591	Syae.g_01497
OG0000206	Syah.g_00578	Syae.g_01504
OG0000207	Syah.g_00575	Syae.g_01506
OG0000208	Syah.g_00574	Syae.g_01507
OG0000209	Syah.g_00544	Syae.g_01528
OG0000210	Syah.g_00543	Syae.g_01529
OG0000211	Syah.g_00904	Syae.g_02234
OG0000212	Syah.g_00913	Syae.g_02244
OG0000213	Syah.g_00657	Syae.g_02003
OG0000214	Syah.g_00641	Syae.g_01986
OG0000215	Syah.g_00101	Syae.g_01955
OG0000216	Syah.g_00105	Syae.g_01951
OG0000217	Syah.g_00109	Syae.g_01947
OG0000218	Syah.g_00111	Syae.g_01945
OG0000219	Syah.g_00112	Syae.g_01944
OG0000220	Syah.g_00113	Syae.g_01943
OG0000221	Syah.g_00120	Syae.g_01937
OG0000222	Syah.g_00131	Syae.g_01926
OG0000223	Syah.g_00153	Syae.g_01904
OG0000224	Syah.g_00162	Syae.g_01897
OG0000225	Syah.g_00874	Syae.g_02208
OG0000226	Syah.g_00878	Syae.g_02212
OG0000227	Syah.g_00880	Syae.g_02214
OG0000228	Syah.g_00887	Syae.g_02218
OG0000229	Syah.g_02236	Syae.g_00994
OG0000230	Syah.g_02234	Syae.g_00992
OG0000231	Syah.g_02218	Syae.g_00980
OG0000232	Syah.g_01206	Syae.g_02496
OG0000233	Syah.g_01210	Syae.g_02504
OG0000234	Syah.g_01222	Syae.g_02532
OG0000235	Syah.g_00996	Syae.g_02308
OG0000236	Syah.g_01011	Syae.g_02323
OG0000237	Syah.g_01028	Syae.g_02340
OG0000238	Syah.g_01032	Syae.g_02345
OG0000239	Syah.g_01048	Syae.g_02360
OG0000240	Syah.g_01049	Syae.g_02361
OG0000241	Syah.g_01944	Syae.g_00065
OG0000242	Syah.g_01062	Syae.g_02372
OG0000243	Syah.g_01079	Syae.g_02391
OG0000244	Syah.g_01087	Syae.g_02399
OG0000245	Syah.g_01090	Syae.g_02401
OG0000246	Syah.g_01094	Syae.g_02405
OG0000247	Syah.g_01106	Syae.g_02416
OG0000248	Syah.g_01109	Syae.g_02419
OG0000249	Syah.g_01111	Syae.g_02421
OG0000250	Syah.g_01120	Syae.g_02431
OG0000251	Syah.g_01145	Syae.g_02455
OG0000252	Syah.g_01148	Syae.g_02458
OG0000253	Syah.g_01149	Syae.g_02459
OG0000254	Syah.g_01976	Syae.g_00021
OG0000255	Syah.g_01968	Syae.g_00041
OG0000256	Syah.g_01952	Syae.g_00058
OG0000257	Syah.g_01945	Syae.g_00064
OG0000258	Syah.g_01926	Syae.g_00083
OG0000259	Syah.g_01494	Syae.g_00608
OG0000260	Syah.g_01497	Syae.g_00603
OG0000261	Syah.g_01500	Syae.g_00600
OG0000262	Syah.g_01505	Syae.g_00595
OG0000263	Syah.g_01410	Syae.g_00671
OG0000264	Syah.g_02000	Syae.g_00761
OG0000265	Syah.g_02252	Syae.g_00932, Syae.g_00226
OG0000266	Syah.g_01714	Syae.g_00457
OG0000267	Syah.g_01574	Syae.g_00304
OG0000268	Syah.g_01575	Syae.g_00308
OG0000269	Syah.g_01784	Syae.g_00526
OG0000270	Syah.g_01781	Syae.g_00523
OG0000271	Syah.g_01773	Syae.g_00515
OG0000272	Syah.g_01772	Syae.g_00514
OG0000273	Syah.g_02075	Syae.g_00825
OG0000274	Syah.g_02076	Syae.g_00826
OG0000275	Syah.g_02081	Syae.g_00832
OG0000276	Syah.g_02088	Syae.g_00839
OG0000277	Syah.g_02089	Syae.g_00840
OG0000278	Syah.g_02092	Syae.g_00843
OG0000279	Syah.g_02100	Syae.g_00851
OG0000280	Syah.g_02112	Syae.g_00877
OG0000281	Syah.g_00722	Syae.g_02057
OG0000282	Syah.g_01531	Syae.g_00573
OG0000283	Syah.g_01585	Syae.g_00321
OG0000284	Syah.g_01591	Syae.g_00327
OG0000285	Syah.g_01603	Syae.g_00340
OG0000286	Syah.g_01621	Syae.g_00359
OG0000287	Syah.g_01649	Syae.g_00387
OG0000288	Syah.g_01681	Syae.g_00419
OG0000289	Syah.g_01695	Syae.g_00433
OG0000290	Syah.g_02033	Syae.g_00796
OG0000291	Syah.g_02031	Syae.g_00794
OG0000292	Syah.g_00380	Syae.g_01705
OG0000293	Syah.g_02173	Syae.g_00938
OG0000294	Syah.g_02172	Syae.g_00937
OG0000295	Syah.g_02131	Syae.g_00893
OG0000296	Syah.g_02129	Syae.g_00891
OG0000297	Syah.g_01427	Syae.g_00645
OG0000298	Syah.g_01426	Syae.g_00646
OG0000299	Syah.g_01404	Syae.g_00680
OG0000300	Syah.g_01397	Syae.g_00686
OG0000301	Syah.g_01396	Syae.g_00687
OG0000302	Syah.g_01395	Syae.g_00691
OG0000303	Syah.g_01387	Syae.g_00700
OG0000304	Syah.g_01382	Syae.g_00706
OG0000305	Syah.g_02028	Syae.g_00791
OG0000306	Syah.g_02116	Syae.g_00277
OG0000307	Syah.g_00978	Syae.g_02290
OG0000308	Syah.g_00976	Syae.g_02288
OG0000309	Syah.g_00971	Syae.g_02283
OG0000310	Syah.g_01321	Syae.g_02687
OG0000311	Syah.g_01317	Syae.g_02682
OG0000312	Syah.g_01304	Syae.g_02664
OG0000313	Syah.g_01285	Syae.g_02647
OG0000314	Syah.g_01259	Syae.g_02618
OG0000315	Syah.g_01248	Syae.g_02609
OG0000316	Syah.g_02333	Syae.g_01118
OG0000317	Syah.g_02380	Syae.g_01160
OG0000318	Syah.g_02385	Syae.g_01164
OG0000319	Syah.g_02405	Syae.g_01181
OG0000320	Syah.g_02407	Syae.g_01183
OG0000321	Syah.g_02408	Syae.g_01184
OG0000322	Syah.g_02409	Syae.g_01185
OG0000323	Syah.g_02425	Syae.g_01200
OG0000324	Syah.g_02278	Syae.g_01049
OG0000325	Syah.g_00689	Syae.g_02033
OG0000326	Syah.g_00696	Syae.g_02040
OG0000327	Syah.g_00742	Syae.g_02080
OG0000328	Syah.g_00743	Syae.g_02081
OG0000329	Syah.g_00760	Syae.g_02099
OG0000330	Syah.g_00761	Syae.g_02100
OG0000331	Syah.g_00762	Syae.g_02101
OG0000332	Syah.g_00776	Syae.g_02116
OG0000333	Syah.g_00779	Syae.g_02119
OG0000334	Syah.g_00789	Syae.g_02128
OG0000335	Syah.g_00794	Syae.g_02132
OG0000336	Syah.g_00798	Syae.g_02136
OG0000337	Syah.g_00178	Syae.g_01879
OG0000338	Syah.g_00181	Syae.g_01876
OG0000339	Syah.g_00188	Syae.g_01869
OG0000340	Syah.g_00206	Syae.g_01855
OG0000341	Syah.g_00208	Syae.g_01853
OG0000342	Syah.g_00209	Syae.g_01852
OG0000343	Syah.g_00231	Syae.g_01848
OG0000344	Syah.g_00235	Syae.g_01843
OG0000345	Syah.g_00246	Syae.g_01833
OG0000346	Syah.g_00251	Syae.g_01828
OG0000347	Syah.g_00275	Syae.g_01805
OG0000348	Syah.g_00301	Syae.g_01781
OG0000349	Syah.g_00320	Syae.g_01763
OG0000350	Syah.g_00703	Syae.g_02047
OG0000351	Syah.g_00399	Syae.g_01684
OG0000352	Syah.g_00398	Syae.g_01685
OG0000353	Syah.g_00374	Syae.g_01711
OG0000354	Syah.g_01038	Syae.g_02351
OG0000354	Syah.g_00561	Syae.g_01731
OG0000355	Syah.g_00372	Syae.g_01713
OG0000356	Syah.g_00371	Syae.g_01714
OG0000357	Syah.g_00370	Syae.g_01715
OG0000358	Syah.g_00366	Syae.g_01719
OG0000359	Syah.g_00364	Syae.g_01721
OG0000360	Syah.g_00363	Syae.g_01722
OG0000361	Syah.g_00362	Syae.g_01723
OG0000362	Syah.g_00360	Syae.g_01725
OG0000363	Syah.g_00358	Syae.g_01727
OG0000364	Syah.g_00357	Syae.g_01728
OG0000365	Syah.g_00351	Syae.g_01737
OG0000366	Syah.g_00350	Syae.g_01738
OG0000367	Syah.g_00349	Syae.g_01739
OG0000368	Syah.g_00347	Syae.g_01741
OG0000369	Syah.g_00346	Syae.g_01742
OG0000370	Syah.g_00345	Syae.g_01743
OG0000371	Syah.g_00338	Syae.g_01751
OG0000372	Syah.g_00333	Syae.g_01756
OG0000373	Syah.g_00332	Syae.g_01757
OG0000374	Syah.g_00331	Syae.g_01758
OG0000375	Syah.g_00329	Syae.g_01759
OG0000376	Syah.g_00327	Syae.g_01761
OG0000377	Syah.g_00517	Syae.g_01561
OG0000378	Syah.g_00526	Syae.g_01553
OG0000379	Syah.g_00529	Syae.g_01550
OG0000380	Syah.g_02481	Syae.g_01281
OG0000381	Syah.g_02484	Syae.g_01285
OG0000382	Syah.g_02500	Syae.g_01322
OG0000383	Syah.g_02502	Syae.g_01324
OG0000384	Syah.g_02503	Syae.g_01325
OG0000385	Syah.g_02504	Syae.g_01326
OG0000386	Syah.g_02505	Syae.g_01327
OG0000387	Syah.g_02530	Syae.g_01354
OG0000388	Syah.g_02533	Syae.g_01358
OG0000389	Syah.g_02536	Syae.g_01362
OG0000390	Syah.g_00002	Syae.g_01378
OG0000391	Syah.g_00007	Syae.g_01383
OG0000392	Syah.g_00012	Syae.g_01389
OG0000393	Syah.g_00014	Syae.g_01392
OG0000394	Syah.g_00015	Syae.g_01393
OG0000395	Syah.g_00016	Syae.g_01394
OG0000396	Syah.g_00019	Syae.g_01397
OG0000397	Syah.g_00021	Syae.g_01400
OG0000398	Syah.g_00027	Syae.g_01405
OG0000399	Syah.g_00028	Syae.g_01406
OG0000400	Syah.g_00029	Syae.g_01407
OG0000401	Syah.g_00030	Syae.g_01408
OG0000402	Syah.g_00033	Syae.g_01410
OG0000403	Syah.g_00034	Syae.g_01411
OG0000404	Syah.g_00036	Syae.g_01412
OG0000405	Syah.g_00050	Syae.g_01426
OG0000406	Syah.g_00054	Syae.g_01430
OG0000407	Syah.g_00055	Syae.g_01431
OG0000408	Syah.g_00057	Syae.g_01433
OG0000409	Syah.g_00059	Syae.g_01435
OG0000410	Syah.g_00060	Syae.g_01436
OG0000411	Syah.g_00061	Syae.g_01437
OG0000412	Syah.g_00062	Syae.g_01438
OG0000413	Syah.g_00064	Syae.g_01440
OG0000415	Syah.g_00066	Syae.g_01441
OG0000416	Syah.g_00067	Syae.g_01442
OG0000417	Syah.g_00068	Syae.g_01443
OG0000418	Syah.g_00073	Syae.g_01448
OG0000419	Syah.g_00075	Syae.g_01450
OG0000420	Syah.g_00077	Syae.g_01452
OG0000421	Syah.g_00082	Syae.g_01457
OG0000422	Syah.g_00083	Syae.g_01458
OG0000423	Syah.g_00084	Syae.g_01459
OG0000424	Syah.g_00085	Syae.g_01460
OG0000425	Syah.g_00086	Syae.g_01461
OG0000426	Syah.g_00087	Syae.g_01462
OG0000427	Syah.g_00088	Syae.g_01463
OG0000428	Syah.g_00620	Syae.g_01466
OG0000429	Syah.g_00618	Syae.g_01468
OG0000430	Syah.g_00617	Syae.g_01470
OG0000431	Syah.g_00613	Syae.g_01473
OG0000432	Syah.g_00607	Syae.g_01481
OG0000433	Syah.g_00605	Syae.g_01484
OG0000434	Syah.g_00604	Syae.g_01485
OG0000435	Syah.g_00602	Syae.g_01486
OG0000436	Syah.g_00597	Syae.g_01491
OG0000437	Syah.g_00596	Syae.g_01492
OG0000438	Syah.g_00595	Syae.g_01493
OG0000439	Syah.g_00593	Syae.g_01495
OG0000440	Syah.g_00592	Syae.g_01496
OG0000441	Syah.g_00585	Syae.g_01501
OG0000442	Syah.g_00580	Syae.g_01502
OG0000443	Syah.g_00579	Syae.g_01503
OG0000444	Syah.g_00573	Syae.g_01509
OG0000445	Syah.g_00572	Syae.g_01510
OG0000446	Syah.g_00570	Syae.g_01512
OG0000447	Syah.g_00567	Syae.g_01517
OG0000448	Syah.g_00566	Syae.g_01518
OG0000449	Syah.g_00565	Syae.g_01519
OG0000450	Syah.g_00547	Syae.g_01525
OG0000451	Syah.g_00546	Syae.g_01526
OG0000452	Syah.g_00542	Syae.g_01530
OG0000453	Syah.g_00541	Syae.g_01531
OG0000454	Syah.g_00540	Syae.g_01532
OG0000455	Syah.g_00539	Syae.g_01533
OG0000456	Syah.g_00538	Syae.g_01534
OG0000457	Syah.g_00536	Syae.g_01536
OG0000458	Syah.g_00535	Syae.g_01538
OG0000459	Syah.g_00534	Syae.g_01539
OG0000460	Syah.g_00906	Syae.g_02236
OG0000461	Syah.g_00678	Syae.g_02024
OG0000462	Syah.g_00675	Syae.g_02021
OG0000463	Syah.g_00674	Syae.g_02020
OG0000464	Syah.g_00673	Syae.g_02019
OG0000465	Syah.g_00672	Syae.g_02018
OG0000466	Syah.g_00668	Syae.g_02014
OG0000467	Syah.g_00666	Syae.g_02012
OG0000468	Syah.g_00661	Syae.g_02007
OG0000469	Syah.g_00647	Syae.g_01992
OG0000470	Syah.g_00645	Syae.g_01990
OG0000471	Syah.g_00644	Syae.g_01989
OG0000472	Syah.g_00642	Syae.g_01987
OG0000473	Syah.g_00640	Syae.g_01985
OG0000474	Syah.g_00639	Syae.g_01984
OG0000475	Syah.g_00638	Syae.g_01983
OG0000476	Syah.g_00636	Syae.g_01981
OG0000477	Syah.g_00630	Syae.g_01975
OG0000478	Syah.g_00629	Syae.g_01974
OG0000479	Syah.g_00628	Syae.g_01973
OG0000480	Syah.g_00089	Syae.g_01966
OG0000481	Syah.g_00091	Syae.g_01964
OG0000482	Syah.g_00092	Syae.g_01963
OG0000483	Syah.g_00096	Syae.g_01959
OG0000484	Syah.g_00097	Syae.g_01958
OG0000485	Syah.g_00098	Syae.g_01957
OG0000486	Syah.g_00099	Syae.g_01956
OG0000487	Syah.g_00106	Syae.g_01950
OG0000488	Syah.g_00110	Syae.g_01946
OG0000489	Syah.g_00121	Syae.g_01936
OG0000490	Syah.g_00129	Syae.g_01928
OG0000491	Syah.g_00130	Syae.g_01927
OG0000492	Syah.g_00132	Syae.g_01925
OG0000493	Syah.g_00133	Syae.g_01924
OG0000494	Syah.g_00134	Syae.g_01923
OG0000495	Syah.g_00135	Syae.g_01922
OG0000496	Syah.g_00136	Syae.g_01921
OG0000497	Syah.g_00137	Syae.g_01920
OG0000498	Syah.g_00138	Syae.g_01919
OG0000499	Syah.g_00139	Syae.g_01918
OG0000500	Syah.g_00140	Syae.g_01917
OG0000501	Syah.g_00143	Syae.g_01914
OG0000502	Syah.g_00155	Syae.g_01902
OG0000503	Syah.g_00858	Syae.g_02192
OG0000504	Syah.g_00860	Syae.g_02194
OG0000505	Syah.g_00861	Syae.g_02195
OG0000506	Syah.g_00863	Syae.g_02197
OG0000507	Syah.g_00869	Syae.g_02203
OG0000508	Syah.g_00873	Syae.g_02207
OG0000509	Syah.g_00875	Syae.g_02209
OG0000510	Syah.g_00876	Syae.g_02210
OG0000511	Syah.g_00877	Syae.g_02211
OG0000512	Syah.g_00879	Syae.g_02213
OG0000513	Syah.g_00892	Syae.g_02223
OG0000514	Syah.g_00899	Syae.g_02229
OG0000515	Syah.g_00900	Syae.g_02230
OG0000516	Syah.g_02231	Syae.g_01000
OG0000517	Syah.g_02237	Syae.g_00995
OG0000518	Syah.g_02221	Syae.g_00983
OG0000519	Syah.g_02220	Syae.g_00982
OG0000520	Syah.g_02219	Syae.g_00981
OG0000521	Syah.g_01202	Syae.g_02491
OG0000522	Syah.g_01204	Syae.g_02493
OG0000523	Syah.g_01205	Syae.g_02494
OG0000524	Syah.g_01207	Syae.g_02501
OG0000525	Syah.g_01212	Syae.g_02520
OG0000526	Syah.g_01215	Syae.g_02523
OG0000527	Syah.g_01219	Syae.g_02528
OG0000528	Syah.g_00991	Syae.g_02304
OG0000529	Syah.g_00998	Syae.g_02310
OG0000530	Syah.g_01001	Syae.g_02313
OG0000531	Syah.g_01002	Syae.g_02314
OG0000532	Syah.g_01005	Syae.g_02317
OG0000533	Syah.g_01006	Syae.g_02318
OG0000534	Syah.g_01007	Syae.g_02319
OG0000535	Syah.g_01008	Syae.g_02320
OG0000536	Syah.g_01009	Syae.g_02321
OG0000537	Syah.g_01010	Syae.g_02322
OG0000538	Syah.g_01021	Syae.g_02333
OG0000539	Syah.g_01022	Syae.g_02334
OG0000540	Syah.g_01023	Syae.g_02335
OG0000541	Syah.g_01024	Syae.g_02336
OG0000542	Syah.g_01027	Syae.g_02339
OG0000543	Syah.g_01029	Syae.g_02341
OG0000545	Syah.g_01031	Syae.g_02344
OG0000546	Syah.g_01033	Syae.g_02346
OG0000547	Syah.g_01035	Syae.g_02348
OG0000548	Syah.g_01036	Syae.g_02349
OG0000549	Syah.g_01042	Syae.g_02354
OG0000550	Syah.g_01046	Syae.g_02358
OG0000551	Syah.g_01051	Syae.g_02363
OG0000552	Syah.g_01052	Syae.g_02364
OG0000553	Syah.g_01054	Syae.g_02366
OG0000554	Syah.g_01065	Syae.g_02375
OG0000555	Syah.g_01078	Syae.g_02390
OG0000556	Syah.g_01084	Syae.g_02394
OG0000557	Syah.g_01086	Syae.g_02398
OG0000558	Syah.g_01088	Syae.g_02400
OG0000559	Syah.g_01093	Syae.g_02404
OG0000560	Syah.g_01096	Syae.g_02407
OG0000561	Syah.g_01097	Syae.g_02408
OG0000562	Syah.g_01098	Syae.g_02409
OG0000563	Syah.g_01099	Syae.g_02410
OG0000564	Syah.g_01100	Syae.g_02411
