Orthogroup	Syah	Prbl
OG0000047	Syah.g_00847	Prbl.g_01574, Prbl.g_00719
OG0000048	Syah.g_00637	Prbl.g_01465
OG0000051	Syah.g_02473	Prbl.g_01677
OG0000052	Syah.g_00171	Prbl.g_00870
OG0000053	Syah.g_01267	Prbl.g_00691
OG0000054	Syah.g_01982	Prbl.g_01752
OG0000057	Syah.g_02020	Prbl.g_00025
OG0000059	Syah.g_00737	Prbl.g_00836
OG0000061	Syah.g_02158	Prbl.g_02084
OG0000062	Syah.g_02365	Prbl.g_00417
OG0000063	Syah.g_00337	Prbl.g_01981
OG0000065	Syah.g_02443, Syah.g_02537	Prbl.g_00552
OG0000066	Syah.g_01073	Prbl.g_00752
OG0000067	Syah.g_01779	Prbl.g_02335
OG0000068	Syah.g_00986	Prbl.g_00502
OG0000070	Syah.g_02217	Prbl.g_00634
OG0000071	Syah.g_02199	Prbl.g_01722
OG0000072	Syah.g_00080	Prbl.g_00276
OG0000073	Syah.g_01018	Prbl.g_00533
OG0000075	Syah.g_00186	Prbl.g_00855
OG0000076	Syah.g_00250	Prbl.g_01285
OG0000077	Syah.g_02494	Prbl.g_00596, Prbl.g_00631
OG0000079	Syah.g_00665	Prbl.g_01505
OG0000081	Syah.g_02471	Prbl.g_01036
OG0000081	Syah.g_00922	Prbl.g_00032
OG0000082	Syah.g_01136	Prbl.g_01783
OG0000084	Syah.g_01296	Prbl.g_00246
OG0000085	Syah.g_02372	Prbl.g_00405
OG0000086	Syah.g_02511	Prbl.g_00583
OG0000087	Syah.g_00038	Prbl.g_00810
OG0000088	Syah.g_00074	Prbl.g_01838, Prbl.g_00281
OG0000089	Syah.g_00888	Prbl.g_02674
OG0000090	Syah.g_01064	Prbl.g_00766
OG0000091	Syah.g_01927	Prbl.g_01647
OG0000093	Syah.g_01794	Prbl.g_02359
OG0000095	Syah.g_02030	Prbl.g_00927
OG0000097	Syah.g_01400	Prbl.g_02579
OG0000098	Syah.g_00723	Prbl.g_00722
OG0000099	Syah.g_00144	Prbl.g_00893
OG0000100	Syah.g_01747	Prbl.g_01914, Prbl.g_02305
OG0000101	Syah.g_00785	Prbl.g_01000
OG0000102	Syah.g_00255	Prbl.g_02636
OG0000103	Syah.g_00391	Prbl.g_02139
OG0000104	Syah.g_00377	Prbl.g_02125
OG0000105	Syah.g_00632	Prbl.g_01461
OG0000106	Syah.g_01544	Prbl.g_00411
OG0000108	Syah.g_00997	Prbl.g_00511
OG0000109	Syah.g_01012	Prbl.g_00527
OG0000110	Syah.g_01124	Prbl.g_01795
OG0000112	Syah.g_01613	Prbl.g_02470
OG0000113	Syah.g_01752	Prbl.g_02310
OG0000114	Syah.g_01529	Prbl.g_02407
OG0000115	Syah.g_01269	Prbl.g_00687
OG0000116	Syah.g_02175	Prbl.g_02069
OG0000117	Syah.g_01425	Prbl.g_01384
OG0000118	Syah.g_01173	Prbl.g_01736
OG0000120	Syah.g_00145	Prbl.g_00892
OG0000121	Syah.g_01287	Prbl.g_00234, Prbl.g_00240
OG0000122	Syah.g_01900	Prbl.g_01808
OG0000123	Syah.g_00793	Prbl.g_01135
OG0000124	Syah.g_00272	Prbl.g_02054
OG0000125	Syah.g_00504	Prbl.g_02231
OG0000126	Syah.g_00379	Prbl.g_02127
OG0000128	Syah.g_00361	Prbl.g_02109
OG0000129	Syah.g_00516	Prbl.g_02243
OG0000130	Syah.g_02483	Prbl.g_00608
OG0000131	Syah.g_00052	Prbl.g_00303
OG0000132	Syah.g_00072	Prbl.g_00283
OG0000133	Syah.g_01618	Prbl.g_00897
OG0000134	Syah.g_00891	Prbl.g_02677
OG0000135	Syah.g_00465	Prbl.g_02190
OG0000136	Syah.g_02227	Prbl.g_00647
OG0000137	Syah.g_01221	Prbl.g_01340
OG0000138	Syah.g_01013	Prbl.g_00528
OG0000139	Syah.g_01070	Prbl.g_00760
OG0000140	Syah.g_01071	Prbl.g_00754
OG0000141	Syah.g_01981	Prbl.g_01751
OG0000142	Syah.g_01935	Prbl.g_01639
OG0000143	Syah.g_01931	Prbl.g_01643
OG0000144	Syah.g_01824	Prbl.g_01042
OG0000145	Syah.g_01019	Prbl.g_00534
OG0000146	Syah.g_01612	Prbl.g_02469
OG0000147	Syah.g_01611	Prbl.g_02468
OG0000148	Syah.g_01758	Prbl.g_02316
OG0000149	Syah.g_02096	Prbl.g_01552
OG0000150	Syah.g_01980	Prbl.g_01576
OG0000151	Syah.g_01820	Prbl.g_02386
OG0000152	Syah.g_01622	Prbl.g_02478
OG0000153	Syah.g_01656	Prbl.g_02505
OG0000154	Syah.g_01682	Prbl.g_02532
OG0000155	Syah.g_02123	Prbl.g_00185
OG0000156	Syah.g_02185	Prbl.g_00115
OG0000157	Syah.g_02186	Prbl.g_00114
OG0000158	Syah.g_00204	Prbl.g_00843
OG0000160	Syah.g_01289	Prbl.g_00241
OG0000161	Syah.g_01282	Prbl.g_00227
OG0000162	Syah.g_01276	Prbl.g_00221
OG0000163	Syah.g_02315	Prbl.g_00452
OG0000164	Syah.g_02423	Prbl.g_00365
OG0000165	Syah.g_02251	Prbl.g_00356
OG0000166	Syah.g_00747	Prbl.g_00962
OG0000167	Syah.g_00183	Prbl.g_00857
OG0000168	Syah.g_00205	Prbl.g_00842
OG0000169	Syah.g_00237	Prbl.g_01302
OG0000170	Syah.g_00245	Prbl.g_01290
OG0000171	Syah.g_00271	Prbl.g_02055
OG0000172	Syah.g_00293	Prbl.g_02021
OG0000173	Syah.g_00313	Prbl.g_02000
OG0000174	Syah.g_00461	Prbl.g_02188
OG0000175	Syah.g_00402	Prbl.g_02150
OG0000176	Syah.g_00369	Prbl.g_02117
OG0000177	Syah.g_00368	Prbl.g_02116
OG0000178	Syah.g_00367	Prbl.g_02115
OG0000179	Syah.g_00355	Prbl.g_01961
OG0000180	Syah.g_00354	Prbl.g_01962
OG0000181	Syah.g_00353	Prbl.g_01963
OG0000182	Syah.g_00352	Prbl.g_01964
OG0000183	Syah.g_00348	Prbl.g_01968
OG0000184	Syah.g_00525	Prbl.g_02251
OG0000185	Syah.g_00528	Prbl.g_02273
OG0000186	Syah.g_02479	Prbl.g_00614
OG0000187	Syah.g_02480	Prbl.g_00613
OG0000188	Syah.g_02501	Prbl.g_00591
OG0000189	Syah.g_02526	Prbl.g_00565
OG0000190	Syah.g_02528	Prbl.g_00563
OG0000191	Syah.g_00008	Prbl.g_01325
OG0000192	Syah.g_00013	Prbl.g_01316
OG0000193	Syah.g_00053	Prbl.g_00302
OG0000194	Syah.g_00056	Prbl.g_00299
OG0000195	Syah.g_00058	Prbl.g_00297
OG0000196	Syah.g_00069	Prbl.g_00286
OG0000197	Syah.g_00070	Prbl.g_00285
OG0000198	Syah.g_00071	Prbl.g_00284
OG0000199	Syah.g_00079	Prbl.g_00277
OG0000200	Syah.g_00616	Prbl.g_00069
OG0000202	Syah.g_00600	Prbl.g_00089
OG0000203	Syah.g_00599	Prbl.g_00090
OG0000204	Syah.g_00598	Prbl.g_00091
OG0000205	Syah.g_00591	Prbl.g_00098
OG0000206	Syah.g_00578	Prbl.g_01282
OG0000207	Syah.g_00575	Prbl.g_00130
OG0000208	Syah.g_00574	Prbl.g_00129
OG0000209	Syah.g_00544	Prbl.g_01256
OG0000210	Syah.g_00543	Prbl.g_01257
OG0000211	Syah.g_00904	Prbl.g_01922
OG0000212	Syah.g_00913	Prbl.g_00192
OG0000213	Syah.g_00657	Prbl.g_01496
OG0000214	Syah.g_00641	Prbl.g_01469
OG0000215	Syah.g_00101	Prbl.g_01439
OG0000216	Syah.g_00105	Prbl.g_01436
OG0000217	Syah.g_00109	Prbl.g_01432
OG0000218	Syah.g_00111	Prbl.g_01428
OG0000219	Syah.g_00112	Prbl.g_01427
OG0000220	Syah.g_00113	Prbl.g_01426
OG0000221	Syah.g_00120	Prbl.g_01421
OG0000222	Syah.g_00131	Prbl.g_00911
OG0000223	Syah.g_00153	Prbl.g_00888
OG0000224	Syah.g_00162	Prbl.g_00877
OG0000225	Syah.g_00874	Prbl.g_01218
OG0000226	Syah.g_00878	Prbl.g_01222
OG0000227	Syah.g_00880	Prbl.g_01224
OG0000228	Syah.g_00887	Prbl.g_02673
OG0000229	Syah.g_02236	Prbl.g_00652
OG0000230	Syah.g_02234	Prbl.g_00650
OG0000231	Syah.g_02218	Prbl.g_00635
OG0000232	Syah.g_01206	Prbl.g_00619
OG0000233	Syah.g_01210	Prbl.g_01360
OG0000234	Syah.g_01222	Prbl.g_01339
OG0000235	Syah.g_00996	Prbl.g_00510
OG0000236	Syah.g_01011	Prbl.g_00526
OG0000237	Syah.g_01028	Prbl.g_00800
OG0000238	Syah.g_01032	Prbl.g_00795
OG0000239	Syah.g_01048	Prbl.g_00779
OG0000240	Syah.g_01049	Prbl.g_00778
OG0000241	Syah.g_01944	Prbl.g_01526
OG0000242	Syah.g_01062	Prbl.g_00768
OG0000243	Syah.g_01079	Prbl.g_02647
OG0000244	Syah.g_01087	Prbl.g_01879
OG0000245	Syah.g_01090	Prbl.g_01882
OG0000246	Syah.g_01094	Prbl.g_01886
OG0000247	Syah.g_01106	Prbl.g_01897
OG0000248	Syah.g_01109	Prbl.g_01900
OG0000249	Syah.g_01111	Prbl.g_01902
OG0000250	Syah.g_01120	Prbl.g_01799
OG0000251	Syah.g_01145	Prbl.g_01775
OG0000252	Syah.g_01148	Prbl.g_01772
OG0000253	Syah.g_01149	Prbl.g_01766
OG0000254	Syah.g_01976	Prbl.g_01747
OG0000255	Syah.g_01968	Prbl.g_01612
OG0000256	Syah.g_01952	Prbl.g_01626
OG0000257	Syah.g_01945	Prbl.g_01632
OG0000258	Syah.g_01926	Prbl.g_01655
OG0000259	Syah.g_01494	Prbl.g_01406
OG0000260	Syah.g_01497	Prbl.g_01403
OG0000261	Syah.g_01500	Prbl.g_01400
OG0000262	Syah.g_01505	Prbl.g_01395
OG0000263	Syah.g_01410	Prbl.g_01242
OG0000264	Syah.g_02000	Prbl.g_01859
OG0000266	Syah.g_01714	Prbl.g_02556
OG0000267	Syah.g_01574	Prbl.g_02431
OG0000268	Syah.g_01575	Prbl.g_02432
OG0000269	Syah.g_01784	Prbl.g_02340
OG0000270	Syah.g_01781	Prbl.g_02337
OG0000271	Syah.g_01773	Prbl.g_02329
OG0000272	Syah.g_01772	Prbl.g_02328
OG0000273	Syah.g_02075	Prbl.g_01534
OG0000274	Syah.g_02076	Prbl.g_01535
OG0000275	Syah.g_02081	Prbl.g_01538
OG0000276	Syah.g_02088	Prbl.g_01544
OG0000277	Syah.g_02089	Prbl.g_01545
OG0000278	Syah.g_02092	Prbl.g_01548
OG0000279	Syah.g_02100	Prbl.g_01556
OG0000280	Syah.g_02112	Prbl.g_01562
OG0000281	Syah.g_00722	Prbl.g_01577
OG0000282	Syah.g_01531	Prbl.g_02405
OG0000283	Syah.g_01585	Prbl.g_02443
OG0000284	Syah.g_01591	Prbl.g_02449
OG0000285	Syah.g_01603	Prbl.g_01688
OG0000286	Syah.g_01621	Prbl.g_02477
OG0000287	Syah.g_01231, Syah.g_01649	Prbl.g_02608
OG0000288	Syah.g_01681	Prbl.g_02531
OG0000289	Syah.g_01695	Prbl.g_02544
OG0000290	Syah.g_02033	Prbl.g_00930
OG0000291	Syah.g_02031	Prbl.g_00928
OG0000292	Syah.g_00380	Prbl.g_02128
OG0000293	Syah.g_02173	Prbl.g_02071
OG0000294	Syah.g_02172	Prbl.g_02072
OG0000295	Syah.g_02131	Prbl.g_00178
OG0000296	Syah.g_02129	Prbl.g_00180
OG0000297	Syah.g_01427	Prbl.g_01382
OG0000298	Syah.g_01426	Prbl.g_01383
OG0000299	Syah.g_01404	Prbl.g_01372
OG0000300	Syah.g_01397	Prbl.g_02582
OG0000301	Syah.g_01396	Prbl.g_02583
OG0000302	Syah.g_01395	Prbl.g_02586
OG0000303	Syah.g_01387	Prbl.g_00187
OG0000304	Syah.g_01382	Prbl.g_01102
OG0000305	Syah.g_02028	Prbl.g_00926
OG0000306	Syah.g_02116	Prbl.g_01586
OG0000307	Syah.g_00978	Prbl.g_00494
OG0000308	Syah.g_00976	Prbl.g_00492
OG0000309	Syah.g_00971	Prbl.g_00488
OG0000310	Syah.g_01321	Prbl.g_00160
OG0000311	Syah.g_01317	Prbl.g_00258
OG0000312	Syah.g_01304	Prbl.g_00254
OG0000313	Syah.g_01285	Prbl.g_00230
OG0000314	Syah.g_01259	Prbl.g_00699
OG0000315	Syah.g_01248	Prbl.g_00709
OG0000316	Syah.g_02333	Prbl.g_00441
OG0000317	Syah.g_02380	Prbl.g_00399
OG0000318	Syah.g_02385	Prbl.g_00393
OG0000319	Syah.g_02405	Prbl.g_00376
OG0000320	Syah.g_02407	Prbl.g_00374
OG0000321	Syah.g_02408	Prbl.g_00373
OG0000322	Syah.g_02409	Prbl.g_00372
OG0000323	Syah.g_02425	Prbl.g_00361
OG0000324	Syah.g_02278	Prbl.g_00332
OG0000325	Syah.g_00689	Prbl.g_02683
OG0000326	Syah.g_00696	Prbl.g_01059
OG0000327	Syah.g_00742	Prbl.g_00957
OG0000328	Syah.g_00743	Prbl.g_00958
OG0000329	Syah.g_00760	Prbl.g_00975
OG0000330	Syah.g_00761	Prbl.g_00976
OG0000331	Syah.g_00762	Prbl.g_00977
OG0000332	Syah.g_00776	Prbl.g_00992
OG0000333	Syah.g_00779	Prbl.g_00994
OG0000334	Syah.g_00789	Prbl.g_01131
OG0000335	Syah.g_00794	Prbl.g_01136
OG0000336	Syah.g_00798	Prbl.g_01140
OG0000337	Syah.g_00178	Prbl.g_00863
OG0000338	Syah.g_00181	Prbl.g_00859
OG0000339	Syah.g_00188	Prbl.g_00853
OG0000340	Syah.g_00206	Prbl.g_00841
OG0000341	Syah.g_00208	Prbl.g_00839
OG0000342	Syah.g_00209	Prbl.g_00838
OG0000343	Syah.g_00231	Prbl.g_01307
OG0000344	Syah.g_00235	Prbl.g_01304
OG0000345	Syah.g_00246	Prbl.g_01289
OG0000346	Syah.g_00251	Prbl.g_01284
OG0000347	Syah.g_00275	Prbl.g_02053
OG0000348	Syah.g_00301	Prbl.g_02016
OG0000349	Syah.g_00320	Prbl.g_01992
OG0000350	Syah.g_00703	Prbl.g_02195
OG0000351	Syah.g_00399	Prbl.g_02147
OG0000352	Syah.g_00398	Prbl.g_02146
OG0000353	Syah.g_00374	Prbl.g_02122
OG0000354	Syah.g_01038	Prbl.g_00789
OG0000354	Syah.g_00561	Prbl.g_01959
OG0000355	Syah.g_00372	Prbl.g_02120
OG0000356	Syah.g_00371	Prbl.g_02119
OG0000357	Syah.g_00370	Prbl.g_02118
OG0000358	Syah.g_00366	Prbl.g_02114
OG0000359	Syah.g_00364	Prbl.g_02112
OG0000360	Syah.g_00363	Prbl.g_02111
OG0000361	Syah.g_00362	Prbl.g_02110
OG0000362	Syah.g_00360	Prbl.g_02108
OG0000363	Syah.g_00358	Prbl.g_01955
OG0000364	Syah.g_00357	Prbl.g_01956
OG0000365	Syah.g_00351	Prbl.g_01965
OG0000366	Syah.g_00350	Prbl.g_01966
OG0000367	Syah.g_00349	Prbl.g_01967
OG0000368	Syah.g_00347	Prbl.g_01969
OG0000369	Syah.g_00346	Prbl.g_01970
OG0000370	Syah.g_00345	Prbl.g_01971
OG0000371	Syah.g_00338	Prbl.g_01980
OG0000372	Syah.g_00333	Prbl.g_01985
OG0000373	Syah.g_00332	Prbl.g_01986
OG0000374	Syah.g_00331	Prbl.g_01987
OG0000375	Syah.g_00329	Prbl.g_01988
OG0000376	Syah.g_00327	Prbl.g_01990
OG0000377	Syah.g_00517	Prbl.g_02244
OG0000378	Syah.g_00526	Prbl.g_02258
OG0000379	Syah.g_00529	Prbl.g_02274
OG0000380	Syah.g_02481	Prbl.g_00612
OG0000381	Syah.g_02484	Prbl.g_00607
OG0000382	Syah.g_02500	Prbl.g_00592
OG0000383	Syah.g_02502	Prbl.g_00590
OG0000384	Syah.g_02503	Prbl.g_00589
OG0000385	Syah.g_02504	Prbl.g_00588
OG0000386	Syah.g_02505	Prbl.g_00587
OG0000387	Syah.g_02530	Prbl.g_00561
OG0000388	Syah.g_02533	Prbl.g_00557
OG0000389	Syah.g_02536	Prbl.g_00553
OG0000390	Syah.g_00002	Prbl.g_01331
OG0000391	Syah.g_00007	Prbl.g_01326
OG0000392	Syah.g_00012	Prbl.g_01320
OG0000393	Syah.g_00014	Prbl.g_01315
OG0000394	Syah.g_00015	Prbl.g_01314
OG0000395	Syah.g_00016	Prbl.g_01313
OG0000396	Syah.g_00019	Prbl.g_00827
OG0000397	Syah.g_00021	Prbl.g_00825
OG0000398	Syah.g_00027	Prbl.g_00820
OG0000399	Syah.g_00028	Prbl.g_00819
OG0000400	Syah.g_00029	Prbl.g_00818
OG0000401	Syah.g_00030	Prbl.g_00817
OG0000402	Syah.g_00033	Prbl.g_00815
OG0000403	Syah.g_00034	Prbl.g_00814
OG0000404	Syah.g_00036	Prbl.g_00812
OG0000405	Syah.g_00050	Prbl.g_00305
OG0000406	Syah.g_00054	Prbl.g_00301
OG0000407	Syah.g_00055	Prbl.g_00300
OG0000408	Syah.g_00057	Prbl.g_00298
OG0000409	Syah.g_00059	Prbl.g_00296
OG0000410	Syah.g_00060	Prbl.g_00295
OG0000411	Syah.g_00061	Prbl.g_00294
OG0000412	Syah.g_00062	Prbl.g_00293
OG0000413	Syah.g_00064	Prbl.g_00291
OG0000414	Syah.g_00065	Prbl.g_00290
OG0000415	Syah.g_00066	Prbl.g_00289
OG0000416	Syah.g_00067	Prbl.g_00288
OG0000417	Syah.g_00068	Prbl.g_00287
OG0000418	Syah.g_00073	Prbl.g_00282
OG0000419	Syah.g_00075	Prbl.g_00280
OG0000420	Syah.g_00077	Prbl.g_00279
OG0000421	Syah.g_00082	Prbl.g_00275
OG0000422	Syah.g_00083	Prbl.g_00274
OG0000423	Syah.g_00084	Prbl.g_00273
OG0000424	Syah.g_00085	Prbl.g_00272
OG0000425	Syah.g_00086	Prbl.g_00271
OG0000426	Syah.g_00087	Prbl.g_00270
OG0000427	Syah.g_00088	Prbl.g_00269
OG0000428	Syah.g_00620	Prbl.g_02377
OG0000429	Syah.g_00618	Prbl.g_00066
OG0000430	Syah.g_00617	Prbl.g_00068
OG0000431	Syah.g_00613	Prbl.g_00072
OG0000432	Syah.g_00607	Prbl.g_00079
OG0000433	Syah.g_00605	Prbl.g_00082
OG0000434	Syah.g_00604	Prbl.g_00083
OG0000435	Syah.g_00602	Prbl.g_00086
OG0000436	Syah.g_00597	Prbl.g_00092
OG0000437	Syah.g_00596	Prbl.g_00093
OG0000438	Syah.g_00595	Prbl.g_00094
OG0000439	Syah.g_00593	Prbl.g_00096
OG0000440	Syah.g_00592	Prbl.g_00097
OG0000441	Syah.g_00585	Prbl.g_00104
OG0000442	Syah.g_00580	Prbl.g_00105
OG0000443	Syah.g_00579	Prbl.g_01283
OG0000444	Syah.g_00573	Prbl.g_00127
OG0000445	Syah.g_00572	Prbl.g_00126
OG0000446	Syah.g_00570	Prbl.g_00124
OG0000447	Syah.g_00567	Prbl.g_01244
OG0000448	Syah.g_00566	Prbl.g_01245
OG0000449	Syah.g_00565	Prbl.g_01246
OG0000450	Syah.g_00547	Prbl.g_01252
OG0000451	Syah.g_00546	Prbl.g_01253
OG0000452	Syah.g_00542	Prbl.g_01258
OG0000453	Syah.g_00541	Prbl.g_01259
OG0000454	Syah.g_00540	Prbl.g_01260
OG0000455	Syah.g_00539	Prbl.g_01261
OG0000456	Syah.g_00538	Prbl.g_01262
OG0000457	Syah.g_00536	Prbl.g_01264
OG0000458	Syah.g_00535	Prbl.g_01265
OG0000459	Syah.g_00534	Prbl.g_01266
OG0000460	Syah.g_00906	Prbl.g_01923
OG0000461	Syah.g_00678	Prbl.g_02679
OG0000462	Syah.g_00675	Prbl.g_02666
OG0000463	Syah.g_00674	Prbl.g_01516
OG0000464	Syah.g_00673	Prbl.g_01515
OG0000465	Syah.g_00672	Prbl.g_01513
OG0000466	Syah.g_00668	Prbl.g_01508
OG0000467	Syah.g_00666	Prbl.g_01506
OG0000468	Syah.g_00661	Prbl.g_01499
OG0000469	Syah.g_00647	Prbl.g_01486
OG0000470	Syah.g_00645	Prbl.g_01473
OG0000471	Syah.g_00644	Prbl.g_01472
OG0000472	Syah.g_00642	Prbl.g_01470
OG0000473	Syah.g_00640	Prbl.g_01468
OG0000474	Syah.g_00639	Prbl.g_01467
OG0000475	Syah.g_00638	Prbl.g_01466
OG0000476	Syah.g_00636	Prbl.g_01464
OG0000477	Syah.g_00630	Prbl.g_01459
OG0000478	Syah.g_00629	Prbl.g_01458
OG0000479	Syah.g_00628	Prbl.g_01457
OG0000480	Syah.g_00089	Prbl.g_01450
OG0000481	Syah.g_00091	Prbl.g_01448
OG0000482	Syah.g_00092	Prbl.g_01447
OG0000483	Syah.g_00096	Prbl.g_01443
OG0000484	Syah.g_00097	Prbl.g_01442
OG0000485	Syah.g_00098	Prbl.g_01441
OG0000486	Syah.g_00099	Prbl.g_01440
OG0000487	Syah.g_00106	Prbl.g_01435
OG0000488	Syah.g_00110	Prbl.g_01431
OG0000489	Syah.g_00121	Prbl.g_01420
OG0000490	Syah.g_00129	Prbl.g_01414
OG0000491	Syah.g_00130	Prbl.g_01413
OG0000492	Syah.g_00132	Prbl.g_00909
OG0000493	Syah.g_00133	Prbl.g_00908
OG0000494	Syah.g_00134	Prbl.g_00907
OG0000495	Syah.g_00135	Prbl.g_00906
OG0000496	Syah.g_00136	Prbl.g_00905
OG0000497	Syah.g_00137	Prbl.g_00904
OG0000498	Syah.g_00138	Prbl.g_00903
OG0000499	Syah.g_00139	Prbl.g_00902
OG0000500	Syah.g_00140	Prbl.g_00901
OG0000501	Syah.g_00143	Prbl.g_00898
OG0000502	Syah.g_00155	Prbl.g_00886
OG0000503	Syah.g_00858	Prbl.g_01201
OG0000504	Syah.g_00860	Prbl.g_01203
OG0000505	Syah.g_00861	Prbl.g_01204
OG0000506	Syah.g_00863	Prbl.g_01206
OG0000507	Syah.g_00869	Prbl.g_01210
OG0000508	Syah.g_00873	Prbl.g_01217
OG0000509	Syah.g_00875	Prbl.g_01219
OG0000510	Syah.g_00876	Prbl.g_01220
OG0000511	Syah.g_00877	Prbl.g_01221
OG0000512	Syah.g_00879	Prbl.g_01223
OG0000513	Syah.g_00892	Prbl.g_02678
OG0000514	Syah.g_00899	Prbl.g_00676
OG0000515	Syah.g_00900	Prbl.g_00675
OG0000516	Syah.g_02231	Prbl.g_00663
OG0000517	Syah.g_02237	Prbl.g_00653
OG0000518	Syah.g_02221	Prbl.g_00641
OG0000519	Syah.g_02220	Prbl.g_00640
OG0000520	Syah.g_02219	Prbl.g_00639
OG0000521	Syah.g_01202	Prbl.g_00625
OG0000522	Syah.g_01204	Prbl.g_00623
OG0000523	Syah.g_01205	Prbl.g_00622
OG0000524	Syah.g_01207	Prbl.g_01364
OG0000525	Syah.g_01212	Prbl.g_01348
OG0000526	Syah.g_01215	Prbl.g_01346
OG0000527	Syah.g_01219	Prbl.g_01342
OG0000528	Syah.g_00991	Prbl.g_00506
OG0000529	Syah.g_00998	Prbl.g_00512
OG0000530	Syah.g_01001	Prbl.g_00515
OG0000531	Syah.g_01002	Prbl.g_00516
OG0000532	Syah.g_01005	Prbl.g_00519
OG0000533	Syah.g_01006	Prbl.g_00521
OG0000534	Syah.g_01007	Prbl.g_00522
OG0000535	Syah.g_01008	Prbl.g_00523
OG0000536	Syah.g_01009	Prbl.g_00524
OG0000537	Syah.g_01010	Prbl.g_00525
OG0000538	Syah.g_01021	Prbl.g_00536
OG0000539	Syah.g_01022	Prbl.g_00806
OG0000540	Syah.g_01023	Prbl.g_00805
OG0000541	Syah.g_01024	Prbl.g_00804
OG0000542	Syah.g_01027	Prbl.g_00801
OG0000543	Syah.g_01029	Prbl.g_00799
OG0000545	Syah.g_01031	Prbl.g_00797
OG0000546	Syah.g_01033	Prbl.g_00794
OG0000547	Syah.g_01035	Prbl.g_00792
OG0000548	Syah.g_01036	Prbl.g_00791
OG0000549	Syah.g_01042	Prbl.g_00785
OG0000550	Syah.g_01046	Prbl.g_00780
OG0000551	Syah.g_01051	Prbl.g_00776
OG0000552	Syah.g_01052	Prbl.g_00775
OG0000553	Syah.g_01054	Prbl.g_00770
OG0000554	Syah.g_01065	Prbl.g_00765
OG0000555	Syah.g_01078	Prbl.g_00747
OG0000556	Syah.g_01084	Prbl.g_02645
OG0000557	Syah.g_01086	Prbl.g_01878
OG0000558	Syah.g_01088	Prbl.g_01881
OG0000559	Syah.g_01093	Prbl.g_01885
OG0000560	Syah.g_01096	Prbl.g_01888
OG0000561	Syah.g_01097	Prbl.g_01889
OG0000562	Syah.g_01098	Prbl.g_01890
OG0000563	Syah.g_01099	Prbl.g_01891
OG0000564	Syah.g_01100	Prbl.g_01892
OG0000565	Syah.g_01104	Prbl.g_01895
OG0000566	Syah.g_01108	Prbl.g_01899
OG0000567	Syah.g_01112	Prbl.g_01903
OG0000568	Syah.g_01116	Prbl.g_01905
OG0000569	Syah.g_01117	Prbl.g_01801
OG0000570	Syah.g_01118	Prbl.g_01800
OG0000571	Syah.g_01122	Prbl.g_01797
