Orthogroup	Syah	Prai
OG0000088	Syah.g_00074	Prai.g_00177
OG0000089	Syah.g_00888	Prai.g_00368
OG0000090	Syah.g_01064	Prai.g_00561
OG0000091	Syah.g_01927	Prai.g_00671
OG0000094	Syah.g_01692	Prai.g_00937
OG0000097	Syah.g_01400	Prai.g_01214
OG0000098	Syah.g_00723	Prai.g_01353
OG0000099	Syah.g_00144	Prai.g_01393
OG0000100	Syah.g_01747	Prai.g_01536
OG0000101	Syah.g_00785	Prai.g_01782
OG0000102	Syah.g_00255	Prai.g_01843
OG0000103	Syah.g_00391	Prai.g_01923
OG0000104	Syah.g_00377	Prai.g_01932
OG0000105	Syah.g_00632	Prai.g_00286, Prai.g_00287
OG0000106	Syah.g_01544	Prai.g_00383
OG0000107	Syah.g_00688	Prai.g_00397
OG0000108	Syah.g_00997	Prai.g_00510
OG0000109	Syah.g_01012	Prai.g_00524
OG0000110	Syah.g_01124	Prai.g_00603
OG0000112	Syah.g_01613	Prai.g_00882
OG0000113	Syah.g_01752	Prai.g_00825
OG0000114	Syah.g_01529	Prai.g_01046
OG0000115	Syah.g_01269	Prai.g_01119
OG0000116	Syah.g_02175	Prai.g_01162
OG0000117	Syah.g_01425	Prai.g_01273
OG0000118	Syah.g_01173	Prai.g_01347
OG0000120	Syah.g_00145	Prai.g_01443
OG0000121	Syah.g_01287	Prai.g_01465
OG0000123	Syah.g_00793	Prai.g_01789
OG0000124	Syah.g_00272	Prai.g_01854
OG0000125	Syah.g_00504	Prai.g_01892
OG0000126	Syah.g_00379	Prai.g_01931
OG0000128	Syah.g_00361	Prai.g_00011
OG0000129	Syah.g_00516	Prai.g_00051
OG0000130	Syah.g_02483	Prai.g_00069
OG0000131	Syah.g_00052	Prai.g_00156
OG0000132	Syah.g_00072	Prai.g_00175
OG0000133	Syah.g_01618	Prai.g_00335
OG0000134	Syah.g_00891	Prai.g_00369
OG0000135	Syah.g_00465	Prai.g_00393
OG0000136	Syah.g_02227	Prai.g_00472
OG0000137	Syah.g_01221	Prai.g_00505
OG0000138	Syah.g_01013	Prai.g_00525
OG0000139	Syah.g_01070	Prai.g_00565
OG0000140	Syah.g_01071	Prai.g_00566
OG0000141	Syah.g_01981	Prai.g_00635
OG0000142	Syah.g_01935	Prai.g_00664
OG0000143	Syah.g_01931	Prai.g_00668
OG0000144	Syah.g_01824	Prai.g_00681
OG0000145	Syah.g_01019	Prai.g_00883
OG0000146	Syah.g_01612	Prai.g_00881
OG0000147	Syah.g_01611	Prai.g_00880
OG0000148	Syah.g_01758	Prai.g_00831
OG0000149	Syah.g_02096	Prai.g_00800
OG0000150	Syah.g_01980	Prai.g_00792
OG0000151	Syah.g_01820	Prai.g_01036
OG0000152	Syah.g_01622	Prai.g_00989
OG0000153	Syah.g_01656	Prai.g_00970
OG0000154	Syah.g_01682	Prai.g_00943
OG0000155	Syah.g_02123	Prai.g_01191
OG0000156	Syah.g_02185	Prai.g_01323
OG0000157	Syah.g_02186	Prai.g_01324
OG0000158	Syah.g_00204	Prai.g_01392
OG0000160	Syah.g_01289	Prai.g_01464
OG0000161	Syah.g_01282	Prai.g_01470
OG0000162	Syah.g_01276	Prai.g_01476
OG0000163	Syah.g_02315	Prai.g_01509
OG0000164	Syah.g_02423	Prai.g_01662
OG0000165	Syah.g_02251	Prai.g_01669
OG0000166	Syah.g_00747	Prai.g_01740
OG0000167	Syah.g_00183	Prai.g_01812
OG0000168	Syah.g_00205	Prai.g_01822
OG0000169	Syah.g_00237	Prai.g_01832
OG0000170	Syah.g_00245	Prai.g_01834
OG0000171	Syah.g_00271	Prai.g_01853
OG0000172	Syah.g_00293	Prai.g_01863
OG0000173	Syah.g_00313	Prai.g_01878
OG0000174	Syah.g_00461	Prai.g_01905
OG0000175	Syah.g_00402	Prai.g_01915
OG0000176	Syah.g_00369	Prai.g_00004
OG0000177	Syah.g_00368	Prai.g_00005
OG0000178	Syah.g_00367	Prai.g_00006
OG0000179	Syah.g_00355	Prai.g_00016
OG0000180	Syah.g_00354	Prai.g_00017
OG0000181	Syah.g_00353	Prai.g_00018
OG0000182	Syah.g_00352	Prai.g_00019
OG0000183	Syah.g_00348	Prai.g_00023
OG0000184	Syah.g_00525	Prai.g_00053
OG0000185	Syah.g_00528	Prai.g_00056
OG0000186	Syah.g_02479	Prai.g_00064
OG0000187	Syah.g_02480	Prai.g_00065
OG0000188	Syah.g_02501	Prai.g_00082
OG0000189	Syah.g_02526	Prai.g_00096
OG0000190	Syah.g_02528	Prai.g_00097
OG0000191	Syah.g_00008	Prai.g_00117
OG0000192	Syah.g_00013	Prai.g_00121
OG0000193	Syah.g_00053	Prai.g_00157
OG0000194	Syah.g_00056	Prai.g_00160
OG0000195	Syah.g_00058	Prai.g_00162
OG0000196	Syah.g_00069	Prai.g_00172
OG0000197	Syah.g_00070	Prai.g_00173
OG0000198	Syah.g_00071	Prai.g_00174
OG0000199	Syah.g_00079	Prai.g_00181
OG0000200	Syah.g_00616	Prai.g_00195
OG0000202	Syah.g_00600	Prai.g_00204
OG0000203	Syah.g_00599	Prai.g_00205
OG0000204	Syah.g_00598	Prai.g_00206
OG0000205	Syah.g_00591	Prai.g_00213
OG0000206	Syah.g_00578	Prai.g_00218
OG0000207	Syah.g_00575	Prai.g_00220
OG0000208	Syah.g_00574	Prai.g_00221
OG0000209	Syah.g_00544	Prai.g_00230
OG0000210	Syah.g_00543	Prai.g_00231
OG0000212	Syah.g_00913	Prai.g_00251
OG0000213	Syah.g_00657	Prai.g_00270
OG0000214	Syah.g_00641	Prai.g_00280
OG0000215	Syah.g_00101	Prai.g_00305
OG0000216	Syah.g_00105	Prai.g_00307
OG0000217	Syah.g_00109	Prai.g_00310
OG0000218	Syah.g_00111	Prai.g_00312
OG0000219	Syah.g_00112	Prai.g_00313
OG0000220	Syah.g_00113	Prai.g_00314
OG0000221	Syah.g_00120	Prai.g_00315
OG0000222	Syah.g_00131	Prai.g_00323
OG0000223	Syah.g_00153	Prai.g_00336
OG0000224	Syah.g_00162	Prai.g_00338
OG0000225	Syah.g_00874	Prai.g_00358
OG0000226	Syah.g_00878	Prai.g_00362
OG0000227	Syah.g_00880	Prai.g_00364
OG0000228	Syah.g_00887	Prai.g_00367
OG0000229	Syah.g_02236	Prai.g_00467
OG0000230	Syah.g_02234	Prai.g_00469
OG0000231	Syah.g_02218	Prai.g_00480
OG0000232	Syah.g_01206	Prai.g_00489
OG0000233	Syah.g_01210	Prai.g_00494
OG0000234	Syah.g_01222	Prai.g_00506
OG0000235	Syah.g_00996	Prai.g_00509
OG0000236	Syah.g_01011	Prai.g_00523
OG0000237	Syah.g_01028	Prai.g_00536
OG0000238	Syah.g_01032	Prai.g_00542
OG0000239	Syah.g_01048	Prai.g_00553
OG0000240	Syah.g_01049	Prai.g_00554
OG0000241	Syah.g_01944	Prai.g_00558
OG0000242	Syah.g_01062	Prai.g_00560
OG0000243	Syah.g_01079	Prai.g_00571
OG0000244	Syah.g_01087	Prai.g_00574
OG0000245	Syah.g_01090	Prai.g_00576
OG0000246	Syah.g_01094	Prai.g_00580
OG0000247	Syah.g_01106	Prai.g_00590
OG0000248	Syah.g_01109	Prai.g_00593
OG0000249	Syah.g_01111	Prai.g_00595
OG0000250	Syah.g_01120	Prai.g_00600
OG0000251	Syah.g_01145	Prai.g_00619
OG0000252	Syah.g_01148	Prai.g_00622
OG0000253	Syah.g_01149	Prai.g_00623
OG0000254	Syah.g_01976	Prai.g_00639
OG0000255	Syah.g_01968	Prai.g_00645
OG0000256	Syah.g_01952	Prai.g_00656
OG0000257	Syah.g_01945	Prai.g_00659
OG0000258	Syah.g_01926	Prai.g_00672
OG0000259	Syah.g_01494	Prai.g_00689
OG0000260	Syah.g_01497	Prai.g_00692
OG0000261	Syah.g_01500	Prai.g_00694
OG0000262	Syah.g_01505	Prai.g_00698
OG0000263	Syah.g_01410	Prai.g_00710
OG0000264	Syah.g_02000	Prai.g_00720
OG0000265	Syah.g_02252	Prai.g_00748
OG0000266	Syah.g_01714	Prai.g_00758
OG0000267	Syah.g_01574	Prai.g_00769
OG0000268	Syah.g_01575	Prai.g_00770
OG0000269	Syah.g_01784	Prai.g_00853
OG0000270	Syah.g_01781	Prai.g_00850
OG0000271	Syah.g_01773	Prai.g_00842
OG0000272	Syah.g_01772	Prai.g_00840, Prai.g_00841
OG0000273	Syah.g_02075	Prai.g_00817
OG0000274	Syah.g_02076	Prai.g_00816
OG0000275	Syah.g_02081	Prai.g_00741, Prai.g_00813
OG0000276	Syah.g_02088	Prai.g_00808
OG0000277	Syah.g_02089	Prai.g_00807
OG0000278	Syah.g_02092	Prai.g_00804
OG0000279	Syah.g_02100	Prai.g_00797
OG0000280	Syah.g_02112	Prai.g_00796
OG0000281	Syah.g_00722	Prai.g_00791
OG0000282	Syah.g_01531	Prai.g_01044
OG0000283	Syah.g_01585	Prai.g_01012
OG0000284	Syah.g_01591	Prai.g_01007
OG0000285	Syah.g_01603	Prai.g_01002
OG0000286	Syah.g_01621	Prai.g_00990
OG0000287	Syah.g_01231	Prai.g_00973
OG0000288	Syah.g_01681	Prai.g_00944
OG0000289	Syah.g_01695	Prai.g_00934
OG0000290	Syah.g_02033	Prai.g_00921
OG0000291	Syah.g_02031	Prai.g_00919
OG0000292	Syah.g_00380	Prai.g_01107
OG0000293	Syah.g_02173	Prai.g_01163
OG0000294	Syah.g_02172	Prai.g_01164
OG0000295	Syah.g_02131	Prai.g_01183
OG0000296	Syah.g_02129	Prai.g_01185
OG0000297	Syah.g_01427	Prai.g_01193
OG0000298	Syah.g_01426	Prai.g_01194
OG0000299	Syah.g_01404	Prai.g_01213
OG0000300	Syah.g_01397	Prai.g_01216
OG0000301	Syah.g_01396	Prai.g_01217
OG0000302	Syah.g_01395	Prai.g_01219
OG0000303	Syah.g_01387	Prai.g_01226
OG0000304	Syah.g_01382	Prai.g_01230
OG0000305	Syah.g_02028	Prai.g_01362
OG0000306	Syah.g_02116	Prai.g_01365
OG0000307	Syah.g_00978	Prai.g_01379
OG0000308	Syah.g_00976	Prai.g_01380
OG0000309	Syah.g_00971	Prai.g_01384
OG0000310	Syah.g_01321	Prai.g_01448
OG0000311	Syah.g_01317	Prai.g_01450
OG0000312	Syah.g_01304	Prai.g_01453
OG0000313	Syah.g_01285	Prai.g_01467
OG0000314	Syah.g_01259	Prai.g_01489
OG0000315	Syah.g_01248	Prai.g_01499
OG0000316	Syah.g_02333	Prai.g_01519
OG0000317	Syah.g_02380	Prai.g_01636
OG0000318	Syah.g_02385	Prai.g_01639
OG0000319	Syah.g_02405	Prai.g_01652
OG0000320	Syah.g_02407	Prai.g_01654
OG0000321	Syah.g_02408	Prai.g_01655
OG0000322	Syah.g_02409	Prai.g_01656
OG0000323	Syah.g_02425	Prai.g_01665
OG0000324	Syah.g_02278	Prai.g_01691
OG0000325	Syah.g_00689	Prai.g_01702
OG0000326	Syah.g_00696	Prai.g_01708
OG0000327	Syah.g_00742	Prai.g_01735
OG0000328	Syah.g_00743	Prai.g_01736
OG0000329	Syah.g_00760	Prai.g_01754
OG0000330	Syah.g_00761	Prai.g_01755
OG0000331	Syah.g_00762	Prai.g_01756
OG0000332	Syah.g_00776	Prai.g_01770
OG0000333	Syah.g_00779	Prai.g_01777
OG0000334	Syah.g_00789	Prai.g_01785
OG0000335	Syah.g_00794	Prai.g_01790
OG0000336	Syah.g_00798	Prai.g_01794
OG0000337	Syah.g_00178	Prai.g_01810
OG0000338	Syah.g_00181	Prai.g_01811
OG0000339	Syah.g_00188	Prai.g_01815
OG0000340	Syah.g_00206	Prai.g_01823
OG0000341	Syah.g_00208	Prai.g_01825
OG0000342	Syah.g_00209	Prai.g_01826
OG0000343	Syah.g_00231	Prai.g_01827
OG0000344	Syah.g_00235	Prai.g_01830
OG0000345	Syah.g_00246	Prai.g_01835
OG0000346	Syah.g_00251	Prai.g_01839
OG0000347	Syah.g_00275	Prai.g_01855
OG0000348	Syah.g_00301	Prai.g_01866
OG0000349	Syah.g_00320	Prai.g_01883
OG0000350	Syah.g_00703	Prai.g_01901
OG0000351	Syah.g_00399	Prai.g_01918
OG0000352	Syah.g_00398	Prai.g_01919
OG0000353	Syah.g_00374	Prai.g_01935
OG0000355	Syah.g_00372	Prai.g_00001
OG0000356	Syah.g_00371	Prai.g_00002
OG0000357	Syah.g_00370	Prai.g_00003
OG0000358	Syah.g_00366	Prai.g_00007
OG0000359	Syah.g_00364	Prai.g_00008
OG0000360	Syah.g_00363	Prai.g_00009
OG0000361	Syah.g_00362	Prai.g_00010
OG0000362	Syah.g_00360	Prai.g_00012
OG0000363	Syah.g_00358	Prai.g_00014
OG0000364	Syah.g_00357	Prai.g_00015
OG0000365	Syah.g_00351	Prai.g_00020
OG0000366	Syah.g_00350	Prai.g_00021
OG0000367	Syah.g_00349	Prai.g_00022
OG0000368	Syah.g_00347	Prai.g_00024
OG0000369	Syah.g_00346	Prai.g_00025
OG0000370	Syah.g_00345	Prai.g_00026
OG0000371	Syah.g_00338	Prai.g_00032
OG0000372	Syah.g_00333	Prai.g_00035
OG0000373	Syah.g_00332	Prai.g_00036
OG0000374	Syah.g_00331	Prai.g_00037
OG0000375	Syah.g_00329	Prai.g_00047
OG0000376	Syah.g_00327	Prai.g_00049
OG0000377	Syah.g_00517	Prai.g_00052
OG0000378	Syah.g_00526	Prai.g_00054
OG0000379	Syah.g_00529	Prai.g_00057
OG0000380	Syah.g_02481	Prai.g_00066
OG0000381	Syah.g_02484	Prai.g_00070
OG0000382	Syah.g_02500	Prai.g_00081
OG0000383	Syah.g_02502	Prai.g_00083
OG0000384	Syah.g_02503	Prai.g_00084
OG0000385	Syah.g_02504	Prai.g_00085
OG0000386	Syah.g_02505	Prai.g_00086
OG0000387	Syah.g_02530	Prai.g_00099
OG0000388	Syah.g_02533	Prai.g_00102
OG0000389	Syah.g_02536	Prai.g_00106
OG0000390	Syah.g_00002	Prai.g_00113
OG0000391	Syah.g_00007	Prai.g_00116
OG0000392	Syah.g_00012	Prai.g_00120
OG0000393	Syah.g_00014	Prai.g_00122
OG0000394	Syah.g_00015	Prai.g_00123
OG0000395	Syah.g_00016	Prai.g_00124
OG0000396	Syah.g_00019	Prai.g_00127
OG0000397	Syah.g_00021	Prai.g_00129
OG0000398	Syah.g_00027	Prai.g_00131
OG0000399	Syah.g_00028	Prai.g_00132
OG0000400	Syah.g_00029	Prai.g_00133
OG0000401	Syah.g_00030	Prai.g_00134
OG0000402	Syah.g_00033	Prai.g_00136
OG0000403	Syah.g_00034	Prai.g_00137
OG0000404	Syah.g_00036	Prai.g_00138
OG0000405	Syah.g_00050	Prai.g_00142
OG0000406	Syah.g_00054	Prai.g_00158
OG0000407	Syah.g_00055	Prai.g_00159
OG0000408	Syah.g_00057	Prai.g_00161
OG0000409	Syah.g_00059	Prai.g_00163
OG0000410	Syah.g_00060	Prai.g_00164
OG0000411	Syah.g_00061	Prai.g_00165
OG0000412	Syah.g_00062	Prai.g_00166
OG0000413	Syah.g_00064	Prai.g_00167
OG0000414	Syah.g_00065	Prai.g_01288, Prai.g_00168
OG0000415	Syah.g_00066	Prai.g_00169
OG0000416	Syah.g_00067	Prai.g_00170
OG0000417	Syah.g_00068	Prai.g_00171
OG0000418	Syah.g_00073	Prai.g_00176
OG0000419	Syah.g_00075	Prai.g_00178
OG0000420	Syah.g_00077	Prai.g_00179
OG0000421	Syah.g_00082	Prai.g_00184
OG0000422	Syah.g_00083	Prai.g_00185
OG0000423	Syah.g_00084	Prai.g_00186
OG0000424	Syah.g_00085	Prai.g_00187
OG0000425	Syah.g_00086	Prai.g_00188
OG0000426	Syah.g_00087	Prai.g_00189
OG0000427	Syah.g_00088	Prai.g_00190
OG0000428	Syah.g_00620	Prai.g_00192
OG0000429	Syah.g_00618	Prai.g_00193
OG0000430	Syah.g_00617	Prai.g_00194
OG0000431	Syah.g_00613	Prai.g_00196
OG0000432	Syah.g_00607	Prai.g_00199
OG0000433	Syah.g_00605	Prai.g_00200
OG0000434	Syah.g_00604	Prai.g_00201
OG0000435	Syah.g_00602	Prai.g_00202
OG0000436	Syah.g_00597	Prai.g_00207
OG0000437	Syah.g_00596	Prai.g_00208
OG0000438	Syah.g_00595	Prai.g_00209
OG0000439	Syah.g_00593	Prai.g_00211
OG0000440	Syah.g_00592	Prai.g_00212
OG0000441	Syah.g_00585	Prai.g_00215
OG0000442	Syah.g_00580	Prai.g_00216
OG0000443	Syah.g_00579	Prai.g_00217
OG0000444	Syah.g_00573	Prai.g_00222
OG0000445	Syah.g_00572	Prai.g_00223
OG0000446	Syah.g_00570	Prai.g_00224
OG0000447	Syah.g_00567	Prai.g_00225
OG0000448	Syah.g_00566	Prai.g_00226
OG0000449	Syah.g_00565	Prai.g_00227
OG0000450	Syah.g_00547	Prai.g_00228
OG0000451	Syah.g_00546	Prai.g_00229
OG0000452	Syah.g_00542	Prai.g_00232
OG0000453	Syah.g_00541	Prai.g_00233
OG0000454	Syah.g_00540	Prai.g_00234
OG0000455	Syah.g_00539	Prai.g_00235
OG0000456	Syah.g_00538	Prai.g_00236
OG0000457	Syah.g_00536	Prai.g_00237
OG0000458	Syah.g_00535	Prai.g_00238
OG0000459	Syah.g_00534	Prai.g_00239
OG0000460	Syah.g_00906	Prai.g_00246
OG0000461	Syah.g_00678	Prai.g_00255
OG0000462	Syah.g_00675	Prai.g_00257
OG0000463	Syah.g_00674	Prai.g_00258
OG0000464	Syah.g_00673	Prai.g_00259
OG0000465	Syah.g_00672	Prai.g_00260
OG0000466	Syah.g_00668	Prai.g_00263
OG0000467	Syah.g_00666	Prai.g_00264
OG0000468	Syah.g_00661	Prai.g_00266
OG0000469	Syah.g_00647	Prai.g_00275
OG0000470	Syah.g_00645	Prai.g_00277
OG0000471	Syah.g_00644	Prai.g_00278
OG0000472	Syah.g_00642	Prai.g_00279
OG0000473	Syah.g_00640	Prai.g_00281
OG0000474	Syah.g_00639	Prai.g_00282
OG0000475	Syah.g_00638	Prai.g_00283
OG0000476	Syah.g_00636	Prai.g_00284
OG0000477	Syah.g_00630	Prai.g_00288
OG0000478	Syah.g_00629	Prai.g_00289
OG0000479	Syah.g_00628	Prai.g_00290
OG0000480	Syah.g_00089	Prai.g_00295
OG0000481	Syah.g_00091	Prai.g_00297
OG0000482	Syah.g_00092	Prai.g_00298
OG0000483	Syah.g_00096	Prai.g_00301
OG0000484	Syah.g_00097	Prai.g_00302
OG0000485	Syah.g_00098	Prai.g_00303
OG0000486	Syah.g_00099	Prai.g_00304
OG0000487	Syah.g_00106	Prai.g_00308
OG0000488	Syah.g_00110	Prai.g_00311
OG0000489	Syah.g_00121	Prai.g_00316
OG0000490	Syah.g_00129	Prai.g_00321
OG0000491	Syah.g_00130	Prai.g_00322
OG0000492	Syah.g_00132	Prai.g_00324
OG0000493	Syah.g_00133	Prai.g_00325
OG0000494	Syah.g_00134	Prai.g_00326
OG0000495	Syah.g_00135	Prai.g_00327
OG0000496	Syah.g_00136	Prai.g_00328
OG0000497	Syah.g_00137	Prai.g_00329
OG0000498	Syah.g_00138	Prai.g_00330
OG0000499	Syah.g_00139	Prai.g_00331
OG0000500	Syah.g_00140	Prai.g_00332
OG0000501	Syah.g_00143	Prai.g_00334
OG0000502	Syah.g_00155	Prai.g_00337
OG0000503	Syah.g_00858	Prai.g_00347
OG0000504	Syah.g_00860	Prai.g_00348
OG0000505	Syah.g_00861	Prai.g_00349
OG0000506	Syah.g_00863	Prai.g_00351
OG0000507	Syah.g_00869	Prai.g_00354
OG0000508	Syah.g_00873	Prai.g_00357
OG0000509	Syah.g_00875	Prai.g_00359
OG0000510	Syah.g_00876	Prai.g_00360
OG0000511	Syah.g_00877	Prai.g_00361
OG0000512	Syah.g_00879	Prai.g_00363
OG0000513	Syah.g_00892	Prai.g_00370
OG0000514	Syah.g_00899	Prai.g_00462
OG0000515	Syah.g_00900	Prai.g_00463
OG0000516	Syah.g_02231	Prai.g_00464
OG0000517	Syah.g_02237	Prai.g_00466
OG0000518	Syah.g_02221	Prai.g_00477
OG0000519	Syah.g_02220	Prai.g_00478
OG0000520	Syah.g_02219	Prai.g_00479
OG0000521	Syah.g_01202	Prai.g_00484
OG0000522	Syah.g_01204	Prai.g_00486
OG0000523	Syah.g_01205	Prai.g_00487
OG0000524	Syah.g_01207	Prai.g_00492
OG0000525	Syah.g_01212	Prai.g_00495
OG0000526	Syah.g_01215	Prai.g_00496
OG0000527	Syah.g_01219	Prai.g_00503
OG0000528	Syah.g_00991	Prai.g_00508
OG0000529	Syah.g_00998	Prai.g_00511
OG0000530	Syah.g_01001	Prai.g_00514
OG0000531	Syah.g_01002	Prai.g_00515
OG0000532	Syah.g_01005	Prai.g_00517
OG0000533	Syah.g_01006	Prai.g_00518
OG0000534	Syah.g_01007	Prai.g_00519
OG0000535	Syah.g_01008	Prai.g_00520
OG0000536	Syah.g_01009	Prai.g_00521
OG0000537	Syah.g_01010	Prai.g_00522
OG0000538	Syah.g_01021	Prai.g_00530
OG0000539	Syah.g_01022	Prai.g_00531
OG0000540	Syah.g_01023	Prai.g_00532
OG0000541	Syah.g_01024	Prai.g_00533
OG0000542	Syah.g_01027	Prai.g_00535
OG0000543	Syah.g_01029	Prai.g_00537
OG0000545	Syah.g_01031	Prai.g_00540
OG0000546	Syah.g_01033	Prai.g_00543
OG0000547	Syah.g_01035	Prai.g_00544
OG0000548	Syah.g_01036	Prai.g_00545
OG0000549	Syah.g_01042	Prai.g_00547
OG0000550	Syah.g_01046	Prai.g_00552
OG0000551	Syah.g_01051	Prai.g_00555
OG0000552	Syah.g_01052	Prai.g_00556
OG0000553	Syah.g_01054	Prai.g_00557
OG0000554	Syah.g_01065	Prai.g_00562
OG0000555	Syah.g_01078	Prai.g_00570
OG0000556	Syah.g_01084	Prai.g_00572
OG0000557	Syah.g_01086	Prai.g_00573
OG0000558	Syah.g_01088	Prai.g_00575
OG0000559	Syah.g_01093	Prai.g_00579
OG0000560	Syah.g_01096	Prai.g_00582
OG0000561	Syah.g_01097	Prai.g_00583
OG0000562	Syah.g_01098	Prai.g_00584
OG0000563	Syah.g_01099	Prai.g_00585
OG0000564	Syah.g_01100	Prai.g_00586
OG0000565	Syah.g_01104	Prai.g_00589
OG0000566	Syah.g_01108	Prai.g_00592
OG0000567	Syah.g_01112	Prai.g_00596
OG0000568	Syah.g_01116	Prai.g_00597
OG0000569	Syah.g_01117	Prai.g_00598
OG0000570	Syah.g_01118	Prai.g_00599
OG0000571	Syah.g_01122	Prai.g_00601
OG0000572	Syah.g_01137	Prai.g_00614
OG0000573	Syah.g_01146	Prai.g_00620
OG0000574	Syah.g_01147	Prai.g_00621
OG0000575	Syah.g_01151	Prai.g_00625
OG0000576	Syah.g_01153	Prai.g_00627
OG0000577	Syah.g_01154	Prai.g_00628
OG0000578	Syah.g_01155	Prai.g_00629
OG0000579	Syah.g_01156	Prai.g_00630
OG0000580	Syah.g_01157	Prai.g_00631
OG0000581	Syah.g_01163	Prai.g_00633
OG0000582	Syah.g_01979	Prai.g_00636
OG0000583	Syah.g_01978	Prai.g_00637
OG0000584	Syah.g_01977	Prai.g_00638
OG0000585	Syah.g_01975	Prai.g_00640
OG0000586	Syah.g_01974	Prai.g_00641
OG0000587	Syah.g_01972	Prai.g_00642
OG0000588	Syah.g_01966	Prai.g_00646
OG0000589	Syah.g_01962	Prai.g_00650
OG0000590	Syah.g_01961	Prai.g_00651
