Orthogroup	Syah	Prap
OG0000118	Syah.g_01173	Prap.g_00574
OG0000120	Syah.g_00145	Prap.g_00079
OG0000121	Syah.g_01287	Prap.g_00123
OG0000122	Syah.g_01900	Prap.g_00532, Prap.g_00164
OG0000123	Syah.g_00793	Prap.g_01635
OG0000124	Syah.g_00272	Prap.g_01563
OG0000125	Syah.g_00504	Prap.g_01528
OG0000126	Syah.g_00379	Prap.g_01870
OG0000128	Syah.g_00361	Prap.g_00043
OG0000129	Syah.g_00516	Prap.g_00910
OG0000130	Syah.g_02483	Prap.g_00881
OG0000131	Syah.g_00052	Prap.g_01026
OG0000132	Syah.g_00072	Prap.g_01006
OG0000133	Syah.g_01618	Prap.g_01389
OG0000134	Syah.g_00891	Prap.g_01347
OG0000135	Syah.g_00465	Prap.g_00543
OG0000136	Syah.g_02227	Prap.g_01325
OG0000137	Syah.g_01221	Prap.g_01292
OG0000138	Syah.g_01013	Prap.g_01272
OG0000139	Syah.g_01070	Prap.g_01232
OG0000140	Syah.g_01071	Prap.g_01231
OG0000141	Syah.g_01981	Prap.g_01160
OG0000142	Syah.g_01935	Prap.g_00392
OG0000143	Syah.g_01931	Prap.g_00388
OG0000144	Syah.g_01824	Prap.g_00374
OG0000145	Syah.g_01019	Prap.g_00545
OG0000146	Syah.g_01612	Prap.g_01122
OG0000147	Syah.g_01611	Prap.g_01123
OG0000148	Syah.g_01758	Prap.g_00766
OG0000149	Syah.g_02096	Prap.g_00734
OG0000150	Syah.g_01980	Prap.g_00724
OG0000151	Syah.g_01820	Prap.g_00848
OG0000152	Syah.g_01622	Prap.g_00257
OG0000153	Syah.g_01656	Prap.g_00276
OG0000154	Syah.g_01682	Prap.g_00296
OG0000155	Syah.g_02123	Prap.g_00435
OG0000156	Syah.g_02185	Prap.g_00550
OG0000157	Syah.g_02186	Prap.g_00551
OG0000158	Syah.g_00204	Prap.g_01598
OG0000160	Syah.g_01289	Prap.g_00122
OG0000161	Syah.g_01282	Prap.g_00128
OG0000162	Syah.g_01276	Prap.g_00134
OG0000163	Syah.g_02315	Prap.g_00173
OG0000164	Syah.g_02423	Prap.g_01754
OG0000165	Syah.g_02251	Prap.g_01747
OG0000166	Syah.g_00747	Prap.g_01680
OG0000167	Syah.g_00183	Prap.g_01608
OG0000168	Syah.g_00205	Prap.g_01597
OG0000169	Syah.g_00237	Prap.g_01587
OG0000170	Syah.g_00245	Prap.g_01584
OG0000171	Syah.g_00271	Prap.g_01564
OG0000172	Syah.g_00293	Prap.g_01557
OG0000173	Syah.g_00313	Prap.g_01542
OG0000174	Syah.g_00461	Prap.g_01513
OG0000175	Syah.g_00402	Prap.g_01500
OG0000176	Syah.g_00369	Prap.g_00050
OG0000177	Syah.g_00368	Prap.g_00049
OG0000178	Syah.g_00367	Prap.g_00048
OG0000179	Syah.g_00355	Prap.g_00939
OG0000180	Syah.g_00354	Prap.g_00938
OG0000181	Syah.g_00353	Prap.g_00937
OG0000182	Syah.g_00352	Prap.g_00936
OG0000183	Syah.g_00348	Prap.g_00932
OG0000184	Syah.g_00525	Prap.g_00906
OG0000185	Syah.g_00528	Prap.g_00903
OG0000186	Syah.g_02479	Prap.g_00887
OG0000187	Syah.g_02480	Prap.g_00886
OG0000188	Syah.g_02501	Prap.g_01096
OG0000189	Syah.g_02526	Prap.g_01082
OG0000190	Syah.g_02528	Prap.g_01080
OG0000191	Syah.g_00008	Prap.g_01057
OG0000192	Syah.g_00013	Prap.g_01052
OG0000193	Syah.g_00053	Prap.g_01025
OG0000194	Syah.g_00056	Prap.g_01022
OG0000195	Syah.g_00058	Prap.g_01020
OG0000196	Syah.g_00069	Prap.g_01009
OG0000197	Syah.g_00070	Prap.g_01008
OG0000198	Syah.g_00071	Prap.g_01007
OG0000199	Syah.g_00079	Prap.g_01000
OG0000200	Syah.g_00616	Prap.g_00986
OG0000202	Syah.g_00600	Prap.g_00976
OG0000203	Syah.g_00599	Prap.g_00975
OG0000204	Syah.g_00598	Prap.g_00974
OG0000205	Syah.g_00591	Prap.g_00967
OG0000206	Syah.g_00578	Prap.g_00962
OG0000207	Syah.g_00575	Prap.g_00959
OG0000208	Syah.g_00574	Prap.g_00958
OG0000209	Syah.g_00544	Prap.g_00949
OG0000210	Syah.g_00543	Prap.g_00948
OG0000211	Syah.g_00904	Prap.g_01479
OG0000212	Syah.g_00913	Prap.g_01471
OG0000213	Syah.g_00657	Prap.g_01453
OG0000214	Syah.g_00641	Prap.g_01443
OG0000215	Syah.g_00101	Prap.g_01416
OG0000216	Syah.g_00105	Prap.g_01415
OG0000217	Syah.g_00109	Prap.g_01412
OG0000218	Syah.g_00111	Prap.g_01410
OG0000219	Syah.g_00112	Prap.g_01409
OG0000220	Syah.g_00113	Prap.g_01408
OG0000221	Syah.g_00120	Prap.g_01407
OG0000222	Syah.g_00131	Prap.g_01400
OG0000223	Syah.g_00153	Prap.g_01388
OG0000224	Syah.g_00162	Prap.g_01386
OG0000225	Syah.g_00874	Prap.g_01360
OG0000226	Syah.g_00878	Prap.g_01356
OG0000227	Syah.g_00880	Prap.g_01354
OG0000228	Syah.g_00887	Prap.g_01350
OG0000229	Syah.g_02236	Prap.g_01330
OG0000230	Syah.g_02234	Prap.g_01328
OG0000231	Syah.g_02218	Prap.g_01317
OG0000232	Syah.g_01206	Prap.g_01306
OG0000233	Syah.g_01210	Prap.g_01300
OG0000234	Syah.g_01222	Prap.g_01291
OG0000235	Syah.g_00996	Prap.g_01288
OG0000236	Syah.g_01011	Prap.g_01274
OG0000237	Syah.g_01028	Prap.g_01261
OG0000238	Syah.g_01032	Prap.g_01255
OG0000239	Syah.g_01048	Prap.g_01244
OG0000240	Syah.g_01049	Prap.g_01243
OG0000241	Syah.g_01944	Prap.g_01239
OG0000242	Syah.g_01062	Prap.g_01237
OG0000243	Syah.g_01079	Prap.g_01226
OG0000244	Syah.g_01087	Prap.g_01223
OG0000245	Syah.g_01090	Prap.g_01221
OG0000246	Syah.g_01094	Prap.g_01217
OG0000247	Syah.g_01106	Prap.g_01207
OG0000248	Syah.g_01109	Prap.g_01204
OG0000249	Syah.g_01111	Prap.g_01202
OG0000250	Syah.g_01120	Prap.g_01197
OG0000251	Syah.g_01145	Prap.g_01177
OG0000252	Syah.g_01148	Prap.g_01174
OG0000253	Syah.g_01149	Prap.g_01173
OG0000254	Syah.g_01976	Prap.g_01156
OG0000255	Syah.g_01968	Prap.g_01150
OG0000256	Syah.g_01952	Prap.g_01140
OG0000257	Syah.g_01945	Prap.g_00397
OG0000258	Syah.g_01926	Prap.g_00383
OG0000259	Syah.g_01494	Prap.g_00366
OG0000260	Syah.g_01497	Prap.g_00363
OG0000261	Syah.g_01500	Prap.g_00360
OG0000262	Syah.g_01505	Prap.g_00356
OG0000263	Syah.g_01410	Prap.g_00820
OG0000264	Syah.g_02000	Prap.g_00809
OG0000265	Syah.g_02252	Prap.g_00791
OG0000266	Syah.g_01714	Prap.g_00337
OG0000267	Syah.g_01574	Prap.g_00325
OG0000268	Syah.g_01575	Prap.g_00324
OG0000269	Syah.g_01784	Prap.g_00788
OG0000270	Syah.g_01781	Prap.g_00785
OG0000271	Syah.g_01773	Prap.g_00777
OG0000272	Syah.g_01772	Prap.g_00776
OG0000273	Syah.g_02075	Prap.g_00752
OG0000274	Syah.g_02076	Prap.g_00751
OG0000275	Syah.g_02081	Prap.g_00748
OG0000276	Syah.g_02088	Prap.g_00742
OG0000277	Syah.g_02089	Prap.g_00741
OG0000278	Syah.g_02092	Prap.g_00738
OG0000279	Syah.g_02100	Prap.g_00731
OG0000280	Syah.g_02112	Prap.g_00730
OG0000281	Syah.g_00722	Prap.g_00723
OG0000282	Syah.g_01531	Prap.g_00856
OG0000283	Syah.g_01585	Prap.g_00680
OG0000284	Syah.g_01591	Prap.g_00675
OG0000285	Syah.g_01603	Prap.g_00243
OG0000286	Syah.g_01621	Prap.g_00256
OG0000287	Syah.g_01231, Syah.g_01649	Prap.g_00522
OG0000288	Syah.g_01681	Prap.g_00295
OG0000289	Syah.g_01695	Prap.g_00311
OG0000290	Syah.g_02033	Prap.g_00705
OG0000291	Syah.g_02031	Prap.g_00707
OG0000292	Syah.g_00380	Prap.g_00501
OG0000293	Syah.g_02173	Prap.g_00466
OG0000294	Syah.g_02172	Prap.g_00465
OG0000295	Syah.g_02131	Prap.g_00442
OG0000296	Syah.g_02129	Prap.g_00440
OG0000297	Syah.g_01427	Prap.g_00431
OG0000298	Syah.g_01426	Prap.g_00430
OG0000299	Syah.g_01404	Prap.g_00411
OG0000300	Syah.g_01397	Prap.g_00408
OG0000301	Syah.g_01396	Prap.g_00407
OG0000302	Syah.g_01395	Prap.g_00405
OG0000303	Syah.g_01387	Prap.g_00399
OG0000304	Syah.g_01382	Prap.g_01135
OG0000305	Syah.g_02028	Prap.g_00499
OG0000306	Syah.g_02116	Prap.g_00719
OG0000307	Syah.g_00978	Prap.g_00068
OG0000308	Syah.g_00976	Prap.g_00069
OG0000309	Syah.g_00971	Prap.g_00073
OG0000310	Syah.g_01321	Prap.g_00107
OG0000311	Syah.g_01317	Prap.g_00109
OG0000312	Syah.g_01304	Prap.g_00112
OG0000313	Syah.g_01285	Prap.g_00125
OG0000314	Syah.g_01259	Prap.g_00148
OG0000315	Syah.g_01248	Prap.g_00158
OG0000316	Syah.g_02333	Prap.g_00183
OG0000317	Syah.g_02380	Prap.g_01782
OG0000318	Syah.g_02385	Prap.g_01778
OG0000319	Syah.g_02405	Prap.g_01765
OG0000320	Syah.g_02407	Prap.g_01763
OG0000321	Syah.g_02408	Prap.g_01762
OG0000322	Syah.g_02409	Prap.g_01761
OG0000323	Syah.g_02425	Prap.g_01751
OG0000324	Syah.g_02278	Prap.g_01724
OG0000325	Syah.g_00689	Prap.g_01713
OG0000326	Syah.g_00696	Prap.g_01706
OG0000327	Syah.g_00742	Prap.g_01685
OG0000328	Syah.g_00743	Prap.g_01684
OG0000329	Syah.g_00760	Prap.g_01667
OG0000330	Syah.g_00761	Prap.g_01666
OG0000331	Syah.g_00762	Prap.g_01665
OG0000332	Syah.g_00776	Prap.g_01651
OG0000333	Syah.g_00779	Prap.g_01648, Prap.g_01649
OG0000334	Syah.g_00789	Prap.g_01639
OG0000335	Syah.g_00794	Prap.g_01634
OG0000336	Syah.g_00798	Prap.g_01630
OG0000337	Syah.g_00178	Prap.g_01612
OG0000338	Syah.g_00181	Prap.g_01611
OG0000339	Syah.g_00188	Prap.g_01605
OG0000340	Syah.g_00206	Prap.g_01596
OG0000341	Syah.g_00208	Prap.g_01594
OG0000342	Syah.g_00209	Prap.g_01593
OG0000343	Syah.g_00231	Prap.g_01592
OG0000344	Syah.g_00235	Prap.g_01589
OG0000345	Syah.g_00246	Prap.g_01583
OG0000346	Syah.g_00251	Prap.g_01579
OG0000347	Syah.g_00275	Prap.g_01562
OG0000348	Syah.g_00301	Prap.g_01554
OG0000349	Syah.g_00320	Prap.g_01537
OG0000350	Syah.g_00703	Prap.g_00623
OG0000351	Syah.g_00399	Prap.g_01497
OG0000352	Syah.g_00398	Prap.g_01496
OG0000353	Syah.g_00374	Prap.g_00055
OG0000355	Syah.g_00372	Prap.g_00053
OG0000356	Syah.g_00371	Prap.g_00052
OG0000357	Syah.g_00370	Prap.g_00051
OG0000358	Syah.g_00366	Prap.g_00047
OG0000359	Syah.g_00364	Prap.g_00046
OG0000360	Syah.g_00363	Prap.g_00045
OG0000361	Syah.g_00362	Prap.g_00044
OG0000362	Syah.g_00360	Prap.g_00042
OG0000363	Syah.g_00358	Prap.g_00941
OG0000364	Syah.g_00357	Prap.g_00940
OG0000365	Syah.g_00351	Prap.g_00935
OG0000366	Syah.g_00350	Prap.g_00934
OG0000367	Syah.g_00349	Prap.g_00933
OG0000368	Syah.g_00347	Prap.g_00931
OG0000369	Syah.g_00346	Prap.g_00930
OG0000370	Syah.g_00345	Prap.g_00929
OG0000371	Syah.g_00338	Prap.g_00922
OG0000372	Syah.g_00333	Prap.g_00919
OG0000373	Syah.g_00332	Prap.g_00918
OG0000374	Syah.g_00331	Prap.g_00917
OG0000375	Syah.g_00329	Prap.g_00915
OG0000376	Syah.g_00327	Prap.g_00913
OG0000377	Syah.g_00517	Prap.g_00909
OG0000378	Syah.g_00526	Prap.g_00905
OG0000379	Syah.g_00529	Prap.g_00902
OG0000380	Syah.g_02481	Prap.g_00885
OG0000381	Syah.g_02484	Prap.g_00880
OG0000382	Syah.g_02500	Prap.g_01097
OG0000383	Syah.g_02502	Prap.g_01095
OG0000384	Syah.g_02503	Prap.g_01094
OG0000385	Syah.g_02504	Prap.g_01093
OG0000386	Syah.g_02505	Prap.g_01092
OG0000387	Syah.g_02530	Prap.g_01078
OG0000388	Syah.g_02533	Prap.g_01074
OG0000389	Syah.g_02536	Prap.g_01071
OG0000390	Syah.g_00002	Prap.g_01061
OG0000391	Syah.g_00007	Prap.g_01058
OG0000392	Syah.g_00012	Prap.g_01054
OG0000393	Syah.g_00014	Prap.g_01051
OG0000394	Syah.g_00015	Prap.g_01050
OG0000395	Syah.g_00016	Prap.g_01049
OG0000396	Syah.g_00019	Prap.g_01047
OG0000397	Syah.g_00021	Prap.g_01045
OG0000398	Syah.g_00027	Prap.g_01042
OG0000399	Syah.g_00028	Prap.g_01041
OG0000400	Syah.g_00029	Prap.g_01040
OG0000401	Syah.g_00030	Prap.g_01039
OG0000402	Syah.g_00033	Prap.g_00319
OG0000403	Syah.g_00034	Prap.g_01037
OG0000404	Syah.g_00036	Prap.g_01036
OG0000405	Syah.g_00050	Prap.g_01032
OG0000406	Syah.g_00054	Prap.g_01024
OG0000407	Syah.g_00055	Prap.g_01023
OG0000408	Syah.g_00057	Prap.g_01021
OG0000409	Syah.g_00059	Prap.g_01019
OG0000410	Syah.g_00060	Prap.g_01018
OG0000411	Syah.g_00061	Prap.g_01017
OG0000412	Syah.g_00062	Prap.g_01016
OG0000413	Syah.g_00064	Prap.g_01014
OG0000414	Syah.g_00065	Prap.g_01013
OG0000415	Syah.g_00066	Prap.g_01012
OG0000416	Syah.g_00067	Prap.g_01011
OG0000417	Syah.g_00068	Prap.g_01010
OG0000418	Syah.g_00073	Prap.g_01005
OG0000419	Syah.g_00075	Prap.g_01003
OG0000420	Syah.g_00077	Prap.g_01002
OG0000421	Syah.g_00082	Prap.g_00997
OG0000422	Syah.g_00083	Prap.g_00996
OG0000423	Syah.g_00084	Prap.g_00995
OG0000424	Syah.g_00085	Prap.g_00994
OG0000425	Syah.g_00086	Prap.g_00993
OG0000426	Syah.g_00087	Prap.g_00992
OG0000427	Syah.g_00088	Prap.g_00991
OG0000428	Syah.g_00620	Prap.g_00989
OG0000429	Syah.g_00618	Prap.g_00988
OG0000430	Syah.g_00617	Prap.g_00987
OG0000431	Syah.g_00613	Prap.g_00985
OG0000432	Syah.g_00607	Prap.g_00981
OG0000433	Syah.g_00605	Prap.g_00980
OG0000434	Syah.g_00604	Prap.g_00979
OG0000435	Syah.g_00602	Prap.g_00978
OG0000436	Syah.g_00597	Prap.g_00973
OG0000437	Syah.g_00596	Prap.g_00972
OG0000438	Syah.g_00595	Prap.g_00971
OG0000439	Syah.g_00593	Prap.g_00969
OG0000440	Syah.g_00592	Prap.g_00968
OG0000441	Syah.g_00585	Prap.g_00965
OG0000442	Syah.g_00580	Prap.g_00964
OG0000443	Syah.g_00579	Prap.g_00963
OG0000444	Syah.g_00573	Prap.g_00957
OG0000445	Syah.g_00572	Prap.g_00956
OG0000446	Syah.g_00570	Prap.g_00955
OG0000447	Syah.g_00567	Prap.g_00954
OG0000448	Syah.g_00566	Prap.g_00953
OG0000449	Syah.g_00565	Prap.g_00952
OG0000450	Syah.g_00547	Prap.g_00951
OG0000451	Syah.g_00546	Prap.g_00950
OG0000452	Syah.g_00542	Prap.g_00947
OG0000453	Syah.g_00541	Prap.g_00946
OG0000454	Syah.g_00540	Prap.g_00945
OG0000455	Syah.g_00539	Prap.g_00944
OG0000456	Syah.g_00538	Prap.g_00943
OG0000457	Syah.g_00536	Prap.g_01487
OG0000458	Syah.g_00535	Prap.g_01486
OG0000459	Syah.g_00534	Prap.g_01485
OG0000460	Syah.g_00906	Prap.g_01477
OG0000461	Syah.g_00678	Prap.g_01469
OG0000462	Syah.g_00675	Prap.g_01467
OG0000463	Syah.g_00674	Prap.g_01466
OG0000464	Syah.g_00673	Prap.g_01465
OG0000465	Syah.g_00672	Prap.g_01464
OG0000466	Syah.g_00668	Prap.g_01461
OG0000467	Syah.g_00666	Prap.g_01460
OG0000468	Syah.g_00661	Prap.g_01457
OG0000469	Syah.g_00647	Prap.g_01449
OG0000470	Syah.g_00645	Prap.g_01447
OG0000471	Syah.g_00644	Prap.g_01446
OG0000472	Syah.g_00642	Prap.g_01444
OG0000473	Syah.g_00640	Prap.g_01442
OG0000474	Syah.g_00639	Prap.g_01441
OG0000475	Syah.g_00638	Prap.g_01440
OG0000476	Syah.g_00636	Prap.g_01438
OG0000477	Syah.g_00630	Prap.g_01435
OG0000478	Syah.g_00629	Prap.g_01434
OG0000479	Syah.g_00628	Prap.g_01433
OG0000480	Syah.g_00089	Prap.g_01428
OG0000481	Syah.g_00091	Prap.g_01425
OG0000482	Syah.g_00092	Prap.g_01424
OG0000483	Syah.g_00096	Prap.g_01421
OG0000484	Syah.g_00097	Prap.g_01420
OG0000485	Syah.g_00098	Prap.g_01418
OG0000486	Syah.g_00099	Prap.g_01417
OG0000487	Syah.g_00106	Prap.g_01414
OG0000488	Syah.g_00110	Prap.g_01411
OG0000489	Syah.g_00121	Prap.g_01406
OG0000490	Syah.g_00129	Prap.g_01402
OG0000491	Syah.g_00130	Prap.g_01401
OG0000492	Syah.g_00132	Prap.g_01399
OG0000493	Syah.g_00133	Prap.g_01398
OG0000494	Syah.g_00134	Prap.g_01397
OG0000495	Syah.g_00135	Prap.g_01396
OG0000496	Syah.g_00136	Prap.g_01395
OG0000497	Syah.g_00137	Prap.g_01394
OG0000498	Syah.g_00138	Prap.g_01393
OG0000499	Syah.g_00139	Prap.g_01392
OG0000500	Syah.g_00140	Prap.g_01391
OG0000501	Syah.g_00143	Prap.g_01390
OG0000502	Syah.g_00155	Prap.g_01387
OG0000503	Syah.g_00858	Prap.g_01372
OG0000504	Syah.g_00860	Prap.g_01370
OG0000505	Syah.g_00861	Prap.g_01369
OG0000506	Syah.g_00863	Prap.g_01368
OG0000507	Syah.g_00869	Prap.g_01365
OG0000508	Syah.g_00873	Prap.g_01361
OG0000509	Syah.g_00875	Prap.g_01359
OG0000510	Syah.g_00876	Prap.g_01358
OG0000511	Syah.g_00877	Prap.g_01357
OG0000512	Syah.g_00879	Prap.g_01355
OG0000513	Syah.g_00892	Prap.g_01346
OG0000514	Syah.g_00899	Prap.g_01335
OG0000515	Syah.g_00900	Prap.g_01334
OG0000516	Syah.g_02231	Prap.g_01333
OG0000517	Syah.g_02237	Prap.g_01331
OG0000518	Syah.g_02221	Prap.g_01320
OG0000519	Syah.g_02220	Prap.g_01319
OG0000520	Syah.g_02219	Prap.g_01318
OG0000521	Syah.g_01202	Prap.g_01310
OG0000522	Syah.g_01204	Prap.g_01308
OG0000523	Syah.g_01205	Prap.g_01307
OG0000524	Syah.g_01207	Prap.g_01302
OG0000525	Syah.g_01212	Prap.g_01298
OG0000526	Syah.g_01215	Prap.g_01297
OG0000527	Syah.g_01219	Prap.g_01294
OG0000528	Syah.g_00991	Prap.g_01289
OG0000529	Syah.g_00998	Prap.g_01286
OG0000530	Syah.g_01001	Prap.g_01283
OG0000531	Syah.g_01002	Prap.g_01282
OG0000532	Syah.g_01005	Prap.g_01280
OG0000533	Syah.g_01006	Prap.g_01279
OG0000534	Syah.g_01007	Prap.g_01278
OG0000535	Syah.g_01008	Prap.g_01277
OG0000536	Syah.g_01009	Prap.g_01276
OG0000537	Syah.g_01010	Prap.g_01275
OG0000538	Syah.g_01021	Prap.g_01266
OG0000539	Syah.g_01022	Prap.g_01265
OG0000540	Syah.g_01023	Prap.g_01264
OG0000541	Syah.g_01024	Prap.g_01263
OG0000542	Syah.g_01027	Prap.g_01262
OG0000543	Syah.g_01029	Prap.g_01260
OG0000545	Syah.g_01031	Prap.g_01257
OG0000546	Syah.g_01033	Prap.g_01254
OG0000547	Syah.g_01035	Prap.g_01252
OG0000548	Syah.g_01036	Prap.g_01251
OG0000549	Syah.g_01042	Prap.g_01249
OG0000550	Syah.g_01046	Prap.g_01245
OG0000551	Syah.g_01051	Prap.g_01242
OG0000552	Syah.g_01052	Prap.g_01241
OG0000553	Syah.g_01054	Prap.g_01240
OG0000554	Syah.g_01065	Prap.g_01235
OG0000555	Syah.g_01078	Prap.g_01227
OG0000556	Syah.g_01084	Prap.g_01225
OG0000557	Syah.g_01086	Prap.g_01224
OG0000558	Syah.g_01088	Prap.g_01222
OG0000559	Syah.g_01093	Prap.g_01218
OG0000560	Syah.g_01096	Prap.g_01215
OG0000561	Syah.g_01097	Prap.g_01214
OG0000562	Syah.g_01098	Prap.g_01213
OG0000563	Syah.g_01099	Prap.g_01212
OG0000564	Syah.g_01100	Prap.g_01211
OG0000565	Syah.g_01104	Prap.g_01209
OG0000566	Syah.g_01108	Prap.g_01205
OG0000567	Syah.g_01112	Prap.g_01201
OG0000568	Syah.g_01116	Prap.g_01200
OG0000569	Syah.g_01117	Prap.g_01199
OG0000570	Syah.g_01118	Prap.g_01198
OG0000571	Syah.g_01122	Prap.g_01196
OG0000572	Syah.g_01137	Prap.g_01182
OG0000573	Syah.g_01146	Prap.g_01176
OG0000574	Syah.g_01147	Prap.g_01175
OG0000575	Syah.g_01151	Prap.g_01171
OG0000576	Syah.g_01153	Prap.g_01169
OG0000577	Syah.g_01154	Prap.g_01168
OG0000578	Syah.g_01155	Prap.g_01167
OG0000579	Syah.g_01156	Prap.g_01166
OG0000580	Syah.g_01157	Prap.g_01165
OG0000581	Syah.g_01163	Prap.g_01162
OG0000582	Syah.g_01979	Prap.g_01159
OG0000583	Syah.g_01978	Prap.g_01158
OG0000584	Syah.g_01977	Prap.g_01157
OG0000585	Syah.g_01975	Prap.g_01155
OG0000586	Syah.g_01974	Prap.g_01154
