Orthogroup	Syah	Praa
OG0000058	Syah.g_00152	Praa.g_01425
OG0000059	Syah.g_00737	Praa.g_01723
OG0000061	Syah.g_02158	Praa.g_01415, Praa.g_01159
OG0000063	Syah.g_00337	Praa.g_00033
OG0000065	Syah.g_02443, Syah.g_02537	Praa.g_00107
OG0000066	Syah.g_01073	Praa.g_00539
OG0000067	Syah.g_01779	Praa.g_00803
OG0000068	Syah.g_00986	Praa.g_01366
OG0000069	Syah.g_01715	Praa.g_01590
OG0000070	Syah.g_02217	Praa.g_00449
OG0000071	Syah.g_02199	Praa.g_01318
OG0000072	Syah.g_00080	Praa.g_00171
OG0000073	Syah.g_01018	Praa.g_00499
OG0000074	Syah.g_00951	Praa.g_00682
OG0000075	Syah.g_00186	Praa.g_01808
OG0000076	Syah.g_00250	Praa.g_01832
OG0000077	Syah.g_02494	Praa.g_00078
OG0000079	Syah.g_00665	Praa.g_00252
OG0000080	Syah.g_00290	Praa.g_01423, Praa.g_00385
OG0000081	Syah.g_00922	Praa.g_00531
OG0000082	Syah.g_01136	Praa.g_00585
OG0000084	Syah.g_01296	Praa.g_01472
OG0000085	Syah.g_02372	Praa.g_01628
OG0000086	Syah.g_02511	Praa.g_00088
OG0000087	Syah.g_00038	Praa.g_00139
OG0000088	Syah.g_00074	Praa.g_00166
OG0000089	Syah.g_00888	Praa.g_00355
OG0000090	Syah.g_01064	Praa.g_00533
OG0000091	Syah.g_01927	Praa.g_00642
OG0000094	Syah.g_01692	Praa.g_01020
OG0000097	Syah.g_01400	Praa.g_01200
OG0000098	Syah.g_00723	Praa.g_01348
OG0000099	Syah.g_00144	Praa.g_01394
OG0000100	Syah.g_01747	Praa.g_01551
OG0000101	Syah.g_00785	Praa.g_01775
OG0000102	Syah.g_00255	Praa.g_01837
OG0000103	Syah.g_00391	Praa.g_01916
OG0000104	Syah.g_00377	Praa.g_01924
OG0000105	Syah.g_00632	Praa.g_00274
OG0000106	Syah.g_01544	Praa.g_00369
OG0000107	Syah.g_00688	Praa.g_00383
OG0000108	Syah.g_00997	Praa.g_00480
OG0000109	Syah.g_01012	Praa.g_00494
OG0000110	Syah.g_01124	Praa.g_00575
OG0000112	Syah.g_01613	Praa.g_00766
OG0000113	Syah.g_01752	Praa.g_00826
OG0000114	Syah.g_01529	Praa.g_00907
OG0000115	Syah.g_01269	Praa.g_01101
OG0000116	Syah.g_02175	Praa.g_01150
OG0000117	Syah.g_01425	Praa.g_01255
OG0000118	Syah.g_01173	Praa.g_01330
OG0000120	Syah.g_00145	Praa.g_01387
OG0000121	Syah.g_01287	Praa.g_01478
OG0000122	Syah.g_01900	Praa.g_01516
OG0000123	Syah.g_00793	Praa.g_01782
OG0000124	Syah.g_00272	Praa.g_01848
OG0000125	Syah.g_00504	Praa.g_01885
OG0000126	Syah.g_00379	Praa.g_01923
OG0000128	Syah.g_00361	Praa.g_00011
OG0000129	Syah.g_00516	Praa.g_00044
OG0000130	Syah.g_02483	Praa.g_00069
OG0000131	Syah.g_00052	Praa.g_00145
OG0000132	Syah.g_00072	Praa.g_00164
OG0000133	Syah.g_01618	Praa.g_00322
OG0000134	Syah.g_00891	Praa.g_00356
OG0000135	Syah.g_00465	Praa.g_00381
OG0000136	Syah.g_02227	Praa.g_00440
OG0000137	Syah.g_01221	Praa.g_01414, Praa.g_00475
OG0000138	Syah.g_01013	Praa.g_00495
OG0000139	Syah.g_01070	Praa.g_00537
OG0000140	Syah.g_01071	Praa.g_00538
OG0000141	Syah.g_01981	Praa.g_00607
OG0000142	Syah.g_01935	Praa.g_00635
OG0000143	Syah.g_01931	Praa.g_00639
OG0000144	Syah.g_01824	Praa.g_00652
OG0000145	Syah.g_01019	Praa.g_00764
OG0000146	Syah.g_01612	Praa.g_00767
OG0000147	Syah.g_01611	Praa.g_00768
OG0000148	Syah.g_01758	Praa.g_00820
OG0000149	Syah.g_02096	Praa.g_00851
OG0000150	Syah.g_01980	Praa.g_00859
OG0000151	Syah.g_01820	Praa.g_00917
OG0000152	Syah.g_01622	Praa.g_00964
OG0000153	Syah.g_01656	Praa.g_00983
OG0000154	Syah.g_01682	Praa.g_01013
OG0000155	Syah.g_02123	Praa.g_01179
OG0000156	Syah.g_02185	Praa.g_01307
OG0000157	Syah.g_02186	Praa.g_01308
OG0000158	Syah.g_00204	Praa.g_01395
OG0000160	Syah.g_01289	Praa.g_01477
OG0000161	Syah.g_01282	Praa.g_01483
OG0000162	Syah.g_01276	Praa.g_01489
OG0000163	Syah.g_02315	Praa.g_01523
OG0000164	Syah.g_02423	Praa.g_01659
OG0000165	Syah.g_02251	Praa.g_01667
OG0000166	Syah.g_00747	Praa.g_01739
OG0000167	Syah.g_00183	Praa.g_01806
OG0000168	Syah.g_00205	Praa.g_01816
OG0000169	Syah.g_00237	Praa.g_01826
OG0000170	Syah.g_00245	Praa.g_01828
OG0000171	Syah.g_00271	Praa.g_01847
OG0000172	Syah.g_00293	Praa.g_01856
OG0000173	Syah.g_00313	Praa.g_01871
OG0000174	Syah.g_00461	Praa.g_01898
OG0000175	Syah.g_00402	Praa.g_01908
OG0000176	Syah.g_00369	Praa.g_00004
OG0000177	Syah.g_00368	Praa.g_00005
OG0000178	Syah.g_00367	Praa.g_00006
OG0000179	Syah.g_00355	Praa.g_00016
OG0000180	Syah.g_00354	Praa.g_00017
OG0000181	Syah.g_00353	Praa.g_00018
OG0000182	Syah.g_00352	Praa.g_00019
OG0000183	Syah.g_00348	Praa.g_00023
OG0000184	Syah.g_00525	Praa.g_00046
OG0000185	Syah.g_00528	Praa.g_00049
OG0000186	Syah.g_02479	Praa.g_00064
OG0000187	Syah.g_02480	Praa.g_00065
OG0000188	Syah.g_02501	Praa.g_00082
OG0000189	Syah.g_02526	Praa.g_00096
OG0000190	Syah.g_02528	Praa.g_00097
OG0000191	Syah.g_00008	Praa.g_00117
OG0000192	Syah.g_00013	Praa.g_00121
OG0000193	Syah.g_00053	Praa.g_00146
OG0000194	Syah.g_00056	Praa.g_00149
OG0000195	Syah.g_00058	Praa.g_00151
OG0000196	Syah.g_00069	Praa.g_00161
OG0000197	Syah.g_00070	Praa.g_00162
OG0000198	Syah.g_00071	Praa.g_00163
OG0000199	Syah.g_00079	Praa.g_00170
OG0000200	Syah.g_00616	Praa.g_00184
OG0000202	Syah.g_00600	Praa.g_00193
OG0000203	Syah.g_00599	Praa.g_00194
OG0000204	Syah.g_00598	Praa.g_00195
OG0000205	Syah.g_00591	Praa.g_00202
OG0000206	Syah.g_00578	Praa.g_00207
OG0000207	Syah.g_00575	Praa.g_00209
OG0000208	Syah.g_00574	Praa.g_00210
OG0000209	Syah.g_00544	Praa.g_00219
OG0000210	Syah.g_00543	Praa.g_00220
OG0000212	Syah.g_00913	Praa.g_00240
OG0000213	Syah.g_00657	Praa.g_00257
OG0000214	Syah.g_00641	Praa.g_00267
OG0000215	Syah.g_00101	Praa.g_00292
OG0000216	Syah.g_00105	Praa.g_00294
OG0000217	Syah.g_00109	Praa.g_00297
OG0000218	Syah.g_00111	Praa.g_00299
OG0000219	Syah.g_00112	Praa.g_00300
OG0000220	Syah.g_00113	Praa.g_00301
OG0000221	Syah.g_00120	Praa.g_00302
OG0000222	Syah.g_00131	Praa.g_00310
OG0000223	Syah.g_00153	Praa.g_00323
OG0000224	Syah.g_00162	Praa.g_00325
OG0000225	Syah.g_00874	Praa.g_00345
OG0000226	Syah.g_00878	Praa.g_00349
OG0000227	Syah.g_00880	Praa.g_00351
OG0000228	Syah.g_00887	Praa.g_00354
OG0000229	Syah.g_02236	Praa.g_00436
OG0000230	Syah.g_02234	Praa.g_00437
OG0000231	Syah.g_02218	Praa.g_00448
OG0000232	Syah.g_01206	Praa.g_00457
OG0000233	Syah.g_01210	Praa.g_00463
OG0000234	Syah.g_01222	Praa.g_00476
OG0000235	Syah.g_00996	Praa.g_00479
OG0000236	Syah.g_01011	Praa.g_00493
OG0000237	Syah.g_01028	Praa.g_00506
OG0000238	Syah.g_01032	Praa.g_00512
OG0000239	Syah.g_01048	Praa.g_00525
OG0000240	Syah.g_01049	Praa.g_00526
OG0000241	Syah.g_01944	Praa.g_00530
OG0000242	Syah.g_01062	Praa.g_00532
OG0000243	Syah.g_01079	Praa.g_00544
OG0000244	Syah.g_01087	Praa.g_00547
OG0000245	Syah.g_01090	Praa.g_00549
OG0000246	Syah.g_01094	Praa.g_00553
OG0000247	Syah.g_01106	Praa.g_00563
OG0000248	Syah.g_01109	Praa.g_00565
OG0000249	Syah.g_01111	Praa.g_00567
OG0000250	Syah.g_01120	Praa.g_00572
OG0000251	Syah.g_01145	Praa.g_00591
OG0000252	Syah.g_01148	Praa.g_00594
OG0000253	Syah.g_01149	Praa.g_00595
OG0000254	Syah.g_01976	Praa.g_00611
OG0000255	Syah.g_01968	Praa.g_00617
OG0000256	Syah.g_01952	Praa.g_00627
OG0000257	Syah.g_01945	Praa.g_00630
OG0000258	Syah.g_01926	Praa.g_00643
OG0000259	Syah.g_01494	Praa.g_00660
OG0000260	Syah.g_01497	Praa.g_00663
OG0000261	Syah.g_01500	Praa.g_00665
OG0000262	Syah.g_01505	Praa.g_00669
OG0000263	Syah.g_01410	Praa.g_00681
OG0000264	Syah.g_02000	Praa.g_00691
OG0000265	Syah.g_02252	Praa.g_00711
OG0000266	Syah.g_01714	Praa.g_00721
OG0000267	Syah.g_01574	Praa.g_00732
OG0000268	Syah.g_01575	Praa.g_00733
OG0000269	Syah.g_01784	Praa.g_00798
OG0000270	Syah.g_01781	Praa.g_00801
OG0000271	Syah.g_01773	Praa.g_00809
OG0000272	Syah.g_01772	Praa.g_00810, Praa.g_00811
OG0000273	Syah.g_02075	Praa.g_00834
OG0000274	Syah.g_02076	Praa.g_00835
OG0000275	Syah.g_02081	Praa.g_00838
OG0000276	Syah.g_02088	Praa.g_00843
OG0000277	Syah.g_02089	Praa.g_00844
OG0000278	Syah.g_02092	Praa.g_00847
OG0000279	Syah.g_02100	Praa.g_00854
OG0000280	Syah.g_02112	Praa.g_00855
OG0000281	Syah.g_00722	Praa.g_00860
OG0000282	Syah.g_01531	Praa.g_00909
OG0000283	Syah.g_01585	Praa.g_00941
OG0000284	Syah.g_01591	Praa.g_00946
OG0000285	Syah.g_01603	Praa.g_00951
OG0000286	Syah.g_01621	Praa.g_00963
OG0000287	Syah.g_01231	Praa.g_00980
OG0000288	Syah.g_01681	Praa.g_01012
OG0000289	Syah.g_01695	Praa.g_01023
OG0000290	Syah.g_02033	Praa.g_01036
OG0000291	Syah.g_02031	Praa.g_01038
OG0000292	Syah.g_00380	Praa.g_01089
OG0000293	Syah.g_02173	Praa.g_01151
OG0000294	Syah.g_02172	Praa.g_01152
OG0000295	Syah.g_02131	Praa.g_01171
OG0000296	Syah.g_02129	Praa.g_01173
OG0000297	Syah.g_01427	Praa.g_01181
OG0000298	Syah.g_01426	Praa.g_01182
OG0000299	Syah.g_01404	Praa.g_01199
OG0000300	Syah.g_01397	Praa.g_01202
OG0000301	Syah.g_01396	Praa.g_01203
OG0000302	Syah.g_01395	Praa.g_01205
OG0000303	Syah.g_01387	Praa.g_01212
OG0000304	Syah.g_01382	Praa.g_01216
OG0000305	Syah.g_02028	Praa.g_01358
OG0000306	Syah.g_02116	Praa.g_01361
OG0000307	Syah.g_00978	Praa.g_01375
OG0000308	Syah.g_00976	Praa.g_01376
OG0000309	Syah.g_00971	Praa.g_01380
OG0000310	Syah.g_01321	Praa.g_01461
OG0000311	Syah.g_01317	Praa.g_01463
OG0000312	Syah.g_01304	Praa.g_01466
OG0000313	Syah.g_01285	Praa.g_01480
OG0000314	Syah.g_01259	Praa.g_01503
OG0000315	Syah.g_01248	Praa.g_01513
OG0000316	Syah.g_02333	Praa.g_01533
OG0000317	Syah.g_02380	Praa.g_01633
OG0000318	Syah.g_02385	Praa.g_01636
OG0000319	Syah.g_02405	Praa.g_01649
OG0000320	Syah.g_02407	Praa.g_01651
OG0000321	Syah.g_02408	Praa.g_01652
OG0000322	Syah.g_02409	Praa.g_01653
OG0000323	Syah.g_02425	Praa.g_01662
OG0000324	Syah.g_02278	Praa.g_01690
OG0000325	Syah.g_00689	Praa.g_01700
OG0000326	Syah.g_00696	Praa.g_01706
OG0000327	Syah.g_00742	Praa.g_01734
OG0000328	Syah.g_00743	Praa.g_01735
OG0000329	Syah.g_00760	Praa.g_01752
OG0000330	Syah.g_00761	Praa.g_01753
OG0000331	Syah.g_00762	Praa.g_01754
OG0000332	Syah.g_00776	Praa.g_01768
OG0000333	Syah.g_00779	Praa.g_01770
OG0000334	Syah.g_00789	Praa.g_01778
OG0000335	Syah.g_00794	Praa.g_01783
OG0000336	Syah.g_00798	Praa.g_01787
OG0000337	Syah.g_00178	Praa.g_01804
OG0000338	Syah.g_00181	Praa.g_01805
OG0000339	Syah.g_00188	Praa.g_01809
OG0000340	Syah.g_00206	Praa.g_01817
OG0000341	Syah.g_00208	Praa.g_01819
OG0000342	Syah.g_00209	Praa.g_01820
OG0000343	Syah.g_00231	Praa.g_01821
OG0000344	Syah.g_00235	Praa.g_01824
OG0000345	Syah.g_00246	Praa.g_01829
OG0000346	Syah.g_00251	Praa.g_01833
OG0000347	Syah.g_00275	Praa.g_01849
OG0000348	Syah.g_00301	Praa.g_01859
OG0000349	Syah.g_00320	Praa.g_01876
OG0000350	Syah.g_00703	Praa.g_01894
OG0000351	Syah.g_00399	Praa.g_01911
OG0000352	Syah.g_00398	Praa.g_01912
OG0000353	Syah.g_00374	Praa.g_01927
OG0000355	Syah.g_00372	Praa.g_00001
OG0000356	Syah.g_00371	Praa.g_00002
OG0000357	Syah.g_00370	Praa.g_00003
OG0000358	Syah.g_00366	Praa.g_00007
OG0000359	Syah.g_00364	Praa.g_00008
OG0000360	Syah.g_00363	Praa.g_00009
OG0000361	Syah.g_00362	Praa.g_00010
OG0000362	Syah.g_00360	Praa.g_00012
OG0000363	Syah.g_00358	Praa.g_00014
OG0000364	Syah.g_00357	Praa.g_00015
OG0000365	Syah.g_00351	Praa.g_00020
OG0000366	Syah.g_00350	Praa.g_00021
OG0000367	Syah.g_00349	Praa.g_00022
OG0000368	Syah.g_00347	Praa.g_00024
OG0000369	Syah.g_00346	Praa.g_00025
OG0000370	Syah.g_00345	Praa.g_00026
OG0000371	Syah.g_00338	Praa.g_00032
OG0000372	Syah.g_00333	Praa.g_00035
OG0000373	Syah.g_00332	Praa.g_00036
OG0000374	Syah.g_00331	Praa.g_00037
OG0000375	Syah.g_00329	Praa.g_00040
OG0000376	Syah.g_00327	Praa.g_00042
OG0000377	Syah.g_00517	Praa.g_00045
OG0000378	Syah.g_00526	Praa.g_00047
OG0000379	Syah.g_00529	Praa.g_00050
OG0000380	Syah.g_02481	Praa.g_00066
OG0000381	Syah.g_02484	Praa.g_00070
OG0000382	Syah.g_02500	Praa.g_00081
OG0000383	Syah.g_02502	Praa.g_00083
OG0000384	Syah.g_02503	Praa.g_00084
OG0000385	Syah.g_02504	Praa.g_00085
OG0000386	Syah.g_02505	Praa.g_00086
OG0000387	Syah.g_02530	Praa.g_00099
OG0000388	Syah.g_02533	Praa.g_00102
OG0000389	Syah.g_02536	Praa.g_00106
OG0000390	Syah.g_00002	Praa.g_00113
OG0000391	Syah.g_00007	Praa.g_00116
OG0000392	Syah.g_00012	Praa.g_00120
OG0000393	Syah.g_00014	Praa.g_00122
OG0000394	Syah.g_00015	Praa.g_00123
OG0000395	Syah.g_00016	Praa.g_00124
OG0000396	Syah.g_00019	Praa.g_00127
OG0000397	Syah.g_00021	Praa.g_00129
OG0000398	Syah.g_00027	Praa.g_00131
OG0000399	Syah.g_00028	Praa.g_00132
OG0000400	Syah.g_00029	Praa.g_00133
OG0000401	Syah.g_00030	Praa.g_00134
OG0000402	Syah.g_00033	Praa.g_00136
OG0000403	Syah.g_00034	Praa.g_00137
OG0000404	Syah.g_00036	Praa.g_00138
OG0000405	Syah.g_00050	Praa.g_00142
OG0000406	Syah.g_00054	Praa.g_00147
OG0000407	Syah.g_00055	Praa.g_00148
OG0000408	Syah.g_00057	Praa.g_00150
OG0000409	Syah.g_00059	Praa.g_00152
OG0000410	Syah.g_00060	Praa.g_00153
OG0000411	Syah.g_00061	Praa.g_00154
OG0000412	Syah.g_00062	Praa.g_00155
OG0000413	Syah.g_00064	Praa.g_00156
OG0000414	Syah.g_00065	Praa.g_00157
OG0000415	Syah.g_00066	Praa.g_00158
OG0000416	Syah.g_00067	Praa.g_00159
OG0000417	Syah.g_00068	Praa.g_00160
OG0000418	Syah.g_00073	Praa.g_00165
OG0000419	Syah.g_00075	Praa.g_00167
OG0000420	Syah.g_00077	Praa.g_00168
OG0000421	Syah.g_00082	Praa.g_00173
OG0000422	Syah.g_00083	Praa.g_00174
OG0000423	Syah.g_00084	Praa.g_00175
OG0000424	Syah.g_00085	Praa.g_00176
OG0000425	Syah.g_00086	Praa.g_00177
OG0000426	Syah.g_00087	Praa.g_00178
OG0000427	Syah.g_00088	Praa.g_00179
OG0000428	Syah.g_00620	Praa.g_00181
OG0000429	Syah.g_00618	Praa.g_00182
OG0000430	Syah.g_00617	Praa.g_00183
OG0000431	Syah.g_00613	Praa.g_00185
OG0000432	Syah.g_00607	Praa.g_00188
OG0000433	Syah.g_00605	Praa.g_00189
OG0000434	Syah.g_00604	Praa.g_00190
OG0000435	Syah.g_00602	Praa.g_00191
OG0000436	Syah.g_00597	Praa.g_00196
OG0000437	Syah.g_00596	Praa.g_00197
OG0000438	Syah.g_00595	Praa.g_00198
OG0000439	Syah.g_00593	Praa.g_00200
OG0000440	Syah.g_00592	Praa.g_00201
OG0000441	Syah.g_00585	Praa.g_00204
OG0000442	Syah.g_00580	Praa.g_00205
OG0000443	Syah.g_00579	Praa.g_00206
OG0000444	Syah.g_00573	Praa.g_00211
OG0000445	Syah.g_00572	Praa.g_00212
OG0000446	Syah.g_00570	Praa.g_00213
OG0000447	Syah.g_00567	Praa.g_00214
OG0000448	Syah.g_00566	Praa.g_00215
OG0000449	Syah.g_00565	Praa.g_00216
OG0000450	Syah.g_00547	Praa.g_00217
OG0000451	Syah.g_00546	Praa.g_00218
OG0000452	Syah.g_00542	Praa.g_00221
OG0000453	Syah.g_00541	Praa.g_00222
OG0000454	Syah.g_00540	Praa.g_00223
OG0000455	Syah.g_00539	Praa.g_00224
OG0000456	Syah.g_00538	Praa.g_00225
OG0000457	Syah.g_00536	Praa.g_00226
OG0000458	Syah.g_00535	Praa.g_00227
OG0000459	Syah.g_00534	Praa.g_00228
OG0000460	Syah.g_00906	Praa.g_00235
OG0000461	Syah.g_00678	Praa.g_00242
OG0000462	Syah.g_00675	Praa.g_00244
OG0000463	Syah.g_00674	Praa.g_00245
OG0000464	Syah.g_00673	Praa.g_00246
OG0000465	Syah.g_00672	Praa.g_00247
OG0000466	Syah.g_00668	Praa.g_00250
OG0000467	Syah.g_00666	Praa.g_00251
OG0000468	Syah.g_00661	Praa.g_00253
OG0000469	Syah.g_00647	Praa.g_00262
OG0000470	Syah.g_00645	Praa.g_00264
OG0000471	Syah.g_00644	Praa.g_00265
OG0000472	Syah.g_00642	Praa.g_00266
OG0000473	Syah.g_00640	Praa.g_00268
OG0000474	Syah.g_00639	Praa.g_00269
OG0000475	Syah.g_00638	Praa.g_00270
OG0000476	Syah.g_00636	Praa.g_00271
OG0000477	Syah.g_00630	Praa.g_00275
OG0000478	Syah.g_00629	Praa.g_00276
OG0000479	Syah.g_00628	Praa.g_00277
OG0000480	Syah.g_00089	Praa.g_00282
OG0000481	Syah.g_00091	Praa.g_00284
OG0000482	Syah.g_00092	Praa.g_00285
OG0000483	Syah.g_00096	Praa.g_00288
OG0000484	Syah.g_00097	Praa.g_00289
OG0000485	Syah.g_00098	Praa.g_00290
OG0000486	Syah.g_00099	Praa.g_00291
OG0000487	Syah.g_00106	Praa.g_00295
OG0000488	Syah.g_00110	Praa.g_00298
OG0000489	Syah.g_00121	Praa.g_00303
OG0000490	Syah.g_00129	Praa.g_00308
OG0000491	Syah.g_00130	Praa.g_00309
OG0000492	Syah.g_00132	Praa.g_00311
OG0000493	Syah.g_00133	Praa.g_00312
OG0000494	Syah.g_00134	Praa.g_00313
OG0000495	Syah.g_00135	Praa.g_00314
OG0000496	Syah.g_00136	Praa.g_00315
OG0000497	Syah.g_00137	Praa.g_00316
OG0000498	Syah.g_00138	Praa.g_00317
OG0000499	Syah.g_00139	Praa.g_00318
OG0000500	Syah.g_00140	Praa.g_00319
OG0000501	Syah.g_00143	Praa.g_00321
OG0000502	Syah.g_00155	Praa.g_00324
OG0000503	Syah.g_00858	Praa.g_00334
OG0000504	Syah.g_00860	Praa.g_00335
OG0000505	Syah.g_00861	Praa.g_00336
OG0000506	Syah.g_00863	Praa.g_00338
OG0000507	Syah.g_00869	Praa.g_00340
OG0000508	Syah.g_00873	Praa.g_00344
OG0000509	Syah.g_00875	Praa.g_00346
OG0000510	Syah.g_00876	Praa.g_00347
OG0000511	Syah.g_00877	Praa.g_00348
OG0000512	Syah.g_00879	Praa.g_00350
OG0000513	Syah.g_00892	Praa.g_00357
OG0000514	Syah.g_00899	Praa.g_00431
OG0000515	Syah.g_00900	Praa.g_00432
OG0000516	Syah.g_02231	Praa.g_00433
OG0000517	Syah.g_02237	Praa.g_00435
OG0000518	Syah.g_02221	Praa.g_00445
OG0000519	Syah.g_02220	Praa.g_00446
OG0000520	Syah.g_02219	Praa.g_00447
OG0000521	Syah.g_01202	Praa.g_00452
OG0000522	Syah.g_01204	Praa.g_00454
OG0000523	Syah.g_01205	Praa.g_00455
OG0000524	Syah.g_01207	Praa.g_00461
OG0000525	Syah.g_01212	Praa.g_00464
OG0000526	Syah.g_01215	Praa.g_00465
OG0000527	Syah.g_01219	Praa.g_00473
OG0000528	Syah.g_00991	Praa.g_00478
OG0000529	Syah.g_00998	Praa.g_00481
OG0000530	Syah.g_01001	Praa.g_00484
OG0000531	Syah.g_01002	Praa.g_00485
OG0000532	Syah.g_01005	Praa.g_00487
OG0000533	Syah.g_01006	Praa.g_00488
OG0000534	Syah.g_01007	Praa.g_00489
OG0000535	Syah.g_01008	Praa.g_00490
OG0000536	Syah.g_01009	Praa.g_00491
OG0000537	Syah.g_01010	Praa.g_00492
OG0000538	Syah.g_01021	Praa.g_00500
OG0000539	Syah.g_01022	Praa.g_00501
OG0000540	Syah.g_01023	Praa.g_00502
OG0000541	Syah.g_01024	Praa.g_00503
OG0000542	Syah.g_01027	Praa.g_00505
OG0000543	Syah.g_01029	Praa.g_00507
OG0000545	Syah.g_01031	Praa.g_00510
OG0000546	Syah.g_01033	Praa.g_00513
OG0000547	Syah.g_01035	Praa.g_00515
OG0000548	Syah.g_01036	Praa.g_00516
OG0000549	Syah.g_01042	Praa.g_00518
OG0000550	Syah.g_01046	Praa.g_00523
OG0000551	Syah.g_01051	Praa.g_00527
OG0000552	Syah.g_01052	Praa.g_00528
OG0000553	Syah.g_01054	Praa.g_00529
OG0000554	Syah.g_01065	Praa.g_00534
OG0000555	Syah.g_01078	Praa.g_00543
OG0000556	Syah.g_01084	Praa.g_00545
OG0000557	Syah.g_01086	Praa.g_00546
OG0000558	Syah.g_01088	Praa.g_00548
OG0000559	Syah.g_01093	Praa.g_00552
OG0000560	Syah.g_01096	Praa.g_00555
OG0000561	Syah.g_01097	Praa.g_00556
OG0000562	Syah.g_01098	Praa.g_00557
OG0000563	Syah.g_01099	Praa.g_00558
OG0000564	Syah.g_01100	Praa.g_00559
OG0000565	Syah.g_01104	Praa.g_00562
OG0000566	Syah.g_01108	Praa.g_00564
OG0000567	Syah.g_01112	Praa.g_00568
OG0000568	Syah.g_01116	Praa.g_00569
OG0000569	Syah.g_01117	Praa.g_00570
OG0000570	Syah.g_01118	Praa.g_00571
OG0000571	Syah.g_01122	Praa.g_00573
OG0000572	Syah.g_01137	Praa.g_00586
OG0000573	Syah.g_01146	Praa.g_00592
OG0000574	Syah.g_01147	Praa.g_00593
OG0000575	Syah.g_01151	Praa.g_00597
OG0000576	Syah.g_01153	Praa.g_00599
OG0000577	Syah.g_01154	Praa.g_00600
OG0000578	Syah.g_01155	Praa.g_00601
OG0000579	Syah.g_01156	Praa.g_00602
OG0000580	Syah.g_01157	Praa.g_00603
OG0000581	Syah.g_01163	Praa.g_00605
OG0000582	Syah.g_01979	Praa.g_00608
OG0000583	Syah.g_01978	Praa.g_00609
OG0000584	Syah.g_01977	Praa.g_00610
OG0000585	Syah.g_01975	Praa.g_00612
OG0000586	Syah.g_01974	Praa.g_00613
OG0000587	Syah.g_01972	Praa.g_00614
OG0000588	Syah.g_01966	Praa.g_00618
OG0000589	Syah.g_01962	Praa.g_00621
OG0000590	Syah.g_01961	Praa.g_00622
