Orthogroup	Syah	Syan
OG0000091	Syah.g_01927	Syan.g_00235, Syan.g_00808
OG0000093	Syah.g_01794	Syan.g_00708
OG0000094	Syah.g_01692	Syan.g_00353
OG0000095	Syah.g_02030	Syan.g_00290
OG0000098	Syah.g_00723	Syan.g_00043
OG0000099	Syah.g_00144	Syan.g_01968
OG0000100	Syah.g_01747	Syan.g_00658
OG0000102	Syah.g_00255	Syan.g_01891
OG0000104	Syah.g_00377	Syan.g_01792
OG0000105	Syah.g_00632	Syan.g_02031
OG0000106	Syah.g_01544	Syan.g_00076
OG0000107	Syah.g_00688	Syan.g_02106
OG0000108	Syah.g_00997	Syan.g_02764
OG0000110	Syah.g_01124	Syan.g_00882
OG0000112	Syah.g_01613	Syan.g_00556, Syan.g_00252
OG0000113	Syah.g_01752	Syan.g_00664
OG0000114	Syah.g_01529	Syan.g_00741
OG0000115	Syah.g_01269	Syan.g_02810
OG0000116	Syah.g_02175	Syan.g_02710, Syan.g_00460
OG0000117	Syah.g_01425	Syan.g_02644
OG0000118	Syah.g_01173	Syan.g_01241, Syan.g_01237
OG0000120	Syah.g_00145	Syan.g_01966
OG0000121	Syah.g_01287	Syan.g_01273
OG0000123	Syah.g_00793	Syan.g_02190
OG0000124	Syah.g_00272	Syan.g_01873
OG0000125	Syah.g_00504	Syan.g_01573
OG0000126	Syah.g_00379	Syan.g_01705
OG0000128	Syah.g_00361	Syan.g_01768
OG0000129	Syah.g_00516	Syan.g_01563
OG0000130	Syah.g_02483	Syan.g_02906, Syan.g_02907
OG0000131	Syah.g_00052	Syan.g_03008
OG0000132	Syah.g_00072	Syan.g_03029
OG0000133	Syah.g_01618	Syan.g_00561
OG0000134	Syah.g_00891	Syan.g_02319
OG0000135	Syah.g_00465	Syan.g_01616
OG0000136	Syah.g_02227	Syan.g_01342
OG0000137	Syah.g_01221	Syan.g_02846
OG0000138	Syah.g_01013	Syan.g_02747
OG0000140	Syah.g_01071	Syan.g_00042
OG0000141	Syah.g_01981	Syan.g_01032
OG0000142	Syah.g_01935	Syan.g_00816
OG0000143	Syah.g_01931	Syan.g_00812
OG0000144	Syah.g_01824	Syan.g_00782
OG0000145	Syah.g_01019	Syan.g_02740
OG0000146	Syah.g_01612	Syan.g_00555, Syan.g_00253
OG0000147	Syah.g_01611	Syan.g_00254, Syan.g_00554
OG0000148	Syah.g_01758	Syan.g_00670
OG0000149	Syah.g_02096	Syan.g_00393
OG0000150	Syah.g_01980	Syan.g_01031
OG0000151	Syah.g_01820	Syan.g_00731
OG0000152	Syah.g_01622	Syan.g_00565
OG0000153	Syah.g_01656	Syan.g_00601
OG0000154	Syah.g_01682	Syan.g_00363
OG0000155	Syah.g_02123	Syan.g_02654
OG0000156	Syah.g_02185	Syan.g_02717
OG0000157	Syah.g_02186	Syan.g_02718
OG0000158	Syah.g_00204	Syan.g_01078, Syan.g_01926
OG0000160	Syah.g_01289	Syan.g_01274
OG0000161	Syah.g_01282	Syan.g_01268
OG0000162	Syah.g_01276	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Syah.g_02315	Syan.g_02405
OG0000165	Syah.g_02251	Syan.g_01448
OG0000166	Syah.g_00747	Syan.g_02239
OG0000167	Syah.g_00183	Syan.g_01941
OG0000168	Syah.g_00205	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Syah.g_00237	Syan.g_01912
OG0000170	Syah.g_00245	Syan.g_01901
OG0000171	Syah.g_00271	Syan.g_01875
OG0000172	Syah.g_00293	Syan.g_01810
OG0000173	Syah.g_00313	Syan.g_01720
OG0000174	Syah.g_00461	Syan.g_01619
OG0000175	Syah.g_00402	Syan.g_01678, Syan.g_00258
OG0000176	Syah.g_00369	Syan.g_01801
OG0000177	Syah.g_00368	Syan.g_01775
OG0000178	Syah.g_00367	Syan.g_01774
OG0000179	Syah.g_00355	Syan.g_01759
OG0000180	Syah.g_00354	Syan.g_01758
OG0000181	Syah.g_00353	Syan.g_01757
OG0000182	Syah.g_00352	Syan.g_01756
OG0000183	Syah.g_00348	Syan.g_01752
OG0000184	Syah.g_00525	Syan.g_01549
OG0000185	Syah.g_00528	Syan.g_01540
OG0000186	Syah.g_02479	Syan.g_02902
OG0000187	Syah.g_02480	Syan.g_02904
OG0000188	Syah.g_02501	Syan.g_02926
OG0000189	Syah.g_02526	Syan.g_02966
OG0000190	Syah.g_02528	Syan.g_00971
OG0000191	Syah.g_00008	Syan.g_02300
OG0000192	Syah.g_00013	Syan.g_02294
OG0000193	Syah.g_00053	Syan.g_03009
OG0000194	Syah.g_00056	Syan.g_03012
OG0000196	Syah.g_00069	Syan.g_03026
OG0000197	Syah.g_00070	Syan.g_03027
OG0000198	Syah.g_00071	Syan.g_03028
OG0000199	Syah.g_00079	Syan.g_03037
OG0000200	Syah.g_00616	Syan.g_03055
OG0000201	Syah.g_00601	Syan.g_03074
OG0000202	Syah.g_00600	Syan.g_03075
OG0000203	Syah.g_00599	Syan.g_03076
OG0000204	Syah.g_00598	Syan.g_03077
OG0000205	Syah.g_00591	Syan.g_03087
OG0000206	Syah.g_00578	Syan.g_03095
OG0000207	Syah.g_00575	Syan.g_03100
OG0000208	Syah.g_00574	Syan.g_03101
OG0000209	Syah.g_00544	Syan.g_01521
OG0000210	Syah.g_00543	Syan.g_01522
OG0000211	Syah.g_00904	Syan.g_02416
OG0000212	Syah.g_00913	Syan.g_01508, Syan.g_02438
OG0000213	Syah.g_00657	Syan.g_02059
OG0000214	Syah.g_00641	Syan.g_02040
OG0000215	Syah.g_00101	Syan.g_02010
OG0000216	Syah.g_00105	Syan.g_02006
OG0000217	Syah.g_00109	Syan.g_02001
OG0000218	Syah.g_00111	Syan.g_01999
OG0000219	Syah.g_00112	Syan.g_01998
OG0000220	Syah.g_00113	Syan.g_01997
OG0000221	Syah.g_00120	Syan.g_01994
OG0000222	Syah.g_00131	Syan.g_01981
OG0000223	Syah.g_00153	Syan.g_00228
OG0000224	Syah.g_00162	Syan.g_01959
OG0000225	Syah.g_00874	Syan.g_02997
OG0000226	Syah.g_00878	Syan.g_02990
OG0000227	Syah.g_00880	Syan.g_02988
OG0000228	Syah.g_00887	Syan.g_02315
OG0000229	Syah.g_02236	Syan.g_02396
OG0000230	Syah.g_02234	Syan.g_02398
OG0000232	Syah.g_01206	Syan.g_02801
OG0000233	Syah.g_01210	Syan.g_02876
OG0000234	Syah.g_01222	Syan.g_02844
OG0000235	Syah.g_00996	Syan.g_02765
OG0000236	Syah.g_01011	Syan.g_02749
OG0000237	Syah.g_01028	Syan.g_02731
OG0000238	Syah.g_01032	Syan.g_02726
OG0000239	Syah.g_01048	Syan.g_01187
OG0000240	Syah.g_01049	Syan.g_01186
OG0000241	Syah.g_01944	Syan.g_00822
OG0000242	Syah.g_01062	Syan.g_01168
OG0000243	Syah.g_01079	Syan.g_00840
OG0000244	Syah.g_01087	Syan.g_00848
OG0000245	Syah.g_01090	Syan.g_00850
OG0000246	Syah.g_01094	Syan.g_00854
OG0000247	Syah.g_01106	Syan.g_00866
OG0000249	Syah.g_01111	Syan.g_00871
OG0000250	Syah.g_01120	Syan.g_00878
OG0000251	Syah.g_01145	Syan.g_00961
OG0000252	Syah.g_01148	Syan.g_00966
OG0000253	Syah.g_01149	Syan.g_01000
OG0000254	Syah.g_01976	Syan.g_01026
OG0000255	Syah.g_01968	Syan.g_00978
OG0000256	Syah.g_01952	Syan.g_00001, Syan.g_01135
OG0000257	Syah.g_01945	Syan.g_00827
OG0000258	Syah.g_01926	Syan.g_00803
OG0000259	Syah.g_01494	Syan.g_00772
OG0000260	Syah.g_01497	Syan.g_00769
OG0000261	Syah.g_01500	Syan.g_00765
OG0000262	Syah.g_01505	Syan.g_00760
OG0000263	Syah.g_01410	Syan.g_02618
OG0000264	Syah.g_02000	Syan.g_00540
OG0000266	Syah.g_01714	Syan.g_00330
OG0000267	Syah.g_01574	Syan.g_00470
OG0000268	Syah.g_01575	Syan.g_00471
OG0000269	Syah.g_01784	Syan.g_00695
OG0000270	Syah.g_01781	Syan.g_00692
OG0000271	Syah.g_01773	Syan.g_00684
OG0000272	Syah.g_01772	Syan.g_00683
OG0000273	Syah.g_02075	Syan.g_00654
OG0000274	Syah.g_02076	Syan.g_00653
OG0000275	Syah.g_02081	Syan.g_00373
OG0000276	Syah.g_02088	Syan.g_00380
OG0000278	Syah.g_02092	Syan.g_00384
OG0000279	Syah.g_02100	Syan.g_00398
OG0000280	Syah.g_02112	Syan.g_00518
OG0000282	Syah.g_01531	Syan.g_00739
OG0000283	Syah.g_01585	Syan.g_00491
OG0000284	Syah.g_01591	Syan.g_00497
OG0000285	Syah.g_01603	Syan.g_00533
OG0000286	Syah.g_01621	Syan.g_00564
OG0000287	Syah.g_01231, Syah.g_01649	Syan.g_00593
OG0000288	Syah.g_01681	Syan.g_00364
OG0000289	Syah.g_01695	Syan.g_00350
OG0000290	Syah.g_02033	Syan.g_00293
OG0000291	Syah.g_02031	Syan.g_00291
OG0000292	Syah.g_00380	Syan.g_01703
OG0000293	Syah.g_02173	Syan.g_02709
OG0000295	Syah.g_02131	Syan.g_02662
OG0000296	Syah.g_02129	Syan.g_02660
OG0000299	Syah.g_01404	Syan.g_02601
OG0000301	Syah.g_01396	Syan.g_02592
OG0000302	Syah.g_01395	Syan.g_02591
OG0000303	Syah.g_01387	Syan.g_02582
OG0000304	Syah.g_01382	Syan.g_02556
OG0000305	Syah.g_02028	Syan.g_00195
OG0000306	Syah.g_02116	Syan.g_00087
OG0000307	Syah.g_00978	Syan.g_02782
OG0000308	Syah.g_00976	Syan.g_02784
OG0000309	Syah.g_00971	Syan.g_02883
OG0000310	Syah.g_01321	Syan.g_01304
OG0000311	Syah.g_01317	Syan.g_01299
OG0000312	Syah.g_01304	Syan.g_01290
OG0000313	Syah.g_01285	Syan.g_01271
OG0000314	Syah.g_01259	Syan.g_02823
OG0000315	Syah.g_01248	Syan.g_02833
OG0000316	Syah.g_02333	Syan.g_01354
OG0000317	Syah.g_02380	Syan.g_01396
OG0000318	Syah.g_02385	Syan.g_01401
OG0000319	Syah.g_02405	Syan.g_01425
OG0000320	Syah.g_02407	Syan.g_01427
OG0000321	Syah.g_02408	Syan.g_01428
OG0000322	Syah.g_02409	Syan.g_01429
OG0000323	Syah.g_02425	Syan.g_01442
OG0000324	Syah.g_02278	Syan.g_01472
OG0000325	Syah.g_00689	Syan.g_02107
OG0000327	Syah.g_00742	Syan.g_02244
OG0000328	Syah.g_00743	Syan.g_02243
OG0000329	Syah.g_00760	Syan.g_02225
OG0000330	Syah.g_00761	Syan.g_02224
OG0000331	Syah.g_00762	Syan.g_02223
OG0000333	Syah.g_00779	Syan.g_02205
OG0000334	Syah.g_00789	Syan.g_00247, Syan.g_02194
OG0000335	Syah.g_00794	Syan.g_02189
OG0000336	Syah.g_00798	Syan.g_02185
OG0000337	Syah.g_00178	Syan.g_01949
OG0000338	Syah.g_00181	Syan.g_01943
OG0000339	Syah.g_00188	Syan.g_01935, Syan.g_00264
OG0000340	Syah.g_00206	Syan.g_01923
OG0000341	Syah.g_00208	Syan.g_01921
OG0000342	Syah.g_00209	Syan.g_01920
OG0000343	Syah.g_00231	Syan.g_01918
OG0000344	Syah.g_00235	Syan.g_01914
OG0000345	Syah.g_00246	Syan.g_01900
OG0000346	Syah.g_00251	Syan.g_01895
OG0000347	Syah.g_00275	Syan.g_01867
OG0000348	Syah.g_00301	Syan.g_01803
OG0000349	Syah.g_00320	Syan.g_01727
OG0000350	Syah.g_00703	Syan.g_02121
OG0000351	Syah.g_00399	Syan.g_01682
OG0000352	Syah.g_00398	Syan.g_01683
OG0000353	Syah.g_00374	Syan.g_01795
OG0000354	Syah.g_01038	Syan.g_02720
OG0000354	Syah.g_00561	Syan.g_01761
OG0000355	Syah.g_00372	Syan.g_01797
OG0000356	Syah.g_00371	Syan.g_01798
OG0000357	Syah.g_00370	Syan.g_01800
OG0000358	Syah.g_00366	Syan.g_01773
OG0000359	Syah.g_00364	Syan.g_01771
OG0000360	Syah.g_00363	Syan.g_01770
OG0000361	Syah.g_00362	Syan.g_01769
OG0000362	Syah.g_00360	Syan.g_01767
OG0000363	Syah.g_00358	Syan.g_01765
OG0000364	Syah.g_00357	Syan.g_01398
OG0000365	Syah.g_00351	Syan.g_01755
OG0000366	Syah.g_00350	Syan.g_01754
OG0000367	Syah.g_00349	Syan.g_01753
OG0000368	Syah.g_00347	Syan.g_01751
OG0000369	Syah.g_00346	Syan.g_01750
OG0000370	Syah.g_00345	Syan.g_01749
OG0000371	Syah.g_00338	Syan.g_01740
OG0000372	Syah.g_00333	Syan.g_01734
OG0000373	Syah.g_00332	Syan.g_01733
OG0000374	Syah.g_00331	Syan.g_01732
OG0000375	Syah.g_00329	Syan.g_01731
OG0000376	Syah.g_00327	Syan.g_01729
OG0000377	Syah.g_00517	Syan.g_01555
OG0000378	Syah.g_00526	Syan.g_01543
OG0000379	Syah.g_00529	Syan.g_01539
OG0000380	Syah.g_02481	Syan.g_02905
OG0000381	Syah.g_02484	Syan.g_02908
OG0000382	Syah.g_02500	Syan.g_02925
OG0000383	Syah.g_02502	Syan.g_02936
OG0000384	Syah.g_02503	Syan.g_02937
OG0000385	Syah.g_02504	Syan.g_02938
OG0000386	Syah.g_02505	Syan.g_02939
OG0000387	Syah.g_02530	Syan.g_00967
OG0000388	Syah.g_02533	Syan.g_02970
OG0000389	Syah.g_02536	Syan.g_02973
OG0000390	Syah.g_00002	Syan.g_02306
OG0000391	Syah.g_00007	Syan.g_02301
OG0000392	Syah.g_00012	Syan.g_02295
OG0000393	Syah.g_00014	Syan.g_02292
OG0000394	Syah.g_00015	Syan.g_02291
OG0000395	Syah.g_00016	Syan.g_02290
OG0000396	Syah.g_00019	Syan.g_02287
OG0000397	Syah.g_00021	Syan.g_02285
OG0000398	Syah.g_00027	Syan.g_02279
OG0000399	Syah.g_00028	Syan.g_02278
OG0000400	Syah.g_00029	Syan.g_02277
OG0000401	Syah.g_00030	Syan.g_02274
OG0000402	Syah.g_00033	Syan.g_02272
OG0000403	Syah.g_00034	Syan.g_02271
OG0000404	Syah.g_00036	Syan.g_02269
OG0000405	Syah.g_00050	Syan.g_03005
OG0000406	Syah.g_00054	Syan.g_03010
OG0000407	Syah.g_00055	Syan.g_03011
OG0000408	Syah.g_00057	Syan.g_03013
OG0000409	Syah.g_00059	Syan.g_03015
OG0000410	Syah.g_00060	Syan.g_03016
OG0000411	Syah.g_00061	Syan.g_03017
OG0000412	Syah.g_00062	Syan.g_03018
OG0000413	Syah.g_00064	Syan.g_03020
OG0000415	Syah.g_00066	Syan.g_03022
OG0000416	Syah.g_00067	Syan.g_03023
OG0000417	Syah.g_00068	Syan.g_03025
OG0000418	Syah.g_00073	Syan.g_03030
OG0000419	Syah.g_00075	Syan.g_03033
OG0000420	Syah.g_00077	Syan.g_03035
OG0000421	Syah.g_00082	Syan.g_03040
OG0000422	Syah.g_00083	Syan.g_03041
OG0000423	Syah.g_00084	Syan.g_03042
OG0000424	Syah.g_00085	Syan.g_03043
OG0000425	Syah.g_00086	Syan.g_03044
OG0000426	Syah.g_00087	Syan.g_03045
OG0000427	Syah.g_00088	Syan.g_03046
OG0000428	Syah.g_00620	Syan.g_03049
OG0000429	Syah.g_00618	Syan.g_03051
OG0000430	Syah.g_00617	Syan.g_03053
OG0000431	Syah.g_00613	Syan.g_03058
OG0000432	Syah.g_00607	Syan.g_03065
OG0000433	Syah.g_00605	Syan.g_03068
OG0000434	Syah.g_00604	Syan.g_03069
OG0000435	Syah.g_00602	Syan.g_03071
OG0000436	Syah.g_00597	Syan.g_03079
OG0000437	Syah.g_00596	Syan.g_03080
OG0000438	Syah.g_00595	Syan.g_03083
OG0000439	Syah.g_00593	Syan.g_03085
OG0000440	Syah.g_00592	Syan.g_03086
OG0000441	Syah.g_00585	Syan.g_03089
OG0000442	Syah.g_00580	Syan.g_03090
OG0000443	Syah.g_00579	Syan.g_03094
OG0000444	Syah.g_00573	Syan.g_03102
OG0000445	Syah.g_00572	Syan.g_03103
OG0000446	Syah.g_00570	Syan.g_03105
OG0000447	Syah.g_00567	Syan.g_03111
OG0000448	Syah.g_00566	Syan.g_03112
OG0000449	Syah.g_00565	Syan.g_03113
OG0000450	Syah.g_00547	Syan.g_01518
OG0000451	Syah.g_00546	Syan.g_01519
OG0000452	Syah.g_00542	Syan.g_01523
OG0000453	Syah.g_00541	Syan.g_01524
OG0000454	Syah.g_00540	Syan.g_01525
OG0000455	Syah.g_00539	Syan.g_01526
OG0000456	Syah.g_00538	Syan.g_01527
OG0000457	Syah.g_00536	Syan.g_01529
OG0000458	Syah.g_00535	Syan.g_01530
OG0000459	Syah.g_00534	Syan.g_01531
OG0000460	Syah.g_00906	Syan.g_02423
OG0000461	Syah.g_00678	Syan.g_02099
OG0000462	Syah.g_00675	Syan.g_02096
OG0000463	Syah.g_00674	Syan.g_02095
OG0000464	Syah.g_00673	Syan.g_02094
OG0000465	Syah.g_00672	Syan.g_02092
OG0000466	Syah.g_00668	Syan.g_02087
OG0000467	Syah.g_00666	Syan.g_02086
OG0000468	Syah.g_00661	Syan.g_02063
OG0000469	Syah.g_00647	Syan.g_02046
OG0000470	Syah.g_00645	Syan.g_02044
OG0000471	Syah.g_00644	Syan.g_02043
OG0000472	Syah.g_00642	Syan.g_02041
OG0000473	Syah.g_00640	Syan.g_02039
OG0000474	Syah.g_00639	Syan.g_02038
OG0000475	Syah.g_00638	Syan.g_02037
OG0000476	Syah.g_00636	Syan.g_02035
OG0000477	Syah.g_00630	Syan.g_02029
OG0000478	Syah.g_00629	Syan.g_02028
OG0000479	Syah.g_00628	Syan.g_02027
OG0000480	Syah.g_00089	Syan.g_02020
OG0000481	Syah.g_00091	Syan.g_00975
OG0000482	Syah.g_00092	Syan.g_02018
OG0000483	Syah.g_00096	Syan.g_02014
OG0000484	Syah.g_00097	Syan.g_02013
OG0000485	Syah.g_00098	Syan.g_02012
OG0000486	Syah.g_00099	Syan.g_02011
OG0000487	Syah.g_00106	Syan.g_02005
OG0000488	Syah.g_00110	Syan.g_02000
OG0000489	Syah.g_00121	Syan.g_01993
OG0000490	Syah.g_00129	Syan.g_01985
OG0000491	Syah.g_00130	Syan.g_01983
OG0000492	Syah.g_00132	Syan.g_01980
OG0000493	Syah.g_00133	Syan.g_01979
OG0000494	Syah.g_00134	Syan.g_01978
OG0000495	Syah.g_00135	Syan.g_01977
OG0000496	Syah.g_00136	Syan.g_01976
OG0000497	Syah.g_00137	Syan.g_01975
OG0000498	Syah.g_00138	Syan.g_01974
OG0000499	Syah.g_00139	Syan.g_01973
OG0000500	Syah.g_00140	Syan.g_01972
OG0000501	Syah.g_00143	Syan.g_01969
OG0000502	Syah.g_00155	Syan.g_01961
OG0000503	Syah.g_00858	Syan.g_02144
OG0000504	Syah.g_00860	Syan.g_02142
OG0000505	Syah.g_00861	Syan.g_02141
OG0000506	Syah.g_00863	Syan.g_02139
OG0000507	Syah.g_00869	Syan.g_02133
OG0000508	Syah.g_00873	Syan.g_02998
OG0000509	Syah.g_00875	Syan.g_02993
OG0000510	Syah.g_00876	Syan.g_02992
OG0000511	Syah.g_00877	Syan.g_02991
OG0000512	Syah.g_00879	Syan.g_02989
OG0000513	Syah.g_00892	Syan.g_02320
OG0000514	Syah.g_00899	Syan.g_02326
OG0000515	Syah.g_00900	Syan.g_02327
OG0000516	Syah.g_02231	Syan.g_02389
OG0000517	Syah.g_02237	Syan.g_02395
OG0000518	Syah.g_02221	Syan.g_01336
OG0000519	Syah.g_02220	Syan.g_01335
OG0000520	Syah.g_02219	Syan.g_01334
OG0000521	Syah.g_01202	Syan.g_02805
OG0000522	Syah.g_01204	Syan.g_02803
OG0000523	Syah.g_01205	Syan.g_02802
OG0000524	Syah.g_01207	Syan.g_02878
OG0000525	Syah.g_01212	Syan.g_02853
OG0000526	Syah.g_01215	Syan.g_02852
OG0000527	Syah.g_01219	Syan.g_02848
OG0000528	Syah.g_00991	Syan.g_02767
OG0000529	Syah.g_00998	Syan.g_02763
OG0000530	Syah.g_01001	Syan.g_02760
OG0000531	Syah.g_01002	Syan.g_02759
OG0000532	Syah.g_01005	Syan.g_02756
OG0000533	Syah.g_01006	Syan.g_02754
OG0000534	Syah.g_01007	Syan.g_02753
OG0000535	Syah.g_01008	Syan.g_02752
OG0000536	Syah.g_01009	Syan.g_02751
OG0000537	Syah.g_01010	Syan.g_02750
OG0000538	Syah.g_01021	Syan.g_02738
OG0000539	Syah.g_01022	Syan.g_02737
OG0000540	Syah.g_01023	Syan.g_02736
OG0000541	Syah.g_01024	Syan.g_02735
OG0000542	Syah.g_01027	Syan.g_02732
OG0000543	Syah.g_01029	Syan.g_02730
OG0000545	Syah.g_01031	Syan.g_02727
OG0000546	Syah.g_01033	Syan.g_02725
OG0000547	Syah.g_01035	Syan.g_02723
OG0000548	Syah.g_01036	Syan.g_02722
OG0000549	Syah.g_01042	Syan.g_01194
OG0000550	Syah.g_01046	Syan.g_01189
OG0000551	Syah.g_01051	Syan.g_01184
OG0000552	Syah.g_01052	Syan.g_01183
OG0000553	Syah.g_01054	Syan.g_01179
OG0000554	Syah.g_01065	Syan.g_01165
OG0000555	Syah.g_01078	Syan.g_00839
OG0000556	Syah.g_01084	Syan.g_00842
OG0000557	Syah.g_01086	Syan.g_00847
OG0000558	Syah.g_01088	Syan.g_00849
OG0000559	Syah.g_01093	Syan.g_00853
OG0000560	Syah.g_01096	Syan.g_00856
OG0000561	Syah.g_01097	Syan.g_00857
OG0000562	Syah.g_01098	Syan.g_00858
OG0000563	Syah.g_01099	Syan.g_00859
OG0000564	Syah.g_01100	Syan.g_00860
OG0000565	Syah.g_01104	Syan.g_00864
OG0000566	Syah.g_01108	Syan.g_00868
OG0000567	Syah.g_01112	Syan.g_00872
OG0000568	Syah.g_01116	Syan.g_00874
OG0000569	Syah.g_01117	Syan.g_00875
OG0000570	Syah.g_01118	Syan.g_00876
OG0000571	Syah.g_01122	Syan.g_00879
OG0000572	Syah.g_01137	Syan.g_00954
OG0000573	Syah.g_01146	Syan.g_00963
OG0000574	Syah.g_01147	Syan.g_00965
OG0000575	Syah.g_01151	Syan.g_01003
OG0000576	Syah.g_01153	Syan.g_01007
OG0000577	Syah.g_01154	Syan.g_01008
OG0000578	Syah.g_01155	Syan.g_01009
OG0000579	Syah.g_01156	Syan.g_01010
OG0000580	Syah.g_01157	Syan.g_01011
OG0000581	Syah.g_01163	Syan.g_01018
OG0000582	Syah.g_01979	Syan.g_01030
OG0000583	Syah.g_01978	Syan.g_01029
OG0000584	Syah.g_01977	Syan.g_01028
OG0000585	Syah.g_01975	Syan.g_01024
OG0000586	Syah.g_01974	Syan.g_01022
OG0000587	Syah.g_01972	Syan.g_01020
OG0000588	Syah.g_01966	Syan.g_00215
OG0000589	Syah.g_01962	Syan.g_00016
OG0000590	Syah.g_01961	Syan.g_00015
OG0000591	Syah.g_01954	Syan.g_00003
OG0000592	Syah.g_01953	Syan.g_00002
OG0000593	Syah.g_01939	Syan.g_00820
OG0000594	Syah.g_01938	Syan.g_00819
OG0000595	Syah.g_01937	Syan.g_00818
OG0000596	Syah.g_01932	Syan.g_00813
OG0000597	Syah.g_01929	Syan.g_00810
OG0000598	Syah.g_01928	Syan.g_00809
