Orthogroup	Syah	Syaj
OG0000046	Syah.g_00823	Syaj.g_02775
OG0000046	Syah.g_00830	Syaj.g_02781
OG0000047	Syah.g_00847	Syaj.g_02799
OG0000048	Syah.g_00637	Syaj.g_02578
OG0000050	Syah.g_00941	Syaj.g_01584
OG0000051	Syah.g_02473	Syaj.g_02898
OG0000052	Syah.g_00171	Syaj.g_02476
OG0000053	Syah.g_01267	Syaj.g_01409
OG0000054	Syah.g_01982	Syaj.g_01341
OG0000055	Syah.g_02071	Syaj.g_00394
OG0000057	Syah.g_02020	Syaj.g_00438
OG0000058	Syah.g_00152	Syaj.g_02495
OG0000059	Syah.g_00737	Syaj.g_02686
OG0000060	Syah.g_01515	Syaj.g_00635
OG0000061	Syah.g_02158	Syaj.g_00302
OG0000062	Syah.g_02365	Syaj.g_01700
OG0000063	Syah.g_00337	Syaj.g_02302
OG0000065	Syah.g_02443	Syaj.g_00007
OG0000065	Syah.g_02537	Syaj.g_01887
OG0000066	Syah.g_01073	Syaj.g_00157
OG0000067	Syah.g_01779	Syaj.g_01023
OG0000068	Syah.g_00986	Syaj.g_00059
OG0000070	Syah.g_02217	Syaj.g_01529
OG0000071	Syah.g_02199	Syaj.g_01511
OG0000072	Syah.g_00080	Syaj.g_01992
OG0000073	Syah.g_01018	Syaj.g_00093
OG0000075	Syah.g_00186	Syaj.g_02457
OG0000076	Syah.g_00250	Syaj.g_02417
OG0000077	Syah.g_02494	Syaj.g_01831
OG0000078	Syah.g_00912	Syaj.g_02880
OG0000079	Syah.g_00665	Syaj.g_02609
OG0000080	Syah.g_00290	Syaj.g_02022, Syaj.g_02368
OG0000081	Syah.g_00922	Syaj.g_02888
OG0000082	Syah.g_01136	Syaj.g_00229
OG0000084	Syah.g_01296	Syaj.g_01375
OG0000085	Syah.g_02372	Syaj.g_01707
OG0000086	Syah.g_02511	Syaj.g_01848
OG0000087	Syah.g_00038	Syaj.g_01945
OG0000088	Syah.g_00074	Syaj.g_01986
OG0000089	Syah.g_00888	Syaj.g_02829
OG0000090	Syah.g_01064	Syaj.g_00144
OG0000091	Syah.g_01927	Syaj.g_01275
OG0000093	Syah.g_01794	Syaj.g_01042
OG0000094	Syah.g_01692	Syaj.g_00804
OG0000095	Syah.g_02030	Syaj.g_00427
OG0000097	Syah.g_01400	Syaj.g_00589
OG0000098	Syah.g_00723	Syaj.g_02671
OG0000099	Syah.g_00144	Syaj.g_02503
OG0000100	Syah.g_01747	Syaj.g_00987
OG0000101	Syah.g_00785	Syaj.g_02738
OG0000102	Syah.g_00255	Syaj.g_02411
OG0000103	Syah.g_00391	Syaj.g_02243
OG0000104	Syah.g_00377	Syaj.g_02258
OG0000105	Syah.g_00632	Syaj.g_02573
OG0000106	Syah.g_01544	Syaj.g_01130
OG0000107	Syah.g_00688	Syaj.g_02637
OG0000108	Syah.g_00997	Syaj.g_00072
OG0000109	Syah.g_01012	Syaj.g_00087
OG0000110	Syah.g_01124	Syaj.g_00215
OG0000111	Syah.g_02021	Syaj.g_00437
OG0000112	Syah.g_01613	Syaj.g_00907
OG0000113	Syah.g_01752	Syaj.g_00992
OG0000114	Syah.g_01529	Syaj.g_00741
OG0000115	Syah.g_01269	Syaj.g_01402
OG0000116	Syah.g_02175	Syaj.g_00289
OG0000117	Syah.g_01425	Syaj.g_00637
OG0000118	Syah.g_01173	Syaj.g_00267
OG0000120	Syah.g_00145	Syaj.g_02502
OG0000121	Syah.g_01287	Syaj.g_01383
OG0000122	Syah.g_01900	Syaj.g_01250
OG0000123	Syah.g_00793	Syaj.g_02745
OG0000124	Syah.g_00272	Syaj.g_02388
OG0000125	Syah.g_00504	Syaj.g_02117
OG0000126	Syah.g_00379	Syaj.g_02256
OG0000128	Syah.g_00361	Syaj.g_02274
OG0000129	Syah.g_00516	Syaj.g_02106
OG0000130	Syah.g_02483	Syaj.g_01818
OG0000131	Syah.g_00052	Syaj.g_01964
OG0000132	Syah.g_00072	Syaj.g_01984, Syaj.g_00688
OG0000133	Syah.g_01618	Syaj.g_00902
OG0000134	Syah.g_00891	Syaj.g_02832
OG0000135	Syah.g_00465	Syaj.g_02167
OG0000136	Syah.g_02227	Syaj.g_01550
OG0000137	Syah.g_01221	Syaj.g_01444
OG0000138	Syah.g_01013	Syaj.g_00088
OG0000139	Syah.g_01070	Syaj.g_00150
OG0000140	Syah.g_01071	Syaj.g_00153
OG0000141	Syah.g_01981	Syaj.g_01340
OG0000142	Syah.g_01935	Syaj.g_01283
OG0000143	Syah.g_01931	Syaj.g_01279
OG0000144	Syah.g_01824	Syaj.g_01151
OG0000145	Syah.g_01019	Syaj.g_00094
OG0000146	Syah.g_01612	Syaj.g_00908
OG0000147	Syah.g_01611	Syaj.g_00909
OG0000148	Syah.g_01758	Syaj.g_01003, Syaj.g_01002
OG0000149	Syah.g_02096	Syaj.g_00369
OG0000150	Syah.g_01980	Syaj.g_01339, Syaj.g_00154
OG0000151	Syah.g_01820	Syaj.g_01074
OG0000152	Syah.g_01622	Syaj.g_00898
OG0000153	Syah.g_01656	Syaj.g_00842
OG0000154	Syah.g_01682	Syaj.g_00814
OG0000155	Syah.g_02123	Syaj.g_00338
OG0000156	Syah.g_02185	Syaj.g_00282
OG0000157	Syah.g_02186	Syaj.g_00281
OG0000158	Syah.g_00204	Syaj.g_02445
OG0000160	Syah.g_01289	Syaj.g_01382
OG0000161	Syah.g_01282	Syaj.g_01389
OG0000162	Syah.g_01276	Syaj.g_01395
OG0000163	Syah.g_02315	Syaj.g_01639
OG0000164	Syah.g_02423	Syaj.g_01758
OG0000165	Syah.g_02251	Syaj.g_01582
OG0000166	Syah.g_00747	Syaj.g_02698
OG0000167	Syah.g_00183	Syaj.g_02460
OG0000168	Syah.g_00205	Syaj.g_02444
OG0000169	Syah.g_00237	Syaj.g_02431, Syaj.g_02429
OG0000170	Syah.g_00245	Syaj.g_02422
OG0000171	Syah.g_00271	Syaj.g_02389
OG0000172	Syah.g_00293	Syaj.g_02365
OG0000173	Syah.g_00313	Syaj.g_02321
OG0000174	Syah.g_00461	Syaj.g_02169
OG0000175	Syah.g_00402	Syaj.g_02229
OG0000176	Syah.g_00369	Syaj.g_02266
OG0000177	Syah.g_00368	Syaj.g_02267
OG0000178	Syah.g_00367	Syaj.g_02268
OG0000179	Syah.g_00355	Syaj.g_02283
OG0000180	Syah.g_00354	Syaj.g_02284
OG0000181	Syah.g_00353	Syaj.g_02285
OG0000182	Syah.g_00352	Syaj.g_02286
OG0000183	Syah.g_00348	Syaj.g_02290
OG0000184	Syah.g_00525	Syaj.g_02098
OG0000185	Syah.g_00528	Syaj.g_02087
OG0000186	Syah.g_02479	Syaj.g_01812
OG0000187	Syah.g_02480	Syaj.g_01814
OG0000188	Syah.g_02501	Syaj.g_01837
OG0000189	Syah.g_02526	Syaj.g_01874
OG0000190	Syah.g_02528	Syaj.g_01876
OG0000191	Syah.g_00008	Syaj.g_01910
OG0000192	Syah.g_00013	Syaj.g_01919
OG0000193	Syah.g_00053	Syaj.g_01965
OG0000194	Syah.g_00056	Syaj.g_01968
OG0000195	Syah.g_00058	Syaj.g_01971
OG0000196	Syah.g_00069	Syaj.g_01981
OG0000197	Syah.g_00070	Syaj.g_01982
OG0000198	Syah.g_00071	Syaj.g_01983
OG0000199	Syah.g_00079	Syaj.g_01991
OG0000200	Syah.g_00616	Syaj.g_02008
OG0000201	Syah.g_00601	Syaj.g_02024
OG0000202	Syah.g_00600	Syaj.g_02025
OG0000203	Syah.g_00599	Syaj.g_02026
OG0000204	Syah.g_00598	Syaj.g_02027
OG0000205	Syah.g_00591	Syaj.g_02035
OG0000206	Syah.g_00578	Syaj.g_02043
OG0000207	Syah.g_00575	Syaj.g_02045
OG0000208	Syah.g_00574	Syaj.g_02046
OG0000209	Syah.g_00544	Syaj.g_02070
OG0000210	Syah.g_00543	Syaj.g_02071
OG0000211	Syah.g_00904	Syaj.g_02856
OG0000212	Syah.g_00913	Syaj.g_02881
OG0000213	Syah.g_00657	Syaj.g_02601
OG0000214	Syah.g_00641	Syaj.g_02582
OG0000215	Syah.g_00101	Syaj.g_02551
OG0000216	Syah.g_00105	Syaj.g_02547
OG0000217	Syah.g_00109	Syaj.g_02543
OG0000218	Syah.g_00111	Syaj.g_02541
OG0000219	Syah.g_00112	Syaj.g_02540
OG0000220	Syah.g_00113	Syaj.g_02539
OG0000221	Syah.g_00120	Syaj.g_02530
OG0000222	Syah.g_00131	Syaj.g_02516
OG0000223	Syah.g_00153	Syaj.g_02494
OG0000224	Syah.g_00162	Syaj.g_02487
OG0000225	Syah.g_00874	Syaj.g_02821
OG0000226	Syah.g_00878	Syaj.g_02825
OG0000227	Syah.g_00880	Syaj.g_02827
OG0000228	Syah.g_00887	Syaj.g_02828
OG0000229	Syah.g_02236	Syaj.g_01555
OG0000230	Syah.g_02234	Syaj.g_01553
OG0000231	Syah.g_02218	Syaj.g_01541
OG0000232	Syah.g_01206	Syaj.g_01497
OG0000233	Syah.g_01210	Syaj.g_01481
OG0000234	Syah.g_01222	Syaj.g_01442
OG0000235	Syah.g_00996	Syaj.g_00071
OG0000236	Syah.g_01011	Syaj.g_00086
OG0000237	Syah.g_01028	Syaj.g_00103
OG0000238	Syah.g_01032	Syaj.g_00108
OG0000239	Syah.g_01048	Syaj.g_00125
OG0000240	Syah.g_01049	Syaj.g_00126
OG0000241	Syah.g_01944	Syaj.g_01291
OG0000242	Syah.g_01062	Syaj.g_00142
OG0000243	Syah.g_01079	Syaj.g_00164
OG0000244	Syah.g_01087	Syaj.g_00180
OG0000245	Syah.g_01090	Syaj.g_00182
OG0000246	Syah.g_01094	Syaj.g_00186
OG0000247	Syah.g_01106	Syaj.g_00197
OG0000248	Syah.g_01109	Syaj.g_00200
OG0000249	Syah.g_01111	Syaj.g_00202
OG0000250	Syah.g_01120	Syaj.g_00211
OG0000251	Syah.g_01145	Syaj.g_00237
OG0000252	Syah.g_01148	Syaj.g_00243
OG0000253	Syah.g_01149	Syaj.g_00245
OG0000254	Syah.g_01976	Syaj.g_01335
OG0000255	Syah.g_01968	Syaj.g_01315
OG0000256	Syah.g_01952	Syaj.g_01297
OG0000257	Syah.g_01945	Syaj.g_01292
OG0000258	Syah.g_01926	Syaj.g_01274
OG0000259	Syah.g_01494	Syaj.g_00707
OG0000260	Syah.g_01497	Syaj.g_00712
OG0000261	Syah.g_01500	Syaj.g_00715
OG0000262	Syah.g_01505	Syaj.g_00720
OG0000263	Syah.g_01410	Syaj.g_00605
OG0000264	Syah.g_02000	Syaj.g_00485
OG0000266	Syah.g_01714	Syaj.g_00946
OG0000267	Syah.g_01574	Syaj.g_00770
OG0000268	Syah.g_01575	Syaj.g_00771
OG0000269	Syah.g_01784	Syaj.g_01031
OG0000270	Syah.g_01781	Syaj.g_01025
OG0000271	Syah.g_01773	Syaj.g_01017
OG0000272	Syah.g_01772	Syaj.g_01016
OG0000273	Syah.g_02075	Syaj.g_00389
OG0000274	Syah.g_02076	Syaj.g_00388
OG0000275	Syah.g_02081	Syaj.g_00384
OG0000276	Syah.g_02088	Syaj.g_00377
OG0000277	Syah.g_02089	Syaj.g_00376
OG0000278	Syah.g_02092	Syaj.g_00373
OG0000279	Syah.g_02100	Syaj.g_00357
OG0000280	Syah.g_02112	Syaj.g_00348
OG0000281	Syah.g_00722	Syaj.g_02670
OG0000282	Syah.g_01531	Syaj.g_00743
OG0000283	Syah.g_01585	Syaj.g_00790
OG0000284	Syah.g_01591	Syaj.g_00930
OG0000285	Syah.g_01603	Syaj.g_00917
OG0000286	Syah.g_01621	Syaj.g_00899
OG0000287	Syah.g_01649	Syaj.g_00849
OG0000288	Syah.g_01681	Syaj.g_00815
OG0000289	Syah.g_01695	Syaj.g_00800
OG0000290	Syah.g_02033	Syaj.g_00424
OG0000291	Syah.g_02031	Syaj.g_00426
OG0000292	Syah.g_00380	Syaj.g_02255
OG0000293	Syah.g_02173	Syaj.g_00290
OG0000294	Syah.g_02172	Syaj.g_00291
OG0000295	Syah.g_02131	Syaj.g_00330
OG0000296	Syah.g_02129	Syaj.g_00332
OG0000297	Syah.g_01427	Syaj.g_00639
OG0000298	Syah.g_01426	Syaj.g_00638
OG0000299	Syah.g_01404	Syaj.g_00592
OG0000300	Syah.g_01397	Syaj.g_00586
OG0000301	Syah.g_01396	Syaj.g_00585
OG0000302	Syah.g_01395	Syaj.g_00582
OG0000303	Syah.g_01387	Syaj.g_00572
OG0000304	Syah.g_01382	Syaj.g_00566
OG0000305	Syah.g_02028	Syaj.g_00429
OG0000306	Syah.g_02116	Syaj.g_01126
OG0000307	Syah.g_00978	Syaj.g_00051
OG0000308	Syah.g_00976	Syaj.g_00049
OG0000309	Syah.g_00971	Syaj.g_00044
OG0000310	Syah.g_01321	Syaj.g_01358
OG0000311	Syah.g_01317	Syaj.g_01362
OG0000312	Syah.g_01304	Syaj.g_01368
OG0000313	Syah.g_01285	Syaj.g_01386
OG0000314	Syah.g_01259	Syaj.g_01420
OG0000315	Syah.g_01248	Syaj.g_01430
OG0000316	Syah.g_02333	Syaj.g_01664
OG0000317	Syah.g_02380	Syaj.g_01715
OG0000318	Syah.g_02385	Syaj.g_01722
OG0000319	Syah.g_02405	Syaj.g_01741
OG0000320	Syah.g_02407	Syaj.g_01743
OG0000321	Syah.g_02408	Syaj.g_01744
OG0000322	Syah.g_02409	Syaj.g_01745
OG0000323	Syah.g_02425	Syaj.g_01760
OG0000324	Syah.g_02278	Syaj.g_01609
OG0000325	Syah.g_00689	Syaj.g_02638
OG0000326	Syah.g_00696	Syaj.g_02645
OG0000327	Syah.g_00742	Syaj.g_02693
OG0000328	Syah.g_00743	Syaj.g_02694
OG0000329	Syah.g_00760	Syaj.g_02712
OG0000330	Syah.g_00761	Syaj.g_02713
OG0000331	Syah.g_00762	Syaj.g_02714
OG0000332	Syah.g_00776	Syaj.g_02729
OG0000333	Syah.g_00779	Syaj.g_02732
OG0000334	Syah.g_00789	Syaj.g_02741
OG0000335	Syah.g_00794	Syaj.g_02746
OG0000336	Syah.g_00798	Syaj.g_02750
OG0000337	Syah.g_00178	Syaj.g_02466
OG0000338	Syah.g_00181	Syaj.g_02462
OG0000339	Syah.g_00188	Syaj.g_02455
OG0000340	Syah.g_00206	Syaj.g_02443
OG0000341	Syah.g_00208	Syaj.g_02441
OG0000342	Syah.g_00209	Syaj.g_02440
OG0000343	Syah.g_00231	Syaj.g_02437
OG0000344	Syah.g_00235	Syaj.g_02433
OG0000345	Syah.g_00246	Syaj.g_02421
OG0000346	Syah.g_00251	Syaj.g_02416
OG0000347	Syah.g_00275	Syaj.g_02383
OG0000348	Syah.g_00301	Syaj.g_02333
OG0000349	Syah.g_00320	Syaj.g_02314
OG0000350	Syah.g_00703	Syaj.g_02652
OG0000351	Syah.g_00399	Syaj.g_02234
OG0000352	Syah.g_00398	Syaj.g_02235
OG0000353	Syah.g_00374	Syaj.g_02261
OG0000354	Syah.g_01038	Syaj.g_00114
OG0000354	Syah.g_00561	Syaj.g_02281
OG0000355	Syah.g_00372	Syaj.g_02263
OG0000356	Syah.g_00371	Syaj.g_02264
OG0000357	Syah.g_00370	Syaj.g_02265
OG0000358	Syah.g_00366	Syaj.g_02269
OG0000359	Syah.g_00364	Syaj.g_02271
OG0000360	Syah.g_00363	Syaj.g_02272
OG0000361	Syah.g_00362	Syaj.g_02273
OG0000362	Syah.g_00360	Syaj.g_02275
OG0000363	Syah.g_00358	Syaj.g_02277
OG0000364	Syah.g_00357	Syaj.g_02278
OG0000365	Syah.g_00351	Syaj.g_02287
OG0000366	Syah.g_00350	Syaj.g_02288
OG0000367	Syah.g_00349	Syaj.g_02289
OG0000368	Syah.g_00347	Syaj.g_02291
OG0000369	Syah.g_00346	Syaj.g_02292
OG0000370	Syah.g_00345	Syaj.g_02293
OG0000371	Syah.g_00338	Syaj.g_02301
OG0000372	Syah.g_00333	Syaj.g_02307
OG0000373	Syah.g_00332	Syaj.g_02308
OG0000374	Syah.g_00331	Syaj.g_02309
OG0000375	Syah.g_00329	Syaj.g_02310
OG0000376	Syah.g_00327	Syaj.g_02312
OG0000377	Syah.g_00517	Syaj.g_02105
OG0000378	Syah.g_00526	Syaj.g_02091
OG0000379	Syah.g_00529	Syaj.g_02086
OG0000380	Syah.g_02481	Syaj.g_01815
OG0000381	Syah.g_02484	Syaj.g_01819
OG0000382	Syah.g_02500	Syaj.g_01836
OG0000383	Syah.g_02502	Syaj.g_01839
OG0000384	Syah.g_02503	Syaj.g_01840
OG0000385	Syah.g_02504	Syaj.g_01841
OG0000386	Syah.g_02505	Syaj.g_01842
OG0000387	Syah.g_02530	Syaj.g_01878
OG0000388	Syah.g_02533	Syaj.g_01882
OG0000389	Syah.g_02536	Syaj.g_01886
OG0000390	Syah.g_00002	Syaj.g_01904
OG0000391	Syah.g_00007	Syaj.g_01909
OG0000392	Syah.g_00012	Syaj.g_01918
OG0000393	Syah.g_00014	Syaj.g_01922
OG0000394	Syah.g_00015	Syaj.g_01923
OG0000395	Syah.g_00016	Syaj.g_01924
OG0000396	Syah.g_00019	Syaj.g_01928
OG0000397	Syah.g_00021	Syaj.g_01930
OG0000398	Syah.g_00027	Syaj.g_01935
OG0000399	Syah.g_00028	Syaj.g_01936
OG0000400	Syah.g_00029	Syaj.g_01937
OG0000401	Syah.g_00030	Syaj.g_01938
OG0000402	Syah.g_00033	Syaj.g_01940
OG0000403	Syah.g_00034	Syaj.g_01941
OG0000404	Syah.g_00036	Syaj.g_01943
OG0000405	Syah.g_00050	Syaj.g_01961
OG0000406	Syah.g_00054	Syaj.g_01966
OG0000407	Syah.g_00055	Syaj.g_01967
OG0000408	Syah.g_00057	Syaj.g_01970
OG0000409	Syah.g_00059	Syaj.g_01972
OG0000410	Syah.g_00060	Syaj.g_01973
OG0000411	Syah.g_00061	Syaj.g_01974
OG0000412	Syah.g_00062	Syaj.g_01975
OG0000413	Syah.g_00064	Syaj.g_01977
OG0000415	Syah.g_00066	Syaj.g_01978
OG0000416	Syah.g_00067	Syaj.g_01979
OG0000417	Syah.g_00068	Syaj.g_01980
OG0000418	Syah.g_00073	Syaj.g_01985
OG0000419	Syah.g_00075	Syaj.g_01987
OG0000420	Syah.g_00077	Syaj.g_01989
OG0000421	Syah.g_00082	Syaj.g_01994
OG0000422	Syah.g_00083	Syaj.g_01995
OG0000423	Syah.g_00084	Syaj.g_01996
OG0000424	Syah.g_00085	Syaj.g_01997
OG0000425	Syah.g_00086	Syaj.g_01998
OG0000426	Syah.g_00087	Syaj.g_01999
OG0000427	Syah.g_00088	Syaj.g_02000
OG0000428	Syah.g_00620	Syaj.g_02003
OG0000429	Syah.g_00618	Syaj.g_02005
OG0000430	Syah.g_00617	Syaj.g_02007
OG0000431	Syah.g_00613	Syaj.g_02010
OG0000432	Syah.g_00607	Syaj.g_02017
OG0000433	Syah.g_00605	Syaj.g_02020
OG0000434	Syah.g_00604	Syaj.g_02021
OG0000435	Syah.g_00602	Syaj.g_02023
OG0000436	Syah.g_00597	Syaj.g_02029
OG0000437	Syah.g_00596	Syaj.g_02030
OG0000438	Syah.g_00595	Syaj.g_02031
OG0000439	Syah.g_00593	Syaj.g_02033
OG0000440	Syah.g_00592	Syaj.g_02034
OG0000441	Syah.g_00585	Syaj.g_02038
OG0000442	Syah.g_00580	Syaj.g_02039
OG0000443	Syah.g_00579	Syaj.g_02040
OG0000444	Syah.g_00573	Syaj.g_02052
OG0000445	Syah.g_00572	Syaj.g_02053
OG0000446	Syah.g_00570	Syaj.g_02055
OG0000447	Syah.g_00567	Syaj.g_02058
OG0000448	Syah.g_00566	Syaj.g_02059
OG0000449	Syah.g_00565	Syaj.g_02060
OG0000450	Syah.g_00547	Syaj.g_02067
OG0000451	Syah.g_00546	Syaj.g_02068
OG0000452	Syah.g_00542	Syaj.g_02072
OG0000453	Syah.g_00541	Syaj.g_02073
OG0000454	Syah.g_00540	Syaj.g_02074
OG0000455	Syah.g_00539	Syaj.g_02075
OG0000456	Syah.g_00538	Syaj.g_02076
OG0000457	Syah.g_00536	Syaj.g_02078
OG0000458	Syah.g_00535	Syaj.g_02079
OG0000459	Syah.g_00534	Syaj.g_02080
OG0000460	Syah.g_00906	Syaj.g_02858
OG0000461	Syah.g_00678	Syaj.g_02623
OG0000462	Syah.g_00675	Syaj.g_02620
OG0000463	Syah.g_00674	Syaj.g_02619
OG0000464	Syah.g_00673	Syaj.g_02618
OG0000465	Syah.g_00672	Syaj.g_02617
OG0000466	Syah.g_00668	Syaj.g_02612
OG0000467	Syah.g_00666	Syaj.g_02610
OG0000468	Syah.g_00661	Syaj.g_02605
OG0000469	Syah.g_00647	Syaj.g_02590
OG0000470	Syah.g_00645	Syaj.g_02586
OG0000471	Syah.g_00644	Syaj.g_02585
OG0000472	Syah.g_00642	Syaj.g_02583
OG0000473	Syah.g_00640	Syaj.g_02581
OG0000474	Syah.g_00639	Syaj.g_02580
OG0000475	Syah.g_00638	Syaj.g_02579
OG0000476	Syah.g_00636	Syaj.g_02577
OG0000477	Syah.g_00630	Syaj.g_02571
OG0000478	Syah.g_00629	Syaj.g_02570
OG0000479	Syah.g_00628	Syaj.g_02569
OG0000480	Syah.g_00089	Syaj.g_02562
OG0000481	Syah.g_00091	Syaj.g_02560
OG0000482	Syah.g_00092	Syaj.g_02559
OG0000483	Syah.g_00096	Syaj.g_02555
OG0000484	Syah.g_00097	Syaj.g_02554
OG0000485	Syah.g_00098	Syaj.g_02553
OG0000486	Syah.g_00099	Syaj.g_02552
OG0000487	Syah.g_00106	Syaj.g_02546
OG0000488	Syah.g_00110	Syaj.g_02542
OG0000489	Syah.g_00121	Syaj.g_02529
OG0000490	Syah.g_00129	Syaj.g_02519
OG0000491	Syah.g_00130	Syaj.g_02517
OG0000492	Syah.g_00132	Syaj.g_02515
OG0000493	Syah.g_00133	Syaj.g_02514
OG0000494	Syah.g_00134	Syaj.g_02513
OG0000495	Syah.g_00135	Syaj.g_02512
OG0000496	Syah.g_00136	Syaj.g_02511
OG0000497	Syah.g_00137	Syaj.g_02510
OG0000498	Syah.g_00138	Syaj.g_02509
OG0000499	Syah.g_00139	Syaj.g_02508
OG0000500	Syah.g_00140	Syaj.g_02507
OG0000501	Syah.g_00143	Syaj.g_02504
OG0000502	Syah.g_00155	Syaj.g_02492
OG0000503	Syah.g_00858	Syaj.g_02805
OG0000504	Syah.g_00860	Syaj.g_02807
OG0000505	Syah.g_00861	Syaj.g_02808
OG0000506	Syah.g_00863	Syaj.g_02810
OG0000507	Syah.g_00869	Syaj.g_02816
OG0000508	Syah.g_00873	Syaj.g_02820
OG0000509	Syah.g_00875	Syaj.g_02822
OG0000510	Syah.g_00876	Syaj.g_02823
OG0000511	Syah.g_00877	Syaj.g_02824
OG0000512	Syah.g_00879	Syaj.g_02826
OG0000513	Syah.g_00892	Syaj.g_02833
OG0000514	Syah.g_00899	Syaj.g_02839
OG0000515	Syah.g_00900	Syaj.g_02840
OG0000516	Syah.g_02231	Syaj.g_01561
OG0000517	Syah.g_02237	Syaj.g_01556
OG0000518	Syah.g_02221	Syaj.g_01544
OG0000519	Syah.g_02220	Syaj.g_01543
OG0000520	Syah.g_02219	Syaj.g_01542
OG0000521	Syah.g_01202	Syaj.g_00271
OG0000522	Syah.g_01204	Syaj.g_00273
OG0000523	Syah.g_01205	Syaj.g_00274
OG0000524	Syah.g_01207	Syaj.g_01485
OG0000525	Syah.g_01212	Syaj.g_01454
OG0000526	Syah.g_01215	Syaj.g_01451
OG0000527	Syah.g_01219	Syaj.g_01446
OG0000528	Syah.g_00991	Syaj.g_00065
OG0000529	Syah.g_00998	Syaj.g_00073
OG0000530	Syah.g_01001	Syaj.g_00076
OG0000531	Syah.g_01002	Syaj.g_00077
OG0000532	Syah.g_01005	Syaj.g_00080
OG0000533	Syah.g_01006	Syaj.g_00081
OG0000534	Syah.g_01007	Syaj.g_00082
OG0000535	Syah.g_01008	Syaj.g_00083
OG0000536	Syah.g_01009	Syaj.g_00084
OG0000537	Syah.g_01010	Syaj.g_00085
OG0000538	Syah.g_01021	Syaj.g_00096
OG0000539	Syah.g_01022	Syaj.g_00097
OG0000540	Syah.g_01023	Syaj.g_00098
OG0000541	Syah.g_01024	Syaj.g_00099
OG0000542	Syah.g_01027	Syaj.g_00102
OG0000543	Syah.g_01029	Syaj.g_00104
OG0000545	Syah.g_01031	Syaj.g_00107
OG0000546	Syah.g_01033	Syaj.g_00109
OG0000547	Syah.g_01035	Syaj.g_00111
OG0000548	Syah.g_01036	Syaj.g_00112
OG0000549	Syah.g_01042	Syaj.g_00118
