Orthogroup	Syah	Syao
OG0000153	Syah.g_01656	Syao.g_00818, Syao.g_01176
OG0000154	Syah.g_01682	Syao.g_00447
OG0000155	Syah.g_02123	Syao.g_00178
OG0000156	Syah.g_02185	Syao.g_00151
OG0000157	Syah.g_02186	Syao.g_00152
OG0000158	Syah.g_00204	Syao.g_02267
OG0000160	Syah.g_01289	Syao.g_01488
OG0000161	Syah.g_01282	Syao.g_01494
OG0000162	Syah.g_01276	Syao.g_01515
OG0000163	Syah.g_02315	Syao.g_01745
OG0000165	Syah.g_02251	Syao.g_01655
OG0000166	Syah.g_00747	Syao.g_01790
OG0000167	Syah.g_00183	Syao.g_01960
OG0000168	Syah.g_00205	Syao.g_02128
OG0000169	Syah.g_00237	Syao.g_02139
OG0000170	Syah.g_00245	Syao.g_02148
OG0000171	Syah.g_00271	Syao.g_02181
OG0000172	Syah.g_00293	Syao.g_02170
OG0000173	Syah.g_00313	Syao.g_02212
OG0000174	Syah.g_00461	Syao.g_02364, Syao.g_02355
OG0000175	Syah.g_00402	Syao.g_02327, Syao.g_00308
OG0000176	Syah.g_00369	Syao.g_02165
OG0000177	Syah.g_00368	Syao.g_02156
OG0000178	Syah.g_00367	Syao.g_02155
OG0000179	Syah.g_00355	Syao.g_02250
OG0000180	Syah.g_00354	Syao.g_02249
OG0000181	Syah.g_00353	Syao.g_02248
OG0000182	Syah.g_00352	Syao.g_02247
OG0000183	Syah.g_00348	Syao.g_02243
OG0000184	Syah.g_00525	Syao.g_02423
OG0000185	Syah.g_00528	Syao.g_02410
OG0000186	Syah.g_02479	Syao.g_02613
OG0000187	Syah.g_02480	Syao.g_02615
OG0000188	Syah.g_02501	Syao.g_02637
OG0000189	Syah.g_02526	Syao.g_02672
OG0000190	Syah.g_02528	Syao.g_01015
OG0000191	Syah.g_00008	Syao.g_02573
OG0000192	Syah.g_00013	Syao.g_02579
OG0000193	Syah.g_00053	Syao.g_02481
OG0000194	Syah.g_00056	Syao.g_02484
OG0000196	Syah.g_00069	Syao.g_02498
OG0000197	Syah.g_00070	Syao.g_02499
OG0000198	Syah.g_00071	Syao.g_02500
OG0000199	Syah.g_00079	Syao.g_02508
OG0000200	Syah.g_00616	Syao.g_02524
OG0000201	Syah.g_00601	Syao.g_02540
OG0000202	Syah.g_00600	Syao.g_02454
OG0000203	Syah.g_00599	Syao.g_02455
OG0000204	Syah.g_00598	Syao.g_02456
OG0000205	Syah.g_00591	Syao.g_02464
OG0000206	Syah.g_00578	Syao.g_02469
OG0000207	Syah.g_00575	Syao.g_02471
OG0000208	Syah.g_00574	Syao.g_02472
OG0000209	Syah.g_00544	Syao.g_02394
OG0000210	Syah.g_00543	Syao.g_02395
OG0000211	Syah.g_00904	Syao.g_01700
OG0000212	Syah.g_00913	Syao.g_01710
OG0000213	Syah.g_00657	Syao.g_02098
OG0000214	Syah.g_00641	Syao.g_02081
OG0000215	Syah.g_00101	Syao.g_02050
OG0000216	Syah.g_00105	Syao.g_02045
OG0000217	Syah.g_00109	Syao.g_02041
OG0000218	Syah.g_00111	Syao.g_02039
OG0000219	Syah.g_00112	Syao.g_02038
OG0000220	Syah.g_00113	Syao.g_02037
OG0000221	Syah.g_00120	Syao.g_02034
OG0000222	Syah.g_00131	Syao.g_02023
OG0000223	Syah.g_00153	Syao.g_00291
OG0000224	Syah.g_00162	Syao.g_01973
OG0000225	Syah.g_00874	Syao.g_01751
OG0000226	Syah.g_00878	Syao.g_01758
OG0000227	Syah.g_00880	Syao.g_01760
OG0000228	Syah.g_00887	Syao.g_01715
OG0000229	Syah.g_02236	Syao.g_01736
OG0000230	Syah.g_02234	Syao.g_01738
OG0000232	Syah.g_01206	Syao.g_00057
OG0000233	Syah.g_01210	Syao.g_02698
OG0000234	Syah.g_01222	Syao.g_02680
OG0000235	Syah.g_00996	Syao.g_00029
OG0000236	Syah.g_01011	Syao.g_00111
OG0000237	Syah.g_01028	Syao.g_00166
OG0000238	Syah.g_01032	Syao.g_00161
OG0000239	Syah.g_01048	Syao.g_01398
OG0000240	Syah.g_01049	Syao.g_01399
OG0000241	Syah.g_01944	Syao.g_00887
OG0000242	Syah.g_01062	Syao.g_01410
OG0000243	Syah.g_01079	Syao.g_00873
OG0000244	Syah.g_01087	Syao.g_00865
OG0000245	Syah.g_01090	Syao.g_00863
OG0000246	Syah.g_01094	Syao.g_00859
OG0000247	Syah.g_01106	Syao.g_00847
OG0000249	Syah.g_01111	Syao.g_00842
OG0000250	Syah.g_01120	Syao.g_00835
OG0000251	Syah.g_01145	Syao.g_01026
OG0000252	Syah.g_01148	Syao.g_01020
OG0000253	Syah.g_01149	Syao.g_01003
OG0000254	Syah.g_01976	Syao.g_01053
OG0000255	Syah.g_01968	Syao.g_01009
OG0000256	Syah.g_01952	Syao.g_01328
OG0000257	Syah.g_01945	Syao.g_00884
OG0000258	Syah.g_01926	Syao.g_00907
OG0000259	Syah.g_01494	Syao.g_00933, Syao.g_00932
OG0000260	Syah.g_01497	Syao.g_00936
OG0000261	Syah.g_01500	Syao.g_00941
OG0000262	Syah.g_01505	Syao.g_00946
OG0000263	Syah.g_01410	Syao.g_00247
OG0000264	Syah.g_02000	Syao.g_00699
OG0000265	Syah.g_02252	Syao.g_00049
OG0000266	Syah.g_01714	Syao.g_00480
OG0000267	Syah.g_01574	Syao.g_00589
OG0000268	Syah.g_01575	Syao.g_00588
OG0000269	Syah.g_01784	Syao.g_00751
OG0000270	Syah.g_01781	Syao.g_00754
OG0000271	Syah.g_01773	Syao.g_00762
OG0000272	Syah.g_01772	Syao.g_00763
OG0000273	Syah.g_02075	Syao.g_00791
OG0000274	Syah.g_02076	Syao.g_00792
OG0000275	Syah.g_02081	Syao.g_00438
OG0000276	Syah.g_02088	Syao.g_00558
OG0000278	Syah.g_02092	Syao.g_00554
OG0000279	Syah.g_02100	Syao.g_00529
OG0000280	Syah.g_02112	Syao.g_00608
OG0000281	Syah.g_00722	Syao.g_01377
OG0000282	Syah.g_01531	Syao.g_00967
OG0000283	Syah.g_01585	Syao.g_00640
OG0000284	Syah.g_01591	Syao.g_00634
OG0000285	Syah.g_01603	Syao.g_00706
OG0000286	Syah.g_01621	Syao.g_00675
OG0000287	Syah.g_01231, Syah.g_01649	Syao.g_00825
OG0000288	Syah.g_01681	Syao.g_00446
OG0000289	Syah.g_01695	Syao.g_00461
OG0000290	Syah.g_02033	Syao.g_00428
OG0000291	Syah.g_02031	Syao.g_00333
OG0000292	Syah.g_00380	Syao.g_02196
OG0000293	Syah.g_02173	Syao.g_00136
OG0000295	Syah.g_02131	Syao.g_00186
OG0000296	Syah.g_02129	Syao.g_00184
OG0000299	Syah.g_01404	Syao.g_00231
OG0000301	Syah.g_01396	Syao.g_00272, Syao.g_00273
OG0000302	Syah.g_01395	Syao.g_00271
OG0000303	Syah.g_01387	Syao.g_00262
OG0000304	Syah.g_01382	Syao.g_00256
OG0000305	Syah.g_02028	Syao.g_00388
OG0000306	Syah.g_02116	Syao.g_01216
OG0000307	Syah.g_00978	Syao.g_00045
OG0000308	Syah.g_00976	Syao.g_00047
OG0000309	Syah.g_00971	Syao.g_02705
OG0000310	Syah.g_01321	Syao.g_01530
OG0000311	Syah.g_01317	Syao.g_01533
OG0000312	Syah.g_01304	Syao.g_01538
OG0000313	Syah.g_01285	Syao.g_01491
OG0000314	Syah.g_01259	Syao.g_00078
OG0000315	Syah.g_01248	Syao.g_00088
OG0000316	Syah.g_02333	Syao.g_01602
OG0000317	Syah.g_02380	Syao.g_01560
OG0000318	Syah.g_02385	Syao.g_01553
OG0000319	Syah.g_02405	Syao.g_01678
OG0000320	Syah.g_02407	Syao.g_01676
OG0000321	Syah.g_02408	Syao.g_01675
OG0000322	Syah.g_02409	Syao.g_01674
OG0000323	Syah.g_02425	Syao.g_01661
OG0000324	Syah.g_02278	Syao.g_01630
OG0000325	Syah.g_00689	Syao.g_01936
OG0000327	Syah.g_00742	Syao.g_01795
OG0000328	Syah.g_00743	Syao.g_01794
OG0000329	Syah.g_00760	Syao.g_01776
OG0000330	Syah.g_00761	Syao.g_01775
OG0000331	Syah.g_00762	Syao.g_01774
OG0000333	Syah.g_00779	Syao.g_01810
OG0000334	Syah.g_00789	Syao.g_01836
OG0000335	Syah.g_00794	Syao.g_01831
OG0000336	Syah.g_00798	Syao.g_01827
OG0000337	Syah.g_00178	Syao.g_01968
OG0000338	Syah.g_00181	Syao.g_01962
OG0000339	Syah.g_00188	Syao.g_02259
OG0000340	Syah.g_00206	Syao.g_02129
OG0000341	Syah.g_00208	Syao.g_02131
OG0000342	Syah.g_00209	Syao.g_02132
OG0000343	Syah.g_00231	Syao.g_02133
OG0000344	Syah.g_00235	Syao.g_02137
OG0000345	Syah.g_00246	Syao.g_01953
OG0000346	Syah.g_00251	Syao.g_01948
OG0000347	Syah.g_00275	Syao.g_02178
OG0000348	Syah.g_00301	Syao.g_02166
OG0000349	Syah.g_00320	Syao.g_02219
OG0000350	Syah.g_00703	Syao.g_01925
OG0000351	Syah.g_00399	Syao.g_02331
OG0000352	Syah.g_00398	Syao.g_02332
OG0000353	Syah.g_00374	Syao.g_02160
OG0000354	Syah.g_01038	Syao.g_00154, Syao.g_00155
OG0000354	Syah.g_00561	Syao.g_02252
OG0000355	Syah.g_00372	Syao.g_02162
OG0000356	Syah.g_00371	Syao.g_02163
OG0000357	Syah.g_00370	Syao.g_02164
OG0000358	Syah.g_00366	Syao.g_02154
OG0000359	Syah.g_00364	Syao.g_02152
OG0000360	Syah.g_00363	Syao.g_02151
OG0000361	Syah.g_00362	Syao.g_02150
OG0000362	Syah.g_00360	Syao.g_01954
OG0000363	Syah.g_00358	Syao.g_02255
OG0000364	Syah.g_00357	Syao.g_01558
OG0000365	Syah.g_00351	Syao.g_02246
OG0000366	Syah.g_00350	Syao.g_02245
OG0000367	Syah.g_00349	Syao.g_02244
OG0000368	Syah.g_00347	Syao.g_02242
OG0000369	Syah.g_00346	Syao.g_02241
OG0000370	Syah.g_00345	Syao.g_02240
OG0000371	Syah.g_00338	Syao.g_02231
OG0000372	Syah.g_00333	Syao.g_02226
OG0000373	Syah.g_00332	Syao.g_02225
OG0000374	Syah.g_00331	Syao.g_02224
OG0000375	Syah.g_00329	Syao.g_02223
OG0000376	Syah.g_00327	Syao.g_02221
OG0000377	Syah.g_00517	Syao.g_02429
OG0000378	Syah.g_00526	Syao.g_02414
OG0000379	Syah.g_00529	Syao.g_02409
OG0000380	Syah.g_02481	Syao.g_02616
OG0000381	Syah.g_02484	Syao.g_02618
OG0000382	Syah.g_02500	Syao.g_02636
OG0000383	Syah.g_02502	Syao.g_02643
OG0000384	Syah.g_02503	Syao.g_02644
OG0000385	Syah.g_02504	Syao.g_02645
OG0000386	Syah.g_02505	Syao.g_02646
OG0000387	Syah.g_02530	Syao.g_01019
OG0000388	Syah.g_02533	Syao.g_02596
OG0000389	Syah.g_02536	Syao.g_02599
OG0000390	Syah.g_00002	Syao.g_02567
OG0000391	Syah.g_00007	Syao.g_02572
OG0000392	Syah.g_00012	Syao.g_02578
OG0000393	Syah.g_00014	Syao.g_02581
OG0000394	Syah.g_00015	Syao.g_02582
OG0000395	Syah.g_00016	Syao.g_02583
OG0000396	Syah.g_00019	Syao.g_02586
OG0000397	Syah.g_00021	Syao.g_02542
OG0000398	Syah.g_00027	Syao.g_02547
OG0000399	Syah.g_00028	Syao.g_02548
OG0000400	Syah.g_00029	Syao.g_02549
OG0000401	Syah.g_00030	Syao.g_02550
OG0000402	Syah.g_00033	Syao.g_02552
OG0000403	Syah.g_00034	Syao.g_02553
OG0000404	Syah.g_00036	Syao.g_02554
OG0000405	Syah.g_00050	Syao.g_02478
OG0000406	Syah.g_00054	Syao.g_02482
OG0000407	Syah.g_00055	Syao.g_02483
OG0000408	Syah.g_00057	Syao.g_02485
OG0000409	Syah.g_00059	Syao.g_02487
OG0000410	Syah.g_00060	Syao.g_02488
OG0000411	Syah.g_00061	Syao.g_02489
OG0000412	Syah.g_00062	Syao.g_02490
OG0000413	Syah.g_00064	Syao.g_02492
OG0000415	Syah.g_00066	Syao.g_02494
OG0000416	Syah.g_00067	Syao.g_02495
OG0000417	Syah.g_00068	Syao.g_02497
OG0000418	Syah.g_00073	Syao.g_02502
OG0000419	Syah.g_00075	Syao.g_02504
OG0000420	Syah.g_00077	Syao.g_02506
OG0000421	Syah.g_00082	Syao.g_02510
OG0000422	Syah.g_00083	Syao.g_02511
OG0000423	Syah.g_00084	Syao.g_02512
OG0000424	Syah.g_00085	Syao.g_02513
OG0000425	Syah.g_00086	Syao.g_02514
OG0000426	Syah.g_00087	Syao.g_02515
OG0000427	Syah.g_00088	Syao.g_02516
OG0000428	Syah.g_00620	Syao.g_02519
OG0000429	Syah.g_00618	Syao.g_02522
OG0000430	Syah.g_00617	Syao.g_02523
OG0000431	Syah.g_00613	Syao.g_02526
OG0000432	Syah.g_00607	Syao.g_02532
OG0000433	Syah.g_00605	Syao.g_02534
OG0000434	Syah.g_00604	Syao.g_02535
OG0000435	Syah.g_00602	Syao.g_02538
OG0000436	Syah.g_00597	Syao.g_02458
OG0000437	Syah.g_00596	Syao.g_02459
OG0000438	Syah.g_00595	Syao.g_02460
OG0000439	Syah.g_00593	Syao.g_02462
OG0000440	Syah.g_00592	Syao.g_02463
OG0000441	Syah.g_00585	Syao.g_02466
OG0000442	Syah.g_00580	Syao.g_02467
OG0000443	Syah.g_00579	Syao.g_02468
OG0000444	Syah.g_00573	Syao.g_02473
OG0000445	Syah.g_00572	Syao.g_02474
OG0000446	Syah.g_00570	Syao.g_02476
OG0000447	Syah.g_00567	Syao.g_02383
OG0000448	Syah.g_00566	Syao.g_02384
OG0000449	Syah.g_00565	Syao.g_02385
OG0000450	Syah.g_00547	Syao.g_02391
OG0000451	Syah.g_00546	Syao.g_02392
OG0000452	Syah.g_00542	Syao.g_02396
OG0000453	Syah.g_00541	Syao.g_02397
OG0000454	Syah.g_00540	Syao.g_02398
OG0000455	Syah.g_00539	Syao.g_02399
OG0000456	Syah.g_00538	Syao.g_02400
OG0000457	Syah.g_00536	Syao.g_02402
OG0000458	Syah.g_00535	Syao.g_02403
OG0000459	Syah.g_00534	Syao.g_02404
OG0000460	Syah.g_00906	Syao.g_01702
OG0000461	Syah.g_00678	Syao.g_02119
OG0000462	Syah.g_00675	Syao.g_02116
OG0000463	Syah.g_00674	Syao.g_02115
OG0000464	Syah.g_00673	Syao.g_02114
OG0000465	Syah.g_00672	Syao.g_02112
OG0000466	Syah.g_00668	Syao.g_02107
OG0000467	Syah.g_00666	Syao.g_02106
OG0000468	Syah.g_00661	Syao.g_02102
OG0000469	Syah.g_00647	Syao.g_02087
OG0000470	Syah.g_00645	Syao.g_02085
OG0000471	Syah.g_00644	Syao.g_02084
OG0000472	Syah.g_00642	Syao.g_02082
OG0000473	Syah.g_00640	Syao.g_02080
OG0000474	Syah.g_00639	Syao.g_02079
OG0000475	Syah.g_00638	Syao.g_02078
OG0000476	Syah.g_00636	Syao.g_02076
OG0000477	Syah.g_00630	Syao.g_02069
OG0000478	Syah.g_00629	Syao.g_02068
OG0000479	Syah.g_00628	Syao.g_02067
OG0000480	Syah.g_00089	Syao.g_02060
OG0000481	Syah.g_00091	Syao.g_01012
OG0000482	Syah.g_00092	Syao.g_02058
OG0000483	Syah.g_00096	Syao.g_02054
OG0000484	Syah.g_00097	Syao.g_02053
OG0000485	Syah.g_00098	Syao.g_02052
OG0000486	Syah.g_00099	Syao.g_02051
OG0000487	Syah.g_00106	Syao.g_02044
OG0000488	Syah.g_00110	Syao.g_02040
OG0000489	Syah.g_00121	Syao.g_02033
OG0000490	Syah.g_00129	Syao.g_02025
OG0000491	Syah.g_00130	Syao.g_02024
OG0000492	Syah.g_00132	Syao.g_02022
OG0000493	Syah.g_00133	Syao.g_02021
OG0000494	Syah.g_00134	Syao.g_02020
OG0000495	Syah.g_00135	Syao.g_02018
OG0000496	Syah.g_00136	Syao.g_02017
OG0000497	Syah.g_00137	Syao.g_02016
OG0000498	Syah.g_00138	Syao.g_02015
OG0000499	Syah.g_00139	Syao.g_02014
OG0000500	Syah.g_00140	Syao.g_02013
OG0000501	Syah.g_00143	Syao.g_02010
OG0000502	Syah.g_00155	Syao.g_01974
OG0000503	Syah.g_00858	Syao.g_01877
OG0000504	Syah.g_00860	Syao.g_01875
OG0000505	Syah.g_00861	Syao.g_01874
OG0000506	Syah.g_00863	Syao.g_01872
OG0000507	Syah.g_00869	Syao.g_01866
OG0000508	Syah.g_00873	Syao.g_01750
OG0000509	Syah.g_00875	Syao.g_01755
OG0000510	Syah.g_00876	Syao.g_01756
OG0000511	Syah.g_00877	Syao.g_01757
OG0000512	Syah.g_00879	Syao.g_01759
OG0000513	Syah.g_00892	Syao.g_01720
OG0000514	Syah.g_00899	Syao.g_01727
OG0000515	Syah.g_00900	Syao.g_01728
OG0000516	Syah.g_02231	Syao.g_01730
OG0000517	Syah.g_02237	Syao.g_01735
OG0000518	Syah.g_02221	Syao.g_01621
OG0000519	Syah.g_02220	Syao.g_01622
OG0000520	Syah.g_02219	Syao.g_01512
OG0000521	Syah.g_01202	Syao.g_00061
OG0000522	Syah.g_01204	Syao.g_00059
OG0000523	Syah.g_01205	Syao.g_00058
OG0000524	Syah.g_01207	Syao.g_02699
OG0000525	Syah.g_01212	Syao.g_02691
OG0000526	Syah.g_01215	Syao.g_02688
OG0000527	Syah.g_01219	Syao.g_02684
OG0000528	Syah.g_00991	Syao.g_00031
OG0000529	Syah.g_00998	Syao.g_00027
OG0000530	Syah.g_01001	Syao.g_00122
OG0000531	Syah.g_01002	Syao.g_00121
OG0000532	Syah.g_01005	Syao.g_00118
OG0000533	Syah.g_01006	Syao.g_00116
OG0000534	Syah.g_01007	Syao.g_00115
OG0000535	Syah.g_01008	Syao.g_00114
OG0000536	Syah.g_01009	Syao.g_00113
OG0000537	Syah.g_01010	Syao.g_00112
OG0000538	Syah.g_01021	Syao.g_00100
OG0000539	Syah.g_01022	Syao.g_00099
OG0000540	Syah.g_01023	Syao.g_00098
OG0000541	Syah.g_01024	Syao.g_00097
OG0000542	Syah.g_01027	Syao.g_00167
OG0000543	Syah.g_01029	Syao.g_00165
OG0000545	Syah.g_01031	Syao.g_00162
OG0000546	Syah.g_01033	Syao.g_00160
OG0000547	Syah.g_01035	Syao.g_00158
OG0000548	Syah.g_01036	Syao.g_00157
OG0000549	Syah.g_01042	Syao.g_01391
OG0000550	Syah.g_01046	Syao.g_01396
OG0000551	Syah.g_01051	Syao.g_01401
OG0000552	Syah.g_01052	Syao.g_01402
OG0000553	Syah.g_01054	Syao.g_01404
OG0000554	Syah.g_01065	Syao.g_01413
OG0000555	Syah.g_01078	Syao.g_00875
OG0000556	Syah.g_01084	Syao.g_00871
OG0000557	Syah.g_01086	Syao.g_00866
OG0000558	Syah.g_01088	Syao.g_00864
OG0000559	Syah.g_01093	Syao.g_00860
OG0000560	Syah.g_01096	Syao.g_00857
OG0000561	Syah.g_01097	Syao.g_00856
OG0000562	Syah.g_01098	Syao.g_00855
OG0000563	Syah.g_01099	Syao.g_00854
OG0000564	Syah.g_01100	Syao.g_00853
OG0000565	Syah.g_01104	Syao.g_00849
OG0000566	Syah.g_01108	Syao.g_00845
OG0000567	Syah.g_01112	Syao.g_00841
OG0000568	Syah.g_01116	Syao.g_00839
OG0000569	Syah.g_01117	Syao.g_00838
OG0000570	Syah.g_01118	Syao.g_00837
OG0000571	Syah.g_01122	Syao.g_00834
OG0000572	Syah.g_01137	Syao.g_01033
OG0000573	Syah.g_01146	Syao.g_01022
OG0000574	Syah.g_01147	Syao.g_01021
OG0000575	Syah.g_01151	Syao.g_01000
OG0000576	Syah.g_01153	Syao.g_00996
OG0000577	Syah.g_01154	Syao.g_00995
OG0000578	Syah.g_01155	Syao.g_00994
OG0000579	Syah.g_01156	Syao.g_00993
OG0000580	Syah.g_01157	Syao.g_00992
OG0000581	Syah.g_01163	Syao.g_01059
OG0000582	Syah.g_01979	Syao.g_01204
OG0000583	Syah.g_01978	Syao.g_01205
OG0000584	Syah.g_01977	Syao.g_01206
OG0000585	Syah.g_01975	Syao.g_01054
OG0000586	Syah.g_01974	Syao.g_01055
OG0000587	Syah.g_01972	Syao.g_01057
OG0000588	Syah.g_01966	Syao.g_00406
OG0000589	Syah.g_01962	Syao.g_01342
OG0000590	Syah.g_01961	Syao.g_01341
OG0000591	Syah.g_01954	Syao.g_01330
OG0000592	Syah.g_01953	Syao.g_01329
OG0000593	Syah.g_01939	Syao.g_00890
OG0000594	Syah.g_01938	Syao.g_00891
