Orthogroup	Pran	Prba
OG0000033	Pran.g_00263	Prba.g_00625
OG0000034	Pran.g_00866	Prba.g_01202
OG0000035	Pran.g_00733	Prba.g_00713
OG0000037	Pran.g_00324	Prba.g_01897
OG0000038	Pran.g_01210	Prba.g_00819
OG0000039	Pran.g_01492	Prba.g_01631
OG0000040	Pran.g_00923	Prba.g_00251
OG0000040	Pran.g_00079	Prba.g_00084
OG0000042	Pran.g_01167	Prba.g_00775
OG0000043	Pran.g_00179	Prba.g_01427
OG0000044	Pran.g_00949	Prba.g_00002
OG0000045	Pran.g_01823	Prba.g_00865
OG0000047	Pran.g_01864	Prba.g_00546
OG0000048	Pran.g_01820	Prba.g_00868
OG0000049	Pran.g_01811	Prba.g_00878
OG0000049	Pran.g_00586	Prba.g_01104
OG0000049	Pran.g_00526	Prba.g_00901
OG0000050	Pran.g_01789	Prba.g_00899
OG0000050	Pran.g_00149	Prba.g_01229
OG0000051	Pran.g_00898	Prba.g_01168
OG0000052	Pran.g_00777	Prba.g_00160
OG0000053	Pran.g_00713	Prba.g_00693
OG0000054	Pran.g_01572	Prba.g_01711
OG0000055	Pran.g_01362	Prba.g_01518
OG0000057	Pran.g_01480	Prba.g_01619
OG0000058	Pran.g_00807	Prba.g_00153
OG0000059	Pran.g_01056	Prba.g_00381
OG0000061	Pran.g_00060	Prba.g_00064
OG0000062	Pran.g_00655	Prba.g_00310
OG0000063	Pran.g_00391	Prba.g_01826
OG0000065	Pran.g_00326	Prba.g_01895
OG0000066	Pran.g_01639	Prba.g_00922
OG0000067	Pran.g_01343	Prba.g_01499
OG0000068	Pran.g_00841	Prba.g_00196
OG0000069	Pran.g_00614	Prba.g_00275
OG0000070	Pran.g_01727	Prba.g_01011
OG0000071	Pran.g_00938, Pran.g_00876	Prba.g_01192
OG0000072	Pran.g_00261	Prba.g_00627
OG0000073	Pran.g_01679	Prba.g_00962
OG0000074	Pran.g_01496	Prba.g_01635
OG0000075	Pran.g_01137	Prba.g_01071
OG0000076	Pran.g_01160	Prba.g_00768
OG0000077	Pran.g_00354	Prba.g_01866
OG0000078	Pran.g_00194	Prba.g_00458
OG0000079	Pran.g_01940	Prba.g_00471
OG0000081	Pran.g_01647	Prba.g_00930
OG0000082	Pran.g_01593	Prba.g_01731
OG0000083	Pran.g_00895	Prba.g_01171
OG0000083	Pran.g_00576	Prba.g_01570
OG0000084	Pran.g_00737	Prba.g_00717
OG0000085	Pran.g_00963	Prba.g_00233
OG0000086	Pran.g_00344	Prba.g_01876
OG0000087	Pran.g_00295	Prba.g_01927
OG0000088	Pran.g_00266	Prba.g_00622
OG0000089	Pran.g_01839	Prba.g_00850
OG0000090	Pran.g_01645	Prba.g_00928
OG0000091	Pran.g_01536	Prba.g_01675
OG0000092	Pran.g_00434	Prba.g_01390
OG0000093	Pran.g_00455	Prba.g_01369
OG0000094	Pran.g_00549	Prba.g_01283
OG0000095	Pran.g_00903, Pran.g_00568	Prba.g_01264
OG0000096	Pran.g_00114	Prba.g_00734
OG0000097	Pran.g_00019	Prba.g_00022
OG0000098	Pran.g_00855	Prba.g_00214
OG0000099	Pran.g_00806	Prba.g_00155
OG0000100	Pran.g_00659	Prba.g_00314
OG0000101	Pran.g_01105	Prba.g_00429
OG0000102	Pran.g_01165	Prba.g_00773
OG0000103	Pran.g_01244	Prba.g_01781
OG0000104	Pran.g_01253	Prba.g_01789
OG0000105	Pran.g_01920	Prba.g_00491
OG0000106	Pran.g_01824	Prba.g_00864
OG0000107	Pran.g_01808	Prba.g_00880
OG0000108	Pran.g_01698	Prba.g_00981
OG0000109	Pran.g_01684	Prba.g_00967
OG0000110	Pran.g_01603	Prba.g_01741
OG0000111	Pran.g_01479	Prba.g_01618
OG0000112	Pran.g_01378	Prba.g_01534
OG0000113	Pran.g_01321	Prba.g_01477
OG0000114	Pran.g_00429	Prba.g_01395
OG0000115	Pran.g_00123	Prba.g_00743
OG0000116	Pran.g_00070	Prba.g_00074
OG0000117	Pran.g_01466	Prba.g_01135
OG0000118	Pran.g_00864	Prba.g_01204
OG0000119	Pran.g_00845	Prba.g_00200
OG0000120	Pran.g_00752	Prba.g_00175
OG0000121	Pran.g_00731	Prba.g_00711
OG0000122	Pran.g_00693	Prba.g_00348
OG0000123	Pran.g_01112	Prba.g_00436
OG0000124	Pran.g_01176	Prba.g_00784
OG0000125	Pran.g_01212	Prba.g_00821
OG0000126	Pran.g_01252	Prba.g_01788
OG0000128	Pran.g_01268	Prba.g_01804
OG0000129	Pran.g_00381	Prba.g_01838
OG0000130	Pran.g_00363	Prba.g_01857
OG0000131	Pran.g_00288	Prba.g_01933
OG0000132	Pran.g_00268	Prba.g_01952
OG0000133	Pran.g_01872	Prba.g_00538
OG0000134	Pran.g_01838	Prba.g_00851
OG0000135	Pran.g_01812	Prba.g_00877
OG0000136	Pran.g_01739	Prba.g_01020
OG0000137	Pran.g_01703	Prba.g_00986
OG0000138	Pran.g_01683	Prba.g_00966
OG0000139	Pran.g_01641	Prba.g_00924
OG0000140	Pran.g_01640	Prba.g_00923
OG0000141	Pran.g_01571	Prba.g_01710
OG0000142	Pran.g_01543	Prba.g_01682
OG0000143	Pran.g_01539	Prba.g_01678
OG0000144	Pran.g_01526	Prba.g_01665
OG0000145	Pran.g_01400	Prba.g_01541
OG0000146	Pran.g_01377	Prba.g_01533
OG0000147	Pran.g_01376	Prba.g_01532
OG0000148	Pran.g_01327	Prba.g_01483
OG0000149	Pran.g_01297	Prba.g_01452
OG0000150	Pran.g_01289	Prba.g_01444
OG0000151	Pran.g_00439	Prba.g_01385
OG0000152	Pran.g_00487	Prba.g_01337
OG0000153	Pran.g_00506	Prba.g_01318
OG0000154	Pran.g_00542	Prba.g_01290
OG0000155	Pran.g_00040	Prba.g_00043
OG0000156	Pran.g_00887	Prba.g_01181
OG0000157	Pran.g_00886	Prba.g_01182
OG0000158	Pran.g_00822	Prba.g_00154
OG0000159	Pran.g_00808	Prba.g_00152
OG0000160	Pran.g_00732	Prba.g_00712
OG0000161	Pran.g_00726	Prba.g_00706
OG0000162	Pran.g_00720	Prba.g_00700
OG0000163	Pran.g_00686	Prba.g_00341
OG0000164	Pran.g_00994	Prba.g_00596
OG0000165	Pran.g_01001	Prba.g_00589
OG0000166	Pran.g_01069, Pran.g_01068	Prba.g_00393
OG0000167	Pran.g_01135	Prba.g_01069
OG0000168	Pran.g_01144	Prba.g_01079
OG0000169	Pran.g_01154	Prba.g_00761
OG0000170	Pran.g_01156	Prba.g_00763
OG0000171	Pran.g_01175	Prba.g_00783
OG0000172	Pran.g_01184	Prba.g_00792
OG0000173	Pran.g_01199	Prba.g_00807
OG0000174	Pran.g_01226	Prba.g_00835
OG0000175	Pran.g_01236	Prba.g_00845
OG0000176	Pran.g_01261	Prba.g_01797
OG0000177	Pran.g_01262	Prba.g_01798
OG0000178	Pran.g_01263	Prba.g_01799
OG0000179	Pran.g_00408	Prba.g_01809
OG0000180	Pran.g_00407	Prba.g_01810
OG0000181	Pran.g_00406	Prba.g_01811
OG0000182	Pran.g_00405	Prba.g_01812
OG0000183	Pran.g_00401	Prba.g_01816
OG0000184	Pran.g_00379	Prba.g_01840
OG0000185	Pran.g_00376	Prba.g_01843
OG0000186	Pran.g_00368	Prba.g_01852
OG0000187	Pran.g_00367	Prba.g_01853
OG0000188	Pran.g_00350	Prba.g_01870
OG0000189	Pran.g_00337	Prba.g_01884
OG0000190	Pran.g_00336	Prba.g_01885
OG0000191	Pran.g_00316	Prba.g_01905
OG0000192	Pran.g_00312	Prba.g_01909
OG0000193	Pran.g_00287	Prba.g_01934
OG0000194	Pran.g_00283	Prba.g_01937
OG0000195	Pran.g_00281	Prba.g_01939
OG0000196	Pran.g_00271	Prba.g_01949
OG0000197	Pran.g_00270	Prba.g_01950
OG0000198	Pran.g_00269	Prba.g_01951
OG0000199	Pran.g_00262	Prba.g_00626
OG0000200	Pran.g_00248	Prba.g_00640
OG0000201	Pran.g_00240	Prba.g_00648
OG0000202	Pran.g_00239	Prba.g_00649
OG0000203	Pran.g_00238	Prba.g_00650
OG0000204	Pran.g_00237	Prba.g_00651
OG0000205	Pran.g_00230	Prba.g_00658
OG0000206	Pran.g_00225	Prba.g_00663
OG0000207	Pran.g_00223	Prba.g_00665
OG0000208	Pran.g_00222	Prba.g_00666
OG0000209	Pran.g_00213	Prba.g_00675
OG0000210	Pran.g_00212	Prba.g_00439
OG0000211	Pran.g_00199	Prba.g_00452
OG0000212	Pran.g_00193	Prba.g_00459
OG0000213	Pran.g_01935	Prba.g_00476
OG0000214	Pran.g_01926	Prba.g_00485
OG0000215	Pran.g_01902	Prba.g_00509
OG0000216	Pran.g_01900	Prba.g_00510
OG0000217	Pran.g_01897	Prba.g_00513
OG0000218	Pran.g_01895	Prba.g_00515
OG0000219	Pran.g_01894	Prba.g_00516
OG0000220	Pran.g_01893	Prba.g_00517
OG0000221	Pran.g_01892	Prba.g_00518
OG0000222	Pran.g_01884	Prba.g_00526
OG0000223	Pran.g_01871	Prba.g_00539
OG0000224	Pran.g_01869	Prba.g_00541
OG0000225	Pran.g_01849	Prba.g_00562
OG0000226	Pran.g_01845	Prba.g_00221
OG0000227	Pran.g_01843	Prba.g_00223
OG0000228	Pran.g_01840	Prba.g_00849
OG0000229	Pran.g_01744	Prba.g_01025
OG0000230	Pran.g_01742	Prba.g_01023
OG0000231	Pran.g_01728	Prba.g_01012
OG0000232	Pran.g_01720	Prba.g_01003
OG0000233	Pran.g_01715	Prba.g_00998
OG0000234	Pran.g_01702	Prba.g_00985
OG0000235	Pran.g_01699	Prba.g_00982
OG0000236	Pran.g_01685	Prba.g_00968
OG0000237	Pran.g_01672	Prba.g_00955
OG0000238	Pran.g_01666	Prba.g_00949
OG0000239	Pran.g_01653	Prba.g_00936
OG0000240	Pran.g_01652	Prba.g_00935
OG0000241	Pran.g_01648	Prba.g_00931
OG0000242	Pran.g_01646	Prba.g_00929
OG0000243	Pran.g_01635	Prba.g_01772
OG0000244	Pran.g_01632	Prba.g_01769
OG0000245	Pran.g_01630	Prba.g_01767
OG0000246	Pran.g_01626	Prba.g_01763
OG0000247	Pran.g_01616	Prba.g_01753
OG0000248	Pran.g_01613	Prba.g_01751
OG0000249	Pran.g_01611	Prba.g_01749
OG0000250	Pran.g_01606	Prba.g_01744
OG0000251	Pran.g_01587	Prba.g_01726
OG0000252	Pran.g_01584	Prba.g_01723
OG0000253	Pran.g_01583	Prba.g_01722
OG0000254	Pran.g_01567	Prba.g_01706
OG0000255	Pran.g_01561	Prba.g_01700
OG0000256	Pran.g_01551	Prba.g_01690
OG0000257	Pran.g_01548	Prba.g_01687
OG0000258	Pran.g_01535	Prba.g_01674
OG0000259	Pran.g_01518	Prba.g_01657
OG0000260	Pran.g_01515	Prba.g_01654
OG0000261	Pran.g_01513	Prba.g_01652
OG0000262	Pran.g_01509	Prba.g_01648
OG0000263	Pran.g_01497	Prba.g_01636
OG0000264	Pran.g_01487	Prba.g_01626
OG0000265	Pran.g_01460	Prba.g_01594
OG0000266	Pran.g_01450	Prba.g_01584
OG0000267	Pran.g_01439	Prba.g_01573
OG0000268	Pran.g_01438	Prba.g_01572
OG0000269	Pran.g_01348	Prba.g_01504
OG0000270	Pran.g_01345	Prba.g_01501
OG0000271	Pran.g_01337	Prba.g_01493
OG0000272	Pran.g_01336	Prba.g_01492
OG0000273	Pran.g_01313	Prba.g_01469
OG0000274	Pran.g_01312	Prba.g_01468
OG0000275	Pran.g_01310	Prba.g_01465
OG0000276	Pran.g_01305	Prba.g_01460
OG0000277	Pran.g_01304	Prba.g_01459
OG0000278	Pran.g_01301	Prba.g_01456
OG0000279	Pran.g_01294	Prba.g_01449
OG0000280	Pran.g_01293	Prba.g_01448
OG0000281	Pran.g_01287	Prba.g_01443
OG0000282	Pran.g_00431	Prba.g_01393
OG0000283	Pran.g_00464	Prba.g_01360
OG0000284	Pran.g_00469	Prba.g_01355
OG0000285	Pran.g_00474	Prba.g_01350
OG0000286	Pran.g_00486	Prba.g_01338
OG0000287	Pran.g_00503	Prba.g_01321
OG0000288	Pran.g_00541	Prba.g_01291
OG0000289	Pran.g_00552	Prba.g_01280
OG0000290	Pran.g_00565	Prba.g_01267
OG0000291	Pran.g_00567	Prba.g_01265
OG0000292	Pran.g_00135	Prba.g_01216
OG0000293	Pran.g_00069	Prba.g_00073
OG0000294	Pran.g_00068	Prba.g_00072
OG0000295	Pran.g_00048	Prba.g_00051
OG0000296	Pran.g_00046	Prba.g_00049
OG0000297	Pran.g_00038	Prba.g_00041
OG0000298	Pran.g_00037	Prba.g_00040
OG0000299	Pran.g_00020	Prba.g_00023
OG0000300	Pran.g_00017	Prba.g_00020
OG0000301	Pran.g_00016	Prba.g_00019
OG0000302	Pran.g_00014	Prba.g_00017
OG0000303	Pran.g_00007	Prba.g_00010
OG0000304	Pran.g_00003	Prba.g_00006
OG0000305	Pran.g_00848	Prba.g_00204
OG0000306	Pran.g_00846	Prba.g_00201
OG0000307	Pran.g_00832	Prba.g_00187
OG0000308	Pran.g_00831	Prba.g_00186
OG0000309	Pran.g_00827	Prba.g_00182
OG0000310	Pran.g_00748	Prba.g_00112
OG0000311	Pran.g_00746	Prba.g_00110
OG0000312	Pran.g_00743	Prba.g_00107
OG0000313	Pran.g_00729	Prba.g_00709
OG0000314	Pran.g_00706	Prba.g_00686
OG0000315	Pran.g_00696	Prba.g_00351, Prba.g_00676
OG0000316	Pran.g_00676	Prba.g_00331
OG0000317	Pran.g_00968	Prba.g_00228
OG0000318	Pran.g_00971	Prba.g_00619
OG0000319	Pran.g_00984	Prba.g_00606
OG0000320	Pran.g_00986	Prba.g_00604
OG0000321	Pran.g_00987	Prba.g_00603
OG0000322	Pran.g_00988	Prba.g_00602
OG0000323	Pran.g_00997	Prba.g_00593
OG0000324	Pran.g_01023	Prba.g_00567
OG0000325	Pran.g_01033	Prba.g_00358
OG0000326	Pran.g_01039	Prba.g_00364
OG0000327	Pran.g_01063	Prba.g_00388
OG0000328	Pran.g_01064	Prba.g_00389
OG0000329	Pran.g_01082	Prba.g_00406
OG0000330	Pran.g_01083	Prba.g_00407
OG0000331	Pran.g_01084	Prba.g_00408
OG0000332	Pran.g_01098	Prba.g_00422
OG0000333	Pran.g_01100	Prba.g_00424
OG0000334	Pran.g_01108	Prba.g_00432
OG0000335	Pran.g_01113	Prba.g_00437
OG0000336	Pran.g_01117	Prba.g_01050
OG0000337	Pran.g_01133	Prba.g_01067
OG0000338	Pran.g_01134	Prba.g_01068
OG0000339	Pran.g_01138	Prba.g_01072
OG0000340	Pran.g_01145	Prba.g_00752
OG0000341	Pran.g_01147	Prba.g_00754
OG0000342	Pran.g_01148	Prba.g_00755
OG0000343	Pran.g_01149	Prba.g_00756
OG0000344	Pran.g_01152	Prba.g_00759
OG0000345	Pran.g_01157	Prba.g_00764
OG0000346	Pran.g_01161	Prba.g_00769
OG0000347	Pran.g_01177	Prba.g_00785
OG0000348	Pran.g_01187	Prba.g_00795
OG0000349	Pran.g_01203	Prba.g_00812
OG0000350	Pran.g_01222	Prba.g_00831
OG0000351	Pran.g_01239	Prba.g_00848, Prba.g_01776
OG0000352	Pran.g_01240	Prba.g_01777
OG0000353	Pran.g_01256	Prba.g_01792
OG0000355	Pran.g_01258	Prba.g_01794
OG0000356	Pran.g_01259	Prba.g_01795
OG0000357	Pran.g_01260	Prba.g_01796
OG0000358	Pran.g_01264	Prba.g_01800
OG0000359	Pran.g_01265	Prba.g_01801
OG0000360	Pran.g_01266	Prba.g_01802
OG0000361	Pran.g_01267	Prba.g_01803
OG0000362	Pran.g_01269	Prba.g_01805
OG0000363	Pran.g_00410	Prba.g_01807
OG0000364	Pran.g_00409	Prba.g_01808
OG0000365	Pran.g_00404	Prba.g_01813
OG0000366	Pran.g_00403	Prba.g_01814
OG0000367	Pran.g_00402	Prba.g_01815
OG0000368	Pran.g_00400	Prba.g_01817
OG0000369	Pran.g_00399	Prba.g_01818
OG0000370	Pran.g_00398	Prba.g_01819
OG0000371	Pran.g_00392	Prba.g_01825
OG0000372	Pran.g_00389	Prba.g_01828
OG0000373	Pran.g_00388	Prba.g_01829
OG0000374	Pran.g_00387	Prba.g_01830
OG0000375	Pran.g_00385	Prba.g_01834
OG0000376	Pran.g_00383	Prba.g_01836
OG0000377	Pran.g_00380	Prba.g_01839
OG0000378	Pran.g_00378	Prba.g_01841
OG0000379	Pran.g_00375	Prba.g_01844
OG0000380	Pran.g_00366	Prba.g_01854
OG0000381	Pran.g_00362	Prba.g_01858
OG0000382	Pran.g_00351	Prba.g_01869
OG0000383	Pran.g_00349	Prba.g_01871
OG0000384	Pran.g_00348	Prba.g_01872
OG0000385	Pran.g_00347	Prba.g_01873
OG0000386	Pran.g_00346	Prba.g_01874
OG0000387	Pran.g_00334	Prba.g_01887
OG0000388	Pran.g_00331	Prba.g_01890
OG0000389	Pran.g_00327	Prba.g_01894
OG0000390	Pran.g_00320	Prba.g_01901
OG0000391	Pran.g_00317	Prba.g_01904
OG0000392	Pran.g_00313	Prba.g_01908
OG0000393	Pran.g_00311	Prba.g_01910
OG0000394	Pran.g_00310	Prba.g_01911
OG0000395	Pran.g_00309	Prba.g_01912
OG0000396	Pran.g_00307	Prba.g_01915
OG0000397	Pran.g_00305	Prba.g_01917
OG0000398	Pran.g_00303	Prba.g_01919
OG0000399	Pran.g_00302	Prba.g_01920
OG0000400	Pran.g_00301	Prba.g_01921
OG0000401	Pran.g_00300	Prba.g_01922
OG0000402	Pran.g_00298	Prba.g_01924
OG0000403	Pran.g_00297	Prba.g_01925
OG0000404	Pran.g_00296	Prba.g_01926
OG0000405	Pran.g_00292	Prba.g_01930
OG0000406	Pran.g_00286	Prba.g_01935
OG0000407	Pran.g_00285	Prba.g_01936
OG0000408	Pran.g_00282	Prba.g_01938
OG0000409	Pran.g_00280	Prba.g_01940
OG0000410	Pran.g_00279	Prba.g_01941
OG0000411	Pran.g_00278	Prba.g_01942
OG0000412	Pran.g_00277	Prba.g_01943
OG0000413	Pran.g_00276	Prba.g_01944
OG0000414	Pran.g_00275	Prba.g_01945
OG0000415	Pran.g_00274	Prba.g_01946
OG0000416	Pran.g_00273	Prba.g_01947
OG0000417	Pran.g_00272	Prba.g_01948
OG0000418	Pran.g_00267	Prba.g_01953
OG0000419	Pran.g_00265	Prba.g_00623
OG0000420	Pran.g_00264	Prba.g_00624
OG0000421	Pran.g_00259	Prba.g_00629
OG0000422	Pran.g_00258	Prba.g_00630
OG0000423	Pran.g_00257	Prba.g_00631
OG0000424	Pran.g_00256	Prba.g_00632
OG0000425	Pran.g_00255	Prba.g_00633
OG0000426	Pran.g_00254	Prba.g_00634
OG0000427	Pran.g_00253	Prba.g_00635
OG0000428	Pran.g_00251	Prba.g_00637
OG0000429	Pran.g_00250	Prba.g_00638
OG0000430	Pran.g_00249	Prba.g_00639
OG0000431	Pran.g_00247	Prba.g_00641
OG0000432	Pran.g_00244	Prba.g_00644
OG0000433	Pran.g_00243	Prba.g_00645
OG0000434	Pran.g_00242	Prba.g_00646
OG0000435	Pran.g_00241	Prba.g_00647
OG0000436	Pran.g_00236	Prba.g_00652
OG0000437	Pran.g_00235	Prba.g_00653
OG0000438	Pran.g_00234	Prba.g_00654
OG0000439	Pran.g_00232	Prba.g_00656
OG0000440	Pran.g_00231	Prba.g_00657
OG0000441	Pran.g_00228	Prba.g_00660
OG0000442	Pran.g_00227	Prba.g_00661
OG0000443	Pran.g_00226	Prba.g_00662
OG0000444	Pran.g_00221	Prba.g_00667
OG0000445	Pran.g_00220	Prba.g_00668
OG0000446	Pran.g_00219	Prba.g_00669
OG0000447	Pran.g_00218	Prba.g_00670
OG0000448	Pran.g_00217	Prba.g_00671
OG0000449	Pran.g_00216	Prba.g_00672
OG0000450	Pran.g_00215	Prba.g_00673
OG0000451	Pran.g_00214	Prba.g_00674
OG0000452	Pran.g_00211	Prba.g_00440
OG0000453	Pran.g_00210	Prba.g_00441
OG0000454	Pran.g_00209	Prba.g_00442
OG0000455	Pran.g_00208	Prba.g_00443
OG0000456	Pran.g_00207	Prba.g_00444
OG0000457	Pran.g_00206	Prba.g_00445
OG0000458	Pran.g_00205	Prba.g_00446
OG0000459	Pran.g_00204	Prba.g_00447
OG0000460	Pran.g_00197	Prba.g_00454
OG0000461	Pran.g_01950	Prba.g_00461
OG0000462	Pran.g_01948	Prba.g_00463
OG0000463	Pran.g_01947	Prba.g_00464
OG0000464	Pran.g_01946	Prba.g_00465
OG0000465	Pran.g_01945	Prba.g_00466
OG0000466	Pran.g_01942	Prba.g_00469
OG0000467	Pran.g_01941	Prba.g_00470
OG0000468	Pran.g_01939	Prba.g_00472
OG0000469	Pran.g_01931	Prba.g_00480
OG0000470	Pran.g_01929	Prba.g_00482
OG0000471	Pran.g_01928	Prba.g_00483
OG0000472	Pran.g_01927	Prba.g_00484
OG0000473	Pran.g_01925	Prba.g_00486
OG0000474	Pran.g_01924	Prba.g_00487
OG0000475	Pran.g_01923	Prba.g_00488
OG0000476	Pran.g_01922	Prba.g_00489
OG0000477	Pran.g_01919	Prba.g_00492
OG0000478	Pran.g_01918	Prba.g_00493
OG0000479	Pran.g_01917	Prba.g_00494
OG0000480	Pran.g_01912	Prba.g_00499
OG0000481	Pran.g_01910	Prba.g_00501
OG0000482	Pran.g_01909	Prba.g_00502
OG0000483	Pran.g_01906	Prba.g_00505
OG0000484	Pran.g_01905	Prba.g_00506
OG0000485	Pran.g_01904	Prba.g_00507
OG0000486	Pran.g_01903	Prba.g_00508
OG0000487	Pran.g_01899	Prba.g_00511
OG0000488	Pran.g_01896	Prba.g_00514
OG0000489	Pran.g_01891	Prba.g_00519
OG0000490	Pran.g_01886	Prba.g_00524
OG0000491	Pran.g_01885	Prba.g_00525
OG0000492	Pran.g_01883	Prba.g_00527
OG0000493	Pran.g_01882	Prba.g_00528
OG0000494	Pran.g_01881	Prba.g_00529
OG0000495	Pran.g_01880	Prba.g_00530
OG0000496	Pran.g_01879	Prba.g_00531
OG0000497	Pran.g_01878	Prba.g_00532
OG0000498	Pran.g_01877	Prba.g_00533
OG0000499	Pran.g_01876	Prba.g_00534
OG0000500	Pran.g_01875	Prba.g_00535
OG0000501	Pran.g_01873	Prba.g_00537
OG0000502	Pran.g_01870	Prba.g_00540
OG0000503	Pran.g_01860	Prba.g_00550
OG0000504	Pran.g_01859	Prba.g_00551
OG0000505	Pran.g_01858	Prba.g_00552
OG0000506	Pran.g_01857	Prba.g_00554
OG0000507	Pran.g_01854	Prba.g_00557
OG0000508	Pran.g_01850	Prba.g_00561
OG0000509	Pran.g_01848	Prba.g_00218
OG0000510	Pran.g_01847	Prba.g_00219
OG0000511	Pran.g_01846	Prba.g_00220
OG0000512	Pran.g_01844	Prba.g_00222
OG0000513	Pran.g_01837	Prba.g_00852
OG0000514	Pran.g_01749	Prba.g_01030
OG0000515	Pran.g_01748	Prba.g_01029
OG0000516	Pran.g_01747	Prba.g_01028
OG0000517	Pran.g_01745	Prba.g_01026
OG0000518	Pran.g_01734	Prba.g_01015
OG0000519	Pran.g_01733	Prba.g_01014
OG0000520	Pran.g_01729	Prba.g_01013
OG0000521	Pran.g_01724	Prba.g_01008
OG0000522	Pran.g_01723	Prba.g_01006
OG0000523	Pran.g_01722	Prba.g_01005
OG0000524	Pran.g_01717	Prba.g_01000
OG0000525	Pran.g_01714	Prba.g_00997
OG0000526	Pran.g_01713	Prba.g_00996
OG0000527	Pran.g_01705	Prba.g_00988
OG0000528	Pran.g_01700	Prba.g_00983
OG0000529	Pran.g_01697	Prba.g_00980
OG0000530	Pran.g_01694	Prba.g_00977
OG0000531	Pran.g_01693	Prba.g_00976
OG0000532	Pran.g_01691	Prba.g_00974
OG0000533	Pran.g_01690	Prba.g_00973
OG0000534	Pran.g_01689	Prba.g_00972
OG0000535	Pran.g_01688	Prba.g_00971
OG0000536	Pran.g_01687	Prba.g_00970
OG0000537	Pran.g_01686	Prba.g_00969
OG0000538	Pran.g_01678	Prba.g_00961
OG0000539	Pran.g_01677	Prba.g_00960
OG0000540	Pran.g_01676	Prba.g_00959
OG0000541	Pran.g_01675	Prba.g_00958
OG0000542	Pran.g_01673	Prba.g_00956
OG0000543	Pran.g_01671	Prba.g_00954
OG0000544	Pran.g_01670	Prba.g_00953
OG0000545	Pran.g_01668	Prba.g_00951
OG0000546	Pran.g_01665	Prba.g_00948
OG0000547	Pran.g_01663	Prba.g_00946
OG0000548	Pran.g_01662	Prba.g_00945
OG0000549	Pran.g_01660	Prba.g_00943
OG0000550	Pran.g_01655	Prba.g_00938
OG0000551	Pran.g_01651	Prba.g_00934
OG0000552	Pran.g_01650	Prba.g_00933
OG0000553	Pran.g_01649	Prba.g_00932
OG0000554	Pran.g_01644	Prba.g_00927
OG0000555	Pran.g_01636	Prba.g_01773
OG0000556	Pran.g_01634	Prba.g_01771
OG0000557	Pran.g_01633	Prba.g_01770
OG0000558	Pran.g_01631	Prba.g_01768
OG0000559	Pran.g_01627	Prba.g_01764
OG0000560	Pran.g_01624	Prba.g_01761
OG0000561	Pran.g_01623	Prba.g_01760
OG0000562	Pran.g_01622	Prba.g_01759
OG0000563	Pran.g_01621	Prba.g_01758
OG0000564	Pran.g_01620	Prba.g_01757
OG0000565	Pran.g_01617	Prba.g_01754
OG0000566	Pran.g_01614	Prba.g_01752
OG0000567	Pran.g_01610	Prba.g_01748
