Orthogroup	Pran	Prbh
OG0000072	Pran.g_00261	Prbh.g_00611
OG0000073	Pran.g_01679	Prbh.g_00051, Prbh.g_00330
OG0000074	Pran.g_01496	Prbh.g_00916, Prbh.g_00859, Prbh.g_00828
OG0000075	Pran.g_01137	Prbh.g_01607
OG0000076	Pran.g_01160	Prbh.g_01581
OG0000077	Pran.g_00354	Prbh.g_00704
OG0000078	Pran.g_00194	Prbh.g_00540
OG0000079	Pran.g_01940	Prbh.g_00527
OG0000080	Pran.g_00796, Pran.g_00794, Pran.g_01806	Prbh.g_00069
OG0000081	Pran.g_01647	Prbh.g_00298
OG0000082	Pran.g_01593	Prbh.g_01855
OG0000084	Pran.g_00737	Prbh.g_00093
OG0000085	Pran.g_00963	Prbh.g_01408
OG0000086	Pran.g_00344	Prbh.g_00695
OG0000087	Pran.g_00295	Prbh.g_00642
OG0000088	Pran.g_00266	Prbh.g_00616
OG0000089	Pran.g_01839	Prbh.g_00415
OG0000090	Pran.g_01645	Prbh.g_00296
OG0000091	Pran.g_01536	Prbh.g_01211
OG0000092	Pran.g_00434	Prbh.g_00883
OG0000093	Pran.g_00455	Prbh.g_01181
OG0000094	Pran.g_00549	Prbh.g_01130
OG0000095	Pran.g_00903	Prbh.g_01031
OG0000096	Pran.g_00603, Pran.g_00114	Prbh.g_01909, Prbh.g_01948
OG0000097	Pran.g_00019	Prbh.g_01236
OG0000098	Pran.g_00855	Prbh.g_01935
OG0000099	Pran.g_00806	Prbh.g_00032
OG0000100	Pran.g_00659	Prbh.g_00179
OG0000101	Pran.g_01105	Prbh.g_01644
OG0000102	Pran.g_01165	Prbh.g_01576
OG0000103	Pran.g_01244	Prbh.g_01489
OG0000104	Pran.g_01253	Prbh.g_01480
OG0000105	Pran.g_01920	Prbh.g_00505
OG0000106	Pran.g_01824	Prbh.g_00821
OG0000107	Pran.g_01808	Prbh.g_01718
OG0000108	Pran.g_01698	Prbh.g_00351
OG0000109	Pran.g_01684	Prbh.g_00337
OG0000110	Pran.g_01603	Prbh.g_00254
OG0000111	Pran.g_01479	Prbh.g_00937
OG0000112	Pran.g_01378	Prbh.g_01078
OG0000113	Pran.g_01321	Prbh.g_00976
OG0000114	Pran.g_00429	Prbh.g_00878
OG0000115	Pran.g_00123	Prbh.g_01344
OG0000116	Pran.g_00070	Prbh.g_01294
OG0000117	Pran.g_01466	Prbh.g_01255
OG0000118	Pran.g_00864	Prbh.g_01385
OG0000119	Pran.g_00845	Prbh.g_01333, Prbh.g_00194
OG0000120	Pran.g_00752	Prbh.g_00031
OG0000121	Pran.g_00731	Prbh.g_00101
OG0000122	Pran.g_00693	Prbh.g_01347, Prbh.g_00143
OG0000123	Pran.g_01112	Prbh.g_01637
OG0000124	Pran.g_01176	Prbh.g_01564
OG0000125	Pran.g_01212	Prbh.g_01528
OG0000126	Pran.g_01252	Prbh.g_01481
OG0000128	Pran.g_01268	Prbh.g_01953
OG0000129	Pran.g_00381	Prbh.g_00738
OG0000130	Pran.g_00363	Prbh.g_00713
OG0000131	Pran.g_00288	Prbh.g_00637
OG0000132	Pran.g_00268	Prbh.g_00618
OG0000133	Pran.g_01872	Prbh.g_00457
OG0000134	Pran.g_01838	Prbh.g_00413
OG0000135	Pran.g_01812	Prbh.g_01825
OG0000136	Pran.g_01739	Prbh.g_00391
OG0000137	Pran.g_01703	Prbh.g_00356
OG0000138	Pran.g_01683	Prbh.g_00336
OG0000139	Pran.g_01641	Prbh.g_00292
OG0000140	Pran.g_01640	Prbh.g_00291
OG0000141	Pran.g_01571	Prbh.g_00222
OG0000142	Pran.g_01543	Prbh.g_01218
OG0000143	Pran.g_01539	Prbh.g_01215
OG0000144	Pran.g_01526	Prbh.g_01201
OG0000145	Pran.g_01400	Prbh.g_01880
OG0000146	Pran.g_01377	Prbh.g_01077
OG0000147	Pran.g_01376	Prbh.g_01076
OG0000148	Pran.g_01327	Prbh.g_00970
OG0000149	Pran.g_01297	Prbh.g_01002
OG0000150	Pran.g_01289	Prbh.g_01012
OG0000151	Pran.g_00439	Prbh.g_00888
OG0000152	Pran.g_00487	Prbh.g_01086
OG0000153	Pran.g_00506	Prbh.g_01104
OG0000154	Pran.g_00542	Prbh.g_01121
OG0000155	Pran.g_00040	Prbh.g_01261
OG0000156	Pran.g_00887	Prbh.g_01362
OG0000157	Pran.g_00886	Prbh.g_01363
OG0000158	Pran.g_00822	Prbh.g_01599
OG0000159	Pran.g_00808	Prbh.g_00039
OG0000160	Pran.g_00732	Prbh.g_00100
OG0000161	Pran.g_00726	Prbh.g_01288, Prbh.g_00106
OG0000162	Pran.g_00720	Prbh.g_00112
OG0000163	Pran.g_00686	Prbh.g_00151
OG0000164	Pran.g_00994	Prbh.g_01758
OG0000165	Pran.g_01001	Prbh.g_01750
OG0000166	Pran.g_01069, Pran.g_01068	Prbh.g_01681
OG0000167	Pran.g_01135	Prbh.g_01609
OG0000168	Pran.g_01144	Prbh.g_01598
OG0000169	Pran.g_01154	Prbh.g_01588
OG0000170	Pran.g_01156	Prbh.g_01585
OG0000171	Pran.g_01175	Prbh.g_01565
OG0000172	Pran.g_01184	Prbh.g_01558
OG0000173	Pran.g_01199	Prbh.g_01543
OG0000174	Pran.g_01226	Prbh.g_01512
OG0000175	Pran.g_01236	Prbh.g_01500
OG0000176	Pran.g_01261	Prbh.g_01472
OG0000177	Pran.g_01262	Prbh.g_01471
OG0000178	Pran.g_01263	Prbh.g_01470
OG0000179	Pran.g_00408	Prbh.g_00764
OG0000180	Pran.g_00407	Prbh.g_00763
OG0000181	Pran.g_00406	Prbh.g_00762
OG0000182	Pran.g_00405	Prbh.g_00761
OG0000183	Pran.g_00401	Prbh.g_00757
OG0000184	Pran.g_00379	Prbh.g_00734
OG0000185	Pran.g_00376	Prbh.g_00731
OG0000186	Pran.g_00368	Prbh.g_00719
OG0000187	Pran.g_00367	Prbh.g_00718
OG0000188	Pran.g_00350	Prbh.g_00701
OG0000189	Pran.g_00337	Prbh.g_00687
OG0000190	Pran.g_00336	Prbh.g_00686
OG0000191	Pran.g_00316	Prbh.g_00664
OG0000192	Pran.g_00312	Prbh.g_00659
OG0000193	Pran.g_00287	Prbh.g_00636
OG0000194	Pran.g_00283	Prbh.g_00633
OG0000195	Pran.g_00281	Prbh.g_00631
OG0000196	Pran.g_00271	Prbh.g_00621
OG0000197	Pran.g_00270	Prbh.g_00620
OG0000198	Pran.g_00269	Prbh.g_00619
OG0000199	Pran.g_00262	Prbh.g_00612
OG0000200	Pran.g_00248	Prbh.g_00599
OG0000201	Pran.g_00240	Prbh.g_00590
OG0000202	Pran.g_00239	Prbh.g_00589
OG0000203	Pran.g_00238	Prbh.g_00588
OG0000204	Pran.g_00237	Prbh.g_00587
OG0000205	Pran.g_00230	Prbh.g_00580
OG0000206	Pran.g_00225	Prbh.g_00575
OG0000207	Pran.g_00223	Prbh.g_00573
OG0000208	Pran.g_00222	Prbh.g_00572
OG0000209	Pran.g_00213	Prbh.g_00563
OG0000210	Pran.g_00212	Prbh.g_00562
OG0000211	Pran.g_00199	Prbh.g_00547
OG0000212	Pran.g_00193	Prbh.g_00539
OG0000213	Pran.g_01935	Prbh.g_00521
OG0000214	Pran.g_01926	Prbh.g_00512
OG0000215	Pran.g_01902	Prbh.g_00485
OG0000216	Pran.g_01900	Prbh.g_00484
OG0000217	Pran.g_01897	Prbh.g_00481
OG0000218	Pran.g_01895	Prbh.g_00479
OG0000219	Pran.g_01894	Prbh.g_00478
OG0000220	Pran.g_01893	Prbh.g_00477
OG0000221	Pran.g_01892	Prbh.g_00476
OG0000222	Pran.g_01884	Prbh.g_00469
OG0000223	Pran.g_01871	Prbh.g_00456
OG0000224	Pran.g_01869	Prbh.g_00454
OG0000225	Pran.g_01849	Prbh.g_00426
OG0000226	Pran.g_01845	Prbh.g_00422
OG0000227	Pran.g_01843	Prbh.g_00420
OG0000228	Pran.g_01840	Prbh.g_00416
OG0000229	Pran.g_01744	Prbh.g_00396
OG0000230	Pran.g_01742	Prbh.g_00394
OG0000231	Pran.g_01728	Prbh.g_00383
OG0000232	Pran.g_01720	Prbh.g_00370
OG0000233	Pran.g_01715	Prbh.g_00365
OG0000234	Pran.g_01702	Prbh.g_00355
OG0000235	Pran.g_01699	Prbh.g_00352
OG0000236	Pran.g_01685	Prbh.g_00338
OG0000237	Pran.g_01672	Prbh.g_00324
OG0000238	Pran.g_01666	Prbh.g_00318
OG0000239	Pran.g_01653	Prbh.g_00305
OG0000240	Pran.g_01652	Prbh.g_00304
OG0000241	Pran.g_01648	Prbh.g_00299
OG0000242	Pran.g_01646	Prbh.g_00297
OG0000243	Pran.g_01635	Prbh.g_00287
OG0000244	Pran.g_01632	Prbh.g_00284
OG0000245	Pran.g_01630	Prbh.g_00282
OG0000246	Pran.g_01626	Prbh.g_00278
OG0000247	Pran.g_01616	Prbh.g_00267
OG0000248	Pran.g_01613	Prbh.g_00264
OG0000249	Pran.g_01611	Prbh.g_00262
OG0000250	Pran.g_01606	Prbh.g_00257
OG0000251	Pran.g_01587	Prbh.g_00239
OG0000252	Pran.g_01584	Prbh.g_00236
OG0000253	Pran.g_01583	Prbh.g_00235
OG0000254	Pran.g_01567	Prbh.g_00218
OG0000255	Pran.g_01561	Prbh.g_00212
OG0000256	Pran.g_01551	Prbh.g_01455
OG0000257	Pran.g_01548	Prbh.g_01223
OG0000258	Pran.g_01535	Prbh.g_01210
OG0000259	Pran.g_01518	Prbh.g_01193
OG0000260	Pran.g_01515	Prbh.g_01190
OG0000261	Pran.g_01513	Prbh.g_01187
OG0000262	Pran.g_01509	Prbh.g_01182
OG0000263	Pran.g_01497	Prbh.g_00915
OG0000264	Pran.g_01487	Prbh.g_00926
OG0000265	Pran.g_01460	Prbh.g_00945
OG0000266	Pran.g_01450	Prbh.g_01163
OG0000267	Pran.g_01439	Prbh.g_01150
OG0000268	Pran.g_01438	Prbh.g_01149
OG0000269	Pran.g_01348	Prbh.g_00948
OG0000270	Pran.g_01345	Prbh.g_00951
OG0000271	Pran.g_01337	Prbh.g_00959
OG0000272	Pran.g_01336	Prbh.g_00960
OG0000273	Pran.g_01313	Prbh.g_00983
OG0000274	Pran.g_01312	Prbh.g_00984
OG0000275	Pran.g_01310	Prbh.g_00987
OG0000276	Pran.g_01305	Prbh.g_00993
OG0000277	Pran.g_01304	Prbh.g_00994
OG0000278	Pran.g_01301	Prbh.g_00997
OG0000279	Pran.g_01294	Prbh.g_01005
OG0000280	Pran.g_01293	Prbh.g_01006
OG0000281	Pran.g_01287	Prbh.g_01013
OG0000282	Pran.g_00431	Prbh.g_00880
OG0000283	Pran.g_00464	Prbh.g_01059
OG0000284	Pran.g_00469	Prbh.g_01064
OG0000285	Pran.g_00474	Prbh.g_01069
OG0000286	Pran.g_00486	Prbh.g_01085
OG0000287	Pran.g_00503	Prbh.g_01342
OG0000288	Pran.g_00541	Prbh.g_01120
OG0000289	Pran.g_00552	Prbh.g_01135
OG0000290	Pran.g_00565	Prbh.g_01034
OG0000291	Pran.g_00567	Prbh.g_01032
OG0000292	Pran.g_00135	Prbh.g_01328
OG0000293	Pran.g_00069	Prbh.g_01293
OG0000294	Pran.g_00068	Prbh.g_01292
OG0000295	Pran.g_00048	Prbh.g_01268
OG0000296	Pran.g_00046	Prbh.g_01266
OG0000297	Pran.g_00038	Prbh.g_01257
OG0000298	Pran.g_00037	Prbh.g_01256
OG0000299	Pran.g_00020	Prbh.g_01237
OG0000300	Pran.g_00017	Prbh.g_01234
OG0000301	Pran.g_00016	Prbh.g_01233
OG0000302	Pran.g_00014	Prbh.g_01231
OG0000303	Pran.g_00007	Prbh.g_01225
OG0000304	Pran.g_00003	Prbh.g_01450
OG0000305	Pran.g_00848	Prbh.g_01326
OG0000306	Pran.g_00846	Prbh.g_01017
OG0000307	Pran.g_00832	Prbh.g_00019
OG0000308	Pran.g_00831	Prbh.g_00020
OG0000309	Pran.g_00827	Prbh.g_00024
OG0000310	Pran.g_00748	Prbh.g_00082
OG0000311	Pran.g_00746	Prbh.g_00084
OG0000312	Pran.g_00743	Prbh.g_00087
OG0000313	Pran.g_00729	Prbh.g_00103
OG0000314	Pran.g_00706	Prbh.g_00126
OG0000315	Pran.g_00696	Prbh.g_00136
OG0000316	Pran.g_00676	Prbh.g_00162
OG0000317	Pran.g_00968	Prbh.g_01785
OG0000318	Pran.g_00971	Prbh.g_01781
OG0000319	Pran.g_00984	Prbh.g_01768
OG0000320	Pran.g_00986	Prbh.g_01766
OG0000321	Pran.g_00987	Prbh.g_01765
OG0000322	Pran.g_00988	Prbh.g_01764
OG0000323	Pran.g_00997	Prbh.g_01755
OG0000324	Pran.g_01023	Prbh.g_01727
OG0000325	Pran.g_01033	Prbh.g_01717
OG0000326	Pran.g_01039	Prbh.g_01710
OG0000327	Pran.g_01063	Prbh.g_01686
OG0000328	Pran.g_01064	Prbh.g_01685
OG0000329	Pran.g_01082	Prbh.g_01668
OG0000330	Pran.g_01083	Prbh.g_01667
OG0000331	Pran.g_01084	Prbh.g_01666
OG0000332	Pran.g_01098	Prbh.g_01652
OG0000333	Pran.g_01100	Prbh.g_01650
OG0000334	Pran.g_01108	Prbh.g_01641
OG0000335	Pran.g_01113	Prbh.g_01636
OG0000336	Pran.g_01117	Prbh.g_01632
OG0000337	Pran.g_01133	Prbh.g_01613
OG0000338	Pran.g_01134	Prbh.g_01612
OG0000339	Pran.g_01138	Prbh.g_01606
OG0000340	Pran.g_01145	Prbh.g_01597
OG0000341	Pran.g_01147	Prbh.g_01595
OG0000342	Pran.g_01148	Prbh.g_01594
OG0000343	Pran.g_01149	Prbh.g_01593
OG0000344	Pran.g_01152	Prbh.g_01590
OG0000345	Pran.g_01157	Prbh.g_01584
OG0000346	Pran.g_01161	Prbh.g_01580
OG0000347	Pran.g_01177	Prbh.g_01563
OG0000348	Pran.g_01187	Prbh.g_01555
OG0000349	Pran.g_01203	Prbh.g_01537
OG0000350	Pran.g_01222	Prbh.g_01516
OG0000351	Pran.g_01239	Prbh.g_01497
OG0000352	Pran.g_01240	Prbh.g_01496
OG0000353	Pran.g_01256	Prbh.g_01477
OG0000355	Pran.g_01258	Prbh.g_01475
OG0000356	Pran.g_01259	Prbh.g_01474
OG0000357	Pran.g_01260	Prbh.g_01473
OG0000358	Pran.g_01264	Prbh.g_01469
OG0000359	Pran.g_01265	Prbh.g_01468
OG0000360	Pran.g_01266	Prbh.g_01467
OG0000361	Pran.g_01267	Prbh.g_01466
OG0000362	Pran.g_01269	Prbh.g_01952
OG0000363	Pran.g_00410	Prbh.g_00766
OG0000364	Pran.g_00409	Prbh.g_00765
OG0000365	Pran.g_00404	Prbh.g_00760
OG0000366	Pran.g_00403	Prbh.g_00759
OG0000367	Pran.g_00402	Prbh.g_00758
OG0000368	Pran.g_00400	Prbh.g_00756
OG0000369	Pran.g_00399	Prbh.g_00755
OG0000370	Pran.g_00398	Prbh.g_00754
OG0000371	Pran.g_00392	Prbh.g_00748
OG0000372	Pran.g_00389	Prbh.g_00746
OG0000373	Pran.g_00388	Prbh.g_00745
OG0000374	Pran.g_00387	Prbh.g_00744
OG0000375	Pran.g_00385	Prbh.g_00743
OG0000376	Pran.g_00383	Prbh.g_00741
OG0000377	Pran.g_00380	Prbh.g_00737
OG0000378	Pran.g_00378	Prbh.g_00733
OG0000379	Pran.g_00375	Prbh.g_00730
OG0000380	Pran.g_00366	Prbh.g_00717
OG0000381	Pran.g_00362	Prbh.g_00712
OG0000382	Pran.g_00351	Prbh.g_00702
OG0000383	Pran.g_00349	Prbh.g_00700
OG0000384	Pran.g_00348	Prbh.g_00699
OG0000385	Pran.g_00347	Prbh.g_00698
OG0000386	Pran.g_00346	Prbh.g_00697
OG0000387	Pran.g_00334	Prbh.g_00684
OG0000388	Pran.g_00331	Prbh.g_00680
OG0000389	Pran.g_00327	Prbh.g_00677
OG0000390	Pran.g_00320	Prbh.g_00668
OG0000391	Pran.g_00317	Prbh.g_00665
OG0000392	Pran.g_00313	Prbh.g_00661
OG0000393	Pran.g_00311	Prbh.g_00658
OG0000394	Pran.g_00310	Prbh.g_00657
OG0000395	Pran.g_00309	Prbh.g_00656
OG0000396	Pran.g_00307	Prbh.g_00654
OG0000397	Pran.g_00305	Prbh.g_00652
OG0000398	Pran.g_00303	Prbh.g_00649
OG0000399	Pran.g_00302	Prbh.g_00648
OG0000400	Pran.g_00301	Prbh.g_00647
OG0000401	Pran.g_00300	Prbh.g_00646
OG0000402	Pran.g_00298	Prbh.g_01144
OG0000403	Pran.g_00297	Prbh.g_00644
OG0000404	Pran.g_00296	Prbh.g_00643
OG0000405	Pran.g_00292	Prbh.g_00639
OG0000406	Pran.g_00286	Prbh.g_00635
OG0000407	Pran.g_00285	Prbh.g_00634
OG0000408	Pran.g_00282	Prbh.g_00632
OG0000409	Pran.g_00280	Prbh.g_00630
OG0000410	Pran.g_00279	Prbh.g_00629
OG0000411	Pran.g_00278	Prbh.g_00628
OG0000412	Pran.g_00277	Prbh.g_00627
OG0000413	Pran.g_00276	Prbh.g_00626
OG0000414	Pran.g_00275	Prbh.g_00625
OG0000415	Pran.g_00274	Prbh.g_00624
OG0000416	Pran.g_00273	Prbh.g_00623
OG0000417	Pran.g_00272	Prbh.g_00622
OG0000418	Pran.g_00267	Prbh.g_00617
OG0000419	Pran.g_00265	Prbh.g_00615
OG0000420	Pran.g_00264	Prbh.g_00614
OG0000421	Pran.g_00259	Prbh.g_00610
OG0000422	Pran.g_00258	Prbh.g_00609
OG0000423	Pran.g_00257	Prbh.g_00608
OG0000424	Pran.g_00256	Prbh.g_00607
OG0000425	Pran.g_00255	Prbh.g_00606
OG0000426	Pran.g_00254	Prbh.g_00605
OG0000427	Pran.g_00253	Prbh.g_00604
OG0000428	Pran.g_00251	Prbh.g_00602
OG0000429	Pran.g_00250	Prbh.g_00601
OG0000430	Pran.g_00249	Prbh.g_00600
OG0000431	Pran.g_00247	Prbh.g_00598
OG0000432	Pran.g_00244	Prbh.g_00594
OG0000433	Pran.g_00243	Prbh.g_00593
OG0000434	Pran.g_00242	Prbh.g_00592
OG0000435	Pran.g_00241	Prbh.g_00591
OG0000436	Pran.g_00236	Prbh.g_00586
OG0000437	Pran.g_00235	Prbh.g_00585
OG0000438	Pran.g_00234	Prbh.g_00584
OG0000439	Pran.g_00232	Prbh.g_00582
OG0000440	Pran.g_00231	Prbh.g_00581
OG0000441	Pran.g_00228	Prbh.g_00578
OG0000442	Pran.g_00227	Prbh.g_00577
OG0000443	Pran.g_00226	Prbh.g_00576
OG0000444	Pran.g_00221	Prbh.g_00571
OG0000445	Pran.g_00220	Prbh.g_00570
OG0000446	Pran.g_00219	Prbh.g_00569
OG0000447	Pran.g_00218	Prbh.g_00568
OG0000448	Pran.g_00217	Prbh.g_00567
OG0000449	Pran.g_00216	Prbh.g_00566
OG0000450	Pran.g_00215	Prbh.g_00565
OG0000451	Pran.g_00214	Prbh.g_00564
OG0000452	Pran.g_00211	Prbh.g_00561
OG0000453	Pran.g_00210	Prbh.g_00560
OG0000454	Pran.g_00209	Prbh.g_00559
OG0000455	Pran.g_00208	Prbh.g_00558
OG0000456	Pran.g_00207	Prbh.g_00557
OG0000457	Pran.g_00206	Prbh.g_00555
OG0000458	Pran.g_00205	Prbh.g_00554
OG0000459	Pran.g_00204	Prbh.g_00553
OG0000460	Pran.g_00197	Prbh.g_00545
OG0000461	Pran.g_01950	Prbh.g_00537
OG0000462	Pran.g_01948	Prbh.g_00535
OG0000463	Pran.g_01947	Prbh.g_00534
OG0000464	Pran.g_01946	Prbh.g_00533
OG0000465	Pran.g_01945	Prbh.g_00532
OG0000466	Pran.g_01942	Prbh.g_00529
OG0000467	Pran.g_01941	Prbh.g_00528
OG0000468	Pran.g_01939	Prbh.g_00525
OG0000469	Pran.g_01931	Prbh.g_00517
OG0000470	Pran.g_01929	Prbh.g_00515
OG0000471	Pran.g_01928	Prbh.g_00514
OG0000472	Pran.g_01927	Prbh.g_00513
OG0000473	Pran.g_01925	Prbh.g_00511
OG0000474	Pran.g_01924	Prbh.g_00510
OG0000475	Pran.g_01923	Prbh.g_00509
OG0000476	Pran.g_01922	Prbh.g_00507
OG0000477	Pran.g_01919	Prbh.g_00504
OG0000478	Pran.g_01918	Prbh.g_00503
OG0000479	Pran.g_01917	Prbh.g_00502
OG0000480	Pran.g_01912	Prbh.g_00497
OG0000481	Pran.g_01910	Prbh.g_00494
OG0000482	Pran.g_01909	Prbh.g_00493
OG0000483	Pran.g_01906	Prbh.g_00490
OG0000484	Pran.g_01905	Prbh.g_00489
OG0000485	Pran.g_01904	Prbh.g_00487
OG0000486	Pran.g_01903	Prbh.g_00486
OG0000487	Pran.g_01899	Prbh.g_00483
OG0000488	Pran.g_01896	Prbh.g_00480
OG0000489	Pran.g_01891	Prbh.g_00475
OG0000490	Pran.g_01886	Prbh.g_00471
OG0000491	Pran.g_01885	Prbh.g_00470
OG0000492	Pran.g_01883	Prbh.g_00468
OG0000493	Pran.g_01882	Prbh.g_00467
OG0000494	Pran.g_01881	Prbh.g_00466
OG0000495	Pran.g_01880	Prbh.g_00465
OG0000496	Pran.g_01879	Prbh.g_00464
OG0000497	Pran.g_01878	Prbh.g_00463
OG0000498	Pran.g_01877	Prbh.g_00462
OG0000499	Pran.g_01876	Prbh.g_00461
OG0000500	Pran.g_01875	Prbh.g_00460
OG0000501	Pran.g_01873	Prbh.g_00458
OG0000502	Pran.g_01870	Prbh.g_00455
OG0000503	Pran.g_01860	Prbh.g_00439
OG0000504	Pran.g_01859	Prbh.g_00437
OG0000505	Pran.g_01858	Prbh.g_00436
OG0000506	Pran.g_01857	Prbh.g_00435
OG0000507	Pran.g_01854	Prbh.g_00431
OG0000508	Pran.g_01850	Prbh.g_00427
OG0000509	Pran.g_01848	Prbh.g_00425
OG0000510	Pran.g_01847	Prbh.g_00424
OG0000511	Pran.g_01846	Prbh.g_00423
OG0000512	Pran.g_01844	Prbh.g_00421
OG0000513	Pran.g_01837	Prbh.g_00412
OG0000514	Pran.g_01749	Prbh.g_00401
OG0000515	Pran.g_01748	Prbh.g_00400
OG0000516	Pran.g_01747	Prbh.g_00399
OG0000517	Pran.g_01745	Prbh.g_00397
OG0000518	Pran.g_01734	Prbh.g_00386
OG0000519	Pran.g_01733	Prbh.g_00385
OG0000520	Pran.g_01729	Prbh.g_00384
OG0000521	Pran.g_01724	Prbh.g_00374
OG0000522	Pran.g_01723	Prbh.g_00372
OG0000523	Pran.g_01722	Prbh.g_00371
OG0000524	Pran.g_01717	Prbh.g_00367
OG0000525	Pran.g_01714	Prbh.g_00363
OG0000526	Pran.g_01713	Prbh.g_00361
OG0000527	Pran.g_01705	Prbh.g_00358
OG0000528	Pran.g_01700	Prbh.g_00353
OG0000529	Pran.g_01697	Prbh.g_00350
OG0000530	Pran.g_01694	Prbh.g_00347
OG0000531	Pran.g_01693	Prbh.g_00346
OG0000532	Pran.g_01691	Prbh.g_00344
OG0000533	Pran.g_01690	Prbh.g_00343
OG0000534	Pran.g_01689	Prbh.g_00342
OG0000535	Pran.g_01688	Prbh.g_00341
OG0000536	Pran.g_01687	Prbh.g_00340
OG0000537	Pran.g_01686	Prbh.g_00339
OG0000538	Pran.g_01678	Prbh.g_00329
OG0000539	Pran.g_01677	Prbh.g_00328
OG0000540	Pran.g_01676	Prbh.g_00327
OG0000541	Pran.g_01675	Prbh.g_00326
OG0000542	Pran.g_01673	Prbh.g_00325
OG0000543	Pran.g_01671	Prbh.g_00323
OG0000544	Pran.g_01670	Prbh.g_00322
OG0000545	Pran.g_01668	Prbh.g_00320
OG0000546	Pran.g_01665	Prbh.g_00317
OG0000547	Pran.g_01663	Prbh.g_00315
OG0000548	Pran.g_01662	Prbh.g_00314
OG0000549	Pran.g_01660	Prbh.g_00311
OG0000550	Pran.g_01655	Prbh.g_00306
OG0000551	Pran.g_01651	Prbh.g_00303
OG0000552	Pran.g_01650	Prbh.g_00302
OG0000553	Pran.g_01649	Prbh.g_00301
OG0000554	Pran.g_01644	Prbh.g_00295
OG0000555	Pran.g_01636	Prbh.g_00288
OG0000556	Pran.g_01634	Prbh.g_00286
OG0000557	Pran.g_01633	Prbh.g_00285
