Orthogroup	Pran	Syah
OG0000075	Pran.g_01137	Syah.g_00186
OG0000076	Pran.g_01160	Syah.g_00250
OG0000077	Pran.g_00354	Syah.g_02494
OG0000078	Pran.g_00194	Syah.g_00912
OG0000079	Pran.g_01940	Syah.g_00665
OG0000080	Pran.g_00796, Pran.g_00794	Syah.g_00290
OG0000081	Pran.g_01647	Syah.g_00922, Syah.g_02471
OG0000082	Pran.g_01593	Syah.g_01136
OG0000084	Pran.g_00737	Syah.g_02105, Syah.g_01296
OG0000085	Pran.g_00963	Syah.g_02372
OG0000086	Pran.g_00344	Syah.g_02511
OG0000087	Pran.g_00295	Syah.g_00038
OG0000088	Pran.g_00266	Syah.g_00074
OG0000089	Pran.g_01839	Syah.g_00888
OG0000090	Pran.g_01645	Syah.g_01064
OG0000091	Pran.g_01536	Syah.g_01927
OG0000093	Pran.g_00455	Syah.g_01794
OG0000094	Pran.g_00549	Syah.g_01692
OG0000095	Pran.g_00903	Syah.g_02030
OG0000097	Pran.g_00019	Syah.g_01400
OG0000098	Pran.g_00855	Syah.g_00723
OG0000099	Pran.g_00806	Syah.g_00144
OG0000100	Pran.g_00659	Syah.g_01747
OG0000101	Pran.g_01105	Syah.g_00785
OG0000102	Pran.g_01165	Syah.g_00255
OG0000103	Pran.g_01244	Syah.g_00391
OG0000104	Pran.g_01253	Syah.g_00377
OG0000105	Pran.g_01920	Syah.g_00632
OG0000106	Pran.g_01824	Syah.g_01544
OG0000107	Pran.g_01808	Syah.g_00688
OG0000108	Pran.g_01698	Syah.g_00997
OG0000109	Pran.g_01684	Syah.g_01012
OG0000110	Pran.g_01603	Syah.g_01124
OG0000111	Pran.g_01479	Syah.g_02021
OG0000112	Pran.g_01378	Syah.g_01613
OG0000113	Pran.g_01321	Syah.g_01752
OG0000114	Pran.g_00429	Syah.g_01529
OG0000115	Pran.g_00123	Syah.g_01269
OG0000116	Pran.g_00070	Syah.g_02175
OG0000117	Pran.g_01466	Syah.g_01425
OG0000118	Pran.g_00864	Syah.g_01173
OG0000120	Pran.g_00752	Syah.g_00145
OG0000121	Pran.g_00731	Syah.g_01287
OG0000122	Pran.g_00693	Syah.g_01900
OG0000123	Pran.g_01112	Syah.g_00793
OG0000124	Pran.g_01176	Syah.g_00272
OG0000125	Pran.g_01212	Syah.g_00504
OG0000126	Pran.g_01252	Syah.g_00379
OG0000128	Pran.g_01268	Syah.g_00361
OG0000129	Pran.g_00381	Syah.g_00516
OG0000130	Pran.g_00363	Syah.g_02483
OG0000131	Pran.g_00288	Syah.g_00052
OG0000132	Pran.g_00268	Syah.g_00072
OG0000133	Pran.g_01872	Syah.g_01618
OG0000134	Pran.g_01838	Syah.g_00891
OG0000135	Pran.g_01812	Syah.g_00465
OG0000136	Pran.g_01739	Syah.g_02227
OG0000137	Pran.g_01703	Syah.g_01221
OG0000138	Pran.g_01683	Syah.g_01013
OG0000139	Pran.g_01641	Syah.g_01070
OG0000140	Pran.g_01640	Syah.g_01071
OG0000141	Pran.g_01571	Syah.g_01981
OG0000142	Pran.g_01543	Syah.g_01935
OG0000143	Pran.g_01539	Syah.g_01931
OG0000144	Pran.g_01526	Syah.g_01824
OG0000145	Pran.g_01400	Syah.g_01019
OG0000146	Pran.g_01377	Syah.g_01612
OG0000147	Pran.g_01376	Syah.g_01611
OG0000148	Pran.g_01327	Syah.g_01758
OG0000149	Pran.g_01297	Syah.g_02096
OG0000150	Pran.g_01289	Syah.g_01980
OG0000151	Pran.g_00439	Syah.g_01820
OG0000152	Pran.g_00487	Syah.g_01622
OG0000153	Pran.g_00506	Syah.g_01656
OG0000154	Pran.g_00542	Syah.g_01682
OG0000155	Pran.g_00040	Syah.g_02123
OG0000156	Pran.g_00887	Syah.g_02185
OG0000157	Pran.g_00886	Syah.g_02186
OG0000158	Pran.g_00822	Syah.g_00204
OG0000160	Pran.g_00732	Syah.g_01289
OG0000161	Pran.g_00726	Syah.g_01282
OG0000162	Pran.g_00720	Syah.g_01276
OG0000163	Pran.g_00686	Syah.g_02315
OG0000164	Pran.g_00994	Syah.g_02423
OG0000165	Pran.g_01001	Syah.g_02251
OG0000166	Pran.g_01069, Pran.g_01068	Syah.g_00747
OG0000167	Pran.g_01135	Syah.g_00183
OG0000168	Pran.g_01144	Syah.g_00205
OG0000169	Pran.g_01154	Syah.g_00237
OG0000170	Pran.g_01156	Syah.g_00245
OG0000171	Pran.g_01175	Syah.g_00271
OG0000172	Pran.g_01184	Syah.g_00293
OG0000173	Pran.g_01199	Syah.g_00313
OG0000174	Pran.g_01226	Syah.g_00461
OG0000175	Pran.g_01236	Syah.g_00402
OG0000176	Pran.g_01261	Syah.g_00369
OG0000177	Pran.g_01262	Syah.g_00368
OG0000178	Pran.g_01263	Syah.g_00367
OG0000179	Pran.g_00408	Syah.g_00355
OG0000180	Pran.g_00407	Syah.g_00354
OG0000181	Pran.g_00406	Syah.g_00353
OG0000182	Pran.g_00405	Syah.g_00352
OG0000183	Pran.g_00401	Syah.g_00348
OG0000184	Pran.g_00379	Syah.g_00525
OG0000185	Pran.g_00376	Syah.g_00528
OG0000186	Pran.g_00368	Syah.g_02479
OG0000187	Pran.g_00367	Syah.g_02480
OG0000188	Pran.g_00350	Syah.g_02501
OG0000189	Pran.g_00337	Syah.g_02526
OG0000190	Pran.g_00336	Syah.g_02528
OG0000191	Pran.g_00316	Syah.g_00008
OG0000192	Pran.g_00312	Syah.g_00013
OG0000193	Pran.g_00287	Syah.g_00053
OG0000194	Pran.g_00283	Syah.g_00056
OG0000195	Pran.g_00281	Syah.g_00058
OG0000196	Pran.g_00271	Syah.g_00069
OG0000197	Pran.g_00270	Syah.g_00070
OG0000198	Pran.g_00269	Syah.g_00071
OG0000199	Pran.g_00262	Syah.g_00079
OG0000200	Pran.g_00248	Syah.g_00616
OG0000201	Pran.g_00240	Syah.g_00601
OG0000202	Pran.g_00239	Syah.g_00600
OG0000203	Pran.g_00238	Syah.g_00599
OG0000204	Pran.g_00237	Syah.g_00598
OG0000205	Pran.g_00230	Syah.g_00591
OG0000206	Pran.g_00225	Syah.g_00578
OG0000207	Pran.g_00223	Syah.g_00575
OG0000208	Pran.g_00222	Syah.g_00574
OG0000209	Pran.g_00213	Syah.g_00544
OG0000210	Pran.g_00212	Syah.g_00543
OG0000211	Pran.g_00199	Syah.g_00904
OG0000212	Pran.g_00193	Syah.g_00913
OG0000213	Pran.g_01935	Syah.g_00657
OG0000214	Pran.g_01926	Syah.g_00641
OG0000215	Pran.g_01902	Syah.g_00101
OG0000216	Pran.g_01900	Syah.g_00105
OG0000217	Pran.g_01897	Syah.g_00109
OG0000218	Pran.g_01895	Syah.g_00111
OG0000219	Pran.g_01894	Syah.g_00112
OG0000220	Pran.g_01893	Syah.g_00113
OG0000221	Pran.g_01892	Syah.g_00120
OG0000222	Pran.g_01884	Syah.g_00131
OG0000223	Pran.g_01871	Syah.g_00153
OG0000224	Pran.g_01869	Syah.g_00162
OG0000225	Pran.g_01849	Syah.g_00874
OG0000226	Pran.g_01845	Syah.g_00878
OG0000227	Pran.g_01843	Syah.g_00880
OG0000228	Pran.g_01840	Syah.g_00887
OG0000229	Pran.g_01744	Syah.g_02236
OG0000230	Pran.g_01742	Syah.g_02234
OG0000231	Pran.g_01728	Syah.g_02218
OG0000232	Pran.g_01720	Syah.g_01206
OG0000233	Pran.g_01715	Syah.g_01210
OG0000234	Pran.g_01702	Syah.g_01222
OG0000235	Pran.g_01699	Syah.g_00996
OG0000236	Pran.g_01685	Syah.g_01011
OG0000237	Pran.g_01672	Syah.g_01028
OG0000238	Pran.g_01666	Syah.g_01032
OG0000239	Pran.g_01653	Syah.g_01048
OG0000240	Pran.g_01652	Syah.g_01049
OG0000241	Pran.g_01648	Syah.g_01944
OG0000242	Pran.g_01646	Syah.g_01062
OG0000243	Pran.g_01635	Syah.g_01079
OG0000244	Pran.g_01632	Syah.g_01087
OG0000245	Pran.g_01630	Syah.g_01090
OG0000246	Pran.g_01626	Syah.g_01094
OG0000247	Pran.g_01616	Syah.g_01106
OG0000248	Pran.g_01613	Syah.g_01109
OG0000249	Pran.g_01611	Syah.g_01111
OG0000250	Pran.g_01606	Syah.g_01120
OG0000251	Pran.g_01587	Syah.g_01145
OG0000252	Pran.g_01584	Syah.g_01148
OG0000253	Pran.g_01583	Syah.g_01149
OG0000254	Pran.g_01567	Syah.g_01976
OG0000255	Pran.g_01561	Syah.g_01968
OG0000256	Pran.g_01551	Syah.g_01952
OG0000257	Pran.g_01548	Syah.g_01945
OG0000258	Pran.g_01535	Syah.g_01926
OG0000259	Pran.g_01518	Syah.g_01494
OG0000260	Pran.g_01515	Syah.g_01497
OG0000261	Pran.g_01513	Syah.g_01500
OG0000262	Pran.g_01509	Syah.g_01505
OG0000263	Pran.g_01497	Syah.g_01410
OG0000264	Pran.g_01487	Syah.g_02000
OG0000265	Pran.g_01460	Syah.g_02252
OG0000266	Pran.g_01450	Syah.g_01714
OG0000267	Pran.g_01439	Syah.g_01574
OG0000268	Pran.g_01438	Syah.g_01575
OG0000269	Pran.g_01348	Syah.g_01784
OG0000270	Pran.g_01345	Syah.g_01781
OG0000271	Pran.g_01337	Syah.g_01773
OG0000272	Pran.g_01336	Syah.g_01772
OG0000273	Pran.g_01313	Syah.g_02075
OG0000274	Pran.g_01312	Syah.g_02076
OG0000275	Pran.g_01310	Syah.g_02081
OG0000276	Pran.g_01305	Syah.g_02088
OG0000277	Pran.g_01304	Syah.g_02089
OG0000278	Pran.g_01301	Syah.g_02092
OG0000279	Pran.g_01294	Syah.g_02100
OG0000280	Pran.g_01293	Syah.g_02112
OG0000281	Pran.g_01287	Syah.g_00722
OG0000282	Pran.g_00431	Syah.g_01531
OG0000283	Pran.g_00464	Syah.g_01585
OG0000284	Pran.g_00469	Syah.g_01591
OG0000285	Pran.g_00474	Syah.g_01603
OG0000286	Pran.g_00486	Syah.g_01621
OG0000287	Pran.g_00503	Syah.g_01231, Syah.g_01649
OG0000288	Pran.g_00541	Syah.g_01681
OG0000289	Pran.g_00552	Syah.g_01695
OG0000290	Pran.g_00565	Syah.g_02033
OG0000291	Pran.g_00567	Syah.g_02031
OG0000292	Pran.g_00135	Syah.g_00380
OG0000293	Pran.g_00069	Syah.g_02173
OG0000294	Pran.g_00068	Syah.g_02172
OG0000295	Pran.g_00048	Syah.g_02131
OG0000296	Pran.g_00046	Syah.g_02129
OG0000297	Pran.g_00038	Syah.g_01427
OG0000298	Pran.g_00037	Syah.g_01426
OG0000299	Pran.g_00020	Syah.g_01404
OG0000300	Pran.g_00017	Syah.g_01397
OG0000301	Pran.g_00016	Syah.g_01396
OG0000302	Pran.g_00014	Syah.g_01395
OG0000303	Pran.g_00007	Syah.g_01387
OG0000304	Pran.g_00003	Syah.g_01382
OG0000305	Pran.g_00848	Syah.g_02028
OG0000306	Pran.g_00846	Syah.g_02116
OG0000307	Pran.g_00832	Syah.g_00978
OG0000308	Pran.g_00831	Syah.g_00976
OG0000309	Pran.g_00827	Syah.g_00971
OG0000310	Pran.g_00748	Syah.g_01321
OG0000311	Pran.g_00746	Syah.g_01317
OG0000312	Pran.g_00743	Syah.g_01304
OG0000313	Pran.g_00729	Syah.g_01285
OG0000314	Pran.g_00706	Syah.g_01259
OG0000315	Pran.g_00696	Syah.g_01248
OG0000316	Pran.g_00676	Syah.g_02333
OG0000317	Pran.g_00968	Syah.g_02380
OG0000318	Pran.g_00971	Syah.g_02385
OG0000319	Pran.g_00984	Syah.g_02405
OG0000320	Pran.g_00986	Syah.g_02407
OG0000321	Pran.g_00987	Syah.g_02408
OG0000322	Pran.g_00988	Syah.g_02409
OG0000323	Pran.g_00997	Syah.g_02425
OG0000324	Pran.g_01023	Syah.g_02278
OG0000325	Pran.g_01033	Syah.g_00689
OG0000326	Pran.g_01039	Syah.g_00696
OG0000327	Pran.g_01063	Syah.g_00742
OG0000328	Pran.g_01064	Syah.g_00743
OG0000329	Pran.g_01082	Syah.g_00760
OG0000330	Pran.g_01083	Syah.g_00761
OG0000331	Pran.g_01084	Syah.g_00762
OG0000332	Pran.g_01098	Syah.g_00776
OG0000333	Pran.g_01100	Syah.g_00779
OG0000334	Pran.g_01108	Syah.g_00789
OG0000335	Pran.g_01113	Syah.g_00794
OG0000336	Pran.g_01117	Syah.g_00798
OG0000337	Pran.g_01133	Syah.g_00178
OG0000338	Pran.g_01134	Syah.g_00181
OG0000339	Pran.g_01138	Syah.g_00188
OG0000340	Pran.g_01145	Syah.g_00206
OG0000341	Pran.g_01147	Syah.g_00208
OG0000342	Pran.g_01148	Syah.g_00209
OG0000343	Pran.g_01149	Syah.g_00231
OG0000344	Pran.g_01152	Syah.g_00235
OG0000345	Pran.g_01157	Syah.g_00246
OG0000346	Pran.g_01161	Syah.g_00251
OG0000347	Pran.g_01177	Syah.g_00275
OG0000348	Pran.g_01187	Syah.g_00301
OG0000349	Pran.g_01203	Syah.g_00320
OG0000350	Pran.g_01222	Syah.g_00703
OG0000351	Pran.g_01239	Syah.g_00399
OG0000352	Pran.g_01240	Syah.g_00398
OG0000353	Pran.g_01256	Syah.g_00374
OG0000355	Pran.g_01258	Syah.g_00372
OG0000356	Pran.g_01259	Syah.g_00371
OG0000357	Pran.g_01260	Syah.g_00370
OG0000358	Pran.g_01264	Syah.g_00366
OG0000359	Pran.g_01265	Syah.g_00364
OG0000360	Pran.g_01266	Syah.g_00363
OG0000361	Pran.g_01267	Syah.g_00362
OG0000362	Pran.g_01269	Syah.g_00360
OG0000363	Pran.g_00410	Syah.g_00358
OG0000364	Pran.g_00409	Syah.g_00357
OG0000365	Pran.g_00404	Syah.g_00351
OG0000366	Pran.g_00403	Syah.g_00350
OG0000367	Pran.g_00402	Syah.g_00349
OG0000368	Pran.g_00400	Syah.g_00347
OG0000369	Pran.g_00399	Syah.g_00346
OG0000370	Pran.g_00398	Syah.g_00345
OG0000371	Pran.g_00392	Syah.g_00338
OG0000372	Pran.g_00389	Syah.g_00333
OG0000373	Pran.g_00388	Syah.g_00332
OG0000374	Pran.g_00387	Syah.g_00331
OG0000375	Pran.g_00385	Syah.g_00329
OG0000376	Pran.g_00383	Syah.g_00327
OG0000377	Pran.g_00380	Syah.g_00517
OG0000378	Pran.g_00378	Syah.g_00526
OG0000379	Pran.g_00375	Syah.g_00529
OG0000380	Pran.g_00366	Syah.g_02481
OG0000381	Pran.g_00362	Syah.g_02484
OG0000382	Pran.g_00351	Syah.g_02500
OG0000383	Pran.g_00349	Syah.g_02502
OG0000384	Pran.g_00348	Syah.g_02503
OG0000385	Pran.g_00347	Syah.g_02504
OG0000386	Pran.g_00346	Syah.g_02505
OG0000387	Pran.g_00334	Syah.g_02530
OG0000388	Pran.g_00331	Syah.g_02533
OG0000389	Pran.g_00327	Syah.g_02536
OG0000390	Pran.g_00320	Syah.g_00002
OG0000391	Pran.g_00317	Syah.g_00007
OG0000392	Pran.g_00313	Syah.g_00012
OG0000393	Pran.g_00311	Syah.g_00014
OG0000394	Pran.g_00310	Syah.g_00015
OG0000395	Pran.g_00309	Syah.g_00016
OG0000396	Pran.g_00307	Syah.g_00019
OG0000397	Pran.g_00305	Syah.g_00021
OG0000398	Pran.g_00303	Syah.g_00027
OG0000399	Pran.g_00302	Syah.g_00028
OG0000400	Pran.g_00301	Syah.g_00029
OG0000401	Pran.g_00300	Syah.g_00030
OG0000402	Pran.g_00298	Syah.g_00033
OG0000403	Pran.g_00297	Syah.g_00034
OG0000404	Pran.g_00296	Syah.g_00036
OG0000405	Pran.g_00292	Syah.g_00050
OG0000406	Pran.g_00286	Syah.g_00054
OG0000407	Pran.g_00285	Syah.g_00055
OG0000408	Pran.g_00282	Syah.g_00057
OG0000409	Pran.g_00280	Syah.g_00059
OG0000410	Pran.g_00279	Syah.g_00060
OG0000411	Pran.g_00278	Syah.g_00061
OG0000412	Pran.g_00277	Syah.g_00062
OG0000413	Pran.g_00276	Syah.g_00064
OG0000414	Pran.g_00275	Syah.g_00065
OG0000415	Pran.g_00274	Syah.g_00066
OG0000416	Pran.g_00273	Syah.g_00067
OG0000417	Pran.g_00272	Syah.g_00068
OG0000418	Pran.g_00267	Syah.g_00073
OG0000419	Pran.g_00265	Syah.g_00075
OG0000420	Pran.g_00264	Syah.g_00077
OG0000421	Pran.g_00259	Syah.g_00082
OG0000422	Pran.g_00258	Syah.g_00083
OG0000423	Pran.g_00257	Syah.g_00084
OG0000424	Pran.g_00256	Syah.g_00085
OG0000425	Pran.g_00255	Syah.g_00086
OG0000426	Pran.g_00254	Syah.g_00087
OG0000427	Pran.g_00253	Syah.g_00088
OG0000428	Pran.g_00251	Syah.g_00620
OG0000429	Pran.g_00250	Syah.g_00618
OG0000430	Pran.g_00249	Syah.g_00617
OG0000431	Pran.g_00247	Syah.g_00613
OG0000432	Pran.g_00244	Syah.g_00607
OG0000433	Pran.g_00243	Syah.g_00605
OG0000434	Pran.g_00242	Syah.g_00604
OG0000435	Pran.g_00241	Syah.g_00602
OG0000436	Pran.g_00236	Syah.g_00597
OG0000437	Pran.g_00235	Syah.g_00596
OG0000438	Pran.g_00234	Syah.g_00595
OG0000439	Pran.g_00232	Syah.g_00593
OG0000440	Pran.g_00231	Syah.g_00592
OG0000441	Pran.g_00228	Syah.g_00585
OG0000442	Pran.g_00227	Syah.g_00580
OG0000443	Pran.g_00226	Syah.g_00579
OG0000444	Pran.g_00221	Syah.g_00573
OG0000445	Pran.g_00220	Syah.g_00572
OG0000446	Pran.g_00219	Syah.g_00570
OG0000447	Pran.g_00218	Syah.g_00567
OG0000448	Pran.g_00217	Syah.g_00566
OG0000449	Pran.g_00216	Syah.g_00565
OG0000450	Pran.g_00215	Syah.g_00547
OG0000451	Pran.g_00214	Syah.g_00546
OG0000452	Pran.g_00211	Syah.g_00542
OG0000453	Pran.g_00210	Syah.g_00541
OG0000454	Pran.g_00209	Syah.g_00540
OG0000455	Pran.g_00208	Syah.g_00539
OG0000456	Pran.g_00207	Syah.g_00538
OG0000457	Pran.g_00206	Syah.g_00536
OG0000458	Pran.g_00205	Syah.g_00535
OG0000459	Pran.g_00204	Syah.g_00534
OG0000460	Pran.g_00197	Syah.g_00906
OG0000461	Pran.g_01950	Syah.g_00678
OG0000462	Pran.g_01948	Syah.g_00675
OG0000463	Pran.g_01947	Syah.g_00674
OG0000464	Pran.g_01946	Syah.g_00673
OG0000465	Pran.g_01945	Syah.g_00672
OG0000466	Pran.g_01942	Syah.g_00668
OG0000467	Pran.g_01941	Syah.g_00666
OG0000468	Pran.g_01939	Syah.g_00661
OG0000469	Pran.g_01931	Syah.g_00647
OG0000470	Pran.g_01929	Syah.g_00645
OG0000471	Pran.g_01928	Syah.g_00644
OG0000472	Pran.g_01927	Syah.g_00642
OG0000473	Pran.g_01925	Syah.g_00640
OG0000474	Pran.g_01924	Syah.g_00639
OG0000475	Pran.g_01923	Syah.g_00638
OG0000476	Pran.g_01922	Syah.g_00636
OG0000477	Pran.g_01919	Syah.g_00630
OG0000478	Pran.g_01918	Syah.g_00629
OG0000479	Pran.g_01917	Syah.g_00628
OG0000480	Pran.g_01912	Syah.g_00089
OG0000481	Pran.g_01910	Syah.g_00091
OG0000482	Pran.g_01909	Syah.g_00092
OG0000483	Pran.g_01906	Syah.g_00096
OG0000484	Pran.g_01905	Syah.g_00097
OG0000485	Pran.g_01904	Syah.g_00098
OG0000486	Pran.g_01903	Syah.g_00099
OG0000487	Pran.g_01899	Syah.g_00106
OG0000488	Pran.g_01896	Syah.g_00110
OG0000489	Pran.g_01891	Syah.g_00121
OG0000490	Pran.g_01886	Syah.g_00129
OG0000491	Pran.g_01885	Syah.g_00130
OG0000492	Pran.g_01883	Syah.g_00132
OG0000493	Pran.g_01882	Syah.g_00133
OG0000494	Pran.g_01881	Syah.g_00134
OG0000495	Pran.g_01880	Syah.g_00135
OG0000496	Pran.g_01879	Syah.g_00136
OG0000497	Pran.g_01878	Syah.g_00137
OG0000498	Pran.g_01877	Syah.g_00138
OG0000499	Pran.g_01876	Syah.g_00139
OG0000500	Pran.g_01875	Syah.g_00140
OG0000501	Pran.g_01873	Syah.g_00143
OG0000502	Pran.g_01870	Syah.g_00155
OG0000503	Pran.g_01860	Syah.g_00858
OG0000504	Pran.g_01859	Syah.g_00860
OG0000505	Pran.g_01858	Syah.g_00861
OG0000506	Pran.g_01857	Syah.g_00863
OG0000507	Pran.g_01854	Syah.g_00869
OG0000508	Pran.g_01850	Syah.g_00873
OG0000509	Pran.g_01848	Syah.g_00875
OG0000510	Pran.g_01847	Syah.g_00876
OG0000511	Pran.g_01846	Syah.g_00877
OG0000512	Pran.g_01844	Syah.g_00879
OG0000513	Pran.g_01837	Syah.g_00892
OG0000514	Pran.g_01749	Syah.g_00899
OG0000515	Pran.g_01748	Syah.g_00900
OG0000516	Pran.g_01747	Syah.g_02231
OG0000517	Pran.g_01745	Syah.g_02237
OG0000518	Pran.g_01734	Syah.g_02221
OG0000519	Pran.g_01733	Syah.g_02220
OG0000520	Pran.g_01729	Syah.g_02219
OG0000521	Pran.g_01724	Syah.g_01202
OG0000522	Pran.g_01723	Syah.g_01204
OG0000523	Pran.g_01722	Syah.g_01205
OG0000524	Pran.g_01717	Syah.g_01207
OG0000525	Pran.g_01714	Syah.g_01212
OG0000526	Pran.g_01713	Syah.g_01215
OG0000527	Pran.g_01705	Syah.g_01219
OG0000528	Pran.g_01700	Syah.g_00991
OG0000529	Pran.g_01697	Syah.g_00998
OG0000530	Pran.g_01694	Syah.g_01001
OG0000531	Pran.g_01693	Syah.g_01002
OG0000532	Pran.g_01691	Syah.g_01005
OG0000533	Pran.g_01690	Syah.g_01006
OG0000534	Pran.g_01689	Syah.g_01007
OG0000535	Pran.g_01688	Syah.g_01008
OG0000536	Pran.g_01687	Syah.g_01009
OG0000537	Pran.g_01686	Syah.g_01010
OG0000538	Pran.g_01678	Syah.g_01021
OG0000539	Pran.g_01677	Syah.g_01022
OG0000540	Pran.g_01676	Syah.g_01023
OG0000541	Pran.g_01675	Syah.g_01024
OG0000542	Pran.g_01673	Syah.g_01027
OG0000543	Pran.g_01671	Syah.g_01029
OG0000545	Pran.g_01668	Syah.g_01031
OG0000546	Pran.g_01665	Syah.g_01033
OG0000547	Pran.g_01663	Syah.g_01035
OG0000548	Pran.g_01662	Syah.g_01036
OG0000549	Pran.g_01660	Syah.g_01042
OG0000550	Pran.g_01655	Syah.g_01046
OG0000551	Pran.g_01651	Syah.g_01051
OG0000552	Pran.g_01650	Syah.g_01052
OG0000553	Pran.g_01649	Syah.g_01054
OG0000554	Pran.g_01644	Syah.g_01065
OG0000555	Pran.g_01636	Syah.g_01078
OG0000556	Pran.g_01634	Syah.g_01084
OG0000557	Pran.g_01633	Syah.g_01086
OG0000558	Pran.g_01631	Syah.g_01088
OG0000559	Pran.g_01627	Syah.g_01093
OG0000560	Pran.g_01624	Syah.g_01096
OG0000561	Pran.g_01623	Syah.g_01097
OG0000562	Pran.g_01622	Syah.g_01098
OG0000563	Pran.g_01621	Syah.g_01099
OG0000564	Pran.g_01620	Syah.g_01100
OG0000565	Pran.g_01617	Syah.g_01104
OG0000566	Pran.g_01614	Syah.g_01108
OG0000567	Pran.g_01610	Syah.g_01112
OG0000568	Pran.g_01609	Syah.g_01116
OG0000569	Pran.g_01608	Syah.g_01117
OG0000570	Pran.g_01607	Syah.g_01118
OG0000571	Pran.g_01605	Syah.g_01122
OG0000572	Pran.g_01592	Syah.g_01137
OG0000573	Pran.g_01586	Syah.g_01146
OG0000574	Pran.g_01585	Syah.g_01147
OG0000575	Pran.g_01581	Syah.g_01151
OG0000576	Pran.g_01579	Syah.g_01153
OG0000577	Pran.g_01578	Syah.g_01154
OG0000578	Pran.g_01577	Syah.g_01155
OG0000579	Pran.g_01576	Syah.g_01156
OG0000580	Pran.g_01575	Syah.g_01157
OG0000581	Pran.g_01573	Syah.g_01163
OG0000582	Pran.g_01570	Syah.g_01979
