Orthogroup	Pran	Syas
OG0000214	Pran.g_01926	Syas.g_01730
OG0000215	Pran.g_01902	Syas.g_01766
OG0000216	Pran.g_01900	Syas.g_01770
OG0000217	Pran.g_01897	Syas.g_01778
OG0000218	Pran.g_01895	Syas.g_01780
OG0000219	Pran.g_01894	Syas.g_01783
OG0000220	Pran.g_01893	Syas.g_01784
OG0000221	Pran.g_01892	Syas.g_01785
OG0000222	Pran.g_01884	Syas.g_01804
OG0000223	Pran.g_01871	Syas.g_02221
OG0000224	Pran.g_01869	Syas.g_02215
OG0000225	Pran.g_01849	Syas.g_01522
OG0000226	Pran.g_01845	Syas.g_01518
OG0000227	Pran.g_01843	Syas.g_01516
OG0000228	Pran.g_01840	Syas.g_01513
OG0000229	Pran.g_01744	Syas.g_01497
OG0000230	Pran.g_01742	Syas.g_01495
OG0000231	Pran.g_01728	Syas.g_02749
OG0000232	Pran.g_01720	Syas.g_01276
OG0000233	Pran.g_01715	Syas.g_01352
OG0000234	Pran.g_01702	Syas.g_01331
OG0000235	Pran.g_01699	Syas.g_01254
OG0000236	Pran.g_01685	Syas.g_01237
OG0000237	Pran.g_01672	Syas.g_01220
OG0000238	Pran.g_01666	Syas.g_01215
OG0000239	Pran.g_01653	Syas.g_00012
OG0000240	Pran.g_01652	Syas.g_00013
OG0000241	Pran.g_01648	Syas.g_00754
OG0000242	Pran.g_01646	Syas.g_00059
OG0000243	Pran.g_01635	Syas.g_00777
OG0000244	Pran.g_01632	Syas.g_00784
OG0000245	Pran.g_01630	Syas.g_00786
OG0000246	Pran.g_01626	Syas.g_00790
OG0000247	Pran.g_01616	Syas.g_00802
OG0000248	Pran.g_01613	Syas.g_00805
OG0000249	Pran.g_01611	Syas.g_00807
OG0000250	Pran.g_01606	Syas.g_00814
OG0000251	Pran.g_01587	Syas.g_00845
OG0000252	Pran.g_01584	Syas.g_00950
OG0000253	Pran.g_01583	Syas.g_00846
OG0000254	Pran.g_01567	Syas.g_00869
OG0000255	Pran.g_01561	Syas.g_00132, Syas.g_01062
OG0000256	Pran.g_01551	Syas.g_00104
OG0000257	Pran.g_01548	Syas.g_00757
OG0000258	Pran.g_01535	Syas.g_00733
OG0000259	Pran.g_01518	Syas.g_01006, Syas.g_00708
OG0000260	Pran.g_01515	Syas.g_00705
OG0000261	Pran.g_01513	Syas.g_00701
OG0000262	Pran.g_01509	Syas.g_00695
OG0000263	Pran.g_01497	Syas.g_01103
OG0000264	Pran.g_01487	Syas.g_02588
OG0000266	Pran.g_01450	Syas.g_00186
OG0000267	Pran.g_01439	Syas.g_00377
OG0000268	Pran.g_01438	Syas.g_00390
OG0000269	Pran.g_01348	Syas.g_00601
OG0000270	Pran.g_01345	Syas.g_00598
OG0000271	Pran.g_01337	Syas.g_00590
OG0000272	Pran.g_01336	Syas.g_00589
OG0000273	Pran.g_01313	Syas.g_00563
OG0000274	Pran.g_01312	Syas.g_00562
OG0000275	Pran.g_01310	Syas.g_00230
OG0000276	Pran.g_01305	Syas.g_00237
OG0000277	Pran.g_01304	Syas.g_00238
OG0000278	Pran.g_01301	Syas.g_00241
OG0000279	Pran.g_01294	Syas.g_00288
OG0000280	Pran.g_01293	Syas.g_00889, Syas.g_00481
OG0000281	Pran.g_01287	Syas.g_00970
OG0000282	Pran.g_00431	Syas.g_00672
OG0000283	Pran.g_00464	Syas.g_00409
OG0000284	Pran.g_00469	Syas.g_00416
OG0000285	Pran.g_00474	Syas.g_00436
OG0000286	Pran.g_00486	Syas.g_00460
OG0000287	Pran.g_00503	Syas.g_00534
OG0000288	Pran.g_00541	Syas.g_00220
OG0000289	Pran.g_00552	Syas.g_00205
OG0000290	Pran.g_00565	Syas.g_01016
OG0000291	Pran.g_00567	Syas.g_01018
OG0000292	Pran.g_00135	Syas.g_02020
OG0000293	Pran.g_00069	Syas.g_01197
OG0000294	Pran.g_00068	Syas.g_01196
OG0000295	Pran.g_00048	Syas.g_01139
OG0000296	Pran.g_00046	Syas.g_01137
OG0000297	Pran.g_00038	Syas.g_01124
OG0000298	Pran.g_00037	Syas.g_01123
OG0000299	Pran.g_00020	Syas.g_01087
OG0000300	Pran.g_00017	Syas.g_01082
OG0000301	Pran.g_00016	Syas.g_01081
OG0000302	Pran.g_00014	Syas.g_01080
OG0000303	Pran.g_00007	Syas.g_01071
OG0000304	Pran.g_00003	Syas.g_01066
OG0000305	Pran.g_00848	Syas.g_01023
OG0000306	Pran.g_00846	Syas.g_01929
OG0000307	Pran.g_00832	Syas.g_01270
OG0000308	Pran.g_00831	Syas.g_01272
OG0000309	Pran.g_00827	Syas.g_01364
OG0000310	Pran.g_00748	Syas.g_02796
OG0000311	Pran.g_00746	Syas.g_02799
OG0000312	Pran.g_00743	Syas.g_02804
OG0000313	Pran.g_00729	Syas.g_02823
OG0000314	Pran.g_00706	Syas.g_01296
OG0000315	Pran.g_00696	Syas.g_01306
OG0000316	Pran.g_00676	Syas.g_02728
OG0000317	Pran.g_00968	Syas.g_02687
OG0000318	Pran.g_00971	Syas.g_02680
OG0000319	Pran.g_00984	Syas.g_02663
OG0000320	Pran.g_00986	Syas.g_02661
OG0000321	Pran.g_00987	Syas.g_02660
OG0000322	Pran.g_00988	Syas.g_02659
OG0000323	Pran.g_00997	Syas.g_02646, Syas.g_00159
OG0000324	Pran.g_01023	Syas.g_02578
OG0000325	Pran.g_01033	Syas.g_01668
OG0000326	Pran.g_01039	Syas.g_01661
OG0000327	Pran.g_01063	Syas.g_01634
OG0000328	Pran.g_01064	Syas.g_01633
OG0000329	Pran.g_01082	Syas.g_01615
OG0000330	Pran.g_01083	Syas.g_01614
OG0000331	Pran.g_01084	Syas.g_01613
OG0000332	Pran.g_01098	Syas.g_01598
OG0000333	Pran.g_01100	Syas.g_01595
OG0000334	Pran.g_01108	Syas.g_01586
OG0000335	Pran.g_01113	Syas.g_01581
OG0000336	Pran.g_01117	Syas.g_01577
OG0000337	Pran.g_01133	Syas.g_02211
OG0000338	Pran.g_01134	Syas.g_02199
OG0000339	Pran.g_01138	Syas.g_02192
OG0000340	Pran.g_01145	Syas.g_02183
OG0000341	Pran.g_01147	Syas.g_02181
OG0000342	Pran.g_01148	Syas.g_02180
OG0000343	Pran.g_01149	Syas.g_02176
OG0000344	Pran.g_01152	Syas.g_02172
OG0000345	Pran.g_01157	Syas.g_02160
OG0000346	Pran.g_01161	Syas.g_02155
OG0000347	Pran.g_01177	Syas.g_02136
OG0000348	Pran.g_01187	Syas.g_02107
OG0000349	Pran.g_01203	Syas.g_02085
OG0000350	Pran.g_01222	Syas.g_01654
OG0000351	Pran.g_01239	Syas.g_01998
OG0000352	Pran.g_01240	Syas.g_01999
OG0000353	Pran.g_01256	Syas.g_02033
OG0000355	Pran.g_01258	Syas.g_02035
OG0000356	Pran.g_01259	Syas.g_02036
OG0000357	Pran.g_01260	Syas.g_02037
OG0000358	Pran.g_01264	Syas.g_02041
OG0000359	Pran.g_01265	Syas.g_02043
OG0000360	Pran.g_01266	Syas.g_02044
OG0000361	Pran.g_01267	Syas.g_02045
OG0000362	Pran.g_01269	Syas.g_02047
OG0000363	Pran.g_00410	Syas.g_02049
OG0000364	Pran.g_00409	Syas.g_02685
OG0000365	Pran.g_00404	Syas.g_02058
OG0000366	Pran.g_00403	Syas.g_02059
OG0000368	Pran.g_00400	Syas.g_02062
OG0000369	Pran.g_00399	Syas.g_02063
OG0000370	Pran.g_00398	Syas.g_02064
OG0000371	Pran.g_00392	Syas.g_02073
OG0000372	Pran.g_00389	Syas.g_02078
OG0000373	Pran.g_00388	Syas.g_02079
OG0000374	Pran.g_00387	Syas.g_02080
OG0000375	Pran.g_00385	Syas.g_02081
OG0000376	Pran.g_00383	Syas.g_02083
OG0000377	Pran.g_00380	Syas.g_01879
OG0000378	Pran.g_00378	Syas.g_01867
OG0000379	Pran.g_00375	Syas.g_01859
OG0000380	Pran.g_00366	Syas.g_02523
OG0000381	Pran.g_00362	Syas.g_02521
OG0000382	Pran.g_00351	Syas.g_02503
OG0000383	Pran.g_00349	Syas.g_02480
OG0000384	Pran.g_00348	Syas.g_02479
OG0000385	Pran.g_00347	Syas.g_02478
OG0000386	Pran.g_00346	Syas.g_02477
OG0000387	Pran.g_00334	Syas.g_00134
OG0000388	Pran.g_00331	Syas.g_02426
OG0000389	Pran.g_00327	Syas.g_02422
OG0000390	Pran.g_00320	Syas.g_02406
OG0000391	Pran.g_00317	Syas.g_02401
OG0000392	Pran.g_00313	Syas.g_02396
OG0000393	Pran.g_00311	Syas.g_02394
OG0000394	Pran.g_00310	Syas.g_02393
OG0000395	Pran.g_00309	Syas.g_02392
OG0000396	Pran.g_00307	Syas.g_02389
OG0000397	Pran.g_00305	Syas.g_02387
OG0000398	Pran.g_00303	Syas.g_02382
OG0000399	Pran.g_00302	Syas.g_02381
OG0000400	Pran.g_00301	Syas.g_02380
OG0000401	Pran.g_00300	Syas.g_02379
OG0000402	Pran.g_00298	Syas.g_02377
OG0000403	Pran.g_00297	Syas.g_02376
OG0000404	Pran.g_00296	Syas.g_02375
OG0000405	Pran.g_00292	Syas.g_02369
OG0000406	Pran.g_00286	Syas.g_02365
OG0000407	Pran.g_00285	Syas.g_02364
OG0000408	Pran.g_00282	Syas.g_02361
OG0000409	Pran.g_00280	Syas.g_02359
OG0000410	Pran.g_00279	Syas.g_02358
OG0000411	Pran.g_00278	Syas.g_02357
OG0000412	Pran.g_00277	Syas.g_02356
OG0000413	Pran.g_00276	Syas.g_02354
OG0000414	Pran.g_00275	Syas.g_02353
OG0000415	Pran.g_00274	Syas.g_02352
OG0000416	Pran.g_00273	Syas.g_02351
OG0000417	Pran.g_00272	Syas.g_02338
OG0000418	Pran.g_00267	Syas.g_02333
OG0000419	Pran.g_00265	Syas.g_02331
OG0000420	Pran.g_00264	Syas.g_02329
OG0000421	Pran.g_00259	Syas.g_02324
OG0000422	Pran.g_00258	Syas.g_02323
OG0000423	Pran.g_00257	Syas.g_02322
OG0000424	Pran.g_00256	Syas.g_02321
OG0000425	Pran.g_00255	Syas.g_02320
OG0000426	Pran.g_00254	Syas.g_02319
OG0000427	Pran.g_00253	Syas.g_02318
OG0000428	Pran.g_00251	Syas.g_02315
OG0000429	Pran.g_00250	Syas.g_02312
OG0000430	Pran.g_00249	Syas.g_02311
OG0000431	Pran.g_00247	Syas.g_02296
OG0000432	Pran.g_00244	Syas.g_02288
OG0000433	Pran.g_00243	Syas.g_02286
OG0000434	Pran.g_00242	Syas.g_02285
OG0000435	Pran.g_00241	Syas.g_02282
OG0000436	Pran.g_00236	Syas.g_02273
OG0000437	Pran.g_00235	Syas.g_02272
OG0000438	Pran.g_00234	Syas.g_02271
OG0000439	Pran.g_00232	Syas.g_02269
OG0000440	Pran.g_00231	Syas.g_02268
OG0000441	Pran.g_00228	Syas.g_02265
OG0000442	Pran.g_00227	Syas.g_02259
OG0000443	Pran.g_00226	Syas.g_02241
OG0000444	Pran.g_00221	Syas.g_02234
OG0000445	Pran.g_00220	Syas.g_02233
OG0000446	Pran.g_00219	Syas.g_02231
OG0000447	Pran.g_00218	Syas.g_02229
OG0000448	Pran.g_00217	Syas.g_02228
OG0000449	Pran.g_00216	Syas.g_02226
OG0000450	Pran.g_00215	Syas.g_01834
OG0000451	Pran.g_00214	Syas.g_01835
OG0000452	Pran.g_00211	Syas.g_01844
OG0000453	Pran.g_00210	Syas.g_01845
OG0000454	Pran.g_00209	Syas.g_01846
OG0000455	Pran.g_00208	Syas.g_01847
OG0000456	Pran.g_00207	Syas.g_01848
OG0000457	Pran.g_00206	Syas.g_01850
OG0000458	Pran.g_00205	Syas.g_01851
OG0000459	Pran.g_00204	Syas.g_01852
OG0000460	Pran.g_00197	Syas.g_02554
OG0000461	Pran.g_01950	Syas.g_01686
OG0000462	Pran.g_01948	Syas.g_01688
OG0000463	Pran.g_01947	Syas.g_01689
OG0000464	Pran.g_01946	Syas.g_01690
OG0000465	Pran.g_01945	Syas.g_01692
OG0000466	Pran.g_01942	Syas.g_01697
OG0000467	Pran.g_01941	Syas.g_01698
OG0000468	Pran.g_01939	Syas.g_01703
OG0000469	Pran.g_01931	Syas.g_01725
OG0000470	Pran.g_01929	Syas.g_01727
OG0000471	Pran.g_01928	Syas.g_01728
OG0000472	Pran.g_01927	Syas.g_01729
OG0000473	Pran.g_01925	Syas.g_01731
OG0000474	Pran.g_01924	Syas.g_01732
OG0000475	Pran.g_01923	Syas.g_01733
OG0000476	Pran.g_01922	Syas.g_01735
OG0000477	Pran.g_01919	Syas.g_01740
OG0000478	Pran.g_01918	Syas.g_01741
OG0000479	Pran.g_01917	Syas.g_01749
OG0000480	Pran.g_01912	Syas.g_01756
OG0000481	Pran.g_01910	Syas.g_00161, Syas.g_00162
OG0000482	Pran.g_01909	Syas.g_01758
OG0000483	Pran.g_01906	Syas.g_01762
OG0000484	Pran.g_01905	Syas.g_01763
OG0000485	Pran.g_01904	Syas.g_01764
OG0000486	Pran.g_01903	Syas.g_01765
OG0000487	Pran.g_01899	Syas.g_01771
OG0000488	Pran.g_01896	Syas.g_01779
OG0000489	Pran.g_01891	Syas.g_01823
OG0000490	Pran.g_01886	Syas.g_01808
OG0000491	Pran.g_01885	Syas.g_01806
OG0000492	Pran.g_01883	Syas.g_01803
OG0000493	Pran.g_01882	Syas.g_01802
OG0000494	Pran.g_01881	Syas.g_01801
OG0000495	Pran.g_01880	Syas.g_01799
OG0000496	Pran.g_01879	Syas.g_01798
OG0000497	Pran.g_01878	Syas.g_01797
OG0000498	Pran.g_01877	Syas.g_01796
OG0000499	Pran.g_01876	Syas.g_01795
OG0000500	Pran.g_01875	Syas.g_01794
OG0000501	Pran.g_01873	Syas.g_01791
OG0000502	Pran.g_01870	Syas.g_02216
OG0000503	Pran.g_01860	Syas.g_01541
OG0000504	Pran.g_01859	Syas.g_01539
OG0000505	Pran.g_01858	Syas.g_01538
OG0000506	Pran.g_01857	Syas.g_01536
OG0000507	Pran.g_01854	Syas.g_01530
OG0000508	Pran.g_01850	Syas.g_01523
OG0000509	Pran.g_01848	Syas.g_01521
OG0000510	Pran.g_01847	Syas.g_01520
OG0000511	Pran.g_01846	Syas.g_01519
OG0000512	Pran.g_01844	Syas.g_01517
OG0000513	Pran.g_01837	Syas.g_01508
OG0000514	Pran.g_01749	Syas.g_01504
OG0000515	Pran.g_01748	Syas.g_01503
OG0000516	Pran.g_01747	Syas.g_01501
OG0000517	Pran.g_01745	Syas.g_01498
OG0000518	Pran.g_01734	Syas.g_00360, Syas.g_02746
OG0000519	Pran.g_01733	Syas.g_02747
OG0000520	Pran.g_01729	Syas.g_02748
OG0000521	Pran.g_01724	Syas.g_01281
OG0000522	Pran.g_01723	Syas.g_01279
OG0000523	Pran.g_01722	Syas.g_01278
OG0000524	Pran.g_01717	Syas.g_01354
OG0000525	Pran.g_01714	Syas.g_01342
OG0000526	Pran.g_01713	Syas.g_01340
OG0000527	Pran.g_01705	Syas.g_01335
OG0000528	Pran.g_01700	Syas.g_01256
OG0000529	Pran.g_01697	Syas.g_01252
OG0000530	Pran.g_01694	Syas.g_01249
OG0000531	Pran.g_01693	Syas.g_01248
OG0000532	Pran.g_01691	Syas.g_01245
OG0000533	Pran.g_01690	Syas.g_01243
OG0000534	Pran.g_01689	Syas.g_01242
OG0000535	Pran.g_01688	Syas.g_01241
OG0000536	Pran.g_01687	Syas.g_01240
OG0000537	Pran.g_01686	Syas.g_01238
OG0000538	Pran.g_01678	Syas.g_01228
OG0000539	Pran.g_01677	Syas.g_01227
OG0000540	Pran.g_01676	Syas.g_01226
OG0000541	Pran.g_01675	Syas.g_01225
OG0000542	Pran.g_01673	Syas.g_01221
OG0000543	Pran.g_01671	Syas.g_01219
OG0000544	Pran.g_01670	Syas.g_01218
OG0000545	Pran.g_01668	Syas.g_01216
OG0000546	Pran.g_01665	Syas.g_01214
OG0000547	Pran.g_01663	Syas.g_01212
OG0000548	Pran.g_01662	Syas.g_01211
OG0000549	Pran.g_01660	Syas.g_00005
OG0000550	Pran.g_01655	Syas.g_00010
OG0000551	Pran.g_01651	Syas.g_00015
OG0000552	Pran.g_01650	Syas.g_00016
OG0000553	Pran.g_01649	Syas.g_00019
OG0000554	Pran.g_01644	Syas.g_00063
OG0000555	Pran.g_01636	Syas.g_00775
OG0000556	Pran.g_01634	Syas.g_00781
OG0000557	Pran.g_01633	Syas.g_00783
OG0000558	Pran.g_01631	Syas.g_00785
OG0000559	Pran.g_01627	Syas.g_00789
OG0000560	Pran.g_01624	Syas.g_00792
OG0000561	Pran.g_01623	Syas.g_00793
OG0000562	Pran.g_01622	Syas.g_00794
OG0000563	Pran.g_01621	Syas.g_00795
OG0000564	Pran.g_01620	Syas.g_00796
OG0000565	Pran.g_01617	Syas.g_00800
OG0000566	Pran.g_01614	Syas.g_00804
OG0000567	Pran.g_01610	Syas.g_00808
OG0000568	Pran.g_01609	Syas.g_00810
OG0000569	Pran.g_01608	Syas.g_00811
OG0000570	Pran.g_01607	Syas.g_00812
OG0000571	Pran.g_01605	Syas.g_00815
OG0000572	Pran.g_01592	Syas.g_00839
OG0000573	Pran.g_01586	Syas.g_00952
OG0000574	Pran.g_01585	Syas.g_00951
OG0000575	Pran.g_01581	Syas.g_00848
OG0000576	Pran.g_01579	Syas.g_00850
OG0000577	Pran.g_01578	Syas.g_00851
OG0000578	Pran.g_01577	Syas.g_00852
OG0000579	Pran.g_01576	Syas.g_00853
OG0000580	Pran.g_01575	Syas.g_00854
OG0000581	Pran.g_01573	Syas.g_00861
OG0000582	Pran.g_01570	Syas.g_00873
OG0000583	Pran.g_01569	Syas.g_00872
OG0000584	Pran.g_01568	Syas.g_00871
OG0000585	Pran.g_01566	Syas.g_00868
OG0000586	Pran.g_01565	Syas.g_00867
OG0000587	Pran.g_01564	Syas.g_00865
OG0000588	Pran.g_01560	Syas.g_00960
OG0000589	Pran.g_01557	Syas.g_00121
OG0000590	Pran.g_01556	Syas.g_00120
OG0000591	Pran.g_01553	Syas.g_00106
