Orthogroup	Prbl	Pral
OG0000345	Prbl.g_01289	Pral.g_00302
OG0000346	Prbl.g_01284	Pral.g_00306
OG0000347	Prbl.g_02053	Pral.g_00323
OG0000348	Prbl.g_02016	Pral.g_00331
OG0000349	Prbl.g_01992	Pral.g_00349
OG0000350	Prbl.g_02195	Pral.g_00370
OG0000351	Prbl.g_02147	Pral.g_00390
OG0000352	Prbl.g_02146	Pral.g_00391
OG0000353	Prbl.g_02122	Pral.g_00409
OG0000354	Prbl.g_00789, Prbl.g_01959	Pral.g_01677
OG0000355	Prbl.g_02120	Pral.g_00411
OG0000356	Prbl.g_02119	Pral.g_00412
OG0000357	Prbl.g_02118	Pral.g_00413
OG0000358	Prbl.g_02114	Pral.g_00417
OG0000359	Prbl.g_02112	Pral.g_00418
OG0000360	Prbl.g_02111	Pral.g_00419
OG0000361	Prbl.g_02110	Pral.g_00420
OG0000362	Prbl.g_02108	Pral.g_00422
OG0000363	Prbl.g_01955	Pral.g_01030
OG0000364	Prbl.g_01956	Pral.g_01029
OG0000365	Prbl.g_01965	Pral.g_01024
OG0000366	Prbl.g_01966	Pral.g_01023
OG0000367	Prbl.g_01967	Pral.g_01022
OG0000368	Prbl.g_01969	Pral.g_01020
OG0000369	Prbl.g_01970	Pral.g_01019
OG0000370	Prbl.g_01971	Pral.g_01018
OG0000371	Prbl.g_01980	Pral.g_01011
OG0000372	Prbl.g_01985	Pral.g_01009
OG0000373	Prbl.g_01986	Pral.g_01008
OG0000374	Prbl.g_01987	Pral.g_01007
OG0000375	Prbl.g_01988	Pral.g_01005
OG0000376	Prbl.g_01990	Pral.g_01003
OG0000377	Prbl.g_02244	Pral.g_00999
OG0000378	Prbl.g_02258	Pral.g_00995
OG0000379	Prbl.g_02274	Pral.g_00992
OG0000380	Prbl.g_00612	Pral.g_00982
OG0000381	Prbl.g_00607	Pral.g_00977
OG0000382	Prbl.g_00592	Pral.g_00966
OG0000383	Prbl.g_00590	Pral.g_00964
OG0000384	Prbl.g_00589	Pral.g_00963
OG0000385	Prbl.g_00588	Pral.g_00962
OG0000386	Prbl.g_00587	Pral.g_00961
OG0000387	Prbl.g_00561	Pral.g_00948
OG0000388	Prbl.g_00557	Pral.g_00944
OG0000389	Prbl.g_00553	Pral.g_00941
OG0000390	Prbl.g_01331	Pral.g_00932
OG0000391	Prbl.g_01326	Pral.g_00929
OG0000392	Prbl.g_01320	Pral.g_00925
OG0000393	Prbl.g_01315	Pral.g_00922
OG0000394	Prbl.g_01314	Pral.g_00921
OG0000395	Prbl.g_01313	Pral.g_00920
OG0000396	Prbl.g_00827	Pral.g_00918
OG0000397	Prbl.g_00825	Pral.g_00916
OG0000398	Prbl.g_00820	Pral.g_00913
OG0000399	Prbl.g_00819	Pral.g_00912
OG0000400	Prbl.g_00818	Pral.g_00911
OG0000401	Prbl.g_00817	Pral.g_00910
OG0000402	Prbl.g_00815	Pral.g_00450
OG0000403	Prbl.g_00814	Pral.g_00908
OG0000404	Prbl.g_00812	Pral.g_00907
OG0000405	Prbl.g_00305	Pral.g_00903
OG0000406	Prbl.g_00301	Pral.g_00898
OG0000407	Prbl.g_00300	Pral.g_00897
OG0000408	Prbl.g_00298	Pral.g_00895
OG0000409	Prbl.g_00296	Pral.g_00893
OG0000410	Prbl.g_00295	Pral.g_00892
OG0000411	Prbl.g_00294	Pral.g_00891
OG0000412	Prbl.g_00293	Pral.g_00890
OG0000413	Prbl.g_00291	Pral.g_00888
OG0000414	Prbl.g_00290	Pral.g_00887
OG0000415	Prbl.g_00289	Pral.g_00886
OG0000416	Prbl.g_00288	Pral.g_00885
OG0000417	Prbl.g_00287	Pral.g_00884
OG0000418	Prbl.g_00282	Pral.g_00879
OG0000419	Prbl.g_00280	Pral.g_00877
OG0000420	Prbl.g_00279	Pral.g_00875
OG0000421	Prbl.g_00275	Pral.g_00871
OG0000422	Prbl.g_00274	Pral.g_00870
OG0000423	Prbl.g_00273	Pral.g_00869
OG0000424	Prbl.g_00272	Pral.g_00868
OG0000425	Prbl.g_00271	Pral.g_00867
OG0000426	Prbl.g_00270	Pral.g_00866
OG0000427	Prbl.g_00269	Pral.g_00865
OG0000428	Prbl.g_02377	Pral.g_00863
OG0000429	Prbl.g_00066	Pral.g_00862
OG0000430	Prbl.g_00068	Pral.g_00861
OG0000431	Prbl.g_00072	Pral.g_00859
OG0000432	Prbl.g_00079	Pral.g_00855
OG0000433	Prbl.g_00082	Pral.g_00854
OG0000434	Prbl.g_00083	Pral.g_00853
OG0000435	Prbl.g_00086	Pral.g_00852
OG0000436	Prbl.g_00092	Pral.g_00847
OG0000437	Prbl.g_00093	Pral.g_00846
OG0000438	Prbl.g_00094	Pral.g_00845
OG0000439	Prbl.g_00096	Pral.g_00844
OG0000440	Prbl.g_00097	Pral.g_00843
OG0000441	Prbl.g_00104	Pral.g_00840
OG0000442	Prbl.g_00105	Pral.g_00839
OG0000443	Prbl.g_01283	Pral.g_00838
OG0000444	Prbl.g_00127	Pral.g_00833
OG0000445	Prbl.g_00126	Pral.g_00832
OG0000446	Prbl.g_00124	Pral.g_00831
OG0000447	Prbl.g_01244	Pral.g_00830
OG0000448	Prbl.g_01245	Pral.g_00829
OG0000449	Prbl.g_01246	Pral.g_00828
OG0000450	Prbl.g_01252	Pral.g_00827
OG0000451	Prbl.g_01253	Pral.g_00826
OG0000452	Prbl.g_01258	Pral.g_00823
OG0000453	Prbl.g_01259	Pral.g_00822
OG0000454	Prbl.g_01260	Pral.g_00821
OG0000455	Prbl.g_01261	Pral.g_00820
OG0000456	Prbl.g_01262	Pral.g_00819
OG0000457	Prbl.g_01264	Pral.g_00817
OG0000458	Prbl.g_01265	Pral.g_00816
OG0000459	Prbl.g_01266	Pral.g_00815
OG0000460	Prbl.g_01923	Pral.g_00805
OG0000461	Prbl.g_02679	Pral.g_00796
OG0000462	Prbl.g_02666	Pral.g_00795
OG0000463	Prbl.g_01516	Pral.g_00794
OG0000464	Prbl.g_01515	Pral.g_00793
OG0000465	Prbl.g_01513	Pral.g_00792
OG0000466	Prbl.g_01508	Pral.g_00789
OG0000467	Prbl.g_01506	Pral.g_00788
OG0000468	Prbl.g_01499	Pral.g_00785
OG0000469	Prbl.g_01486	Pral.g_00777
OG0000470	Prbl.g_01473	Pral.g_00775
OG0000471	Prbl.g_01472	Pral.g_00774
OG0000472	Prbl.g_01470	Pral.g_00773
OG0000473	Prbl.g_01468	Pral.g_00771
OG0000474	Prbl.g_01467	Pral.g_00770
OG0000475	Prbl.g_01466	Pral.g_00769
OG0000476	Prbl.g_01464	Pral.g_00767
OG0000477	Prbl.g_01459	Pral.g_00764
OG0000478	Prbl.g_01458	Pral.g_00763
OG0000479	Prbl.g_01457	Pral.g_00762
OG0000480	Prbl.g_01450	Pral.g_00756
OG0000481	Prbl.g_01448	Pral.g_00754
OG0000482	Prbl.g_01447	Pral.g_00753
OG0000483	Prbl.g_01443	Pral.g_00750
OG0000484	Prbl.g_01442	Pral.g_00749
OG0000485	Prbl.g_01441	Pral.g_00748
OG0000486	Prbl.g_01440	Pral.g_00747
OG0000487	Prbl.g_01435	Pral.g_00743
OG0000488	Prbl.g_01431	Pral.g_00740
OG0000489	Prbl.g_01420	Pral.g_00735
OG0000490	Prbl.g_01414	Pral.g_00731
OG0000491	Prbl.g_01413	Pral.g_00730
OG0000492	Prbl.g_00909	Pral.g_00728
OG0000493	Prbl.g_00908	Pral.g_00727
OG0000494	Prbl.g_00907	Pral.g_00726
OG0000495	Prbl.g_00906	Pral.g_00725
OG0000496	Prbl.g_00905	Pral.g_00724
OG0000497	Prbl.g_00904	Pral.g_00723
OG0000498	Prbl.g_00903	Pral.g_00722
OG0000499	Prbl.g_00902	Pral.g_00721
OG0000500	Prbl.g_00901	Pral.g_00720
OG0000501	Prbl.g_00898	Pral.g_00718
OG0000502	Prbl.g_00886	Pral.g_00715
OG0000503	Prbl.g_01201	Pral.g_00698
OG0000504	Prbl.g_01203	Pral.g_00696
OG0000505	Prbl.g_01204	Pral.g_00695
OG0000506	Prbl.g_01206	Pral.g_00694
OG0000507	Prbl.g_01210	Pral.g_00691
OG0000508	Prbl.g_01217	Pral.g_00687
OG0000509	Prbl.g_01219	Pral.g_00685
OG0000510	Prbl.g_01220	Pral.g_00684
OG0000511	Prbl.g_01221	Pral.g_00683
OG0000512	Prbl.g_01223	Pral.g_00681
OG0000513	Prbl.g_02678	Pral.g_00673
OG0000514	Prbl.g_00676	Pral.g_00663
OG0000515	Prbl.g_00675	Pral.g_00662
OG0000516	Prbl.g_00663	Pral.g_00661
OG0000517	Prbl.g_00653	Pral.g_00659
OG0000518	Prbl.g_00641	Pral.g_00647
OG0000519	Prbl.g_00640	Pral.g_00646
OG0000520	Prbl.g_00639	Pral.g_00645
OG0000521	Prbl.g_00625	Pral.g_00635
OG0000522	Prbl.g_00623	Pral.g_00633
OG0000523	Prbl.g_00622	Pral.g_00632
OG0000524	Prbl.g_01364	Pral.g_00627
OG0000525	Prbl.g_01348	Pral.g_00623
OG0000526	Prbl.g_01346	Pral.g_00622
OG0000527	Prbl.g_01342	Pral.g_00619
OG0000528	Prbl.g_00506	Pral.g_00613
OG0000529	Prbl.g_00512	Pral.g_00610
OG0000530	Prbl.g_00515	Pral.g_00607
OG0000531	Prbl.g_00516	Pral.g_00606
OG0000532	Prbl.g_00519	Pral.g_00603
OG0000533	Prbl.g_00521	Pral.g_00602
OG0000534	Prbl.g_00522	Pral.g_00601
OG0000535	Prbl.g_00523	Pral.g_00600
OG0000536	Prbl.g_00524	Pral.g_00599
OG0000537	Prbl.g_00525	Pral.g_00598
OG0000538	Prbl.g_00536	Pral.g_00590
OG0000539	Prbl.g_00806	Pral.g_00589
OG0000540	Prbl.g_00805	Pral.g_00588
OG0000541	Prbl.g_00804	Pral.g_00587
OG0000542	Prbl.g_00801	Pral.g_00585
OG0000543	Prbl.g_00799	Pral.g_00583
OG0000544	Prbl.g_00798	Pral.g_00582
OG0000545	Prbl.g_00797	Pral.g_00580
OG0000546	Prbl.g_00794	Pral.g_00577
OG0000547	Prbl.g_00792	Pral.g_00575
OG0000548	Prbl.g_00791	Pral.g_00574
OG0000549	Prbl.g_00785	Pral.g_00571
OG0000550	Prbl.g_00780	Pral.g_00566
OG0000551	Prbl.g_00776	Pral.g_00563
OG0000552	Prbl.g_00775	Pral.g_00562
OG0000553	Prbl.g_00770	Pral.g_00561
OG0000554	Prbl.g_00765	Pral.g_00556
OG0000555	Prbl.g_00747	Pral.g_00548
OG0000556	Prbl.g_02645	Pral.g_00546
OG0000557	Prbl.g_01878	Pral.g_00545
OG0000558	Prbl.g_01881	Pral.g_00543
OG0000559	Prbl.g_01885	Pral.g_00539
