Orthogroup	Prbl	Syak
OG0000093	Prbl.g_02359	Syak.g_00416
OG0000094	Prbl.g_02209	Syak.g_00656
OG0000095	Prbl.g_00927	Syak.g_00736
OG0000097	Prbl.g_02579	Syak.g_00816
OG0000098	Prbl.g_00722	Syak.g_00345, Syak.g_02651
OG0000099	Prbl.g_00893	Syak.g_01527
OG0000100	Prbl.g_01914, Prbl.g_02305	Syak.g_00622
OG0000101	Prbl.g_01000	Syak.g_01305
OG0000102	Prbl.g_02636	Syak.g_01661
OG0000103	Prbl.g_02139	Syak.g_01812
OG0000104	Prbl.g_02125	Syak.g_01799
OG0000105	Prbl.g_01461	Syak.g_01451
OG0000106	Prbl.g_00411	Syak.g_00096
OG0000107	Prbl.g_02681	Syak.g_01392
OG0000108	Prbl.g_00511	Syak.g_02574
OG0000109	Prbl.g_00527	Syak.g_02590
OG0000110	Prbl.g_01795	Syak.g_02698
OG0000111	Prbl.g_00026	Syak.g_00725
OG0000112	Prbl.g_02470	Syak.g_00512
OG0000113	Prbl.g_02310	Syak.g_00461
OG0000114	Prbl.g_02407	Syak.g_00373, Syak.g_00065
OG0000115	Prbl.g_00687	Syak.g_01066
OG0000116	Prbl.g_02069	Syak.g_00911
OG0000117	Prbl.g_01384	Syak.g_00846
OG0000118	Prbl.g_01736	Syak.g_00954
OG0000119	Prbl.g_00007, Prbl.g_00046	Syak.g_00917
OG0000120	Prbl.g_00892	Syak.g_01526
OG0000121	Prbl.g_00234, Prbl.g_00240	Syak.g_01044
OG0000122	Prbl.g_01808	Syak.g_00081
OG0000123	Prbl.g_01135	Syak.g_01299
OG0000124	Prbl.g_02054	Syak.g_01692
OG0000125	Prbl.g_02231	Syak.g_01934
OG0000126	Prbl.g_02127	Syak.g_01801
OG0000128	Prbl.g_02109	Syak.g_01782
OG0000129	Prbl.g_02243	Syak.g_01947
OG0000130	Prbl.g_00608	Syak.g_02255
OG0000131	Prbl.g_00303	Syak.g_02128
OG0000132	Prbl.g_00283	Syak.g_02108
OG0000133	Prbl.g_00897	Syak.g_00507
OG0000134	Prbl.g_02677	Syak.g_01212
OG0000135	Prbl.g_02190	Syak.g_01897
OG0000136	Prbl.g_00647	Syak.g_01186
OG0000137	Prbl.g_01340	Syak.g_01118
OG0000138	Prbl.g_00528	Syak.g_02591
OG0000139	Prbl.g_00760	Syak.g_02646
OG0000140	Prbl.g_00754	Syak.g_02650
OG0000141	Prbl.g_01751	Syak.g_02746
OG0000142	Prbl.g_01639	Syak.g_00035
OG0000143	Prbl.g_01643	Syak.g_00039
OG0000144	Prbl.g_01042	Syak.g_00260
OG0000145	Prbl.g_00534	Syak.g_02598
OG0000146	Prbl.g_02469	Syak.g_00514
OG0000147	Prbl.g_02468	Syak.g_00515
OG0000148	Prbl.g_02316	Syak.g_00455
OG0000149	Prbl.g_01552	Syak.g_00596
OG0000150	Prbl.g_01576	Syak.g_02747
OG0000151	Prbl.g_02386	Syak.g_00387
OG0000152	Prbl.g_02478	Syak.g_00503
OG0000153	Prbl.g_02505	Syak.g_00470
OG0000154	Prbl.g_02532	Syak.g_00645
OG0000155	Prbl.g_00185	Syak.g_00855
OG0000156	Prbl.g_00115	Syak.g_00919
OG0000157	Prbl.g_00114	Syak.g_00920
OG0000158	Prbl.g_00843	Syak.g_01624
OG0000160	Prbl.g_00241	Syak.g_01043
OG0000161	Prbl.g_00227	Syak.g_01050
OG0000162	Prbl.g_00221	Syak.g_01058
OG0000163	Prbl.g_00452	Syak.g_02478
OG0000164	Prbl.g_00365	Syak.g_02384
OG0000165	Prbl.g_00356	Syak.g_02374
OG0000166	Prbl.g_00962	Syak.g_01345
OG0000167	Prbl.g_00857	Syak.g_01561
OG0000168	Prbl.g_00842	Syak.g_01625
OG0000169	Prbl.g_01302	Syak.g_01637
OG0000170	Prbl.g_01290	Syak.g_01644
OG0000171	Prbl.g_02055	Syak.g_01691
OG0000172	Prbl.g_02021	Syak.g_01713
OG0000173	Prbl.g_02000	Syak.g_01733
OG0000174	Prbl.g_02188	Syak.g_01895
OG0000175	Prbl.g_02150	Syak.g_01827
OG0000176	Prbl.g_02117	Syak.g_01790
OG0000177	Prbl.g_02116	Syak.g_01789
OG0000178	Prbl.g_02115	Syak.g_01788
OG0000179	Prbl.g_01961	Syak.g_01773
OG0000180	Prbl.g_01962	Syak.g_01772
OG0000181	Prbl.g_01963	Syak.g_01771
OG0000182	Prbl.g_01964	Syak.g_01770
OG0000183	Prbl.g_01968	Syak.g_01766
OG0000184	Prbl.g_02251	Syak.g_01955
OG0000186	Prbl.g_00614	Syak.g_02258
OG0000187	Prbl.g_00613	Syak.g_02257
OG0000188	Prbl.g_00591	Syak.g_02235
OG0000189	Prbl.g_00565	Syak.g_02203
OG0000190	Prbl.g_00563	Syak.g_01575
OG0000191	Prbl.g_01325	Syak.g_02171
OG0000192	Prbl.g_01316	Syak.g_02165
OG0000193	Prbl.g_00302	Syak.g_02127
OG0000194	Prbl.g_00299	Syak.g_02124
OG0000195	Prbl.g_00297	Syak.g_02122
OG0000196	Prbl.g_00286	Syak.g_02111
OG0000197	Prbl.g_00285	Syak.g_02110
OG0000198	Prbl.g_00284	Syak.g_02109
OG0000199	Prbl.g_00277	Syak.g_02100
OG0000200	Prbl.g_00069	Syak.g_02083
OG0000201	Prbl.g_00088	Syak.g_02068
OG0000202	Prbl.g_00089	Syak.g_02067
OG0000203	Prbl.g_00090	Syak.g_02066
OG0000204	Prbl.g_00091	Syak.g_02065
OG0000205	Prbl.g_00098	Syak.g_02058
OG0000206	Prbl.g_01282	Syak.g_02038
OG0000207	Prbl.g_00130	Syak.g_02025
OG0000208	Prbl.g_00129	Syak.g_02024
OG0000209	Prbl.g_01256	Syak.g_01995
OG0000210	Prbl.g_01257	Syak.g_01994
OG0000211	Prbl.g_01922	Syak.g_02300
OG0000212	Prbl.g_00192	Syak.g_02311
OG0000213	Prbl.g_01496	Syak.g_01425
OG0000214	Prbl.g_01469	Syak.g_01442
OG0000215	Prbl.g_01439	Syak.g_01474
OG0000216	Prbl.g_01436	Syak.g_01478
OG0000217	Prbl.g_01432	Syak.g_01482
OG0000218	Prbl.g_01428	Syak.g_01484
OG0000219	Prbl.g_01427	Syak.g_01485
OG0000220	Prbl.g_01426	Syak.g_01486
OG0000221	Prbl.g_01421	Syak.g_01498
OG0000222	Prbl.g_00911	Syak.g_01512
OG0000223	Prbl.g_00888	Syak.g_01531
OG0000224	Prbl.g_00877	Syak.g_01532
OG0000225	Prbl.g_01218	Syak.g_01230
OG0000226	Prbl.g_01222	Syak.g_01226
OG0000227	Prbl.g_01224	Syak.g_01224
OG0000228	Prbl.g_02673	Syak.g_01216
OG0000229	Prbl.g_00652	Syak.g_01191
OG0000230	Prbl.g_00650	Syak.g_01189
OG0000231	Prbl.g_00635	Syak.g_01176
OG0000232	Prbl.g_00619	Syak.g_01156
OG0000233	Prbl.g_01360	Syak.g_01145
OG0000234	Prbl.g_01339	Syak.g_01116
OG0000235	Prbl.g_00510	Syak.g_02573
OG0000236	Prbl.g_00526	Syak.g_02589
OG0000237	Prbl.g_00800	Syak.g_02607
OG0000238	Prbl.g_00795	Syak.g_02612
OG0000239	Prbl.g_00779	Syak.g_02628
OG0000240	Prbl.g_00778	Syak.g_02629
OG0000241	Prbl.g_01526	Syak.g_00027
OG0000242	Prbl.g_00768	Syak.g_02638
OG0000243	Prbl.g_02647	Syak.g_02658
OG0000244	Prbl.g_01879	Syak.g_02665
OG0000245	Prbl.g_01882	Syak.g_02667
OG0000246	Prbl.g_01886	Syak.g_02671
OG0000247	Prbl.g_01897	Syak.g_02681
OG0000248	Prbl.g_01900	Syak.g_02684
OG0000249	Prbl.g_01902	Syak.g_02686
OG0000250	Prbl.g_01799	Syak.g_02694
OG0000251	Prbl.g_01775	Syak.g_02722
OG0000252	Prbl.g_01772	Syak.g_02725
OG0000253	Prbl.g_01766	Syak.g_02727
OG0000254	Prbl.g_01747	Syak.g_02752
OG0000255	Prbl.g_01612	Syak.g_02772
OG0000256	Prbl.g_01626	Syak.g_00020
OG0000257	Prbl.g_01632	Syak.g_00026
OG0000258	Prbl.g_01655	Syak.g_00044
OG0000259	Prbl.g_01406	Syak.g_00334
OG0000260	Prbl.g_01403	Syak.g_00338
OG0000261	Prbl.g_01400	Syak.g_00348
OG0000262	Prbl.g_01395	Syak.g_00353
OG0000263	Prbl.g_01242	Syak.g_00828
OG0000264	Prbl.g_01859	Syak.g_00698
OG0000265	Prbl.g_02567	Syak.g_00211
OG0000266	Prbl.g_02556	Syak.g_00778
OG0000267	Prbl.g_02431	Syak.g_00555
OG0000268	Prbl.g_02432	Syak.g_00554
OG0000269	Prbl.g_02340	Syak.g_00429
OG0000270	Prbl.g_02337	Syak.g_00432
OG0000271	Prbl.g_02329	Syak.g_00440
OG0000272	Prbl.g_02328	Syak.g_00441
OG0000274	Prbl.g_01535	Syak.g_00615
OG0000275	Prbl.g_01538	Syak.g_00611
OG0000276	Prbl.g_01544	Syak.g_00604
OG0000277	Prbl.g_01545	Syak.g_00603
OG0000278	Prbl.g_01548	Syak.g_00600
OG0000279	Prbl.g_01556	Syak.g_00592
OG0000280	Prbl.g_01562	Syak.g_00582
OG0000281	Prbl.g_01577	Syak.g_00339
OG0000282	Prbl.g_02405	Syak.g_00375
OG0000283	Prbl.g_02443	Syak.g_00541
OG0000284	Prbl.g_02449	Syak.g_00536
OG0000285	Prbl.g_01688	Syak.g_00523
OG0000286	Prbl.g_02477	Syak.g_00504
OG0000287	Prbl.g_02608	Syak.g_00477
OG0000288	Prbl.g_02531	Syak.g_00644
OG0000289	Prbl.g_02544	Syak.g_00659
OG0000290	Prbl.g_00930	Syak.g_00738
OG0000291	Prbl.g_00928	Syak.g_00734, Syak.g_00737
OG0000292	Prbl.g_02128	Syak.g_01802
OG0000293	Prbl.g_02071	Syak.g_00910
OG0000294	Prbl.g_02072	Syak.g_00909
OG0000295	Prbl.g_00178	Syak.g_00863
OG0000296	Prbl.g_00180	Syak.g_00861
OG0000297	Prbl.g_01382	Syak.g_00848
OG0000298	Prbl.g_01383	Syak.g_00847
OG0000299	Prbl.g_01372	Syak.g_00820
OG0000300	Prbl.g_02582	Syak.g_00813
OG0000301	Prbl.g_02583	Syak.g_00812
OG0000302	Prbl.g_02586	Syak.g_00811
OG0000303	Prbl.g_00187	Syak.g_00674
OG0000304	Prbl.g_01102	Syak.g_00680
OG0000305	Prbl.g_00926	Syak.g_00732
OG0000306	Prbl.g_01586	Syak.g_00094
OG0000307	Prbl.g_00494	Syak.g_02556
OG0000308	Prbl.g_00492	Syak.g_02554
OG0000309	Prbl.g_00488	Syak.g_02549
OG0000310	Prbl.g_00160	Syak.g_00994
OG0000311	Prbl.g_00258	Syak.g_00999
OG0000312	Prbl.g_00254	Syak.g_01028
OG0000313	Prbl.g_00230	Syak.g_01046
OG0000314	Prbl.g_00699	Syak.g_01079
OG0000315	Prbl.g_00709	Syak.g_01090
OG0000316	Prbl.g_00441	Syak.g_02462
OG0000317	Prbl.g_00399	Syak.g_02419
OG0000318	Prbl.g_00393	Syak.g_02415
OG0000319	Prbl.g_00376	Syak.g_02399
OG0000320	Prbl.g_00374	Syak.g_02397
OG0000321	Prbl.g_00373	Syak.g_02396
OG0000322	Prbl.g_00372	Syak.g_02395
OG0000323	Prbl.g_00361	Syak.g_02380
OG0000324	Prbl.g_00332	Syak.g_02347
OG0000325	Prbl.g_02683	Syak.g_01391
OG0000326	Prbl.g_01059	Syak.g_01384
OG0000327	Prbl.g_00957	Syak.g_01350
OG0000328	Prbl.g_00958	Syak.g_01349
OG0000329	Prbl.g_00975	Syak.g_01331
OG0000330	Prbl.g_00976	Syak.g_01330
OG0000331	Prbl.g_00977	Syak.g_01329
OG0000332	Prbl.g_00992	Syak.g_01314
OG0000333	Prbl.g_00994	Syak.g_01311
OG0000334	Prbl.g_01131	Syak.g_01302
OG0000335	Prbl.g_01136	Syak.g_01298
OG0000336	Prbl.g_01140	Syak.g_01294
OG0000337	Prbl.g_00863	Syak.g_01555
OG0000338	Prbl.g_00859	Syak.g_01558
OG0000339	Prbl.g_00853	Syak.g_01566
OG0000340	Prbl.g_00841	Syak.g_01626
OG0000341	Prbl.g_00839	Syak.g_01628
OG0000342	Prbl.g_00838	Syak.g_01629
OG0000343	Prbl.g_01307	Syak.g_01631
OG0000344	Prbl.g_01304	Syak.g_01635
OG0000345	Prbl.g_01289	Syak.g_01645
OG0000346	Prbl.g_01284	Syak.g_01651
OG0000347	Prbl.g_02053	Syak.g_01694
OG0000348	Prbl.g_02016	Syak.g_01717
OG0000349	Prbl.g_01992	Syak.g_01740
OG0000350	Prbl.g_02195	Syak.g_01377
OG0000351	Prbl.g_02147	Syak.g_01823
OG0000352	Prbl.g_02146	Syak.g_01822
OG0000353	Prbl.g_02122	Syak.g_01796
OG0000354	Prbl.g_00789	Syak.g_02618
OG0000354	Prbl.g_01959	Syak.g_01775
OG0000355	Prbl.g_02120	Syak.g_01793
OG0000356	Prbl.g_02119	Syak.g_01792
OG0000357	Prbl.g_02118	Syak.g_01791
OG0000358	Prbl.g_02114	Syak.g_01787
OG0000359	Prbl.g_02112	Syak.g_01785
OG0000360	Prbl.g_02111	Syak.g_01784
OG0000361	Prbl.g_02110	Syak.g_01783
OG0000362	Prbl.g_02108	Syak.g_01781
OG0000363	Prbl.g_01955	Syak.g_01779
OG0000364	Prbl.g_01956	Syak.g_01778
OG0000365	Prbl.g_01965	Syak.g_01769
OG0000366	Prbl.g_01966	Syak.g_01768
OG0000367	Prbl.g_01967	Syak.g_01767
OG0000368	Prbl.g_01969	Syak.g_01765
OG0000369	Prbl.g_01970	Syak.g_01764
OG0000370	Prbl.g_01971	Syak.g_01763
OG0000371	Prbl.g_01980	Syak.g_01753
OG0000372	Prbl.g_01985	Syak.g_01748
OG0000373	Prbl.g_01986	Syak.g_01747
OG0000374	Prbl.g_01987	Syak.g_01746
OG0000375	Prbl.g_01988	Syak.g_01744
OG0000376	Prbl.g_01990	Syak.g_01742
OG0000377	Prbl.g_02244	Syak.g_01948
OG0000378	Prbl.g_02258	Syak.g_01968
OG0000379	Prbl.g_02274	Syak.g_01972
OG0000380	Prbl.g_00612	Syak.g_02256
OG0000381	Prbl.g_00607	Syak.g_02254
OG0000382	Prbl.g_00592	Syak.g_02236
OG0000383	Prbl.g_00590	Syak.g_02229
OG0000384	Prbl.g_00589	Syak.g_02228
OG0000385	Prbl.g_00588	Syak.g_02227
OG0000386	Prbl.g_00587	Syak.g_02226
OG0000387	Prbl.g_00561	Syak.g_02200
OG0000388	Prbl.g_00557	Syak.g_02196
OG0000389	Prbl.g_00553	Syak.g_02193, Syak.g_02345
OG0000390	Prbl.g_01331	Syak.g_02177
OG0000391	Prbl.g_01326	Syak.g_02172
OG0000392	Prbl.g_01320	Syak.g_02166
OG0000393	Prbl.g_01315	Syak.g_02163
OG0000394	Prbl.g_01314	Syak.g_02162
OG0000395	Prbl.g_01313	Syak.g_02161
OG0000396	Prbl.g_00827	Syak.g_02158
OG0000397	Prbl.g_00825	Syak.g_02156
OG0000398	Prbl.g_00820	Syak.g_02151
OG0000399	Prbl.g_00819	Syak.g_02150
OG0000400	Prbl.g_00818	Syak.g_02149
OG0000401	Prbl.g_00817	Syak.g_02148
OG0000402	Prbl.g_00815	Syak.g_02146
OG0000403	Prbl.g_00814	Syak.g_02145
OG0000404	Prbl.g_00812	Syak.g_02143
OG0000405	Prbl.g_00305	Syak.g_02131
OG0000406	Prbl.g_00301	Syak.g_02126
OG0000407	Prbl.g_00300	Syak.g_02125
OG0000408	Prbl.g_00298	Syak.g_02123
OG0000409	Prbl.g_00296	Syak.g_02121
OG0000410	Prbl.g_00295	Syak.g_02120
OG0000411	Prbl.g_00294	Syak.g_02119
OG0000412	Prbl.g_00293	Syak.g_02118
OG0000413	Prbl.g_00291	Syak.g_02116
OG0000415	Prbl.g_00289	Syak.g_02114
OG0000416	Prbl.g_00288	Syak.g_02113
OG0000417	Prbl.g_00287	Syak.g_02112
OG0000418	Prbl.g_00282	Syak.g_02107
OG0000419	Prbl.g_00280	Syak.g_02105
OG0000420	Prbl.g_00279	Syak.g_02103
OG0000421	Prbl.g_00275	Syak.g_02097
OG0000422	Prbl.g_00274	Syak.g_02096
OG0000423	Prbl.g_00273	Syak.g_02095
OG0000424	Prbl.g_00272	Syak.g_02094
OG0000425	Prbl.g_00271	Syak.g_02093
OG0000426	Prbl.g_00270	Syak.g_02092
OG0000427	Prbl.g_00269	Syak.g_02091
OG0000428	Prbl.g_02377	Syak.g_02088
OG0000429	Prbl.g_00066	Syak.g_02086
OG0000430	Prbl.g_00068	Syak.g_02084
OG0000431	Prbl.g_00072	Syak.g_02081
OG0000432	Prbl.g_00079	Syak.g_02075
OG0000433	Prbl.g_00082	Syak.g_02073
OG0000434	Prbl.g_00083	Syak.g_02072
OG0000435	Prbl.g_00086	Syak.g_02071
OG0000436	Prbl.g_00092	Syak.g_02064
OG0000437	Prbl.g_00093	Syak.g_02063
OG0000438	Prbl.g_00094	Syak.g_02062
OG0000439	Prbl.g_00096	Syak.g_02060
OG0000440	Prbl.g_00097	Syak.g_02059
OG0000441	Prbl.g_00104	Syak.g_02053
OG0000442	Prbl.g_00105	Syak.g_02043
OG0000443	Prbl.g_01283	Syak.g_02041
OG0000444	Prbl.g_00127	Syak.g_02022
OG0000445	Prbl.g_00126	Syak.g_02015
OG0000446	Prbl.g_00124	Syak.g_02013
OG0000447	Prbl.g_01244	Syak.g_02006
OG0000448	Prbl.g_01245	Syak.g_02005
OG0000449	Prbl.g_01246	Syak.g_02004
OG0000450	Prbl.g_01252	Syak.g_01998
OG0000451	Prbl.g_01253	Syak.g_01997
OG0000452	Prbl.g_01258	Syak.g_01993
OG0000453	Prbl.g_01259	Syak.g_01992
OG0000454	Prbl.g_01260	Syak.g_01991
OG0000455	Prbl.g_01261	Syak.g_01990
OG0000456	Prbl.g_01262	Syak.g_01989
OG0000457	Prbl.g_01264	Syak.g_01987
OG0000458	Prbl.g_01265	Syak.g_01986
OG0000459	Prbl.g_01266	Syak.g_01985
OG0000460	Prbl.g_01923	Syak.g_02303
OG0000461	Prbl.g_02679	Syak.g_01402
OG0000462	Prbl.g_02666	Syak.g_01405
OG0000463	Prbl.g_01516	Syak.g_01406
OG0000464	Prbl.g_01515	Syak.g_01407
OG0000465	Prbl.g_01513	Syak.g_01409
OG0000466	Prbl.g_01508	Syak.g_01414
OG0000467	Prbl.g_01506	Syak.g_01416
OG0000468	Prbl.g_01499	Syak.g_01421
OG0000469	Prbl.g_01486	Syak.g_01436
OG0000470	Prbl.g_01473	Syak.g_01438
OG0000471	Prbl.g_01472	Syak.g_01439
OG0000472	Prbl.g_01470	Syak.g_01441
OG0000473	Prbl.g_01468	Syak.g_01443
OG0000474	Prbl.g_01467	Syak.g_01444
OG0000475	Prbl.g_01466	Syak.g_01445
OG0000476	Prbl.g_01464	Syak.g_01447
OG0000477	Prbl.g_01459	Syak.g_01453
OG0000478	Prbl.g_01458	Syak.g_01454
OG0000479	Prbl.g_01457	Syak.g_01455
OG0000480	Prbl.g_01450	Syak.g_01462
OG0000481	Prbl.g_01448	Syak.g_01464
OG0000482	Prbl.g_01447	Syak.g_01465
OG0000483	Prbl.g_01443	Syak.g_01469
OG0000484	Prbl.g_01442	Syak.g_01470
OG0000485	Prbl.g_01441	Syak.g_01472
OG0000486	Prbl.g_01440	Syak.g_01473
OG0000487	Prbl.g_01435	Syak.g_01479
OG0000488	Prbl.g_01431	Syak.g_01483
OG0000489	Prbl.g_01420	Syak.g_01499
OG0000490	Prbl.g_01414	Syak.g_01507
OG0000491	Prbl.g_01413	Syak.g_01511
OG0000492	Prbl.g_00909	Syak.g_01513
OG0000493	Prbl.g_00908	Syak.g_01514
OG0000494	Prbl.g_00907	Syak.g_01515
OG0000495	Prbl.g_00906	Syak.g_01516
OG0000496	Prbl.g_00905	Syak.g_01517
OG0000497	Prbl.g_00904	Syak.g_01518
OG0000498	Prbl.g_00903	Syak.g_01519
OG0000499	Prbl.g_00902	Syak.g_01520
OG0000500	Prbl.g_00901	Syak.g_01521
OG0000501	Prbl.g_00898	Syak.g_01524
OG0000502	Prbl.g_00886	Syak.g_01538
OG0000503	Prbl.g_01201	Syak.g_01246
OG0000504	Prbl.g_01203	Syak.g_01244
OG0000505	Prbl.g_01204	Syak.g_01243
OG0000506	Prbl.g_01206	Syak.g_01241
OG0000507	Prbl.g_01210	Syak.g_01235
OG0000508	Prbl.g_01217	Syak.g_01231
OG0000509	Prbl.g_01219	Syak.g_01229
OG0000510	Prbl.g_01220	Syak.g_01228
OG0000511	Prbl.g_01221	Syak.g_01227
OG0000512	Prbl.g_01223	Syak.g_01225
OG0000513	Prbl.g_02678	Syak.g_01211
OG0000514	Prbl.g_00676	Syak.g_01204
OG0000515	Prbl.g_00675	Syak.g_01203
OG0000516	Prbl.g_00663	Syak.g_01199
OG0000517	Prbl.g_00653	Syak.g_01192
OG0000518	Prbl.g_00641	Syak.g_01180
OG0000519	Prbl.g_00640	Syak.g_01179
OG0000520	Prbl.g_00639	Syak.g_01178
OG0000521	Prbl.g_00625	Syak.g_01167
OG0000522	Prbl.g_00623	Syak.g_01163
OG0000523	Prbl.g_00622	Syak.g_01162
OG0000524	Prbl.g_01364	Syak.g_01149
OG0000525	Prbl.g_01348	Syak.g_01130
OG0000526	Prbl.g_01346	Syak.g_01127
OG0000527	Prbl.g_01342	Syak.g_01120
OG0000528	Prbl.g_00506	Syak.g_02570
OG0000529	Prbl.g_00512	Syak.g_02575
OG0000530	Prbl.g_00515	Syak.g_02578
OG0000531	Prbl.g_00516	Syak.g_02579
OG0000532	Prbl.g_00519	Syak.g_02582
OG0000533	Prbl.g_00521	Syak.g_02584
OG0000534	Prbl.g_00522	Syak.g_02585
OG0000535	Prbl.g_00523	Syak.g_02586
OG0000536	Prbl.g_00524	Syak.g_02587
OG0000537	Prbl.g_00525	Syak.g_02588
OG0000538	Prbl.g_00536	Syak.g_02600
OG0000539	Prbl.g_00806	Syak.g_02601
OG0000540	Prbl.g_00805	Syak.g_02602
OG0000541	Prbl.g_00804	Syak.g_02603
OG0000542	Prbl.g_00801	Syak.g_02606
OG0000543	Prbl.g_00799	Syak.g_02608
OG0000544	Prbl.g_00798	Syak.g_02609
OG0000545	Prbl.g_00797	Syak.g_02611
OG0000546	Prbl.g_00794	Syak.g_02613
OG0000547	Prbl.g_00792	Syak.g_02615
OG0000548	Prbl.g_00791	Syak.g_02616
OG0000549	Prbl.g_00785	Syak.g_02622
OG0000550	Prbl.g_00780	Syak.g_02626
OG0000551	Prbl.g_00776	Syak.g_02631
OG0000552	Prbl.g_00775	Syak.g_02632
OG0000553	Prbl.g_00770	Syak.g_02636
OG0000554	Prbl.g_00765	Syak.g_02641
OG0000555	Prbl.g_00747	Syak.g_02657
OG0000556	Prbl.g_02645	Syak.g_02661
OG0000557	Prbl.g_01878	Syak.g_02663
OG0000558	Prbl.g_01881	Syak.g_02666
OG0000559	Prbl.g_01885	Syak.g_02670
OG0000560	Prbl.g_01888	Syak.g_02672
OG0000561	Prbl.g_01889	Syak.g_02673
OG0000562	Prbl.g_01890	Syak.g_02674
OG0000563	Prbl.g_01891	Syak.g_02675
