Orthogroup	Prbl	Prah
OG0000031	Prbl.g_00835, Prbl.g_00830	Prah.g_02248
OG0000032	Prbl.g_00712	Prah.g_00358
OG0000032	Prbl.g_00889	Prah.g_02196
OG0000033	Prbl.g_00278	Prah.g_02307
OG0000034	Prbl.g_01734	Prah.g_01376
OG0000035	Prbl.g_00242	Prah.g_00408
OG0000036	Prbl.g_01476, Prbl.g_00741	Prah.g_01133
OG0000036	Prbl.g_00807, Prbl.g_01129, Prbl.g_02649, Prbl.g_00264, Prbl.g_02665, Prbl.g_00734, Prbl.g_00065	Prah.g_01478
OG0000036	Prbl.g_00465	Prah.g_00393, Prah.g_01061, Prah.g_01606
OG0000037	Prbl.g_00548	Prah.g_01901
OG0000038	Prbl.g_02235	Prah.g_02494
OG0000038	Prbl.g_02233	Prah.g_02496
OG0000039	Prbl.g_00318	Prah.g_01758
OG0000039	Prbl.g_01272	Prah.g_02382
OG0000041	Prbl.g_00339	Prah.g_01737
OG0000042	Prbl.g_01236	Prah.g_00135
OG0000042	Prbl.g_01121	Prah.g_01256
OG0000044	Prbl.g_01937	Prah.g_00994, Prah.g_00343
OG0000045	Prbl.g_00609	Prah.g_01837
OG0000046	Prbl.g_01184	Prah.g_01955
OG0000047	Prbl.g_00719	Prah.g_00353
OG0000047	Prbl.g_01574	Prah.g_00321, Prah.g_00322
OG0000048	Prbl.g_01465	Prah.g_02122
OG0000051	Prbl.g_01677	Prah.g_01166
OG0000051	Prbl.g_02385	Prah.g_00717
OG0000052	Prbl.g_00870	Prah.g_02219
OG0000053	Prbl.g_00691	Prah.g_00381
OG0000054	Prbl.g_01752	Prah.g_01394
OG0000056	Prbl.g_01599	Prah.g_00543
OG0000056	Prbl.g_01171	Prah.g_01968
OG0000057	Prbl.g_00025	Prah.g_01027
OG0000058	Prbl.g_00890	Prah.g_02195
OG0000059	Prbl.g_00952	Prah.g_02043
OG0000060	Prbl.g_00508	Prah.g_01569
OG0000061	Prbl.g_02084	Prah.g_01322
OG0000062	Prbl.g_00417	Prah.g_01654
OG0000063	Prbl.g_01981	Prah.g_00042
OG0000065	Prbl.g_00552	Prah.g_01897
OG0000066	Prbl.g_00752	Prah.g_01485
OG0000067	Prbl.g_02335	Prah.g_00667
OG0000068	Prbl.g_00502	Prah.g_01576
OG0000070	Prbl.g_00634	Prah.g_00252
OG0000071	Prbl.g_01722	Prah.g_01364
OG0000072	Prbl.g_00276	Prah.g_02309
OG0000073	Prbl.g_00533	Prah.g_01544
OG0000075	Prbl.g_00855	Prah.g_02232
OG0000076	Prbl.g_01285	Prah.g_00150
OG0000077	Prbl.g_00596	Prah.g_01850
OG0000078	Prbl.g_00193	Prah.g_01773
OG0000079	Prbl.g_01505	Prah.g_02090
OG0000081	Prbl.g_00032	Prah.g_01035
OG0000082	Prbl.g_01783	Prah.g_01427
OG0000084	Prbl.g_00246	Prah.g_00412
OG0000085	Prbl.g_00405	Prah.g_01666
OG0000086	Prbl.g_00583	Prah.g_01866
OG0000087	Prbl.g_00810	Prah.g_02268
OG0000088	Prbl.g_00281	Prah.g_02304
OG0000088	Prbl.g_01838	Prah.g_00957
OG0000089	Prbl.g_02674	Prah.g_00205
OG0000090	Prbl.g_00766	Prah.g_01501
OG0000091	Prbl.g_01647	Prah.g_00493
OG0000093	Prbl.g_02359	Prah.g_00692
OG0000094	Prbl.g_02209	Prah.g_02518
OG0000095	Prbl.g_00927	Prah.g_00915
OG0000097	Prbl.g_02579	Prah.g_01272
OG0000098	Prbl.g_00722	Prah.g_00327
OG0000099	Prbl.g_00893	Prah.g_02191
OG0000100	Prbl.g_01914	Prah.g_01791
OG0000100	Prbl.g_02305	Prah.g_00636
OG0000101	Prbl.g_01000	Prah.g_01995
OG0000102	Prbl.g_02636	Prah.g_00144
OG0000103	Prbl.g_02139	Prah.g_02586
OG0000104	Prbl.g_02125	Prah.g_02600
OG0000105	Prbl.g_01461	Prah.g_02126
OG0000106	Prbl.g_00411	Prah.g_01660
OG0000107	Prbl.g_02681	Prah.g_02072
OG0000108	Prbl.g_00511	Prah.g_01566
OG0000109	Prbl.g_00527	Prah.g_01550
OG0000110	Prbl.g_01795	Prah.g_01439
OG0000111	Prbl.g_00026	Prah.g_01028
OG0000112	Prbl.g_02470	Prah.g_00788
OG0000113	Prbl.g_02310	Prah.g_00641
OG0000114	Prbl.g_02407	Prah.g_00733
OG0000115	Prbl.g_00687	Prah.g_00383
OG0000116	Prbl.g_02069	Prah.g_01337
OG0000117	Prbl.g_01384	Prah.g_01257
OG0000118	Prbl.g_01736	Prah.g_01378
OG0000119	Prbl.g_00007	Prah.g_01007
OG0000119	Prbl.g_00046	Prah.g_01048
OG0000120	Prbl.g_00892	Prah.g_02192
OG0000121	Prbl.g_00234, Prbl.g_00240	Prah.g_00406
OG0000122	Prbl.g_01808	Prah.g_01203
OG0000123	Prbl.g_01135	Prah.g_01987
OG0000124	Prbl.g_02054	Prah.g_00125
OG0000125	Prbl.g_02231	Prah.g_02498
OG0000126	Prbl.g_02127	Prah.g_02598
OG0000127	Prbl.g_01022	Prah.g_01083
OG0000128	Prbl.g_02109	Prah.g_00013
OG0000129	Prbl.g_02243	Prah.g_02486
OG0000130	Prbl.g_00608	Prah.g_01838
OG0000131	Prbl.g_00303	Prah.g_02282
OG0000132	Prbl.g_00283	Prah.g_02302
OG0000133	Prbl.g_00897	Prah.g_02187
OG0000134	Prbl.g_02677	Prah.g_00208
OG0000135	Prbl.g_02190	Prah.g_02538
OG0000136	Prbl.g_00647	Prah.g_00235
OG0000137	Prbl.g_01340	Prah.g_00312
OG0000138	Prbl.g_00528	Prah.g_01549
OG0000139	Prbl.g_00760	Prah.g_01495
OG0000140	Prbl.g_00754	Prah.g_01489
OG0000141	Prbl.g_01751	Prah.g_01393
OG0000142	Prbl.g_01639	Prah.g_00501
OG0000143	Prbl.g_01643	Prah.g_00497
OG0000144	Prbl.g_01042	Prah.g_00473
OG0000145	Prbl.g_00534	Prah.g_01543
OG0000146	Prbl.g_02469	Prah.g_00787
OG0000147	Prbl.g_02468	Prah.g_00786
OG0000148	Prbl.g_02316	Prah.g_00649
OG0000149	Prbl.g_01552	Prah.g_00591
OG0000150	Prbl.g_01576	Prah.g_00568
OG0000151	Prbl.g_02386	Prah.g_00718
OG0000152	Prbl.g_02478	Prah.g_00796
OG0000153	Prbl.g_02505	Prah.g_00826
OG0000154	Prbl.g_02532	Prah.g_00852
OG0000155	Prbl.g_00185	Prah.g_01291
OG0000156	Prbl.g_00115	Prah.g_01349
OG0000157	Prbl.g_00114	Prah.g_01350
OG0000158	Prbl.g_00843	Prah.g_02242
OG0000160	Prbl.g_00241	Prah.g_00407
OG0000161	Prbl.g_00227	Prah.g_00399
OG0000162	Prbl.g_00221	Prah.g_00391
OG0000163	Prbl.g_00452	Prah.g_01619
OG0000164	Prbl.g_00365	Prah.g_01705
OG0000165	Prbl.g_00356	Prah.g_01716
OG0000166	Prbl.g_00962	Prah.g_02033
OG0000167	Prbl.g_00857	Prah.g_02230
OG0000168	Prbl.g_00842	Prah.g_02243
OG0000169	Prbl.g_01302	Prah.g_00163
OG0000170	Prbl.g_01290	Prah.g_00155
OG0000171	Prbl.g_02055	Prah.g_00126
OG0000172	Prbl.g_02021	Prah.g_00084
OG0000173	Prbl.g_02000	Prah.g_00061
OG0000174	Prbl.g_02188	Prah.g_02541
OG0000175	Prbl.g_02150	Prah.g_02575
OG0000176	Prbl.g_02117	Prah.g_00005
OG0000177	Prbl.g_02116	Prah.g_00006
OG0000178	Prbl.g_02115	Prah.g_00007
OG0000179	Prbl.g_01961	Prah.g_00022
OG0000180	Prbl.g_01962	Prah.g_00023
OG0000181	Prbl.g_01963	Prah.g_00024
OG0000182	Prbl.g_01964	Prah.g_00025
OG0000183	Prbl.g_01968	Prah.g_00029
OG0000184	Prbl.g_02251	Prah.g_02478
OG0000185	Prbl.g_02273	Prah.g_02458
OG0000186	Prbl.g_00614	Prah.g_01830
OG0000187	Prbl.g_00613	Prah.g_01833
OG0000188	Prbl.g_00591	Prah.g_01860
OG0000189	Prbl.g_00565	Prah.g_01884
OG0000190	Prbl.g_00563	Prah.g_01886
OG0000191	Prbl.g_01325	Prah.g_00188
OG0000192	Prbl.g_01316	Prah.g_00176, Prah.g_00180
OG0000193	Prbl.g_00302	Prah.g_02283
OG0000194	Prbl.g_00299	Prah.g_02286
OG0000195	Prbl.g_00297	Prah.g_02288
OG0000196	Prbl.g_00286	Prah.g_02299
OG0000197	Prbl.g_00285	Prah.g_02300
OG0000198	Prbl.g_00284	Prah.g_02301
OG0000199	Prbl.g_00277	Prah.g_02308
OG0000200	Prbl.g_00069	Prah.g_02324
OG0000201	Prbl.g_00088	Prah.g_02352
OG0000202	Prbl.g_00089	Prah.g_02353
OG0000203	Prbl.g_00090	Prah.g_02354
OG0000204	Prbl.g_00091	Prah.g_02355
OG0000205	Prbl.g_00098	Prah.g_02362
OG0000206	Prbl.g_01282	Prah.g_02371
OG0000207	Prbl.g_00130	Prah.g_02420
OG0000208	Prbl.g_00129	Prah.g_02419
OG0000209	Prbl.g_01256	Prah.g_02400
OG0000210	Prbl.g_01257	Prah.g_02399
OG0000211	Prbl.g_01922	Prah.g_01782
OG0000212	Prbl.g_00192	Prah.g_01772
OG0000213	Prbl.g_01496	Prah.g_02101
OG0000214	Prbl.g_01469	Prah.g_02118
OG0000215	Prbl.g_01439	Prah.g_02148
OG0000216	Prbl.g_01436	Prah.g_02151
OG0000217	Prbl.g_01432	Prah.g_02155
OG0000218	Prbl.g_01428	Prah.g_02157
OG0000219	Prbl.g_01427	Prah.g_02158
OG0000220	Prbl.g_01426	Prah.g_02159
OG0000221	Prbl.g_01421	Prah.g_02166
OG0000222	Prbl.g_00911	Prah.g_02174
OG0000223	Prbl.g_00888	Prah.g_02197
OG0000224	Prbl.g_00877	Prah.g_02207
OG0000225	Prbl.g_01218	Prah.g_01921
OG0000226	Prbl.g_01222	Prah.g_01917
OG0000227	Prbl.g_01224	Prah.g_01915
OG0000228	Prbl.g_02673	Prah.g_00204
OG0000229	Prbl.g_00652	Prah.g_00230
OG0000230	Prbl.g_00650	Prah.g_00232
OG0000231	Prbl.g_00635	Prah.g_00251
OG0000232	Prbl.g_00619	Prah.g_00261
OG0000233	Prbl.g_01360	Prah.g_00294
OG0000234	Prbl.g_01339	Prah.g_00313, Prah.g_00314
OG0000235	Prbl.g_00510	Prah.g_01567
OG0000236	Prbl.g_00526	Prah.g_01551
OG0000237	Prbl.g_00800	Prah.g_01534
OG0000238	Prbl.g_00795	Prah.g_01529
OG0000239	Prbl.g_00779	Prah.g_01513
OG0000240	Prbl.g_00778	Prah.g_01512
OG0000241	Prbl.g_01526	Prah.g_01094
OG0000242	Prbl.g_00768	Prah.g_00108, Prah.g_01503
OG0000243	Prbl.g_02647	Prah.g_01476
OG0000244	Prbl.g_01879	Prah.g_01472
OG0000245	Prbl.g_01882	Prah.g_01469
OG0000246	Prbl.g_01886	Prah.g_01465
OG0000247	Prbl.g_01897	Prah.g_01454
OG0000248	Prbl.g_01900	Prah.g_01451
OG0000249	Prbl.g_01902	Prah.g_01449
OG0000250	Prbl.g_01799	Prah.g_01443
OG0000251	Prbl.g_01775	Prah.g_01417
OG0000252	Prbl.g_01772	Prah.g_01414
OG0000253	Prbl.g_01766	Prah.g_01408
OG0000254	Prbl.g_01747	Prah.g_01389
OG0000255	Prbl.g_01612	Prah.g_00530
OG0000256	Prbl.g_01626	Prah.g_00516
OG0000257	Prbl.g_01632	Prah.g_00509
OG0000258	Prbl.g_01655	Prah.g_00486
OG0000259	Prbl.g_01406	Prah.g_00457
OG0000260	Prbl.g_01403	Prah.g_00454
OG0000261	Prbl.g_01400	Prah.g_00451
OG0000262	Prbl.g_01395	Prah.g_00445
OG0000263	Prbl.g_01242	Prah.g_02413
OG0000264	Prbl.g_01859	Prah.g_00974
OG0000265	Prbl.g_01839	Prah.g_00958
OG0000265	Prbl.g_02567	Prah.g_00887
OG0000266	Prbl.g_02556	Prah.g_00876
OG0000267	Prbl.g_02431	Prah.g_00751
OG0000268	Prbl.g_02432	Prah.g_00752
OG0000269	Prbl.g_02340	Prah.g_00672
OG0000270	Prbl.g_02337	Prah.g_00669
OG0000271	Prbl.g_02329	Prah.g_00661
OG0000272	Prbl.g_02328	Prah.g_00660
OG0000273	Prbl.g_01534	Prah.g_00609
OG0000274	Prbl.g_01535	Prah.g_00608
OG0000275	Prbl.g_01538	Prah.g_00605
OG0000276	Prbl.g_01544	Prah.g_00599
OG0000277	Prbl.g_01545	Prah.g_00598
OG0000278	Prbl.g_01548	Prah.g_00595
OG0000279	Prbl.g_01556	Prah.g_00587
OG0000280	Prbl.g_01562	Prah.g_00581
OG0000281	Prbl.g_01577	Prah.g_00566
OG0000282	Prbl.g_02405	Prah.g_00731
OG0000283	Prbl.g_02443	Prah.g_00761
OG0000284	Prbl.g_02449	Prah.g_00767
OG0000285	Prbl.g_01688	Prah.g_01178
OG0000286	Prbl.g_02477	Prah.g_00795
OG0000287	Prbl.g_02608	Prah.g_01131
OG0000288	Prbl.g_02531	Prah.g_00851
OG0000289	Prbl.g_02544	Prah.g_00864
OG0000290	Prbl.g_00930	Prah.g_00912
OG0000291	Prbl.g_00928	Prah.g_00914
OG0000292	Prbl.g_02128	Prah.g_02597
OG0000293	Prbl.g_02071	Prah.g_01336
OG0000294	Prbl.g_02072	Prah.g_01335
OG0000295	Prbl.g_00178	Prah.g_01298
OG0000296	Prbl.g_00180	Prah.g_01296
OG0000297	Prbl.g_01382	Prah.g_01259
OG0000298	Prbl.g_01383	Prah.g_01258
OG0000299	Prbl.g_01372	Prah.g_01268
OG0000300	Prbl.g_02582	Prah.g_01275
OG0000301	Prbl.g_02583	Prah.g_01276
OG0000302	Prbl.g_02586	Prah.g_01279
OG0000303	Prbl.g_00187	Prah.g_01289
OG0000304	Prbl.g_01102	Prah.g_01237, Prah.g_01238
OG0000305	Prbl.g_00926	Prah.g_00918
OG0000306	Prbl.g_01586	Prah.g_00560
OG0000307	Prbl.g_00494	Prah.g_01584
OG0000308	Prbl.g_00492	Prah.g_01586
OG0000309	Prbl.g_00488	Prah.g_01590
OG0000310	Prbl.g_00160	Prah.g_00428
OG0000311	Prbl.g_00258	Prah.g_00424
OG0000312	Prbl.g_00254	Prah.g_00420
OG0000313	Prbl.g_00230	Prah.g_00402
OG0000314	Prbl.g_00699	Prah.g_00371
OG0000315	Prbl.g_00709	Prah.g_00361
OG0000316	Prbl.g_00441	Prah.g_01631
OG0000317	Prbl.g_00399	Prah.g_01672
OG0000318	Prbl.g_00393	Prah.g_01677
OG0000319	Prbl.g_00376	Prah.g_01694
OG0000320	Prbl.g_00374	Prah.g_01696
OG0000321	Prbl.g_00373	Prah.g_01697
OG0000322	Prbl.g_00372	Prah.g_01698
OG0000323	Prbl.g_00361	Prah.g_01710
OG0000324	Prbl.g_00332	Prah.g_01744
OG0000325	Prbl.g_02683	Prah.g_02071
OG0000326	Prbl.g_01059	Prah.g_02064
OG0000327	Prbl.g_00957	Prah.g_02038
OG0000328	Prbl.g_00958	Prah.g_02037
OG0000329	Prbl.g_00975	Prah.g_02020
OG0000330	Prbl.g_00976	Prah.g_02019
OG0000331	Prbl.g_00977	Prah.g_02018
OG0000332	Prbl.g_00992	Prah.g_02003
OG0000333	Prbl.g_00994	Prah.g_02001
OG0000334	Prbl.g_01131	Prah.g_01991
OG0000335	Prbl.g_01136	Prah.g_01986
OG0000336	Prbl.g_01140	Prah.g_01982
OG0000337	Prbl.g_00863	Prah.g_02224
OG0000338	Prbl.g_00859	Prah.g_02227
OG0000339	Prbl.g_00853	Prah.g_02234
OG0000340	Prbl.g_00841	Prah.g_02244
OG0000341	Prbl.g_00839	Prah.g_02246
OG0000342	Prbl.g_00838	Prah.g_02247
OG0000343	Prbl.g_01307	Prah.g_00168
OG0000344	Prbl.g_01304	Prah.g_00165
OG0000345	Prbl.g_01289	Prah.g_00154
OG0000346	Prbl.g_01284	Prah.g_00149
OG0000347	Prbl.g_02053	Prah.g_00089
OG0000348	Prbl.g_02016	Prah.g_00078
OG0000349	Prbl.g_01992	Prah.g_00053
OG0000350	Prbl.g_02195	Prah.g_02533
OG0000351	Prbl.g_02147	Prah.g_02578
OG0000352	Prbl.g_02146	Prah.g_02579
OG0000353	Prbl.g_02122	Prah.g_02603
OG0000354	Prbl.g_00789	Prah.g_01523
OG0000354	Prbl.g_01959	Prah.g_00020
OG0000355	Prbl.g_02120	Prah.g_00002
OG0000356	Prbl.g_02119	Prah.g_00003
OG0000357	Prbl.g_02118	Prah.g_00004
OG0000358	Prbl.g_02114	Prah.g_00008
OG0000359	Prbl.g_02112	Prah.g_00010
OG0000360	Prbl.g_02111	Prah.g_00011
OG0000361	Prbl.g_02110	Prah.g_00012
OG0000362	Prbl.g_02108	Prah.g_00014
OG0000363	Prbl.g_01955	Prah.g_00016
OG0000364	Prbl.g_01956	Prah.g_00017
OG0000365	Prbl.g_01965	Prah.g_00026
OG0000366	Prbl.g_01966	Prah.g_00027
OG0000367	Prbl.g_01967	Prah.g_00028
OG0000368	Prbl.g_01969	Prah.g_00030
OG0000369	Prbl.g_01970	Prah.g_00031
OG0000370	Prbl.g_01971	Prah.g_00032
OG0000371	Prbl.g_01980	Prah.g_00041
OG0000372	Prbl.g_01985	Prah.g_00046
OG0000373	Prbl.g_01986	Prah.g_00047
OG0000374	Prbl.g_01987	Prah.g_00048
OG0000375	Prbl.g_01988	Prah.g_00049
OG0000376	Prbl.g_01990	Prah.g_00051
OG0000377	Prbl.g_02244	Prah.g_02485
OG0000378	Prbl.g_02258	Prah.g_02471
OG0000379	Prbl.g_02274	Prah.g_02457
OG0000380	Prbl.g_00612	Prah.g_01834
OG0000381	Prbl.g_00607	Prah.g_01839
OG0000382	Prbl.g_00592	Prah.g_01859
OG0000383	Prbl.g_00590	Prah.g_01861
OG0000384	Prbl.g_00589	Prah.g_01862
OG0000385	Prbl.g_00588	Prah.g_01863
OG0000386	Prbl.g_00587	Prah.g_01864
OG0000387	Prbl.g_00561	Prah.g_01888
OG0000388	Prbl.g_00557	Prah.g_01892
OG0000389	Prbl.g_00553	Prah.g_01896
OG0000390	Prbl.g_01331	Prah.g_00194
OG0000391	Prbl.g_01326	Prah.g_00189
OG0000392	Prbl.g_01320	Prah.g_00183
OG0000393	Prbl.g_01315	Prah.g_00175
OG0000394	Prbl.g_01314	Prah.g_00174
OG0000395	Prbl.g_01313	Prah.g_00173
OG0000396	Prbl.g_00827	Prah.g_02252
OG0000397	Prbl.g_00825	Prah.g_02254
OG0000398	Prbl.g_00820	Prah.g_02259
OG0000399	Prbl.g_00819	Prah.g_02260
OG0000400	Prbl.g_00818	Prah.g_02261
OG0000401	Prbl.g_00817	Prah.g_02262
OG0000402	Prbl.g_00815	Prah.g_02264
OG0000403	Prbl.g_00814	Prah.g_02265
OG0000405	Prbl.g_00305	Prah.g_02280
OG0000406	Prbl.g_00301	Prah.g_02284
OG0000407	Prbl.g_00300	Prah.g_02285
OG0000408	Prbl.g_00298	Prah.g_02287
OG0000409	Prbl.g_00296	Prah.g_02289
OG0000410	Prbl.g_00295	Prah.g_02290
OG0000411	Prbl.g_00294	Prah.g_02291
OG0000412	Prbl.g_00293	Prah.g_02292
OG0000413	Prbl.g_00291	Prah.g_02294
OG0000414	Prbl.g_00290	Prah.g_02295
OG0000415	Prbl.g_00289	Prah.g_02296
OG0000416	Prbl.g_00288	Prah.g_02297
OG0000417	Prbl.g_00287	Prah.g_02298
OG0000418	Prbl.g_00282	Prah.g_02303
OG0000419	Prbl.g_00280	Prah.g_02305
OG0000420	Prbl.g_00279	Prah.g_02306
OG0000421	Prbl.g_00275	Prah.g_02310
OG0000422	Prbl.g_00274	Prah.g_02311
OG0000423	Prbl.g_00273	Prah.g_02312
OG0000424	Prbl.g_00272	Prah.g_02313
OG0000425	Prbl.g_00271	Prah.g_02314
OG0000426	Prbl.g_00270	Prah.g_02315
OG0000427	Prbl.g_00269	Prah.g_02316
OG0000428	Prbl.g_02377	Prah.g_00709
OG0000429	Prbl.g_00066	Prah.g_02321
OG0000430	Prbl.g_00068	Prah.g_02323
OG0000431	Prbl.g_00072	Prah.g_02334
OG0000432	Prbl.g_00079	Prah.g_02341
OG0000433	Prbl.g_00082	Prah.g_02344
OG0000434	Prbl.g_00083	Prah.g_02345
OG0000435	Prbl.g_00086	Prah.g_02350
OG0000436	Prbl.g_00092	Prah.g_02356
OG0000437	Prbl.g_00093	Prah.g_02357
OG0000438	Prbl.g_00094	Prah.g_02358
OG0000439	Prbl.g_00096	Prah.g_02360
OG0000440	Prbl.g_00097	Prah.g_02361
OG0000441	Prbl.g_00104	Prah.g_02364
OG0000442	Prbl.g_00105	Prah.g_02365
OG0000443	Prbl.g_01283	Prah.g_02370
OG0000444	Prbl.g_00127	Prah.g_02418
OG0000445	Prbl.g_00126	Prah.g_02417
OG0000446	Prbl.g_00124	Prah.g_02415
OG0000447	Prbl.g_01244	Prah.g_02411
OG0000448	Prbl.g_01245	Prah.g_02410
OG0000449	Prbl.g_01246	Prah.g_02409
OG0000450	Prbl.g_01252	Prah.g_02403
OG0000451	Prbl.g_01253	Prah.g_02402
OG0000452	Prbl.g_01258	Prah.g_02398
OG0000453	Prbl.g_01259	Prah.g_02397
OG0000454	Prbl.g_01260	Prah.g_02396
OG0000455	Prbl.g_01261	Prah.g_02395
OG0000456	Prbl.g_01262	Prah.g_02394
OG0000457	Prbl.g_01264	Prah.g_02392
OG0000458	Prbl.g_01265	Prah.g_02391
OG0000459	Prbl.g_01266	Prah.g_02390
OG0000460	Prbl.g_01923	Prah.g_01781
OG0000461	Prbl.g_02679	Prah.g_02074
OG0000462	Prbl.g_02666	Prah.g_02078
OG0000463	Prbl.g_01516	Prah.g_02079
OG0000464	Prbl.g_01515	Prah.g_02080
OG0000465	Prbl.g_01513	Prah.g_02082
OG0000466	Prbl.g_01508	Prah.g_02087
OG0000467	Prbl.g_01506	Prah.g_02089
OG0000468	Prbl.g_01499	Prah.g_02098
OG0000469	Prbl.g_01486	Prah.g_02111
OG0000470	Prbl.g_01473	Prah.g_02114
OG0000471	Prbl.g_01472	Prah.g_02115
OG0000472	Prbl.g_01470	Prah.g_02117
OG0000473	Prbl.g_01468	Prah.g_02119
OG0000474	Prbl.g_01467	Prah.g_02120
OG0000475	Prbl.g_01466	Prah.g_02121
OG0000476	Prbl.g_01464	Prah.g_02123
OG0000477	Prbl.g_01459	Prah.g_02128
OG0000478	Prbl.g_01458	Prah.g_02129
OG0000479	Prbl.g_01457	Prah.g_02130
OG0000480	Prbl.g_01450	Prah.g_02137
OG0000481	Prbl.g_01448	Prah.g_02139
OG0000482	Prbl.g_01447	Prah.g_02140
OG0000483	Prbl.g_01443	Prah.g_02144
OG0000484	Prbl.g_01442	Prah.g_02145
OG0000485	Prbl.g_01441	Prah.g_02146
OG0000486	Prbl.g_01440	Prah.g_02147
OG0000487	Prbl.g_01435	Prah.g_02152
OG0000488	Prbl.g_01431	Prah.g_02156
OG0000489	Prbl.g_01420	Prah.g_02167
OG0000490	Prbl.g_01414	Prah.g_02172
OG0000491	Prbl.g_01413	Prah.g_02173
OG0000492	Prbl.g_00909	Prah.g_02175
OG0000493	Prbl.g_00908	Prah.g_02176
OG0000494	Prbl.g_00907	Prah.g_02177
OG0000495	Prbl.g_00906	Prah.g_02178
OG0000496	Prbl.g_00905	Prah.g_02179
OG0000497	Prbl.g_00904	Prah.g_02180
OG0000498	Prbl.g_00903	Prah.g_02181
OG0000499	Prbl.g_00902	Prah.g_02182
OG0000500	Prbl.g_00901	Prah.g_02183
OG0000501	Prbl.g_00898	Prah.g_02186
OG0000502	Prbl.g_00886	Prah.g_02199
OG0000503	Prbl.g_01201	Prah.g_01940
OG0000504	Prbl.g_01203	Prah.g_01938
OG0000505	Prbl.g_01204	Prah.g_01937
OG0000506	Prbl.g_01206	Prah.g_01935
OG0000507	Prbl.g_01210	Prah.g_01930
OG0000508	Prbl.g_01217	Prah.g_01922
OG0000509	Prbl.g_01219	Prah.g_01920
OG0000510	Prbl.g_01220	Prah.g_01919
OG0000511	Prbl.g_01221	Prah.g_01918
OG0000512	Prbl.g_01223	Prah.g_01916
OG0000513	Prbl.g_02678	Prah.g_00209
OG0000514	Prbl.g_00676	Prah.g_00218
OG0000515	Prbl.g_00675	Prah.g_00219
OG0000516	Prbl.g_00663	Prah.g_00221
OG0000517	Prbl.g_00653	Prah.g_00229
OG0000518	Prbl.g_00641	Prah.g_00241
OG0000519	Prbl.g_00640	Prah.g_00242
OG0000520	Prbl.g_00639	Prah.g_00247
OG0000521	Prbl.g_00625	Prah.g_00255
OG0000522	Prbl.g_00623	Prah.g_00257
OG0000523	Prbl.g_00622	Prah.g_00258
OG0000524	Prbl.g_01364	Prah.g_00290
OG0000525	Prbl.g_01348	Prah.g_00304
OG0000526	Prbl.g_01346	Prah.g_00306
OG0000527	Prbl.g_01342	Prah.g_00310
OG0000528	Prbl.g_00506	Prah.g_01572
OG0000529	Prbl.g_00512	Prah.g_01565
