Orthogroup	Prbl	Syaq
OG0000170	Prbl.g_01290	Syaq.g_01023
OG0000171	Prbl.g_02055	Syaq.g_01052
OG0000172	Prbl.g_02021	Syaq.g_01074
OG0000173	Prbl.g_02000	Syaq.g_01092
OG0000174	Prbl.g_02188	Syaq.g_01224
OG0000175	Prbl.g_02150	Syaq.g_01183
OG0000176	Prbl.g_02117	Syaq.g_01146
OG0000177	Prbl.g_02116	Syaq.g_01145
OG0000178	Prbl.g_02115	Syaq.g_01144
OG0000179	Prbl.g_01961	Syaq.g_01129
OG0000180	Prbl.g_01962	Syaq.g_01128
OG0000181	Prbl.g_01963	Syaq.g_01127
OG0000182	Prbl.g_01964	Syaq.g_01126
OG0000183	Prbl.g_01968	Syaq.g_01122
OG0000184	Prbl.g_02251	Syaq.g_01277
OG0000186	Prbl.g_00614	Syaq.g_01563
OG0000187	Prbl.g_00613	Syaq.g_01561
OG0000188	Prbl.g_00591	Syaq.g_01539
OG0000189	Prbl.g_00565	Syaq.g_01499, Syaq.g_00122
OG0000190	Prbl.g_00563	Syaq.g_01497
OG0000191	Prbl.g_01325	Syaq.g_01467
OG0000192	Prbl.g_01316	Syaq.g_01462
OG0000193	Prbl.g_00302	Syaq.g_01423
OG0000194	Prbl.g_00299	Syaq.g_01420
OG0000195	Prbl.g_00297	Syaq.g_01418
OG0000196	Prbl.g_00286	Syaq.g_01407
OG0000197	Prbl.g_00285	Syaq.g_01406
OG0000198	Prbl.g_00284	Syaq.g_01405
OG0000199	Prbl.g_00277	Syaq.g_01398
OG0000200	Prbl.g_00069	Syaq.g_01382
OG0000201	Prbl.g_00088	Syaq.g_01365
OG0000202	Prbl.g_00089	Syaq.g_01364
OG0000203	Prbl.g_00090	Syaq.g_01363
OG0000204	Prbl.g_00091	Syaq.g_01362
OG0000205	Prbl.g_00098	Syaq.g_01355
OG0000206	Prbl.g_01282	Syaq.g_01345
OG0000207	Prbl.g_00130	Syaq.g_01338
OG0000208	Prbl.g_00129	Syaq.g_01337
OG0000209	Prbl.g_01256	Syaq.g_01310
OG0000210	Prbl.g_01257	Syaq.g_01309
OG0000211	Prbl.g_01922	Syaq.g_01570
OG0000212	Prbl.g_00192	Syaq.g_01586
OG0000213	Prbl.g_01496	Syaq.g_00729
OG0000214	Prbl.g_01469	Syaq.g_00745
OG0000215	Prbl.g_01439	Syaq.g_00777
OG0000216	Prbl.g_01436	Syaq.g_00781
OG0000217	Prbl.g_01432	Syaq.g_00844
OG0000218	Prbl.g_01428	Syaq.g_00846
OG0000219	Prbl.g_01427	Syaq.g_00847
OG0000220	Prbl.g_01426	Syaq.g_00848
OG0000221	Prbl.g_01421	Syaq.g_00856
OG0000222	Prbl.g_00911	Syaq.g_00868
OG0000223	Prbl.g_00888	Syaq.g_00946
OG0000224	Prbl.g_00877	Syaq.g_00950
OG0000225	Prbl.g_01218	Syaq.g_00543
OG0000226	Prbl.g_01222	Syaq.g_00536
OG0000227	Prbl.g_01224	Syaq.g_00534
OG0000228	Prbl.g_02673	Syaq.g_00531
OG0000229	Prbl.g_00652	Syaq.g_00501
OG0000230	Prbl.g_00650	Syaq.g_00499
OG0000231	Prbl.g_00635	Syaq.g_00485
OG0000232	Prbl.g_00619	Syaq.g_00472
OG0000233	Prbl.g_01360	Syaq.g_00464
OG0000234	Prbl.g_01339	Syaq.g_00440
OG0000235	Prbl.g_00510	Syaq.g_01771
OG0000236	Prbl.g_00526	Syaq.g_01787
OG0000237	Prbl.g_00800	Syaq.g_01805
OG0000238	Prbl.g_00795	Syaq.g_01810
OG0000239	Prbl.g_00779	Syaq.g_01826
OG0000240	Prbl.g_00778	Syaq.g_01827
OG0000241	Prbl.g_01526	Syaq.g_02074
OG0000242	Prbl.g_00768	Syaq.g_01836
OG0000243	Prbl.g_02647	Syaq.g_01922
OG0000244	Prbl.g_01879	Syaq.g_01928
OG0000245	Prbl.g_01882	Syaq.g_01930
OG0000246	Prbl.g_01886	Syaq.g_01934
OG0000247	Prbl.g_01897	Syaq.g_01945
OG0000248	Prbl.g_01900	Syaq.g_01948
OG0000249	Prbl.g_01902	Syaq.g_01950
OG0000250	Prbl.g_01799	Syaq.g_01958
OG0000251	Prbl.g_01775	Syaq.g_01984
OG0000252	Prbl.g_01772	Syaq.g_01987
OG0000253	Prbl.g_01766	Syaq.g_01989
OG0000254	Prbl.g_01747	Syaq.g_02016
OG0000255	Prbl.g_01612	Syaq.g_02041
OG0000256	Prbl.g_01626	Syaq.g_02068
OG0000257	Prbl.g_01632	Syaq.g_02073
OG0000258	Prbl.g_01655	Syaq.g_02095
OG0000259	Prbl.g_01406	Syaq.g_02239
OG0000260	Prbl.g_01403	Syaq.g_02242
OG0000261	Prbl.g_01400	Syaq.g_02245
OG0000262	Prbl.g_01395	Syaq.g_02250
OG0000263	Prbl.g_01242	Syaq.g_00185
OG0000264	Prbl.g_01859	Syaq.g_02582
OG0000266	Prbl.g_02556	Syaq.g_00037
OG0000267	Prbl.g_02431	Syaq.g_02430
OG0000268	Prbl.g_02432	Syaq.g_02431
OG0000269	Prbl.g_02340	Syaq.g_02335
OG0000270	Prbl.g_02337	Syaq.g_02338
OG0000271	Prbl.g_02329	Syaq.g_02346
OG0000272	Prbl.g_02328	Syaq.g_02347
OG0000273	Prbl.g_01534	Syaq.g_02376
OG0000274	Prbl.g_01535	Syaq.g_02377
OG0000275	Prbl.g_01538	Syaq.g_02380
OG0000276	Prbl.g_01544	Syaq.g_02387
OG0000277	Prbl.g_01545	Syaq.g_02388
OG0000278	Prbl.g_01548	Syaq.g_02391
OG0000279	Prbl.g_01556	Syaq.g_02401
OG0000280	Prbl.g_01562	Syaq.g_02410
OG0000281	Prbl.g_01577	Syaq.g_02224
OG0000282	Prbl.g_02405	Syaq.g_02271
OG0000283	Prbl.g_02443	Syaq.g_02445
OG0000284	Prbl.g_02449	Syaq.g_02450
OG0000285	Prbl.g_01688	Syaq.g_02466
OG0000286	Prbl.g_02477	Syaq.g_02484
OG0000287	Prbl.g_02608	Syaq.g_02511
OG0000288	Prbl.g_02531	Syaq.g_00067
OG0000289	Prbl.g_02544	Syaq.g_00053
OG0000290	Prbl.g_00930	Syaq.g_02682
OG0000291	Prbl.g_00928	Syaq.g_02680
OG0000292	Prbl.g_02128	Syaq.g_01157
OG0000293	Prbl.g_02071	Syaq.g_00262
OG0000294	Prbl.g_02072	Syaq.g_00261
OG0000295	Prbl.g_00178	Syaq.g_00220
OG0000296	Prbl.g_00180	Syaq.g_00218
OG0000297	Prbl.g_01382	Syaq.g_00205
OG0000298	Prbl.g_01383	Syaq.g_00204
OG0000299	Prbl.g_01372	Syaq.g_00171
OG0000300	Prbl.g_02582	Syaq.g_00164
OG0000301	Prbl.g_02583	Syaq.g_00163
OG0000302	Prbl.g_02586	Syaq.g_00162
OG0000303	Prbl.g_00187	Syaq.g_00152
OG0000304	Prbl.g_01102	Syaq.g_00146
OG0000305	Prbl.g_00926	Syaq.g_02677
OG0000306	Prbl.g_01586	Syaq.g_01861
OG0000307	Prbl.g_00494	Syaq.g_01754
OG0000308	Prbl.g_00492	Syaq.g_01752
OG0000309	Prbl.g_00488	Syaq.g_01747
OG0000310	Prbl.g_00160	Syaq.g_00347
OG0000311	Prbl.g_00258	Syaq.g_00352
OG0000312	Prbl.g_00254	Syaq.g_00359
OG0000313	Prbl.g_00230	Syaq.g_00379
OG0000314	Prbl.g_00699	Syaq.g_00408
OG0000315	Prbl.g_00709	Syaq.g_00418
OG0000316	Prbl.g_00441	Syaq.g_01716
OG0000317	Prbl.g_00399	Syaq.g_01675
OG0000318	Prbl.g_00393	Syaq.g_01672
OG0000319	Prbl.g_00376	Syaq.g_01657
OG0000320	Prbl.g_00374	Syaq.g_01655
OG0000321	Prbl.g_00373	Syaq.g_01654
OG0000322	Prbl.g_00372	Syaq.g_01653
OG0000323	Prbl.g_00361	Syaq.g_01638
OG0000324	Prbl.g_00332	Syaq.g_01605
OG0000325	Prbl.g_02683	Syaq.g_00693
OG0000326	Prbl.g_01059	Syaq.g_00686
OG0000327	Prbl.g_00957	Syaq.g_00652
OG0000328	Prbl.g_00958	Syaq.g_00651
OG0000329	Prbl.g_00975	Syaq.g_00633
OG0000330	Prbl.g_00976	Syaq.g_00632
OG0000331	Prbl.g_00977	Syaq.g_00631
OG0000332	Prbl.g_00992	Syaq.g_00616
OG0000333	Prbl.g_00994	Syaq.g_00613
OG0000334	Prbl.g_01131	Syaq.g_00603
OG0000335	Prbl.g_01136	Syaq.g_00598
OG0000336	Prbl.g_01140	Syaq.g_00594
OG0000337	Prbl.g_00863	Syaq.g_00975
OG0000338	Prbl.g_00859	Syaq.g_00981
OG0000339	Prbl.g_00853	Syaq.g_00988
OG0000340	Prbl.g_00841	Syaq.g_01005
OG0000341	Prbl.g_00839	Syaq.g_01007
OG0000342	Prbl.g_00838	Syaq.g_01008
OG0000343	Prbl.g_01307	Syaq.g_01010
OG0000344	Prbl.g_01304	Syaq.g_01014
OG0000345	Prbl.g_01289	Syaq.g_01024
OG0000346	Prbl.g_01284	Syaq.g_01029
OG0000347	Prbl.g_02053	Syaq.g_01057
OG0000348	Prbl.g_02016	Syaq.g_01070
OG0000349	Prbl.g_01992	Syaq.g_01099
OG0000350	Prbl.g_02195	Syaq.g_00679
OG0000351	Prbl.g_02147	Syaq.g_01179
OG0000352	Prbl.g_02146	Syaq.g_01178
OG0000353	Prbl.g_02122	Syaq.g_01151
OG0000354	Prbl.g_00789	Syaq.g_01816
OG0000354	Prbl.g_01959	Syaq.g_01131
OG0000355	Prbl.g_02120	Syaq.g_01149
OG0000356	Prbl.g_02119	Syaq.g_01148
OG0000357	Prbl.g_02118	Syaq.g_01147
OG0000358	Prbl.g_02114	Syaq.g_01143
OG0000359	Prbl.g_02112	Syaq.g_01141
OG0000360	Prbl.g_02111	Syaq.g_01140
OG0000361	Prbl.g_02110	Syaq.g_01139
OG0000362	Prbl.g_02108	Syaq.g_01137
OG0000363	Prbl.g_01955	Syaq.g_01135
OG0000364	Prbl.g_01956	Syaq.g_01134
OG0000365	Prbl.g_01965	Syaq.g_01125
OG0000366	Prbl.g_01966	Syaq.g_01124
OG0000367	Prbl.g_01967	Syaq.g_01123
OG0000368	Prbl.g_01969	Syaq.g_01121
OG0000369	Prbl.g_01970	Syaq.g_01120
OG0000370	Prbl.g_01971	Syaq.g_01119
OG0000371	Prbl.g_01980	Syaq.g_01111
OG0000372	Prbl.g_01985	Syaq.g_01106
OG0000373	Prbl.g_01986	Syaq.g_01105
OG0000374	Prbl.g_01987	Syaq.g_01104
OG0000375	Prbl.g_01988	Syaq.g_01103
OG0000376	Prbl.g_01990	Syaq.g_01101
OG0000377	Prbl.g_02244	Syaq.g_01270
OG0000378	Prbl.g_02258	Syaq.g_01286
OG0000379	Prbl.g_02274	Syaq.g_01291
OG0000380	Prbl.g_00612	Syaq.g_01560
OG0000381	Prbl.g_00607	Syaq.g_01558
OG0000382	Prbl.g_00592	Syaq.g_01540
OG0000383	Prbl.g_00590	Syaq.g_01535
OG0000384	Prbl.g_00589	Syaq.g_01534
OG0000385	Prbl.g_00588	Syaq.g_01533
OG0000386	Prbl.g_00587	Syaq.g_01532
OG0000387	Prbl.g_00561	Syaq.g_01495
OG0000388	Prbl.g_00557	Syaq.g_01491
OG0000389	Prbl.g_00553	Syaq.g_01488
OG0000390	Prbl.g_01331	Syaq.g_01473
OG0000391	Prbl.g_01326	Syaq.g_01468
OG0000392	Prbl.g_01320	Syaq.g_01463
OG0000393	Prbl.g_01315	Syaq.g_01460
OG0000394	Prbl.g_01314	Syaq.g_01459
OG0000395	Prbl.g_01313	Syaq.g_01458
OG0000396	Prbl.g_00827	Syaq.g_01455
OG0000397	Prbl.g_00825	Syaq.g_01453
OG0000398	Prbl.g_00820	Syaq.g_01448
OG0000399	Prbl.g_00819	Syaq.g_01447
OG0000400	Prbl.g_00818	Syaq.g_01446
OG0000401	Prbl.g_00817	Syaq.g_01445
OG0000402	Prbl.g_00815	Syaq.g_01443
OG0000403	Prbl.g_00814	Syaq.g_01442
OG0000404	Prbl.g_00812	Syaq.g_01440
OG0000405	Prbl.g_00305	Syaq.g_01429
OG0000406	Prbl.g_00301	Syaq.g_01422
OG0000407	Prbl.g_00300	Syaq.g_01421
OG0000408	Prbl.g_00298	Syaq.g_01419
OG0000409	Prbl.g_00296	Syaq.g_01417
OG0000410	Prbl.g_00295	Syaq.g_01416
OG0000411	Prbl.g_00294	Syaq.g_01415
OG0000412	Prbl.g_00293	Syaq.g_01414
OG0000413	Prbl.g_00291	Syaq.g_01412
OG0000414	Prbl.g_00290	Syaq.g_01411
OG0000415	Prbl.g_00289	Syaq.g_01410
OG0000416	Prbl.g_00288	Syaq.g_01409
OG0000417	Prbl.g_00287	Syaq.g_01408
OG0000418	Prbl.g_00282	Syaq.g_01403
OG0000419	Prbl.g_00280	Syaq.g_01401
OG0000420	Prbl.g_00279	Syaq.g_01400
OG0000421	Prbl.g_00275	Syaq.g_01395
OG0000422	Prbl.g_00274	Syaq.g_01394
OG0000423	Prbl.g_00273	Syaq.g_01393
OG0000424	Prbl.g_00272	Syaq.g_01392
OG0000425	Prbl.g_00271	Syaq.g_01391
OG0000426	Prbl.g_00270	Syaq.g_01390
OG0000427	Prbl.g_00269	Syaq.g_01389
OG0000428	Prbl.g_02377	Syaq.g_01386
OG0000429	Prbl.g_00066	Syaq.g_01384
OG0000430	Prbl.g_00068	Syaq.g_01383
OG0000431	Prbl.g_00072	Syaq.g_01380
OG0000432	Prbl.g_00079	Syaq.g_01374
OG0000433	Prbl.g_00082	Syaq.g_01369
OG0000434	Prbl.g_00083	Syaq.g_01368
OG0000435	Prbl.g_00086	Syaq.g_01367
OG0000436	Prbl.g_00092	Syaq.g_01361
OG0000437	Prbl.g_00093	Syaq.g_01360
OG0000438	Prbl.g_00094	Syaq.g_01359
OG0000439	Prbl.g_00096	Syaq.g_01357
OG0000440	Prbl.g_00097	Syaq.g_01356
OG0000441	Prbl.g_00104	Syaq.g_01352
OG0000442	Prbl.g_00105	Syaq.g_01350
OG0000443	Prbl.g_01283	Syaq.g_01347
OG0000444	Prbl.g_00127	Syaq.g_01333
OG0000445	Prbl.g_00126	Syaq.g_01332
OG0000446	Prbl.g_00124	Syaq.g_01330
OG0000447	Prbl.g_01244	Syaq.g_01328
OG0000448	Prbl.g_01245	Syaq.g_01327
OG0000449	Prbl.g_01246	Syaq.g_01320
OG0000450	Prbl.g_01252	Syaq.g_01313
OG0000451	Prbl.g_01253	Syaq.g_01312
OG0000452	Prbl.g_01258	Syaq.g_01308
OG0000453	Prbl.g_01259	Syaq.g_01307
OG0000454	Prbl.g_01260	Syaq.g_01306
OG0000455	Prbl.g_01261	Syaq.g_01305
OG0000456	Prbl.g_01262	Syaq.g_01304
OG0000457	Prbl.g_01264	Syaq.g_01302
OG0000458	Prbl.g_01265	Syaq.g_01299
OG0000459	Prbl.g_01266	Syaq.g_01298
OG0000460	Prbl.g_01923	Syaq.g_01577
OG0000461	Prbl.g_02679	Syaq.g_00707
OG0000462	Prbl.g_02666	Syaq.g_00710
OG0000463	Prbl.g_01516	Syaq.g_00711
OG0000464	Prbl.g_01515	Syaq.g_00712
OG0000465	Prbl.g_01513	Syaq.g_00714
OG0000466	Prbl.g_01508	Syaq.g_00718
OG0000467	Prbl.g_01506	Syaq.g_00720
OG0000468	Prbl.g_01499	Syaq.g_00725
OG0000469	Prbl.g_01486	Syaq.g_00739
OG0000470	Prbl.g_01473	Syaq.g_00741
OG0000471	Prbl.g_01472	Syaq.g_00742
OG0000472	Prbl.g_01470	Syaq.g_00744
OG0000473	Prbl.g_01468	Syaq.g_00746
OG0000474	Prbl.g_01467	Syaq.g_00747
OG0000475	Prbl.g_01466	Syaq.g_00748
OG0000476	Prbl.g_01464	Syaq.g_00750
OG0000477	Prbl.g_01459	Syaq.g_00756
OG0000478	Prbl.g_01458	Syaq.g_00757
OG0000479	Prbl.g_01457	Syaq.g_00759
OG0000480	Prbl.g_01450	Syaq.g_00766
OG0000481	Prbl.g_01448	Syaq.g_00768
OG0000482	Prbl.g_01447	Syaq.g_00769
OG0000483	Prbl.g_01443	Syaq.g_00773
OG0000484	Prbl.g_01442	Syaq.g_00774
OG0000485	Prbl.g_01441	Syaq.g_00775
OG0000486	Prbl.g_01440	Syaq.g_00776
OG0000487	Prbl.g_01435	Syaq.g_00782
OG0000488	Prbl.g_01431	Syaq.g_00845
OG0000489	Prbl.g_01420	Syaq.g_00857
OG0000490	Prbl.g_01414	Syaq.g_00864
OG0000491	Prbl.g_01413	Syaq.g_00865
OG0000492	Prbl.g_00909	Syaq.g_00869
OG0000493	Prbl.g_00908	Syaq.g_00870
OG0000494	Prbl.g_00907	Syaq.g_00871
OG0000495	Prbl.g_00906	Syaq.g_00872
OG0000496	Prbl.g_00905	Syaq.g_00873
OG0000497	Prbl.g_00904	Syaq.g_00874
OG0000498	Prbl.g_00903	Syaq.g_00875
OG0000499	Prbl.g_00902	Syaq.g_00876
OG0000500	Prbl.g_00901	Syaq.g_00877
OG0000501	Prbl.g_00898	Syaq.g_00880
OG0000502	Prbl.g_00886	Syaq.g_00953
OG0000503	Prbl.g_01201	Syaq.g_00559
OG0000504	Prbl.g_01203	Syaq.g_00557
OG0000505	Prbl.g_01204	Syaq.g_00556
OG0000506	Prbl.g_01206	Syaq.g_00554
OG0000507	Prbl.g_01210	Syaq.g_00548
OG0000508	Prbl.g_01217	Syaq.g_00544
OG0000509	Prbl.g_01219	Syaq.g_00542
OG0000510	Prbl.g_01220	Syaq.g_00538
OG0000511	Prbl.g_01221	Syaq.g_00537
OG0000512	Prbl.g_01223	Syaq.g_00535
OG0000513	Prbl.g_02678	Syaq.g_00525
OG0000514	Prbl.g_00676	Syaq.g_00514
OG0000515	Prbl.g_00675	Syaq.g_00513
OG0000516	Prbl.g_00663	Syaq.g_00509
OG0000517	Prbl.g_00653	Syaq.g_00502
OG0000518	Prbl.g_00641	Syaq.g_00490
OG0000519	Prbl.g_00640	Syaq.g_00489
OG0000520	Prbl.g_00639	Syaq.g_00488
OG0000521	Prbl.g_00625	Syaq.g_00477
OG0000522	Prbl.g_00623	Syaq.g_00475
OG0000523	Prbl.g_00622	Syaq.g_00474
OG0000524	Prbl.g_01364	Syaq.g_00469
OG0000525	Prbl.g_01348	Syaq.g_00450
OG0000526	Prbl.g_01346	Syaq.g_00448
OG0000527	Prbl.g_01342	Syaq.g_00444
OG0000528	Prbl.g_00506	Syaq.g_01768
OG0000529	Prbl.g_00512	Syaq.g_01773
OG0000530	Prbl.g_00515	Syaq.g_01776
OG0000531	Prbl.g_00516	Syaq.g_01777
OG0000532	Prbl.g_00519	Syaq.g_01780
OG0000533	Prbl.g_00521	Syaq.g_01782
OG0000534	Prbl.g_00522	Syaq.g_01783
OG0000535	Prbl.g_00523	Syaq.g_01784
OG0000536	Prbl.g_00524	Syaq.g_01785
OG0000537	Prbl.g_00525	Syaq.g_01786
OG0000538	Prbl.g_00536	Syaq.g_01798
OG0000539	Prbl.g_00806	Syaq.g_01799
OG0000540	Prbl.g_00805	Syaq.g_01800
OG0000541	Prbl.g_00804	Syaq.g_01801
OG0000542	Prbl.g_00801	Syaq.g_01804
OG0000543	Prbl.g_00799	Syaq.g_01806
OG0000544	Prbl.g_00798	Syaq.g_01807
OG0000545	Prbl.g_00797	Syaq.g_01809
OG0000546	Prbl.g_00794	Syaq.g_01811
OG0000547	Prbl.g_00792	Syaq.g_01813
OG0000548	Prbl.g_00791	Syaq.g_01814
