Orthogroup	Syac	Prah
OG0000183	Syac.g_00026	Prah.g_00029
OG0000184	Syac.g_02339	Prah.g_02478
OG0000185	Syac.g_02336	Prah.g_02458
OG0000186	Syac.g_00454	Prah.g_01830
OG0000187	Syac.g_00453	Prah.g_01833
OG0000188	Syac.g_00433	Prah.g_01860
OG0000189	Syac.g_00408	Prah.g_01884
OG0000190	Syac.g_00406	Prah.g_01886
OG0000191	Syac.g_00373	Prah.g_00188
OG0000192	Syac.g_00368	Prah.g_00176, Prah.g_00180
OG0000193	Syac.g_00329	Prah.g_02283
OG0000194	Syac.g_00326	Prah.g_02286
OG0000195	Syac.g_00324	Prah.g_02288
OG0000196	Syac.g_00313	Prah.g_02299
OG0000197	Syac.g_00312	Prah.g_02300
OG0000198	Syac.g_00311	Prah.g_02301
OG0000199	Syac.g_00303	Prah.g_02308
OG0000200	Syac.g_02261	Prah.g_02324
OG0000201	Syac.g_02278	Prah.g_02352
OG0000202	Syac.g_02279	Prah.g_02353
OG0000203	Syac.g_02280	Prah.g_02354
OG0000204	Syac.g_02281	Prah.g_02355
OG0000205	Syac.g_02288	Prah.g_02362
OG0000206	Syac.g_02297	Prah.g_02371
OG0000207	Syac.g_02300	Prah.g_02420
OG0000208	Syac.g_02301	Prah.g_02419
OG0000209	Syac.g_02316	Prah.g_02400
OG0000210	Syac.g_02317	Prah.g_02399
OG0000211	Syac.g_01972	Prah.g_01782
OG0000212	Syac.g_01963	Prah.g_01772
OG0000213	Syac.g_02219	Prah.g_02101
OG0000214	Syac.g_02236	Prah.g_02118
OG0000215	Syac.g_00281	Prah.g_02148
OG0000217	Syac.g_00273	Prah.g_02155
OG0000218	Syac.g_00271	Prah.g_02157
OG0000219	Syac.g_00270	Prah.g_02158
OG0000220	Syac.g_00269	Prah.g_02159
OG0000221	Syac.g_00261	Prah.g_02166
OG0000222	Syac.g_00247	Prah.g_02174
OG0000223	Syac.g_00225	Prah.g_02197
OG0000224	Syac.g_00217	Prah.g_02207
OG0000225	Syac.g_02004	Prah.g_01921
OG0000226	Syac.g_02000	Prah.g_01917
OG0000227	Syac.g_01998	Prah.g_01915
OG0000228	Syac.g_01989	Prah.g_00204
OG0000229	Syac.g_00692	Prah.g_00230
OG0000230	Syac.g_00694	Prah.g_00232
OG0000231	Syac.g_00710	Prah.g_00251
OG0000232	Syac.g_01717	Prah.g_00261
OG0000233	Syac.g_01713	Prah.g_00294
OG0000234	Syac.g_01699	Prah.g_00313, Prah.g_00314
OG0000235	Syac.g_01905	Prah.g_01567
OG0000236	Syac.g_01890	Prah.g_01551
OG0000237	Syac.g_01873	Prah.g_01534
OG0000238	Syac.g_01868	Prah.g_01529
OG0000239	Syac.g_01852	Prah.g_01513
OG0000240	Syac.g_01851	Prah.g_01512
OG0000241	Syac.g_00970	Prah.g_01094
OG0000242	Syac.g_01839	Prah.g_00108, Prah.g_01503
OG0000243	Syac.g_01821	Prah.g_01476
OG0000244	Syac.g_01814	Prah.g_01472
OG0000245	Syac.g_01811	Prah.g_01469
OG0000246	Syac.g_01807	Prah.g_01465
OG0000247	Syac.g_01795	Prah.g_01454
OG0000248	Syac.g_01792	Prah.g_01451
OG0000249	Syac.g_01790	Prah.g_01449
OG0000250	Syac.g_01782	Prah.g_01443
OG0000251	Syac.g_01757	Prah.g_01417
OG0000252	Syac.g_01753	Prah.g_01414
OG0000253	Syac.g_01752	Prah.g_01408
OG0000254	Syac.g_00939	Prah.g_01389
OG0000255	Syac.g_00947	Prah.g_00530
OG0000256	Syac.g_00963	Prah.g_00516
OG0000257	Syac.g_00969	Prah.g_00509
OG0000258	Syac.g_00988	Prah.g_00486
OG0000259	Syac.g_01425	Prah.g_00457
OG0000260	Syac.g_01422	Prah.g_00454
OG0000261	Syac.g_01418	Prah.g_00451
OG0000262	Syac.g_01413	Prah.g_00445
OG0000263	Syac.g_01497	Prah.g_02413
OG0000264	Syac.g_00915	Prah.g_00974
OG0000265	Syac.g_00673	Prah.g_00887
OG0000266	Syac.g_01271	Prah.g_00876
OG0000267	Syac.g_01131	Prah.g_00751
OG0000268	Syac.g_01132	Prah.g_00752
OG0000269	Syac.g_01346	Prah.g_00672
OG0000270	Syac.g_01343	Prah.g_00669
OG0000271	Syac.g_01335	Prah.g_00661
OG0000272	Syac.g_01334	Prah.g_00660
OG0000273	Syac.g_00854	Prah.g_00609
OG0000274	Syac.g_00853	Prah.g_00608
OG0000275	Syac.g_00848	Prah.g_00605
OG0000276	Syac.g_00840	Prah.g_00599
OG0000277	Syac.g_00839	Prah.g_00598
OG0000278	Syac.g_00836	Prah.g_00595
OG0000279	Syac.g_00828	Prah.g_00587
OG0000280	Syac.g_00814	Prah.g_00581
OG0000281	Syac.g_02158	Prah.g_00566
OG0000282	Syac.g_01392	Prah.g_00731
OG0000283	Syac.g_01142	Prah.g_00761
OG0000284	Syac.g_01148	Prah.g_00767
OG0000285	Syac.g_01160	Prah.g_01178
OG0000286	Syac.g_01181	Prah.g_00795
OG0000287	Syac.g_01209	Prah.g_01131
OG0000288	Syac.g_01240	Prah.g_00851
OG0000289	Syac.g_01254	Prah.g_00864
OG0000290	Syac.g_00881	Prah.g_00912
OG0000291	Syac.g_00883	Prah.g_00914
OG0000292	Syac.g_02487	Prah.g_02597
OG0000293	Syac.g_00754	Prah.g_01336
OG0000294	Syac.g_00755	Prah.g_01335
OG0000295	Syac.g_00796	Prah.g_01298
OG0000296	Syac.g_00798	Prah.g_01296
OG0000297	Syac.g_01475	Prah.g_01259
OG0000298	Syac.g_01476	Prah.g_01258
OG0000299	Syac.g_01503	Prah.g_01268
OG0000300	Syac.g_01510	Prah.g_01275
OG0000301	Syac.g_01511	Prah.g_01276
OG0000302	Syac.g_01512	Prah.g_01279
OG0000303	Syac.g_01520	Prah.g_01289
OG0000304	Syac.g_01526	Prah.g_01237, Prah.g_01238
OG0000305	Syac.g_00886	Prah.g_00918
OG0000306	Syac.g_00810	Prah.g_00560
OG0000307	Syac.g_01924	Prah.g_01584
OG0000308	Syac.g_01926	Prah.g_01586
OG0000309	Syac.g_01931	Prah.g_01590
OG0000310	Syac.g_01607	Prah.g_00428
OG0000311	Syac.g_01611	Prah.g_00424
OG0000312	Syac.g_01619	Prah.g_00420
OG0000313	Syac.g_01638	Prah.g_00402
OG0000314	Syac.g_01665	Prah.g_00371
OG0000315	Syac.g_01675	Prah.g_00361
OG0000316	Syac.g_00601	Prah.g_01631
OG0000317	Syac.g_00552	Prah.g_01672
OG0000318	Syac.g_00543	Prah.g_01677
OG0000319	Syac.g_00525	Prah.g_01694
OG0000320	Syac.g_00523	Prah.g_01696
OG0000321	Syac.g_00522	Prah.g_01697
OG0000322	Syac.g_00521	Prah.g_01698
OG0000323	Syac.g_00506	Prah.g_01710
OG0000324	Syac.g_00648	Prah.g_01744
OG0000325	Syac.g_02190	Prah.g_02071
OG0000326	Syac.g_02183	Prah.g_02064
OG0000327	Syac.g_02137	Prah.g_02038
OG0000328	Syac.g_02136	Prah.g_02037
OG0000329	Syac.g_02119	Prah.g_02020
OG0000330	Syac.g_02118	Prah.g_02019
OG0000331	Syac.g_02117	Prah.g_02018
OG0000332	Syac.g_02103	Prah.g_02003
OG0000333	Syac.g_02100	Prah.g_02001
OG0000334	Syac.g_02090	Prah.g_01991
OG0000335	Syac.g_02085	Prah.g_01986
OG0000336	Syac.g_02081	Prah.g_01982
OG0000337	Syac.g_00199	Prah.g_02224
OG0000338	Syac.g_00196	Prah.g_02227
OG0000339	Syac.g_00190	Prah.g_02234
OG0000340	Syac.g_00178	Prah.g_02244
OG0000341	Syac.g_00176	Prah.g_02246
OG0000342	Syac.g_00175	Prah.g_02247
OG0000343	Syac.g_00174	Prah.g_00168
OG0000344	Syac.g_00170	Prah.g_00165
OG0000345	Syac.g_00160	Prah.g_00154
OG0000346	Syac.g_00155	Prah.g_00149
OG0000347	Syac.g_00129	Prah.g_00089
OG0000348	Syac.g_00070, Syac.g_00074	Prah.g_00078
OG0000349	Syac.g_00050	Prah.g_00053
OG0000350	Syac.g_02176	Prah.g_02533
OG0000351	Syac.g_02468	Prah.g_02578
OG0000352	Syac.g_02469	Prah.g_02579
OG0000353	Syac.g_02493	Prah.g_02603
OG0000354	Syac.g_01862	Prah.g_01523
OG0000355	Syac.g_00001	Prah.g_00002
OG0000356	Syac.g_00002	Prah.g_00003
OG0000357	Syac.g_00003	Prah.g_00004
OG0000358	Syac.g_00007	Prah.g_00008
OG0000359	Syac.g_00009	Prah.g_00010
OG0000360	Syac.g_00010	Prah.g_00011
OG0000361	Syac.g_00011	Prah.g_00012
OG0000362	Syac.g_00013	Prah.g_00014
OG0000363	Syac.g_00015	Prah.g_00016
OG0000364	Syac.g_00016	Prah.g_00017
OG0000365	Syac.g_00023	Prah.g_00026
OG0000366	Syac.g_00024	Prah.g_00027
OG0000367	Syac.g_00025	Prah.g_00028
OG0000368	Syac.g_00027	Prah.g_00030
OG0000369	Syac.g_00028	Prah.g_00031
OG0000370	Syac.g_00029	Prah.g_00032
OG0000371	Syac.g_00036	Prah.g_00041
OG0000372	Syac.g_00041	Prah.g_00046
OG0000373	Syac.g_00042	Prah.g_00047
OG0000374	Syac.g_00043	Prah.g_00048
OG0000375	Syac.g_00046	Prah.g_00049
OG0000376	Syac.g_00048	Prah.g_00051
OG0000377	Syac.g_02346	Prah.g_02485
OG0000378	Syac.g_02338	Prah.g_02471
OG0000379	Syac.g_02335	Prah.g_02457
OG0000380	Syac.g_00452	Prah.g_01834
OG0000381	Syac.g_00449	Prah.g_01839
OG0000382	Syac.g_00434	Prah.g_01859
OG0000383	Syac.g_00432	Prah.g_01861
OG0000384	Syac.g_00431	Prah.g_01862
OG0000385	Syac.g_00430	Prah.g_01863
OG0000386	Syac.g_00429	Prah.g_01864
OG0000387	Syac.g_00404	Prah.g_01888
OG0000388	Syac.g_00401	Prah.g_01892
OG0000389	Syac.g_00397	Prah.g_01896
OG0000390	Syac.g_00379	Prah.g_00194
OG0000391	Syac.g_00374	Prah.g_00189
OG0000392	Syac.g_00369	Prah.g_00183
OG0000393	Syac.g_00366	Prah.g_00175
OG0000394	Syac.g_00365	Prah.g_00174
OG0000395	Syac.g_00364	Prah.g_00173
OG0000396	Syac.g_00361	Prah.g_02252
OG0000397	Syac.g_00359	Prah.g_02254
OG0000398	Syac.g_00354	Prah.g_02259
OG0000399	Syac.g_00353	Prah.g_02260
OG0000400	Syac.g_00352	Prah.g_02261
OG0000401	Syac.g_00351	Prah.g_02262
OG0000402	Syac.g_00348	Prah.g_02264
OG0000403	Syac.g_00347	Prah.g_02265
OG0000405	Syac.g_00332	Prah.g_02280
OG0000406	Syac.g_00328	Prah.g_02284
OG0000407	Syac.g_00327	Prah.g_02285
OG0000408	Syac.g_00325	Prah.g_02287
OG0000409	Syac.g_00323	Prah.g_02289
OG0000410	Syac.g_00322	Prah.g_02290
OG0000411	Syac.g_00321	Prah.g_02291
OG0000412	Syac.g_00320	Prah.g_02292
OG0000413	Syac.g_00318	Prah.g_02294
OG0000414	Syac.g_00317	Prah.g_02295
OG0000415	Syac.g_00316	Prah.g_02296
OG0000416	Syac.g_00315	Prah.g_02297
OG0000417	Syac.g_00314	Prah.g_02298
OG0000418	Syac.g_00309	Prah.g_02303
OG0000419	Syac.g_00307	Prah.g_02305
OG0000420	Syac.g_00305	Prah.g_02306
OG0000421	Syac.g_00300	Prah.g_02310
OG0000422	Syac.g_00299	Prah.g_02311
OG0000423	Syac.g_00298	Prah.g_02312
OG0000424	Syac.g_00297	Prah.g_02313
OG0000425	Syac.g_00296	Prah.g_02314
OG0000426	Syac.g_00295	Prah.g_02315
OG0000427	Syac.g_00294	Prah.g_02316
OG0000428	Syac.g_02257	Prah.g_00709
OG0000429	Syac.g_02259	Prah.g_02321
OG0000430	Syac.g_02260	Prah.g_02323
OG0000431	Syac.g_02264	Prah.g_02334
OG0000432	Syac.g_02270	Prah.g_02341
OG0000433	Syac.g_02272	Prah.g_02344
OG0000434	Syac.g_02273	Prah.g_02345
OG0000435	Syac.g_02277	Prah.g_02350
OG0000436	Syac.g_02282	Prah.g_02356
OG0000437	Syac.g_02283	Prah.g_02357
OG0000438	Syac.g_02284	Prah.g_02358
OG0000439	Syac.g_02286	Prah.g_02360
OG0000440	Syac.g_02287	Prah.g_02361
OG0000441	Syac.g_02294	Prah.g_02364
OG0000442	Syac.g_02295	Prah.g_02365
OG0000443	Syac.g_02296	Prah.g_02370
OG0000444	Syac.g_02303	Prah.g_02418
OG0000445	Syac.g_02304	Prah.g_02417
OG0000446	Syac.g_02305	Prah.g_02415
OG0000447	Syac.g_02308	Prah.g_02411
OG0000448	Syac.g_02309	Prah.g_02410
OG0000449	Syac.g_02310	Prah.g_02409
OG0000450	Syac.g_02313	Prah.g_02403
OG0000451	Syac.g_02314	Prah.g_02402
OG0000452	Syac.g_02318	Prah.g_02398
OG0000453	Syac.g_02319	Prah.g_02397
OG0000454	Syac.g_02320	Prah.g_02396
OG0000455	Syac.g_02321	Prah.g_02395
OG0000456	Syac.g_02322	Prah.g_02394
OG0000457	Syac.g_02324	Prah.g_02392
OG0000458	Syac.g_02325	Prah.g_02391
OG0000459	Syac.g_02326	Prah.g_02390
OG0000460	Syac.g_01970	Prah.g_01781
OG0000461	Syac.g_02198	Prah.g_02074
OG0000462	Syac.g_02201	Prah.g_02078
OG0000463	Syac.g_02202	Prah.g_02079
OG0000464	Syac.g_02203	Prah.g_02080
OG0000465	Syac.g_02204	Prah.g_02082
OG0000466	Syac.g_02208	Prah.g_02087
OG0000467	Syac.g_02210	Prah.g_02089
OG0000468	Syac.g_02216	Prah.g_02098
OG0000469	Syac.g_02230	Prah.g_02111
OG0000470	Syac.g_02232	Prah.g_02114
OG0000471	Syac.g_02233	Prah.g_02115
OG0000472	Syac.g_02235	Prah.g_02117
OG0000473	Syac.g_02237	Prah.g_02119
OG0000474	Syac.g_02238	Prah.g_02120
OG0000475	Syac.g_02239	Prah.g_02121
OG0000476	Syac.g_02241	Prah.g_02123
OG0000477	Syac.g_02247	Prah.g_02128
OG0000478	Syac.g_02248	Prah.g_02129
OG0000479	Syac.g_02249	Prah.g_02130
OG0000480	Syac.g_00293	Prah.g_02137
OG0000481	Syac.g_00291	Prah.g_02139
OG0000482	Syac.g_00290	Prah.g_02140
OG0000483	Syac.g_00286	Prah.g_02144
OG0000484	Syac.g_00285	Prah.g_02145
OG0000485	Syac.g_00284	Prah.g_02146
OG0000486	Syac.g_00283	Prah.g_02147
OG0000487	Syac.g_00276	Prah.g_02152
OG0000488	Syac.g_00272	Prah.g_02156
OG0000489	Syac.g_00260	Prah.g_02167
OG0000490	Syac.g_00249	Prah.g_02172
OG0000491	Syac.g_00248	Prah.g_02173
OG0000492	Syac.g_00246	Prah.g_02175
OG0000493	Syac.g_00245	Prah.g_02176
OG0000494	Syac.g_00244	Prah.g_02177
OG0000495	Syac.g_00243	Prah.g_02178
OG0000496	Syac.g_00242	Prah.g_02179
OG0000497	Syac.g_00241	Prah.g_02180
OG0000498	Syac.g_00240	Prah.g_02181
OG0000499	Syac.g_00239	Prah.g_02182
OG0000500	Syac.g_00238	Prah.g_02183
OG0000501	Syac.g_00235	Prah.g_02186
OG0000502	Syac.g_00223	Prah.g_02199
OG0000503	Syac.g_02020	Prah.g_01940
OG0000504	Syac.g_02018	Prah.g_01938
OG0000505	Syac.g_02017	Prah.g_01937
OG0000506	Syac.g_02015	Prah.g_01935
OG0000507	Syac.g_02009	Prah.g_01930
OG0000508	Syac.g_02005	Prah.g_01922
OG0000509	Syac.g_02003	Prah.g_01920
OG0000510	Syac.g_02002	Prah.g_01919
OG0000511	Syac.g_02001	Prah.g_01918
OG0000512	Syac.g_01999	Prah.g_01916
OG0000513	Syac.g_01984	Prah.g_00209
OG0000514	Syac.g_01977	Prah.g_00218
OG0000515	Syac.g_01976	Prah.g_00219
OG0000516	Syac.g_00697	Prah.g_00221
OG0000517	Syac.g_00691	Prah.g_00229
OG0000518	Syac.g_00707	Prah.g_00241
OG0000519	Syac.g_00708	Prah.g_00242
OG0000520	Syac.g_00709	Prah.g_00247
OG0000521	Syac.g_01721	Prah.g_00255
OG0000522	Syac.g_01719	Prah.g_00257
OG0000523	Syac.g_01718	Prah.g_00258
OG0000524	Syac.g_01716	Prah.g_00290
OG0000525	Syac.g_01709	Prah.g_00304
OG0000526	Syac.g_01706	Prah.g_00306
OG0000527	Syac.g_01702	Prah.g_00310
OG0000528	Syac.g_01911	Prah.g_01572
OG0000529	Syac.g_01903	Prah.g_01565
OG0000530	Syac.g_01900	Prah.g_01562
OG0000531	Syac.g_01899	Prah.g_01561
OG0000532	Syac.g_01896	Prah.g_01558
OG0000533	Syac.g_01895	Prah.g_01556
OG0000534	Syac.g_01894	Prah.g_01555
OG0000535	Syac.g_01893	Prah.g_01554
OG0000536	Syac.g_01892	Prah.g_01553
OG0000537	Syac.g_01891	Prah.g_01552
OG0000538	Syac.g_01880	Prah.g_01541
OG0000539	Syac.g_01879	Prah.g_01540
OG0000540	Syac.g_01878	Prah.g_01539
OG0000541	Syac.g_01877	Prah.g_01538
OG0000542	Syac.g_01874	Prah.g_01535
OG0000543	Syac.g_01872	Prah.g_01533
OG0000544	Syac.g_01871	Prah.g_01532
OG0000545	Syac.g_01869	Prah.g_01530
OG0000546	Syac.g_01867	Prah.g_01528
OG0000547	Syac.g_01865	Prah.g_01526
OG0000548	Syac.g_01864	Prah.g_01525
OG0000549	Syac.g_01858	Prah.g_01519
OG0000550	Syac.g_01854	Prah.g_01514
OG0000551	Syac.g_01849	Prah.g_01510
OG0000552	Syac.g_01848	Prah.g_01509
OG0000553	Syac.g_01846	Prah.g_01505
OG0000554	Syac.g_01835	Prah.g_01500
OG0000555	Syac.g_01822	Prah.g_01480
OG0000556	Syac.g_01817	Prah.g_01474
OG0000557	Syac.g_01815	Prah.g_01473
OG0000558	Syac.g_01813	Prah.g_01470
OG0000559	Syac.g_01808	Prah.g_01466
OG0000560	Syac.g_01805	Prah.g_01463
OG0000561	Syac.g_01804	Prah.g_01462
OG0000562	Syac.g_01803	Prah.g_01461
OG0000563	Syac.g_01802	Prah.g_01460
OG0000564	Syac.g_01801	Prah.g_01459
OG0000565	Syac.g_01797	Prah.g_01457
OG0000566	Syac.g_01793	Prah.g_01452
OG0000567	Syac.g_01789	Prah.g_01448
OG0000568	Syac.g_01786	Prah.g_01446
OG0000569	Syac.g_01785	Prah.g_01445
OG0000570	Syac.g_01784	Prah.g_01444
OG0000571	Syac.g_01780	Prah.g_01441
OG0000572	Syac.g_01765	Prah.g_01425
OG0000573	Syac.g_01755	Prah.g_01416
OG0000574	Syac.g_01754	Prah.g_01415
OG0000575	Syac.g_01750	Prah.g_01406
OG0000576	Syac.g_01748	Prah.g_01404
OG0000577	Syac.g_01747	Prah.g_01403
OG0000578	Syac.g_01746	Prah.g_01402
OG0000579	Syac.g_01745	Prah.g_01401
OG0000580	Syac.g_01744	Prah.g_01400
OG0000581	Syac.g_01738	Prah.g_01396
OG0000582	Syac.g_00936	Prah.g_01392
OG0000583	Syac.g_00937	Prah.g_01391
OG0000584	Syac.g_00938	Prah.g_01390
OG0000585	Syac.g_00940	Prah.g_01388
OG0000586	Syac.g_00941	Prah.g_01387
OG0000587	Syac.g_00943	Prah.g_01385
OG0000588	Syac.g_00949	Prah.g_00529
OG0000589	Syac.g_00953	Prah.g_00526
OG0000590	Syac.g_00954	Prah.g_00525
