Orthogroup	Syac	Syak
OG0000046	Syac.g_02063	Syak.g_01276
OG0000047	Syac.g_02031	Syak.g_01147
OG0000048	Syac.g_02240	Syak.g_01446
OG0000052	Syac.g_00207	Syak.g_01549
OG0000053	Syac.g_01657	Syak.g_01068
OG0000054	Syac.g_01050	Syak.g_02321
OG0000055	Syac.g_01034, Syac.g_00859	Syak.g_00766
OG0000058	Syac.g_00226	Syak.g_01530
OG0000059	Syac.g_02142	Syak.g_01355
OG0000060	Syac.g_01909	Syak.g_02572
OG0000061	Syac.g_00769	Syak.g_00898
OG0000062	Syac.g_00567	Syak.g_02434
OG0000063	Syac.g_00037	Syak.g_01752
OG0000064	Syac.g_00575	Syak.g_00983
OG0000064	Syac.g_01567	Syak.g_00164
OG0000065	Syac.g_00490	Syak.g_00282
OG0000067	Syac.g_01341	Syak.g_00434
OG0000068	Syac.g_01916	Syak.g_02565
OG0000070	Syac.g_00711	Syak.g_01174
OG0000071	Syac.g_01049	Syak.g_02322
OG0000071	Syac.g_00729	Syak.g_00936
OG0000072	Syac.g_00302	Syak.g_02099
OG0000073	Syac.g_01883	Syak.g_02597
OG0000075	Syac.g_00191	Syak.g_01564
OG0000076	Syac.g_00156	Syak.g_01650
OG0000077	Syac.g_00439	Syak.g_02243
OG0000078	Syac.g_01964	Syak.g_02310
OG0000079	Syac.g_02211	Syak.g_01417
OG0000081	Syac.g_01954, Syac.g_00461	Syak.g_00115
OG0000082	Syac.g_01766	Syak.g_02711
OG0000084	Syac.g_00822, Syac.g_01627	Syak.g_01036
OG0000085	Syac.g_00560	Syak.g_02427
OG0000086	Syac.g_00423	Syak.g_02219
OG0000087	Syac.g_00343	Syak.g_02141
OG0000088	Syac.g_00308	Syak.g_02106
OG0000089	Syac.g_01988, Syac.g_01543	Syak.g_01215
OG0000090	Syac.g_01836	Syak.g_02640
OG0000091	Syac.g_00987	Syak.g_00043
OG0000093	Syac.g_01357	Syak.g_00416
OG0000094	Syac.g_01251	Syak.g_00656
OG0000095	Syac.g_00884	Syak.g_00736
OG0000097	Syac.g_01507	Syak.g_00816
OG0000099	Syac.g_00234	Syak.g_01527
OG0000100	Syac.g_01309	Syak.g_00622
OG0000101	Syac.g_02094	Syak.g_01305
OG0000102	Syac.g_00151	Syak.g_01661
OG0000103	Syac.g_02476	Syak.g_01812
OG0000104	Syac.g_02490	Syak.g_01799
OG0000105	Syac.g_02245	Syak.g_01451
OG0000106	Syac.g_01098	Syak.g_00096
OG0000107	Syac.g_02191	Syak.g_01392
OG0000108	Syac.g_01904	Syak.g_02574
OG0000109	Syac.g_01889	Syak.g_02590
OG0000110	Syac.g_01778	Syak.g_02698
OG0000111	Syac.g_00893	Syak.g_00725
OG0000112	Syac.g_01173	Syak.g_00512
OG0000113	Syac.g_01314	Syak.g_00461
OG0000114	Syac.g_01394	Syak.g_00373, Syak.g_00065
OG0000115	Syac.g_01655	Syak.g_01066
OG0000116	Syac.g_00753	Syak.g_00911
OG0000117	Syac.g_01477	Syak.g_00846
OG0000118	Syac.g_01728	Syak.g_00954
OG0000120	Syac.g_00233	Syak.g_01526
OG0000121	Syac.g_01635	Syak.g_01044
OG0000122	Syac.g_01013	Syak.g_00081
OG0000123	Syac.g_02086	Syak.g_01299
OG0000124	Syac.g_00135	Syak.g_01692
OG0000125	Syac.g_02360	Syak.g_01934
OG0000126	Syac.g_02488	Syak.g_01801
OG0000128	Syac.g_00012	Syak.g_01782
OG0000129	Syac.g_02349	Syak.g_01947
OG0000130	Syac.g_00450	Syak.g_02255
OG0000131	Syac.g_00330	Syak.g_02128
OG0000132	Syac.g_00310	Syak.g_02108
OG0000133	Syac.g_01178	Syak.g_00507
OG0000134	Syac.g_01985	Syak.g_01212
OG0000135	Syac.g_02398	Syak.g_01897
OG0000136	Syac.g_00701	Syak.g_01186
OG0000137	Syac.g_01700	Syak.g_01118
OG0000138	Syac.g_01888	Syak.g_02591
OG0000139	Syac.g_01830	Syak.g_02646
OG0000140	Syac.g_01829	Syak.g_02650
OG0000141	Syac.g_00934	Syak.g_02746
OG0000142	Syac.g_00979	Syak.g_00035
OG0000143	Syac.g_00983	Syak.g_00039
OG0000144	Syac.g_01090	Syak.g_00260
OG0000145	Syac.g_01882	Syak.g_02598
OG0000146	Syac.g_01172	Syak.g_00514
OG0000147	Syac.g_01171	Syak.g_00515
OG0000148	Syac.g_01320	Syak.g_00455
OG0000149	Syac.g_00832	Syak.g_00596
OG0000150	Syac.g_00935	Syak.g_02747
OG0000151	Syac.g_01383	Syak.g_00387
OG0000152	Syac.g_01182	Syak.g_00503
OG0000153	Syac.g_01217	Syak.g_00470
OG0000154	Syac.g_01241	Syak.g_00645
OG0000155	Syac.g_00804	Syak.g_00855
OG0000156	Syac.g_00743	Syak.g_00919
OG0000157	Syac.g_00742	Syak.g_00920
OG0000158	Syac.g_00182	Syak.g_01624
OG0000159	Syac.g_00181	Syak.g_01580
OG0000160	Syac.g_01633	Syak.g_01043
OG0000161	Syac.g_01641	Syak.g_01050
OG0000162	Syac.g_01648	Syak.g_01058
OG0000163	Syac.g_00619	Syak.g_02478
OG0000164	Syac.g_00508	Syak.g_02384
OG0000165	Syac.g_00674	Syak.g_02374
OG0000166	Syac.g_02132	Syak.g_01345
OG0000167	Syac.g_00194	Syak.g_01561
OG0000168	Syac.g_00179	Syak.g_01625
OG0000169	Syac.g_00168	Syak.g_01637
OG0000170	Syac.g_00161	Syak.g_01644
OG0000171	Syac.g_00136	Syak.g_01691
OG0000172	Syac.g_00084	Syak.g_01713
OG0000173	Syac.g_00057	Syak.g_01733
OG0000174	Syac.g_02401	Syak.g_01895
OG0000175	Syac.g_02465	Syak.g_01827
OG0000176	Syac.g_00004	Syak.g_01790
OG0000177	Syac.g_00005	Syak.g_01789
OG0000178	Syac.g_00006	Syak.g_01788
OG0000179	Syac.g_00019	Syak.g_01773
OG0000180	Syac.g_00020	Syak.g_01772
OG0000181	Syac.g_00021	Syak.g_01771
OG0000182	Syac.g_00022	Syak.g_01770
OG0000183	Syac.g_00026	Syak.g_01766
OG0000184	Syac.g_02339	Syak.g_01955
OG0000185	Syac.g_02336	Syak.g_01971
OG0000186	Syac.g_00454	Syak.g_02258
OG0000187	Syac.g_00453	Syak.g_02257
OG0000188	Syac.g_00433	Syak.g_02235
OG0000189	Syac.g_00408	Syak.g_02203
OG0000190	Syac.g_00406	Syak.g_01575
OG0000191	Syac.g_00373	Syak.g_02171
OG0000192	Syac.g_00368	Syak.g_02165
OG0000193	Syac.g_00329	Syak.g_02127
OG0000194	Syac.g_00326	Syak.g_02124
OG0000195	Syac.g_00324	Syak.g_02122
OG0000196	Syac.g_00313	Syak.g_02111
OG0000197	Syac.g_00312	Syak.g_02110
OG0000198	Syac.g_00311	Syak.g_02109
OG0000199	Syac.g_00303	Syak.g_02100
OG0000200	Syac.g_02261	Syak.g_02083
OG0000201	Syac.g_02278	Syak.g_02068
OG0000202	Syac.g_02279	Syak.g_02067
OG0000203	Syac.g_02280	Syak.g_02066
OG0000204	Syac.g_02281	Syak.g_02065
OG0000205	Syac.g_02288	Syak.g_02058
OG0000206	Syac.g_02297	Syak.g_02038
OG0000207	Syac.g_02300	Syak.g_02025
OG0000208	Syac.g_02301	Syak.g_02024
OG0000209	Syac.g_02316	Syak.g_01995
OG0000210	Syac.g_02317	Syak.g_01994
OG0000211	Syac.g_01972	Syak.g_02300
OG0000212	Syac.g_01963	Syak.g_02311
OG0000213	Syac.g_02219	Syak.g_01425
OG0000214	Syac.g_02236	Syak.g_01442
OG0000215	Syac.g_00281	Syak.g_01474
OG0000216	Syac.g_00277	Syak.g_01478
OG0000217	Syac.g_00273	Syak.g_01482
OG0000218	Syac.g_00271	Syak.g_01484
OG0000219	Syac.g_00270	Syak.g_01485
OG0000220	Syac.g_00269	Syak.g_01486
OG0000221	Syac.g_00261	Syak.g_01498
OG0000222	Syac.g_00247	Syak.g_01512
OG0000223	Syac.g_00225	Syak.g_01531
OG0000224	Syac.g_00217	Syak.g_01532
OG0000225	Syac.g_02004	Syak.g_01230
OG0000226	Syac.g_02000	Syak.g_01226
OG0000227	Syac.g_01998	Syak.g_01224
OG0000228	Syac.g_01989	Syak.g_01216
OG0000229	Syac.g_00692	Syak.g_01191
OG0000230	Syac.g_00694	Syak.g_01189
OG0000231	Syac.g_00710	Syak.g_01176
OG0000232	Syac.g_01717	Syak.g_01156
OG0000233	Syac.g_01713	Syak.g_01145
OG0000234	Syac.g_01699	Syak.g_01116
OG0000235	Syac.g_01905	Syak.g_02573
OG0000236	Syac.g_01890	Syak.g_02589
OG0000237	Syac.g_01873	Syak.g_02607
OG0000238	Syac.g_01868	Syak.g_02612
OG0000239	Syac.g_01852	Syak.g_02628
OG0000240	Syac.g_01851	Syak.g_02629
OG0000241	Syac.g_00970	Syak.g_00027
OG0000242	Syac.g_01839	Syak.g_02638
OG0000243	Syac.g_01821	Syak.g_02658
OG0000244	Syac.g_01814	Syak.g_02665
OG0000245	Syac.g_01811	Syak.g_02667
OG0000246	Syac.g_01807	Syak.g_02671
OG0000247	Syac.g_01795	Syak.g_02681
OG0000248	Syac.g_01792	Syak.g_02684
OG0000249	Syac.g_01790	Syak.g_02686
OG0000250	Syac.g_01782	Syak.g_02694
OG0000251	Syac.g_01757	Syak.g_02722
OG0000252	Syac.g_01753	Syak.g_02725
OG0000253	Syac.g_01752	Syak.g_02727
OG0000254	Syac.g_00939	Syak.g_02752
OG0000255	Syac.g_00947	Syak.g_02772
OG0000256	Syac.g_00963	Syak.g_00020
OG0000257	Syac.g_00969	Syak.g_00026
OG0000258	Syac.g_00988	Syak.g_00044
OG0000259	Syac.g_01425	Syak.g_00334
OG0000260	Syac.g_01422	Syak.g_00338
OG0000261	Syac.g_01418	Syak.g_00348
OG0000262	Syac.g_01413	Syak.g_00353
OG0000263	Syac.g_01497	Syak.g_00828
OG0000264	Syac.g_00915	Syak.g_00698
OG0000265	Syac.g_00673	Syak.g_00211
OG0000267	Syac.g_01131	Syak.g_00555
OG0000268	Syac.g_01132	Syak.g_00554
OG0000269	Syac.g_01346	Syak.g_00429
OG0000270	Syac.g_01343	Syak.g_00432
OG0000271	Syac.g_01335	Syak.g_00440
OG0000272	Syac.g_01334	Syak.g_00441
OG0000274	Syac.g_00853	Syak.g_00615
OG0000275	Syac.g_00848	Syak.g_00611
OG0000276	Syac.g_00840	Syak.g_00604
OG0000277	Syac.g_00839	Syak.g_00603
OG0000278	Syac.g_00836	Syak.g_00600
OG0000279	Syac.g_00828	Syak.g_00592
OG0000280	Syac.g_00814	Syak.g_00582
OG0000281	Syac.g_02158	Syak.g_00339
OG0000282	Syac.g_01392	Syak.g_00375
OG0000283	Syac.g_01142	Syak.g_00541
OG0000284	Syac.g_01148	Syak.g_00536
OG0000285	Syac.g_01160	Syak.g_00523
OG0000286	Syac.g_01181	Syak.g_00504
OG0000287	Syac.g_01692, Syac.g_01209	Syak.g_00477
OG0000288	Syac.g_01240	Syak.g_00644
OG0000289	Syac.g_01254	Syak.g_00659
OG0000290	Syac.g_00881	Syak.g_00738
OG0000291	Syac.g_00883	Syak.g_00737
OG0000292	Syac.g_02487	Syak.g_01802
OG0000293	Syac.g_00754	Syak.g_00910
OG0000294	Syac.g_00755	Syak.g_00909
OG0000295	Syac.g_00796	Syak.g_00863
OG0000296	Syac.g_00798	Syak.g_00861
OG0000297	Syac.g_01475	Syak.g_00848
OG0000298	Syac.g_01476	Syak.g_00847
OG0000299	Syac.g_01503	Syak.g_00820
OG0000300	Syac.g_01510	Syak.g_00813
OG0000301	Syac.g_01511	Syak.g_00812
OG0000302	Syac.g_01512	Syak.g_00811
OG0000303	Syac.g_01520	Syak.g_00674
OG0000304	Syac.g_01526	Syak.g_00680
OG0000305	Syac.g_00886	Syak.g_00732
OG0000306	Syac.g_00810	Syak.g_00094
OG0000307	Syac.g_01924	Syak.g_02556
OG0000308	Syac.g_01926	Syak.g_02554
OG0000309	Syac.g_01931	Syak.g_02549
OG0000310	Syac.g_01607	Syak.g_00994
OG0000311	Syac.g_01611	Syak.g_00999
OG0000312	Syac.g_01619	Syak.g_01028
OG0000313	Syac.g_01638	Syak.g_01046
OG0000314	Syac.g_01665	Syak.g_01079
OG0000315	Syac.g_01675	Syak.g_01090
OG0000316	Syac.g_00601	Syak.g_02462
OG0000317	Syac.g_00552	Syak.g_02419
OG0000318	Syac.g_00543	Syak.g_02415
OG0000319	Syac.g_00525	Syak.g_02399
OG0000320	Syac.g_00523	Syak.g_02397
OG0000321	Syac.g_00522	Syak.g_02396
OG0000322	Syac.g_00521	Syak.g_02395
OG0000323	Syac.g_00506	Syak.g_02380
OG0000324	Syac.g_00648	Syak.g_02347
OG0000325	Syac.g_02190	Syak.g_01391
OG0000326	Syac.g_02183	Syak.g_01384
OG0000327	Syac.g_02137	Syak.g_01350
OG0000328	Syac.g_02136	Syak.g_01349
OG0000329	Syac.g_02119	Syak.g_01331
OG0000330	Syac.g_02118	Syak.g_01330
OG0000331	Syac.g_02117	Syak.g_01329
OG0000332	Syac.g_02103	Syak.g_01314
OG0000333	Syac.g_02100	Syak.g_01311
OG0000334	Syac.g_02090	Syak.g_01302
OG0000335	Syac.g_02085	Syak.g_01298
OG0000336	Syac.g_02081	Syak.g_01294
OG0000337	Syac.g_00199	Syak.g_01555
OG0000338	Syac.g_00196	Syak.g_01558
OG0000339	Syac.g_00190	Syak.g_01566
OG0000340	Syac.g_00178	Syak.g_01626
OG0000341	Syac.g_00176	Syak.g_01628
OG0000342	Syac.g_00175	Syak.g_01629
OG0000343	Syac.g_00174	Syak.g_01631
OG0000344	Syac.g_00170	Syak.g_01635
OG0000345	Syac.g_00160	Syak.g_01645
OG0000346	Syac.g_00155	Syak.g_01651
OG0000347	Syac.g_00129	Syak.g_01694
OG0000348	Syac.g_00070, Syac.g_00074	Syak.g_01717
OG0000349	Syac.g_00050	Syak.g_01740
OG0000350	Syac.g_02176	Syak.g_01377
OG0000351	Syac.g_02468	Syak.g_01823
OG0000352	Syac.g_02469	Syak.g_01822
OG0000353	Syac.g_02493	Syak.g_01796
OG0000354	Syac.g_01862	Syak.g_02618
OG0000355	Syac.g_00001	Syak.g_01793
OG0000356	Syac.g_00002	Syak.g_01792
OG0000357	Syac.g_00003	Syak.g_01791
OG0000358	Syac.g_00007	Syak.g_01787
OG0000359	Syac.g_00009	Syak.g_01785
OG0000360	Syac.g_00010	Syak.g_01784
OG0000361	Syac.g_00011	Syak.g_01783
OG0000362	Syac.g_00013	Syak.g_01781
OG0000363	Syac.g_00015	Syak.g_01779
OG0000364	Syac.g_00016	Syak.g_01778
OG0000365	Syac.g_00023	Syak.g_01769
OG0000366	Syac.g_00024	Syak.g_01768
OG0000367	Syac.g_00025	Syak.g_01767
OG0000368	Syac.g_00027	Syak.g_01765
OG0000369	Syac.g_00028	Syak.g_01764
OG0000370	Syac.g_00029	Syak.g_01763
OG0000371	Syac.g_00036	Syak.g_01753
OG0000372	Syac.g_00041	Syak.g_01748
OG0000373	Syac.g_00042	Syak.g_01747
OG0000374	Syac.g_00043	Syak.g_01746
OG0000375	Syac.g_00046	Syak.g_01744
OG0000376	Syac.g_00048	Syak.g_01742
OG0000377	Syac.g_02346	Syak.g_01948
OG0000378	Syac.g_02338	Syak.g_01968
OG0000379	Syac.g_02335	Syak.g_01972
OG0000380	Syac.g_00452	Syak.g_02256
OG0000381	Syac.g_00449	Syak.g_02254
OG0000382	Syac.g_00434	Syak.g_02236
OG0000383	Syac.g_00432	Syak.g_02229
OG0000384	Syac.g_00431	Syak.g_02228
OG0000385	Syac.g_00430	Syak.g_02227
OG0000386	Syac.g_00429	Syak.g_02226
OG0000387	Syac.g_00404	Syak.g_02200
OG0000388	Syac.g_00401	Syak.g_02196
OG0000389	Syac.g_00397	Syak.g_02193, Syak.g_02345
OG0000390	Syac.g_00379	Syak.g_02177
OG0000391	Syac.g_00374	Syak.g_02172
OG0000392	Syac.g_00369	Syak.g_02166
OG0000393	Syac.g_00366	Syak.g_02163
OG0000394	Syac.g_00365	Syak.g_02162
OG0000395	Syac.g_00364	Syak.g_02161
OG0000396	Syac.g_00361	Syak.g_02158
OG0000397	Syac.g_00359	Syak.g_02156
OG0000398	Syac.g_00354	Syak.g_02151
OG0000399	Syac.g_00353	Syak.g_02150
OG0000400	Syac.g_00352	Syak.g_02149
OG0000401	Syac.g_00351	Syak.g_02148
OG0000402	Syac.g_00348	Syak.g_02146
OG0000403	Syac.g_00347	Syak.g_02145
OG0000404	Syac.g_00345	Syak.g_02143
OG0000405	Syac.g_00332	Syak.g_02131
OG0000406	Syac.g_00328	Syak.g_02126
OG0000407	Syac.g_00327	Syak.g_02125
OG0000408	Syac.g_00325	Syak.g_02123
OG0000409	Syac.g_00323	Syak.g_02121
OG0000410	Syac.g_00322	Syak.g_02120
OG0000411	Syac.g_00321	Syak.g_02119
OG0000412	Syac.g_00320	Syak.g_02118
OG0000413	Syac.g_00318	Syak.g_02116
OG0000415	Syac.g_00316	Syak.g_02114
OG0000416	Syac.g_00315	Syak.g_02113
OG0000417	Syac.g_00314	Syak.g_02112
OG0000418	Syac.g_00309	Syak.g_02107
OG0000419	Syac.g_00307	Syak.g_02105
OG0000420	Syac.g_00305	Syak.g_02103
OG0000421	Syac.g_00300	Syak.g_02097
OG0000422	Syac.g_00299	Syak.g_02096
OG0000423	Syac.g_00298	Syak.g_02095
OG0000424	Syac.g_00297	Syak.g_02094
OG0000425	Syac.g_00296	Syak.g_02093
OG0000426	Syac.g_00295	Syak.g_02092
OG0000427	Syac.g_00294	Syak.g_02091
OG0000428	Syac.g_02257	Syak.g_02088
OG0000429	Syac.g_02259	Syak.g_02086
OG0000430	Syac.g_02260	Syak.g_02084
OG0000431	Syac.g_02264	Syak.g_02081
OG0000432	Syac.g_02270	Syak.g_02075
OG0000433	Syac.g_02272	Syak.g_02073
OG0000434	Syac.g_02273	Syak.g_02072
OG0000435	Syac.g_02277	Syak.g_02071
OG0000436	Syac.g_02282	Syak.g_02064
OG0000437	Syac.g_02283	Syak.g_02063
OG0000438	Syac.g_02284	Syak.g_02062
OG0000439	Syac.g_02286	Syak.g_02060
OG0000440	Syac.g_02287	Syak.g_02059
OG0000441	Syac.g_02294	Syak.g_02053
OG0000442	Syac.g_02295	Syak.g_02043
OG0000443	Syac.g_02296	Syak.g_02041
OG0000444	Syac.g_02303	Syak.g_02022
OG0000445	Syac.g_02304	Syak.g_02015
OG0000446	Syac.g_02305	Syak.g_02013
OG0000447	Syac.g_02308	Syak.g_02006
OG0000448	Syac.g_02309	Syak.g_02005
OG0000449	Syac.g_02310	Syak.g_02004
OG0000450	Syac.g_02313	Syak.g_01998
OG0000451	Syac.g_02314	Syak.g_01997
OG0000452	Syac.g_02318	Syak.g_01993
OG0000453	Syac.g_02319	Syak.g_01992
OG0000454	Syac.g_02320	Syak.g_01991
OG0000455	Syac.g_02321	Syak.g_01990
OG0000456	Syac.g_02322	Syak.g_01989
OG0000457	Syac.g_02324	Syak.g_01987
OG0000458	Syac.g_02325	Syak.g_01986
OG0000459	Syac.g_02326	Syak.g_01985
OG0000460	Syac.g_01970	Syak.g_02303
OG0000461	Syac.g_02198	Syak.g_01402
OG0000462	Syac.g_02201	Syak.g_01405
OG0000463	Syac.g_02202	Syak.g_01406
OG0000464	Syac.g_02203	Syak.g_01407
OG0000465	Syac.g_02204	Syak.g_01409
OG0000466	Syac.g_02208	Syak.g_01414
OG0000467	Syac.g_02210	Syak.g_01416
OG0000468	Syac.g_02216	Syak.g_01421
OG0000469	Syac.g_02230	Syak.g_01436
OG0000470	Syac.g_02232	Syak.g_01438
OG0000471	Syac.g_02233	Syak.g_01439
OG0000472	Syac.g_02235	Syak.g_01441
OG0000473	Syac.g_02237	Syak.g_01443
OG0000474	Syac.g_02238	Syak.g_01444
OG0000475	Syac.g_02239	Syak.g_01445
OG0000476	Syac.g_02241	Syak.g_01447
OG0000477	Syac.g_02247	Syak.g_01453
OG0000478	Syac.g_02248	Syak.g_01454
OG0000479	Syac.g_02249	Syak.g_01455
OG0000480	Syac.g_00293	Syak.g_01462
OG0000481	Syac.g_00291	Syak.g_01464
OG0000482	Syac.g_00290	Syak.g_01465
OG0000483	Syac.g_00286	Syak.g_01469
OG0000484	Syac.g_00285	Syak.g_01470
OG0000485	Syac.g_00284	Syak.g_01472
OG0000486	Syac.g_00283	Syak.g_01473
OG0000487	Syac.g_00276	Syak.g_01479
OG0000488	Syac.g_00272	Syak.g_01483
OG0000489	Syac.g_00260	Syak.g_01499
OG0000490	Syac.g_00249	Syak.g_01507
OG0000491	Syac.g_00248	Syak.g_01511
OG0000492	Syac.g_00246	Syak.g_01513
OG0000493	Syac.g_00245	Syak.g_01514
OG0000494	Syac.g_00244	Syak.g_01515
OG0000495	Syac.g_00243	Syak.g_01516
OG0000496	Syac.g_00242	Syak.g_01517
OG0000497	Syac.g_00241	Syak.g_01518
OG0000498	Syac.g_00240	Syak.g_01519
OG0000499	Syac.g_00239	Syak.g_01520
OG0000500	Syac.g_00238	Syak.g_01521
OG0000501	Syac.g_00235	Syak.g_01524
OG0000502	Syac.g_00223	Syak.g_01538
OG0000503	Syac.g_02020	Syak.g_01246
OG0000504	Syac.g_02018	Syak.g_01244
OG0000505	Syac.g_02017	Syak.g_01243
OG0000506	Syac.g_02015	Syak.g_01241
OG0000507	Syac.g_02009	Syak.g_01235
OG0000508	Syac.g_02005	Syak.g_01231
OG0000509	Syac.g_02003	Syak.g_01229
OG0000510	Syac.g_02002	Syak.g_01228
OG0000511	Syac.g_02001	Syak.g_01227
OG0000512	Syac.g_01999	Syak.g_01225
OG0000513	Syac.g_01984	Syak.g_01211
OG0000514	Syac.g_01977	Syak.g_01204
OG0000515	Syac.g_01976	Syak.g_01203
OG0000516	Syac.g_00697	Syak.g_01199
OG0000517	Syac.g_00691	Syak.g_01192
OG0000518	Syac.g_00707	Syak.g_01180
OG0000519	Syac.g_00708	Syak.g_01179
OG0000520	Syac.g_00709	Syak.g_01178
OG0000521	Syac.g_01721	Syak.g_01167
OG0000522	Syac.g_01719	Syak.g_01163
OG0000523	Syac.g_01718	Syak.g_01162
OG0000524	Syac.g_01716	Syak.g_01149
OG0000525	Syac.g_01709	Syak.g_01130
OG0000526	Syac.g_01706	Syak.g_01127
OG0000527	Syac.g_01702	Syak.g_01120
OG0000528	Syac.g_01911	Syak.g_02570
OG0000529	Syac.g_01903	Syak.g_02575
OG0000530	Syac.g_01900	Syak.g_02578
OG0000531	Syac.g_01899	Syak.g_02579
OG0000532	Syac.g_01896	Syak.g_02582
OG0000533	Syac.g_01895	Syak.g_02584
OG0000534	Syac.g_01894	Syak.g_02585
OG0000535	Syac.g_01893	Syak.g_02586
OG0000536	Syac.g_01892	Syak.g_02587
OG0000537	Syac.g_01891	Syak.g_02588
OG0000538	Syac.g_01880	Syak.g_02600
OG0000539	Syac.g_01879	Syak.g_02601
OG0000540	Syac.g_01878	Syak.g_02602
OG0000541	Syac.g_01877	Syak.g_02603
OG0000542	Syac.g_01874	Syak.g_02606
OG0000543	Syac.g_01872	Syak.g_02608
OG0000544	Syac.g_01871	Syak.g_02609
OG0000545	Syac.g_01869	Syak.g_02611
OG0000546	Syac.g_01867	Syak.g_02613
OG0000547	Syac.g_01865	Syak.g_02615
OG0000548	Syac.g_01864	Syak.g_02616
OG0000549	Syac.g_01858	Syak.g_02622
OG0000550	Syac.g_01854	Syak.g_02626
OG0000551	Syac.g_01849	Syak.g_02631
OG0000552	Syac.g_01848	Syak.g_02632
OG0000553	Syac.g_01846	Syak.g_02636
OG0000554	Syac.g_01835	Syak.g_02641
OG0000555	Syac.g_01822	Syak.g_02657
OG0000556	Syac.g_01817	Syak.g_02661
OG0000557	Syac.g_01815	Syak.g_02663
OG0000558	Syac.g_01813	Syak.g_02666
OG0000559	Syac.g_01808	Syak.g_02670
OG0000560	Syac.g_01805	Syak.g_02672
OG0000561	Syac.g_01804	Syak.g_02673
OG0000562	Syac.g_01803	Syak.g_02674
OG0000563	Syac.g_01802	Syak.g_02675
OG0000564	Syac.g_01801	Syak.g_02676
OG0000565	Syac.g_01797	Syak.g_02679
OG0000566	Syac.g_01793	Syak.g_02683
OG0000567	Syac.g_01789	Syak.g_02687
OG0000568	Syac.g_01786	Syak.g_02690
OG0000569	Syac.g_01785	Syak.g_02691
OG0000570	Syac.g_01784	Syak.g_02692
OG0000571	Syac.g_01780	Syak.g_02696
OG0000572	Syac.g_01765	Syak.g_02713
OG0000573	Syac.g_01755	Syak.g_02723
OG0000574	Syac.g_01754	Syak.g_02724
OG0000575	Syac.g_01750	Syak.g_02729
OG0000576	Syac.g_01748	Syak.g_02731
OG0000577	Syac.g_01747	Syak.g_02732
OG0000578	Syac.g_01746	Syak.g_02733
