Orthogroup	Syac	Praw
OG0000163	Syac.g_00619	Praw.g_00384
OG0000164	Syac.g_00508	Praw.g_00539
OG0000165	Syac.g_00674	Praw.g_00546
OG0000166	Syac.g_02132	Praw.g_00132
OG0000167	Syac.g_00194	Praw.g_00066
OG0000168	Syac.g_00179	Praw.g_00056
OG0000169	Syac.g_00168	Praw.g_00046
OG0000170	Syac.g_00161	Praw.g_00044
OG0000171	Syac.g_00136	Praw.g_00024
OG0000172	Syac.g_00084	Praw.g_00016
OG0000173	Syac.g_00057	Praw.g_00001
OG0000174	Syac.g_02401	Praw.g_01166
OG0000175	Syac.g_02465	Praw.g_01156
OG0000176	Syac.g_00004	Praw.g_01132
OG0000177	Syac.g_00005	Praw.g_01131
OG0000178	Syac.g_00006	Praw.g_01130
OG0000179	Syac.g_00019	Praw.g_01412
OG0000180	Syac.g_00020	Praw.g_01411
OG0000181	Syac.g_00021	Praw.g_01410
OG0000182	Syac.g_00022	Praw.g_01409
OG0000183	Syac.g_00026	Praw.g_01405
OG0000184	Syac.g_02339	Praw.g_01382
OG0000185	Syac.g_02336	Praw.g_01379
OG0000186	Syac.g_00454	Praw.g_01370
OG0000187	Syac.g_00453	Praw.g_01369
OG0000188	Syac.g_00433	Praw.g_01352
OG0000189	Syac.g_00408	Praw.g_01339
OG0000190	Syac.g_00406	Praw.g_01338
OG0000191	Syac.g_00373	Praw.g_01318
OG0000192	Syac.g_00368	Praw.g_01314
OG0000193	Syac.g_00329	Praw.g_01289
OG0000194	Syac.g_00326	Praw.g_01286
OG0000195	Syac.g_00324	Praw.g_01284
OG0000196	Syac.g_00313	Praw.g_01274
OG0000197	Syac.g_00312	Praw.g_01273
OG0000198	Syac.g_00311	Praw.g_01272
OG0000199	Syac.g_00303	Praw.g_01265
OG0000200	Syac.g_02261	Praw.g_01251
OG0000201	Syac.g_02278	Praw.g_01243
OG0000202	Syac.g_02279	Praw.g_01242
OG0000203	Syac.g_02280	Praw.g_01241
OG0000204	Syac.g_02281	Praw.g_01240
OG0000205	Syac.g_02288	Praw.g_01233
OG0000206	Syac.g_02297	Praw.g_01228
OG0000207	Syac.g_02300	Praw.g_01226
OG0000208	Syac.g_02301	Praw.g_01225
OG0000209	Syac.g_02316	Praw.g_01216
OG0000210	Syac.g_02317	Praw.g_01215
OG0000211	Syac.g_01972	Praw.g_01202
OG0000212	Syac.g_01963	Praw.g_01195
OG0000213	Syac.g_02219	Praw.g_00876
OG0000214	Syac.g_02236	Praw.g_00867
OG0000215	Syac.g_00281	Praw.g_00842
OG0000216	Syac.g_00277	Praw.g_00840
OG0000217	Syac.g_00273	Praw.g_00837
OG0000218	Syac.g_00271	Praw.g_00835
OG0000219	Syac.g_00270	Praw.g_00834
OG0000220	Syac.g_00269	Praw.g_00833
OG0000221	Syac.g_00261	Praw.g_00832
OG0000222	Syac.g_00247	Praw.g_00824
OG0000223	Syac.g_00225	Praw.g_00811
OG0000224	Syac.g_00217	Praw.g_00809
OG0000225	Syac.g_02004	Praw.g_00786
OG0000226	Syac.g_02000	Praw.g_00782
OG0000227	Syac.g_01998	Praw.g_00780
OG0000228	Syac.g_01989	Praw.g_00777
OG0000229	Syac.g_00692	Praw.g_00711
OG0000230	Syac.g_00694	Praw.g_00709
OG0000231	Syac.g_00710	Praw.g_00698
OG0000232	Syac.g_01717	Praw.g_00689
OG0000233	Syac.g_01713	Praw.g_00684
OG0000234	Syac.g_01699	Praw.g_00671
OG0000235	Syac.g_01905	Praw.g_00668
OG0000236	Syac.g_01890	Praw.g_00655
OG0000237	Syac.g_01873	Praw.g_00642
OG0000238	Syac.g_01868	Praw.g_00636
OG0000239	Syac.g_01852	Praw.g_00623
OG0000240	Syac.g_01851	Praw.g_00622
OG0000241	Syac.g_00970	Praw.g_00618
OG0000242	Syac.g_01839	Praw.g_00616
OG0000243	Syac.g_01821	Praw.g_00605
OG0000244	Syac.g_01814	Praw.g_00602
OG0000245	Syac.g_01811	Praw.g_00600
OG0000246	Syac.g_01807	Praw.g_00596
OG0000247	Syac.g_01795	Praw.g_00586
OG0000248	Syac.g_01792	Praw.g_00584
OG0000249	Syac.g_01790	Praw.g_00582
OG0000250	Syac.g_01782	Praw.g_00577
OG0000251	Syac.g_01757	Praw.g_01937
OG0000252	Syac.g_01753	Praw.g_01940
OG0000253	Syac.g_01752	Praw.g_01941
OG0000254	Syac.g_00939	Praw.g_00147
OG0000255	Syac.g_00947	Praw.g_00153
OG0000256	Syac.g_00963	Praw.g_00163
OG0000257	Syac.g_00969	Praw.g_00166
OG0000258	Syac.g_00988	Praw.g_01879
OG0000259	Syac.g_01425	Praw.g_01862
OG0000260	Syac.g_01422	Praw.g_01859
OG0000261	Syac.g_01418	Praw.g_01857
OG0000262	Syac.g_01413	Praw.g_01853
OG0000263	Syac.g_01497	Praw.g_01841
OG0000264	Syac.g_00915	Praw.g_01831
OG0000265	Syac.g_00673	Praw.g_01809
OG0000266	Syac.g_01271	Praw.g_01799
OG0000267	Syac.g_01131	Praw.g_01788
OG0000268	Syac.g_01132	Praw.g_01787
OG0000269	Syac.g_01346	Praw.g_01702
OG0000270	Syac.g_01343	Praw.g_01699
OG0000271	Syac.g_01335	Praw.g_01691
OG0000272	Syac.g_01334	Praw.g_01690
OG0000273	Syac.g_00854	Praw.g_01668
OG0000274	Syac.g_00853	Praw.g_01667
OG0000275	Syac.g_00848	Praw.g_01665
OG0000276	Syac.g_00840	Praw.g_01660
OG0000277	Syac.g_00839	Praw.g_01659
OG0000278	Syac.g_00836	Praw.g_01656
OG0000279	Syac.g_00828	Praw.g_01649
OG0000280	Syac.g_00814	Praw.g_01648
OG0000281	Syac.g_02158	Praw.g_01643
OG0000282	Syac.g_01392	Praw.g_01595
OG0000283	Syac.g_01142	Praw.g_01562
OG0000284	Syac.g_01148	Praw.g_01557
OG0000285	Syac.g_01160	Praw.g_01552
OG0000286	Syac.g_01181	Praw.g_01540
OG0000287	Syac.g_01692, Syac.g_01209	Praw.g_01523
OG0000288	Syac.g_01240	Praw.g_01494
OG0000289	Syac.g_01254	Praw.g_01483
OG0000290	Syac.g_00881	Praw.g_01470
OG0000291	Syac.g_00883	Praw.g_01468
OG0000292	Syac.g_02487	Praw.g_01418
OG0000293	Syac.g_00754	Praw.g_00225
OG0000294	Syac.g_00755	Praw.g_00226
OG0000295	Syac.g_00796	Praw.g_00246
OG0000296	Syac.g_00798	Praw.g_00248
OG0000297	Syac.g_01475	Praw.g_00256
OG0000298	Syac.g_01476	Praw.g_00257
OG0000299	Syac.g_01503	Praw.g_00274
OG0000300	Syac.g_01510	Praw.g_00277
OG0000301	Syac.g_01511	Praw.g_00278
OG0000302	Syac.g_01512	Praw.g_00280
OG0000303	Syac.g_01520	Praw.g_00287
OG0000304	Syac.g_01526	Praw.g_00291
OG0000305	Syac.g_00886	Praw.g_01008
OG0000306	Syac.g_00810	Praw.g_01011
OG0000307	Syac.g_01924	Praw.g_01025
OG0000308	Syac.g_01926	Praw.g_01026
OG0000309	Syac.g_01931	Praw.g_01030
OG0000310	Syac.g_01607	Praw.g_01098
OG0000311	Syac.g_01611	Praw.g_01096
OG0000312	Syac.g_01619	Praw.g_01093
OG0000313	Syac.g_01638	Praw.g_01076
OG0000314	Syac.g_01665	Praw.g_00363
OG0000315	Syac.g_01675	Praw.g_00374
OG0000316	Syac.g_00601	Praw.g_00394
OG0000317	Syac.g_00552	Praw.g_00513
OG0000318	Syac.g_00543	Praw.g_00516
OG0000319	Syac.g_00525	Praw.g_00529
OG0000320	Syac.g_00523	Praw.g_00531
OG0000321	Syac.g_00522	Praw.g_00532
OG0000322	Syac.g_00521	Praw.g_00533
OG0000323	Syac.g_00506	Praw.g_00542
OG0000324	Syac.g_00648	Praw.g_00569
OG0000325	Syac.g_02190	Praw.g_01916
OG0000326	Syac.g_02183	Praw.g_01910
OG0000327	Syac.g_02137	Praw.g_00137
OG0000328	Syac.g_02136	Praw.g_00136
OG0000329	Syac.g_02119	Praw.g_00119
OG0000330	Syac.g_02118	Praw.g_00118
OG0000331	Syac.g_02117	Praw.g_00117
OG0000332	Syac.g_02103	Praw.g_00103
OG0000333	Syac.g_02100	Praw.g_00101
OG0000334	Syac.g_02090	Praw.g_00093
OG0000335	Syac.g_02085	Praw.g_00088
OG0000336	Syac.g_02081	Praw.g_00084
OG0000337	Syac.g_00199	Praw.g_00068
OG0000338	Syac.g_00196	Praw.g_00067
OG0000339	Syac.g_00190	Praw.g_00063
OG0000340	Syac.g_00178	Praw.g_00055
OG0000341	Syac.g_00176	Praw.g_00053
OG0000342	Syac.g_00175	Praw.g_00052
OG0000343	Syac.g_00174	Praw.g_00051
OG0000344	Syac.g_00170	Praw.g_00048
OG0000345	Syac.g_00160	Praw.g_00043
OG0000346	Syac.g_00155	Praw.g_00038
OG0000347	Syac.g_00129	Praw.g_00022
OG0000348	Syac.g_00070, Syac.g_00074	Praw.g_00013
OG0000349	Syac.g_00050	Praw.g_01189
OG0000350	Syac.g_02176	Praw.g_01170
OG0000351	Syac.g_02468	Praw.g_01153
OG0000352	Syac.g_02469	Praw.g_01152
OG0000353	Syac.g_02493	Praw.g_01137
OG0000355	Syac.g_00001	Praw.g_01135
OG0000356	Syac.g_00002	Praw.g_01134
OG0000357	Syac.g_00003	Praw.g_01133
OG0000358	Syac.g_00007	Praw.g_01129
OG0000359	Syac.g_00009	Praw.g_01128
OG0000360	Syac.g_00010	Praw.g_01127
OG0000361	Syac.g_00011	Praw.g_01126
OG0000362	Syac.g_00013	Praw.g_01124
OG0000363	Syac.g_00015	Praw.g_01414
OG0000364	Syac.g_00016	Praw.g_01413
OG0000365	Syac.g_00023	Praw.g_01408
OG0000366	Syac.g_00024	Praw.g_01407
OG0000367	Syac.g_00025	Praw.g_01406
OG0000368	Syac.g_00027	Praw.g_01404
OG0000369	Syac.g_00028	Praw.g_01403
OG0000370	Syac.g_00029	Praw.g_01402
OG0000371	Syac.g_00036	Praw.g_01396
OG0000372	Syac.g_00041	Praw.g_01393
OG0000373	Syac.g_00042	Praw.g_01392
OG0000374	Syac.g_00043	Praw.g_01391
OG0000375	Syac.g_00046	Praw.g_01388
OG0000376	Syac.g_00048	Praw.g_01386
OG0000377	Syac.g_02346	Praw.g_01383
OG0000378	Syac.g_02338	Praw.g_01381
OG0000379	Syac.g_02335	Praw.g_01378
OG0000380	Syac.g_00452	Praw.g_01368
OG0000381	Syac.g_00449	Praw.g_01364
OG0000382	Syac.g_00434	Praw.g_01353
OG0000383	Syac.g_00432	Praw.g_01351
OG0000384	Syac.g_00431	Praw.g_01350
OG0000385	Syac.g_00430	Praw.g_01349
OG0000386	Syac.g_00429	Praw.g_01348
OG0000387	Syac.g_00404	Praw.g_01336
OG0000388	Syac.g_00401	Praw.g_01333
OG0000389	Syac.g_00397	Praw.g_01329
OG0000390	Syac.g_00379	Praw.g_01322
OG0000391	Syac.g_00374	Praw.g_01319
OG0000392	Syac.g_00369	Praw.g_01315
OG0000393	Syac.g_00366	Praw.g_01313
OG0000394	Syac.g_00365	Praw.g_01312
OG0000395	Syac.g_00364	Praw.g_01311
OG0000396	Syac.g_00361	Praw.g_01308
OG0000397	Syac.g_00359	Praw.g_01306
OG0000398	Syac.g_00354	Praw.g_01304
OG0000399	Syac.g_00353	Praw.g_01303
OG0000400	Syac.g_00352	Praw.g_01302
OG0000401	Syac.g_00351	Praw.g_01301
OG0000402	Syac.g_00348	Praw.g_01299
OG0000403	Syac.g_00347	Praw.g_01298
OG0000404	Syac.g_00345	Praw.g_01297
OG0000405	Syac.g_00332	Praw.g_01293
OG0000406	Syac.g_00328	Praw.g_01288
OG0000407	Syac.g_00327	Praw.g_01287
OG0000408	Syac.g_00325	Praw.g_01285
OG0000409	Syac.g_00323	Praw.g_01283
OG0000410	Syac.g_00322	Praw.g_01282
OG0000411	Syac.g_00321	Praw.g_01281
OG0000412	Syac.g_00320	Praw.g_01280
OG0000413	Syac.g_00318	Praw.g_01279
OG0000414	Syac.g_00317	Praw.g_01278
OG0000415	Syac.g_00316	Praw.g_01277
OG0000416	Syac.g_00315	Praw.g_01276
OG0000417	Syac.g_00314	Praw.g_01275
OG0000418	Syac.g_00309	Praw.g_01270
OG0000419	Syac.g_00307	Praw.g_01268
OG0000420	Syac.g_00305	Praw.g_01267
OG0000421	Syac.g_00300	Praw.g_01262
OG0000422	Syac.g_00299	Praw.g_01261
OG0000423	Syac.g_00298	Praw.g_01260
OG0000424	Syac.g_00297	Praw.g_01259
OG0000425	Syac.g_00296	Praw.g_01258
OG0000426	Syac.g_00295	Praw.g_01257
OG0000427	Syac.g_00294	Praw.g_01256
OG0000428	Syac.g_02257	Praw.g_01254
OG0000429	Syac.g_02259	Praw.g_01253
OG0000430	Syac.g_02260	Praw.g_01252
OG0000431	Syac.g_02264	Praw.g_01250
OG0000432	Syac.g_02270	Praw.g_01247
OG0000433	Syac.g_02272	Praw.g_01246
OG0000434	Syac.g_02273	Praw.g_01245
OG0000435	Syac.g_02277	Praw.g_01244
OG0000436	Syac.g_02282	Praw.g_01239
OG0000437	Syac.g_02283	Praw.g_01238
OG0000438	Syac.g_02284	Praw.g_01237
OG0000439	Syac.g_02286	Praw.g_01235
OG0000440	Syac.g_02287	Praw.g_01234
OG0000441	Syac.g_02294	Praw.g_01231
OG0000442	Syac.g_02295	Praw.g_01230
OG0000443	Syac.g_02296	Praw.g_01229
OG0000444	Syac.g_02303	Praw.g_01224
OG0000445	Syac.g_02304	Praw.g_01223
OG0000446	Syac.g_02305	Praw.g_01222
OG0000447	Syac.g_02308	Praw.g_01221
OG0000448	Syac.g_02309	Praw.g_01220
OG0000449	Syac.g_02310	Praw.g_01219
OG0000450	Syac.g_02313	Praw.g_01218
OG0000451	Syac.g_02314	Praw.g_01217
OG0000452	Syac.g_02318	Praw.g_01214
OG0000453	Syac.g_02319	Praw.g_01213
OG0000454	Syac.g_02320	Praw.g_01212
OG0000455	Syac.g_02321	Praw.g_01211
OG0000456	Syac.g_02322	Praw.g_01210
OG0000457	Syac.g_02324	Praw.g_01209
OG0000458	Syac.g_02325	Praw.g_01208
OG0000459	Syac.g_02326	Praw.g_01207
OG0000460	Syac.g_01970	Praw.g_01200
OG0000461	Syac.g_02198	Praw.g_00891
OG0000462	Syac.g_02201	Praw.g_00889
OG0000463	Syac.g_02202	Praw.g_00888
OG0000464	Syac.g_02203	Praw.g_00887
OG0000465	Syac.g_02204	Praw.g_00886
OG0000466	Syac.g_02208	Praw.g_00883
OG0000467	Syac.g_02210	Praw.g_00882
OG0000468	Syac.g_02216	Praw.g_00880
OG0000469	Syac.g_02230	Praw.g_00872
OG0000470	Syac.g_02232	Praw.g_00870
OG0000471	Syac.g_02233	Praw.g_00869
OG0000472	Syac.g_02235	Praw.g_00868
OG0000473	Syac.g_02237	Praw.g_00866
OG0000474	Syac.g_02238	Praw.g_00865
OG0000475	Syac.g_02239	Praw.g_00864
OG0000476	Syac.g_02241	Praw.g_00863
OG0000477	Syac.g_02247	Praw.g_00859
OG0000478	Syac.g_02248	Praw.g_00858
OG0000479	Syac.g_02249	Praw.g_00857
OG0000480	Syac.g_00293	Praw.g_00852
OG0000481	Syac.g_00291	Praw.g_00850
OG0000482	Syac.g_00290	Praw.g_00849
OG0000483	Syac.g_00286	Praw.g_00846
OG0000484	Syac.g_00285	Praw.g_00845
OG0000485	Syac.g_00284	Praw.g_00844
OG0000486	Syac.g_00283	Praw.g_00843
OG0000487	Syac.g_00276	Praw.g_00839
OG0000488	Syac.g_00272	Praw.g_00836
OG0000489	Syac.g_00260	Praw.g_00831
OG0000490	Syac.g_00249	Praw.g_00826
OG0000491	Syac.g_00248	Praw.g_00825
OG0000492	Syac.g_00246	Praw.g_00823
OG0000493	Syac.g_00245	Praw.g_00822
OG0000494	Syac.g_00244	Praw.g_00821
OG0000495	Syac.g_00243	Praw.g_00820
OG0000496	Syac.g_00242	Praw.g_00819
OG0000497	Syac.g_00241	Praw.g_00818
OG0000498	Syac.g_00240	Praw.g_00817
OG0000499	Syac.g_00239	Praw.g_00816
OG0000500	Syac.g_00238	Praw.g_00815
OG0000501	Syac.g_00235	Praw.g_00813
OG0000502	Syac.g_00223	Praw.g_00810
OG0000503	Syac.g_02020	Praw.g_00796
OG0000504	Syac.g_02018	Praw.g_00795
OG0000505	Syac.g_02017	Praw.g_00794
OG0000506	Syac.g_02015	Praw.g_00792
OG0000507	Syac.g_02009	Praw.g_00790
OG0000508	Syac.g_02005	Praw.g_00787
OG0000509	Syac.g_02003	Praw.g_00785
OG0000510	Syac.g_02002	Praw.g_00784
OG0000511	Syac.g_02001	Praw.g_00783
OG0000512	Syac.g_01999	Praw.g_00781
OG0000513	Syac.g_01984	Praw.g_00774
OG0000514	Syac.g_01977	Praw.g_00716
OG0000515	Syac.g_01976	Praw.g_00715
OG0000516	Syac.g_00697	Praw.g_00714
OG0000517	Syac.g_00691	Praw.g_00712
OG0000518	Syac.g_00707	Praw.g_00701
OG0000519	Syac.g_00708	Praw.g_00700
OG0000520	Syac.g_00709	Praw.g_00699
OG0000521	Syac.g_01721	Praw.g_00694
OG0000522	Syac.g_01719	Praw.g_00692
OG0000523	Syac.g_01718	Praw.g_00691
OG0000524	Syac.g_01716	Praw.g_00686
OG0000525	Syac.g_01709	Praw.g_00683
OG0000526	Syac.g_01706	Praw.g_00682
OG0000527	Syac.g_01702	Praw.g_00674
OG0000528	Syac.g_01911	Praw.g_00669
OG0000529	Syac.g_01903	Praw.g_00666
OG0000530	Syac.g_01900	Praw.g_00664
OG0000531	Syac.g_01899	Praw.g_00663
OG0000532	Syac.g_01896	Praw.g_00661
OG0000533	Syac.g_01895	Praw.g_00660
OG0000534	Syac.g_01894	Praw.g_00659
OG0000535	Syac.g_01893	Praw.g_00658
OG0000536	Syac.g_01892	Praw.g_00657
OG0000537	Syac.g_01891	Praw.g_00656
OG0000538	Syac.g_01880	Praw.g_00648
OG0000539	Syac.g_01879	Praw.g_00647
OG0000540	Syac.g_01878	Praw.g_00646
OG0000541	Syac.g_01877	Praw.g_00645
OG0000542	Syac.g_01874	Praw.g_00643
OG0000543	Syac.g_01872	Praw.g_00641
OG0000544	Syac.g_01871	Praw.g_00640
OG0000545	Syac.g_01869	Praw.g_00638
OG0000546	Syac.g_01867	Praw.g_00635
OG0000547	Syac.g_01865	Praw.g_00633
OG0000548	Syac.g_01864	Praw.g_00632
OG0000549	Syac.g_01858	Praw.g_00630
OG0000550	Syac.g_01854	Praw.g_00625
OG0000551	Syac.g_01849	Praw.g_00621
OG0000552	Syac.g_01848	Praw.g_00620
OG0000553	Syac.g_01846	Praw.g_00619
OG0000554	Syac.g_01835	Praw.g_00614
OG0000555	Syac.g_01822	Praw.g_00606
OG0000556	Syac.g_01817	Praw.g_00604
OG0000557	Syac.g_01815	Praw.g_00603
OG0000558	Syac.g_01813	Praw.g_00601
OG0000559	Syac.g_01808	Praw.g_00597
OG0000560	Syac.g_01805	Praw.g_00594
OG0000561	Syac.g_01804	Praw.g_00593
OG0000562	Syac.g_01803	Praw.g_00592
OG0000563	Syac.g_01802	Praw.g_00591
OG0000564	Syac.g_01801	Praw.g_00590
OG0000565	Syac.g_01797	Praw.g_00587
OG0000566	Syac.g_01793	Praw.g_00585
OG0000567	Syac.g_01789	Praw.g_00581
OG0000568	Syac.g_01786	Praw.g_00580
OG0000569	Syac.g_01785	Praw.g_00579
OG0000570	Syac.g_01784	Praw.g_00578
OG0000571	Syac.g_01780	Praw.g_00576
OG0000572	Syac.g_01765	Praw.g_01933
OG0000573	Syac.g_01755	Praw.g_01938
OG0000574	Syac.g_01754	Praw.g_01939
OG0000575	Syac.g_01750	Praw.g_01943
OG0000576	Syac.g_01748	Praw.g_01945
OG0000577	Syac.g_01747	Praw.g_01946
OG0000578	Syac.g_01746	Praw.g_01947
OG0000579	Syac.g_01745	Praw.g_01948
OG0000580	Syac.g_01744	Praw.g_01949
OG0000581	Syac.g_01738	Praw.g_00141
OG0000582	Syac.g_00936	Praw.g_00144
OG0000583	Syac.g_00937	Praw.g_00145
OG0000584	Syac.g_00938	Praw.g_00146
OG0000585	Syac.g_00940	Praw.g_00148
OG0000586	Syac.g_00941	Praw.g_00149
