Orthogroup	Syac	Praq
OG0000040	Syac.g_02437	Praq.g_01313
OG0000041	Syac.g_00655, Syac.g_00876	Praq.g_00451
OG0000042	Syac.g_00146	Praq.g_00770
OG0000044	Syac.g_00477, Syac.g_00858	Praq.g_00058
OG0000045	Syac.g_01040	Praq.g_01172
OG0000045	Syac.g_00576	Praq.g_00567
OG0000047	Syac.g_02031	Praq.g_01672, Praq.g_01137
OG0000048	Syac.g_02240	Praq.g_01169
OG0000050	Syac.g_01937	Praq.g_01654
OG0000053	Syac.g_01657	Praq.g_01246, Praq.g_00314
OG0000054	Syac.g_00933, Syac.g_01050	Praq.g_00996
OG0000055	Syac.g_01034, Syac.g_00859	Praq.g_00650
OG0000057	Syac.g_00894	Praq.g_00827
OG0000059	Syac.g_02142	Praq.g_00927
OG0000061	Syac.g_00769	Praq.g_01333
OG0000062	Syac.g_00567	Praq.g_00372
OG0000063	Syac.g_00037	Praq.g_01237, Praq.g_01236, Praq.g_00075
OG0000065	Syac.g_00396, Syac.g_00490	Praq.g_01896
OG0000066	Syac.g_01827	Praq.g_01063
OG0000067	Syac.g_01341	Praq.g_00670
OG0000068	Syac.g_01916	Praq.g_00175
OG0000069	Syac.g_01272	Praq.g_00056, Praq.g_00018
OG0000070	Syac.g_00711	Praq.g_01107
OG0000071	Syac.g_01049, Syac.g_00729	Praq.g_00133
OG0000072	Syac.g_00302	Praq.g_01831
OG0000073	Syac.g_01883	Praq.g_01103
OG0000075	Syac.g_00191	Praq.g_00739
OG0000076	Syac.g_00156	Praq.g_01243, Praq.g_00763
OG0000077	Syac.g_00439	Praq.g_01925
OG0000078	Syac.g_01964	Praq.g_01763
OG0000081	Syac.g_01954, Syac.g_00461	Praq.g_01071
OG0000082	Syac.g_01766	Praq.g_01018
OG0000084	Syac.g_00822, Syac.g_01627	Praq.g_00290
OG0000086	Syac.g_00423	Praq.g_01915
OG0000087	Syac.g_00343	Praq.g_01864
OG0000088	Syac.g_00308	Praq.g_01836
OG0000089	Syac.g_01988, Syac.g_01543	Praq.g_01188
OG0000090	Syac.g_01836	Praq.g_01069
OG0000091	Syac.g_00987	Praq.g_00960
OG0000093	Syac.g_01357	Praq.g_01516
OG0000094	Syac.g_01251	Praq.g_01600
OG0000095	Syac.g_00884	Praq.g_01619
OG0000097	Syac.g_01507	Praq.g_01374
OG0000098	Syac.g_02157	Praq.g_00157
OG0000099	Syac.g_00234	Praq.g_00216
OG0000100	Syac.g_01309	Praq.g_00368
OG0000101	Syac.g_02094	Praq.g_00879
OG0000102	Syac.g_00151	Praq.g_00768
OG0000103	Syac.g_02476	Praq.g_00414
OG0000104	Syac.g_02490	Praq.g_00422
OG0000105	Syac.g_02245	Praq.g_01729
OG0000106	Syac.g_01098	Praq.g_01173
OG0000107	Syac.g_02191	Praq.g_01158
OG0000108	Syac.g_01904	Praq.g_00531
OG0000109	Syac.g_01889	Praq.g_00545
OG0000110	Syac.g_01778	Praq.g_01028
OG0000111	Syac.g_00893	Praq.g_00828
OG0000112	Syac.g_01173	Praq.g_00638
OG0000113	Syac.g_01314	Praq.g_01420
OG0000114	Syac.g_01394	Praq.g_01490
OG0000115	Syac.g_01655	Praq.g_01278
OG0000116	Syac.g_00753	Praq.g_01323
OG0000117	Syac.g_01477	Praq.g_00084
OG0000118	Syac.g_01728	Praq.g_00145
OG0000120	Syac.g_00233	Praq.g_00208
OG0000121	Syac.g_01635	Praq.g_00296
OG0000122	Syac.g_01013	Praq.g_00334
OG0000123	Syac.g_02086	Praq.g_00873
OG0000124	Syac.g_00135	Praq.g_00682
OG0000125	Syac.g_02360	Praq.g_00718
OG0000126	Syac.g_02488	Praq.g_00421
OG0000128	Syac.g_00012	Praq.g_00437
OG0000129	Syac.g_02349	Praq.g_01259
OG0000130	Syac.g_00450	Praq.g_01934
OG0000131	Syac.g_00330	Praq.g_01857
OG0000132	Syac.g_00310	Praq.g_01838
OG0000133	Syac.g_01178	Praq.g_01680
OG0000134	Syac.g_01985	Praq.g_01187
OG0000135	Syac.g_02398	Praq.g_01160
OG0000136	Syac.g_00701	Praq.g_01116
OG0000137	Syac.g_01700	Praq.g_00526
OG0000138	Syac.g_01888	Praq.g_00546
OG0000139	Syac.g_01830	Praq.g_01065
OG0000140	Syac.g_01829	Praq.g_01064
OG0000141	Syac.g_00934	Praq.g_00995
OG0000142	Syac.g_00979	Praq.g_00967
OG0000143	Syac.g_00983	Praq.g_00963
OG0000144	Syac.g_01090	Praq.g_00781
OG0000145	Syac.g_01882	Praq.g_00637
OG0000146	Syac.g_01172	Praq.g_00639
OG0000147	Syac.g_01171	Praq.g_00640
OG0000148	Syac.g_01320	Praq.g_01414
OG0000149	Syac.g_00832	Praq.g_01444
OG0000150	Syac.g_00935	Praq.g_01452
OG0000151	Syac.g_01383	Praq.g_01500
OG0000152	Syac.g_01182	Praq.g_01548
OG0000153	Syac.g_01217	Praq.g_01567
OG0000154	Syac.g_01241	Praq.g_01593
OG0000155	Syac.g_00804	Praq.g_01353
OG0000156	Syac.g_00743	Praq.g_00122
OG0000157	Syac.g_00742	Praq.g_00123
OG0000158	Syac.g_00182	Praq.g_00258
OG0000160	Syac.g_01633	Praq.g_00295
OG0000161	Syac.g_01641	Praq.g_00301
OG0000162	Syac.g_01648	Praq.g_00307
OG0000163	Syac.g_00619	Praq.g_00341
OG0000164	Syac.g_00508	Praq.g_00473
OG0000165	Syac.g_00674	Praq.g_00466
OG0000166	Syac.g_02132	Praq.g_00915
OG0000167	Syac.g_00194	Praq.g_00737
OG0000168	Syac.g_00179	Praq.g_00747
OG0000169	Syac.g_00168	Praq.g_00757
OG0000170	Syac.g_00161	Praq.g_00759
OG0000171	Syac.g_00136	Praq.g_00681
OG0000172	Syac.g_00084	Praq.g_00689
OG0000173	Syac.g_00057	Praq.g_00704
OG0000174	Syac.g_02401	Praq.g_00396
OG0000175	Syac.g_02465	Praq.g_00406
OG0000176	Syac.g_00004	Praq.g_00430
OG0000177	Syac.g_00005	Praq.g_00431
OG0000178	Syac.g_00006	Praq.g_00432
OG0000179	Syac.g_00019	Praq.g_01219
OG0000180	Syac.g_00020	Praq.g_01220
OG0000181	Syac.g_00021	Praq.g_01221
OG0000182	Syac.g_00022	Praq.g_01222
OG0000183	Syac.g_00026	Praq.g_01226
OG0000184	Syac.g_02339	Praq.g_01262
OG0000185	Syac.g_02336	Praq.g_01265
OG0000186	Syac.g_00454	Praq.g_01939
OG0000187	Syac.g_00453	Praq.g_01938
OG0000188	Syac.g_00433	Praq.g_01921
OG0000189	Syac.g_00408	Praq.g_01907
OG0000190	Syac.g_00406	Praq.g_01906
OG0000191	Syac.g_00373	Praq.g_01886
OG0000192	Syac.g_00368	Praq.g_01882
OG0000193	Syac.g_00329	Praq.g_01856
OG0000194	Syac.g_00326	Praq.g_01853
OG0000195	Syac.g_00324	Praq.g_01851
OG0000196	Syac.g_00313	Praq.g_01841
OG0000197	Syac.g_00312	Praq.g_01840
OG0000198	Syac.g_00311	Praq.g_01839
OG0000199	Syac.g_00303	Praq.g_01832
OG0000200	Syac.g_02261	Praq.g_01818
OG0000201	Syac.g_02278	Praq.g_01810
OG0000202	Syac.g_02279	Praq.g_01809
OG0000203	Syac.g_02280	Praq.g_01808
OG0000204	Syac.g_02281	Praq.g_01807
OG0000205	Syac.g_02288	Praq.g_01800
OG0000206	Syac.g_02297	Praq.g_01795
OG0000207	Syac.g_02300	Praq.g_01793
OG0000208	Syac.g_02301	Praq.g_01792
OG0000209	Syac.g_02316	Praq.g_01783
OG0000210	Syac.g_02317	Praq.g_01782
OG0000211	Syac.g_01972	Praq.g_01769
OG0000212	Syac.g_01963	Praq.g_01762
OG0000213	Syac.g_02219	Praq.g_01746
OG0000214	Syac.g_02236	Praq.g_01736
OG0000215	Syac.g_00281	Praq.g_01710
OG0000216	Syac.g_00277	Praq.g_01708
OG0000217	Syac.g_00273	Praq.g_01705
OG0000218	Syac.g_00271	Praq.g_01703
OG0000219	Syac.g_00270	Praq.g_01702
OG0000220	Syac.g_00269	Praq.g_01701
OG0000221	Syac.g_00261	Praq.g_01700
OG0000222	Syac.g_00247	Praq.g_01692
OG0000223	Syac.g_00225	Praq.g_01679
OG0000224	Syac.g_00217	Praq.g_01677
OG0000225	Syac.g_02004	Praq.g_01199
OG0000226	Syac.g_02000	Praq.g_01195
OG0000227	Syac.g_01998	Praq.g_01193
OG0000228	Syac.g_01989	Praq.g_01189
OG0000229	Syac.g_00692	Praq.g_01121
OG0000230	Syac.g_00694	Praq.g_01119
OG0000231	Syac.g_00710	Praq.g_01108
OG0000232	Syac.g_01717	Praq.g_00507
OG0000233	Syac.g_01713	Praq.g_00513
OG0000234	Syac.g_01699	Praq.g_00527
OG0000235	Syac.g_01905	Praq.g_00530
OG0000236	Syac.g_01890	Praq.g_00544
OG0000237	Syac.g_01873	Praq.g_01096
OG0000238	Syac.g_01868	Praq.g_01090
OG0000239	Syac.g_01852	Praq.g_01077
OG0000240	Syac.g_01851	Praq.g_01076
OG0000241	Syac.g_00970	Praq.g_01072
OG0000242	Syac.g_01839	Praq.g_01070
OG0000243	Syac.g_01821	Praq.g_01059
OG0000244	Syac.g_01814	Praq.g_01056
OG0000245	Syac.g_01811	Praq.g_01054
OG0000246	Syac.g_01807	Praq.g_01050
OG0000247	Syac.g_01795	Praq.g_01040
OG0000248	Syac.g_01792	Praq.g_01038
OG0000249	Syac.g_01790	Praq.g_01036
OG0000250	Syac.g_01782	Praq.g_01031
OG0000251	Syac.g_01757	Praq.g_01012
OG0000252	Syac.g_01753	Praq.g_01008
OG0000253	Syac.g_01752	Praq.g_01007
OG0000254	Syac.g_00939	Praq.g_00991
OG0000255	Syac.g_00947	Praq.g_00985
OG0000256	Syac.g_00963	Praq.g_00975
OG0000257	Syac.g_00969	Praq.g_00972
OG0000258	Syac.g_00988	Praq.g_00959
OG0000259	Syac.g_01425	Praq.g_00789
OG0000260	Syac.g_01422	Praq.g_00792
OG0000261	Syac.g_01418	Praq.g_00794
OG0000262	Syac.g_01413	Praq.g_00798
OG0000263	Syac.g_01497	Praq.g_00810
OG0000264	Syac.g_00915	Praq.g_00820
OG0000265	Syac.g_00673	Praq.g_00583
OG0000266	Syac.g_01271	Praq.g_00593
OG0000267	Syac.g_01131	Praq.g_00604
OG0000268	Syac.g_01132	Praq.g_00605
OG0000269	Syac.g_01346	Praq.g_00665
OG0000270	Syac.g_01343	Praq.g_00668
OG0000271	Syac.g_01335	Praq.g_00676
OG0000272	Syac.g_01334	Praq.g_00677
OG0000273	Syac.g_00854	Praq.g_01428
OG0000274	Syac.g_00853	Praq.g_01429
OG0000275	Syac.g_00848	Praq.g_01431
OG0000276	Syac.g_00840	Praq.g_01436
OG0000277	Syac.g_00839	Praq.g_01437
OG0000278	Syac.g_00836	Praq.g_01440
OG0000279	Syac.g_00828	Praq.g_01447
OG0000280	Syac.g_00814	Praq.g_01448
OG0000281	Syac.g_02158	Praq.g_01454
OG0000282	Syac.g_01392	Praq.g_01492
OG0000283	Syac.g_01142	Praq.g_01525
OG0000284	Syac.g_01148	Praq.g_01530
OG0000285	Syac.g_01160	Praq.g_01535
OG0000286	Syac.g_01181	Praq.g_01547
OG0000287	Syac.g_01692, Syac.g_01209	Praq.g_01564
OG0000288	Syac.g_01240	Praq.g_01592
OG0000289	Syac.g_01254	Praq.g_01603
OG0000290	Syac.g_00881	Praq.g_01616
OG0000291	Syac.g_00883	Praq.g_01618
OG0000292	Syac.g_02487	Praq.g_01667
OG0000293	Syac.g_00754	Praq.g_01324
OG0000294	Syac.g_00755	Praq.g_01325
OG0000295	Syac.g_00796	Praq.g_01345
OG0000296	Syac.g_00798	Praq.g_01347
OG0000297	Syac.g_01475	Praq.g_01355
OG0000298	Syac.g_01476	Praq.g_01356
OG0000299	Syac.g_01503	Praq.g_01373
OG0000300	Syac.g_01510	Praq.g_01376
OG0000301	Syac.g_01511	Praq.g_01377
OG0000302	Syac.g_01512	Praq.g_01379
OG0000303	Syac.g_01520	Praq.g_01386
OG0000304	Syac.g_01526	Praq.g_01390
OG0000305	Syac.g_00886	Praq.g_00167
OG0000306	Syac.g_00810	Praq.g_00170
OG0000307	Syac.g_01924	Praq.g_00186
OG0000308	Syac.g_01926	Praq.g_00187
OG0000309	Syac.g_01931	Praq.g_00191
OG0000310	Syac.g_01607	Praq.g_00279
OG0000311	Syac.g_01611	Praq.g_00281
OG0000312	Syac.g_01619	Praq.g_00284
OG0000313	Syac.g_01638	Praq.g_00298
OG0000314	Syac.g_01665	Praq.g_00321
OG0000315	Syac.g_01675	Praq.g_00331
OG0000316	Syac.g_00601	Praq.g_00351
OG0000317	Syac.g_00552	Praq.g_01954, Praq.g_00499
OG0000318	Syac.g_00543	Praq.g_00496
OG0000319	Syac.g_00525	Praq.g_00483
OG0000320	Syac.g_00523	Praq.g_00481
OG0000321	Syac.g_00522	Praq.g_00480
OG0000322	Syac.g_00521	Praq.g_00479
OG0000323	Syac.g_00506	Praq.g_00470
OG0000324	Syac.g_00648	Praq.g_00444
OG0000325	Syac.g_02190	Praq.g_00950
OG0000326	Syac.g_02183	Praq.g_00944
OG0000327	Syac.g_02137	Praq.g_00920
OG0000328	Syac.g_02136	Praq.g_00919
OG0000329	Syac.g_02119	Praq.g_00902
OG0000330	Syac.g_02118	Praq.g_00901
OG0000331	Syac.g_02117	Praq.g_00900
OG0000332	Syac.g_02103	Praq.g_00886
OG0000333	Syac.g_02100	Praq.g_00884
OG0000334	Syac.g_02090	Praq.g_00876
OG0000335	Syac.g_02085	Praq.g_00872
OG0000336	Syac.g_02081	Praq.g_00868
OG0000337	Syac.g_00199	Praq.g_00735
OG0000338	Syac.g_00196	Praq.g_00736
OG0000339	Syac.g_00190	Praq.g_00740
OG0000340	Syac.g_00178	Praq.g_00748
OG0000341	Syac.g_00176	Praq.g_00750
OG0000342	Syac.g_00175	Praq.g_00751
OG0000343	Syac.g_00174	Praq.g_00752
OG0000344	Syac.g_00170	Praq.g_00755
OG0000345	Syac.g_00160	Praq.g_00760
OG0000346	Syac.g_00155	Praq.g_00764
OG0000347	Syac.g_00129	Praq.g_00683
OG0000348	Syac.g_00070, Syac.g_00074	Praq.g_00692
OG0000349	Syac.g_00050	Praq.g_00709
OG0000350	Syac.g_02176	Praq.g_00392
OG0000351	Syac.g_02468	Praq.g_00409
OG0000352	Syac.g_02469	Praq.g_00410
OG0000353	Syac.g_02493	Praq.g_00425
OG0000355	Syac.g_00001	Praq.g_00427
OG0000356	Syac.g_00002	Praq.g_00428
OG0000357	Syac.g_00003	Praq.g_00429
OG0000358	Syac.g_00007	Praq.g_00433
OG0000359	Syac.g_00009	Praq.g_00434
OG0000360	Syac.g_00010	Praq.g_00435
OG0000361	Syac.g_00011	Praq.g_00436
OG0000362	Syac.g_00013	Praq.g_00438
OG0000363	Syac.g_00015	Praq.g_01217
OG0000364	Syac.g_00016	Praq.g_01218
OG0000365	Syac.g_00023	Praq.g_01223
OG0000366	Syac.g_00024	Praq.g_01224
OG0000367	Syac.g_00025	Praq.g_01225
OG0000368	Syac.g_00027	Praq.g_01227
OG0000369	Syac.g_00028	Praq.g_01228
OG0000370	Syac.g_00029	Praq.g_01229
OG0000371	Syac.g_00036	Praq.g_01235
OG0000372	Syac.g_00041	Praq.g_01239
OG0000373	Syac.g_00042	Praq.g_01240
OG0000374	Syac.g_00043	Praq.g_01241
OG0000375	Syac.g_00046	Praq.g_01255
OG0000376	Syac.g_00048	Praq.g_01257
OG0000377	Syac.g_02346	Praq.g_01261
OG0000378	Syac.g_02338	Praq.g_01263
OG0000379	Syac.g_02335	Praq.g_01266
OG0000380	Syac.g_00452	Praq.g_01937
OG0000381	Syac.g_00449	Praq.g_01933
OG0000382	Syac.g_00434	Praq.g_01922
OG0000383	Syac.g_00432	Praq.g_01920
OG0000384	Syac.g_00431	Praq.g_01919
OG0000385	Syac.g_00430	Praq.g_01918
OG0000386	Syac.g_00429	Praq.g_01917
OG0000387	Syac.g_00404	Praq.g_01904
OG0000388	Syac.g_00401	Praq.g_01901
OG0000389	Syac.g_00397	Praq.g_01897
OG0000390	Syac.g_00379	Praq.g_01890
OG0000391	Syac.g_00374	Praq.g_01887
OG0000392	Syac.g_00369	Praq.g_01883
OG0000393	Syac.g_00366	Praq.g_01881
OG0000394	Syac.g_00365	Praq.g_01880
OG0000395	Syac.g_00364	Praq.g_01879
OG0000396	Syac.g_00361	Praq.g_01876
OG0000397	Syac.g_00359	Praq.g_01874
OG0000398	Syac.g_00354	Praq.g_01872
OG0000399	Syac.g_00353	Praq.g_01871
OG0000400	Syac.g_00352	Praq.g_01870
OG0000401	Syac.g_00351	Praq.g_01869
OG0000402	Syac.g_00348	Praq.g_01867
OG0000403	Syac.g_00347	Praq.g_01866
OG0000404	Syac.g_00345	Praq.g_01865
OG0000405	Syac.g_00332	Praq.g_01861
OG0000406	Syac.g_00328	Praq.g_01855
OG0000407	Syac.g_00327	Praq.g_01854
OG0000408	Syac.g_00325	Praq.g_01852
OG0000409	Syac.g_00323	Praq.g_01850
OG0000410	Syac.g_00322	Praq.g_01849
OG0000411	Syac.g_00321	Praq.g_01848
OG0000412	Syac.g_00320	Praq.g_01847
OG0000413	Syac.g_00318	Praq.g_01846
OG0000414	Syac.g_00317	Praq.g_00554, Praq.g_01845
OG0000415	Syac.g_00316	Praq.g_01844
OG0000416	Syac.g_00315	Praq.g_01843
OG0000417	Syac.g_00314	Praq.g_01842
OG0000418	Syac.g_00309	Praq.g_01837
OG0000419	Syac.g_00307	Praq.g_01835
OG0000420	Syac.g_00305	Praq.g_01834
OG0000421	Syac.g_00300	Praq.g_01829
OG0000422	Syac.g_00299	Praq.g_01828
OG0000423	Syac.g_00298	Praq.g_01827
OG0000424	Syac.g_00297	Praq.g_01826
OG0000425	Syac.g_00296	Praq.g_01825
OG0000426	Syac.g_00295	Praq.g_01824
OG0000427	Syac.g_00294	Praq.g_01823
OG0000428	Syac.g_02257	Praq.g_01821
OG0000429	Syac.g_02259	Praq.g_01820
OG0000430	Syac.g_02260	Praq.g_01819
OG0000431	Syac.g_02264	Praq.g_01817
OG0000432	Syac.g_02270	Praq.g_01814
OG0000433	Syac.g_02272	Praq.g_01813
OG0000434	Syac.g_02273	Praq.g_01812
OG0000435	Syac.g_02277	Praq.g_01811
OG0000436	Syac.g_02282	Praq.g_01806
OG0000437	Syac.g_02283	Praq.g_01805
OG0000438	Syac.g_02284	Praq.g_01804
OG0000439	Syac.g_02286	Praq.g_01802
OG0000440	Syac.g_02287	Praq.g_01801
OG0000441	Syac.g_02294	Praq.g_01798
OG0000442	Syac.g_02295	Praq.g_01797
OG0000443	Syac.g_02296	Praq.g_01796
OG0000444	Syac.g_02303	Praq.g_01791
OG0000445	Syac.g_02304	Praq.g_01790
OG0000446	Syac.g_02305	Praq.g_01789
OG0000447	Syac.g_02308	Praq.g_01788
OG0000448	Syac.g_02309	Praq.g_01787
OG0000449	Syac.g_02310	Praq.g_01786
OG0000450	Syac.g_02313	Praq.g_01785
OG0000451	Syac.g_02314	Praq.g_01784
OG0000452	Syac.g_02318	Praq.g_01781
OG0000453	Syac.g_02319	Praq.g_01780
OG0000454	Syac.g_02320	Praq.g_01779
OG0000455	Syac.g_02321	Praq.g_01778
OG0000456	Syac.g_02322	Praq.g_01777
OG0000457	Syac.g_02324	Praq.g_01776
OG0000458	Syac.g_02325	Praq.g_01775
OG0000459	Syac.g_02326	Praq.g_01774
OG0000460	Syac.g_01970	Praq.g_01767
OG0000461	Syac.g_02198	Praq.g_01760
OG0000462	Syac.g_02201	Praq.g_01758
OG0000463	Syac.g_02202	Praq.g_01757
OG0000464	Syac.g_02203	Praq.g_01756
OG0000465	Syac.g_02204	Praq.g_01755
OG0000466	Syac.g_02208	Praq.g_01752
OG0000467	Syac.g_02210	Praq.g_01751
OG0000468	Syac.g_02216	Praq.g_01750
OG0000469	Syac.g_02230	Praq.g_01741
OG0000470	Syac.g_02232	Praq.g_01739
OG0000471	Syac.g_02233	Praq.g_01738
OG0000472	Syac.g_02235	Praq.g_01737
OG0000473	Syac.g_02237	Praq.g_01735
OG0000474	Syac.g_02238	Praq.g_01734
OG0000475	Syac.g_02239	Praq.g_01733
OG0000476	Syac.g_02241	Praq.g_01732
OG0000477	Syac.g_02247	Praq.g_01728
OG0000478	Syac.g_02248	Praq.g_01727
OG0000479	Syac.g_02249	Praq.g_01726
OG0000480	Syac.g_00293	Praq.g_01721
OG0000481	Syac.g_00291	Praq.g_01718
OG0000482	Syac.g_00290	Praq.g_01717
OG0000483	Syac.g_00286	Praq.g_01714
OG0000484	Syac.g_00285	Praq.g_01713
OG0000485	Syac.g_00284	Praq.g_01712
OG0000486	Syac.g_00283	Praq.g_01711
OG0000487	Syac.g_00276	Praq.g_01707
OG0000488	Syac.g_00272	Praq.g_01704
OG0000489	Syac.g_00260	Praq.g_01699
OG0000490	Syac.g_00249	Praq.g_01694
OG0000491	Syac.g_00248	Praq.g_01693
OG0000492	Syac.g_00246	Praq.g_01691
OG0000493	Syac.g_00245	Praq.g_01690
OG0000494	Syac.g_00244	Praq.g_01689
OG0000495	Syac.g_00243	Praq.g_01688
OG0000496	Syac.g_00242	Praq.g_01687
OG0000497	Syac.g_00241	Praq.g_01686
OG0000498	Syac.g_00240	Praq.g_01685
OG0000499	Syac.g_00239	Praq.g_01684
OG0000500	Syac.g_00238	Praq.g_01683
OG0000501	Syac.g_00235	Praq.g_01681
OG0000502	Syac.g_00223	Praq.g_01678
OG0000503	Syac.g_02020	Praq.g_01211
OG0000504	Syac.g_02018	Praq.g_01210
OG0000505	Syac.g_02017	Praq.g_01209
OG0000506	Syac.g_02015	Praq.g_01207
OG0000507	Syac.g_02009	Praq.g_01204
OG0000508	Syac.g_02005	Praq.g_01200
OG0000509	Syac.g_02003	Praq.g_01198
OG0000510	Syac.g_02002	Praq.g_01197
OG0000511	Syac.g_02001	Praq.g_01196
OG0000512	Syac.g_01999	Praq.g_01194
OG0000513	Syac.g_01984	Praq.g_01186
OG0000514	Syac.g_01977	Praq.g_01126
OG0000515	Syac.g_01976	Praq.g_01125
OG0000516	Syac.g_00697	Praq.g_01124
OG0000517	Syac.g_00691	Praq.g_01122
OG0000518	Syac.g_00707	Praq.g_01111
OG0000519	Syac.g_00708	Praq.g_01110
OG0000520	Syac.g_00709	Praq.g_01109
OG0000521	Syac.g_01721	Praq.g_00502
OG0000522	Syac.g_01719	Praq.g_00504
OG0000523	Syac.g_01718	Praq.g_00505
OG0000524	Syac.g_01716	Praq.g_00511
OG0000525	Syac.g_01709	Praq.g_00514
OG0000526	Syac.g_01706	Praq.g_00515
OG0000527	Syac.g_01702	Praq.g_00524
OG0000528	Syac.g_01911	Praq.g_00529
OG0000529	Syac.g_01903	Praq.g_00532
OG0000530	Syac.g_01900	Praq.g_00535
OG0000531	Syac.g_01899	Praq.g_00536
OG0000532	Syac.g_01896	Praq.g_00538
OG0000533	Syac.g_01895	Praq.g_00539
OG0000534	Syac.g_01894	Praq.g_00540
OG0000535	Syac.g_01893	Praq.g_00541
OG0000536	Syac.g_01892	Praq.g_00542
OG0000537	Syac.g_01891	Praq.g_00543
OG0000538	Syac.g_01880	Praq.g_01102
OG0000539	Syac.g_01879	Praq.g_01101
OG0000540	Syac.g_01878	Praq.g_01100
OG0000541	Syac.g_01877	Praq.g_01099
OG0000542	Syac.g_01874	Praq.g_01097
OG0000543	Syac.g_01872	Praq.g_01095
OG0000544	Syac.g_01871	Praq.g_01094
OG0000545	Syac.g_01869	Praq.g_01092
OG0000546	Syac.g_01867	Praq.g_01089
OG0000547	Syac.g_01865	Praq.g_01087
OG0000548	Syac.g_01864	Praq.g_01086
OG0000549	Syac.g_01858	Praq.g_01084
OG0000550	Syac.g_01854	Praq.g_01079
OG0000551	Syac.g_01849	Praq.g_01075
OG0000552	Syac.g_01848	Praq.g_01074
OG0000553	Syac.g_01846	Praq.g_01073
OG0000554	Syac.g_01835	Praq.g_01068
OG0000555	Syac.g_01822	Praq.g_01060
OG0000556	Syac.g_01817	Praq.g_01058
OG0000557	Syac.g_01815	Praq.g_01057
OG0000558	Syac.g_01813	Praq.g_01055
OG0000559	Syac.g_01808	Praq.g_01051
OG0000560	Syac.g_01805	Praq.g_01048
OG0000561	Syac.g_01804	Praq.g_01047
OG0000562	Syac.g_01803	Praq.g_01046
OG0000563	Syac.g_01802	Praq.g_01045
OG0000564	Syac.g_01801	Praq.g_01044
OG0000565	Syac.g_01797	Praq.g_01041
OG0000566	Syac.g_01793	Praq.g_01039
OG0000567	Syac.g_01789	Praq.g_01035
OG0000568	Syac.g_01786	Praq.g_01034
OG0000569	Syac.g_01785	Praq.g_01033
OG0000570	Syac.g_01784	Praq.g_01032
OG0000571	Syac.g_01780	Praq.g_01030
OG0000572	Syac.g_01765	Praq.g_01017
OG0000573	Syac.g_01755	Praq.g_01010
OG0000574	Syac.g_01754	Praq.g_01009
OG0000575	Syac.g_01750	Praq.g_01005
OG0000576	Syac.g_01748	Praq.g_01003
OG0000577	Syac.g_01747	Praq.g_01002
OG0000578	Syac.g_01746	Praq.g_01001
OG0000579	Syac.g_01745	Praq.g_01000
OG0000580	Syac.g_01744	Praq.g_00999
OG0000581	Syac.g_01738	Praq.g_00997
OG0000582	Syac.g_00936	Praq.g_00994
OG0000583	Syac.g_00937	Praq.g_00993
OG0000584	Syac.g_00938	Praq.g_00992
OG0000585	Syac.g_00940	Praq.g_00990
OG0000586	Syac.g_00941	Praq.g_00989
OG0000587	Syac.g_00943	Praq.g_00988
