Orthogroup	Syac	Pray
OG0000268	Syac.g_01132	Pray.g_00275
OG0000269	Syac.g_01346	Pray.g_00343
OG0000270	Syac.g_01343	Pray.g_00346
OG0000271	Syac.g_01335	Pray.g_00354
OG0000272	Syac.g_01334	Pray.g_00355
OG0000273	Syac.g_00854	Pray.g_00378
OG0000274	Syac.g_00853	Pray.g_00379
OG0000275	Syac.g_00848	Pray.g_00382
OG0000276	Syac.g_00840	Pray.g_00387
OG0000277	Syac.g_00839	Pray.g_00388
OG0000278	Syac.g_00836	Pray.g_00391
OG0000279	Syac.g_00828	Pray.g_00398
OG0000280	Syac.g_00814	Pray.g_00399
OG0000281	Syac.g_02158	Pray.g_00404
OG0000282	Syac.g_01392	Pray.g_00454
OG0000283	Syac.g_01142	Pray.g_00488
OG0000284	Syac.g_01148	Pray.g_00493
OG0000285	Syac.g_01160	Pray.g_00498
OG0000286	Syac.g_01181	Pray.g_00510
OG0000287	Syac.g_01692, Syac.g_01209	Pray.g_00527
OG0000288	Syac.g_01240	Pray.g_00557
OG0000289	Syac.g_01254	Pray.g_00568
OG0000290	Syac.g_00881	Pray.g_00581
OG0000291	Syac.g_00883	Pray.g_00583
OG0000292	Syac.g_02487	Pray.g_00632
OG0000293	Syac.g_00754	Pray.g_00073
OG0000294	Syac.g_00755	Pray.g_00072
OG0000295	Syac.g_00796	Pray.g_00051
OG0000296	Syac.g_00798	Pray.g_00049
OG0000297	Syac.g_01475	Pray.g_00041
OG0000298	Syac.g_01476	Pray.g_00040
OG0000299	Syac.g_01503	Pray.g_00023
OG0000300	Syac.g_01510	Pray.g_00020
OG0000301	Syac.g_01511	Pray.g_00019
OG0000302	Syac.g_01512	Pray.g_00017
OG0000303	Syac.g_01520	Pray.g_00010
OG0000304	Syac.g_01526	Pray.g_00006
OG0000305	Syac.g_00886	Pray.g_01837
OG0000306	Syac.g_00810	Pray.g_01834
OG0000307	Syac.g_01924	Pray.g_01820
OG0000308	Syac.g_01926	Pray.g_01819
OG0000309	Syac.g_01931	Pray.g_01815
OG0000310	Syac.g_01607	Pray.g_01737
OG0000311	Syac.g_01611	Pray.g_01735
OG0000312	Syac.g_01619	Pray.g_01732
OG0000313	Syac.g_01638	Pray.g_01718
OG0000314	Syac.g_01665	Pray.g_01695
OG0000315	Syac.g_01675	Pray.g_01685
OG0000316	Syac.g_00601	Pray.g_01665
OG0000317	Syac.g_00552	Pray.g_01561
OG0000318	Syac.g_00543	Pray.g_01558
OG0000319	Syac.g_00525	Pray.g_01545
OG0000320	Syac.g_00523	Pray.g_01543
OG0000321	Syac.g_00522	Pray.g_01542
OG0000322	Syac.g_00521	Pray.g_01541
OG0000323	Syac.g_00506	Pray.g_01532
OG0000324	Syac.g_00648	Pray.g_01506
OG0000325	Syac.g_02190	Pray.g_01235
OG0000326	Syac.g_02183	Pray.g_01241
OG0000327	Syac.g_02137	Pray.g_01265
OG0000328	Syac.g_02136	Pray.g_01266
OG0000329	Syac.g_02119	Pray.g_01283
OG0000330	Syac.g_02118	Pray.g_01284
OG0000331	Syac.g_02117	Pray.g_01285
OG0000332	Syac.g_02103	Pray.g_01299
OG0000333	Syac.g_02100	Pray.g_01301
OG0000334	Syac.g_02090	Pray.g_01309
OG0000335	Syac.g_02085	Pray.g_01314
OG0000336	Syac.g_02081	Pray.g_01318
OG0000337	Syac.g_00199	Pray.g_01335
OG0000338	Syac.g_00196	Pray.g_01336
OG0000339	Syac.g_00190	Pray.g_01340
OG0000340	Syac.g_00178	Pray.g_01348
OG0000341	Syac.g_00176	Pray.g_01350
OG0000342	Syac.g_00175	Pray.g_01351
OG0000343	Syac.g_00174	Pray.g_01352
OG0000344	Syac.g_00170	Pray.g_01355
OG0000345	Syac.g_00160	Pray.g_01360
OG0000346	Syac.g_00155	Pray.g_01365
OG0000347	Syac.g_00129	Pray.g_01381
OG0000348	Syac.g_00070, Syac.g_00074	Pray.g_01391
OG0000349	Syac.g_00050	Pray.g_01408
OG0000350	Syac.g_02176	Pray.g_01427
OG0000351	Syac.g_02468	Pray.g_01444
OG0000352	Syac.g_02469	Pray.g_01445
OG0000353	Syac.g_02493	Pray.g_01460
OG0000355	Syac.g_00001	Pray.g_01462
OG0000356	Syac.g_00002	Pray.g_01463
OG0000357	Syac.g_00003	Pray.g_01464
OG0000358	Syac.g_00007	Pray.g_01469
OG0000359	Syac.g_00009	Pray.g_01470
OG0000360	Syac.g_00010	Pray.g_01471
OG0000361	Syac.g_00011	Pray.g_01472
OG0000362	Syac.g_00013	Pray.g_01474
OG0000363	Syac.g_00015	Pray.g_01476
OG0000364	Syac.g_00016	Pray.g_01477
OG0000365	Syac.g_00023	Pray.g_01482
OG0000366	Syac.g_00024	Pray.g_01483
OG0000367	Syac.g_00025	Pray.g_01484
OG0000368	Syac.g_00027	Pray.g_01486
OG0000369	Syac.g_00028	Pray.g_01487
OG0000370	Syac.g_00029	Pray.g_01488
OG0000371	Syac.g_00036	Pray.g_01494
OG0000372	Syac.g_00041	Pray.g_01497
OG0000373	Syac.g_00042	Pray.g_01498
OG0000374	Syac.g_00043	Pray.g_01499
OG0000375	Syac.g_00046	Pray.g_00243
OG0000376	Syac.g_00048	Pray.g_00241
OG0000377	Syac.g_02346	Pray.g_00238
OG0000378	Syac.g_02338	Pray.g_00236
OG0000379	Syac.g_02335	Pray.g_00233
OG0000380	Syac.g_00452	Pray.g_00223
OG0000381	Syac.g_00449	Pray.g_00219
OG0000382	Syac.g_00434	Pray.g_00208
OG0000383	Syac.g_00432	Pray.g_00206
OG0000384	Syac.g_00431	Pray.g_00205
OG0000385	Syac.g_00430	Pray.g_00204
OG0000386	Syac.g_00429	Pray.g_00203
OG0000387	Syac.g_00404	Pray.g_00190
OG0000388	Syac.g_00401	Pray.g_00187
OG0000389	Syac.g_00397	Pray.g_00183
OG0000390	Syac.g_00379	Pray.g_00176
OG0000391	Syac.g_00374	Pray.g_00173
OG0000392	Syac.g_00369	Pray.g_00169
OG0000393	Syac.g_00366	Pray.g_00167
OG0000394	Syac.g_00365	Pray.g_00166
OG0000395	Syac.g_00364	Pray.g_00165
OG0000396	Syac.g_00361	Pray.g_00162
OG0000397	Syac.g_00359	Pray.g_00160
OG0000398	Syac.g_00354	Pray.g_00158
OG0000399	Syac.g_00353	Pray.g_00157
OG0000400	Syac.g_00352	Pray.g_00156
OG0000401	Syac.g_00351	Pray.g_00155
OG0000402	Syac.g_00348	Pray.g_00153
OG0000403	Syac.g_00347	Pray.g_00152
OG0000404	Syac.g_00345	Pray.g_00151
OG0000405	Syac.g_00332	Pray.g_00147
OG0000406	Syac.g_00328	Pray.g_00142
OG0000407	Syac.g_00327	Pray.g_00141
OG0000408	Syac.g_00325	Pray.g_00139
OG0000409	Syac.g_00323	Pray.g_00137
OG0000410	Syac.g_00322	Pray.g_00136
OG0000411	Syac.g_00321	Pray.g_00635
OG0000412	Syac.g_00320	Pray.g_00636
OG0000413	Syac.g_00318	Pray.g_00637
OG0000414	Syac.g_00317	Pray.g_00638
OG0000415	Syac.g_00316	Pray.g_00639
OG0000416	Syac.g_00315	Pray.g_00640
OG0000417	Syac.g_00314	Pray.g_00641
OG0000418	Syac.g_00309	Pray.g_00646
OG0000419	Syac.g_00307	Pray.g_00648
OG0000420	Syac.g_00305	Pray.g_00649
OG0000421	Syac.g_00300	Pray.g_00654
OG0000422	Syac.g_00299	Pray.g_00655
OG0000423	Syac.g_00298	Pray.g_00656
OG0000424	Syac.g_00297	Pray.g_00657
OG0000425	Syac.g_00296	Pray.g_00658
OG0000426	Syac.g_00295	Pray.g_00659
OG0000427	Syac.g_00294	Pray.g_00660
OG0000428	Syac.g_02257	Pray.g_00662
OG0000429	Syac.g_02259	Pray.g_00663
OG0000430	Syac.g_02260	Pray.g_00664
OG0000431	Syac.g_02264	Pray.g_00666
OG0000432	Syac.g_02270	Pray.g_00669
OG0000433	Syac.g_02272	Pray.g_00670
OG0000434	Syac.g_02273	Pray.g_00671
OG0000435	Syac.g_02277	Pray.g_00672
OG0000436	Syac.g_02282	Pray.g_00677
OG0000437	Syac.g_02283	Pray.g_00678
OG0000438	Syac.g_02284	Pray.g_00679
OG0000439	Syac.g_02286	Pray.g_00681
OG0000440	Syac.g_02287	Pray.g_00682
OG0000441	Syac.g_02294	Pray.g_00685
OG0000442	Syac.g_02295	Pray.g_00686
OG0000443	Syac.g_02296	Pray.g_00687
OG0000444	Syac.g_02303	Pray.g_00692
OG0000445	Syac.g_02304	Pray.g_00693
OG0000446	Syac.g_02305	Pray.g_00694
OG0000447	Syac.g_02308	Pray.g_00695
OG0000448	Syac.g_02309	Pray.g_00696
OG0000449	Syac.g_02310	Pray.g_00697
OG0000450	Syac.g_02313	Pray.g_00698
OG0000451	Syac.g_02314	Pray.g_00699
OG0000452	Syac.g_02318	Pray.g_00702
OG0000453	Syac.g_02319	Pray.g_00703
OG0000454	Syac.g_02320	Pray.g_00704
OG0000455	Syac.g_02321	Pray.g_00705
OG0000456	Syac.g_02322	Pray.g_00706
OG0000457	Syac.g_02324	Pray.g_00707
OG0000458	Syac.g_02325	Pray.g_00708
OG0000459	Syac.g_02326	Pray.g_00709
OG0000460	Syac.g_01970	Pray.g_00716
OG0000461	Syac.g_02198	Pray.g_00723
OG0000462	Syac.g_02201	Pray.g_00725
OG0000463	Syac.g_02202	Pray.g_00726
OG0000464	Syac.g_02203	Pray.g_00727
OG0000465	Syac.g_02204	Pray.g_00728
OG0000466	Syac.g_02208	Pray.g_00731
OG0000467	Syac.g_02210	Pray.g_00732
OG0000468	Syac.g_02216	Pray.g_00734
OG0000469	Syac.g_02230	Pray.g_00742
OG0000470	Syac.g_02232	Pray.g_00744
OG0000471	Syac.g_02233	Pray.g_00745
OG0000472	Syac.g_02235	Pray.g_00746
OG0000473	Syac.g_02237	Pray.g_00748
OG0000474	Syac.g_02238	Pray.g_00749
OG0000475	Syac.g_02239	Pray.g_00750
OG0000476	Syac.g_02241	Pray.g_00751
OG0000477	Syac.g_02247	Pray.g_00754
OG0000478	Syac.g_02248	Pray.g_00755
OG0000479	Syac.g_02249	Pray.g_00756
OG0000480	Syac.g_00293	Pray.g_00761
OG0000481	Syac.g_00291	Pray.g_00763
OG0000482	Syac.g_00290	Pray.g_00764
OG0000483	Syac.g_00286	Pray.g_00767
OG0000484	Syac.g_00285	Pray.g_00768
OG0000485	Syac.g_00284	Pray.g_00769
OG0000486	Syac.g_00283	Pray.g_00770
OG0000487	Syac.g_00276	Pray.g_00773
OG0000488	Syac.g_00272	Pray.g_00776
OG0000489	Syac.g_00260	Pray.g_00781
OG0000490	Syac.g_00249	Pray.g_00786
OG0000491	Syac.g_00248	Pray.g_00787
OG0000492	Syac.g_00246	Pray.g_00789
OG0000493	Syac.g_00245	Pray.g_00790
OG0000494	Syac.g_00244	Pray.g_00791
OG0000495	Syac.g_00243	Pray.g_00792
OG0000496	Syac.g_00242	Pray.g_00793
OG0000497	Syac.g_00241	Pray.g_00794
OG0000498	Syac.g_00240	Pray.g_00795
OG0000499	Syac.g_00239	Pray.g_00796
OG0000500	Syac.g_00238	Pray.g_00797
OG0000501	Syac.g_00235	Pray.g_00799
OG0000502	Syac.g_00223	Pray.g_00802
OG0000503	Syac.g_02020	Pray.g_00812
OG0000504	Syac.g_02018	Pray.g_00813
OG0000505	Syac.g_02017	Pray.g_00814
OG0000506	Syac.g_02015	Pray.g_00816
OG0000507	Syac.g_02009	Pray.g_00819
OG0000508	Syac.g_02005	Pray.g_00823
OG0000509	Syac.g_02003	Pray.g_00825
OG0000510	Syac.g_02002	Pray.g_00826
OG0000511	Syac.g_02001	Pray.g_00827
OG0000512	Syac.g_01999	Pray.g_00829
OG0000513	Syac.g_01984	Pray.g_00836
OG0000514	Syac.g_01977	Pray.g_00921
OG0000515	Syac.g_01976	Pray.g_00922
OG0000516	Syac.g_00697	Pray.g_00923
OG0000517	Syac.g_00691	Pray.g_00925
OG0000518	Syac.g_00707	Pray.g_00936
OG0000519	Syac.g_00708	Pray.g_00937
OG0000520	Syac.g_00709	Pray.g_00938
OG0000521	Syac.g_01721	Pray.g_00943
OG0000522	Syac.g_01719	Pray.g_00945
OG0000523	Syac.g_01718	Pray.g_00946
OG0000524	Syac.g_01716	Pray.g_00951
OG0000525	Syac.g_01709	Pray.g_00954
OG0000526	Syac.g_01706	Pray.g_00955
OG0000527	Syac.g_01702	Pray.g_00963
OG0000528	Syac.g_01911	Pray.g_00968
OG0000529	Syac.g_01903	Pray.g_00971
OG0000530	Syac.g_01900	Pray.g_00974
OG0000531	Syac.g_01899	Pray.g_00975
OG0000532	Syac.g_01896	Pray.g_00977
OG0000533	Syac.g_01895	Pray.g_00978
OG0000534	Syac.g_01894	Pray.g_00979
OG0000535	Syac.g_01893	Pray.g_00980
OG0000536	Syac.g_01892	Pray.g_00981
OG0000537	Syac.g_01891	Pray.g_00982
OG0000538	Syac.g_01880	Pray.g_00991
OG0000539	Syac.g_01879	Pray.g_00992
OG0000540	Syac.g_01878	Pray.g_00993
OG0000541	Syac.g_01877	Pray.g_00994
OG0000542	Syac.g_01874	Pray.g_00996
OG0000543	Syac.g_01872	Pray.g_00998
OG0000544	Syac.g_01871	Pray.g_00999
OG0000545	Syac.g_01869	Pray.g_01001
OG0000546	Syac.g_01867	Pray.g_01004
OG0000547	Syac.g_01865	Pray.g_01006
OG0000548	Syac.g_01864	Pray.g_01007
OG0000549	Syac.g_01858	Pray.g_01009
OG0000550	Syac.g_01854	Pray.g_01014
OG0000551	Syac.g_01849	Pray.g_01018
OG0000552	Syac.g_01848	Pray.g_01019
OG0000553	Syac.g_01846	Pray.g_01020
OG0000554	Syac.g_01835	Pray.g_01227
OG0000555	Syac.g_01822	Pray.g_01219
OG0000556	Syac.g_01817	Pray.g_01217
OG0000557	Syac.g_01815	Pray.g_01216
OG0000558	Syac.g_01813	Pray.g_01214
OG0000559	Syac.g_01808	Pray.g_01210
OG0000560	Syac.g_01805	Pray.g_01207
OG0000561	Syac.g_01804	Pray.g_01206
OG0000562	Syac.g_01803	Pray.g_01205
OG0000563	Syac.g_01802	Pray.g_01204
OG0000564	Syac.g_01801	Pray.g_01203
OG0000565	Syac.g_01797	Pray.g_01200
OG0000566	Syac.g_01793	Pray.g_01198
OG0000567	Syac.g_01789	Pray.g_01194
OG0000568	Syac.g_01786	Pray.g_01193
OG0000569	Syac.g_01785	Pray.g_01192
OG0000570	Syac.g_01784	Pray.g_01191
OG0000571	Syac.g_01780	Pray.g_01189
OG0000572	Syac.g_01765	Pray.g_01176
OG0000573	Syac.g_01755	Pray.g_01171
OG0000574	Syac.g_01754	Pray.g_01170
OG0000575	Syac.g_01750	Pray.g_01166
OG0000576	Syac.g_01748	Pray.g_01164
OG0000577	Syac.g_01747	Pray.g_01163
OG0000578	Syac.g_01746	Pray.g_01162
OG0000579	Syac.g_01745	Pray.g_01161
OG0000580	Syac.g_01744	Pray.g_01160
OG0000581	Syac.g_01738	Pray.g_01158
OG0000582	Syac.g_00936	Pray.g_01155
OG0000583	Syac.g_00937	Pray.g_01154
OG0000584	Syac.g_00938	Pray.g_01153
OG0000585	Syac.g_00940	Pray.g_01151
