Orthogroup	Syac	Prbm
OG0000094	Syac.g_01251	Prbm.g_00888
OG0000095	Syac.g_00884	Prbm.g_01064
OG0000097	Syac.g_01507	Prbm.g_01502
OG0000098	Syac.g_02157	Prbm.g_01630
OG0000099	Syac.g_00234	Prbm.g_00394
OG0000100	Syac.g_01309	Prbm.g_01787
OG0000101	Syac.g_02094	Prbm.g_02033
OG0000102	Syac.g_00151	Prbm.g_02099
OG0000103	Syac.g_02476	Prbm.g_02218
OG0000104	Syac.g_02490	Prbm.g_02229
OG0000105	Syac.g_02245	Prbm.g_00331
OG0000106	Syac.g_01098	Prbm.g_01172, Prbm.g_01237
OG0000107	Syac.g_02191	Prbm.g_01949
OG0000108	Syac.g_01904	Prbm.g_00506
OG0000109	Syac.g_01889	Prbm.g_00519
OG0000110	Syac.g_01778	Prbm.g_00607
OG0000111	Syac.g_00893	Prbm.g_00736
OG0000112	Syac.g_01173	Prbm.g_00980
OG0000113	Syac.g_01314	Prbm.g_00838, Prbm.g_01191
OG0000114	Syac.g_01394	Prbm.g_00929
OG0000115	Syac.g_01655	Prbm.g_01803
OG0000116	Syac.g_00753	Prbm.g_01560
OG0000117	Syac.g_01477	Prbm.g_01522
OG0000118	Syac.g_01728	Prbm.g_01622
OG0000120	Syac.g_00233	Prbm.g_00707
OG0000121	Syac.g_01635	Prbm.g_01712
OG0000122	Syac.g_01013	Prbm.g_01751
OG0000123	Syac.g_02086	Prbm.g_02040
OG0000124	Syac.g_00135	Prbm.g_02111
OG0000125	Syac.g_02360	Prbm.g_02176
OG0000126	Syac.g_02488	Prbm.g_02228
OG0000127	Syac.g_01547	Prbm.g_01460
OG0000128	Syac.g_00012	Prbm.g_00011
OG0000129	Syac.g_02349	Prbm.g_00053
OG0000130	Syac.g_00450	Prbm.g_00126
OG0000131	Syac.g_00330	Prbm.g_00204
OG0000132	Syac.g_00310	Prbm.g_00223
OG0000133	Syac.g_01178	Prbm.g_00377
OG0000134	Syac.g_01985	Prbm.g_00425
OG0000135	Syac.g_02398	Prbm.g_01389
OG0000136	Syac.g_00701	Prbm.g_00451
OG0000137	Syac.g_01700	Prbm.g_00500
OG0000138	Syac.g_01888	Prbm.g_00520
OG0000139	Syac.g_01830	Prbm.g_00570
OG0000140	Syac.g_01829	Prbm.g_00571
OG0000141	Syac.g_00934	Prbm.g_00638
OG0000142	Syac.g_00979	Prbm.g_00666
OG0000143	Syac.g_00983	Prbm.g_00670
OG0000144	Syac.g_01090	Prbm.g_00683
OG0000145	Syac.g_01882	Prbm.g_01094
OG0000146	Syac.g_01172	Prbm.g_00979
OG0000147	Syac.g_01171	Prbm.g_00978
OG0000148	Syac.g_01320	Prbm.g_00832
OG0000149	Syac.g_00832	Prbm.g_00862
OG0000150	Syac.g_00935	Prbm.g_00870
OG0000151	Syac.g_01383	Prbm.g_00940
OG0000152	Syac.g_01182	Prbm.g_00988
OG0000153	Syac.g_01217	Prbm.g_01006
OG0000154	Syac.g_01241	Prbm.g_01035
OG0000155	Syac.g_00804	Prbm.g_01527
OG0000156	Syac.g_00743	Prbm.g_01600
OG0000157	Syac.g_00742	Prbm.g_01601
OG0000158	Syac.g_00182	Prbm.g_02077
OG0000160	Syac.g_01633	Prbm.g_01711
OG0000161	Syac.g_01641	Prbm.g_01717
OG0000162	Syac.g_01648	Prbm.g_01723
OG0000163	Syac.g_00619	Prbm.g_01759
OG0000164	Syac.g_00508	Prbm.g_01863
OG0000165	Syac.g_00674	Prbm.g_01871
OG0000166	Syac.g_02132	Prbm.g_01996
OG0000167	Syac.g_00194	Prbm.g_02067
OG0000168	Syac.g_00179	Prbm.g_02078
OG0000169	Syac.g_00168	Prbm.g_02088
OG0000170	Syac.g_00161	Prbm.g_02090
OG0000171	Syac.g_00136	Prbm.g_02110
OG0000172	Syac.g_00084	Prbm.g_02146
OG0000173	Syac.g_00057	Prbm.g_02161
OG0000174	Syac.g_02401	Prbm.g_02192
OG0000175	Syac.g_02465	Prbm.g_02209
OG0000176	Syac.g_00004	Prbm.g_00004
OG0000177	Syac.g_00005	Prbm.g_00005
OG0000178	Syac.g_00006	Prbm.g_00006
OG0000179	Syac.g_00019	Prbm.g_00016
OG0000180	Syac.g_00020	Prbm.g_00017
OG0000181	Syac.g_00021	Prbm.g_00018
OG0000182	Syac.g_00022	Prbm.g_00019
OG0000183	Syac.g_00026	Prbm.g_00023
OG0000184	Syac.g_02339	Prbm.g_00055
OG0000185	Syac.g_02336	Prbm.g_00058
OG0000186	Syac.g_00454	Prbm.g_00121
OG0000187	Syac.g_00453	Prbm.g_00122
OG0000188	Syac.g_00433	Prbm.g_00139
OG0000189	Syac.g_00408	Prbm.g_00153
OG0000190	Syac.g_00406	Prbm.g_00154
OG0000191	Syac.g_00373	Prbm.g_00177
OG0000192	Syac.g_00368	Prbm.g_00181
OG0000193	Syac.g_00329	Prbm.g_00205
OG0000194	Syac.g_00326	Prbm.g_00208
OG0000195	Syac.g_00324	Prbm.g_00210
OG0000196	Syac.g_00313	Prbm.g_00220
OG0000197	Syac.g_00312	Prbm.g_00221
OG0000198	Syac.g_00311	Prbm.g_00222
OG0000199	Syac.g_00303	Prbm.g_00229
OG0000200	Syac.g_02261	Prbm.g_00243
OG0000201	Syac.g_02278	Prbm.g_00252
OG0000202	Syac.g_02279	Prbm.g_00253
OG0000203	Syac.g_02280	Prbm.g_00254
OG0000204	Syac.g_02281	Prbm.g_00255
OG0000205	Syac.g_02288	Prbm.g_00262
OG0000206	Syac.g_02297	Prbm.g_00266
OG0000207	Syac.g_02300	Prbm.g_00268
OG0000208	Syac.g_02301	Prbm.g_00269
OG0000209	Syac.g_02316	Prbm.g_00278
OG0000210	Syac.g_02317	Prbm.g_00279
OG0000211	Syac.g_01972	Prbm.g_00293
OG0000212	Syac.g_01963	Prbm.g_00301
OG0000213	Syac.g_02219	Prbm.g_00317
OG0000214	Syac.g_02236	Prbm.g_00325
OG0000215	Syac.g_00281	Prbm.g_00349
OG0000216	Syac.g_00277	Prbm.g_00350
OG0000217	Syac.g_00273	Prbm.g_00353
OG0000218	Syac.g_00271	Prbm.g_00355
OG0000219	Syac.g_00270	Prbm.g_00356
OG0000220	Syac.g_00269	Prbm.g_00357
OG0000221	Syac.g_00261	Prbm.g_00358
OG0000222	Syac.g_00247	Prbm.g_00366
OG0000223	Syac.g_00225	Prbm.g_00378
OG0000224	Syac.g_00217	Prbm.g_00380
OG0000225	Syac.g_02004	Prbm.g_00411
OG0000226	Syac.g_02000	Prbm.g_00415
OG0000227	Syac.g_01998	Prbm.g_00417
OG0000228	Syac.g_01989	Prbm.g_00422
OG0000229	Syac.g_00692	Prbm.g_00446
OG0000230	Syac.g_00694	Prbm.g_00448
OG0000231	Syac.g_00710	Prbm.g_00459
OG0000232	Syac.g_01717	Prbm.g_00484
OG0000233	Syac.g_01713	Prbm.g_00492
OG0000234	Syac.g_01699	Prbm.g_00501
OG0000235	Syac.g_01905	Prbm.g_00505
OG0000236	Syac.g_01890	Prbm.g_00518
OG0000237	Syac.g_01873	Prbm.g_00540
OG0000238	Syac.g_01868	Prbm.g_00546
OG0000239	Syac.g_01852	Prbm.g_00558
OG0000240	Syac.g_01851	Prbm.g_00559
OG0000241	Syac.g_00970	Prbm.g_00563
OG0000242	Syac.g_01839	Prbm.g_00565
OG0000243	Syac.g_01821	Prbm.g_00576
OG0000244	Syac.g_01814	Prbm.g_00579
OG0000245	Syac.g_01811	Prbm.g_00581
OG0000246	Syac.g_01807	Prbm.g_00585
OG0000247	Syac.g_01795	Prbm.g_00595
OG0000248	Syac.g_01792	Prbm.g_00597
OG0000249	Syac.g_01790	Prbm.g_00599
OG0000250	Syac.g_01782	Prbm.g_00604
OG0000251	Syac.g_01757	Prbm.g_00620
OG0000252	Syac.g_01753	Prbm.g_00623
OG0000253	Syac.g_01752	Prbm.g_00625
OG0000254	Syac.g_00939	Prbm.g_00642
OG0000255	Syac.g_00947	Prbm.g_00648
OG0000256	Syac.g_00963	Prbm.g_00658
OG0000257	Syac.g_00969	Prbm.g_00661
OG0000258	Syac.g_00988	Prbm.g_00674
OG0000259	Syac.g_01425	Prbm.g_00691
OG0000260	Syac.g_01422	Prbm.g_00694
OG0000261	Syac.g_01418	Prbm.g_00697
OG0000262	Syac.g_01413	Prbm.g_00702
OG0000263	Syac.g_01497	Prbm.g_00716
OG0000264	Syac.g_00915	Prbm.g_00728
OG0000265	Syac.g_00673	Prbm.g_00742
OG0000266	Syac.g_01271	Prbm.g_00752
OG0000267	Syac.g_01131	Prbm.g_00765
OG0000268	Syac.g_01132	Prbm.g_00766
OG0000269	Syac.g_01346	Prbm.g_00809
OG0000270	Syac.g_01343	Prbm.g_00812
OG0000271	Syac.g_01335	Prbm.g_00820
OG0000272	Syac.g_01334	Prbm.g_00821
OG0000273	Syac.g_00854	Prbm.g_00845
OG0000274	Syac.g_00853	Prbm.g_00846
OG0000275	Syac.g_00848	Prbm.g_00848
OG0000276	Syac.g_00840	Prbm.g_00854
OG0000277	Syac.g_00839	Prbm.g_00855
OG0000278	Syac.g_00836	Prbm.g_00858
OG0000279	Syac.g_00828	Prbm.g_00865
OG0000281	Syac.g_02158	Prbm.g_00871
OG0000282	Syac.g_01392	Prbm.g_00931
OG0000283	Syac.g_01142	Prbm.g_00962
OG0000284	Syac.g_01148	Prbm.g_00967
OG0000285	Syac.g_01160	Prbm.g_00972
OG0000286	Syac.g_01181	Prbm.g_00987
OG0000287	Syac.g_01209	Prbm.g_00102
OG0000288	Syac.g_01240	Prbm.g_01034
OG0000289	Syac.g_01254	Prbm.g_01045
OG0000290	Syac.g_00881	Prbm.g_01061
OG0000291	Syac.g_00883	Prbm.g_01063
OG0000292	Syac.g_02487	Prbm.g_01210
OG0000293	Syac.g_00754	Prbm.g_01559
OG0000294	Syac.g_00755	Prbm.g_01558
OG0000295	Syac.g_00796	Prbm.g_01534
OG0000296	Syac.g_00798	Prbm.g_01532
OG0000297	Syac.g_01475	Prbm.g_01524
OG0000298	Syac.g_01476	Prbm.g_01523
OG0000299	Syac.g_01503	Prbm.g_01503
OG0000300	Syac.g_01510	Prbm.g_01500
OG0000301	Syac.g_01511	Prbm.g_01499
OG0000302	Syac.g_01512	Prbm.g_01497
OG0000303	Syac.g_01520	Prbm.g_01492
OG0000304	Syac.g_01526	Prbm.g_01489
OG0000305	Syac.g_00886	Prbm.g_01812
OG0000306	Syac.g_00810	Prbm.g_00875
OG0000307	Syac.g_01924	Prbm.g_01669
OG0000308	Syac.g_01926	Prbm.g_01670
OG0000309	Syac.g_01931	Prbm.g_01674
OG0000310	Syac.g_01607	Prbm.g_01694
OG0000311	Syac.g_01611	Prbm.g_01696
OG0000312	Syac.g_01619	Prbm.g_01699
OG0000313	Syac.g_01638	Prbm.g_01714
OG0000314	Syac.g_01665	Prbm.g_01735
OG0000315	Syac.g_01675	Prbm.g_01745
OG0000316	Syac.g_00601	Prbm.g_01770
OG0000317	Syac.g_00552	Prbm.g_01839
OG0000318	Syac.g_00543	Prbm.g_01842
OG0000319	Syac.g_00525	Prbm.g_01853
OG0000320	Syac.g_00523	Prbm.g_01855
OG0000321	Syac.g_00522	Prbm.g_01856
OG0000322	Syac.g_00521	Prbm.g_01857
OG0000323	Syac.g_00506	Prbm.g_01866
OG0000324	Syac.g_00648	Prbm.g_01893
OG0000325	Syac.g_02190	Prbm.g_01950
OG0000326	Syac.g_02183	Prbm.g_01956
OG0000327	Syac.g_02137	Prbm.g_01991
OG0000328	Syac.g_02136	Prbm.g_01992
OG0000329	Syac.g_02119	Prbm.g_02009
OG0000330	Syac.g_02118	Prbm.g_02010
OG0000331	Syac.g_02117	Prbm.g_02011
OG0000332	Syac.g_02103	Prbm.g_02025
OG0000333	Syac.g_02100	Prbm.g_02027
OG0000334	Syac.g_02090	Prbm.g_02036
OG0000335	Syac.g_02085	Prbm.g_02041
OG0000336	Syac.g_02081	Prbm.g_02045
OG0000337	Syac.g_00199	Prbm.g_02064
OG0000338	Syac.g_00196	Prbm.g_02065
OG0000339	Syac.g_00190	Prbm.g_02070
OG0000340	Syac.g_00178	Prbm.g_02079
OG0000341	Syac.g_00176	Prbm.g_02081
OG0000342	Syac.g_00175	Prbm.g_02082
OG0000343	Syac.g_00174	Prbm.g_02083
OG0000344	Syac.g_00170	Prbm.g_02086
OG0000345	Syac.g_00160	Prbm.g_02091
OG0000346	Syac.g_00155	Prbm.g_02095
OG0000347	Syac.g_00129	Prbm.g_02114
OG0000348	Syac.g_00070, Syac.g_00074	Prbm.g_02149
OG0000349	Syac.g_00050	Prbm.g_02167
OG0000350	Syac.g_02176	Prbm.g_02188
OG0000351	Syac.g_02468	Prbm.g_02212
OG0000352	Syac.g_02469	Prbm.g_02213
OG0000353	Syac.g_02493	Prbm.g_02232
OG0000355	Syac.g_00001	Prbm.g_00001
OG0000356	Syac.g_00002	Prbm.g_00002
OG0000357	Syac.g_00003	Prbm.g_00003
OG0000358	Syac.g_00007	Prbm.g_00007
OG0000359	Syac.g_00009	Prbm.g_00008
OG0000360	Syac.g_00010	Prbm.g_00009
OG0000361	Syac.g_00011	Prbm.g_00010
OG0000362	Syac.g_00013	Prbm.g_00012
OG0000363	Syac.g_00015	Prbm.g_00014
OG0000364	Syac.g_00016	Prbm.g_00015
OG0000365	Syac.g_00023	Prbm.g_00020
OG0000366	Syac.g_00024	Prbm.g_00021
OG0000367	Syac.g_00025	Prbm.g_00022
OG0000368	Syac.g_00027	Prbm.g_00024
OG0000369	Syac.g_00028	Prbm.g_00025
OG0000370	Syac.g_00029	Prbm.g_00026
OG0000371	Syac.g_00036	Prbm.g_00032
OG0000372	Syac.g_00041	Prbm.g_00033
OG0000373	Syac.g_00042	Prbm.g_00034
OG0000374	Syac.g_00043	Prbm.g_00035
OG0000375	Syac.g_00046	Prbm.g_00049
OG0000376	Syac.g_00048	Prbm.g_00051
OG0000377	Syac.g_02346	Prbm.g_00054
OG0000378	Syac.g_02338	Prbm.g_00056
OG0000379	Syac.g_02335	Prbm.g_00059
OG0000380	Syac.g_00452	Prbm.g_00123
OG0000381	Syac.g_00449	Prbm.g_00127
OG0000382	Syac.g_00434	Prbm.g_00138
OG0000383	Syac.g_00432	Prbm.g_00140
OG0000384	Syac.g_00431	Prbm.g_00141
OG0000385	Syac.g_00430	Prbm.g_00142
OG0000386	Syac.g_00429	Prbm.g_00143
OG0000387	Syac.g_00404	Prbm.g_00156
OG0000388	Syac.g_00401	Prbm.g_00160
OG0000389	Syac.g_00397	Prbm.g_00163
OG0000390	Syac.g_00379	Prbm.g_00172
OG0000391	Syac.g_00374	Prbm.g_00176
OG0000392	Syac.g_00369	Prbm.g_00179
OG0000393	Syac.g_00366	Prbm.g_00182
OG0000394	Syac.g_00365	Prbm.g_00183
OG0000395	Syac.g_00364	Prbm.g_00184
OG0000396	Syac.g_00361	Prbm.g_00187
OG0000397	Syac.g_00359	Prbm.g_00189
OG0000398	Syac.g_00354	Prbm.g_00192
OG0000399	Syac.g_00353	Prbm.g_00193
OG0000400	Syac.g_00352	Prbm.g_00194
OG0000401	Syac.g_00351	Prbm.g_00195
OG0000402	Syac.g_00348	Prbm.g_01096
OG0000403	Syac.g_00347	Prbm.g_00196
OG0000404	Syac.g_00345	Prbm.g_00197
OG0000405	Syac.g_00332	Prbm.g_00202
OG0000406	Syac.g_00328	Prbm.g_00206
OG0000407	Syac.g_00327	Prbm.g_00207
OG0000408	Syac.g_00325	Prbm.g_00209
OG0000409	Syac.g_00323	Prbm.g_00211
OG0000410	Syac.g_00322	Prbm.g_00212
OG0000411	Syac.g_00321	Prbm.g_00213
OG0000412	Syac.g_00320	Prbm.g_00214
OG0000413	Syac.g_00318	Prbm.g_00215
OG0000414	Syac.g_00317	Prbm.g_00216
OG0000415	Syac.g_00316	Prbm.g_00217
OG0000416	Syac.g_00315	Prbm.g_00218
OG0000417	Syac.g_00314	Prbm.g_00219
OG0000418	Syac.g_00309	Prbm.g_00224
OG0000419	Syac.g_00307	Prbm.g_00226
OG0000420	Syac.g_00305	Prbm.g_00227
OG0000421	Syac.g_00300	Prbm.g_00232
OG0000422	Syac.g_00299	Prbm.g_00233
OG0000423	Syac.g_00298	Prbm.g_00234
OG0000424	Syac.g_00297	Prbm.g_00235
OG0000425	Syac.g_00296	Prbm.g_00236
OG0000426	Syac.g_00295	Prbm.g_00237
OG0000427	Syac.g_00294	Prbm.g_00238
OG0000428	Syac.g_02257	Prbm.g_00240
OG0000429	Syac.g_02259	Prbm.g_00241
OG0000430	Syac.g_02260	Prbm.g_00242
OG0000431	Syac.g_02264	Prbm.g_00244
OG0000432	Syac.g_02270	Prbm.g_00248
OG0000433	Syac.g_02272	Prbm.g_00249
OG0000434	Syac.g_02273	Prbm.g_00250
OG0000435	Syac.g_02277	Prbm.g_00251
OG0000436	Syac.g_02282	Prbm.g_00256
OG0000437	Syac.g_02283	Prbm.g_00257
OG0000438	Syac.g_02284	Prbm.g_00258
OG0000439	Syac.g_02286	Prbm.g_00260
OG0000440	Syac.g_02287	Prbm.g_00261
OG0000441	Syac.g_02294	Prbm.g_00263
OG0000442	Syac.g_02295	Prbm.g_00264
OG0000443	Syac.g_02296	Prbm.g_00265
OG0000444	Syac.g_02303	Prbm.g_00270
OG0000445	Syac.g_02304	Prbm.g_00271
OG0000446	Syac.g_02305	Prbm.g_00272
OG0000447	Syac.g_02308	Prbm.g_00273
OG0000448	Syac.g_02309	Prbm.g_00274
OG0000449	Syac.g_02310	Prbm.g_00275
OG0000450	Syac.g_02313	Prbm.g_00276
OG0000451	Syac.g_02314	Prbm.g_00277
OG0000452	Syac.g_02318	Prbm.g_00280
OG0000453	Syac.g_02319	Prbm.g_00281
OG0000454	Syac.g_02320	Prbm.g_00282
OG0000455	Syac.g_02321	Prbm.g_00283
OG0000456	Syac.g_02322	Prbm.g_00284
OG0000457	Syac.g_02324	Prbm.g_00285
OG0000458	Syac.g_02325	Prbm.g_00286
OG0000459	Syac.g_02326	Prbm.g_00287
OG0000460	Syac.g_01970	Prbm.g_00295
OG0000461	Syac.g_02198	Prbm.g_00303
OG0000462	Syac.g_02201	Prbm.g_00305
OG0000463	Syac.g_02202	Prbm.g_00306
OG0000464	Syac.g_02203	Prbm.g_00307
OG0000465	Syac.g_02204	Prbm.g_00308
OG0000466	Syac.g_02208	Prbm.g_00309
OG0000467	Syac.g_02210	Prbm.g_00310
OG0000468	Syac.g_02216	Prbm.g_00312
OG0000469	Syac.g_02230	Prbm.g_00320
OG0000470	Syac.g_02232	Prbm.g_00322
OG0000471	Syac.g_02233	Prbm.g_00323
OG0000472	Syac.g_02235	Prbm.g_00324
OG0000473	Syac.g_02237	Prbm.g_00326
OG0000474	Syac.g_02238	Prbm.g_00327
OG0000475	Syac.g_02239	Prbm.g_00328
OG0000476	Syac.g_02241	Prbm.g_00330
OG0000477	Syac.g_02247	Prbm.g_00332
OG0000478	Syac.g_02248	Prbm.g_00333
OG0000479	Syac.g_02249	Prbm.g_00334
OG0000480	Syac.g_00293	Prbm.g_00339
OG0000481	Syac.g_00291	Prbm.g_00341
OG0000482	Syac.g_00290	Prbm.g_00342
OG0000483	Syac.g_00286	Prbm.g_00345
OG0000484	Syac.g_00285	Prbm.g_00346
OG0000485	Syac.g_00284	Prbm.g_00347
OG0000486	Syac.g_00283	Prbm.g_00348
OG0000487	Syac.g_00276	Prbm.g_00351
OG0000488	Syac.g_00272	Prbm.g_00354
OG0000489	Syac.g_00260	Prbm.g_00359
OG0000490	Syac.g_00249	Prbm.g_00364
OG0000491	Syac.g_00248	Prbm.g_00365
OG0000492	Syac.g_00246	Prbm.g_00367
OG0000493	Syac.g_00245	Prbm.g_00368
OG0000494	Syac.g_00244	Prbm.g_00369
OG0000495	Syac.g_00243	Prbm.g_00370
OG0000496	Syac.g_00242	Prbm.g_00371
OG0000497	Syac.g_00241	Prbm.g_00372
OG0000498	Syac.g_00240	Prbm.g_00373
OG0000499	Syac.g_00239	Prbm.g_00374
OG0000500	Syac.g_00238	Prbm.g_00375
OG0000501	Syac.g_00235	Prbm.g_00376
OG0000502	Syac.g_00223	Prbm.g_00379
OG0000503	Syac.g_02020	Prbm.g_00400
OG0000504	Syac.g_02018	Prbm.g_00402
OG0000505	Syac.g_02017	Prbm.g_00403
OG0000506	Syac.g_02015	Prbm.g_00404
OG0000507	Syac.g_02009	Prbm.g_00407
OG0000508	Syac.g_02005	Prbm.g_00410
OG0000509	Syac.g_02003	Prbm.g_00412
OG0000510	Syac.g_02002	Prbm.g_00413
OG0000511	Syac.g_02001	Prbm.g_00414
OG0000512	Syac.g_01999	Prbm.g_00416
OG0000513	Syac.g_01984	Prbm.g_00426
OG0000514	Syac.g_01977	Prbm.g_00440
OG0000515	Syac.g_01976	Prbm.g_00441
OG0000516	Syac.g_00697	Prbm.g_00442
OG0000517	Syac.g_00691	Prbm.g_00445
OG0000518	Syac.g_00707	Prbm.g_00456
OG0000519	Syac.g_00708	Prbm.g_00457
OG0000520	Syac.g_00709	Prbm.g_00458
OG0000521	Syac.g_01721	Prbm.g_00480
OG0000522	Syac.g_01719	Prbm.g_00482
OG0000523	Syac.g_01718	Prbm.g_00483
OG0000524	Syac.g_01716	Prbm.g_00490
OG0000525	Syac.g_01709	Prbm.g_00494
OG0000526	Syac.g_01706	Prbm.g_00495
OG0000527	Syac.g_01702	Prbm.g_00498
OG0000528	Syac.g_01911	Prbm.g_00504
OG0000529	Syac.g_01903	Prbm.g_00507
OG0000530	Syac.g_01900	Prbm.g_00510
OG0000531	Syac.g_01899	Prbm.g_00511
OG0000532	Syac.g_01896	Prbm.g_00512
OG0000533	Syac.g_01895	Prbm.g_00513
OG0000534	Syac.g_01894	Prbm.g_00514
OG0000535	Syac.g_01893	Prbm.g_00515
OG0000536	Syac.g_01892	Prbm.g_00516
OG0000537	Syac.g_01891	Prbm.g_00517
OG0000538	Syac.g_01880	Prbm.g_00534
OG0000539	Syac.g_01879	Prbm.g_00535
OG0000540	Syac.g_01878	Prbm.g_00536
OG0000541	Syac.g_01877	Prbm.g_00537
OG0000542	Syac.g_01874	Prbm.g_00539
OG0000543	Syac.g_01872	Prbm.g_00541
OG0000544	Syac.g_01871	Prbm.g_00542
OG0000545	Syac.g_01869	Prbm.g_00544
OG0000546	Syac.g_01867	Prbm.g_00547
OG0000547	Syac.g_01865	Prbm.g_00549
OG0000548	Syac.g_01864	Prbm.g_00550
OG0000549	Syac.g_01858	Prbm.g_00553
OG0000550	Syac.g_01854	Prbm.g_00557
OG0000551	Syac.g_01849	Prbm.g_00560
OG0000552	Syac.g_01848	Prbm.g_00561
OG0000553	Syac.g_01846	Prbm.g_00562
OG0000554	Syac.g_01835	Prbm.g_00567
OG0000555	Syac.g_01822	Prbm.g_00575
