Orthogroup	Syac	Syal
OG0000037	Syac.g_01077	Syal.g_00601
OG0000038	Syac.g_02357	Syal.g_01071
OG0000038	Syac.g_02358	Syal.g_01073
OG0000039	Syac.g_02378	Syal.g_01097
OG0000040	Syac.g_01006	Syal.g_01187
OG0000040	Syac.g_02437	Syal.g_01149
OG0000041	Syac.g_00655, Syac.g_00876	Syal.g_00649
OG0000042	Syac.g_00146	Syal.g_01705, Syal.g_01508
OG0000043	Syac.g_00808	Syal.g_01110
OG0000043	Syac.g_01100	Syal.g_02547
OG0000044	Syac.g_00858	Syal.g_01847
OG0000045	Syac.g_00576	Syal.g_01563
OG0000046	Syac.g_02055	Syal.g_00316
OG0000046	Syac.g_02047	Syal.g_00321
OG0000046	Syac.g_02063	Syal.g_00309
OG0000047	Syac.g_02031	Syal.g_01568
OG0000048	Syac.g_02240	Syal.g_01250
OG0000050	Syac.g_01937	Syal.g_01549
OG0000051	Syac.g_01073	Syal.g_01550
OG0000052	Syac.g_00207	Syal.g_01338
OG0000053	Syac.g_01657	Syal.g_00406
OG0000054	Syac.g_01050	Syal.g_02098
OG0000055	Syac.g_00859	Syal.g_01845
OG0000058	Syac.g_00226	Syal.g_01326
OG0000059	Syac.g_02142	Syal.g_00225
OG0000060	Syac.g_01909	Syal.g_02895
OG0000061	Syac.g_00769	Syal.g_01653
OG0000062	Syac.g_00567	Syal.g_00567
OG0000063	Syac.g_00037	Syal.g_00136
OG0000064	Syac.g_00575	Syal.g_01545
OG0000064	Syac.g_01567	Syal.g_01681
OG0000065	Syac.g_00490	Syal.g_02528
OG0000067	Syac.g_01341	Syal.g_02414
OG0000068	Syac.g_01916	Syal.g_02888
OG0000070	Syac.g_00711	Syal.g_00509
OG0000071	Syac.g_01049	Syal.g_02099
OG0000071	Syac.g_00729	Syal.g_01601
OG0000072	Syac.g_00302	Syal.g_00914
OG0000073	Syac.g_01883	Syal.g_02920
OG0000075	Syac.g_00191	Syal.g_01350
OG0000076	Syac.g_00156	Syal.g_01459
OG0000077	Syac.g_00439	Syal.g_00506
OG0000078	Syac.g_01964	Syal.g_00680
OG0000079	Syac.g_02211	Syal.g_01213
OG0000081	Syac.g_01954, Syac.g_00461	Syal.g_02555
OG0000082	Syac.g_01766	Syal.g_02769
OG0000084	Syac.g_00822	Syal.g_01896
OG0000085	Syac.g_00560	Syal.g_00575
OG0000086	Syac.g_00423	Syal.g_00784
OG0000087	Syac.g_00343	Syal.g_00871
OG0000088	Syac.g_00308	Syal.g_00908
OG0000089	Syac.g_01988, Syac.g_01543	Syal.g_00555
OG0000090	Syac.g_01836	Syal.g_02838
OG0000091	Syac.g_00987	Syal.g_02628
OG0000093	Syac.g_01357	Syal.g_02233
OG0000094	Syac.g_01251	Syal.g_01907
OG0000095	Syac.g_00884	Syal.g_01823
OG0000097	Syac.g_01507	Syal.g_01735
OG0000099	Syac.g_00234	Syal.g_01323
OG0000100	Syac.g_01309	Syal.g_02448
OG0000101	Syac.g_02094	Syal.g_00275
OG0000102	Syac.g_00151	Syal.g_01488
OG0000103	Syac.g_02476	Syal.g_00077
OG0000104	Syac.g_02490	Syal.g_00092
OG0000105	Syac.g_02245	Syal.g_01255
OG0000106	Syac.g_01098	Syal.g_02577
OG0000107	Syac.g_02191	Syal.g_00194
OG0000108	Syac.g_01904	Syal.g_02897
OG0000109	Syac.g_01889	Syal.g_02913
OG0000110	Syac.g_01778	Syal.g_02782
OG0000111	Syac.g_00893	Syal.g_01813
OG0000112	Syac.g_01173	Syal.g_02000
OG0000113	Syac.g_01314	Syal.g_02443
OG0000114	Syac.g_01394	Syal.g_02286
OG0000115	Syac.g_01655	Syal.g_00404
OG0000116	Syac.g_00753	Syal.g_01630
OG0000117	Syac.g_01477	Syal.g_01704
OG0000118	Syac.g_01728	Syal.g_01583
OG0000120	Syac.g_00233	Syal.g_01324
OG0000121	Syac.g_01635	Syal.g_00374
OG0000122	Syac.g_01013	Syal.g_02602
OG0000123	Syac.g_02086	Syal.g_00283
OG0000124	Syac.g_00135	Syal.g_01519
OG0000125	Syac.g_02360	Syal.g_01075
OG0000126	Syac.g_02488	Syal.g_00090
OG0000128	Syac.g_00012	Syal.g_00109
OG0000129	Syac.g_02349	Syal.g_01062
OG0000130	Syac.g_00450	Syal.g_00751
OG0000131	Syac.g_00330	Syal.g_00886
OG0000132	Syac.g_00310	Syal.g_00906
OG0000133	Syac.g_01178	Syal.g_01995
OG0000134	Syac.g_01985	Syal.g_00552
OG0000135	Syac.g_02398	Syal.g_01119
OG0000136	Syac.g_00701	Syal.g_00520
OG0000137	Syac.g_01700	Syal.g_00463
OG0000138	Syac.g_01888	Syal.g_02914
OG0000139	Syac.g_01830	Syal.g_02832
OG0000140	Syac.g_01829	Syal.g_02830
OG0000141	Syac.g_00934	Syal.g_02738
OG0000142	Syac.g_00979	Syal.g_02636
OG0000143	Syac.g_00983	Syal.g_02632
OG0000144	Syac.g_01090	Syal.g_02515
OG0000145	Syac.g_01882	Syal.g_02921
OG0000146	Syac.g_01172	Syal.g_02001
OG0000147	Syac.g_01171	Syal.g_02002
OG0000148	Syac.g_01320	Syal.g_02437
OG0000149	Syac.g_00832	Syal.g_02475
OG0000150	Syac.g_00935	Syal.g_02737
OG0000151	Syac.g_01383	Syal.g_02263
OG0000152	Syac.g_01182	Syal.g_01991
OG0000153	Syac.g_01217	Syal.g_01958
OG0000154	Syac.g_01241	Syal.g_01918
OG0000155	Syac.g_00804	Syal.g_01695
OG0000156	Syac.g_00743	Syal.g_01620
OG0000157	Syac.g_00742	Syal.g_01619
OG0000158	Syac.g_00182	Syal.g_01431
OG0000159	Syac.g_00181	Syal.g_01400
OG0000160	Syac.g_01633	Syal.g_00372
OG0000161	Syac.g_01641	Syal.g_00384
OG0000162	Syac.g_01648	Syal.g_00396
OG0000163	Syac.g_00619	Syal.g_02971
OG0000164	Syac.g_00508	Syal.g_00623
OG0000165	Syac.g_00674	Syal.g_00632
OG0000166	Syac.g_02132	Syal.g_00236
OG0000167	Syac.g_00194	Syal.g_01347
OG0000168	Syac.g_00179	Syal.g_01433
OG0000169	Syac.g_00168	Syal.g_01447
OG0000170	Syac.g_00161	Syal.g_01454
OG0000171	Syac.g_00136	Syal.g_01518
OG0000172	Syac.g_00084	Syal.g_00174, Syal.g_00173
OG0000173	Syac.g_00057	Syal.g_00155
OG0000174	Syac.g_02401	Syal.g_01121
OG0000175	Syac.g_02465	Syal.g_01172
OG0000176	Syac.g_00004	Syal.g_00101
OG0000177	Syac.g_00005	Syal.g_00102
OG0000178	Syac.g_00006	Syal.g_00103
OG0000179	Syac.g_00019	Syal.g_00118
OG0000180	Syac.g_00020	Syal.g_00119
OG0000181	Syac.g_00021	Syal.g_00120
OG0000182	Syac.g_00022	Syal.g_00121
OG0000183	Syac.g_00026	Syal.g_00125
OG0000184	Syac.g_02339	Syal.g_02678, Syal.g_01050
OG0000185	Syac.g_02336	Syal.g_01025
OG0000186	Syac.g_00454	Syal.g_02684, Syal.g_00747
OG0000187	Syac.g_00453	Syal.g_02685, Syal.g_00748
OG0000188	Syac.g_00433	Syal.g_00771
OG0000189	Syac.g_00408	Syal.g_00807
OG0000190	Syac.g_00406	Syal.g_01364
OG0000191	Syac.g_00373	Syal.g_00841
OG0000192	Syac.g_00368	Syal.g_00847
OG0000193	Syac.g_00329	Syal.g_00887
OG0000194	Syac.g_00326	Syal.g_00890
OG0000195	Syac.g_00324	Syal.g_00892
OG0000196	Syac.g_00313	Syal.g_00903
OG0000197	Syac.g_00312	Syal.g_00904
OG0000198	Syac.g_00311	Syal.g_00905
OG0000199	Syac.g_00303	Syal.g_00913
OG0000200	Syac.g_02261	Syal.g_00932
OG0000202	Syac.g_02279	Syal.g_00950
OG0000203	Syac.g_02280	Syal.g_00951
OG0000204	Syac.g_02281	Syal.g_00952
OG0000205	Syac.g_02288	Syal.g_00959
OG0000206	Syac.g_02297	Syal.g_00971
OG0000207	Syac.g_02300	Syal.g_00974
OG0000208	Syac.g_02301	Syal.g_00975
OG0000209	Syac.g_02316	Syal.g_01000
OG0000210	Syac.g_02317	Syal.g_01001
OG0000211	Syac.g_01972	Syal.g_00688
OG0000212	Syac.g_01963	Syal.g_00679
OG0000213	Syac.g_02219	Syal.g_01229
OG0000214	Syac.g_02236	Syal.g_01246
OG0000215	Syac.g_00281	Syal.g_01277
OG0000216	Syac.g_00277	Syal.g_01281
OG0000217	Syac.g_00273	Syal.g_01285
OG0000218	Syac.g_00271	Syal.g_01287
OG0000219	Syac.g_00270	Syal.g_01288
OG0000220	Syac.g_00269	Syal.g_01289
OG0000221	Syac.g_00261	Syal.g_01297
OG0000222	Syac.g_00247	Syal.g_01309
OG0000223	Syac.g_00225	Syal.g_01327
OG0000224	Syac.g_00217	Syal.g_01329
OG0000225	Syac.g_02004	Syal.g_00363
OG0000226	Syac.g_02000	Syal.g_00367
OG0000227	Syac.g_01998	Syal.g_00369
OG0000228	Syac.g_01989	Syal.g_00556
OG0000229	Syac.g_00692	Syal.g_00525
OG0000230	Syac.g_00694	Syal.g_00523
OG0000231	Syac.g_00710	Syal.g_00510
OG0000232	Syac.g_01717	Syal.g_00495
OG0000233	Syac.g_01713	Syal.g_00487
OG0000234	Syac.g_01699	Syal.g_00461
OG0000235	Syac.g_01905	Syal.g_02896
OG0000236	Syac.g_01890	Syal.g_02912
OG0000237	Syac.g_01873	Syal.g_02930
OG0000238	Syac.g_01868	Syal.g_02935
OG0000239	Syac.g_01852	Syal.g_02951
OG0000240	Syac.g_01851	Syal.g_02952
OG0000241	Syac.g_00970	Syal.g_02696
OG0000242	Syac.g_01839	Syal.g_02840
OG0000243	Syac.g_01821	Syal.g_02822
OG0000244	Syac.g_01814	Syal.g_02815
OG0000245	Syac.g_01811	Syal.g_02813
OG0000246	Syac.g_01807	Syal.g_02809
OG0000247	Syac.g_01795	Syal.g_02797
OG0000248	Syac.g_01792	Syal.g_02794
OG0000249	Syac.g_01790	Syal.g_02792
OG0000251	Syac.g_01757	Syal.g_02760
OG0000252	Syac.g_01753	Syal.g_02757
OG0000253	Syac.g_01752	Syal.g_02755
OG0000254	Syac.g_00939	Syal.g_02732
OG0000255	Syac.g_00947	Syal.g_02719
OG0000256	Syac.g_00963	Syal.g_02705
OG0000257	Syac.g_00969	Syal.g_02697
OG0000258	Syac.g_00988	Syal.g_02623
OG0000259	Syac.g_01425	Syal.g_02182
OG0000260	Syac.g_01422	Syal.g_02188
OG0000261	Syac.g_01418	Syal.g_02199
OG0000262	Syac.g_01413	Syal.g_02204
OG0000263	Syac.g_01497	Syal.g_01720
OG0000264	Syac.g_00915	Syal.g_01788
OG0000265	Syac.g_00673	Syal.g_02534
OG0000266	Syac.g_01271	Syal.g_02421
OG0000267	Syac.g_01131	Syal.g_02043
OG0000268	Syac.g_01132	Syal.g_02042
OG0000269	Syac.g_01346	Syal.g_02409
OG0000270	Syac.g_01343	Syal.g_02412
OG0000271	Syac.g_01335	Syal.g_01871
OG0000272	Syac.g_01334	Syal.g_01872
OG0000274	Syac.g_00853	Syal.g_02455
OG0000275	Syac.g_00848	Syal.g_02458
OG0000276	Syac.g_00840	Syal.g_02467
OG0000277	Syac.g_00839	Syal.g_02468
OG0000278	Syac.g_00836	Syal.g_02471
OG0000279	Syac.g_00828	Syal.g_02479
OG0000280	Syac.g_00814	Syal.g_02493
OG0000281	Syac.g_02158	Syal.g_02190
OG0000282	Syac.g_01392	Syal.g_02284
OG0000283	Syac.g_01142	Syal.g_02028, Syal.g_02131
OG0000284	Syac.g_01148	Syal.g_02023
OG0000285	Syac.g_01160	Syal.g_02012
OG0000286	Syac.g_01181	Syal.g_01992
OG0000287	Syac.g_01209	Syal.g_01965
OG0000288	Syac.g_01240	Syal.g_01919
OG0000289	Syac.g_01254	Syal.g_01904
OG0000290	Syac.g_00881	Syal.g_01826
OG0000291	Syac.g_00883	Syal.g_01824
OG0000292	Syac.g_02487	Syal.g_00089
OG0000293	Syac.g_00754	Syal.g_01631
OG0000294	Syac.g_00755	Syal.g_01632
OG0000295	Syac.g_00796	Syal.g_01687
OG0000296	Syac.g_00798	Syal.g_01689
OG0000297	Syac.g_01475	Syal.g_01702
OG0000298	Syac.g_01476	Syal.g_01703
OG0000299	Syac.g_01503	Syal.g_01732
OG0000300	Syac.g_01510	Syal.g_01738
OG0000301	Syac.g_01511	Syal.g_01739
OG0000302	Syac.g_01512	Syal.g_01740
OG0000303	Syac.g_01520	Syal.g_01763
OG0000304	Syac.g_01526	Syal.g_01756
OG0000305	Syac.g_00886	Syal.g_01821
OG0000306	Syac.g_00810	Syal.g_02579
OG0000307	Syac.g_01924	Syal.g_02880
OG0000308	Syac.g_01926	Syal.g_02878
OG0000309	Syac.g_01931	Syal.g_02873
OG0000310	Syac.g_01607	Syal.g_01537
OG0000311	Syac.g_01611	Syal.g_00061
OG0000312	Syac.g_01619	Syal.g_00031
OG0000313	Syac.g_01638	Syal.g_00381
OG0000314	Syac.g_01665	Syal.g_00416
OG0000315	Syac.g_01675	Syal.g_00426
OG0000316	Syac.g_00601	Syal.g_02987
OG0000317	Syac.g_00552	Syal.g_00583
OG0000318	Syac.g_00543	Syal.g_00588
OG0000319	Syac.g_00525	Syal.g_00608
OG0000320	Syac.g_00523	Syal.g_00610
OG0000321	Syac.g_00522	Syal.g_00611
OG0000322	Syac.g_00521	Syal.g_00612
OG0000323	Syac.g_00506	Syal.g_00626
OG0000324	Syac.g_00648	Syal.g_00656
OG0000325	Syac.g_02190	Syal.g_00195
OG0000326	Syac.g_02183	Syal.g_00202
OG0000327	Syac.g_02137	Syal.g_00230
OG0000328	Syac.g_02136	Syal.g_00231
OG0000329	Syac.g_02119	Syal.g_00249
OG0000330	Syac.g_02118	Syal.g_00250
OG0000331	Syac.g_02117	Syal.g_00251
OG0000332	Syac.g_02103	Syal.g_00266
OG0000333	Syac.g_02100	Syal.g_00269
OG0000334	Syac.g_02090	Syal.g_00279
OG0000335	Syac.g_02085	Syal.g_00284
OG0000336	Syac.g_02081	Syal.g_00288
OG0000337	Syac.g_00199	Syal.g_01343
OG0000338	Syac.g_00196	Syal.g_01345
OG0000339	Syac.g_00190	Syal.g_01351
OG0000340	Syac.g_00178	Syal.g_01434
OG0000341	Syac.g_00176	Syal.g_01436
OG0000342	Syac.g_00175	Syal.g_01437
OG0000343	Syac.g_00174	Syal.g_01441
OG0000344	Syac.g_00170	Syal.g_01445
OG0000345	Syac.g_00160	Syal.g_01455
OG0000346	Syac.g_00155	Syal.g_01460
OG0000347	Syac.g_00129	Syal.g_01525
OG0000348	Syac.g_00070, Syac.g_00074	Syal.g_00170
OG0000349	Syac.g_00050	Syal.g_00148
OG0000350	Syac.g_02176	Syal.g_00209
OG0000351	Syac.g_02468	Syal.g_01175
OG0000352	Syac.g_02469	Syal.g_01176
OG0000353	Syac.g_02493	Syal.g_00095
OG0000354	Syac.g_01862	Syal.g_02941
OG0000355	Syac.g_00001	Syal.g_00098
OG0000356	Syac.g_00002	Syal.g_00099
OG0000357	Syac.g_00003	Syal.g_00100
OG0000358	Syac.g_00007	Syal.g_00104
OG0000359	Syac.g_00009	Syal.g_00106
OG0000360	Syac.g_00010	Syal.g_00107
OG0000361	Syac.g_00011	Syal.g_00108
OG0000362	Syac.g_00013	Syal.g_00110
OG0000363	Syac.g_00015	Syal.g_00112
OG0000364	Syac.g_00016	Syal.g_00113
OG0000365	Syac.g_00023	Syal.g_00122
OG0000366	Syac.g_00024	Syal.g_00123
OG0000367	Syac.g_00025	Syal.g_00124
OG0000368	Syac.g_00027	Syal.g_00126
OG0000369	Syac.g_00028	Syal.g_00127
OG0000370	Syac.g_00029	Syal.g_00128
OG0000371	Syac.g_00036	Syal.g_00135
OG0000372	Syac.g_00041	Syal.g_00141
OG0000373	Syac.g_00042	Syal.g_00142
OG0000374	Syac.g_00043	Syal.g_00143
OG0000375	Syac.g_00046	Syal.g_00144
OG0000376	Syac.g_00048	Syal.g_00146
OG0000377	Syac.g_02346	Syal.g_01061
OG0000378	Syac.g_02338	Syal.g_01027
OG0000379	Syac.g_02335	Syal.g_01024
OG0000380	Syac.g_00452	Syal.g_00749
OG0000381	Syac.g_00449	Syal.g_00752
OG0000382	Syac.g_00434	Syal.g_00770
OG0000383	Syac.g_00432	Syal.g_00775
OG0000384	Syac.g_00431	Syal.g_00776
OG0000385	Syac.g_00430	Syal.g_00777
OG0000386	Syac.g_00429	Syal.g_00778
OG0000387	Syac.g_00404	Syal.g_00811
OG0000388	Syac.g_00401	Syal.g_00815
OG0000389	Syac.g_00397	Syal.g_00819
OG0000390	Syac.g_00379	Syal.g_00835
OG0000391	Syac.g_00374	Syal.g_00840
OG0000392	Syac.g_00369	Syal.g_00846
OG0000393	Syac.g_00366	Syal.g_00849
OG0000394	Syac.g_00365	Syal.g_00850
OG0000395	Syac.g_00364	Syal.g_00851
OG0000396	Syac.g_00361	Syal.g_00854
OG0000397	Syac.g_00359	Syal.g_00857
OG0000398	Syac.g_00354	Syal.g_00862
OG0000399	Syac.g_00353	Syal.g_00863
OG0000400	Syac.g_00352	Syal.g_00864
OG0000401	Syac.g_00351	Syal.g_00865
OG0000402	Syac.g_00348	Syal.g_00867
OG0000403	Syac.g_00347	Syal.g_00868
OG0000404	Syac.g_00345	Syal.g_00870
OG0000405	Syac.g_00332	Syal.g_00883
OG0000406	Syac.g_00328	Syal.g_00888
OG0000407	Syac.g_00327	Syal.g_00889
OG0000408	Syac.g_00325	Syal.g_00891
OG0000409	Syac.g_00323	Syal.g_00893
OG0000410	Syac.g_00322	Syal.g_00894
OG0000411	Syac.g_00321	Syal.g_00895
OG0000412	Syac.g_00320	Syal.g_00896
OG0000413	Syac.g_00318	Syal.g_00898
OG0000414	Syac.g_00317	Syal.g_00899
OG0000415	Syac.g_00316	Syal.g_00900
OG0000416	Syac.g_00315	Syal.g_00901
OG0000417	Syac.g_00314	Syal.g_00902
OG0000418	Syac.g_00309	Syal.g_00907
OG0000419	Syac.g_00307	Syal.g_00909
OG0000420	Syac.g_00305	Syal.g_00911
OG0000421	Syac.g_00300	Syal.g_00916
OG0000422	Syac.g_00299	Syal.g_00917
OG0000423	Syac.g_00298	Syal.g_00918
OG0000424	Syac.g_00297	Syal.g_00919
OG0000425	Syac.g_00296	Syal.g_00920
OG0000426	Syac.g_00295	Syal.g_00921
OG0000427	Syac.g_00294	Syal.g_00922
OG0000428	Syac.g_02257	Syal.g_00925
OG0000429	Syac.g_02259	Syal.g_00929
OG0000430	Syac.g_02260	Syal.g_00931
OG0000431	Syac.g_02264	Syal.g_00934
OG0000432	Syac.g_02270	Syal.g_00940
OG0000433	Syac.g_02272	Syal.g_00943
OG0000434	Syac.g_02273	Syal.g_00944
OG0000435	Syac.g_02277	Syal.g_00946
OG0000436	Syac.g_02282	Syal.g_00953
OG0000437	Syac.g_02283	Syal.g_00954
OG0000438	Syac.g_02284	Syal.g_00955
OG0000439	Syac.g_02286	Syal.g_00957
OG0000440	Syac.g_02287	Syal.g_00958
OG0000441	Syac.g_02294	Syal.g_00962
OG0000442	Syac.g_02295	Syal.g_00964
OG0000443	Syac.g_02296	Syal.g_00966
OG0000444	Syac.g_02303	Syal.g_00978
OG0000445	Syac.g_02304	Syal.g_00979
OG0000446	Syac.g_02305	Syal.g_00981
OG0000447	Syac.g_02308	Syal.g_00989
OG0000448	Syac.g_02309	Syal.g_00990
OG0000449	Syac.g_02310	Syal.g_00991
OG0000450	Syac.g_02313	Syal.g_00997
OG0000451	Syac.g_02314	Syal.g_00998
OG0000452	Syac.g_02318	Syal.g_01002
OG0000453	Syac.g_02319	Syal.g_01003
OG0000454	Syac.g_02320	Syal.g_01004
OG0000455	Syac.g_02321	Syal.g_01005
OG0000456	Syac.g_02322	Syal.g_01006
OG0000457	Syac.g_02324	Syal.g_01008
OG0000458	Syac.g_02325	Syal.g_01009
OG0000459	Syac.g_02326	Syal.g_01010
OG0000460	Syac.g_01970	Syal.g_00686
OG0000461	Syac.g_02198	Syal.g_01199
OG0000462	Syac.g_02201	Syal.g_01202
OG0000463	Syac.g_02202	Syal.g_01203
OG0000464	Syac.g_02203	Syal.g_01204
OG0000465	Syac.g_02204	Syal.g_01205
OG0000466	Syac.g_02208	Syal.g_01210
OG0000467	Syac.g_02210	Syal.g_01212
OG0000468	Syac.g_02216	Syal.g_01225
OG0000469	Syac.g_02230	Syal.g_01240
OG0000470	Syac.g_02232	Syal.g_01242
OG0000471	Syac.g_02233	Syal.g_01243
OG0000472	Syac.g_02235	Syal.g_01245
OG0000473	Syac.g_02237	Syal.g_01247
OG0000474	Syac.g_02238	Syal.g_01248
OG0000475	Syac.g_02239	Syal.g_01249
OG0000476	Syac.g_02241	Syal.g_01251
OG0000477	Syac.g_02247	Syal.g_01257
OG0000478	Syac.g_02248	Syal.g_01258
OG0000479	Syac.g_02249	Syal.g_01259
OG0000480	Syac.g_00293	Syal.g_01266
OG0000481	Syac.g_00291	Syal.g_01268
OG0000482	Syac.g_00290	Syal.g_01269
OG0000483	Syac.g_00286	Syal.g_01273
OG0000484	Syac.g_00285	Syal.g_01274
OG0000485	Syac.g_00284	Syal.g_01275
OG0000486	Syac.g_00283	Syal.g_01276
OG0000487	Syac.g_00276	Syal.g_01282
OG0000488	Syac.g_00272	Syal.g_01286
OG0000489	Syac.g_00260	Syal.g_01298
OG0000490	Syac.g_00249	Syal.g_01307
OG0000491	Syac.g_00248	Syal.g_01308
OG0000492	Syac.g_00246	Syal.g_01310
OG0000493	Syac.g_00245	Syal.g_01311
OG0000494	Syac.g_00244	Syal.g_01312
OG0000495	Syac.g_00243	Syal.g_01313
OG0000496	Syac.g_00242	Syal.g_01314
OG0000497	Syac.g_00241	Syal.g_01315
OG0000498	Syac.g_00240	Syal.g_01316
OG0000499	Syac.g_00239	Syal.g_01317
OG0000500	Syac.g_00238	Syal.g_01318
OG0000501	Syac.g_00235	Syal.g_01321
OG0000502	Syac.g_00223	Syal.g_01328
OG0000503	Syac.g_02020	Syal.g_00347
OG0000504	Syac.g_02018	Syal.g_00349
OG0000505	Syac.g_02017	Syal.g_00350
OG0000506	Syac.g_02015	Syal.g_00352
OG0000507	Syac.g_02009	Syal.g_00358
OG0000508	Syac.g_02005	Syal.g_00362
OG0000509	Syac.g_02003	Syal.g_00364
OG0000510	Syac.g_02002	Syal.g_00365
OG0000511	Syac.g_02001	Syal.g_00366
OG0000512	Syac.g_01999	Syal.g_00368
OG0000513	Syac.g_01984	Syal.g_00551
OG0000514	Syac.g_01977	Syal.g_00539
OG0000515	Syac.g_01976	Syal.g_00538
OG0000516	Syac.g_00697	Syal.g_00534
OG0000517	Syac.g_00691	Syal.g_00526
OG0000518	Syac.g_00707	Syal.g_00514
OG0000519	Syac.g_00708	Syal.g_00513
OG0000520	Syac.g_00709	Syal.g_00512
OG0000521	Syac.g_01721	Syal.g_00502
OG0000522	Syac.g_01719	Syal.g_00500
OG0000523	Syac.g_01718	Syal.g_00499
OG0000524	Syac.g_01716	Syal.g_00491
OG0000525	Syac.g_01709	Syal.g_00473
OG0000526	Syac.g_01706	Syal.g_00471
OG0000527	Syac.g_01702	Syal.g_00465
OG0000528	Syac.g_01911	Syal.g_02893
OG0000529	Syac.g_01903	Syal.g_02898
OG0000530	Syac.g_01900	Syal.g_02901
OG0000531	Syac.g_01899	Syal.g_02902
OG0000532	Syac.g_01896	Syal.g_02905
OG0000533	Syac.g_01895	Syal.g_02907
OG0000534	Syac.g_01894	Syal.g_02908
OG0000535	Syac.g_01893	Syal.g_02909
OG0000536	Syac.g_01892	Syal.g_02910
OG0000537	Syac.g_01891	Syal.g_02911
OG0000538	Syac.g_01880	Syal.g_02923
OG0000539	Syac.g_01879	Syal.g_02924
OG0000540	Syac.g_01878	Syal.g_02925
OG0000541	Syac.g_01877	Syal.g_02926
OG0000542	Syac.g_01874	Syal.g_02929
OG0000543	Syac.g_01872	Syal.g_02931
OG0000544	Syac.g_01871	Syal.g_02932
OG0000545	Syac.g_01869	Syal.g_02934
OG0000546	Syac.g_01867	Syal.g_02936
OG0000547	Syac.g_01865	Syal.g_02938
OG0000548	Syac.g_01864	Syal.g_02939
OG0000549	Syac.g_01858	Syal.g_02945
OG0000550	Syac.g_01854	Syal.g_02949
OG0000551	Syac.g_01849	Syal.g_02953
OG0000552	Syac.g_01848	Syal.g_02954
OG0000553	Syac.g_01846	Syal.g_02843
OG0000554	Syac.g_01835	Syal.g_02837
OG0000555	Syac.g_01822	Syal.g_02823
OG0000556	Syac.g_01817	Syal.g_02819
OG0000557	Syac.g_01815	Syal.g_02816
OG0000558	Syac.g_01813	Syal.g_02814
OG0000559	Syac.g_01808	Syal.g_02810
OG0000560	Syac.g_01805	Syal.g_02807
OG0000561	Syac.g_01804	Syal.g_02806
OG0000562	Syac.g_01803	Syal.g_02805
OG0000563	Syac.g_01802	Syal.g_02804
OG0000564	Syac.g_01801	Syal.g_02803
OG0000565	Syac.g_01797	Syal.g_02799
OG0000566	Syac.g_01793	Syal.g_02795
OG0000567	Syac.g_01789	Syal.g_02791
OG0000568	Syac.g_01786	Syal.g_02789
OG0000569	Syac.g_01785	Syal.g_02788
OG0000570	Syac.g_01784	Syal.g_02787
OG0000571	Syac.g_01780	Syal.g_02784
OG0000572	Syac.g_01765	Syal.g_02767
OG0000573	Syac.g_01755	Syal.g_02759
OG0000574	Syac.g_01754	Syal.g_02758
OG0000575	Syac.g_01750	Syal.g_02753
OG0000576	Syac.g_01748	Syal.g_02751
OG0000577	Syac.g_01747	Syal.g_02750
