Orthogroup	Syac	Prax
OG0000088	Syac.g_00308	Prax.g_01052
OG0000089	Syac.g_01988, Syac.g_01543	Prax.g_00817
OG0000090	Syac.g_01836	Prax.g_00668
OG0000091	Syac.g_00987	Prax.g_00101
OG0000093	Syac.g_01357	Prax.g_00588
OG0000094	Syac.g_01251	Prax.g_01185
OG0000095	Syac.g_00884	Prax.g_01204
OG0000097	Syac.g_01507	Prax.g_00241
OG0000098	Syac.g_02157	Prax.g_01881
OG0000099	Syac.g_00234	Prax.g_01825
OG0000100	Syac.g_01309	Prax.g_01654
OG0000101	Syac.g_02094	Prax.g_01338
OG0000102	Syac.g_00151	Prax.g_01399
OG0000103	Syac.g_02476	Prax.g_01478
OG0000104	Syac.g_02490	Prax.g_01486
OG0000105	Syac.g_02245	Prax.g_00901
OG0000106	Syac.g_01098	Prax.g_00803
OG0000107	Syac.g_02191	Prax.g_00790
OG0000108	Syac.g_01904	Prax.g_00722
OG0000109	Syac.g_01889	Prax.g_00707
OG0000110	Syac.g_01778	Prax.g_00035
OG0000111	Syac.g_00893	Prax.g_00943
OG0000112	Syac.g_01173	Prax.g_00409
OG0000113	Syac.g_01314	Prax.g_00351
OG0000114	Syac.g_01394	Prax.g_00561
OG0000115	Syac.g_01655	Prax.g_00132
OG0000116	Syac.g_00753	Prax.g_00190
OG0000117	Syac.g_01477	Prax.g_01959
OG0000118	Syac.g_01728	Prax.g_01887
OG0000120	Syac.g_00233	Prax.g_01832
OG0000121	Syac.g_01635	Prax.g_01726
OG0000122	Syac.g_01013	Prax.g_01688
OG0000123	Syac.g_02086	Prax.g_01345
OG0000124	Syac.g_00135	Prax.g_01410
OG0000125	Syac.g_02360	Prax.g_01447
OG0000126	Syac.g_02488	Prax.g_01485
OG0000128	Syac.g_00012	Prax.g_01974
OG0000129	Syac.g_02349	Prax.g_00269
OG0000130	Syac.g_00450	Prax.g_00640
OG0000131	Syac.g_00330	Prax.g_01073
OG0000132	Syac.g_00310	Prax.g_01054
OG0000133	Syac.g_01178	Prax.g_00853, Prax.g_00852, Prax.g_01783
OG0000134	Syac.g_01985	Prax.g_00816, Prax.g_01573
OG0000135	Syac.g_02398	Prax.g_00792
OG0000136	Syac.g_00701	Prax.g_00759
OG0000137	Syac.g_01700	Prax.g_00727
OG0000138	Syac.g_01888	Prax.g_00706
OG0000139	Syac.g_01830	Prax.g_00664
OG0000140	Syac.g_01829	Prax.g_00663
OG0000141	Syac.g_00934	Prax.g_00066
OG0000142	Syac.g_00979	Prax.g_00094
OG0000143	Syac.g_00983	Prax.g_00098
OG0000144	Syac.g_01090	Prax.g_00111
OG0000145	Syac.g_01882	Prax.g_00413
OG0000146	Syac.g_01172	Prax.g_00408
OG0000147	Syac.g_01171	Prax.g_00407
OG0000148	Syac.g_01320	Prax.g_00357
OG0000149	Syac.g_00832	Prax.g_00326
OG0000150	Syac.g_00935	Prax.g_00318
OG0000151	Syac.g_01383	Prax.g_00571
OG0000152	Syac.g_01182	Prax.g_01129
OG0000153	Syac.g_01217	Prax.g_01148
OG0000154	Syac.g_01241	Prax.g_01178
OG0000155	Syac.g_00804	Prax.g_00220
OG0000156	Syac.g_00743	Prax.g_01910
OG0000157	Syac.g_00742	Prax.g_01909
OG0000158	Syac.g_00182	Prax.g_01780
OG0000160	Syac.g_01633	Prax.g_01727
OG0000161	Syac.g_01641	Prax.g_01721
OG0000162	Syac.g_01648	Prax.g_01715
OG0000163	Syac.g_00619	Prax.g_01681
OG0000164	Syac.g_00508	Prax.g_01535
OG0000165	Syac.g_00674	Prax.g_01528
OG0000166	Syac.g_02132	Prax.g_01302
OG0000167	Syac.g_00194	Prax.g_01368
OG0000168	Syac.g_00179	Prax.g_01378
OG0000169	Syac.g_00168	Prax.g_01388
OG0000170	Syac.g_00161	Prax.g_01390
OG0000171	Syac.g_00136	Prax.g_01409
OG0000172	Syac.g_00084	Prax.g_01418
OG0000173	Syac.g_00057	Prax.g_01433
OG0000174	Syac.g_02401	Prax.g_01460
OG0000175	Syac.g_02465	Prax.g_01470
OG0000176	Syac.g_00004	Prax.g_01494
OG0000177	Syac.g_00005	Prax.g_01495
OG0000178	Syac.g_00006	Prax.g_01496
OG0000179	Syac.g_00019	Prax.g_00297
OG0000180	Syac.g_00020	Prax.g_00296
OG0000181	Syac.g_00021	Prax.g_00295
OG0000182	Syac.g_00022	Prax.g_00294
OG0000183	Syac.g_00026	Prax.g_00290
OG0000184	Syac.g_02339	Prax.g_00621
OG0000185	Syac.g_02336	Prax.g_00624
OG0000186	Syac.g_00454	Prax.g_00635
OG0000187	Syac.g_00453	Prax.g_00636
OG0000188	Syac.g_00433	Prax.g_00653
OG0000189	Syac.g_00408	Prax.g_01122
OG0000190	Syac.g_00406	Prax.g_01121
OG0000191	Syac.g_00373	Prax.g_01101
OG0000192	Syac.g_00368	Prax.g_01097
OG0000193	Syac.g_00329	Prax.g_01072
OG0000194	Syac.g_00326	Prax.g_01069
OG0000195	Syac.g_00324	Prax.g_01067
OG0000196	Syac.g_00313	Prax.g_01057
OG0000197	Syac.g_00312	Prax.g_01056
OG0000198	Syac.g_00311	Prax.g_01055
OG0000199	Syac.g_00303	Prax.g_01048
OG0000200	Syac.g_02261	Prax.g_01034
OG0000201	Syac.g_02278	Prax.g_01026
OG0000202	Syac.g_02279	Prax.g_01025
OG0000203	Syac.g_02280	Prax.g_01024
OG0000204	Syac.g_02281	Prax.g_01023
OG0000205	Syac.g_02288	Prax.g_01016
OG0000206	Syac.g_02297	Prax.g_01011
OG0000207	Syac.g_02300	Prax.g_01009
OG0000208	Syac.g_02301	Prax.g_01008
OG0000209	Syac.g_02316	Prax.g_00999
OG0000210	Syac.g_02317	Prax.g_00998
OG0000211	Syac.g_01972	Prax.g_00985
OG0000212	Syac.g_01963	Prax.g_00978
OG0000213	Syac.g_02219	Prax.g_00918
OG0000214	Syac.g_02236	Prax.g_00908
OG0000215	Syac.g_00281	Prax.g_00883
OG0000216	Syac.g_00277	Prax.g_00881
OG0000217	Syac.g_00273	Prax.g_00878
OG0000218	Syac.g_00271	Prax.g_00876
OG0000219	Syac.g_00270	Prax.g_00875
OG0000220	Syac.g_00269	Prax.g_00874
OG0000221	Syac.g_00261	Prax.g_00873
OG0000222	Syac.g_00247	Prax.g_00865
OG0000223	Syac.g_00225	Prax.g_00850
OG0000224	Syac.g_00217	Prax.g_00848
OG0000225	Syac.g_02004	Prax.g_00827
OG0000226	Syac.g_02000	Prax.g_00823
OG0000227	Syac.g_01998	Prax.g_00821
OG0000228	Syac.g_01989	Prax.g_00818
OG0000229	Syac.g_00692	Prax.g_00764
OG0000230	Syac.g_00694	Prax.g_00762
OG0000231	Syac.g_00710	Prax.g_00751
OG0000232	Syac.g_01717	Prax.g_00743
OG0000233	Syac.g_01713	Prax.g_00738
OG0000234	Syac.g_01699	Prax.g_00726
OG0000235	Syac.g_01905	Prax.g_00723
OG0000236	Syac.g_01890	Prax.g_00708
OG0000237	Syac.g_01873	Prax.g_00695
OG0000238	Syac.g_01868	Prax.g_00689
OG0000239	Syac.g_01852	Prax.g_00676
OG0000240	Syac.g_01851	Prax.g_00675
OG0000241	Syac.g_00970	Prax.g_00671
OG0000242	Syac.g_01839	Prax.g_00669
OG0000243	Syac.g_01821	Prax.g_00004
OG0000244	Syac.g_01814	Prax.g_00007
OG0000245	Syac.g_01811	Prax.g_00009
OG0000246	Syac.g_01807	Prax.g_00013
OG0000247	Syac.g_01795	Prax.g_00023
OG0000248	Syac.g_01792	Prax.g_00025
OG0000249	Syac.g_01790	Prax.g_00027
OG0000250	Syac.g_01782	Prax.g_00032
OG0000251	Syac.g_01757	Prax.g_00050
OG0000252	Syac.g_01753	Prax.g_00053
OG0000253	Syac.g_01752	Prax.g_00054
OG0000254	Syac.g_00939	Prax.g_00070
OG0000255	Syac.g_00947	Prax.g_00076
OG0000256	Syac.g_00963	Prax.g_00086
OG0000257	Syac.g_00969	Prax.g_00089
OG0000258	Syac.g_00988	Prax.g_00102
OG0000259	Syac.g_01425	Prax.g_00119
OG0000260	Syac.g_01422	Prax.g_00122
OG0000261	Syac.g_01418	Prax.g_00977
OG0000262	Syac.g_01413	Prax.g_00973
OG0000263	Syac.g_01497	Prax.g_00961
OG0000264	Syac.g_00915	Prax.g_00951
OG0000265	Syac.g_00673	Prax.g_00485
OG0000266	Syac.g_01271	Prax.g_00475
OG0000267	Syac.g_01131	Prax.g_00464
OG0000268	Syac.g_01132	Prax.g_00463
OG0000269	Syac.g_01346	Prax.g_00378
OG0000270	Syac.g_01343	Prax.g_00375
OG0000271	Syac.g_01335	Prax.g_00367
OG0000272	Syac.g_01334	Prax.g_00366
OG0000273	Syac.g_00854	Prax.g_00343
OG0000274	Syac.g_00853	Prax.g_00342
OG0000275	Syac.g_00848	Prax.g_00339
OG0000276	Syac.g_00840	Prax.g_00334
OG0000277	Syac.g_00839	Prax.g_00333
OG0000278	Syac.g_00836	Prax.g_00330
OG0000279	Syac.g_00828	Prax.g_00323
OG0000280	Syac.g_00814	Prax.g_00322
OG0000281	Syac.g_02158	Prax.g_00317
OG0000282	Syac.g_01392	Prax.g_00563
OG0000283	Syac.g_01142	Prax.g_00597
OG0000284	Syac.g_01148	Prax.g_00602
OG0000285	Syac.g_01160	Prax.g_00607
OG0000286	Syac.g_01181	Prax.g_00619
OG0000287	Syac.g_01692, Syac.g_01209	Prax.g_01145
OG0000288	Syac.g_01240	Prax.g_01177
OG0000289	Syac.g_01254	Prax.g_01188
OG0000290	Syac.g_00881	Prax.g_01201
OG0000291	Syac.g_00883	Prax.g_01203
OG0000292	Syac.g_02487	Prax.g_01759, Prax.g_01254
OG0000293	Syac.g_00754	Prax.g_00191
OG0000294	Syac.g_00755	Prax.g_00192
OG0000295	Syac.g_00796	Prax.g_00212
OG0000296	Syac.g_00798	Prax.g_00214
OG0000297	Syac.g_01475	Prax.g_00222
OG0000298	Syac.g_01476	Prax.g_00223
OG0000299	Syac.g_01503	Prax.g_00240
OG0000300	Syac.g_01510	Prax.g_00243
OG0000301	Syac.g_01511	Prax.g_00244
OG0000302	Syac.g_01512	Prax.g_00246
OG0000303	Syac.g_01520	Prax.g_00253
OG0000304	Syac.g_01526	Prax.g_00257
OG0000305	Syac.g_00886	Prax.g_01871
OG0000306	Syac.g_00810	Prax.g_01868
OG0000307	Syac.g_01924	Prax.g_01854
OG0000308	Syac.g_01926	Prax.g_01853
OG0000309	Syac.g_01931	Prax.g_01849
OG0000310	Syac.g_01607	Prax.g_01748
OG0000311	Syac.g_01611	Prax.g_01746
OG0000312	Syac.g_01619	Prax.g_01743
OG0000313	Syac.g_01638	Prax.g_01724
OG0000314	Syac.g_01665	Prax.g_01701
OG0000315	Syac.g_01675	Prax.g_01691
OG0000316	Syac.g_00601	Prax.g_01671
OG0000317	Syac.g_00552	Prax.g_01561
OG0000318	Syac.g_00543	Prax.g_01558
OG0000319	Syac.g_00525	Prax.g_01545
OG0000320	Syac.g_00523	Prax.g_01543
OG0000321	Syac.g_00522	Prax.g_01542
OG0000322	Syac.g_00521	Prax.g_01541
OG0000323	Syac.g_00506	Prax.g_01532
OG0000324	Syac.g_00648	Prax.g_01505
OG0000325	Syac.g_02190	Prax.g_01263
OG0000326	Syac.g_02183	Prax.g_01269
OG0000327	Syac.g_02137	Prax.g_01297
OG0000328	Syac.g_02136	Prax.g_01298
OG0000329	Syac.g_02119	Prax.g_01315
OG0000330	Syac.g_02118	Prax.g_01316
OG0000331	Syac.g_02117	Prax.g_01317
OG0000332	Syac.g_02103	Prax.g_01331
OG0000333	Syac.g_02100	Prax.g_01333
OG0000334	Syac.g_02090	Prax.g_01341
OG0000335	Syac.g_02085	Prax.g_01346
OG0000336	Syac.g_02081	Prax.g_01350
OG0000337	Syac.g_00199	Prax.g_01366
OG0000338	Syac.g_00196	Prax.g_01367
OG0000339	Syac.g_00190	Prax.g_01371
OG0000340	Syac.g_00178	Prax.g_01379
OG0000341	Syac.g_00176	Prax.g_01381
OG0000342	Syac.g_00175	Prax.g_01382
OG0000343	Syac.g_00174	Prax.g_01383
OG0000344	Syac.g_00170	Prax.g_01386
OG0000345	Syac.g_00160	Prax.g_01391
OG0000346	Syac.g_00155	Prax.g_01395
OG0000347	Syac.g_00129	Prax.g_01411
OG0000348	Syac.g_00070, Syac.g_00074	Prax.g_01421
OG0000349	Syac.g_00050	Prax.g_01438
OG0000350	Syac.g_02176	Prax.g_01456
OG0000351	Syac.g_02468	Prax.g_01473
OG0000352	Syac.g_02469	Prax.g_01474
OG0000353	Syac.g_02493	Prax.g_01489
OG0000355	Syac.g_00001	Prax.g_01491
OG0000356	Syac.g_00002	Prax.g_01492
OG0000357	Syac.g_00003	Prax.g_01493
OG0000358	Syac.g_00007	Prax.g_01497
OG0000359	Syac.g_00009	Prax.g_01498
OG0000360	Syac.g_00010	Prax.g_01499
OG0000361	Syac.g_00011	Prax.g_01975
OG0000362	Syac.g_00013	Prax.g_01973
OG0000363	Syac.g_00015	Prax.g_00299
OG0000364	Syac.g_00016	Prax.g_00298
OG0000365	Syac.g_00023	Prax.g_00293
OG0000366	Syac.g_00024	Prax.g_00292
OG0000367	Syac.g_00025	Prax.g_00291
OG0000368	Syac.g_00027	Prax.g_00289
OG0000369	Syac.g_00028	Prax.g_00288
OG0000370	Syac.g_00029	Prax.g_00287
OG0000371	Syac.g_00036	Prax.g_00281
OG0000372	Syac.g_00041	Prax.g_00278
OG0000373	Syac.g_00042	Prax.g_00277
OG0000374	Syac.g_00043	Prax.g_00276
OG0000375	Syac.g_00046	Prax.g_00273
OG0000376	Syac.g_00048	Prax.g_00271
OG0000377	Syac.g_02346	Prax.g_00261
OG0000378	Syac.g_02338	Prax.g_00622
OG0000379	Syac.g_02335	Prax.g_00625
OG0000380	Syac.g_00452	Prax.g_00637
OG0000381	Syac.g_00449	Prax.g_00641
OG0000382	Syac.g_00434	Prax.g_00652
OG0000383	Syac.g_00432	Prax.g_00654
OG0000384	Syac.g_00431	Prax.g_00655
OG0000385	Syac.g_00430	Prax.g_00656
OG0000386	Syac.g_00429	Prax.g_00657
OG0000387	Syac.g_00404	Prax.g_01119
OG0000388	Syac.g_00401	Prax.g_01116
OG0000389	Syac.g_00397	Prax.g_01113
OG0000390	Syac.g_00379	Prax.g_01106
OG0000391	Syac.g_00374	Prax.g_01102
OG0000392	Syac.g_00369	Prax.g_01098
OG0000393	Syac.g_00366	Prax.g_01096
OG0000394	Syac.g_00365	Prax.g_01095
OG0000395	Syac.g_00364	Prax.g_01094
OG0000396	Syac.g_00361	Prax.g_01091
OG0000397	Syac.g_00359	Prax.g_01089
OG0000398	Syac.g_00354	Prax.g_01087
OG0000399	Syac.g_00353	Prax.g_01086
OG0000400	Syac.g_00352	Prax.g_01085
OG0000401	Syac.g_00351	Prax.g_01084
OG0000402	Syac.g_00348	Prax.g_01082
OG0000403	Syac.g_00347	Prax.g_01081
OG0000404	Syac.g_00345	Prax.g_01080
OG0000405	Syac.g_00332	Prax.g_01076
OG0000406	Syac.g_00328	Prax.g_01071
OG0000407	Syac.g_00327	Prax.g_01070
OG0000408	Syac.g_00325	Prax.g_01068
OG0000409	Syac.g_00323	Prax.g_01066
OG0000410	Syac.g_00322	Prax.g_01065
OG0000411	Syac.g_00321	Prax.g_01064
OG0000412	Syac.g_00320	Prax.g_01063
OG0000413	Syac.g_00318	Prax.g_01062
OG0000414	Syac.g_00317	Prax.g_01061
OG0000415	Syac.g_00316	Prax.g_01060
OG0000416	Syac.g_00315	Prax.g_01059
OG0000417	Syac.g_00314	Prax.g_01058
OG0000418	Syac.g_00309	Prax.g_01053
OG0000419	Syac.g_00307	Prax.g_01051
OG0000420	Syac.g_00305	Prax.g_01050
OG0000421	Syac.g_00300	Prax.g_01045
OG0000422	Syac.g_00299	Prax.g_01044
OG0000423	Syac.g_00298	Prax.g_01043
OG0000424	Syac.g_00297	Prax.g_01042
OG0000425	Syac.g_00296	Prax.g_01041
OG0000426	Syac.g_00295	Prax.g_01040
OG0000427	Syac.g_00294	Prax.g_01039
OG0000428	Syac.g_02257	Prax.g_01037
OG0000429	Syac.g_02259	Prax.g_01036
OG0000430	Syac.g_02260	Prax.g_01035
OG0000431	Syac.g_02264	Prax.g_01033
OG0000432	Syac.g_02270	Prax.g_01030
OG0000433	Syac.g_02272	Prax.g_01029
OG0000434	Syac.g_02273	Prax.g_01028
OG0000435	Syac.g_02277	Prax.g_01027
OG0000436	Syac.g_02282	Prax.g_01022
OG0000437	Syac.g_02283	Prax.g_01021
OG0000438	Syac.g_02284	Prax.g_01020
OG0000439	Syac.g_02286	Prax.g_01018
OG0000440	Syac.g_02287	Prax.g_01017
OG0000441	Syac.g_02294	Prax.g_01014
OG0000442	Syac.g_02295	Prax.g_01013
OG0000443	Syac.g_02296	Prax.g_01012
OG0000444	Syac.g_02303	Prax.g_01007
OG0000445	Syac.g_02304	Prax.g_01006
OG0000446	Syac.g_02305	Prax.g_01005
OG0000447	Syac.g_02308	Prax.g_01004
OG0000448	Syac.g_02309	Prax.g_01003
OG0000449	Syac.g_02310	Prax.g_01002
OG0000450	Syac.g_02313	Prax.g_01001
OG0000451	Syac.g_02314	Prax.g_01000
OG0000452	Syac.g_02318	Prax.g_00997
OG0000453	Syac.g_02319	Prax.g_00996
OG0000454	Syac.g_02320	Prax.g_00995
OG0000455	Syac.g_02321	Prax.g_00994
OG0000456	Syac.g_02322	Prax.g_00993
OG0000457	Syac.g_02324	Prax.g_00992
OG0000458	Syac.g_02325	Prax.g_00991
OG0000459	Syac.g_02326	Prax.g_00990
OG0000460	Syac.g_01970	Prax.g_00983
OG0000461	Syac.g_02198	Prax.g_00933
OG0000462	Syac.g_02201	Prax.g_00931
OG0000463	Syac.g_02202	Prax.g_00930
OG0000464	Syac.g_02203	Prax.g_00929
OG0000465	Syac.g_02204	Prax.g_00928
OG0000466	Syac.g_02208	Prax.g_00925
OG0000467	Syac.g_02210	Prax.g_00924
OG0000468	Syac.g_02216	Prax.g_00922
OG0000469	Syac.g_02230	Prax.g_00913
OG0000470	Syac.g_02232	Prax.g_00911
OG0000471	Syac.g_02233	Prax.g_00910
OG0000472	Syac.g_02235	Prax.g_00909
OG0000473	Syac.g_02237	Prax.g_00907
OG0000474	Syac.g_02238	Prax.g_00906
OG0000475	Syac.g_02239	Prax.g_00905
OG0000476	Syac.g_02241	Prax.g_00904
OG0000477	Syac.g_02247	Prax.g_00900
OG0000478	Syac.g_02248	Prax.g_00899
OG0000479	Syac.g_02249	Prax.g_00898
OG0000480	Syac.g_00293	Prax.g_00893
OG0000481	Syac.g_00291	Prax.g_00891
OG0000482	Syac.g_00290	Prax.g_00890
OG0000483	Syac.g_00286	Prax.g_00887
OG0000484	Syac.g_00285	Prax.g_00886
OG0000485	Syac.g_00284	Prax.g_00885
OG0000486	Syac.g_00283	Prax.g_00884
OG0000487	Syac.g_00276	Prax.g_00880
OG0000488	Syac.g_00272	Prax.g_00877
OG0000489	Syac.g_00260	Prax.g_00872
OG0000490	Syac.g_00249	Prax.g_00867
OG0000491	Syac.g_00248	Prax.g_00866
OG0000492	Syac.g_00246	Prax.g_00864
OG0000493	Syac.g_00245	Prax.g_00863
OG0000494	Syac.g_00244	Prax.g_00862
OG0000495	Syac.g_00243	Prax.g_00861
OG0000496	Syac.g_00242	Prax.g_00860
OG0000497	Syac.g_00241	Prax.g_00859
OG0000498	Syac.g_00240	Prax.g_00858
OG0000499	Syac.g_00239	Prax.g_00857
OG0000500	Syac.g_00238	Prax.g_00856
OG0000501	Syac.g_00235	Prax.g_00854
OG0000502	Syac.g_00223	Prax.g_00849
OG0000503	Syac.g_02020	Prax.g_00839
OG0000504	Syac.g_02018	Prax.g_00838
OG0000505	Syac.g_02017	Prax.g_00837
OG0000506	Syac.g_02015	Prax.g_00835
OG0000507	Syac.g_02009	Prax.g_00832
OG0000508	Syac.g_02005	Prax.g_00828
OG0000509	Syac.g_02003	Prax.g_00826
OG0000510	Syac.g_02002	Prax.g_00825
OG0000511	Syac.g_02001	Prax.g_00824
OG0000512	Syac.g_01999	Prax.g_00822
OG0000513	Syac.g_01984	Prax.g_00815
OG0000514	Syac.g_01977	Prax.g_00769
OG0000515	Syac.g_01976	Prax.g_00768
OG0000516	Syac.g_00697	Prax.g_00767
OG0000517	Syac.g_00691	Prax.g_00765
OG0000518	Syac.g_00707	Prax.g_00754
OG0000519	Syac.g_00708	Prax.g_00753
OG0000520	Syac.g_00709	Prax.g_00752
OG0000521	Syac.g_01721	Prax.g_00747
OG0000522	Syac.g_01719	Prax.g_00746
OG0000523	Syac.g_01718	Prax.g_00745
OG0000524	Syac.g_01716	Prax.g_00740
OG0000525	Syac.g_01709	Prax.g_00737
OG0000526	Syac.g_01706	Prax.g_00736
OG0000527	Syac.g_01702	Prax.g_00729
OG0000528	Syac.g_01911	Prax.g_00724
OG0000529	Syac.g_01903	Prax.g_00721
OG0000530	Syac.g_01900	Prax.g_00718
OG0000531	Syac.g_01899	Prax.g_00717
OG0000532	Syac.g_01896	Prax.g_00715
OG0000533	Syac.g_01895	Prax.g_00714
OG0000534	Syac.g_01894	Prax.g_00713
OG0000535	Syac.g_01893	Prax.g_00712
OG0000536	Syac.g_01892	Prax.g_00711
OG0000537	Syac.g_01891	Prax.g_00709
OG0000538	Syac.g_01880	Prax.g_00701
OG0000539	Syac.g_01879	Prax.g_00700
OG0000540	Syac.g_01878	Prax.g_00699
OG0000541	Syac.g_01877	Prax.g_00698
OG0000542	Syac.g_01874	Prax.g_00696
OG0000543	Syac.g_01872	Prax.g_00694
OG0000544	Syac.g_01871	Prax.g_00693
OG0000545	Syac.g_01869	Prax.g_00691
OG0000546	Syac.g_01867	Prax.g_00688
OG0000547	Syac.g_01865	Prax.g_00686
OG0000548	Syac.g_01864	Prax.g_00685
OG0000549	Syac.g_01858	Prax.g_00683
OG0000550	Syac.g_01854	Prax.g_00678
OG0000551	Syac.g_01849	Prax.g_00674
OG0000552	Syac.g_01848	Prax.g_00673
OG0000553	Syac.g_01846	Prax.g_00672
OG0000554	Syac.g_01835	Prax.g_00667
OG0000555	Syac.g_01822	Prax.g_00003
OG0000556	Syac.g_01817	Prax.g_00005
OG0000557	Syac.g_01815	Prax.g_00006
OG0000558	Syac.g_01813	Prax.g_00008
OG0000559	Syac.g_01808	Prax.g_00012
OG0000560	Syac.g_01805	Prax.g_00015
OG0000561	Syac.g_01804	Prax.g_00016
OG0000562	Syac.g_01803	Prax.g_00017
OG0000563	Syac.g_01802	Prax.g_00018
OG0000564	Syac.g_01801	Prax.g_00019
OG0000565	Syac.g_01797	Prax.g_00022
OG0000566	Syac.g_01793	Prax.g_00024
OG0000567	Syac.g_01789	Prax.g_00028
OG0000568	Syac.g_01786	Prax.g_00029
OG0000569	Syac.g_01785	Prax.g_00030
OG0000570	Syac.g_01784	Prax.g_00031
OG0000571	Syac.g_01780	Prax.g_00033
OG0000572	Syac.g_01765	Prax.g_00046
OG0000573	Syac.g_01755	Prax.g_00051
OG0000574	Syac.g_01754	Prax.g_00052
OG0000575	Syac.g_01750	Prax.g_00056
OG0000576	Syac.g_01748	Prax.g_00058
OG0000577	Syac.g_01747	Prax.g_00059
OG0000578	Syac.g_01746	Prax.g_00060
OG0000579	Syac.g_01745	Prax.g_00061
OG0000580	Syac.g_01744	Prax.g_00062
OG0000581	Syac.g_01738	Prax.g_00064
OG0000582	Syac.g_00936	Prax.g_00067
OG0000583	Syac.g_00937	Prax.g_00068
OG0000584	Syac.g_00938	Prax.g_00069
OG0000585	Syac.g_00940	Prax.g_00071
OG0000586	Syac.g_00941	Prax.g_00072
OG0000587	Syac.g_00943	Prax.g_00073
