Orthogroup	Syac	Prab
OG0000208	Syac.g_02301	Prab.g_00201
OG0000209	Syac.g_02316	Prab.g_00210
OG0000210	Syac.g_02317	Prab.g_00211
OG0000211	Syac.g_01972	Prab.g_00224
OG0000212	Syac.g_01963	Prab.g_00230
OG0000213	Syac.g_02219	Prab.g_00247
OG0000214	Syac.g_02236	Prab.g_00256
OG0000215	Syac.g_00281	Prab.g_00280
OG0000216	Syac.g_00277	Prab.g_00282
OG0000217	Syac.g_00273	Prab.g_00285
OG0000218	Syac.g_00271	Prab.g_00287
OG0000219	Syac.g_00270	Prab.g_00288
OG0000220	Syac.g_00269	Prab.g_00289
OG0000221	Syac.g_00261	Prab.g_00290
OG0000222	Syac.g_00247	Prab.g_00298
OG0000223	Syac.g_00225	Prab.g_00311
OG0000224	Syac.g_00217	Prab.g_00313
OG0000225	Syac.g_02004	Prab.g_00333
OG0000226	Syac.g_02000	Prab.g_00337
OG0000227	Syac.g_01998	Prab.g_00339
OG0000228	Syac.g_01989	Prab.g_00342
OG0000229	Syac.g_00692	Prab.g_00439
OG0000230	Syac.g_00694	Prab.g_00441
OG0000231	Syac.g_00710	Prab.g_00455
OG0000232	Syac.g_01717	Prab.g_00463
OG0000233	Syac.g_01713	Prab.g_00468
OG0000234	Syac.g_01699	Prab.g_00480
OG0000235	Syac.g_01905	Prab.g_00483
OG0000236	Syac.g_01890	Prab.g_00497
OG0000237	Syac.g_01873	Prab.g_00510
OG0000238	Syac.g_01868	Prab.g_00516
OG0000239	Syac.g_01852	Prab.g_00529
OG0000240	Syac.g_01851	Prab.g_00530
OG0000241	Syac.g_00970	Prab.g_00534
OG0000242	Syac.g_01839	Prab.g_00536
OG0000243	Syac.g_01821	Prab.g_00547
OG0000244	Syac.g_01814	Prab.g_00550
OG0000245	Syac.g_01811	Prab.g_00552
OG0000246	Syac.g_01807	Prab.g_00556
OG0000247	Syac.g_01795	Prab.g_00566
OG0000248	Syac.g_01792	Prab.g_00569
OG0000249	Syac.g_01790	Prab.g_00571
OG0000250	Syac.g_01782	Prab.g_00576
OG0000251	Syac.g_01757	Prab.g_00595
OG0000252	Syac.g_01753	Prab.g_00598
OG0000253	Syac.g_01752	Prab.g_00599
OG0000254	Syac.g_00939	Prab.g_00615
OG0000255	Syac.g_00947	Prab.g_00621
OG0000256	Syac.g_00963	Prab.g_00632
OG0000257	Syac.g_00969	Prab.g_00635
OG0000258	Syac.g_00988	Prab.g_00648
OG0000259	Syac.g_01425	Prab.g_00665
OG0000260	Syac.g_01422	Prab.g_00668
OG0000261	Syac.g_01418	Prab.g_00670
OG0000262	Syac.g_01413	Prab.g_00674
OG0000263	Syac.g_01497	Prab.g_00686
OG0000264	Syac.g_00915	Prab.g_00696
OG0000265	Syac.g_00673	Prab.g_00723
OG0000266	Syac.g_01271	Prab.g_00733
OG0000267	Syac.g_01131	Prab.g_00744
OG0000268	Syac.g_01132	Prab.g_00745
OG0000269	Syac.g_01346	Prab.g_00835
OG0000270	Syac.g_01343	Prab.g_00838
OG0000271	Syac.g_01335	Prab.g_00846
OG0000272	Syac.g_01334	Prab.g_00847
OG0000273	Syac.g_00854	Prab.g_00870
OG0000274	Syac.g_00853	Prab.g_00871
OG0000275	Syac.g_00848	Prab.g_00873
OG0000276	Syac.g_00840	Prab.g_00878
OG0000277	Syac.g_00839	Prab.g_00879
OG0000278	Syac.g_00836	Prab.g_00882
OG0000279	Syac.g_00828	Prab.g_00889
OG0000280	Syac.g_00814	Prab.g_00890
OG0000281	Syac.g_02158	Prab.g_00896
OG0000282	Syac.g_01392	Prab.g_01066
OG0000283	Syac.g_01142	Prab.g_01033
OG0000284	Syac.g_01148	Prab.g_01028
OG0000285	Syac.g_01160	Prab.g_01023
OG0000286	Syac.g_01181	Prab.g_01011
OG0000287	Syac.g_01692, Syac.g_01209	Prab.g_00994
OG0000288	Syac.g_01240	Prab.g_00956
OG0000289	Syac.g_01254	Prab.g_00945
OG0000290	Syac.g_00881	Prab.g_00932
OG0000291	Syac.g_00883	Prab.g_00930
OG0000292	Syac.g_02487	Prab.g_01144
OG0000293	Syac.g_00754	Prab.g_01210
OG0000294	Syac.g_00755	Prab.g_01211
OG0000295	Syac.g_00796	Prab.g_01231
OG0000296	Syac.g_00798	Prab.g_01233
OG0000297	Syac.g_01475	Prab.g_01241
OG0000298	Syac.g_01476	Prab.g_01242
OG0000299	Syac.g_01503	Prab.g_01259
OG0000300	Syac.g_01510	Prab.g_01262
OG0000301	Syac.g_01511	Prab.g_01263
OG0000302	Syac.g_01512	Prab.g_01265
OG0000303	Syac.g_01520	Prab.g_01272
OG0000304	Syac.g_01526	Prab.g_01276
OG0000305	Syac.g_00886	Prab.g_01353
OG0000306	Syac.g_00810	Prab.g_01355
OG0000307	Syac.g_01924	Prab.g_01369
OG0000308	Syac.g_01926	Prab.g_01370
OG0000309	Syac.g_01931	Prab.g_01374
OG0000310	Syac.g_01607	Prab.g_01451
OG0000311	Syac.g_01611	Prab.g_01453
OG0000312	Syac.g_01619	Prab.g_01456
OG0000313	Syac.g_01638	Prab.g_01470
OG0000314	Syac.g_01665	Prab.g_01493
OG0000315	Syac.g_01675	Prab.g_01503
OG0000316	Syac.g_00601	Prab.g_01523
OG0000317	Syac.g_00552	Prab.g_01667
OG0000318	Syac.g_00543	Prab.g_01670
OG0000319	Syac.g_00525	Prab.g_01683
OG0000320	Syac.g_00523	Prab.g_01685
OG0000321	Syac.g_00522	Prab.g_01686
OG0000322	Syac.g_00521	Prab.g_01687
OG0000323	Syac.g_00506	Prab.g_01696
OG0000324	Syac.g_00648	Prab.g_01722
OG0000325	Syac.g_02190	Prab.g_01732
OG0000326	Syac.g_02183	Prab.g_01738
OG0000327	Syac.g_02137	Prab.g_01761
OG0000328	Syac.g_02136	Prab.g_01762
OG0000329	Syac.g_02119	Prab.g_01779
OG0000330	Syac.g_02118	Prab.g_01780
OG0000331	Syac.g_02117	Prab.g_01781
OG0000332	Syac.g_02103	Prab.g_01795
OG0000333	Syac.g_02100	Prab.g_01797
OG0000334	Syac.g_02090	Prab.g_01805
OG0000335	Syac.g_02085	Prab.g_01810
OG0000336	Syac.g_02081	Prab.g_01814
OG0000337	Syac.g_00199	Prab.g_01830
OG0000338	Syac.g_00196	Prab.g_01831
OG0000339	Syac.g_00190	Prab.g_01835
OG0000340	Syac.g_00178	Prab.g_01842
OG0000341	Syac.g_00176	Prab.g_01844
OG0000342	Syac.g_00175	Prab.g_01845
OG0000343	Syac.g_00174	Prab.g_01846
OG0000344	Syac.g_00170	Prab.g_01849
OG0000345	Syac.g_00160	Prab.g_01854
OG0000346	Syac.g_00155	Prab.g_01858
OG0000347	Syac.g_00129	Prab.g_01874
OG0000348	Syac.g_00070, Syac.g_00074	Prab.g_01884
OG0000349	Syac.g_00050	Prab.g_01901
OG0000350	Syac.g_02176	Prab.g_01920
OG0000351	Syac.g_02468	Prab.g_01937
OG0000352	Syac.g_02469	Prab.g_01938
OG0000353	Syac.g_02493	Prab.g_01954
OG0000355	Syac.g_00001	Prab.g_00001
OG0000356	Syac.g_00002	Prab.g_00002
OG0000357	Syac.g_00003	Prab.g_00003
OG0000358	Syac.g_00007	Prab.g_00007
OG0000359	Syac.g_00009	Prab.g_00008
OG0000360	Syac.g_00010	Prab.g_00009
OG0000361	Syac.g_00011	Prab.g_00010
OG0000362	Syac.g_00013	Prab.g_00012
OG0000363	Syac.g_00015	Prab.g_00014
OG0000364	Syac.g_00016	Prab.g_00015
OG0000365	Syac.g_00023	Prab.g_00020
OG0000366	Syac.g_00024	Prab.g_00021
OG0000367	Syac.g_00025	Prab.g_00022
OG0000368	Syac.g_00027	Prab.g_00024
OG0000369	Syac.g_00028	Prab.g_00025
OG0000370	Syac.g_00029	Prab.g_00026
OG0000371	Syac.g_00036	Prab.g_00032
OG0000372	Syac.g_00041	Prab.g_00035
OG0000373	Syac.g_00042	Prab.g_00036
OG0000374	Syac.g_00043	Prab.g_00037
OG0000375	Syac.g_00046	Prab.g_00039
OG0000376	Syac.g_00048	Prab.g_00041
OG0000377	Syac.g_02346	Prab.g_00044
OG0000378	Syac.g_02338	Prab.g_00046
OG0000379	Syac.g_02335	Prab.g_00049
OG0000380	Syac.g_00452	Prab.g_00058
OG0000381	Syac.g_00449	Prab.g_00062
OG0000382	Syac.g_00434	Prab.g_00073
OG0000383	Syac.g_00432	Prab.g_00075
OG0000384	Syac.g_00431	Prab.g_00076
OG0000385	Syac.g_00430	Prab.g_00077
OG0000386	Syac.g_00429	Prab.g_00078
OG0000387	Syac.g_00404	Prab.g_00090
OG0000388	Syac.g_00401	Prab.g_00093
OG0000389	Syac.g_00397	Prab.g_00097
OG0000390	Syac.g_00379	Prab.g_00104
OG0000391	Syac.g_00374	Prab.g_00107
OG0000392	Syac.g_00369	Prab.g_00111
OG0000393	Syac.g_00366	Prab.g_00113
OG0000394	Syac.g_00365	Prab.g_00114
OG0000395	Syac.g_00364	Prab.g_00115
OG0000396	Syac.g_00361	Prab.g_00117
OG0000397	Syac.g_00359	Prab.g_00119
OG0000398	Syac.g_00354	Prab.g_00121
OG0000399	Syac.g_00353	Prab.g_00122
OG0000400	Syac.g_00352	Prab.g_00123
OG0000401	Syac.g_00351	Prab.g_00124
OG0000402	Syac.g_00348	Prab.g_00126
OG0000403	Syac.g_00347	Prab.g_00127
OG0000404	Syac.g_00345	Prab.g_00128
OG0000405	Syac.g_00332	Prab.g_00132
OG0000406	Syac.g_00328	Prab.g_00138
OG0000407	Syac.g_00327	Prab.g_00139
OG0000408	Syac.g_00325	Prab.g_00141
OG0000409	Syac.g_00323	Prab.g_00143
OG0000410	Syac.g_00322	Prab.g_00144
OG0000411	Syac.g_00321	Prab.g_00145
OG0000412	Syac.g_00320	Prab.g_00146
OG0000413	Syac.g_00318	Prab.g_00147
OG0000414	Syac.g_00317	Prab.g_00148
OG0000415	Syac.g_00316	Prab.g_00149
OG0000416	Syac.g_00315	Prab.g_00150
OG0000417	Syac.g_00314	Prab.g_00151
OG0000418	Syac.g_00309	Prab.g_00156
OG0000419	Syac.g_00307	Prab.g_00158
OG0000420	Syac.g_00305	Prab.g_00159
OG0000421	Syac.g_00300	Prab.g_00164
OG0000422	Syac.g_00299	Prab.g_00165
OG0000423	Syac.g_00298	Prab.g_00166
OG0000424	Syac.g_00297	Prab.g_00167
OG0000425	Syac.g_00296	Prab.g_00168
OG0000426	Syac.g_00295	Prab.g_00169
OG0000427	Syac.g_00294	Prab.g_00170
OG0000428	Syac.g_02257	Prab.g_00172
OG0000429	Syac.g_02259	Prab.g_00173
OG0000430	Syac.g_02260	Prab.g_00174
OG0000431	Syac.g_02264	Prab.g_00176
OG0000432	Syac.g_02270	Prab.g_00179
OG0000433	Syac.g_02272	Prab.g_00180
OG0000434	Syac.g_02273	Prab.g_00181
OG0000435	Syac.g_02277	Prab.g_00182
OG0000436	Syac.g_02282	Prab.g_00187
OG0000437	Syac.g_02283	Prab.g_00188
OG0000438	Syac.g_02284	Prab.g_00189
OG0000439	Syac.g_02286	Prab.g_00191
OG0000440	Syac.g_02287	Prab.g_00192
OG0000441	Syac.g_02294	Prab.g_00195
OG0000442	Syac.g_02295	Prab.g_00196
OG0000443	Syac.g_02296	Prab.g_00197
OG0000444	Syac.g_02303	Prab.g_00202
OG0000445	Syac.g_02304	Prab.g_00203
OG0000446	Syac.g_02305	Prab.g_00204
OG0000447	Syac.g_02308	Prab.g_00205
OG0000448	Syac.g_02309	Prab.g_00206
OG0000449	Syac.g_02310	Prab.g_00207
OG0000450	Syac.g_02313	Prab.g_00208
OG0000451	Syac.g_02314	Prab.g_00209
OG0000452	Syac.g_02318	Prab.g_00212
OG0000453	Syac.g_02319	Prab.g_00213
OG0000454	Syac.g_02320	Prab.g_00214
OG0000455	Syac.g_02321	Prab.g_00215
OG0000456	Syac.g_02322	Prab.g_00216
OG0000457	Syac.g_02324	Prab.g_00217
OG0000458	Syac.g_02325	Prab.g_00218
OG0000459	Syac.g_02326	Prab.g_00219
OG0000460	Syac.g_01970	Prab.g_00226
OG0000461	Syac.g_02198	Prab.g_00232
OG0000462	Syac.g_02201	Prab.g_00234
OG0000463	Syac.g_02202	Prab.g_00235
OG0000464	Syac.g_02203	Prab.g_00236
OG0000465	Syac.g_02204	Prab.g_00237
OG0000466	Syac.g_02208	Prab.g_00240
OG0000467	Syac.g_02210	Prab.g_00241
OG0000468	Syac.g_02216	Prab.g_00243
OG0000469	Syac.g_02230	Prab.g_00251
OG0000470	Syac.g_02232	Prab.g_00253
OG0000471	Syac.g_02233	Prab.g_00254
OG0000472	Syac.g_02235	Prab.g_00255
OG0000473	Syac.g_02237	Prab.g_00257
OG0000474	Syac.g_02238	Prab.g_00258
OG0000475	Syac.g_02239	Prab.g_00259
OG0000476	Syac.g_02241	Prab.g_00260
OG0000477	Syac.g_02247	Prab.g_00263
OG0000478	Syac.g_02248	Prab.g_00264
OG0000479	Syac.g_02249	Prab.g_00265
OG0000480	Syac.g_00293	Prab.g_00270
OG0000481	Syac.g_00291	Prab.g_00272
OG0000482	Syac.g_00290	Prab.g_00273
OG0000483	Syac.g_00286	Prab.g_00276
OG0000484	Syac.g_00285	Prab.g_00277
OG0000485	Syac.g_00284	Prab.g_00278
OG0000486	Syac.g_00283	Prab.g_00279
OG0000487	Syac.g_00276	Prab.g_00283
OG0000488	Syac.g_00272	Prab.g_00286
OG0000489	Syac.g_00260	Prab.g_00291
OG0000490	Syac.g_00249	Prab.g_00296
OG0000491	Syac.g_00248	Prab.g_00297
OG0000492	Syac.g_00246	Prab.g_00299
OG0000493	Syac.g_00245	Prab.g_00300
OG0000494	Syac.g_00244	Prab.g_00301
OG0000495	Syac.g_00243	Prab.g_00302
OG0000496	Syac.g_00242	Prab.g_00303
OG0000497	Syac.g_00241	Prab.g_00304
OG0000498	Syac.g_00240	Prab.g_00305
OG0000499	Syac.g_00239	Prab.g_00306
OG0000500	Syac.g_00238	Prab.g_00307
OG0000501	Syac.g_00235	Prab.g_00309
OG0000502	Syac.g_00223	Prab.g_00312
OG0000503	Syac.g_02020	Prab.g_00322
OG0000504	Syac.g_02018	Prab.g_00323
OG0000505	Syac.g_02017	Prab.g_00324
OG0000506	Syac.g_02015	Prab.g_00325
OG0000507	Syac.g_02009	Prab.g_00328
OG0000508	Syac.g_02005	Prab.g_00332
OG0000509	Syac.g_02003	Prab.g_00334
OG0000510	Syac.g_02002	Prab.g_00335
OG0000511	Syac.g_02001	Prab.g_00336
OG0000512	Syac.g_01999	Prab.g_00338
OG0000513	Syac.g_01984	Prab.g_00345
OG0000514	Syac.g_01977	Prab.g_00434
OG0000515	Syac.g_01976	Prab.g_00435
OG0000516	Syac.g_00697	Prab.g_00436
OG0000517	Syac.g_00691	Prab.g_00438
OG0000518	Syac.g_00707	Prab.g_00449
OG0000519	Syac.g_00708	Prab.g_00450
OG0000520	Syac.g_00709	Prab.g_00454
OG0000521	Syac.g_01721	Prab.g_00459
OG0000522	Syac.g_01719	Prab.g_00460
OG0000523	Syac.g_01718	Prab.g_00461
OG0000524	Syac.g_01716	Prab.g_00466
OG0000525	Syac.g_01709	Prab.g_00469
OG0000526	Syac.g_01706	Prab.g_00470
OG0000527	Syac.g_01702	Prab.g_00477
OG0000528	Syac.g_01911	Prab.g_00482
OG0000529	Syac.g_01903	Prab.g_00485
OG0000530	Syac.g_01900	Prab.g_00488
OG0000531	Syac.g_01899	Prab.g_00489
OG0000532	Syac.g_01896	Prab.g_00491
OG0000533	Syac.g_01895	Prab.g_00492
OG0000534	Syac.g_01894	Prab.g_00493
OG0000535	Syac.g_01893	Prab.g_00494
OG0000536	Syac.g_01892	Prab.g_00495
OG0000537	Syac.g_01891	Prab.g_00496
OG0000538	Syac.g_01880	Prab.g_00504
OG0000539	Syac.g_01879	Prab.g_00505
OG0000540	Syac.g_01878	Prab.g_00506
OG0000541	Syac.g_01877	Prab.g_00507
OG0000542	Syac.g_01874	Prab.g_00509
OG0000543	Syac.g_01872	Prab.g_00511
OG0000544	Syac.g_01871	Prab.g_00512
OG0000545	Syac.g_01869	Prab.g_00514
OG0000546	Syac.g_01867	Prab.g_00517
OG0000547	Syac.g_01865	Prab.g_00519
OG0000548	Syac.g_01864	Prab.g_00520
OG0000549	Syac.g_01858	Prab.g_00522
OG0000550	Syac.g_01854	Prab.g_00527
OG0000551	Syac.g_01849	Prab.g_00531
OG0000552	Syac.g_01848	Prab.g_00532
OG0000553	Syac.g_01846	Prab.g_00533
OG0000554	Syac.g_01835	Prab.g_00538
OG0000555	Syac.g_01822	Prab.g_00546
OG0000556	Syac.g_01817	Prab.g_00548
OG0000557	Syac.g_01815	Prab.g_00549
OG0000558	Syac.g_01813	Prab.g_00551
OG0000559	Syac.g_01808	Prab.g_00555
OG0000560	Syac.g_01805	Prab.g_00558
OG0000561	Syac.g_01804	Prab.g_00559
OG0000562	Syac.g_01803	Prab.g_00560
OG0000563	Syac.g_01802	Prab.g_00561
OG0000564	Syac.g_01801	Prab.g_00562
OG0000565	Syac.g_01797	Prab.g_00565
OG0000566	Syac.g_01793	Prab.g_00568
OG0000567	Syac.g_01789	Prab.g_00572
OG0000568	Syac.g_01786	Prab.g_00573
OG0000569	Syac.g_01785	Prab.g_00574
OG0000570	Syac.g_01784	Prab.g_00575
OG0000571	Syac.g_01780	Prab.g_00577
OG0000572	Syac.g_01765	Prab.g_00590
OG0000573	Syac.g_01755	Prab.g_00596
OG0000574	Syac.g_01754	Prab.g_00597
OG0000575	Syac.g_01750	Prab.g_00601
OG0000576	Syac.g_01748	Prab.g_00603
OG0000577	Syac.g_01747	Prab.g_00604
OG0000578	Syac.g_01746	Prab.g_00605
OG0000579	Syac.g_01745	Prab.g_00606
OG0000580	Syac.g_01744	Prab.g_00607
OG0000581	Syac.g_01738	Prab.g_00609
OG0000582	Syac.g_00936	Prab.g_00612
OG0000583	Syac.g_00937	Prab.g_00613
OG0000584	Syac.g_00938	Prab.g_00614
