Orthogroup	Prak	Syae
OG0000067	Prak.g_00845	Syae.g_00521
OG0000068	Prak.g_01329	Syae.g_02299
OG0000069	Prak.g_00416	Syae.g_00458
OG0000070	Prak.g_00412	Syae.g_00979
OG0000071	Prak.g_01277	Syae.g_00961
OG0000072	Prak.g_00183	Syae.g_01455
OG0000073	Prak.g_00461	Syae.g_02330
OG0000075	Prak.g_01816	Syae.g_01871
OG0000076	Prak.g_01842	Syae.g_01829
OG0000077	Prak.g_00083	Syae.g_01297
OG0000078	Prak.g_00256	Syae.g_02243
OG0000079	Prak.g_00269	Syae.g_02011
OG0000081	Prak.g_00490	Syae.g_02261
OG0000082	Prak.g_00546, Prak.g_01634	Syae.g_02447
OG0000084	Prak.g_01388	Syae.g_02656
OG0000085	Prak.g_01637, Prak.g_01516	Syae.g_01152
OG0000086	Prak.g_00092	Syae.g_01333
OG0000087	Prak.g_00147	Syae.g_01414
OG0000088	Prak.g_00178	Syae.g_01449
OG0000089	Prak.g_00379	Syae.g_02219
OG0000090	Prak.g_00492	Syae.g_02374
OG0000091	Prak.g_01100	Syae.g_00082
OG0000092	Prak.g_00775	Syae.g_00884
OG0000095	Prak.g_00920	Syae.g_01624
OG0000097	Prak.g_01126	Syae.g_00683
OG0000098	Prak.g_01305	Syae.g_02058
OG0000099	Prak.g_01352	Syae.g_01913, Syae.g_01226
OG0000100	Prak.g_01470	Syae.g_00489
OG0000101	Prak.g_01780	Syae.g_02125
OG0000102	Prak.g_01847	Syae.g_01824
OG0000103	Prak.g_01932	Syae.g_01694
OG0000104	Prak.g_01941	Syae.g_01708
OG0000105	Prak.g_00292	Syae.g_01977
OG0000106	Prak.g_00687	Syae.g_00272
OG0000107	Prak.g_01709	Syae.g_02032
OG0000108	Prak.g_00441	Syae.g_02309
OG0000109	Prak.g_00455	Syae.g_02324
OG0000110	Prak.g_00535	Syae.g_02435
OG0000111	Prak.g_00830	Syae.g_00783
OG0000112	Prak.g_00608	Syae.g_00351
OG0000113	Prak.g_00868	Syae.g_00494
OG0000114	Prak.g_00770	Syae.g_00575
OG0000115	Prak.g_01241	Syae.g_02631
OG0000116	Prak.g_01183	Syae.g_00939
OG0000117	Prak.g_01145	Syae.g_00647
OG0000118	Prak.g_01290	Syae.g_02479
OG0000119	Prak.g_01226, Prak.g_01488	Syae.g_00904
OG0000120	Prak.g_01349	Syae.g_01912
OG0000121	Prak.g_01393	Syae.g_02649
OG0000122	Prak.g_01248, Prak.g_01434	Syae.g_00112
OG0000123	Prak.g_01787	Syae.g_02131
OG0000124	Prak.g_01859	Syae.g_01809
OG0000125	Prak.g_01895	Syae.g_01573
OG0000126	Prak.g_01940	Syae.g_01706
OG0000128	Prak.g_00011	Syae.g_01724
OG0000129	Prak.g_00045	Syae.g_01562
OG0000130	Prak.g_00074	Syae.g_01284
OG0000131	Prak.g_00156	Syae.g_01428
OG0000132	Prak.g_00176	Syae.g_01447
OG0000133	Prak.g_00339	Syae.g_00356
OG0000134	Prak.g_00381	Syae.g_02222
OG0000135	Prak.g_01259	Syae.g_01608
OG0000136	Prak.g_00403	Syae.g_00989
OG0000137	Prak.g_00436	Syae.g_02530
OG0000138	Prak.g_00456	Syae.g_02325
OG0000139	Prak.g_00496	Syae.g_02380
OG0000140	Prak.g_00497	Syae.g_02383
OG0000141	Prak.g_00569	Syae.g_00016
OG0000142	Prak.g_01108	Syae.g_00074
OG0000143	Prak.g_01104	Syae.g_00078
OG0000144	Prak.g_01090	Syae.g_00261
OG0000145	Prak.g_01261	Syae.g_02331
OG0000146	Prak.g_00607	Syae.g_00350
OG0000147	Prak.g_00606	Syae.g_00349
OG0000148	Prak.g_00862	Syae.g_00500
OG0000149	Prak.g_00894	Syae.g_00847
OG0000150	Prak.g_00904	Syae.g_00017
OG0000151	Prak.g_00780	Syae.g_00563
OG0000152	Prak.g_00973	Syae.g_00360
OG0000153	Prak.g_00992	Syae.g_00394
OG0000154	Prak.g_01012	Syae.g_00420
OG0000155	Prak.g_01151	Syae.g_00885
OG0000156	Prak.g_01266	Syae.g_00945
OG0000157	Prak.g_01267	Syae.g_00946
OG0000158	Prak.g_01824	Syae.g_01858
OG0000160	Prak.g_01392	Syae.g_02650
OG0000161	Prak.g_01398	Syae.g_02644
OG0000162	Prak.g_01404	Syae.g_02638
OG0000163	Prak.g_01443	Syae.g_01092
OG0000164	Prak.g_01669	Syae.g_01198
OG0000165	Prak.g_01676	Syae.g_01021
OG0000166	Prak.g_01743	Syae.g_02085
OG0000167	Prak.g_01814	Syae.g_01874
OG0000168	Prak.g_01825	Syae.g_01856
OG0000169	Prak.g_01835	Syae.g_01841
OG0000170	Prak.g_01838	Syae.g_01834
OG0000171	Prak.g_01858	Syae.g_01810
OG0000172	Prak.g_01865	Syae.g_01788
OG0000173	Prak.g_01880	Syae.g_01770
OG0000174	Prak.g_01910	Syae.g_01610
OG0000175	Prak.g_01923	Syae.g_01679
OG0000176	Prak.g_00004	Syae.g_01716
OG0000177	Prak.g_00005	Syae.g_01717
OG0000178	Prak.g_00006	Syae.g_01718
OG0000179	Prak.g_00016	Syae.g_01733
OG0000180	Prak.g_00017	Syae.g_01734
OG0000181	Prak.g_00018	Syae.g_01735
OG0000182	Prak.g_00019	Syae.g_01736
OG0000183	Prak.g_00023	Syae.g_01740
OG0000184	Prak.g_00049	Syae.g_01554
OG0000185	Prak.g_00052	Syae.g_01551
OG0000186	Prak.g_00068	Syae.g_01279
OG0000187	Prak.g_00069	Syae.g_01280
OG0000188	Prak.g_00086	Syae.g_01323
OG0000189	Prak.g_00100	Syae.g_01350
OG0000190	Prak.g_00102	Syae.g_01352
OG0000191	Prak.g_00125	Syae.g_01384
OG0000192	Prak.g_00130	Syae.g_01390
OG0000193	Prak.g_00157	Syae.g_01429
OG0000194	Prak.g_00160	Syae.g_01432
OG0000195	Prak.g_00162	Syae.g_01434
OG0000196	Prak.g_00173	Syae.g_01444
OG0000197	Prak.g_00174	Syae.g_01445
OG0000198	Prak.g_00175	Syae.g_01446
OG0000199	Prak.g_00182	Syae.g_01454
OG0000200	Prak.g_00196	Syae.g_01471
OG0000201	Prak.g_00205	Syae.g_01487
OG0000202	Prak.g_00206	Syae.g_01488
OG0000203	Prak.g_00207	Syae.g_01489
OG0000204	Prak.g_00208	Syae.g_01490
OG0000205	Prak.g_00215	Syae.g_01497
OG0000206	Prak.g_00220	Syae.g_01504
OG0000207	Prak.g_00223	Syae.g_01506
OG0000208	Prak.g_00224	Syae.g_01507
OG0000209	Prak.g_00233	Syae.g_01528
OG0000210	Prak.g_00234	Syae.g_01529
OG0000211	Prak.g_00249	Syae.g_02234
OG0000212	Prak.g_00257	Syae.g_02244
OG0000213	Prak.g_00275	Syae.g_02003
OG0000214	Prak.g_00285	Syae.g_01986
OG0000215	Prak.g_00312	Syae.g_01955
OG0000216	Prak.g_00313	Syae.g_01951
OG0000217	Prak.g_00316	Syae.g_01947
OG0000218	Prak.g_00318	Syae.g_01945
OG0000219	Prak.g_00319	Syae.g_01944
OG0000220	Prak.g_00320	Syae.g_01943
OG0000221	Prak.g_00321	Syae.g_01937
OG0000222	Prak.g_00328	Syae.g_01926
OG0000223	Prak.g_00340	Syae.g_01904
OG0000224	Prak.g_00342	Syae.g_01897
OG0000225	Prak.g_00368	Syae.g_02208
OG0000226	Prak.g_00372	Syae.g_02212
OG0000227	Prak.g_00374	Syae.g_02214
OG0000228	Prak.g_00378	Syae.g_02218
OG0000229	Prak.g_00398	Syae.g_00994
OG0000230	Prak.g_00400	Syae.g_00992
OG0000231	Prak.g_00411	Syae.g_00980
OG0000232	Prak.g_00422	Syae.g_02496
OG0000233	Prak.g_00428	Syae.g_02504
OG0000234	Prak.g_00437	Syae.g_02532
OG0000235	Prak.g_00440	Syae.g_02308
OG0000236	Prak.g_00454	Syae.g_02323
OG0000237	Prak.g_00467	Syae.g_02340
OG0000238	Prak.g_00473	Syae.g_02345
OG0000239	Prak.g_00484	Syae.g_02360
OG0000240	Prak.g_00485	Syae.g_02361
OG0000241	Prak.g_00489	Syae.g_00065
OG0000242	Prak.g_00491	Syae.g_02372
OG0000243	Prak.g_00502	Syae.g_02391
OG0000244	Prak.g_00506	Syae.g_02399
OG0000245	Prak.g_00508	Syae.g_02401
OG0000246	Prak.g_00512	Syae.g_02405
OG0000247	Prak.g_00522	Syae.g_02416
OG0000248	Prak.g_00525	Syae.g_02419
OG0000249	Prak.g_00527	Syae.g_02421
OG0000250	Prak.g_00532	Syae.g_02431
OG0000251	Prak.g_00552	Syae.g_02455
OG0000252	Prak.g_00555	Syae.g_02458
OG0000253	Prak.g_00556	Syae.g_02459
OG0000254	Prak.g_00573	Syae.g_00021
OG0000255	Prak.g_00579	Syae.g_00041
OG0000256	Prak.g_00589	Syae.g_00058
OG0000257	Prak.g_01113	Syae.g_00064
OG0000258	Prak.g_01099	Syae.g_00083
OG0000259	Prak.g_01082	Syae.g_00608
OG0000260	Prak.g_01079	Syae.g_00603
OG0000261	Prak.g_01076	Syae.g_00600
OG0000262	Prak.g_01072	Syae.g_00595
OG0000263	Prak.g_00808	Syae.g_00671
OG0000264	Prak.g_00819	Syae.g_00761
OG0000265	Prak.g_00837	Syae.g_00932, Syae.g_00226
OG0000266	Prak.g_01053	Syae.g_00457
OG0000267	Prak.g_01041	Syae.g_00304
OG0000268	Prak.g_01040	Syae.g_00308
OG0000269	Prak.g_00840	Syae.g_00526
OG0000270	Prak.g_00843	Syae.g_00523
OG0000271	Prak.g_00851	Syae.g_00515
OG0000272	Prak.g_00852	Syae.g_00514
OG0000273	Prak.g_00876	Syae.g_00825
OG0000274	Prak.g_00877	Syae.g_00826
OG0000275	Prak.g_00880	Syae.g_00832
OG0000276	Prak.g_00886	Syae.g_00839
OG0000277	Prak.g_00887	Syae.g_00840
OG0000278	Prak.g_00890	Syae.g_00843
OG0000279	Prak.g_00897	Syae.g_00851
OG0000280	Prak.g_00898	Syae.g_00877
OG0000281	Prak.g_00905	Syae.g_02057
OG0000282	Prak.g_00772	Syae.g_00573
OG0000283	Prak.g_00949	Syae.g_00321
OG0000284	Prak.g_00954	Syae.g_00327
OG0000285	Prak.g_00959	Syae.g_00340
OG0000286	Prak.g_00972	Syae.g_00359
OG0000287	Prak.g_01238	Syae.g_00387
OG0000288	Prak.g_01011	Syae.g_00419
OG0000289	Prak.g_01027	Syae.g_00433
OG0000290	Prak.g_00923	Syae.g_00796
OG0000291	Prak.g_00921	Syae.g_00794
OG0000292	Prak.g_01217	Syae.g_01705
OG0000293	Prak.g_01182	Syae.g_00938
OG0000294	Prak.g_01181	Syae.g_00937
OG0000295	Prak.g_01158	Syae.g_00893
OG0000296	Prak.g_01156	Syae.g_00891
OG0000297	Prak.g_01147	Syae.g_00645
OG0000298	Prak.g_01146	Syae.g_00646
OG0000299	Prak.g_01127	Syae.g_00680
OG0000300	Prak.g_01124	Syae.g_00686
OG0000301	Prak.g_01123	Syae.g_00687
OG0000302	Prak.g_01121	Syae.g_00691
OG0000303	Prak.g_01115	Syae.g_00700
OG0000304	Prak.g_00594	Syae.g_00706
OG0000305	Prak.g_01215	Syae.g_00791
OG0000306	Prak.g_00909	Syae.g_00277
OG0000307	Prak.g_01338	Syae.g_02290
OG0000308	Prak.g_01339	Syae.g_02288
OG0000309	Prak.g_01343	Syae.g_02283
OG0000310	Prak.g_01377	Syae.g_02687
OG0000311	Prak.g_01379	Syae.g_02682
OG0000312	Prak.g_01382	Syae.g_02664
OG0000313	Prak.g_01395	Syae.g_02647
OG0000314	Prak.g_01418	Syae.g_02618
OG0000315	Prak.g_01428	Syae.g_02609
OG0000316	Prak.g_01453	Syae.g_01118
OG0000317	Prak.g_01642	Syae.g_01160
OG0000318	Prak.g_01646	Syae.g_01164
OG0000319	Prak.g_01659	Syae.g_01181
OG0000320	Prak.g_01661	Syae.g_01183
OG0000321	Prak.g_01662	Syae.g_01184
OG0000322	Prak.g_01663	Syae.g_01185
OG0000323	Prak.g_01672	Syae.g_01200
OG0000324	Prak.g_01699	Syae.g_01049
OG0000325	Prak.g_01710	Syae.g_02033
OG0000326	Prak.g_01717	Syae.g_02040
OG0000327	Prak.g_01738	Syae.g_02080
OG0000328	Prak.g_01739	Syae.g_02081
OG0000329	Prak.g_01756	Syae.g_02099
OG0000330	Prak.g_01757	Syae.g_02100
OG0000331	Prak.g_01758	Syae.g_02101
OG0000332	Prak.g_01772	Syae.g_02116
OG0000333	Prak.g_01774	Syae.g_02119
OG0000334	Prak.g_01783	Syae.g_02128
OG0000335	Prak.g_01788	Syae.g_02132
OG0000336	Prak.g_01792	Syae.g_02136
OG0000337	Prak.g_01810	Syae.g_01879
OG0000338	Prak.g_01811	Syae.g_01876
OG0000339	Prak.g_01817	Syae.g_01869
OG0000340	Prak.g_01826	Syae.g_01855
OG0000341	Prak.g_01828	Syae.g_01853
OG0000342	Prak.g_01829	Syae.g_01852
OG0000343	Prak.g_01830	Syae.g_01848
OG0000344	Prak.g_01833	Syae.g_01843
OG0000345	Prak.g_01839	Syae.g_01833
OG0000346	Prak.g_01843	Syae.g_01828
OG0000347	Prak.g_01860	Syae.g_01805
OG0000348	Prak.g_01868	Syae.g_01781
OG0000349	Prak.g_01886	Syae.g_01763
OG0000350	Prak.g_00656	Syae.g_02047
OG0000351	Prak.g_01926	Syae.g_01684
OG0000352	Prak.g_01927	Syae.g_01685
OG0000353	Prak.g_01944	Syae.g_01711
OG0000355	Prak.g_00001	Syae.g_01713
OG0000356	Prak.g_00002	Syae.g_01714
OG0000357	Prak.g_00003	Syae.g_01715
OG0000358	Prak.g_00007	Syae.g_01719
OG0000359	Prak.g_00008	Syae.g_01721
OG0000360	Prak.g_00009	Syae.g_01722
OG0000361	Prak.g_00010	Syae.g_01723
OG0000362	Prak.g_00012	Syae.g_01725
OG0000363	Prak.g_00014	Syae.g_01727
OG0000364	Prak.g_00015	Syae.g_01728
OG0000365	Prak.g_00020	Syae.g_01737
OG0000366	Prak.g_00021	Syae.g_01738
OG0000367	Prak.g_00022	Syae.g_01739
OG0000368	Prak.g_00024	Syae.g_01741
OG0000369	Prak.g_00025	Syae.g_01742
OG0000370	Prak.g_00026	Syae.g_01743
OG0000371	Prak.g_00033	Syae.g_01751
OG0000372	Prak.g_00036	Syae.g_01756
OG0000373	Prak.g_00037	Syae.g_01757
OG0000374	Prak.g_00038	Syae.g_01758
OG0000375	Prak.g_00040	Syae.g_01759
OG0000376	Prak.g_00042	Syae.g_01761
OG0000377	Prak.g_00046	Syae.g_01561
OG0000378	Prak.g_00050	Syae.g_01553
OG0000379	Prak.g_00053	Syae.g_01550
OG0000380	Prak.g_00070	Syae.g_01281
OG0000381	Prak.g_00075	Syae.g_01285
OG0000382	Prak.g_00085	Syae.g_01322
OG0000383	Prak.g_00087	Syae.g_01324
OG0000384	Prak.g_00088	Syae.g_01325
OG0000385	Prak.g_00089	Syae.g_01326
OG0000386	Prak.g_00090	Syae.g_01327
OG0000387	Prak.g_00104	Syae.g_01354
OG0000388	Prak.g_00108	Syae.g_01358
OG0000389	Prak.g_00111	Syae.g_01362
OG0000390	Prak.g_00121	Syae.g_01378
OG0000391	Prak.g_00124	Syae.g_01383
OG0000392	Prak.g_00128	Syae.g_01389
OG0000393	Prak.g_00131	Syae.g_01392
OG0000394	Prak.g_00132	Syae.g_01393
OG0000395	Prak.g_00133	Syae.g_01394
OG0000396	Prak.g_00135	Syae.g_01397
OG0000397	Prak.g_00137	Syae.g_01400
OG0000398	Prak.g_00140	Syae.g_01405
OG0000399	Prak.g_00141	Syae.g_01406
OG0000400	Prak.g_00142	Syae.g_01407
OG0000401	Prak.g_00143	Syae.g_01408
OG0000402	Prak.g_01035	Syae.g_01410
OG0000403	Prak.g_00145	Syae.g_01411
OG0000404	Prak.g_00146	Syae.g_01412
OG0000405	Prak.g_00150	Syae.g_01426
OG0000406	Prak.g_00158	Syae.g_01430
OG0000407	Prak.g_00159	Syae.g_01431
OG0000408	Prak.g_00161	Syae.g_01433
OG0000409	Prak.g_00163	Syae.g_01435
OG0000410	Prak.g_00164	Syae.g_01436
OG0000411	Prak.g_00165	Syae.g_01437
OG0000412	Prak.g_00166	Syae.g_01438
OG0000413	Prak.g_00168	Syae.g_01440
OG0000415	Prak.g_00170	Syae.g_01441
OG0000416	Prak.g_00171	Syae.g_01442
OG0000417	Prak.g_00172	Syae.g_01443
OG0000418	Prak.g_00177	Syae.g_01448
OG0000419	Prak.g_00179	Syae.g_01450
OG0000420	Prak.g_00180	Syae.g_01452
OG0000421	Prak.g_00185	Syae.g_01457
OG0000422	Prak.g_00186	Syae.g_01458
OG0000423	Prak.g_00187	Syae.g_01459
OG0000424	Prak.g_00188	Syae.g_01460
OG0000425	Prak.g_00189	Syae.g_01461
OG0000426	Prak.g_00190	Syae.g_01462
OG0000427	Prak.g_00191	Syae.g_01463
OG0000428	Prak.g_00193	Syae.g_01466
OG0000429	Prak.g_00194	Syae.g_01468
OG0000430	Prak.g_00195	Syae.g_01470
OG0000431	Prak.g_00197	Syae.g_01473
OG0000432	Prak.g_00201	Syae.g_01481
OG0000433	Prak.g_00202	Syae.g_01484
OG0000434	Prak.g_00203	Syae.g_01485
OG0000435	Prak.g_00204	Syae.g_01486
OG0000436	Prak.g_00209	Syae.g_01491
OG0000437	Prak.g_00210	Syae.g_01492
OG0000438	Prak.g_00211	Syae.g_01493
OG0000439	Prak.g_00213	Syae.g_01495
OG0000440	Prak.g_00214	Syae.g_01496
OG0000441	Prak.g_00217	Syae.g_01501
OG0000442	Prak.g_00218	Syae.g_01502
OG0000443	Prak.g_00219	Syae.g_01503
OG0000444	Prak.g_00225	Syae.g_01509
OG0000445	Prak.g_00226	Syae.g_01510
OG0000446	Prak.g_00227	Syae.g_01512
OG0000447	Prak.g_00228	Syae.g_01517
OG0000448	Prak.g_00229	Syae.g_01518
OG0000449	Prak.g_00230	Syae.g_01519
OG0000450	Prak.g_00231	Syae.g_01525
OG0000451	Prak.g_00232	Syae.g_01526
OG0000452	Prak.g_00235	Syae.g_01530
OG0000453	Prak.g_00236	Syae.g_01531
OG0000454	Prak.g_00237	Syae.g_01532
OG0000455	Prak.g_00238	Syae.g_01533
OG0000456	Prak.g_00239	Syae.g_01534
OG0000457	Prak.g_00241	Syae.g_01536
OG0000458	Prak.g_00242	Syae.g_01538
OG0000459	Prak.g_00243	Syae.g_01539
OG0000460	Prak.g_00251	Syae.g_02236
OG0000461	Prak.g_00259	Syae.g_02024
OG0000462	Prak.g_00261	Syae.g_02021
OG0000463	Prak.g_00262	Syae.g_02020
OG0000464	Prak.g_00263	Syae.g_02019
OG0000465	Prak.g_00264	Syae.g_02018
OG0000466	Prak.g_00267	Syae.g_02014
OG0000467	Prak.g_00268	Syae.g_02012
OG0000468	Prak.g_00271	Syae.g_02007
OG0000469	Prak.g_00279	Syae.g_01992
OG0000470	Prak.g_00281	Syae.g_01990
OG0000471	Prak.g_00282	Syae.g_01989
OG0000472	Prak.g_00284	Syae.g_01987
OG0000473	Prak.g_00286	Syae.g_01985
OG0000474	Prak.g_00287	Syae.g_01984
OG0000475	Prak.g_00288	Syae.g_01983
OG0000476	Prak.g_00290	Syae.g_01981
OG0000477	Prak.g_00293	Syae.g_01975
OG0000478	Prak.g_00294	Syae.g_01974
OG0000479	Prak.g_00295	Syae.g_01973
OG0000480	Prak.g_00300	Syae.g_01966
OG0000481	Prak.g_00303	Syae.g_01964
OG0000482	Prak.g_00304	Syae.g_01963
OG0000483	Prak.g_00307	Syae.g_01959
OG0000484	Prak.g_00308	Syae.g_01958
OG0000485	Prak.g_00310	Syae.g_01957
OG0000486	Prak.g_00311	Syae.g_01956
OG0000487	Prak.g_00314	Syae.g_01950
OG0000488	Prak.g_00317	Syae.g_01946
OG0000489	Prak.g_00322	Syae.g_01936
OG0000490	Prak.g_00326	Syae.g_01928
OG0000491	Prak.g_00327	Syae.g_01927
OG0000492	Prak.g_00329	Syae.g_01925
OG0000493	Prak.g_00330	Syae.g_01924
OG0000494	Prak.g_00331	Syae.g_01923
OG0000495	Prak.g_00332	Syae.g_01922
OG0000496	Prak.g_00333	Syae.g_01921
OG0000497	Prak.g_00334	Syae.g_01920
OG0000498	Prak.g_00335	Syae.g_01919
OG0000499	Prak.g_00336	Syae.g_01918
OG0000500	Prak.g_00337	Syae.g_01917
OG0000501	Prak.g_00338	Syae.g_01914
OG0000502	Prak.g_00341	Syae.g_01902
OG0000503	Prak.g_00356	Syae.g_02192
OG0000504	Prak.g_00358	Syae.g_02194
OG0000505	Prak.g_00359	Syae.g_02195
OG0000506	Prak.g_00360	Syae.g_02197
OG0000507	Prak.g_00363	Syae.g_02203
OG0000508	Prak.g_00367	Syae.g_02207
OG0000509	Prak.g_00369	Syae.g_02209
OG0000510	Prak.g_00370	Syae.g_02210
OG0000511	Prak.g_00371	Syae.g_02211
OG0000512	Prak.g_00373	Syae.g_02213
OG0000513	Prak.g_00382	Syae.g_02223
OG0000514	Prak.g_00393	Syae.g_02229
OG0000515	Prak.g_00394	Syae.g_02230
OG0000516	Prak.g_00395	Syae.g_01000
OG0000517	Prak.g_00397	Syae.g_00995
OG0000518	Prak.g_00408	Syae.g_00983
OG0000519	Prak.g_00409	Syae.g_00982
OG0000520	Prak.g_00410	Syae.g_00981
OG0000521	Prak.g_00418	Syae.g_02491
OG0000522	Prak.g_00420	Syae.g_02493
OG0000523	Prak.g_00421	Syae.g_02494
OG0000524	Prak.g_00426	Syae.g_02501
OG0000525	Prak.g_00430	Syae.g_02520
OG0000526	Prak.g_00431	Syae.g_02523
OG0000527	Prak.g_00434	Syae.g_02528
OG0000528	Prak.g_00439	Syae.g_02304
OG0000529	Prak.g_00442	Syae.g_02310
OG0000530	Prak.g_00445	Syae.g_02313
OG0000531	Prak.g_00446	Syae.g_02314
OG0000532	Prak.g_00448	Syae.g_02317
OG0000533	Prak.g_00449	Syae.g_02318
OG0000534	Prak.g_00450	Syae.g_02319
OG0000535	Prak.g_00451	Syae.g_02320
OG0000536	Prak.g_00452	Syae.g_02321
OG0000537	Prak.g_00453	Syae.g_02322
OG0000538	Prak.g_00462	Syae.g_02333
OG0000539	Prak.g_00463	Syae.g_02334
OG0000540	Prak.g_00464	Syae.g_02335
OG0000541	Prak.g_00465	Syae.g_02336
OG0000542	Prak.g_00466	Syae.g_02339
OG0000543	Prak.g_00468	Syae.g_02341
OG0000544	Prak.g_00469	Syae.g_02342
OG0000545	Prak.g_00471	Syae.g_02344
OG0000546	Prak.g_00474	Syae.g_02346
OG0000547	Prak.g_00476	Syae.g_02348
OG0000548	Prak.g_00477	Syae.g_02349
OG0000549	Prak.g_00479	Syae.g_02354
OG0000550	Prak.g_00483	Syae.g_02358
OG0000551	Prak.g_00486	Syae.g_02363
OG0000552	Prak.g_00487	Syae.g_02364
OG0000553	Prak.g_00488	Syae.g_02366
OG0000554	Prak.g_00493	Syae.g_02375
OG0000555	Prak.g_00501	Syae.g_02390
OG0000556	Prak.g_00503	Syae.g_02394
OG0000557	Prak.g_00504	Syae.g_02398
OG0000558	Prak.g_00507	Syae.g_02400
OG0000559	Prak.g_00511	Syae.g_02404
OG0000560	Prak.g_00514	Syae.g_02407
OG0000561	Prak.g_00515	Syae.g_02408
OG0000562	Prak.g_00516	Syae.g_02409
OG0000563	Prak.g_00517	Syae.g_02410
OG0000564	Prak.g_00518	Syae.g_02411
OG0000565	Prak.g_00520	Syae.g_02414
OG0000566	Prak.g_00524	Syae.g_02418
OG0000567	Prak.g_00528	Syae.g_02422
OG0000568	Prak.g_00529	Syae.g_02427
OG0000569	Prak.g_00530	Syae.g_02428
OG0000570	Prak.g_00531	Syae.g_02429
OG0000571	Prak.g_00533	Syae.g_02433
OG0000572	Prak.g_00547	Syae.g_02448
OG0000573	Prak.g_00553	Syae.g_02456
OG0000574	Prak.g_00554	Syae.g_02457
OG0000575	Prak.g_00558	Syae.g_02461
OG0000576	Prak.g_00560	Syae.g_02463
OG0000577	Prak.g_00561	Syae.g_02464
OG0000578	Prak.g_00562	Syae.g_02465
OG0000579	Prak.g_00563	Syae.g_02466
OG0000580	Prak.g_00564	Syae.g_02467
OG0000581	Prak.g_00567	Syae.g_02473
OG0000582	Prak.g_00570	Syae.g_00018
OG0000583	Prak.g_00571	Syae.g_00019
OG0000584	Prak.g_00572	Syae.g_00020
OG0000585	Prak.g_00574	Syae.g_00022
OG0000586	Prak.g_00575	Syae.g_00023
OG0000587	Prak.g_00576	Syae.g_00025
