Orthogroup	Prak	Prbj
OG0000077	Prak.g_00083	Prbj.g_00576
OG0000078	Prak.g_00256	Prbj.g_02614
OG0000079	Prak.g_00269	Prbj.g_01353
OG0000081	Prak.g_00490	Prbj.g_00765
OG0000082	Prak.g_00546, Prak.g_01634	Prbj.g_01789
OG0000084	Prak.g_01388	Prbj.g_01052
OG0000085	Prak.g_01637, Prak.g_01516	Prbj.g_00869
OG0000086	Prak.g_00092	Prbj.g_00589
OG0000087	Prak.g_00147	Prbj.g_01547
OG0000088	Prak.g_00178	Prbj.g_00521
OG0000089	Prak.g_00379	Prbj.g_00064
OG0000090	Prak.g_00492	Prbj.g_02127
OG0000091	Prak.g_01100	Prbj.g_02581
OG0000093	Prak.g_01071	Prbj.g_02388
OG0000094	Prak.g_01022	Prbj.g_01985
OG0000097	Prak.g_01126	Prbj.g_02152
OG0000098	Prak.g_01305	Prbj.g_00669
OG0000099	Prak.g_01352	Prbj.g_01464
OG0000100	Prak.g_01470	Prbj.g_00185, Prbj.g_02442
OG0000101	Prak.g_01780	Prbj.g_00415, Prbj.g_00981
OG0000102	Prak.g_01847	Prbj.g_01819
OG0000103	Prak.g_01932	Prbj.g_02055
OG0000104	Prak.g_01941	Prbj.g_02069
OG0000105	Prak.g_00292	Prbj.g_01397
OG0000106	Prak.g_00687	Prbj.g_00875
OG0000108	Prak.g_00441	Prbj.g_01630
OG0000109	Prak.g_00455	Prbj.g_01614
OG0000110	Prak.g_00535	Prbj.g_01801
OG0000111	Prak.g_00830	Prbj.g_00759
OG0000112	Prak.g_00608	Prbj.g_02276
OG0000113	Prak.g_00868	Prbj.g_02437
OG0000114	Prak.g_00770	Prbj.g_02340
OG0000115	Prak.g_01241	Prbj.g_00634
OG0000116	Prak.g_01183	Prbj.g_00956
OG0000117	Prak.g_01145	Prbj.g_01915
OG0000118	Prak.g_01290	Prbj.g_01742
OG0000119	Prak.g_01226	Prbj.g_00740
OG0000119	Prak.g_01488	Prbj.g_00778
OG0000120	Prak.g_01349	Prbj.g_01465
OG0000121	Prak.g_01393	Prbj.g_01064, Prbj.g_01058
OG0000122	Prak.g_01434	Prbj.g_02627
OG0000123	Prak.g_01787	Prbj.g_00406
OG0000124	Prak.g_01859	Prbj.g_01281
OG0000125	Prak.g_01895	Prbj.g_01963
OG0000126	Prak.g_01940	Prbj.g_02067
OG0000128	Prak.g_00011	Prbj.g_02085
OG0000129	Prak.g_00045	Prbj.g_01951
OG0000130	Prak.g_00074	Prbj.g_00564
OG0000131	Prak.g_00156	Prbj.g_00543
OG0000132	Prak.g_00176	Prbj.g_00523
OG0000133	Prak.g_00339	Prbj.g_01460
OG0000134	Prak.g_00381	Prbj.g_00067
OG0000135	Prak.g_01259	Prbj.g_02004
OG0000136	Prak.g_00403	Prbj.g_00105
OG0000137	Prak.g_00436	Prbj.g_00128
OG0000138	Prak.g_00456	Prbj.g_01613
OG0000139	Prak.g_00496	Prbj.g_02133
OG0000140	Prak.g_00497	Prbj.g_02139
OG0000141	Prak.g_00569	Prbj.g_01757
OG0000142	Prak.g_01108	Prbj.g_02573
OG0000143	Prak.g_01104	Prbj.g_02577
OG0000144	Prak.g_01090	Prbj.g_00793
OG0000145	Prak.g_01261	Prbj.g_01607
OG0000146	Prak.g_00607	Prbj.g_02277
OG0000147	Prak.g_00606	Prbj.g_02278
OG0000148	Prak.g_00862	Prbj.g_02431
OG0000149	Prak.g_00894	Prbj.g_02488
OG0000150	Prak.g_00904	Prbj.g_02511
OG0000151	Prak.g_00780	Prbj.g_02361
OG0000152	Prak.g_00973	Prbj.g_02268
OG0000153	Prak.g_00992	Prbj.g_02241
OG0000154	Prak.g_01012	Prbj.g_02213
OG0000155	Prak.g_01151	Prbj.g_00312
OG0000156	Prak.g_01266	Prbj.g_00163
OG0000157	Prak.g_01267	Prbj.g_00162
OG0000158	Prak.g_01824	Prbj.g_01514
OG0000160	Prak.g_01392	Prbj.g_01057
OG0000161	Prak.g_01398	Prbj.g_01071
OG0000162	Prak.g_01404	Prbj.g_01077
OG0000163	Prak.g_01443	Prbj.g_01688
OG0000164	Prak.g_01669	Prbj.g_00476
OG0000165	Prak.g_01676	Prbj.g_00467
OG0000166	Prak.g_01743	Prbj.g_01019
OG0000167	Prak.g_01814	Prbj.g_01500
OG0000168	Prak.g_01825	Prbj.g_01515
OG0000169	Prak.g_01835	Prbj.g_01581
OG0000170	Prak.g_01838	Prbj.g_01593
OG0000171	Prak.g_01858	Prbj.g_01282
OG0000172	Prak.g_01865	Prbj.g_01248
OG0000173	Prak.g_01880	Prbj.g_01227
OG0000174	Prak.g_01910	Prbj.g_02006
OG0000175	Prak.g_01923	Prbj.g_02044
OG0000176	Prak.g_00004	Prbj.g_02077
OG0000177	Prak.g_00005	Prbj.g_02078
OG0000178	Prak.g_00006	Prbj.g_02079
OG0000179	Prak.g_00016	Prbj.g_01188
OG0000180	Prak.g_00017	Prbj.g_01189
OG0000181	Prak.g_00018	Prbj.g_01190
OG0000182	Prak.g_00019	Prbj.g_01191
OG0000183	Prak.g_00023	Prbj.g_01195
OG0000184	Prak.g_00049	Prbj.g_01943
OG0000185	Prak.g_00052	Prbj.g_01921
OG0000186	Prak.g_00068	Prbj.g_00558
OG0000187	Prak.g_00069	Prbj.g_00560
OG0000188	Prak.g_00086	Prbj.g_00581
OG0000189	Prak.g_00100	Prbj.g_00607
OG0000190	Prak.g_00102	Prbj.g_00609
OG0000191	Prak.g_00125	Prbj.g_01557
OG0000192	Prak.g_00130	Prbj.g_01566
OG0000193	Prak.g_00157	Prbj.g_00542
OG0000194	Prak.g_00160	Prbj.g_00539
OG0000195	Prak.g_00162	Prbj.g_00537
OG0000196	Prak.g_00173	Prbj.g_00526
OG0000197	Prak.g_00174	Prbj.g_00525
OG0000198	Prak.g_00175	Prbj.g_00524
OG0000199	Prak.g_00182	Prbj.g_00517
OG0000201	Prak.g_00205	Prbj.g_01157
OG0000202	Prak.g_00206	Prbj.g_01158
OG0000203	Prak.g_00207	Prbj.g_01159
OG0000204	Prak.g_00208	Prbj.g_01160
OG0000205	Prak.g_00215	Prbj.g_01167
OG0000206	Prak.g_00220	Prbj.g_00288
OG0000207	Prak.g_00223	Prbj.g_00234
OG0000208	Prak.g_00224	Prbj.g_00235
OG0000209	Prak.g_00233	Prbj.g_00262
OG0000210	Prak.g_00234	Prbj.g_00263
OG0000211	Prak.g_00249	Prbj.g_00177
OG0000212	Prak.g_00257	Prbj.g_02615
OG0000213	Prak.g_00275	Prbj.g_01362
OG0000214	Prak.g_00285	Prbj.g_01389
OG0000215	Prak.g_00312	Prbj.g_01419
OG0000216	Prak.g_00313	Prbj.g_01422
OG0000217	Prak.g_00316	Prbj.g_01426
OG0000218	Prak.g_00318	Prbj.g_01430
OG0000219	Prak.g_00319	Prbj.g_01431
OG0000220	Prak.g_00320	Prbj.g_01432
OG0000221	Prak.g_00321	Prbj.g_01437
OG0000222	Prak.g_00328	Prbj.g_01446
OG0000223	Prak.g_00340	Prbj.g_01469
OG0000224	Prak.g_00342	Prbj.g_01480
OG0000225	Prak.g_00368	Prbj.g_00323
OG0000226	Prak.g_00372	Prbj.g_00319
OG0000227	Prak.g_00374	Prbj.g_00317
OG0000228	Prak.g_00378	Prbj.g_00063
OG0000229	Prak.g_00398	Prbj.g_00100
OG0000230	Prak.g_00400	Prbj.g_00102
OG0000231	Prak.g_00411	Prbj.g_00117
OG0000232	Prak.g_00422	Prbj.g_01888
OG0000233	Prak.g_00428	Prbj.g_00148
OG0000234	Prak.g_00437	Prbj.g_00127
OG0000235	Prak.g_00440	Prbj.g_01631
OG0000236	Prak.g_00454	Prbj.g_01615
OG0000237	Prak.g_00467	Prbj.g_02094
OG0000238	Prak.g_00473	Prbj.g_02098
OG0000239	Prak.g_00484	Prbj.g_02114
OG0000240	Prak.g_00485	Prbj.g_02115
OG0000241	Prak.g_00489	Prbj.g_01116
OG0000242	Prak.g_00491	Prbj.g_02125
OG0000243	Prak.g_00502	Prbj.g_02668
OG0000244	Prak.g_00506	Prbj.g_01859
OG0000245	Prak.g_00508	Prbj.g_01862
OG0000246	Prak.g_00512	Prbj.g_01866
OG0000247	Prak.g_00522	Prbj.g_01877
OG0000248	Prak.g_00525	Prbj.g_01880
OG0000249	Prak.g_00527	Prbj.g_01882
OG0000250	Prak.g_00532	Prbj.g_01805
OG0000251	Prak.g_00552	Prbj.g_01781
OG0000252	Prak.g_00555	Prbj.g_01778
OG0000253	Prak.g_00556	Prbj.g_01772
OG0000254	Prak.g_00573	Prbj.g_01753
OG0000255	Prak.g_00579	Prbj.g_02546
OG0000256	Prak.g_00589	Prbj.g_02560
OG0000257	Prak.g_01113	Prbj.g_02566
OG0000258	Prak.g_01099	Prbj.g_02589
OG0000259	Prak.g_01082	Prbj.g_00812
OG0000260	Prak.g_01079	Prbj.g_00816
OG0000261	Prak.g_01076	Prbj.g_00819
OG0000262	Prak.g_01072	Prbj.g_00824
OG0000263	Prak.g_00808	Prbj.g_00248
OG0000264	Prak.g_00819	Prbj.g_00933
OG0000265	Prak.g_00837	Prbj.g_02178, Prbj.g_00913
OG0000266	Prak.g_01053	Prbj.g_02189
OG0000267	Prak.g_01041	Prbj.g_02315
OG0000268	Prak.g_01040	Prbj.g_02314
OG0000269	Prak.g_00840	Prbj.g_02407
OG0000270	Prak.g_00843	Prbj.g_02410
OG0000271	Prak.g_00851	Prbj.g_02418
OG0000272	Prak.g_00852	Prbj.g_02419
OG0000273	Prak.g_00876	Prbj.g_02470
OG0000274	Prak.g_00877	Prbj.g_02471
OG0000275	Prak.g_00880	Prbj.g_02474
OG0000276	Prak.g_00886	Prbj.g_02480
OG0000277	Prak.g_00887	Prbj.g_02481
OG0000278	Prak.g_00890	Prbj.g_02484
OG0000279	Prak.g_00897	Prbj.g_02492
OG0000280	Prak.g_00898	Prbj.g_02498
OG0000281	Prak.g_00905	Prbj.g_02512
OG0000282	Prak.g_00772	Prbj.g_02342
OG0000283	Prak.g_00949	Prbj.g_02303
OG0000284	Prak.g_00954	Prbj.g_02297
OG0000285	Prak.g_00959	Prbj.g_00694
OG0000286	Prak.g_00972	Prbj.g_02269
OG0000287	Prak.g_01238	Prbj.g_00722
OG0000288	Prak.g_01011	Prbj.g_02214
OG0000289	Prak.g_01027	Prbj.g_02201
OG0000290	Prak.g_00923	Prbj.g_01841
OG0000291	Prak.g_00921	Prbj.g_01839
OG0000292	Prak.g_01217	Prbj.g_02066
OG0000293	Prak.g_01182	Prbj.g_00958
OG0000294	Prak.g_01181	Prbj.g_00959
OG0000295	Prak.g_01158	Prbj.g_00304
OG0000296	Prak.g_01156	Prbj.g_00306, Prbj.g_00307
OG0000297	Prak.g_01147	Prbj.g_01913
OG0000298	Prak.g_01146	Prbj.g_01914
OG0000299	Prak.g_01127	Prbj.g_01903
OG0000300	Prak.g_01124	Prbj.g_02155
OG0000301	Prak.g_01123	Prbj.g_02156
OG0000302	Prak.g_01121	Prbj.g_02159
OG0000303	Prak.g_01115	Prbj.g_00314
OG0000304	Prak.g_00594	Prbj.g_00020
OG0000305	Prak.g_01215	Prbj.g_01837
OG0000306	Prak.g_00909	Prbj.g_02521
OG0000307	Prak.g_01338	Prbj.g_01647
OG0000308	Prak.g_01339	Prbj.g_01649
OG0000309	Prak.g_01343	Prbj.g_01653
OG0000310	Prak.g_01377	Prbj.g_01294
OG0000311	Prak.g_01379	Prbj.g_01040
OG0000312	Prak.g_01382	Prbj.g_01044
OG0000313	Prak.g_01395	Prbj.g_01068
OG0000314	Prak.g_01418	Prbj.g_00646
OG0000315	Prak.g_01428	Prbj.g_00656
OG0000316	Prak.g_01453	Prbj.g_01699
OG0000317	Prak.g_01642	Prbj.g_00863
OG0000318	Prak.g_01646	Prbj.g_00856
OG0000319	Prak.g_01659	Prbj.g_00487
OG0000320	Prak.g_01661	Prbj.g_00485
OG0000321	Prak.g_01662	Prbj.g_00484
OG0000322	Prak.g_01663	Prbj.g_00483
OG0000323	Prak.g_01672	Prbj.g_00472
OG0000324	Prak.g_01699	Prbj.g_00443
OG0000325	Prak.g_01710	Prbj.g_02657
OG0000326	Prak.g_01717	Prbj.g_02649
OG0000327	Prak.g_01738	Prbj.g_01024
OG0000328	Prak.g_01739	Prbj.g_01023
OG0000329	Prak.g_01756	Prbj.g_01006
OG0000330	Prak.g_01757	Prbj.g_01005
OG0000331	Prak.g_01758	Prbj.g_01004
OG0000332	Prak.g_01772	Prbj.g_00989
OG0000333	Prak.g_01774	Prbj.g_00987
OG0000334	Prak.g_01783	Prbj.g_00410
OG0000335	Prak.g_01788	Prbj.g_00405
OG0000336	Prak.g_01792	Prbj.g_00401
OG0000337	Prak.g_01810	Prbj.g_01494
OG0000338	Prak.g_01811	Prbj.g_01498
OG0000339	Prak.g_01817	Prbj.g_01504
OG0000340	Prak.g_01826	Prbj.g_01516
OG0000341	Prak.g_01828	Prbj.g_01518
OG0000342	Prak.g_01829	Prbj.g_01519
OG0000343	Prak.g_01830	Prbj.g_01576
OG0000344	Prak.g_01833	Prbj.g_01579
OG0000345	Prak.g_01839	Prbj.g_01594
OG0000346	Prak.g_01843	Prbj.g_01599
OG0000347	Prak.g_01860	Prbj.g_01280
OG0000348	Prak.g_01868	Prbj.g_01243
OG0000349	Prak.g_01886	Prbj.g_01219
OG0000350	Prak.g_00656	Prbj.g_01999
OG0000351	Prak.g_01926	Prbj.g_02047
OG0000352	Prak.g_01927	Prbj.g_02048
OG0000353	Prak.g_01944	Prbj.g_02072
OG0000355	Prak.g_00001	Prbj.g_02074
OG0000356	Prak.g_00002	Prbj.g_02075
OG0000357	Prak.g_00003	Prbj.g_02076
OG0000358	Prak.g_00007	Prbj.g_02080
OG0000359	Prak.g_00008	Prbj.g_02082
OG0000360	Prak.g_00009	Prbj.g_02083
OG0000361	Prak.g_00010	Prbj.g_02084
OG0000362	Prak.g_00012	Prbj.g_02086
OG0000363	Prak.g_00014	Prbj.g_01182
OG0000364	Prak.g_00015	Prbj.g_01183
OG0000365	Prak.g_00020	Prbj.g_01192
OG0000366	Prak.g_00021	Prbj.g_01193
OG0000367	Prak.g_00022	Prbj.g_01194
OG0000368	Prak.g_00024	Prbj.g_01196
OG0000369	Prak.g_00025	Prbj.g_01197
OG0000370	Prak.g_00026	Prbj.g_01198
OG0000371	Prak.g_00033	Prbj.g_01207
OG0000372	Prak.g_00036	Prbj.g_01212
OG0000373	Prak.g_00037	Prbj.g_01213
OG0000374	Prak.g_00038	Prbj.g_01214
OG0000375	Prak.g_00040	Prbj.g_01215
OG0000376	Prak.g_00042	Prbj.g_01217
OG0000377	Prak.g_00046	Prbj.g_01950
OG0000378	Prak.g_00050	Prbj.g_01936
OG0000379	Prak.g_00053	Prbj.g_01920
OG0000380	Prak.g_00070	Prbj.g_00561
OG0000381	Prak.g_00075	Prbj.g_00565
OG0000382	Prak.g_00085	Prbj.g_00580
OG0000383	Prak.g_00087	Prbj.g_00582
OG0000384	Prak.g_00088	Prbj.g_00583
OG0000385	Prak.g_00089	Prbj.g_00584
OG0000386	Prak.g_00090	Prbj.g_00585
OG0000387	Prak.g_00104	Prbj.g_00611
OG0000388	Prak.g_00108	Prbj.g_00615
OG0000389	Prak.g_00111	Prbj.g_00619
OG0000390	Prak.g_00121	Prbj.g_01551
OG0000391	Prak.g_00124	Prbj.g_01556
OG0000392	Prak.g_00128	Prbj.g_01562
OG0000393	Prak.g_00131	Prbj.g_01567
OG0000394	Prak.g_00132	Prbj.g_01568
OG0000395	Prak.g_00133	Prbj.g_01569
OG0000396	Prak.g_00135	Prbj.g_01530
OG0000397	Prak.g_00137	Prbj.g_01532
OG0000398	Prak.g_00140	Prbj.g_01537
OG0000399	Prak.g_00141	Prbj.g_01538
OG0000400	Prak.g_00142	Prbj.g_01539
OG0000401	Prak.g_00143	Prbj.g_01540
OG0000402	Prak.g_01035	Prbj.g_01542
OG0000403	Prak.g_00145	Prbj.g_01543
OG0000404	Prak.g_00146	Prbj.g_01545
OG0000405	Prak.g_00150	Prbj.g_00545
OG0000406	Prak.g_00158	Prbj.g_00541
OG0000407	Prak.g_00159	Prbj.g_00540
OG0000408	Prak.g_00161	Prbj.g_00538
OG0000409	Prak.g_00163	Prbj.g_00536
OG0000410	Prak.g_00164	Prbj.g_00535
OG0000411	Prak.g_00165	Prbj.g_00534
OG0000412	Prak.g_00166	Prbj.g_00533
OG0000413	Prak.g_00168	Prbj.g_00531
OG0000414	Prak.g_00169	Prbj.g_00530
OG0000415	Prak.g_00170	Prbj.g_00529
OG0000416	Prak.g_00171	Prbj.g_00528
OG0000417	Prak.g_00172	Prbj.g_00527
OG0000418	Prak.g_00177	Prbj.g_00522
OG0000419	Prak.g_00179	Prbj.g_00520
OG0000420	Prak.g_00180	Prbj.g_00519
OG0000421	Prak.g_00185	Prbj.g_00515
OG0000422	Prak.g_00186	Prbj.g_00514
OG0000423	Prak.g_00187	Prbj.g_00513
OG0000424	Prak.g_00188	Prbj.g_00512
OG0000425	Prak.g_00189	Prbj.g_00511
OG0000426	Prak.g_00190	Prbj.g_00510
OG0000427	Prak.g_00191	Prbj.g_00509
OG0000428	Prak.g_00193	Prbj.g_02369
OG0000429	Prak.g_00194	Prbj.g_01135
OG0000430	Prak.g_00195	Prbj.g_01137
OG0000431	Prak.g_00197	Prbj.g_01141
OG0000432	Prak.g_00201	Prbj.g_01148
OG0000433	Prak.g_00202	Prbj.g_01151
OG0000434	Prak.g_00203	Prbj.g_01152
OG0000435	Prak.g_00204	Prbj.g_01155
OG0000436	Prak.g_00209	Prbj.g_01161
OG0000437	Prak.g_00210	Prbj.g_01162
OG0000438	Prak.g_00211	Prbj.g_01163
OG0000439	Prak.g_00213	Prbj.g_01165
OG0000440	Prak.g_00214	Prbj.g_01166
OG0000441	Prak.g_00217	Prbj.g_01173
OG0000442	Prak.g_00218	Prbj.g_01174
OG0000443	Prak.g_00219	Prbj.g_00289
OG0000444	Prak.g_00225	Prbj.g_00237
OG0000445	Prak.g_00226	Prbj.g_00238
OG0000446	Prak.g_00227	Prbj.g_00240
OG0000447	Prak.g_00228	Prbj.g_00250
OG0000448	Prak.g_00229	Prbj.g_00251
OG0000449	Prak.g_00230	Prbj.g_00252
OG0000450	Prak.g_00231	Prbj.g_00258
OG0000451	Prak.g_00232	Prbj.g_00259
OG0000452	Prak.g_00235	Prbj.g_00264
OG0000453	Prak.g_00236	Prbj.g_00265
OG0000454	Prak.g_00237	Prbj.g_00266
OG0000455	Prak.g_00238	Prbj.g_00267
OG0000456	Prak.g_00239	Prbj.g_00268
OG0000457	Prak.g_00241	Prbj.g_00270
OG0000458	Prak.g_00242	Prbj.g_00271
OG0000459	Prak.g_00243	Prbj.g_00272
OG0000460	Prak.g_00251	Prbj.g_00176
OG0000461	Prak.g_00259	Prbj.g_02661
OG0000462	Prak.g_00261	Prbj.g_01341
OG0000463	Prak.g_00262	Prbj.g_01342
OG0000464	Prak.g_00263	Prbj.g_01343
OG0000465	Prak.g_00264	Prbj.g_01345
OG0000466	Prak.g_00267	Prbj.g_01350
OG0000467	Prak.g_00268	Prbj.g_01352
OG0000468	Prak.g_00271	Prbj.g_01359
OG0000469	Prak.g_00279	Prbj.g_01372
OG0000470	Prak.g_00281	Prbj.g_01385
OG0000471	Prak.g_00282	Prbj.g_01386
OG0000472	Prak.g_00284	Prbj.g_01388
OG0000473	Prak.g_00286	Prbj.g_01390
OG0000474	Prak.g_00287	Prbj.g_01391
OG0000475	Prak.g_00288	Prbj.g_01392
OG0000476	Prak.g_00290	Prbj.g_01394
OG0000477	Prak.g_00293	Prbj.g_01399
OG0000478	Prak.g_00294	Prbj.g_01400
OG0000479	Prak.g_00295	Prbj.g_01401
OG0000480	Prak.g_00300	Prbj.g_01408
OG0000481	Prak.g_00303	Prbj.g_01410
OG0000482	Prak.g_00304	Prbj.g_01411
OG0000483	Prak.g_00307	Prbj.g_01415
OG0000484	Prak.g_00308	Prbj.g_01416
OG0000485	Prak.g_00310	Prbj.g_01417
OG0000486	Prak.g_00311	Prbj.g_01418
OG0000487	Prak.g_00314	Prbj.g_01423
OG0000488	Prak.g_00317	Prbj.g_01427
OG0000489	Prak.g_00322	Prbj.g_01438
OG0000490	Prak.g_00326	Prbj.g_01444
OG0000491	Prak.g_00327	Prbj.g_01445
OG0000492	Prak.g_00329	Prbj.g_01448
OG0000493	Prak.g_00330	Prbj.g_01449
OG0000494	Prak.g_00331	Prbj.g_01450
OG0000495	Prak.g_00332	Prbj.g_01451
OG0000496	Prak.g_00333	Prbj.g_01452
OG0000497	Prak.g_00334	Prbj.g_01453
OG0000498	Prak.g_00335	Prbj.g_01454
OG0000499	Prak.g_00336	Prbj.g_01455
OG0000500	Prak.g_00337	Prbj.g_01456
OG0000501	Prak.g_00338	Prbj.g_01459
OG0000502	Prak.g_00341	Prbj.g_01471
OG0000503	Prak.g_00356	Prbj.g_00341
OG0000504	Prak.g_00358	Prbj.g_00339
OG0000505	Prak.g_00359	Prbj.g_00338
OG0000506	Prak.g_00360	Prbj.g_00336
OG0000507	Prak.g_00363	Prbj.g_00331
OG0000508	Prak.g_00367	Prbj.g_00324
OG0000509	Prak.g_00369	Prbj.g_00322
OG0000510	Prak.g_00370	Prbj.g_00321
OG0000511	Prak.g_00371	Prbj.g_00320
OG0000512	Prak.g_00373	Prbj.g_00318
OG0000513	Prak.g_00382	Prbj.g_00068
OG0000514	Prak.g_00393	Prbj.g_00076
OG0000515	Prak.g_00394	Prbj.g_00077
OG0000516	Prak.g_00395	Prbj.g_00089
OG0000517	Prak.g_00397	Prbj.g_00099
OG0000518	Prak.g_00408	Prbj.g_00111
OG0000519	Prak.g_00409	Prbj.g_00112
OG0000520	Prak.g_00410	Prbj.g_00113
OG0000521	Prak.g_00418	Prbj.g_01894
OG0000522	Prak.g_00420	Prbj.g_01892
OG0000523	Prak.g_00421	Prbj.g_01891
OG0000524	Prak.g_00426	Prbj.g_00152
OG0000525	Prak.g_00430	Prbj.g_00136
OG0000526	Prak.g_00431	Prbj.g_00134
OG0000527	Prak.g_00434	Prbj.g_00130
OG0000528	Prak.g_00439	Prbj.g_01635
OG0000529	Prak.g_00442	Prbj.g_01629
OG0000530	Prak.g_00445	Prbj.g_01626
OG0000531	Prak.g_00446	Prbj.g_01625
OG0000532	Prak.g_00448	Prbj.g_01622
OG0000533	Prak.g_00449	Prbj.g_01620
OG0000534	Prak.g_00450	Prbj.g_01619
OG0000535	Prak.g_00451	Prbj.g_01618
OG0000536	Prak.g_00452	Prbj.g_01617
OG0000537	Prak.g_00453	Prbj.g_01616
OG0000538	Prak.g_00462	Prbj.g_01605
OG0000539	Prak.g_00463	Prbj.g_02088
OG0000540	Prak.g_00464	Prbj.g_02089
OG0000541	Prak.g_00465	Prbj.g_02090
OG0000542	Prak.g_00466	Prbj.g_02093
OG0000543	Prak.g_00468	Prbj.g_02095
OG0000544	Prak.g_00469	Prbj.g_02096
OG0000545	Prak.g_00471	Prbj.g_02097
OG0000546	Prak.g_00474	Prbj.g_02099
OG0000547	Prak.g_00476	Prbj.g_02101
OG0000548	Prak.g_00477	Prbj.g_02102
OG0000549	Prak.g_00479	Prbj.g_02108
OG0000550	Prak.g_00483	Prbj.g_02113
OG0000551	Prak.g_00486	Prbj.g_02117
OG0000552	Prak.g_00487	Prbj.g_02118
OG0000553	Prak.g_00488	Prbj.g_02123
OG0000554	Prak.g_00493	Prbj.g_02128
OG0000555	Prak.g_00501	Prbj.g_02146
OG0000556	Prak.g_00503	Prbj.g_02666
OG0000557	Prak.g_00504	Prbj.g_01858
OG0000558	Prak.g_00507	Prbj.g_01861
OG0000559	Prak.g_00511	Prbj.g_01865
OG0000560	Prak.g_00514	Prbj.g_01868
OG0000561	Prak.g_00515	Prbj.g_01869
OG0000562	Prak.g_00516	Prbj.g_01870
OG0000563	Prak.g_00517	Prbj.g_01871
OG0000564	Prak.g_00518	Prbj.g_01872
OG0000565	Prak.g_00520	Prbj.g_01875
OG0000566	Prak.g_00524	Prbj.g_01879
OG0000567	Prak.g_00528	Prbj.g_01883
