Orthogroup	Prak	Syai
OG0000148	Prak.g_00862	Syai.g_01361
OG0000149	Prak.g_00894	Syai.g_02059
OG0000150	Prak.g_00904	Syai.g_00717
OG0000151	Prak.g_00780	Syai.g_01280
OG0000152	Prak.g_00973	Syai.g_01503
OG0000153	Prak.g_00992	Syai.g_01461
OG0000154	Prak.g_01012	Syai.g_01434
OG0000155	Prak.g_01151	Syai.g_02109
OG0000156	Prak.g_01266	Syai.g_02162
OG0000157	Prak.g_01267	Syai.g_02163
OG0000158	Prak.g_01824	Syai.g_00135
OG0000160	Prak.g_01392	Syai.g_00952
OG0000161	Prak.g_01398	Syai.g_00946
OG0000162	Prak.g_01404	Syai.g_00939
OG0000163	Prak.g_01443	Syai.g_02300
OG0000164	Prak.g_01669	Syai.g_02411
OG0000165	Prak.g_01676	Syai.g_02244
OG0000166	Prak.g_01743	Syai.g_00364
OG0000167	Prak.g_01814	Syai.g_00164
OG0000168	Prak.g_01825	Syai.g_00134
OG0000169	Prak.g_01835	Syai.g_00123
OG0000170	Prak.g_01838	Syai.g_00116
OG0000171	Prak.g_01858	Syai.g_00090
OG0000172	Prak.g_01865	Syai.g_00083
OG0000173	Prak.g_01880	Syai.g_00064
OG0000174	Prak.g_01910	Syai.g_02828
OG0000175	Prak.g_01923	Syai.g_02901
OG0000176	Prak.g_00004	Syai.g_00004
OG0000177	Prak.g_00005	Syai.g_00005
OG0000178	Prak.g_00006	Syai.g_00006
OG0000179	Prak.g_00016	Syai.g_00023
OG0000180	Prak.g_00017	Syai.g_00024
OG0000181	Prak.g_00018	Syai.g_00025
OG0000182	Prak.g_00019	Syai.g_00026
OG0000183	Prak.g_00023	Syai.g_00030
OG0000184	Prak.g_00049	Syai.g_02756
OG0000185	Prak.g_00052	Syai.g_02734
OG0000186	Prak.g_00068	Syai.g_02469
OG0000187	Prak.g_00069	Syai.g_02471
OG0000188	Prak.g_00086	Syai.g_02494
OG0000189	Prak.g_00100	Syai.g_02530
OG0000190	Prak.g_00102	Syai.g_02532
OG0000191	Prak.g_00125	Syai.g_02562
OG0000192	Prak.g_00130	Syai.g_02569
OG0000193	Prak.g_00157	Syai.g_02609
OG0000194	Prak.g_00160	Syai.g_02612
OG0000195	Prak.g_00162	Syai.g_02614
OG0000196	Prak.g_00173	Syai.g_02625
OG0000197	Prak.g_00174	Syai.g_02626
OG0000198	Prak.g_00175	Syai.g_02627
OG0000199	Prak.g_00182	Syai.g_02635
OG0000200	Prak.g_00196	Syai.g_02651
OG0000202	Prak.g_00206	Syai.g_02668
OG0000203	Prak.g_00207	Syai.g_02669
OG0000204	Prak.g_00208	Syai.g_02670
OG0000205	Prak.g_00215	Syai.g_02677
OG0000206	Prak.g_00220	Syai.g_02684
OG0000207	Prak.g_00223	Syai.g_02686
OG0000208	Prak.g_00224	Syai.g_02687
OG0000209	Prak.g_00233	Syai.g_02699
OG0000210	Prak.g_00234	Syai.g_02700
OG0000211	Prak.g_00249	Syai.g_00533
OG0000212	Prak.g_00257	Syai.g_00544
OG0000213	Prak.g_00275	Syai.g_00292
OG0000214	Prak.g_00285	Syai.g_00276
OG0000215	Prak.g_00312	Syai.g_00245
OG0000216	Prak.g_00313	Syai.g_00241
OG0000217	Prak.g_00316	Syai.g_00237
OG0000218	Prak.g_00318	Syai.g_00235
OG0000219	Prak.g_00319	Syai.g_00234
OG0000220	Prak.g_00320	Syai.g_00233
OG0000221	Prak.g_00321	Syai.g_00227
OG0000222	Prak.g_00328	Syai.g_00215
OG0000223	Prak.g_00340	Syai.g_00194
OG0000224	Prak.g_00342	Syai.g_00186
OG0000225	Prak.g_00368	Syai.g_00502
OG0000226	Prak.g_00372	Syai.g_00506
OG0000227	Prak.g_00374	Syai.g_00508
OG0000228	Prak.g_00378	Syai.g_00516
OG0000229	Prak.g_00398	Syai.g_02228
OG0000230	Prak.g_00400	Syai.g_02226
OG0000231	Prak.g_00411	Syai.g_02208
OG0000232	Prak.g_00422	Syai.g_00846
OG0000233	Prak.g_00428	Syai.g_00855
OG0000234	Prak.g_00437	Syai.g_00866
OG0000235	Prak.g_00440	Syai.g_00637
OG0000236	Prak.g_00454	Syai.g_00652
OG0000237	Prak.g_00467	Syai.g_00669
OG0000238	Prak.g_00473	Syai.g_00674
OG0000239	Prak.g_00484	Syai.g_00691
OG0000240	Prak.g_00485	Syai.g_00692
OG0000241	Prak.g_00489	Syai.g_01089, Syai.g_01085
OG0000242	Prak.g_00491	Syai.g_00705
OG0000243	Prak.g_00502	Syai.g_00726
OG0000244	Prak.g_00506	Syai.g_00731
OG0000245	Prak.g_00508	Syai.g_00733
OG0000246	Prak.g_00512	Syai.g_00737
OG0000247	Prak.g_00522	Syai.g_00748
OG0000248	Prak.g_00525	Syai.g_00751
OG0000249	Prak.g_00527	Syai.g_00753
OG0000250	Prak.g_00532	Syai.g_00762
OG0000251	Prak.g_00552	Syai.g_00789
OG0000252	Prak.g_00555	Syai.g_00797
OG0000253	Prak.g_00556	Syai.g_00798
OG0000254	Prak.g_00573	Syai.g_01045
OG0000255	Prak.g_00579	Syai.g_01061
OG0000256	Prak.g_00589	Syai.g_01077
OG0000257	Prak.g_01113	Syai.g_01084
OG0000258	Prak.g_01099	Syai.g_01113
OG0000259	Prak.g_01082	Syai.g_01229
OG0000260	Prak.g_01079	Syai.g_01232
OG0000261	Prak.g_01076	Syai.g_01235
OG0000262	Prak.g_01072	Syai.g_01240
OG0000263	Prak.g_00808	Syai.g_01776
OG0000264	Prak.g_00819	Syai.g_01962
OG0000265	Prak.g_00837	Syai.g_02245
OG0000266	Prak.g_01053	Syai.g_01401
OG0000267	Prak.g_01041	Syai.g_01569
OG0000268	Prak.g_01040	Syai.g_01568
OG0000269	Prak.g_00840	Syai.g_01316
OG0000270	Prak.g_00843	Syai.g_01319
OG0000271	Prak.g_00851	Syai.g_01327
OG0000272	Prak.g_00852	Syai.g_01328
OG0000273	Prak.g_00876	Syai.g_02037
OG0000274	Prak.g_00877	Syai.g_02038
OG0000275	Prak.g_00880	Syai.g_02043
OG0000276	Prak.g_00886	Syai.g_02051
OG0000277	Prak.g_00887	Syai.g_02052
OG0000278	Prak.g_00890	Syai.g_02055
OG0000279	Prak.g_00897	Syai.g_02063
OG0000280	Prak.g_00898	Syai.g_02084
OG0000281	Prak.g_00905	Syai.g_01719
OG0000282	Prak.g_00772	Syai.g_01263
OG0000283	Prak.g_00949	Syai.g_01554
OG0000284	Prak.g_00954	Syai.g_01548
OG0000285	Prak.g_00959	Syai.g_01522
OG0000286	Prak.g_00972	Syai.g_01504
OG0000287	Prak.g_01238	Syai.g_01469
OG0000288	Prak.g_01011	Syai.g_01435
OG0000289	Prak.g_01027	Syai.g_01421
OG0000290	Prak.g_00923	Syai.g_02010
OG0000291	Prak.g_00921	Syai.g_02008
OG0000292	Prak.g_01217	Syai.g_02926
OG0000293	Prak.g_01182	Syai.g_02155
OG0000294	Prak.g_01181	Syai.g_02154
OG0000295	Prak.g_01158	Syai.g_02117
OG0000296	Prak.g_01156	Syai.g_02115
OG0000297	Prak.g_01147	Syai.g_01754
OG0000298	Prak.g_01146	Syai.g_01755
OG0000299	Prak.g_01127	Syai.g_01783
OG0000300	Prak.g_01124	Syai.g_01790
OG0000301	Prak.g_01123	Syai.g_01791
OG0000302	Prak.g_01121	Syai.g_01793
OG0000303	Prak.g_01115	Syai.g_01802
OG0000304	Prak.g_00594	Syai.g_01826
OG0000305	Prak.g_01215	Syai.g_02005
OG0000306	Prak.g_00909	Syai.g_02090
OG0000307	Prak.g_01338	Syai.g_00619
OG0000308	Prak.g_01339	Syai.g_00617
OG0000309	Prak.g_01343	Syai.g_00612
OG0000310	Prak.g_01377	Syai.g_00989
OG0000311	Prak.g_01379	Syai.g_00985
OG0000312	Prak.g_01382	Syai.g_00966
OG0000313	Prak.g_01395	Syai.g_00949
OG0000314	Prak.g_01418	Syai.g_00908
OG0000315	Prak.g_01428	Syai.g_00897
OG0000316	Prak.g_01453	Syai.g_02320, Syai.g_02322
OG0000317	Prak.g_01642	Syai.g_02373
OG0000318	Prak.g_01646	Syai.g_02379
OG0000319	Prak.g_01659	Syai.g_02395
OG0000320	Prak.g_01661	Syai.g_02397
OG0000321	Prak.g_01662	Syai.g_02398
OG0000322	Prak.g_01663	Syai.g_02399
OG0000323	Prak.g_01672	Syai.g_02413
OG0000324	Prak.g_01699	Syai.g_02272
OG0000325	Prak.g_01710	Syai.g_00320
OG0000326	Prak.g_01717	Syai.g_00327
OG0000327	Prak.g_01738	Syai.g_00359
OG0000328	Prak.g_01739	Syai.g_00360
OG0000329	Prak.g_01756	Syai.g_00378
OG0000330	Prak.g_01757	Syai.g_00379
OG0000331	Prak.g_01758	Syai.g_00380
OG0000332	Prak.g_01772	Syai.g_00395
OG0000333	Prak.g_01774	Syai.g_00398
OG0000334	Prak.g_01783	Syai.g_00407
OG0000335	Prak.g_01788	Syai.g_00412
OG0000336	Prak.g_01792	Syai.g_00416
OG0000337	Prak.g_01810	Syai.g_00169
OG0000338	Prak.g_01811	Syai.g_00166
OG0000339	Prak.g_01817	Syai.g_00160
OG0000340	Prak.g_01826	Syai.g_00133
OG0000341	Prak.g_01828	Syai.g_00131
OG0000342	Prak.g_01829	Syai.g_00130
OG0000343	Prak.g_01830	Syai.g_00129
OG0000344	Prak.g_01833	Syai.g_00125
OG0000345	Prak.g_01839	Syai.g_00115
OG0000346	Prak.g_01843	Syai.g_00110
OG0000347	Prak.g_01860	Syai.g_00087
OG0000348	Prak.g_01868	Syai.g_00076
OG0000349	Prak.g_01886	Syai.g_00057
OG0000350	Prak.g_00656	Syai.g_00334
OG0000351	Prak.g_01926	Syai.g_02904
OG0000352	Prak.g_01927	Syai.g_02905
OG0000353	Prak.g_01944	Syai.g_02932
OG0000355	Prak.g_00001	Syai.g_00001
OG0000356	Prak.g_00002	Syai.g_00002
OG0000357	Prak.g_00003	Syai.g_00003
OG0000358	Prak.g_00007	Syai.g_00007
OG0000359	Prak.g_00008	Syai.g_00009
OG0000360	Prak.g_00009	Syai.g_00010
OG0000361	Prak.g_00010	Syai.g_00011
OG0000362	Prak.g_00012	Syai.g_00013
OG0000363	Prak.g_00014	Syai.g_00015
OG0000364	Prak.g_00015	Syai.g_00016
OG0000365	Prak.g_00020	Syai.g_00027
OG0000366	Prak.g_00021	Syai.g_00028
OG0000367	Prak.g_00022	Syai.g_00029
OG0000368	Prak.g_00024	Syai.g_00031
OG0000369	Prak.g_00025	Syai.g_00032
OG0000370	Prak.g_00026	Syai.g_00033
OG0000371	Prak.g_00033	Syai.g_00041
OG0000372	Prak.g_00036	Syai.g_00047
OG0000373	Prak.g_00037	Syai.g_00048
OG0000374	Prak.g_00038	Syai.g_00049
OG0000375	Prak.g_00040	Syai.g_00053
OG0000376	Prak.g_00042	Syai.g_00055
OG0000377	Prak.g_00046	Syai.g_02769
OG0000378	Prak.g_00050	Syai.g_02751
OG0000379	Prak.g_00053	Syai.g_02733
OG0000380	Prak.g_00070	Syai.g_02472
OG0000381	Prak.g_00075	Syai.g_02475
OG0000382	Prak.g_00085	Syai.g_02493
OG0000383	Prak.g_00087	Syai.g_02498
OG0000384	Prak.g_00088	Syai.g_02499
OG0000385	Prak.g_00089	Syai.g_02500
OG0000386	Prak.g_00090	Syai.g_02501
OG0000387	Prak.g_00104	Syai.g_02534
OG0000388	Prak.g_00108	Syai.g_02538
OG0000389	Prak.g_00111	Syai.g_02542
OG0000390	Prak.g_00121	Syai.g_02556
OG0000391	Prak.g_00124	Syai.g_02561
OG0000392	Prak.g_00128	Syai.g_02568
OG0000393	Prak.g_00131	Syai.g_02570
OG0000394	Prak.g_00132	Syai.g_02571
OG0000395	Prak.g_00133	Syai.g_02572
OG0000396	Prak.g_00135	Syai.g_02575
OG0000397	Prak.g_00137	Syai.g_02577
OG0000398	Prak.g_00140	Syai.g_02582
OG0000399	Prak.g_00141	Syai.g_02583
OG0000400	Prak.g_00142	Syai.g_02584
OG0000401	Prak.g_00143	Syai.g_02585
OG0000402	Prak.g_01035	Syai.g_02588
OG0000403	Prak.g_00145	Syai.g_02589
OG0000404	Prak.g_00146	Syai.g_02590
OG0000405	Prak.g_00150	Syai.g_02606
OG0000406	Prak.g_00158	Syai.g_02610
OG0000407	Prak.g_00159	Syai.g_02611
OG0000408	Prak.g_00161	Syai.g_02613
OG0000409	Prak.g_00163	Syai.g_02615
OG0000410	Prak.g_00164	Syai.g_02616
OG0000411	Prak.g_00165	Syai.g_02617
OG0000412	Prak.g_00166	Syai.g_02618
OG0000413	Prak.g_00168	Syai.g_02620
OG0000414	Prak.g_00169	Syai.g_02621
OG0000415	Prak.g_00170	Syai.g_02622
OG0000416	Prak.g_00171	Syai.g_02623
OG0000417	Prak.g_00172	Syai.g_02624
OG0000418	Prak.g_00177	Syai.g_02629
OG0000419	Prak.g_00179	Syai.g_02631
OG0000420	Prak.g_00180	Syai.g_02633
OG0000421	Prak.g_00185	Syai.g_02638
OG0000422	Prak.g_00186	Syai.g_02639
OG0000423	Prak.g_00187	Syai.g_02640
OG0000424	Prak.g_00188	Syai.g_02641
OG0000425	Prak.g_00189	Syai.g_02642
OG0000426	Prak.g_00190	Syai.g_02643
OG0000427	Prak.g_00191	Syai.g_02644
OG0000428	Prak.g_00193	Syai.g_02647
OG0000429	Prak.g_00194	Syai.g_02649
OG0000430	Prak.g_00195	Syai.g_02650
OG0000431	Prak.g_00197	Syai.g_02654
OG0000432	Prak.g_00201	Syai.g_02660
OG0000433	Prak.g_00202	Syai.g_02662
OG0000434	Prak.g_00203	Syai.g_02663
OG0000435	Prak.g_00204	Syai.g_02666
OG0000436	Prak.g_00209	Syai.g_02671
OG0000437	Prak.g_00210	Syai.g_02672
OG0000438	Prak.g_00211	Syai.g_02673
OG0000439	Prak.g_00213	Syai.g_02675
OG0000440	Prak.g_00214	Syai.g_02676
OG0000441	Prak.g_00217	Syai.g_02681
OG0000442	Prak.g_00218	Syai.g_02682
OG0000443	Prak.g_00219	Syai.g_02683
OG0000444	Prak.g_00225	Syai.g_02688
OG0000445	Prak.g_00226	Syai.g_02689
OG0000446	Prak.g_00227	Syai.g_02690
OG0000447	Prak.g_00228	Syai.g_02693
OG0000448	Prak.g_00229	Syai.g_02694
OG0000449	Prak.g_00230	Syai.g_02695
OG0000450	Prak.g_00231	Syai.g_02696
OG0000451	Prak.g_00232	Syai.g_02697
OG0000452	Prak.g_00235	Syai.g_02701
OG0000453	Prak.g_00236	Syai.g_02702
OG0000454	Prak.g_00237	Syai.g_02703
OG0000455	Prak.g_00238	Syai.g_02704
OG0000456	Prak.g_00239	Syai.g_02705
OG0000457	Prak.g_00241	Syai.g_02707
OG0000458	Prak.g_00242	Syai.g_02708
OG0000459	Prak.g_00243	Syai.g_02709
OG0000460	Prak.g_00251	Syai.g_00535
OG0000461	Prak.g_00259	Syai.g_00314
OG0000462	Prak.g_00261	Syai.g_00311
OG0000463	Prak.g_00262	Syai.g_00310
OG0000464	Prak.g_00263	Syai.g_00309
OG0000465	Prak.g_00264	Syai.g_00307
OG0000466	Prak.g_00267	Syai.g_00303
OG0000467	Prak.g_00268	Syai.g_00301
OG0000468	Prak.g_00271	Syai.g_00296
OG0000469	Prak.g_00279	Syai.g_00282
OG0000470	Prak.g_00281	Syai.g_00280
OG0000471	Prak.g_00282	Syai.g_00279
OG0000472	Prak.g_00284	Syai.g_00277
OG0000473	Prak.g_00286	Syai.g_00275
OG0000474	Prak.g_00287	Syai.g_00274
OG0000475	Prak.g_00288	Syai.g_00273
OG0000476	Prak.g_00290	Syai.g_00271
OG0000477	Prak.g_00293	Syai.g_00265
OG0000478	Prak.g_00294	Syai.g_00264
OG0000479	Prak.g_00295	Syai.g_00263
OG0000480	Prak.g_00300	Syai.g_00256
OG0000481	Prak.g_00303	Syai.g_00254
OG0000482	Prak.g_00304	Syai.g_00253
OG0000483	Prak.g_00307	Syai.g_00249
OG0000484	Prak.g_00308	Syai.g_00248
OG0000485	Prak.g_00310	Syai.g_00247
OG0000486	Prak.g_00311	Syai.g_00246
OG0000487	Prak.g_00314	Syai.g_00240
OG0000488	Prak.g_00317	Syai.g_00236
OG0000489	Prak.g_00322	Syai.g_00226
OG0000490	Prak.g_00326	Syai.g_00218
OG0000491	Prak.g_00327	Syai.g_00217
OG0000492	Prak.g_00329	Syai.g_00214
OG0000493	Prak.g_00330	Syai.g_00213
OG0000494	Prak.g_00331	Syai.g_00212
OG0000495	Prak.g_00332	Syai.g_00211
OG0000496	Prak.g_00333	Syai.g_00210
OG0000497	Prak.g_00334	Syai.g_00209
OG0000498	Prak.g_00335	Syai.g_00208
OG0000499	Prak.g_00336	Syai.g_00207
OG0000500	Prak.g_00337	Syai.g_00206
OG0000501	Prak.g_00338	Syai.g_00203
OG0000502	Prak.g_00341	Syai.g_00192
OG0000503	Prak.g_00356	Syai.g_00486
OG0000504	Prak.g_00358	Syai.g_00488
OG0000505	Prak.g_00359	Syai.g_00489
OG0000506	Prak.g_00360	Syai.g_00491
OG0000507	Prak.g_00363	Syai.g_00497
OG0000508	Prak.g_00367	Syai.g_00501
OG0000509	Prak.g_00369	Syai.g_00503
OG0000510	Prak.g_00370	Syai.g_00504
OG0000511	Prak.g_00371	Syai.g_00505
OG0000512	Prak.g_00373	Syai.g_00507
OG0000513	Prak.g_00382	Syai.g_00521
OG0000514	Prak.g_00393	Syai.g_00528
OG0000515	Prak.g_00394	Syai.g_00529
OG0000516	Prak.g_00395	Syai.g_02223
OG0000517	Prak.g_00397	Syai.g_02229
OG0000518	Prak.g_00408	Syai.g_02211
OG0000519	Prak.g_00409	Syai.g_02210
OG0000520	Prak.g_00410	Syai.g_02209
OG0000521	Prak.g_00418	Syai.g_00842
OG0000522	Prak.g_00420	Syai.g_00844
OG0000523	Prak.g_00421	Syai.g_00845
OG0000524	Prak.g_00426	Syai.g_00852
OG0000525	Prak.g_00430	Syai.g_00856
OG0000526	Prak.g_00431	Syai.g_00859
OG0000527	Prak.g_00434	Syai.g_00863
OG0000528	Prak.g_00439	Syai.g_00633
OG0000529	Prak.g_00442	Syai.g_00639
OG0000530	Prak.g_00445	Syai.g_00642
OG0000531	Prak.g_00446	Syai.g_00643
OG0000532	Prak.g_00448	Syai.g_00646
OG0000533	Prak.g_00449	Syai.g_00647
OG0000534	Prak.g_00450	Syai.g_00648
OG0000535	Prak.g_00451	Syai.g_00649
OG0000536	Prak.g_00452	Syai.g_00650
OG0000537	Prak.g_00453	Syai.g_00651
OG0000538	Prak.g_00462	Syai.g_00662
OG0000539	Prak.g_00463	Syai.g_00663
OG0000540	Prak.g_00464	Syai.g_00664
OG0000541	Prak.g_00465	Syai.g_00665
OG0000542	Prak.g_00466	Syai.g_00668
OG0000543	Prak.g_00468	Syai.g_00670
OG0000544	Prak.g_00469	Syai.g_00671
OG0000545	Prak.g_00471	Syai.g_00673
OG0000546	Prak.g_00474	Syai.g_00675
OG0000547	Prak.g_00476	Syai.g_00677
OG0000548	Prak.g_00477	Syai.g_00678
OG0000549	Prak.g_00479	Syai.g_00684
OG0000550	Prak.g_00483	Syai.g_00689
OG0000551	Prak.g_00486	Syai.g_00694
OG0000552	Prak.g_00487	Syai.g_00695
OG0000553	Prak.g_00488	Syai.g_00698
OG0000554	Prak.g_00493	Syai.g_00708
OG0000555	Prak.g_00501	Syai.g_00725
OG0000556	Prak.g_00503	Syai.g_00728
OG0000557	Prak.g_00504	Syai.g_00730
OG0000558	Prak.g_00507	Syai.g_00732
OG0000559	Prak.g_00511	Syai.g_00736
OG0000560	Prak.g_00514	Syai.g_00739
OG0000561	Prak.g_00515	Syai.g_00740
OG0000562	Prak.g_00516	Syai.g_00741
OG0000563	Prak.g_00517	Syai.g_00742
OG0000564	Prak.g_00518	Syai.g_00743
OG0000565	Prak.g_00520	Syai.g_00746
OG0000566	Prak.g_00524	Syai.g_00750
OG0000567	Prak.g_00528	Syai.g_00754
OG0000568	Prak.g_00529	Syai.g_00758
OG0000569	Prak.g_00530	Syai.g_00759
OG0000570	Prak.g_00531	Syai.g_00760
OG0000571	Prak.g_00533	Syai.g_00764
OG0000572	Prak.g_00547	Syai.g_00782
OG0000573	Prak.g_00553	Syai.g_00790
OG0000574	Prak.g_00554	Syai.g_00796
OG0000575	Prak.g_00558	Syai.g_00800
OG0000576	Prak.g_00560	Syai.g_00802
OG0000577	Prak.g_00561	Syai.g_00803
OG0000578	Prak.g_00562	Syai.g_00804
OG0000579	Prak.g_00563	Syai.g_00805
OG0000580	Prak.g_00564	Syai.g_00806
OG0000581	Prak.g_00567	Syai.g_00812
OG0000582	Prak.g_00570	Syai.g_01042
