Orthogroup	Prak	Prad
OG0000075	Prak.g_01816	Prad.g_00775
OG0000076	Prak.g_01842	Prad.g_01631
OG0000077	Prak.g_00083	Prad.g_01915
OG0000078	Prak.g_00256	Prad.g_01752
OG0000079	Prak.g_00269	Prad.g_01739
OG0000081	Prak.g_00490	Prad.g_00098
OG0000082	Prak.g_00546, Prak.g_01634	Prad.g_01374
OG0000084	Prak.g_01388	Prad.g_00519
OG0000085	Prak.g_01637, Prak.g_01516	Prad.g_00948
OG0000086	Prak.g_00092	Prad.g_01905
OG0000087	Prak.g_00147	Prad.g_01854
OG0000088	Prak.g_00178	Prad.g_01825
OG0000089	Prak.g_00379	Prad.g_00755
OG0000090	Prak.g_00492	Prad.g_00096
OG0000091	Prak.g_01100	Prad.g_01431
OG0000092	Prak.g_00775	Prad.g_00240
OG0000093	Prak.g_01071	Prad.g_00218
OG0000094	Prak.g_01022	Prad.g_01038
OG0000095	Prak.g_00920	Prad.g_01018
OG0000096	Prak.g_00702	Prad.g_00650, Prad.g_00330
OG0000097	Prak.g_01126	Prad.g_01454
OG0000098	Prak.g_01305	Prad.g_00612
OG0000099	Prak.g_01352	Prad.g_00566
OG0000100	Prak.g_01470	Prad.g_00440
OG0000101	Prak.g_01780	Prad.g_00807
OG0000102	Prak.g_01847	Prad.g_01626
OG0000103	Prak.g_01932	Prad.g_01548
OG0000104	Prak.g_01941	Prad.g_01540
OG0000105	Prak.g_00292	Prad.g_01717
OG0000106	Prak.g_00687	Prad.g_00739
OG0000107	Prak.g_01709	Prad.g_00724
OG0000108	Prak.g_00441	Prad.g_00027
OG0000109	Prak.g_00455	Prad.g_00013
OG0000110	Prak.g_00535	Prad.g_01364
OG0000111	Prak.g_00830	Prad.g_01273
OG0000112	Prak.g_00608	Prad.g_01109
OG0000113	Prak.g_00868	Prad.g_01168
OG0000114	Prak.g_00770	Prad.g_00245
OG0000115	Prak.g_01241	Prad.g_00641
OG0000116	Prak.g_01183	Prad.g_01506
OG0000117	Prak.g_01145	Prad.g_01214
OG0000118	Prak.g_01290	Prad.g_00616
OG0000119	Prak.g_01226, Prak.g_01488	Prad.g_00598
OG0000120	Prak.g_01349	Prad.g_00564
OG0000121	Prak.g_01393	Prad.g_00513
OG0000122	Prak.g_01248, Prak.g_01434	Prad.g_00474
OG0000123	Prak.g_01787	Prad.g_00800
OG0000124	Prak.g_01859	Prad.g_01616
OG0000125	Prak.g_01895	Prad.g_01580
OG0000126	Prak.g_01940	Prad.g_01541
OG0000128	Prak.g_00011	Prad.g_01975
OG0000129	Prak.g_00045	Prad.g_01943
OG0000130	Prak.g_00074	Prad.g_01924
OG0000131	Prak.g_00156	Prad.g_01846
OG0000132	Prak.g_00176	Prad.g_01827
OG0000133	Prak.g_00339	Prad.g_01669
OG0000134	Prak.g_00381	Prad.g_00754
OG0000135	Prak.g_01259	Prad.g_00727
OG0000136	Prak.g_00403	Prad.g_00066
OG0000137	Prak.g_00436	Prad.g_00032
OG0000138	Prak.g_00456	Prad.g_00012
OG0000139	Prak.g_00496	Prad.g_00092
OG0000140	Prak.g_00497	Prad.g_00091
OG0000141	Prak.g_00569	Prad.g_01396
OG0000142	Prak.g_01108	Prad.g_01424
OG0000143	Prak.g_01104	Prad.g_01428
OG0000144	Prak.g_01090	Prad.g_01226
OG0000145	Prak.g_01261	Prad.g_01107
OG0000146	Prak.g_00607	Prad.g_01110
OG0000147	Prak.g_00606	Prad.g_01111
OG0000148	Prak.g_00862	Prad.g_01162
OG0000149	Prak.g_00894	Prad.g_00301
OG0000150	Prak.g_00904	Prad.g_00293
OG0000151	Prak.g_00780	Prad.g_00235
OG0000152	Prak.g_00973	Prad.g_00186
OG0000153	Prak.g_00992	Prad.g_00167
OG0000154	Prak.g_01012	Prad.g_00139
OG0000155	Prak.g_01151	Prad.g_01476
OG0000156	Prak.g_01266	Prad.g_00359
OG0000157	Prak.g_01267	Prad.g_00360
OG0000158	Prak.g_01824	Prad.g_00567
OG0000159	Prak.g_00065	Prad.g_00563
OG0000160	Prak.g_01392	Prad.g_00514
OG0000161	Prak.g_01398	Prad.g_00508
OG0000162	Prak.g_01404	Prad.g_00502
OG0000163	Prak.g_01443	Prad.g_00467
OG0000164	Prak.g_01669	Prad.g_00917
OG0000165	Prak.g_01676	Prad.g_00910
OG0000166	Prak.g_01743	Prad.g_00843
OG0000167	Prak.g_01814	Prad.g_00777
OG0000168	Prak.g_01825	Prad.g_00767
OG0000169	Prak.g_01835	Prad.g_01637
OG0000170	Prak.g_01838	Prad.g_01635
OG0000171	Prak.g_01858	Prad.g_01617
OG0000172	Prak.g_01865	Prad.g_01609
OG0000173	Prak.g_01880	Prad.g_01594
OG0000174	Prak.g_01910	Prad.g_01566
OG0000175	Prak.g_01923	Prad.g_01556
OG0000176	Prak.g_00004	Prad.g_01532
OG0000177	Prak.g_00005	Prad.g_01531
OG0000178	Prak.g_00006	Prad.g_01530
OG0000179	Prak.g_00016	Prad.g_01970
OG0000180	Prak.g_00017	Prad.g_01969
OG0000181	Prak.g_00018	Prad.g_01968
OG0000182	Prak.g_00019	Prad.g_01967
OG0000183	Prak.g_00023	Prad.g_01963
OG0000184	Prak.g_00049	Prad.g_01940
OG0000185	Prak.g_00052	Prad.g_01937
OG0000186	Prak.g_00068	Prad.g_01929
OG0000187	Prak.g_00069	Prad.g_01928
OG0000188	Prak.g_00086	Prad.g_01911
OG0000189	Prak.g_00100	Prad.g_01897
OG0000190	Prak.g_00102	Prad.g_01896
OG0000191	Prak.g_00125	Prad.g_01876
OG0000192	Prak.g_00130	Prad.g_01872
OG0000193	Prak.g_00157	Prad.g_01845
OG0000194	Prak.g_00160	Prad.g_01842
OG0000195	Prak.g_00162	Prad.g_01840
OG0000196	Prak.g_00173	Prad.g_01830
OG0000197	Prak.g_00174	Prad.g_01829
OG0000198	Prak.g_00175	Prad.g_01828
OG0000199	Prak.g_00182	Prad.g_01821
OG0000200	Prak.g_00196	Prad.g_01807
OG0000201	Prak.g_00205	Prad.g_01799
OG0000202	Prak.g_00206	Prad.g_01798
OG0000203	Prak.g_00207	Prad.g_01797
OG0000204	Prak.g_00208	Prad.g_01796
OG0000205	Prak.g_00215	Prad.g_01789
OG0000206	Prak.g_00220	Prad.g_01784
OG0000207	Prak.g_00223	Prad.g_01782
OG0000208	Prak.g_00224	Prad.g_01781
OG0000209	Prak.g_00233	Prad.g_01772
OG0000210	Prak.g_00234	Prad.g_01771
OG0000211	Prak.g_00249	Prad.g_01758
OG0000212	Prak.g_00257	Prad.g_01751
OG0000213	Prak.g_00275	Prad.g_01734
OG0000214	Prak.g_00285	Prad.g_01724
OG0000215	Prak.g_00312	Prad.g_01699
OG0000216	Prak.g_00313	Prad.g_01697
OG0000217	Prak.g_00316	Prad.g_01694
OG0000218	Prak.g_00318	Prad.g_01692
OG0000219	Prak.g_00319	Prad.g_01691
OG0000220	Prak.g_00320	Prad.g_01690
OG0000221	Prak.g_00321	Prad.g_01689
OG0000222	Prak.g_00328	Prad.g_01681
OG0000223	Prak.g_00340	Prad.g_01668
OG0000224	Prak.g_00342	Prad.g_01666
OG0000225	Prak.g_00368	Prad.g_01645
OG0000226	Prak.g_00372	Prad.g_00761
OG0000227	Prak.g_00374	Prad.g_00759
OG0000228	Prak.g_00378	Prad.g_00756
OG0000229	Prak.g_00398	Prad.g_00666
OG0000230	Prak.g_00400	Prad.g_00069
OG0000231	Prak.g_00411	Prad.g_00058
OG0000232	Prak.g_00422	Prad.g_00049
OG0000233	Prak.g_00428	Prad.g_00043
OG0000234	Prak.g_00437	Prad.g_00031
OG0000235	Prak.g_00440	Prad.g_00028
OG0000236	Prak.g_00454	Prad.g_00014
OG0000237	Prak.g_00467	Prad.g_00123
OG0000238	Prak.g_00473	Prad.g_00117
OG0000239	Prak.g_00484	Prad.g_00104
OG0000240	Prak.g_00485	Prad.g_00103
OG0000241	Prak.g_00489	Prad.g_00099
OG0000242	Prak.g_00491	Prad.g_00097
OG0000243	Prak.g_00502	Prad.g_01333
OG0000244	Prak.g_00506	Prad.g_01336
OG0000245	Prak.g_00508	Prad.g_01338
OG0000246	Prak.g_00512	Prad.g_01342
OG0000247	Prak.g_00522	Prad.g_01352
OG0000248	Prak.g_00525	Prad.g_01354
OG0000249	Prak.g_00527	Prad.g_01356
OG0000250	Prak.g_00532	Prad.g_01361
OG0000251	Prak.g_00552	Prad.g_01380
OG0000252	Prak.g_00555	Prad.g_01383
OG0000253	Prak.g_00556	Prad.g_01384
OG0000254	Prak.g_00573	Prad.g_01400
OG0000255	Prak.g_00579	Prad.g_01406
OG0000256	Prak.g_00589	Prad.g_01416
OG0000257	Prak.g_01113	Prad.g_01419
OG0000258	Prak.g_01099	Prad.g_01432
OG0000259	Prak.g_01082	Prad.g_01234
OG0000260	Prak.g_01079	Prad.g_01237
OG0000261	Prak.g_01076	Prad.g_01239
OG0000262	Prak.g_01072	Prad.g_01243
OG0000263	Prak.g_00808	Prad.g_01255
OG0000264	Prak.g_00819	Prad.g_01265
OG0000265	Prak.g_00837	Prad.g_01049
OG0000266	Prak.g_01053	Prad.g_01059
OG0000267	Prak.g_01041	Prad.g_01070
OG0000268	Prak.g_01040	Prad.g_01071
OG0000269	Prak.g_00840	Prad.g_01141
OG0000270	Prak.g_00843	Prad.g_01144
OG0000271	Prak.g_00851	Prad.g_01152
OG0000272	Prak.g_00852	Prad.g_01153
OG0000273	Prak.g_00876	Prad.g_01176
OG0000274	Prak.g_00877	Prad.g_01177
OG0000275	Prak.g_00880	Prad.g_01180
OG0000276	Prak.g_00886	Prad.g_01185
OG0000277	Prak.g_00887	Prad.g_00308
OG0000278	Prak.g_00890	Prad.g_00305
OG0000279	Prak.g_00897	Prad.g_00298
OG0000280	Prak.g_00898	Prad.g_00297
OG0000281	Prak.g_00905	Prad.g_00292
OG0000282	Prak.g_00772	Prad.g_00243
OG0000283	Prak.g_00949	Prad.g_00209
OG0000284	Prak.g_00954	Prad.g_00204
OG0000285	Prak.g_00959	Prad.g_00199
OG0000286	Prak.g_00972	Prad.g_00187
OG0000287	Prak.g_01238	Prad.g_00170
OG0000288	Prak.g_01011	Prad.g_00140
OG0000289	Prak.g_01027	Prad.g_01035
OG0000290	Prak.g_00923	Prad.g_01021
OG0000291	Prak.g_00921	Prad.g_01019
OG0000292	Prak.g_01217	Prad.g_00972
OG0000293	Prak.g_01182	Prad.g_01505
OG0000294	Prak.g_01181	Prad.g_01504
OG0000295	Prak.g_01158	Prad.g_01484
OG0000296	Prak.g_01156	Prad.g_01482
OG0000297	Prak.g_01147	Prad.g_01474
OG0000298	Prak.g_01146	Prad.g_01473
OG0000299	Prak.g_01127	Prad.g_01455
OG0000300	Prak.g_01124	Prad.g_01452
OG0000301	Prak.g_01123	Prad.g_01451
OG0000302	Prak.g_01121	Prad.g_01449
OG0000303	Prak.g_01115	Prad.g_01442
OG0000304	Prak.g_00594	Prad.g_01438
OG0000305	Prak.g_01215	Prad.g_00602
OG0000306	Prak.g_00909	Prad.g_00599
OG0000307	Prak.g_01338	Prad.g_00585
OG0000308	Prak.g_01339	Prad.g_00584
OG0000309	Prak.g_01343	Prad.g_00580
OG0000310	Prak.g_01377	Prad.g_00530
OG0000311	Prak.g_01379	Prad.g_00528
OG0000312	Prak.g_01382	Prad.g_00525
OG0000313	Prak.g_01395	Prad.g_00511
OG0000314	Prak.g_01418	Prad.g_00487
OG0000315	Prak.g_01428	Prad.g_00477
OG0000316	Prak.g_01453	Prad.g_00457
OG0000317	Prak.g_01642	Prad.g_00943
OG0000318	Prak.g_01646	Prad.g_00940
OG0000319	Prak.g_01659	Prad.g_00927
OG0000320	Prak.g_01661	Prad.g_00925
OG0000321	Prak.g_01662	Prad.g_00924
OG0000322	Prak.g_01663	Prad.g_00923
OG0000323	Prak.g_01672	Prad.g_00914
OG0000324	Prak.g_01699	Prad.g_00887
OG0000325	Prak.g_01710	Prad.g_00878
OG0000326	Prak.g_01717	Prad.g_00872
OG0000327	Prak.g_01738	Prad.g_00848
OG0000328	Prak.g_01739	Prad.g_00847
OG0000329	Prak.g_01756	Prad.g_00830
OG0000330	Prak.g_01757	Prad.g_00829
OG0000331	Prak.g_01758	Prad.g_00828
OG0000332	Prak.g_01772	Prad.g_00814
OG0000333	Prak.g_01774	Prad.g_00812
OG0000334	Prak.g_01783	Prad.g_00804
OG0000335	Prak.g_01788	Prad.g_00799
OG0000336	Prak.g_01792	Prad.g_00795
OG0000337	Prak.g_01810	Prad.g_00779
OG0000338	Prak.g_01811	Prad.g_00778
OG0000339	Prak.g_01817	Prad.g_00774
OG0000340	Prak.g_01826	Prad.g_00766, Prad.g_01294
OG0000341	Prak.g_01828	Prad.g_00764
OG0000342	Prak.g_01829	Prad.g_00763
OG0000343	Prak.g_01830	Prad.g_00762
OG0000344	Prak.g_01833	Prad.g_01639
OG0000345	Prak.g_01839	Prad.g_01634
OG0000346	Prak.g_01843	Prad.g_01630
OG0000347	Prak.g_01860	Prad.g_01615
OG0000348	Prak.g_01868	Prad.g_01606
OG0000349	Prak.g_01886	Prad.g_01589
OG0000350	Prak.g_00656	Prad.g_01570
OG0000351	Prak.g_01926	Prad.g_01553
OG0000352	Prak.g_01927	Prad.g_01552
OG0000353	Prak.g_01944	Prad.g_01537
OG0000355	Prak.g_00001	Prad.g_01535
OG0000356	Prak.g_00002	Prad.g_01534
OG0000357	Prak.g_00003	Prad.g_01533
OG0000358	Prak.g_00007	Prad.g_01529
OG0000359	Prak.g_00008	Prad.g_01528
OG0000360	Prak.g_00009	Prad.g_01527
OG0000361	Prak.g_00010	Prad.g_01976
OG0000362	Prak.g_00012	Prad.g_01974
OG0000363	Prak.g_00014	Prad.g_01972
OG0000364	Prak.g_00015	Prad.g_01971
OG0000365	Prak.g_00020	Prad.g_01966
OG0000366	Prak.g_00021	Prad.g_01965
OG0000367	Prak.g_00022	Prad.g_01964
OG0000368	Prak.g_00024	Prad.g_01962
OG0000369	Prak.g_00025	Prad.g_01961
OG0000370	Prak.g_00026	Prad.g_01960
OG0000371	Prak.g_00033	Prad.g_01954
OG0000372	Prak.g_00036	Prad.g_01951
OG0000373	Prak.g_00037	Prad.g_01950
OG0000374	Prak.g_00038	Prad.g_01949
OG0000375	Prak.g_00040	Prad.g_01947
OG0000376	Prak.g_00042	Prad.g_01945
OG0000377	Prak.g_00046	Prad.g_01941
OG0000378	Prak.g_00050	Prad.g_01939
OG0000379	Prak.g_00053	Prad.g_01936
OG0000380	Prak.g_00070	Prad.g_01927
OG0000381	Prak.g_00075	Prad.g_01923
OG0000382	Prak.g_00085	Prad.g_01912
OG0000383	Prak.g_00087	Prad.g_01910
OG0000384	Prak.g_00088	Prad.g_01909
OG0000385	Prak.g_00089	Prad.g_01908
OG0000386	Prak.g_00090	Prad.g_01907
OG0000387	Prak.g_00104	Prad.g_01894
OG0000388	Prak.g_00108	Prad.g_01891
OG0000389	Prak.g_00111	Prad.g_01887
OG0000390	Prak.g_00121	Prad.g_01880
OG0000391	Prak.g_00124	Prad.g_01877
OG0000392	Prak.g_00128	Prad.g_01873
OG0000393	Prak.g_00131	Prad.g_01871
OG0000394	Prak.g_00132	Prad.g_01870
OG0000395	Prak.g_00133	Prad.g_01869
OG0000396	Prak.g_00135	Prad.g_01866
OG0000397	Prak.g_00137	Prad.g_01864
OG0000398	Prak.g_00140	Prad.g_01862
OG0000399	Prak.g_00141	Prad.g_01861
OG0000400	Prak.g_00142	Prad.g_01860
OG0000401	Prak.g_00143	Prad.g_01859
OG0000402	Prak.g_01035	Prad.g_01857
OG0000403	Prak.g_00145	Prad.g_01856
OG0000404	Prak.g_00146	Prad.g_01855
OG0000405	Prak.g_00150	Prad.g_01851
OG0000406	Prak.g_00158	Prad.g_01844
OG0000407	Prak.g_00159	Prad.g_01843
OG0000408	Prak.g_00161	Prad.g_01841
OG0000409	Prak.g_00163	Prad.g_01839
OG0000410	Prak.g_00164	Prad.g_01838
OG0000411	Prak.g_00165	Prad.g_01837
OG0000412	Prak.g_00166	Prad.g_01836
OG0000413	Prak.g_00168	Prad.g_01835
OG0000414	Prak.g_00169	Prad.g_01834
OG0000415	Prak.g_00170	Prad.g_01833
OG0000416	Prak.g_00171	Prad.g_01832
OG0000417	Prak.g_00172	Prad.g_01831
OG0000418	Prak.g_00177	Prad.g_01826
OG0000419	Prak.g_00179	Prad.g_01824
OG0000420	Prak.g_00180	Prad.g_01823
OG0000421	Prak.g_00185	Prad.g_01818
OG0000422	Prak.g_00186	Prad.g_01817
OG0000423	Prak.g_00187	Prad.g_01816
OG0000424	Prak.g_00188	Prad.g_01815
OG0000425	Prak.g_00189	Prad.g_01814
OG0000426	Prak.g_00190	Prad.g_01813
OG0000427	Prak.g_00191	Prad.g_01812
OG0000428	Prak.g_00193	Prad.g_01810
OG0000429	Prak.g_00194	Prad.g_01809
OG0000430	Prak.g_00195	Prad.g_01808
OG0000431	Prak.g_00197	Prad.g_01806
OG0000432	Prak.g_00201	Prad.g_01803
OG0000433	Prak.g_00202	Prad.g_01802
OG0000434	Prak.g_00203	Prad.g_01801
OG0000435	Prak.g_00204	Prad.g_01800
OG0000436	Prak.g_00209	Prad.g_01795
OG0000437	Prak.g_00210	Prad.g_01794
OG0000438	Prak.g_00211	Prad.g_01793
OG0000439	Prak.g_00213	Prad.g_01791
OG0000440	Prak.g_00214	Prad.g_01790
OG0000441	Prak.g_00217	Prad.g_01787
OG0000442	Prak.g_00218	Prad.g_01786
OG0000443	Prak.g_00219	Prad.g_01785
OG0000444	Prak.g_00225	Prad.g_01780
OG0000445	Prak.g_00226	Prad.g_01779
OG0000446	Prak.g_00227	Prad.g_01778
OG0000447	Prak.g_00228	Prad.g_01777
OG0000448	Prak.g_00229	Prad.g_01776
OG0000449	Prak.g_00230	Prad.g_01775
OG0000450	Prak.g_00231	Prad.g_01774
OG0000451	Prak.g_00232	Prad.g_01773
OG0000452	Prak.g_00235	Prad.g_01770
OG0000453	Prak.g_00236	Prad.g_01769
OG0000454	Prak.g_00237	Prad.g_01768
OG0000455	Prak.g_00238	Prad.g_01767
OG0000456	Prak.g_00239	Prad.g_01766
OG0000457	Prak.g_00241	Prad.g_01765
OG0000458	Prak.g_00242	Prad.g_01764
OG0000459	Prak.g_00243	Prad.g_01763
OG0000460	Prak.g_00251	Prad.g_01756
OG0000461	Prak.g_00259	Prad.g_01749
OG0000462	Prak.g_00261	Prad.g_01747
OG0000463	Prak.g_00262	Prad.g_01746
OG0000464	Prak.g_00263	Prad.g_01745
OG0000465	Prak.g_00264	Prad.g_01744
OG0000466	Prak.g_00267	Prad.g_01741
OG0000467	Prak.g_00268	Prad.g_01740
OG0000468	Prak.g_00271	Prad.g_01738
OG0000469	Prak.g_00279	Prad.g_01729
OG0000470	Prak.g_00281	Prad.g_01727
OG0000471	Prak.g_00282	Prad.g_01726
OG0000472	Prak.g_00284	Prad.g_01725
OG0000473	Prak.g_00286	Prad.g_01723
OG0000474	Prak.g_00287	Prad.g_01722
OG0000475	Prak.g_00288	Prad.g_01721
OG0000476	Prak.g_00290	Prad.g_01720
OG0000477	Prak.g_00293	Prad.g_01716
OG0000478	Prak.g_00294	Prad.g_01715
OG0000479	Prak.g_00295	Prad.g_01714
OG0000480	Prak.g_00300	Prad.g_01709
OG0000481	Prak.g_00303	Prad.g_01707
OG0000482	Prak.g_00304	Prad.g_01706
OG0000483	Prak.g_00307	Prad.g_01703
OG0000484	Prak.g_00308	Prad.g_01702
OG0000485	Prak.g_00310	Prad.g_01701
OG0000486	Prak.g_00311	Prad.g_01700
OG0000487	Prak.g_00314	Prad.g_01696
OG0000488	Prak.g_00317	Prad.g_01693
OG0000489	Prak.g_00322	Prad.g_01688
OG0000490	Prak.g_00326	Prad.g_01683
OG0000491	Prak.g_00327	Prad.g_01682
OG0000492	Prak.g_00329	Prad.g_01680
OG0000493	Prak.g_00330	Prad.g_01679
OG0000494	Prak.g_00331	Prad.g_01678
OG0000495	Prak.g_00332	Prad.g_01677
OG0000496	Prak.g_00333	Prad.g_01676
OG0000497	Prak.g_00334	Prad.g_01675
OG0000498	Prak.g_00335	Prad.g_01674
OG0000499	Prak.g_00336	Prad.g_01673
OG0000500	Prak.g_00337	Prad.g_01672
OG0000501	Prak.g_00338	Prad.g_01670
OG0000502	Prak.g_00341	Prad.g_01667
OG0000503	Prak.g_00356	Prad.g_01657
OG0000504	Prak.g_00358	Prad.g_01656
OG0000505	Prak.g_00359	Prad.g_01655
OG0000506	Prak.g_00360	Prad.g_01653
OG0000507	Prak.g_00363	Prad.g_01650
OG0000508	Prak.g_00367	Prad.g_01646
OG0000509	Prak.g_00369	Prad.g_01644
OG0000510	Prak.g_00370	Prad.g_01643
OG0000511	Prak.g_00371	Prad.g_01642
OG0000512	Prak.g_00373	Prad.g_00760
OG0000513	Prak.g_00382	Prad.g_00753
OG0000514	Prak.g_00393	Prad.g_00671
OG0000515	Prak.g_00394	Prad.g_00670
OG0000516	Prak.g_00395	Prad.g_00669
OG0000517	Prak.g_00397	Prad.g_00667
OG0000518	Prak.g_00408	Prad.g_00061
OG0000519	Prak.g_00409	Prad.g_00060
OG0000520	Prak.g_00410	Prad.g_00059
OG0000521	Prak.g_00418	Prad.g_00054
OG0000522	Prak.g_00420	Prad.g_00052
OG0000523	Prak.g_00421	Prad.g_00051
OG0000524	Prak.g_00426	Prad.g_00045
OG0000525	Prak.g_00430	Prad.g_00042
OG0000526	Prak.g_00431	Prad.g_00041
OG0000527	Prak.g_00434	Prad.g_00034
OG0000528	Prak.g_00439	Prad.g_00029
OG0000529	Prak.g_00442	Prad.g_00026
OG0000530	Prak.g_00445	Prad.g_00023
OG0000531	Prak.g_00446	Prad.g_00022
OG0000532	Prak.g_00448	Prad.g_00020
OG0000533	Prak.g_00449	Prad.g_00019
OG0000534	Prak.g_00450	Prad.g_00018
OG0000535	Prak.g_00451	Prad.g_00017
OG0000536	Prak.g_00452	Prad.g_00016
OG0000537	Prak.g_00453	Prad.g_00015
OG0000538	Prak.g_00462	Prad.g_00129
OG0000539	Prak.g_00463	Prad.g_00128
OG0000540	Prak.g_00464	Prad.g_00127
OG0000541	Prak.g_00465	Prad.g_00126
OG0000542	Prak.g_00466	Prad.g_00124
OG0000543	Prak.g_00468	Prad.g_00122
OG0000544	Prak.g_00469	Prad.g_00121
OG0000545	Prak.g_00471	Prad.g_00119
OG0000546	Prak.g_00474	Prad.g_00116
OG0000547	Prak.g_00476	Prad.g_00114
OG0000548	Prak.g_00477	Prad.g_00113
OG0000549	Prak.g_00479	Prad.g_00111
OG0000550	Prak.g_00483	Prad.g_00106
OG0000551	Prak.g_00486	Prad.g_00102
OG0000552	Prak.g_00487	Prad.g_00101
OG0000553	Prak.g_00488	Prad.g_00100
OG0000554	Prak.g_00493	Prad.g_00095
OG0000555	Prak.g_00501	Prad.g_01332
OG0000556	Prak.g_00503	Prad.g_01334
OG0000557	Prak.g_00504	Prad.g_01335
OG0000558	Prak.g_00507	Prad.g_01337
OG0000559	Prak.g_00511	Prad.g_01341
OG0000560	Prak.g_00514	Prad.g_01344
OG0000561	Prak.g_00515	Prad.g_01345
OG0000562	Prak.g_00516	Prad.g_01346
OG0000563	Prak.g_00517	Prad.g_01347
OG0000564	Prak.g_00518	Prad.g_01348
OG0000565	Prak.g_00520	Prad.g_01351
OG0000566	Prak.g_00524	Prad.g_01353
OG0000567	Prak.g_00528	Prad.g_01357
OG0000568	Prak.g_00529	Prad.g_01358
OG0000569	Prak.g_00530	Prad.g_01359
OG0000570	Prak.g_00531	Prad.g_01360
OG0000571	Prak.g_00533	Prad.g_01362
OG0000572	Prak.g_00547	Prad.g_01375
OG0000573	Prak.g_00553	Prad.g_01381
OG0000574	Prak.g_00554	Prad.g_01382
OG0000575	Prak.g_00558	Prad.g_01386
OG0000576	Prak.g_00560	Prad.g_01388
OG0000577	Prak.g_00561	Prad.g_01389
OG0000578	Prak.g_00562	Prad.g_01390
OG0000579	Prak.g_00563	Prad.g_01391
OG0000580	Prak.g_00564	Prad.g_01392
OG0000581	Prak.g_00567	Prad.g_01394
