Orthogroup	Prak	Pray
OG0000377	Prak.g_00046	Pray.g_00238
OG0000378	Prak.g_00050	Pray.g_00236
OG0000379	Prak.g_00053	Pray.g_00233
OG0000380	Prak.g_00070	Pray.g_00223
OG0000381	Prak.g_00075	Pray.g_00219
OG0000382	Prak.g_00085	Pray.g_00208
OG0000383	Prak.g_00087	Pray.g_00206
OG0000384	Prak.g_00088	Pray.g_00205
OG0000385	Prak.g_00089	Pray.g_00204
OG0000386	Prak.g_00090	Pray.g_00203
OG0000387	Prak.g_00104	Pray.g_00190
OG0000388	Prak.g_00108	Pray.g_00187
OG0000389	Prak.g_00111	Pray.g_00183
OG0000390	Prak.g_00121	Pray.g_00176
OG0000391	Prak.g_00124	Pray.g_00173
OG0000392	Prak.g_00128	Pray.g_00169
OG0000393	Prak.g_00131	Pray.g_00167
OG0000394	Prak.g_00132	Pray.g_00166
OG0000395	Prak.g_00133	Pray.g_00165
OG0000396	Prak.g_00135	Pray.g_00162
OG0000397	Prak.g_00137	Pray.g_00160
OG0000398	Prak.g_00140	Pray.g_00158
OG0000399	Prak.g_00141	Pray.g_00157
OG0000400	Prak.g_00142	Pray.g_00156
OG0000401	Prak.g_00143	Pray.g_00155
OG0000402	Prak.g_01035	Pray.g_00153
OG0000403	Prak.g_00145	Pray.g_00152
OG0000404	Prak.g_00146	Pray.g_00151
OG0000405	Prak.g_00150	Pray.g_00147
OG0000406	Prak.g_00158	Pray.g_00142
OG0000407	Prak.g_00159	Pray.g_00141
OG0000408	Prak.g_00161	Pray.g_00139
OG0000409	Prak.g_00163	Pray.g_00137
OG0000410	Prak.g_00164	Pray.g_00136
OG0000411	Prak.g_00165	Pray.g_00635
OG0000412	Prak.g_00166	Pray.g_00636
OG0000413	Prak.g_00168	Pray.g_00637
OG0000414	Prak.g_00169	Pray.g_00638
OG0000415	Prak.g_00170	Pray.g_00639
OG0000416	Prak.g_00171	Pray.g_00640
OG0000417	Prak.g_00172	Pray.g_00641
OG0000418	Prak.g_00177	Pray.g_00646
OG0000419	Prak.g_00179	Pray.g_00648
OG0000420	Prak.g_00180	Pray.g_00649
OG0000421	Prak.g_00185	Pray.g_00654
OG0000422	Prak.g_00186	Pray.g_00655
OG0000423	Prak.g_00187	Pray.g_00656
OG0000424	Prak.g_00188	Pray.g_00657
OG0000425	Prak.g_00189	Pray.g_00658
OG0000426	Prak.g_00190	Pray.g_00659
OG0000427	Prak.g_00191	Pray.g_00660
OG0000428	Prak.g_00193	Pray.g_00662
OG0000429	Prak.g_00194	Pray.g_00663
OG0000430	Prak.g_00195	Pray.g_00664
OG0000431	Prak.g_00197	Pray.g_00666
OG0000432	Prak.g_00201	Pray.g_00669
OG0000433	Prak.g_00202	Pray.g_00670
OG0000434	Prak.g_00203	Pray.g_00671
OG0000435	Prak.g_00204	Pray.g_00672
OG0000436	Prak.g_00209	Pray.g_00677
OG0000437	Prak.g_00210	Pray.g_00678
OG0000438	Prak.g_00211	Pray.g_00679
OG0000439	Prak.g_00213	Pray.g_00681
OG0000440	Prak.g_00214	Pray.g_00682
OG0000441	Prak.g_00217	Pray.g_00685
OG0000442	Prak.g_00218	Pray.g_00686
OG0000443	Prak.g_00219	Pray.g_00687
OG0000444	Prak.g_00225	Pray.g_00692
OG0000445	Prak.g_00226	Pray.g_00693
OG0000446	Prak.g_00227	Pray.g_00694
OG0000447	Prak.g_00228	Pray.g_00695
OG0000448	Prak.g_00229	Pray.g_00696
OG0000449	Prak.g_00230	Pray.g_00697
OG0000450	Prak.g_00231	Pray.g_00698
OG0000451	Prak.g_00232	Pray.g_00699
OG0000452	Prak.g_00235	Pray.g_00702
OG0000453	Prak.g_00236	Pray.g_00703
OG0000454	Prak.g_00237	Pray.g_00704
OG0000455	Prak.g_00238	Pray.g_00705
OG0000456	Prak.g_00239	Pray.g_00706
OG0000457	Prak.g_00241	Pray.g_00707
OG0000458	Prak.g_00242	Pray.g_00708
OG0000459	Prak.g_00243	Pray.g_00709
OG0000460	Prak.g_00251	Pray.g_00716
OG0000461	Prak.g_00259	Pray.g_00723
OG0000462	Prak.g_00261	Pray.g_00725
OG0000463	Prak.g_00262	Pray.g_00726
OG0000464	Prak.g_00263	Pray.g_00727
OG0000465	Prak.g_00264	Pray.g_00728
OG0000466	Prak.g_00267	Pray.g_00731
OG0000467	Prak.g_00268	Pray.g_00732
OG0000468	Prak.g_00271	Pray.g_00734
OG0000469	Prak.g_00279	Pray.g_00742
OG0000470	Prak.g_00281	Pray.g_00744
OG0000471	Prak.g_00282	Pray.g_00745
OG0000472	Prak.g_00284	Pray.g_00746
OG0000473	Prak.g_00286	Pray.g_00748
OG0000474	Prak.g_00287	Pray.g_00749
OG0000475	Prak.g_00288	Pray.g_00750
OG0000476	Prak.g_00290	Pray.g_00751
OG0000477	Prak.g_00293	Pray.g_00754
OG0000478	Prak.g_00294	Pray.g_00755
OG0000479	Prak.g_00295	Pray.g_00756
OG0000480	Prak.g_00300	Pray.g_00761
OG0000481	Prak.g_00303	Pray.g_00763
OG0000482	Prak.g_00304	Pray.g_00764
OG0000483	Prak.g_00307	Pray.g_00767
OG0000484	Prak.g_00308	Pray.g_00768
OG0000485	Prak.g_00310	Pray.g_00769
OG0000486	Prak.g_00311	Pray.g_00770
OG0000487	Prak.g_00314	Pray.g_00773
OG0000488	Prak.g_00317	Pray.g_00776
OG0000489	Prak.g_00322	Pray.g_00781
OG0000490	Prak.g_00326	Pray.g_00786
OG0000491	Prak.g_00327	Pray.g_00787
OG0000492	Prak.g_00329	Pray.g_00789
OG0000493	Prak.g_00330	Pray.g_00790
OG0000494	Prak.g_00331	Pray.g_00791
OG0000495	Prak.g_00332	Pray.g_00792
OG0000496	Prak.g_00333	Pray.g_00793
OG0000497	Prak.g_00334	Pray.g_00794
OG0000498	Prak.g_00335	Pray.g_00795
OG0000499	Prak.g_00336	Pray.g_00796
OG0000500	Prak.g_00337	Pray.g_00797
OG0000501	Prak.g_00338	Pray.g_00799
OG0000502	Prak.g_00341	Pray.g_00802
OG0000503	Prak.g_00356	Pray.g_00812
OG0000504	Prak.g_00358	Pray.g_00813
OG0000505	Prak.g_00359	Pray.g_00814
OG0000506	Prak.g_00360	Pray.g_00816
OG0000507	Prak.g_00363	Pray.g_00819
OG0000508	Prak.g_00367	Pray.g_00823
OG0000509	Prak.g_00369	Pray.g_00825
OG0000510	Prak.g_00370	Pray.g_00826
OG0000511	Prak.g_00371	Pray.g_00827
OG0000512	Prak.g_00373	Pray.g_00829
OG0000513	Prak.g_00382	Pray.g_00836
OG0000514	Prak.g_00393	Pray.g_00921
OG0000515	Prak.g_00394	Pray.g_00922
OG0000516	Prak.g_00395	Pray.g_00923
OG0000517	Prak.g_00397	Pray.g_00925
OG0000518	Prak.g_00408	Pray.g_00936
OG0000519	Prak.g_00409	Pray.g_00937
OG0000520	Prak.g_00410	Pray.g_00938
OG0000521	Prak.g_00418	Pray.g_00943
OG0000522	Prak.g_00420	Pray.g_00945
OG0000523	Prak.g_00421	Pray.g_00946
OG0000524	Prak.g_00426	Pray.g_00951
OG0000525	Prak.g_00430	Pray.g_00954
OG0000526	Prak.g_00431	Pray.g_00955
OG0000527	Prak.g_00434	Pray.g_00963
OG0000528	Prak.g_00439	Pray.g_00968
OG0000529	Prak.g_00442	Pray.g_00971
OG0000530	Prak.g_00445	Pray.g_00974
OG0000531	Prak.g_00446	Pray.g_00975
OG0000532	Prak.g_00448	Pray.g_00977
OG0000533	Prak.g_00449	Pray.g_00978
OG0000534	Prak.g_00450	Pray.g_00979
OG0000535	Prak.g_00451	Pray.g_00980
OG0000536	Prak.g_00452	Pray.g_00981
OG0000537	Prak.g_00453	Pray.g_00982
OG0000538	Prak.g_00462	Pray.g_00991
OG0000539	Prak.g_00463	Pray.g_00992
OG0000540	Prak.g_00464	Pray.g_00993
OG0000541	Prak.g_00465	Pray.g_00994
OG0000542	Prak.g_00466	Pray.g_00996
OG0000543	Prak.g_00468	Pray.g_00998
OG0000544	Prak.g_00469	Pray.g_00999
OG0000545	Prak.g_00471	Pray.g_01001
OG0000546	Prak.g_00474	Pray.g_01004
OG0000547	Prak.g_00476	Pray.g_01006
OG0000548	Prak.g_00477	Pray.g_01007
OG0000549	Prak.g_00479	Pray.g_01009
OG0000550	Prak.g_00483	Pray.g_01014
OG0000551	Prak.g_00486	Pray.g_01018
OG0000552	Prak.g_00487	Pray.g_01019
OG0000553	Prak.g_00488	Pray.g_01020
OG0000554	Prak.g_00493	Pray.g_01227
OG0000555	Prak.g_00501	Pray.g_01219
OG0000556	Prak.g_00503	Pray.g_01217
OG0000557	Prak.g_00504	Pray.g_01216
OG0000558	Prak.g_00507	Pray.g_01214
OG0000559	Prak.g_00511	Pray.g_01210
OG0000560	Prak.g_00514	Pray.g_01207
OG0000561	Prak.g_00515	Pray.g_01206
OG0000562	Prak.g_00516	Pray.g_01205
OG0000563	Prak.g_00517	Pray.g_01204
OG0000564	Prak.g_00518	Pray.g_01203
OG0000565	Prak.g_00520	Pray.g_01200
OG0000566	Prak.g_00524	Pray.g_01198
OG0000567	Prak.g_00528	Pray.g_01194
OG0000568	Prak.g_00529	Pray.g_01193
OG0000569	Prak.g_00530	Pray.g_01192
OG0000570	Prak.g_00531	Pray.g_01191
OG0000571	Prak.g_00533	Pray.g_01189
OG0000572	Prak.g_00547	Pray.g_01176
OG0000573	Prak.g_00553	Pray.g_01171
OG0000574	Prak.g_00554	Pray.g_01170
OG0000575	Prak.g_00558	Pray.g_01166
OG0000576	Prak.g_00560	Pray.g_01164
OG0000577	Prak.g_00561	Pray.g_01163
OG0000578	Prak.g_00562	Pray.g_01162
OG0000579	Prak.g_00563	Pray.g_01161
OG0000580	Prak.g_00564	Pray.g_01160
OG0000581	Prak.g_00567	Pray.g_01158
OG0000582	Prak.g_00570	Pray.g_01155
