Orthogroup	Prak	Syao
OG0000351	Prak.g_01926	Syao.g_02331
OG0000352	Prak.g_01927	Syao.g_02332
OG0000353	Prak.g_01944	Syao.g_02160
OG0000355	Prak.g_00001	Syao.g_02162
OG0000356	Prak.g_00002	Syao.g_02163
OG0000357	Prak.g_00003	Syao.g_02164
OG0000358	Prak.g_00007	Syao.g_02154
OG0000359	Prak.g_00008	Syao.g_02152
OG0000360	Prak.g_00009	Syao.g_02151
OG0000361	Prak.g_00010	Syao.g_02150
OG0000362	Prak.g_00012	Syao.g_01954
OG0000363	Prak.g_00014	Syao.g_02255
OG0000364	Prak.g_00015	Syao.g_01558
OG0000365	Prak.g_00020	Syao.g_02246
OG0000366	Prak.g_00021	Syao.g_02245
OG0000367	Prak.g_00022	Syao.g_02244
OG0000368	Prak.g_00024	Syao.g_02242
OG0000369	Prak.g_00025	Syao.g_02241
OG0000370	Prak.g_00026	Syao.g_02240
OG0000371	Prak.g_00033	Syao.g_02231
OG0000372	Prak.g_00036	Syao.g_02226
OG0000373	Prak.g_00037	Syao.g_02225
OG0000374	Prak.g_00038	Syao.g_02224
OG0000375	Prak.g_00040	Syao.g_02223
OG0000376	Prak.g_00042	Syao.g_02221
OG0000377	Prak.g_00046	Syao.g_02429
OG0000378	Prak.g_00050	Syao.g_02414
OG0000379	Prak.g_00053	Syao.g_02409
OG0000380	Prak.g_00070	Syao.g_02616
OG0000381	Prak.g_00075	Syao.g_02618
OG0000382	Prak.g_00085	Syao.g_02636
OG0000383	Prak.g_00087	Syao.g_02643
OG0000384	Prak.g_00088	Syao.g_02644
OG0000385	Prak.g_00089	Syao.g_02645
OG0000386	Prak.g_00090	Syao.g_02646
OG0000387	Prak.g_00104	Syao.g_01019
OG0000388	Prak.g_00108	Syao.g_02596
OG0000389	Prak.g_00111	Syao.g_02599
OG0000390	Prak.g_00121	Syao.g_02567
OG0000391	Prak.g_00124	Syao.g_02572
OG0000392	Prak.g_00128	Syao.g_02578
OG0000393	Prak.g_00131	Syao.g_02581
OG0000394	Prak.g_00132	Syao.g_02582
OG0000395	Prak.g_00133	Syao.g_02583
OG0000396	Prak.g_00135	Syao.g_02586
OG0000397	Prak.g_00137	Syao.g_02542
OG0000398	Prak.g_00140	Syao.g_02547
OG0000399	Prak.g_00141	Syao.g_02548
OG0000400	Prak.g_00142	Syao.g_02549
OG0000401	Prak.g_00143	Syao.g_02550
OG0000402	Prak.g_01035	Syao.g_02552
OG0000403	Prak.g_00145	Syao.g_02553
OG0000404	Prak.g_00146	Syao.g_02554
OG0000405	Prak.g_00150	Syao.g_02478
OG0000406	Prak.g_00158	Syao.g_02482
OG0000407	Prak.g_00159	Syao.g_02483
OG0000408	Prak.g_00161	Syao.g_02485
OG0000409	Prak.g_00163	Syao.g_02487
OG0000410	Prak.g_00164	Syao.g_02488
OG0000411	Prak.g_00165	Syao.g_02489
OG0000412	Prak.g_00166	Syao.g_02490
OG0000413	Prak.g_00168	Syao.g_02492
OG0000414	Prak.g_00169	Syao.g_02493
OG0000415	Prak.g_00170	Syao.g_02494
OG0000416	Prak.g_00171	Syao.g_02495
OG0000417	Prak.g_00172	Syao.g_02497
OG0000418	Prak.g_00177	Syao.g_02502
OG0000419	Prak.g_00179	Syao.g_02504
OG0000420	Prak.g_00180	Syao.g_02506
OG0000421	Prak.g_00185	Syao.g_02510
OG0000422	Prak.g_00186	Syao.g_02511
OG0000423	Prak.g_00187	Syao.g_02512
OG0000424	Prak.g_00188	Syao.g_02513
OG0000425	Prak.g_00189	Syao.g_02514
OG0000426	Prak.g_00190	Syao.g_02515
OG0000427	Prak.g_00191	Syao.g_02516
OG0000428	Prak.g_00193	Syao.g_02519
OG0000429	Prak.g_00194	Syao.g_02522
OG0000430	Prak.g_00195	Syao.g_02523
OG0000431	Prak.g_00197	Syao.g_02526
OG0000432	Prak.g_00201	Syao.g_02532
OG0000433	Prak.g_00202	Syao.g_02534
OG0000434	Prak.g_00203	Syao.g_02535
OG0000435	Prak.g_00204	Syao.g_02538
OG0000436	Prak.g_00209	Syao.g_02458
OG0000437	Prak.g_00210	Syao.g_02459
OG0000438	Prak.g_00211	Syao.g_02460
OG0000439	Prak.g_00213	Syao.g_02462
OG0000440	Prak.g_00214	Syao.g_02463
OG0000441	Prak.g_00217	Syao.g_02466
OG0000442	Prak.g_00218	Syao.g_02467
OG0000443	Prak.g_00219	Syao.g_02468
OG0000444	Prak.g_00225	Syao.g_02473
OG0000445	Prak.g_00226	Syao.g_02474
OG0000446	Prak.g_00227	Syao.g_02476
OG0000447	Prak.g_00228	Syao.g_02383
OG0000448	Prak.g_00229	Syao.g_02384
OG0000449	Prak.g_00230	Syao.g_02385
OG0000450	Prak.g_00231	Syao.g_02391
OG0000451	Prak.g_00232	Syao.g_02392
OG0000452	Prak.g_00235	Syao.g_02396
OG0000453	Prak.g_00236	Syao.g_02397
OG0000454	Prak.g_00237	Syao.g_02398
OG0000455	Prak.g_00238	Syao.g_02399
OG0000456	Prak.g_00239	Syao.g_02400
OG0000457	Prak.g_00241	Syao.g_02402
OG0000458	Prak.g_00242	Syao.g_02403
OG0000459	Prak.g_00243	Syao.g_02404
OG0000460	Prak.g_00251	Syao.g_01702
OG0000461	Prak.g_00259	Syao.g_02119
OG0000462	Prak.g_00261	Syao.g_02116
OG0000463	Prak.g_00262	Syao.g_02115
OG0000464	Prak.g_00263	Syao.g_02114
OG0000465	Prak.g_00264	Syao.g_02112
OG0000466	Prak.g_00267	Syao.g_02107
OG0000467	Prak.g_00268	Syao.g_02106
OG0000468	Prak.g_00271	Syao.g_02102
OG0000469	Prak.g_00279	Syao.g_02087
OG0000470	Prak.g_00281	Syao.g_02085
OG0000471	Prak.g_00282	Syao.g_02084
OG0000472	Prak.g_00284	Syao.g_02082
OG0000473	Prak.g_00286	Syao.g_02080
OG0000474	Prak.g_00287	Syao.g_02079
OG0000475	Prak.g_00288	Syao.g_02078
OG0000476	Prak.g_00290	Syao.g_02076
OG0000477	Prak.g_00293	Syao.g_02069
OG0000478	Prak.g_00294	Syao.g_02068
OG0000479	Prak.g_00295	Syao.g_02067
OG0000480	Prak.g_00300	Syao.g_02060
OG0000481	Prak.g_00303	Syao.g_01012
OG0000482	Prak.g_00304	Syao.g_02058
OG0000483	Prak.g_00307	Syao.g_02054
OG0000484	Prak.g_00308	Syao.g_02053
OG0000485	Prak.g_00310	Syao.g_02052
OG0000486	Prak.g_00311	Syao.g_02051
OG0000487	Prak.g_00314	Syao.g_02044
OG0000488	Prak.g_00317	Syao.g_02040
OG0000489	Prak.g_00322	Syao.g_02033
OG0000490	Prak.g_00326	Syao.g_02025
OG0000491	Prak.g_00327	Syao.g_02024
OG0000492	Prak.g_00329	Syao.g_02022
OG0000493	Prak.g_00330	Syao.g_02021
OG0000494	Prak.g_00331	Syao.g_02020
OG0000495	Prak.g_00332	Syao.g_02018
OG0000496	Prak.g_00333	Syao.g_02017
OG0000497	Prak.g_00334	Syao.g_02016
OG0000498	Prak.g_00335	Syao.g_02015
OG0000499	Prak.g_00336	Syao.g_02014
OG0000500	Prak.g_00337	Syao.g_02013
OG0000501	Prak.g_00338	Syao.g_02010
OG0000502	Prak.g_00341	Syao.g_01974
OG0000503	Prak.g_00356	Syao.g_01877
OG0000504	Prak.g_00358	Syao.g_01875
OG0000505	Prak.g_00359	Syao.g_01874
OG0000506	Prak.g_00360	Syao.g_01872
OG0000507	Prak.g_00363	Syao.g_01866
OG0000508	Prak.g_00367	Syao.g_01750
OG0000509	Prak.g_00369	Syao.g_01755
OG0000510	Prak.g_00370	Syao.g_01756
OG0000511	Prak.g_00371	Syao.g_01757
OG0000512	Prak.g_00373	Syao.g_01759
OG0000513	Prak.g_00382	Syao.g_01720
OG0000514	Prak.g_00393	Syao.g_01727
OG0000515	Prak.g_00394	Syao.g_01728
OG0000516	Prak.g_00395	Syao.g_01730
OG0000517	Prak.g_00397	Syao.g_01735
OG0000518	Prak.g_00408	Syao.g_01621
OG0000519	Prak.g_00409	Syao.g_01622
OG0000520	Prak.g_00410	Syao.g_01512
OG0000521	Prak.g_00418	Syao.g_00061
OG0000522	Prak.g_00420	Syao.g_00059
OG0000523	Prak.g_00421	Syao.g_00058
OG0000524	Prak.g_00426	Syao.g_02699
OG0000525	Prak.g_00430	Syao.g_02691
OG0000526	Prak.g_00431	Syao.g_02688
OG0000527	Prak.g_00434	Syao.g_02684
OG0000528	Prak.g_00439	Syao.g_00031
OG0000529	Prak.g_00442	Syao.g_00027
OG0000530	Prak.g_00445	Syao.g_00122
OG0000531	Prak.g_00446	Syao.g_00121
OG0000532	Prak.g_00448	Syao.g_00118
OG0000533	Prak.g_00449	Syao.g_00116
OG0000534	Prak.g_00450	Syao.g_00115
OG0000535	Prak.g_00451	Syao.g_00114
OG0000536	Prak.g_00452	Syao.g_00113
OG0000537	Prak.g_00453	Syao.g_00112
OG0000538	Prak.g_00462	Syao.g_00100
OG0000539	Prak.g_00463	Syao.g_00099
OG0000540	Prak.g_00464	Syao.g_00098
OG0000541	Prak.g_00465	Syao.g_00097
OG0000542	Prak.g_00466	Syao.g_00167
OG0000543	Prak.g_00468	Syao.g_00165
OG0000544	Prak.g_00469	Syao.g_00164
OG0000545	Prak.g_00471	Syao.g_00162
OG0000546	Prak.g_00474	Syao.g_00160
OG0000547	Prak.g_00476	Syao.g_00158
OG0000548	Prak.g_00477	Syao.g_00157
OG0000549	Prak.g_00479	Syao.g_01391
OG0000550	Prak.g_00483	Syao.g_01396
OG0000551	Prak.g_00486	Syao.g_01401
OG0000552	Prak.g_00487	Syao.g_01402
OG0000553	Prak.g_00488	Syao.g_01404
OG0000554	Prak.g_00493	Syao.g_01413
OG0000555	Prak.g_00501	Syao.g_00875
OG0000556	Prak.g_00503	Syao.g_00871
OG0000557	Prak.g_00504	Syao.g_00866
OG0000558	Prak.g_00507	Syao.g_00864
OG0000559	Prak.g_00511	Syao.g_00860
OG0000560	Prak.g_00514	Syao.g_00857
OG0000561	Prak.g_00515	Syao.g_00856
OG0000562	Prak.g_00516	Syao.g_00855
OG0000563	Prak.g_00517	Syao.g_00854
OG0000564	Prak.g_00518	Syao.g_00853
OG0000565	Prak.g_00520	Syao.g_00849
OG0000566	Prak.g_00524	Syao.g_00845
OG0000567	Prak.g_00528	Syao.g_00841
OG0000568	Prak.g_00529	Syao.g_00839
OG0000569	Prak.g_00530	Syao.g_00838
OG0000570	Prak.g_00531	Syao.g_00837
OG0000571	Prak.g_00533	Syao.g_00834
OG0000572	Prak.g_00547	Syao.g_01033
OG0000573	Prak.g_00553	Syao.g_01022
OG0000574	Prak.g_00554	Syao.g_01021
OG0000575	Prak.g_00558	Syao.g_01000
OG0000576	Prak.g_00560	Syao.g_00996
OG0000577	Prak.g_00561	Syao.g_00995
OG0000578	Prak.g_00562	Syao.g_00994
OG0000579	Prak.g_00563	Syao.g_00993
OG0000580	Prak.g_00564	Syao.g_00992
OG0000581	Prak.g_00567	Syao.g_01059
OG0000582	Prak.g_00570	Syao.g_01204
OG0000583	Prak.g_00571	Syao.g_01205
OG0000584	Prak.g_00572	Syao.g_01206
OG0000585	Prak.g_00574	Syao.g_01054
OG0000586	Prak.g_00575	Syao.g_01055
OG0000587	Prak.g_00576	Syao.g_01057
OG0000588	Prak.g_00580	Syao.g_00406
OG0000589	Prak.g_00582	Syao.g_01342
OG0000590	Prak.g_00583	Syao.g_01341
OG0000591	Prak.g_00587	Syao.g_01330
OG0000592	Prak.g_00588	Syao.g_01329
OG0000593	Prak.g_01111	Syao.g_00890
OG0000594	Prak.g_01110	Syao.g_00891
