Orthogroup	Prak	Prai
OG0000042	Prak.g_01850	Prai.g_01845
OG0000043	Prak.g_01193	Prai.g_01064
OG0000045	Prak.g_01216	Prai.g_00384
OG0000047	Prak.g_00385	Prai.g_00424
OG0000048	Prak.g_00289	Prai.g_00387
OG0000052	Prak.g_01369	Prai.g_00154
OG0000053	Prak.g_01590, Prak.g_01412	Prai.g_01483
OG0000054	Prak.g_00568	Prai.g_00634
OG0000055	Prak.g_01221	Prai.g_00866
OG0000057	Prak.g_00829	Prai.g_00727
OG0000058	Prak.g_01351	Prai.g_01859
OG0000059	Prak.g_01732	Prai.g_01725, Prai.g_01425
OG0000061	Prak.g_01172	Prai.g_01171
OG0000062	Prak.g_01476	Prai.g_01540
OG0000063	Prak.g_01530	Prai.g_00033, Prai.g_01261
OG0000065	Prak.g_00113	Prai.g_00107
OG0000066	Prak.g_00498, Prak.g_01557	Prai.g_00567
OG0000067	Prak.g_00845	Prai.g_00848
OG0000068	Prak.g_01329	Prai.g_01370
OG0000069	Prak.g_00416	Prai.g_01579
OG0000070	Prak.g_00412	Prai.g_00481
OG0000071	Prak.g_01277	Prai.g_01335
OG0000072	Prak.g_00183	Prai.g_00182
OG0000073	Prak.g_00461	Prai.g_00529
OG0000074	Prak.g_00809	Prai.g_00711
OG0000075	Prak.g_01816	Prai.g_01814
OG0000076	Prak.g_01842	Prai.g_01838
OG0000077	Prak.g_00083	Prai.g_00078
OG0000078	Prak.g_00256	Prai.g_00250
OG0000079	Prak.g_00269	Prai.g_00265
OG0000081	Prak.g_00490	Prai.g_00559
OG0000082	Prak.g_00546, Prak.g_01634	Prai.g_00613
OG0000084	Prak.g_01388	Prai.g_01459
OG0000085	Prak.g_01637, Prak.g_01516	Prai.g_01631
OG0000086	Prak.g_00092	Prai.g_00088
OG0000087	Prak.g_00147	Prai.g_00139
OG0000088	Prak.g_00178	Prai.g_00177
OG0000089	Prak.g_00379	Prai.g_00368
OG0000090	Prak.g_00492	Prai.g_00561
OG0000091	Prak.g_01100	Prai.g_00671
OG0000092	Prak.g_00775	Prai.g_01041
OG0000093	Prak.g_01071	Prai.g_01021
OG0000094	Prak.g_01022	Prai.g_00937
OG0000095	Prak.g_00920	Prai.g_00918
OG0000096	Prak.g_00702	Prai.g_01588
OG0000097	Prak.g_01126	Prai.g_01214
OG0000098	Prak.g_01305	Prai.g_01353
OG0000099	Prak.g_01352	Prai.g_01393
OG0000100	Prak.g_01470	Prai.g_01536
OG0000101	Prak.g_01780	Prai.g_01782
OG0000102	Prak.g_01847	Prai.g_01843
OG0000103	Prak.g_01932	Prai.g_01923
OG0000104	Prak.g_01941	Prai.g_01932
OG0000105	Prak.g_00292	Prai.g_00286, Prai.g_00287
OG0000106	Prak.g_00687	Prai.g_00383
OG0000107	Prak.g_01709	Prai.g_00397
OG0000108	Prak.g_00441	Prai.g_00510
OG0000109	Prak.g_00455	Prai.g_00524
OG0000110	Prak.g_00535	Prai.g_00603
OG0000111	Prak.g_00830	Prai.g_00728
OG0000112	Prak.g_00608	Prai.g_00882
OG0000113	Prak.g_00868	Prai.g_00825
OG0000114	Prak.g_00770	Prai.g_01046
OG0000115	Prak.g_01241	Prai.g_01119
OG0000116	Prak.g_01183	Prai.g_01162
OG0000117	Prak.g_01145	Prai.g_01273
OG0000118	Prak.g_01290	Prai.g_01347
OG0000119	Prak.g_01226, Prak.g_01488	Prai.g_01366
OG0000120	Prak.g_01349	Prai.g_01443
OG0000121	Prak.g_01393	Prai.g_01465
OG0000123	Prak.g_01787	Prai.g_01789
OG0000124	Prak.g_01859	Prai.g_01854
OG0000125	Prak.g_01895	Prai.g_01892
OG0000126	Prak.g_01940	Prai.g_01931
OG0000128	Prak.g_00011	Prai.g_00011
OG0000129	Prak.g_00045	Prai.g_00051
OG0000130	Prak.g_00074	Prai.g_00069
OG0000131	Prak.g_00156	Prai.g_00156
OG0000132	Prak.g_00176	Prai.g_00175
OG0000133	Prak.g_00339	Prai.g_00335
OG0000134	Prak.g_00381	Prai.g_00369
OG0000135	Prak.g_01259	Prai.g_00393
OG0000136	Prak.g_00403	Prai.g_00472
OG0000137	Prak.g_00436	Prai.g_00505
OG0000138	Prak.g_00456	Prai.g_00525
OG0000139	Prak.g_00496	Prai.g_00565
OG0000140	Prak.g_00497	Prai.g_00566
OG0000141	Prak.g_00569	Prai.g_00635
OG0000142	Prak.g_01108	Prai.g_00664
OG0000143	Prak.g_01104	Prai.g_00668
OG0000144	Prak.g_01090	Prai.g_00681
OG0000145	Prak.g_01261	Prai.g_00883
OG0000146	Prak.g_00607	Prai.g_00881
OG0000147	Prak.g_00606	Prai.g_00880
OG0000148	Prak.g_00862	Prai.g_00831
OG0000149	Prak.g_00894	Prai.g_00800
OG0000150	Prak.g_00904	Prai.g_00792
OG0000151	Prak.g_00780	Prai.g_01036
OG0000152	Prak.g_00973	Prai.g_00989
OG0000153	Prak.g_00992	Prai.g_00970
OG0000154	Prak.g_01012	Prai.g_00943
OG0000155	Prak.g_01151	Prai.g_01191
OG0000156	Prak.g_01266	Prai.g_01323
OG0000157	Prak.g_01267	Prai.g_01324
OG0000158	Prak.g_01824	Prai.g_01392
OG0000159	Prak.g_00065	Prai.g_01321, Prai.g_01390
OG0000160	Prak.g_01392	Prai.g_01464
OG0000161	Prak.g_01398	Prai.g_01470
OG0000162	Prak.g_01404	Prai.g_01476
OG0000163	Prak.g_01443	Prai.g_01509
OG0000164	Prak.g_01669	Prai.g_01662
OG0000165	Prak.g_01676	Prai.g_01669
OG0000166	Prak.g_01743	Prai.g_01740
OG0000167	Prak.g_01814	Prai.g_01812
OG0000168	Prak.g_01825	Prai.g_01822
OG0000169	Prak.g_01835	Prai.g_01832
OG0000170	Prak.g_01838	Prai.g_01834
OG0000171	Prak.g_01858	Prai.g_01853
OG0000172	Prak.g_01865	Prai.g_01863
OG0000173	Prak.g_01880	Prai.g_01878
OG0000174	Prak.g_01910	Prai.g_01905
OG0000175	Prak.g_01923	Prai.g_01915
OG0000176	Prak.g_00004	Prai.g_00004
OG0000177	Prak.g_00005	Prai.g_00005
OG0000178	Prak.g_00006	Prai.g_00006
OG0000179	Prak.g_00016	Prai.g_00016
OG0000180	Prak.g_00017	Prai.g_00017
OG0000181	Prak.g_00018	Prai.g_00018
OG0000182	Prak.g_00019	Prai.g_00019
OG0000183	Prak.g_00023	Prai.g_00023
OG0000184	Prak.g_00049	Prai.g_00053
OG0000185	Prak.g_00052	Prai.g_00056
OG0000186	Prak.g_00068	Prai.g_00064
OG0000187	Prak.g_00069	Prai.g_00065
OG0000188	Prak.g_00086	Prai.g_00082
OG0000189	Prak.g_00100	Prai.g_00096
OG0000190	Prak.g_00102	Prai.g_00097
OG0000191	Prak.g_00125	Prai.g_00117
OG0000192	Prak.g_00130	Prai.g_00121
OG0000193	Prak.g_00157	Prai.g_00157
OG0000194	Prak.g_00160	Prai.g_00160
OG0000195	Prak.g_00162	Prai.g_00162
OG0000196	Prak.g_00173	Prai.g_00172
OG0000197	Prak.g_00174	Prai.g_00173
OG0000198	Prak.g_00175	Prai.g_00174
OG0000199	Prak.g_00182	Prai.g_00181
OG0000200	Prak.g_00196	Prai.g_00195
OG0000201	Prak.g_00205	Prai.g_00203
OG0000202	Prak.g_00206	Prai.g_00204
OG0000203	Prak.g_00207	Prai.g_00205
OG0000204	Prak.g_00208	Prai.g_00206
OG0000205	Prak.g_00215	Prai.g_00213
OG0000206	Prak.g_00220	Prai.g_00218
OG0000207	Prak.g_00223	Prai.g_00220
OG0000208	Prak.g_00224	Prai.g_00221
OG0000209	Prak.g_00233	Prai.g_00230
OG0000210	Prak.g_00234	Prai.g_00231
OG0000211	Prak.g_00249	Prai.g_00244
OG0000212	Prak.g_00257	Prai.g_00251
OG0000213	Prak.g_00275	Prai.g_00270
OG0000214	Prak.g_00285	Prai.g_00280
OG0000215	Prak.g_00312	Prai.g_00305
OG0000216	Prak.g_00313	Prai.g_00307
OG0000217	Prak.g_00316	Prai.g_00310
OG0000218	Prak.g_00318	Prai.g_00312
OG0000219	Prak.g_00319	Prai.g_00313
OG0000220	Prak.g_00320	Prai.g_00314
OG0000221	Prak.g_00321	Prai.g_00315
OG0000222	Prak.g_00328	Prai.g_00323
OG0000223	Prak.g_00340	Prai.g_00336
OG0000224	Prak.g_00342	Prai.g_00338
OG0000225	Prak.g_00368	Prai.g_00358
OG0000226	Prak.g_00372	Prai.g_00362
OG0000227	Prak.g_00374	Prai.g_00364
OG0000228	Prak.g_00378	Prai.g_00367
OG0000229	Prak.g_00398	Prai.g_00467
OG0000230	Prak.g_00400	Prai.g_00469
OG0000231	Prak.g_00411	Prai.g_00480
OG0000232	Prak.g_00422	Prai.g_00489
OG0000233	Prak.g_00428	Prai.g_00494
OG0000234	Prak.g_00437	Prai.g_00506
OG0000235	Prak.g_00440	Prai.g_00509
OG0000236	Prak.g_00454	Prai.g_00523
OG0000237	Prak.g_00467	Prai.g_00536
OG0000238	Prak.g_00473	Prai.g_00542
OG0000239	Prak.g_00484	Prai.g_00553
OG0000240	Prak.g_00485	Prai.g_00554
OG0000241	Prak.g_00489	Prai.g_00558
OG0000242	Prak.g_00491	Prai.g_00560
OG0000243	Prak.g_00502	Prai.g_00571
OG0000244	Prak.g_00506	Prai.g_00574
OG0000245	Prak.g_00508	Prai.g_00576
OG0000246	Prak.g_00512	Prai.g_00580
OG0000247	Prak.g_00522	Prai.g_00590
OG0000248	Prak.g_00525	Prai.g_00593
OG0000249	Prak.g_00527	Prai.g_00595
OG0000250	Prak.g_00532	Prai.g_00600
OG0000251	Prak.g_00552	Prai.g_00619
OG0000252	Prak.g_00555	Prai.g_00622
OG0000253	Prak.g_00556	Prai.g_00623
OG0000254	Prak.g_00573	Prai.g_00639
OG0000255	Prak.g_00579	Prai.g_00645
OG0000256	Prak.g_00589	Prai.g_00656
OG0000257	Prak.g_01113	Prai.g_00659
OG0000258	Prak.g_01099	Prai.g_00672
OG0000259	Prak.g_01082	Prai.g_00689
OG0000260	Prak.g_01079	Prai.g_00692
OG0000261	Prak.g_01076	Prai.g_00694
OG0000262	Prak.g_01072	Prai.g_00698
OG0000263	Prak.g_00808	Prai.g_00710
OG0000264	Prak.g_00819	Prai.g_00720
OG0000265	Prak.g_00837	Prai.g_00748
OG0000266	Prak.g_01053	Prai.g_00758
OG0000267	Prak.g_01041	Prai.g_00769
OG0000268	Prak.g_01040	Prai.g_00770
OG0000269	Prak.g_00840	Prai.g_00853
OG0000270	Prak.g_00843	Prai.g_00850
OG0000271	Prak.g_00851	Prai.g_00842
OG0000272	Prak.g_00852	Prai.g_00840, Prai.g_00841
OG0000273	Prak.g_00876	Prai.g_00817
OG0000274	Prak.g_00877	Prai.g_00816
OG0000275	Prak.g_00880	Prai.g_00741, Prai.g_00813
OG0000276	Prak.g_00886	Prai.g_00808
OG0000277	Prak.g_00887	Prai.g_00807
OG0000278	Prak.g_00890	Prai.g_00804
OG0000279	Prak.g_00897	Prai.g_00797
OG0000280	Prak.g_00898	Prai.g_00796
OG0000281	Prak.g_00905	Prai.g_00791
OG0000282	Prak.g_00772	Prai.g_01044
OG0000283	Prak.g_00949	Prai.g_01012
OG0000284	Prak.g_00954	Prai.g_01007
OG0000285	Prak.g_00959	Prai.g_01002
OG0000286	Prak.g_00972	Prai.g_00990
OG0000287	Prak.g_01238	Prai.g_00973
OG0000288	Prak.g_01011	Prai.g_00944
OG0000289	Prak.g_01027	Prai.g_00934
OG0000290	Prak.g_00923	Prai.g_00921
OG0000291	Prak.g_00921	Prai.g_00919
OG0000292	Prak.g_01217	Prai.g_01107
OG0000293	Prak.g_01182	Prai.g_01163
OG0000294	Prak.g_01181	Prai.g_01164
OG0000295	Prak.g_01158	Prai.g_01183
OG0000296	Prak.g_01156	Prai.g_01185
OG0000297	Prak.g_01147	Prai.g_01193
OG0000298	Prak.g_01146	Prai.g_01194
OG0000299	Prak.g_01127	Prai.g_01213
OG0000300	Prak.g_01124	Prai.g_01216
OG0000301	Prak.g_01123	Prai.g_01217
OG0000302	Prak.g_01121	Prai.g_01219
OG0000303	Prak.g_01115	Prai.g_01226
OG0000304	Prak.g_00594	Prai.g_01230
OG0000305	Prak.g_01215	Prai.g_01362
OG0000306	Prak.g_00909	Prai.g_01365
OG0000307	Prak.g_01338	Prai.g_01379
OG0000308	Prak.g_01339	Prai.g_01380
OG0000309	Prak.g_01343	Prai.g_01384
OG0000310	Prak.g_01377	Prai.g_01448
OG0000311	Prak.g_01379	Prai.g_01450
OG0000312	Prak.g_01382	Prai.g_01453
OG0000313	Prak.g_01395	Prai.g_01467
OG0000314	Prak.g_01418	Prai.g_01489
OG0000315	Prak.g_01428	Prai.g_01499
OG0000316	Prak.g_01453	Prai.g_01519
OG0000317	Prak.g_01642	Prai.g_01636
OG0000318	Prak.g_01646	Prai.g_01639
OG0000319	Prak.g_01659	Prai.g_01652
OG0000320	Prak.g_01661	Prai.g_01654
OG0000321	Prak.g_01662	Prai.g_01655
OG0000322	Prak.g_01663	Prai.g_01656
OG0000323	Prak.g_01672	Prai.g_01665
OG0000324	Prak.g_01699	Prai.g_01691
OG0000325	Prak.g_01710	Prai.g_01702
OG0000326	Prak.g_01717	Prai.g_01708
OG0000327	Prak.g_01738	Prai.g_01735
OG0000328	Prak.g_01739	Prai.g_01736
OG0000329	Prak.g_01756	Prai.g_01754
OG0000330	Prak.g_01757	Prai.g_01755
OG0000331	Prak.g_01758	Prai.g_01756
OG0000332	Prak.g_01772	Prai.g_01770
OG0000333	Prak.g_01774	Prai.g_01777
OG0000334	Prak.g_01783	Prai.g_01785
OG0000335	Prak.g_01788	Prai.g_01790
OG0000336	Prak.g_01792	Prai.g_01794
OG0000337	Prak.g_01810	Prai.g_01810
OG0000338	Prak.g_01811	Prai.g_01811
OG0000339	Prak.g_01817	Prai.g_01815
OG0000340	Prak.g_01826	Prai.g_01823
OG0000341	Prak.g_01828	Prai.g_01825
OG0000342	Prak.g_01829	Prai.g_01826
OG0000343	Prak.g_01830	Prai.g_01827
OG0000344	Prak.g_01833	Prai.g_01830
OG0000345	Prak.g_01839	Prai.g_01835
OG0000346	Prak.g_01843	Prai.g_01839
OG0000347	Prak.g_01860	Prai.g_01855
OG0000348	Prak.g_01868	Prai.g_01866
OG0000349	Prak.g_01886	Prai.g_01883
OG0000350	Prak.g_00656	Prai.g_01901
OG0000351	Prak.g_01926	Prai.g_01918
OG0000352	Prak.g_01927	Prai.g_01919
OG0000353	Prak.g_01944	Prai.g_01935
OG0000355	Prak.g_00001	Prai.g_00001
OG0000356	Prak.g_00002	Prai.g_00002
OG0000357	Prak.g_00003	Prai.g_00003
OG0000358	Prak.g_00007	Prai.g_00007
OG0000359	Prak.g_00008	Prai.g_00008
OG0000360	Prak.g_00009	Prai.g_00009
OG0000361	Prak.g_00010	Prai.g_00010
OG0000362	Prak.g_00012	Prai.g_00012
OG0000363	Prak.g_00014	Prai.g_00014
OG0000364	Prak.g_00015	Prai.g_00015
OG0000365	Prak.g_00020	Prai.g_00020
OG0000366	Prak.g_00021	Prai.g_00021
OG0000367	Prak.g_00022	Prai.g_00022
OG0000368	Prak.g_00024	Prai.g_00024
OG0000369	Prak.g_00025	Prai.g_00025
OG0000370	Prak.g_00026	Prai.g_00026
OG0000371	Prak.g_00033	Prai.g_00032
OG0000372	Prak.g_00036	Prai.g_00035
OG0000373	Prak.g_00037	Prai.g_00036
OG0000374	Prak.g_00038	Prai.g_00037
OG0000375	Prak.g_00040	Prai.g_00047
OG0000376	Prak.g_00042	Prai.g_00049
OG0000377	Prak.g_00046	Prai.g_00052
OG0000378	Prak.g_00050	Prai.g_00054
OG0000379	Prak.g_00053	Prai.g_00057
OG0000380	Prak.g_00070	Prai.g_00066
OG0000381	Prak.g_00075	Prai.g_00070
OG0000382	Prak.g_00085	Prai.g_00081
OG0000383	Prak.g_00087	Prai.g_00083
OG0000384	Prak.g_00088	Prai.g_00084
OG0000385	Prak.g_00089	Prai.g_00085
OG0000386	Prak.g_00090	Prai.g_00086
OG0000387	Prak.g_00104	Prai.g_00099
OG0000388	Prak.g_00108	Prai.g_00102
OG0000389	Prak.g_00111	Prai.g_00106
OG0000390	Prak.g_00121	Prai.g_00113
OG0000391	Prak.g_00124	Prai.g_00116
OG0000392	Prak.g_00128	Prai.g_00120
OG0000393	Prak.g_00131	Prai.g_00122
OG0000394	Prak.g_00132	Prai.g_00123
OG0000395	Prak.g_00133	Prai.g_00124
OG0000396	Prak.g_00135	Prai.g_00127
OG0000397	Prak.g_00137	Prai.g_00129
OG0000398	Prak.g_00140	Prai.g_00131
OG0000399	Prak.g_00141	Prai.g_00132
OG0000400	Prak.g_00142	Prai.g_00133
OG0000401	Prak.g_00143	Prai.g_00134
OG0000402	Prak.g_01035	Prai.g_00136
OG0000403	Prak.g_00145	Prai.g_00137
OG0000404	Prak.g_00146	Prai.g_00138
OG0000405	Prak.g_00150	Prai.g_00142
OG0000406	Prak.g_00158	Prai.g_00158
OG0000407	Prak.g_00159	Prai.g_00159
OG0000408	Prak.g_00161	Prai.g_00161
OG0000409	Prak.g_00163	Prai.g_00163
OG0000410	Prak.g_00164	Prai.g_00164
OG0000411	Prak.g_00165	Prai.g_00165
OG0000412	Prak.g_00166	Prai.g_00166
OG0000413	Prak.g_00168	Prai.g_00167
OG0000414	Prak.g_00169	Prai.g_01288, Prai.g_00168
OG0000415	Prak.g_00170	Prai.g_00169
OG0000416	Prak.g_00171	Prai.g_00170
OG0000417	Prak.g_00172	Prai.g_00171
OG0000418	Prak.g_00177	Prai.g_00176
OG0000419	Prak.g_00179	Prai.g_00178
OG0000420	Prak.g_00180	Prai.g_00179
OG0000421	Prak.g_00185	Prai.g_00184
OG0000422	Prak.g_00186	Prai.g_00185
OG0000423	Prak.g_00187	Prai.g_00186
OG0000424	Prak.g_00188	Prai.g_00187
OG0000425	Prak.g_00189	Prai.g_00188
OG0000426	Prak.g_00190	Prai.g_00189
OG0000427	Prak.g_00191	Prai.g_00190
OG0000428	Prak.g_00193	Prai.g_00192
OG0000429	Prak.g_00194	Prai.g_00193
OG0000430	Prak.g_00195	Prai.g_00194
OG0000431	Prak.g_00197	Prai.g_00196
OG0000432	Prak.g_00201	Prai.g_00199
OG0000433	Prak.g_00202	Prai.g_00200
OG0000434	Prak.g_00203	Prai.g_00201
OG0000435	Prak.g_00204	Prai.g_00202
OG0000436	Prak.g_00209	Prai.g_00207
OG0000437	Prak.g_00210	Prai.g_00208
OG0000438	Prak.g_00211	Prai.g_00209
OG0000439	Prak.g_00213	Prai.g_00211
OG0000440	Prak.g_00214	Prai.g_00212
OG0000441	Prak.g_00217	Prai.g_00215
OG0000442	Prak.g_00218	Prai.g_00216
OG0000443	Prak.g_00219	Prai.g_00217
OG0000444	Prak.g_00225	Prai.g_00222
OG0000445	Prak.g_00226	Prai.g_00223
OG0000446	Prak.g_00227	Prai.g_00224
OG0000447	Prak.g_00228	Prai.g_00225
OG0000448	Prak.g_00229	Prai.g_00226
OG0000449	Prak.g_00230	Prai.g_00227
OG0000450	Prak.g_00231	Prai.g_00228
OG0000451	Prak.g_00232	Prai.g_00229
OG0000452	Prak.g_00235	Prai.g_00232
OG0000453	Prak.g_00236	Prai.g_00233
OG0000454	Prak.g_00237	Prai.g_00234
OG0000455	Prak.g_00238	Prai.g_00235
OG0000456	Prak.g_00239	Prai.g_00236
OG0000457	Prak.g_00241	Prai.g_00237
OG0000458	Prak.g_00242	Prai.g_00238
OG0000459	Prak.g_00243	Prai.g_00239
OG0000460	Prak.g_00251	Prai.g_00246
OG0000461	Prak.g_00259	Prai.g_00255
OG0000462	Prak.g_00261	Prai.g_00257
OG0000463	Prak.g_00262	Prai.g_00258
OG0000464	Prak.g_00263	Prai.g_00259
OG0000465	Prak.g_00264	Prai.g_00260
OG0000466	Prak.g_00267	Prai.g_00263
OG0000467	Prak.g_00268	Prai.g_00264
OG0000468	Prak.g_00271	Prai.g_00266
OG0000469	Prak.g_00279	Prai.g_00275
OG0000470	Prak.g_00281	Prai.g_00277
OG0000471	Prak.g_00282	Prai.g_00278
OG0000472	Prak.g_00284	Prai.g_00279
OG0000473	Prak.g_00286	Prai.g_00281
OG0000474	Prak.g_00287	Prai.g_00282
OG0000475	Prak.g_00288	Prai.g_00283
OG0000476	Prak.g_00290	Prai.g_00284
OG0000477	Prak.g_00293	Prai.g_00288
OG0000478	Prak.g_00294	Prai.g_00289
OG0000479	Prak.g_00295	Prai.g_00290
OG0000480	Prak.g_00300	Prai.g_00295
OG0000481	Prak.g_00303	Prai.g_00297
OG0000482	Prak.g_00304	Prai.g_00298
OG0000483	Prak.g_00307	Prai.g_00301
OG0000484	Prak.g_00308	Prai.g_00302
OG0000485	Prak.g_00310	Prai.g_00303
OG0000486	Prak.g_00311	Prai.g_00304
OG0000487	Prak.g_00314	Prai.g_00308
OG0000488	Prak.g_00317	Prai.g_00311
OG0000489	Prak.g_00322	Prai.g_00316
OG0000490	Prak.g_00326	Prai.g_00321
OG0000491	Prak.g_00327	Prai.g_00322
OG0000492	Prak.g_00329	Prai.g_00324
OG0000493	Prak.g_00330	Prai.g_00325
OG0000494	Prak.g_00331	Prai.g_00326
OG0000495	Prak.g_00332	Prai.g_00327
OG0000496	Prak.g_00333	Prai.g_00328
OG0000497	Prak.g_00334	Prai.g_00329
OG0000498	Prak.g_00335	Prai.g_00330
OG0000499	Prak.g_00336	Prai.g_00331
OG0000500	Prak.g_00337	Prai.g_00332
OG0000501	Prak.g_00338	Prai.g_00334
OG0000502	Prak.g_00341	Prai.g_00337
OG0000503	Prak.g_00356	Prai.g_00347
OG0000504	Prak.g_00358	Prai.g_00348
OG0000505	Prak.g_00359	Prai.g_00349
OG0000506	Prak.g_00360	Prai.g_00351
OG0000507	Prak.g_00363	Prai.g_00354
OG0000508	Prak.g_00367	Prai.g_00357
OG0000509	Prak.g_00369	Prai.g_00359
OG0000510	Prak.g_00370	Prai.g_00360
OG0000511	Prak.g_00371	Prai.g_00361
OG0000512	Prak.g_00373	Prai.g_00363
OG0000513	Prak.g_00382	Prai.g_00370
OG0000514	Prak.g_00393	Prai.g_00462
OG0000515	Prak.g_00394	Prai.g_00463
OG0000516	Prak.g_00395	Prai.g_00464
OG0000517	Prak.g_00397	Prai.g_00466
OG0000518	Prak.g_00408	Prai.g_00477
OG0000519	Prak.g_00409	Prai.g_00478
OG0000520	Prak.g_00410	Prai.g_00479
OG0000521	Prak.g_00418	Prai.g_00484
OG0000522	Prak.g_00420	Prai.g_00486
OG0000523	Prak.g_00421	Prai.g_00487
OG0000524	Prak.g_00426	Prai.g_00492
OG0000525	Prak.g_00430	Prai.g_00495
OG0000526	Prak.g_00431	Prai.g_00496
OG0000527	Prak.g_00434	Prai.g_00503
OG0000528	Prak.g_00439	Prai.g_00508
OG0000529	Prak.g_00442	Prai.g_00511
OG0000530	Prak.g_00445	Prai.g_00514
OG0000531	Prak.g_00446	Prai.g_00515
OG0000532	Prak.g_00448	Prai.g_00517
OG0000533	Prak.g_00449	Prai.g_00518
OG0000534	Prak.g_00450	Prai.g_00519
OG0000535	Prak.g_00451	Prai.g_00520
OG0000536	Prak.g_00452	Prai.g_00521
OG0000537	Prak.g_00453	Prai.g_00522
OG0000538	Prak.g_00462	Prai.g_00530
OG0000539	Prak.g_00463	Prai.g_00531
OG0000540	Prak.g_00464	Prai.g_00532
OG0000541	Prak.g_00465	Prai.g_00533
OG0000542	Prak.g_00466	Prai.g_00535
OG0000543	Prak.g_00468	Prai.g_00537
OG0000544	Prak.g_00469	Prai.g_00538
OG0000545	Prak.g_00471	Prai.g_00540
OG0000546	Prak.g_00474	Prai.g_00543
OG0000547	Prak.g_00476	Prai.g_00544
OG0000548	Prak.g_00477	Prai.g_00545
OG0000549	Prak.g_00479	Prai.g_00547
OG0000550	Prak.g_00483	Prai.g_00552
OG0000551	Prak.g_00486	Prai.g_00555
OG0000552	Prak.g_00487	Prai.g_00556
OG0000553	Prak.g_00488	Prai.g_00557
OG0000554	Prak.g_00493	Prai.g_00562
OG0000555	Prak.g_00501	Prai.g_00570
OG0000556	Prak.g_00503	Prai.g_00572
OG0000557	Prak.g_00504	Prai.g_00573
OG0000558	Prak.g_00507	Prai.g_00575
OG0000559	Prak.g_00511	Prai.g_00579
OG0000560	Prak.g_00514	Prai.g_00582
OG0000561	Prak.g_00515	Prai.g_00583
OG0000562	Prak.g_00516	Prai.g_00584
OG0000563	Prak.g_00517	Prai.g_00585
OG0000564	Prak.g_00518	Prai.g_00586
OG0000565	Prak.g_00520	Prai.g_00589
OG0000566	Prak.g_00524	Prai.g_00592
OG0000567	Prak.g_00528	Prai.g_00596
OG0000568	Prak.g_00529	Prai.g_00597
OG0000569	Prak.g_00530	Prai.g_00598
OG0000570	Prak.g_00531	Prai.g_00599
OG0000571	Prak.g_00533	Prai.g_00601
OG0000572	Prak.g_00547	Prai.g_00614
OG0000573	Prak.g_00553	Prai.g_00620
OG0000574	Prak.g_00554	Prai.g_00621
OG0000575	Prak.g_00558	Prai.g_00625
OG0000576	Prak.g_00560	Prai.g_00627
OG0000577	Prak.g_00561	Prai.g_00628
OG0000578	Prak.g_00562	Prai.g_00629
OG0000579	Prak.g_00563	Prai.g_00630
OG0000580	Prak.g_00564	Prai.g_00631
OG0000581	Prak.g_00567	Prai.g_00633
