Orthogroup	Prak	Prap
OG0000042	Prak.g_01850	Prap.g_01572
OG0000043	Prak.g_01193	Prap.g_00477
OG0000045	Prak.g_01216	Prap.g_00500
OG0000046	Prak.g_00344	Prap.g_01384
OG0000047	Prak.g_00385	Prap.g_01343
OG0000048	Prak.g_01264	Prap.g_00548
OG0000048	Prak.g_00289	Prap.g_01439
OG0000050	Prak.g_00741	Prap.g_00667
OG0000051	Prak.g_00667	Prap.g_00611
OG0000052	Prak.g_00058	Prap.g_00897
OG0000052	Prak.g_01369	Prap.g_00099
OG0000053	Prak.g_01590	Prap.g_01834
OG0000053	Prak.g_01412	Prap.g_00142
OG0000054	Prak.g_00568	Prap.g_01161
OG0000055	Prak.g_01221	Prap.g_00505
OG0000055	Prak.g_01619	Prap.g_01805
OG0000057	Prak.g_00829	Prap.g_00799
OG0000058	Prak.g_01351	Prap.g_00081
OG0000059	Prak.g_01732	Prap.g_01691
OG0000061	Prak.g_01172	Prap.g_00456
OG0000062	Prak.g_01476	Prap.g_00206
OG0000063	Prak.g_01530	Prap.g_01903
OG0000064	Prak.g_00072	Prap.g_00883
OG0000065	Prak.g_00113	Prap.g_01069
OG0000066	Prak.g_00498	Prap.g_01230
OG0000066	Prak.g_01557	Prap.g_01867
OG0000067	Prak.g_00845	Prap.g_00783
OG0000068	Prak.g_01329	Prap.g_00059
OG0000069	Prak.g_00416	Prap.g_01312
OG0000070	Prak.g_00412	Prap.g_01316
OG0000071	Prak.g_01277	Prap.g_00561
OG0000072	Prak.g_00183	Prap.g_00999
OG0000073	Prak.g_00461	Prap.g_01267
OG0000074	Prak.g_00713	Prap.g_00021
OG0000074	Prak.g_00750	Prap.g_00658
OG0000074	Prak.g_00809	Prap.g_00819
OG0000075	Prak.g_01816	Prap.g_01606
OG0000076	Prak.g_01842	Prap.g_01580
OG0000077	Prak.g_00083	Prap.g_01099
OG0000078	Prak.g_00256	Prap.g_01472
OG0000079	Prak.g_00269	Prap.g_01459
OG0000080	Prak.g_01363	Prap.g_00093
OG0000080	Prak.g_01365	Prap.g_00095
OG0000081	Prak.g_00490	Prap.g_01238
OG0000082	Prak.g_00546	Prap.g_01183
OG0000082	Prak.g_01634	Prap.g_01790
OG0000084	Prak.g_01388	Prap.g_00118
OG0000085	Prak.g_01637	Prap.g_01787
OG0000085	Prak.g_01516	Prap.g_01917
OG0000086	Prak.g_00092	Prap.g_01090
OG0000087	Prak.g_00147	Prap.g_01035
OG0000088	Prak.g_00178	Prap.g_01004
OG0000089	Prak.g_00379	Prap.g_01349
OG0000090	Prak.g_00492	Prap.g_01236
OG0000091	Prak.g_01100	Prap.g_00384
OG0000092	Prak.g_00775	Prap.g_00853
OG0000093	Prak.g_01071	Prap.g_00355
OG0000094	Prak.g_01022	Prap.g_00306
OG0000095	Prak.g_00920	Prap.g_00708
OG0000096	Prak.g_00702	Prap.g_00010
OG0000097	Prak.g_01126	Prap.g_00410
OG0000098	Prak.g_01305	Prap.g_01928
OG0000099	Prak.g_01352	Prap.g_00082
OG0000100	Prak.g_01470	Prap.g_00200
OG0000101	Prak.g_01780	Prap.g_01642
OG0000102	Prak.g_01847	Prap.g_01575
OG0000103	Prak.g_01932	Prap.g_01491
OG0000104	Prak.g_01941	Prap.g_01869
OG0000105	Prak.g_00292	Prap.g_01436
OG0000106	Prak.g_00687	Prap.g_00591
OG0000107	Prak.g_01709	Prap.g_01714
OG0000108	Prak.g_00441	Prap.g_01287
OG0000109	Prak.g_00455	Prap.g_01273
OG0000110	Prak.g_00535	Prap.g_01194
OG0000111	Prak.g_00830	Prap.g_00798
OG0000112	Prak.g_00608	Prap.g_01121
OG0000113	Prak.g_00868	Prap.g_00760
OG0000114	Prak.g_00770	Prap.g_00858
OG0000115	Prak.g_01241	Prap.g_00525
OG0000116	Prak.g_01183	Prap.g_00467
OG0000117	Prak.g_01145	Prap.g_00429
OG0000118	Prak.g_01290	Prap.g_00574
OG0000119	Prak.g_01226	Prap.g_00510
OG0000119	Prak.g_01488	Prap.g_00218
OG0000120	Prak.g_01349	Prap.g_00079
OG0000121	Prak.g_01393	Prap.g_00123
OG0000122	Prak.g_01248	Prap.g_00532
OG0000122	Prak.g_01434	Prap.g_00164
OG0000123	Prak.g_01787	Prap.g_01635
OG0000124	Prak.g_01859	Prap.g_01563
OG0000125	Prak.g_01895	Prap.g_01528
OG0000126	Prak.g_01940	Prap.g_01870
OG0000128	Prak.g_00011	Prap.g_00043
OG0000129	Prak.g_00045	Prap.g_00910
OG0000130	Prak.g_00074	Prap.g_00881
OG0000131	Prak.g_00156	Prap.g_01026
OG0000132	Prak.g_00176	Prap.g_01006
OG0000133	Prak.g_00339	Prap.g_01389
OG0000134	Prak.g_00381	Prap.g_01347
OG0000135	Prak.g_01259	Prap.g_00543
OG0000136	Prak.g_00403	Prap.g_01325
OG0000137	Prak.g_00436	Prap.g_01292
OG0000138	Prak.g_00456	Prap.g_01272
OG0000139	Prak.g_00496	Prap.g_01232
OG0000140	Prak.g_00497	Prap.g_01231
OG0000141	Prak.g_00569	Prap.g_01160
OG0000142	Prak.g_01108	Prap.g_00392
OG0000143	Prak.g_01104	Prap.g_00388
OG0000144	Prak.g_01090	Prap.g_00374
OG0000145	Prak.g_01261	Prap.g_00545
OG0000146	Prak.g_00607	Prap.g_01122
OG0000147	Prak.g_00606	Prap.g_01123
OG0000148	Prak.g_00862	Prap.g_00766
OG0000149	Prak.g_00894	Prap.g_00734
OG0000150	Prak.g_00904	Prap.g_00724
OG0000151	Prak.g_00780	Prap.g_00848
OG0000152	Prak.g_00973	Prap.g_00257
OG0000153	Prak.g_00992	Prap.g_00276
OG0000154	Prak.g_01012	Prap.g_00296
OG0000155	Prak.g_01151	Prap.g_00435
OG0000156	Prak.g_01266	Prap.g_00550
OG0000157	Prak.g_01267	Prap.g_00551
OG0000158	Prak.g_01824	Prap.g_01598
OG0000159	Prak.g_00065	Prap.g_00890
OG0000160	Prak.g_01392	Prap.g_00122
OG0000161	Prak.g_01398	Prap.g_00128
OG0000162	Prak.g_01404	Prap.g_00134
OG0000163	Prak.g_01443	Prap.g_00173
OG0000164	Prak.g_01669	Prap.g_01754
OG0000165	Prak.g_01676	Prap.g_01747
OG0000166	Prak.g_01743	Prap.g_01680
OG0000167	Prak.g_01814	Prap.g_01608
OG0000168	Prak.g_01825	Prap.g_01597
OG0000169	Prak.g_01835	Prap.g_01587
OG0000170	Prak.g_01838	Prap.g_01584
OG0000171	Prak.g_01858	Prap.g_01564
OG0000172	Prak.g_01865	Prap.g_01557
OG0000173	Prak.g_01880	Prap.g_01542
OG0000174	Prak.g_01910	Prap.g_01513
OG0000175	Prak.g_01923	Prap.g_01500
OG0000176	Prak.g_00004	Prap.g_00050
OG0000177	Prak.g_00005	Prap.g_00049
OG0000178	Prak.g_00006	Prap.g_00048
OG0000179	Prak.g_00016	Prap.g_00939
OG0000180	Prak.g_00017	Prap.g_00938
OG0000181	Prak.g_00018	Prap.g_00937
OG0000182	Prak.g_00019	Prap.g_00936
OG0000183	Prak.g_00023	Prap.g_00932
OG0000184	Prak.g_00049	Prap.g_00906
OG0000185	Prak.g_00052	Prap.g_00903
OG0000186	Prak.g_00068	Prap.g_00887
OG0000187	Prak.g_00069	Prap.g_00886
OG0000188	Prak.g_00086	Prap.g_01096
OG0000189	Prak.g_00100	Prap.g_01082
OG0000190	Prak.g_00102	Prap.g_01080
OG0000191	Prak.g_00125	Prap.g_01057
OG0000192	Prak.g_00130	Prap.g_01052
OG0000193	Prak.g_00157	Prap.g_01025
OG0000194	Prak.g_00160	Prap.g_01022
OG0000195	Prak.g_00162	Prap.g_01020
OG0000196	Prak.g_00173	Prap.g_01009
OG0000197	Prak.g_00174	Prap.g_01008
OG0000198	Prak.g_00175	Prap.g_01007
OG0000199	Prak.g_00182	Prap.g_01000
OG0000200	Prak.g_00196	Prap.g_00986
OG0000201	Prak.g_00205	Prap.g_00977
OG0000202	Prak.g_00206	Prap.g_00976
OG0000203	Prak.g_00207	Prap.g_00975
OG0000204	Prak.g_00208	Prap.g_00974
OG0000205	Prak.g_00215	Prap.g_00967
OG0000206	Prak.g_00220	Prap.g_00962
OG0000207	Prak.g_00223	Prap.g_00959
OG0000208	Prak.g_00224	Prap.g_00958
OG0000209	Prak.g_00233	Prap.g_00949
OG0000210	Prak.g_00234	Prap.g_00948
OG0000211	Prak.g_00249	Prap.g_01479
OG0000212	Prak.g_00257	Prap.g_01471
OG0000213	Prak.g_00275	Prap.g_01453
OG0000214	Prak.g_00285	Prap.g_01443
OG0000215	Prak.g_00312	Prap.g_01416
OG0000216	Prak.g_00313	Prap.g_01415
OG0000217	Prak.g_00316	Prap.g_01412
OG0000218	Prak.g_00318	Prap.g_01410
OG0000219	Prak.g_00319	Prap.g_01409
OG0000220	Prak.g_00320	Prap.g_01408
OG0000221	Prak.g_00321	Prap.g_01407
OG0000222	Prak.g_00328	Prap.g_01400
OG0000223	Prak.g_00340	Prap.g_01388
OG0000224	Prak.g_00342	Prap.g_01386
OG0000225	Prak.g_00368	Prap.g_01360
OG0000226	Prak.g_00372	Prap.g_01356
OG0000227	Prak.g_00374	Prap.g_01354
OG0000228	Prak.g_00378	Prap.g_01350
OG0000229	Prak.g_00398	Prap.g_01330
OG0000230	Prak.g_00400	Prap.g_01328
OG0000231	Prak.g_00411	Prap.g_01317
OG0000232	Prak.g_00422	Prap.g_01306
OG0000233	Prak.g_00428	Prap.g_01300
OG0000234	Prak.g_00437	Prap.g_01291
OG0000235	Prak.g_00440	Prap.g_01288
OG0000236	Prak.g_00454	Prap.g_01274
OG0000237	Prak.g_00467	Prap.g_01261
OG0000238	Prak.g_00473	Prap.g_01255
OG0000239	Prak.g_00484	Prap.g_01244
OG0000240	Prak.g_00485	Prap.g_01243
OG0000241	Prak.g_00489	Prap.g_01239
OG0000242	Prak.g_00491	Prap.g_01237
OG0000243	Prak.g_00502	Prap.g_01226
OG0000244	Prak.g_00506	Prap.g_01223
OG0000245	Prak.g_00508	Prap.g_01221
OG0000246	Prak.g_00512	Prap.g_01217
OG0000247	Prak.g_00522	Prap.g_01207
OG0000248	Prak.g_00525	Prap.g_01204
OG0000249	Prak.g_00527	Prap.g_01202
OG0000250	Prak.g_00532	Prap.g_01197
OG0000251	Prak.g_00552	Prap.g_01177
OG0000252	Prak.g_00555	Prap.g_01174
OG0000253	Prak.g_00556	Prap.g_01173
OG0000254	Prak.g_00573	Prap.g_01156
OG0000255	Prak.g_00579	Prap.g_01150
OG0000256	Prak.g_00589	Prap.g_01140
OG0000257	Prak.g_01113	Prap.g_00397
OG0000258	Prak.g_01099	Prap.g_00383
OG0000259	Prak.g_01082	Prap.g_00366
OG0000260	Prak.g_01079	Prap.g_00363
OG0000261	Prak.g_01076	Prap.g_00360
OG0000262	Prak.g_01072	Prap.g_00356
OG0000263	Prak.g_00808	Prap.g_00820
OG0000264	Prak.g_00819	Prap.g_00809
OG0000265	Prak.g_00837	Prap.g_00791
OG0000266	Prak.g_01053	Prap.g_00337
OG0000267	Prak.g_01041	Prap.g_00325
OG0000268	Prak.g_01040	Prap.g_00324
OG0000269	Prak.g_00840	Prap.g_00788
OG0000270	Prak.g_00843	Prap.g_00785
OG0000271	Prak.g_00851	Prap.g_00777
OG0000272	Prak.g_00852	Prap.g_00776
OG0000273	Prak.g_00876	Prap.g_00752
OG0000274	Prak.g_00877	Prap.g_00751
OG0000275	Prak.g_00880	Prap.g_00748
OG0000276	Prak.g_00886	Prap.g_00742
OG0000277	Prak.g_00887	Prap.g_00741
OG0000278	Prak.g_00890	Prap.g_00738
OG0000279	Prak.g_00897	Prap.g_00731
OG0000280	Prak.g_00898	Prap.g_00730
OG0000281	Prak.g_00905	Prap.g_00723
OG0000282	Prak.g_00772	Prap.g_00856
OG0000283	Prak.g_00949	Prap.g_00680
OG0000284	Prak.g_00954	Prap.g_00675
OG0000285	Prak.g_00959	Prap.g_00243
OG0000286	Prak.g_00972	Prap.g_00256
OG0000287	Prak.g_01238	Prap.g_00522
OG0000288	Prak.g_01011	Prap.g_00295
OG0000289	Prak.g_01027	Prap.g_00311
OG0000290	Prak.g_00923	Prap.g_00705
OG0000291	Prak.g_00921	Prap.g_00707
OG0000292	Prak.g_01217	Prap.g_00501
OG0000293	Prak.g_01182	Prap.g_00466
OG0000294	Prak.g_01181	Prap.g_00465
OG0000295	Prak.g_01158	Prap.g_00442
OG0000296	Prak.g_01156	Prap.g_00440
OG0000297	Prak.g_01147	Prap.g_00431
OG0000298	Prak.g_01146	Prap.g_00430
OG0000299	Prak.g_01127	Prap.g_00411
OG0000300	Prak.g_01124	Prap.g_00408
OG0000301	Prak.g_01123	Prap.g_00407
OG0000302	Prak.g_01121	Prap.g_00405
OG0000303	Prak.g_01115	Prap.g_00399
OG0000304	Prak.g_00594	Prap.g_01135
OG0000305	Prak.g_01215	Prap.g_00499
OG0000306	Prak.g_00909	Prap.g_00719
OG0000307	Prak.g_01338	Prap.g_00068
OG0000308	Prak.g_01339	Prap.g_00069
OG0000309	Prak.g_01343	Prap.g_00073
OG0000310	Prak.g_01377	Prap.g_00107
OG0000311	Prak.g_01379	Prap.g_00109
OG0000312	Prak.g_01382	Prap.g_00112
OG0000313	Prak.g_01395	Prap.g_00125
OG0000314	Prak.g_01418	Prap.g_00148
OG0000315	Prak.g_01428	Prap.g_00158
OG0000316	Prak.g_01453	Prap.g_00183
OG0000317	Prak.g_01642	Prap.g_01782
OG0000318	Prak.g_01646	Prap.g_01778
OG0000319	Prak.g_01659	Prap.g_01765
OG0000320	Prak.g_01661	Prap.g_01763
OG0000321	Prak.g_01662	Prap.g_01762
OG0000322	Prak.g_01663	Prap.g_01761
OG0000323	Prak.g_01672	Prap.g_01751
OG0000324	Prak.g_01699	Prap.g_01724
OG0000325	Prak.g_01710	Prap.g_01713
OG0000326	Prak.g_01717	Prap.g_01706
OG0000327	Prak.g_01738	Prap.g_01685
OG0000328	Prak.g_01739	Prap.g_01684
OG0000329	Prak.g_01756	Prap.g_01667
OG0000330	Prak.g_01757	Prap.g_01666
OG0000331	Prak.g_01758	Prap.g_01665
OG0000332	Prak.g_01772	Prap.g_01651
OG0000333	Prak.g_01774	Prap.g_01648, Prap.g_01649
OG0000334	Prak.g_01783	Prap.g_01639
OG0000335	Prak.g_01788	Prap.g_01634
OG0000336	Prak.g_01792	Prap.g_01630
OG0000337	Prak.g_01810	Prap.g_01612
OG0000338	Prak.g_01811	Prap.g_01611
OG0000339	Prak.g_01817	Prap.g_01605
OG0000340	Prak.g_01826	Prap.g_01596
OG0000341	Prak.g_01828	Prap.g_01594
OG0000342	Prak.g_01829	Prap.g_01593
OG0000343	Prak.g_01830	Prap.g_01592
OG0000344	Prak.g_01833	Prap.g_01589
OG0000345	Prak.g_01839	Prap.g_01583
OG0000346	Prak.g_01843	Prap.g_01579
OG0000347	Prak.g_01860	Prap.g_01562
OG0000348	Prak.g_01868	Prap.g_01554
OG0000349	Prak.g_01886	Prap.g_01537
OG0000350	Prak.g_00656	Prap.g_00623
OG0000351	Prak.g_01926	Prap.g_01497
OG0000352	Prak.g_01927	Prap.g_01496
OG0000353	Prak.g_01944	Prap.g_00055
OG0000355	Prak.g_00001	Prap.g_00053
OG0000356	Prak.g_00002	Prap.g_00052
OG0000357	Prak.g_00003	Prap.g_00051
OG0000358	Prak.g_00007	Prap.g_00047
OG0000359	Prak.g_00008	Prap.g_00046
OG0000360	Prak.g_00009	Prap.g_00045
OG0000361	Prak.g_00010	Prap.g_00044
OG0000362	Prak.g_00012	Prap.g_00042
OG0000363	Prak.g_00014	Prap.g_00941
OG0000364	Prak.g_00015	Prap.g_00940
OG0000365	Prak.g_00020	Prap.g_00935
OG0000366	Prak.g_00021	Prap.g_00934
OG0000367	Prak.g_00022	Prap.g_00933
OG0000368	Prak.g_00024	Prap.g_00931
OG0000369	Prak.g_00025	Prap.g_00930
OG0000370	Prak.g_00026	Prap.g_00929
OG0000371	Prak.g_00033	Prap.g_00922
OG0000372	Prak.g_00036	Prap.g_00919
OG0000373	Prak.g_00037	Prap.g_00918
OG0000374	Prak.g_00038	Prap.g_00917
OG0000375	Prak.g_00040	Prap.g_00915
OG0000376	Prak.g_00042	Prap.g_00913
OG0000377	Prak.g_00046	Prap.g_00909
OG0000378	Prak.g_00050	Prap.g_00905
OG0000379	Prak.g_00053	Prap.g_00902
OG0000380	Prak.g_00070	Prap.g_00885
OG0000381	Prak.g_00075	Prap.g_00880
OG0000382	Prak.g_00085	Prap.g_01097
OG0000383	Prak.g_00087	Prap.g_01095
OG0000384	Prak.g_00088	Prap.g_01094
OG0000385	Prak.g_00089	Prap.g_01093
OG0000386	Prak.g_00090	Prap.g_01092
OG0000387	Prak.g_00104	Prap.g_01078
OG0000388	Prak.g_00108	Prap.g_01074
OG0000389	Prak.g_00111	Prap.g_01071
OG0000390	Prak.g_00121	Prap.g_01061
OG0000391	Prak.g_00124	Prap.g_01058
OG0000392	Prak.g_00128	Prap.g_01054
OG0000393	Prak.g_00131	Prap.g_01051
OG0000394	Prak.g_00132	Prap.g_01050
OG0000395	Prak.g_00133	Prap.g_01049
OG0000396	Prak.g_00135	Prap.g_01047
OG0000397	Prak.g_00137	Prap.g_01045
OG0000398	Prak.g_00140	Prap.g_01042
OG0000399	Prak.g_00141	Prap.g_01041
OG0000400	Prak.g_00142	Prap.g_01040
OG0000401	Prak.g_00143	Prap.g_01039
OG0000402	Prak.g_01035	Prap.g_00319
OG0000403	Prak.g_00145	Prap.g_01037
OG0000404	Prak.g_00146	Prap.g_01036
OG0000405	Prak.g_00150	Prap.g_01032
OG0000406	Prak.g_00158	Prap.g_01024
OG0000407	Prak.g_00159	Prap.g_01023
OG0000408	Prak.g_00161	Prap.g_01021
OG0000409	Prak.g_00163	Prap.g_01019
OG0000410	Prak.g_00164	Prap.g_01018
OG0000411	Prak.g_00165	Prap.g_01017
OG0000412	Prak.g_00166	Prap.g_01016
OG0000413	Prak.g_00168	Prap.g_01014
OG0000414	Prak.g_00169	Prap.g_01013
OG0000415	Prak.g_00170	Prap.g_01012
OG0000416	Prak.g_00171	Prap.g_01011
OG0000417	Prak.g_00172	Prap.g_01010
OG0000418	Prak.g_00177	Prap.g_01005
OG0000419	Prak.g_00179	Prap.g_01003
OG0000420	Prak.g_00180	Prap.g_01002
OG0000421	Prak.g_00185	Prap.g_00997
OG0000422	Prak.g_00186	Prap.g_00996
OG0000423	Prak.g_00187	Prap.g_00995
OG0000424	Prak.g_00188	Prap.g_00994
OG0000425	Prak.g_00189	Prap.g_00993
OG0000426	Prak.g_00190	Prap.g_00992
OG0000427	Prak.g_00191	Prap.g_00991
OG0000428	Prak.g_00193	Prap.g_00989
OG0000429	Prak.g_00194	Prap.g_00988
OG0000430	Prak.g_00195	Prap.g_00987
OG0000431	Prak.g_00197	Prap.g_00985
OG0000432	Prak.g_00201	Prap.g_00981
OG0000433	Prak.g_00202	Prap.g_00980
OG0000434	Prak.g_00203	Prap.g_00979
OG0000435	Prak.g_00204	Prap.g_00978
OG0000436	Prak.g_00209	Prap.g_00973
OG0000437	Prak.g_00210	Prap.g_00972
OG0000438	Prak.g_00211	Prap.g_00971
OG0000439	Prak.g_00213	Prap.g_00969
OG0000440	Prak.g_00214	Prap.g_00968
OG0000441	Prak.g_00217	Prap.g_00965
OG0000442	Prak.g_00218	Prap.g_00964
OG0000443	Prak.g_00219	Prap.g_00963
OG0000444	Prak.g_00225	Prap.g_00957
OG0000445	Prak.g_00226	Prap.g_00956
OG0000446	Prak.g_00227	Prap.g_00955
OG0000447	Prak.g_00228	Prap.g_00954
OG0000448	Prak.g_00229	Prap.g_00953
OG0000449	Prak.g_00230	Prap.g_00952
OG0000450	Prak.g_00231	Prap.g_00951
OG0000451	Prak.g_00232	Prap.g_00950
OG0000452	Prak.g_00235	Prap.g_00947
OG0000453	Prak.g_00236	Prap.g_00946
OG0000454	Prak.g_00237	Prap.g_00945
OG0000455	Prak.g_00238	Prap.g_00944
OG0000456	Prak.g_00239	Prap.g_00943
OG0000457	Prak.g_00241	Prap.g_01487
OG0000458	Prak.g_00242	Prap.g_01486
OG0000459	Prak.g_00243	Prap.g_01485
OG0000460	Prak.g_00251	Prap.g_01477
OG0000461	Prak.g_00259	Prap.g_01469
OG0000462	Prak.g_00261	Prap.g_01467
OG0000463	Prak.g_00262	Prap.g_01466
OG0000464	Prak.g_00263	Prap.g_01465
OG0000465	Prak.g_00264	Prap.g_01464
OG0000466	Prak.g_00267	Prap.g_01461
OG0000467	Prak.g_00268	Prap.g_01460
OG0000468	Prak.g_00271	Prap.g_01457
OG0000469	Prak.g_00279	Prap.g_01449
OG0000470	Prak.g_00281	Prap.g_01447
OG0000471	Prak.g_00282	Prap.g_01446
OG0000472	Prak.g_00284	Prap.g_01444
OG0000473	Prak.g_00286	Prap.g_01442
OG0000474	Prak.g_00287	Prap.g_01441
OG0000475	Prak.g_00288	Prap.g_01440
OG0000476	Prak.g_00290	Prap.g_01438
OG0000477	Prak.g_00293	Prap.g_01435
OG0000478	Prak.g_00294	Prap.g_01434
OG0000479	Prak.g_00295	Prap.g_01433
OG0000480	Prak.g_00300	Prap.g_01428
OG0000481	Prak.g_00303	Prap.g_01425
OG0000482	Prak.g_00304	Prap.g_01424
OG0000483	Prak.g_00307	Prap.g_01421
OG0000484	Prak.g_00308	Prap.g_01420
OG0000485	Prak.g_00310	Prap.g_01418
OG0000486	Prak.g_00311	Prap.g_01417
OG0000487	Prak.g_00314	Prap.g_01414
OG0000488	Prak.g_00317	Prap.g_01411
OG0000489	Prak.g_00322	Prap.g_01406
OG0000490	Prak.g_00326	Prap.g_01402
OG0000491	Prak.g_00327	Prap.g_01401
OG0000492	Prak.g_00329	Prap.g_01399
OG0000493	Prak.g_00330	Prap.g_01398
OG0000494	Prak.g_00331	Prap.g_01397
OG0000495	Prak.g_00332	Prap.g_01396
OG0000496	Prak.g_00333	Prap.g_01395
OG0000497	Prak.g_00334	Prap.g_01394
OG0000498	Prak.g_00335	Prap.g_01393
OG0000499	Prak.g_00336	Prap.g_01392
OG0000500	Prak.g_00337	Prap.g_01391
OG0000501	Prak.g_00338	Prap.g_01390
OG0000502	Prak.g_00341	Prap.g_01387
OG0000503	Prak.g_00356	Prap.g_01372
OG0000504	Prak.g_00358	Prap.g_01370
OG0000505	Prak.g_00359	Prap.g_01369
OG0000506	Prak.g_00360	Prap.g_01368
OG0000507	Prak.g_00363	Prap.g_01365
OG0000508	Prak.g_00367	Prap.g_01361
OG0000509	Prak.g_00369	Prap.g_01359
OG0000510	Prak.g_00370	Prap.g_01358
OG0000511	Prak.g_00371	Prap.g_01357
OG0000512	Prak.g_00373	Prap.g_01355
OG0000513	Prak.g_00382	Prap.g_01346
OG0000514	Prak.g_00393	Prap.g_01335
OG0000515	Prak.g_00394	Prap.g_01334
OG0000516	Prak.g_00395	Prap.g_01333
OG0000517	Prak.g_00397	Prap.g_01331
OG0000518	Prak.g_00408	Prap.g_01320
OG0000519	Prak.g_00409	Prap.g_01319
OG0000520	Prak.g_00410	Prap.g_01318
OG0000521	Prak.g_00418	Prap.g_01310
OG0000522	Prak.g_00420	Prap.g_01308
OG0000523	Prak.g_00421	Prap.g_01307
OG0000524	Prak.g_00426	Prap.g_01302
OG0000525	Prak.g_00430	Prap.g_01298
OG0000526	Prak.g_00431	Prap.g_01297
OG0000527	Prak.g_00434	Prap.g_01294
OG0000528	Prak.g_00439	Prap.g_01289
OG0000529	Prak.g_00442	Prap.g_01286
OG0000530	Prak.g_00445	Prap.g_01283
OG0000531	Prak.g_00446	Prap.g_01282
OG0000532	Prak.g_00448	Prap.g_01280
OG0000533	Prak.g_00449	Prap.g_01279
OG0000534	Prak.g_00450	Prap.g_01278
OG0000535	Prak.g_00451	Prap.g_01277
OG0000536	Prak.g_00452	Prap.g_01276
OG0000537	Prak.g_00453	Prap.g_01275
OG0000538	Prak.g_00462	Prap.g_01266
OG0000539	Prak.g_00463	Prap.g_01265
OG0000540	Prak.g_00464	Prap.g_01264
OG0000541	Prak.g_00465	Prap.g_01263
OG0000542	Prak.g_00466	Prap.g_01262
OG0000543	Prak.g_00468	Prap.g_01260
OG0000544	Prak.g_00469	Prap.g_01259
OG0000545	Prak.g_00471	Prap.g_01257
OG0000546	Prak.g_00474	Prap.g_01254
OG0000547	Prak.g_00476	Prap.g_01252
