Orthogroup	Prak	Syam
OG0000041	Prak.g_01692	Syam.g_01899
OG0000042	Prak.g_01850	Syam.g_00107
OG0000045	Prak.g_01216	Syam.g_02028
OG0000046	Prak.g_00344	Syam.g_00403, Syam.g_00410, Syam.g_00420
OG0000047	Prak.g_00385	Syam.g_00434
OG0000048	Prak.g_01264, Prak.g_00289	Syam.g_00243
OG0000052	Prak.g_00058, Prak.g_01369	Syam.g_00161
OG0000053	Prak.g_01590, Prak.g_01412	Syam.g_01636
OG0000054	Prak.g_00568	Syam.g_01515
OG0000055	Prak.g_01221	Syam.g_00754
OG0000057	Prak.g_00829	Syam.g_00784
OG0000058	Prak.g_01351	Syam.g_00169
OG0000059	Prak.g_01732	Syam.g_00320
OG0000061	Prak.g_01172	Syam.g_01795
OG0000062	Prak.g_01476	Syam.g_01972
OG0000063	Prak.g_01530	Syam.g_00039
OG0000064	Prak.g_00072	Syam.g_02363, Syam.g_01415, Syam.g_01414, Syam.g_00978, Syam.g_01964
OG0000065	Prak.g_00113	Syam.g_02121
OG0000066	Prak.g_00498, Prak.g_01557	Syam.g_00552, Syam.g_00662
OG0000067	Prak.g_00845	Syam.g_01290
OG0000068	Prak.g_01329	Syam.g_00575
OG0000070	Prak.g_00412	Syam.g_01847
OG0000071	Prak.g_01277	Syam.g_01830
OG0000072	Prak.g_00183	Syam.g_02219
OG0000073	Prak.g_00461	Syam.g_00604
OG0000075	Prak.g_01816	Syam.g_00148
OG0000076	Prak.g_01842	Syam.g_00115
OG0000077	Prak.g_00083	Syam.g_02074
OG0000078	Prak.g_00256	Syam.g_00514
OG0000079	Prak.g_00269	Syam.g_00270
OG0000081	Prak.g_00490	Syam.g_00520
OG0000082	Prak.g_00546, Prak.g_01634	Syam.g_01730
OG0000085	Prak.g_01637, Prak.g_01516	Syam.g_01979
OG0000086	Prak.g_00092	Syam.g_02092
OG0000087	Prak.g_00147	Syam.g_02175
OG0000088	Prak.g_00178	Syam.g_02213
OG0000089	Prak.g_00379	Syam.g_00489
OG0000090	Prak.g_00492	Syam.g_00651
OG0000091	Prak.g_01100	Syam.g_01460
OG0000097	Prak.g_01126	Syam.g_00874
OG0000098	Prak.g_01305	Syam.g_00944
OG0000099	Prak.g_01352	Syam.g_00173
OG0000100	Prak.g_01470	Syam.g_01259
OG0000101	Prak.g_01780	Syam.g_00371
OG0000102	Prak.g_01847	Syam.g_00110
OG0000103	Prak.g_01932	Syam.g_02428
OG0000104	Prak.g_01941	Syam.g_02442
OG0000105	Prak.g_00292	Syam.g_00238
OG0000106	Prak.g_00687	Syam.g_01039
OG0000107	Prak.g_01709	Syam.g_00288
OG0000108	Prak.g_00441	Syam.g_00583
OG0000109	Prak.g_00455	Syam.g_00598
OG0000110	Prak.g_00535	Syam.g_01743
OG0000112	Prak.g_00608	Syam.g_01115
OG0000113	Prak.g_00868	Syam.g_01264
OG0000114	Prak.g_00770	Syam.g_01349
OG0000115	Prak.g_01241	Syam.g_01634
OG0000116	Prak.g_01183	Syam.g_01807
OG0000117	Prak.g_01145	Syam.g_00904
OG0000118	Prak.g_01290	Syam.g_01698
OG0000120	Prak.g_01349	Syam.g_00172
OG0000121	Prak.g_01393	Syam.g_01615
OG0000122	Prak.g_01248, Prak.g_01434	Syam.g_01436
OG0000123	Prak.g_01787	Syam.g_00379
OG0000124	Prak.g_01859	Syam.g_00096
OG0000125	Prak.g_01895	Syam.g_02319
OG0000126	Prak.g_01940	Syam.g_02440
OG0000128	Prak.g_00011	Syam.g_00012
OG0000129	Prak.g_00045	Syam.g_02307
OG0000130	Prak.g_00074	Syam.g_02062
OG0000131	Prak.g_00156	Syam.g_02191
OG0000132	Prak.g_00176	Syam.g_02211
OG0000133	Prak.g_00339	Syam.g_01120
OG0000134	Prak.g_00381	Syam.g_00492
OG0000135	Prak.g_01259	Syam.g_02347
OG0000136	Prak.g_00403	Syam.g_01857
OG0000137	Prak.g_00436	Syam.g_01668
OG0000138	Prak.g_00456	Syam.g_00599
OG0000139	Prak.g_00496	Syam.g_00657
OG0000140	Prak.g_00497	Syam.g_00659
OG0000141	Prak.g_00569	Syam.g_01514
OG0000142	Prak.g_01108	Syam.g_01468
OG0000143	Prak.g_01104	Syam.g_01464
OG0000144	Prak.g_01090	Syam.g_01032
OG0000145	Prak.g_01261	Syam.g_00605
OG0000146	Prak.g_00607	Syam.g_01114
OG0000147	Prak.g_00606	Syam.g_01113
OG0000148	Prak.g_00862	Syam.g_01270
OG0000149	Prak.g_00894	Syam.g_00725
OG0000150	Prak.g_00904	Syam.g_00660
OG0000151	Prak.g_00780	Syam.g_01338
OG0000152	Prak.g_00973	Syam.g_01124
OG0000153	Prak.g_00992	Syam.g_01160
OG0000154	Prak.g_01012	Syam.g_01187
OG0000155	Prak.g_01151	Syam.g_01763
OG0000156	Prak.g_01266	Syam.g_01814
OG0000157	Prak.g_01267	Syam.g_01815
OG0000158	Prak.g_01824	Syam.g_00139
OG0000160	Prak.g_01392	Syam.g_01614
OG0000161	Prak.g_01398	Syam.g_01620
OG0000162	Prak.g_01404	Syam.g_01627
OG0000163	Prak.g_01443	Syam.g_01927
OG0000164	Prak.g_01669	Syam.g_02023
OG0000165	Prak.g_01676	Syam.g_01879, Syam.g_01878
OG0000166	Prak.g_01743	Syam.g_00330
OG0000167	Prak.g_01814	Syam.g_00151
OG0000168	Prak.g_01825	Syam.g_00138
OG0000169	Prak.g_01835	Syam.g_00127
OG0000170	Prak.g_01838	Syam.g_00120
OG0000171	Prak.g_01858	Syam.g_00097
OG0000172	Prak.g_01865	Syam.g_00075
OG0000173	Prak.g_01880	Syam.g_00057
OG0000174	Prak.g_01910	Syam.g_02349
OG0000175	Prak.g_01923	Syam.g_02417
OG0000176	Prak.g_00004	Syam.g_00004
OG0000177	Prak.g_00005	Syam.g_00005
OG0000178	Prak.g_00006	Syam.g_00006
OG0000179	Prak.g_00016	Syam.g_00021
OG0000180	Prak.g_00017	Syam.g_00022
OG0000181	Prak.g_00018	Syam.g_00023
OG0000182	Prak.g_00019	Syam.g_00024
OG0000183	Prak.g_00023	Syam.g_00028
OG0000184	Prak.g_00049	Syam.g_02298
OG0000185	Prak.g_00052	Syam.g_02295
OG0000186	Prak.g_00068	Syam.g_02058
OG0000187	Prak.g_00069	Syam.g_02059
OG0000188	Prak.g_00086	Syam.g_02081
OG0000189	Prak.g_00100	Syam.g_02108
OG0000190	Prak.g_00102	Syam.g_02110
OG0000191	Prak.g_00125	Syam.g_02142
OG0000192	Prak.g_00130	Syam.g_02148
OG0000193	Prak.g_00157	Syam.g_02192
OG0000194	Prak.g_00160	Syam.g_02195
OG0000195	Prak.g_00162	Syam.g_02197
OG0000196	Prak.g_00173	Syam.g_02208
OG0000197	Prak.g_00174	Syam.g_02209
OG0000198	Prak.g_00175	Syam.g_02210
OG0000199	Prak.g_00182	Syam.g_02218
OG0000200	Prak.g_00196	Syam.g_02234
OG0000202	Prak.g_00206	Syam.g_02249
OG0000203	Prak.g_00207	Syam.g_02250
OG0000204	Prak.g_00208	Syam.g_02251
OG0000205	Prak.g_00215	Syam.g_02258
OG0000206	Prak.g_00220	Syam.g_02264
OG0000207	Prak.g_00223	Syam.g_02266
OG0000208	Prak.g_00224	Syam.g_02267
OG0000209	Prak.g_00233	Syam.g_02278
OG0000210	Prak.g_00234	Syam.g_02279
OG0000211	Prak.g_00249	Syam.g_00504
OG0000212	Prak.g_00257	Syam.g_00515
OG0000213	Prak.g_00275	Syam.g_00263
OG0000214	Prak.g_00285	Syam.g_00247
OG0000215	Prak.g_00312	Syam.g_00216
OG0000216	Prak.g_00313	Syam.g_00212
OG0000217	Prak.g_00316	Syam.g_00208
OG0000218	Prak.g_00318	Syam.g_00206
OG0000219	Prak.g_00319	Syam.g_00205
OG0000220	Prak.g_00320	Syam.g_00204
OG0000221	Prak.g_00321	Syam.g_00198
OG0000222	Prak.g_00328	Syam.g_00186
OG0000223	Prak.g_00340	Syam.g_00168
OG0000224	Prak.g_00342	Syam.g_00164
OG0000225	Prak.g_00368	Syam.g_00473
OG0000226	Prak.g_00372	Syam.g_00477
OG0000227	Prak.g_00374	Syam.g_00479
OG0000228	Prak.g_00378	Syam.g_00488
OG0000229	Prak.g_00398	Syam.g_01867
OG0000230	Prak.g_00400	Syam.g_01865
OG0000231	Prak.g_00411	Syam.g_01848
OG0000232	Prak.g_00422	Syam.g_01692
OG0000233	Prak.g_00428	Syam.g_01678
OG0000234	Prak.g_00437	Syam.g_01667
OG0000235	Prak.g_00440	Syam.g_00582
OG0000236	Prak.g_00454	Syam.g_00597
OG0000237	Prak.g_00467	Syam.g_00614
OG0000238	Prak.g_00473	Syam.g_00619
OG0000239	Prak.g_00484	Syam.g_00637
OG0000240	Prak.g_00485	Syam.g_00638
OG0000241	Prak.g_00489	Syam.g_01477
OG0000242	Prak.g_00491	Syam.g_00649
OG0000243	Prak.g_00502	Syam.g_00668
OG0000244	Prak.g_00506	Syam.g_00674
OG0000245	Prak.g_00508	Syam.g_00676
OG0000246	Prak.g_00512	Syam.g_00680
OG0000247	Prak.g_00522	Syam.g_00692
OG0000248	Prak.g_00525	Syam.g_00695
OG0000249	Prak.g_00527	Syam.g_00697
OG0000250	Prak.g_00532	Syam.g_01747
OG0000251	Prak.g_00552	Syam.g_01722
OG0000252	Prak.g_00555	Syam.g_01719
OG0000253	Prak.g_00556	Syam.g_01718
OG0000254	Prak.g_00573	Syam.g_01510
OG0000255	Prak.g_00579	Syam.g_01500
OG0000256	Prak.g_00589	Syam.g_01484
OG0000257	Prak.g_01113	Syam.g_01478
OG0000258	Prak.g_01099	Syam.g_01459
OG0000259	Prak.g_01082	Syam.g_01378
OG0000260	Prak.g_01079	Syam.g_01375
OG0000261	Prak.g_01076	Syam.g_01372
OG0000262	Prak.g_01072	Syam.g_01367
OG0000263	Prak.g_00808	Syam.g_00885
OG0000264	Prak.g_00819	Syam.g_00805
OG0000265	Prak.g_00837	Syam.g_01880
OG0000266	Prak.g_01053	Syam.g_01234
OG0000267	Prak.g_01041	Syam.g_01071
OG0000268	Prak.g_01040	Syam.g_01072
OG0000269	Prak.g_00840	Syam.g_01295
OG0000270	Prak.g_00843	Syam.g_01292
OG0000271	Prak.g_00851	Syam.g_01284
OG0000272	Prak.g_00852	Syam.g_01283
OG0000273	Prak.g_00876	Syam.g_00745
OG0000274	Prak.g_00877	Syam.g_00744
OG0000275	Prak.g_00880	Syam.g_00741
OG0000276	Prak.g_00886	Syam.g_00733
OG0000277	Prak.g_00887	Syam.g_00732
OG0000278	Prak.g_00890	Syam.g_00729
OG0000279	Prak.g_00897	Syam.g_00721
OG0000280	Prak.g_00898	Syam.g_00701
OG0000281	Prak.g_00905	Syam.g_00943
OG0000282	Prak.g_00772	Syam.g_01347
OG0000283	Prak.g_00949	Syam.g_01087
OG0000284	Prak.g_00954	Syam.g_01093
OG0000285	Prak.g_00959	Syam.g_01105
OG0000286	Prak.g_00972	Syam.g_01123
OG0000287	Prak.g_01238	Syam.g_01153
OG0000288	Prak.g_01011	Syam.g_01186
OG0000289	Prak.g_01027	Syam.g_01201
OG0000290	Prak.g_00923	Syam.g_00771
OG0000291	Prak.g_00921	Syam.g_00773
OG0000292	Prak.g_01217	Syam.g_02439
OG0000293	Prak.g_01182	Syam.g_01806
OG0000294	Prak.g_01181	Syam.g_01805
OG0000295	Prak.g_01158	Syam.g_01771
OG0000296	Prak.g_01156	Syam.g_01769
OG0000297	Prak.g_01147	Syam.g_00906
OG0000298	Prak.g_01146	Syam.g_00905
OG0000299	Prak.g_01127	Syam.g_00878
OG0000300	Prak.g_01124	Syam.g_00871
OG0000301	Prak.g_01123	Syam.g_00870
OG0000302	Prak.g_01121	Syam.g_00868
OG0000303	Prak.g_01115	Syam.g_00859
OG0000304	Prak.g_00594	Syam.g_00853
OG0000305	Prak.g_01215	Syam.g_00776
OG0000306	Prak.g_00909	Syam.g_01757
OG0000307	Prak.g_01338	Syam.g_00566
OG0000308	Prak.g_01339	Syam.g_00564
OG0000309	Prak.g_01343	Syam.g_00559
OG0000310	Prak.g_01377	Syam.g_01591
OG0000311	Prak.g_01379	Syam.g_01595
OG0000312	Prak.g_01382	Syam.g_01601
OG0000313	Prak.g_01395	Syam.g_01617
OG0000314	Prak.g_01418	Syam.g_01647
OG0000315	Prak.g_01428	Syam.g_01658
OG0000316	Prak.g_01453	Syam.g_01945
OG0000317	Prak.g_01642	Syam.g_01987
OG0000318	Prak.g_01646	Syam.g_01991
OG0000319	Prak.g_01659	Syam.g_02006
OG0000320	Prak.g_01661	Syam.g_02008
OG0000321	Prak.g_01662	Syam.g_02009
OG0000322	Prak.g_01663	Syam.g_02010
OG0000323	Prak.g_01672	Syam.g_02025
OG0000324	Prak.g_01699	Syam.g_01906
OG0000325	Prak.g_01710	Syam.g_00289
OG0000326	Prak.g_01717	Syam.g_00296
OG0000327	Prak.g_01738	Syam.g_00325
OG0000328	Prak.g_01739	Syam.g_00326
OG0000329	Prak.g_01756	Syam.g_00344
OG0000330	Prak.g_01757	Syam.g_00345
OG0000331	Prak.g_01758	Syam.g_00346
OG0000332	Prak.g_01772	Syam.g_00361
OG0000333	Prak.g_01774	Syam.g_00364
OG0000334	Prak.g_01783	Syam.g_00375
OG0000335	Prak.g_01788	Syam.g_00380
OG0000336	Prak.g_01792	Syam.g_00384
OG0000337	Prak.g_01810	Syam.g_00155
OG0000338	Prak.g_01811	Syam.g_00153
OG0000339	Prak.g_01817	Syam.g_00147
OG0000340	Prak.g_01826	Syam.g_00137
OG0000341	Prak.g_01828	Syam.g_00135
OG0000342	Prak.g_01829	Syam.g_00134
OG0000343	Prak.g_01830	Syam.g_00133
OG0000344	Prak.g_01833	Syam.g_00129
OG0000345	Prak.g_01839	Syam.g_00119
OG0000346	Prak.g_01843	Syam.g_00114
OG0000347	Prak.g_01860	Syam.g_00083
OG0000348	Prak.g_01868	Syam.g_00068
OG0000349	Prak.g_01886	Syam.g_00050
OG0000350	Prak.g_00656	Syam.g_00303
OG0000351	Prak.g_01926	Syam.g_02420
OG0000352	Prak.g_01927	Syam.g_02421
OG0000353	Prak.g_01944	Syam.g_02445
OG0000355	Prak.g_00001	Syam.g_00001
OG0000356	Prak.g_00002	Syam.g_00002
OG0000357	Prak.g_00003	Syam.g_00003
OG0000358	Prak.g_00007	Syam.g_00007
OG0000359	Prak.g_00008	Syam.g_00009
OG0000360	Prak.g_00009	Syam.g_00010
OG0000361	Prak.g_00010	Syam.g_00011
OG0000362	Prak.g_00012	Syam.g_00013
OG0000363	Prak.g_00014	Syam.g_00015
OG0000364	Prak.g_00015	Syam.g_00016
OG0000365	Prak.g_00020	Syam.g_00025
OG0000366	Prak.g_00021	Syam.g_00026
OG0000367	Prak.g_00022	Syam.g_00027
OG0000368	Prak.g_00024	Syam.g_00029
OG0000369	Prak.g_00025	Syam.g_00030
OG0000370	Prak.g_00026	Syam.g_00031
OG0000371	Prak.g_00033	Syam.g_00038
OG0000372	Prak.g_00036	Syam.g_00043
OG0000373	Prak.g_00037	Syam.g_00044
OG0000374	Prak.g_00038	Syam.g_00045
OG0000375	Prak.g_00040	Syam.g_00046
OG0000376	Prak.g_00042	Syam.g_00048
OG0000377	Prak.g_00046	Syam.g_02306
OG0000378	Prak.g_00050	Syam.g_02297
OG0000379	Prak.g_00053	Syam.g_02294
OG0000380	Prak.g_00070	Syam.g_02060
OG0000381	Prak.g_00075	Syam.g_02063
OG0000382	Prak.g_00085	Syam.g_02080
OG0000383	Prak.g_00087	Syam.g_02083
OG0000384	Prak.g_00088	Syam.g_02084
OG0000385	Prak.g_00089	Syam.g_02085
OG0000386	Prak.g_00090	Syam.g_02086
OG0000387	Prak.g_00104	Syam.g_02112
OG0000388	Prak.g_00108	Syam.g_02116
OG0000389	Prak.g_00111	Syam.g_02120
OG0000390	Prak.g_00121	Syam.g_02136
OG0000391	Prak.g_00124	Syam.g_02141
OG0000392	Prak.g_00128	Syam.g_02147
OG0000393	Prak.g_00131	Syam.g_02149
OG0000394	Prak.g_00132	Syam.g_02150
OG0000395	Prak.g_00133	Syam.g_02151
OG0000396	Prak.g_00135	Syam.g_02153
OG0000397	Prak.g_00137	Syam.g_02160
OG0000398	Prak.g_00140	Syam.g_02165
OG0000399	Prak.g_00141	Syam.g_02166
OG0000400	Prak.g_00142	Syam.g_02167
OG0000401	Prak.g_00143	Syam.g_02168
OG0000402	Prak.g_01035	Syam.g_02171
OG0000403	Prak.g_00145	Syam.g_02172
OG0000404	Prak.g_00146	Syam.g_02173
OG0000405	Prak.g_00150	Syam.g_02189
OG0000406	Prak.g_00158	Syam.g_02193
OG0000407	Prak.g_00159	Syam.g_02194
OG0000408	Prak.g_00161	Syam.g_02196
OG0000409	Prak.g_00163	Syam.g_02198
OG0000410	Prak.g_00164	Syam.g_02199
OG0000411	Prak.g_00165	Syam.g_02200
OG0000412	Prak.g_00166	Syam.g_02201
OG0000413	Prak.g_00168	Syam.g_02203
OG0000414	Prak.g_00169	Syam.g_02204
OG0000415	Prak.g_00170	Syam.g_02205
OG0000416	Prak.g_00171	Syam.g_02206
OG0000417	Prak.g_00172	Syam.g_02207
OG0000418	Prak.g_00177	Syam.g_02212
OG0000419	Prak.g_00179	Syam.g_02214
OG0000420	Prak.g_00180	Syam.g_02216
OG0000421	Prak.g_00185	Syam.g_02221
OG0000422	Prak.g_00186	Syam.g_02222
OG0000423	Prak.g_00187	Syam.g_02223
OG0000424	Prak.g_00188	Syam.g_02224
OG0000425	Prak.g_00189	Syam.g_02225
OG0000426	Prak.g_00190	Syam.g_02226
OG0000427	Prak.g_00191	Syam.g_02227
OG0000428	Prak.g_00193	Syam.g_02230
OG0000429	Prak.g_00194	Syam.g_02232
OG0000430	Prak.g_00195	Syam.g_02233
OG0000431	Prak.g_00197	Syam.g_02237
OG0000432	Prak.g_00201	Syam.g_02243
OG0000433	Prak.g_00202	Syam.g_02244
OG0000434	Prak.g_00203	Syam.g_02245
OG0000435	Prak.g_00204	Syam.g_02246
OG0000436	Prak.g_00209	Syam.g_02252
OG0000437	Prak.g_00210	Syam.g_02253
OG0000438	Prak.g_00211	Syam.g_02254
OG0000439	Prak.g_00213	Syam.g_02256
OG0000440	Prak.g_00214	Syam.g_02257
OG0000441	Prak.g_00217	Syam.g_02261
OG0000442	Prak.g_00218	Syam.g_02262
OG0000443	Prak.g_00219	Syam.g_02263
OG0000444	Prak.g_00225	Syam.g_02268
OG0000445	Prak.g_00226	Syam.g_02269
OG0000446	Prak.g_00227	Syam.g_02270
OG0000447	Prak.g_00228	Syam.g_02272
OG0000448	Prak.g_00229	Syam.g_02273
OG0000449	Prak.g_00230	Syam.g_02274
OG0000450	Prak.g_00231	Syam.g_02275
OG0000451	Prak.g_00232	Syam.g_02276
OG0000452	Prak.g_00235	Syam.g_02280
OG0000453	Prak.g_00236	Syam.g_02281
OG0000454	Prak.g_00237	Syam.g_02282
OG0000455	Prak.g_00238	Syam.g_02283
OG0000456	Prak.g_00239	Syam.g_02284
OG0000457	Prak.g_00241	Syam.g_02286
OG0000458	Prak.g_00242	Syam.g_02287
OG0000459	Prak.g_00243	Syam.g_02288
OG0000460	Prak.g_00251	Syam.g_00506
OG0000461	Prak.g_00259	Syam.g_00284
OG0000462	Prak.g_00261	Syam.g_00281
OG0000463	Prak.g_00262	Syam.g_00280
OG0000464	Prak.g_00263	Syam.g_00279
OG0000465	Prak.g_00264	Syam.g_00277
OG0000466	Prak.g_00267	Syam.g_00273
OG0000467	Prak.g_00268	Syam.g_00271
OG0000468	Prak.g_00271	Syam.g_00266
OG0000469	Prak.g_00279	Syam.g_00253
OG0000470	Prak.g_00281	Syam.g_00251
OG0000471	Prak.g_00282	Syam.g_00250
OG0000472	Prak.g_00284	Syam.g_00248
OG0000473	Prak.g_00286	Syam.g_00246
OG0000474	Prak.g_00287	Syam.g_00245
OG0000475	Prak.g_00288	Syam.g_00244
OG0000476	Prak.g_00290	Syam.g_00242
OG0000477	Prak.g_00293	Syam.g_00236
OG0000478	Prak.g_00294	Syam.g_00235
OG0000479	Prak.g_00295	Syam.g_00234
OG0000480	Prak.g_00300	Syam.g_00227
OG0000481	Prak.g_00303	Syam.g_00225
OG0000482	Prak.g_00304	Syam.g_00224
OG0000483	Prak.g_00307	Syam.g_00220
OG0000484	Prak.g_00308	Syam.g_00219
OG0000485	Prak.g_00310	Syam.g_00218
OG0000486	Prak.g_00311	Syam.g_00217
OG0000487	Prak.g_00314	Syam.g_00211
OG0000488	Prak.g_00317	Syam.g_00207
OG0000489	Prak.g_00322	Syam.g_00197
OG0000490	Prak.g_00326	Syam.g_00189
OG0000491	Prak.g_00327	Syam.g_00187
OG0000492	Prak.g_00329	Syam.g_00185
OG0000493	Prak.g_00330	Syam.g_00184
OG0000494	Prak.g_00331	Syam.g_00183
OG0000495	Prak.g_00332	Syam.g_00182
OG0000496	Prak.g_00333	Syam.g_00181
OG0000497	Prak.g_00334	Syam.g_00180
OG0000498	Prak.g_00335	Syam.g_00179
OG0000499	Prak.g_00336	Syam.g_00178
OG0000500	Prak.g_00337	Syam.g_00177
OG0000501	Prak.g_00338	Syam.g_00174
OG0000502	Prak.g_00341	Syam.g_00165
OG0000503	Prak.g_00356	Syam.g_00457
OG0000504	Prak.g_00358	Syam.g_00459
OG0000505	Prak.g_00359	Syam.g_00460
OG0000506	Prak.g_00360	Syam.g_00462
OG0000507	Prak.g_00363	Syam.g_00468
OG0000508	Prak.g_00367	Syam.g_00472
OG0000509	Prak.g_00369	Syam.g_00474
OG0000510	Prak.g_00370	Syam.g_00475
OG0000511	Prak.g_00371	Syam.g_00476
OG0000512	Prak.g_00373	Syam.g_00478
OG0000513	Prak.g_00382	Syam.g_00493
OG0000514	Prak.g_00393	Syam.g_00499
OG0000515	Prak.g_00394	Syam.g_00500
OG0000516	Prak.g_00395	Syam.g_01862
OG0000517	Prak.g_00397	Syam.g_01868
OG0000518	Prak.g_00408	Syam.g_01851
OG0000519	Prak.g_00409	Syam.g_01850
OG0000520	Prak.g_00410	Syam.g_01849
OG0000521	Prak.g_00418	Syam.g_01696
OG0000522	Prak.g_00420	Syam.g_01694
OG0000523	Prak.g_00421	Syam.g_01693
OG0000524	Prak.g_00426	Syam.g_01681
OG0000525	Prak.g_00430	Syam.g_01677
OG0000526	Prak.g_00431	Syam.g_01674
OG0000527	Prak.g_00434	Syam.g_01670
OG0000528	Prak.g_00439	Syam.g_00580
OG0000529	Prak.g_00442	Syam.g_00584
OG0000530	Prak.g_00445	Syam.g_00587
OG0000531	Prak.g_00446	Syam.g_00588
OG0000532	Prak.g_00448	Syam.g_00591
OG0000533	Prak.g_00449	Syam.g_00592
OG0000534	Prak.g_00450	Syam.g_00593
OG0000535	Prak.g_00451	Syam.g_00594
OG0000536	Prak.g_00452	Syam.g_00595
OG0000537	Prak.g_00453	Syam.g_00596
OG0000538	Prak.g_00462	Syam.g_00607
OG0000539	Prak.g_00463	Syam.g_00608
OG0000540	Prak.g_00464	Syam.g_00609
OG0000541	Prak.g_00465	Syam.g_00610
OG0000542	Prak.g_00466	Syam.g_00613
OG0000543	Prak.g_00468	Syam.g_00615
OG0000544	Prak.g_00469	Syam.g_00616
OG0000545	Prak.g_00471	Syam.g_00618
OG0000546	Prak.g_00474	Syam.g_00620
OG0000547	Prak.g_00476	Syam.g_00622
OG0000548	Prak.g_00477	Syam.g_00623
OG0000549	Prak.g_00479	Syam.g_00630
OG0000550	Prak.g_00483	Syam.g_00635
OG0000551	Prak.g_00486	Syam.g_00640
OG0000552	Prak.g_00487	Syam.g_00641
OG0000553	Prak.g_00488	Syam.g_00643
OG0000554	Prak.g_00493	Syam.g_00652
OG0000555	Prak.g_00501	Syam.g_00667
OG0000556	Prak.g_00503	Syam.g_00670
OG0000557	Prak.g_00504	Syam.g_00672
OG0000558	Prak.g_00507	Syam.g_00675
OG0000559	Prak.g_00511	Syam.g_00679
OG0000560	Prak.g_00514	Syam.g_00682
OG0000561	Prak.g_00515	Syam.g_00683
OG0000562	Prak.g_00516	Syam.g_00684
OG0000563	Prak.g_00517	Syam.g_00685
OG0000564	Prak.g_00518	Syam.g_00686
OG0000565	Prak.g_00520	Syam.g_00690
OG0000566	Prak.g_00524	Syam.g_00694
OG0000567	Prak.g_00528	Syam.g_00698
OG0000568	Prak.g_00529	Syam.g_01751
OG0000569	Prak.g_00530	Syam.g_01750
OG0000570	Prak.g_00531	Syam.g_01749
OG0000571	Prak.g_00533	Syam.g_01745
OG0000572	Prak.g_00547	Syam.g_01729
OG0000573	Prak.g_00553	Syam.g_01721
OG0000574	Prak.g_00554	Syam.g_01720
OG0000575	Prak.g_00558	Syam.g_01716
OG0000576	Prak.g_00560	Syam.g_01714
OG0000577	Prak.g_00561	Syam.g_01713
OG0000578	Prak.g_00562	Syam.g_01712
OG0000579	Prak.g_00563	Syam.g_01711
OG0000580	Prak.g_00564	Syam.g_01710
OG0000581	Prak.g_00567	Syam.g_01704
OG0000582	Prak.g_00570	Syam.g_01513
OG0000583	Prak.g_00571	Syam.g_01512
OG0000584	Prak.g_00572	Syam.g_01511
OG0000585	Prak.g_00574	Syam.g_01509
OG0000586	Prak.g_00575	Syam.g_01508
OG0000587	Prak.g_00576	Syam.g_01506
OG0000588	Prak.g_00580	Syam.g_01498
