Orthogroup	Prak	Syab
OG0000103	Prak.g_01932	Syab.g_01296, Syab.g_02895
OG0000104	Prak.g_01941	Syab.g_02910
OG0000105	Prak.g_00292	Syab.g_00303
OG0000106	Prak.g_00687	Syab.g_01817
OG0000108	Prak.g_00441	Syab.g_02096
OG0000109	Prak.g_00455	Syab.g_02112
OG0000110	Prak.g_00535	Syab.g_01984
OG0000111	Prak.g_00830	Syab.g_01201
OG0000112	Prak.g_00608	Syab.g_01392
OG0000113	Prak.g_00868	Syab.g_01689
OG0000114	Prak.g_00770	Syab.g_01633
OG0000115	Prak.g_01241	Syab.g_00748
OG0000116	Prak.g_01183	Syab.g_00945
OG0000117	Prak.g_01145	Syab.g_01018
OG0000118	Prak.g_01290	Syab.g_00897
OG0000120	Prak.g_01349	Syab.g_00229
OG0000121	Prak.g_01393	Syab.g_00772
OG0000122	Prak.g_01248, Prak.g_01434	Syab.g_01839
OG0000123	Prak.g_01787	Syab.g_00454
OG0000124	Prak.g_01859	Syab.g_00088
OG0000125	Prak.g_01895	Syab.g_02763
OG0000126	Prak.g_01940	Syab.g_02908
OG0000128	Prak.g_00011	Syab.g_00012
OG0000129	Prak.g_00045	Syab.g_02749
OG0000130	Prak.g_00074	Syab.g_02434
OG0000131	Prak.g_00156	Syab.g_02564
OG0000132	Prak.g_00176	Syab.g_02584
OG0000133	Prak.g_00339	Syab.g_01387
OG0000134	Prak.g_00381	Syab.g_00554
OG0000135	Prak.g_01259	Syab.g_02815
OG0000136	Prak.g_00403	Syab.g_00588
OG0000137	Prak.g_00436	Syab.g_00697
OG0000138	Prak.g_00456	Syab.g_02113
OG0000139	Prak.g_00496	Syab.g_02035
OG0000140	Prak.g_00497	Syab.g_02033
OG0000141	Prak.g_00569	Syab.g_01931
OG0000142	Prak.g_01108	Syab.g_01873
OG0000143	Prak.g_01104	Syab.g_01870
OG0000144	Prak.g_01090	Syab.g_01757
OG0000145	Prak.g_01261	Syab.g_02120
OG0000146	Prak.g_00607	Syab.g_01393
OG0000147	Prak.g_00606	Syab.g_01394
OG0000148	Prak.g_00862	Syab.g_01682
OG0000149	Prak.g_00894	Syab.g_01720
OG0000150	Prak.g_00904	Syab.g_01930
OG0000151	Prak.g_00780	Syab.g_01612
OG0000152	Prak.g_00973	Syab.g_01383
OG0000153	Prak.g_00992	Syab.g_01343
OG0000154	Prak.g_01012	Syab.g_01317
OG0000155	Prak.g_01151	Syab.g_01009
OG0000156	Prak.g_01266	Syab.g_00933
OG0000157	Prak.g_01267	Syab.g_00932
OG0000158	Prak.g_01824	Syab.g_00161
OG0000160	Prak.g_01392	Syab.g_00774
OG0000161	Prak.g_01398	Syab.g_00766
OG0000162	Prak.g_01404	Syab.g_00755
OG0000163	Prak.g_01443	Syab.g_02173
OG0000164	Prak.g_01669	Syab.g_02307
OG0000165	Prak.g_01676	Syab.g_02316
OG0000166	Prak.g_01743	Syab.g_00407
OG0000167	Prak.g_01814	Syab.g_00205
OG0000168	Prak.g_01825	Syab.g_00136
OG0000169	Prak.g_01835	Syab.g_00125
OG0000170	Prak.g_01838	Syab.g_00118
OG0000171	Prak.g_01858	Syab.g_00089
OG0000172	Prak.g_01865	Syab.g_00080
OG0000173	Prak.g_01880	Syab.g_00061
OG0000174	Prak.g_01910	Syab.g_02819
OG0000175	Prak.g_01923	Syab.g_02876
OG0000176	Prak.g_00004	Syab.g_00004
OG0000177	Prak.g_00005	Syab.g_00005
OG0000178	Prak.g_00006	Syab.g_00006
OG0000179	Prak.g_00016	Syab.g_00022
OG0000180	Prak.g_00017	Syab.g_00023
OG0000181	Prak.g_00018	Syab.g_00024
OG0000182	Prak.g_00019	Syab.g_00025
OG0000183	Prak.g_00023	Syab.g_00029
OG0000184	Prak.g_00049	Syab.g_02738
OG0000185	Prak.g_00052	Syab.g_02715
OG0000186	Prak.g_00068	Syab.g_02430
OG0000187	Prak.g_00069	Syab.g_02431
OG0000188	Prak.g_00086	Syab.g_02454
OG0000189	Prak.g_00100	Syab.g_02487
OG0000190	Prak.g_00102	Syab.g_00190, Syab.g_00139
OG0000191	Prak.g_00125	Syab.g_02522
OG0000192	Prak.g_00130	Syab.g_02528
OG0000193	Prak.g_00157	Syab.g_02565
OG0000194	Prak.g_00160	Syab.g_02568
OG0000195	Prak.g_00162	Syab.g_02570
OG0000196	Prak.g_00173	Syab.g_02581
OG0000197	Prak.g_00174	Syab.g_02582
OG0000198	Prak.g_00175	Syab.g_02583
OG0000199	Prak.g_00182	Syab.g_02591
OG0000200	Prak.g_00196	Syab.g_02611
OG0000201	Prak.g_00205	Syab.g_02628
OG0000202	Prak.g_00206	Syab.g_02629
OG0000203	Prak.g_00207	Syab.g_02630
OG0000204	Prak.g_00208	Syab.g_02631
OG0000205	Prak.g_00215	Syab.g_02638
OG0000206	Prak.g_00220	Syab.g_02674
OG0000207	Prak.g_00223	Syab.g_02677
OG0000208	Prak.g_00224	Syab.g_02678
OG0000209	Prak.g_00233	Syab.g_02698
OG0000210	Prak.g_00234	Syab.g_02699
OG0000211	Prak.g_00249	Syab.g_02374
OG0000212	Prak.g_00257	Syab.g_02365
OG0000213	Prak.g_00275	Syab.g_00332
OG0000214	Prak.g_00285	Syab.g_00312
OG0000215	Prak.g_00312	Syab.g_00281
OG0000216	Prak.g_00313	Syab.g_00277
OG0000217	Prak.g_00316	Syab.g_00273
OG0000218	Prak.g_00318	Syab.g_00271
OG0000219	Prak.g_00319	Syab.g_00270
OG0000220	Prak.g_00320	Syab.g_00269
OG0000221	Prak.g_00321	Syab.g_00257
OG0000222	Prak.g_00328	Syab.g_00244
OG0000223	Prak.g_00340	Syab.g_00226
OG0000224	Prak.g_00342	Syab.g_00223
OG0000225	Prak.g_00368	Syab.g_00538
OG0000226	Prak.g_00372	Syab.g_00542
OG0000227	Prak.g_00374	Syab.g_00544
OG0000228	Prak.g_00378	Syab.g_00550
OG0000229	Prak.g_00398	Syab.g_00583
OG0000230	Prak.g_00400	Syab.g_00585
OG0000231	Prak.g_00411	Syab.g_00613
OG0000232	Prak.g_00422	Syab.g_00631
OG0000233	Prak.g_00428	Syab.g_00645
OG0000234	Prak.g_00437	Syab.g_00699
OG0000235	Prak.g_00440	Syab.g_02095
OG0000236	Prak.g_00454	Syab.g_02111
OG0000237	Prak.g_00467	Syab.g_02129
OG0000238	Prak.g_00473	Syab.g_02134
OG0000239	Prak.g_00484	Syab.g_02151
OG0000240	Prak.g_00485	Syab.g_02152
OG0000241	Prak.g_00489	Syab.g_01884
OG0000242	Prak.g_00491	Syab.g_02043
OG0000243	Prak.g_00502	Syab.g_02025
OG0000244	Prak.g_00506	Syab.g_02017
OG0000245	Prak.g_00508	Syab.g_02015
OG0000246	Prak.g_00512	Syab.g_02011
OG0000247	Prak.g_00522	Syab.g_01999
OG0000248	Prak.g_00525	Syab.g_01996
OG0000249	Prak.g_00527	Syab.g_01994
OG0000250	Prak.g_00532	Syab.g_01988
OG0000251	Prak.g_00552	Syab.g_01961
OG0000252	Prak.g_00555	Syab.g_01958
OG0000253	Prak.g_00556	Syab.g_01956
OG0000254	Prak.g_00573	Syab.g_01925
OG0000255	Prak.g_00579	Syab.g_01912
OG0000256	Prak.g_00589	Syab.g_01890
OG0000257	Prak.g_01113	Syab.g_01885
OG0000258	Prak.g_01099	Syab.g_01861
OG0000259	Prak.g_01082	Syab.g_01538
OG0000260	Prak.g_01079	Syab.g_01544
OG0000261	Prak.g_01076	Syab.g_01556
OG0000262	Prak.g_01072	Syab.g_01561
OG0000263	Prak.g_00808	Syab.g_01035
OG0000264	Prak.g_00819	Syab.g_01173
OG0000265	Prak.g_00837	Syab.g_01773
OG0000266	Prak.g_01053	Syab.g_01667
OG0000267	Prak.g_01041	Syab.g_01433
OG0000268	Prak.g_01040	Syab.g_01432
OG0000269	Prak.g_00840	Syab.g_01650
OG0000270	Prak.g_00843	Syab.g_01657
OG0000271	Prak.g_00851	Syab.g_01279
OG0000272	Prak.g_00852	Syab.g_01280
OG0000274	Prak.g_00877	Syab.g_01700
OG0000275	Prak.g_00880	Syab.g_01704
OG0000276	Prak.g_00886	Syab.g_01712
OG0000277	Prak.g_00887	Syab.g_01713
OG0000278	Prak.g_00890	Syab.g_01716
OG0000279	Prak.g_00897	Syab.g_01724
OG0000280	Prak.g_00898	Syab.g_01736
OG0000281	Prak.g_00905	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Prak.g_00772	Syab.g_01631
OG0000283	Prak.g_00949	Syab.g_01418
OG0000284	Prak.g_00954	Syab.g_01413
OG0000285	Prak.g_00959	Syab.g_01402
OG0000286	Prak.g_00972	Syab.g_01384
OG0000287	Prak.g_01238	Syab.g_01350
OG0000288	Prak.g_01011	Syab.g_01318
OG0000289	Prak.g_01027	Syab.g_01303
OG0000290	Prak.g_00923	Syab.g_01213
OG0000291	Prak.g_00921	Syab.g_01211
OG0000292	Prak.g_01217	Syab.g_02907
OG0000293	Prak.g_01182	Syab.g_00946
OG0000294	Prak.g_01181	Syab.g_00947
OG0000295	Prak.g_01158	Syab.g_01001
OG0000296	Prak.g_01156	Syab.g_01003
OG0000297	Prak.g_01147	Syab.g_01016
OG0000298	Prak.g_01146	Syab.g_01017
OG0000299	Prak.g_01127	Syab.g_01047
OG0000300	Prak.g_01124	Syab.g_01054
OG0000301	Prak.g_01123	Syab.g_01055
OG0000302	Prak.g_01121	Syab.g_01056
OG0000303	Prak.g_01115	Syab.g_01149
OG0000304	Prak.g_00594	Syab.g_01143
OG0000305	Prak.g_01215	Syab.g_01208
OG0000306	Prak.g_00909	Syab.g_01819
OG0000307	Prak.g_01338	Syab.g_02078
OG0000308	Prak.g_01339	Syab.g_02076
OG0000309	Prak.g_01343	Syab.g_02071
OG0000310	Prak.g_01377	Syab.g_00817
OG0000311	Prak.g_01379	Syab.g_00811
OG0000312	Prak.g_01382	Syab.g_00793
OG0000313	Prak.g_01395	Syab.g_00769
OG0000314	Prak.g_01418	Syab.g_00736
OG0000315	Prak.g_01428	Syab.g_00726
OG0000316	Prak.g_01453	Syab.g_02189
OG0000317	Prak.g_01642	Syab.g_02251
OG0000318	Prak.g_01646	Syab.g_02257
OG0000319	Prak.g_01659	Syab.g_02291
OG0000320	Prak.g_01661	Syab.g_02293
OG0000321	Prak.g_01662	Syab.g_02294
OG0000322	Prak.g_01663	Syab.g_02295
OG0000323	Prak.g_01672	Syab.g_02310
OG0000324	Prak.g_01699	Syab.g_02341
OG0000325	Prak.g_01710	Syab.g_00368
OG0000326	Prak.g_01717	Syab.g_00375
OG0000327	Prak.g_01738	Syab.g_00402
OG0000328	Prak.g_01739	Syab.g_00403
OG0000329	Prak.g_01756	Syab.g_00420
OG0000330	Prak.g_01757	Syab.g_00421
OG0000331	Prak.g_01758	Syab.g_00422
OG0000332	Prak.g_01772	Syab.g_00437
OG0000333	Prak.g_01774	Syab.g_00440
OG0000334	Prak.g_01783	Syab.g_00450
OG0000335	Prak.g_01788	Syab.g_00455
OG0000336	Prak.g_01792	Syab.g_00459
OG0000337	Prak.g_01810	Syab.g_00210
OG0000338	Prak.g_01811	Syab.g_00207
OG0000339	Prak.g_01817	Syab.g_00201
OG0000340	Prak.g_01826	Syab.g_00135
OG0000341	Prak.g_01828	Syab.g_00157, Syab.g_00133
OG0000342	Prak.g_01829	Syab.g_00132
OG0000343	Prak.g_01830	Syab.g_00131
OG0000344	Prak.g_01833	Syab.g_00127
OG0000345	Prak.g_01839	Syab.g_00117
OG0000346	Prak.g_01843	Syab.g_00112
OG0000347	Prak.g_01860	Syab.g_00087
OG0000348	Prak.g_01868	Syab.g_00076
OG0000349	Prak.g_01886	Syab.g_00054
OG0000350	Prak.g_00656	Syab.g_00382
OG0000351	Prak.g_01926	Syab.g_02879
OG0000352	Prak.g_01927	Syab.g_02880
OG0000353	Prak.g_01944	Syab.g_02913
OG0000355	Prak.g_00001	Syab.g_00001
OG0000356	Prak.g_00002	Syab.g_00002
OG0000357	Prak.g_00003	Syab.g_00003
OG0000358	Prak.g_00007	Syab.g_00007
OG0000359	Prak.g_00008	Syab.g_00009
OG0000360	Prak.g_00009	Syab.g_00010
OG0000361	Prak.g_00010	Syab.g_00011
OG0000362	Prak.g_00012	Syab.g_00013
OG0000363	Prak.g_00014	Syab.g_00015
OG0000364	Prak.g_00015	Syab.g_00016
OG0000365	Prak.g_00020	Syab.g_00026
OG0000366	Prak.g_00021	Syab.g_00027
OG0000367	Prak.g_00022	Syab.g_00028
OG0000368	Prak.g_00024	Syab.g_00030
OG0000369	Prak.g_00025	Syab.g_00031
OG0000370	Prak.g_00026	Syab.g_00032
OG0000371	Prak.g_00033	Syab.g_00711, Syab.g_00039
OG0000372	Prak.g_00036	Syab.g_00045
OG0000373	Prak.g_00037	Syab.g_00046
OG0000374	Prak.g_00038	Syab.g_00047
OG0000375	Prak.g_00040	Syab.g_00050
OG0000376	Prak.g_00042	Syab.g_00052
OG0000377	Prak.g_00046	Syab.g_02748
OG0000378	Prak.g_00050	Syab.g_02717
OG0000379	Prak.g_00053	Syab.g_02714
OG0000380	Prak.g_00070	Syab.g_02432
OG0000381	Prak.g_00075	Syab.g_02435
OG0000382	Prak.g_00085	Syab.g_02453
OG0000383	Prak.g_00087	Syab.g_02459
OG0000384	Prak.g_00088	Syab.g_02460
OG0000385	Prak.g_00089	Syab.g_02461
OG0000386	Prak.g_00090	Syab.g_02462
OG0000387	Prak.g_00104	Syab.g_02491
OG0000388	Prak.g_00108	Syab.g_02495
OG0000389	Prak.g_00111	Syab.g_02499
OG0000390	Prak.g_00121	Syab.g_02516
OG0000391	Prak.g_00124	Syab.g_02521
OG0000392	Prak.g_00128	Syab.g_02527
OG0000393	Prak.g_00131	Syab.g_02530
OG0000394	Prak.g_00132	Syab.g_02531
OG0000395	Prak.g_00133	Syab.g_02532
OG0000396	Prak.g_00135	Syab.g_02535
OG0000397	Prak.g_00137	Syab.g_02537
OG0000398	Prak.g_00140	Syab.g_02542
OG0000399	Prak.g_00141	Syab.g_02543
OG0000400	Prak.g_00142	Syab.g_02544
OG0000401	Prak.g_00143	Syab.g_02545
OG0000402	Prak.g_01035	Syab.g_02547
OG0000403	Prak.g_00145	Syab.g_02548
OG0000404	Prak.g_00146	Syab.g_02550
OG0000405	Prak.g_00150	Syab.g_02562
OG0000406	Prak.g_00158	Syab.g_02566
OG0000407	Prak.g_00159	Syab.g_02567
OG0000408	Prak.g_00161	Syab.g_02569
OG0000409	Prak.g_00163	Syab.g_02571
OG0000410	Prak.g_00164	Syab.g_02572
OG0000411	Prak.g_00165	Syab.g_02573
OG0000412	Prak.g_00166	Syab.g_02574
OG0000413	Prak.g_00168	Syab.g_02576
OG0000414	Prak.g_00169	Syab.g_02577
OG0000415	Prak.g_00170	Syab.g_02578
OG0000416	Prak.g_00171	Syab.g_02579
OG0000417	Prak.g_00172	Syab.g_02580
OG0000418	Prak.g_00177	Syab.g_02585
OG0000419	Prak.g_00179	Syab.g_02587
OG0000420	Prak.g_00180	Syab.g_02589
OG0000421	Prak.g_00185	Syab.g_02595
OG0000422	Prak.g_00186	Syab.g_02596
OG0000423	Prak.g_00187	Syab.g_02597
OG0000424	Prak.g_00188	Syab.g_02598
OG0000425	Prak.g_00189	Syab.g_02599
OG0000426	Prak.g_00190	Syab.g_02600
OG0000427	Prak.g_00191	Syab.g_02601
OG0000428	Prak.g_00193	Syab.g_02604
OG0000429	Prak.g_00194	Syab.g_02608
OG0000430	Prak.g_00195	Syab.g_02610
OG0000431	Prak.g_00197	Syab.g_02613
OG0000432	Prak.g_00201	Syab.g_02619
OG0000433	Prak.g_00202	Syab.g_02622
OG0000434	Prak.g_00203	Syab.g_02623
OG0000435	Prak.g_00204	Syab.g_02625
OG0000436	Prak.g_00209	Syab.g_02632
OG0000437	Prak.g_00210	Syab.g_02633
OG0000438	Prak.g_00211	Syab.g_02634
OG0000439	Prak.g_00213	Syab.g_02636
OG0000440	Prak.g_00214	Syab.g_02637
OG0000441	Prak.g_00217	Syab.g_02641
OG0000442	Prak.g_00218	Syab.g_02642
OG0000443	Prak.g_00219	Syab.g_02668
OG0000444	Prak.g_00225	Syab.g_02681
OG0000445	Prak.g_00226	Syab.g_02682
OG0000446	Prak.g_00227	Syab.g_02684
OG0000447	Prak.g_00228	Syab.g_02687
OG0000448	Prak.g_00229	Syab.g_02688
OG0000449	Prak.g_00230	Syab.g_02689
OG0000450	Prak.g_00231	Syab.g_02695
OG0000451	Prak.g_00232	Syab.g_02696
OG0000452	Prak.g_00235	Syab.g_02701
OG0000453	Prak.g_00236	Syab.g_02702
OG0000454	Prak.g_00237	Syab.g_02703
OG0000455	Prak.g_00238	Syab.g_02704
OG0000456	Prak.g_00239	Syab.g_02705
OG0000457	Prak.g_00241	Syab.g_02707
OG0000458	Prak.g_00242	Syab.g_02708
OG0000459	Prak.g_00243	Syab.g_02709
OG0000460	Prak.g_00251	Syab.g_02372
OG0000461	Prak.g_00259	Syab.g_00356
OG0000462	Prak.g_00261	Syab.g_00352
OG0000463	Prak.g_00262	Syab.g_00351
OG0000464	Prak.g_00263	Syab.g_00350
OG0000465	Prak.g_00264	Syab.g_00349
OG0000466	Prak.g_00267	Syab.g_00343
OG0000467	Prak.g_00268	Syab.g_00341
OG0000468	Prak.g_00271	Syab.g_00336
OG0000469	Prak.g_00279	Syab.g_00318
OG0000470	Prak.g_00281	Syab.g_00316
OG0000471	Prak.g_00282	Syab.g_00315
OG0000472	Prak.g_00284	Syab.g_00313
OG0000473	Prak.g_00286	Syab.g_00311
OG0000474	Prak.g_00287	Syab.g_00310
OG0000475	Prak.g_00288	Syab.g_00309
OG0000476	Prak.g_00290	Syab.g_00307
OG0000477	Prak.g_00293	Syab.g_00301
OG0000478	Prak.g_00294	Syab.g_00300
OG0000479	Prak.g_00295	Syab.g_00299
OG0000480	Prak.g_00300	Syab.g_00292
OG0000481	Prak.g_00303	Syab.g_00290
OG0000482	Prak.g_00304	Syab.g_00289
OG0000483	Prak.g_00307	Syab.g_00285
OG0000484	Prak.g_00308	Syab.g_00284
OG0000485	Prak.g_00310	Syab.g_00283
OG0000486	Prak.g_00311	Syab.g_00282
OG0000487	Prak.g_00314	Syab.g_00276
OG0000488	Prak.g_00317	Syab.g_00272
OG0000489	Prak.g_00322	Syab.g_00256
OG0000490	Prak.g_00326	Syab.g_00247
OG0000491	Prak.g_00327	Syab.g_00245
OG0000492	Prak.g_00329	Syab.g_00243
OG0000493	Prak.g_00330	Syab.g_00242
OG0000494	Prak.g_00331	Syab.g_00241
OG0000495	Prak.g_00332	Syab.g_00240
OG0000496	Prak.g_00333	Syab.g_00239
OG0000497	Prak.g_00334	Syab.g_00238
OG0000498	Prak.g_00335	Syab.g_00237
OG0000499	Prak.g_00336	Syab.g_00236
OG0000500	Prak.g_00337	Syab.g_00235
OG0000501	Prak.g_00338	Syab.g_00232
OG0000502	Prak.g_00341	Syab.g_00224
OG0000503	Prak.g_00356	Syab.g_00523
OG0000504	Prak.g_00358	Syab.g_00525
OG0000505	Prak.g_00359	Syab.g_00526
OG0000506	Prak.g_00360	Syab.g_00528
OG0000507	Prak.g_00363	Syab.g_00533
OG0000508	Prak.g_00367	Syab.g_00537
OG0000509	Prak.g_00369	Syab.g_00539
OG0000510	Prak.g_00370	Syab.g_00540
OG0000511	Prak.g_00371	Syab.g_00541
OG0000512	Prak.g_00373	Syab.g_00543
OG0000513	Prak.g_00382	Syab.g_00555
OG0000514	Prak.g_00393	Syab.g_00566
OG0000515	Prak.g_00394	Syab.g_00567
OG0000516	Prak.g_00395	Syab.g_00575
OG0000517	Prak.g_00397	Syab.g_00582
OG0000518	Prak.g_00408	Syab.g_00594
OG0000519	Prak.g_00409	Syab.g_00610
OG0000520	Prak.g_00410	Syab.g_00611
OG0000521	Prak.g_00418	Syab.g_00624
OG0000522	Prak.g_00420	Syab.g_00626
OG0000523	Prak.g_00421	Syab.g_00627
OG0000524	Prak.g_00426	Syab.g_00640
OG0000525	Prak.g_00430	Syab.g_00671
OG0000526	Prak.g_00431	Syab.g_00689
OG0000527	Prak.g_00434	Syab.g_00695
OG0000528	Prak.g_00439	Syab.g_02092
OG0000529	Prak.g_00442	Syab.g_02097
OG0000530	Prak.g_00445	Syab.g_02100
OG0000531	Prak.g_00446	Syab.g_02101
OG0000532	Prak.g_00448	Syab.g_02104
OG0000533	Prak.g_00449	Syab.g_02106
OG0000534	Prak.g_00450	Syab.g_02107
OG0000535	Prak.g_00451	Syab.g_02108
OG0000536	Prak.g_00452	Syab.g_02109
OG0000537	Prak.g_00453	Syab.g_02110
OG0000538	Prak.g_00462	Syab.g_02122
OG0000539	Prak.g_00463	Syab.g_02123
OG0000540	Prak.g_00464	Syab.g_02124
OG0000541	Prak.g_00465	Syab.g_02125
OG0000542	Prak.g_00466	Syab.g_02128
OG0000543	Prak.g_00468	Syab.g_02130
OG0000544	Prak.g_00469	Syab.g_02131
OG0000545	Prak.g_00471	Syab.g_02133
OG0000546	Prak.g_00474	Syab.g_02135
OG0000547	Prak.g_00476	Syab.g_02137
OG0000548	Prak.g_00477	Syab.g_02138
OG0000549	Prak.g_00479	Syab.g_02144
OG0000550	Prak.g_00483	Syab.g_02149
OG0000551	Prak.g_00486	Syab.g_02153
OG0000552	Prak.g_00487	Syab.g_02154
OG0000553	Prak.g_00488	Syab.g_02046
OG0000554	Prak.g_00493	Syab.g_02040
OG0000555	Prak.g_00501	Syab.g_02026
OG0000556	Prak.g_00503	Syab.g_02022
OG0000557	Prak.g_00504	Syab.g_02019
OG0000558	Prak.g_00507	Syab.g_02016
OG0000559	Prak.g_00511	Syab.g_02012
OG0000560	Prak.g_00514	Syab.g_02009
OG0000561	Prak.g_00515	Syab.g_02008
OG0000562	Prak.g_00516	Syab.g_02007
OG0000563	Prak.g_00517	Syab.g_02006
OG0000564	Prak.g_00518	Syab.g_02005
OG0000565	Prak.g_00520	Syab.g_02001
OG0000566	Prak.g_00524	Syab.g_01997
OG0000567	Prak.g_00528	Syab.g_01993
OG0000568	Prak.g_00529	Syab.g_01991
OG0000569	Prak.g_00530	Syab.g_01990
OG0000570	Prak.g_00531	Syab.g_01989
OG0000571	Prak.g_00533	Syab.g_01986
OG0000572	Prak.g_00547	Syab.g_01969
OG0000573	Prak.g_00553	Syab.g_01960
OG0000574	Prak.g_00554	Syab.g_01959
OG0000575	Prak.g_00558	Syab.g_01954
OG0000576	Prak.g_00560	Syab.g_01952
OG0000577	Prak.g_00561	Syab.g_01951
OG0000578	Prak.g_00562	Syab.g_01950
OG0000579	Prak.g_00563	Syab.g_01949
OG0000580	Prak.g_00564	Syab.g_01948
OG0000581	Prak.g_00567	Syab.g_01934
OG0000582	Prak.g_00570	Syab.g_01929
OG0000583	Prak.g_00571	Syab.g_01928
