Orthogroup	Syar	Prah
OG0000110	Syar.g_02295	Prah.g_01439
OG0000111	Syar.g_01940	Prah.g_01028
OG0000112	Syar.g_02548	Prah.g_00788
OG0000113	Syar.g_02664	Prah.g_00641
OG0000114	Syar.g_01616	Prah.g_00733
OG0000115	Syar.g_02854, Syar.g_01415	Prah.g_00383
OG0000116	Syar.g_01525, Syar.g_02255	Prah.g_01337
OG0000117	Syar.g_01969	Prah.g_01257
OG0000118	Syar.g_02793	Prah.g_01378
OG0000120	Syar.g_00713	Prah.g_02192
OG0000121	Syar.g_02806	Prah.g_00406
OG0000123	Syar.g_01079	Prah.g_01987
OG0000124	Syar.g_00586	Prah.g_00125
OG0000125	Syar.g_00338	Prah.g_02498
OG0000126	Syar.g_00887, Syar.g_00888	Prah.g_02598
OG0000128	Syar.g_00482	Prah.g_00013
OG0000129	Syar.g_00324	Prah.g_02486
OG0000130	Syar.g_03040	Prah.g_01838
OG0000131	Syar.g_00078, Syar.g_02216	Prah.g_02282
OG0000132	Syar.g_00099	Prah.g_02302
OG0000133	Syar.g_02543	Prah.g_02187
OG0000134	Syar.g_02009, Syar.g_01165	Prah.g_00208
OG0000135	Syar.g_00698	Prah.g_02538
OG0000136	Syar.g_02874	Prah.g_00235
OG0000137	Syar.g_01273	Prah.g_00105, Prah.g_00312
OG0000138	Syar.g_01486	Prah.g_01549
OG0000139	Syar.g_03245	Prah.g_01495
OG0000140	Syar.g_02344, Syar.g_03246	Prah.g_01489
OG0000141	Syar.g_02129	Prah.g_01393
OG0000142	Syar.g_02418	Prah.g_00501
OG0000143	Syar.g_02422	Prah.g_00497
OG0000144	Syar.g_02441	Prah.g_00473
OG0000145	Syar.g_01494	Prah.g_01543
OG0000146	Syar.g_02549	Prah.g_00787
OG0000147	Syar.g_02550	Prah.g_00786
OG0000148	Syar.g_02658	Prah.g_00649
OG0000149	Syar.g_01830, Syar.g_03289, Syar.g_03288	Prah.g_00591
OG0000150	Syar.g_02130	Prah.g_00568
OG0000151	Syar.g_02038	Prah.g_00718
OG0000152	Syar.g_02539	Prah.g_00796
OG0000153	Syar.g_03283, Syar.g_02503	Prah.g_00826
OG0000154	Syar.g_01800	Prah.g_00852
OG0000155	Syar.g_01959	Prah.g_01291
OG0000156	Syar.g_01517	Prah.g_01349
OG0000157	Syar.g_01516	Prah.g_01350
OG0000158	Syar.g_00650	Prah.g_02242
OG0000160	Syar.g_02807	Prah.g_00407
OG0000161	Syar.g_02801	Prah.g_00399
OG0000162	Syar.g_02863	Prah.g_00391
OG0000163	Syar.g_01186	Prah.g_01619
OG0000164	Syar.g_03168, Syar.g_02969	Prah.g_01705
OG0000165	Syar.g_02976	Prah.g_01716
OG0000166	Syar.g_01034	Prah.g_02033
OG0000167	Syar.g_00662	Prah.g_02230
OG0000168	Syar.g_00246	Prah.g_02243
OG0000169	Syar.g_00262	Prah.g_00163
OG0000170	Syar.g_00613	Prah.g_00155
OG0000171	Syar.g_00587	Prah.g_00126
OG0000172	Syar.g_00547	Prah.g_00084
OG0000173	Syar.g_00528	Prah.g_00061
OG0000174	Syar.g_00701	Prah.g_02541
OG0000175	Syar.g_00438	Prah.g_02575
OG0000176	Syar.g_00474	Prah.g_00005
OG0000177	Syar.g_00475	Prah.g_00006
OG0000178	Syar.g_00476	Prah.g_00007
OG0000179	Syar.g_00489	Prah.g_00022
OG0000180	Syar.g_00490	Prah.g_00023
OG0000181	Syar.g_00491	Prah.g_00024
OG0000182	Syar.g_00492	Prah.g_00025
OG0000183	Syar.g_00496	Prah.g_00029
OG0000184	Syar.g_00897	Prah.g_02478
OG0000185	Syar.g_00909	Prah.g_02458
OG0000186	Syar.g_03036	Prah.g_01830
OG0000187	Syar.g_03038	Prah.g_01833
OG0000188	Syar.g_03058	Prah.g_01860
OG0000189	Syar.g_03104	Prah.g_01884
OG0000190	Syar.g_03107, Syar.g_02374	Prah.g_01886
OG0000191	Syar.g_00039	Prah.g_00188
OG0000192	Syar.g_00046	Prah.g_00176, Prah.g_00180
OG0000193	Syar.g_00079	Prah.g_02283
OG0000194	Syar.g_00082, Syar.g_03236	Prah.g_02286
OG0000195	Syar.g_00023	Prah.g_02288
OG0000196	Syar.g_00096	Prah.g_02299
OG0000197	Syar.g_00097	Prah.g_02300
OG0000198	Syar.g_00098	Prah.g_02301
OG0000199	Syar.g_00106	Prah.g_02308
OG0000200	Syar.g_00124	Prah.g_02324
OG0000201	Syar.g_01000	Prah.g_02352
OG0000202	Syar.g_00021, Syar.g_00998	Prah.g_02353
OG0000203	Syar.g_00997, Syar.g_00020	Prah.g_02354
OG0000204	Syar.g_00996	Prah.g_02355
OG0000205	Syar.g_00988	Prah.g_02362
OG0000206	Syar.g_00963	Prah.g_02371
OG0000207	Syar.g_00957	Prah.g_02420
OG0000208	Syar.g_00956	Prah.g_02419
OG0000209	Syar.g_00936, Syar.g_03261	Prah.g_02400
OG0000210	Syar.g_03260, Syar.g_00935	Prah.g_02399
OG0000211	Syar.g_03026	Prah.g_01782
OG0000212	Syar.g_03017	Prah.g_01772
OG0000213	Syar.g_00187	Prah.g_02101
OG0000214	Syar.g_00209	Prah.g_02118
OG0000215	Syar.g_00239	Prah.g_02148
OG0000216	Syar.g_00244	Prah.g_02151
OG0000217	Syar.g_00854	Prah.g_02155
OG0000218	Syar.g_00852	Prah.g_02157
OG0000219	Syar.g_00851	Prah.g_02158
OG0000220	Syar.g_00850, Syar.g_02026	Prah.g_02159
OG0000221	Syar.g_00834	Prah.g_02166
OG0000222	Syar.g_02119, Syar.g_00728	Prah.g_02174
OG0000223	Syar.g_00649	Prah.g_02197
OG0000224	Syar.g_00273, Syar.g_00762	Prah.g_02207
OG0000225	Syar.g_01142	Prah.g_01921
OG0000226	Syar.g_01146	Prah.g_01917
OG0000227	Syar.g_01148	Prah.g_01915
OG0000228	Syar.g_01161	Prah.g_00204
OG0000229	Syar.g_01177, Syar.g_03273	Prah.g_00230
OG0000230	Syar.g_01179	Prah.g_00232
OG0000231	Syar.g_02865, Syar.g_03151	Prah.g_00251
OG0000232	Syar.g_01424	Prah.g_00261
OG0000233	Syar.g_03183, Syar.g_01247	Prah.g_00294
OG0000234	Syar.g_01275	Prah.g_00313, Prah.g_00314
OG0000235	Syar.g_01468	Prah.g_01567
OG0000236	Syar.g_01484, Syar.g_03311	Prah.g_01551
OG0000237	Syar.g_01503	Prah.g_01534
OG0000238	Syar.g_01508	Prah.g_01529
OG0000239	Syar.g_03277, Syar.g_02687	Prah.g_01513
OG0000240	Syar.g_02686, Syar.g_03278	Prah.g_01512
OG0000241	Syar.g_02410	Prah.g_01094
OG0000242	Syar.g_01926	Prah.g_00108, Prah.g_01503
OG0000243	Syar.g_02335	Prah.g_01476
OG0000244	Syar.g_02327	Prah.g_01472
OG0000245	Syar.g_02325, Syar.g_03238	Prah.g_01469
OG0000246	Syar.g_02321	Prah.g_01465
OG0000247	Syar.g_02310	Prah.g_01454
OG0000248	Syar.g_02307, Syar.g_03293	Prah.g_01451
OG0000249	Syar.g_02305	Prah.g_01449
OG0000250	Syar.g_02299	Prah.g_01443
OG0000251	Syar.g_03207, Syar.g_02194	Prah.g_01417
OG0000252	Syar.g_02189, Syar.g_03263	Prah.g_01414
OG0000253	Syar.g_03229, Syar.g_02028	Prah.g_01408
OG0000254	Syar.g_02169	Prah.g_01389
OG0000255	Syar.g_02224	Prah.g_00530
OG0000256	Syar.g_02244	Prah.g_00516
OG0000257	Syar.g_02407, Syar.g_01762	Prah.g_00509
OG0000258	Syar.g_00010, Syar.g_02427	Prah.g_00486
OG0000259	Syar.g_02472	Prah.g_00457
OG0000260	Syar.g_03220, Syar.g_02475	Prah.g_00454
OG0000261	Syar.g_01916	Prah.g_00451
OG0000262	Syar.g_01690	Prah.g_00445
OG0000263	Syar.g_01991	Prah.g_02413
OG0000264	Syar.g_02135, Syar.g_03267	Prah.g_00974
OG0000266	Syar.g_01570	Prah.g_00876
OG0000267	Syar.g_01873	Prah.g_00751
OG0000268	Syar.g_02589	Prah.g_00752
OG0000269	Syar.g_02634	Prah.g_00672
OG0000270	Syar.g_00744, Syar.g_02637	Prah.g_00669
OG0000271	Syar.g_02645	Prah.g_00661
OG0000272	Syar.g_02646	Prah.g_00660
OG0000273	Syar.g_00008	Prah.g_00609
OG0000274	Syar.g_02482	Prah.g_00608
OG0000275	Syar.g_01810	Prah.g_00605
OG0000276	Syar.g_01817	Prah.g_00599
OG0000277	Syar.g_03242, Syar.g_01818	Prah.g_00598
OG0000278	Syar.g_01821, Syar.g_03174	Prah.g_00595
OG0000279	Syar.g_01838	Prah.g_00587
OG0000280	Syar.g_02067, Syar.g_00734	Prah.g_00581
OG0000281	Syar.g_02218	Prah.g_00566
OG0000282	Syar.g_03255, Syar.g_01614	Prah.g_00731
OG0000283	Syar.g_02574	Prah.g_00761
OG0000284	Syar.g_02568	Prah.g_00767
OG0000285	Syar.g_02560	Prah.g_01178
OG0000286	Syar.g_02540	Prah.g_00795
OG0000287	Syar.g_02512	Prah.g_01131
OG0000288	Syar.g_01801	Prah.g_00851
OG0000289	Syar.g_01786	Prah.g_00864
OG0000290	Syar.g_01928	Prah.g_00912
OG0000291	Syar.g_01930	Prah.g_00914
OG0000292	Syar.g_00463	Prah.g_02597
OG0000293	Syar.g_01526, Syar.g_03297	Prah.g_01336
OG0000294	Syar.g_01527, Syar.g_03296	Prah.g_01335
OG0000295	Syar.g_01951, Syar.g_03208	Prah.g_01298
OG0000296	Syar.g_01953	Prah.g_01296
OG0000297	Syar.g_03216	Prah.g_01259
OG0000298	Syar.g_01968, Syar.g_03215	Prah.g_01258
OG0000299	Syar.g_01704	Prah.g_01268
OG0000300	Syar.g_01646	Prah.g_01275
OG0000301	Syar.g_01712	Prah.g_01276
OG0000302	Syar.g_01713	Prah.g_01279
OG0000303	Syar.g_03136, Syar.g_01723	Prah.g_01289
OG0000304	Syar.g_01728	Prah.g_01237, Prah.g_01238
OG0000305	Syar.g_01933, Syar.g_03163	Prah.g_00918
OG0000306	Syar.g_01884	Prah.g_00560
OG0000307	Syar.g_01452, Syar.g_03153	Prah.g_01584
OG0000308	Syar.g_01450	Prah.g_01586
OG0000309	Syar.g_01239	Prah.g_01590
OG0000310	Syar.g_02826	Prah.g_00428
OG0000311	Syar.g_02823	Prah.g_00424
OG0000312	Syar.g_00015, Syar.g_02818	Prah.g_00420
OG0000313	Syar.g_02804	Prah.g_00402
OG0000314	Syar.g_01403	Prah.g_00371
OG0000315	Syar.g_01393	Prah.g_00361
OG0000316	Syar.g_02885	Prah.g_01631
OG0000317	Syar.g_02926	Prah.g_01672
OG0000318	Syar.g_02930	Prah.g_01677
OG0000319	Syar.g_02954	Prah.g_01694
OG0000320	Syar.g_02956	Prah.g_01696
OG0000321	Syar.g_02957	Prah.g_01697
OG0000322	Syar.g_02958	Prah.g_01698
OG0000323	Syar.g_02973	Prah.g_01710
OG0000324	Syar.g_00350, Syar.g_03001	Prah.g_01744
OG0000325	Syar.g_03291, Syar.g_00148	Prah.g_02071
OG0000326	Syar.g_00139, Syar.g_03134	Prah.g_02064
OG0000327	Syar.g_01029	Prah.g_02038
OG0000328	Syar.g_01030	Prah.g_02037
OG0000329	Syar.g_03189, Syar.g_01048	Prah.g_02020
OG0000330	Syar.g_01049	Prah.g_02019
OG0000331	Syar.g_03191	Prah.g_02018
OG0000332	Syar.g_01064, Syar.g_03299	Prah.g_02003
OG0000333	Syar.g_01067	Prah.g_02001
OG0000334	Syar.g_01076	Prah.g_01991
OG0000335	Syar.g_01080	Prah.g_01986
OG0000336	Syar.g_01084	Prah.g_01982
OG0000337	Syar.g_00285	Prah.g_02224
OG0000338	Syar.g_03225, Syar.g_00287	Prah.g_02227
OG0000339	Syar.g_00658	Prah.g_02234
OG0000340	Syar.g_00247	Prah.g_02244
OG0000341	Syar.g_00249	Prah.g_02246
OG0000342	Syar.g_00250	Prah.g_02247
OG0000343	Syar.g_00256	Prah.g_00168
OG0000344	Syar.g_00260	Prah.g_00165
OG0000345	Syar.g_00612	Prah.g_00154
OG0000346	Syar.g_00607	Prah.g_00149
OG0000347	Syar.g_00558	Prah.g_00089
OG0000348	Syar.g_00544	Prah.g_00078
OG0000349	Syar.g_00521	Prah.g_00053
OG0000350	Syar.g_00132	Prah.g_02533
OG0000351	Syar.g_00442	Prah.g_02578
OG0000352	Syar.g_00443	Prah.g_02579
OG0000353	Syar.g_00469	Prah.g_02603
OG0000354	Syar.g_01514	Prah.g_01523
OG0000354	Syar.g_00487	Prah.g_00020
OG0000355	Syar.g_00471	Prah.g_00002
OG0000356	Syar.g_00472	Prah.g_00003
OG0000357	Syar.g_00473	Prah.g_00004
OG0000358	Syar.g_00477	Prah.g_00008
OG0000359	Syar.g_00479	Prah.g_00010
OG0000360	Syar.g_00480	Prah.g_00011
OG0000361	Syar.g_00481	Prah.g_00012
OG0000362	Syar.g_00483	Prah.g_00014
OG0000363	Syar.g_00484	Prah.g_00016
OG0000364	Syar.g_02928	Prah.g_00017
OG0000365	Syar.g_00493	Prah.g_00026
OG0000366	Syar.g_00494	Prah.g_00027
OG0000367	Syar.g_03262, Syar.g_00495	Prah.g_00028
OG0000368	Syar.g_00497	Prah.g_00030
OG0000369	Syar.g_00498	Prah.g_00031
OG0000370	Syar.g_00499	Prah.g_00032
OG0000371	Syar.g_00508	Prah.g_00041
OG0000372	Syar.g_00514	Prah.g_00046
OG0000373	Syar.g_00515	Prah.g_00047
OG0000374	Syar.g_00516	Prah.g_00048
OG0000375	Syar.g_00517	Prah.g_00049
OG0000376	Syar.g_00519	Prah.g_00051
OG0000377	Syar.g_00322	Prah.g_02485
OG0000378	Syar.g_00905	Prah.g_02471
OG0000379	Syar.g_00910	Prah.g_02457
OG0000380	Syar.g_03039	Prah.g_01834
OG0000381	Syar.g_03041	Prah.g_01839
OG0000382	Syar.g_03057	Prah.g_01859
OG0000383	Syar.g_03074	Prah.g_01861
OG0000384	Syar.g_03075	Prah.g_01862
OG0000385	Syar.g_03076	Prah.g_01863
OG0000386	Syar.g_03077	Prah.g_01864
OG0000387	Syar.g_03109	Prah.g_01888
OG0000388	Syar.g_03148, Syar.g_03113	Prah.g_01892
OG0000389	Syar.g_03118	Prah.g_01896
OG0000390	Syar.g_00033	Prah.g_00194
OG0000391	Syar.g_00038	Prah.g_00189
OG0000392	Syar.g_00045	Prah.g_00183
OG0000393	Syar.g_00048	Prah.g_00175
OG0000394	Syar.g_00049	Prah.g_00174
OG0000395	Syar.g_00050	Prah.g_00173
OG0000396	Syar.g_00053	Prah.g_02252
OG0000397	Syar.g_00055	Prah.g_02254
OG0000398	Syar.g_00060	Prah.g_02259
OG0000399	Syar.g_00061	Prah.g_02260
OG0000400	Syar.g_00062	Prah.g_02261
OG0000401	Syar.g_00063	Prah.g_02262
OG0000402	Syar.g_00065	Prah.g_02264
OG0000403	Syar.g_00066	Prah.g_02265
OG0000405	Syar.g_00076	Prah.g_02280
OG0000406	Syar.g_00080	Prah.g_02284
OG0000407	Syar.g_00081	Prah.g_02285
OG0000408	Syar.g_00083	Prah.g_02287
OG0000409	Syar.g_00085	Prah.g_02289
OG0000410	Syar.g_00086	Prah.g_02290
OG0000411	Syar.g_00087	Prah.g_02291
OG0000412	Syar.g_00088	Prah.g_02292
OG0000413	Syar.g_00090	Prah.g_02294
OG0000414	Syar.g_00091, Syar.g_03179	Prah.g_02295
OG0000415	Syar.g_00092	Prah.g_02296
OG0000416	Syar.g_00093	Prah.g_02297
OG0000417	Syar.g_00095	Prah.g_02298
OG0000418	Syar.g_00100	Prah.g_02303
OG0000419	Syar.g_00102	Prah.g_02305
OG0000420	Syar.g_00104	Prah.g_02306
OG0000421	Syar.g_00109	Prah.g_02310
OG0000422	Syar.g_00110	Prah.g_02311
OG0000423	Syar.g_00111	Prah.g_02312
OG0000424	Syar.g_00112	Prah.g_02313
OG0000425	Syar.g_00113	Prah.g_02314
OG0000426	Syar.g_00114	Prah.g_02315
OG0000427	Syar.g_00115	Prah.g_02316
OG0000428	Syar.g_00118	Prah.g_00709
OG0000429	Syar.g_00121	Prah.g_02321
OG0000430	Syar.g_00123	Prah.g_02323
OG0000431	Syar.g_00127	Prah.g_02334
OG0000432	Syar.g_01009	Prah.g_02341
OG0000433	Syar.g_01007	Prah.g_02344
OG0000434	Syar.g_01006	Prah.g_02345
OG0000435	Syar.g_01003	Prah.g_02350
OG0000436	Syar.g_00994	Prah.g_02356
OG0000437	Syar.g_00993	Prah.g_02357
OG0000438	Syar.g_00992	Prah.g_02358
OG0000439	Syar.g_00990	Prah.g_02360
OG0000440	Syar.g_00989	Prah.g_02361
OG0000441	Syar.g_00986	Prah.g_02364
OG0000442	Syar.g_00977	Prah.g_02365
OG0000443	Syar.g_00964	Prah.g_02370
OG0000444	Syar.g_00954	Prah.g_02418
OG0000445	Syar.g_00953	Prah.g_02417
OG0000446	Syar.g_00951	Prah.g_02415
OG0000447	Syar.g_00948	Prah.g_02411
OG0000448	Syar.g_00947	Prah.g_02410
OG0000449	Syar.g_00946	Prah.g_02409
OG0000450	Syar.g_00939	Prah.g_02403
OG0000451	Syar.g_00938	Prah.g_02402
OG0000452	Syar.g_00934	Prah.g_02398
OG0000453	Syar.g_00933	Prah.g_02397
OG0000454	Syar.g_00932	Prah.g_02396
OG0000455	Syar.g_00931	Prah.g_02395
OG0000456	Syar.g_00930	Prah.g_02394
OG0000457	Syar.g_00928	Prah.g_02392
OG0000458	Syar.g_00918	Prah.g_02391
OG0000459	Syar.g_00917	Prah.g_02390
OG0000460	Syar.g_03024	Prah.g_01781
OG0000461	Syar.g_00153	Prah.g_02074
OG0000462	Syar.g_00155	Prah.g_02078
OG0000463	Syar.g_00156	Prah.g_02079
OG0000464	Syar.g_00157	Prah.g_02080
OG0000465	Syar.g_00159	Prah.g_02082
OG0000466	Syar.g_00164	Prah.g_02087
OG0000467	Syar.g_00165	Prah.g_02089
OG0000468	Syar.g_00170	Prah.g_02098
OG0000469	Syar.g_00203	Prah.g_02111
OG0000470	Syar.g_00206	Prah.g_02114
OG0000471	Syar.g_00207	Prah.g_02115
OG0000472	Syar.g_00208	Prah.g_02117
OG0000473	Syar.g_00210	Prah.g_02119
OG0000474	Syar.g_00211	Prah.g_02120
OG0000475	Syar.g_00212	Prah.g_02121
OG0000476	Syar.g_00214	Prah.g_02123
OG0000477	Syar.g_00219	Prah.g_02128
OG0000478	Syar.g_00220	Prah.g_02129
OG0000479	Syar.g_00221	Prah.g_02130
OG0000480	Syar.g_00228	Prah.g_02137
OG0000481	Syar.g_00230	Prah.g_02139
OG0000482	Syar.g_00231	Prah.g_02140
OG0000483	Syar.g_00235	Prah.g_02144
OG0000484	Syar.g_00236	Prah.g_02145
OG0000485	Syar.g_00237	Prah.g_02146
OG0000486	Syar.g_00238, Syar.g_00024	Prah.g_02147
OG0000487	Syar.g_00245	Prah.g_02152
OG0000488	Syar.g_00853	Prah.g_02156
OG0000489	Syar.g_00833	Prah.g_02167
OG0000490	Syar.g_00823	Prah.g_02172
OG0000491	Syar.g_00822	Prah.g_02173
OG0000492	Syar.g_00727	Prah.g_02175
OG0000493	Syar.g_00726	Prah.g_02176
OG0000494	Syar.g_00725	Prah.g_02177
OG0000495	Syar.g_00724	Prah.g_02178
OG0000496	Syar.g_00723	Prah.g_02179
OG0000497	Syar.g_00722	Prah.g_02180
OG0000498	Syar.g_00721	Prah.g_02181
OG0000499	Syar.g_00720	Prah.g_02182
OG0000500	Syar.g_00719	Prah.g_02183
OG0000501	Syar.g_00716	Prah.g_02186
OG0000502	Syar.g_00275	Prah.g_02199
OG0000503	Syar.g_01118	Prah.g_01940
OG0000504	Syar.g_01120	Prah.g_01938
OG0000505	Syar.g_01121	Prah.g_01937
OG0000506	Syar.g_01123	Prah.g_01935
OG0000507	Syar.g_01129	Prah.g_01930
OG0000508	Syar.g_01141	Prah.g_01922
OG0000509	Syar.g_01143	Prah.g_01920
OG0000510	Syar.g_01144	Prah.g_01919
OG0000511	Syar.g_01145	Prah.g_01918
OG0000512	Syar.g_01147	Prah.g_01916
OG0000513	Syar.g_01166	Prah.g_00209
OG0000514	Syar.g_01169	Prah.g_00218
OG0000515	Syar.g_01170	Prah.g_00219
OG0000516	Syar.g_01172	Prah.g_00221
OG0000517	Syar.g_01176	Prah.g_00229
OG0000518	Syar.g_02868	Prah.g_00241
OG0000519	Syar.g_02867	Prah.g_00242
OG0000520	Syar.g_02866	Prah.g_00247
OG0000521	Syar.g_01419	Prah.g_00255
OG0000522	Syar.g_01421	Prah.g_00257
OG0000523	Syar.g_01422	Prah.g_00258
OG0000524	Syar.g_01244	Prah.g_00290
OG0000525	Syar.g_01263	Prah.g_00304
OG0000526	Syar.g_01266	Prah.g_00306
OG0000527	Syar.g_01271	Prah.g_00310
OG0000528	Syar.g_01466	Prah.g_01572
OG0000529	Syar.g_01470	Prah.g_01565
OG0000530	Syar.g_01473	Prah.g_01562
OG0000531	Syar.g_01474	Prah.g_01561
OG0000532	Syar.g_01477	Prah.g_01558
OG0000533	Syar.g_01479	Prah.g_01556
OG0000534	Syar.g_01480	Prah.g_01555
OG0000535	Syar.g_01481	Prah.g_01554
OG0000536	Syar.g_01482	Prah.g_01553
OG0000537	Syar.g_01483	Prah.g_01552
OG0000538	Syar.g_01496	Prah.g_01541
OG0000539	Syar.g_01497	Prah.g_01540
OG0000540	Syar.g_01498	Prah.g_01539
OG0000541	Syar.g_01499	Prah.g_01538
OG0000542	Syar.g_01502	Prah.g_01535
OG0000543	Syar.g_01504	Prah.g_01533
OG0000544	Syar.g_01505	Prah.g_01532
OG0000545	Syar.g_01507	Prah.g_01530
OG0000546	Syar.g_01509	Prah.g_01528
OG0000547	Syar.g_01511	Prah.g_01526
OG0000548	Syar.g_01512	Prah.g_01525
OG0000549	Syar.g_02693	Prah.g_01519
OG0000550	Syar.g_02689	Prah.g_01514
OG0000551	Syar.g_02684	Prah.g_01510
OG0000552	Syar.g_02683	Prah.g_01509
OG0000553	Syar.g_02679	Prah.g_01505
OG0000554	Syar.g_02352	Prah.g_01500
OG0000555	Syar.g_02336	Prah.g_01480
OG0000556	Syar.g_02332	Prah.g_01474
OG0000557	Syar.g_02328	Prah.g_01473
OG0000558	Syar.g_02326	Prah.g_01470
OG0000559	Syar.g_02322	Prah.g_01466
OG0000560	Syar.g_02320	Prah.g_01463
OG0000561	Syar.g_02319	Prah.g_01462
OG0000562	Syar.g_02318	Prah.g_01461
OG0000563	Syar.g_02317	Prah.g_01460
OG0000564	Syar.g_02316	Prah.g_01459
OG0000565	Syar.g_02312	Prah.g_01457
OG0000566	Syar.g_02308	Prah.g_01452
