Orthogroup	Syar	Syac
OG0000212	Syar.g_03017	Syac.g_01963
OG0000213	Syar.g_00187	Syac.g_02219
OG0000214	Syar.g_00209	Syac.g_02236
OG0000215	Syar.g_00239	Syac.g_00281
OG0000216	Syar.g_00244	Syac.g_00277
OG0000217	Syar.g_00854	Syac.g_00273
OG0000218	Syar.g_00852	Syac.g_00271
OG0000219	Syar.g_00851	Syac.g_00270
OG0000220	Syar.g_00850, Syar.g_02026	Syac.g_00269
OG0000221	Syar.g_00834	Syac.g_00261
OG0000222	Syar.g_02119, Syar.g_00728	Syac.g_00247
OG0000223	Syar.g_00649	Syac.g_00225
OG0000224	Syar.g_00273, Syar.g_00762	Syac.g_00217
OG0000225	Syar.g_01142	Syac.g_02004
OG0000226	Syar.g_01146	Syac.g_02000
OG0000227	Syar.g_01148	Syac.g_01998
OG0000228	Syar.g_01161	Syac.g_01989
OG0000229	Syar.g_01177	Syac.g_00692
OG0000230	Syar.g_01179	Syac.g_00694
OG0000231	Syar.g_03151	Syac.g_00710
OG0000232	Syar.g_01424	Syac.g_01717
OG0000233	Syar.g_01247	Syac.g_01713
OG0000234	Syar.g_01275	Syac.g_01699
OG0000235	Syar.g_01468	Syac.g_01905
OG0000236	Syar.g_01484	Syac.g_01890
OG0000237	Syar.g_01503	Syac.g_01873
OG0000238	Syar.g_01508	Syac.g_01868
OG0000239	Syar.g_02687	Syac.g_01852
OG0000240	Syar.g_02686	Syac.g_01851
OG0000241	Syar.g_02410	Syac.g_00970
OG0000242	Syar.g_01926	Syac.g_01839
OG0000243	Syar.g_02335	Syac.g_01821
OG0000244	Syar.g_02327	Syac.g_01814
OG0000245	Syar.g_02325	Syac.g_01811
OG0000246	Syar.g_02321	Syac.g_01807
OG0000247	Syar.g_02310	Syac.g_01795
OG0000248	Syar.g_03293	Syac.g_01792
OG0000249	Syar.g_02305	Syac.g_01790
OG0000250	Syar.g_02299	Syac.g_01782
OG0000251	Syar.g_02194	Syac.g_01757
OG0000252	Syar.g_02189	Syac.g_01753
OG0000253	Syar.g_02028	Syac.g_01752
OG0000254	Syar.g_02169	Syac.g_00939
OG0000255	Syar.g_02224	Syac.g_00947
OG0000256	Syar.g_02244	Syac.g_00963
OG0000257	Syar.g_02407, Syar.g_01762	Syac.g_00969
OG0000258	Syar.g_02427	Syac.g_00988
OG0000259	Syar.g_02472	Syac.g_01425
OG0000260	Syar.g_02475	Syac.g_01422
OG0000261	Syar.g_01916	Syac.g_01418
OG0000262	Syar.g_01690	Syac.g_01413
OG0000263	Syar.g_01991	Syac.g_01497
OG0000264	Syar.g_02135	Syac.g_00915
OG0000266	Syar.g_01570	Syac.g_01271
OG0000267	Syar.g_01873	Syac.g_01131
OG0000268	Syar.g_02589	Syac.g_01132
OG0000269	Syar.g_02634	Syac.g_01346
OG0000270	Syar.g_00744, Syar.g_02637	Syac.g_01343
OG0000271	Syar.g_02645	Syac.g_01335
OG0000272	Syar.g_02646	Syac.g_01334
OG0000273	Syar.g_00008	Syac.g_00854
OG0000274	Syar.g_02482	Syac.g_00853
OG0000275	Syar.g_01810	Syac.g_00848
OG0000276	Syar.g_01817	Syac.g_00840
OG0000277	Syar.g_03242	Syac.g_00839
OG0000278	Syar.g_01821	Syac.g_00836
OG0000279	Syar.g_01838	Syac.g_00828
OG0000280	Syar.g_02067, Syar.g_00734	Syac.g_00814
OG0000281	Syar.g_02218	Syac.g_02158
OG0000282	Syar.g_01614	Syac.g_01392
OG0000283	Syar.g_02574	Syac.g_01142
OG0000284	Syar.g_03258, Syar.g_02568	Syac.g_01148
OG0000285	Syar.g_02560	Syac.g_01160
OG0000286	Syar.g_02540	Syac.g_01181
OG0000287	Syar.g_02512	Syac.g_01692, Syac.g_01209
OG0000288	Syar.g_01801	Syac.g_01240
OG0000289	Syar.g_01786	Syac.g_01254
OG0000290	Syar.g_01928	Syac.g_00881
OG0000291	Syar.g_01930	Syac.g_00883
OG0000292	Syar.g_00463	Syac.g_02487
OG0000293	Syar.g_01526	Syac.g_00754
OG0000294	Syar.g_03296	Syac.g_00755
OG0000295	Syar.g_01951	Syac.g_00796
OG0000296	Syar.g_01953	Syac.g_00798
OG0000297	Syar.g_03216	Syac.g_01475
OG0000298	Syar.g_03215	Syac.g_01476
OG0000299	Syar.g_01704	Syac.g_01503
OG0000300	Syar.g_01646	Syac.g_01510
OG0000301	Syar.g_01712	Syac.g_01511
OG0000302	Syar.g_01713	Syac.g_01512
OG0000303	Syar.g_01723	Syac.g_01520
OG0000304	Syar.g_01728	Syac.g_01526
OG0000305	Syar.g_03163	Syac.g_00886
OG0000306	Syar.g_01884	Syac.g_00810
OG0000307	Syar.g_01452	Syac.g_01924
OG0000308	Syar.g_01450	Syac.g_01926
OG0000309	Syar.g_01239	Syac.g_01931
OG0000310	Syar.g_02826	Syac.g_01607
OG0000311	Syar.g_02823	Syac.g_01611
OG0000312	Syar.g_02818	Syac.g_01619
OG0000313	Syar.g_02804	Syac.g_01638
OG0000314	Syar.g_01403	Syac.g_01665
OG0000315	Syar.g_01393	Syac.g_01675
OG0000316	Syar.g_02885	Syac.g_00601
OG0000317	Syar.g_02926	Syac.g_00552
OG0000318	Syar.g_02930	Syac.g_00543
OG0000319	Syar.g_02954	Syac.g_00525
OG0000320	Syar.g_02956	Syac.g_00523
OG0000321	Syar.g_02957	Syac.g_00522
OG0000322	Syar.g_02958	Syac.g_00521
OG0000323	Syar.g_02973	Syac.g_00506
OG0000324	Syar.g_00350, Syar.g_03001	Syac.g_00648
OG0000325	Syar.g_00148	Syac.g_02190
OG0000326	Syar.g_03134	Syac.g_02183
OG0000327	Syar.g_01029	Syac.g_02137
OG0000328	Syar.g_01030	Syac.g_02136
OG0000329	Syar.g_03189	Syac.g_02119
OG0000330	Syar.g_01049	Syac.g_02118
OG0000331	Syar.g_03191	Syac.g_02117
OG0000332	Syar.g_03299	Syac.g_02103
OG0000333	Syar.g_01067	Syac.g_02100
OG0000334	Syar.g_01076	Syac.g_02090
OG0000335	Syar.g_01080	Syac.g_02085
OG0000336	Syar.g_01084	Syac.g_02081
OG0000337	Syar.g_00285	Syac.g_00199
OG0000338	Syar.g_00287	Syac.g_00196
OG0000339	Syar.g_00658	Syac.g_00190
OG0000340	Syar.g_00247	Syac.g_00178
OG0000341	Syar.g_00249	Syac.g_00176
OG0000342	Syar.g_00250	Syac.g_00175
OG0000343	Syar.g_00256	Syac.g_00174
OG0000344	Syar.g_00260	Syac.g_00170
OG0000345	Syar.g_00612	Syac.g_00160
OG0000346	Syar.g_00607	Syac.g_00155
OG0000347	Syar.g_00558	Syac.g_00129
OG0000348	Syar.g_00544	Syac.g_00070, Syac.g_00074
OG0000349	Syar.g_00521	Syac.g_00050
OG0000350	Syar.g_00132	Syac.g_02176
OG0000351	Syar.g_00442	Syac.g_02468
OG0000352	Syar.g_00443	Syac.g_02469
OG0000353	Syar.g_00469	Syac.g_02493
OG0000354	Syar.g_01514	Syac.g_01862
OG0000355	Syar.g_00471	Syac.g_00001
OG0000356	Syar.g_00472	Syac.g_00002
OG0000357	Syar.g_00473	Syac.g_00003
OG0000358	Syar.g_00477	Syac.g_00007
OG0000359	Syar.g_00479	Syac.g_00009
OG0000360	Syar.g_00480	Syac.g_00010
OG0000361	Syar.g_00481	Syac.g_00011
OG0000362	Syar.g_00483	Syac.g_00013
OG0000363	Syar.g_00484	Syac.g_00015
OG0000364	Syar.g_02928	Syac.g_00016
OG0000365	Syar.g_00493	Syac.g_00023
OG0000366	Syar.g_00494	Syac.g_00024
OG0000367	Syar.g_00495	Syac.g_00025
OG0000368	Syar.g_00497	Syac.g_00027
OG0000369	Syar.g_00498	Syac.g_00028
OG0000370	Syar.g_00499	Syac.g_00029
OG0000371	Syar.g_00508	Syac.g_00036
OG0000372	Syar.g_00514	Syac.g_00041
OG0000373	Syar.g_00515	Syac.g_00042
OG0000374	Syar.g_00516	Syac.g_00043
OG0000375	Syar.g_00517	Syac.g_00046
OG0000376	Syar.g_00519	Syac.g_00048
OG0000377	Syar.g_00322	Syac.g_02346
OG0000378	Syar.g_00905	Syac.g_02338
OG0000379	Syar.g_00910	Syac.g_02335
OG0000380	Syar.g_03039	Syac.g_00452
OG0000381	Syar.g_03041	Syac.g_00449
OG0000382	Syar.g_03057	Syac.g_00434
OG0000383	Syar.g_03074	Syac.g_00432
OG0000384	Syar.g_03075	Syac.g_00431
OG0000385	Syar.g_03076	Syac.g_00430
OG0000386	Syar.g_03077	Syac.g_00429
OG0000387	Syar.g_03109	Syac.g_00404
OG0000388	Syar.g_03113	Syac.g_00401
OG0000389	Syar.g_03118	Syac.g_00397
OG0000390	Syar.g_00033	Syac.g_00379
OG0000391	Syar.g_00038	Syac.g_00374
OG0000392	Syar.g_00045	Syac.g_00369
OG0000393	Syar.g_00048	Syac.g_00366
OG0000394	Syar.g_00049	Syac.g_00365
OG0000395	Syar.g_00050	Syac.g_00364
OG0000396	Syar.g_00053	Syac.g_00361
OG0000397	Syar.g_00055	Syac.g_00359
OG0000398	Syar.g_00060	Syac.g_00354
OG0000399	Syar.g_00061	Syac.g_00353
OG0000400	Syar.g_00062	Syac.g_00352
OG0000401	Syar.g_00063	Syac.g_00351
OG0000402	Syar.g_00065	Syac.g_00348
OG0000403	Syar.g_00066	Syac.g_00347
OG0000404	Syar.g_00067	Syac.g_00345
OG0000405	Syar.g_00076	Syac.g_00332
OG0000406	Syar.g_00080	Syac.g_00328
OG0000407	Syar.g_00081	Syac.g_00327
OG0000408	Syar.g_00083	Syac.g_00325
OG0000409	Syar.g_00085	Syac.g_00323
OG0000410	Syar.g_00086	Syac.g_00322
OG0000411	Syar.g_00087	Syac.g_00321
OG0000412	Syar.g_00088	Syac.g_00320
OG0000413	Syar.g_00090	Syac.g_00318
OG0000414	Syar.g_00091, Syar.g_03179	Syac.g_00317
OG0000415	Syar.g_00092	Syac.g_00316
OG0000416	Syar.g_00093	Syac.g_00315
OG0000417	Syar.g_00095	Syac.g_00314
OG0000418	Syar.g_00100	Syac.g_00309
OG0000419	Syar.g_00102	Syac.g_00307
OG0000420	Syar.g_00104	Syac.g_00305
OG0000421	Syar.g_00109	Syac.g_00300
OG0000422	Syar.g_00110	Syac.g_00299
OG0000423	Syar.g_00111	Syac.g_00298
OG0000424	Syar.g_00112	Syac.g_00297
OG0000425	Syar.g_00113	Syac.g_00296
OG0000426	Syar.g_00114	Syac.g_00295
OG0000427	Syar.g_00115	Syac.g_00294
OG0000428	Syar.g_00118	Syac.g_02257
OG0000429	Syar.g_00121	Syac.g_02259
OG0000430	Syar.g_00123	Syac.g_02260
OG0000431	Syar.g_00127	Syac.g_02264
OG0000432	Syar.g_01009	Syac.g_02270
OG0000433	Syar.g_01007	Syac.g_02272
OG0000434	Syar.g_01006	Syac.g_02273
OG0000435	Syar.g_01003	Syac.g_02277
OG0000436	Syar.g_00994	Syac.g_02282
OG0000437	Syar.g_00993	Syac.g_02283
OG0000438	Syar.g_00992	Syac.g_02284
OG0000439	Syar.g_00990	Syac.g_02286
OG0000440	Syar.g_00989	Syac.g_02287
OG0000441	Syar.g_00986	Syac.g_02294
OG0000442	Syar.g_00977	Syac.g_02295
OG0000443	Syar.g_00964	Syac.g_02296
OG0000444	Syar.g_00954	Syac.g_02303
OG0000445	Syar.g_00953	Syac.g_02304
OG0000446	Syar.g_00951	Syac.g_02305
OG0000447	Syar.g_00948	Syac.g_02308
OG0000448	Syar.g_00947	Syac.g_02309
OG0000449	Syar.g_00946	Syac.g_02310
OG0000450	Syar.g_00939	Syac.g_02313
OG0000451	Syar.g_00938	Syac.g_02314
OG0000452	Syar.g_00934	Syac.g_02318
OG0000453	Syar.g_00933	Syac.g_02319
OG0000454	Syar.g_00932	Syac.g_02320
OG0000455	Syar.g_00931	Syac.g_02321
OG0000456	Syar.g_00930	Syac.g_02322
OG0000457	Syar.g_00928	Syac.g_02324
OG0000458	Syar.g_00918	Syac.g_02325
OG0000459	Syar.g_00917	Syac.g_02326
OG0000460	Syar.g_03024	Syac.g_01970
OG0000461	Syar.g_00153	Syac.g_02198
OG0000462	Syar.g_00155	Syac.g_02201
OG0000463	Syar.g_00156	Syac.g_02202
OG0000464	Syar.g_00157	Syac.g_02203
OG0000465	Syar.g_00159	Syac.g_02204
OG0000466	Syar.g_00164	Syac.g_02208
OG0000467	Syar.g_00165	Syac.g_02210
OG0000468	Syar.g_00170	Syac.g_02216
OG0000469	Syar.g_00203	Syac.g_02230
OG0000470	Syar.g_00206	Syac.g_02232
OG0000471	Syar.g_00207	Syac.g_02233
OG0000472	Syar.g_00208	Syac.g_02235
OG0000473	Syar.g_00210	Syac.g_02237
OG0000474	Syar.g_00211	Syac.g_02238
OG0000475	Syar.g_00212	Syac.g_02239
OG0000476	Syar.g_00214	Syac.g_02241
OG0000477	Syar.g_00219	Syac.g_02247
OG0000478	Syar.g_00220	Syac.g_02248
OG0000479	Syar.g_00221	Syac.g_02249
OG0000480	Syar.g_00228	Syac.g_00293
OG0000481	Syar.g_00230	Syac.g_00291
OG0000482	Syar.g_00231	Syac.g_00290
OG0000483	Syar.g_00235	Syac.g_00286
OG0000484	Syar.g_00236	Syac.g_00285
OG0000485	Syar.g_00237	Syac.g_00284
OG0000486	Syar.g_00238	Syac.g_00283
OG0000487	Syar.g_00245	Syac.g_00276
OG0000488	Syar.g_00853	Syac.g_00272
OG0000489	Syar.g_00833	Syac.g_00260
OG0000490	Syar.g_00823	Syac.g_00249
OG0000491	Syar.g_00822	Syac.g_00248
OG0000492	Syar.g_00727	Syac.g_00246
OG0000493	Syar.g_00726	Syac.g_00245
OG0000494	Syar.g_00725	Syac.g_00244
OG0000495	Syar.g_00724	Syac.g_00243
OG0000496	Syar.g_00723	Syac.g_00242
OG0000497	Syar.g_00722	Syac.g_00241
OG0000498	Syar.g_00721	Syac.g_00240
OG0000499	Syar.g_00720	Syac.g_00239
OG0000500	Syar.g_00719	Syac.g_00238
OG0000501	Syar.g_00716	Syac.g_00235
OG0000502	Syar.g_00275	Syac.g_00223
OG0000503	Syar.g_01118	Syac.g_02020
OG0000504	Syar.g_01120	Syac.g_02018
OG0000505	Syar.g_01121	Syac.g_02017
OG0000506	Syar.g_01123	Syac.g_02015
OG0000507	Syar.g_01129	Syac.g_02009
OG0000508	Syar.g_01141	Syac.g_02005
OG0000509	Syar.g_01143	Syac.g_02003
OG0000510	Syar.g_01144	Syac.g_02002
OG0000511	Syar.g_01145	Syac.g_02001
OG0000512	Syar.g_01147	Syac.g_01999
OG0000513	Syar.g_01166	Syac.g_01984
OG0000514	Syar.g_01169	Syac.g_01977
OG0000515	Syar.g_01170	Syac.g_01976
OG0000516	Syar.g_01172	Syac.g_00697
OG0000517	Syar.g_01176	Syac.g_00691
OG0000518	Syar.g_02868	Syac.g_00707
OG0000519	Syar.g_02867	Syac.g_00708
OG0000520	Syar.g_02866	Syac.g_00709
OG0000521	Syar.g_01419	Syac.g_01721
OG0000522	Syar.g_01421	Syac.g_01719
OG0000523	Syar.g_01422	Syac.g_01718
OG0000524	Syar.g_01244	Syac.g_01716
OG0000525	Syar.g_01263	Syac.g_01709
OG0000526	Syar.g_01266	Syac.g_01706
OG0000527	Syar.g_01271	Syac.g_01702
OG0000528	Syar.g_01466	Syac.g_01911
OG0000529	Syar.g_01470	Syac.g_01903
OG0000530	Syar.g_01473	Syac.g_01900
OG0000531	Syar.g_01474	Syac.g_01899
OG0000532	Syar.g_01477	Syac.g_01896
OG0000533	Syar.g_01479	Syac.g_01895
OG0000534	Syar.g_01480	Syac.g_01894
OG0000535	Syar.g_01481	Syac.g_01893
OG0000536	Syar.g_01482	Syac.g_01892
OG0000537	Syar.g_01483	Syac.g_01891
OG0000538	Syar.g_01496	Syac.g_01880
OG0000539	Syar.g_01497	Syac.g_01879
OG0000540	Syar.g_01498	Syac.g_01878
OG0000541	Syar.g_01499	Syac.g_01877
OG0000542	Syar.g_01502	Syac.g_01874
OG0000543	Syar.g_01504	Syac.g_01872
OG0000544	Syar.g_01505	Syac.g_01871
OG0000545	Syar.g_01507	Syac.g_01869
OG0000546	Syar.g_01509	Syac.g_01867
OG0000547	Syar.g_01511	Syac.g_01865
OG0000548	Syar.g_01512	Syac.g_01864
OG0000549	Syar.g_02693	Syac.g_01858
OG0000550	Syar.g_02689	Syac.g_01854
OG0000551	Syar.g_02684	Syac.g_01849
OG0000552	Syar.g_02683	Syac.g_01848
OG0000553	Syar.g_02679	Syac.g_01846
OG0000554	Syar.g_02352	Syac.g_01835
OG0000555	Syar.g_02336	Syac.g_01822
OG0000556	Syar.g_02332	Syac.g_01817
OG0000557	Syar.g_02328	Syac.g_01815
OG0000558	Syar.g_02326	Syac.g_01813
OG0000559	Syar.g_02322	Syac.g_01808
OG0000560	Syar.g_02320	Syac.g_01805
OG0000561	Syar.g_02319	Syac.g_01804
OG0000562	Syar.g_02318	Syac.g_01803
OG0000563	Syar.g_02317	Syac.g_01802
OG0000564	Syar.g_02316	Syac.g_01801
OG0000565	Syar.g_02312	Syac.g_01797
OG0000566	Syar.g_02308	Syac.g_01793
OG0000567	Syar.g_02304	Syac.g_01789
OG0000568	Syar.g_02302	Syac.g_01786
OG0000569	Syar.g_02301	Syac.g_01785
OG0000570	Syar.g_02300	Syac.g_01784
OG0000571	Syar.g_02298	Syac.g_01780
OG0000572	Syar.g_02201	Syac.g_01765
OG0000573	Syar.g_02191	Syac.g_01755
OG0000574	Syar.g_02190	Syac.g_01754
OG0000575	Syar.g_03180	Syac.g_01750
OG0000576	Syar.g_02187	Syac.g_01748
OG0000577	Syar.g_02186	Syac.g_01747
OG0000578	Syar.g_02185	Syac.g_01746
OG0000579	Syar.g_02184	Syac.g_01745
OG0000580	Syar.g_02183	Syac.g_01744
OG0000581	Syar.g_02175	Syac.g_01738
