Orthogroup	Syar	Pram
OG0000070	Syar.g_03150, Syar.g_02223	Pram.g_00385
OG0000071	Syar.g_02777	Pram.g_01230
OG0000072	Syar.g_00107, Syar.g_01140	Pram.g_00156
OG0000073	Syar.g_01493	Pram.g_00437
OG0000073	Syar.g_01364	Pram.g_01426
OG0000075	Syar.g_03065, Syar.g_00659	Pram.g_01807
OG0000076	Syar.g_00608	Pram.g_01833
OG0000078	Syar.g_01366	Pram.g_00227
OG0000079	Syar.g_00166	Pram.g_00240
OG0000081	Syar.g_01898	Pram.g_00469
OG0000082	Syar.g_02202	Pram.g_01559
OG0000085	Syar.g_02919	Pram.g_01265
OG0000086	Syar.g_03085	Pram.g_00072
OG0000087	Syar.g_03192, Syar.g_00068	Pram.g_00125
OG0000088	Syar.g_00101	Pram.g_00151
OG0000089	Syar.g_01162	Pram.g_00352
OG0000090	Syar.g_03271, Syar.g_02363, Syar.g_02353, Syar.g_02356	Pram.g_00471
OG0000091	Syar.g_01891, Syar.g_02426	Pram.g_01068
OG0000092	Syar.g_01960	Pram.g_00739
OG0000093	Syar.g_00819	Pram.g_01038
OG0000094	Syar.g_01789	Pram.g_00987
OG0000095	Syar.g_01932	Pram.g_00888
OG0000097	Syar.g_01706, Syar.g_00364	Pram.g_01093
OG0000098	Syar.g_02343	Pram.g_01478
OG0000099	Syar.g_00715	Pram.g_01445
OG0000100	Syar.g_02477	Pram.g_01298
OG0000101	Syar.g_01073, Syar.g_03154	Pram.g_01770
OG0000102	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138	Pram.g_01838
OG0000103	Syar.g_00452, Syar.g_00014	Pram.g_01925
OG0000104	Syar.g_00466	Pram.g_01934
OG0000105	Syar.g_00218	Pram.g_00262
OG0000106	Syar.g_01748	Pram.g_00677
OG0000107	Syar.g_00149	Pram.g_01696
OG0000108	Syar.g_01469	Pram.g_00416
OG0000109	Syar.g_03310, Syar.g_01485	Pram.g_00430
OG0000110	Syar.g_02295	Pram.g_00513
OG0000111	Syar.g_01940	Pram.g_00793
OG0000112	Syar.g_02548, Syar.g_03195	Pram.g_00935
OG0000113	Syar.g_02664	Pram.g_00832
OG0000114	Syar.g_01616	Pram.g_00734
OG0000115	Syar.g_02854, Syar.g_01415	Pram.g_01201
OG0000116	Syar.g_01525, Syar.g_02255	Pram.g_01151
OG0000117	Syar.g_01969	Pram.g_01112
OG0000118	Syar.g_02793	Pram.g_01242
OG0000120	Syar.g_00713	Pram.g_01446
OG0000121	Syar.g_02806	Pram.g_01376
OG0000123	Syar.g_01079	Pram.g_01777
OG0000124	Syar.g_00586	Pram.g_01850
OG0000125	Syar.g_00338	Pram.g_01886
OG0000126	Syar.g_00887, Syar.g_00888	Pram.g_01933
OG0000128	Syar.g_00482	Pram.g_01949
OG0000129	Syar.g_00324	Pram.g_00029
OG0000130	Syar.g_03040	Pram.g_00054
OG0000131	Syar.g_00078	Pram.g_00130
OG0000132	Syar.g_00099	Pram.g_00149
OG0000133	Syar.g_02543	Pram.g_00310
OG0000134	Syar.g_02009, Syar.g_01165	Pram.g_00354
OG0000135	Syar.g_00698	Pram.g_01589
OG0000136	Syar.g_02874	Pram.g_00376
OG0000137	Syar.g_01273	Pram.g_00411
OG0000138	Syar.g_01486	Pram.g_00431
OG0000139	Syar.g_03245	Pram.g_00475
OG0000140	Syar.g_02344, Syar.g_03246	Pram.g_00476
OG0000141	Syar.g_02129	Pram.g_00545
OG0000142	Syar.g_02418	Pram.g_01075
OG0000143	Syar.g_02422	Pram.g_01072
OG0000144	Syar.g_02441	Pram.g_01058
OG0000145	Syar.g_01494	Pram.g_01534
OG0000146	Syar.g_02549	Pram.g_00934
OG0000147	Syar.g_02550	Pram.g_00933
OG0000148	Syar.g_02658	Pram.g_00826
OG0000149	Syar.g_01830, Syar.g_03289, Syar.g_03288	Pram.g_00858
OG0000150	Syar.g_02130	Pram.g_00868
OG0000151	Syar.g_02038	Pram.g_00744
OG0000152	Syar.g_02539	Pram.g_00943
OG0000153	Syar.g_03283, Syar.g_02503	Pram.g_00961
OG0000154	Syar.g_01800	Pram.g_00978
OG0000155	Syar.g_01959	Pram.g_01118
OG0000156	Syar.g_01517	Pram.g_01219
OG0000157	Syar.g_01516	Pram.g_01220
OG0000158	Syar.g_00650	Pram.g_01815
OG0000159	Syar.g_02359	Pram.g_01438, Pram.g_00045
OG0000160	Syar.g_02807	Pram.g_01377
OG0000161	Syar.g_02801	Pram.g_01145, Pram.g_01371
OG0000162	Syar.g_02863	Pram.g_01365
OG0000163	Syar.g_01186	Pram.g_01326
OG0000164	Syar.g_03168, Syar.g_02969	Pram.g_01656
OG0000165	Syar.g_02976	Pram.g_01664
OG0000166	Syar.g_01034	Pram.g_01733
OG0000167	Syar.g_00662	Pram.g_01805
OG0000168	Syar.g_00246	Pram.g_01816
OG0000169	Syar.g_00262	Pram.g_01826
OG0000170	Syar.g_00613	Pram.g_01829
OG0000171	Syar.g_00587	Pram.g_01849
OG0000172	Syar.g_00547	Pram.g_01856
OG0000173	Syar.g_00528	Pram.g_01871
OG0000174	Syar.g_00701	Pram.g_01902
OG0000175	Syar.g_00438	Pram.g_01914
OG0000176	Syar.g_00474	Pram.g_01942
OG0000177	Syar.g_00475	Pram.g_01943
OG0000178	Syar.g_00476	Pram.g_01944
OG0000179	Syar.g_00489	Pram.g_00003
OG0000180	Syar.g_00490	Pram.g_00004
OG0000181	Syar.g_00491	Pram.g_00005
OG0000182	Syar.g_00492	Pram.g_00006
OG0000183	Syar.g_00496	Pram.g_00010
OG0000184	Syar.g_00897	Pram.g_00033
OG0000185	Syar.g_00909	Pram.g_00036
OG0000186	Syar.g_03036	Pram.g_00048
OG0000187	Syar.g_03038	Pram.g_00049
OG0000188	Syar.g_03058	Pram.g_00066
OG0000189	Syar.g_03104	Pram.g_00080
OG0000190	Syar.g_03107, Syar.g_02374	Pram.g_00081
OG0000191	Syar.g_00039	Pram.g_00103
OG0000192	Syar.g_00046	Pram.g_00108
OG0000193	Syar.g_00079	Pram.g_00131
OG0000194	Syar.g_00082, Syar.g_03236	Pram.g_00134
OG0000195	Syar.g_00023, Syar.g_00084	Pram.g_00136
OG0000196	Syar.g_00096	Pram.g_00146
OG0000197	Syar.g_00097	Pram.g_00147
OG0000198	Syar.g_00098	Pram.g_00148
OG0000199	Syar.g_00106	Pram.g_00155
OG0000200	Syar.g_00124	Pram.g_00168
OG0000201	Syar.g_01000	Pram.g_00177
OG0000202	Syar.g_00021, Syar.g_00998	Pram.g_00178
OG0000203	Syar.g_00997, Syar.g_00020	Pram.g_00179
OG0000204	Syar.g_00996	Pram.g_00180
OG0000205	Syar.g_00988	Pram.g_00187
OG0000206	Syar.g_00963	Pram.g_00192
OG0000207	Syar.g_00957	Pram.g_00194
OG0000208	Syar.g_00956	Pram.g_00195
OG0000209	Syar.g_00936, Syar.g_03261	Pram.g_00204
OG0000210	Syar.g_03260, Syar.g_00935	Pram.g_00205
OG0000211	Syar.g_03026	Pram.g_00220
OG0000212	Syar.g_03017	Pram.g_00228
OG0000213	Syar.g_00187	Pram.g_00246
OG0000214	Syar.g_00209	Pram.g_00255
OG0000215	Syar.g_00239	Pram.g_00282
OG0000216	Syar.g_00244	Pram.g_00283
OG0000217	Syar.g_00854	Pram.g_00286
OG0000218	Syar.g_00852	Pram.g_00288
OG0000219	Syar.g_00851	Pram.g_00289
OG0000220	Syar.g_00850, Syar.g_02026	Pram.g_00290
OG0000221	Syar.g_00834	Pram.g_00291
OG0000222	Syar.g_02119, Syar.g_00728	Pram.g_00298
OG0000223	Syar.g_00649	Pram.g_00311
OG0000224	Syar.g_00273	Pram.g_00313
OG0000225	Syar.g_01142	Pram.g_00341
OG0000226	Syar.g_01146	Pram.g_00345
OG0000227	Syar.g_01148	Pram.g_00347
OG0000228	Syar.g_01161	Pram.g_00351
OG0000229	Syar.g_01177, Syar.g_03273	Pram.g_00371
OG0000230	Syar.g_01179	Pram.g_00373
OG0000231	Syar.g_02865, Syar.g_03151	Pram.g_00384
OG0000232	Syar.g_01424	Pram.g_00397
OG0000233	Syar.g_03183, Syar.g_01247	Pram.g_00402
OG0000234	Syar.g_01275	Pram.g_00412
OG0000235	Syar.g_01468	Pram.g_00415
OG0000236	Syar.g_01484, Syar.g_03311	Pram.g_00429
OG0000237	Syar.g_01503	Pram.g_00443
OG0000238	Syar.g_01508	Pram.g_00449
OG0000239	Syar.g_03277, Syar.g_02687	Pram.g_00462
OG0000240	Syar.g_02686, Syar.g_03278	Pram.g_00463
OG0000241	Syar.g_02410	Pram.g_00468
OG0000242	Syar.g_01926	Pram.g_00470
OG0000243	Syar.g_02335	Pram.g_00480
OG0000244	Syar.g_02327	Pram.g_00483
OG0000245	Syar.g_02325, Syar.g_03238	Pram.g_00485
OG0000246	Syar.g_02321	Pram.g_00489
OG0000247	Syar.g_02310	Pram.g_00500
OG0000248	Syar.g_02307, Syar.g_03293	Pram.g_00503
OG0000249	Syar.g_02305	Pram.g_00505
OG0000250	Syar.g_02299	Pram.g_00510
OG0000251	Syar.g_03207, Syar.g_02194	Pram.g_00528
OG0000252	Syar.g_02189, Syar.g_03263	Pram.g_00531
OG0000253	Syar.g_02028	Pram.g_00532
OG0000254	Syar.g_02169	Pram.g_00549
OG0000255	Syar.g_02224, Syar.g_00011	Pram.g_00555
OG0000256	Syar.g_02244	Pram.g_00566
OG0000257	Syar.g_02407, Syar.g_01762	Pram.g_01080
OG0000258	Syar.g_00010, Syar.g_02427	Pram.g_01067
OG0000259	Syar.g_02472	Pram.g_01050
OG0000260	Syar.g_03220, Syar.g_02475	Pram.g_01047
OG0000261	Syar.g_01916	Pram.g_01044
OG0000262	Syar.g_01690	Pram.g_01039
OG0000263	Syar.g_01991	Pram.g_00771
OG0000264	Syar.g_02135, Syar.g_03267	Pram.g_00782
OG0000266	Syar.g_01570	Pram.g_01020
OG0000267	Syar.g_01873	Pram.g_01007
OG0000268	Syar.g_02589	Pram.g_01006
OG0000269	Syar.g_02634	Pram.g_00804
OG0000270	Syar.g_00744, Syar.g_02637	Pram.g_00807
OG0000271	Syar.g_02645	Pram.g_00815
OG0000272	Syar.g_02646	Pram.g_00816
OG0000273	Syar.g_00008	Pram.g_00839
OG0000274	Syar.g_02482, Syar.g_00009	Pram.g_00840
OG0000275	Syar.g_01810	Pram.g_00843
OG0000276	Syar.g_01817	Pram.g_00849
OG0000277	Syar.g_03242, Syar.g_01818	Pram.g_00850
OG0000278	Syar.g_01821, Syar.g_03174	Pram.g_00853
OG0000279	Syar.g_01838	Pram.g_00861
OG0000280	Syar.g_02067, Syar.g_00734	Pram.g_00862
OG0000281	Syar.g_02218	Pram.g_00870
OG0000282	Syar.g_03255, Syar.g_01614	Pram.g_00736
OG0000283	Syar.g_02574	Pram.g_00916
OG0000284	Syar.g_02568	Pram.g_00921
OG0000285	Syar.g_02560	Pram.g_00926
OG0000286	Syar.g_02540	Pram.g_00942
OG0000287	Syar.g_02512	Pram.g_01199
OG0000288	Syar.g_01801	Pram.g_00977
OG0000289	Syar.g_01786	Pram.g_00992
OG0000290	Syar.g_01928	Pram.g_00891
OG0000291	Syar.g_01930	Pram.g_00889
OG0000292	Syar.g_00463	Pram.g_01185
OG0000293	Syar.g_01526, Syar.g_03297	Pram.g_01150
OG0000294	Syar.g_01527, Syar.g_03296	Pram.g_01149
OG0000295	Syar.g_01951, Syar.g_03208	Pram.g_01125
OG0000296	Syar.g_01953	Pram.g_01123
OG0000297	Syar.g_03216	Pram.g_01114
OG0000298	Syar.g_03215	Pram.g_01113
OG0000299	Syar.g_01704	Pram.g_01094
OG0000300	Syar.g_01646	Pram.g_01091
OG0000301	Syar.g_01712	Pram.g_01090
OG0000302	Syar.g_01713	Pram.g_01088
OG0000303	Syar.g_01723	Pram.g_01082
OG0000304	Syar.g_01728	Pram.g_00571
OG0000305	Syar.g_01933, Syar.g_03163	Pram.g_01183
OG0000306	Syar.g_01884, Syar.g_03140	Pram.g_00874
OG0000307	Syar.g_01452, Syar.g_03153	Pram.g_01458
OG0000308	Syar.g_01450	Pram.g_01457
OG0000309	Syar.g_01239	Pram.g_01453
OG0000310	Syar.g_02826	Pram.g_01395
OG0000311	Syar.g_02823	Pram.g_01393
OG0000312	Syar.g_00015, Syar.g_02818	Pram.g_01390
OG0000313	Syar.g_02804	Pram.g_01374
OG0000314	Syar.g_01403	Pram.g_01351
OG0000315	Syar.g_01393	Pram.g_01341
OG0000316	Syar.g_02885	Pram.g_01315
OG0000317	Syar.g_02926	Pram.g_01629
OG0000318	Syar.g_02930	Pram.g_01633
OG0000319	Syar.g_02954	Pram.g_01646
OG0000320	Syar.g_02956	Pram.g_01648
OG0000321	Syar.g_02957	Pram.g_01649
OG0000322	Syar.g_02958	Pram.g_01650
OG0000323	Syar.g_02973	Pram.g_01659
OG0000324	Syar.g_00350, Syar.g_03001	Pram.g_01687
OG0000325	Syar.g_03291, Syar.g_00148	Pram.g_01697
OG0000326	Syar.g_00139, Syar.g_03134	Pram.g_01704
OG0000327	Syar.g_01029	Pram.g_01728
OG0000328	Syar.g_01030	Pram.g_01729
OG0000329	Syar.g_03189, Syar.g_01048	Pram.g_01746
OG0000330	Syar.g_01049	Pram.g_01747
OG0000331	Syar.g_03191, Syar.g_01050	Pram.g_01748
OG0000332	Syar.g_01064, Syar.g_03299	Pram.g_01762
OG0000333	Syar.g_01067	Pram.g_01764
OG0000334	Syar.g_01076	Pram.g_01773
OG0000335	Syar.g_01080	Pram.g_01778
OG0000336	Syar.g_01084	Pram.g_01782
OG0000337	Syar.g_00285	Pram.g_01801
OG0000338	Syar.g_03225, Syar.g_00287	Pram.g_01802
OG0000339	Syar.g_00658	Pram.g_01808
OG0000340	Syar.g_00247	Pram.g_01817
OG0000341	Syar.g_00249	Pram.g_01819
OG0000342	Syar.g_00250	Pram.g_01820
OG0000343	Syar.g_00256	Pram.g_01821
OG0000344	Syar.g_00260	Pram.g_01824
OG0000345	Syar.g_00612	Pram.g_01830
OG0000346	Syar.g_00607	Pram.g_01834
OG0000347	Syar.g_00558	Pram.g_01851
OG0000348	Syar.g_00544	Pram.g_01859
OG0000349	Syar.g_00521	Pram.g_01877
OG0000350	Syar.g_00132	Pram.g_01898
OG0000351	Syar.g_00442	Pram.g_01917
OG0000352	Syar.g_00443	Pram.g_01918
OG0000353	Syar.g_00469	Pram.g_01937
OG0000355	Syar.g_00471	Pram.g_01939
OG0000356	Syar.g_00472	Pram.g_01940
OG0000357	Syar.g_00473	Pram.g_01941
OG0000358	Syar.g_00477	Pram.g_01945
OG0000359	Syar.g_00479	Pram.g_01946
OG0000360	Syar.g_00480	Pram.g_01947
OG0000361	Syar.g_00481	Pram.g_01948
OG0000362	Syar.g_00483	Pram.g_01950
OG0000363	Syar.g_00484	Pram.g_00001
OG0000364	Syar.g_02928	Pram.g_00002
OG0000365	Syar.g_00493	Pram.g_00007
OG0000366	Syar.g_00494	Pram.g_00008
OG0000367	Syar.g_03262, Syar.g_00495	Pram.g_00009
OG0000368	Syar.g_00497	Pram.g_00011
OG0000369	Syar.g_00498	Pram.g_00012
OG0000370	Syar.g_00499	Pram.g_00013
OG0000371	Syar.g_00508	Pram.g_00019
OG0000372	Syar.g_00514	Pram.g_00021
OG0000373	Syar.g_00515	Pram.g_00022
OG0000374	Syar.g_00516	Pram.g_00023
OG0000375	Syar.g_00517	Pram.g_00024
OG0000376	Syar.g_00519	Pram.g_00026
OG0000377	Syar.g_00322	Pram.g_00030
OG0000378	Syar.g_00905	Pram.g_00034
OG0000379	Syar.g_00910	Pram.g_00037
OG0000380	Syar.g_03039	Pram.g_00050
OG0000381	Syar.g_03041	Pram.g_00055
OG0000382	Syar.g_03057	Pram.g_00065
OG0000383	Syar.g_03074	Pram.g_00067
OG0000384	Syar.g_03075	Pram.g_00068
OG0000385	Syar.g_03076	Pram.g_00069
OG0000386	Syar.g_03077	Pram.g_00070
OG0000387	Syar.g_03109	Pram.g_00083
OG0000388	Syar.g_03148, Syar.g_03113	Pram.g_00087
OG0000389	Syar.g_03118	Pram.g_00090
OG0000390	Syar.g_00033	Pram.g_00099
OG0000391	Syar.g_00038	Pram.g_00102
OG0000392	Syar.g_00045	Pram.g_00106
OG0000393	Syar.g_00048	Pram.g_00109
OG0000394	Syar.g_00049	Pram.g_00110
OG0000395	Syar.g_00050	Pram.g_00111
OG0000396	Syar.g_00053	Pram.g_00113
OG0000397	Syar.g_00055	Pram.g_00115
OG0000398	Syar.g_00060	Pram.g_00118
OG0000399	Syar.g_00061	Pram.g_00119
OG0000400	Syar.g_00062	Pram.g_00120
OG0000401	Syar.g_00063	Pram.g_00121
OG0000402	Syar.g_00065	Pram.g_01001
OG0000403	Syar.g_00066	Pram.g_00123
OG0000404	Syar.g_00067	Pram.g_00124
OG0000405	Syar.g_00076	Pram.g_00128
OG0000406	Syar.g_00080	Pram.g_00132
OG0000407	Syar.g_00081	Pram.g_00133
OG0000408	Syar.g_00083	Pram.g_00135
OG0000409	Syar.g_00085	Pram.g_00137
OG0000410	Syar.g_00086	Pram.g_00138
OG0000411	Syar.g_00087	Pram.g_00139
OG0000412	Syar.g_00088	Pram.g_00140
OG0000413	Syar.g_00090	Pram.g_00141
OG0000414	Syar.g_00091, Syar.g_03179	Pram.g_00142
OG0000415	Syar.g_00092	Pram.g_00143
OG0000416	Syar.g_00093	Pram.g_00144
OG0000417	Syar.g_00095	Pram.g_00145
OG0000418	Syar.g_00100	Pram.g_00150
OG0000419	Syar.g_00102	Pram.g_00152
OG0000420	Syar.g_00104	Pram.g_00153
OG0000421	Syar.g_00109	Pram.g_00157
OG0000422	Syar.g_00110	Pram.g_00158
OG0000423	Syar.g_00111	Pram.g_00159
OG0000424	Syar.g_00112	Pram.g_00160
OG0000425	Syar.g_00113	Pram.g_00161
OG0000426	Syar.g_00114	Pram.g_00162
OG0000427	Syar.g_00115	Pram.g_00163
OG0000428	Syar.g_00118	Pram.g_00165
OG0000429	Syar.g_00121	Pram.g_00166
OG0000430	Syar.g_00123	Pram.g_00167
OG0000431	Syar.g_00127	Pram.g_00169
OG0000432	Syar.g_01009	Pram.g_00173
OG0000433	Syar.g_01007	Pram.g_00174
OG0000434	Syar.g_01006	Pram.g_00175
OG0000435	Syar.g_01003	Pram.g_00176
OG0000436	Syar.g_00994	Pram.g_00181
OG0000437	Syar.g_00993	Pram.g_00182
OG0000438	Syar.g_00992	Pram.g_00183
OG0000439	Syar.g_00990	Pram.g_00185
OG0000440	Syar.g_00989	Pram.g_00186
OG0000441	Syar.g_00986	Pram.g_00189
OG0000442	Syar.g_00977	Pram.g_00190
OG0000443	Syar.g_00964	Pram.g_00191
OG0000444	Syar.g_00954	Pram.g_00196
OG0000445	Syar.g_00953	Pram.g_00197
OG0000446	Syar.g_00951	Pram.g_00198
OG0000447	Syar.g_00948	Pram.g_00199
OG0000448	Syar.g_00947	Pram.g_00200
OG0000449	Syar.g_00946	Pram.g_00201
OG0000450	Syar.g_00939	Pram.g_00202
OG0000451	Syar.g_00938	Pram.g_00203
OG0000452	Syar.g_00934	Pram.g_00206
OG0000453	Syar.g_00933	Pram.g_00207
OG0000454	Syar.g_00932	Pram.g_00208
OG0000455	Syar.g_00931	Pram.g_00209
OG0000456	Syar.g_00930	Pram.g_00210
OG0000457	Syar.g_00928	Pram.g_00212
OG0000458	Syar.g_00918	Pram.g_00213
OG0000459	Syar.g_00917	Pram.g_00214
OG0000460	Syar.g_03024	Pram.g_00222
OG0000461	Syar.g_00153	Pram.g_00230
OG0000462	Syar.g_00155	Pram.g_00232
OG0000463	Syar.g_00156	Pram.g_00233
OG0000464	Syar.g_00157	Pram.g_00234
OG0000465	Syar.g_00159	Pram.g_00235
OG0000466	Syar.g_00164	Pram.g_00238
OG0000467	Syar.g_00165	Pram.g_00239
OG0000468	Syar.g_00170	Pram.g_00242
OG0000469	Syar.g_00203	Pram.g_00250
OG0000470	Syar.g_00206	Pram.g_00252
OG0000471	Syar.g_00207	Pram.g_00253
OG0000472	Syar.g_00208	Pram.g_00254
OG0000473	Syar.g_00210	Pram.g_00256
OG0000474	Syar.g_00211	Pram.g_00257
OG0000475	Syar.g_00212	Pram.g_00258
OG0000476	Syar.g_00214	Pram.g_00260
OG0000477	Syar.g_00219	Pram.g_00263
OG0000478	Syar.g_00220	Pram.g_00264
OG0000479	Syar.g_00221	Pram.g_00265
OG0000480	Syar.g_00228	Pram.g_00270
OG0000481	Syar.g_00230	Pram.g_00273
OG0000482	Syar.g_00231	Pram.g_00274
OG0000483	Syar.g_00235	Pram.g_00277
OG0000484	Syar.g_00236	Pram.g_00278
OG0000485	Syar.g_00237	Pram.g_00280
OG0000486	Syar.g_00238, Syar.g_00024	Pram.g_00281
OG0000487	Syar.g_00245	Pram.g_00284
OG0000488	Syar.g_00853	Pram.g_00287
OG0000489	Syar.g_00833	Pram.g_00292
OG0000490	Syar.g_00823	Pram.g_00296
OG0000491	Syar.g_00822	Pram.g_00297
OG0000492	Syar.g_00727	Pram.g_00299
OG0000493	Syar.g_00726	Pram.g_00300
OG0000494	Syar.g_00725	Pram.g_00301
OG0000495	Syar.g_00724	Pram.g_00302
OG0000496	Syar.g_00723	Pram.g_00303
OG0000497	Syar.g_00722	Pram.g_00304
OG0000498	Syar.g_00721	Pram.g_00305
OG0000499	Syar.g_00720	Pram.g_00306
OG0000500	Syar.g_00719	Pram.g_00307
OG0000501	Syar.g_00716	Pram.g_00309
OG0000502	Syar.g_00275	Pram.g_00312
OG0000503	Syar.g_01118	Pram.g_00328
OG0000504	Syar.g_01120	Pram.g_00330
OG0000505	Syar.g_01121	Pram.g_00331
OG0000506	Syar.g_01123	Pram.g_00332
OG0000507	Syar.g_01129	Pram.g_00336
OG0000508	Syar.g_01141	Pram.g_00340
OG0000509	Syar.g_01143	Pram.g_00342
OG0000510	Syar.g_01144	Pram.g_00343
OG0000511	Syar.g_01145	Pram.g_00344
OG0000512	Syar.g_01147	Pram.g_00346
OG0000513	Syar.g_01166	Pram.g_00355
OG0000514	Syar.g_01169	Pram.g_00366
OG0000515	Syar.g_01170	Pram.g_00367
OG0000516	Syar.g_01172	Pram.g_00368
OG0000517	Syar.g_01176	Pram.g_00370
OG0000518	Syar.g_02868	Pram.g_00381
OG0000519	Syar.g_02867	Pram.g_00382
OG0000520	Syar.g_02866	Pram.g_00383
OG0000521	Syar.g_01419	Pram.g_00393
OG0000522	Syar.g_01421	Pram.g_00395
OG0000523	Syar.g_01422	Pram.g_00396
OG0000524	Syar.g_01244	Pram.g_00400
OG0000525	Syar.g_01263	Pram.g_00404
OG0000526	Syar.g_01266	Pram.g_00406
OG0000527	Syar.g_01271	Pram.g_00409
OG0000528	Syar.g_01466	Pram.g_00414
OG0000529	Syar.g_01470	Pram.g_00417
OG0000530	Syar.g_01473	Pram.g_00420
OG0000531	Syar.g_01474	Pram.g_00421
OG0000532	Syar.g_01477	Pram.g_00423
OG0000533	Syar.g_01479	Pram.g_00424
OG0000534	Syar.g_01480	Pram.g_00425
OG0000535	Syar.g_01481	Pram.g_00426
OG0000536	Syar.g_01482	Pram.g_00427
OG0000537	Syar.g_01483	Pram.g_00428
OG0000538	Syar.g_01496	Pram.g_00438
OG0000539	Syar.g_01497	Pram.g_00439
OG0000540	Syar.g_01498	Pram.g_00440
OG0000541	Syar.g_01499	Pram.g_00441
OG0000542	Syar.g_01502	Pram.g_00442
OG0000543	Syar.g_01504	Pram.g_00444
OG0000544	Syar.g_01505	Pram.g_00445
OG0000545	Syar.g_01507	Pram.g_00447
OG0000546	Syar.g_01509	Pram.g_00450
OG0000547	Syar.g_01511	Pram.g_00452
OG0000548	Syar.g_01512	Pram.g_00453
OG0000549	Syar.g_02693	Pram.g_00456
OG0000550	Syar.g_02689	Pram.g_00461
OG0000551	Syar.g_02684	Pram.g_00464
OG0000552	Syar.g_02683	Pram.g_00465
OG0000553	Syar.g_02679	Pram.g_00466
OG0000554	Syar.g_02352	Pram.g_00472
OG0000555	Syar.g_02336	Pram.g_00479
OG0000556	Syar.g_02332	Pram.g_00481
OG0000557	Syar.g_02328	Pram.g_00482
OG0000558	Syar.g_02326	Pram.g_00484
OG0000559	Syar.g_02322	Pram.g_00488
OG0000560	Syar.g_02320	Pram.g_00491
OG0000561	Syar.g_02319	Pram.g_00492
OG0000562	Syar.g_02318	Pram.g_00493
OG0000563	Syar.g_02317	Pram.g_00494
OG0000564	Syar.g_02316	Pram.g_00495
OG0000565	Syar.g_02312	Pram.g_00498
OG0000566	Syar.g_02308	Pram.g_00502
OG0000567	Syar.g_02304	Pram.g_00506
OG0000568	Syar.g_02302	Pram.g_00507
OG0000569	Syar.g_02301	Pram.g_00508
OG0000570	Syar.g_02300	Pram.g_00509
