Orthogroup	Syar	Praq
OG0000201	Syar.g_01000	Praq.g_01810
OG0000202	Syar.g_00021, Syar.g_00998	Praq.g_01809
OG0000203	Syar.g_00997, Syar.g_00020	Praq.g_01808
OG0000204	Syar.g_00996	Praq.g_01807
OG0000205	Syar.g_00988	Praq.g_01800
OG0000206	Syar.g_00963	Praq.g_01795
OG0000207	Syar.g_00957	Praq.g_01793
OG0000208	Syar.g_00956	Praq.g_01792
OG0000209	Syar.g_00936, Syar.g_03261	Praq.g_01783
OG0000210	Syar.g_03260, Syar.g_00935	Praq.g_01782
OG0000211	Syar.g_03026	Praq.g_01769
OG0000212	Syar.g_03017	Praq.g_01762
OG0000213	Syar.g_00187	Praq.g_01746
OG0000214	Syar.g_00209	Praq.g_01736
OG0000215	Syar.g_00239	Praq.g_01710
OG0000216	Syar.g_00244	Praq.g_01708
OG0000217	Syar.g_00854	Praq.g_01705
OG0000218	Syar.g_00852	Praq.g_01703
OG0000219	Syar.g_00851	Praq.g_01702
OG0000220	Syar.g_00850, Syar.g_02026	Praq.g_01701
OG0000221	Syar.g_00834	Praq.g_01700
OG0000222	Syar.g_02119, Syar.g_00728	Praq.g_01692
OG0000223	Syar.g_00649	Praq.g_01679
OG0000224	Syar.g_00273	Praq.g_01677
OG0000225	Syar.g_01142	Praq.g_01199
OG0000226	Syar.g_01146	Praq.g_01195
OG0000227	Syar.g_01148	Praq.g_01193
OG0000228	Syar.g_01161	Praq.g_01189
OG0000229	Syar.g_01177, Syar.g_03273	Praq.g_01121
OG0000230	Syar.g_01179	Praq.g_01119
OG0000231	Syar.g_02865, Syar.g_03151	Praq.g_01108
OG0000232	Syar.g_01424	Praq.g_00507
OG0000233	Syar.g_03183, Syar.g_01247	Praq.g_00513
OG0000234	Syar.g_01275	Praq.g_00527
OG0000235	Syar.g_01468	Praq.g_00530
OG0000236	Syar.g_01484, Syar.g_03311	Praq.g_00544
OG0000237	Syar.g_01503	Praq.g_01096
OG0000238	Syar.g_01508	Praq.g_01090
OG0000239	Syar.g_03277, Syar.g_02687	Praq.g_01077
OG0000240	Syar.g_02686, Syar.g_03278	Praq.g_01076
OG0000241	Syar.g_02410	Praq.g_01072
OG0000242	Syar.g_01926	Praq.g_01070
OG0000243	Syar.g_02335	Praq.g_01059
OG0000244	Syar.g_02327	Praq.g_01056
OG0000245	Syar.g_02325, Syar.g_03238	Praq.g_01054
OG0000246	Syar.g_02321	Praq.g_01050
OG0000247	Syar.g_02310	Praq.g_01040
OG0000248	Syar.g_02307, Syar.g_03293	Praq.g_01038
OG0000249	Syar.g_02305	Praq.g_01036
OG0000250	Syar.g_02299	Praq.g_01031
OG0000251	Syar.g_03207, Syar.g_02194	Praq.g_01012
OG0000252	Syar.g_02189, Syar.g_03263	Praq.g_01008
OG0000253	Syar.g_02028	Praq.g_01007
OG0000254	Syar.g_02169	Praq.g_00991
OG0000255	Syar.g_02224, Syar.g_00011	Praq.g_00985
OG0000256	Syar.g_02244	Praq.g_00975
OG0000257	Syar.g_02407, Syar.g_01762	Praq.g_00972
OG0000258	Syar.g_00010, Syar.g_02427	Praq.g_00959
OG0000259	Syar.g_02472	Praq.g_00789
OG0000260	Syar.g_03220, Syar.g_02475	Praq.g_00792
OG0000261	Syar.g_01916	Praq.g_00794
OG0000262	Syar.g_01690	Praq.g_00798
OG0000263	Syar.g_01991	Praq.g_00810
OG0000264	Syar.g_02135, Syar.g_03267	Praq.g_00820
OG0000266	Syar.g_01570	Praq.g_00593
OG0000267	Syar.g_01873	Praq.g_00604
OG0000268	Syar.g_02589	Praq.g_00605
OG0000269	Syar.g_02634	Praq.g_00665
OG0000270	Syar.g_00744, Syar.g_02637	Praq.g_00668
OG0000271	Syar.g_02645	Praq.g_00676
OG0000272	Syar.g_02646	Praq.g_00677
OG0000273	Syar.g_00008	Praq.g_01428
OG0000274	Syar.g_02482, Syar.g_00009	Praq.g_01429
OG0000275	Syar.g_01810	Praq.g_01431
OG0000276	Syar.g_01817	Praq.g_01436
OG0000277	Syar.g_03242, Syar.g_01818	Praq.g_01437
OG0000278	Syar.g_01821, Syar.g_03174	Praq.g_01440
OG0000279	Syar.g_01838	Praq.g_01447
OG0000280	Syar.g_02067, Syar.g_00734	Praq.g_01448
OG0000281	Syar.g_02218	Praq.g_01454
OG0000282	Syar.g_03255, Syar.g_01614	Praq.g_01492
OG0000283	Syar.g_02574	Praq.g_01525
OG0000284	Syar.g_02568	Praq.g_01530
OG0000285	Syar.g_02560	Praq.g_01535
OG0000286	Syar.g_02540	Praq.g_01547
OG0000287	Syar.g_02512	Praq.g_01564
OG0000288	Syar.g_01801	Praq.g_01592
OG0000289	Syar.g_01786	Praq.g_01603
OG0000290	Syar.g_01928	Praq.g_01616
OG0000291	Syar.g_01930	Praq.g_01618
OG0000292	Syar.g_00463	Praq.g_01667
OG0000293	Syar.g_01526, Syar.g_03297	Praq.g_01324
OG0000294	Syar.g_01527, Syar.g_03296	Praq.g_01325
OG0000295	Syar.g_01951, Syar.g_03208	Praq.g_01345
OG0000296	Syar.g_01953	Praq.g_01347
OG0000297	Syar.g_03216	Praq.g_01355
OG0000298	Syar.g_03215	Praq.g_01356
OG0000299	Syar.g_01704	Praq.g_01373
OG0000300	Syar.g_01646	Praq.g_01376
OG0000301	Syar.g_01712	Praq.g_01377
OG0000302	Syar.g_01713	Praq.g_01379
OG0000303	Syar.g_01723	Praq.g_01386
OG0000304	Syar.g_01728	Praq.g_01390
OG0000305	Syar.g_01933, Syar.g_03163	Praq.g_00167
OG0000306	Syar.g_01884, Syar.g_03140	Praq.g_00170
OG0000307	Syar.g_01452, Syar.g_03153	Praq.g_00186
OG0000308	Syar.g_01450	Praq.g_00187
OG0000309	Syar.g_01239	Praq.g_00191
OG0000310	Syar.g_02826	Praq.g_00279
OG0000311	Syar.g_02823	Praq.g_00281
OG0000312	Syar.g_00015, Syar.g_02818	Praq.g_00284
OG0000313	Syar.g_02804	Praq.g_00298
OG0000314	Syar.g_01403	Praq.g_00321
OG0000315	Syar.g_01393	Praq.g_00331
OG0000316	Syar.g_02885	Praq.g_00351
OG0000317	Syar.g_02926	Praq.g_01954, Praq.g_00499
OG0000318	Syar.g_02930	Praq.g_00496
OG0000319	Syar.g_02954	Praq.g_00483
OG0000320	Syar.g_02956	Praq.g_00481
OG0000321	Syar.g_02957	Praq.g_00480
OG0000322	Syar.g_02958	Praq.g_00479
OG0000323	Syar.g_02973	Praq.g_00470
OG0000324	Syar.g_00350, Syar.g_03001	Praq.g_00444
OG0000325	Syar.g_03291, Syar.g_00148	Praq.g_00950
OG0000326	Syar.g_00139, Syar.g_03134	Praq.g_00944
OG0000327	Syar.g_01029	Praq.g_00920
OG0000328	Syar.g_01030	Praq.g_00919
OG0000329	Syar.g_03189, Syar.g_01048	Praq.g_00902
OG0000330	Syar.g_01049	Praq.g_00901
OG0000331	Syar.g_03191, Syar.g_01050	Praq.g_00900
OG0000332	Syar.g_01064, Syar.g_03299	Praq.g_00886
OG0000333	Syar.g_01067	Praq.g_00884
OG0000334	Syar.g_01076	Praq.g_00876
OG0000335	Syar.g_01080	Praq.g_00872
OG0000336	Syar.g_01084	Praq.g_00868
OG0000337	Syar.g_00285	Praq.g_00735
OG0000338	Syar.g_03225, Syar.g_00287	Praq.g_00736
OG0000339	Syar.g_00658	Praq.g_00740
OG0000340	Syar.g_00247	Praq.g_00748
OG0000341	Syar.g_00249	Praq.g_00750
OG0000342	Syar.g_00250	Praq.g_00751
OG0000343	Syar.g_00256	Praq.g_00752
OG0000344	Syar.g_00260	Praq.g_00755
OG0000345	Syar.g_00612	Praq.g_00760
OG0000346	Syar.g_00607	Praq.g_00764
OG0000347	Syar.g_00558	Praq.g_00683
OG0000348	Syar.g_00544	Praq.g_00692
OG0000349	Syar.g_00521	Praq.g_00709
OG0000350	Syar.g_00132	Praq.g_00392
OG0000351	Syar.g_00442	Praq.g_00409
OG0000352	Syar.g_00443	Praq.g_00410
OG0000353	Syar.g_00469	Praq.g_00425
OG0000355	Syar.g_00471	Praq.g_00427
OG0000356	Syar.g_00472	Praq.g_00428
OG0000357	Syar.g_00473	Praq.g_00429
OG0000358	Syar.g_00477	Praq.g_00433
OG0000359	Syar.g_00479	Praq.g_00434
OG0000360	Syar.g_00480	Praq.g_00435
OG0000361	Syar.g_00481	Praq.g_00436
OG0000362	Syar.g_00483	Praq.g_00438
OG0000363	Syar.g_00484	Praq.g_01217
OG0000364	Syar.g_02928	Praq.g_01218
OG0000365	Syar.g_00493	Praq.g_01223
OG0000366	Syar.g_00494	Praq.g_01224
OG0000367	Syar.g_03262, Syar.g_00495	Praq.g_01225
OG0000368	Syar.g_00497	Praq.g_01227
OG0000369	Syar.g_00498	Praq.g_01228
OG0000370	Syar.g_00499	Praq.g_01229
OG0000371	Syar.g_00508	Praq.g_01235
OG0000372	Syar.g_00514	Praq.g_01239
OG0000373	Syar.g_00515	Praq.g_01240
OG0000374	Syar.g_00516	Praq.g_01241
OG0000375	Syar.g_00517	Praq.g_01255
OG0000376	Syar.g_00519	Praq.g_01257
OG0000377	Syar.g_00322	Praq.g_01261
OG0000378	Syar.g_00905	Praq.g_01263
OG0000379	Syar.g_00910	Praq.g_01266
OG0000380	Syar.g_03039	Praq.g_01937
OG0000381	Syar.g_03041	Praq.g_01933
OG0000382	Syar.g_03057	Praq.g_01922
OG0000383	Syar.g_03074	Praq.g_01920
OG0000384	Syar.g_03075	Praq.g_01919
OG0000385	Syar.g_03076	Praq.g_01918
OG0000386	Syar.g_03077	Praq.g_01917
OG0000387	Syar.g_03109	Praq.g_01904
OG0000388	Syar.g_03148, Syar.g_03113	Praq.g_01901
OG0000389	Syar.g_03118	Praq.g_01897
OG0000390	Syar.g_00033	Praq.g_01890
OG0000391	Syar.g_00038	Praq.g_01887
OG0000392	Syar.g_00045	Praq.g_01883
OG0000393	Syar.g_00048	Praq.g_01881
OG0000394	Syar.g_00049	Praq.g_01880
OG0000395	Syar.g_00050	Praq.g_01879
OG0000396	Syar.g_00053	Praq.g_01876
OG0000397	Syar.g_00055	Praq.g_01874
OG0000398	Syar.g_00060	Praq.g_01872
OG0000399	Syar.g_00061	Praq.g_01871
OG0000400	Syar.g_00062	Praq.g_01870
OG0000401	Syar.g_00063	Praq.g_01869
OG0000402	Syar.g_00065	Praq.g_01867
OG0000403	Syar.g_00066	Praq.g_01866
OG0000404	Syar.g_00067	Praq.g_01865
OG0000405	Syar.g_00076	Praq.g_01861
OG0000406	Syar.g_00080	Praq.g_01855
OG0000407	Syar.g_00081	Praq.g_01854
OG0000408	Syar.g_00083	Praq.g_01852
OG0000409	Syar.g_00085	Praq.g_01850
OG0000410	Syar.g_00086	Praq.g_01849
OG0000411	Syar.g_00087	Praq.g_01848
OG0000412	Syar.g_00088	Praq.g_01847
OG0000413	Syar.g_00090	Praq.g_01846
OG0000414	Syar.g_00091, Syar.g_03179	Praq.g_00554, Praq.g_01845
OG0000415	Syar.g_00092	Praq.g_01844
OG0000416	Syar.g_00093	Praq.g_01843
OG0000417	Syar.g_00095	Praq.g_01842
OG0000418	Syar.g_00100	Praq.g_01837
OG0000419	Syar.g_00102	Praq.g_01835
OG0000420	Syar.g_00104	Praq.g_01834
OG0000421	Syar.g_00109	Praq.g_01829
OG0000422	Syar.g_00110	Praq.g_01828
OG0000423	Syar.g_00111	Praq.g_01827
OG0000424	Syar.g_00112	Praq.g_01826
OG0000425	Syar.g_00113	Praq.g_01825
OG0000426	Syar.g_00114	Praq.g_01824
OG0000427	Syar.g_00115	Praq.g_01823
OG0000428	Syar.g_00118	Praq.g_01821
OG0000429	Syar.g_00121	Praq.g_01820
OG0000430	Syar.g_00123	Praq.g_01819
OG0000431	Syar.g_00127	Praq.g_01817
OG0000432	Syar.g_01009	Praq.g_01814
OG0000433	Syar.g_01007	Praq.g_01813
OG0000434	Syar.g_01006	Praq.g_01812
OG0000435	Syar.g_01003	Praq.g_01811
OG0000436	Syar.g_00994	Praq.g_01806
OG0000437	Syar.g_00993	Praq.g_01805
OG0000438	Syar.g_00992	Praq.g_01804
OG0000439	Syar.g_00990	Praq.g_01802
OG0000440	Syar.g_00989	Praq.g_01801
OG0000441	Syar.g_00986	Praq.g_01798
OG0000442	Syar.g_00977	Praq.g_01797
OG0000443	Syar.g_00964	Praq.g_01796
OG0000444	Syar.g_00954	Praq.g_01791
OG0000445	Syar.g_00953	Praq.g_01790
OG0000446	Syar.g_00951	Praq.g_01789
OG0000447	Syar.g_00948	Praq.g_01788
OG0000448	Syar.g_00947	Praq.g_01787
OG0000449	Syar.g_00946	Praq.g_01786
OG0000450	Syar.g_00939	Praq.g_01785
OG0000451	Syar.g_00938	Praq.g_01784
OG0000452	Syar.g_00934	Praq.g_01781
OG0000453	Syar.g_00933	Praq.g_01780
OG0000454	Syar.g_00932	Praq.g_01779
OG0000455	Syar.g_00931	Praq.g_01778
OG0000456	Syar.g_00930	Praq.g_01777
OG0000457	Syar.g_00928	Praq.g_01776
OG0000458	Syar.g_00918	Praq.g_01775
OG0000459	Syar.g_00917	Praq.g_01774
OG0000460	Syar.g_03024	Praq.g_01767
OG0000461	Syar.g_00153	Praq.g_01760
OG0000462	Syar.g_00155	Praq.g_01758
OG0000463	Syar.g_00156	Praq.g_01757
OG0000464	Syar.g_00157	Praq.g_01756
OG0000465	Syar.g_00159	Praq.g_01755
OG0000466	Syar.g_00164	Praq.g_01752
OG0000467	Syar.g_00165	Praq.g_01751
OG0000468	Syar.g_00170	Praq.g_01750
OG0000469	Syar.g_00203	Praq.g_01741
OG0000470	Syar.g_00206	Praq.g_01739
OG0000471	Syar.g_00207	Praq.g_01738
OG0000472	Syar.g_00208	Praq.g_01737
OG0000473	Syar.g_00210	Praq.g_01735
OG0000474	Syar.g_00211	Praq.g_01734
OG0000475	Syar.g_00212	Praq.g_01733
OG0000476	Syar.g_00214	Praq.g_01732
OG0000477	Syar.g_00219	Praq.g_01728
OG0000478	Syar.g_00220	Praq.g_01727
OG0000479	Syar.g_00221	Praq.g_01726
OG0000480	Syar.g_00228	Praq.g_01721
OG0000481	Syar.g_00230	Praq.g_01718
OG0000482	Syar.g_00231	Praq.g_01717
OG0000483	Syar.g_00235	Praq.g_01714
OG0000484	Syar.g_00236	Praq.g_01713
OG0000485	Syar.g_00237	Praq.g_01712
OG0000486	Syar.g_00238, Syar.g_00024	Praq.g_01711
OG0000487	Syar.g_00245	Praq.g_01707
OG0000488	Syar.g_00853	Praq.g_01704
OG0000489	Syar.g_00833	Praq.g_01699
OG0000490	Syar.g_00823	Praq.g_01694
OG0000491	Syar.g_00822	Praq.g_01693
OG0000492	Syar.g_00727	Praq.g_01691
OG0000493	Syar.g_00726	Praq.g_01690
OG0000494	Syar.g_00725	Praq.g_01689
OG0000495	Syar.g_00724	Praq.g_01688
OG0000496	Syar.g_00723	Praq.g_01687
OG0000497	Syar.g_00722	Praq.g_01686
OG0000498	Syar.g_00721	Praq.g_01685
OG0000499	Syar.g_00720	Praq.g_01684
OG0000500	Syar.g_00719	Praq.g_01683
OG0000501	Syar.g_00716	Praq.g_01681
OG0000502	Syar.g_00275	Praq.g_01678
OG0000503	Syar.g_01118	Praq.g_01211
OG0000504	Syar.g_01120	Praq.g_01210
OG0000505	Syar.g_01121	Praq.g_01209
OG0000506	Syar.g_01123	Praq.g_01207
OG0000507	Syar.g_01129	Praq.g_01204
OG0000508	Syar.g_01141	Praq.g_01200
OG0000509	Syar.g_01143	Praq.g_01198
OG0000510	Syar.g_01144	Praq.g_01197
OG0000511	Syar.g_01145	Praq.g_01196
OG0000512	Syar.g_01147	Praq.g_01194
OG0000513	Syar.g_01166	Praq.g_01186
OG0000514	Syar.g_01169	Praq.g_01126
OG0000515	Syar.g_01170	Praq.g_01125
OG0000516	Syar.g_01172	Praq.g_01124
OG0000517	Syar.g_01176	Praq.g_01122
OG0000518	Syar.g_02868	Praq.g_01111
OG0000519	Syar.g_02867	Praq.g_01110
OG0000520	Syar.g_02866	Praq.g_01109
OG0000521	Syar.g_01419	Praq.g_00502
OG0000522	Syar.g_01421	Praq.g_00504
OG0000523	Syar.g_01422	Praq.g_00505
OG0000524	Syar.g_01244	Praq.g_00511
OG0000525	Syar.g_01263	Praq.g_00514
OG0000526	Syar.g_01266	Praq.g_00515
OG0000527	Syar.g_01271	Praq.g_00524
OG0000528	Syar.g_01466	Praq.g_00529
OG0000529	Syar.g_01470	Praq.g_00532
OG0000530	Syar.g_01473	Praq.g_00535
OG0000531	Syar.g_01474	Praq.g_00536
OG0000532	Syar.g_01477	Praq.g_00538
OG0000533	Syar.g_01479	Praq.g_00539
OG0000534	Syar.g_01480	Praq.g_00540
OG0000535	Syar.g_01481	Praq.g_00541
OG0000536	Syar.g_01482	Praq.g_00542
OG0000537	Syar.g_01483	Praq.g_00543
OG0000538	Syar.g_01496	Praq.g_01102
OG0000539	Syar.g_01497	Praq.g_01101
OG0000540	Syar.g_01498	Praq.g_01100
OG0000541	Syar.g_01499	Praq.g_01099
OG0000542	Syar.g_01502	Praq.g_01097
OG0000543	Syar.g_01504	Praq.g_01095
OG0000544	Syar.g_01505	Praq.g_01094
OG0000545	Syar.g_01507	Praq.g_01092
OG0000546	Syar.g_01509	Praq.g_01089
OG0000547	Syar.g_01511	Praq.g_01087
OG0000548	Syar.g_01512	Praq.g_01086
OG0000549	Syar.g_02693	Praq.g_01084
OG0000550	Syar.g_02689	Praq.g_01079
OG0000551	Syar.g_02684	Praq.g_01075
OG0000552	Syar.g_02683	Praq.g_01074
OG0000553	Syar.g_02679	Praq.g_01073
OG0000554	Syar.g_02352	Praq.g_01068
OG0000555	Syar.g_02336	Praq.g_01060
OG0000556	Syar.g_02332	Praq.g_01058
OG0000557	Syar.g_02328	Praq.g_01057
OG0000558	Syar.g_02326	Praq.g_01055
OG0000559	Syar.g_02322	Praq.g_01051
OG0000560	Syar.g_02320	Praq.g_01048
OG0000561	Syar.g_02319	Praq.g_01047
OG0000562	Syar.g_02318	Praq.g_01046
OG0000563	Syar.g_02317	Praq.g_01045
OG0000564	Syar.g_02316	Praq.g_01044
OG0000565	Syar.g_02312	Praq.g_01041
OG0000566	Syar.g_02308	Praq.g_01039
OG0000567	Syar.g_02304	Praq.g_01035
OG0000568	Syar.g_02302	Praq.g_01034
OG0000569	Syar.g_02301	Praq.g_01033
OG0000570	Syar.g_02300	Praq.g_01032
OG0000571	Syar.g_02298	Praq.g_01030
OG0000572	Syar.g_02201	Praq.g_01017
OG0000573	Syar.g_02191	Praq.g_01010
OG0000574	Syar.g_02190	Praq.g_01009
OG0000575	Syar.g_03180	Praq.g_01005
OG0000576	Syar.g_02187	Praq.g_01003
OG0000577	Syar.g_02186	Praq.g_01002
