Orthogroup	Syar	Prbi
OG0000238	Syar.g_01508	Prbi.g_00515
OG0000239	Syar.g_03277, Syar.g_02687	Prbi.g_00528
OG0000240	Syar.g_02686, Syar.g_03278	Prbi.g_00529
OG0000241	Syar.g_02410	Prbi.g_00533
OG0000242	Syar.g_01926	Prbi.g_00535
OG0000243	Syar.g_02335	Prbi.g_00546
OG0000244	Syar.g_02327	Prbi.g_00549
OG0000245	Syar.g_02325, Syar.g_03238	Prbi.g_00551
OG0000246	Syar.g_02321	Prbi.g_00555
OG0000247	Syar.g_02310	Prbi.g_00565
OG0000248	Syar.g_02307, Syar.g_03293	Prbi.g_00567
OG0000249	Syar.g_02305	Prbi.g_00569
OG0000250	Syar.g_02299	Prbi.g_00574
OG0000251	Syar.g_03207, Syar.g_02194	Prbi.g_00593
OG0000252	Syar.g_02189, Syar.g_03263	Prbi.g_00596
OG0000253	Syar.g_02028	Prbi.g_00597
OG0000254	Syar.g_02169	Prbi.g_00613
OG0000255	Syar.g_02224, Syar.g_00011	Prbi.g_00619
OG0000256	Syar.g_02244	Prbi.g_00629
OG0000257	Syar.g_02407, Syar.g_01762	Prbi.g_00632
OG0000258	Syar.g_00010, Syar.g_02427	Prbi.g_00646
OG0000259	Syar.g_02472	Prbi.g_00663
OG0000260	Syar.g_03220, Syar.g_02475	Prbi.g_00666
OG0000261	Syar.g_01916	Prbi.g_00668
OG0000262	Syar.g_01690	Prbi.g_00672
OG0000263	Syar.g_01991	Prbi.g_00684
OG0000264	Syar.g_02135, Syar.g_03267	Prbi.g_00694
OG0000266	Syar.g_01570	Prbi.g_00755
OG0000267	Syar.g_01873	Prbi.g_00766
OG0000268	Syar.g_02589	Prbi.g_00767
OG0000269	Syar.g_02634	Prbi.g_00842
OG0000270	Syar.g_00744, Syar.g_02637	Prbi.g_00845
OG0000271	Syar.g_02645	Prbi.g_00853
OG0000272	Syar.g_02646	Prbi.g_00854
OG0000273	Syar.g_00008	Prbi.g_00877
OG0000274	Syar.g_02482, Syar.g_00009	Prbi.g_00878
OG0000275	Syar.g_01810	Prbi.g_00881
OG0000276	Syar.g_01817	Prbi.g_00886
OG0000277	Syar.g_03242, Syar.g_01818	Prbi.g_00887
OG0000278	Syar.g_01821, Syar.g_03174	Prbi.g_00890
OG0000279	Syar.g_01838	Prbi.g_00897
OG0000280	Syar.g_02067, Syar.g_00734	Prbi.g_00898
OG0000281	Syar.g_02218	Prbi.g_00903
OG0000282	Syar.g_03255, Syar.g_01614	Prbi.g_00953
OG0000283	Syar.g_02574	Prbi.g_00986
OG0000284	Syar.g_02568	Prbi.g_00991
OG0000285	Syar.g_02560	Prbi.g_00996
OG0000286	Syar.g_02540	Prbi.g_01008
OG0000287	Syar.g_02512	Prbi.g_01025
OG0000288	Syar.g_01801	Prbi.g_01059
OG0000289	Syar.g_01786	Prbi.g_01070
OG0000290	Syar.g_01928	Prbi.g_01083
OG0000291	Syar.g_01930	Prbi.g_01085
OG0000292	Syar.g_00463	Prbi.g_01136
OG0000293	Syar.g_01526, Syar.g_03297	Prbi.g_01198
OG0000294	Syar.g_01527, Syar.g_03296	Prbi.g_01199
OG0000295	Syar.g_01951, Syar.g_03208	Prbi.g_01219
OG0000296	Syar.g_01953	Prbi.g_01221
OG0000297	Syar.g_03216	Prbi.g_01229
OG0000298	Syar.g_03215	Prbi.g_01230
OG0000299	Syar.g_01704	Prbi.g_01247
OG0000300	Syar.g_01646	Prbi.g_01250
OG0000301	Syar.g_01712	Prbi.g_01251
OG0000302	Syar.g_01713	Prbi.g_01253
OG0000303	Syar.g_01723	Prbi.g_01260
OG0000304	Syar.g_01728	Prbi.g_01264
OG0000305	Syar.g_01933, Syar.g_03163	Prbi.g_01431
OG0000306	Syar.g_01884, Syar.g_03140	Prbi.g_01434
OG0000307	Syar.g_01452, Syar.g_03153	Prbi.g_01448
OG0000308	Syar.g_01450	Prbi.g_01449
OG0000309	Syar.g_01239	Prbi.g_01453
OG0000310	Syar.g_02826	Prbi.g_01574
OG0000311	Syar.g_02823	Prbi.g_01576
OG0000312	Syar.g_00015, Syar.g_02818	Prbi.g_01579
OG0000313	Syar.g_02804	Prbi.g_01595
OG0000314	Syar.g_01403	Prbi.g_01617
OG0000315	Syar.g_01393	Prbi.g_01627
OG0000316	Syar.g_02885	Prbi.g_01647
OG0000317	Syar.g_02926	Prbi.g_01785
OG0000318	Syar.g_02930	Prbi.g_01788
OG0000319	Syar.g_02954	Prbi.g_01801
OG0000320	Syar.g_02956	Prbi.g_01803
OG0000321	Syar.g_02957	Prbi.g_01804
OG0000322	Syar.g_02958	Prbi.g_01805
OG0000323	Syar.g_02973	Prbi.g_01814
OG0000324	Syar.g_00350, Syar.g_03001	Prbi.g_01840
OG0000325	Syar.g_03291, Syar.g_00148	Prbi.g_01849
OG0000326	Syar.g_00139, Syar.g_03134	Prbi.g_01855
OG0000327	Syar.g_01029	Prbi.g_01897
OG0000328	Syar.g_01030	Prbi.g_01898
OG0000329	Syar.g_03189, Syar.g_01048	Prbi.g_01915
OG0000330	Syar.g_01049	Prbi.g_01916
OG0000331	Syar.g_03191, Syar.g_01050	Prbi.g_01917
OG0000332	Syar.g_01064, Syar.g_03299	Prbi.g_01931
OG0000333	Syar.g_01067	Prbi.g_01933
OG0000334	Syar.g_01076	Prbi.g_01941
OG0000335	Syar.g_01080	Prbi.g_01946
OG0000336	Syar.g_01084	Prbi.g_01950
OG0000337	Syar.g_00285	Prbi.g_01966
OG0000338	Syar.g_03225, Syar.g_00287	Prbi.g_01967
OG0000339	Syar.g_00658	Prbi.g_01971
OG0000340	Syar.g_00247	Prbi.g_01979
OG0000341	Syar.g_00249	Prbi.g_01981
OG0000342	Syar.g_00250	Prbi.g_01982
OG0000343	Syar.g_00256	Prbi.g_01983
OG0000344	Syar.g_00260	Prbi.g_01986
OG0000345	Syar.g_00612	Prbi.g_01991
OG0000346	Syar.g_00607	Prbi.g_01995
OG0000347	Syar.g_00558	Prbi.g_02011
OG0000348	Syar.g_00544	Prbi.g_02033
OG0000349	Syar.g_00521	Prbi.g_02050
OG0000350	Syar.g_00132	Prbi.g_02069
OG0000351	Syar.g_00442	Prbi.g_02086
OG0000352	Syar.g_00443	Prbi.g_02087
OG0000353	Syar.g_00469	Prbi.g_02102
OG0000355	Syar.g_00471	Prbi.g_00001
OG0000356	Syar.g_00472	Prbi.g_00002
OG0000357	Syar.g_00473	Prbi.g_00003
OG0000358	Syar.g_00477	Prbi.g_00007
OG0000359	Syar.g_00479	Prbi.g_00008
OG0000360	Syar.g_00480	Prbi.g_00009
OG0000361	Syar.g_00481	Prbi.g_00010
OG0000362	Syar.g_00483	Prbi.g_00012
OG0000363	Syar.g_00484	Prbi.g_00014
OG0000364	Syar.g_02928	Prbi.g_00015
OG0000365	Syar.g_00493	Prbi.g_00020
OG0000366	Syar.g_00494	Prbi.g_00021
OG0000367	Syar.g_03262, Syar.g_00495	Prbi.g_00022
OG0000368	Syar.g_00497	Prbi.g_00024
OG0000369	Syar.g_00498	Prbi.g_00025
OG0000370	Syar.g_00499	Prbi.g_00026
OG0000371	Syar.g_00508	Prbi.g_00032
OG0000372	Syar.g_00514	Prbi.g_00035
OG0000373	Syar.g_00515	Prbi.g_00036
OG0000374	Syar.g_00516	Prbi.g_00037
OG0000375	Syar.g_00517	Prbi.g_00049
OG0000376	Syar.g_00519	Prbi.g_00051
OG0000377	Syar.g_00322	Prbi.g_00056
OG0000378	Syar.g_00905	Prbi.g_00058
OG0000379	Syar.g_00910	Prbi.g_00061
OG0000380	Syar.g_03039	Prbi.g_00073
OG0000381	Syar.g_03041	Prbi.g_00077
OG0000382	Syar.g_03057	Prbi.g_00088
OG0000383	Syar.g_03074	Prbi.g_00090
OG0000384	Syar.g_03075	Prbi.g_00091
OG0000385	Syar.g_03076	Prbi.g_00092
OG0000386	Syar.g_03077	Prbi.g_00093
OG0000387	Syar.g_03109	Prbi.g_00106
OG0000388	Syar.g_03148, Syar.g_03113	Prbi.g_00109
OG0000389	Syar.g_03118	Prbi.g_00113
OG0000390	Syar.g_00033	Prbi.g_00120
OG0000391	Syar.g_00038	Prbi.g_00124
OG0000392	Syar.g_00045	Prbi.g_00128
OG0000393	Syar.g_00048	Prbi.g_00130
OG0000394	Syar.g_00049	Prbi.g_00131
OG0000395	Syar.g_00050	Prbi.g_00132
OG0000396	Syar.g_00053	Prbi.g_00135
OG0000397	Syar.g_00055	Prbi.g_00137
OG0000398	Syar.g_00060	Prbi.g_00139
OG0000399	Syar.g_00061	Prbi.g_00140
OG0000400	Syar.g_00062	Prbi.g_00141
OG0000401	Syar.g_00063	Prbi.g_00142
OG0000402	Syar.g_00065	Prbi.g_00144
OG0000403	Syar.g_00066	Prbi.g_00145
OG0000404	Syar.g_00067	Prbi.g_00146
OG0000405	Syar.g_00076	Prbi.g_00150
OG0000406	Syar.g_00080	Prbi.g_00171
OG0000407	Syar.g_00081	Prbi.g_00172
OG0000408	Syar.g_00083	Prbi.g_00174
OG0000409	Syar.g_00085	Prbi.g_00176
OG0000410	Syar.g_00086	Prbi.g_00177
OG0000411	Syar.g_00087	Prbi.g_00178
OG0000412	Syar.g_00088	Prbi.g_00179
OG0000413	Syar.g_00090	Prbi.g_00180
OG0000414	Syar.g_00091, Syar.g_03179	Prbi.g_00181
OG0000415	Syar.g_00092	Prbi.g_00182
OG0000416	Syar.g_00093	Prbi.g_00183
OG0000417	Syar.g_00095	Prbi.g_00184
OG0000418	Syar.g_00100	Prbi.g_00189
OG0000419	Syar.g_00102	Prbi.g_00191
OG0000420	Syar.g_00104	Prbi.g_00192
OG0000421	Syar.g_00109	Prbi.g_00197
OG0000422	Syar.g_00110	Prbi.g_00198
OG0000423	Syar.g_00111	Prbi.g_00199
OG0000424	Syar.g_00112	Prbi.g_00200
OG0000425	Syar.g_00113	Prbi.g_00201
OG0000426	Syar.g_00114	Prbi.g_00202
OG0000427	Syar.g_00115	Prbi.g_00203
OG0000428	Syar.g_00118	Prbi.g_00205
OG0000429	Syar.g_00121	Prbi.g_00206
OG0000430	Syar.g_00123	Prbi.g_00207
OG0000431	Syar.g_00127	Prbi.g_00209
OG0000432	Syar.g_01009	Prbi.g_00212
OG0000433	Syar.g_01007	Prbi.g_00213
OG0000434	Syar.g_01006	Prbi.g_00214
OG0000435	Syar.g_01003	Prbi.g_00215
OG0000436	Syar.g_00994	Prbi.g_00220
OG0000437	Syar.g_00993	Prbi.g_00221
OG0000438	Syar.g_00992	Prbi.g_00222
OG0000439	Syar.g_00990	Prbi.g_00224
OG0000440	Syar.g_00989	Prbi.g_00225
OG0000441	Syar.g_00986	Prbi.g_00228
OG0000442	Syar.g_00977	Prbi.g_00229
OG0000443	Syar.g_00964	Prbi.g_00230
OG0000444	Syar.g_00954	Prbi.g_00235
OG0000445	Syar.g_00953	Prbi.g_00236
OG0000446	Syar.g_00951	Prbi.g_00237
OG0000447	Syar.g_00948	Prbi.g_00238
OG0000448	Syar.g_00947	Prbi.g_00239
OG0000449	Syar.g_00946	Prbi.g_00240
OG0000450	Syar.g_00939	Prbi.g_00241
OG0000451	Syar.g_00938	Prbi.g_00242
OG0000452	Syar.g_00934	Prbi.g_00245
OG0000453	Syar.g_00933	Prbi.g_00246
OG0000454	Syar.g_00932	Prbi.g_00247
OG0000455	Syar.g_00931	Prbi.g_00248
OG0000456	Syar.g_00930	Prbi.g_00249
OG0000457	Syar.g_00928	Prbi.g_00250
OG0000458	Syar.g_00918	Prbi.g_00251
OG0000459	Syar.g_00917	Prbi.g_00252
OG0000460	Syar.g_03024	Prbi.g_00259
OG0000461	Syar.g_00153	Prbi.g_00266
OG0000462	Syar.g_00155	Prbi.g_00268
OG0000463	Syar.g_00156	Prbi.g_00269
OG0000464	Syar.g_00157	Prbi.g_00270
OG0000465	Syar.g_00159	Prbi.g_00271
OG0000466	Syar.g_00164	Prbi.g_00274
OG0000467	Syar.g_00165	Prbi.g_00275
OG0000468	Syar.g_00170	Prbi.g_00277
OG0000469	Syar.g_00203	Prbi.g_00286
OG0000470	Syar.g_00206	Prbi.g_00288
OG0000471	Syar.g_00207	Prbi.g_00289
OG0000472	Syar.g_00208	Prbi.g_00290
OG0000473	Syar.g_00210	Prbi.g_00292
OG0000474	Syar.g_00211	Prbi.g_00293
OG0000475	Syar.g_00212	Prbi.g_00294
OG0000476	Syar.g_00214	Prbi.g_00295
OG0000477	Syar.g_00219	Prbi.g_00299
OG0000478	Syar.g_00220	Prbi.g_00300
OG0000479	Syar.g_00221	Prbi.g_00301
OG0000480	Syar.g_00228	Prbi.g_00306
OG0000481	Syar.g_00230	Prbi.g_00308
OG0000482	Syar.g_00231	Prbi.g_00309
OG0000483	Syar.g_00235	Prbi.g_00312
OG0000484	Syar.g_00236	Prbi.g_00313
OG0000485	Syar.g_00237	Prbi.g_00314
OG0000486	Syar.g_00238, Syar.g_00024	Prbi.g_00315
OG0000487	Syar.g_00245	Prbi.g_00319
OG0000488	Syar.g_00853	Prbi.g_00322
OG0000489	Syar.g_00833	Prbi.g_00327
OG0000490	Syar.g_00823	Prbi.g_00332
OG0000491	Syar.g_00822	Prbi.g_00333
OG0000492	Syar.g_00727	Prbi.g_00335
OG0000493	Syar.g_00726	Prbi.g_00336
OG0000494	Syar.g_00725	Prbi.g_00337
OG0000495	Syar.g_00724	Prbi.g_00338
OG0000496	Syar.g_00723	Prbi.g_00339
OG0000497	Syar.g_00722	Prbi.g_00340
OG0000498	Syar.g_00721	Prbi.g_00341
OG0000499	Syar.g_00720	Prbi.g_00342
OG0000500	Syar.g_00719	Prbi.g_00343
OG0000501	Syar.g_00716	Prbi.g_00345
OG0000502	Syar.g_00275	Prbi.g_00348
OG0000503	Syar.g_01118	Prbi.g_00358
OG0000504	Syar.g_01120	Prbi.g_00359
OG0000505	Syar.g_01121	Prbi.g_00360
OG0000506	Syar.g_01123	Prbi.g_00362
OG0000507	Syar.g_01129	Prbi.g_00365
OG0000508	Syar.g_01141	Prbi.g_00369
OG0000509	Syar.g_01143	Prbi.g_00371
OG0000510	Syar.g_01144	Prbi.g_00372
OG0000511	Syar.g_01145	Prbi.g_00373
OG0000512	Syar.g_01147	Prbi.g_00375
OG0000513	Syar.g_01166	Prbi.g_00382
OG0000514	Syar.g_01169	Prbi.g_00432
OG0000515	Syar.g_01170	Prbi.g_00433
OG0000516	Syar.g_01172	Prbi.g_00434
OG0000517	Syar.g_01176	Prbi.g_00436
OG0000518	Syar.g_02868	Prbi.g_00447
OG0000519	Syar.g_02867	Prbi.g_00448
OG0000520	Syar.g_02866	Prbi.g_00449
OG0000521	Syar.g_01419	Prbi.g_00454
OG0000522	Syar.g_01421	Prbi.g_00456
OG0000523	Syar.g_01422	Prbi.g_00457
OG0000524	Syar.g_01244	Prbi.g_00463
OG0000525	Syar.g_01263	Prbi.g_00466
OG0000526	Syar.g_01266	Prbi.g_00467
OG0000527	Syar.g_01271	Prbi.g_00476
OG0000528	Syar.g_01466	Prbi.g_00481
OG0000529	Syar.g_01470	Prbi.g_00484
OG0000530	Syar.g_01473	Prbi.g_00487
OG0000531	Syar.g_01474	Prbi.g_00488
OG0000532	Syar.g_01477	Prbi.g_00490
OG0000533	Syar.g_01479	Prbi.g_00491
OG0000534	Syar.g_01480	Prbi.g_00492
OG0000535	Syar.g_01481	Prbi.g_00493
OG0000536	Syar.g_01482	Prbi.g_00494
OG0000537	Syar.g_01483	Prbi.g_00495
OG0000538	Syar.g_01496	Prbi.g_00503
OG0000539	Syar.g_01497	Prbi.g_00504
OG0000540	Syar.g_01498	Prbi.g_00505
OG0000541	Syar.g_01499	Prbi.g_00506
OG0000542	Syar.g_01502	Prbi.g_00508
OG0000543	Syar.g_01504	Prbi.g_00510
OG0000544	Syar.g_01505	Prbi.g_00511
OG0000545	Syar.g_01507	Prbi.g_00513
OG0000546	Syar.g_01509	Prbi.g_00516
OG0000547	Syar.g_01511	Prbi.g_00518
OG0000548	Syar.g_01512	Prbi.g_00519
