Orthogroup	Syar	Syat
OG0000069	Syar.g_01716	Syat.g_00090, Syat.g_00879
OG0000070	Syar.g_02223	Syat.g_01032, Syat.g_01040
OG0000071	Syar.g_02777	Syat.g_01153
OG0000072	Syar.g_00107	Syat.g_02856
OG0000072	Syar.g_01140	Syat.g_01597
OG0000073	Syar.g_01493	Syat.g_03201
OG0000075	Syar.g_03065	Syat.g_01713
OG0000075	Syar.g_00659	Syat.g_02154
OG0000076	Syar.g_00608	Syat.g_02206
OG0000077	Syar.g_03051	Syat.g_01481
OG0000078	Syar.g_01366	Syat.g_00184
OG0000079	Syar.g_00166	Syat.g_01879
OG0000080	Syar.g_00585	Syat.g_01200
OG0000081	Syar.g_01898	Syat.g_00980
OG0000082	Syar.g_02202	Syat.g_00035
OG0000085	Syar.g_02919	Syat.g_03113
OG0000086	Syar.g_03085	Syat.g_01531, Syat.g_00798, Syat.g_00635
OG0000087	Syar.g_00068	Syat.g_02912
OG0000088	Syar.g_00101	Syat.g_02862
OG0000089	Syar.g_01162	Syat.g_02953
OG0000090	Syar.g_02363, Syar.g_02353, Syar.g_02356	Syat.g_03270
OG0000091	Syar.g_01891	Syat.g_00939
OG0000091	Syar.g_02426	Syat.g_00862
OG0000092	Syar.g_01960	Syat.g_00825
OG0000094	Syar.g_01789	Syat.g_00698, Syat.g_01034
OG0000095	Syar.g_01932	Syat.g_00808
OG0000097	Syar.g_00364	Syat.g_00535
OG0000098	Syar.g_02343	Syat.g_03281
OG0000099	Syar.g_00715	Syat.g_02130
OG0000100	Syar.g_02477	Syat.g_00517
OG0000101	Syar.g_01073	Syat.g_01661
OG0000102	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138	Syat.g_00974
OG0000103	Syar.g_00452	Syat.g_02399
OG0000104	Syar.g_00466	Syat.g_02385
OG0000105	Syar.g_00218	Syat.g_02052
OG0000106	Syar.g_01748	Syat.g_00957
OG0000107	Syar.g_00149	Syat.g_01862
OG0000108	Syar.g_01469	Syat.g_03170
OG0000109	Syar.g_01485	Syat.g_03187
OG0000110	Syar.g_02295	Syat.g_00049
OG0000111	Syar.g_01940	Syat.g_00816
OG0000112	Syar.g_02548	Syat.g_00593
OG0000113	Syar.g_02664	Syat.g_00509
OG0000114	Syar.g_01616	Syat.g_00426
OG0000115	Syar.g_02854, Syar.g_01415	Syat.g_01328
OG0000116	Syar.g_02255	Syat.g_02641
OG0000117	Syar.g_01969	Syat.g_00224
OG0000118	Syar.g_02793	Syat.g_01168
OG0000120	Syar.g_00713	Syat.g_02132
OG0000121	Syar.g_02806	Syat.g_01223
OG0000123	Syar.g_01079	Syat.g_01653
OG0000124	Syar.g_00586	Syat.g_02231
OG0000125	Syar.g_00338	Syat.g_02684
OG0000126	Syar.g_00887, Syar.g_00888	Syat.g_00976
OG0000128	Syar.g_00482	Syat.g_02331
OG0000129	Syar.g_00324	Syat.g_02693, Syat.g_02694
OG0000130	Syar.g_03040	Syat.g_01469
OG0000131	Syar.g_00078	Syat.g_02898
OG0000132	Syar.g_00099	Syat.g_02864
OG0000133	Syar.g_02543	Syat.g_00588
OG0000134	Syar.g_01165	Syat.g_02956
OG0000135	Syar.g_00698	Syat.g_02501
OG0000136	Syar.g_02874	Syat.g_01292
OG0000137	Syar.g_01273	Syat.g_01371
OG0000138	Syar.g_01486	Syat.g_03188
OG0000139	Syar.g_02348	Syat.g_03276
OG0000140	Syar.g_02344	Syat.g_03280
OG0000141	Syar.g_02129	Syat.g_03398
OG0000142	Syar.g_02418	Syat.g_00117
OG0000143	Syar.g_02422	Syat.g_00130
OG0000144	Syar.g_02441	Syat.g_00369
OG0000145	Syar.g_01494	Syat.g_03202
OG0000146	Syar.g_02549	Syat.g_00594
OG0000147	Syar.g_02550	Syat.g_00595
OG0000148	Syar.g_02658	Syat.g_00503
OG0000149	Syar.g_01830	Syat.g_00747
OG0000150	Syar.g_02130	Syat.g_03399
OG0000151	Syar.g_02038	Syat.g_00801, Syat.g_00440
OG0000152	Syar.g_02539	Syat.g_00578
OG0000153	Syar.g_02503	Syat.g_00542
OG0000154	Syar.g_01800	Syat.g_00708
OG0000155	Syar.g_01959	Syat.g_00287
OG0000156	Syar.g_01517	Syat.g_03228
OG0000157	Syar.g_01516	Syat.g_02012, Syat.g_03227
OG0000158	Syar.g_00650	Syat.g_02163
OG0000159	Syar.g_02359	Syat.g_01187
OG0000160	Syar.g_02807	Syat.g_01224
OG0000161	Syar.g_02801	Syat.g_01180
OG0000162	Syar.g_02863	Syat.g_01281
OG0000163	Syar.g_01186	Syat.g_02979
OG0000164	Syar.g_02969	Syat.g_03040
OG0000165	Syar.g_02976	Syat.g_03033
OG0000166	Syar.g_01034	Syat.g_01822
OG0000167	Syar.g_00662	Syat.g_02148
OG0000168	Syar.g_00246	Syat.g_02164
OG0000169	Syar.g_00262	Syat.g_02192
OG0000170	Syar.g_00613	Syat.g_02201
OG0000171	Syar.g_00587	Syat.g_02230
OG0000172	Syar.g_00547	Syat.g_02260
OG0000173	Syar.g_00528	Syat.g_02284
OG0000174	Syar.g_00701	Syat.g_02504
OG0000175	Syar.g_00438	Syat.g_02416
OG0000176	Syar.g_00474	Syat.g_02372
OG0000177	Syar.g_00475	Syat.g_02338
OG0000178	Syar.g_00476	Syat.g_02337
OG0000179	Syar.g_00489	Syat.g_02322
OG0000180	Syar.g_00490	Syat.g_02321
OG0000181	Syar.g_00491	Syat.g_02320
OG0000182	Syar.g_00492	Syat.g_02319
OG0000183	Syar.g_00496	Syat.g_02315
OG0000184	Syar.g_00897	Syat.g_02704
OG0000185	Syar.g_00909	Syat.g_02719
OG0000186	Syar.g_03036	Syat.g_01463
OG0000187	Syar.g_03038	Syat.g_01467
OG0000188	Syar.g_03058	Syat.g_01489
OG0000189	Syar.g_03104	Syat.g_01557
OG0000190	Syar.g_03107	Syat.g_00330
OG0000191	Syar.g_00039	Syat.g_03344, Syat.g_02939
OG0000192	Syar.g_00046	Syat.g_02933
OG0000193	Syar.g_00079	Syat.g_02897
OG0000194	Syar.g_00082	Syat.g_02894
OG0000195	Syar.g_00084	Syat.g_02892
OG0000196	Syar.g_00096	Syat.g_02867
OG0000197	Syar.g_00097	Syat.g_02866
OG0000198	Syar.g_00098	Syat.g_02865
OG0000199	Syar.g_00106	Syat.g_02857
OG0000200	Syar.g_00124	Syat.g_02840
OG0000201	Syar.g_01000	Syat.g_02821
OG0000202	Syar.g_00998	Syat.g_02820
OG0000203	Syar.g_00997	Syat.g_02819
OG0000204	Syar.g_00996	Syat.g_02818
OG0000205	Syar.g_00988	Syat.g_02809
OG0000206	Syar.g_00963	Syat.g_02785
OG0000207	Syar.g_00957	Syat.g_02778
OG0000208	Syar.g_00956	Syat.g_02777
OG0000209	Syar.g_00936	Syat.g_02735
OG0000210	Syar.g_00935	Syat.g_02734
OG0000211	Syar.g_03026	Syat.g_01452
OG0000212	Syar.g_03017	Syat.g_01442
OG0000213	Syar.g_00187	Syat.g_01889
OG0000214	Syar.g_00209	Syat.g_02042
OG0000215	Syar.g_00239	Syat.g_02075
OG0000216	Syar.g_00244	Syat.g_02079
OG0000217	Syar.g_00854	Syat.g_02085
OG0000218	Syar.g_00852	Syat.g_02087
OG0000219	Syar.g_00851	Syat.g_02088
OG0000220	Syar.g_00850, Syar.g_02026	Syat.g_02089
OG0000221	Syar.g_00834	Syat.g_02095
OG0000222	Syar.g_02119, Syar.g_00728	Syat.g_02109
OG0000223	Syar.g_00649	Syat.g_02570
OG0000224	Syar.g_00273	Syat.g_02139
OG0000225	Syar.g_01142	Syat.g_01595
OG0000226	Syar.g_01146	Syat.g_01588
OG0000228	Syar.g_01161	Syat.g_02952
OG0000229	Syar.g_01177	Syat.g_02970
OG0000230	Syar.g_01179	Syat.g_02972
OG0000231	Syar.g_02865	Syat.g_01283
OG0000232	Syar.g_01424	Syat.g_01313
OG0000233	Syar.g_01247	Syat.g_01407
OG0000234	Syar.g_01275	Syat.g_01369
OG0000235	Syar.g_01468	Syat.g_03169
OG0000236	Syar.g_01484	Syat.g_03186
OG0000237	Syar.g_01503	Syat.g_03214
OG0000238	Syar.g_01508	Syat.g_03219
OG0000239	Syar.g_02687	Syat.g_01105
OG0000240	Syar.g_02686	Syat.g_01104
OG0000241	Syar.g_02410	Syat.g_00111
OG0000242	Syar.g_01926	Syat.g_01077
OG0000243	Syar.g_02335	Syat.g_00092
OG0000244	Syar.g_02327	Syat.g_00082
OG0000245	Syar.g_02325	Syat.g_00080
OG0000246	Syar.g_02321	Syat.g_00076
OG0000247	Syar.g_02310	Syat.g_00065
OG0000248	Syar.g_02307	Syat.g_00062
OG0000249	Syar.g_02305	Syat.g_00060
OG0000250	Syar.g_02299	Syat.g_00053
OG0000251	Syar.g_02194	Syat.g_00027
OG0000252	Syar.g_02189	Syat.g_00022
OG0000253	Syar.g_02028	Syat.g_00021
OG0000254	Syar.g_02169	Syat.g_03407
OG0000255	Syar.g_02224	Syat.g_02405
OG0000256	Syar.g_02244	Syat.g_03306
OG0000257	Syar.g_02407, Syar.g_01762	Syat.g_00109
OG0000258	Syar.g_02427	Syat.g_00382
OG0000259	Syar.g_02472	Syat.g_00342
OG0000260	Syar.g_02475	Syat.g_00392
OG0000261	Syar.g_01916	Syat.g_00400
OG0000262	Syar.g_01690	Syat.g_00407
OG0000263	Syar.g_01991	Syat.g_00200
OG0000266	Syar.g_01570	Syat.g_00671
OG0000267	Syar.g_01873	Syat.g_00636
OG0000268	Syar.g_02589	Syat.g_00634
OG0000269	Syar.g_02634	Syat.g_00474, Syat.g_00126
OG0000270	Syar.g_00744, Syar.g_02637	Syat.g_00477
OG0000271	Syar.g_02645	Syat.g_00485
OG0000272	Syar.g_02646	Syat.g_00486
OG0000273	Syar.g_02481, Syar.g_00008	Syat.g_00520
OG0000274	Syar.g_02482	Syat.g_00521
OG0000275	Syar.g_01810	Syat.g_00718
OG0000276	Syar.g_01817	Syat.g_00725
OG0000277	Syar.g_01818	Syat.g_00738
OG0000278	Syar.g_01821	Syat.g_00741
OG0000279	Syar.g_01838	Syat.g_00755
OG0000280	Syar.g_02067, Syar.g_00734	Syat.g_01669
OG0000281	Syar.g_02218	Syat.g_00960
OG0000282	Syar.g_01614	Syat.g_00431
OG0000283	Syar.g_02574	Syat.g_00620
OG0000284	Syar.g_02568	Syat.g_00614
OG0000285	Syar.g_02560	Syat.g_00607
OG0000286	Syar.g_02540	Syat.g_00579
OG0000287	Syar.g_02512	Syat.g_00550
OG0000288	Syar.g_01801	Syat.g_00709
OG0000289	Syar.g_01786	Syat.g_00695
OG0000290	Syar.g_01928	Syat.g_00805
OG0000291	Syar.g_01930	Syat.g_00807
OG0000292	Syar.g_00463	Syat.g_02388
OG0000293	Syar.g_01526	Syat.g_03241
OG0000294	Syar.g_01527	Syat.g_03248
OG0000295	Syar.g_01951	Syat.g_00297
OG0000296	Syar.g_01953	Syat.g_00295
OG0000297	Syar.g_01967	Syat.g_00226
OG0000298	Syar.g_01968	Syat.g_00225
OG0000299	Syar.g_01704	Syat.g_00910
OG0000300	Syar.g_01646, Syar.g_01711	Syat.g_00904
OG0000301	Syar.g_01712	Syat.g_00903
OG0000302	Syar.g_01713	Syat.g_00901
OG0000303	Syar.g_01723	Syat.g_00892
OG0000304	Syar.g_01728	Syat.g_00885
OG0000305	Syar.g_01933, Syar.g_03163	Syat.g_00809
OG0000306	Syar.g_01884	Syat.g_01704
OG0000307	Syar.g_01452	Syat.g_01304
OG0000308	Syar.g_01450	Syat.g_01306
OG0000309	Syar.g_01239	Syat.g_01417
OG0000310	Syar.g_02826	Syat.g_01246
OG0000311	Syar.g_02823	Syat.g_01242
OG0000312	Syar.g_02818	Syat.g_01237
OG0000313	Syar.g_02804	Syat.g_01183
OG0000314	Syar.g_01403	Syat.g_01341
OG0000315	Syar.g_01393	Syat.g_01351
OG0000316	Syar.g_02885	Syat.g_03082
OG0000317	Syar.g_02926	Syat.g_03120
OG0000318	Syar.g_02930	Syat.g_03125
OG0000319	Syar.g_02954	Syat.g_03055
OG0000320	Syar.g_02956	Syat.g_03053
OG0000321	Syar.g_02957	Syat.g_03052
OG0000322	Syar.g_02958	Syat.g_03051
OG0000323	Syar.g_02973	Syat.g_03038
OG0000324	Syar.g_00350, Syar.g_03001	Syat.g_02998
OG0000325	Syar.g_00148	Syat.g_01861
OG0000326	Syar.g_00139	Syat.g_01854
OG0000327	Syar.g_01029	Syat.g_01827
OG0000328	Syar.g_01030	Syat.g_01826
OG0000329	Syar.g_03189, Syar.g_01048	Syat.g_01808
OG0000330	Syar.g_01049	Syat.g_01807
OG0000331	Syar.g_03191, Syar.g_01050	Syat.g_01806
OG0000332	Syar.g_01064	Syat.g_01790
OG0000333	Syar.g_01067	Syat.g_01787
OG0000334	Syar.g_01076	Syat.g_01657
OG0000335	Syar.g_01080	Syat.g_01652
OG0000336	Syar.g_01084	Syat.g_01648
OG0000337	Syar.g_00285	Syat.g_02144
OG0000338	Syar.g_00287	Syat.g_02146
OG0000339	Syar.g_00658	Syat.g_02155, Syat.g_01055
OG0000340	Syar.g_00247	Syat.g_02165
OG0000341	Syar.g_00249	Syat.g_02167
OG0000342	Syar.g_00250	Syat.g_02168
OG0000343	Syar.g_00256	Syat.g_02185
OG0000344	Syar.g_00260	Syat.g_02189
OG0000345	Syar.g_00612	Syat.g_02202
OG0000346	Syar.g_00607	Syat.g_02207
OG0000347	Syar.g_00558	Syat.g_02234
OG0000348	Syar.g_00544	Syat.g_02264
OG0000349	Syar.g_00521	Syat.g_02291
OG0000350	Syar.g_00132	Syat.g_01847
OG0000351	Syar.g_00442	Syat.g_02411
OG0000352	Syar.g_00443	Syat.g_02410
OG0000353	Syar.g_00469	Syat.g_00955, Syat.g_02377
OG0000354	Syar.g_01514	Syat.g_03225
OG0000354	Syar.g_00487	Syat.g_02325
OG0000355	Syar.g_00471	Syat.g_02375
OG0000356	Syar.g_00472	Syat.g_02374
OG0000357	Syar.g_00473	Syat.g_02373
OG0000358	Syar.g_00477	Syat.g_02336
OG0000359	Syar.g_00479	Syat.g_02334
OG0000360	Syar.g_00480	Syat.g_02333
OG0000361	Syar.g_00481	Syat.g_02332
OG0000362	Syar.g_00483	Syat.g_02330
OG0000363	Syar.g_00484	Syat.g_02328
OG0000364	Syar.g_02928	Syat.g_03122
OG0000365	Syar.g_00493	Syat.g_02318
OG0000366	Syar.g_00494	Syat.g_02317
OG0000367	Syar.g_00495	Syat.g_02316
OG0000368	Syar.g_00497	Syat.g_02314
OG0000369	Syar.g_00498	Syat.g_02313
OG0000370	Syar.g_00499	Syat.g_02312
OG0000371	Syar.g_00508	Syat.g_02304
OG0000372	Syar.g_00514	Syat.g_02298
OG0000373	Syar.g_00515	Syat.g_02297
OG0000374	Syar.g_00516	Syat.g_02296
OG0000375	Syar.g_00517	Syat.g_02295
OG0000376	Syar.g_00519	Syat.g_02293
OG0000377	Syar.g_00322	Syat.g_02695
OG0000378	Syar.g_00905	Syat.g_02715
OG0000379	Syar.g_00910	Syat.g_02720
OG0000380	Syar.g_03039	Syat.g_01468
OG0000381	Syar.g_03041	Syat.g_01470
OG0000382	Syar.g_03057	Syat.g_01488
OG0000383	Syar.g_03074	Syat.g_01521
OG0000384	Syar.g_03075	Syat.g_01522
OG0000385	Syar.g_03076	Syat.g_01523
OG0000386	Syar.g_03077	Syat.g_01524
OG0000387	Syar.g_03109	Syat.g_01561
OG0000388	Syar.g_03113	Syat.g_01565
OG0000389	Syar.g_03118	Syat.g_01569
OG0000390	Syar.g_00033	Syat.g_02945
OG0000391	Syar.g_00038	Syat.g_02940
OG0000392	Syar.g_00045	Syat.g_02934
OG0000393	Syar.g_00048	Syat.g_02931
OG0000394	Syar.g_00049	Syat.g_02930
OG0000395	Syar.g_00050	Syat.g_02929
OG0000396	Syar.g_00053	Syat.g_02927
OG0000397	Syar.g_00055	Syat.g_02925
OG0000398	Syar.g_00060	Syat.g_02920
OG0000399	Syar.g_00061	Syat.g_02919
OG0000400	Syar.g_00062	Syat.g_02918
OG0000401	Syar.g_00063	Syat.g_02917
OG0000402	Syar.g_00065	Syat.g_02915
OG0000403	Syar.g_00066	Syat.g_02914
OG0000404	Syar.g_00067	Syat.g_02913
OG0000405	Syar.g_00076	Syat.g_02900
OG0000406	Syar.g_00080	Syat.g_02896
OG0000407	Syar.g_00081	Syat.g_02895
OG0000408	Syar.g_00083	Syat.g_02893
OG0000409	Syar.g_00085	Syat.g_02891
OG0000410	Syar.g_00086	Syat.g_02890
OG0000411	Syar.g_00087	Syat.g_02889
OG0000412	Syar.g_00088	Syat.g_02888
OG0000413	Syar.g_00090	Syat.g_02886
OG0000414	Syar.g_00091	Syat.g_02885
OG0000415	Syar.g_00092	Syat.g_02884
OG0000416	Syar.g_00093	Syat.g_02883
OG0000417	Syar.g_00095	Syat.g_02868
OG0000418	Syar.g_00100	Syat.g_02863
OG0000419	Syar.g_00102	Syat.g_02861
OG0000420	Syar.g_00104	Syat.g_02859
OG0000421	Syar.g_00109	Syat.g_02855
OG0000422	Syar.g_00110	Syat.g_02854
OG0000423	Syar.g_00111	Syat.g_02853
OG0000424	Syar.g_00112	Syat.g_02852
OG0000425	Syar.g_00113	Syat.g_02851
OG0000426	Syar.g_00114	Syat.g_02850
OG0000427	Syar.g_00115	Syat.g_02849
OG0000428	Syar.g_00118	Syat.g_02846
OG0000429	Syar.g_00121	Syat.g_02843
OG0000430	Syar.g_00123	Syat.g_02841
OG0000431	Syar.g_00127	Syat.g_02838
OG0000432	Syar.g_01009	Syat.g_02832
OG0000433	Syar.g_01007	Syat.g_02829
OG0000434	Syar.g_01006	Syat.g_02828
OG0000435	Syar.g_01003	Syat.g_02824
OG0000436	Syar.g_00994	Syat.g_02817
OG0000437	Syar.g_00993	Syat.g_02558
OG0000438	Syar.g_00992	Syat.g_02813
OG0000439	Syar.g_00990	Syat.g_02811
OG0000440	Syar.g_00989	Syat.g_02810
OG0000441	Syar.g_00986	Syat.g_02807
OG0000442	Syar.g_00977	Syat.g_02797
OG0000443	Syar.g_00964	Syat.g_02787
OG0000444	Syar.g_00954	Syat.g_02756
OG0000445	Syar.g_00953	Syat.g_02755
OG0000446	Syar.g_00951	Syat.g_02753
OG0000447	Syar.g_00948	Syat.g_02749
OG0000448	Syar.g_00947	Syat.g_02748
OG0000449	Syar.g_00946	Syat.g_02747
OG0000450	Syar.g_00939	Syat.g_02738
OG0000451	Syar.g_00938	Syat.g_02737
OG0000452	Syar.g_00934	Syat.g_02732
OG0000453	Syar.g_00933	Syat.g_02731
OG0000454	Syar.g_00932	Syat.g_02730
OG0000455	Syar.g_00931	Syat.g_02729
OG0000456	Syar.g_00930	Syat.g_02728
OG0000457	Syar.g_00928	Syat.g_02726
OG0000458	Syar.g_00918	Syat.g_02725
OG0000459	Syar.g_00917	Syat.g_02724
OG0000460	Syar.g_03024	Syat.g_01450
OG0000461	Syar.g_00153	Syat.g_01866
OG0000462	Syar.g_00155	Syat.g_01868
OG0000463	Syar.g_00156	Syat.g_01869
OG0000464	Syar.g_00157	Syat.g_01870
OG0000465	Syar.g_00159	Syat.g_01872
OG0000466	Syar.g_00164	Syat.g_01877
OG0000467	Syar.g_00165	Syat.g_01878
OG0000468	Syar.g_00170	Syat.g_01884
OG0000469	Syar.g_00203	Syat.g_02000
OG0000470	Syar.g_00206	Syat.g_02038
OG0000471	Syar.g_00207	Syat.g_02039
OG0000472	Syar.g_00208	Syat.g_02041
OG0000473	Syar.g_00210	Syat.g_02043
OG0000474	Syar.g_00211	Syat.g_02044
OG0000475	Syar.g_00212	Syat.g_02045
OG0000476	Syar.g_00214	Syat.g_02047
OG0000477	Syar.g_00219	Syat.g_02053
OG0000478	Syar.g_00220	Syat.g_02054
OG0000479	Syar.g_00221	Syat.g_02056
OG0000480	Syar.g_00228	Syat.g_02063
OG0000481	Syar.g_00230	Syat.g_02066
OG0000482	Syar.g_00231	Syat.g_02067
OG0000483	Syar.g_00235	Syat.g_02071
OG0000484	Syar.g_00236	Syat.g_02072
OG0000485	Syar.g_00237	Syat.g_02073
OG0000486	Syar.g_00238	Syat.g_02074
OG0000487	Syar.g_00245	Syat.g_02080
OG0000488	Syar.g_00853	Syat.g_02086
OG0000489	Syar.g_00833	Syat.g_02097
OG0000490	Syar.g_00823	Syat.g_02106
OG0000491	Syar.g_00822	Syat.g_02107
OG0000492	Syar.g_00727	Syat.g_02110
OG0000493	Syar.g_00726	Syat.g_02111
OG0000494	Syar.g_00725	Syat.g_02112
OG0000495	Syar.g_00724	Syat.g_02120
OG0000496	Syar.g_00723	Syat.g_02121
OG0000497	Syar.g_00722	Syat.g_02122
OG0000498	Syar.g_00721	Syat.g_02123
OG0000499	Syar.g_00720	Syat.g_02124
OG0000500	Syar.g_00719	Syat.g_02125
OG0000501	Syar.g_00716	Syat.g_02128
OG0000502	Syar.g_00275	Syat.g_02135
OG0000503	Syar.g_01118	Syat.g_01614
OG0000504	Syar.g_01120	Syat.g_01612
OG0000505	Syar.g_01121	Syat.g_01611
OG0000506	Syar.g_01123	Syat.g_01609
OG0000507	Syar.g_01129	Syat.g_01603
OG0000508	Syar.g_01141	Syat.g_01596
OG0000509	Syar.g_01143	Syat.g_01591
OG0000510	Syar.g_01144	Syat.g_01590
OG0000511	Syar.g_01145	Syat.g_01589
OG0000512	Syar.g_01147	Syat.g_01587
OG0000513	Syar.g_01166	Syat.g_02957
OG0000514	Syar.g_01169	Syat.g_02962
OG0000515	Syar.g_01170	Syat.g_02963
OG0000516	Syar.g_01172	Syat.g_02965
OG0000517	Syar.g_01176	Syat.g_02969
OG0000518	Syar.g_02868	Syat.g_01286
OG0000519	Syar.g_02867	Syat.g_01285
OG0000520	Syar.g_02866	Syat.g_01284
OG0000521	Syar.g_01419	Syat.g_01319
OG0000522	Syar.g_01421	Syat.g_01317
OG0000523	Syar.g_01422	Syat.g_01316
OG0000524	Syar.g_01244	Syat.g_01409
OG0000525	Syar.g_01263	Syat.g_01382
OG0000526	Syar.g_01266	Syat.g_01380
OG0000527	Syar.g_01271	Syat.g_01373
OG0000528	Syar.g_01466	Syat.g_03167
OG0000529	Syar.g_01470	Syat.g_03171
OG0000530	Syar.g_01473	Syat.g_03174
OG0000531	Syar.g_01474	Syat.g_03175
OG0000532	Syar.g_01477	Syat.g_03178
OG0000533	Syar.g_01479	Syat.g_03180
OG0000534	Syar.g_01480	Syat.g_03181
OG0000535	Syar.g_01481	Syat.g_03182
OG0000536	Syar.g_01482	Syat.g_03183
OG0000537	Syar.g_01483	Syat.g_03185
OG0000538	Syar.g_01496	Syat.g_03204
OG0000539	Syar.g_01497	Syat.g_03206
OG0000540	Syar.g_01498	Syat.g_03207
OG0000541	Syar.g_01499	Syat.g_03208
OG0000542	Syar.g_01502	Syat.g_03213
OG0000543	Syar.g_01504	Syat.g_03215
OG0000544	Syar.g_01505	Syat.g_03216
OG0000545	Syar.g_01507	Syat.g_03218
OG0000546	Syar.g_01509	Syat.g_03220
OG0000547	Syar.g_01511	Syat.g_03222
OG0000548	Syar.g_01512	Syat.g_03223
OG0000549	Syar.g_02693	Syat.g_01795
OG0000550	Syar.g_02689	Syat.g_01107
OG0000551	Syar.g_02684	Syat.g_01103
OG0000552	Syar.g_02683	Syat.g_01102
OG0000553	Syar.g_02679	Syat.g_01098
OG0000554	Syar.g_02352	Syat.g_03271
OG0000555	Syar.g_02336	Syat.g_00093
OG0000556	Syar.g_02332	Syat.g_00088
OG0000557	Syar.g_02328	Syat.g_00083
OG0000558	Syar.g_02326	Syat.g_00081
OG0000559	Syar.g_02322	Syat.g_00077
OG0000560	Syar.g_02320	Syat.g_00074
OG0000561	Syar.g_02319	Syat.g_00073
OG0000562	Syar.g_02318	Syat.g_00072
OG0000563	Syar.g_02317	Syat.g_00071
OG0000564	Syar.g_02316	Syat.g_00070
OG0000565	Syar.g_02312	Syat.g_00067
OG0000566	Syar.g_02308	Syat.g_00063
OG0000567	Syar.g_02304	Syat.g_00059
OG0000568	Syar.g_02302	Syat.g_00057
