Orthogroup	Syar	Syao
OG0000053	Syar.g_01413	Syao.g_00067
OG0000054	Syar.g_02265	Syao.g_00295
OG0000055	Syar.g_01386	Syao.g_00498
OG0000057	Syar.g_01941	Syao.g_00377
OG0000058	Syar.g_00648	Syao.g_01978
OG0000059	Syar.g_01024	Syao.g_01801
OG0000061	Syar.g_01539	Syao.g_00123
OG0000062	Syar.g_02911	Syao.g_01576
OG0000063	Syar.g_00509	Syao.g_02230
OG0000064	Syar.g_03117	Syao.g_01462, Syao.g_02605
OG0000065	Syar.g_03119	Syao.g_02600
OG0000066	Syar.g_02228	Syao.g_01422
OG0000067	Syar.g_02639	Syao.g_00756
OG0000068	Syar.g_02329	Syao.g_00868
OG0000068	Syar.g_01461	Syao.g_00036
OG0000069	Syar.g_01716	Syao.g_01265, Syao.g_01460, Syao.g_00313
OG0000070	Syar.g_02223	Syao.g_00330
OG0000071	Syar.g_02777	Syao.g_01433
OG0000072	Syar.g_00107	Syao.g_02509
OG0000072	Syar.g_01140	Syao.g_01749
OG0000073	Syar.g_01493	Syao.g_00103
OG0000076	Syar.g_00608	Syao.g_01949
OG0000077	Syar.g_03051	Syao.g_02629
OG0000078	Syar.g_03018	Syao.g_01709
OG0000079	Syar.g_00166	Syao.g_02105
OG0000080	Syar.g_00585	Syao.g_02269
OG0000082	Syar.g_02202	Syao.g_01035
OG0000085	Syar.g_02919	Syao.g_01569
OG0000086	Syar.g_03085	Syao.g_02653, Syao.g_01240
OG0000087	Syar.g_00068	Syao.g_02555
OG0000088	Syar.g_00101	Syao.g_02503
OG0000089	Syar.g_01162	Syao.g_01716
OG0000090	Syar.g_02363, Syar.g_02353, Syar.g_02356	Syao.g_01412
OG0000092	Syar.g_01960	Syao.g_00656
OG0000093	Syar.g_02623	Syao.g_00739
OG0000094	Syar.g_01789	Syao.g_00458
OG0000095	Syar.g_01932	Syao.g_00331
OG0000097	Syar.g_00364	Syao.g_00973
OG0000098	Syar.g_02343	Syao.g_01374
OG0000099	Syar.g_00715	Syao.g_02019
OG0000100	Syar.g_02477	Syao.g_00787
OG0000101	Syar.g_01073	Syao.g_01840
OG0000102	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138	Syao.g_01945
OG0000103	Syar.g_00452	Syao.g_02340
OG0000105	Syar.g_00218	Syao.g_02071, Syao.g_02072
OG0000106	Syar.g_01748	Syao.g_01385
OG0000107	Syar.g_00149	Syao.g_01935
OG0000108	Syar.g_01469	Syao.g_00028
OG0000109	Syar.g_01485	Syao.g_00110
OG0000110	Syar.g_02295	Syao.g_01051
OG0000111	Syar.g_01940	Syao.g_00378
OG0000112	Syar.g_02548	Syao.g_00683, Syao.g_00303
OG0000113	Syar.g_02664	Syao.g_00782
OG0000114	Syar.g_01616	Syao.g_00965
OG0000115	Syar.g_02854, Syar.g_01415	Syao.g_00065
OG0000116	Syar.g_01525, Syar.g_02255	Syao.g_00137
OG0000117	Syar.g_01969	Syao.g_00169
OG0000118	Syar.g_02793	Syao.g_01475
OG0000120	Syar.g_00713	Syao.g_02009
OG0000121	Syar.g_02806	Syao.g_01489
OG0000123	Syar.g_01079	Syao.g_01832
OG0000124	Syar.g_00586	Syao.g_02179
OG0000125	Syar.g_00338	Syao.g_02444
OG0000128	Syar.g_00482	Syao.g_02149
OG0000129	Syar.g_00324	Syao.g_02434
OG0000130	Syar.g_03040	Syao.g_02617
OG0000131	Syar.g_00078	Syao.g_02480
OG0000132	Syar.g_00099	Syao.g_02501
OG0000133	Syar.g_02543	Syao.g_00678
OG0000134	Syar.g_01165	Syao.g_01719
OG0000135	Syar.g_00698	Syao.g_00147
OG0000136	Syar.g_02874	Syao.g_01614, Syao.g_01613
OG0000137	Syar.g_01273	Syao.g_02682
OG0000138	Syar.g_01486	Syao.g_00108
OG0000139	Syar.g_02348	Syao.g_01418
OG0000139	Syar.g_03245	Syao.g_02005
OG0000140	Syar.g_02344	Syao.g_01373, Syao.g_01372
OG0000141	Syar.g_02129	Syao.g_01202
OG0000142	Syar.g_02418	Syao.g_00894
OG0000143	Syar.g_02422	Syao.g_00898
OG0000145	Syar.g_01494	Syao.g_00102
OG0000146	Syar.g_02549	Syao.g_00684, Syao.g_00304
OG0000147	Syar.g_02550	Syao.g_00305, Syao.g_00685
OG0000148	Syar.g_02658	Syao.g_00776
OG0000149	Syar.g_01830	Syao.g_00534
OG0000150	Syar.g_02130	Syao.g_01203
OG0000151	Syar.g_02038	Syao.g_00975
OG0000152	Syar.g_02539	Syao.g_00674
OG0000153	Syar.g_02503	Syao.g_00818, Syao.g_01176
OG0000154	Syar.g_01800	Syao.g_00447
OG0000155	Syar.g_01959	Syao.g_00178
OG0000156	Syar.g_01517	Syao.g_00151
OG0000157	Syar.g_01516	Syao.g_00152
OG0000158	Syar.g_00650	Syao.g_02267
OG0000159	Syar.g_02762	Syao.g_02006
OG0000159	Syar.g_02359	Syao.g_02276
OG0000160	Syar.g_02807	Syao.g_01488
OG0000161	Syar.g_02801	Syao.g_01494
OG0000162	Syar.g_02863	Syao.g_01515
OG0000163	Syar.g_01186	Syao.g_01745
OG0000164	Syar.g_02969	Syao.g_01663
OG0000165	Syar.g_02976	Syao.g_01655
OG0000166	Syar.g_01034	Syao.g_01790
OG0000167	Syar.g_00662	Syao.g_01960
OG0000168	Syar.g_00246	Syao.g_02128
OG0000169	Syar.g_00262	Syao.g_02139
OG0000170	Syar.g_00613	Syao.g_02148
OG0000171	Syar.g_00587	Syao.g_02181
OG0000172	Syar.g_00547	Syao.g_02170
OG0000173	Syar.g_00528	Syao.g_02212
OG0000174	Syar.g_00701	Syao.g_02364, Syao.g_02355
OG0000175	Syar.g_00438	Syao.g_02327, Syao.g_00308
OG0000176	Syar.g_00474	Syao.g_02165
OG0000177	Syar.g_00475	Syao.g_02156
OG0000178	Syar.g_00476	Syao.g_02155
OG0000179	Syar.g_00489	Syao.g_02250
OG0000180	Syar.g_00490	Syao.g_02249
OG0000181	Syar.g_00491	Syao.g_02248
OG0000182	Syar.g_00492	Syao.g_02247
OG0000183	Syar.g_00496	Syao.g_02243
OG0000184	Syar.g_00897	Syao.g_02423
OG0000185	Syar.g_00909	Syao.g_02410
OG0000186	Syar.g_03036	Syao.g_02613
OG0000187	Syar.g_03038	Syao.g_02615
OG0000188	Syar.g_03058	Syao.g_02637
OG0000189	Syar.g_03104	Syao.g_02672
OG0000190	Syar.g_03107	Syao.g_01015
OG0000191	Syar.g_00039	Syao.g_02573
OG0000192	Syar.g_00046	Syao.g_02579
OG0000193	Syar.g_00079	Syao.g_02481
OG0000194	Syar.g_00082	Syao.g_02484
OG0000195	Syar.g_00084	Syao.g_02486
OG0000196	Syar.g_00096	Syao.g_02498
OG0000197	Syar.g_00097	Syao.g_02499
OG0000198	Syar.g_00098	Syao.g_02500
OG0000199	Syar.g_00106	Syao.g_02508
OG0000200	Syar.g_00124	Syao.g_02524
OG0000201	Syar.g_01000	Syao.g_02540
OG0000202	Syar.g_00998	Syao.g_02454
OG0000203	Syar.g_00997	Syao.g_02455
OG0000204	Syar.g_00996	Syao.g_02456
OG0000205	Syar.g_00988	Syao.g_02464
OG0000206	Syar.g_00963	Syao.g_02469
OG0000207	Syar.g_00957	Syao.g_02471
OG0000208	Syar.g_00956	Syao.g_02472
OG0000209	Syar.g_00936	Syao.g_02394
OG0000210	Syar.g_00935	Syao.g_02395
OG0000211	Syar.g_03026	Syao.g_01700
OG0000212	Syar.g_03017	Syao.g_01710
OG0000213	Syar.g_00187	Syao.g_02098
OG0000214	Syar.g_00209	Syao.g_02081
OG0000215	Syar.g_00239	Syao.g_02050
OG0000216	Syar.g_00244	Syao.g_02045
OG0000217	Syar.g_00854	Syao.g_02041
OG0000218	Syar.g_00852	Syao.g_02039
OG0000219	Syar.g_00851	Syao.g_02038
OG0000220	Syar.g_00850, Syar.g_02026	Syao.g_02037
OG0000221	Syar.g_00834	Syao.g_02034
OG0000222	Syar.g_02119, Syar.g_00728	Syao.g_02023
OG0000223	Syar.g_00649	Syao.g_00291
OG0000224	Syar.g_00273	Syao.g_01973
OG0000225	Syar.g_01142	Syao.g_01751
OG0000226	Syar.g_01146	Syao.g_01758
OG0000227	Syar.g_01148	Syao.g_01760
OG0000228	Syar.g_01161	Syao.g_01715
OG0000229	Syar.g_01177	Syao.g_01736
OG0000230	Syar.g_01179	Syao.g_01738
OG0000231	Syar.g_02865	Syao.g_01513
OG0000232	Syar.g_01424	Syao.g_00057
OG0000233	Syar.g_01247	Syao.g_02698
OG0000234	Syar.g_01275	Syao.g_02680
OG0000235	Syar.g_01468	Syao.g_00029
OG0000236	Syar.g_01484	Syao.g_00111
OG0000237	Syar.g_01503	Syao.g_00166
OG0000238	Syar.g_01508	Syao.g_00161
OG0000239	Syar.g_02687	Syao.g_01398
OG0000240	Syar.g_02686	Syao.g_01399
OG0000241	Syar.g_02410	Syao.g_00887
OG0000242	Syar.g_01926	Syao.g_01410
OG0000243	Syar.g_02335	Syao.g_00873
OG0000244	Syar.g_02327	Syao.g_00865
OG0000245	Syar.g_02325	Syao.g_00863
OG0000246	Syar.g_02321	Syao.g_00859
OG0000247	Syar.g_02310	Syao.g_00847
OG0000248	Syar.g_02307	Syao.g_00844
OG0000249	Syar.g_02305	Syao.g_00842
OG0000250	Syar.g_02299	Syao.g_00835
OG0000251	Syar.g_02194	Syao.g_01026
OG0000252	Syar.g_02189	Syao.g_01020
OG0000253	Syar.g_02028	Syao.g_01003
OG0000254	Syar.g_02169	Syao.g_01053
OG0000255	Syar.g_02224	Syao.g_01009
OG0000256	Syar.g_02244	Syao.g_01328
OG0000257	Syar.g_02407, Syar.g_01762	Syao.g_00884
OG0000258	Syar.g_02427	Syao.g_00907
OG0000259	Syar.g_02472	Syao.g_00933, Syao.g_00932
OG0000260	Syar.g_02475	Syao.g_00936
OG0000261	Syar.g_01916	Syao.g_00941
OG0000262	Syar.g_01690	Syao.g_00946
OG0000263	Syar.g_01991	Syao.g_00247
OG0000264	Syar.g_02135	Syao.g_00699
OG0000266	Syar.g_01570	Syao.g_00480
OG0000267	Syar.g_01873	Syao.g_00589
OG0000268	Syar.g_02589	Syao.g_00588
OG0000269	Syar.g_02634	Syao.g_00751
OG0000270	Syar.g_00744, Syar.g_02637	Syao.g_00754
OG0000271	Syar.g_02645	Syao.g_00762
OG0000272	Syar.g_02646	Syao.g_00763
OG0000273	Syar.g_02481, Syar.g_00008	Syao.g_00791
OG0000274	Syar.g_02482	Syao.g_00792
OG0000275	Syar.g_01810	Syao.g_00438
OG0000276	Syar.g_01817	Syao.g_00558
OG0000277	Syar.g_01818	Syao.g_00557
OG0000278	Syar.g_01821	Syao.g_00554
OG0000279	Syar.g_01838	Syao.g_00529
OG0000280	Syar.g_02067, Syar.g_00734	Syao.g_00608
OG0000281	Syar.g_02218	Syao.g_01377
OG0000282	Syar.g_01614	Syao.g_00967
OG0000283	Syar.g_02574	Syao.g_00640
OG0000284	Syar.g_02568	Syao.g_00634
OG0000285	Syar.g_02560	Syao.g_00706
OG0000286	Syar.g_02540	Syao.g_00675
OG0000287	Syar.g_02512	Syao.g_00825
OG0000288	Syar.g_01801	Syao.g_00446
OG0000289	Syar.g_03305, Syar.g_01786	Syao.g_00461
OG0000290	Syar.g_01928	Syao.g_00428
OG0000291	Syar.g_01930	Syao.g_00333
OG0000292	Syar.g_00463	Syao.g_02196
OG0000293	Syar.g_01526	Syao.g_00136
OG0000294	Syar.g_01527	Syao.g_00135
OG0000295	Syar.g_01951	Syao.g_00186
OG0000296	Syar.g_01953	Syao.g_00184
OG0000297	Syar.g_01967	Syao.g_00171
OG0000298	Syar.g_01968	Syao.g_00170
OG0000299	Syar.g_01704	Syao.g_00231
OG0000300	Syar.g_01711	Syao.g_00274
OG0000301	Syar.g_01712	Syao.g_00272, Syao.g_00273
OG0000302	Syar.g_01713	Syao.g_00271
OG0000303	Syar.g_01723	Syao.g_00262
OG0000304	Syar.g_01728	Syao.g_00256
OG0000305	Syar.g_01933, Syar.g_03163	Syao.g_00388
OG0000306	Syar.g_01884, Syar.g_03140	Syao.g_01216
OG0000307	Syar.g_01452	Syao.g_00045
OG0000308	Syar.g_01450	Syao.g_00047
OG0000309	Syar.g_01239	Syao.g_02705
OG0000310	Syar.g_02826	Syao.g_01530
OG0000311	Syar.g_02823	Syao.g_01533
OG0000312	Syar.g_00015, Syar.g_02818	Syao.g_01538
OG0000313	Syar.g_02804	Syao.g_01491
OG0000314	Syar.g_01403	Syao.g_00078
OG0000315	Syar.g_01393	Syao.g_00088
OG0000316	Syar.g_02885	Syao.g_01602
OG0000317	Syar.g_02926	Syao.g_01560
OG0000318	Syar.g_02930	Syao.g_01553
OG0000319	Syar.g_02954	Syao.g_01678
OG0000320	Syar.g_02956	Syao.g_01676
OG0000321	Syar.g_02957	Syao.g_01675
OG0000322	Syar.g_02958	Syao.g_01674
OG0000323	Syar.g_02973	Syao.g_01661
OG0000324	Syar.g_00350, Syar.g_03001	Syao.g_01630
OG0000325	Syar.g_00148	Syao.g_01936
OG0000326	Syar.g_00139	Syao.g_01918
OG0000327	Syar.g_01029	Syao.g_01795
OG0000328	Syar.g_01030	Syao.g_01794
OG0000329	Syar.g_03189, Syar.g_01048	Syao.g_01776
OG0000330	Syar.g_01049	Syao.g_01775
OG0000331	Syar.g_03191, Syar.g_01050	Syao.g_01774
OG0000332	Syar.g_01064	Syao.g_01813
OG0000333	Syar.g_01067	Syao.g_01810
OG0000334	Syar.g_01076	Syao.g_01836
OG0000335	Syar.g_01080	Syao.g_01831
OG0000336	Syar.g_01084	Syao.g_01827
OG0000337	Syar.g_00285	Syao.g_01968
OG0000338	Syar.g_00287	Syao.g_01962
OG0000339	Syar.g_00658	Syao.g_02259
OG0000340	Syar.g_00247	Syao.g_02129
OG0000341	Syar.g_00249	Syao.g_02131
OG0000342	Syar.g_00250	Syao.g_02132
OG0000343	Syar.g_00256	Syao.g_02133
OG0000344	Syar.g_00260	Syao.g_02137
OG0000345	Syar.g_00612	Syao.g_01953
OG0000346	Syar.g_00607	Syao.g_01948
OG0000347	Syar.g_00558	Syao.g_02178
OG0000348	Syar.g_00544	Syao.g_02166
OG0000349	Syar.g_00521	Syao.g_02219
OG0000350	Syar.g_00132	Syao.g_01925
OG0000351	Syar.g_00442	Syao.g_02331
OG0000352	Syar.g_00443	Syao.g_02332
OG0000353	Syar.g_00469	Syao.g_02160
OG0000354	Syar.g_01514	Syao.g_00154, Syao.g_00155
OG0000354	Syar.g_00487	Syao.g_02252
OG0000355	Syar.g_00471	Syao.g_02162
OG0000356	Syar.g_00472	Syao.g_02163
OG0000357	Syar.g_00473	Syao.g_02164
OG0000358	Syar.g_00477	Syao.g_02154
OG0000359	Syar.g_00479	Syao.g_02152
OG0000360	Syar.g_00480	Syao.g_02151
OG0000361	Syar.g_00481	Syao.g_02150
OG0000362	Syar.g_00483	Syao.g_01954
OG0000363	Syar.g_00484	Syao.g_02255
OG0000364	Syar.g_02928	Syao.g_01558
OG0000365	Syar.g_00493	Syao.g_02246
OG0000366	Syar.g_00494	Syao.g_02245
OG0000367	Syar.g_00495	Syao.g_02244
OG0000368	Syar.g_00497	Syao.g_02242
OG0000369	Syar.g_00498	Syao.g_02241
OG0000370	Syar.g_00499	Syao.g_02240
OG0000371	Syar.g_00508	Syao.g_02231
OG0000372	Syar.g_00514	Syao.g_02226
OG0000373	Syar.g_00515	Syao.g_02225
OG0000374	Syar.g_00516	Syao.g_02224
OG0000375	Syar.g_00517	Syao.g_02223
OG0000376	Syar.g_00519	Syao.g_02221
OG0000377	Syar.g_00322	Syao.g_02429
OG0000378	Syar.g_00905	Syao.g_02414
OG0000379	Syar.g_00910	Syao.g_02409
OG0000380	Syar.g_03039	Syao.g_02616
OG0000381	Syar.g_03041	Syao.g_02618
OG0000382	Syar.g_03057	Syao.g_02636
OG0000383	Syar.g_03074	Syao.g_02643
OG0000384	Syar.g_03075	Syao.g_02644
OG0000385	Syar.g_03076	Syao.g_02645
OG0000386	Syar.g_03077	Syao.g_02646
OG0000387	Syar.g_03109	Syao.g_01019
OG0000388	Syar.g_03113	Syao.g_02596
OG0000389	Syar.g_03118	Syao.g_02599
OG0000390	Syar.g_00033	Syao.g_02567
OG0000391	Syar.g_00038	Syao.g_02572
OG0000392	Syar.g_00045	Syao.g_02578
OG0000393	Syar.g_00048	Syao.g_02581
OG0000394	Syar.g_00049	Syao.g_02582
OG0000395	Syar.g_00050	Syao.g_02583
OG0000396	Syar.g_00053	Syao.g_02586
OG0000397	Syar.g_00055	Syao.g_02542
OG0000398	Syar.g_00060	Syao.g_02547
OG0000399	Syar.g_00061	Syao.g_02548
OG0000400	Syar.g_00062	Syao.g_02549
OG0000401	Syar.g_00063	Syao.g_02550
OG0000402	Syar.g_00065	Syao.g_02552
OG0000403	Syar.g_00066	Syao.g_02553
OG0000404	Syar.g_00067	Syao.g_02554
OG0000405	Syar.g_00076	Syao.g_02478
OG0000406	Syar.g_00080	Syao.g_02482
OG0000407	Syar.g_00081	Syao.g_02483
OG0000408	Syar.g_00083	Syao.g_02485
OG0000409	Syar.g_00085	Syao.g_02487
OG0000410	Syar.g_00086	Syao.g_02488
OG0000411	Syar.g_00087	Syao.g_02489
OG0000412	Syar.g_00088	Syao.g_02490
OG0000413	Syar.g_00090	Syao.g_02492
OG0000414	Syar.g_00091	Syao.g_02493
OG0000415	Syar.g_00092	Syao.g_02494
OG0000416	Syar.g_00093	Syao.g_02495
OG0000417	Syar.g_00095	Syao.g_02497
OG0000418	Syar.g_00100	Syao.g_02502
OG0000419	Syar.g_00102	Syao.g_02504
OG0000420	Syar.g_00104	Syao.g_02506
OG0000421	Syar.g_00109	Syao.g_02510
OG0000422	Syar.g_00110	Syao.g_02511
OG0000423	Syar.g_00111	Syao.g_02512
OG0000424	Syar.g_00112	Syao.g_02513
OG0000425	Syar.g_00113	Syao.g_02514
OG0000426	Syar.g_00114	Syao.g_02515
OG0000427	Syar.g_00115	Syao.g_02516
OG0000428	Syar.g_00118	Syao.g_02519
OG0000429	Syar.g_00121	Syao.g_02522
OG0000430	Syar.g_00123	Syao.g_02523
OG0000431	Syar.g_00127	Syao.g_02526
OG0000432	Syar.g_01009	Syao.g_02532
OG0000433	Syar.g_01007	Syao.g_02534
OG0000434	Syar.g_01006	Syao.g_02535
OG0000435	Syar.g_01003	Syao.g_02538
OG0000436	Syar.g_00994	Syao.g_02458
OG0000437	Syar.g_00993	Syao.g_02459
OG0000438	Syar.g_00992	Syao.g_02460
OG0000439	Syar.g_00990	Syao.g_02462
OG0000440	Syar.g_00989	Syao.g_02463
OG0000441	Syar.g_00986	Syao.g_02466
OG0000442	Syar.g_00977	Syao.g_02467
OG0000443	Syar.g_00964	Syao.g_02468
OG0000444	Syar.g_00954	Syao.g_02473
OG0000445	Syar.g_00953	Syao.g_02474
OG0000446	Syar.g_00951	Syao.g_02476
OG0000447	Syar.g_00948	Syao.g_02383
OG0000448	Syar.g_00947	Syao.g_02384
OG0000449	Syar.g_00946	Syao.g_02385
OG0000450	Syar.g_00939	Syao.g_02391
OG0000451	Syar.g_00938	Syao.g_02392
OG0000452	Syar.g_00934	Syao.g_02396
OG0000453	Syar.g_00933	Syao.g_02397
OG0000454	Syar.g_00932	Syao.g_02398
OG0000455	Syar.g_00931	Syao.g_02399
OG0000456	Syar.g_00930	Syao.g_02400
OG0000457	Syar.g_00928	Syao.g_02402
OG0000458	Syar.g_00918	Syao.g_02403
OG0000459	Syar.g_00917	Syao.g_02404
OG0000460	Syar.g_03024	Syao.g_01702
OG0000461	Syar.g_00153	Syao.g_02119
OG0000462	Syar.g_00155	Syao.g_02116
OG0000463	Syar.g_00156	Syao.g_02115
OG0000464	Syar.g_00157	Syao.g_02114
OG0000465	Syar.g_00159	Syao.g_02112
OG0000466	Syar.g_00164	Syao.g_02107
OG0000467	Syar.g_00165	Syao.g_02106
OG0000468	Syar.g_00170	Syao.g_02102
OG0000469	Syar.g_00203	Syao.g_02087
OG0000470	Syar.g_00206	Syao.g_02085
OG0000471	Syar.g_00207	Syao.g_02084
OG0000472	Syar.g_00208	Syao.g_02082
OG0000473	Syar.g_00210	Syao.g_02080
OG0000474	Syar.g_00211	Syao.g_02079
OG0000475	Syar.g_00212	Syao.g_02078
OG0000476	Syar.g_00214	Syao.g_02076
OG0000477	Syar.g_00219	Syao.g_02069
OG0000478	Syar.g_00220	Syao.g_02068
OG0000479	Syar.g_00221	Syao.g_02067
OG0000480	Syar.g_00228	Syao.g_02060
OG0000481	Syar.g_00230	Syao.g_01012
OG0000482	Syar.g_00231	Syao.g_02058
OG0000483	Syar.g_00235	Syao.g_02054
OG0000484	Syar.g_00236	Syao.g_02053
OG0000485	Syar.g_00237	Syao.g_02052
OG0000486	Syar.g_00238	Syao.g_02051
OG0000487	Syar.g_00245	Syao.g_02044
OG0000488	Syar.g_00853	Syao.g_02040
OG0000489	Syar.g_00833	Syao.g_02033
OG0000490	Syar.g_00823	Syao.g_02025
OG0000491	Syar.g_00822	Syao.g_02024
OG0000492	Syar.g_00727	Syao.g_02022
OG0000493	Syar.g_00726	Syao.g_02021
OG0000494	Syar.g_00725	Syao.g_02020
OG0000495	Syar.g_00724	Syao.g_02018
OG0000496	Syar.g_00723	Syao.g_02017
OG0000497	Syar.g_00722	Syao.g_02016
OG0000498	Syar.g_00721	Syao.g_02015
OG0000499	Syar.g_00720	Syao.g_02014
OG0000500	Syar.g_00719	Syao.g_02013
OG0000501	Syar.g_00716	Syao.g_02010
OG0000502	Syar.g_00275	Syao.g_01974
OG0000503	Syar.g_01118	Syao.g_01877
OG0000504	Syar.g_01120	Syao.g_01875
OG0000505	Syar.g_01121	Syao.g_01874
OG0000506	Syar.g_01123	Syao.g_01872
OG0000507	Syar.g_01129	Syao.g_01866
OG0000508	Syar.g_01141	Syao.g_01750
OG0000509	Syar.g_01143	Syao.g_01755
OG0000510	Syar.g_01144	Syao.g_01756
OG0000511	Syar.g_01145	Syao.g_01757
OG0000512	Syar.g_01147	Syao.g_01759
OG0000513	Syar.g_01166	Syao.g_01720
OG0000514	Syar.g_01169	Syao.g_01727
OG0000515	Syar.g_01170	Syao.g_01728
OG0000516	Syar.g_01172	Syao.g_01730
OG0000517	Syar.g_01176	Syao.g_01735
OG0000518	Syar.g_02868	Syao.g_01621
OG0000519	Syar.g_02867	Syao.g_01622
OG0000520	Syar.g_02866	Syao.g_01512
OG0000521	Syar.g_01419	Syao.g_00061
OG0000522	Syar.g_01421	Syao.g_00059
OG0000523	Syar.g_01422	Syao.g_00058
OG0000524	Syar.g_01244	Syao.g_02699
OG0000525	Syar.g_01263	Syao.g_02691
OG0000526	Syar.g_01266	Syao.g_02688
OG0000527	Syar.g_01271	Syao.g_02684
OG0000528	Syar.g_01466	Syao.g_00031
OG0000529	Syar.g_01470	Syao.g_00027
OG0000530	Syar.g_01473	Syao.g_00122
OG0000531	Syar.g_01474	Syao.g_00121
OG0000532	Syar.g_01477	Syao.g_00118
OG0000533	Syar.g_01479	Syao.g_00116
OG0000534	Syar.g_01480	Syao.g_00115
OG0000535	Syar.g_01481	Syao.g_00114
OG0000536	Syar.g_01482	Syao.g_00113
OG0000537	Syar.g_01483	Syao.g_00112
OG0000538	Syar.g_01496	Syao.g_00100
OG0000539	Syar.g_01497	Syao.g_00099
OG0000540	Syar.g_01498	Syao.g_00098
OG0000541	Syar.g_01499	Syao.g_00097
OG0000542	Syar.g_01502	Syao.g_00167
OG0000543	Syar.g_01504	Syao.g_00165
OG0000544	Syar.g_01505	Syao.g_00164
OG0000545	Syar.g_01507	Syao.g_00162
OG0000546	Syar.g_01509	Syao.g_00160
OG0000547	Syar.g_01511	Syao.g_00158
OG0000548	Syar.g_01512	Syao.g_00157
OG0000549	Syar.g_02693	Syao.g_01391
OG0000550	Syar.g_02689	Syao.g_01396
OG0000551	Syar.g_02684	Syao.g_01401
OG0000552	Syar.g_02683	Syao.g_01402
OG0000553	Syar.g_02679	Syao.g_01404
OG0000554	Syar.g_02352	Syao.g_01413
OG0000555	Syar.g_02336	Syao.g_00875
OG0000556	Syar.g_02332	Syao.g_00871
OG0000557	Syar.g_02328	Syao.g_00866
OG0000558	Syar.g_02326	Syao.g_00864
OG0000559	Syar.g_02322	Syao.g_00860
OG0000560	Syar.g_02320	Syao.g_00857
OG0000561	Syar.g_02319	Syao.g_00856
OG0000562	Syar.g_02318	Syao.g_00855
OG0000563	Syar.g_02317	Syao.g_00854
OG0000564	Syar.g_02316	Syao.g_00853
OG0000565	Syar.g_02312	Syao.g_00849
OG0000566	Syar.g_02308	Syao.g_00845
OG0000567	Syar.g_02304	Syao.g_00841
OG0000568	Syar.g_02302	Syao.g_00839
OG0000569	Syar.g_02301	Syao.g_00838
OG0000570	Syar.g_02300	Syao.g_00837
OG0000571	Syar.g_02298	Syao.g_00834
OG0000572	Syar.g_02201	Syao.g_01033
OG0000573	Syar.g_02191	Syao.g_01022
OG0000574	Syar.g_02190	Syao.g_01021
OG0000575	Syar.g_03180	Syao.g_01000
OG0000576	Syar.g_02187	Syao.g_00996
OG0000577	Syar.g_02186	Syao.g_00995
OG0000578	Syar.g_02185	Syao.g_00994
OG0000579	Syar.g_02184	Syao.g_00993
OG0000580	Syar.g_02183	Syao.g_00992
OG0000581	Syar.g_02175	Syao.g_01059
OG0000582	Syar.g_02131	Syao.g_01204
