Orthogroup	Syar	Prbm
OG0000167	Syar.g_00662	Prbm.g_02067
OG0000168	Syar.g_00246	Prbm.g_02078
OG0000169	Syar.g_00262	Prbm.g_02088
OG0000170	Syar.g_00613	Prbm.g_02090
OG0000171	Syar.g_00587	Prbm.g_02110
OG0000172	Syar.g_00547	Prbm.g_02146
OG0000173	Syar.g_00528	Prbm.g_02161
OG0000174	Syar.g_00701	Prbm.g_02192
OG0000175	Syar.g_00438	Prbm.g_02209
OG0000176	Syar.g_00474	Prbm.g_00004
OG0000177	Syar.g_00475	Prbm.g_00005
OG0000178	Syar.g_00476	Prbm.g_00006
OG0000179	Syar.g_00489	Prbm.g_00016
OG0000180	Syar.g_00490	Prbm.g_00017
OG0000181	Syar.g_00491	Prbm.g_00018
OG0000182	Syar.g_00492	Prbm.g_00019
OG0000183	Syar.g_00496	Prbm.g_00023
OG0000184	Syar.g_00897	Prbm.g_00055
OG0000185	Syar.g_00909	Prbm.g_00058
OG0000186	Syar.g_03036	Prbm.g_00121
OG0000187	Syar.g_03038	Prbm.g_00122
OG0000188	Syar.g_03058	Prbm.g_00139
OG0000189	Syar.g_03104	Prbm.g_00153
OG0000190	Syar.g_03107, Syar.g_02374	Prbm.g_00154
OG0000191	Syar.g_00039	Prbm.g_00177
OG0000192	Syar.g_00046	Prbm.g_00181
OG0000193	Syar.g_00079	Prbm.g_00205
OG0000194	Syar.g_00082, Syar.g_03236	Prbm.g_00208
OG0000195	Syar.g_00023, Syar.g_00084	Prbm.g_00210
OG0000196	Syar.g_00096	Prbm.g_00220
OG0000197	Syar.g_00097	Prbm.g_00221
OG0000198	Syar.g_00098	Prbm.g_00222
OG0000199	Syar.g_00106	Prbm.g_00229
OG0000200	Syar.g_00124	Prbm.g_00243
OG0000201	Syar.g_01000	Prbm.g_00252
OG0000202	Syar.g_00021, Syar.g_00998	Prbm.g_00253
OG0000203	Syar.g_00997, Syar.g_00020	Prbm.g_00254
OG0000204	Syar.g_00996	Prbm.g_00255
OG0000205	Syar.g_00988	Prbm.g_00262
OG0000206	Syar.g_00963	Prbm.g_00266
OG0000207	Syar.g_00957	Prbm.g_00268
OG0000208	Syar.g_00956	Prbm.g_00269
OG0000209	Syar.g_00936, Syar.g_03261	Prbm.g_00278
OG0000210	Syar.g_03260, Syar.g_00935	Prbm.g_00279
OG0000211	Syar.g_03026	Prbm.g_00293
OG0000212	Syar.g_03017	Prbm.g_00301
OG0000213	Syar.g_00187	Prbm.g_00317
OG0000214	Syar.g_00209	Prbm.g_00325
OG0000215	Syar.g_00239	Prbm.g_00349
OG0000216	Syar.g_00244	Prbm.g_00350
OG0000217	Syar.g_00854	Prbm.g_00353
OG0000218	Syar.g_00852	Prbm.g_00355
OG0000219	Syar.g_00851	Prbm.g_00356
OG0000220	Syar.g_00850, Syar.g_02026	Prbm.g_00357
OG0000221	Syar.g_00834	Prbm.g_00358
OG0000222	Syar.g_02119, Syar.g_00728	Prbm.g_00366
OG0000223	Syar.g_00649	Prbm.g_00378
OG0000224	Syar.g_00273	Prbm.g_00380
OG0000225	Syar.g_01142	Prbm.g_00411
OG0000226	Syar.g_01146	Prbm.g_00415
OG0000227	Syar.g_01148	Prbm.g_00417
OG0000228	Syar.g_01161	Prbm.g_00422
OG0000229	Syar.g_01177, Syar.g_03273	Prbm.g_00446
OG0000230	Syar.g_01179	Prbm.g_00448
OG0000231	Syar.g_02865, Syar.g_03151	Prbm.g_00459
OG0000232	Syar.g_01424	Prbm.g_00484
OG0000233	Syar.g_03183, Syar.g_01247	Prbm.g_00492
OG0000234	Syar.g_01275	Prbm.g_00501
OG0000235	Syar.g_01468	Prbm.g_00505
OG0000236	Syar.g_01484, Syar.g_03311	Prbm.g_00518
OG0000237	Syar.g_01503	Prbm.g_00540
OG0000238	Syar.g_01508	Prbm.g_00546
OG0000239	Syar.g_03277, Syar.g_02687	Prbm.g_00558
OG0000240	Syar.g_02686, Syar.g_03278	Prbm.g_00559
OG0000241	Syar.g_02410	Prbm.g_00563
OG0000242	Syar.g_01926	Prbm.g_00565
OG0000243	Syar.g_02335	Prbm.g_00576
OG0000244	Syar.g_02327	Prbm.g_00579
OG0000245	Syar.g_02325, Syar.g_03238	Prbm.g_00581
OG0000246	Syar.g_02321	Prbm.g_00585
OG0000247	Syar.g_02310	Prbm.g_00595
OG0000248	Syar.g_02307, Syar.g_03293	Prbm.g_00597
OG0000249	Syar.g_02305	Prbm.g_00599
OG0000250	Syar.g_02299	Prbm.g_00604
OG0000251	Syar.g_03207, Syar.g_02194	Prbm.g_00620
OG0000252	Syar.g_02189, Syar.g_03263	Prbm.g_00623
OG0000253	Syar.g_02028	Prbm.g_00625
OG0000254	Syar.g_02169	Prbm.g_00642
OG0000255	Syar.g_02224, Syar.g_00011	Prbm.g_00648
OG0000256	Syar.g_02244	Prbm.g_00658
OG0000257	Syar.g_02407, Syar.g_01762	Prbm.g_00661
OG0000258	Syar.g_00010, Syar.g_02427	Prbm.g_00674
OG0000259	Syar.g_02472	Prbm.g_00691
OG0000260	Syar.g_03220, Syar.g_02475	Prbm.g_00694
OG0000261	Syar.g_01916	Prbm.g_00697
OG0000262	Syar.g_01690	Prbm.g_00702
OG0000263	Syar.g_01991	Prbm.g_00716
OG0000264	Syar.g_02135, Syar.g_03267	Prbm.g_00728
OG0000266	Syar.g_01570	Prbm.g_00752
OG0000267	Syar.g_01873	Prbm.g_00765
OG0000268	Syar.g_02589	Prbm.g_00766
OG0000269	Syar.g_02634	Prbm.g_00809
OG0000270	Syar.g_00744, Syar.g_02637	Prbm.g_00812
OG0000271	Syar.g_02645	Prbm.g_00820
OG0000272	Syar.g_02646	Prbm.g_00821
OG0000273	Syar.g_00008	Prbm.g_00845
OG0000274	Syar.g_02482, Syar.g_00009	Prbm.g_00846
OG0000275	Syar.g_01810	Prbm.g_00848
OG0000276	Syar.g_01817	Prbm.g_00854
OG0000277	Syar.g_03242, Syar.g_01818	Prbm.g_00855
OG0000278	Syar.g_01821, Syar.g_03174	Prbm.g_00858
OG0000279	Syar.g_01838	Prbm.g_00865
OG0000281	Syar.g_02218	Prbm.g_00871
OG0000282	Syar.g_03255, Syar.g_01614	Prbm.g_00931
OG0000283	Syar.g_02574	Prbm.g_00962
OG0000284	Syar.g_02568	Prbm.g_00967
OG0000285	Syar.g_02560	Prbm.g_00972
OG0000286	Syar.g_02540	Prbm.g_00987
OG0000287	Syar.g_02512	Prbm.g_00102
OG0000288	Syar.g_01801	Prbm.g_01034
OG0000289	Syar.g_01786	Prbm.g_01045
OG0000290	Syar.g_01928	Prbm.g_01061
OG0000291	Syar.g_01930	Prbm.g_01063
OG0000292	Syar.g_00463	Prbm.g_01210
OG0000293	Syar.g_01526, Syar.g_03297	Prbm.g_01559
OG0000294	Syar.g_01527, Syar.g_03296	Prbm.g_01558
OG0000295	Syar.g_01951, Syar.g_03208	Prbm.g_01534
OG0000296	Syar.g_01953	Prbm.g_01532
OG0000297	Syar.g_03216	Prbm.g_01524
OG0000298	Syar.g_03215	Prbm.g_01523
OG0000299	Syar.g_01704	Prbm.g_01503
OG0000300	Syar.g_01646	Prbm.g_01500
OG0000301	Syar.g_01712	Prbm.g_01499
OG0000302	Syar.g_01713	Prbm.g_01497
OG0000303	Syar.g_01723	Prbm.g_01492
OG0000304	Syar.g_01728	Prbm.g_01489
OG0000305	Syar.g_01933, Syar.g_03163	Prbm.g_01812
OG0000306	Syar.g_01884, Syar.g_03140	Prbm.g_00875
OG0000307	Syar.g_01452, Syar.g_03153	Prbm.g_01669
OG0000308	Syar.g_01450	Prbm.g_01670
OG0000309	Syar.g_01239	Prbm.g_01674
OG0000310	Syar.g_02826	Prbm.g_01694
OG0000311	Syar.g_02823	Prbm.g_01696
OG0000312	Syar.g_00015, Syar.g_02818	Prbm.g_01699
OG0000313	Syar.g_02804	Prbm.g_01714
OG0000314	Syar.g_01403	Prbm.g_01735
OG0000315	Syar.g_01393	Prbm.g_01745
OG0000316	Syar.g_02885	Prbm.g_01770
OG0000317	Syar.g_02926	Prbm.g_01839
OG0000318	Syar.g_02930	Prbm.g_01842
OG0000319	Syar.g_02954	Prbm.g_01853
OG0000320	Syar.g_02956	Prbm.g_01855
OG0000321	Syar.g_02957	Prbm.g_01856
OG0000322	Syar.g_02958	Prbm.g_01857
OG0000323	Syar.g_02973	Prbm.g_01866
OG0000324	Syar.g_00350, Syar.g_03001	Prbm.g_01893
OG0000325	Syar.g_03291, Syar.g_00148	Prbm.g_01950
OG0000326	Syar.g_00139, Syar.g_03134	Prbm.g_01956
OG0000327	Syar.g_01029	Prbm.g_01991
OG0000328	Syar.g_01030	Prbm.g_01992
OG0000329	Syar.g_03189, Syar.g_01048	Prbm.g_02009
OG0000330	Syar.g_01049	Prbm.g_02010
OG0000331	Syar.g_03191, Syar.g_01050	Prbm.g_02011
OG0000332	Syar.g_01064, Syar.g_03299	Prbm.g_02025
OG0000333	Syar.g_01067	Prbm.g_02027
OG0000334	Syar.g_01076	Prbm.g_02036
OG0000335	Syar.g_01080	Prbm.g_02041
OG0000336	Syar.g_01084	Prbm.g_02045
OG0000337	Syar.g_00285	Prbm.g_02064
OG0000338	Syar.g_03225, Syar.g_00287	Prbm.g_02065
OG0000339	Syar.g_00658	Prbm.g_02070
OG0000340	Syar.g_00247	Prbm.g_02079
OG0000341	Syar.g_00249	Prbm.g_02081
OG0000342	Syar.g_00250	Prbm.g_02082
OG0000343	Syar.g_00256	Prbm.g_02083
OG0000344	Syar.g_00260	Prbm.g_02086
OG0000345	Syar.g_00612	Prbm.g_02091
OG0000346	Syar.g_00607	Prbm.g_02095
OG0000347	Syar.g_00558	Prbm.g_02114
OG0000348	Syar.g_00544	Prbm.g_02149
OG0000349	Syar.g_00521	Prbm.g_02167
OG0000350	Syar.g_00132	Prbm.g_02188
OG0000351	Syar.g_00442	Prbm.g_02212
OG0000352	Syar.g_00443	Prbm.g_02213
OG0000353	Syar.g_00469	Prbm.g_02232
OG0000354	Syar.g_00487	Prbm.g_01220
OG0000355	Syar.g_00471	Prbm.g_00001
OG0000356	Syar.g_00472	Prbm.g_00002
OG0000357	Syar.g_00473	Prbm.g_00003
OG0000358	Syar.g_00477	Prbm.g_00007
OG0000359	Syar.g_00479	Prbm.g_00008
OG0000360	Syar.g_00480	Prbm.g_00009
OG0000361	Syar.g_00481	Prbm.g_00010
OG0000362	Syar.g_00483	Prbm.g_00012
OG0000363	Syar.g_00484	Prbm.g_00014
OG0000364	Syar.g_02928	Prbm.g_00015
OG0000365	Syar.g_00493	Prbm.g_00020
OG0000366	Syar.g_00494	Prbm.g_00021
OG0000367	Syar.g_03262, Syar.g_00495	Prbm.g_00022
OG0000368	Syar.g_00497	Prbm.g_00024
OG0000369	Syar.g_00498	Prbm.g_00025
OG0000370	Syar.g_00499	Prbm.g_00026
OG0000371	Syar.g_00508	Prbm.g_00032
OG0000372	Syar.g_00514	Prbm.g_00033
OG0000373	Syar.g_00515	Prbm.g_00034
OG0000374	Syar.g_00516	Prbm.g_00035
OG0000375	Syar.g_00517	Prbm.g_00049
OG0000376	Syar.g_00519	Prbm.g_00051
OG0000377	Syar.g_00322	Prbm.g_00054
OG0000378	Syar.g_00905	Prbm.g_00056
OG0000379	Syar.g_00910	Prbm.g_00059
OG0000380	Syar.g_03039	Prbm.g_00123
OG0000381	Syar.g_03041	Prbm.g_00127
OG0000382	Syar.g_03057	Prbm.g_00138
OG0000383	Syar.g_03074	Prbm.g_00140
OG0000384	Syar.g_03075	Prbm.g_00141
OG0000385	Syar.g_03076	Prbm.g_00142
OG0000386	Syar.g_03077	Prbm.g_00143
OG0000387	Syar.g_03109	Prbm.g_00156
OG0000388	Syar.g_03148, Syar.g_03113	Prbm.g_00160
OG0000389	Syar.g_03118	Prbm.g_00163
OG0000390	Syar.g_00033	Prbm.g_00172
OG0000391	Syar.g_00038	Prbm.g_00176
OG0000392	Syar.g_00045	Prbm.g_00179
OG0000393	Syar.g_00048	Prbm.g_00182
OG0000394	Syar.g_00049	Prbm.g_00183
OG0000395	Syar.g_00050	Prbm.g_00184
OG0000396	Syar.g_00053	Prbm.g_00187
OG0000397	Syar.g_00055	Prbm.g_00189
OG0000398	Syar.g_00060	Prbm.g_00192
OG0000399	Syar.g_00061	Prbm.g_00193
OG0000400	Syar.g_00062	Prbm.g_00194
OG0000401	Syar.g_00063	Prbm.g_00195
OG0000402	Syar.g_00065	Prbm.g_01096
OG0000403	Syar.g_00066	Prbm.g_00196
OG0000404	Syar.g_00067	Prbm.g_00197
OG0000405	Syar.g_00076	Prbm.g_00202
OG0000406	Syar.g_00080	Prbm.g_00206
OG0000407	Syar.g_00081	Prbm.g_00207
OG0000408	Syar.g_00083	Prbm.g_00209
OG0000409	Syar.g_00085	Prbm.g_00211
OG0000410	Syar.g_00086	Prbm.g_00212
OG0000411	Syar.g_00087	Prbm.g_00213
OG0000412	Syar.g_00088	Prbm.g_00214
OG0000413	Syar.g_00090	Prbm.g_00215
OG0000414	Syar.g_00091, Syar.g_03179	Prbm.g_00216
OG0000415	Syar.g_00092	Prbm.g_00217
OG0000416	Syar.g_00093	Prbm.g_00218
OG0000417	Syar.g_00095	Prbm.g_00219
OG0000418	Syar.g_00100	Prbm.g_00224
OG0000419	Syar.g_00102	Prbm.g_00226
OG0000420	Syar.g_00104	Prbm.g_00227
OG0000421	Syar.g_00109	Prbm.g_00232
OG0000422	Syar.g_00110	Prbm.g_00233
OG0000423	Syar.g_00111	Prbm.g_00234
OG0000424	Syar.g_00112	Prbm.g_00235
OG0000425	Syar.g_00113	Prbm.g_00236
OG0000426	Syar.g_00114	Prbm.g_00237
OG0000427	Syar.g_00115	Prbm.g_00238
OG0000428	Syar.g_00118	Prbm.g_00240
OG0000429	Syar.g_00121	Prbm.g_00241
OG0000430	Syar.g_00123	Prbm.g_00242
OG0000431	Syar.g_00127	Prbm.g_00244
OG0000432	Syar.g_01009	Prbm.g_00248
OG0000433	Syar.g_01007	Prbm.g_00249
OG0000434	Syar.g_01006	Prbm.g_00250
OG0000435	Syar.g_01003	Prbm.g_00251
OG0000436	Syar.g_00994	Prbm.g_00256
OG0000437	Syar.g_00993	Prbm.g_00257
OG0000438	Syar.g_00992	Prbm.g_00258
OG0000439	Syar.g_00990	Prbm.g_00260
OG0000440	Syar.g_00989	Prbm.g_00261
OG0000441	Syar.g_00986	Prbm.g_00263
OG0000442	Syar.g_00977	Prbm.g_00264
OG0000443	Syar.g_00964	Prbm.g_00265
OG0000444	Syar.g_00954	Prbm.g_00270
OG0000445	Syar.g_00953	Prbm.g_00271
OG0000446	Syar.g_00951	Prbm.g_00272
OG0000447	Syar.g_00948	Prbm.g_00273
OG0000448	Syar.g_00947	Prbm.g_00274
OG0000449	Syar.g_00946	Prbm.g_00275
OG0000450	Syar.g_00939	Prbm.g_00276
OG0000451	Syar.g_00938	Prbm.g_00277
OG0000452	Syar.g_00934	Prbm.g_00280
OG0000453	Syar.g_00933	Prbm.g_00281
OG0000454	Syar.g_00932	Prbm.g_00282
OG0000455	Syar.g_00931	Prbm.g_00283
OG0000456	Syar.g_00930	Prbm.g_00284
OG0000457	Syar.g_00928	Prbm.g_00285
OG0000458	Syar.g_00918	Prbm.g_00286
OG0000459	Syar.g_00917	Prbm.g_00287
OG0000460	Syar.g_03024	Prbm.g_00295
OG0000461	Syar.g_00153	Prbm.g_00303
OG0000462	Syar.g_00155	Prbm.g_00305
OG0000463	Syar.g_00156	Prbm.g_00306
OG0000464	Syar.g_00157	Prbm.g_00307
OG0000465	Syar.g_00159	Prbm.g_00308
OG0000466	Syar.g_00164	Prbm.g_00309
OG0000467	Syar.g_00165	Prbm.g_00310
OG0000468	Syar.g_00170	Prbm.g_00312
OG0000469	Syar.g_00203	Prbm.g_00320
OG0000470	Syar.g_00206	Prbm.g_00322
OG0000471	Syar.g_00207	Prbm.g_00323
OG0000472	Syar.g_00208	Prbm.g_00324
OG0000473	Syar.g_00210	Prbm.g_00326
OG0000474	Syar.g_00211	Prbm.g_00327
OG0000475	Syar.g_00212	Prbm.g_00328
OG0000476	Syar.g_00214	Prbm.g_00330
OG0000477	Syar.g_00219	Prbm.g_00332
OG0000478	Syar.g_00220	Prbm.g_00333
OG0000479	Syar.g_00221	Prbm.g_00334
OG0000480	Syar.g_00228	Prbm.g_00339
OG0000481	Syar.g_00230	Prbm.g_00341
OG0000482	Syar.g_00231	Prbm.g_00342
OG0000483	Syar.g_00235	Prbm.g_00345
OG0000484	Syar.g_00236	Prbm.g_00346
OG0000485	Syar.g_00237	Prbm.g_00347
OG0000486	Syar.g_00238, Syar.g_00024	Prbm.g_00348
OG0000487	Syar.g_00245	Prbm.g_00351
OG0000488	Syar.g_00853	Prbm.g_00354
OG0000489	Syar.g_00833	Prbm.g_00359
OG0000490	Syar.g_00823	Prbm.g_00364
OG0000491	Syar.g_00822	Prbm.g_00365
OG0000492	Syar.g_00727	Prbm.g_00367
OG0000493	Syar.g_00726	Prbm.g_00368
OG0000494	Syar.g_00725	Prbm.g_00369
OG0000495	Syar.g_00724	Prbm.g_00370
OG0000496	Syar.g_00723	Prbm.g_00371
OG0000497	Syar.g_00722	Prbm.g_00372
OG0000498	Syar.g_00721	Prbm.g_00373
OG0000499	Syar.g_00720	Prbm.g_00374
OG0000500	Syar.g_00719	Prbm.g_00375
OG0000501	Syar.g_00716	Prbm.g_00376
OG0000502	Syar.g_00275	Prbm.g_00379
OG0000503	Syar.g_01118	Prbm.g_00400
OG0000504	Syar.g_01120	Prbm.g_00402
OG0000505	Syar.g_01121	Prbm.g_00403
OG0000506	Syar.g_01123	Prbm.g_00404
OG0000507	Syar.g_01129	Prbm.g_00407
OG0000508	Syar.g_01141	Prbm.g_00410
OG0000509	Syar.g_01143	Prbm.g_00412
OG0000510	Syar.g_01144	Prbm.g_00413
OG0000511	Syar.g_01145	Prbm.g_00414
OG0000512	Syar.g_01147	Prbm.g_00416
OG0000513	Syar.g_01166	Prbm.g_00426
OG0000514	Syar.g_01169	Prbm.g_00440
OG0000515	Syar.g_01170	Prbm.g_00441
OG0000516	Syar.g_01172	Prbm.g_00442
OG0000517	Syar.g_01176	Prbm.g_00445
OG0000518	Syar.g_02868	Prbm.g_00456
OG0000519	Syar.g_02867	Prbm.g_00457
OG0000520	Syar.g_02866	Prbm.g_00458
OG0000521	Syar.g_01419	Prbm.g_00480
OG0000522	Syar.g_01421	Prbm.g_00482
OG0000523	Syar.g_01422	Prbm.g_00483
OG0000524	Syar.g_01244	Prbm.g_00490
OG0000525	Syar.g_01263	Prbm.g_00494
OG0000526	Syar.g_01266	Prbm.g_00495
OG0000527	Syar.g_01271	Prbm.g_00498
OG0000528	Syar.g_01466	Prbm.g_00504
OG0000529	Syar.g_01470	Prbm.g_00507
OG0000530	Syar.g_01473	Prbm.g_00510
OG0000531	Syar.g_01474	Prbm.g_00511
OG0000532	Syar.g_01477	Prbm.g_00512
OG0000533	Syar.g_01479	Prbm.g_00513
OG0000534	Syar.g_01480	Prbm.g_00514
OG0000535	Syar.g_01481	Prbm.g_00515
OG0000536	Syar.g_01482	Prbm.g_00516
OG0000537	Syar.g_01483	Prbm.g_00517
OG0000538	Syar.g_01496	Prbm.g_00534
OG0000539	Syar.g_01497	Prbm.g_00535
OG0000540	Syar.g_01498	Prbm.g_00536
OG0000541	Syar.g_01499	Prbm.g_00537
OG0000542	Syar.g_01502	Prbm.g_00539
OG0000543	Syar.g_01504	Prbm.g_00541
OG0000544	Syar.g_01505	Prbm.g_00542
OG0000545	Syar.g_01507	Prbm.g_00544
OG0000546	Syar.g_01509	Prbm.g_00547
OG0000547	Syar.g_01511	Prbm.g_00549
OG0000548	Syar.g_01512	Prbm.g_00550
OG0000549	Syar.g_02693	Prbm.g_00553
