Orthogroup	Syar	Prbh
OG0000076	Syar.g_00608	Prbh.g_01581
OG0000078	Syar.g_01366	Prbh.g_00540
OG0000079	Syar.g_00166	Prbh.g_00527
OG0000081	Syar.g_01898	Prbh.g_00298
OG0000082	Syar.g_02202	Prbh.g_01855
OG0000085	Syar.g_02919	Prbh.g_01408
OG0000086	Syar.g_03085	Prbh.g_00695
OG0000087	Syar.g_03192, Syar.g_00068	Prbh.g_00642
OG0000088	Syar.g_00101	Prbh.g_00616
OG0000089	Syar.g_01162	Prbh.g_00415
OG0000090	Syar.g_03271, Syar.g_02363, Syar.g_02353, Syar.g_02356	Prbh.g_00296
OG0000091	Syar.g_01891, Syar.g_02426	Prbh.g_01211
OG0000092	Syar.g_01960	Prbh.g_00883
OG0000093	Syar.g_00819	Prbh.g_01181
OG0000094	Syar.g_01789	Prbh.g_01130
OG0000095	Syar.g_01932	Prbh.g_01031
OG0000097	Syar.g_01706, Syar.g_00364	Prbh.g_01236
OG0000098	Syar.g_02343	Prbh.g_01935
OG0000099	Syar.g_00715	Prbh.g_00032
OG0000100	Syar.g_02477	Prbh.g_00179
OG0000101	Syar.g_01073, Syar.g_03154	Prbh.g_01644
OG0000102	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138	Prbh.g_01576
OG0000103	Syar.g_00452, Syar.g_00014	Prbh.g_01489
OG0000104	Syar.g_00466	Prbh.g_01480
OG0000105	Syar.g_00218	Prbh.g_00505
OG0000106	Syar.g_01748	Prbh.g_00821
OG0000107	Syar.g_00149	Prbh.g_01718
OG0000108	Syar.g_01469	Prbh.g_00351
OG0000109	Syar.g_03310, Syar.g_01485	Prbh.g_00337
OG0000110	Syar.g_02295	Prbh.g_00254
OG0000111	Syar.g_01940	Prbh.g_00937
OG0000112	Syar.g_02548, Syar.g_03195	Prbh.g_01078
OG0000113	Syar.g_02664	Prbh.g_00976
OG0000114	Syar.g_01616	Prbh.g_00878
OG0000115	Syar.g_02854, Syar.g_01415	Prbh.g_01344
OG0000116	Syar.g_01525, Syar.g_02255	Prbh.g_01294
OG0000117	Syar.g_01969	Prbh.g_01255
OG0000118	Syar.g_02793	Prbh.g_01385
OG0000120	Syar.g_00713	Prbh.g_00031
OG0000121	Syar.g_02806	Prbh.g_00101
OG0000123	Syar.g_01079	Prbh.g_01637
OG0000124	Syar.g_00586	Prbh.g_01564
OG0000125	Syar.g_00338	Prbh.g_01528
OG0000126	Syar.g_00887, Syar.g_00888	Prbh.g_01481
OG0000128	Syar.g_00482	Prbh.g_01953
OG0000129	Syar.g_00324	Prbh.g_00738
OG0000130	Syar.g_03040	Prbh.g_00713
OG0000131	Syar.g_00078	Prbh.g_00637
OG0000132	Syar.g_00099	Prbh.g_00618
OG0000133	Syar.g_02543	Prbh.g_00457
OG0000134	Syar.g_02009, Syar.g_01165	Prbh.g_00413
OG0000135	Syar.g_00698	Prbh.g_01825
OG0000136	Syar.g_02874	Prbh.g_00391
OG0000137	Syar.g_01273	Prbh.g_00356
OG0000138	Syar.g_01486	Prbh.g_00336
OG0000139	Syar.g_03245	Prbh.g_00292
OG0000140	Syar.g_02344, Syar.g_03246	Prbh.g_00291
OG0000141	Syar.g_02129	Prbh.g_00222
OG0000142	Syar.g_02418	Prbh.g_01218
OG0000143	Syar.g_02422	Prbh.g_01215
OG0000144	Syar.g_02441	Prbh.g_01201
OG0000145	Syar.g_01494	Prbh.g_01880
OG0000146	Syar.g_02549	Prbh.g_01077
OG0000147	Syar.g_02550	Prbh.g_01076
OG0000148	Syar.g_02658	Prbh.g_00970
OG0000149	Syar.g_01830, Syar.g_03289, Syar.g_03288	Prbh.g_01002
OG0000150	Syar.g_02130	Prbh.g_01012
OG0000151	Syar.g_02038	Prbh.g_00888
OG0000152	Syar.g_02539	Prbh.g_01086
OG0000153	Syar.g_03283, Syar.g_02503	Prbh.g_01104
OG0000154	Syar.g_01800	Prbh.g_01121
OG0000155	Syar.g_01959	Prbh.g_01261
OG0000156	Syar.g_01517	Prbh.g_01362
OG0000157	Syar.g_01516	Prbh.g_01363
OG0000158	Syar.g_00650	Prbh.g_01599
OG0000159	Syar.g_02359	Prbh.g_00039, Prbh.g_00722
OG0000160	Syar.g_02807	Prbh.g_00100
OG0000161	Syar.g_02801	Prbh.g_01288, Prbh.g_00106
OG0000162	Syar.g_02863	Prbh.g_00112
OG0000163	Syar.g_01186	Prbh.g_00151
OG0000164	Syar.g_03168, Syar.g_02969	Prbh.g_01758
OG0000165	Syar.g_02976	Prbh.g_01750
OG0000166	Syar.g_01034	Prbh.g_01681
OG0000167	Syar.g_00662	Prbh.g_01609
OG0000168	Syar.g_00246	Prbh.g_01598
OG0000169	Syar.g_00262	Prbh.g_01588
OG0000170	Syar.g_00613	Prbh.g_01585
OG0000171	Syar.g_00587	Prbh.g_01565
OG0000172	Syar.g_00547	Prbh.g_01558
OG0000173	Syar.g_00528	Prbh.g_01543
OG0000174	Syar.g_00701	Prbh.g_01512
OG0000175	Syar.g_00438	Prbh.g_01500
OG0000176	Syar.g_00474	Prbh.g_01472
OG0000177	Syar.g_00475	Prbh.g_01471
OG0000178	Syar.g_00476	Prbh.g_01470
OG0000179	Syar.g_00489	Prbh.g_00764
OG0000180	Syar.g_00490	Prbh.g_00763
OG0000181	Syar.g_00491	Prbh.g_00762
OG0000182	Syar.g_00492	Prbh.g_00761
OG0000183	Syar.g_00496	Prbh.g_00757
OG0000184	Syar.g_00897	Prbh.g_00734
OG0000185	Syar.g_00909	Prbh.g_00731
OG0000186	Syar.g_03036	Prbh.g_00719
OG0000187	Syar.g_03038	Prbh.g_00718
OG0000188	Syar.g_03058	Prbh.g_00701
OG0000189	Syar.g_03104	Prbh.g_00687
OG0000190	Syar.g_03107, Syar.g_02374	Prbh.g_00686
OG0000191	Syar.g_00039	Prbh.g_00664
OG0000192	Syar.g_00046	Prbh.g_00659
OG0000193	Syar.g_00079	Prbh.g_00636
OG0000194	Syar.g_00082, Syar.g_03236	Prbh.g_00633
OG0000195	Syar.g_00023, Syar.g_00084	Prbh.g_00631
OG0000196	Syar.g_00096	Prbh.g_00621
OG0000197	Syar.g_00097	Prbh.g_00620
OG0000198	Syar.g_00098	Prbh.g_00619
OG0000199	Syar.g_00106	Prbh.g_00612
OG0000200	Syar.g_00124	Prbh.g_00599
OG0000201	Syar.g_01000	Prbh.g_00590
OG0000202	Syar.g_00021, Syar.g_00998	Prbh.g_00589
OG0000203	Syar.g_00997, Syar.g_00020	Prbh.g_00588
OG0000204	Syar.g_00996	Prbh.g_00587
OG0000205	Syar.g_00988	Prbh.g_00580
OG0000206	Syar.g_00963	Prbh.g_00575
OG0000207	Syar.g_00957	Prbh.g_00573
OG0000208	Syar.g_00956	Prbh.g_00572
OG0000209	Syar.g_00936, Syar.g_03261	Prbh.g_00563
OG0000210	Syar.g_03260, Syar.g_00935	Prbh.g_00562
OG0000211	Syar.g_03026	Prbh.g_00547
OG0000212	Syar.g_03017	Prbh.g_00539
OG0000213	Syar.g_00187	Prbh.g_00521
OG0000214	Syar.g_00209	Prbh.g_00512
OG0000215	Syar.g_00239	Prbh.g_00485
OG0000216	Syar.g_00244	Prbh.g_00484
OG0000217	Syar.g_00854	Prbh.g_00481
OG0000218	Syar.g_00852	Prbh.g_00479
OG0000219	Syar.g_00851	Prbh.g_00478
OG0000220	Syar.g_00850, Syar.g_02026	Prbh.g_00477
OG0000221	Syar.g_00834	Prbh.g_00476
OG0000222	Syar.g_02119, Syar.g_00728	Prbh.g_00469
OG0000223	Syar.g_00649	Prbh.g_00456
OG0000224	Syar.g_00273	Prbh.g_00454
OG0000225	Syar.g_01142	Prbh.g_00426
OG0000226	Syar.g_01146	Prbh.g_00422
OG0000227	Syar.g_01148	Prbh.g_00420
OG0000228	Syar.g_01161	Prbh.g_00416
OG0000229	Syar.g_01177, Syar.g_03273	Prbh.g_00396
OG0000230	Syar.g_01179	Prbh.g_00394
OG0000231	Syar.g_02865, Syar.g_03151	Prbh.g_00383
OG0000232	Syar.g_01424	Prbh.g_00370
OG0000233	Syar.g_03183, Syar.g_01247	Prbh.g_00365
OG0000234	Syar.g_01275	Prbh.g_00355
OG0000235	Syar.g_01468	Prbh.g_00352
OG0000236	Syar.g_01484, Syar.g_03311	Prbh.g_00338
OG0000237	Syar.g_01503	Prbh.g_00324
OG0000238	Syar.g_01508	Prbh.g_00318
OG0000239	Syar.g_03277, Syar.g_02687	Prbh.g_00305
OG0000240	Syar.g_02686, Syar.g_03278	Prbh.g_00304
OG0000241	Syar.g_02410	Prbh.g_00299
OG0000242	Syar.g_01926	Prbh.g_00297
OG0000243	Syar.g_02335	Prbh.g_00287
OG0000244	Syar.g_02327	Prbh.g_00284
OG0000245	Syar.g_02325, Syar.g_03238	Prbh.g_00282
OG0000246	Syar.g_02321	Prbh.g_00278
OG0000247	Syar.g_02310	Prbh.g_00267
OG0000248	Syar.g_02307, Syar.g_03293	Prbh.g_00264
OG0000249	Syar.g_02305	Prbh.g_00262
OG0000250	Syar.g_02299	Prbh.g_00257
OG0000251	Syar.g_03207, Syar.g_02194	Prbh.g_00239
OG0000252	Syar.g_02189, Syar.g_03263	Prbh.g_00236
OG0000253	Syar.g_02028	Prbh.g_00235
OG0000254	Syar.g_02169	Prbh.g_00218
OG0000255	Syar.g_02224, Syar.g_00011	Prbh.g_00212
OG0000256	Syar.g_02244	Prbh.g_01455
OG0000257	Syar.g_02407, Syar.g_01762	Prbh.g_01223
OG0000258	Syar.g_00010, Syar.g_02427	Prbh.g_01210
OG0000259	Syar.g_02472	Prbh.g_01193
OG0000260	Syar.g_03220, Syar.g_02475	Prbh.g_01190
OG0000261	Syar.g_01916	Prbh.g_01187
OG0000262	Syar.g_01690	Prbh.g_01182
OG0000263	Syar.g_01991	Prbh.g_00915
OG0000264	Syar.g_02135, Syar.g_03267	Prbh.g_00926
OG0000266	Syar.g_01570	Prbh.g_01163
OG0000267	Syar.g_01873	Prbh.g_01150
OG0000268	Syar.g_02589	Prbh.g_01149
OG0000269	Syar.g_02634	Prbh.g_00948
OG0000270	Syar.g_00744, Syar.g_02637	Prbh.g_00951
OG0000271	Syar.g_02645	Prbh.g_00959
OG0000272	Syar.g_02646	Prbh.g_00960
OG0000273	Syar.g_00008	Prbh.g_00983
OG0000274	Syar.g_02482, Syar.g_00009	Prbh.g_00984
OG0000275	Syar.g_01810	Prbh.g_00987
OG0000276	Syar.g_01817	Prbh.g_00993
OG0000277	Syar.g_03242, Syar.g_01818	Prbh.g_00994
OG0000278	Syar.g_01821, Syar.g_03174	Prbh.g_00997
OG0000279	Syar.g_01838	Prbh.g_01005
OG0000280	Syar.g_02067, Syar.g_00734	Prbh.g_01006
OG0000281	Syar.g_02218	Prbh.g_01013
OG0000282	Syar.g_03255, Syar.g_01614	Prbh.g_00880
OG0000283	Syar.g_02574	Prbh.g_01059
OG0000284	Syar.g_02568	Prbh.g_01064
OG0000285	Syar.g_02560	Prbh.g_01069
OG0000286	Syar.g_02540	Prbh.g_01085
OG0000287	Syar.g_02512	Prbh.g_01342
OG0000288	Syar.g_01801	Prbh.g_01120
OG0000289	Syar.g_01786	Prbh.g_01135
OG0000290	Syar.g_01928	Prbh.g_01034
OG0000291	Syar.g_01930	Prbh.g_01032
OG0000292	Syar.g_00463	Prbh.g_01328
OG0000293	Syar.g_01526, Syar.g_03297	Prbh.g_01293
OG0000294	Syar.g_01527, Syar.g_03296	Prbh.g_01292
OG0000295	Syar.g_01951, Syar.g_03208	Prbh.g_01268
OG0000296	Syar.g_01953	Prbh.g_01266
OG0000297	Syar.g_03216	Prbh.g_01257
OG0000298	Syar.g_03215	Prbh.g_01256
OG0000299	Syar.g_01704	Prbh.g_01237
OG0000300	Syar.g_01646	Prbh.g_01234
OG0000301	Syar.g_01712	Prbh.g_01233
OG0000302	Syar.g_01713	Prbh.g_01231
OG0000303	Syar.g_01723	Prbh.g_01225
OG0000304	Syar.g_01728	Prbh.g_01450
OG0000305	Syar.g_01933, Syar.g_03163	Prbh.g_01326
OG0000306	Syar.g_01884, Syar.g_03140	Prbh.g_01017
OG0000307	Syar.g_01452, Syar.g_03153	Prbh.g_00019
OG0000308	Syar.g_01450	Prbh.g_00020
OG0000309	Syar.g_01239	Prbh.g_00024
OG0000310	Syar.g_02826	Prbh.g_00082
OG0000311	Syar.g_02823	Prbh.g_00084
OG0000312	Syar.g_00015, Syar.g_02818	Prbh.g_00087
OG0000313	Syar.g_02804	Prbh.g_00103
OG0000314	Syar.g_01403	Prbh.g_00126
OG0000315	Syar.g_01393	Prbh.g_00136
OG0000316	Syar.g_02885	Prbh.g_00162
OG0000317	Syar.g_02926	Prbh.g_01785
OG0000318	Syar.g_02930	Prbh.g_01781
OG0000319	Syar.g_02954	Prbh.g_01768
OG0000320	Syar.g_02956	Prbh.g_01766
OG0000321	Syar.g_02957	Prbh.g_01765
OG0000322	Syar.g_02958	Prbh.g_01764
OG0000323	Syar.g_02973	Prbh.g_01755
OG0000324	Syar.g_00350, Syar.g_03001	Prbh.g_01727
OG0000325	Syar.g_03291, Syar.g_00148	Prbh.g_01717
OG0000326	Syar.g_00139, Syar.g_03134	Prbh.g_01710
OG0000327	Syar.g_01029	Prbh.g_01686
OG0000328	Syar.g_01030	Prbh.g_01685
OG0000329	Syar.g_03189, Syar.g_01048	Prbh.g_01668
OG0000330	Syar.g_01049	Prbh.g_01667
OG0000331	Syar.g_03191, Syar.g_01050	Prbh.g_01666
OG0000332	Syar.g_01064, Syar.g_03299	Prbh.g_01652
OG0000333	Syar.g_01067	Prbh.g_01650
OG0000334	Syar.g_01076	Prbh.g_01641
OG0000335	Syar.g_01080	Prbh.g_01636
OG0000336	Syar.g_01084	Prbh.g_01632
OG0000337	Syar.g_00285	Prbh.g_01613
OG0000338	Syar.g_03225, Syar.g_00287	Prbh.g_01612
OG0000339	Syar.g_00658	Prbh.g_01606
OG0000340	Syar.g_00247	Prbh.g_01597
OG0000341	Syar.g_00249	Prbh.g_01595
OG0000342	Syar.g_00250	Prbh.g_01594
OG0000343	Syar.g_00256	Prbh.g_01593
OG0000344	Syar.g_00260	Prbh.g_01590
OG0000345	Syar.g_00612	Prbh.g_01584
OG0000346	Syar.g_00607	Prbh.g_01580
OG0000347	Syar.g_00558	Prbh.g_01563
OG0000348	Syar.g_00544	Prbh.g_01555
OG0000349	Syar.g_00521	Prbh.g_01537
OG0000350	Syar.g_00132	Prbh.g_01516
OG0000351	Syar.g_00442	Prbh.g_01497
OG0000352	Syar.g_00443	Prbh.g_01496
OG0000353	Syar.g_00469	Prbh.g_01477
OG0000355	Syar.g_00471	Prbh.g_01475
OG0000356	Syar.g_00472	Prbh.g_01474
OG0000357	Syar.g_00473	Prbh.g_01473
OG0000358	Syar.g_00477	Prbh.g_01469
OG0000359	Syar.g_00479	Prbh.g_01468
OG0000360	Syar.g_00480	Prbh.g_01467
OG0000361	Syar.g_00481	Prbh.g_01466
OG0000362	Syar.g_00483	Prbh.g_01952
OG0000363	Syar.g_00484	Prbh.g_00766
OG0000364	Syar.g_02928	Prbh.g_00765
OG0000365	Syar.g_00493	Prbh.g_00760
OG0000366	Syar.g_00494	Prbh.g_00759
OG0000367	Syar.g_03262, Syar.g_00495	Prbh.g_00758
OG0000368	Syar.g_00497	Prbh.g_00756
OG0000369	Syar.g_00498	Prbh.g_00755
OG0000370	Syar.g_00499	Prbh.g_00754
OG0000371	Syar.g_00508	Prbh.g_00748
OG0000372	Syar.g_00514	Prbh.g_00746
OG0000373	Syar.g_00515	Prbh.g_00745
OG0000374	Syar.g_00516	Prbh.g_00744
OG0000375	Syar.g_00517	Prbh.g_00743
OG0000376	Syar.g_00519	Prbh.g_00741
OG0000377	Syar.g_00322	Prbh.g_00737
OG0000378	Syar.g_00905	Prbh.g_00733
OG0000379	Syar.g_00910	Prbh.g_00730
OG0000380	Syar.g_03039	Prbh.g_00717
OG0000381	Syar.g_03041	Prbh.g_00712
OG0000382	Syar.g_03057	Prbh.g_00702
OG0000383	Syar.g_03074	Prbh.g_00700
OG0000384	Syar.g_03075	Prbh.g_00699
OG0000385	Syar.g_03076	Prbh.g_00698
OG0000386	Syar.g_03077	Prbh.g_00697
OG0000387	Syar.g_03109	Prbh.g_00684
OG0000388	Syar.g_03148, Syar.g_03113	Prbh.g_00680
OG0000389	Syar.g_03118	Prbh.g_00677
OG0000390	Syar.g_00033	Prbh.g_00668
OG0000391	Syar.g_00038	Prbh.g_00665
OG0000392	Syar.g_00045	Prbh.g_00661
OG0000393	Syar.g_00048	Prbh.g_00658
OG0000394	Syar.g_00049	Prbh.g_00657
OG0000395	Syar.g_00050	Prbh.g_00656
OG0000396	Syar.g_00053	Prbh.g_00654
OG0000397	Syar.g_00055	Prbh.g_00652
OG0000398	Syar.g_00060	Prbh.g_00649
OG0000399	Syar.g_00061	Prbh.g_00648
OG0000400	Syar.g_00062	Prbh.g_00647
OG0000401	Syar.g_00063	Prbh.g_00646
OG0000402	Syar.g_00065	Prbh.g_01144
OG0000403	Syar.g_00066	Prbh.g_00644
OG0000404	Syar.g_00067	Prbh.g_00643
OG0000405	Syar.g_00076	Prbh.g_00639
OG0000406	Syar.g_00080	Prbh.g_00635
OG0000407	Syar.g_00081	Prbh.g_00634
OG0000408	Syar.g_00083	Prbh.g_00632
OG0000409	Syar.g_00085	Prbh.g_00630
OG0000410	Syar.g_00086	Prbh.g_00629
OG0000411	Syar.g_00087	Prbh.g_00628
OG0000412	Syar.g_00088	Prbh.g_00627
OG0000413	Syar.g_00090	Prbh.g_00626
OG0000414	Syar.g_00091, Syar.g_03179	Prbh.g_00625
OG0000415	Syar.g_00092	Prbh.g_00624
OG0000416	Syar.g_00093	Prbh.g_00623
OG0000417	Syar.g_00095	Prbh.g_00622
OG0000418	Syar.g_00100	Prbh.g_00617
OG0000419	Syar.g_00102	Prbh.g_00615
OG0000420	Syar.g_00104	Prbh.g_00614
OG0000421	Syar.g_00109	Prbh.g_00610
OG0000422	Syar.g_00110	Prbh.g_00609
OG0000423	Syar.g_00111	Prbh.g_00608
OG0000424	Syar.g_00112	Prbh.g_00607
OG0000425	Syar.g_00113	Prbh.g_00606
OG0000426	Syar.g_00114	Prbh.g_00605
OG0000427	Syar.g_00115	Prbh.g_00604
OG0000428	Syar.g_00118	Prbh.g_00602
OG0000429	Syar.g_00121	Prbh.g_00601
OG0000430	Syar.g_00123	Prbh.g_00600
OG0000431	Syar.g_00127	Prbh.g_00598
OG0000432	Syar.g_01009	Prbh.g_00594
OG0000433	Syar.g_01007	Prbh.g_00593
OG0000434	Syar.g_01006	Prbh.g_00592
OG0000435	Syar.g_01003	Prbh.g_00591
OG0000436	Syar.g_00994	Prbh.g_00586
OG0000437	Syar.g_00993	Prbh.g_00585
OG0000438	Syar.g_00992	Prbh.g_00584
OG0000439	Syar.g_00990	Prbh.g_00582
OG0000440	Syar.g_00989	Prbh.g_00581
OG0000441	Syar.g_00986	Prbh.g_00578
OG0000442	Syar.g_00977	Prbh.g_00577
OG0000443	Syar.g_00964	Prbh.g_00576
OG0000444	Syar.g_00954	Prbh.g_00571
OG0000445	Syar.g_00953	Prbh.g_00570
OG0000446	Syar.g_00951	Prbh.g_00569
OG0000447	Syar.g_00948	Prbh.g_00568
OG0000448	Syar.g_00947	Prbh.g_00567
OG0000449	Syar.g_00946	Prbh.g_00566
OG0000450	Syar.g_00939	Prbh.g_00565
OG0000451	Syar.g_00938	Prbh.g_00564
OG0000452	Syar.g_00934	Prbh.g_00561
OG0000453	Syar.g_00933	Prbh.g_00560
OG0000454	Syar.g_00932	Prbh.g_00559
OG0000455	Syar.g_00931	Prbh.g_00558
OG0000456	Syar.g_00930	Prbh.g_00557
OG0000457	Syar.g_00928	Prbh.g_00555
OG0000458	Syar.g_00918	Prbh.g_00554
OG0000459	Syar.g_00917	Prbh.g_00553
OG0000460	Syar.g_03024	Prbh.g_00545
OG0000461	Syar.g_00153	Prbh.g_00537
OG0000462	Syar.g_00155	Prbh.g_00535
OG0000463	Syar.g_00156	Prbh.g_00534
OG0000464	Syar.g_00157	Prbh.g_00533
OG0000465	Syar.g_00159	Prbh.g_00532
OG0000466	Syar.g_00164	Prbh.g_00529
OG0000467	Syar.g_00165	Prbh.g_00528
OG0000468	Syar.g_00170	Prbh.g_00525
OG0000469	Syar.g_00203	Prbh.g_00517
OG0000470	Syar.g_00206	Prbh.g_00515
OG0000471	Syar.g_00207	Prbh.g_00514
OG0000472	Syar.g_00208	Prbh.g_00513
OG0000473	Syar.g_00210	Prbh.g_00511
OG0000474	Syar.g_00211	Prbh.g_00510
OG0000475	Syar.g_00212	Prbh.g_00509
OG0000476	Syar.g_00214	Prbh.g_00507
OG0000477	Syar.g_00219	Prbh.g_00504
OG0000478	Syar.g_00220	Prbh.g_00503
OG0000479	Syar.g_00221	Prbh.g_00502
OG0000480	Syar.g_00228	Prbh.g_00497
OG0000481	Syar.g_00230	Prbh.g_00494
OG0000482	Syar.g_00231	Prbh.g_00493
OG0000483	Syar.g_00235	Prbh.g_00490
OG0000484	Syar.g_00236	Prbh.g_00489
OG0000485	Syar.g_00237	Prbh.g_00487
OG0000486	Syar.g_00238, Syar.g_00024	Prbh.g_00486
OG0000487	Syar.g_00245	Prbh.g_00483
OG0000488	Syar.g_00853	Prbh.g_00480
OG0000489	Syar.g_00833	Prbh.g_00475
OG0000490	Syar.g_00823	Prbh.g_00471
OG0000491	Syar.g_00822	Prbh.g_00470
OG0000492	Syar.g_00727	Prbh.g_00468
OG0000493	Syar.g_00726	Prbh.g_00467
OG0000494	Syar.g_00725	Prbh.g_00466
OG0000495	Syar.g_00724	Prbh.g_00465
OG0000496	Syar.g_00723	Prbh.g_00464
OG0000497	Syar.g_00722	Prbh.g_00463
OG0000498	Syar.g_00721	Prbh.g_00462
OG0000499	Syar.g_00720	Prbh.g_00461
OG0000500	Syar.g_00719	Prbh.g_00460
OG0000501	Syar.g_00716	Prbh.g_00458
OG0000502	Syar.g_00275	Prbh.g_00455
OG0000503	Syar.g_01118	Prbh.g_00439
OG0000504	Syar.g_01120	Prbh.g_00437
OG0000505	Syar.g_01121	Prbh.g_00436
OG0000506	Syar.g_01123	Prbh.g_00435
OG0000507	Syar.g_01129	Prbh.g_00431
OG0000508	Syar.g_01141	Prbh.g_00427
OG0000509	Syar.g_01143	Prbh.g_00425
OG0000510	Syar.g_01144	Prbh.g_00424
OG0000511	Syar.g_01145	Prbh.g_00423
OG0000512	Syar.g_01147	Prbh.g_00421
OG0000513	Syar.g_01166	Prbh.g_00412
OG0000514	Syar.g_01169	Prbh.g_00401
OG0000515	Syar.g_01170	Prbh.g_00400
OG0000516	Syar.g_01172	Prbh.g_00399
OG0000517	Syar.g_01176	Prbh.g_00397
OG0000518	Syar.g_02868	Prbh.g_00386
OG0000519	Syar.g_02867	Prbh.g_00385
OG0000520	Syar.g_02866	Prbh.g_00384
OG0000521	Syar.g_01419	Prbh.g_00374
OG0000522	Syar.g_01421	Prbh.g_00372
OG0000523	Syar.g_01422	Prbh.g_00371
OG0000524	Syar.g_01244	Prbh.g_00367
OG0000525	Syar.g_01263	Prbh.g_00363
OG0000526	Syar.g_01266	Prbh.g_00361
OG0000527	Syar.g_01271	Prbh.g_00358
OG0000528	Syar.g_01466	Prbh.g_00353
OG0000529	Syar.g_01470	Prbh.g_00350
OG0000530	Syar.g_01473	Prbh.g_00347
OG0000531	Syar.g_01474	Prbh.g_00346
OG0000532	Syar.g_01477	Prbh.g_00344
OG0000533	Syar.g_01479	Prbh.g_00343
OG0000534	Syar.g_01480	Prbh.g_00342
OG0000535	Syar.g_01481	Prbh.g_00341
OG0000536	Syar.g_01482	Prbh.g_00340
OG0000537	Syar.g_01483	Prbh.g_00339
OG0000538	Syar.g_01496	Prbh.g_00329
OG0000539	Syar.g_01497	Prbh.g_00328
OG0000540	Syar.g_01498	Prbh.g_00327
OG0000541	Syar.g_01499	Prbh.g_00326
OG0000542	Syar.g_01502	Prbh.g_00325
OG0000543	Syar.g_01504	Prbh.g_00323
OG0000544	Syar.g_01505	Prbh.g_00322
OG0000545	Syar.g_01507	Prbh.g_00320
OG0000546	Syar.g_01509	Prbh.g_00317
OG0000547	Syar.g_01511	Prbh.g_00315
OG0000548	Syar.g_01512	Prbh.g_00314
