Orthogroup	Syar	Prap
OG0000113	Syar.g_02664	Prap.g_00760
OG0000114	Syar.g_01616	Prap.g_00858
OG0000115	Syar.g_02854, Syar.g_01415	Prap.g_00525
OG0000116	Syar.g_01525, Syar.g_02255	Prap.g_00467
OG0000117	Syar.g_01969	Prap.g_00429
OG0000118	Syar.g_02793	Prap.g_00574
OG0000120	Syar.g_00713	Prap.g_00079
OG0000121	Syar.g_02806	Prap.g_00123
OG0000123	Syar.g_01079	Prap.g_01635
OG0000124	Syar.g_00586	Prap.g_01563
OG0000125	Syar.g_00338	Prap.g_01528
OG0000126	Syar.g_00887, Syar.g_00888	Prap.g_01870
OG0000128	Syar.g_00482	Prap.g_00043
OG0000129	Syar.g_00324	Prap.g_00910
OG0000130	Syar.g_03040	Prap.g_00881
OG0000131	Syar.g_00078	Prap.g_01026
OG0000132	Syar.g_00099	Prap.g_01006
OG0000133	Syar.g_02543	Prap.g_01389
OG0000134	Syar.g_02009, Syar.g_01165	Prap.g_01347
OG0000135	Syar.g_00698	Prap.g_00543
OG0000136	Syar.g_02874	Prap.g_01325
OG0000137	Syar.g_01273	Prap.g_01292
OG0000138	Syar.g_01486	Prap.g_01272
OG0000139	Syar.g_03245	Prap.g_01232
OG0000140	Syar.g_02344, Syar.g_03246	Prap.g_01231
OG0000141	Syar.g_02129	Prap.g_01160
OG0000142	Syar.g_02418	Prap.g_00392
OG0000143	Syar.g_02422	Prap.g_00388
OG0000144	Syar.g_02441	Prap.g_00374
OG0000145	Syar.g_01494	Prap.g_00545
OG0000146	Syar.g_02549	Prap.g_01122
OG0000147	Syar.g_02550	Prap.g_01123
OG0000148	Syar.g_02658	Prap.g_00766
OG0000149	Syar.g_01830, Syar.g_03289, Syar.g_03288	Prap.g_00734
OG0000150	Syar.g_02130	Prap.g_00724
OG0000151	Syar.g_02038	Prap.g_00848
OG0000152	Syar.g_02539	Prap.g_00257
OG0000153	Syar.g_03283, Syar.g_02503	Prap.g_00276
OG0000154	Syar.g_01800	Prap.g_00296
OG0000155	Syar.g_01959	Prap.g_00435
OG0000156	Syar.g_01517	Prap.g_00550
OG0000157	Syar.g_01516	Prap.g_00551
OG0000158	Syar.g_00650	Prap.g_01598
OG0000159	Syar.g_02359	Prap.g_00890
OG0000160	Syar.g_02807	Prap.g_00122
OG0000161	Syar.g_02801	Prap.g_00128
OG0000162	Syar.g_02863	Prap.g_00134
OG0000163	Syar.g_01186	Prap.g_00173
OG0000164	Syar.g_03168, Syar.g_02969	Prap.g_01754
OG0000165	Syar.g_02976	Prap.g_01747
OG0000166	Syar.g_01034	Prap.g_01680
OG0000167	Syar.g_00662	Prap.g_01608
OG0000168	Syar.g_00246	Prap.g_01597
OG0000169	Syar.g_00262	Prap.g_01587
OG0000170	Syar.g_00613	Prap.g_01584
OG0000171	Syar.g_00587	Prap.g_01564
OG0000172	Syar.g_00547	Prap.g_01557
OG0000173	Syar.g_00528	Prap.g_01542
OG0000174	Syar.g_00701	Prap.g_01513
OG0000175	Syar.g_00438	Prap.g_01500
OG0000176	Syar.g_00474	Prap.g_00050
OG0000177	Syar.g_00475	Prap.g_00049
OG0000178	Syar.g_00476	Prap.g_00048
OG0000179	Syar.g_00489	Prap.g_00939
OG0000180	Syar.g_00490	Prap.g_00938
OG0000181	Syar.g_00491	Prap.g_00937
OG0000182	Syar.g_00492	Prap.g_00936
OG0000183	Syar.g_00496	Prap.g_00932
OG0000184	Syar.g_00897	Prap.g_00906
OG0000185	Syar.g_00909	Prap.g_00903
OG0000186	Syar.g_03036	Prap.g_00887
OG0000187	Syar.g_03038	Prap.g_00886
OG0000188	Syar.g_03058	Prap.g_01096
OG0000189	Syar.g_03104	Prap.g_01082
OG0000190	Syar.g_03107, Syar.g_02374	Prap.g_01080
OG0000191	Syar.g_00039	Prap.g_01057
OG0000192	Syar.g_00046	Prap.g_01052
OG0000193	Syar.g_00079	Prap.g_01025
OG0000194	Syar.g_00082, Syar.g_03236	Prap.g_01022
OG0000195	Syar.g_00023, Syar.g_00084	Prap.g_01020
OG0000196	Syar.g_00096	Prap.g_01009
OG0000197	Syar.g_00097	Prap.g_01008
OG0000198	Syar.g_00098	Prap.g_01007
OG0000199	Syar.g_00106	Prap.g_01000
OG0000200	Syar.g_00124	Prap.g_00986
OG0000201	Syar.g_01000	Prap.g_00977
OG0000202	Syar.g_00021, Syar.g_00998	Prap.g_00976
OG0000203	Syar.g_00997, Syar.g_00020	Prap.g_00975
OG0000204	Syar.g_00996	Prap.g_00974
OG0000205	Syar.g_00988	Prap.g_00967
OG0000206	Syar.g_00963	Prap.g_00962
OG0000207	Syar.g_00957	Prap.g_00959
OG0000208	Syar.g_00956	Prap.g_00958
OG0000209	Syar.g_00936, Syar.g_03261	Prap.g_00949
OG0000210	Syar.g_03260, Syar.g_00935	Prap.g_00948
OG0000211	Syar.g_03026	Prap.g_01479
OG0000212	Syar.g_03017	Prap.g_01471
OG0000213	Syar.g_00187	Prap.g_01453
OG0000214	Syar.g_00209	Prap.g_01443
OG0000215	Syar.g_00239	Prap.g_01416
OG0000216	Syar.g_00244	Prap.g_01415
OG0000217	Syar.g_00854	Prap.g_01412
OG0000218	Syar.g_00852	Prap.g_01410
OG0000219	Syar.g_00851	Prap.g_01409
OG0000220	Syar.g_00850, Syar.g_02026	Prap.g_01408
OG0000221	Syar.g_00834	Prap.g_01407
OG0000222	Syar.g_02119, Syar.g_00728	Prap.g_01400
OG0000223	Syar.g_00649	Prap.g_01388
OG0000224	Syar.g_00273	Prap.g_01386
OG0000225	Syar.g_01142	Prap.g_01360
OG0000226	Syar.g_01146	Prap.g_01356
OG0000227	Syar.g_01148	Prap.g_01354
OG0000228	Syar.g_01161	Prap.g_01350
OG0000229	Syar.g_01177, Syar.g_03273	Prap.g_01330
OG0000230	Syar.g_01179	Prap.g_01328
OG0000231	Syar.g_02865, Syar.g_03151	Prap.g_01317
OG0000232	Syar.g_01424	Prap.g_01306
OG0000233	Syar.g_03183, Syar.g_01247	Prap.g_01300
OG0000234	Syar.g_01275	Prap.g_01291
OG0000235	Syar.g_01468	Prap.g_01288
OG0000236	Syar.g_01484, Syar.g_03311	Prap.g_01274
OG0000237	Syar.g_01503	Prap.g_01261
OG0000238	Syar.g_01508	Prap.g_01255
OG0000239	Syar.g_03277, Syar.g_02687	Prap.g_01244
OG0000240	Syar.g_02686, Syar.g_03278	Prap.g_01243
OG0000241	Syar.g_02410	Prap.g_01239
OG0000242	Syar.g_01926	Prap.g_01237
OG0000243	Syar.g_02335	Prap.g_01226
OG0000244	Syar.g_02327	Prap.g_01223
OG0000245	Syar.g_02325, Syar.g_03238	Prap.g_01221
OG0000246	Syar.g_02321	Prap.g_01217
OG0000247	Syar.g_02310	Prap.g_01207
OG0000248	Syar.g_02307, Syar.g_03293	Prap.g_01204
OG0000249	Syar.g_02305	Prap.g_01202
OG0000250	Syar.g_02299	Prap.g_01197
OG0000251	Syar.g_03207, Syar.g_02194	Prap.g_01177
OG0000252	Syar.g_02189, Syar.g_03263	Prap.g_01174
OG0000253	Syar.g_02028	Prap.g_01173
OG0000254	Syar.g_02169	Prap.g_01156
OG0000255	Syar.g_02224, Syar.g_00011	Prap.g_01150
OG0000256	Syar.g_02244	Prap.g_01140
OG0000257	Syar.g_02407, Syar.g_01762	Prap.g_00397
OG0000258	Syar.g_00010, Syar.g_02427	Prap.g_00383
OG0000259	Syar.g_02472	Prap.g_00366
OG0000260	Syar.g_03220, Syar.g_02475	Prap.g_00363
OG0000261	Syar.g_01916	Prap.g_00360
OG0000262	Syar.g_01690	Prap.g_00356
OG0000263	Syar.g_01991	Prap.g_00820
OG0000264	Syar.g_02135, Syar.g_03267	Prap.g_00809
OG0000266	Syar.g_01570	Prap.g_00337
OG0000267	Syar.g_01873	Prap.g_00325
OG0000268	Syar.g_02589	Prap.g_00324
OG0000269	Syar.g_02634	Prap.g_00788
OG0000270	Syar.g_00744, Syar.g_02637	Prap.g_00785
OG0000271	Syar.g_02645	Prap.g_00777
OG0000272	Syar.g_02646	Prap.g_00776
OG0000273	Syar.g_00008	Prap.g_00752
OG0000274	Syar.g_02482, Syar.g_00009	Prap.g_00751
OG0000275	Syar.g_01810	Prap.g_00748
OG0000276	Syar.g_01817	Prap.g_00742
OG0000277	Syar.g_03242, Syar.g_01818	Prap.g_00741
OG0000278	Syar.g_01821, Syar.g_03174	Prap.g_00738
OG0000279	Syar.g_01838	Prap.g_00731
OG0000280	Syar.g_02067, Syar.g_00734	Prap.g_00730
OG0000281	Syar.g_02218	Prap.g_00723
OG0000282	Syar.g_03255, Syar.g_01614	Prap.g_00856
OG0000283	Syar.g_02574	Prap.g_00680
OG0000284	Syar.g_02568	Prap.g_00675
OG0000285	Syar.g_02560	Prap.g_00243
OG0000286	Syar.g_02540	Prap.g_00256
OG0000287	Syar.g_02512	Prap.g_00522
OG0000288	Syar.g_01801	Prap.g_00295
OG0000289	Syar.g_01786	Prap.g_00311
OG0000290	Syar.g_01928	Prap.g_00705
OG0000291	Syar.g_01930	Prap.g_00707
OG0000292	Syar.g_00463	Prap.g_00501
OG0000293	Syar.g_01526, Syar.g_03297	Prap.g_00466
OG0000294	Syar.g_01527, Syar.g_03296	Prap.g_00465
OG0000295	Syar.g_01951, Syar.g_03208	Prap.g_00442
OG0000296	Syar.g_01953	Prap.g_00440
OG0000297	Syar.g_03216	Prap.g_00431
OG0000298	Syar.g_03215	Prap.g_00430
OG0000299	Syar.g_01704	Prap.g_00411
OG0000300	Syar.g_01646	Prap.g_00408
OG0000301	Syar.g_01712	Prap.g_00407
OG0000302	Syar.g_01713	Prap.g_00405
OG0000303	Syar.g_01723	Prap.g_00399
OG0000304	Syar.g_01728	Prap.g_01135
OG0000305	Syar.g_01933, Syar.g_03163	Prap.g_00499
OG0000306	Syar.g_01884, Syar.g_03140	Prap.g_00719
OG0000307	Syar.g_01452, Syar.g_03153	Prap.g_00068
OG0000308	Syar.g_01450	Prap.g_00069
OG0000309	Syar.g_01239	Prap.g_00073
OG0000310	Syar.g_02826	Prap.g_00107
OG0000311	Syar.g_02823	Prap.g_00109
OG0000312	Syar.g_00015, Syar.g_02818	Prap.g_00112
OG0000313	Syar.g_02804	Prap.g_00125
OG0000314	Syar.g_01403	Prap.g_00148
OG0000315	Syar.g_01393	Prap.g_00158
OG0000316	Syar.g_02885	Prap.g_00183
OG0000317	Syar.g_02926	Prap.g_01782
OG0000318	Syar.g_02930	Prap.g_01778
OG0000319	Syar.g_02954	Prap.g_01765
OG0000320	Syar.g_02956	Prap.g_01763
OG0000321	Syar.g_02957	Prap.g_01762
OG0000322	Syar.g_02958	Prap.g_01761
OG0000323	Syar.g_02973	Prap.g_01751
OG0000324	Syar.g_00350, Syar.g_03001	Prap.g_01724
OG0000325	Syar.g_03291, Syar.g_00148	Prap.g_01713
OG0000326	Syar.g_00139, Syar.g_03134	Prap.g_01706
OG0000327	Syar.g_01029	Prap.g_01685
OG0000328	Syar.g_01030	Prap.g_01684
OG0000329	Syar.g_03189, Syar.g_01048	Prap.g_01667
OG0000330	Syar.g_01049	Prap.g_01666
OG0000331	Syar.g_03191, Syar.g_01050	Prap.g_01665
OG0000332	Syar.g_01064, Syar.g_03299	Prap.g_01651
OG0000333	Syar.g_01067	Prap.g_01648, Prap.g_01649
OG0000334	Syar.g_01076	Prap.g_01639
OG0000335	Syar.g_01080	Prap.g_01634
OG0000336	Syar.g_01084	Prap.g_01630
OG0000337	Syar.g_00285	Prap.g_01612
OG0000338	Syar.g_03225, Syar.g_00287	Prap.g_01611
OG0000339	Syar.g_00658	Prap.g_01605
OG0000340	Syar.g_00247	Prap.g_01596
OG0000341	Syar.g_00249	Prap.g_01594
OG0000342	Syar.g_00250	Prap.g_01593
OG0000343	Syar.g_00256	Prap.g_01592
OG0000344	Syar.g_00260	Prap.g_01589
OG0000345	Syar.g_00612	Prap.g_01583
OG0000346	Syar.g_00607	Prap.g_01579
OG0000347	Syar.g_00558	Prap.g_01562
OG0000348	Syar.g_00544	Prap.g_01554
OG0000349	Syar.g_00521	Prap.g_01537
OG0000350	Syar.g_00132	Prap.g_00623
OG0000351	Syar.g_00442	Prap.g_01497
OG0000352	Syar.g_00443	Prap.g_01496
OG0000353	Syar.g_00469	Prap.g_00055
OG0000355	Syar.g_00471	Prap.g_00053
OG0000356	Syar.g_00472	Prap.g_00052
OG0000357	Syar.g_00473	Prap.g_00051
OG0000358	Syar.g_00477	Prap.g_00047
OG0000359	Syar.g_00479	Prap.g_00046
OG0000360	Syar.g_00480	Prap.g_00045
OG0000361	Syar.g_00481	Prap.g_00044
OG0000362	Syar.g_00483	Prap.g_00042
OG0000363	Syar.g_00484	Prap.g_00941
OG0000364	Syar.g_02928	Prap.g_00940
OG0000365	Syar.g_00493	Prap.g_00935
OG0000366	Syar.g_00494	Prap.g_00934
OG0000367	Syar.g_03262, Syar.g_00495	Prap.g_00933
OG0000368	Syar.g_00497	Prap.g_00931
OG0000369	Syar.g_00498	Prap.g_00930
OG0000370	Syar.g_00499	Prap.g_00929
OG0000371	Syar.g_00508	Prap.g_00922
OG0000372	Syar.g_00514	Prap.g_00919
OG0000373	Syar.g_00515	Prap.g_00918
OG0000374	Syar.g_00516	Prap.g_00917
OG0000375	Syar.g_00517	Prap.g_00915
OG0000376	Syar.g_00519	Prap.g_00913
OG0000377	Syar.g_00322	Prap.g_00909
OG0000378	Syar.g_00905	Prap.g_00905
OG0000379	Syar.g_00910	Prap.g_00902
OG0000380	Syar.g_03039	Prap.g_00885
OG0000381	Syar.g_03041	Prap.g_00880
OG0000382	Syar.g_03057	Prap.g_01097
OG0000383	Syar.g_03074	Prap.g_01095
OG0000384	Syar.g_03075	Prap.g_01094
OG0000385	Syar.g_03076	Prap.g_01093
OG0000386	Syar.g_03077	Prap.g_01092
OG0000387	Syar.g_03109	Prap.g_01078
OG0000388	Syar.g_03148, Syar.g_03113	Prap.g_01074
OG0000389	Syar.g_03118	Prap.g_01071
OG0000390	Syar.g_00033	Prap.g_01061
OG0000391	Syar.g_00038	Prap.g_01058
OG0000392	Syar.g_00045	Prap.g_01054
OG0000393	Syar.g_00048	Prap.g_01051
OG0000394	Syar.g_00049	Prap.g_01050
OG0000395	Syar.g_00050	Prap.g_01049
OG0000396	Syar.g_00053	Prap.g_01047
OG0000397	Syar.g_00055	Prap.g_01045
OG0000398	Syar.g_00060	Prap.g_01042
OG0000399	Syar.g_00061	Prap.g_01041
OG0000400	Syar.g_00062	Prap.g_01040
OG0000401	Syar.g_00063	Prap.g_01039
OG0000402	Syar.g_00065	Prap.g_00319
OG0000403	Syar.g_00066	Prap.g_01037
OG0000404	Syar.g_00067	Prap.g_01036
OG0000405	Syar.g_00076	Prap.g_01032
OG0000406	Syar.g_00080	Prap.g_01024
OG0000407	Syar.g_00081	Prap.g_01023
OG0000408	Syar.g_00083	Prap.g_01021
OG0000409	Syar.g_00085	Prap.g_01019
OG0000410	Syar.g_00086	Prap.g_01018
OG0000411	Syar.g_00087	Prap.g_01017
OG0000412	Syar.g_00088	Prap.g_01016
OG0000413	Syar.g_00090	Prap.g_01014
OG0000414	Syar.g_00091, Syar.g_03179	Prap.g_01013
OG0000415	Syar.g_00092	Prap.g_01012
OG0000416	Syar.g_00093	Prap.g_01011
OG0000417	Syar.g_00095	Prap.g_01010
OG0000418	Syar.g_00100	Prap.g_01005
OG0000419	Syar.g_00102	Prap.g_01003
OG0000420	Syar.g_00104	Prap.g_01002
OG0000421	Syar.g_00109	Prap.g_00997
OG0000422	Syar.g_00110	Prap.g_00996
OG0000423	Syar.g_00111	Prap.g_00995
OG0000424	Syar.g_00112	Prap.g_00994
OG0000425	Syar.g_00113	Prap.g_00993
OG0000426	Syar.g_00114	Prap.g_00992
OG0000427	Syar.g_00115	Prap.g_00991
OG0000428	Syar.g_00118	Prap.g_00989
OG0000429	Syar.g_00121	Prap.g_00988
OG0000430	Syar.g_00123	Prap.g_00987
OG0000431	Syar.g_00127	Prap.g_00985
OG0000432	Syar.g_01009	Prap.g_00981
OG0000433	Syar.g_01007	Prap.g_00980
OG0000434	Syar.g_01006	Prap.g_00979
OG0000435	Syar.g_01003	Prap.g_00978
OG0000436	Syar.g_00994	Prap.g_00973
OG0000437	Syar.g_00993	Prap.g_00972
OG0000438	Syar.g_00992	Prap.g_00971
OG0000439	Syar.g_00990	Prap.g_00969
OG0000440	Syar.g_00989	Prap.g_00968
OG0000441	Syar.g_00986	Prap.g_00965
OG0000442	Syar.g_00977	Prap.g_00964
OG0000443	Syar.g_00964	Prap.g_00963
OG0000444	Syar.g_00954	Prap.g_00957
OG0000445	Syar.g_00953	Prap.g_00956
OG0000446	Syar.g_00951	Prap.g_00955
OG0000447	Syar.g_00948	Prap.g_00954
OG0000448	Syar.g_00947	Prap.g_00953
OG0000449	Syar.g_00946	Prap.g_00952
OG0000450	Syar.g_00939	Prap.g_00951
OG0000451	Syar.g_00938	Prap.g_00950
OG0000452	Syar.g_00934	Prap.g_00947
OG0000453	Syar.g_00933	Prap.g_00946
OG0000454	Syar.g_00932	Prap.g_00945
OG0000455	Syar.g_00931	Prap.g_00944
OG0000456	Syar.g_00930	Prap.g_00943
OG0000457	Syar.g_00928	Prap.g_01487
OG0000458	Syar.g_00918	Prap.g_01486
OG0000459	Syar.g_00917	Prap.g_01485
OG0000460	Syar.g_03024	Prap.g_01477
OG0000461	Syar.g_00153	Prap.g_01469
OG0000462	Syar.g_00155	Prap.g_01467
OG0000463	Syar.g_00156	Prap.g_01466
OG0000464	Syar.g_00157	Prap.g_01465
OG0000465	Syar.g_00159	Prap.g_01464
OG0000466	Syar.g_00164	Prap.g_01461
OG0000467	Syar.g_00165	Prap.g_01460
OG0000468	Syar.g_00170	Prap.g_01457
OG0000469	Syar.g_00203	Prap.g_01449
OG0000470	Syar.g_00206	Prap.g_01447
OG0000471	Syar.g_00207	Prap.g_01446
OG0000472	Syar.g_00208	Prap.g_01444
OG0000473	Syar.g_00210	Prap.g_01442
OG0000474	Syar.g_00211	Prap.g_01441
OG0000475	Syar.g_00212	Prap.g_01440
OG0000476	Syar.g_00214	Prap.g_01438
OG0000477	Syar.g_00219	Prap.g_01435
OG0000478	Syar.g_00220	Prap.g_01434
OG0000479	Syar.g_00221	Prap.g_01433
OG0000480	Syar.g_00228	Prap.g_01428
OG0000481	Syar.g_00230	Prap.g_01425
OG0000482	Syar.g_00231	Prap.g_01424
OG0000483	Syar.g_00235	Prap.g_01421
OG0000484	Syar.g_00236	Prap.g_01420
OG0000485	Syar.g_00237	Prap.g_01418
OG0000486	Syar.g_00238, Syar.g_00024	Prap.g_01417
OG0000487	Syar.g_00245	Prap.g_01414
OG0000488	Syar.g_00853	Prap.g_01411
OG0000489	Syar.g_00833	Prap.g_01406
OG0000490	Syar.g_00823	Prap.g_01402
OG0000491	Syar.g_00822	Prap.g_01401
OG0000492	Syar.g_00727	Prap.g_01399
OG0000493	Syar.g_00726	Prap.g_01398
OG0000494	Syar.g_00725	Prap.g_01397
OG0000495	Syar.g_00724	Prap.g_01396
OG0000496	Syar.g_00723	Prap.g_01395
OG0000497	Syar.g_00722	Prap.g_01394
OG0000498	Syar.g_00721	Prap.g_01393
OG0000499	Syar.g_00720	Prap.g_01392
OG0000500	Syar.g_00719	Prap.g_01391
OG0000501	Syar.g_00716	Prap.g_01390
OG0000502	Syar.g_00275	Prap.g_01387
OG0000503	Syar.g_01118	Prap.g_01372
OG0000504	Syar.g_01120	Prap.g_01370
OG0000505	Syar.g_01121	Prap.g_01369
OG0000506	Syar.g_01123	Prap.g_01368
OG0000507	Syar.g_01129	Prap.g_01365
OG0000508	Syar.g_01141	Prap.g_01361
OG0000509	Syar.g_01143	Prap.g_01359
OG0000510	Syar.g_01144	Prap.g_01358
OG0000511	Syar.g_01145	Prap.g_01357
OG0000512	Syar.g_01147	Prap.g_01355
OG0000513	Syar.g_01166	Prap.g_01346
OG0000514	Syar.g_01169	Prap.g_01335
OG0000515	Syar.g_01170	Prap.g_01334
OG0000516	Syar.g_01172	Prap.g_01333
OG0000517	Syar.g_01176	Prap.g_01331
OG0000518	Syar.g_02868	Prap.g_01320
OG0000519	Syar.g_02867	Prap.g_01319
OG0000520	Syar.g_02866	Prap.g_01318
OG0000521	Syar.g_01419	Prap.g_01310
OG0000522	Syar.g_01421	Prap.g_01308
OG0000523	Syar.g_01422	Prap.g_01307
OG0000524	Syar.g_01244	Prap.g_01302
OG0000525	Syar.g_01263	Prap.g_01298
OG0000526	Syar.g_01266	Prap.g_01297
OG0000527	Syar.g_01271	Prap.g_01294
OG0000528	Syar.g_01466	Prap.g_01289
OG0000529	Syar.g_01470	Prap.g_01286
OG0000530	Syar.g_01473	Prap.g_01283
OG0000531	Syar.g_01474	Prap.g_01282
OG0000532	Syar.g_01477	Prap.g_01280
OG0000533	Syar.g_01479	Prap.g_01279
OG0000534	Syar.g_01480	Prap.g_01278
OG0000535	Syar.g_01481	Prap.g_01277
OG0000536	Syar.g_01482	Prap.g_01276
OG0000537	Syar.g_01483	Prap.g_01275
OG0000538	Syar.g_01496	Prap.g_01266
OG0000539	Syar.g_01497	Prap.g_01265
OG0000540	Syar.g_01498	Prap.g_01264
OG0000541	Syar.g_01499	Prap.g_01263
OG0000542	Syar.g_01502	Prap.g_01262
OG0000543	Syar.g_01504	Prap.g_01260
OG0000544	Syar.g_01505	Prap.g_01259
OG0000545	Syar.g_01507	Prap.g_01257
OG0000546	Syar.g_01509	Prap.g_01254
OG0000547	Syar.g_01511	Prap.g_01252
OG0000548	Syar.g_01512	Prap.g_01251
OG0000549	Syar.g_02693	Prap.g_01249
OG0000550	Syar.g_02689	Prap.g_01245
OG0000551	Syar.g_02684	Prap.g_01242
OG0000552	Syar.g_02683	Prap.g_01241
OG0000553	Syar.g_02679	Prap.g_01240
OG0000554	Syar.g_02352	Prap.g_01235
OG0000555	Syar.g_02336	Prap.g_01227
OG0000556	Syar.g_02332	Prap.g_01225
OG0000557	Syar.g_02328	Prap.g_01224
OG0000558	Syar.g_02326	Prap.g_01222
OG0000559	Syar.g_02322	Prap.g_01218
OG0000560	Syar.g_02320	Prap.g_01215
OG0000561	Syar.g_02319	Prap.g_01214
OG0000562	Syar.g_02318	Prap.g_01213
OG0000563	Syar.g_02317	Prap.g_01212
OG0000564	Syar.g_02316	Prap.g_01211
OG0000565	Syar.g_02312	Prap.g_01209
OG0000566	Syar.g_02308	Prap.g_01205
OG0000567	Syar.g_02304	Prap.g_01201
OG0000568	Syar.g_02302	Prap.g_01200
OG0000569	Syar.g_02301	Prap.g_01199
OG0000570	Syar.g_02300	Prap.g_01198
OG0000571	Syar.g_02298	Prap.g_01196
OG0000572	Syar.g_02201	Prap.g_01182
OG0000573	Syar.g_02191	Prap.g_01176
