Orthogroup	Syar	Syab
OG0000131	Syar.g_00078, Syar.g_02216	Syab.g_02564
OG0000132	Syar.g_00099	Syab.g_02584
OG0000133	Syar.g_02543	Syab.g_01387
OG0000134	Syar.g_02009, Syar.g_01165	Syab.g_00554
OG0000135	Syar.g_00698	Syab.g_02815
OG0000136	Syar.g_02874	Syab.g_00588
OG0000137	Syar.g_01273	Syab.g_00697
OG0000138	Syar.g_01486	Syab.g_02113
OG0000139	Syar.g_03245	Syab.g_02035
OG0000140	Syar.g_02344, Syar.g_03246	Syab.g_02033
OG0000141	Syar.g_02129	Syab.g_01931
OG0000142	Syar.g_02418	Syab.g_01524, Syab.g_01873
OG0000143	Syar.g_02422	Syab.g_01870
OG0000144	Syar.g_02441	Syab.g_01757
OG0000145	Syar.g_01494	Syab.g_02120
OG0000146	Syar.g_02549	Syab.g_01393
OG0000147	Syar.g_02550	Syab.g_01394
OG0000148	Syar.g_02658	Syab.g_01682
OG0000149	Syar.g_01830, Syar.g_03289, Syar.g_03288	Syab.g_01720
OG0000150	Syar.g_02130	Syab.g_01930
OG0000151	Syar.g_02038	Syab.g_01612
OG0000152	Syar.g_02539	Syab.g_01383
OG0000153	Syar.g_03283, Syar.g_02503	Syab.g_01343
OG0000154	Syar.g_01800	Syab.g_01317
OG0000155	Syar.g_01959	Syab.g_01009
OG0000156	Syar.g_01517	Syab.g_00933
OG0000157	Syar.g_01516	Syab.g_00932
OG0000158	Syar.g_00650	Syab.g_00161
OG0000159	Syar.g_02359	Syab.g_00148
OG0000160	Syar.g_02807	Syab.g_00774
OG0000161	Syar.g_02801	Syab.g_00766
OG0000162	Syar.g_02863	Syab.g_00755
OG0000163	Syar.g_01186	Syab.g_02173
OG0000164	Syar.g_03168, Syar.g_02969	Syab.g_02307
OG0000165	Syar.g_02976	Syab.g_02316
OG0000166	Syar.g_01034	Syab.g_00407
OG0000167	Syar.g_00662	Syab.g_00205
OG0000168	Syar.g_00246	Syab.g_00136
OG0000169	Syar.g_00262	Syab.g_00125
OG0000170	Syar.g_00613	Syab.g_00118
OG0000171	Syar.g_00587	Syab.g_00089
OG0000172	Syar.g_00547	Syab.g_00080
OG0000173	Syar.g_00528	Syab.g_00061
OG0000174	Syar.g_00701	Syab.g_02819
OG0000175	Syar.g_00438	Syab.g_02876
OG0000176	Syar.g_00474	Syab.g_00004
OG0000177	Syar.g_00475	Syab.g_00005
OG0000178	Syar.g_00476	Syab.g_00006
OG0000179	Syar.g_00489	Syab.g_00022
OG0000180	Syar.g_00490	Syab.g_00023
OG0000181	Syar.g_00491	Syab.g_00024
OG0000182	Syar.g_00492	Syab.g_00025
OG0000183	Syar.g_00496	Syab.g_00029
OG0000184	Syar.g_00897	Syab.g_02738
OG0000185	Syar.g_00909	Syab.g_02715
OG0000186	Syar.g_03036	Syab.g_02430
OG0000187	Syar.g_03038	Syab.g_02431
OG0000188	Syar.g_03058	Syab.g_02454
OG0000189	Syar.g_03104	Syab.g_02487
OG0000190	Syar.g_03107, Syar.g_02374	Syab.g_00190, Syab.g_00139
OG0000191	Syar.g_00039	Syab.g_02522
OG0000192	Syar.g_00046	Syab.g_02528
OG0000193	Syar.g_00079	Syab.g_02565
OG0000194	Syar.g_00082	Syab.g_02568
OG0000195	Syar.g_00023	Syab.g_02570
OG0000196	Syar.g_00096	Syab.g_02581
OG0000197	Syar.g_00097	Syab.g_02582
OG0000198	Syar.g_00098	Syab.g_02583
OG0000199	Syar.g_00106	Syab.g_02591
OG0000200	Syar.g_00124	Syab.g_02611
OG0000201	Syar.g_01000	Syab.g_02628
OG0000202	Syar.g_00021, Syar.g_00998	Syab.g_02629
OG0000203	Syar.g_00997, Syar.g_00020	Syab.g_02630
OG0000204	Syar.g_00996	Syab.g_02631
OG0000205	Syar.g_00988	Syab.g_02638
OG0000206	Syar.g_00963	Syab.g_02674
OG0000207	Syar.g_00957	Syab.g_02677
OG0000208	Syar.g_00956	Syab.g_02678
OG0000209	Syar.g_00936	Syab.g_02698
OG0000210	Syar.g_03260, Syar.g_00935	Syab.g_02699
OG0000211	Syar.g_03026	Syab.g_02374
OG0000212	Syar.g_03017	Syab.g_02365
OG0000213	Syar.g_00187	Syab.g_00332
OG0000214	Syar.g_00209	Syab.g_00312
OG0000215	Syar.g_00239	Syab.g_00281
OG0000216	Syar.g_00244	Syab.g_00277
OG0000217	Syar.g_00854	Syab.g_00273
OG0000218	Syar.g_00852	Syab.g_00271
OG0000219	Syar.g_00851	Syab.g_00270
OG0000220	Syar.g_00850, Syar.g_02026	Syab.g_00269
OG0000221	Syar.g_00834	Syab.g_00257
OG0000222	Syar.g_02119, Syar.g_00728	Syab.g_00244
OG0000223	Syar.g_00649	Syab.g_00226
OG0000224	Syar.g_00273, Syar.g_00762	Syab.g_00223
OG0000225	Syar.g_01142	Syab.g_00538
OG0000226	Syar.g_01146	Syab.g_00542
OG0000227	Syar.g_01148	Syab.g_00544
OG0000228	Syar.g_01161	Syab.g_00550
OG0000229	Syar.g_01177, Syar.g_03273	Syab.g_00583
OG0000230	Syar.g_03275, Syar.g_01179	Syab.g_00585
OG0000231	Syar.g_02865, Syar.g_03151	Syab.g_00613
OG0000232	Syar.g_01424	Syab.g_00631
OG0000233	Syar.g_01247	Syab.g_00645
OG0000234	Syar.g_01275	Syab.g_00699
OG0000235	Syar.g_01468	Syab.g_02095
OG0000236	Syar.g_01484, Syar.g_03311	Syab.g_02111
OG0000237	Syar.g_01503	Syab.g_02129
OG0000238	Syar.g_01508	Syab.g_02134
OG0000239	Syar.g_03277, Syar.g_02687	Syab.g_02151
OG0000240	Syar.g_02686, Syar.g_03278	Syab.g_02152
OG0000241	Syar.g_02410	Syab.g_01884
OG0000242	Syar.g_01926	Syab.g_02043
OG0000243	Syar.g_02335	Syab.g_02025
OG0000244	Syar.g_02327	Syab.g_02017
OG0000245	Syar.g_02325, Syar.g_03238	Syab.g_02015
OG0000246	Syar.g_02321	Syab.g_02011
OG0000247	Syar.g_02310	Syab.g_01999
OG0000248	Syar.g_02307, Syar.g_03293	Syab.g_01996
OG0000249	Syar.g_02305	Syab.g_01994
OG0000250	Syar.g_03194, Syar.g_02299	Syab.g_01988
OG0000251	Syar.g_02194	Syab.g_01961
OG0000252	Syar.g_02189	Syab.g_01958
OG0000253	Syar.g_03229, Syar.g_02028	Syab.g_01956
OG0000254	Syar.g_02169	Syab.g_01925
OG0000255	Syar.g_02224	Syab.g_01912
OG0000256	Syar.g_02244	Syab.g_01890
OG0000257	Syar.g_02407, Syar.g_01762	Syab.g_01885
OG0000258	Syar.g_00010, Syar.g_02427	Syab.g_01861
OG0000259	Syar.g_02472	Syab.g_01538
OG0000260	Syar.g_03220, Syar.g_02475	Syab.g_01544
OG0000261	Syar.g_01916	Syab.g_01556
OG0000262	Syar.g_01690	Syab.g_01561
OG0000263	Syar.g_01991	Syab.g_01035
OG0000264	Syar.g_02135	Syab.g_01173
OG0000266	Syar.g_01570	Syab.g_01667
OG0000267	Syar.g_01873	Syab.g_01433
OG0000268	Syar.g_02589	Syab.g_01432
OG0000269	Syar.g_02634	Syab.g_01650
OG0000270	Syar.g_00744, Syar.g_02637	Syab.g_01657
OG0000271	Syar.g_02645	Syab.g_01279
OG0000272	Syar.g_02646	Syab.g_01280
OG0000273	Syar.g_02481	Syab.g_01699
OG0000274	Syar.g_02482, Syar.g_00009	Syab.g_01700
OG0000275	Syar.g_01810	Syab.g_01704
OG0000276	Syar.g_01817	Syab.g_01712
OG0000277	Syar.g_03242, Syar.g_01818	Syab.g_01713
OG0000278	Syar.g_01821, Syar.g_03174	Syab.g_01716
OG0000279	Syar.g_01838	Syab.g_01724
OG0000280	Syar.g_02067, Syar.g_00734	Syab.g_01736
OG0000281	Syar.g_02218	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Syar.g_03255, Syar.g_01614	Syab.g_01631
OG0000283	Syar.g_02574	Syab.g_01418
OG0000284	Syar.g_03258, Syar.g_02568	Syab.g_01413
OG0000285	Syar.g_02560	Syab.g_01402
OG0000286	Syar.g_02540	Syab.g_01384
OG0000287	Syar.g_02512	Syab.g_01350
OG0000288	Syar.g_01801	Syab.g_01318
OG0000289	Syar.g_01786	Syab.g_01303
OG0000290	Syar.g_01928	Syab.g_01213
OG0000291	Syar.g_01930	Syab.g_01211
OG0000292	Syar.g_00463	Syab.g_02907
OG0000293	Syar.g_01526, Syar.g_03297	Syab.g_00946
OG0000294	Syar.g_01527, Syar.g_03296	Syab.g_00947
OG0000295	Syar.g_01951, Syar.g_03208	Syab.g_01001
OG0000296	Syar.g_01953	Syab.g_01003
OG0000297	Syar.g_03216	Syab.g_01016
OG0000298	Syar.g_01968, Syar.g_03215	Syab.g_01017
OG0000299	Syar.g_01704	Syab.g_01047
OG0000300	Syar.g_01646, Syar.g_01711	Syab.g_01054
OG0000301	Syar.g_01712	Syab.g_01055
OG0000302	Syar.g_01713	Syab.g_01056
OG0000303	Syar.g_03136, Syar.g_01723	Syab.g_01149
OG0000304	Syar.g_01728	Syab.g_01143
OG0000305	Syar.g_01933, Syar.g_03163	Syab.g_01208
OG0000306	Syar.g_01884	Syab.g_01819
OG0000307	Syar.g_01452, Syar.g_03153	Syab.g_02078
OG0000308	Syar.g_01450	Syab.g_02076
OG0000309	Syar.g_01239	Syab.g_02071
OG0000310	Syar.g_02826	Syab.g_00817
OG0000311	Syar.g_02823	Syab.g_00811
OG0000312	Syar.g_00015, Syar.g_02818	Syab.g_00793
OG0000313	Syar.g_02804	Syab.g_00769
OG0000314	Syar.g_01403	Syab.g_00736
OG0000315	Syar.g_01393	Syab.g_00726
OG0000316	Syar.g_02885	Syab.g_02189
OG0000317	Syar.g_02926	Syab.g_02251
OG0000318	Syar.g_02930	Syab.g_02257
OG0000319	Syar.g_02954	Syab.g_02291
OG0000320	Syar.g_02956	Syab.g_02293
OG0000321	Syar.g_02957	Syab.g_02294
OG0000322	Syar.g_02958	Syab.g_02295
OG0000323	Syar.g_02973	Syab.g_02310
OG0000324	Syar.g_00350, Syar.g_03001	Syab.g_02341
OG0000325	Syar.g_03291, Syar.g_00148	Syab.g_00368
OG0000326	Syar.g_00139, Syar.g_03134	Syab.g_00375
OG0000327	Syar.g_01029	Syab.g_00402
OG0000328	Syar.g_01030	Syab.g_00403
OG0000329	Syar.g_03189, Syar.g_01048	Syab.g_00420
OG0000330	Syar.g_01049	Syab.g_00421
OG0000331	Syar.g_03191	Syab.g_00422
OG0000332	Syar.g_01064, Syar.g_03299	Syab.g_00437
OG0000333	Syar.g_01067	Syab.g_00440
OG0000334	Syar.g_01076	Syab.g_00450
OG0000335	Syar.g_01080	Syab.g_00455
OG0000336	Syar.g_01084	Syab.g_00459
OG0000337	Syar.g_00285	Syab.g_00210
OG0000338	Syar.g_03225, Syar.g_00287	Syab.g_00207
OG0000339	Syar.g_00658	Syab.g_00201
OG0000340	Syar.g_00247	Syab.g_00135
OG0000341	Syar.g_00249	Syab.g_00157, Syab.g_00133
OG0000342	Syar.g_00250	Syab.g_00132
OG0000343	Syar.g_00256	Syab.g_00131
OG0000344	Syar.g_00260	Syab.g_02424, Syab.g_00127
OG0000345	Syar.g_00612	Syab.g_00117
OG0000346	Syar.g_00607	Syab.g_00112
OG0000347	Syar.g_00558	Syab.g_00087
OG0000348	Syar.g_00544	Syab.g_00076
OG0000349	Syar.g_00521	Syab.g_00054
OG0000350	Syar.g_00132	Syab.g_00382
OG0000351	Syar.g_00442	Syab.g_02879
OG0000352	Syar.g_00443	Syab.g_02880
OG0000353	Syar.g_00469	Syab.g_02913
OG0000354	Syar.g_01514	Syab.g_02140
OG0000354	Syar.g_00487	Syab.g_00020
OG0000355	Syar.g_00471	Syab.g_00001
OG0000356	Syar.g_00472	Syab.g_00002
OG0000357	Syar.g_00473	Syab.g_00003
OG0000358	Syar.g_00477	Syab.g_00007
OG0000359	Syar.g_00479	Syab.g_00009
OG0000360	Syar.g_00480	Syab.g_00010
OG0000361	Syar.g_00481	Syab.g_00011
OG0000362	Syar.g_00483	Syab.g_00013
OG0000363	Syar.g_00484	Syab.g_00015
OG0000364	Syar.g_02928	Syab.g_00016
OG0000365	Syar.g_00493	Syab.g_00026
OG0000366	Syar.g_00494	Syab.g_00027
OG0000367	Syar.g_03262, Syar.g_00495	Syab.g_00028
OG0000368	Syar.g_00497	Syab.g_00030
OG0000369	Syar.g_00498	Syab.g_00031
OG0000370	Syar.g_00499	Syab.g_00032
OG0000371	Syar.g_00508	Syab.g_00711, Syab.g_00039
OG0000372	Syar.g_00514	Syab.g_00045
OG0000373	Syar.g_00515	Syab.g_00046
OG0000374	Syar.g_00516	Syab.g_00047
OG0000375	Syar.g_00517	Syab.g_00050
OG0000376	Syar.g_00519	Syab.g_00052
OG0000377	Syar.g_00322	Syab.g_02748
OG0000378	Syar.g_00905	Syab.g_02717
OG0000379	Syar.g_00910	Syab.g_02714
OG0000380	Syar.g_03039	Syab.g_02432
OG0000381	Syar.g_03041	Syab.g_02435
OG0000382	Syar.g_03057	Syab.g_02453
OG0000383	Syar.g_03074	Syab.g_02459
OG0000384	Syar.g_03075	Syab.g_02460
OG0000385	Syar.g_03076	Syab.g_02461
OG0000386	Syar.g_03077	Syab.g_02462
OG0000387	Syar.g_03109	Syab.g_02491
OG0000388	Syar.g_03148, Syar.g_03113	Syab.g_02495
OG0000389	Syar.g_03118	Syab.g_02499
OG0000390	Syar.g_00033	Syab.g_02516
OG0000391	Syar.g_00038	Syab.g_02521
OG0000392	Syar.g_00045	Syab.g_02527
OG0000393	Syar.g_00048	Syab.g_02530
OG0000394	Syar.g_00049	Syab.g_02531
OG0000395	Syar.g_00050	Syab.g_02532
OG0000396	Syar.g_00053	Syab.g_02535
OG0000397	Syar.g_00055	Syab.g_02537
OG0000398	Syar.g_00060	Syab.g_02542
OG0000399	Syar.g_00061	Syab.g_02543
OG0000400	Syar.g_00062	Syab.g_02544
OG0000401	Syar.g_00063	Syab.g_02545
OG0000402	Syar.g_00065	Syab.g_02547
OG0000403	Syar.g_00066	Syab.g_02548
OG0000404	Syar.g_00067	Syab.g_02550
OG0000405	Syar.g_00076	Syab.g_02562
OG0000406	Syar.g_00080	Syab.g_02566
OG0000407	Syar.g_00081	Syab.g_02567
OG0000408	Syar.g_00083	Syab.g_02569
OG0000409	Syar.g_00085	Syab.g_02571
OG0000410	Syar.g_00086	Syab.g_02572
OG0000411	Syar.g_00087	Syab.g_02573
OG0000412	Syar.g_00088	Syab.g_02574
OG0000413	Syar.g_00090	Syab.g_02576
OG0000414	Syar.g_00091, Syar.g_03179	Syab.g_02577
OG0000415	Syar.g_00092	Syab.g_02578
OG0000416	Syar.g_00093	Syab.g_02579
OG0000417	Syar.g_00095	Syab.g_02580
OG0000418	Syar.g_00100	Syab.g_02585
OG0000419	Syar.g_00102	Syab.g_02587
OG0000420	Syar.g_00104	Syab.g_02589
OG0000421	Syar.g_00109	Syab.g_02595
OG0000422	Syar.g_00110	Syab.g_02596
OG0000423	Syar.g_00111	Syab.g_02597
OG0000424	Syar.g_00112	Syab.g_02598
OG0000425	Syar.g_00113	Syab.g_02599
OG0000426	Syar.g_00114	Syab.g_02600
OG0000427	Syar.g_00115	Syab.g_02601
OG0000428	Syar.g_00118	Syab.g_02604
OG0000429	Syar.g_00121	Syab.g_02608
OG0000430	Syar.g_00123	Syab.g_02610
OG0000431	Syar.g_00127	Syab.g_02613
OG0000432	Syar.g_01009	Syab.g_02619
OG0000433	Syar.g_01007	Syab.g_02622
OG0000434	Syar.g_01006	Syab.g_02623
OG0000435	Syar.g_01003	Syab.g_02625
OG0000436	Syar.g_00994	Syab.g_02632
OG0000437	Syar.g_00993	Syab.g_02633
OG0000438	Syar.g_00992	Syab.g_02634
OG0000439	Syar.g_00990	Syab.g_02636
OG0000440	Syar.g_00989	Syab.g_02637
OG0000441	Syar.g_00986	Syab.g_02641
OG0000442	Syar.g_00977	Syab.g_02642
OG0000443	Syar.g_00964	Syab.g_02668
OG0000444	Syar.g_00954	Syab.g_02681
OG0000445	Syar.g_00953	Syab.g_02682
OG0000446	Syar.g_00951	Syab.g_02684
OG0000447	Syar.g_00948	Syab.g_02687
OG0000448	Syar.g_00947	Syab.g_02688
OG0000449	Syar.g_00946	Syab.g_02689
OG0000450	Syar.g_00939	Syab.g_02695
OG0000451	Syar.g_00938	Syab.g_02696
OG0000452	Syar.g_00934	Syab.g_02701
OG0000453	Syar.g_00933	Syab.g_02702
OG0000454	Syar.g_00932	Syab.g_02703
OG0000455	Syar.g_00931	Syab.g_02704
OG0000456	Syar.g_00930	Syab.g_02705
OG0000457	Syar.g_00928	Syab.g_02707
OG0000458	Syar.g_00918	Syab.g_02708
OG0000459	Syar.g_00917	Syab.g_02709
OG0000460	Syar.g_03024	Syab.g_02372
OG0000461	Syar.g_00153	Syab.g_00356
OG0000462	Syar.g_00155	Syab.g_00352
OG0000463	Syar.g_00156	Syab.g_00351
OG0000464	Syar.g_00157	Syab.g_00350
OG0000465	Syar.g_00159	Syab.g_00349
OG0000466	Syar.g_00164	Syab.g_00343
OG0000467	Syar.g_00165	Syab.g_00341
OG0000468	Syar.g_00170	Syab.g_00336
OG0000469	Syar.g_00203	Syab.g_00318
OG0000470	Syar.g_00206	Syab.g_00316
OG0000471	Syar.g_00207	Syab.g_00315
OG0000472	Syar.g_00208	Syab.g_00313
OG0000473	Syar.g_00210	Syab.g_00311
OG0000474	Syar.g_00211	Syab.g_00310
OG0000475	Syar.g_00212	Syab.g_00309
OG0000476	Syar.g_00214	Syab.g_00307
OG0000477	Syar.g_00219	Syab.g_00301
OG0000478	Syar.g_00220	Syab.g_00300
OG0000479	Syar.g_00221	Syab.g_00299
OG0000480	Syar.g_00228	Syab.g_00292
OG0000481	Syar.g_00230	Syab.g_00290
OG0000482	Syar.g_00231	Syab.g_00289
OG0000483	Syar.g_00235	Syab.g_00285
OG0000484	Syar.g_00236	Syab.g_00284
OG0000485	Syar.g_00237	Syab.g_00283
OG0000486	Syar.g_00238, Syar.g_00024	Syab.g_00282
OG0000487	Syar.g_00245	Syab.g_00276
OG0000488	Syar.g_00853	Syab.g_00272
OG0000489	Syar.g_00833	Syab.g_00256
OG0000490	Syar.g_00823	Syab.g_00247
OG0000491	Syar.g_00822	Syab.g_00245
OG0000492	Syar.g_00727	Syab.g_00243
OG0000493	Syar.g_00726	Syab.g_00242
OG0000494	Syar.g_00725	Syab.g_00241
OG0000495	Syar.g_00724	Syab.g_00240
OG0000496	Syar.g_00723	Syab.g_00239
OG0000497	Syar.g_00722	Syab.g_00238
OG0000498	Syar.g_00721	Syab.g_00237
OG0000499	Syar.g_00720	Syab.g_00236
OG0000500	Syar.g_00719	Syab.g_00235
OG0000501	Syar.g_00716	Syab.g_00232
OG0000502	Syar.g_00275	Syab.g_00224
OG0000503	Syar.g_01118	Syab.g_00523
OG0000504	Syar.g_01120	Syab.g_00525
OG0000505	Syar.g_01121	Syab.g_00526
OG0000506	Syar.g_01123	Syab.g_00528
OG0000507	Syar.g_01129	Syab.g_00533
OG0000508	Syar.g_01141	Syab.g_00537
OG0000509	Syar.g_01143	Syab.g_00539
OG0000510	Syar.g_01144	Syab.g_00540
OG0000511	Syar.g_01145	Syab.g_00541
OG0000512	Syar.g_01147	Syab.g_00543
OG0000513	Syar.g_01166	Syab.g_00555
OG0000514	Syar.g_01169	Syab.g_00566
OG0000515	Syar.g_01170	Syab.g_00567
OG0000516	Syar.g_01172	Syab.g_00575
OG0000517	Syar.g_01176	Syab.g_00582
OG0000518	Syar.g_02868	Syab.g_00594
OG0000519	Syar.g_02867	Syab.g_00610
OG0000520	Syar.g_02866	Syab.g_00611
OG0000521	Syar.g_01419	Syab.g_00624
OG0000522	Syar.g_01421	Syab.g_00626
OG0000523	Syar.g_01422	Syab.g_00627
OG0000524	Syar.g_01244	Syab.g_00640
OG0000525	Syar.g_01263	Syab.g_00671
OG0000526	Syar.g_01266	Syab.g_00689
OG0000527	Syar.g_01271	Syab.g_00695
OG0000528	Syar.g_01466	Syab.g_02092
OG0000529	Syar.g_01470	Syab.g_02097
OG0000530	Syar.g_01473	Syab.g_02100
OG0000531	Syar.g_01474	Syab.g_02101
OG0000532	Syar.g_01477	Syab.g_02104
OG0000533	Syar.g_01479	Syab.g_02106
OG0000534	Syar.g_01480	Syab.g_02107
OG0000535	Syar.g_01481	Syab.g_02108
OG0000536	Syar.g_01482	Syab.g_02109
OG0000537	Syar.g_01483	Syab.g_02110
OG0000538	Syar.g_01496	Syab.g_02122
OG0000539	Syar.g_01497	Syab.g_02123
OG0000540	Syar.g_01498	Syab.g_02124
OG0000541	Syar.g_01499	Syab.g_02125
OG0000542	Syar.g_01502	Syab.g_02128
OG0000543	Syar.g_01504	Syab.g_02130
OG0000544	Syar.g_01505	Syab.g_02131
OG0000545	Syar.g_01507	Syab.g_02133
OG0000546	Syar.g_01509	Syab.g_02135
OG0000547	Syar.g_01511	Syab.g_02137
OG0000548	Syar.g_01512	Syab.g_02138
OG0000549	Syar.g_02693	Syab.g_02144
OG0000550	Syar.g_02689	Syab.g_02149
OG0000551	Syar.g_02684	Syab.g_02153
OG0000552	Syar.g_02683	Syab.g_02154
