Orthogroup	Syar	Syal
OG0000118	Syar.g_02793	Syal.g_01583
OG0000120	Syar.g_00713	Syal.g_01324
OG0000121	Syar.g_02806	Syal.g_00374
OG0000123	Syar.g_01079	Syal.g_00283
OG0000124	Syar.g_00586	Syal.g_01519
OG0000125	Syar.g_00338	Syal.g_01075
OG0000126	Syar.g_00887, Syar.g_00888	Syal.g_00090
OG0000128	Syar.g_00482	Syal.g_00109
OG0000129	Syar.g_00324	Syal.g_01062
OG0000130	Syar.g_03040	Syal.g_00751
OG0000131	Syar.g_00078, Syar.g_02216	Syal.g_00886
OG0000132	Syar.g_00099	Syal.g_00906
OG0000133	Syar.g_02543	Syal.g_01995
OG0000134	Syar.g_02009, Syar.g_01165	Syal.g_00552
OG0000135	Syar.g_00698	Syal.g_01119
OG0000136	Syar.g_02874	Syal.g_00520
OG0000137	Syar.g_01273	Syal.g_00463
OG0000138	Syar.g_01486	Syal.g_02914
OG0000139	Syar.g_03245	Syal.g_02832
OG0000140	Syar.g_02344, Syar.g_03246	Syal.g_02830
OG0000141	Syar.g_02129	Syal.g_02738
OG0000142	Syar.g_02418	Syal.g_02636
OG0000143	Syar.g_02422	Syal.g_02632
OG0000144	Syar.g_02441	Syal.g_02515
OG0000145	Syar.g_01494	Syal.g_02921
OG0000146	Syar.g_02549	Syal.g_02001
OG0000147	Syar.g_02550	Syal.g_02002
OG0000148	Syar.g_02658	Syal.g_02437
OG0000149	Syar.g_01830, Syar.g_03289, Syar.g_03288	Syal.g_02475
OG0000150	Syar.g_02130	Syal.g_02737
OG0000151	Syar.g_02038	Syal.g_02263
OG0000152	Syar.g_02539	Syal.g_01991
OG0000153	Syar.g_03283, Syar.g_02503	Syal.g_01958
OG0000154	Syar.g_01800	Syal.g_01918
OG0000155	Syar.g_01959	Syal.g_01695
OG0000156	Syar.g_01517	Syal.g_01620
OG0000157	Syar.g_01516	Syal.g_01619
OG0000158	Syar.g_00650	Syal.g_01431
OG0000159	Syar.g_02359	Syal.g_01400
OG0000160	Syar.g_02807	Syal.g_00372
OG0000161	Syar.g_02801	Syal.g_00384
OG0000162	Syar.g_02863	Syal.g_00396
OG0000163	Syar.g_01186	Syal.g_02971
OG0000164	Syar.g_03168, Syar.g_02969	Syal.g_00623
OG0000165	Syar.g_02976	Syal.g_00632
OG0000166	Syar.g_01034	Syal.g_00236
OG0000167	Syar.g_00662	Syal.g_01347
OG0000168	Syar.g_00246	Syal.g_01433
OG0000169	Syar.g_00262	Syal.g_01447
OG0000170	Syar.g_00613	Syal.g_01454
OG0000171	Syar.g_00587	Syal.g_01518
OG0000172	Syar.g_00547	Syal.g_00174, Syal.g_00173
OG0000173	Syar.g_00528	Syal.g_00155
OG0000174	Syar.g_00701	Syal.g_01121
OG0000175	Syar.g_00438	Syal.g_01172
OG0000176	Syar.g_00474	Syal.g_00101
OG0000177	Syar.g_00475	Syal.g_00102
OG0000178	Syar.g_00476	Syal.g_00103
OG0000179	Syar.g_00489	Syal.g_00118
OG0000180	Syar.g_00490	Syal.g_00119
OG0000181	Syar.g_00491	Syal.g_00120
OG0000182	Syar.g_00492	Syal.g_00121
OG0000183	Syar.g_00496	Syal.g_00125
OG0000184	Syar.g_00897	Syal.g_02678, Syal.g_01050
OG0000185	Syar.g_00909	Syal.g_01025
OG0000186	Syar.g_03036	Syal.g_02684, Syal.g_00747
OG0000187	Syar.g_03038	Syal.g_02685, Syal.g_00748
OG0000188	Syar.g_03058	Syal.g_00771
OG0000189	Syar.g_03104	Syal.g_00807
OG0000190	Syar.g_03107, Syar.g_02374	Syal.g_01364
OG0000191	Syar.g_00039	Syal.g_00841
OG0000192	Syar.g_00046	Syal.g_00847
OG0000193	Syar.g_00079	Syal.g_00887
OG0000194	Syar.g_00082	Syal.g_00890
OG0000195	Syar.g_00023	Syal.g_00892
OG0000196	Syar.g_00096	Syal.g_00903
OG0000197	Syar.g_00097	Syal.g_00904
OG0000198	Syar.g_00098	Syal.g_00905
OG0000199	Syar.g_00106	Syal.g_00913
OG0000200	Syar.g_00124	Syal.g_00932
OG0000201	Syar.g_01000	Syal.g_00949
OG0000202	Syar.g_00021, Syar.g_00998	Syal.g_00950
OG0000203	Syar.g_00997, Syar.g_00020	Syal.g_00951
OG0000204	Syar.g_00996	Syal.g_00952
OG0000205	Syar.g_00988	Syal.g_00959
OG0000206	Syar.g_00963	Syal.g_00971
OG0000207	Syar.g_00957	Syal.g_00974
OG0000208	Syar.g_00956	Syal.g_00975
OG0000209	Syar.g_00936	Syal.g_01000
OG0000210	Syar.g_03260, Syar.g_00935	Syal.g_01001
OG0000211	Syar.g_03026	Syal.g_00688
OG0000212	Syar.g_03017	Syal.g_00679
OG0000213	Syar.g_00187	Syal.g_01229
OG0000214	Syar.g_00209	Syal.g_01246
OG0000215	Syar.g_00239	Syal.g_01277
OG0000216	Syar.g_00244	Syal.g_01281
OG0000217	Syar.g_00854	Syal.g_01285
OG0000218	Syar.g_00852	Syal.g_01287
OG0000219	Syar.g_00851	Syal.g_01288
OG0000220	Syar.g_00850, Syar.g_02026	Syal.g_01289
OG0000221	Syar.g_00834	Syal.g_01297
OG0000222	Syar.g_02119, Syar.g_00728	Syal.g_01309
OG0000223	Syar.g_00649	Syal.g_01327
OG0000224	Syar.g_00273, Syar.g_00762	Syal.g_01329
OG0000225	Syar.g_01142	Syal.g_00363
OG0000226	Syar.g_01146	Syal.g_00367
OG0000227	Syar.g_01148	Syal.g_00369
OG0000228	Syar.g_01161	Syal.g_00556
OG0000229	Syar.g_01177, Syar.g_03273	Syal.g_00525
OG0000230	Syar.g_03275, Syar.g_01179	Syal.g_00523
OG0000231	Syar.g_02865, Syar.g_03151	Syal.g_00510
OG0000232	Syar.g_01424	Syal.g_00495
OG0000233	Syar.g_01247	Syal.g_00487
OG0000234	Syar.g_01275	Syal.g_00461
OG0000235	Syar.g_01468	Syal.g_02896
OG0000236	Syar.g_01484, Syar.g_03311	Syal.g_02912
OG0000237	Syar.g_01503	Syal.g_02930
OG0000238	Syar.g_01508	Syal.g_02935
OG0000239	Syar.g_03277, Syar.g_02687	Syal.g_02951
OG0000240	Syar.g_02686, Syar.g_03278	Syal.g_02952
OG0000241	Syar.g_02410	Syal.g_02696
OG0000242	Syar.g_01926	Syal.g_02840
OG0000243	Syar.g_02335	Syal.g_02822
OG0000244	Syar.g_02327	Syal.g_02815
OG0000245	Syar.g_02325, Syar.g_03238	Syal.g_02813
OG0000246	Syar.g_02321	Syal.g_02809
OG0000247	Syar.g_02310	Syal.g_02797
OG0000248	Syar.g_02307, Syar.g_03293	Syal.g_02794
OG0000249	Syar.g_02305	Syal.g_02792
OG0000250	Syar.g_03194, Syar.g_02299	Syal.g_02786
OG0000251	Syar.g_02194	Syal.g_02760
OG0000252	Syar.g_02189	Syal.g_02757
OG0000253	Syar.g_03229, Syar.g_02028	Syal.g_02755
OG0000254	Syar.g_02169	Syal.g_02732
OG0000255	Syar.g_02224	Syal.g_02719
OG0000256	Syar.g_02244	Syal.g_02705
OG0000257	Syar.g_02407, Syar.g_01762	Syal.g_02697
OG0000258	Syar.g_00010, Syar.g_02427	Syal.g_02623
OG0000259	Syar.g_02472	Syal.g_02182
OG0000260	Syar.g_03220, Syar.g_02475	Syal.g_02188
OG0000261	Syar.g_01916	Syal.g_02199
OG0000262	Syar.g_01690	Syal.g_02204
OG0000263	Syar.g_01991	Syal.g_01720
OG0000264	Syar.g_02135	Syal.g_01788
OG0000266	Syar.g_01570	Syal.g_02421
OG0000267	Syar.g_01873	Syal.g_02043
OG0000268	Syar.g_02589	Syal.g_02042
OG0000269	Syar.g_02634	Syal.g_02409
OG0000270	Syar.g_00744, Syar.g_02637	Syal.g_02412
OG0000271	Syar.g_02645	Syal.g_01871
OG0000272	Syar.g_02646	Syal.g_01872
OG0000273	Syar.g_02481	Syal.g_02454
OG0000274	Syar.g_02482, Syar.g_00009	Syal.g_02455
OG0000275	Syar.g_01810	Syal.g_02458
OG0000276	Syar.g_01817	Syal.g_02467
OG0000277	Syar.g_03242, Syar.g_01818	Syal.g_02468
OG0000278	Syar.g_01821, Syar.g_03174	Syal.g_02471
OG0000279	Syar.g_01838	Syal.g_02479
OG0000280	Syar.g_02067, Syar.g_00734	Syal.g_02493
OG0000281	Syar.g_02218	Syal.g_02190
OG0000282	Syar.g_03255, Syar.g_01614	Syal.g_02284
OG0000283	Syar.g_02574	Syal.g_02131, Syal.g_02028
OG0000284	Syar.g_03258, Syar.g_02568	Syal.g_02023
OG0000285	Syar.g_02560	Syal.g_02012
OG0000286	Syar.g_02540	Syal.g_01992
OG0000287	Syar.g_02512	Syal.g_01965
OG0000288	Syar.g_01801	Syal.g_01919
OG0000289	Syar.g_01786	Syal.g_01904
OG0000290	Syar.g_01928	Syal.g_01826
OG0000291	Syar.g_01930	Syal.g_01824
OG0000292	Syar.g_00463	Syal.g_00089
OG0000293	Syar.g_01526, Syar.g_03297	Syal.g_01631
OG0000294	Syar.g_01527, Syar.g_03296	Syal.g_01632
OG0000295	Syar.g_01951, Syar.g_03208	Syal.g_01687
OG0000296	Syar.g_01953	Syal.g_01689
OG0000297	Syar.g_03216	Syal.g_01702
OG0000298	Syar.g_01968, Syar.g_03215	Syal.g_01703
OG0000299	Syar.g_01704	Syal.g_01732
OG0000300	Syar.g_01646, Syar.g_01711	Syal.g_01738
OG0000301	Syar.g_01712	Syal.g_01739
OG0000302	Syar.g_01713	Syal.g_01740
OG0000303	Syar.g_03136, Syar.g_01723	Syal.g_01763
OG0000304	Syar.g_01728	Syal.g_01756
OG0000305	Syar.g_01933, Syar.g_03163	Syal.g_01821
OG0000306	Syar.g_01884	Syal.g_02579
OG0000307	Syar.g_01452, Syar.g_03153	Syal.g_02880
OG0000308	Syar.g_01450	Syal.g_02878
OG0000309	Syar.g_01239	Syal.g_02873
OG0000310	Syar.g_02826	Syal.g_01537
OG0000311	Syar.g_02823	Syal.g_00061
OG0000312	Syar.g_00015, Syar.g_02818	Syal.g_00031
OG0000313	Syar.g_02804	Syal.g_00381
OG0000314	Syar.g_01403	Syal.g_00416
OG0000315	Syar.g_01393	Syal.g_00426
OG0000316	Syar.g_02885	Syal.g_02987
OG0000317	Syar.g_02926	Syal.g_00583
OG0000318	Syar.g_02930	Syal.g_00588
OG0000319	Syar.g_02954	Syal.g_00608
OG0000320	Syar.g_02956	Syal.g_00610
OG0000321	Syar.g_02957	Syal.g_00611
OG0000322	Syar.g_02958	Syal.g_00612
OG0000323	Syar.g_02973	Syal.g_00626
OG0000324	Syar.g_00350, Syar.g_03001	Syal.g_00656
OG0000325	Syar.g_03291, Syar.g_00148	Syal.g_00195
OG0000326	Syar.g_00139, Syar.g_03134	Syal.g_00202
OG0000327	Syar.g_01029	Syal.g_00230
OG0000328	Syar.g_01030	Syal.g_00231
OG0000329	Syar.g_03189, Syar.g_01048	Syal.g_00249
OG0000330	Syar.g_01049	Syal.g_00250
OG0000331	Syar.g_03191	Syal.g_00251
OG0000332	Syar.g_01064, Syar.g_03299	Syal.g_00266
OG0000333	Syar.g_01067	Syal.g_00269
OG0000334	Syar.g_01076	Syal.g_00279
OG0000335	Syar.g_01080	Syal.g_00284
OG0000336	Syar.g_01084	Syal.g_00288
OG0000337	Syar.g_00285	Syal.g_01343
OG0000338	Syar.g_03225, Syar.g_00287	Syal.g_01345
OG0000339	Syar.g_00658	Syal.g_01351
OG0000340	Syar.g_00247	Syal.g_01434
OG0000341	Syar.g_00249	Syal.g_01436
OG0000342	Syar.g_00250	Syal.g_01437
OG0000343	Syar.g_00256	Syal.g_01441
OG0000344	Syar.g_00260	Syal.g_01445
OG0000345	Syar.g_00612	Syal.g_01455
OG0000346	Syar.g_00607	Syal.g_01460
OG0000347	Syar.g_00558	Syal.g_01525
OG0000348	Syar.g_00544	Syal.g_00170
OG0000349	Syar.g_00521	Syal.g_00148
OG0000350	Syar.g_00132	Syal.g_00209
OG0000351	Syar.g_00442	Syal.g_01175
OG0000352	Syar.g_00443	Syal.g_01176
OG0000353	Syar.g_00469	Syal.g_00095
OG0000354	Syar.g_01514	Syal.g_02941
OG0000354	Syar.g_00487	Syal.g_00116
OG0000355	Syar.g_00471	Syal.g_00098
OG0000356	Syar.g_00472	Syal.g_00099
OG0000357	Syar.g_00473	Syal.g_00100
OG0000358	Syar.g_00477	Syal.g_00104
OG0000359	Syar.g_00479	Syal.g_00106
OG0000360	Syar.g_00480	Syal.g_00107
OG0000361	Syar.g_00481	Syal.g_00108
OG0000362	Syar.g_00483	Syal.g_00110
OG0000363	Syar.g_00484	Syal.g_00112
OG0000364	Syar.g_02928	Syal.g_00113
OG0000365	Syar.g_00493	Syal.g_00122
OG0000366	Syar.g_00494	Syal.g_00123
OG0000367	Syar.g_03262, Syar.g_00495	Syal.g_00124
OG0000368	Syar.g_00497	Syal.g_00126
OG0000369	Syar.g_00498	Syal.g_00127
OG0000370	Syar.g_00499	Syal.g_00128
OG0000371	Syar.g_00508	Syal.g_00135
OG0000372	Syar.g_00514	Syal.g_00141
OG0000373	Syar.g_00515	Syal.g_00142
OG0000374	Syar.g_00516	Syal.g_00143
OG0000375	Syar.g_00517	Syal.g_00144
OG0000376	Syar.g_00519	Syal.g_00146
OG0000377	Syar.g_00322	Syal.g_01061
OG0000378	Syar.g_00905	Syal.g_01027
OG0000379	Syar.g_00910	Syal.g_01024, Syal.g_02681
OG0000380	Syar.g_03039	Syal.g_00749
OG0000381	Syar.g_03041	Syal.g_00752
OG0000382	Syar.g_03057	Syal.g_00770
OG0000383	Syar.g_03074	Syal.g_00775
OG0000384	Syar.g_03075	Syal.g_00776
OG0000385	Syar.g_03076	Syal.g_00777
OG0000386	Syar.g_03077	Syal.g_00778
OG0000387	Syar.g_03109	Syal.g_00811
OG0000388	Syar.g_03148, Syar.g_03113	Syal.g_00815
OG0000389	Syar.g_03118	Syal.g_00819
OG0000390	Syar.g_00033	Syal.g_00835
OG0000391	Syar.g_00038	Syal.g_00840
OG0000392	Syar.g_00045	Syal.g_00846
OG0000393	Syar.g_00048	Syal.g_00849
OG0000394	Syar.g_00049	Syal.g_00850
OG0000395	Syar.g_00050	Syal.g_00851
OG0000396	Syar.g_00053	Syal.g_00854
OG0000397	Syar.g_00055	Syal.g_00857
OG0000398	Syar.g_00060	Syal.g_00862
OG0000399	Syar.g_00061	Syal.g_00863
OG0000400	Syar.g_00062	Syal.g_00864
OG0000401	Syar.g_00063	Syal.g_00865
OG0000402	Syar.g_00065	Syal.g_00867
OG0000403	Syar.g_00066	Syal.g_00868
OG0000404	Syar.g_00067	Syal.g_00870
OG0000405	Syar.g_00076	Syal.g_00883
OG0000406	Syar.g_00080	Syal.g_00888
OG0000407	Syar.g_00081	Syal.g_00889
OG0000408	Syar.g_00083	Syal.g_00891
OG0000409	Syar.g_00085	Syal.g_00893
OG0000410	Syar.g_00086	Syal.g_00894
OG0000411	Syar.g_00087	Syal.g_00895
OG0000412	Syar.g_00088	Syal.g_00896
OG0000413	Syar.g_00090	Syal.g_00898
OG0000414	Syar.g_00091, Syar.g_03179	Syal.g_00899
OG0000415	Syar.g_00092	Syal.g_00900
OG0000416	Syar.g_00093	Syal.g_00901
OG0000417	Syar.g_00095	Syal.g_00902
OG0000418	Syar.g_00100	Syal.g_00907
OG0000419	Syar.g_00102	Syal.g_00909
OG0000420	Syar.g_00104	Syal.g_00911
OG0000421	Syar.g_00109	Syal.g_00916
OG0000422	Syar.g_00110	Syal.g_00917
OG0000423	Syar.g_00111	Syal.g_00918
OG0000424	Syar.g_00112	Syal.g_00919
OG0000425	Syar.g_00113	Syal.g_00920
OG0000426	Syar.g_00114	Syal.g_00921
OG0000427	Syar.g_00115	Syal.g_00922
OG0000428	Syar.g_00118	Syal.g_00925
OG0000429	Syar.g_00121	Syal.g_00929
OG0000430	Syar.g_00123	Syal.g_00931
OG0000431	Syar.g_00127	Syal.g_00934
OG0000432	Syar.g_01009	Syal.g_00940
OG0000433	Syar.g_01007	Syal.g_00943
OG0000434	Syar.g_01006	Syal.g_00944
OG0000435	Syar.g_01003	Syal.g_00946
OG0000436	Syar.g_00994	Syal.g_00953
OG0000437	Syar.g_00993	Syal.g_00954
OG0000438	Syar.g_00992	Syal.g_00955
OG0000439	Syar.g_00990	Syal.g_00957
OG0000440	Syar.g_00989	Syal.g_00958
OG0000441	Syar.g_00986	Syal.g_00962
OG0000442	Syar.g_00977	Syal.g_00964
OG0000443	Syar.g_00964	Syal.g_00966
OG0000444	Syar.g_00954	Syal.g_00978
OG0000445	Syar.g_00953	Syal.g_00979
OG0000446	Syar.g_00951	Syal.g_00981
OG0000447	Syar.g_00948	Syal.g_00989
OG0000448	Syar.g_00947	Syal.g_00990
OG0000449	Syar.g_00946	Syal.g_00991
OG0000450	Syar.g_00939	Syal.g_00997
OG0000451	Syar.g_00938	Syal.g_00998
OG0000452	Syar.g_00934	Syal.g_01002
OG0000453	Syar.g_00933	Syal.g_01003
OG0000454	Syar.g_00932	Syal.g_01004
OG0000455	Syar.g_00931	Syal.g_01005
OG0000456	Syar.g_00930	Syal.g_01006
OG0000457	Syar.g_00928	Syal.g_01008
OG0000458	Syar.g_00918	Syal.g_01009
OG0000459	Syar.g_00917	Syal.g_01010
OG0000460	Syar.g_03024	Syal.g_00686
OG0000461	Syar.g_00153	Syal.g_01199
OG0000462	Syar.g_00155	Syal.g_01202
OG0000463	Syar.g_00156	Syal.g_01203
OG0000464	Syar.g_00157	Syal.g_01204
OG0000465	Syar.g_00159	Syal.g_01205
OG0000466	Syar.g_00164	Syal.g_01210
OG0000467	Syar.g_00165	Syal.g_01212
OG0000468	Syar.g_00170	Syal.g_01225
OG0000469	Syar.g_00203	Syal.g_01240
OG0000470	Syar.g_00206	Syal.g_01242
OG0000471	Syar.g_00207	Syal.g_01243
OG0000472	Syar.g_00208	Syal.g_01245
OG0000473	Syar.g_00210	Syal.g_01247
OG0000474	Syar.g_00211	Syal.g_01248
OG0000475	Syar.g_00212	Syal.g_01249
OG0000476	Syar.g_00214	Syal.g_01251
OG0000477	Syar.g_00219	Syal.g_01257
OG0000478	Syar.g_00220	Syal.g_01258
OG0000479	Syar.g_00221	Syal.g_01259
OG0000480	Syar.g_00228	Syal.g_01266
OG0000481	Syar.g_00230	Syal.g_01268
OG0000482	Syar.g_00231	Syal.g_01269
OG0000483	Syar.g_00235	Syal.g_01273
OG0000484	Syar.g_00236	Syal.g_01274
OG0000485	Syar.g_00237	Syal.g_01275
OG0000486	Syar.g_00238, Syar.g_00024	Syal.g_01276
OG0000487	Syar.g_00245	Syal.g_01282
OG0000488	Syar.g_00853	Syal.g_01286
OG0000489	Syar.g_00833	Syal.g_01298
OG0000490	Syar.g_00823	Syal.g_01307
OG0000491	Syar.g_00822	Syal.g_01308
OG0000492	Syar.g_00727	Syal.g_01310
OG0000493	Syar.g_00726	Syal.g_01311
OG0000494	Syar.g_00725	Syal.g_01312
OG0000495	Syar.g_00724	Syal.g_01313
OG0000496	Syar.g_00723	Syal.g_01314
OG0000497	Syar.g_00722	Syal.g_01315
OG0000498	Syar.g_00721	Syal.g_01316
OG0000499	Syar.g_00720	Syal.g_01317
OG0000500	Syar.g_00719	Syal.g_01318
OG0000501	Syar.g_00716	Syal.g_01321
OG0000502	Syar.g_00275	Syal.g_01328
OG0000503	Syar.g_01118	Syal.g_00347
OG0000504	Syar.g_01120	Syal.g_00349
OG0000505	Syar.g_01121	Syal.g_00350
OG0000506	Syar.g_01123	Syal.g_00352
OG0000507	Syar.g_01129	Syal.g_00358
OG0000508	Syar.g_01141	Syal.g_00362
OG0000509	Syar.g_01143	Syal.g_00364
OG0000510	Syar.g_01144	Syal.g_00365
OG0000511	Syar.g_01145	Syal.g_00366
OG0000512	Syar.g_01147	Syal.g_00368
OG0000513	Syar.g_01166	Syal.g_00551
OG0000514	Syar.g_01169	Syal.g_00539
OG0000515	Syar.g_01170	Syal.g_00538
OG0000516	Syar.g_01172	Syal.g_00534
OG0000517	Syar.g_01176	Syal.g_00526
OG0000518	Syar.g_02868	Syal.g_00514
OG0000519	Syar.g_02867	Syal.g_00513
OG0000520	Syar.g_02866	Syal.g_00512
OG0000521	Syar.g_01419	Syal.g_00502
OG0000522	Syar.g_01421	Syal.g_00500
OG0000523	Syar.g_01422	Syal.g_00499
OG0000524	Syar.g_01244	Syal.g_00491
OG0000525	Syar.g_01263	Syal.g_00473
OG0000526	Syar.g_01266	Syal.g_00471
OG0000527	Syar.g_01271	Syal.g_00465
OG0000528	Syar.g_01466	Syal.g_02893
OG0000529	Syar.g_01470	Syal.g_02898
OG0000530	Syar.g_01473	Syal.g_02901
OG0000531	Syar.g_01474	Syal.g_02902
OG0000532	Syar.g_01477	Syal.g_02905
OG0000533	Syar.g_01479	Syal.g_02907
OG0000534	Syar.g_01480	Syal.g_02908
OG0000535	Syar.g_01481	Syal.g_02909
OG0000536	Syar.g_01482	Syal.g_02910
OG0000537	Syar.g_01483	Syal.g_02911
OG0000538	Syar.g_01496	Syal.g_02923
OG0000539	Syar.g_01497	Syal.g_02924
OG0000540	Syar.g_01498	Syal.g_02925
OG0000541	Syar.g_01499	Syal.g_02926
OG0000542	Syar.g_01502	Syal.g_02929
OG0000543	Syar.g_01504	Syal.g_02931
OG0000544	Syar.g_01505	Syal.g_02932
OG0000545	Syar.g_01507	Syal.g_02934
OG0000546	Syar.g_01509	Syal.g_02936
OG0000547	Syar.g_01511	Syal.g_02938
OG0000548	Syar.g_01512	Syal.g_02939
OG0000549	Syar.g_02693	Syal.g_02945
OG0000550	Syar.g_02689	Syal.g_02949
OG0000551	Syar.g_02684	Syal.g_02953
OG0000552	Syar.g_02683	Syal.g_02954
OG0000553	Syar.g_02679	Syal.g_02843
OG0000554	Syar.g_02352	Syal.g_02837
OG0000555	Syar.g_02336	Syal.g_02823
