Orthogroup	Syar	Syaj
OG0000164	Syar.g_03168	Syaj.g_01758
OG0000165	Syar.g_02976	Syaj.g_01582
OG0000166	Syar.g_01034	Syaj.g_02698
OG0000167	Syar.g_00662	Syaj.g_02460
OG0000168	Syar.g_00246	Syaj.g_02444
OG0000169	Syar.g_00262	Syaj.g_02431, Syaj.g_02429
OG0000170	Syar.g_00613	Syaj.g_02422
OG0000171	Syar.g_00587	Syaj.g_02389
OG0000172	Syar.g_00547	Syaj.g_02365
OG0000173	Syar.g_00528	Syaj.g_02321
OG0000174	Syar.g_00701	Syaj.g_02169
OG0000175	Syar.g_00438	Syaj.g_02229
OG0000176	Syar.g_00474	Syaj.g_02266
OG0000177	Syar.g_00475	Syaj.g_02267
OG0000178	Syar.g_00476	Syaj.g_02268
OG0000179	Syar.g_00489	Syaj.g_02283
OG0000180	Syar.g_00490	Syaj.g_02284
OG0000181	Syar.g_00491	Syaj.g_02285
OG0000182	Syar.g_00492	Syaj.g_02286
OG0000183	Syar.g_00496	Syaj.g_02290
OG0000184	Syar.g_00897	Syaj.g_02098
OG0000185	Syar.g_00909	Syaj.g_02087
OG0000186	Syar.g_03036	Syaj.g_01812
OG0000187	Syar.g_03038	Syaj.g_01814
OG0000188	Syar.g_03058	Syaj.g_01837
OG0000189	Syar.g_03104	Syaj.g_01874
OG0000190	Syar.g_03107, Syar.g_02374	Syaj.g_01876
OG0000191	Syar.g_00039	Syaj.g_01910
OG0000192	Syar.g_00046	Syaj.g_01919
OG0000193	Syar.g_00079	Syaj.g_01965
OG0000194	Syar.g_00082	Syaj.g_01968
OG0000195	Syar.g_00023	Syaj.g_01971
OG0000196	Syar.g_00096	Syaj.g_01981
OG0000197	Syar.g_00097	Syaj.g_01982
OG0000198	Syar.g_00098	Syaj.g_01983
OG0000199	Syar.g_00106	Syaj.g_01991
OG0000200	Syar.g_00124	Syaj.g_02008
OG0000201	Syar.g_01000	Syaj.g_02024
OG0000202	Syar.g_00998	Syaj.g_02025
OG0000203	Syar.g_00997, Syar.g_00020	Syaj.g_02026
OG0000204	Syar.g_00996	Syaj.g_02027
OG0000205	Syar.g_00988	Syaj.g_02035
OG0000206	Syar.g_00963	Syaj.g_02043
OG0000207	Syar.g_00957	Syaj.g_02045
OG0000208	Syar.g_00956	Syaj.g_02046
OG0000209	Syar.g_00936, Syar.g_03261	Syaj.g_02070
OG0000210	Syar.g_00935	Syaj.g_02071
OG0000211	Syar.g_03026	Syaj.g_02856
OG0000212	Syar.g_03017	Syaj.g_02881
OG0000213	Syar.g_00187	Syaj.g_02601
OG0000214	Syar.g_00209	Syaj.g_02582
OG0000215	Syar.g_00239	Syaj.g_02551
OG0000216	Syar.g_00244	Syaj.g_02547
OG0000217	Syar.g_00854	Syaj.g_02543
OG0000218	Syar.g_00852	Syaj.g_02541
OG0000219	Syar.g_00851	Syaj.g_02540
OG0000220	Syar.g_00850, Syar.g_02026	Syaj.g_02539
OG0000221	Syar.g_00834	Syaj.g_02530
OG0000222	Syar.g_02119, Syar.g_00728	Syaj.g_02516
OG0000223	Syar.g_00649	Syaj.g_02494
OG0000224	Syar.g_00273, Syar.g_00762	Syaj.g_02487
OG0000225	Syar.g_01142	Syaj.g_02821
OG0000226	Syar.g_01146	Syaj.g_02825
OG0000227	Syar.g_01148	Syaj.g_02827
OG0000228	Syar.g_01161	Syaj.g_02828
OG0000229	Syar.g_01177, Syar.g_03273	Syaj.g_01555
OG0000230	Syar.g_01179	Syaj.g_01553
OG0000231	Syar.g_03151	Syaj.g_01541
OG0000232	Syar.g_01424	Syaj.g_01497
OG0000233	Syar.g_01247	Syaj.g_01481
OG0000234	Syar.g_01275	Syaj.g_01442
OG0000235	Syar.g_01468	Syaj.g_00071
OG0000236	Syar.g_01484	Syaj.g_00086
OG0000237	Syar.g_01503	Syaj.g_00103
OG0000238	Syar.g_01508	Syaj.g_00108
OG0000239	Syar.g_02687	Syaj.g_00125
OG0000240	Syar.g_02686, Syar.g_03278	Syaj.g_00126
OG0000241	Syar.g_02410	Syaj.g_01291
OG0000242	Syar.g_01926	Syaj.g_00142
OG0000243	Syar.g_02335	Syaj.g_00164
OG0000244	Syar.g_02327	Syaj.g_00180
OG0000245	Syar.g_02325	Syaj.g_00182
OG0000246	Syar.g_02321	Syaj.g_00186
OG0000247	Syar.g_02310	Syaj.g_00197
OG0000248	Syar.g_02307, Syar.g_03293	Syaj.g_00200
OG0000249	Syar.g_02305	Syaj.g_00202
OG0000250	Syar.g_02299	Syaj.g_00211
OG0000251	Syar.g_02194	Syaj.g_00237
OG0000252	Syar.g_02189, Syar.g_03263	Syaj.g_00243
OG0000253	Syar.g_02028	Syaj.g_00245
OG0000254	Syar.g_02169	Syaj.g_01335
OG0000255	Syar.g_02224	Syaj.g_01315
OG0000256	Syar.g_02244	Syaj.g_01297
OG0000257	Syar.g_02407, Syar.g_01762	Syaj.g_01292
OG0000258	Syar.g_02427	Syaj.g_01274
OG0000259	Syar.g_02472	Syaj.g_00707
OG0000260	Syar.g_02475	Syaj.g_00712
OG0000261	Syar.g_01916	Syaj.g_00715
OG0000262	Syar.g_01690	Syaj.g_00720
OG0000263	Syar.g_01991	Syaj.g_00605
OG0000264	Syar.g_02135	Syaj.g_00485
OG0000266	Syar.g_01570	Syaj.g_00946
OG0000267	Syar.g_01873	Syaj.g_00770
OG0000268	Syar.g_02589	Syaj.g_00771
OG0000269	Syar.g_02634	Syaj.g_01031
OG0000270	Syar.g_00744, Syar.g_02637	Syaj.g_01025
OG0000271	Syar.g_02645	Syaj.g_01017
OG0000272	Syar.g_02646	Syaj.g_01016
OG0000273	Syar.g_00008	Syaj.g_00389
OG0000274	Syar.g_02482	Syaj.g_00388
OG0000275	Syar.g_01810	Syaj.g_00384
OG0000276	Syar.g_01817	Syaj.g_00377
OG0000277	Syar.g_03242	Syaj.g_00376
OG0000278	Syar.g_01821	Syaj.g_00373
OG0000279	Syar.g_01838	Syaj.g_00357
OG0000280	Syar.g_02067, Syar.g_00734	Syaj.g_00348
OG0000281	Syar.g_02218	Syaj.g_02670
OG0000282	Syar.g_01614	Syaj.g_00743
OG0000283	Syar.g_02574	Syaj.g_00790
OG0000284	Syar.g_03258, Syar.g_02568	Syaj.g_00930
OG0000285	Syar.g_02560	Syaj.g_00917
OG0000286	Syar.g_02540	Syaj.g_00899
OG0000287	Syar.g_02512	Syaj.g_00849
OG0000288	Syar.g_01801	Syaj.g_00815
OG0000289	Syar.g_01786	Syaj.g_00800
OG0000290	Syar.g_01928	Syaj.g_00424
OG0000291	Syar.g_01930	Syaj.g_00426
OG0000292	Syar.g_00463	Syaj.g_02255
OG0000293	Syar.g_01526, Syar.g_03297	Syaj.g_00290
OG0000294	Syar.g_03296	Syaj.g_00291
OG0000295	Syar.g_01951, Syar.g_03208	Syaj.g_00330
OG0000296	Syar.g_01953	Syaj.g_00332
OG0000297	Syar.g_03216	Syaj.g_00639
OG0000298	Syar.g_03215	Syaj.g_00638
OG0000299	Syar.g_01704	Syaj.g_00592
OG0000300	Syar.g_01646	Syaj.g_00586
OG0000301	Syar.g_01712	Syaj.g_00585
OG0000302	Syar.g_01713	Syaj.g_00582
OG0000303	Syar.g_01723	Syaj.g_00572
OG0000304	Syar.g_01728	Syaj.g_00566
OG0000305	Syar.g_01933, Syar.g_03163	Syaj.g_00429
OG0000306	Syar.g_01884	Syaj.g_01126
OG0000307	Syar.g_01452	Syaj.g_00051
OG0000308	Syar.g_01450	Syaj.g_00049
OG0000309	Syar.g_01239	Syaj.g_00044
OG0000310	Syar.g_02826	Syaj.g_01358
OG0000311	Syar.g_02823	Syaj.g_01362
OG0000312	Syar.g_02818	Syaj.g_01368
OG0000313	Syar.g_02804	Syaj.g_01386
OG0000314	Syar.g_01403	Syaj.g_01420
OG0000315	Syar.g_01393	Syaj.g_01430
OG0000316	Syar.g_02885	Syaj.g_01664
OG0000317	Syar.g_02926	Syaj.g_01715
OG0000318	Syar.g_02930	Syaj.g_01722
OG0000319	Syar.g_02954	Syaj.g_01741
OG0000320	Syar.g_02956	Syaj.g_01743
OG0000321	Syar.g_02957	Syaj.g_01744
OG0000322	Syar.g_02958	Syaj.g_01745
OG0000323	Syar.g_02973	Syaj.g_01760
OG0000324	Syar.g_00350, Syar.g_03001	Syaj.g_01609
OG0000325	Syar.g_00148	Syaj.g_02638
OG0000326	Syar.g_03134	Syaj.g_02645
OG0000327	Syar.g_01029	Syaj.g_02693
OG0000328	Syar.g_01030	Syaj.g_02694
OG0000329	Syar.g_03189	Syaj.g_02712
OG0000330	Syar.g_01049	Syaj.g_02713
OG0000331	Syar.g_03191	Syaj.g_02714
OG0000332	Syar.g_03299	Syaj.g_02729
OG0000333	Syar.g_01067	Syaj.g_02732
OG0000334	Syar.g_01076	Syaj.g_02741
OG0000335	Syar.g_01080	Syaj.g_02746
OG0000336	Syar.g_01084	Syaj.g_02750
OG0000337	Syar.g_00285	Syaj.g_02466
OG0000338	Syar.g_00287	Syaj.g_02462
OG0000339	Syar.g_00658	Syaj.g_02455
OG0000340	Syar.g_00247	Syaj.g_02443
OG0000341	Syar.g_00249	Syaj.g_02441
OG0000342	Syar.g_00250	Syaj.g_02440
OG0000343	Syar.g_00256	Syaj.g_02437
OG0000344	Syar.g_00260	Syaj.g_02433
OG0000345	Syar.g_00612	Syaj.g_02421
OG0000346	Syar.g_00607	Syaj.g_02416
OG0000347	Syar.g_00558	Syaj.g_02383
OG0000348	Syar.g_00544	Syaj.g_02333
OG0000349	Syar.g_00521	Syaj.g_02314
OG0000350	Syar.g_00132	Syaj.g_02652
OG0000351	Syar.g_00442	Syaj.g_02234
OG0000352	Syar.g_00443	Syaj.g_02235
OG0000353	Syar.g_00469	Syaj.g_02261
OG0000354	Syar.g_01514	Syaj.g_00114
OG0000354	Syar.g_00487	Syaj.g_02281
OG0000355	Syar.g_00471	Syaj.g_02263
OG0000356	Syar.g_00472	Syaj.g_02264
OG0000357	Syar.g_00473	Syaj.g_02265
OG0000358	Syar.g_00477	Syaj.g_02269
OG0000359	Syar.g_00479	Syaj.g_02271
OG0000360	Syar.g_00480	Syaj.g_02272
OG0000361	Syar.g_00481	Syaj.g_02273
OG0000362	Syar.g_00483	Syaj.g_02275
OG0000363	Syar.g_00484	Syaj.g_02277
OG0000364	Syar.g_02928	Syaj.g_02278
OG0000365	Syar.g_00493	Syaj.g_02287
OG0000366	Syar.g_00494	Syaj.g_02288
OG0000367	Syar.g_00495	Syaj.g_02289
OG0000368	Syar.g_00497	Syaj.g_02291
OG0000369	Syar.g_00498	Syaj.g_02292
OG0000370	Syar.g_00499	Syaj.g_02293
OG0000371	Syar.g_00508	Syaj.g_02301
OG0000372	Syar.g_00514	Syaj.g_02307
OG0000373	Syar.g_00515	Syaj.g_02308
OG0000374	Syar.g_00516	Syaj.g_02309
OG0000375	Syar.g_00517	Syaj.g_02310
OG0000376	Syar.g_00519	Syaj.g_02312
OG0000377	Syar.g_00322	Syaj.g_02105
OG0000378	Syar.g_00905	Syaj.g_02091
OG0000379	Syar.g_00910	Syaj.g_02086
OG0000380	Syar.g_03039	Syaj.g_01815
OG0000381	Syar.g_03041	Syaj.g_01819
OG0000382	Syar.g_03057	Syaj.g_01836
OG0000383	Syar.g_03074	Syaj.g_01839
OG0000384	Syar.g_03075	Syaj.g_01840
OG0000385	Syar.g_03076	Syaj.g_01841
OG0000386	Syar.g_03077	Syaj.g_01842
OG0000387	Syar.g_03109	Syaj.g_01878
OG0000388	Syar.g_03113	Syaj.g_01882
OG0000389	Syar.g_03118	Syaj.g_01886
OG0000390	Syar.g_00033	Syaj.g_01904
OG0000391	Syar.g_00038	Syaj.g_01909
OG0000392	Syar.g_00045	Syaj.g_01918
OG0000393	Syar.g_00048	Syaj.g_01922
OG0000394	Syar.g_00049	Syaj.g_01923
OG0000395	Syar.g_00050	Syaj.g_01924
OG0000396	Syar.g_00053	Syaj.g_01928
OG0000397	Syar.g_00055	Syaj.g_01930
OG0000398	Syar.g_00060	Syaj.g_01935
OG0000399	Syar.g_00061	Syaj.g_01936
OG0000400	Syar.g_00062	Syaj.g_01937
OG0000401	Syar.g_00063	Syaj.g_01938
OG0000402	Syar.g_00065	Syaj.g_01940
OG0000403	Syar.g_00066	Syaj.g_01941
OG0000404	Syar.g_00067	Syaj.g_01943
OG0000405	Syar.g_00076	Syaj.g_01961
OG0000406	Syar.g_00080	Syaj.g_01966
OG0000407	Syar.g_00081	Syaj.g_01967
OG0000408	Syar.g_00083	Syaj.g_01970
OG0000409	Syar.g_00085	Syaj.g_01972
OG0000410	Syar.g_00086	Syaj.g_01973
OG0000411	Syar.g_00087	Syaj.g_01974
OG0000412	Syar.g_00088	Syaj.g_01975
OG0000413	Syar.g_00090	Syaj.g_01977
OG0000415	Syar.g_00092	Syaj.g_01978
OG0000416	Syar.g_00093	Syaj.g_01979
OG0000417	Syar.g_00095	Syaj.g_01980
OG0000418	Syar.g_00100	Syaj.g_01985
OG0000419	Syar.g_00102	Syaj.g_01987
OG0000420	Syar.g_00104	Syaj.g_01989
OG0000421	Syar.g_00109	Syaj.g_01994
OG0000422	Syar.g_00110	Syaj.g_01995
OG0000423	Syar.g_00111	Syaj.g_01996
OG0000424	Syar.g_00112	Syaj.g_01997
OG0000425	Syar.g_00113	Syaj.g_01998
OG0000426	Syar.g_00114	Syaj.g_01999
OG0000427	Syar.g_00115	Syaj.g_02000
OG0000428	Syar.g_00118	Syaj.g_02003
OG0000429	Syar.g_00121	Syaj.g_02005
OG0000430	Syar.g_00123	Syaj.g_02007
OG0000431	Syar.g_00127	Syaj.g_02010
OG0000432	Syar.g_01009	Syaj.g_02017
OG0000433	Syar.g_01007	Syaj.g_02020
OG0000434	Syar.g_01006	Syaj.g_02021
OG0000435	Syar.g_01003	Syaj.g_02023
OG0000436	Syar.g_00994	Syaj.g_02029
OG0000437	Syar.g_00993	Syaj.g_02030
OG0000438	Syar.g_00992	Syaj.g_02031
OG0000439	Syar.g_00990	Syaj.g_02033
OG0000440	Syar.g_00989	Syaj.g_02034
OG0000441	Syar.g_00986	Syaj.g_02038
OG0000442	Syar.g_00977	Syaj.g_02039
OG0000443	Syar.g_00964	Syaj.g_02040
OG0000444	Syar.g_00954	Syaj.g_02052
OG0000445	Syar.g_00953	Syaj.g_02053
OG0000446	Syar.g_00951	Syaj.g_02055
OG0000447	Syar.g_00948	Syaj.g_02058
OG0000448	Syar.g_00947	Syaj.g_02059
OG0000449	Syar.g_00946	Syaj.g_02060
OG0000450	Syar.g_00939	Syaj.g_02067
OG0000451	Syar.g_00938	Syaj.g_02068
OG0000452	Syar.g_00934	Syaj.g_02072
OG0000453	Syar.g_00933	Syaj.g_02073
OG0000454	Syar.g_00932	Syaj.g_02074
OG0000455	Syar.g_00931	Syaj.g_02075
OG0000456	Syar.g_00930	Syaj.g_02076
OG0000457	Syar.g_00928	Syaj.g_02078
OG0000458	Syar.g_00918	Syaj.g_02079
OG0000459	Syar.g_00917	Syaj.g_02080
OG0000460	Syar.g_03024	Syaj.g_02858
OG0000461	Syar.g_00153	Syaj.g_02623
OG0000462	Syar.g_00155	Syaj.g_02620
OG0000463	Syar.g_00156	Syaj.g_02619
OG0000464	Syar.g_00157	Syaj.g_02618
OG0000465	Syar.g_00159	Syaj.g_02617
OG0000466	Syar.g_00164	Syaj.g_02612
OG0000467	Syar.g_00165	Syaj.g_02610
OG0000468	Syar.g_00170	Syaj.g_02605
OG0000469	Syar.g_00203	Syaj.g_02590
OG0000470	Syar.g_00206	Syaj.g_02586
OG0000471	Syar.g_00207	Syaj.g_02585
OG0000472	Syar.g_00208	Syaj.g_02583
OG0000473	Syar.g_00210	Syaj.g_02581
OG0000474	Syar.g_00211	Syaj.g_02580
OG0000475	Syar.g_00212	Syaj.g_02579
OG0000476	Syar.g_00214	Syaj.g_02577
OG0000477	Syar.g_00219	Syaj.g_02571
OG0000478	Syar.g_00220	Syaj.g_02570
OG0000479	Syar.g_00221	Syaj.g_02569
OG0000480	Syar.g_00228	Syaj.g_02562
OG0000481	Syar.g_00230	Syaj.g_02560
OG0000482	Syar.g_00231	Syaj.g_02559
OG0000483	Syar.g_00235	Syaj.g_02555
OG0000484	Syar.g_00236	Syaj.g_02554
OG0000485	Syar.g_00237	Syaj.g_02553
OG0000486	Syar.g_00238	Syaj.g_02552
OG0000487	Syar.g_00245	Syaj.g_02546
OG0000488	Syar.g_00853	Syaj.g_02542
OG0000489	Syar.g_00833	Syaj.g_02529
OG0000490	Syar.g_00823	Syaj.g_02519
OG0000491	Syar.g_00822	Syaj.g_02517
OG0000492	Syar.g_00727	Syaj.g_02515
OG0000493	Syar.g_00726	Syaj.g_02514
OG0000494	Syar.g_00725	Syaj.g_02513
OG0000495	Syar.g_00724	Syaj.g_02512
OG0000496	Syar.g_00723	Syaj.g_02511
OG0000497	Syar.g_00722	Syaj.g_02510
OG0000498	Syar.g_00721	Syaj.g_02509
OG0000499	Syar.g_00720	Syaj.g_02508
OG0000500	Syar.g_00719	Syaj.g_02507
OG0000501	Syar.g_00716	Syaj.g_02504
OG0000502	Syar.g_00275	Syaj.g_02492
OG0000503	Syar.g_01118	Syaj.g_02805
OG0000504	Syar.g_01120	Syaj.g_02807
OG0000505	Syar.g_01121	Syaj.g_02808
OG0000506	Syar.g_01123	Syaj.g_02810
OG0000507	Syar.g_01129	Syaj.g_02816
OG0000508	Syar.g_01141	Syaj.g_02820
OG0000509	Syar.g_01143	Syaj.g_02822
OG0000510	Syar.g_01144	Syaj.g_02823
OG0000511	Syar.g_01145	Syaj.g_02824
OG0000512	Syar.g_01147	Syaj.g_02826
OG0000513	Syar.g_01166	Syaj.g_02833
OG0000514	Syar.g_01169	Syaj.g_02839
OG0000515	Syar.g_01170	Syaj.g_02840
OG0000516	Syar.g_01172	Syaj.g_01561
OG0000517	Syar.g_01176	Syaj.g_01556
OG0000518	Syar.g_02868	Syaj.g_01544
OG0000519	Syar.g_02867	Syaj.g_01543
OG0000520	Syar.g_02866	Syaj.g_01542
OG0000521	Syar.g_01419	Syaj.g_00271
OG0000522	Syar.g_01421	Syaj.g_00273
OG0000523	Syar.g_01422	Syaj.g_00274
OG0000524	Syar.g_01244	Syaj.g_01485
OG0000525	Syar.g_01263	Syaj.g_01454
OG0000526	Syar.g_01266	Syaj.g_01451
OG0000527	Syar.g_01271	Syaj.g_01446
OG0000528	Syar.g_01466	Syaj.g_00065
OG0000529	Syar.g_01470	Syaj.g_00073
OG0000530	Syar.g_01473	Syaj.g_00076
OG0000531	Syar.g_01474	Syaj.g_00077
OG0000532	Syar.g_01477	Syaj.g_00080
OG0000533	Syar.g_01479	Syaj.g_00081
OG0000534	Syar.g_01480	Syaj.g_00082
OG0000535	Syar.g_01481	Syaj.g_00083
OG0000536	Syar.g_01482	Syaj.g_00084
OG0000537	Syar.g_01483	Syaj.g_00085
OG0000538	Syar.g_01496	Syaj.g_00096
OG0000539	Syar.g_01497	Syaj.g_00097
OG0000540	Syar.g_01498	Syaj.g_00098
OG0000541	Syar.g_01499	Syaj.g_00099
OG0000542	Syar.g_01502	Syaj.g_00102
OG0000543	Syar.g_01504	Syaj.g_00104
OG0000544	Syar.g_01505	Syaj.g_00105
OG0000545	Syar.g_01507	Syaj.g_00107
OG0000546	Syar.g_01509	Syaj.g_00109
OG0000547	Syar.g_01511	Syaj.g_00111
OG0000548	Syar.g_01512	Syaj.g_00112
OG0000549	Syar.g_02693	Syaj.g_00118
OG0000550	Syar.g_02689	Syaj.g_00123
OG0000551	Syar.g_02684	Syaj.g_00128
