Orthogroup	Prbd	Prbj
OG0000081	Prbd.g_00711	Prbj.g_00799, Prbj.g_00765
OG0000082	Prbd.g_00658	Prbj.g_01789
OG0000084	Prbd.g_01693	Prbj.g_01052
OG0000085	Prbd.g_01532	Prbj.g_00869
OG0000086	Prbd.g_01156	Prbj.g_00589
OG0000087	Prbd.g_01104, Prbd.g_01103	Prbj.g_01547
OG0000088	Prbd.g_01074	Prbj.g_00521, Prbj.g_00912
OG0000089	Prbd.g_00883	Prbj.g_00064
OG0000090	Prbd.g_00709	Prbj.g_02127
OG0000091	Prbd.g_00602	Prbj.g_02581
OG0000093	Prbd.g_00232	Prbj.g_02388
OG0000094	Prbd.g_00321	Prbj.g_01985
OG0000095	Prbd.g_00340	Prbj.g_01838
OG0000097	Prbd.g_00509	Prbj.g_02152
OG0000098	Prbd.g_01782	Prbj.g_00669
OG0000099	Prbd.g_01734	Prbj.g_01464
OG0000100	Prbd.g_01614	Prbj.g_00185, Prbj.g_02442
OG0000101	Prbd.g_01391	Prbj.g_00415, Prbj.g_00981
OG0000102	Prbd.g_01330	Prbj.g_01819
OG0000103	Prbd.g_01250	Prbj.g_02055
OG0000104	Prbd.g_01241	Prbj.g_02069
OG0000105	Prbd.g_00965	Prbj.g_01397
OG0000106	Prbd.g_00868	Prbj.g_00875
OG0000107	Prbd.g_00852	Prbj.g_02659
OG0000108	Prbd.g_00762	Prbj.g_01630
OG0000109	Prbd.g_00748	Prbj.g_01614
OG0000110	Prbd.g_00668	Prbj.g_01801
OG0000111	Prbd.g_00545	Prbj.g_00759
OG0000112	Prbd.g_00066	Prbj.g_02276
OG0000113	Prbd.g_00124	Prbj.g_02437
OG0000114	Prbd.g_00206	Prbj.g_02340
OG0000115	Prbd.g_00401	Prbj.g_00634
OG0000116	Prbd.g_00458	Prbj.g_00956
OG0000117	Prbd.g_01895	Prbj.g_01915
OG0000118	Prbd.g_01789	Prbj.g_01742
OG0000119	Prbd.g_01768	Prbj.g_00740, Prbj.g_00778
OG0000120	Prbd.g_01737	Prbj.g_01465
OG0000121	Prbd.g_01687	Prbj.g_01064, Prbj.g_01058
OG0000122	Prbd.g_01649	Prbj.g_02627
OG0000123	Prbd.g_01384	Prbj.g_00406
OG0000124	Prbd.g_01318	Prbj.g_01281
OG0000125	Prbd.g_01281	Prbj.g_01963
OG0000126	Prbd.g_01242	Prbj.g_02067
OG0000128	Prbd.g_01226	Prbj.g_02085
OG0000129	Prbd.g_01194	Prbj.g_01951
OG0000130	Prbd.g_01175	Prbj.g_00564
OG0000131	Prbd.g_01095	Prbj.g_00543
OG0000132	Prbd.g_01076	Prbj.g_00523
OG0000133	Prbd.g_00917	Prbj.g_01460
OG0000134	Prbd.g_00882	Prbj.g_00067
OG0000135	Prbd.g_00855	Prbj.g_02004
OG0000136	Prbd.g_01722, Prbd.g_00801	Prbj.g_00105
OG0000137	Prbd.g_00767	Prbj.g_00128
OG0000138	Prbd.g_00747	Prbj.g_01613
OG0000139	Prbd.g_00705	Prbj.g_02133
OG0000140	Prbd.g_00704	Prbj.g_02139
OG0000141	Prbd.g_00637	Prbj.g_01757
OG0000142	Prbd.g_00609	Prbj.g_02573
OG0000143	Prbd.g_00605	Prbj.g_02577
OG0000144	Prbd.g_00592	Prbj.g_00793
OG0000145	Prbd.g_00062	Prbj.g_01607
OG0000146	Prbd.g_00067	Prbj.g_02277
OG0000147	Prbd.g_00068	Prbj.g_02278
OG0000148	Prbd.g_00118	Prbj.g_02431
OG0000149	Prbd.g_00149	Prbj.g_02488
OG0000150	Prbd.g_00157	Prbj.g_02511
OG0000151	Prbd.g_00216	Prbj.g_02361
OG0000152	Prbd.g_00264	Prbj.g_02268
OG0000153	Prbd.g_00283	Prbj.g_02241
OG0000154	Prbd.g_00314	Prbj.g_02213
OG0000155	Prbd.g_00488	Prbj.g_00312
OG0000156	Prbd.g_01812	Prbj.g_00163
OG0000157	Prbd.g_01811	Prbj.g_00162
OG0000158	Prbd.g_01736	Prbj.g_01514
OG0000160	Prbd.g_01688	Prbj.g_01057
OG0000161	Prbd.g_01682	Prbj.g_01071
OG0000162	Prbd.g_01676	Prbj.g_01077
OG0000163	Prbd.g_01642	Prbj.g_01688
OG0000164	Prbd.g_01501	Prbj.g_00476
OG0000165	Prbd.g_01494	Prbj.g_00467
OG0000166	Prbd.g_01427	Prbj.g_01019
OG0000167	Prbd.g_01361	Prbj.g_01500
OG0000168	Prbd.g_01351	Prbj.g_01515
OG0000169	Prbd.g_01341	Prbj.g_01581
OG0000170	Prbd.g_01339	Prbj.g_01593
OG0000171	Prbd.g_01319	Prbj.g_01282
OG0000172	Prbd.g_01310	Prbj.g_01248
OG0000173	Prbd.g_01295	Prbj.g_01227
OG0000174	Prbd.g_01268	Prbj.g_02006
OG0000175	Prbd.g_01258	Prbj.g_02044
OG0000176	Prbd.g_01233	Prbj.g_02077
OG0000177	Prbd.g_01232	Prbj.g_02078
OG0000178	Prbd.g_01231	Prbj.g_02079
OG0000179	Prbd.g_01221	Prbj.g_01188
OG0000180	Prbd.g_01220	Prbj.g_01189
OG0000181	Prbd.g_01219	Prbj.g_01190
OG0000182	Prbd.g_01218	Prbj.g_01191
OG0000183	Prbd.g_01214	Prbj.g_01195
OG0000184	Prbd.g_01191	Prbj.g_01943
OG0000185	Prbd.g_01188	Prbj.g_01921
OG0000186	Prbd.g_01180	Prbj.g_00558
OG0000187	Prbd.g_01179	Prbj.g_00560
OG0000188	Prbd.g_01162	Prbj.g_00581
OG0000189	Prbd.g_01148	Prbj.g_00607
OG0000190	Prbd.g_01147	Prbj.g_00609
OG0000191	Prbd.g_01126	Prbj.g_01557
OG0000192	Prbd.g_01122	Prbj.g_01566
OG0000193	Prbd.g_01094	Prbj.g_00542
OG0000194	Prbd.g_01091	Prbj.g_00539
OG0000195	Prbd.g_01089	Prbj.g_00537
OG0000196	Prbd.g_01079	Prbj.g_00526
OG0000197	Prbd.g_01078	Prbj.g_00525
OG0000198	Prbd.g_01077	Prbj.g_00524
OG0000199	Prbd.g_01070	Prbj.g_00517
OG0000200	Prbd.g_01056	Prbj.g_01138
OG0000201	Prbd.g_01048	Prbj.g_01157
OG0000202	Prbd.g_01047	Prbj.g_01158
OG0000203	Prbd.g_01046	Prbj.g_01159
OG0000204	Prbd.g_01045	Prbj.g_01160
OG0000205	Prbd.g_01038	Prbj.g_01167
OG0000206	Prbd.g_01033	Prbj.g_00288
OG0000207	Prbd.g_01031	Prbj.g_00234
OG0000208	Prbd.g_01030	Prbj.g_00235
OG0000209	Prbd.g_01021	Prbj.g_00262
OG0000210	Prbd.g_01020	Prbj.g_00263
OG0000211	Prbd.g_01006	Prbj.g_00177
OG0000212	Prbd.g_00999	Prbj.g_02615
OG0000213	Prbd.g_00982	Prbj.g_01362
OG0000214	Prbd.g_00972	Prbj.g_01389
OG0000215	Prbd.g_00947	Prbj.g_01419
OG0000216	Prbd.g_00945	Prbj.g_01422
OG0000217	Prbd.g_00942	Prbj.g_01426
OG0000218	Prbd.g_00940	Prbj.g_01430
OG0000219	Prbd.g_00939	Prbj.g_01431
OG0000220	Prbd.g_00938	Prbj.g_01432
OG0000221	Prbd.g_00937	Prbj.g_01437
OG0000222	Prbd.g_00929	Prbj.g_01446
OG0000223	Prbd.g_00916	Prbj.g_01469
OG0000224	Prbd.g_00914	Prbj.g_01480
OG0000225	Prbd.g_00893	Prbj.g_00323
OG0000226	Prbd.g_00889	Prbj.g_00319
OG0000227	Prbd.g_00887	Prbj.g_00317
OG0000228	Prbd.g_00884	Prbj.g_00063
OG0000229	Prbd.g_00806	Prbj.g_00100
OG0000230	Prbd.g_00804	Prbj.g_00102
OG0000231	Prbd.g_00793	Prbj.g_00117
OG0000232	Prbd.g_00784	Prbj.g_01888
OG0000233	Prbd.g_00779	Prbj.g_00148
OG0000234	Prbd.g_00766	Prbj.g_00127
OG0000235	Prbd.g_00763	Prbj.g_01631
OG0000236	Prbd.g_00749	Prbj.g_01615
OG0000237	Prbd.g_00736	Prbj.g_02094
OG0000238	Prbd.g_00730	Prbj.g_02098
OG0000239	Prbd.g_00717	Prbj.g_02114
OG0000240	Prbd.g_00716	Prbj.g_02115
OG0000241	Prbd.g_00712	Prbj.g_01116
OG0000242	Prbd.g_00710	Prbj.g_02125
OG0000243	Prbd.g_00699	Prbj.g_02668
OG0000244	Prbd.g_00696	Prbj.g_01859
OG0000245	Prbd.g_00694	Prbj.g_01862
OG0000246	Prbd.g_00690	Prbj.g_01866
OG0000247	Prbd.g_00680	Prbj.g_01877
OG0000248	Prbd.g_00678	Prbj.g_01880
OG0000249	Prbd.g_00676	Prbj.g_01882
OG0000250	Prbd.g_00671	Prbj.g_01805
OG0000251	Prbd.g_00653	Prbj.g_01781
OG0000252	Prbd.g_00650	Prbj.g_01778
OG0000253	Prbd.g_00649	Prbj.g_01772
OG0000254	Prbd.g_00633	Prbj.g_01753
OG0000255	Prbd.g_00627	Prbj.g_02546
OG0000256	Prbd.g_00617	Prbj.g_02560
OG0000257	Prbd.g_00614	Prbj.g_02566
OG0000258	Prbd.g_00601	Prbj.g_02589
OG0000259	Prbd.g_00584	Prbj.g_00812
OG0000260	Prbd.g_00581	Prbj.g_00816
OG0000261	Prbd.g_00579	Prbj.g_00819
OG0000262	Prbd.g_00575	Prbj.g_00824
OG0000263	Prbd.g_00563	Prbj.g_00248
OG0000264	Prbd.g_00553	Prbj.g_00933
OG0000265	Prbd.g_00007	Prbj.g_00913, Prbj.g_02178
OG0000266	Prbd.g_00017	Prbj.g_02189
OG0000267	Prbd.g_00028	Prbj.g_02315
OG0000268	Prbd.g_00029	Prbj.g_02314
OG0000269	Prbd.g_00097	Prbj.g_02407
OG0000270	Prbd.g_00100	Prbj.g_02410
OG0000271	Prbd.g_00108	Prbj.g_02418
OG0000272	Prbd.g_00109	Prbj.g_02419
OG0000273	Prbd.g_00132	Prbj.g_02470
OG0000274	Prbd.g_00133	Prbj.g_02471
OG0000275	Prbd.g_00136	Prbj.g_02474
OG0000276	Prbd.g_00141	Prbj.g_02480
OG0000277	Prbd.g_00142	Prbj.g_02481
OG0000278	Prbd.g_00145	Prbj.g_02484
OG0000279	Prbd.g_00152	Prbj.g_02492
OG0000280	Prbd.g_00153	Prbj.g_02498
OG0000281	Prbd.g_00158	Prbj.g_02512
OG0000282	Prbd.g_00208	Prbj.g_02342
OG0000283	Prbd.g_00241	Prbj.g_02303
OG0000284	Prbd.g_00246	Prbj.g_02297
OG0000285	Prbd.g_00251	Prbj.g_00694
OG0000286	Prbd.g_00263	Prbj.g_02269
OG0000287	Prbd.g_00280	Prbj.g_00722
OG0000288	Prbd.g_00313	Prbj.g_02214
OG0000289	Prbd.g_00324	Prbj.g_02201
OG0000290	Prbd.g_00337	Prbj.g_01841
OG0000291	Prbd.g_00339	Prbj.g_01839
OG0000292	Prbd.g_00389	Prbj.g_02066
OG0000293	Prbd.g_00459	Prbj.g_00958
OG0000294	Prbd.g_00460	Prbj.g_00959
OG0000295	Prbd.g_00480	Prbj.g_00304
OG0000296	Prbd.g_00482	Prbj.g_00306, Prbj.g_00307
OG0000297	Prbd.g_00490	Prbj.g_01913
OG0000298	Prbd.g_00491	Prbj.g_01914
OG0000299	Prbd.g_00508	Prbj.g_01903
OG0000300	Prbd.g_00511	Prbj.g_02155
OG0000301	Prbd.g_00512	Prbj.g_02156
OG0000302	Prbd.g_00514	Prbj.g_02159
OG0000303	Prbd.g_00521	Prbj.g_00314
OG0000304	Prbd.g_00525	Prbj.g_00020
OG0000305	Prbd.g_01772	Prbj.g_01837
OG0000306	Prbd.g_01769	Prbj.g_02521
OG0000307	Prbd.g_01755	Prbj.g_01647
OG0000308	Prbd.g_01754	Prbj.g_01649
OG0000309	Prbd.g_01750	Prbj.g_01653
OG0000310	Prbd.g_01704	Prbj.g_01294
OG0000311	Prbd.g_01702	Prbj.g_01040
OG0000312	Prbd.g_01699	Prbj.g_01044
OG0000313	Prbd.g_01685	Prbj.g_01068
OG0000314	Prbd.g_01662	Prbj.g_00646
OG0000315	Prbd.g_01652	Prbj.g_00656
OG0000316	Prbd.g_01632	Prbj.g_01699
OG0000317	Prbd.g_01527	Prbj.g_00863
OG0000318	Prbd.g_01524	Prbj.g_00856
OG0000319	Prbd.g_01511	Prbj.g_00487
OG0000320	Prbd.g_01509	Prbj.g_00485
OG0000321	Prbd.g_01508	Prbj.g_00484
OG0000322	Prbd.g_01507	Prbj.g_00483
OG0000323	Prbd.g_01498	Prbj.g_00472
OG0000324	Prbd.g_01471	Prbj.g_00443
OG0000325	Prbd.g_01462	Prbj.g_02657
OG0000326	Prbd.g_01456	Prbj.g_02649
OG0000327	Prbd.g_01432	Prbj.g_01024
OG0000328	Prbd.g_01431	Prbj.g_01023
OG0000329	Prbd.g_01414	Prbj.g_01006
OG0000330	Prbd.g_01413	Prbj.g_01005
OG0000331	Prbd.g_01412	Prbj.g_01004
OG0000332	Prbd.g_01398	Prbj.g_00989
OG0000333	Prbd.g_01396	Prbj.g_00987
OG0000334	Prbd.g_01388	Prbj.g_00410
OG0000335	Prbd.g_01383	Prbj.g_00405
OG0000336	Prbd.g_01379	Prbj.g_00401
OG0000337	Prbd.g_01363	Prbj.g_01494
OG0000338	Prbd.g_01362	Prbj.g_01498
OG0000339	Prbd.g_01358	Prbj.g_01504
OG0000340	Prbd.g_01350	Prbj.g_01516
OG0000341	Prbd.g_01348	Prbj.g_01518
OG0000342	Prbd.g_01347	Prbj.g_01519
OG0000343	Prbd.g_01346	Prbj.g_01576
OG0000344	Prbd.g_01343	Prbj.g_01579
OG0000345	Prbd.g_01338	Prbj.g_01594
OG0000346	Prbd.g_01334	Prbj.g_01599
OG0000347	Prbd.g_01317	Prbj.g_01280
OG0000348	Prbd.g_01307	Prbj.g_01243
OG0000349	Prbd.g_01290	Prbj.g_01219
OG0000350	Prbd.g_01272	Prbj.g_01999
OG0000351	Prbd.g_01255	Prbj.g_02047
OG0000352	Prbd.g_01254	Prbj.g_02048
OG0000353	Prbd.g_01238	Prbj.g_02072
OG0000355	Prbd.g_01236	Prbj.g_02074
OG0000356	Prbd.g_01235	Prbj.g_02075
OG0000357	Prbd.g_01234	Prbj.g_02076
OG0000358	Prbd.g_01230	Prbj.g_02080
OG0000359	Prbd.g_01229	Prbj.g_02082
OG0000360	Prbd.g_01228	Prbj.g_02083
OG0000361	Prbd.g_01227	Prbj.g_02084
OG0000362	Prbd.g_01225	Prbj.g_02086
OG0000363	Prbd.g_01223	Prbj.g_01182
OG0000364	Prbd.g_01222	Prbj.g_01183
OG0000365	Prbd.g_01217	Prbj.g_01192
OG0000366	Prbd.g_01216	Prbj.g_01193
OG0000367	Prbd.g_01215	Prbj.g_01194
OG0000368	Prbd.g_01213	Prbj.g_01196
OG0000369	Prbd.g_01212	Prbj.g_01197
OG0000370	Prbd.g_01211	Prbj.g_01198
OG0000371	Prbd.g_01205	Prbj.g_01207
OG0000372	Prbd.g_01202	Prbj.g_01212
OG0000373	Prbd.g_01201	Prbj.g_01213
OG0000374	Prbd.g_01200	Prbj.g_01214
OG0000375	Prbd.g_01198	Prbj.g_01215
OG0000376	Prbd.g_01196	Prbj.g_01217
OG0000377	Prbd.g_01192	Prbj.g_01950
OG0000378	Prbd.g_01190	Prbj.g_01936
OG0000379	Prbd.g_01187	Prbj.g_01920
OG0000380	Prbd.g_01178	Prbj.g_00561
OG0000381	Prbd.g_01174	Prbj.g_00565
OG0000382	Prbd.g_01163	Prbj.g_00580
OG0000383	Prbd.g_01161	Prbj.g_00582
OG0000384	Prbd.g_01160	Prbj.g_00583
OG0000385	Prbd.g_01159	Prbj.g_00584
OG0000386	Prbd.g_01158	Prbj.g_00585
OG0000387	Prbd.g_01145	Prbj.g_00611
OG0000388	Prbd.g_01142	Prbj.g_00615
OG0000389	Prbd.g_01138	Prbj.g_00619
OG0000390	Prbd.g_01131	Prbj.g_01551
OG0000391	Prbd.g_01127	Prbj.g_01556
OG0000392	Prbd.g_01123	Prbj.g_01562
OG0000393	Prbd.g_01121	Prbj.g_01567
OG0000394	Prbd.g_01120	Prbj.g_01568
OG0000395	Prbd.g_01119	Prbj.g_01569
OG0000396	Prbd.g_01116	Prbj.g_01530
OG0000397	Prbd.g_01114	Prbj.g_01532
OG0000398	Prbd.g_01112	Prbj.g_01537
OG0000399	Prbd.g_01111	Prbj.g_01538
OG0000400	Prbd.g_01110	Prbj.g_01539
OG0000401	Prbd.g_01109	Prbj.g_01540
OG0000402	Prbd.g_01107	Prbj.g_01542
OG0000403	Prbd.g_01106	Prbj.g_01543
OG0000404	Prbd.g_01105	Prbj.g_01545
OG0000405	Prbd.g_01100	Prbj.g_00545
OG0000406	Prbd.g_01093	Prbj.g_00541
OG0000407	Prbd.g_01092	Prbj.g_00540
OG0000408	Prbd.g_01090	Prbj.g_00538
OG0000409	Prbd.g_01088	Prbj.g_00536
OG0000410	Prbd.g_01087	Prbj.g_00535
OG0000411	Prbd.g_01086	Prbj.g_00534
OG0000412	Prbd.g_01085	Prbj.g_00533
OG0000413	Prbd.g_01084	Prbj.g_00531
OG0000414	Prbd.g_01083	Prbj.g_00530
OG0000415	Prbd.g_01082	Prbj.g_00529
OG0000416	Prbd.g_01081	Prbj.g_00528
OG0000417	Prbd.g_01080	Prbj.g_00527
OG0000418	Prbd.g_01075	Prbj.g_00522
OG0000419	Prbd.g_01073	Prbj.g_00520
OG0000420	Prbd.g_01072	Prbj.g_00519
OG0000421	Prbd.g_01067	Prbj.g_00515
OG0000422	Prbd.g_01066	Prbj.g_00514
OG0000423	Prbd.g_01065	Prbj.g_00513
OG0000424	Prbd.g_01064	Prbj.g_00512
OG0000425	Prbd.g_01063	Prbj.g_00511
OG0000426	Prbd.g_01062	Prbj.g_00510
OG0000427	Prbd.g_01061	Prbj.g_00509
OG0000428	Prbd.g_01059	Prbj.g_02369
OG0000429	Prbd.g_01058	Prbj.g_01135
OG0000430	Prbd.g_01057	Prbj.g_01137
OG0000431	Prbd.g_01055	Prbj.g_01141
OG0000432	Prbd.g_01052	Prbj.g_01148
OG0000433	Prbd.g_01051	Prbj.g_01151
OG0000434	Prbd.g_01050	Prbj.g_01152
OG0000435	Prbd.g_01049	Prbj.g_01155
OG0000436	Prbd.g_01044	Prbj.g_01161
OG0000437	Prbd.g_01043	Prbj.g_01162
OG0000438	Prbd.g_01042	Prbj.g_01163
OG0000439	Prbd.g_01040	Prbj.g_01165
OG0000440	Prbd.g_01039	Prbj.g_01166
OG0000441	Prbd.g_01036	Prbj.g_01173
OG0000442	Prbd.g_01035	Prbj.g_01174
OG0000443	Prbd.g_01034	Prbj.g_00289
OG0000444	Prbd.g_01029	Prbj.g_00237
OG0000445	Prbd.g_01028	Prbj.g_00238
OG0000446	Prbd.g_01027	Prbj.g_00240
OG0000447	Prbd.g_01026	Prbj.g_00250
OG0000448	Prbd.g_01025	Prbj.g_00251
OG0000449	Prbd.g_01024	Prbj.g_00252
OG0000450	Prbd.g_01023	Prbj.g_00258
OG0000451	Prbd.g_01022	Prbj.g_00259
OG0000452	Prbd.g_01019	Prbj.g_00264
OG0000453	Prbd.g_01018	Prbj.g_00265
OG0000454	Prbd.g_01017	Prbj.g_00266
OG0000455	Prbd.g_01016	Prbj.g_00267
OG0000456	Prbd.g_01015	Prbj.g_00268
OG0000457	Prbd.g_01013	Prbj.g_00270
OG0000458	Prbd.g_01012	Prbj.g_00271
OG0000459	Prbd.g_01011	Prbj.g_00272
OG0000460	Prbd.g_01004	Prbj.g_00176
OG0000461	Prbd.g_00997	Prbj.g_02661
OG0000462	Prbd.g_00995	Prbj.g_01341
OG0000463	Prbd.g_00994	Prbj.g_01342
OG0000464	Prbd.g_00993	Prbj.g_01343
OG0000465	Prbd.g_00992	Prbj.g_01345
OG0000466	Prbd.g_00989	Prbj.g_01350
OG0000467	Prbd.g_00988	Prbj.g_01352
OG0000468	Prbd.g_00986	Prbj.g_01359
OG0000469	Prbd.g_00977	Prbj.g_01372
OG0000470	Prbd.g_00975	Prbj.g_01385
OG0000471	Prbd.g_00974	Prbj.g_01386
OG0000472	Prbd.g_00973	Prbj.g_01388
OG0000473	Prbd.g_00971	Prbj.g_01390
OG0000474	Prbd.g_00970	Prbj.g_01391
OG0000475	Prbd.g_00969	Prbj.g_01392
OG0000476	Prbd.g_00968	Prbj.g_01394
OG0000477	Prbd.g_00964	Prbj.g_01399
OG0000478	Prbd.g_00963	Prbj.g_01400
OG0000479	Prbd.g_00962	Prbj.g_01401
OG0000480	Prbd.g_00957	Prbj.g_01408
OG0000481	Prbd.g_00955	Prbj.g_01410
OG0000482	Prbd.g_00954	Prbj.g_01411
OG0000483	Prbd.g_00951	Prbj.g_01415
OG0000484	Prbd.g_00950	Prbj.g_01416
OG0000485	Prbd.g_00949	Prbj.g_01417
OG0000486	Prbd.g_00948	Prbj.g_01418
OG0000487	Prbd.g_00944	Prbj.g_01423
OG0000488	Prbd.g_00941	Prbj.g_01427
OG0000489	Prbd.g_00936	Prbj.g_01438
OG0000490	Prbd.g_00931	Prbj.g_01444
OG0000491	Prbd.g_00930	Prbj.g_01445
OG0000492	Prbd.g_00928	Prbj.g_01448
OG0000493	Prbd.g_00927	Prbj.g_01449
OG0000494	Prbd.g_00926	Prbj.g_01450
OG0000495	Prbd.g_00925	Prbj.g_01451
OG0000496	Prbd.g_00924	Prbj.g_01452
OG0000497	Prbd.g_00923	Prbj.g_01453
OG0000498	Prbd.g_00922	Prbj.g_01454
OG0000499	Prbd.g_00921	Prbj.g_01455
OG0000500	Prbd.g_00920	Prbj.g_01456
OG0000501	Prbd.g_00918	Prbj.g_01459
OG0000502	Prbd.g_00915	Prbj.g_01471
OG0000503	Prbd.g_00905	Prbj.g_00341
OG0000504	Prbd.g_00904	Prbj.g_00339
OG0000505	Prbd.g_00903	Prbj.g_00338
OG0000506	Prbd.g_00901	Prbj.g_00336
OG0000507	Prbd.g_00898	Prbj.g_00331
OG0000508	Prbd.g_00894	Prbj.g_00324
OG0000509	Prbd.g_00892	Prbj.g_00322
OG0000510	Prbd.g_00891	Prbj.g_00321
OG0000511	Prbd.g_00890	Prbj.g_00320
OG0000512	Prbd.g_00888	Prbj.g_00318
OG0000513	Prbd.g_00881	Prbj.g_00068
OG0000514	Prbd.g_00811	Prbj.g_00076
OG0000515	Prbd.g_00810	Prbj.g_00077
OG0000516	Prbd.g_00809	Prbj.g_00089
OG0000517	Prbd.g_00807	Prbj.g_00099
OG0000518	Prbd.g_00796	Prbj.g_00111
OG0000519	Prbd.g_00795	Prbj.g_00112
OG0000520	Prbd.g_00794	Prbj.g_00113
OG0000521	Prbd.g_00789	Prbj.g_01894
OG0000522	Prbd.g_00787	Prbj.g_01892
OG0000523	Prbd.g_00786	Prbj.g_01891
OG0000524	Prbd.g_00781	Prbj.g_00152
OG0000525	Prbd.g_00778	Prbj.g_00136
OG0000526	Prbd.g_00777	Prbj.g_00134
OG0000527	Prbd.g_00769	Prbj.g_00130
OG0000528	Prbd.g_00764	Prbj.g_01635
OG0000529	Prbd.g_00761	Prbj.g_01629
OG0000530	Prbd.g_00758	Prbj.g_01626
OG0000531	Prbd.g_00757	Prbj.g_01625
OG0000532	Prbd.g_00755	Prbj.g_01622
OG0000533	Prbd.g_00754	Prbj.g_01620
OG0000534	Prbd.g_00753	Prbj.g_01619
OG0000535	Prbd.g_00752	Prbj.g_01618
OG0000536	Prbd.g_00751	Prbj.g_01617
OG0000537	Prbd.g_00750	Prbj.g_01616
OG0000538	Prbd.g_00742	Prbj.g_01605
OG0000539	Prbd.g_00741	Prbj.g_02088
OG0000540	Prbd.g_00740	Prbj.g_02089
OG0000541	Prbd.g_00739	Prbj.g_02090
OG0000542	Prbd.g_00737	Prbj.g_02093
OG0000543	Prbd.g_00735	Prbj.g_02095
OG0000544	Prbd.g_00734	Prbj.g_02096
OG0000545	Prbd.g_00732	Prbj.g_02097
OG0000546	Prbd.g_00729	Prbj.g_02099
OG0000547	Prbd.g_00727	Prbj.g_02101
OG0000548	Prbd.g_00726	Prbj.g_02102
