Orthogroup	Prbd	Prar
OG0000070	Prbd.g_00792	Prar.g_00498
OG0000071	Prbd.g_01801	Prar.g_00955
OG0000072	Prbd.g_01069	Prar.g_00156
OG0000073	Prbd.g_00743	Prar.g_01330
OG0000074	Prbd.g_00562	Prar.g_01512
OG0000075	Prbd.g_01359	Prar.g_00629
OG0000076	Prbd.g_01335	Prar.g_00653
OG0000077	Prbd.g_01166	Prar.g_00250
OG0000078	Prbd.g_01000	Prar.g_00088
OG0000081	Prbd.g_00711	Prar.g_01361
OG0000082	Prbd.g_00658	Prar.g_01414
OG0000083	Prbd.g_00038	Prar.g_01630
OG0000083	Prbd.g_00031	Prar.g_01623
OG0000084	Prbd.g_01693	Prar.g_00343
OG0000085	Prbd.g_01532	Prar.g_01150
OG0000086	Prbd.g_01156	Prar.g_00240
OG0000087	Prbd.g_01104, Prbd.g_01103	Prar.g_00189
OG0000088	Prbd.g_01074	Prar.g_00161
OG0000089	Prbd.g_00883	Prar.g_00416
OG0000090	Prbd.g_00709	Prar.g_01363
OG0000091	Prbd.g_00602	Prar.g_01472
OG0000092	Prbd.g_00211	Prar.g_01781
OG0000092	Prbd.g_01193	Prar.g_00615
OG0000093	Prbd.g_00232	Prar.g_01801
OG0000094	Prbd.g_00321	Prar.g_01885
OG0000095	Prbd.g_00340	Prar.g_01904
OG0000096	Prbd.g_01840	Prar.g_01006
OG0000096	Prbd.g_00409	Prar.g_01313
OG0000096	Prbd.g_01870	Prar.g_00991
OG0000097	Prbd.g_00509	Prar.g_01222
OG0000098	Prbd.g_01782	Prar.g_00929
OG0000099	Prbd.g_01734	Prar.g_00872
OG0000100	Prbd.g_01614	Prar.g_00773
OG0000101	Prbd.g_01391	Prar.g_01027
OG0000102	Prbd.g_01330	Prar.g_00658
OG0000103	Prbd.g_01250	Prar.g_00050
OG0000104	Prbd.g_01241	Prar.g_00042
OG0000105	Prbd.g_00965	Prar.g_00313
OG0000106	Prbd.g_00868	Prar.g_00431
OG0000107	Prbd.g_00852	Prar.g_00446
OG0000108	Prbd.g_00762	Prar.g_00530
OG0000109	Prbd.g_00748	Prar.g_00544
OG0000110	Prbd.g_00668	Prar.g_01404
OG0000111	Prbd.g_00545	Prar.g_01529
OG0000112	Prbd.g_00066	Prar.g_01652
OG0000113	Prbd.g_00124	Prar.g_01706
OG0000114	Prbd.g_00206	Prar.g_01776
OG0000115	Prbd.g_00401	Prar.g_01318
OG0000116	Prbd.g_00458	Prar.g_01273
OG0000117	Prbd.g_01895	Prar.g_01003
OG0000118	Prbd.g_01789	Prar.g_00943
OG0000119	Prbd.g_01768	Prar.g_00915
OG0000120	Prbd.g_01737	Prar.g_00880
OG0000121	Prbd.g_01687	Prar.g_00337
OG0000122	Prbd.g_01649	Prar.g_00807
OG0000123	Prbd.g_01384	Prar.g_01021
OG0000124	Prbd.g_01318	Prar.g_00668
OG0000125	Prbd.g_01281	Prar.g_00704
OG0000126	Prbd.g_01242	Prar.g_00043
OG0000128	Prbd.g_01226	Prar.g_00027
OG0000129	Prbd.g_01194	Prar.g_00576
OG0000130	Prbd.g_01175	Prar.g_00549
OG0000131	Prbd.g_01095	Prar.g_00182
OG0000132	Prbd.g_01076	Prar.g_00163
OG0000133	Prbd.g_00917	Prar.g_00265
OG0000134	Prbd.g_00882	Prar.g_00417
OG0000135	Prbd.g_00855	Prar.g_00444
OG0000136	Prbd.g_00801	Prar.g_00489
OG0000137	Prbd.g_00767	Prar.g_00525
OG0000138	Prbd.g_00747	Prar.g_00545
OG0000139	Prbd.g_00705	Prar.g_01367
OG0000140	Prbd.g_00704	Prar.g_01368
OG0000141	Prbd.g_00637	Prar.g_01437
OG0000142	Prbd.g_00609	Prar.g_01465
OG0000143	Prbd.g_00605	Prar.g_01469
OG0000144	Prbd.g_00592	Prar.g_01482
OG0000145	Prbd.g_00062	Prar.g_01651
OG0000146	Prbd.g_00067	Prar.g_01653
OG0000147	Prbd.g_00068	Prar.g_01654
OG0000148	Prbd.g_00118	Prar.g_01700
OG0000149	Prbd.g_00149	Prar.g_01730
OG0000150	Prbd.g_00157	Prar.g_01738
OG0000151	Prbd.g_00216	Prar.g_01786
OG0000152	Prbd.g_00264	Prar.g_01833
OG0000153	Prbd.g_00283	Prar.g_01852
OG0000154	Prbd.g_00314	Prar.g_01878
OG0000155	Prbd.g_00488	Prar.g_01243
OG0000156	Prbd.g_01812	Prar.g_00966
OG0000157	Prbd.g_01811	Prar.g_00965
OG0000158	Prbd.g_01736	Prar.g_00375
OG0000159	Prbd.g_01735	Prar.g_00380, Prar.g_00871
OG0000160	Prbd.g_01688	Prar.g_00338
OG0000161	Prbd.g_01682	Prar.g_00840
OG0000162	Prbd.g_01676	Prar.g_00834
OG0000163	Prbd.g_01642	Prar.g_00800
OG0000164	Prbd.g_01501	Prar.g_01964
OG0000165	Prbd.g_01494	Prar.g_01971
OG0000166	Prbd.g_01427	Prar.g_01063
OG0000167	Prbd.g_01361	Prar.g_00627
OG0000168	Prbd.g_01351	Prar.g_00637
OG0000169	Prbd.g_01341	Prar.g_00647
OG0000170	Prbd.g_01339	Prar.g_00649
OG0000171	Prbd.g_01319	Prar.g_00667
OG0000172	Prbd.g_01310	Prar.g_00675
OG0000173	Prbd.g_01295	Prar.g_00690
OG0000174	Prbd.g_01268	Prar.g_00068
OG0000175	Prbd.g_01258	Prar.g_00058
OG0000176	Prbd.g_01233	Prar.g_00034
OG0000177	Prbd.g_01232	Prar.g_00033
OG0000178	Prbd.g_01231	Prar.g_00032
OG0000179	Prbd.g_01221	Prar.g_00022
OG0000180	Prbd.g_01220	Prar.g_00021
OG0000181	Prbd.g_01219	Prar.g_00020
OG0000182	Prbd.g_01218	Prar.g_00019
OG0000183	Prbd.g_01214	Prar.g_00015
OG0000184	Prbd.g_01191	Prar.g_00573
OG0000185	Prbd.g_01188	Prar.g_00570
OG0000186	Prbd.g_01180	Prar.g_00554
OG0000187	Prbd.g_01179	Prar.g_00553
OG0000188	Prbd.g_01162	Prar.g_00246
OG0000189	Prbd.g_01148	Prar.g_00232
OG0000190	Prbd.g_01147	Prar.g_00231
OG0000191	Prbd.g_01126	Prar.g_00211
OG0000192	Prbd.g_01122	Prar.g_00207
OG0000193	Prbd.g_01094	Prar.g_00181
OG0000194	Prbd.g_01091	Prar.g_00178
OG0000195	Prbd.g_01089	Prar.g_00176
OG0000196	Prbd.g_01079	Prar.g_00166
OG0000197	Prbd.g_01078	Prar.g_00165
OG0000198	Prbd.g_01077	Prar.g_00164
OG0000199	Prbd.g_01070	Prar.g_00157
OG0000200	Prbd.g_01056	Prar.g_00143
OG0000201	Prbd.g_01048	Prar.g_00135
OG0000202	Prbd.g_01047	Prar.g_00134
OG0000203	Prbd.g_01046	Prar.g_00133
OG0000204	Prbd.g_01045	Prar.g_00132
OG0000205	Prbd.g_01038	Prar.g_00125
OG0000206	Prbd.g_01033	Prar.g_00120
OG0000207	Prbd.g_01031	Prar.g_00118
OG0000208	Prbd.g_01030	Prar.g_00117
OG0000209	Prbd.g_01021	Prar.g_00108
OG0000210	Prbd.g_01020	Prar.g_00107
OG0000211	Prbd.g_01006	Prar.g_00094
OG0000212	Prbd.g_00999	Prar.g_00087
OG0000213	Prbd.g_00982	Prar.g_00330
OG0000214	Prbd.g_00972	Prar.g_00320
OG0000215	Prbd.g_00947	Prar.g_00295
OG0000216	Prbd.g_00945	Prar.g_00293
OG0000217	Prbd.g_00942	Prar.g_00290
OG0000218	Prbd.g_00940	Prar.g_00288
OG0000219	Prbd.g_00939	Prar.g_00287
OG0000220	Prbd.g_00938	Prar.g_00286
OG0000221	Prbd.g_00937	Prar.g_00285
OG0000222	Prbd.g_00929	Prar.g_00277
OG0000223	Prbd.g_00916	Prar.g_00264
OG0000224	Prbd.g_00914	Prar.g_00262
OG0000225	Prbd.g_00893	Prar.g_00406
OG0000226	Prbd.g_00889	Prar.g_00410
OG0000227	Prbd.g_00887	Prar.g_00412
OG0000228	Prbd.g_00884	Prar.g_00415
OG0000229	Prbd.g_00806	Prar.g_00484
OG0000230	Prbd.g_00804	Prar.g_00486
OG0000231	Prbd.g_00793	Prar.g_00497
OG0000232	Prbd.g_00784	Prar.g_00506
OG0000233	Prbd.g_00779	Prar.g_00512
OG0000234	Prbd.g_00766	Prar.g_00526
OG0000235	Prbd.g_00763	Prar.g_00529
OG0000236	Prbd.g_00749	Prar.g_00543
OG0000237	Prbd.g_00736	Prar.g_01337
OG0000238	Prbd.g_00730	Prar.g_01343
OG0000239	Prbd.g_00717	Prar.g_01355
OG0000240	Prbd.g_00716	Prar.g_01356
OG0000241	Prbd.g_00712	Prar.g_01360
OG0000242	Prbd.g_00710	Prar.g_01362
OG0000243	Prbd.g_00699	Prar.g_01373
OG0000244	Prbd.g_00696	Prar.g_01376
OG0000245	Prbd.g_00694	Prar.g_01378
OG0000246	Prbd.g_00690	Prar.g_01382
OG0000247	Prbd.g_00680	Prar.g_01392
OG0000248	Prbd.g_00678	Prar.g_01394
OG0000249	Prbd.g_00676	Prar.g_01396
OG0000250	Prbd.g_00671	Prar.g_01401
OG0000251	Prbd.g_00653	Prar.g_01420
OG0000252	Prbd.g_00650	Prar.g_01424
OG0000253	Prbd.g_00649	Prar.g_01425
OG0000254	Prbd.g_00633	Prar.g_01441
OG0000255	Prbd.g_00627	Prar.g_01447
OG0000256	Prbd.g_00617	Prar.g_01457
OG0000257	Prbd.g_00614	Prar.g_01460
OG0000258	Prbd.g_00601	Prar.g_01473
OG0000259	Prbd.g_00584	Prar.g_01490
OG0000260	Prbd.g_00581	Prar.g_01493
OG0000261	Prbd.g_00579	Prar.g_01495
OG0000262	Prbd.g_00575	Prar.g_01499
OG0000263	Prbd.g_00563	Prar.g_01511
OG0000264	Prbd.g_00553	Prar.g_01521
OG0000265	Prbd.g_00007	Prar.g_01599
OG0000266	Prbd.g_00017	Prar.g_01609
OG0000267	Prbd.g_00028	Prar.g_01620
OG0000268	Prbd.g_00029	Prar.g_01621
OG0000269	Prbd.g_00097	Prar.g_01679
OG0000270	Prbd.g_00100	Prar.g_01682
OG0000271	Prbd.g_00108	Prar.g_01690
OG0000272	Prbd.g_00109	Prar.g_01691
OG0000273	Prbd.g_00132	Prar.g_01714
OG0000274	Prbd.g_00133	Prar.g_01715
OG0000275	Prbd.g_00136	Prar.g_01717
OG0000276	Prbd.g_00141	Prar.g_01722
OG0000277	Prbd.g_00142	Prar.g_01723
OG0000278	Prbd.g_00145	Prar.g_01726
OG0000279	Prbd.g_00152	Prar.g_01733
OG0000280	Prbd.g_00153	Prar.g_01734
OG0000281	Prbd.g_00158	Prar.g_01740
OG0000282	Prbd.g_00208	Prar.g_01778
OG0000283	Prbd.g_00241	Prar.g_01810
OG0000284	Prbd.g_00246	Prar.g_01815
OG0000285	Prbd.g_00251	Prar.g_01820
OG0000286	Prbd.g_00263	Prar.g_01832
OG0000287	Prbd.g_00280	Prar.g_01849
OG0000288	Prbd.g_00313	Prar.g_01877
OG0000289	Prbd.g_00324	Prar.g_01888
OG0000290	Prbd.g_00337	Prar.g_01901
OG0000291	Prbd.g_00339	Prar.g_01903
OG0000292	Prbd.g_00389	Prar.g_01953
OG0000293	Prbd.g_00459	Prar.g_01272
OG0000294	Prbd.g_00460	Prar.g_01271
OG0000295	Prbd.g_00480	Prar.g_01251
OG0000296	Prbd.g_00482	Prar.g_01249
OG0000297	Prbd.g_00490	Prar.g_01241
OG0000298	Prbd.g_00491	Prar.g_01240
OG0000299	Prbd.g_00508	Prar.g_01223
OG0000300	Prbd.g_00511	Prar.g_01220
OG0000301	Prbd.g_00512	Prar.g_01219
OG0000302	Prbd.g_00514	Prar.g_01217
OG0000303	Prbd.g_00521	Prar.g_01210
OG0000304	Prbd.g_00525	Prar.g_01206
OG0000305	Prbd.g_01772	Prar.g_00919
OG0000306	Prbd.g_01769	Prar.g_00916
OG0000307	Prbd.g_01755	Prar.g_00902
OG0000308	Prbd.g_01754	Prar.g_00901
OG0000309	Prbd.g_01750	Prar.g_00897
OG0000310	Prbd.g_01704	Prar.g_00354
OG0000311	Prbd.g_01702	Prar.g_00352
OG0000312	Prbd.g_01699	Prar.g_00349
OG0000313	Prbd.g_01685	Prar.g_00335
OG0000314	Prbd.g_01662	Prar.g_00820
OG0000315	Prbd.g_01652	Prar.g_00810
OG0000316	Prbd.g_01632	Prar.g_00790
OG0000317	Prbd.g_01527	Prar.g_01145
OG0000318	Prbd.g_01524	Prar.g_01142
OG0000319	Prbd.g_01511	Prar.g_01129
OG0000320	Prbd.g_01509	Prar.g_01127
OG0000321	Prbd.g_01508	Prar.g_01126
OG0000322	Prbd.g_01507	Prar.g_01125
OG0000323	Prbd.g_01498	Prar.g_01967
OG0000324	Prbd.g_01471	Prar.g_00609
OG0000325	Prbd.g_01462	Prar.g_01113
OG0000326	Prbd.g_01456	Prar.g_01107
OG0000327	Prbd.g_01432	Prar.g_01068
OG0000328	Prbd.g_01431	Prar.g_01067
OG0000329	Prbd.g_01414	Prar.g_01050
OG0000330	Prbd.g_01413	Prar.g_01049
OG0000331	Prbd.g_01412	Prar.g_01048
OG0000332	Prbd.g_01398	Prar.g_01034
OG0000333	Prbd.g_01396	Prar.g_01032
OG0000334	Prbd.g_01388	Prar.g_01024
OG0000335	Prbd.g_01383	Prar.g_01020
OG0000336	Prbd.g_01379	Prar.g_01016
OG0000337	Prbd.g_01363	Prar.g_00625
OG0000338	Prbd.g_01362	Prar.g_00626
OG0000339	Prbd.g_01358	Prar.g_00630
OG0000340	Prbd.g_01350	Prar.g_00638
OG0000341	Prbd.g_01348	Prar.g_00640
OG0000342	Prbd.g_01347	Prar.g_00641
OG0000343	Prbd.g_01346	Prar.g_00642
OG0000344	Prbd.g_01343	Prar.g_00645
OG0000345	Prbd.g_01338	Prar.g_00650
OG0000346	Prbd.g_01334	Prar.g_00654
OG0000347	Prbd.g_01317	Prar.g_00669
OG0000348	Prbd.g_01307	Prar.g_00678
OG0000349	Prbd.g_01290	Prar.g_00695
OG0000350	Prbd.g_01272	Prar.g_00072
OG0000351	Prbd.g_01255	Prar.g_00055
OG0000352	Prbd.g_01254	Prar.g_00054
OG0000353	Prbd.g_01238	Prar.g_00039
OG0000355	Prbd.g_01236	Prar.g_00037
OG0000356	Prbd.g_01235	Prar.g_00036
OG0000357	Prbd.g_01234	Prar.g_00035
OG0000358	Prbd.g_01230	Prar.g_00031
OG0000359	Prbd.g_01229	Prar.g_00030
OG0000360	Prbd.g_01228	Prar.g_00029
OG0000361	Prbd.g_01227	Prar.g_00028
OG0000362	Prbd.g_01225	Prar.g_00026
OG0000363	Prbd.g_01223	Prar.g_00024
OG0000364	Prbd.g_01222	Prar.g_00023
OG0000365	Prbd.g_01217	Prar.g_00018
OG0000366	Prbd.g_01216	Prar.g_00017
OG0000367	Prbd.g_01215	Prar.g_00016
OG0000368	Prbd.g_01213	Prar.g_00014
OG0000369	Prbd.g_01212	Prar.g_00013
OG0000370	Prbd.g_01211	Prar.g_00012
OG0000371	Prbd.g_01205	Prar.g_00006
OG0000372	Prbd.g_01202	Prar.g_00002
OG0000373	Prbd.g_01201	Prar.g_00001
OG0000374	Prbd.g_01200	Prar.g_00594
OG0000375	Prbd.g_01198	Prar.g_00580
OG0000376	Prbd.g_01196	Prar.g_00578
OG0000377	Prbd.g_01192	Prar.g_00574
OG0000378	Prbd.g_01190	Prar.g_00572
OG0000379	Prbd.g_01187	Prar.g_00569
OG0000380	Prbd.g_01178	Prar.g_00552
OG0000381	Prbd.g_01174	Prar.g_00548
OG0000382	Prbd.g_01163	Prar.g_00247
OG0000383	Prbd.g_01161	Prar.g_00245
OG0000384	Prbd.g_01160	Prar.g_00244
OG0000385	Prbd.g_01159	Prar.g_00243
OG0000386	Prbd.g_01158	Prar.g_00242
OG0000387	Prbd.g_01145	Prar.g_00229
OG0000388	Prbd.g_01142	Prar.g_00226
OG0000389	Prbd.g_01138	Prar.g_00222
OG0000390	Prbd.g_01131	Prar.g_00215
OG0000391	Prbd.g_01127	Prar.g_00212
OG0000392	Prbd.g_01123	Prar.g_00208
OG0000393	Prbd.g_01121	Prar.g_00206
OG0000394	Prbd.g_01120	Prar.g_00205
OG0000395	Prbd.g_01119	Prar.g_00204
OG0000396	Prbd.g_01116	Prar.g_00201
OG0000397	Prbd.g_01114	Prar.g_00199
OG0000398	Prbd.g_01112	Prar.g_00197
OG0000399	Prbd.g_01111	Prar.g_00196
OG0000400	Prbd.g_01110	Prar.g_00195
OG0000401	Prbd.g_01109	Prar.g_00194
OG0000402	Prbd.g_01107	Prar.g_00192
OG0000403	Prbd.g_01106	Prar.g_00191
OG0000404	Prbd.g_01105	Prar.g_00190
OG0000405	Prbd.g_01100	Prar.g_00186
OG0000406	Prbd.g_01093	Prar.g_00180
OG0000407	Prbd.g_01092	Prar.g_00179
OG0000408	Prbd.g_01090	Prar.g_00177
OG0000409	Prbd.g_01088	Prar.g_00175
OG0000410	Prbd.g_01087	Prar.g_00174
OG0000411	Prbd.g_01086	Prar.g_00173
OG0000412	Prbd.g_01085	Prar.g_00172
OG0000413	Prbd.g_01084	Prar.g_00171
OG0000414	Prbd.g_01083	Prar.g_00170
OG0000415	Prbd.g_01082	Prar.g_00169
OG0000416	Prbd.g_01081	Prar.g_00168
OG0000417	Prbd.g_01080	Prar.g_00167
OG0000418	Prbd.g_01075	Prar.g_00162
OG0000419	Prbd.g_01073	Prar.g_00160
OG0000420	Prbd.g_01072	Prar.g_00159
OG0000421	Prbd.g_01067	Prar.g_00154
OG0000422	Prbd.g_01066	Prar.g_00153
OG0000423	Prbd.g_01065	Prar.g_00152
OG0000424	Prbd.g_01064	Prar.g_00151
OG0000425	Prbd.g_01063	Prar.g_00150
OG0000426	Prbd.g_01062	Prar.g_00149
OG0000427	Prbd.g_01061	Prar.g_00148
OG0000428	Prbd.g_01059	Prar.g_00146
OG0000429	Prbd.g_01058	Prar.g_00145
OG0000430	Prbd.g_01057	Prar.g_00144
OG0000431	Prbd.g_01055	Prar.g_00142
OG0000432	Prbd.g_01052	Prar.g_00139
OG0000433	Prbd.g_01051	Prar.g_00138
OG0000434	Prbd.g_01050	Prar.g_00137
OG0000435	Prbd.g_01049	Prar.g_00136
OG0000436	Prbd.g_01044	Prar.g_00131
OG0000437	Prbd.g_01043	Prar.g_00130
OG0000438	Prbd.g_01042	Prar.g_00129
OG0000439	Prbd.g_01040	Prar.g_00127
OG0000440	Prbd.g_01039	Prar.g_00126
OG0000441	Prbd.g_01036	Prar.g_00123
OG0000442	Prbd.g_01035	Prar.g_00122
OG0000443	Prbd.g_01034	Prar.g_00121
OG0000444	Prbd.g_01029	Prar.g_00116
OG0000445	Prbd.g_01028	Prar.g_00115
OG0000446	Prbd.g_01027	Prar.g_00114
OG0000447	Prbd.g_01026	Prar.g_00113
OG0000448	Prbd.g_01025	Prar.g_00112
OG0000449	Prbd.g_01024	Prar.g_00111
OG0000450	Prbd.g_01023	Prar.g_00110
OG0000451	Prbd.g_01022	Prar.g_00109
OG0000452	Prbd.g_01019	Prar.g_00106
OG0000453	Prbd.g_01018	Prar.g_00105
OG0000454	Prbd.g_01017	Prar.g_00104
OG0000455	Prbd.g_01016	Prar.g_00103
OG0000456	Prbd.g_01015	Prar.g_00102
OG0000457	Prbd.g_01013	Prar.g_00101
OG0000458	Prbd.g_01012	Prar.g_00100
OG0000459	Prbd.g_01011	Prar.g_00099
OG0000460	Prbd.g_01004	Prar.g_00092
OG0000461	Prbd.g_00997	Prar.g_00085
OG0000462	Prbd.g_00995	Prar.g_00083
OG0000463	Prbd.g_00994	Prar.g_00082
OG0000464	Prbd.g_00993	Prar.g_00081
OG0000465	Prbd.g_00992	Prar.g_00080
OG0000466	Prbd.g_00989	Prar.g_00077
OG0000467	Prbd.g_00988	Prar.g_00076
OG0000468	Prbd.g_00986	Prar.g_00334
OG0000469	Prbd.g_00977	Prar.g_00325
OG0000470	Prbd.g_00975	Prar.g_00323
OG0000471	Prbd.g_00974	Prar.g_00322
OG0000472	Prbd.g_00973	Prar.g_00321
OG0000473	Prbd.g_00971	Prar.g_00319
OG0000474	Prbd.g_00970	Prar.g_00318
OG0000475	Prbd.g_00969	Prar.g_00317
OG0000476	Prbd.g_00968	Prar.g_00316
OG0000477	Prbd.g_00964	Prar.g_00312
OG0000478	Prbd.g_00963	Prar.g_00311
OG0000479	Prbd.g_00962	Prar.g_00310
OG0000480	Prbd.g_00957	Prar.g_00305
OG0000481	Prbd.g_00955	Prar.g_00303
OG0000482	Prbd.g_00954	Prar.g_00302
OG0000483	Prbd.g_00951	Prar.g_00299
OG0000484	Prbd.g_00950	Prar.g_00298
OG0000485	Prbd.g_00949	Prar.g_00297
OG0000486	Prbd.g_00948	Prar.g_00296
OG0000487	Prbd.g_00944	Prar.g_00292
OG0000488	Prbd.g_00941	Prar.g_00289
OG0000489	Prbd.g_00936	Prar.g_00284
OG0000490	Prbd.g_00931	Prar.g_00279
OG0000491	Prbd.g_00930	Prar.g_00278
OG0000492	Prbd.g_00928	Prar.g_00276
OG0000493	Prbd.g_00927	Prar.g_00275
OG0000494	Prbd.g_00926	Prar.g_00274
OG0000495	Prbd.g_00925	Prar.g_00273
OG0000496	Prbd.g_00924	Prar.g_00272
OG0000497	Prbd.g_00923	Prar.g_00271
OG0000498	Prbd.g_00922	Prar.g_00270
OG0000499	Prbd.g_00921	Prar.g_00269
OG0000500	Prbd.g_00920	Prar.g_00268
OG0000501	Prbd.g_00918	Prar.g_00266
OG0000502	Prbd.g_00915	Prar.g_00263
OG0000503	Prbd.g_00905	Prar.g_00394
OG0000504	Prbd.g_00904	Prar.g_00395
OG0000505	Prbd.g_00903	Prar.g_00396
OG0000506	Prbd.g_00901	Prar.g_00398
OG0000507	Prbd.g_00898	Prar.g_00401
OG0000508	Prbd.g_00894	Prar.g_00405
OG0000509	Prbd.g_00892	Prar.g_00407
OG0000510	Prbd.g_00891	Prar.g_00408
OG0000511	Prbd.g_00890	Prar.g_00409
OG0000512	Prbd.g_00888	Prar.g_00411
OG0000513	Prbd.g_00881	Prar.g_00418
OG0000514	Prbd.g_00811	Prar.g_00479
OG0000515	Prbd.g_00810	Prar.g_00480
OG0000516	Prbd.g_00809	Prar.g_00481
OG0000517	Prbd.g_00807	Prar.g_00483
OG0000518	Prbd.g_00796	Prar.g_00494
OG0000519	Prbd.g_00795	Prar.g_00495
OG0000520	Prbd.g_00794	Prar.g_00496
OG0000521	Prbd.g_00789	Prar.g_00501
OG0000522	Prbd.g_00787	Prar.g_00503
OG0000523	Prbd.g_00786	Prar.g_00504
OG0000524	Prbd.g_00781	Prar.g_00510
OG0000525	Prbd.g_00778	Prar.g_00513
OG0000526	Prbd.g_00777	Prar.g_00514
OG0000527	Prbd.g_00769	Prar.g_00523
OG0000528	Prbd.g_00764	Prar.g_00528
OG0000529	Prbd.g_00761	Prar.g_00531
OG0000530	Prbd.g_00758	Prar.g_00534
OG0000531	Prbd.g_00757	Prar.g_00535
OG0000532	Prbd.g_00755	Prar.g_00537
OG0000533	Prbd.g_00754	Prar.g_00538
OG0000534	Prbd.g_00753	Prar.g_00539
OG0000535	Prbd.g_00752	Prar.g_00540
OG0000536	Prbd.g_00751	Prar.g_00541
OG0000537	Prbd.g_00750	Prar.g_00542
OG0000538	Prbd.g_00742	Prar.g_01331
OG0000539	Prbd.g_00741	Prar.g_01332
OG0000540	Prbd.g_00740	Prar.g_01333
OG0000541	Prbd.g_00739	Prar.g_01334
OG0000542	Prbd.g_00737	Prar.g_01336
OG0000543	Prbd.g_00735	Prar.g_01338
OG0000544	Prbd.g_00734	Prar.g_01339
OG0000545	Prbd.g_00732	Prar.g_01341
OG0000546	Prbd.g_00729	Prar.g_01344
