Orthogroup	Prbd	Prap
OG0000066	Prbd.g_00703	Prap.g_01230, Prap.g_01867
OG0000067	Prbd.g_00102	Prap.g_00783
OG0000068	Prbd.g_01764	Prap.g_00059
OG0000069	Prbd.g_01575	Prap.g_01312
OG0000070	Prbd.g_00792	Prap.g_01316
OG0000071	Prbd.g_01801	Prap.g_00561
OG0000072	Prbd.g_01069	Prap.g_00999
OG0000073	Prbd.g_00743	Prap.g_01267
OG0000074	Prbd.g_00562	Prap.g_00819, Prap.g_00658, Prap.g_00021
OG0000075	Prbd.g_01359	Prap.g_01606
OG0000076	Prbd.g_01335	Prap.g_01580
OG0000077	Prbd.g_01166	Prap.g_01099
OG0000078	Prbd.g_01000	Prap.g_01472
OG0000079	Prbd.g_00987	Prap.g_01459
OG0000081	Prbd.g_00711	Prap.g_01238
OG0000082	Prbd.g_00658	Prap.g_01183, Prap.g_01790
OG0000084	Prbd.g_01693	Prap.g_00118
OG0000085	Prbd.g_01532	Prap.g_01917, Prap.g_01787
OG0000086	Prbd.g_01156	Prap.g_01090
OG0000087	Prbd.g_01104, Prbd.g_01103	Prap.g_01035
OG0000088	Prbd.g_01074	Prap.g_01004
OG0000089	Prbd.g_00883	Prap.g_01349
OG0000090	Prbd.g_00709	Prap.g_01236
OG0000091	Prbd.g_00602	Prap.g_00384
OG0000092	Prbd.g_00211	Prap.g_00853
OG0000093	Prbd.g_00232	Prap.g_00355
OG0000094	Prbd.g_00321	Prap.g_00306
OG0000095	Prbd.g_00340	Prap.g_00708
OG0000096	Prbd.g_01840, Prbd.g_00409, Prbd.g_01870	Prap.g_00010
OG0000097	Prbd.g_00509	Prap.g_00410
OG0000098	Prbd.g_01782	Prap.g_01928
OG0000099	Prbd.g_01734	Prap.g_00082
OG0000100	Prbd.g_01614	Prap.g_00200
OG0000101	Prbd.g_01391	Prap.g_01642
OG0000102	Prbd.g_01330	Prap.g_01575
OG0000103	Prbd.g_01250	Prap.g_01491
OG0000104	Prbd.g_01241	Prap.g_01869
OG0000105	Prbd.g_00965	Prap.g_01436
OG0000106	Prbd.g_00868	Prap.g_00591
OG0000107	Prbd.g_00852	Prap.g_01714
OG0000108	Prbd.g_00762	Prap.g_01287
OG0000109	Prbd.g_00748	Prap.g_01273
OG0000110	Prbd.g_00668	Prap.g_01194
OG0000111	Prbd.g_00545	Prap.g_00798
OG0000112	Prbd.g_00066	Prap.g_01121
OG0000113	Prbd.g_00124	Prap.g_00760
OG0000114	Prbd.g_00206	Prap.g_00858
OG0000115	Prbd.g_00401	Prap.g_00525
OG0000116	Prbd.g_00458	Prap.g_00467
OG0000117	Prbd.g_01895	Prap.g_00429
OG0000118	Prbd.g_01789	Prap.g_00574
OG0000119	Prbd.g_01768	Prap.g_00510, Prap.g_00218
OG0000120	Prbd.g_01737	Prap.g_00079
OG0000121	Prbd.g_01687	Prap.g_00123
OG0000122	Prbd.g_01649	Prap.g_00532, Prap.g_00164
OG0000123	Prbd.g_01384	Prap.g_01635
OG0000124	Prbd.g_01318	Prap.g_01563
OG0000125	Prbd.g_01281	Prap.g_01528
OG0000126	Prbd.g_01242	Prap.g_01870
OG0000128	Prbd.g_01226	Prap.g_00043
OG0000129	Prbd.g_01194	Prap.g_00910
OG0000130	Prbd.g_01175	Prap.g_00881
OG0000131	Prbd.g_01095	Prap.g_01026
OG0000132	Prbd.g_01076	Prap.g_01006
OG0000133	Prbd.g_00917	Prap.g_01389
OG0000134	Prbd.g_00882	Prap.g_01347
OG0000135	Prbd.g_00855	Prap.g_00543
OG0000136	Prbd.g_01722, Prbd.g_00801	Prap.g_01325
OG0000137	Prbd.g_00767	Prap.g_01292
OG0000138	Prbd.g_00747	Prap.g_01272
OG0000139	Prbd.g_00705	Prap.g_01232
OG0000140	Prbd.g_00704	Prap.g_01231
OG0000141	Prbd.g_00637	Prap.g_01160
OG0000142	Prbd.g_00609	Prap.g_00392
OG0000143	Prbd.g_00605	Prap.g_00388
OG0000144	Prbd.g_00592	Prap.g_00374
OG0000145	Prbd.g_00062	Prap.g_00545
OG0000146	Prbd.g_00067	Prap.g_01122
OG0000147	Prbd.g_00068	Prap.g_01123
OG0000148	Prbd.g_00118	Prap.g_00766
OG0000149	Prbd.g_00149	Prap.g_00734
OG0000150	Prbd.g_00157	Prap.g_00724
OG0000151	Prbd.g_00216	Prap.g_00848
OG0000152	Prbd.g_00264	Prap.g_00257
OG0000153	Prbd.g_00283	Prap.g_00276
OG0000154	Prbd.g_00314	Prap.g_00296
OG0000155	Prbd.g_00488	Prap.g_00435
OG0000156	Prbd.g_01812	Prap.g_00550
OG0000157	Prbd.g_01811	Prap.g_00551
OG0000158	Prbd.g_01736	Prap.g_01598
OG0000160	Prbd.g_01688	Prap.g_00122
OG0000161	Prbd.g_01682	Prap.g_00128
OG0000162	Prbd.g_01676	Prap.g_00134
OG0000163	Prbd.g_01642	Prap.g_00173
OG0000164	Prbd.g_01501	Prap.g_01754
OG0000165	Prbd.g_01494	Prap.g_01747
OG0000166	Prbd.g_01427	Prap.g_01680
OG0000167	Prbd.g_01361	Prap.g_01608
OG0000168	Prbd.g_01351	Prap.g_01597
OG0000169	Prbd.g_01341	Prap.g_01587
OG0000170	Prbd.g_01339	Prap.g_01584
OG0000171	Prbd.g_01319	Prap.g_01564
OG0000172	Prbd.g_01310	Prap.g_01557
OG0000173	Prbd.g_01295	Prap.g_01542
OG0000174	Prbd.g_01268	Prap.g_01513
OG0000175	Prbd.g_01258	Prap.g_01500
OG0000176	Prbd.g_01233	Prap.g_00050
OG0000177	Prbd.g_01232	Prap.g_00049
OG0000178	Prbd.g_01231	Prap.g_00048
OG0000179	Prbd.g_01221	Prap.g_00939
OG0000180	Prbd.g_01220	Prap.g_00938
OG0000181	Prbd.g_01219	Prap.g_00937
OG0000182	Prbd.g_01218	Prap.g_00936
OG0000183	Prbd.g_01214	Prap.g_00932
OG0000184	Prbd.g_01191	Prap.g_00906
OG0000185	Prbd.g_01188	Prap.g_00903
OG0000186	Prbd.g_01180	Prap.g_00887
OG0000187	Prbd.g_01179	Prap.g_00886
OG0000188	Prbd.g_01162	Prap.g_01096
OG0000189	Prbd.g_01148	Prap.g_01082
OG0000190	Prbd.g_01147	Prap.g_01080
OG0000191	Prbd.g_01126	Prap.g_01057
OG0000192	Prbd.g_01122	Prap.g_01052
OG0000193	Prbd.g_01094	Prap.g_01025
OG0000194	Prbd.g_01091	Prap.g_01022
OG0000195	Prbd.g_01089	Prap.g_01020
OG0000196	Prbd.g_01079	Prap.g_01009
OG0000197	Prbd.g_01078	Prap.g_01008
OG0000198	Prbd.g_01077	Prap.g_01007
OG0000199	Prbd.g_01070	Prap.g_01000
OG0000200	Prbd.g_01056	Prap.g_00986
OG0000201	Prbd.g_01048	Prap.g_00977
OG0000202	Prbd.g_01047	Prap.g_00976
OG0000203	Prbd.g_01046	Prap.g_00975
OG0000204	Prbd.g_01045	Prap.g_00974
OG0000205	Prbd.g_01038	Prap.g_00967
OG0000206	Prbd.g_01033	Prap.g_00962
OG0000207	Prbd.g_01031	Prap.g_00959
OG0000208	Prbd.g_01030	Prap.g_00958
OG0000209	Prbd.g_01021	Prap.g_00949
OG0000210	Prbd.g_01020	Prap.g_00948
OG0000211	Prbd.g_01006	Prap.g_01479
OG0000212	Prbd.g_00999	Prap.g_01471
OG0000213	Prbd.g_00982	Prap.g_01453
OG0000214	Prbd.g_00972	Prap.g_01443
OG0000215	Prbd.g_00947	Prap.g_01416
OG0000216	Prbd.g_00945	Prap.g_01415
OG0000217	Prbd.g_00942	Prap.g_01412
OG0000218	Prbd.g_00940	Prap.g_01410
OG0000219	Prbd.g_00939	Prap.g_01409
OG0000220	Prbd.g_00938	Prap.g_01408
OG0000221	Prbd.g_00937	Prap.g_01407
OG0000222	Prbd.g_00929	Prap.g_01400
OG0000223	Prbd.g_00916	Prap.g_01388
OG0000224	Prbd.g_00914	Prap.g_01386
OG0000225	Prbd.g_00893	Prap.g_01360
OG0000226	Prbd.g_00889	Prap.g_01356
OG0000227	Prbd.g_00887	Prap.g_01354
OG0000228	Prbd.g_00884	Prap.g_01350
OG0000229	Prbd.g_00806	Prap.g_01330
OG0000230	Prbd.g_00804	Prap.g_01328
OG0000231	Prbd.g_00793	Prap.g_01317
OG0000232	Prbd.g_00784	Prap.g_01306
OG0000233	Prbd.g_00779	Prap.g_01300
OG0000234	Prbd.g_00766	Prap.g_01291
OG0000235	Prbd.g_00763	Prap.g_01288
OG0000236	Prbd.g_00749	Prap.g_01274
OG0000237	Prbd.g_00736	Prap.g_01261
OG0000238	Prbd.g_00730	Prap.g_01255
OG0000239	Prbd.g_00717	Prap.g_01244
OG0000240	Prbd.g_00716	Prap.g_01243
OG0000241	Prbd.g_00712	Prap.g_01239
OG0000242	Prbd.g_00710	Prap.g_01237
OG0000243	Prbd.g_00699	Prap.g_01226
OG0000244	Prbd.g_00696	Prap.g_01223
OG0000245	Prbd.g_00694	Prap.g_01221
OG0000246	Prbd.g_00690	Prap.g_01217
OG0000247	Prbd.g_00680	Prap.g_01207
OG0000248	Prbd.g_00678	Prap.g_01204
OG0000249	Prbd.g_00676	Prap.g_01202
OG0000250	Prbd.g_00671	Prap.g_01197
OG0000251	Prbd.g_00653	Prap.g_01177
OG0000252	Prbd.g_00650	Prap.g_01174
OG0000253	Prbd.g_00649	Prap.g_01173
OG0000254	Prbd.g_00633	Prap.g_01156
OG0000255	Prbd.g_00627	Prap.g_01150
OG0000256	Prbd.g_00617	Prap.g_01140
OG0000257	Prbd.g_00614	Prap.g_00397
OG0000258	Prbd.g_00601	Prap.g_00383
OG0000259	Prbd.g_00584	Prap.g_00366
OG0000260	Prbd.g_00581	Prap.g_00363
OG0000261	Prbd.g_00579	Prap.g_00360
OG0000262	Prbd.g_00575	Prap.g_00356
OG0000263	Prbd.g_00563	Prap.g_00820
OG0000264	Prbd.g_00553	Prap.g_00809
OG0000265	Prbd.g_00007	Prap.g_00791
OG0000266	Prbd.g_00017	Prap.g_00337
OG0000267	Prbd.g_00028	Prap.g_00325
OG0000268	Prbd.g_00029	Prap.g_00324
OG0000269	Prbd.g_00097	Prap.g_00788
OG0000270	Prbd.g_00100	Prap.g_00785
OG0000271	Prbd.g_00108	Prap.g_00777
OG0000272	Prbd.g_00109	Prap.g_00776
OG0000273	Prbd.g_00132	Prap.g_00752
OG0000274	Prbd.g_00133	Prap.g_00751
OG0000275	Prbd.g_00136	Prap.g_00748
OG0000276	Prbd.g_00141	Prap.g_00742
OG0000277	Prbd.g_00142	Prap.g_00741
OG0000278	Prbd.g_00145	Prap.g_00738
OG0000279	Prbd.g_00152	Prap.g_00731
OG0000280	Prbd.g_00153	Prap.g_00730
OG0000281	Prbd.g_00158	Prap.g_00723
OG0000282	Prbd.g_00208	Prap.g_00856
OG0000283	Prbd.g_00241	Prap.g_00680
OG0000284	Prbd.g_00246	Prap.g_00675
OG0000285	Prbd.g_00251	Prap.g_00243
OG0000286	Prbd.g_00263	Prap.g_00256
OG0000287	Prbd.g_00280	Prap.g_00522
OG0000288	Prbd.g_00313	Prap.g_00295
OG0000289	Prbd.g_00324	Prap.g_00311
OG0000290	Prbd.g_00337	Prap.g_00705
OG0000291	Prbd.g_00339	Prap.g_00707
OG0000292	Prbd.g_00389	Prap.g_00501
OG0000293	Prbd.g_00459	Prap.g_00466
OG0000294	Prbd.g_00460	Prap.g_00465
OG0000295	Prbd.g_00480	Prap.g_00442
OG0000296	Prbd.g_00482	Prap.g_00440
OG0000297	Prbd.g_00490	Prap.g_00431
OG0000298	Prbd.g_00491	Prap.g_00430
OG0000299	Prbd.g_00508	Prap.g_00411
OG0000300	Prbd.g_00511	Prap.g_00408
OG0000301	Prbd.g_00512	Prap.g_00407
OG0000302	Prbd.g_00514	Prap.g_00405
OG0000303	Prbd.g_00521	Prap.g_00399
OG0000304	Prbd.g_00525	Prap.g_01135
OG0000305	Prbd.g_01772	Prap.g_00499
OG0000306	Prbd.g_01769	Prap.g_00719
OG0000307	Prbd.g_01755	Prap.g_00068
OG0000308	Prbd.g_01754	Prap.g_00069
OG0000309	Prbd.g_01750	Prap.g_00073
OG0000310	Prbd.g_01704	Prap.g_00107
OG0000311	Prbd.g_01702	Prap.g_00109
OG0000312	Prbd.g_01699	Prap.g_00112
OG0000313	Prbd.g_01685	Prap.g_00125
OG0000314	Prbd.g_01662	Prap.g_00148
OG0000315	Prbd.g_01652	Prap.g_00158
OG0000316	Prbd.g_01632	Prap.g_00183
OG0000317	Prbd.g_01527	Prap.g_01782
OG0000318	Prbd.g_01524	Prap.g_01778
OG0000319	Prbd.g_01511	Prap.g_01765
OG0000320	Prbd.g_01509	Prap.g_01763
OG0000321	Prbd.g_01508	Prap.g_01762
OG0000322	Prbd.g_01507	Prap.g_01761
OG0000323	Prbd.g_01498	Prap.g_01751
OG0000324	Prbd.g_01471	Prap.g_01724
OG0000325	Prbd.g_01462	Prap.g_01713
OG0000326	Prbd.g_01456	Prap.g_01706
OG0000327	Prbd.g_01432	Prap.g_01685
OG0000328	Prbd.g_01431	Prap.g_01684
OG0000329	Prbd.g_01414	Prap.g_01667
OG0000330	Prbd.g_01413	Prap.g_01666
OG0000331	Prbd.g_01412	Prap.g_01665
OG0000332	Prbd.g_01398	Prap.g_01651
OG0000333	Prbd.g_01396	Prap.g_01648, Prap.g_01649
OG0000334	Prbd.g_01388	Prap.g_01639
OG0000335	Prbd.g_01383	Prap.g_01634
OG0000336	Prbd.g_01379	Prap.g_01630
OG0000337	Prbd.g_01363	Prap.g_01612
OG0000338	Prbd.g_01362	Prap.g_01611
OG0000339	Prbd.g_01358	Prap.g_01605
OG0000340	Prbd.g_01350	Prap.g_01596
OG0000341	Prbd.g_01348	Prap.g_01594
OG0000342	Prbd.g_01347	Prap.g_01593
OG0000343	Prbd.g_01346	Prap.g_01592
OG0000344	Prbd.g_01343	Prap.g_01589
OG0000345	Prbd.g_01338	Prap.g_01583
OG0000346	Prbd.g_01334	Prap.g_01579
OG0000347	Prbd.g_01317	Prap.g_01562
OG0000348	Prbd.g_01307	Prap.g_01554
OG0000349	Prbd.g_01290	Prap.g_01537
OG0000350	Prbd.g_01272	Prap.g_00623
OG0000351	Prbd.g_01255	Prap.g_01497
OG0000352	Prbd.g_01254	Prap.g_01496
OG0000353	Prbd.g_01238	Prap.g_00055
OG0000355	Prbd.g_01236	Prap.g_00053
OG0000356	Prbd.g_01235	Prap.g_00052
OG0000357	Prbd.g_01234	Prap.g_00051
OG0000358	Prbd.g_01230	Prap.g_00047
OG0000359	Prbd.g_01229	Prap.g_00046
OG0000360	Prbd.g_01228	Prap.g_00045
OG0000361	Prbd.g_01227	Prap.g_00044
OG0000362	Prbd.g_01225	Prap.g_00042
OG0000363	Prbd.g_01223	Prap.g_00941
OG0000364	Prbd.g_01222	Prap.g_00940
OG0000365	Prbd.g_01217	Prap.g_00935
OG0000366	Prbd.g_01216	Prap.g_00934
OG0000367	Prbd.g_01215	Prap.g_00933
OG0000368	Prbd.g_01213	Prap.g_00931
OG0000369	Prbd.g_01212	Prap.g_00930
OG0000370	Prbd.g_01211	Prap.g_00929
OG0000371	Prbd.g_01205	Prap.g_00922
OG0000372	Prbd.g_01202	Prap.g_00919
OG0000373	Prbd.g_01201	Prap.g_00918
OG0000374	Prbd.g_01200	Prap.g_00917
OG0000375	Prbd.g_01198	Prap.g_00915
OG0000376	Prbd.g_01196	Prap.g_00913
OG0000377	Prbd.g_01192	Prap.g_00909
OG0000378	Prbd.g_01190	Prap.g_00905
OG0000379	Prbd.g_01187	Prap.g_00902
OG0000380	Prbd.g_01178	Prap.g_00885
OG0000381	Prbd.g_01174	Prap.g_00880
OG0000382	Prbd.g_01163	Prap.g_01097
OG0000383	Prbd.g_01161	Prap.g_01095
OG0000384	Prbd.g_01160	Prap.g_01094
OG0000385	Prbd.g_01159	Prap.g_01093
OG0000386	Prbd.g_01158	Prap.g_01092
OG0000387	Prbd.g_01145	Prap.g_01078
OG0000388	Prbd.g_01142	Prap.g_01074
OG0000389	Prbd.g_01138	Prap.g_01071
OG0000390	Prbd.g_01131	Prap.g_01061
OG0000391	Prbd.g_01127	Prap.g_01058
OG0000392	Prbd.g_01123	Prap.g_01054
OG0000393	Prbd.g_01121	Prap.g_01051
OG0000394	Prbd.g_01120	Prap.g_01050
OG0000395	Prbd.g_01119	Prap.g_01049
OG0000396	Prbd.g_01116	Prap.g_01047
OG0000397	Prbd.g_01114	Prap.g_01045
OG0000398	Prbd.g_01112	Prap.g_01042
OG0000399	Prbd.g_01111	Prap.g_01041
OG0000400	Prbd.g_01110	Prap.g_01040
OG0000401	Prbd.g_01109	Prap.g_01039
OG0000402	Prbd.g_01107	Prap.g_00319
OG0000403	Prbd.g_01106	Prap.g_01037
OG0000404	Prbd.g_01105	Prap.g_01036
OG0000405	Prbd.g_01100	Prap.g_01032
OG0000406	Prbd.g_01093	Prap.g_01024
OG0000407	Prbd.g_01092	Prap.g_01023
OG0000408	Prbd.g_01090	Prap.g_01021
OG0000409	Prbd.g_01088	Prap.g_01019
OG0000410	Prbd.g_01087	Prap.g_01018
OG0000411	Prbd.g_01086	Prap.g_01017
OG0000412	Prbd.g_01085	Prap.g_01016
OG0000413	Prbd.g_01084	Prap.g_01014
OG0000414	Prbd.g_01083	Prap.g_01013
OG0000415	Prbd.g_01082	Prap.g_01012
OG0000416	Prbd.g_01081	Prap.g_01011
OG0000417	Prbd.g_01080	Prap.g_01010
OG0000418	Prbd.g_01075	Prap.g_01005
OG0000419	Prbd.g_01073	Prap.g_01003
OG0000420	Prbd.g_01072	Prap.g_01002
OG0000421	Prbd.g_01067	Prap.g_00997
OG0000422	Prbd.g_01066	Prap.g_00996
OG0000423	Prbd.g_01065	Prap.g_00995
OG0000424	Prbd.g_01064	Prap.g_00994
OG0000425	Prbd.g_01063	Prap.g_00993
OG0000426	Prbd.g_01062	Prap.g_00992
OG0000427	Prbd.g_01061	Prap.g_00991
OG0000428	Prbd.g_01059	Prap.g_00989
OG0000429	Prbd.g_01058	Prap.g_00988
OG0000430	Prbd.g_01057	Prap.g_00987
OG0000431	Prbd.g_01055	Prap.g_00985
OG0000432	Prbd.g_01052	Prap.g_00981
OG0000433	Prbd.g_01051	Prap.g_00980
OG0000434	Prbd.g_01050	Prap.g_00979
OG0000435	Prbd.g_01049	Prap.g_00978
OG0000436	Prbd.g_01044	Prap.g_00973
OG0000437	Prbd.g_01043	Prap.g_00972
OG0000438	Prbd.g_01042	Prap.g_00971
OG0000439	Prbd.g_01040	Prap.g_00969
OG0000440	Prbd.g_01039	Prap.g_00968
OG0000441	Prbd.g_01036	Prap.g_00965
OG0000442	Prbd.g_01035	Prap.g_00964
OG0000443	Prbd.g_01034	Prap.g_00963
OG0000444	Prbd.g_01029	Prap.g_00957
OG0000445	Prbd.g_01028	Prap.g_00956
OG0000446	Prbd.g_01027	Prap.g_00955
OG0000447	Prbd.g_01026	Prap.g_00954
OG0000448	Prbd.g_01025	Prap.g_00953
OG0000449	Prbd.g_01024	Prap.g_00952
OG0000450	Prbd.g_01023	Prap.g_00951
OG0000451	Prbd.g_01022	Prap.g_00950
OG0000452	Prbd.g_01019	Prap.g_00947
OG0000453	Prbd.g_01018	Prap.g_00946
OG0000454	Prbd.g_01017	Prap.g_00945
OG0000455	Prbd.g_01016	Prap.g_00944
OG0000456	Prbd.g_01015	Prap.g_00943
OG0000457	Prbd.g_01013	Prap.g_01487
OG0000458	Prbd.g_01012	Prap.g_01486
OG0000459	Prbd.g_01011	Prap.g_01485
OG0000460	Prbd.g_01004	Prap.g_01477
OG0000461	Prbd.g_00997	Prap.g_01469
OG0000462	Prbd.g_00995	Prap.g_01467
OG0000463	Prbd.g_00994	Prap.g_01466
OG0000464	Prbd.g_00993	Prap.g_01465
OG0000465	Prbd.g_00992	Prap.g_01464
OG0000466	Prbd.g_00989	Prap.g_01461
OG0000467	Prbd.g_00988	Prap.g_01460
OG0000468	Prbd.g_00986	Prap.g_01457
OG0000469	Prbd.g_00977	Prap.g_01449
OG0000470	Prbd.g_00975	Prap.g_01447
OG0000471	Prbd.g_00974	Prap.g_01446
OG0000472	Prbd.g_00973	Prap.g_01444
OG0000473	Prbd.g_00971	Prap.g_01442
OG0000474	Prbd.g_00970	Prap.g_01441
OG0000475	Prbd.g_00969	Prap.g_01440
OG0000476	Prbd.g_00968	Prap.g_01438
OG0000477	Prbd.g_00964	Prap.g_01435
OG0000478	Prbd.g_00963	Prap.g_01434
OG0000479	Prbd.g_00962	Prap.g_01433
OG0000480	Prbd.g_00957	Prap.g_01428
OG0000481	Prbd.g_00955	Prap.g_01425
OG0000482	Prbd.g_00954	Prap.g_01424
OG0000483	Prbd.g_00951	Prap.g_01421
OG0000484	Prbd.g_00950	Prap.g_01420
OG0000485	Prbd.g_00949	Prap.g_01418
OG0000486	Prbd.g_00948	Prap.g_01417
OG0000487	Prbd.g_00944	Prap.g_01414
OG0000488	Prbd.g_00941	Prap.g_01411
OG0000489	Prbd.g_00936	Prap.g_01406
OG0000490	Prbd.g_00931	Prap.g_01402
OG0000491	Prbd.g_00930	Prap.g_01401
OG0000492	Prbd.g_00928	Prap.g_01399
OG0000493	Prbd.g_00927	Prap.g_01398
OG0000494	Prbd.g_00926	Prap.g_01397
OG0000495	Prbd.g_00925	Prap.g_01396
OG0000496	Prbd.g_00924	Prap.g_01395
OG0000497	Prbd.g_00923	Prap.g_01394
OG0000498	Prbd.g_00922	Prap.g_01393
OG0000499	Prbd.g_00921	Prap.g_01392
OG0000500	Prbd.g_00920	Prap.g_01391
OG0000501	Prbd.g_00918	Prap.g_01390
OG0000502	Prbd.g_00915	Prap.g_01387
OG0000503	Prbd.g_00905	Prap.g_01372
OG0000504	Prbd.g_00904	Prap.g_01370
OG0000505	Prbd.g_00903	Prap.g_01369
OG0000506	Prbd.g_00901	Prap.g_01368
OG0000507	Prbd.g_00898	Prap.g_01365
OG0000508	Prbd.g_00894	Prap.g_01361
OG0000509	Prbd.g_00892	Prap.g_01359
OG0000510	Prbd.g_00891	Prap.g_01358
OG0000511	Prbd.g_00890	Prap.g_01357
OG0000512	Prbd.g_00888	Prap.g_01355
OG0000513	Prbd.g_00881	Prap.g_01346
OG0000514	Prbd.g_00811	Prap.g_01335
OG0000515	Prbd.g_00810	Prap.g_01334
OG0000516	Prbd.g_00809	Prap.g_01333
OG0000517	Prbd.g_00807	Prap.g_01331
OG0000518	Prbd.g_00796	Prap.g_01320
OG0000519	Prbd.g_00795	Prap.g_01319
OG0000520	Prbd.g_00794	Prap.g_01318
OG0000521	Prbd.g_00789	Prap.g_01310
OG0000522	Prbd.g_00787	Prap.g_01308
OG0000523	Prbd.g_00786	Prap.g_01307
OG0000524	Prbd.g_00781	Prap.g_01302
OG0000525	Prbd.g_00778	Prap.g_01298
OG0000526	Prbd.g_00777	Prap.g_01297
OG0000527	Prbd.g_00769	Prap.g_01294
OG0000528	Prbd.g_00764	Prap.g_01289
OG0000529	Prbd.g_00761	Prap.g_01286
OG0000530	Prbd.g_00758	Prap.g_01283
OG0000531	Prbd.g_00757	Prap.g_01282
OG0000532	Prbd.g_00755	Prap.g_01280
OG0000533	Prbd.g_00754	Prap.g_01279
OG0000534	Prbd.g_00753	Prap.g_01278
OG0000535	Prbd.g_00752	Prap.g_01277
OG0000536	Prbd.g_00751	Prap.g_01276
OG0000537	Prbd.g_00750	Prap.g_01275
OG0000538	Prbd.g_00742	Prap.g_01266
OG0000539	Prbd.g_00741	Prap.g_01265
OG0000540	Prbd.g_00740	Prap.g_01264
OG0000541	Prbd.g_00739	Prap.g_01263
OG0000542	Prbd.g_00737	Prap.g_01262
OG0000543	Prbd.g_00735	Prap.g_01260
OG0000544	Prbd.g_00734	Prap.g_01259
OG0000545	Prbd.g_00732	Prap.g_01257
OG0000546	Prbd.g_00729	Prap.g_01254
OG0000547	Prbd.g_00727	Prap.g_01252
OG0000548	Prbd.g_00726	Prap.g_01251
OG0000549	Prbd.g_00724	Prap.g_01249
OG0000550	Prbd.g_00719	Prap.g_01245
OG0000551	Prbd.g_00715	Prap.g_01242
OG0000552	Prbd.g_00714	Prap.g_01241
OG0000553	Prbd.g_00713	Prap.g_01240
OG0000554	Prbd.g_00708	Prap.g_01235
OG0000555	Prbd.g_00700	Prap.g_01227
OG0000556	Prbd.g_00698	Prap.g_01225
OG0000557	Prbd.g_00697	Prap.g_01224
OG0000558	Prbd.g_00695	Prap.g_01222
OG0000559	Prbd.g_00691	Prap.g_01218
OG0000560	Prbd.g_00688	Prap.g_01215
OG0000561	Prbd.g_00687	Prap.g_01214
